ko:K18925	bcef:BcrFT9_00768
ko:K01259	bcef:BcrFT9_01764
ko:K09962	bcef:BcrFT9_01765
ko:K11072	bcef:BcrFT9_01087
ko:K11070	bcef:BcrFT9_01088
ko:K06180	bcef:BcrFT9_01090
ko:K11473	bcef:BcrFT9_01093
ko:K00104	bcef:BcrFT9_01094
ko:K02647	bcef:BcrFT9_01095
ko:K00782	bcef:BcrFT9_01102
ko:K02236	bcef:BcrFT9_01103
ko:K06421	bcef:BcrFT9_01108
ko:K00023	bcef:BcrFT9_01113
ko:K03821	bcef:BcrFT9_01114
ko:K02012	bcef:BcrFT9_01119
ko:K02010	bcef:BcrFT9_01120
ko:K02011	bcef:BcrFT9_01121
ko:K05306	bcef:BcrFT9_01122
ko:K03430	bcef:BcrFT9_01123
ko:K09798	bcef:BcrFT9_01131
ko:K13532	bcef:BcrFT9_01133
ko:K15973	bcef:BcrFT9_01134
ko:K07697	bcef:BcrFT9_01137
ko:K05366	bcef:BcrFT9_01860
ko:K01647	bcef:BcrFT9_01862
ko:K03547	bcef:BcrFT9_01869
ko:K08177	bcef:BcrFT9_01874
ko:K02361	bcef:BcrFT9_01875
ko:K02363	bcef:BcrFT9_01876
ko:K01252	bcef:BcrFT9_01877
ko:K04780	bcef:BcrFT9_01878
ko:K04780	bcef:BcrFT9_01880
ko:K06133	bcef:BcrFT9_01883
ko:K03530	bcef:BcrFT9_01885
ko:K03475	bcef:BcrFT9_02311
ko:K02822	bcef:BcrFT9_02312
ko:K06994	bcef:BcrFT9_02319
ko:K00800	bcef:BcrFT9_02322
ko:K01736	bcef:BcrFT9_02324
ko:K13853	bcef:BcrFT9_02325
ko:K15580	bcef:BcrFT9_02734
ko:K15580	bcef:BcrFT9_02735
ko:K11103	bcef:BcrFT9_02736
ko:K03088	bcef:BcrFT9_02739
ko:K01992	bcef:BcrFT9_02740
ko:K01990	bcef:BcrFT9_02741
ko:K04750	bcef:BcrFT9_02744
ko:K02621	bcef:BcrFT9_02746
ko:K08591	bcef:BcrFT9_02751
ko:K07107	bcef:BcrFT9_02753
ko:K06434	bcef:BcrFT9_02754
ko:K06431	bcef:BcrFT9_02755
ko:K03480	bcef:BcrFT9_03161
ko:K03710	bcef:BcrFT9_03163
ko:K02564	bcef:BcrFT9_03164
ko:K01443	bcef:BcrFT9_03165
ko:K06024	bcef:BcrFT9_03167
ko:K05896	bcef:BcrFT9_03168
ko:K09763	bcef:BcrFT9_03169
ko:K02859	bcef:BcrFT9_03170
ko:K03768	bcef:BcrFT9_03171
ko:K06408	bcef:BcrFT9_03174
ko:K06407	bcef:BcrFT9_03175
ko:K06407	bcef:BcrFT9_03176
ko:K06406	bcef:BcrFT9_03177
ko:K06405	bcef:BcrFT9_03178
ko:K06404	bcef:BcrFT9_03179
ko:K06403	bcef:BcrFT9_03180
ko:K03091	bcef:BcrFT9_03182
ko:K06379	bcef:BcrFT9_03183
ko:K07258	bcef:BcrFT9_03185
ko:K01990	bcef:BcrFT9_03186
ko:K06969	bcef:BcrFT9_03592
ko:K02013	bcef:BcrFT9_03593
ko:K02015	bcef:BcrFT9_03594
ko:K02016	bcef:BcrFT9_03595
ko:K03311	bcef:BcrFT9_03598
ko:K07456	bcef:BcrFT9_03600
ko:K02347	bcef:BcrFT9_03601
ko:K09888	bcef:BcrFT9_03603
ko:K03471	bcef:BcrFT9_03604
ko:K01893	bcef:BcrFT9_03606
ko:K01890	bcef:BcrFT9_03607
ko:K01889	bcef:BcrFT9_03608
ko:K03437	bcef:BcrFT9_03609
ko:K06426	bcef:BcrFT9_03610
ko:K06950	bcef:BcrFT9_03611
ko:K07052	bcef:BcrFT9_03613
ko:K03406	bcef:BcrFT9_04029
ko:K08777	bcef:BcrFT9_04031
ko:K06911	bcef:BcrFT9_04032
ko:K03455	bcef:BcrFT9_04034
ko:K07228	bcef:BcrFT9_04035
ko:K03310	bcef:BcrFT9_04036
ko:K06966	bcef:BcrFT9_04039
ko:K02217	bcef:BcrFT9_04041
ko:K11535	bcef:BcrFT9_04042
ko:K03317	bcef:BcrFT9_04043
ko:K03310	bcef:BcrFT9_04044
ko:K03310	bcef:BcrFT9_04045
ko:K07118	bcef:BcrFT9_04046
ko:K03885	bcef:BcrFT9_04053
ko:K00075	bcef:BcrFT9_04054
ko:K07117	bcef:BcrFT9_04055
ko:K03406	bcef:BcrFT9_04056
ko:K02313	bcef:BcrFT9_00001
ko:K02338	bcef:BcrFT9_00002
ko:K03629	bcef:BcrFT9_00004
ko:K00088	bcef:BcrFT9_00011
ko:K07258	bcef:BcrFT9_00012
ko:K06215	bcef:BcrFT9_00013
ko:K08681	bcef:BcrFT9_00014
ko:K01875	bcef:BcrFT9_00015
ko:K15519	bcef:BcrFT9_00018
ko:K15518	bcef:BcrFT9_00019
ko:K11991	bcef:BcrFT9_00021
ko:K02343	bcef:BcrFT9_00022
ko:K09747	bcef:BcrFT9_00023
ko:K06187	bcef:BcrFT9_00024
ko:K06317	bcef:BcrFT9_00026
ko:K00943	bcef:BcrFT9_00034
ko:K02341	bcef:BcrFT9_00035
ko:K07056	bcef:BcrFT9_00039
ko:K06284	bcef:BcrFT9_00040
ko:K01874	bcef:BcrFT9_00041
ko:K03424	bcef:BcrFT9_00042
ko:K05985	bcef:BcrFT9_00043
ko:K02528	bcef:BcrFT9_00044
ko:K06436	bcef:BcrFT9_00045
ko:K06423	bcef:BcrFT9_00047
ko:K00919	bcef:BcrFT9_00048
ko:K09685	bcef:BcrFT9_00049
ko:K09022	bcef:BcrFT9_00050
ko:K03317	bcef:BcrFT9_00332
ko:K03215	bcef:BcrFT9_00333
ko:K00789	bcef:BcrFT9_00347
ko:K06920	bcef:BcrFT9_01138
ko:K01737	bcef:BcrFT9_01139
ko:K10026	bcef:BcrFT9_01140
ko:K09457	bcef:BcrFT9_01141
ko:K03647	bcef:BcrFT9_01147
ko:K07052	bcef:BcrFT9_01152
ko:K03719	bcef:BcrFT9_01154
ko:K01297	bcef:BcrFT9_01156
ko:K00459	bcef:BcrFT9_01157
ko:K03740	bcef:BcrFT9_01158
ko:K14188	bcef:BcrFT9_01159
ko:K03739	bcef:BcrFT9_01160
ko:K03367	bcef:BcrFT9_01161
ko:K03839	bcef:BcrFT9_01163
ko:K06153	bcef:BcrFT9_01172
ko:K03498	bcef:BcrFT9_01178
ko:K00826	bcef:BcrFT9_01182
ko:K01653	bcef:BcrFT9_01183
ko:K00053	bcef:BcrFT9_01184
ko:K01649	bcef:BcrFT9_01185
ko:K00052	bcef:BcrFT9_01186
ko:K01703	bcef:BcrFT9_01187
ko:K03310	bcef:BcrFT9_01889
ko:K06182	bcef:BcrFT9_01895
ko:K01868	bcef:BcrFT9_01896
ko:K02003	bcef:BcrFT9_01897
ko:K02004	bcef:BcrFT9_01898
ko:K02033	bcef:BcrFT9_01901
ko:K02034	bcef:BcrFT9_01902
ko:K00158	bcef:BcrFT9_01903
ko:K07238	bcef:BcrFT9_01904
ko:K00116	bcef:BcrFT9_02330
ko:K10555	bcef:BcrFT9_02331
ko:K10556	bcef:BcrFT9_02332
ko:K10558	bcef:BcrFT9_02333
ko:K11216	bcef:BcrFT9_02335
ko:K07145	bcef:BcrFT9_02339
ko:K16323	bcef:BcrFT9_02342
ko:K02205	bcef:BcrFT9_02345
ko:K10255	bcef:BcrFT9_02346
ko:K09607	bcef:BcrFT9_02347
ko:K01077	bcef:BcrFT9_02348
ko:K07727	bcef:BcrFT9_02350
ko:K02342	bcef:BcrFT9_02757
ko:K16786	bcef:BcrFT9_02081
ko:K16787	bcef:BcrFT9_02081
ko:K14338	bcef:BcrFT9_02490
ko:K06988	bcef:BcrFT9_04079
ko:K00004	bcef:BcrFT9_02494
ko:K02003	bcef:BcrFT9_02511
ko:K02004	bcef:BcrFT9_02512
ko:K03710	bcef:BcrFT9_02917
ko:K03710	bcef:BcrFT9_02918
ko:K03466	bcef:BcrFT9_02919
ko:K03466	bcef:BcrFT9_02920
ko:K12574	bcef:BcrFT9_02923
ko:K01714	bcef:BcrFT9_02924
ko:K00928	bcef:BcrFT9_02925
ko:K06411	bcef:BcrFT9_02926
ko:K06410	bcef:BcrFT9_02927
ko:K00962	bcef:BcrFT9_02931
ko:K02956	bcef:BcrFT9_02932
ko:K11753	bcef:BcrFT9_02933
ko:K11753	bcef:BcrFT9_02934
ko:K03177	bcef:BcrFT9_02935
ko:K02834	bcef:BcrFT9_02936
ko:K09764	bcef:BcrFT9_02937
ko:K02519	bcef:BcrFT9_02938
ko:K07742	bcef:BcrFT9_02940
ko:K02600	bcef:BcrFT9_02941
ko:K09748	bcef:BcrFT9_02942
ko:K00845	bcef:BcrFT9_03348
ko:K01934	bcef:BcrFT9_03350
ko:K02913	bcef:BcrFT9_03351
ko:K16881	bcef:BcrFT9_03352
ko:K02039	bcef:BcrFT9_03353
ko:K02036	bcef:BcrFT9_03354
ko:K02038	bcef:BcrFT9_03355
ko:K02037	bcef:BcrFT9_03356
ko:K02040	bcef:BcrFT9_03357
ko:K08222	bcef:BcrFT9_03358
ko:K04564	bcef:BcrFT9_03359
ko:K09816	bcef:BcrFT9_03363
ko:K09817	bcef:BcrFT9_03364
ko:K18692	bcef:BcrFT9_03366
ko:K03527	bcef:BcrFT9_03369
ko:K06967	bcef:BcrFT9_03371
ko:K13300	bcef:BcrFT9_03372
ko:K03086	bcef:BcrFT9_03373
ko:K07003	bcef:BcrFT9_03778
ko:K03688	bcef:BcrFT9_03779
ko:K07001	bcef:BcrFT9_03781
ko:K16188	bcef:BcrFT9_03784
ko:K01048	bcef:BcrFT9_03785
ko:K03752	bcef:BcrFT9_03787
ko:K00789	bcef:BcrFT9_03790
ko:K01610	bcef:BcrFT9_03791
ko:K02116	bcef:BcrFT9_03792
ko:K02051	bcef:BcrFT9_03806
ko:K02109	bcef:BcrFT9_04260
ko:K02110	bcef:BcrFT9_04261
ko:K02108	bcef:BcrFT9_04262
ko:K02116	bcef:BcrFT9_04263
ko:K00761	bcef:BcrFT9_04266
ko:K01808	bcef:BcrFT9_04268
ko:K15977	bcef:BcrFT9_04271
ko:K07566	bcef:BcrFT9_04275
ko:K06387	bcef:BcrFT9_04277
ko:K02493	bcef:BcrFT9_04278
ko:K02909	bcef:BcrFT9_04280
ko:K03628	bcef:BcrFT9_04281
ko:K02446	bcef:BcrFT9_04282
ko:K00790	bcef:BcrFT9_04283
ko:K01624	bcef:BcrFT9_04284
ko:K01937	bcef:BcrFT9_04286
ko:K02001	bcef:BcrFT9_02192
ko:K02000	bcef:BcrFT9_02193
ko:K02002	bcef:BcrFT9_02194
ko:K03088	bcef:BcrFT9_02195
ko:K01807	bcef:BcrFT9_02197
ko:K03657	bcef:BcrFT9_02210
ko:K03654	bcef:BcrFT9_02211
ko:K01448	bcef:BcrFT9_02216
ko:K01992	bcef:BcrFT9_02624
ko:K17837	bcef:BcrFT9_02627
ko:K17837	bcef:BcrFT9_02628
ko:K09936	bcef:BcrFT9_02636
ko:K10947	bcef:BcrFT9_02641
ko:K01489	bcef:BcrFT9_02645
ko:K02275	bcef:BcrFT9_03058
ko:K02259	bcef:BcrFT9_03060
ko:K01958	bcef:BcrFT9_03061
ko:K03588	bcef:BcrFT9_03062
ko:K07175	bcef:BcrFT9_03065
ko:K06207	bcef:BcrFT9_03070
ko:K01092	bcef:BcrFT9_03072
ko:K00686	bcef:BcrFT9_03077
ko:K03517	bcef:BcrFT9_03488
ko:K00767	bcef:BcrFT9_03489
ko:K00278	bcef:BcrFT9_03490
ko:K04487	bcef:BcrFT9_03491
ko:K07105	bcef:BcrFT9_03492
ko:K00131	bcef:BcrFT9_03495
ko:K02004	bcef:BcrFT9_03500
ko:K02004	bcef:BcrFT9_03501
ko:K02003	bcef:BcrFT9_03503
ko:K03979	bcef:BcrFT9_03506
ko:K06375	bcef:BcrFT9_03507
ko:K02899	bcef:BcrFT9_03508
ko:K07584	bcef:BcrFT9_03509
ko:K08301	bcef:BcrFT9_03511
ko:K06402	bcef:BcrFT9_03512
ko:K06347	bcef:BcrFT9_03918
ko:K06348	bcef:BcrFT9_03919
ko:K01880	bcef:BcrFT9_03923
ko:K03523	bcef:BcrFT9_03926
ko:K00963	bcef:BcrFT9_03927
ko:K01835	bcef:BcrFT9_03928
ko:K01255	bcef:BcrFT9_03930
ko:K03885	bcef:BcrFT9_03933
ko:K01778	bcef:BcrFT9_03939
ko:K03885	bcef:BcrFT9_03941
ko:K02068	bcef:BcrFT9_03943
ko:K02069	bcef:BcrFT9_03944
ko:K07652	bcef:BcrFT9_04397
ko:K07668	bcef:BcrFT9_04398
ko:K01939	bcef:BcrFT9_04403
ko:K02939	bcef:BcrFT9_04405
ko:K02963	bcef:BcrFT9_04408
ko:K02990	bcef:BcrFT9_04410
ko:K06942	bcef:BcrFT9_04411
ko:K03501	bcef:BcrFT9_04418
ko:K03650	bcef:BcrFT9_04419
ko:K06346	bcef:BcrFT9_04420
ko:K03536	bcef:BcrFT9_04421
ko:K06302	bcef:BcrFT9_00983
ko:K06301	bcef:BcrFT9_00984
ko:K06300	bcef:BcrFT9_00985
ko:K06299	bcef:BcrFT9_00986
ko:K00819	bcef:BcrFT9_00989
ko:K01953	bcef:BcrFT9_00991
ko:K03781	bcef:BcrFT9_00992
ko:K03320	bcef:BcrFT9_00996
ko:K07533	bcef:BcrFT9_01002
ko:K03695	bcef:BcrFT9_01008
ko:K02254	bcef:BcrFT9_01012
ko:K09458	bcef:BcrFT9_01013
ko:K01867	bcef:BcrFT9_01016
ko:K15580	bcef:BcrFT9_01018
ko:K15581	bcef:BcrFT9_01019
ko:K15582	bcef:BcrFT9_01020
ko:K15583	bcef:BcrFT9_01021
ko:K10823	bcef:BcrFT9_01022
ko:K16509	bcef:BcrFT9_01024
ko:K06131	bcef:BcrFT9_01025
ko:K08602	bcef:BcrFT9_01027
ko:K06886	bcef:BcrFT9_01030
ko:K07816	bcef:BcrFT9_01033
ko:K00858	bcef:BcrFT9_01034
ko:K03152	bcef:BcrFT9_01804
ko:K00851	bcef:BcrFT9_01806
ko:K03299	bcef:BcrFT9_01807
ko:K05847	bcef:BcrFT9_01813
ko:K05845	bcef:BcrFT9_01814
ko:K05846	bcef:BcrFT9_01814
ko:K03758	bcef:BcrFT9_01815
ko:K11686	bcef:BcrFT9_01823
ko:K11686	bcef:BcrFT9_01824
ko:K01281	bcef:BcrFT9_02246
ko:K01281	bcef:BcrFT9_02247
ko:K06889	bcef:BcrFT9_02251
ko:K05946	bcef:BcrFT9_02253
ko:K16263	bcef:BcrFT9_02256
ko:K03719	bcef:BcrFT9_02257
ko:K06342	bcef:BcrFT9_02258
ko:K06341	bcef:BcrFT9_02259
ko:K03453	bcef:BcrFT9_02679
ko:K01387	bcef:BcrFT9_02687
ko:K07507	bcef:BcrFT9_02688
ko:K07104	bcef:BcrFT9_02691
ko:K16961	bcef:BcrFT9_02692
ko:K16963	bcef:BcrFT9_02693
ko:K16962	bcef:BcrFT9_02694
ko:K03704	bcef:BcrFT9_02699
ko:K03839	bcef:BcrFT9_02701
ko:K07034	bcef:BcrFT9_02702
ko:K01524	bcef:BcrFT9_03108
ko:K00549	bcef:BcrFT9_03114
ko:K07697	bcef:BcrFT9_03118
ko:K00841	bcef:BcrFT9_03120
ko:K15772	bcef:BcrFT9_03122
ko:K15771	bcef:BcrFT9_03123
ko:K15770	bcef:BcrFT9_03124
ko:K01182	bcef:BcrFT9_03126
ko:K10112	bcef:BcrFT9_03127
ko:K00626	bcef:BcrFT9_03134
ko:K07095	bcef:BcrFT9_03545
ko:K02428	bcef:BcrFT9_03546
ko:K00989	bcef:BcrFT9_03547
ko:K06298	bcef:BcrFT9_03548
ko:K01776	bcef:BcrFT9_03549
ko:K01994	bcef:BcrFT9_03554
ko:K07462	bcef:BcrFT9_03560
ko:K01994	bcef:BcrFT9_03563
ko:K09014	bcef:BcrFT9_03973
ko:K04488	bcef:BcrFT9_03974
ko:K11717	bcef:BcrFT9_03975
ko:K09015	bcef:BcrFT9_03976
ko:K09013	bcef:BcrFT9_03977
ko:K02073	bcef:BcrFT9_03978
ko:K02073	bcef:BcrFT9_03979
ko:K02071	bcef:BcrFT9_03980
ko:K07476	bcef:BcrFT9_03984
ko:K02437	bcef:BcrFT9_03986
ko:K00537	bcef:BcrFT9_03987
ko:K07035	bcef:BcrFT9_03990
ko:K00016	bcef:BcrFT9_03991
ko:K07052	bcef:BcrFT9_03994
ko:K07516	bcef:BcrFT9_04000
ko:K06147	bcef:BcrFT9_02759
ko:K01681	bcef:BcrFT9_02760
ko:K06432	bcef:BcrFT9_02761
ko:K06433	bcef:BcrFT9_02764
ko:K06335	bcef:BcrFT9_02765
ko:K00626	bcef:BcrFT9_02769
ko:K03523	bcef:BcrFT9_02770
ko:K00666	bcef:BcrFT9_02771
ko:K01990	bcef:BcrFT9_02773
ko:K07241	bcef:BcrFT9_02778
ko:K03190	bcef:BcrFT9_02780
ko:K03189	bcef:BcrFT9_02781
ko:K03188	bcef:BcrFT9_02782
ko:K09807	bcef:BcrFT9_03191
ko:K06901	bcef:BcrFT9_03192
ko:K03284	bcef:BcrFT9_03193
ko:K00756	bcef:BcrFT9_03194
ko:K03783	bcef:BcrFT9_03195
ko:K01839	bcef:BcrFT9_03196
ko:K04763	bcef:BcrFT9_03198
ko:K03711	bcef:BcrFT9_03200
ko:K06384	bcef:BcrFT9_03201
ko:K01515	bcef:BcrFT9_03203
ko:K07084	bcef:BcrFT9_03211
ko:K06889	bcef:BcrFT9_03214
ko:K11752	bcef:BcrFT9_03217
ko:K00793	bcef:BcrFT9_03218
ko:K02887	bcef:BcrFT9_03621
ko:K02916	bcef:BcrFT9_03622
ko:K02520	bcef:BcrFT9_03623
ko:K01868	bcef:BcrFT9_03624
ko:K11144	bcef:BcrFT9_03626
ko:K03346	bcef:BcrFT9_03627
ko:K07738	bcef:BcrFT9_03628
ko:K01611	bcef:BcrFT9_03629
ko:K00134	bcef:BcrFT9_03630
ko:K00859	bcef:BcrFT9_03631
ko:K10563	bcef:BcrFT9_03633
ko:K07636	bcef:BcrFT9_03635
ko:K07636	bcef:BcrFT9_03636
ko:K07658	bcef:BcrFT9_03637
ko:K00024	bcef:BcrFT9_03640
ko:K00031	bcef:BcrFT9_03641
ko:K01647	bcef:BcrFT9_03642
ko:K00873	bcef:BcrFT9_03644
ko:K00850	bcef:BcrFT9_03645
ko:K01963	bcef:BcrFT9_03646
ko:K06199	bcef:BcrFT9_04058
ko:K06199	bcef:BcrFT9_04059
ko:K13256	bcef:BcrFT9_04099
ko:K02013	bcef:BcrFT9_04101
ko:K02015	bcef:BcrFT9_04102
ko:K02015	bcef:BcrFT9_04103
ko:K12573	bcef:BcrFT9_04105
ko:K03928	bcef:BcrFT9_04106
ko:K03075	bcef:BcrFT9_04107
ko:K01689	bcef:BcrFT9_04111
ko:K15633	bcef:BcrFT9_04112
ko:K01803	bcef:BcrFT9_04113
ko:K00927	bcef:BcrFT9_04114
ko:K00134	bcef:BcrFT9_04115
ko:K05311	bcef:BcrFT9_04116
ko:K03092	bcef:BcrFT9_04118
ko:K06407	bcef:BcrFT9_04121
ko:K01992	bcef:BcrFT9_00775
ko:K03758	bcef:BcrFT9_00776
ko:K01776	bcef:BcrFT9_00777
ko:K00131	bcef:BcrFT9_00778
ko:K02424	bcef:BcrFT9_00781
ko:K10009	bcef:BcrFT9_00782
ko:K10010	bcef:BcrFT9_00783
ko:K01652	bcef:BcrFT9_00788
ko:K01575	bcef:BcrFT9_00789
ko:K03652	bcef:BcrFT9_00790
ko:K03321	bcef:BcrFT9_00798
ko:K03070	bcef:BcrFT9_00799
ko:K01448	bcef:BcrFT9_00807
ko:K01448	bcef:BcrFT9_00808
ko:K02035	bcef:BcrFT9_00817
ko:K02033	bcef:BcrFT9_00818
ko:K02034	bcef:BcrFT9_00819
ko:K11637	bcef:BcrFT9_00823
ko:K07006	bcef:BcrFT9_01610
ko:K00003	bcef:BcrFT9_01611
ko:K01733	bcef:BcrFT9_01612
ko:K00872	bcef:BcrFT9_01613
ko:K07507	bcef:BcrFT9_01622
ko:K15652	bcef:BcrFT9_01624
ko:K08221	bcef:BcrFT9_01626
ko:K07001	bcef:BcrFT9_01628
ko:K01916	bcef:BcrFT9_01631
ko:K11636	bcef:BcrFT9_01632
ko:K13275	bcef:BcrFT9_01634
ko:K06949	bcef:BcrFT9_01638
ko:K03406	bcef:BcrFT9_01639
ko:K04047	bcef:BcrFT9_01643
ko:K09815	bcef:BcrFT9_01652
ko:K00567	bcef:BcrFT9_01654
ko:K11210	bcef:BcrFT9_01656
ko:K18344	bcef:BcrFT9_02138
ko:K18345	bcef:BcrFT9_02139
ko:K02003	bcef:BcrFT9_02144
ko:K02004	bcef:BcrFT9_02145
ko:K03076	bcef:BcrFT9_02151
ko:K03976	bcef:BcrFT9_02567
ko:K01892	bcef:BcrFT9_02568
ko:K00059	bcef:BcrFT9_02571
ko:K01992	bcef:BcrFT9_02572
ko:K01104	bcef:BcrFT9_02575
ko:K02116	bcef:BcrFT9_02588
ko:K09777	bcef:BcrFT9_02997
ko:K01537	bcef:BcrFT9_02999
ko:K01591	bcef:BcrFT9_03006
ko:K17828	bcef:BcrFT9_03007
ko:K02823	bcef:BcrFT9_03008
ko:K01955	bcef:BcrFT9_03009
ko:K01956	bcef:BcrFT9_03010
ko:K00609	bcef:BcrFT9_03011
ko:K02825	bcef:BcrFT9_03013
ko:K03101	bcef:BcrFT9_03014
ko:K01870	bcef:BcrFT9_03016
ko:K04074	bcef:BcrFT9_03017
ko:K02221	bcef:BcrFT9_03019
ko:K09772	bcef:BcrFT9_03020
ko:K06997	bcef:BcrFT9_03021
ko:K05810	bcef:BcrFT9_03022
ko:K03091	bcef:BcrFT9_03024
ko:K01724	bcef:BcrFT9_03430
ko:K07104	bcef:BcrFT9_03431
ko:K02013	bcef:BcrFT9_03437
ko:K02015	bcef:BcrFT9_03438
ko:K02016	bcef:BcrFT9_03439
ko:K17217	bcef:BcrFT9_03441
ko:K01243	bcef:BcrFT9_03442
ko:K17462	bcef:BcrFT9_03443
ko:K03624	bcef:BcrFT9_03445
ko:K00876	bcef:BcrFT9_03446
ko:K08303	bcef:BcrFT9_03447
ko:K08303	bcef:BcrFT9_03448
ko:K07082	bcef:BcrFT9_03450
ko:K07447	bcef:BcrFT9_03452
ko:K01872	bcef:BcrFT9_03454
ko:K07260	bcef:BcrFT9_03860
ko:K07260	bcef:BcrFT9_03861
ko:K01661	bcef:BcrFT9_03864
ko:K02551	bcef:BcrFT9_03865
ko:K02548	bcef:BcrFT9_03866
ko:K03704	bcef:BcrFT9_03868
ko:K00688	bcef:BcrFT9_03872
ko:K00703	bcef:BcrFT9_03873
ko:K00975	bcef:BcrFT9_03874
ko:K00975	bcef:BcrFT9_03875
ko:K00700	bcef:BcrFT9_03876
ko:K01118	bcef:BcrFT9_04343
ko:K00868	bcef:BcrFT9_04346
ko:K06200	bcef:BcrFT9_04349
ko:K05946	bcef:BcrFT9_04350
ko:K12267	bcef:BcrFT9_04366
ko:K05339	bcef:BcrFT9_04368
ko:K14219	bcef:BcrFT9_00257
ko:K14219	bcef:BcrFT9_03895
ko:K14219	bcef:BcrFT9_00664
ko:K18928	bcef:BcrFT9_01100
ko:K18929	bcef:BcrFT9_01101
ko:K18924	bcef:BcrFT9_03309
ko:K18925	bcef:BcrFT9_03310
ko:K03790	bcef:BcrFT9_02354
ko:K01777	bcef:BcrFT9_00815
ko:K07171	bcef:BcrFT9_00246
ko:K14233	bcef:BcrFT9_00016
ko:K14233	bcef:BcrFT9_03890
ko:K14237	bcef:BcrFT9_01080
ko:K14218	bcef:BcrFT9_00007
ko:K14218	bcef:BcrFT9_00029
ko:K14218	bcef:BcrFT9_00166
ko:K14218	bcef:BcrFT9_00666
ko:K14218	bcef:BcrFT9_03893
ko:K14220	bcef:BcrFT9_00158
ko:K14220	bcef:BcrFT9_03882
ko:K14220	bcef:BcrFT9_00669
ko:K14220	bcef:BcrFT9_00249
ko:K14220	bcef:BcrFT9_00497
ko:K14223	bcef:BcrFT9_00163
ko:K14223	bcef:BcrFT9_00508
ko:K14223	bcef:BcrFT9_00254
ko:K14223	bcef:BcrFT9_00659
ko:K14225	bcef:BcrFT9_00165
ko:K14225	bcef:BcrFT9_00509
ko:K14225	bcef:BcrFT9_00662
ko:K14225	bcef:BcrFT9_03897
ko:K14225	bcef:BcrFT9_00259
ko:K14225	bcef:BcrFT9_03544
ko:K14225	bcef:BcrFT9_03884
ko:K14225	bcef:BcrFT9_00514
ko:K14221	bcef:BcrFT9_00253
ko:K14221	bcef:BcrFT9_00264
ko:K14221	bcef:BcrFT9_03888
ko:K14221	bcef:BcrFT9_04400
ko:K14221	bcef:BcrFT9_00267
ko:K14221	bcef:BcrFT9_00502
ko:K14232	bcef:BcrFT9_00258
ko:K14232	bcef:BcrFT9_03894
ko:K14232	bcef:BcrFT9_00665
ko:K03790	bcef:BcrFT9_02238
ko:K03790	bcef:BcrFT9_01924
ko:K03790	bcef:BcrFT9_02398
ko:K14230	bcef:BcrFT9_03892
ko:K14230	bcef:BcrFT9_00065
ko:K14234	bcef:BcrFT9_00159
ko:K14234	bcef:BcrFT9_00504
ko:K14234	bcef:BcrFT9_03886
ko:K14234	bcef:BcrFT9_03900
ko:K14237	bcef:BcrFT9_00161
ko:K14237	bcef:BcrFT9_03901
ko:K14237	bcef:BcrFT9_00657
ko:K14237	bcef:BcrFT9_00500
ko:K14237	bcef:BcrFT9_00252
ko:K14235	bcef:BcrFT9_00506
ko:K14235	bcef:BcrFT9_00667
ko:K14233	bcef:BcrFT9_00250
ko:K14233	bcef:BcrFT9_03881
ko:K14233	bcef:BcrFT9_00498
ko:K14230	bcef:BcrFT9_00263
ko:K14230	bcef:BcrFT9_00501
ko:K14230	bcef:BcrFT9_03889
ko:K14230	bcef:BcrFT9_03360
ko:K14230	bcef:BcrFT9_03891
ko:K14224	bcef:BcrFT9_00066
ko:K14224	bcef:BcrFT9_00670
ko:K14224	bcef:BcrFT9_00251
ko:K14224	bcef:BcrFT9_00160
ko:K14224	bcef:BcrFT9_00499
ko:K14224	bcef:BcrFT9_03880
ko:K14224	bcef:BcrFT9_04401
ko:K14226	bcef:BcrFT9_00507
ko:K14219	bcef:BcrFT9_04119
ko:K14229	bcef:BcrFT9_00164
ko:K14229	bcef:BcrFT9_03885
ko:K14229	bcef:BcrFT9_03899
ko:K14229	bcef:BcrFT9_04402
ko:K14229	bcef:BcrFT9_00660
ko:K14229	bcef:BcrFT9_00255
ko:K14228	bcef:BcrFT9_00256
ko:K14228	bcef:BcrFT9_00511
ko:K14228	bcef:BcrFT9_00661
ko:K14228	bcef:BcrFT9_03898
ko:K14228	bcef:BcrFT9_00663
ko:K14228	bcef:BcrFT9_03896
ko:K14231	bcef:BcrFT9_00503
ko:K14231	bcef:BcrFT9_03887
ko:K14231	bcef:BcrFT9_04399
ko:K18967	bcef:BcrFT9_04347
ko:K03790	bcef:BcrFT9_01540
ko:K03790	bcef:BcrFT9_02126
ko:K19055	bcef:BcrFT9_03965
ko:K01872	bcef:BcrFT9_02767
ko:K14742	bcef:BcrFT9_00269
ko:K07483	bcef:BcrFT9_00896
ko:K03761	bcef:BcrFT9_00822
ko:K19005	bcef:BcrFT9_02316
ko:K18979	bcef:BcrFT9_00515
ko:K13052	bcef:BcrFT9_00063
ko:K03169	bcef:BcrFT9_01560
ko:K05593	bcef:BcrFT9_01607
ko:K10217	bcef:BcrFT9_01687
ko:K04565	bcef:BcrFT9_03916
ko:K02171	bcef:BcrFT9_00930
ko:K03111	bcef:BcrFT9_04409
ko:K03497	bcef:BcrFT9_04415
ko:K03496	bcef:BcrFT9_04416
ko:K03497	bcef:BcrFT9_04417
