ko:K07062	xci:XCAW_04684
ko:K01118	xci:XCAW_04470
ko:K01265	xci:XCAW_04479
ko:K03086	xci:XCAW_04548
ko:K07560	xci:XCAW_04549
ko:K02517	xci:XCAW_04550
ko:K03823	xci:XCAW_04551
ko:K03500	xci:XCAW_04559
ko:K00604	xci:XCAW_04560
ko:K01462	xci:XCAW_04561
ko:K04096	xci:XCAW_04563
ko:K03168	xci:XCAW_04567
ko:K07566	xci:XCAW_04568
ko:K08081	xci:XCAW_04571
ko:K04773	xci:XCAW_04573
ko:K03327	xci:XCAW_04574
ko:K04066	xci:XCAW_04578
ko:K03885	xci:XCAW_04582
ko:K03089	xci:XCAW_04584
ko:K03648	xci:XCAW_04585
ko:K09811	xci:XCAW_04587
ko:K09812	xci:XCAW_04588
ko:K03732	xci:XCAW_04589
ko:K03671	xci:XCAW_04590
ko:K03628	xci:XCAW_04591
ko:K00906	xci:XCAW_04592
ko:K00031	xci:XCAW_04595
ko:K05782	xci:XCAW_04658
ko:K01792	xci:XCAW_04662
ko:K09858	xci:XCAW_04664
ko:K07090	xci:XCAW_04665
ko:K01495	xci:XCAW_04670
ko:K07559	xci:XCAW_04678
ko:K06131	xci:XCAW_04679
ko:K09958	xci:XCAW_04695
ko:K03581	xci:XCAW_04707
ko:K03582	xci:XCAW_04708
ko:K03583	xci:XCAW_04709
ko:K02065	xci:XCAW_04711
ko:K02066	xci:XCAW_04712
ko:K07039	xci:XCAW_b00066
ko:K01985	xci:XCAW_00387
ko:K01985	xci:XCAW_04653
ko:K02226	xci:XCAW_03472
ko:K07272	xci:XCAW_04298
ko:K14225	xci:XCAW_03627
ko:K14234	xci:XCAW_03626
ko:K14235	xci:XCAW_03624
ko:K14226	xci:XCAW_03530
ko:K14237	xci:XCAW_01180
ko:K14233	xci:XCAW_01207
ko:K15555	xci:XCAW_03732
ko:K14219	xci:XCAW_02318
ko:K01897	xci:XCAW_02519
ko:K03417	xci:XCAW_01237
ko:K08316	xci:XCAW_02204
ko:K14236	xci:XCAW_03628
ko:K17103	xci:XCAW_01777
ko:K01802	xci:XCAW_02740
ko:K01992	xci:XCAW_04458
ko:K14219	xci:XCAW_00799
ko:K14223	xci:XCAW_00902
ko:K18828	xci:XCAW_b00031
ko:K01990	xci:XCAW_02779
ko:K01990	xci:XCAW_04460
ko:K07004	xci:XCAW_00858
ko:K07315	xci:XCAW_00986
ko:K07393	xci:XCAW_00999
ko:K03929	xci:XCAW_01011
ko:K00059	xci:XCAW_01227
ko:K02014	xci:XCAW_01243
ko:K03227	xci:XCAW_00811
ko:K01002	xci:XCAW_00832
ko:K00700	xci:XCAW_00837
ko:K00059	xci:XCAW_00844
ko:K02658	xci:XCAW_01254
ko:K17247	xci:XCAW_02677
ko:K02014	xci:XCAW_03497
ko:K03406	xci:XCAW_03503
ko:K00030	xci:XCAW_03534
ko:K07657	xci:XCAW_03538
ko:K00639	xci:XCAW_03566
ko:K03286	xci:XCAW_03570
ko:K00219	xci:XCAW_03572
ko:K00799	xci:XCAW_03575
ko:K03768	xci:XCAW_03577
ko:K01426	xci:XCAW_03580
ko:K01424	xci:XCAW_03650
ko:K01515	xci:XCAW_03670
ko:K01259	xci:XCAW_03672
ko:K03386	xci:XCAW_03674
ko:K00616	xci:XCAW_03678
ko:K07304	xci:XCAW_03680
ko:K00666	xci:XCAW_03699
ko:K02014	xci:XCAW_01344
ko:K00567	xci:XCAW_01350
ko:K14761	xci:XCAW_01357
ko:K03593	xci:XCAW_01432
ko:K00090	xci:XCAW_01449
ko:K08086	xci:XCAW_01451
ko:K06179	xci:XCAW_01599
ko:K01104	xci:XCAW_01731
ko:K11085	xci:XCAW_01734
ko:K02238	xci:XCAW_01737
ko:K00241	xci:XCAW_01747
ko:K00845	xci:XCAW_01752
ko:K03406	xci:XCAW_01830
ko:K02414	xci:XCAW_01880
ko:K00088	xci:XCAW_01953
ko:K02025	xci:XCAW_01974
ko:K02193	xci:XCAW_01988
ko:K02200	xci:XCAW_01995
ko:K01092	xci:XCAW_02050
ko:K00799	xci:XCAW_02059
ko:K09705	xci:XCAW_02254
ko:K01885	xci:XCAW_01325
ko:K14219	xci:XCAW_02595
ko:K14224	xci:XCAW_01762
ko:K14224	xci:XCAW_01764
ko:K14222	xci:XCAW_01619
ko:K14221	xci:XCAW_01181
ko:K14221	xci:XCAW_01182
ko:K02014	xci:XCAW_03452
ko:K02014	xci:XCAW_03455
ko:K02014	xci:XCAW_03456
ko:K03455	xci:XCAW_03458
ko:K02510	xci:XCAW_03462
ko:K02014	xci:XCAW_03488
ko:K00799	xci:XCAW_03491
ko:K02014	xci:XCAW_00240
ko:K07729	xci:XCAW_00246
ko:K09697	xci:XCAW_00248
ko:K09696	xci:XCAW_00249
ko:K01278	xci:XCAW_00256
ko:K00380	xci:XCAW_00265
ko:K07660	xci:XCAW_00277
ko:K06945	xci:XCAW_00288
ko:K07131	xci:XCAW_00291
ko:K01585	xci:XCAW_00355
ko:K00721	xci:XCAW_00370
ko:K10563	xci:XCAW_00388
ko:K06877	xci:XCAW_00467
ko:K00059	xci:XCAW_00471
ko:K02014	xci:XCAW_00515
ko:K00799	xci:XCAW_02869
ko:K00799	xci:XCAW_02882
ko:K00626	xci:XCAW_02998
ko:K00101	xci:XCAW_00523
ko:K00575	xci:XCAW_03154
ko:K07386	xci:XCAW_03157
ko:K01834	xci:XCAW_03159
ko:K00380	xci:XCAW_03226
ko:K02806	xci:XCAW_03252
ko:K06023	xci:XCAW_03253
ko:K02821	xci:XCAW_03255
ko:K11189	xci:XCAW_03256
ko:K08483	xci:XCAW_03257
ko:K02657	xci:XCAW_03389
ko:K00845	xci:XCAW_03406
ko:K01782	xci:XCAW_03030
ko:K01206	xci:XCAW_03042
ko:K03560	xci:XCAW_03429
ko:K07017	xci:XCAW_04321
ko:K00647	xci:XCAW_04326
ko:K01759	xci:XCAW_04333
ko:K02005	xci:XCAW_04339
ko:K02004	xci:XCAW_04341
ko:K02004	xci:XCAW_04342
ko:K04093	xci:XCAW_04348
ko:K06183	xci:XCAW_04382
ko:K00564	xci:XCAW_04383
ko:K07305	xci:XCAW_04395
ko:K03316	xci:XCAW_04405
ko:K07386	xci:XCAW_04416
ko:K01784	xci:XCAW_04441
ko:K01854	xci:XCAW_04443
ko:K06147	xci:XCAW_04445
ko:K02014	xci:XCAW_04457
ko:K09167	xci:XCAW_04553
ko:K08981	xci:XCAW_04554
ko:K03747	xci:XCAW_04564
ko:K03929	xci:XCAW_03140
ko:K03406	xci:XCAW_03151
ko:K06177	xci:XCAW_04691
ko:K01941	xci:XCAW_04698
ko:K02017	xci:XCAW_04052
ko:K07114	xci:XCAW_04067
ko:K07114	xci:XCAW_04068
ko:K02665	xci:XCAW_04074
ko:K02428	xci:XCAW_04092
ko:K01262	xci:XCAW_04098
ko:K01934	xci:XCAW_04102
ko:K00274	xci:XCAW_04119
ko:K02014	xci:XCAW_04120
ko:K00939	xci:XCAW_04131
ko:K01507	xci:XCAW_04136
ko:K02014	xci:XCAW_04138
ko:K02014	xci:XCAW_04142
ko:K02454	xci:XCAW_00083
ko:K00851	xci:XCAW_00097
ko:K01113	xci:XCAW_00130
ko:K01113	xci:XCAW_00131
ko:K15725	xci:XCAW_00135
ko:K15727	xci:XCAW_00136
ko:K00059	xci:XCAW_00209
ko:K00647	xci:XCAW_00214
ko:K02004	xci:XCAW_00304
ko:K02004	xci:XCAW_00305
ko:K09992	xci:XCAW_00310
ko:K06889	xci:XCAW_00335
ko:K00508	xci:XCAW_00342
ko:K09806	xci:XCAW_00347
ko:K01197	xci:XCAW_00349
ko:K03606	xci:XCAW_00428
ko:K02067	xci:XCAW_04713
ko:K07019	xci:XCAW_00594
ko:K06910	xci:XCAW_00597
ko:K00626	xci:XCAW_00610
ko:K01719	xci:XCAW_00613
ko:K02433	xci:XCAW_00708
ko:K01488	xci:XCAW_00710
ko:K10914	xci:XCAW_00895
ko:K03177	xci:XCAW_01492
ko:K02674	xci:XCAW_01511
ko:K03406	xci:XCAW_01531
ko:K03574	xci:XCAW_01780
ko:K02200	xci:XCAW_01996
ko:K16012	xci:XCAW_01999
ko:K16013	xci:XCAW_02000
ko:K00568	xci:XCAW_02042
ko:K03406	xci:XCAW_02120
ko:K00799	xci:XCAW_02133
ko:K00135	xci:XCAW_02142
ko:K09471	xci:XCAW_02154
ko:K00854	xci:XCAW_02291
ko:K05524	xci:XCAW_02306
ko:K03406	xci:XCAW_02322
ko:K08738	xci:XCAW_02388
ko:K02200	xci:XCAW_02398
ko:K02014	xci:XCAW_02426
ko:K03406	xci:XCAW_02492
ko:K03406	xci:XCAW_02495
ko:K03406	xci:XCAW_02500
ko:K03406	xci:XCAW_02504
ko:K03406	xci:XCAW_02508
ko:K00575	xci:XCAW_02509
ko:K10715	xci:XCAW_02521
ko:K03307	xci:XCAW_02611
ko:K00970	xci:XCAW_02622
ko:K00452	xci:XCAW_02721
ko:K00486	xci:XCAW_02724
ko:K01081	xci:XCAW_02729
ko:K01011	xci:XCAW_02738
ko:K01715	xci:XCAW_02741
ko:K07221	xci:XCAW_02748
ko:K00548	xci:XCAW_02765
ko:K00548	xci:XCAW_02766
ko:K06147	xci:XCAW_02884
ko:K00569	xci:XCAW_02904
ko:K02014	xci:XCAW_02908
ko:K01439	xci:XCAW_02911
ko:K00674	xci:XCAW_02913
ko:K07346	xci:XCAW_02917
ko:K07346	xci:XCAW_02921
ko:K00799	xci:XCAW_03052
ko:K01525	xci:XCAW_03719
ko:K02033	xci:XCAW_03722
ko:K02035	xci:XCAW_03723
ko:K02014	xci:XCAW_03726
ko:K02004	xci:XCAW_03748
ko:K02051	xci:XCAW_03750
ko:K02049	xci:XCAW_03751
ko:K02050	xci:XCAW_03752
ko:K03317	xci:XCAW_03761
ko:K00852	xci:XCAW_03762
ko:K01176	xci:XCAW_03784
ko:K03574	xci:XCAW_03792
ko:K03396	xci:XCAW_03847
ko:K00121	xci:XCAW_03848
ko:K05522	xci:XCAW_03975
ko:K07393	xci:XCAW_04001
ko:K03406	xci:XCAW_04009
ko:K00380	xci:XCAW_04023
ko:K02014	xci:XCAW_04027
ko:K07052	xci:XCAW_00007
ko:K00974	xci:XCAW_03865
ko:K02014	xci:XCAW_03866
ko:K02463	xci:XCAW_03876
ko:K02454	xci:XCAW_03885
ko:K02014	xci:XCAW_03891
ko:K03793	xci:XCAW_03893
ko:K00033	xci:XCAW_03901
ko:K07258	xci:XCAW_03917
ko:K08305	xci:XCAW_03919
ko:K00856	xci:XCAW_03926
ko:K00121	xci:XCAW_03929
ko:K02348	xci:XCAW_03941
ko:K01322	xci:XCAW_03953
ko:K07283	xci:XCAW_03958
ko:K00058	xci:XCAW_00025
ko:K01181	xci:XCAW_00043
ko:K01181	xci:XCAW_00045
ko:K01181	xci:XCAW_00048
ko:K00854	xci:XCAW_00052
ko:K00700	xci:XCAW_00550
ko:K03929	xci:XCAW_00553
ko:K00065	xci:XCAW_00563
ko:K05845	xci:XCAW_00579
ko:K05846	xci:XCAW_00579
ko:K07004	xci:XCAW_00674
ko:K01039	xci:XCAW_00771
ko:K01607	xci:XCAW_00778
ko:K00059	xci:XCAW_00791
ko:K00652	xci:XCAW_00794
ko:K03469	xci:XCAW_01187
ko:K02342	xci:XCAW_01188
ko:K03635	xci:XCAW_01198
ko:K07025	xci:XCAW_04616
ko:K01409	xci:XCAW_04633
ko:K02258	xci:XCAW_04646
ko:K02274	xci:XCAW_04648
ko:K00799	xci:XCAW_04724
ko:K03294	xci:XCAW_04726
ko:K05794	xci:XCAW_04737
ko:K02014	xci:XCAW_04740
ko:K01077	xci:XCAW_01414
ko:K00383	xci:XCAW_01423
ko:K07386	xci:XCAW_01426
ko:K07386	xci:XCAW_01427
ko:K07386	xci:XCAW_01428
ko:K09702	xci:XCAW_01547
ko:K15727	xci:XCAW_01554
ko:K01724	xci:XCAW_01594
ko:K14162	xci:XCAW_01300
ko:K00882	xci:XCAW_02178
ko:K03743	xci:XCAW_02332
ko:K02427	xci:XCAW_02338
ko:K03699	xci:XCAW_02363
ko:K00058	xci:XCAW_02557
ko:K03294	xci:XCAW_02559
ko:K03294	xci:XCAW_02560
ko:K08964	xci:XCAW_02561
ko:K01479	xci:XCAW_02687
ko:K13628	xci:XCAW_02703
ko:K01679	xci:XCAW_02784
ko:K06147	xci:XCAW_02796
ko:K04517	xci:XCAW_02802
ko:K03711	xci:XCAW_02810
ko:K10947	xci:XCAW_02946
ko:K00547	xci:XCAW_02952
ko:K08234	xci:XCAW_02954
ko:K04091	xci:XCAW_03728
ko:K03616	xci:XCAW_02961
ko:K01785	xci:XCAW_03064
ko:K01209	xci:XCAW_03065
ko:K00575	xci:XCAW_03070
ko:K02014	xci:XCAW_03075
ko:K04063	xci:XCAW_03193
ko:K07117	xci:XCAW_03211
ko:K07126	xci:XCAW_03221
ko:K02014	xci:XCAW_03334
ko:K06445	xci:XCAW_03340
ko:K04765	xci:XCAW_03351
ko:K01082	xci:XCAW_03352
ko:K00845	xci:XCAW_03356
ko:K02014	xci:XCAW_03358
ko:K01206	xci:XCAW_03359
ko:K12373	xci:XCAW_03361
ko:K01192	xci:XCAW_03362
ko:K01222	xci:XCAW_03368
ko:K09704	xci:XCAW_03369
ko:K06201	xci:XCAW_03377
ko:K02487	xci:XCAW_03384
ko:K06596	xci:XCAW_03384
ko:K02660	xci:XCAW_03385
ko:K02659	xci:XCAW_03386
ko:K02658	xci:XCAW_03387
ko:K07221	xci:XCAW_04167
ko:K07221	xci:XCAW_04180
ko:K05341	xci:XCAW_04187
ko:K02014	xci:XCAW_04226
ko:K02463	xci:XCAW_04232
ko:K02454	xci:XCAW_04241
ko:K04763	xci:XCAW_04250
ko:K02014	xci:XCAW_04259
ko:K02067	xci:XCAW_04272
ko:K02014	xci:XCAW_04315
ko:K11209	xci:XCAW_00255
ko:K14224	xci:XCAW_02623
ko:K14228	xci:XCAW_01767
ko:K14228	xci:XCAW_01608
ko:K14220	xci:XCAW_02652
ko:K14227	xci:XCAW_00385
ko:K14227	xci:XCAW_04655
ko:K02485	xci:XCAW_03897
ko:K17103	xci:XCAW_04265
ko:K01800	xci:XCAW_04311
ko:K00040	xci:XCAW_00063
ko:K17713	xci:XCAW_01804
ko:K02484	xci:XCAW_03853
ko:K15555	xci:XCAW_03483
ko:K00951	xci:XCAW_03399
ko:K01992	xci:XCAW_02780
ko:K01992	xci:XCAW_04459
ko:K01990	xci:XCAW_00236
ko:K01990	xci:XCAW_04404
ko:K01992	xci:XCAW_00235
ko:K01992	xci:XCAW_04403
ko:K00130	xci:XCAW_03863
ko:K01739	xci:XCAW_03323
ko:K18139	xci:XCAW_01330
ko:K03292	xci:XCAW_00098
ko:K02027	xci:XCAW_01975
ko:K09788	xci:XCAW_01242
ko:K17758	xci:XCAW_02074
ko:K17759	xci:XCAW_02074
ko:K01659	xci:XCAW_01238
ko:K00108	xci:XCAW_03864
ko:K20444	xci:XCAW_01872
ko:K02477	xci:XCAW_01558
ko:K05540	xci:XCAW_03764
ko:K01263	xci:XCAW_01008
ko:K01457	xci:XCAW_04699
ko:K01069	xci:XCAW_01185
ko:K01467	xci:XCAW_03343
ko:K17752	xci:XCAW_03080
ko:K17762	xci:XCAW_03081
ko:K17763	xci:XCAW_03082
ko:K01658	xci:XCAW_00890
ko:K02026	xci:XCAW_01973
ko:K01271	xci:XCAW_04096
ko:K00537	xci:XCAW_04209
ko:K07577	xci:XCAW_03006
ko:K07979	xci:XCAW_02778
ko:K00661	xci:XCAW_00149
ko:K01791	xci:XCAW_00429
ko:K00254	xci:XCAW_02600
ko:K01190	xci:XCAW_03040
ko:K01190	xci:XCAW_00047
ko:K01190	xci:XCAW_03874
ko:K01497	xci:XCAW_04552
ko:K01187	xci:XCAW_01013
ko:K01187	xci:XCAW_02280
ko:K01187	xci:XCAW_02284
ko:K03585	xci:XCAW_04020
ko:K18138	xci:XCAW_04019
ko:K11747	xci:XCAW_01956
ko:K18195	xci:XCAW_04203
ko:K01485	xci:XCAW_03942
ko:K01768	xci:XCAW_03018
ko:K15270	xci:XCAW_03986
ko:K02031	xci:XCAW_03720
ko:K02032	xci:XCAW_03720
ko:K01301	xci:XCAW_04314
ko:K07506	xci:XCAW_04139
ko:K03296	xci:XCAW_01757
ko:K03296	xci:XCAW_01756
ko:K03296	xci:XCAW_01329
ko:K06148	xci:XCAW_02368
ko:K03719	xci:XCAW_00570
ko:K03772	xci:XCAW_02775
ko:K01007	xci:XCAW_01783
ko:K13657	xci:XCAW_02260
ko:K00632	xci:XCAW_01812
ko:K01139	xci:XCAW_04086
ko:K00020	xci:XCAW_03032
ko:K03772	xci:XCAW_01605
ko:K07497	xci:XCAW_01513
ko:K05886	xci:XCAW_00360
ko:K01758	xci:XCAW_04304
ko:K14742	xci:XCAW_03393
ko:K06148	xci:XCAW_00444
ko:K01184	xci:XCAW_02039
ko:K01184	xci:XCAW_03920
ko:K03719	xci:XCAW_04393
ko:K21449	xci:XCAW_04244
ko:K02768	xci:XCAW_02177
ko:K08483	xci:XCAW_02177
ko:K11183	xci:XCAW_02177
ko:K05973	xci:XCAW_02944
ko:K07814	xci:XCAW_02167
ko:K00001	xci:XCAW_01347
ko:K00433	xci:XCAW_01789
ko:K17850	xci:XCAW_03449
ko:K18240	xci:XCAW_00197
ko:K07782	xci:XCAW_03266
ko:K11747	xci:XCAW_00220
ko:K11894	xci:XCAW_00177
ko:K18323	xci:XCAW_00732
ko:K07789	xci:XCAW_04612
ko:K18336	xci:XCAW_00108
ko:K05874	xci:XCAW_02497
ko:K02650	xci:XCAW_01089
ko:K02650	xci:XCAW_04565
ko:K04065	xci:XCAW_03899
ko:K03630	xci:XCAW_04006
ko:K08191	xci:XCAW_00044
ko:K01953	xci:XCAW_00437
ko:K03786	xci:XCAW_00945
ko:K01187	xci:XCAW_02627
ko:K02768	xci:XCAW_02176
ko:K08483	xci:XCAW_02176
ko:K11183	xci:XCAW_02176
ko:K01953	xci:XCAW_02851
ko:K09958	xci:XCAW_04702
ko:K18376	xci:XCAW_00802
ko:K18383	xci:XCAW_03697
ko:K07165	xci:XCAW_00169
ko:K07165	xci:XCAW_02434
ko:K07046	xci:XCAW_00110
ko:K02554	xci:XCAW_00555
ko:K18373	xci:XCAW_00817
ko:K18374	xci:XCAW_00818
ko:K18378	xci:XCAW_00826
ko:K18379	xci:XCAW_00810
ko:K18380	xci:XCAW_00806
ko:K18381	xci:XCAW_00814
ko:K12979	xci:XCAW_00789
ko:K07260	xci:XCAW_03120
ko:K18375	xci:XCAW_00807
ko:K00138	xci:XCAW_00518
ko:K18457	xci:XCAW_03265
ko:K11904	xci:XCAW_00175
ko:K18480	xci:XCAW_04273
ko:K03462	xci:XCAW_03907
ko:K16235	xci:XCAW_02953
ko:K00681	xci:XCAW_04144
ko:K00681	xci:XCAW_00706
ko:K00681	xci:XCAW_02200
ko:K02664	xci:XCAW_04075
ko:K01829	xci:XCAW_04639
ko:K02663	xci:XCAW_04076
ko:K01179	xci:XCAW_02199
ko:K18697	xci:XCAW_00894
ko:K14266	xci:XCAW_03274
ko:K02847	xci:XCAW_04557
ko:K18842	xci:XCAW_b00013
ko:K12994	xci:XCAW_00426
ko:K09892	xci:XCAW_04100
ko:K18786	xci:XCAW_00099
ko:K03328	xci:XCAW_02380
ko:K18893	xci:XCAW_01376
ko:K20862	xci:XCAW_00316
ko:K07316	xci:XCAW_01057
ko:K18954	xci:XCAW_00761
ko:K00344	xci:XCAW_03571
ko:K18850	xci:XCAW_02789
ko:K01971	xci:XCAW_02080
ko:K03496	xci:XCAW_b00037
ko:K03497	xci:XCAW_b00038
ko:K04100	xci:XCAW_03701
ko:K04101	xci:XCAW_03702
ko:K14266	xci:XCAW_00251
ko:K03497	xci:XCAW_00373
ko:K03496	xci:XCAW_00374
ko:K14266	xci:XCAW_00399
ko:K03496	xci:XCAW_00588
ko:K04565	xci:XCAW_00606
ko:K04565	xci:XCAW_00607
ko:K03502	xci:XCAW_01169
ko:K03503	xci:XCAW_01170
ko:K03111	xci:XCAW_01651
ko:K03169	xci:XCAW_01652
ko:K03201	xci:XCAW_01710
ko:K03201	xci:XCAW_02632
ko:K03201	xci:XCAW_02636
ko:K03194	xci:XCAW_02641
ko:K03196	xci:XCAW_02642
ko:K03204	xci:XCAW_02644
ko:K03203	xci:XCAW_02645
ko:K03205	xci:XCAW_02647
ko:K03111	xci:XCAW_02453
ko:K03496	xci:XCAW_02485
ko:K03111	xci:XCAW_03182
ko:K03746	xci:XCAW_04268
ko:K03646	xci:XCAW_03428
ko:K03503	xci:XCAW_04491
ko:K03502	xci:XCAW_04492
ko:K08151	xci:XCAW_04661
ko:K03496	xci:XCAW_a00003ParA
ko:K03205	xci:XCAW_a00013
ko:K07497	xci:XCAW_b00007
ko:K07497	xci:XCAW_04201
ko:K07497	xci:XCAW_02286
ko:K03761	xci:XCAW_04677
ko:K10954	xci:XCAW_01573
ko:K07063	xci:XCAW_b00021
ko:K07063	xci:XCAW_b00068
ko:K07483	xci:XCAW_b00024
ko:K07483	xci:XCAW_03511
ko:K07483	xci:XCAW_03527
ko:K07483	xci:XCAW_00478
ko:K07483	xci:XCAW_00749
ko:K07483	xci:XCAW_00546
ko:K07483	xci:XCAW_01081
ko:K07483	xci:XCAW_01200
ko:K07483	xci:XCAW_01566
ko:K07483	xci:XCAW_00993
ko:K07483	xci:XCAW_01005
ko:K07483	xci:XCAW_01113
ko:K07483	xci:XCAW_01610
ko:K07483	xci:XCAW_01514
ko:K07483	xci:XCAW_01525
ko:K07483	xci:XCAW_01910
ko:K07483	xci:XCAW_02414
ko:K07483	xci:XCAW_02466
ko:K07483	xci:XCAW_02659
ko:K07483	xci:XCAW_04485
ko:K07483	xci:XCAW_04693
ko:K19033	xci:XCAW_01346
ko:K03976	xci:XCAW_03651
ko:K00335	xci:XCAW_01478
ko:K20074	xci:XCAW_01189
ko:K12132	xci:XCAW_00172
ko:K03526	xci:XCAW_02606
ko:K07481	xci:XCAW_01620
ko:K07481	xci:XCAW_01624
ko:K18979	xci:XCAW_02075
ko:K07497	xci:XCAW_02091
ko:K07497	xci:XCAW_02824
ko:K07497	xci:XCAW_02825
ko:K19048	xci:XCAW_02476
ko:K19048	xci:XCAW_01082
ko:K19048	xci:XCAW_03148
ko:K07497	xci:XCAW_01613
ko:K07497	xci:XCAW_b00042
ko:K07497	xci:XCAW_01612
ko:K07497	xci:XCAW_b00041
ko:K07746	xci:XCAW_01240
ko:K19163	xci:XCAW_03812
ko:K06893	xci:XCAW_04173
ko:K19119	xci:XCAW_04598
ko:K13664	xci:XCAW_02261
ko:K13656	xci:XCAW_02264
ko:K13661	xci:XCAW_02265
ko:K19092	xci:XCAW_b00052
ko:K19117	xci:XCAW_04600
ko:K07326	xci:XCAW_02589
ko:K09065	xci:XCAW_02017
ko:K01239	xci:XCAW_04082
ko:K19092	xci:XCAW_01241
ko:K00571	xci:XCAW_01165
ko:K00571	xci:XCAW_04499
ko:K01710	xci:XCAW_04285
ko:K13658	xci:XCAW_02259
ko:K13665	xci:XCAW_02256
ko:K13663	xci:XCAW_02262
ko:K13662	xci:XCAW_02263
ko:K13660	xci:XCAW_02255
ko:K13659	xci:XCAW_02257
ko:K00336	xci:XCAW_01479
ko:K19118	xci:XCAW_04601
ko:K07062	xci:XCAW_a00016
ko:K19168	xci:XCAW_01741
ko:K01014	xci:XCAW_03778
ko:K19221	xci:XCAW_03478
ko:K06954	xci:XCAW_02967
ko:K19265	xci:XCAW_03486
ko:K03722	xci:XCAW_00270
ko:K03722	xci:XCAW_03394
ko:K00118	xci:XCAW_03692
ko:K19335	xci:XCAW_01261
ko:K07496	xci:XCAW_b00054
ko:K00839	xci:XCAW_00700
ko:K07497	xci:XCAW_b00008
ko:K07497	xci:XCAW_b00025
ko:K07497	xci:XCAW_b00029
ko:K07497	xci:XCAW_03513
ko:K07497	xci:XCAW_03528
ko:K07497	xci:XCAW_00479
ko:K07497	xci:XCAW_00748
ko:K07497	xci:XCAW_00547
ko:K07497	xci:XCAW_01080
ko:K07497	xci:XCAW_01201
ko:K07497	xci:XCAW_01567
ko:K07497	xci:XCAW_00992
ko:K07497	xci:XCAW_01006
ko:K07497	xci:XCAW_01114
ko:K07497	xci:XCAW_01611
ko:K07497	xci:XCAW_02092
ko:K07497	xci:XCAW_01515
ko:K07497	xci:XCAW_01526
ko:K07497	xci:XCAW_01906
ko:K07497	xci:XCAW_01911
ko:K07497	xci:XCAW_02413
ko:K07497	xci:XCAW_02528
ko:K07497	xci:XCAW_02628
ko:K07497	xci:XCAW_02629
ko:K07497	xci:XCAW_02467
ko:K07497	xci:XCAW_02660
ko:K07497	xci:XCAW_04200
ko:K07497	xci:XCAW_04486
ko:K07497	xci:XCAW_04694
ko:K01066	xci:XCAW_00782
ko:K19267	xci:XCAW_00743
ko:K04771	xci:XCAW_b00048
ko:K00035	xci:XCAW_03785
ko:K19302	xci:XCAW_02605
ko:K04771	xci:XCAW_03027
ko:K08646	xci:XCAW_01410
ko:K19302	xci:XCAW_03543
ko:K19336	xci:XCAW_01260
ko:K00525	xci:XCAW_00227
ko:K06867	xci:XCAW_00216
ko:K06867	xci:XCAW_00272
ko:K19577	xci:XCAW_01336
ko:K19577	xci:XCAW_02982
ko:K09690	xci:XCAW_04303
ko:K02650	xci:XCAW_01088
ko:K00683	xci:XCAW_01985
ko:K02479	xci:XCAW_01532
ko:K19586	xci:XCAW_02860
ko:K19585	xci:XCAW_02859
ko:K03406	xci:XCAW_04143
ko:K07216	xci:XCAW_02156
ko:K03406	xci:XCAW_02493
ko:K02483	xci:XCAW_00328
ko:K03328	xci:XCAW_02258
ko:K00799	xci:XCAW_03686
ko:K07011	xci:XCAW_04224
ko:K01090	xci:XCAW_00182
ko:K06977	xci:XCAW_03126
ko:K02021	xci:XCAW_02798
ko:K00992	xci:XCAW_03233
ko:K12960	xci:XCAW_02043
ko:K19696	xci:XCAW_03012
ko:K22292	xci:XCAW_02041
ko:K19119	xci:XCAW_04599
ko:K00799	xci:XCAW_04579
ko:K19784	xci:XCAW_02867
ko:K06132	xci:XCAW_03156
ko:K07147	xci:XCAW_02676
ko:K15777	xci:XCAW_04410
ko:K07119	xci:XCAW_00687
ko:K07274	xci:XCAW_01372
ko:K13775	xci:XCAW_04124
ko:K19804	xci:XCAW_01960
ko:K19802	xci:XCAW_04624
ko:K08992	xci:XCAW_01961
ko:K22003	xci:XCAW_04170
ko:K05770	xci:XCAW_02582
ko:K21420	xci:XCAW_03114
ko:K09796	xci:XCAW_03108
ko:K00020	xci:XCAW_01940
ko:K07467	xci:XCAW_01579
ko:K00507	xci:XCAW_00576
ko:K00507	xci:XCAW_02966
ko:K20444	xci:XCAW_03397
ko:K20455	xci:XCAW_01239
ko:K20429	xci:XCAW_01862
ko:K20326	xci:XCAW_04223
ko:K20327	xci:XCAW_04222
ko:K20328	xci:XCAW_04221
ko:K20542	xci:XCAW_04214
ko:K20541	xci:XCAW_04215
ko:K20543	xci:XCAW_04213
ko:K20543	xci:XCAW_04212
ko:K03200	xci:XCAW_02637
ko:K03198	xci:XCAW_02639
ko:K03197	xci:XCAW_02640
ko:K20534	xci:XCAW_03330
ko:K22132	xci:XCAW_02875
ko:K01179	xci:XCAW_03969
ko:K01179	xci:XCAW_00414
ko:K01179	xci:XCAW_00752
ko:K03199	xci:XCAW_02638
ko:K03195	xci:XCAW_02643
ko:K01179	xci:XCAW_00031
ko:K01179	xci:XCAW_00032
ko:K20755	xci:XCAW_01341
ko:K20755	xci:XCAW_01339
ko:K01214	xci:XCAW_01075
ko:K01214	xci:XCAW_00842
ko:K20866	xci:XCAW_04121
ko:K11937	xci:XCAW_02594
ko:K21071	xci:XCAW_04132
