ko:K01006	lmoc:LMOSLCC5850_1930
ko:K00974	lmoc:LMOSLCC5850_1967
ko:K00027	lmoc:LMOSLCC5850_1977
ko:K04517	lmoc:LMOSLCC5850_1986
ko:K00805	lmoc:LMOSLCC5850_1992
ko:K00805	lmoc:LMOSLCC5850_1994
ko:K01104	lmoc:LMOSLCC5850_1997
ko:K01424	lmoc:LMOSLCC5850_2002
ko:K02775	lmoc:LMOSLCC5850_2677
ko:K06147	lmoc:LMOSLCC5850_0601
ko:K06147	lmoc:LMOSLCC5850_0602
ko:K06948	lmoc:LMOSLCC5850_1553
ko:K01243	lmoc:LMOSLCC5850_1556
ko:K02004	lmoc:LMOSLCC5850_1568
ko:K01759	lmoc:LMOSLCC5850_2236
ko:K01026	lmoc:LMOSLCC5850_2240
ko:K10823	lmoc:LMOSLCC5850_2260
ko:K15583	lmoc:LMOSLCC5850_2261
ko:K15582	lmoc:LMOSLCC5850_2262
ko:K10254	lmoc:LMOSLCC5850_0474
ko:K01226	lmoc:LMOSLCC5850_0861
ko:K09167	lmoc:LMOSLCC5850_0883
ko:K07025	lmoc:LMOSLCC5850_0629
ko:K00567	lmoc:LMOSLCC5850_1002
ko:K03697	lmoc:LMOSLCC5850_1003
ko:K07052	lmoc:LMOSLCC5850_1004
ko:K11189	lmoc:LMOSLCC5850_1008
ko:K08483	lmoc:LMOSLCC5850_1009
ko:K00841	lmoc:LMOSLCC5850_1012
ko:K00244	lmoc:LMOSLCC5850_0357
ko:K07729	lmoc:LMOSLCC5850_0750
ko:K07098	lmoc:LMOSLCC5850_0763
ko:K09704	lmoc:LMOSLCC5850_0765
ko:K06889	lmoc:LMOSLCC5850_1116
ko:K02025	lmoc:LMOSLCC5850_1792
ko:K02004	lmoc:LMOSLCC5850_1808
ko:K02433	lmoc:LMOSLCC5850_1817
ko:K07094	lmoc:LMOSLCC5850_1822
ko:K07658	lmoc:LMOSLCC5850_2504
ko:K02242	lmoc:LMOSLCC5850_2516
ko:K02240	lmoc:LMOSLCC5850_2517
ko:K07692	lmoc:LMOSLCC5850_2519
ko:K02549	lmoc:LMOSLCC5850_2524
ko:K01226	lmoc:LMOSLCC5850_1312
ko:K03713	lmoc:LMOSLCC5850_1357
ko:K03783	lmoc:LMOSLCC5850_2014
ko:K04763	lmoc:LMOSLCC5850_2016
ko:K03711	lmoc:LMOSLCC5850_2017
ko:K01515	lmoc:LMOSLCC5850_2026
ko:K07048	lmoc:LMOSLCC5850_2032
ko:K03475	lmoc:LMOSLCC5850_2033
ko:K02822	lmoc:LMOSLCC5850_2034
ko:K02821	lmoc:LMOSLCC5850_2035
ko:K00784	lmoc:LMOSLCC5850_2039
ko:K00851	lmoc:LMOSLCC5850_2725
ko:K08981	lmoc:LMOSLCC5850_0884
ko:K16012	lmoc:LMOSLCC5850_2728
ko:K16013	lmoc:LMOSLCC5850_2729
ko:K04750	lmoc:LMOSLCC5850_2737
ko:K01191	lmoc:LMOSLCC5850_2747
ko:K08161	lmoc:LMOSLCC5850_2754
ko:K05822	lmoc:LMOSLCC5850_1017
ko:K00016	lmoc:LMOSLCC5850_1597
ko:K04518	lmoc:LMOSLCC5850_1599
ko:K07584	lmoc:LMOSLCC5850_1604
ko:K02236	lmoc:LMOSLCC5850_1613
ko:K01719	lmoc:LMOSLCC5850_1619
ko:K11144	lmoc:LMOSLCC5850_1624
ko:K03346	lmoc:LMOSLCC5850_1625
ko:K10563	lmoc:LMOSLCC5850_1628
ko:K06976	lmoc:LMOSLCC5850_2277
ko:K07533	lmoc:LMOSLCC5850_2287
ko:K03698	lmoc:LMOSLCC5850_2288
ko:K01679	lmoc:LMOSLCC5850_2293
ko:K12555	lmoc:LMOSLCC5850_2297
ko:K06201	lmoc:LMOSLCC5850_1024
ko:K03294	lmoc:LMOSLCC5850_0643
ko:K07104	lmoc:LMOSLCC5850_0644
ko:K07457	lmoc:LMOSLCC5850_0657
ko:K11617	lmoc:LMOSLCC5850_1027
ko:K11618	lmoc:LMOSLCC5850_1028
ko:K03499	lmoc:LMOSLCC5850_1029
ko:K02755	lmoc:LMOSLCC5850_1041
ko:K02756	lmoc:LMOSLCC5850_1041
ko:K02757	lmoc:LMOSLCC5850_1041
ko:K02017	lmoc:LMOSLCC5850_1045
ko:K06286	lmoc:LMOSLCC5850_1659
ko:K06889	lmoc:LMOSLCC5850_2329
ko:K00882	lmoc:LMOSLCC5850_2340
ko:K03436	lmoc:LMOSLCC5850_2341
ko:K01372	lmoc:LMOSLCC5850_2342
ko:K16329	lmoc:LMOSLCC5850_2344
ko:K06183	lmoc:LMOSLCC5850_2346
ko:K02564	lmoc:LMOSLCC5850_2363
ko:K05937	lmoc:LMOSLCC5850_0390
ko:K02795	lmoc:LMOSLCC5850_0782
ko:K02793	lmoc:LMOSLCC5850_0784
ko:K13921	lmoc:LMOSLCC5850_1155
ko:K04720	lmoc:LMOSLCC5850_1158
ko:K01258	lmoc:LMOSLCC5850_1842
ko:K01104	lmoc:LMOSLCC5850_1862
ko:K09787	lmoc:LMOSLCC5850_1864
ko:K00059	lmoc:LMOSLCC5850_1869
ko:K02116	lmoc:LMOSLCC5850_2540
ko:K07027	lmoc:LMOSLCC5850_2557
ko:K03048	lmoc:LMOSLCC5850_2564
ko:K02035	lmoc:LMOSLCC5850_2573
ko:K02775	lmoc:LMOSLCC5850_0501
ko:K01222	lmoc:LMOSLCC5850_0514
ko:K07315	lmoc:LMOSLCC5850_0893
ko:K03090	lmoc:LMOSLCC5850_0896
ko:K05518	lmoc:LMOSLCC5850_0897
ko:K03095	lmoc:LMOSLCC5850_0900
ko:K03492	lmoc:LMOSLCC5850_0905
ko:K09976	lmoc:LMOSLCC5850_1365
ko:K09764	lmoc:LMOSLCC5850_1385
ko:K03177	lmoc:LMOSLCC5850_1387
ko:K01934	lmoc:LMOSLCC5850_1395
ko:K00845	lmoc:LMOSLCC5850_1398
ko:K02249	lmoc:LMOSLCC5850_1400
ko:K02248	lmoc:LMOSLCC5850_1401
ko:K02246	lmoc:LMOSLCC5850_1403
ko:K02245	lmoc:LMOSLCC5850_1404
ko:K02244	lmoc:LMOSLCC5850_1405
ko:K02243	lmoc:LMOSLCC5850_1406
ko:K01619	lmoc:LMOSLCC5850_2057
ko:K02793	lmoc:LMOSLCC5850_2059
ko:K07720	lmoc:LMOSLCC5850_2072
ko:K09704	lmoc:LMOSLCC5850_2075
ko:K01191	lmoc:LMOSLCC5850_2076
ko:K07105	lmoc:LMOSLCC5850_2083
ko:K00616	lmoc:LMOSLCC5850_2756
ko:K07343	lmoc:LMOSLCC5850_2759
ko:K03342	lmoc:LMOSLCC5850_2763
ko:K07258	lmoc:LMOSLCC5850_2767
ko:K00088	lmoc:LMOSLCC5850_2771
ko:K02755	lmoc:LMOSLCC5850_2785
ko:K02756	lmoc:LMOSLCC5850_2785
ko:K02757	lmoc:LMOSLCC5850_2785
ko:K03488	lmoc:LMOSLCC5850_2786
ko:K03491	lmoc:LMOSLCC5850_2795
ko:K03488	lmoc:LMOSLCC5850_2799
ko:K00575	lmoc:LMOSLCC5850_0685
ko:K03635	lmoc:LMOSLCC5850_1050
ko:K02004	lmoc:LMOSLCC5850_1068
ko:K01439	lmoc:LMOSLCC5850_1685
ko:K03491	lmoc:LMOSLCC5850_0303
ko:K01580	lmoc:LMOSLCC5850_2368
ko:K07570	lmoc:LMOSLCC5850_2374
ko:K02004	lmoc:LMOSLCC5850_2376
ko:K03768	lmoc:LMOSLCC5850_2381
ko:K05565	lmoc:LMOSLCC5850_2383
ko:K05568	lmoc:LMOSLCC5850_2386
ko:K05570	lmoc:LMOSLCC5850_2388
ko:K15524	lmoc:LMOSLCC5850_0404
ko:K01759	lmoc:LMOSLCC5850_0409
ko:K07729	lmoc:LMOSLCC5850_0418
ko:K03976	lmoc:LMOSLCC5850_0790
ko:K03316	lmoc:LMOSLCC5850_0803
ko:K11072	lmoc:LMOSLCC5850_0807
ko:K11071	lmoc:LMOSLCC5850_0808
ko:K11069	lmoc:LMOSLCC5850_0810
ko:K01674	lmoc:LMOSLCC5850_0811
ko:K03399	lmoc:LMOSLCC5850_1185
ko:K02190	lmoc:LMOSLCC5850_1191
ko:K02009	lmoc:LMOSLCC5850_1194
ko:K07030	lmoc:LMOSLCC5850_1876
ko:K00949	lmoc:LMOSLCC5850_1879
ko:K02823	lmoc:LMOSLCC5850_1896
ko:K02824	lmoc:LMOSLCC5850_1901
ko:K07213	lmoc:LMOSLCC5850_1914
ko:K02004	lmoc:LMOSLCC5850_2586
ko:K03593	lmoc:LMOSLCC5850_2596
ko:K09952	lmoc:LMOSLCC5850_2605
ko:K01426	lmoc:LMOSLCC5850_2614
ko:K01222	lmoc:LMOSLCC5850_0529
ko:K01635	lmoc:LMOSLCC5850_0532
ko:K02782	lmoc:LMOSLCC5850_0536
ko:K02783	lmoc:LMOSLCC5850_0536
ko:K02783	lmoc:LMOSLCC5850_0537
ko:K07404	lmoc:LMOSLCC5850_0551
ko:K00383	lmoc:LMOSLCC5850_0909
ko:K00135	lmoc:LMOSLCC5850_0916
ko:K03491	lmoc:LMOSLCC5850_0921
ko:K00867	lmoc:LMOSLCC5850_0925
ko:K01262	lmoc:LMOSLCC5850_1413
ko:K00929	lmoc:LMOSLCC5850_1429
ko:K00033	lmoc:LMOSLCC5850_1436
ko:K01823	lmoc:LMOSLCC5850_1442
ko:K02056	lmoc:LMOSLCC5850_1448
ko:K00059	lmoc:LMOSLCC5850_1453
ko:K08724	lmoc:LMOSLCC5850_2101
ko:K08152	lmoc:LMOSLCC5850_2105
ko:K07177	lmoc:LMOSLCC5850_2112
ko:K07052	lmoc:LMOSLCC5850_2132
ko:K06889	lmoc:LMOSLCC5850_2136
ko:K01409	lmoc:LMOSLCC5850_2137
ko:K02755	lmoc:LMOSLCC5850_2798
ko:K02756	lmoc:LMOSLCC5850_2798
ko:K02757	lmoc:LMOSLCC5850_2798
ko:K02798	lmoc:LMOSLCC5850_2808
ko:K02799	lmoc:LMOSLCC5850_2810
ko:K02800	lmoc:LMOSLCC5850_2810
ko:K01788	lmoc:LMOSLCC5850_2812
ko:K00059	lmoc:LMOSLCC5850_2825
ko:K00058	lmoc:LMOSLCC5850_2834
ko:K04844	lmoc:LMOSLCC5850_2843
ko:K16644	lmoc:LMOSLCC5850_0198
ko:K01092	lmoc:LMOSLCC5850_1072
ko:K01958	lmoc:LMOSLCC5850_1078
ko:K09693	lmoc:LMOSLCC5850_1081
ko:K01523	lmoc:LMOSLCC5850_0554
ko:K01496	lmoc:LMOSLCC5850_0555
ko:K03492	lmoc:LMOSLCC5850_0568
ko:K01104	lmoc:LMOSLCC5850_0941
ko:K02443	lmoc:LMOSLCC5850_1464
ko:K00626	lmoc:LMOSLCC5850_1473
ko:K01641	lmoc:LMOSLCC5850_1474
ko:K15770	lmoc:LMOSLCC5850_2190
ko:K00016	lmoc:LMOSLCC5850_1730
ko:K09815	lmoc:LMOSLCC5850_1734
ko:K08680	lmoc:LMOSLCC5850_1737
ko:K02552	lmoc:LMOSLCC5850_1739
ko:K01760	lmoc:LMOSLCC5850_1742
ko:K00657	lmoc:LMOSLCC5850_2403
ko:K07729	lmoc:LMOSLCC5850_2411
ko:K04488	lmoc:LMOSLCC5850_2414
ko:K01580	lmoc:LMOSLCC5850_2436
ko:K03488	lmoc:LMOSLCC5850_2438
ko:K07032	lmoc:LMOSLCC5850_2439
ko:K02371	lmoc:LMOSLCC5850_0814
ko:K00882	lmoc:LMOSLCC5850_2157
ko:K02775	lmoc:LMOSLCC5850_2158
ko:K00625	lmoc:LMOSLCC5850_2167
ko:K06902	lmoc:LMOSLCC5850_1476
ko:K07098	lmoc:LMOSLCC5850_2171
ko:K02004	lmoc:LMOSLCC5850_2180
ko:K00691	lmoc:LMOSLCC5850_2186
ko:K02025	lmoc:LMOSLCC5850_2848
ko:K01629	lmoc:LMOSLCC5850_2856
ko:K01813	lmoc:LMOSLCC5850_2857
ko:K06610	lmoc:LMOSLCC5850_2859
ko:K06346	lmoc:LMOSLCC5850_2862
ko:K05845	lmoc:LMOSLCC5850_1481
ko:K05846	lmoc:LMOSLCC5850_1481
ko:K00383	lmoc:LMOSLCC5850_1492
ko:K05020	lmoc:LMOSLCC5850_2154
ko:K01183	lmoc:LMOSLCC5850_0101
ko:K00020	lmoc:LMOSLCC5850_1011
ko:K07483	lmoc:LMOSLCC5850_0659
ko:K13730	lmoc:LMOSLCC5850_0436
ko:K13731	lmoc:LMOSLCC5850_0437
ko:K15772	lmoc:LMOSLCC5850_2188
ko:K15771	lmoc:LMOSLCC5850_2189
ko:K16786	lmoc:LMOSLCC5850_2612
ko:K02768	lmoc:LMOSLCC5850_0428
ko:K02025	lmoc:LMOSLCC5850_0766
ko:K02026	lmoc:LMOSLCC5850_0174
ko:K16787	lmoc:LMOSLCC5850_2611
ko:K16785	lmoc:LMOSLCC5850_2610
ko:K09681	lmoc:LMOSLCC5850_1797
ko:K00980	lmoc:LMOSLCC5850_1095
ko:K16789	lmoc:LMOSLCC5850_1488
ko:K01838	lmoc:LMOSLCC5850_2841
ko:K02768	lmoc:LMOSLCC5850_0401
ko:K02768	lmoc:LMOSLCC5850_2202
ko:K02768	lmoc:LMOSLCC5850_0625
ko:K02226	lmoc:LMOSLCC5850_1138
ko:K02025	lmoc:LMOSLCC5850_0173
ko:K13052	lmoc:LMOSLCC5850_0211
ko:K03328	lmoc:LMOSLCC5850_0209
ko:K00008	lmoc:LMOSLCC5850_0499
ko:K10947	lmoc:LMOSLCC5850_0593
ko:K01990	lmoc:LMOSLCC5850_0745
ko:K07483	lmoc:LMOSLCC5850_0830
ko:K01426	lmoc:LMOSLCC5850_0847
ko:K07045	lmoc:LMOSLCC5850_0869
ko:K04757	lmoc:LMOSLCC5850_0895
ko:K07284	lmoc:LMOSLCC5850_0931
ko:K10947	lmoc:LMOSLCC5850_0721
ko:K03574	lmoc:LMOSLCC5850_1303
ko:K00634	lmoc:LMOSLCC5850_1428
ko:K00571	lmoc:LMOSLCC5850_1646
ko:K03574	lmoc:LMOSLCC5850_1686
ko:K16785	lmoc:LMOSLCC5850_2645
ko:K01990	lmoc:LMOSLCC5850_1785
ko:K01992	lmoc:LMOSLCC5850_2024
ko:K01191	lmoc:LMOSLCC5850_2077
ko:K02538	lmoc:LMOSLCC5850_2203
ko:K03574	lmoc:LMOSLCC5850_2373
ko:K09951	lmoc:LMOSLCC5850_2603
ko:K02768	lmoc:LMOSLCC5850_0359
ko:K11050	lmoc:LMOSLCC5850_0992
ko:K16651	lmoc:LMOSLCC5850_1159
ko:K02851	lmoc:LMOSLCC5850_2523
ko:K18344	lmoc:LMOSLCC5850_1066
ko:K16898	lmoc:LMOSLCC5850_2334
ko:K14219	lmoc:LMOSLCC5850tRNA08
ko:K14219	lmoc:LMOSLCC5850tRNA32
ko:K01834	lmoc:LMOSLCC5850_2273
ko:K02030	lmoc:LMOSLCC5850_1800
ko:K01985	lmoc:LMOSLCC5850rRNA03
ko:K01985	lmoc:LMOSLCC5850rRNA16
ko:K01985	lmoc:LMOSLCC5850rRNA07
ko:K01985	lmoc:LMOSLCC5850rRNA10
ko:K01985	lmoc:LMOSLCC5850rRNA06
ko:K01985	lmoc:LMOSLCC5850rRNA13
ko:K02006	lmoc:LMOSLCC5850_1196
ko:K01271	lmoc:LMOSLCC5850_1642
ko:K18345	lmoc:LMOSLCC5850_1067
ko:K11991	lmoc:LMOSLCC5850_2732
ko:K07979	lmoc:LMOSLCC5850_2309
ko:K10974	lmoc:LMOSLCC5850_0459
ko:K02008	lmoc:LMOSLCC5850_1195
ko:K14221	lmoc:LMOSLCC5850tRNA15
ko:K14221	lmoc:LMOSLCC5850tRNA25
ko:K14221	lmoc:LMOSLCC5850tRNA54
ko:K04027	lmoc:LMOSLCC5850_1170
ko:K16899	lmoc:LMOSLCC5850_2335
ko:K14222	lmoc:LMOSLCC5850tRNA47
ko:K16960	lmoc:LMOSLCC5850_2350
ko:K16959	lmoc:LMOSLCC5850_2351
ko:K16958	lmoc:LMOSLCC5850_2352
ko:K16957	lmoc:LMOSLCC5850_2353
ko:K01980	lmoc:LMOSLCC5850rRNA02
ko:K01980	lmoc:LMOSLCC5850rRNA05
ko:K01980	lmoc:LMOSLCC5850rRNA17
ko:K01980	lmoc:LMOSLCC5850rRNA11
ko:K01980	lmoc:LMOSLCC5850rRNA08
ko:K01980	lmoc:LMOSLCC5850rRNA14
ko:K14218	lmoc:LMOSLCC5850tRNA10
ko:K14218	lmoc:LMOSLCC5850tRNA60
ko:K14218	lmoc:LMOSLCC5850tRNA65
ko:K14218	lmoc:LMOSLCC5850tRNA30
ko:K01977	lmoc:LMOSLCC5850rRNA01
ko:K01977	lmoc:LMOSLCC5850rRNA04
ko:K01977	lmoc:LMOSLCC5850rRNA15
ko:K01977	lmoc:LMOSLCC5850rRNA09
ko:K01977	lmoc:LMOSLCC5850rRNA12
ko:K01977	lmoc:LMOSLCC5850rRNA18
ko:K11070	lmoc:LMOSLCC5850_0809
ko:K10027	lmoc:LMOSLCC5850_1006
ko:K14228	lmoc:LMOSLCC5850tRNA05
ko:K14228	lmoc:LMOSLCC5850tRNA35
ko:K01992	lmoc:LMOSLCC5850_2294
ko:K14232	lmoc:LMOSLCC5850tRNA09
ko:K14232	lmoc:LMOSLCC5850tRNA31
ko:K01990	lmoc:LMOSLCC5850_2295
ko:K02029	lmoc:LMOSLCC5850_0845
ko:K02030	lmoc:LMOSLCC5850_0845
ko:K02029	lmoc:LMOSLCC5850_2318
ko:K02030	lmoc:LMOSLCC5850_2318
ko:K17319	lmoc:LMOSLCC5850_2071
ko:K17318	lmoc:LMOSLCC5850_2069
ko:K14219	lmoc:LMOSLCC5850tRNA39
ko:K14229	lmoc:LMOSLCC5850tRNA04
ko:K14229	lmoc:LMOSLCC5850tRNA45
ko:K14229	lmoc:LMOSLCC5850tRNA36
ko:K02028	lmoc:LMOSLCC5850_1801
ko:K14228	lmoc:LMOSLCC5850tRNA46
ko:K01990	lmoc:LMOSLCC5850_2283
ko:K13923	lmoc:LMOSLCC5850_1149
ko:K01992	lmoc:LMOSLCC5850_0274
ko:K01990	lmoc:LMOSLCC5850_0273
ko:K14220	lmoc:LMOSLCC5850tRNA12
ko:K14220	lmoc:LMOSLCC5850tRNA59
ko:K14220	lmoc:LMOSLCC5850tRNA64
ko:K14220	lmoc:LMOSLCC5850tRNA20
ko:K02028	lmoc:LMOSLCC5850_0846
ko:K02028	lmoc:LMOSLCC5850_2319
ko:K17320	lmoc:LMOSLCC5850_2070
ko:K00265	lmoc:LMOSLCC5850_1796
ko:K00951	lmoc:LMOSLCC5850_1586
ko:K08986	lmoc:LMOSLCC5850_0924
ko:K01992	lmoc:LMOSLCC5850_2282
ko:K14226	lmoc:LMOSLCC5850tRNA23
ko:K14226	lmoc:LMOSLCC5850tRNA50
ko:K01992	lmoc:LMOSLCC5850_0757
ko:K01992	lmoc:LMOSLCC5850_0668
ko:K01992	lmoc:LMOSLCC5850_0986
ko:K01992	lmoc:LMOSLCC5850_2307
ko:K14233	lmoc:LMOSLCC5850tRNA58
ko:K10112	lmoc:LMOSLCC5850_0270
ko:K14224	lmoc:LMOSLCC5850tRNA14
ko:K14224	lmoc:LMOSLCC5850tRNA57
ko:K14224	lmoc:LMOSLCC5850tRNA41
ko:K14224	lmoc:LMOSLCC5850tRNA18
ko:K14227	lmoc:LMOSLCC5850tRNA21
ko:K14227	lmoc:LMOSLCC5850tRNA61
ko:K14227	lmoc:LMOSLCC5850tRNA66
ko:K14230	lmoc:LMOSLCC5850tRNA26
ko:K14230	lmoc:LMOSLCC5850tRNA55
ko:K14233	lmoc:LMOSLCC5850tRNA11
ko:K14233	lmoc:LMOSLCC5850tRNA13
ko:K14233	lmoc:LMOSLCC5850tRNA19
ko:K14223	lmoc:LMOSLCC5850tRNA49
ko:K17472	lmoc:LMOSLCC5850_1577
ko:K14225	lmoc:LMOSLCC5850tRNA06
ko:K14225	lmoc:LMOSLCC5850tRNA34
ko:K14225	lmoc:LMOSLCC5850tRNA48
ko:K17686	lmoc:LMOSLCC5850_1915
ko:K01990	lmoc:LMOSLCC5850_0667
ko:K01990	lmoc:LMOSLCC5850_0985
ko:K01990	lmoc:LMOSLCC5850_2025
ko:K01990	lmoc:LMOSLCC5850_2308
ko:K01990	lmoc:LMOSLCC5850_2782
ko:K14228	lmoc:LMOSLCC5850tRNA40
ko:K14237	lmoc:LMOSLCC5850tRNA02
ko:K14237	lmoc:LMOSLCC5850tRNA38
ko:K14237	lmoc:LMOSLCC5850tRNA56
ko:K14234	lmoc:LMOSLCC5850tRNA03
ko:K14234	lmoc:LMOSLCC5850tRNA37
ko:K14225	lmoc:LMOSLCC5850tRNA16
ko:K14225	lmoc:LMOSLCC5850tRNA22
ko:K14228	lmoc:LMOSLCC5850tRNA07
ko:K14228	lmoc:LMOSLCC5850tRNA33
ko:K14219	lmoc:LMOSLCC5850tRNA17
ko:K14233	lmoc:LMOSLCC5850tRNA27
ko:K14231	lmoc:LMOSLCC5850tRNA24
ko:K14231	lmoc:LMOSLCC5850tRNA53
ko:K14230	lmoc:LMOSLCC5850tRNA28
ko:K14230	lmoc:LMOSLCC5850tRNA29
ko:K14234	lmoc:LMOSLCC5850tRNA42
ko:K14234	lmoc:LMOSLCC5850tRNA63
ko:K14236	lmoc:LMOSLCC5850tRNA43
ko:K14236	lmoc:LMOSLCC5850tRNA52
ko:K14223	lmoc:LMOSLCC5850tRNA44
ko:K14219	lmoc:LMOSLCC5850tRNA62
ko:K14237	lmoc:LMOSLCC5850tRNA67
ko:K14229	lmoc:LMOSLCC5850tRNA01
ko:K14235	lmoc:LMOSLCC5850tRNA51
ko:K07260	lmoc:LMOSLCC5850_1917
ko:K01739	lmoc:LMOSLCC5850_1743
ko:K01840	lmoc:LMOSLCC5850_0864
ko:K02027	lmoc:LMOSLCC5850_1791
ko:K01791	lmoc:LMOSLCC5850_2541
ko:K17752	lmoc:LMOSLCC5850_0892
ko:K02027	lmoc:LMOSLCC5850_0175
ko:K02026	lmoc:LMOSLCC5850_1794
ko:K02026	lmoc:LMOSLCC5850_0767
ko:K02026	lmoc:LMOSLCC5850_0860
ko:K02026	lmoc:LMOSLCC5850_2847
ko:K17828	lmoc:LMOSLCC5850_1895
ko:K01658	lmoc:LMOSLCC5850_1697
ko:K02027	lmoc:LMOSLCC5850_0768
ko:K02027	lmoc:LMOSLCC5850_2849
ko:K12574	lmoc:LMOSLCC5850_1033
ko:K12574	lmoc:LMOSLCC5850_1493
ko:K17763	lmoc:LMOSLCC5850_0154
ko:K17763	lmoc:LMOSLCC5850_0890
ko:K02027	lmoc:LMOSLCC5850_0858
ko:K00661	lmoc:LMOSLCC5850_0663
ko:K00537	lmoc:LMOSLCC5850_2428
ko:K17762	lmoc:LMOSLCC5850_0891
ko:K01187	lmoc:LMOSLCC5850_0177
ko:K02769	lmoc:LMOSLCC5850_0429
ko:K02769	lmoc:LMOSLCC5850_0402
ko:K02769	lmoc:LMOSLCC5850_2201
ko:K07145	lmoc:LMOSLCC5850_0477
ko:K09022	lmoc:LMOSLCC5850_0842
ko:K18104	lmoc:LMOSLCC5850_2758
ko:K08221	lmoc:LMOSLCC5850_1468
ko:K02770	lmoc:LMOSLCC5850_2200
ko:K08316	lmoc:LMOSLCC5850_2114
ko:K01101	lmoc:LMOSLCC5850_2404
ko:K02770	lmoc:LMOSLCC5850_0403
ko:K02770	lmoc:LMOSLCC5850_0430
ko:K13731	lmoc:LMOSLCC5850_2562
ko:K22597	lmoc:LMOSLCC5850_2850
ko:K02794	lmoc:LMOSLCC5850_0022
ko:K02794	lmoc:LMOSLCC5850_0783
ko:K22597	lmoc:LMOSLCC5850_2748
ko:K00008	lmoc:LMOSLCC5850_2676
ko:K00008	lmoc:LMOSLCC5850_2675
ko:K18231	lmoc:LMOSLCC5850_0922
ko:K05352	lmoc:LMOSLCC5850_1093
ko:K17472	lmoc:LMOSLCC5850_1578
ko:K02025	lmoc:LMOSLCC5850_1793
ko:K01006	lmoc:LMOSLCC5850_1929
ko:K03367	lmoc:LMOSLCC5850_0979
ko:K02238	lmoc:LMOSLCC5850_1544
ko:K09017	lmoc:LMOSLCC5850_2023
ko:K22579	lmoc:LMOSLCC5850_0413
ko:K02538	lmoc:LMOSLCC5850_0427
ko:K03483	lmoc:LMOSLCC5850_2664
ko:K01297	lmoc:LMOSLCC5850_1703
ko:K03742	lmoc:LMOSLCC5850_1456
ko:K15780	lmoc:LMOSLCC5850_0213
ko:K04749	lmoc:LMOSLCC5850_0894
ko:K18672	lmoc:LMOSLCC5850_2185
ko:K18673	lmoc:LMOSLCC5850_2777
ko:K18682	lmoc:LMOSLCC5850_1458
ko:K18692	lmoc:LMOSLCC5850_1510
ko:K03790	lmoc:LMOSLCC5850_2853
ko:K09692	lmoc:LMOSLCC5850_1080
ko:K07171	lmoc:LMOSLCC5850_0889
ko:K18892	lmoc:LMOSLCC5850_2765
ko:K18891	lmoc:LMOSLCC5850_2764
ko:K18821	lmoc:LMOSLCC5850_2570
ko:K18967	lmoc:LMOSLCC5850_2242
ko:K03111	lmoc:LMOSLCC5850_0045
ko:K00662	lmoc:LMOSLCC5850_1771
ko:K03111	lmoc:LMOSLCC5850_2527
ko:K03502	lmoc:LMOSLCC5850_2688
ko:K03169	lmoc:LMOSLCC5850_2769
ko:K03497	lmoc:LMOSLCC5850_2801
ko:K03496	lmoc:LMOSLCC5850_2802
ko:K03497	lmoc:LMOSLCC5850_2805
ko:K08151	lmoc:LMOSLCC5850_0837
ko:K06148	lmoc:LMOSLCC5850_1120
ko:K19005	lmoc:LMOSLCC5850_0929
ko:K04028	lmoc:LMOSLCC5850_1174
ko:K07029	lmoc:LMOSLCC5850_1815
ko:K03526	lmoc:LMOSLCC5850_1501
ko:K18979	lmoc:LMOSLCC5850_0937
ko:K07816	lmoc:LMOSLCC5850_0802
ko:K19002	lmoc:LMOSLCC5850_2559
ko:K00354	lmoc:LMOSLCC5850_2473
ko:K00354	lmoc:LMOSLCC5850_2474
ko:K02777	lmoc:LMOSLCC5850_1023
ko:K03339	lmoc:LMOSLCC5850_2560
ko:K00798	lmoc:LMOSLCC5850_1198
ko:K05881	lmoc:LMOSLCC5850_0353
ko:K01710	lmoc:LMOSLCC5850_1089
ko:K05881	lmoc:LMOSLCC5850_2710
ko:K19137	lmoc:LMOSLCC5850_2602
ko:K01447	lmoc:LMOSLCC5850_1289
ko:K19225	lmoc:LMOSLCC5850_1396
ko:K19285	lmoc:LMOSLCC5850_0939
ko:K03722	lmoc:LMOSLCC5850_1961
ko:K01990	lmoc:LMOSLCC5850_0756
ko:K01992	lmoc:LMOSLCC5850_0927
ko:K01992	lmoc:LMOSLCC5850_1702
ko:K19351	lmoc:LMOSLCC5850_0197
ko:K01990	lmoc:LMOSLCC5850_0926
ko:K01990	lmoc:LMOSLCC5850_1701
ko:K19411	lmoc:LMOSLCC5850_0224
ko:K19302	lmoc:LMOSLCC5850_2079
ko:K19267	lmoc:LMOSLCC5850_0439
ko:K04771	lmoc:LMOSLCC5850_0290
ko:K19405	lmoc:LMOSLCC5850_0225
ko:K19302	lmoc:LMOSLCC5850_1688
ko:K03574	lmoc:LMOSLCC5850_1732
ko:K19509	lmoc:LMOSLCC5850_2062
ko:K19508	lmoc:LMOSLCC5850_2063
ko:K19507	lmoc:LMOSLCC5850_2064
ko:K19504	lmoc:LMOSLCC5850_2061
ko:K06881	lmoc:LMOSLCC5850_1639
ko:K19510	lmoc:LMOSLCC5850_2060
ko:K19504	lmoc:LMOSLCC5850_0035
ko:K02796	lmoc:LMOSLCC5850_0094
ko:K02796	lmoc:LMOSLCC5850_0024
ko:K02796	lmoc:LMOSLCC5850_0781
