ko:K02495	vcx:VAA049_100
ko:K04763	vcx:VAA049_476
ko:K03981	vcx:VAA049_477
ko:K07462	vcx:VAA049_478
ko:K01119	vcx:VAA049_479
ko:K00163	vcx:VAA049_481
ko:K00627	vcx:VAA049_482
ko:K00382	vcx:VAA049_483
ko:K03438	vcx:VAA049_484
ko:K03586	vcx:VAA049_485
ko:K03587	vcx:VAA049_486
ko:K01928	vcx:VAA049_487
ko:K01929	vcx:VAA049_488
ko:K01000	vcx:VAA049_489
ko:K01925	vcx:VAA049_490
ko:K03588	vcx:VAA049_491
ko:K02563	vcx:VAA049_492
ko:K01924	vcx:VAA049_493
ko:K03589	vcx:VAA049_494
ko:K03590	vcx:VAA049_495
ko:K03531	vcx:VAA049_496
ko:K02535	vcx:VAA049_497
ko:K03070	vcx:VAA049_499
ko:K03574	vcx:VAA049_500
ko:K00215	vcx:VAA049_501
ko:K01956	vcx:VAA049_502
ko:K01955	vcx:VAA049_503
ko:K07090	vcx:VAA049_508
ko:K06858	vcx:VAA049_510
ko:K02227	vcx:VAA049_511
ko:K01243	vcx:VAA049_512
ko:K00266	vcx:VAA049_514
ko:K00265	vcx:VAA049_515
ko:K00266	vcx:VAA049_516
ko:K00265	vcx:VAA049_517
ko:K07139	vcx:VAA049_518
ko:K10953	vcx:VAA049_1356
ko:K07389	vcx:VAA049_1357
ko:K12530	vcx:VAA049_1359
ko:K12532	vcx:VAA049_1360
ko:K12531	vcx:VAA049_1361
ko:K00404	vcx:VAA049_1365
ko:K00405	vcx:VAA049_1366
ko:K00407	vcx:VAA049_1367
ko:K00406	vcx:VAA049_1368
ko:K09926	vcx:VAA049_1369
ko:K01533	vcx:VAA049_1370
ko:K09792	vcx:VAA049_1372
ko:K14055	vcx:VAA049_1374
ko:K14058	vcx:VAA049_1375
ko:K01585	vcx:VAA049_2157
ko:K01480	vcx:VAA049_2158
ko:K05994	vcx:VAA049_2159
ko:K06876	vcx:VAA049_2162
ko:K02040	vcx:VAA049_2164
ko:K01147	vcx:VAA049_2166
ko:K05592	vcx:VAA049_2167
ko:K00892	vcx:VAA049_2170
ko:K05805	vcx:VAA049_2171
ko:K08984	vcx:VAA049_2176
ko:K00209	vcx:VAA049_2180
ko:K10804	vcx:VAA049_2181
ko:K02003	vcx:VAA049_2182
ko:K02004	vcx:VAA049_2183
ko:K00012	vcx:VAA049_2184
ko:K07160	vcx:VAA049_2188
ko:K01784	vcx:VAA049_2189
ko:K03406	vcx:VAA049_2190
ko:K03834	vcx:VAA049_2191
ko:K08682	vcx:VAA049_2193
ko:K11927	vcx:VAA049_2194
ko:K01620	vcx:VAA049_2197
ko:K01515	vcx:VAA049_2198
ko:K03924	vcx:VAA049_2199
ko:K10000	vcx:VAA049_2202
ko:K09997	vcx:VAA049_2203
ko:K09999	vcx:VAA049_2204
ko:K09998	vcx:VAA049_2205
ko:K03695	vcx:VAA049_2984
ko:K05810	vcx:VAA049_2985
ko:K06180	vcx:VAA049_2986
ko:K05807	vcx:VAA049_2987
ko:K05809	vcx:VAA049_2988
ko:K14170	vcx:VAA049_2989
ko:K11069	vcx:VAA049_2990
ko:K03720	vcx:VAA049_2993
ko:K08309	vcx:VAA049_2994
ko:K14187	vcx:VAA049_2997
ko:K01626	vcx:VAA049_2998
ko:K02478	vcx:VAA049_2999
ko:K02477	vcx:VAA049_3000
ko:K01207	vcx:VAA049_3001
ko:K09001	vcx:VAA049_3002
ko:K07106	vcx:VAA049_3003
ko:K03527	vcx:VAA049_3007
ko:K03774	vcx:VAA049_3008
ko:K03101	vcx:VAA049_3009
ko:K01870	vcx:VAA049_3010
ko:K11753	vcx:VAA049_3011
ko:K03980	vcx:VAA049_3012
ko:K02968	vcx:VAA049_3013
ko:K03717	vcx:VAA049_3015
ko:K14683	vcx:VAA049_3016
ko:K13292	vcx:VAA049_3018
ko:K07090	vcx:VAA049_3019
ko:K08484	vcx:VAA049_3020
ko:K08311	vcx:VAA049_3021
ko:K03573	vcx:VAA049_3022
ko:K04567	vcx:VAA049_3026
ko:K02836	vcx:VAA049_3027
ko:K03311	vcx:VAA049_3028
ko:K15460	vcx:VAA049_3029
ko:K05590	vcx:VAA049_3030
ko:K02890	vcx:VAA049_306
ko:K02982	vcx:VAA049_307
ko:K02878	vcx:VAA049_308
ko:K02904	vcx:VAA049_309
ko:K02961	vcx:VAA049_310
ko:K02874	vcx:VAA049_311
ko:K02895	vcx:VAA049_312
ko:K02931	vcx:VAA049_313
ko:K02954	vcx:VAA049_314
ko:K02994	vcx:VAA049_315
ko:K02933	vcx:VAA049_316
ko:K02881	vcx:VAA049_317
ko:K02988	vcx:VAA049_318
ko:K02907	vcx:VAA049_319
ko:K02876	vcx:VAA049_320
ko:K03076	vcx:VAA049_321
ko:K02919	vcx:VAA049_322
ko:K02952	vcx:VAA049_323
ko:K02948	vcx:VAA049_324
ko:K02986	vcx:VAA049_325
ko:K03040	vcx:VAA049_326
ko:K02879	vcx:VAA049_327
ko:K03773	vcx:VAA049_329
ko:K07269	vcx:VAA049_331
ko:K02348	vcx:VAA049_332
ko:K05591	vcx:VAA049_333
ko:K01119	vcx:VAA049_335
ko:K02303	vcx:VAA049_336
ko:K00957	vcx:VAA049_337
ko:K00956	vcx:VAA049_338
ko:K00860	vcx:VAA049_339
ko:K09950	vcx:VAA049_341
ko:K02004	vcx:VAA049_342
ko:K02003	vcx:VAA049_343
ko:K07109	vcx:VAA049_346
ko:K07304	vcx:VAA049_347
ko:K07278	vcx:VAA049_348
ko:K09800	vcx:VAA049_349
ko:K01507	vcx:VAA049_351
ko:K03841	vcx:VAA049_352
ko:K02558	vcx:VAA049_353
ko:K03186	vcx:VAA049_354
ko:K02064	vcx:VAA049_355
ko:K02063	vcx:VAA049_356
ko:K02062	vcx:VAA049_357
ko:K09889	vcx:VAA049_358
ko:K03592	vcx:VAA049_359
ko:K02897	vcx:VAA049_1164
ko:K06183	vcx:VAA049_1169
ko:K07552	vcx:VAA049_1170
ko:K02003	vcx:VAA049_1174
ko:K02004	vcx:VAA049_1175
ko:K03313	vcx:VAA049_1177
ko:K00836	vcx:VAA049_1178
ko:K13746	vcx:VAA049_1179
ko:K13747	vcx:VAA049_1180
ko:K12543	vcx:VAA049_1182
ko:K09941	vcx:VAA049_1185
ko:K07043	vcx:VAA049_1189
ko:K06970	vcx:VAA049_1190
ko:K02656	vcx:VAA049_1192
ko:K00651	vcx:VAA049_1193
ko:K01992	vcx:VAA049_1196
ko:K01993	vcx:VAA049_1197
ko:K03415	vcx:VAA049_1203
ko:K02030	vcx:VAA049_1209
ko:K00965	vcx:VAA049_1211
ko:K00849	vcx:VAA049_1212
ko:K01785	vcx:VAA049_1213
ko:K18893	vcx:VAA049_2004
ko:K03406	vcx:VAA049_2008
ko:K09773	vcx:VAA049_2010
ko:K18930	vcx:VAA049_2011
ko:K00101	vcx:VAA049_2012
ko:K03303	vcx:VAA049_2013
ko:K03406	vcx:VAA049_2016
ko:K02030	vcx:VAA049_2017
ko:K10823	vcx:VAA049_2018
ko:K15583	vcx:VAA049_2018
ko:K03406	vcx:VAA049_2021
ko:K09913	vcx:VAA049_2025
ko:K06911	vcx:VAA049_2026
ko:K01638	vcx:VAA049_2035
ko:K13590	vcx:VAA049_2036
ko:K03415	vcx:VAA049_2038
ko:K03769	vcx:VAA049_2039
ko:K07394	vcx:VAA049_2042
ko:K19000	vcx:VAA049_2043
ko:K00657	vcx:VAA049_2044
ko:K10111	vcx:VAA049_2045
ko:K10108	vcx:VAA049_2046
ko:K10109	vcx:VAA049_2047
ko:K10110	vcx:VAA049_2048
ko:K02444	vcx:VAA049_2051
ko:K01226	vcx:VAA049_2833
ko:K02818	vcx:VAA049_2834
ko:K02819	vcx:VAA049_2834
ko:K03485	vcx:VAA049_2835
ko:K03273	vcx:VAA049_2836
ko:K02071	vcx:VAA049_2837
ko:K02072	vcx:VAA049_2838
ko:K02073	vcx:VAA049_2839
ko:K15723	vcx:VAA049_2841
ko:K06879	vcx:VAA049_2842
ko:K06966	vcx:VAA049_2845
ko:K01146	vcx:VAA049_2846
ko:K03566	vcx:VAA049_2848
ko:K03151	vcx:VAA049_2849
ko:K02557	vcx:VAA049_2850
ko:K02556	vcx:VAA049_2851
ko:K03602	vcx:VAA049_2852
ko:K00795	vcx:VAA049_2853
ko:K01662	vcx:VAA049_2854
ko:K06175	vcx:VAA049_2855
ko:K09768	vcx:VAA049_2861
ko:K12942	vcx:VAA049_2862
ko:K02919	vcx:VAA049_2863
ko:K02909	vcx:VAA049_2864
ko:K01881	vcx:VAA049_2866
ko:K01952	vcx:VAA049_2870
ko:K18691	vcx:VAA049_2871
ko:K11991	vcx:VAA049_2873
ko:K02671	vcx:VAA049_2875
ko:K02672	vcx:VAA049_2877
ko:K08084	vcx:VAA049_2878
ko:K02655	vcx:VAA049_2879
ko:K03686	vcx:VAA049_2880
ko:K04043	vcx:VAA049_2881
ko:K02441	vcx:VAA049_89
ko:K02439	vcx:VAA049_90
ko:K03424	vcx:VAA049_91
ko:K01698	vcx:VAA049_92
ko:K03978	vcx:VAA049_95
ko:K09894	vcx:VAA049_98
ko:K02498	vcx:VAA049_101
ko:K02496	vcx:VAA049_102
ko:K01719	vcx:VAA049_103
ko:K01749	vcx:VAA049_104
ko:K05851	vcx:VAA049_105
ko:K06202	vcx:VAA049_106
ko:K01586	vcx:VAA049_107
ko:K01778	vcx:VAA049_108
ko:K09921	vcx:VAA049_109
ko:K03733	vcx:VAA049_110
ko:K08985	vcx:VAA049_114
ko:K01048	vcx:VAA049_116
ko:K05834	vcx:VAA049_117
ko:K04047	vcx:VAA049_119
ko:K08993	vcx:VAA049_123
ko:K08316	vcx:VAA049_124
ko:K03110	vcx:VAA049_125
ko:K09812	vcx:VAA049_126
ko:K09811	vcx:VAA049_127
ko:K03089	vcx:VAA049_128
ko:K00322	vcx:VAA049_129
ko:K00557	vcx:VAA049_132
ko:K16092	vcx:VAA049_133
ko:K14645	vcx:VAA049_134
ko:K01776	vcx:VAA049_136
ko:K01338	vcx:VAA049_955
ko:K03530	vcx:VAA049_956
ko:K03770	vcx:VAA049_957
ko:K02237	vcx:VAA049_958
ko:K00945	vcx:VAA049_959
ko:K02945	vcx:VAA049_960
ko:K05788	vcx:VAA049_961
ko:K08992	vcx:VAA049_962
ko:K01591	vcx:VAA049_964
ko:K06169	vcx:VAA049_965
ko:K13634	vcx:VAA049_967
ko:K00259	vcx:VAA049_969
ko:K03719	vcx:VAA049_970
ko:K03466	vcx:VAA049_971
ko:K03611	vcx:VAA049_972
ko:K03314	vcx:VAA049_973
ko:K03603	vcx:VAA049_974
ko:K03406	vcx:VAA049_976
ko:K02503	vcx:VAA049_977
ko:K09859	vcx:VAA049_978
ko:K07337	vcx:VAA049_980
ko:K07000	vcx:VAA049_982
ko:K03885	vcx:VAA049_983
ko:K03723	vcx:VAA049_987
ko:K09808	vcx:VAA049_989
ko:K09810	vcx:VAA049_990
ko:K09808	vcx:VAA049_991
ko:K09928	vcx:VAA049_992
ko:K02238	vcx:VAA049_993
ko:K11105	vcx:VAA049_202
ko:K04084	vcx:VAA049_204
ko:K07791	vcx:VAA049_206
ko:K01744	vcx:VAA049_207
ko:K07113	vcx:VAA049_209
ko:K03216	vcx:VAA049_210
ko:K04564	vcx:VAA049_211
ko:K07640	vcx:VAA049_212
ko:K06006	vcx:VAA049_214
ko:K13283	vcx:VAA049_215
ko:K00850	vcx:VAA049_216
ko:K02446	vcx:VAA049_217
ko:K09892	vcx:VAA049_218
ko:K00297	vcx:VAA049_219
ko:K12525	vcx:VAA049_220
ko:K01739	vcx:VAA049_221
ko:K03764	vcx:VAA049_222
ko:K00029	vcx:VAA049_223
ko:K02909	vcx:VAA049_224
ko:K04066	vcx:VAA049_225
ko:K05499	vcx:VAA049_226
ko:K01419	vcx:VAA049_228
ko:K03667	vcx:VAA049_229
ko:K02548	vcx:VAA049_230
ko:K02553	vcx:VAA049_231
ko:K01803	vcx:VAA049_233
ko:K01826	vcx:VAA049_234
ko:K04078	vcx:VAA049_238
ko:K04077	vcx:VAA049_239
ko:K02356	vcx:VAA049_242
ko:K00247	vcx:VAA049_243
ko:K00246	vcx:VAA049_244
ko:K00245	vcx:VAA049_245
ko:K00244	vcx:VAA049_246
ko:K04568	vcx:VAA049_247
ko:K03071	vcx:VAA049_249
ko:K00057	vcx:VAA049_250
ko:K00640	vcx:VAA049_251
ko:K09857	vcx:VAA049_1063
ko:K06192	vcx:VAA049_1064
ko:K03808	vcx:VAA049_1065
ko:K00135	vcx:VAA049_1068
ko:K00209	vcx:VAA049_1072
ko:K02518	vcx:VAA049_1073
ko:K00684	vcx:VAA049_1075
ko:K00800	vcx:VAA049_1076
ko:K03168	vcx:VAA049_1078
ko:K00975	vcx:VAA049_1079
ko:K00703	vcx:VAA049_1080
ko:K07343	vcx:VAA049_1084
ko:K03604	vcx:VAA049_1085
ko:K03533	vcx:VAA049_1086
ko:K07772	vcx:VAA049_1087
ko:K06219	vcx:VAA049_1089
ko:K03633	vcx:VAA049_1090
ko:K03804	vcx:VAA049_1091
ko:K03632	vcx:VAA049_1092
ko:K07263	vcx:VAA049_1097
ko:K03576	vcx:VAA049_1100
ko:K00549	vcx:VAA049_1101
ko:K09780	vcx:VAA049_1103
ko:K10806	vcx:VAA049_1104
ko:K06190	vcx:VAA049_1105
ko:K07645	vcx:VAA049_1904
ko:K03760	vcx:VAA049_1905
ko:K02031	vcx:VAA049_1906
ko:K02032	vcx:VAA049_1906
ko:K02034	vcx:VAA049_1907
ko:K02033	vcx:VAA049_1908
ko:K02035	vcx:VAA049_1909
ko:K03413	vcx:VAA049_1911
ko:K03407	vcx:VAA049_1912
ko:K03408	vcx:VAA049_1913
ko:K03408	vcx:VAA049_1914
ko:K03406	vcx:VAA049_1915
ko:K00575	vcx:VAA049_1916
ko:K03411	vcx:VAA049_1917
ko:K03412	vcx:VAA049_1918
ko:K03406	vcx:VAA049_1919
ko:K09749	vcx:VAA049_1922
ko:K12541	vcx:VAA049_1923
ko:K12542	vcx:VAA049_1926
ko:K00275	vcx:VAA049_1927
ko:K13821	vcx:VAA049_1932
ko:K11928	vcx:VAA049_1934
ko:K03406	vcx:VAA049_1936
ko:K03719	vcx:VAA049_1937
ko:K00154	vcx:VAA049_1938
ko:K01581	vcx:VAA049_1939
ko:K03756	vcx:VAA049_1940
ko:K02858	vcx:VAA049_1941
ko:K16317	vcx:VAA049_1942
ko:K03406	vcx:VAA049_1945
ko:K07118	vcx:VAA049_1947
ko:K03637	vcx:VAA049_2725
ko:K03638	vcx:VAA049_2726
ko:K03639	vcx:VAA049_2727
ko:K10911	vcx:VAA049_2728
ko:K03702	vcx:VAA049_2731
ko:K03617	vcx:VAA049_2733
ko:K03616	vcx:VAA049_2734
ko:K03615	vcx:VAA049_2735
ko:K03614	vcx:VAA049_2736
ko:K03612	vcx:VAA049_2737
ko:K03613	vcx:VAA049_2738
ko:K10773	vcx:VAA049_2739
ko:K01759	vcx:VAA049_2740
ko:K03683	vcx:VAA049_2743
ko:K07084	vcx:VAA049_2744
ko:K00764	vcx:VAA049_2745
ko:K03558	vcx:VAA049_2746
ko:K03749	vcx:VAA049_2747
ko:K11754	vcx:VAA049_2748
ko:K01963	vcx:VAA049_2749
ko:K06173	vcx:VAA049_2750
ko:K08086	vcx:VAA049_2751
ko:K01886	vcx:VAA049_2752
ko:K02803	vcx:VAA049_2753
ko:K02804	vcx:VAA049_2753
ko:K01443	vcx:VAA049_2754
ko:K02565	vcx:VAA049_2755
ko:K01953	vcx:VAA049_2757
ko:K05785	vcx:VAA049_2758
ko:K03305	vcx:VAA049_2759
ko:K01772	vcx:VAA049_2760
ko:K00939	vcx:VAA049_2761
ko:K02313	vcx:VAA049_1
ko:K02338	vcx:VAA049_2
ko:K03629	vcx:VAA049_3
ko:K02470	vcx:VAA049_4
ko:K04080	vcx:VAA049_7
ko:K00835	vcx:VAA049_8
ko:K11085	vcx:VAA049_994
ko:K00912	vcx:VAA049_995
ko:K09791	vcx:VAA049_996
ko:K00979	vcx:VAA049_997
ko:K09786	vcx:VAA049_999
ko:K07180	vcx:VAA049_1000
ko:K09161	vcx:VAA049_1001
ko:K04069	vcx:VAA049_1003
ko:K03406	vcx:VAA049_1004
ko:K00656	vcx:VAA049_1006
ko:K11893	vcx:VAA049_1794
ko:K11906	vcx:VAA049_1795
ko:K11895	vcx:VAA049_1797
ko:K11896	vcx:VAA049_1798
ko:K11905	vcx:VAA049_1799
ko:K11900	vcx:VAA049_1800
ko:K11901	vcx:VAA049_1801
ko:K06177	vcx:VAA049_1804
ko:K03972	vcx:VAA049_1808
ko:K00763	vcx:VAA049_1810
ko:K13639	vcx:VAA049_1822
ko:K03321	vcx:VAA049_1829
ko:K02036	vcx:VAA049_1833
ko:K02038	vcx:VAA049_1834
ko:K02037	vcx:VAA049_1835
ko:K02040	vcx:VAA049_1836
ko:K03406	vcx:VAA049_1837
ko:K02014	vcx:VAA049_1841
ko:K01354	vcx:VAA049_1842
ko:K06078	vcx:VAA049_1844
ko:K19236	vcx:VAA049_1845
ko:K01935	vcx:VAA049_2624
ko:K02169	vcx:VAA049_2625
ko:K00652	vcx:VAA049_2626
ko:K01012	vcx:VAA049_2627
ko:K00833	vcx:VAA049_2628
ko:K01875	vcx:VAA049_2629
ko:K07478	vcx:VAA049_2630
ko:K03634	vcx:VAA049_2631
ko:K07039	vcx:VAA049_2632
ko:K05541	vcx:VAA049_2633
ko:K05833	vcx:VAA049_2635
ko:K05832	vcx:VAA049_2636
ko:K01989	vcx:VAA049_2637
ko:K09899	vcx:VAA049_2639
ko:K00925	vcx:VAA049_2640
ko:K13788	vcx:VAA049_2641
ko:K07393	vcx:VAA049_2642
ko:K15583	vcx:VAA049_2645
ko:K15582	vcx:VAA049_2646
ko:K15581	vcx:VAA049_2647
ko:K15580	vcx:VAA049_2648
ko:K02044	vcx:VAA049_2649
ko:K03410	vcx:VAA049_2655
ko:K07566	vcx:VAA049_2659
ko:K06910	vcx:VAA049_2662
ko:K07052	vcx:VAA049_2663
ko:K00134	vcx:VAA049_2667
ko:K03498	vcx:VAA049_2669
ko:K03499	vcx:VAA049_2670
ko:K07667	vcx:VAA049_2673
ko:K00648	vcx:VAA049_3451
ko:K00973	vcx:VAA049_3453
ko:K01710	vcx:VAA049_3454
ko:K01840	vcx:VAA049_3460
ko:K03274	vcx:VAA049_3462
ko:K02847	vcx:VAA049_3465
ko:K02843	vcx:VAA049_3466
ko:K02527	vcx:VAA049_3469
ko:K11211	vcx:VAA049_3475
ko:K12982	vcx:VAA049_3476
ko:K12984	vcx:VAA049_3477
ko:K00954	vcx:VAA049_3479
ko:K10563	vcx:VAA049_3480
ko:K02913	vcx:VAA049_3482
ko:K02902	vcx:VAA049_3483
ko:K03630	vcx:VAA049_3484
ko:K03406	vcx:VAA049_3485
ko:K13038	vcx:VAA049_3486
ko:K05501	vcx:VAA049_3487
ko:K02517	vcx:VAA049_3488
ko:K02560	vcx:VAA049_3489
ko:K00762	vcx:VAA049_3490
ko:K00989	vcx:VAA049_3491
ko:K11191	vcx:VAA049_3494
ko:K11192	vcx:VAA049_3494
ko:K07106	vcx:VAA049_3495
ko:K15835	vcx:VAA049_3496
ko:K02015	vcx:VAA049_3497
ko:K04079	vcx:VAA049_2762
ko:K10922	vcx:VAA049_2764
ko:K07401	vcx:VAA049_2765
ko:K07095	vcx:VAA049_2766
ko:K07071	vcx:VAA049_2767
ko:K05838	vcx:VAA049_2769
ko:K07340	vcx:VAA049_2771
ko:K01972	vcx:VAA049_2775
ko:K03528	vcx:VAA049_2776
ko:K02114	vcx:VAA049_3552
ko:K02112	vcx:VAA049_3553
ko:K02115	vcx:VAA049_3554
ko:K02111	vcx:VAA049_3555
ko:K02113	vcx:VAA049_3556
ko:K02109	vcx:VAA049_3557
ko:K02110	vcx:VAA049_3558
ko:K02108	vcx:VAA049_3559
ko:K02116	vcx:VAA049_3560
ko:K03497	vcx:VAA049_3561
ko:K03496	vcx:VAA049_3562
ko:K03501	vcx:VAA049_3563
ko:K03495	vcx:VAA049_3564
ko:K06205	vcx:VAA049_3565
ko:K03650	vcx:VAA049_3566
ko:K03217	vcx:VAA049_3567
ko:K03536	vcx:VAA049_3568
ko:K16963	vcx:VAA049_3569
ko:K16962	vcx:VAA049_3570
ko:K16961	vcx:VAA049_3571
ko:K01879	vcx:VAA049_9
ko:K01878	vcx:VAA049_10
ko:K04085	vcx:VAA049_13
ko:K01754	vcx:VAA049_16
ko:K01687	vcx:VAA049_17
ko:K00826	vcx:VAA049_18
ko:K11258	vcx:VAA049_19
ko:K01652	vcx:VAA049_20
ko:K07391	vcx:VAA049_21
ko:K03673	vcx:VAA049_23
ko:K09896	vcx:VAA049_26
ko:K06377	vcx:VAA049_27
ko:K11068	vcx:VAA049_28
ko:K03498	vcx:VAA049_30
ko:K03499	vcx:VAA049_31
ko:K03500	vcx:VAA049_32
ko:K03321	vcx:VAA049_849
ko:K08300	vcx:VAA049_850
ko:K06179	vcx:VAA049_851
ko:K07040	vcx:VAA049_853
ko:K02911	vcx:VAA049_854
ko:K03621	vcx:VAA049_855
ko:K00648	vcx:VAA049_856
ko:K00645	vcx:VAA049_857
ko:K00059	vcx:VAA049_858
ko:K02078	vcx:VAA049_859
ko:K09458	vcx:VAA049_860
ko:K02619	vcx:VAA049_861
ko:K07082	vcx:VAA049_862
ko:K00943	vcx:VAA049_863
ko:K02341	vcx:VAA049_864
ko:K03424	vcx:VAA049_865
ko:K02778	vcx:VAA049_866
ko:K02779	vcx:VAA049_866
ko:K03308	vcx:VAA049_868
ko:K00873	vcx:VAA049_872
ko:K15545	vcx:VAA049_873
ko:K03415	vcx:VAA049_874
ko:K00563	vcx:VAA049_877
ko:K01792	vcx:VAA049_879
ko:K00134	vcx:VAA049_880
ko:K07305	vcx:VAA049_881
ko:K09916	vcx:VAA049_883
ko:K01424	vcx:VAA049_884
ko:K04773	vcx:VAA049_885
ko:K00219	vcx:VAA049_886
ko:K01433	vcx:VAA049_887
ko:K03722	vcx:VAA049_889
ko:K14742	vcx:VAA049_890
ko:K07285	vcx:VAA049_892
ko:K03684	vcx:VAA049_896
ko:K01129	vcx:VAA049_899
ko:K08722	vcx:VAA049_901
ko:K14260	vcx:VAA049_902
ko:K02552	vcx:VAA049_903
ko:K02013	vcx:VAA049_1690
ko:K02015	vcx:VAA049_1691
ko:K02015	vcx:VAA049_1692
ko:K02016	vcx:VAA049_1693
ko:K09607	vcx:VAA049_1698
ko:K11018	vcx:VAA049_1703
ko:K08154	vcx:VAA049_1706
ko:K00969	vcx:VAA049_1711
ko:K01916	vcx:VAA049_1712
ko:K07792	vcx:VAA049_1713
ko:K11927	vcx:VAA049_1714
ko:K07319	vcx:VAA049_1720
ko:K00364	vcx:VAA049_1721
ko:K10716	vcx:VAA049_1723
ko:K03778	vcx:VAA049_1726
ko:K17758	vcx:VAA049_1725
ko:K17759	vcx:VAA049_1725
ko:K09890	vcx:VAA049_1731
ko:K03704	vcx:VAA049_1732
ko:K05916	vcx:VAA049_1733
ko:K12266	vcx:VAA049_1735
ko:K01258	vcx:VAA049_1736
ko:K03317	vcx:VAA049_1737
ko:K03406	vcx:VAA049_1740
ko:K03924	vcx:VAA049_1741
ko:K01890	vcx:VAA049_2520
ko:K01889	vcx:VAA049_2521
ko:K03828	vcx:VAA049_2523
ko:K00995	vcx:VAA049_2528
ko:K03703	vcx:VAA049_2529
ko:K07689	vcx:VAA049_2530
ko:K02336	vcx:VAA049_2532
ko:K02356	vcx:VAA049_2534
ko:K09901	vcx:VAA049_2535
ko:K05836	vcx:VAA049_2537
ko:K01468	vcx:VAA049_2538
ko:K01479	vcx:VAA049_2539
ko:K01712	vcx:VAA049_2540
ko:K01745	vcx:VAA049_2541
ko:K07126	vcx:VAA049_2549
ko:K01923	vcx:VAA049_2552
ko:K00027	vcx:VAA049_2554
ko:K03748	vcx:VAA049_2556
ko:K00384	vcx:VAA049_2560
ko:K16013	vcx:VAA049_2561
ko:K16012	vcx:VAA049_2562
ko:K06178	vcx:VAA049_2563
ko:K07053	vcx:VAA049_2565
ko:K01657	vcx:VAA049_2566
ko:K01658	vcx:VAA049_2567
ko:K00766	vcx:VAA049_2568
ko:K13498	vcx:VAA049_2569
ko:K01696	vcx:VAA049_2570
ko:K01695	vcx:VAA049_2571
ko:K13288	vcx:VAA049_3352
ko:K06949	vcx:VAA049_3353
ko:K01613	vcx:VAA049_3354
ko:K14445	vcx:VAA049_3355
ko:K15633	vcx:VAA049_3357
ko:K01599	vcx:VAA049_3361
ko:K03426	vcx:VAA049_3362
ko:K07740	vcx:VAA049_3363
ko:K03046	vcx:VAA049_3364
ko:K03043	vcx:VAA049_3365
ko:K02935	vcx:VAA049_3366
ko:K02864	vcx:VAA049_3367
ko:K02863	vcx:VAA049_3368
ko:K02867	vcx:VAA049_3369
ko:K02601	vcx:VAA049_3370
ko:K03073	vcx:VAA049_3371
ko:K02358	vcx:VAA049_3372
ko:K00867	vcx:VAA049_3377
ko:K03524	vcx:VAA049_3378
ko:K00075	vcx:VAA049_3379
ko:K00998	vcx:VAA049_3381
ko:K05368	vcx:VAA049_3388
ko:K03182	vcx:VAA049_3390
ko:K03628	vcx:VAA049_3392
ko:K03671	vcx:VAA049_3393
ko:K03732	vcx:VAA049_3394
ko:K01524	vcx:VAA049_3395
ko:K05820	vcx:VAA049_3397
ko:K07182	vcx:VAA049_3398
ko:K02342	vcx:VAA049_3399
ko:K14221	vcx:VAA049_148
ko:K14221	vcx:VAA049_3288
ko:K14221	vcx:VAA049_3382
ko:K14221	vcx:VAA049_50
ko:K14221	vcx:VAA049_2979
ko:K14230	vcx:VAA049_695
ko:K14230	vcx:VAA049_706
ko:K14230	vcx:VAA049_702
ko:K14220	vcx:VAA049_3227
ko:K14220	vcx:VAA049_3221
ko:K14220	vcx:VAA049_2732
ko:K09691	vcx:VAA049_3458
ko:K09690	vcx:VAA049_3459
ko:K02476	vcx:VAA049_1200
ko:K10024	vcx:VAA049_1011
ko:K10921	vcx:VAA049_2763
ko:K02650	vcx:VAA049_472
ko:K19693	vcx:VAA049_801
ko:K19694	vcx:VAA049_3072
ko:K01985	vcx:VAA049_140
ko:K01985	vcx:VAA049_400
ko:K01985	vcx:VAA049_49
ko:K01985	vcx:VAA049_147
ko:K01985	vcx:VAA049_3532
ko:K01985	vcx:VAA049_2980
ko:K01985	vcx:VAA049_3296
ko:K01985	vcx:VAA049_3383
ko:K01985	vcx:VAA049_3537
ko:K01985	vcx:VAA049_3289
ko:K01258	vcx:VAA049_1455
ko:K07666	vcx:VAA049_1903
ko:K01977	vcx:VAA049_396
ko:K01977	vcx:VAA049_3387
ko:K01977	vcx:VAA049_3536
ko:K01977	vcx:VAA049_3300
ko:K01977	vcx:VAA049_46
ko:K01977	vcx:VAA049_141
ko:K01977	vcx:VAA049_137
ko:K01977	vcx:VAA049_3295
ko:K01977	vcx:VAA049_2983
ko:K01977	vcx:VAA049_3543
ko:K14230	vcx:VAA049_3343
ko:K14230	vcx:VAA049_3051
ko:K14230	vcx:VAA049_3344
ko:K14230	vcx:VAA049_3347
ko:K14230	vcx:VAA049_3345
ko:K10913	vcx:VAA049_3107
ko:K19804	vcx:VAA049_963
ko:K13327	vcx:VAA049_3443
ko:K07662	vcx:VAA049_213
ko:K19810	vcx:VAA049_241
ko:K07274	vcx:VAA049_1477
ko:K21636	vcx:VAA049_2431
ko:K08723	vcx:VAA049_2330
ko:K20263	vcx:VAA049_2265
ko:K20264	vcx:VAA049_2266
ko:K14231	vcx:VAA049_3218
ko:K14231	vcx:VAA049_3223
ko:K14231	vcx:VAA049_3220
ko:K14230	vcx:VAA049_3178
