ko:K22213	may:LA62_01510
ko:K03325	may:LA62_24685
ko:K03343	may:LA62_21960
ko:K19221	may:LA62_16030
ko:K19170	may:LA62_05540
ko:K19172	may:LA62_05550
ko:K05556	may:LA62_03835
ko:K07448	may:LA62_23995
ko:K00798	may:LA62_07380
ko:K19190	may:LA62_14925
ko:K19171	may:LA62_05545
ko:K01710	may:LA62_19195
ko:K01621	may:LA62_12750
ko:K19169	may:LA62_05535
ko:K01066	may:LA62_13470
ko:K08095	may:LA62_16615
ko:K08095	may:LA62_19120
ko:K08095	may:LA62_19345
ko:K01990	may:LA62_21425
ko:K19302	may:LA62_01015
ko:K00020	may:LA62_22770
ko:K03722	may:LA62_07470
ko:K15868	may:LA62_11785
ko:K07068	may:LA62_13280
ko:K17476	may:LA62_20125
ko:K12952	may:LA62_04855
ko:K12954	may:LA62_24635
ko:K01267	may:LA62_03535
ko:K01992	may:LA62_21420
ko:K19271	may:LA62_15180
ko:K01066	may:LA62_00395
ko:K00059	may:LA62_04185
ko:K06867	may:LA62_00770
ko:K01822	may:LA62_06125
ko:K09458	may:LA62_10335
ko:K00561	may:LA62_11690
ko:K22476	may:LA62_21290
ko:K06221	may:LA62_14945
ko:K16238	may:LA62_14165
ko:K20261	may:LA62_01500
ko:K08744	may:LA62_12210
ko:K19577	may:LA62_07235
ko:K01457	may:LA62_07920
ko:K19710	may:LA62_14695
ko:K00128	may:LA62_22760
ko:K19777	may:LA62_16345
ko:K19777	may:LA62_17750
ko:K01431	may:LA62_14300
ko:K00529	may:LA62_04615
ko:K15510	may:LA62_21500
ko:K13775	may:LA62_20050
ko:K00529	may:LA62_22195
ko:K00529	may:LA62_10425
ko:K05770	may:LA62_11315
ko:K12132	may:LA62_00175
ko:K12132	may:LA62_05730
ko:K12132	may:LA62_22515
ko:K12132	may:LA62_00180
ko:K20074	may:LA62_00195
ko:K20265	may:LA62_04125
ko:K00525	may:LA62_17345
ko:K20470	may:LA62_22885
ko:K20469	may:LA62_22950
ko:K20467	may:LA62_09810
ko:K20466	may:LA62_22990
ko:K20467	may:LA62_22985
ko:K20468	may:LA62_22965
ko:K16227	may:LA62_20840
ko:K22107	may:LA62_21355
ko:K07749	may:LA62_23605
ko:K00249	may:LA62_01650
ko:K00249	may:LA62_05420
ko:K00249	may:LA62_09485
ko:K00249	may:LA62_17700
ko:K00249	may:LA62_17730
ko:K00632	may:LA62_05045
ko:K00632	may:LA62_17570
ko:K00001	may:LA62_04960
ko:K16936	may:LA62_24065
ko:K16937	may:LA62_24065
ko:K01768	may:LA62_02480
ko:K01768	may:LA62_07410
ko:K01768	may:LA62_22960
ko:K01768	may:LA62_24220
ko:K00130	may:LA62_16905
ko:K08884	may:LA62_10120
ko:K05375	may:LA62_23815
ko:K00091	may:LA62_03615
ko:K01802	may:LA62_04815
ko:K01179	may:LA62_24250
ko:K01214	may:LA62_13655
ko:K20814	may:LA62_11045
ko:K20940	may:LA62_11385
ko:K21071	may:LA62_16940
ko:K21140	may:LA62_07505
ko:K21014	may:LA62_07860
ko:K22445	may:LA62_21020
ko:K21119	may:LA62_07120
ko:K00821	may:LA62_11905
ko:K21147	may:LA62_17930
ko:K00249	may:LA62_10590
ko:K00526	may:LA62_17295
ko:K00526	may:LA62_20365
ko:K02335	may:LA62_13265
ko:K06191	may:LA62_17355
ko:K06217	may:LA62_08490
ko:K02316	may:LA62_08690
ko:K18955	may:LA62_08940
ko:K18955	may:LA62_08945
ko:K18955	may:LA62_22840
ko:K07451	may:LA62_09075
ko:K18955	may:LA62_24175
ko:K01520	may:LA62_15250
ko:K02314	may:LA62_24845
ko:K07465	may:LA62_10965
ko:K03553	may:LA62_15540
ko:K03465	may:LA62_15665
ko:K00287	may:LA62_15685
ko:K00560	may:LA62_15690
ko:K07451	may:LA62_01190
ko:K01286	may:LA62_01660
ko:K22552	may:LA62_02345
ko:K01167	may:LA62_12560
ko:K00091	may:LA62_08560
ko:K21281	may:LA62_11595
ko:K05375	may:LA62_11450
ko:K20938	may:LA62_12630
ko:K05364	may:LA62_00185
ko:K05710	may:LA62_22200
ko:K03636	may:LA62_07510
ko:K00249	may:LA62_10610
ko:K21148	may:LA62_07515
ko:K03636	may:LA62_04395
ko:K14215	may:LA62_08530
ko:K21200	may:LA62_09880
ko:K00632	may:LA62_01900
ko:K07005	may:LA62_06865
ko:K00632	may:LA62_09490
ko:K00632	may:LA62_14995
ko:K21401	may:LA62_17305
ko:K21397	may:LA62_18785
ko:K03293	may:LA62_19625
ko:K21473	may:LA62_13845
ko:K21474	may:LA62_13840
ko:K21401	may:LA62_19965
ko:K21471	may:LA62_10050
ko:K21481	may:LA62_02800
ko:K00863	may:LA62_00985
ko:K21691	may:LA62_08125
ko:K21600	may:LA62_23055
ko:K10914	may:LA62_02100
ko:K21608	may:LA62_06445
ko:K10914	may:LA62_12755
ko:K21672	may:LA62_01295
ko:K21686	may:LA62_23430
ko:K00344	may:LA62_18405
ko:K21885	may:LA62_13210
ko:K21961	may:LA62_04965
ko:K21962	may:LA62_13860
ko:K21992	may:LA62_15860
ko:K00936	may:LA62_18005
ko:K22010	may:LA62_13320
ko:K22044	may:LA62_17680
ko:K22044	may:LA62_07145
ko:K22107	may:LA62_02930
ko:K03595	may:LA62_08510
ko:K22108	may:LA62_03030
ko:K00467	may:LA62_10820
ko:K22270	may:LA62_01460
ko:K22187	may:LA62_04165
ko:K03892	may:LA62_24680
ko:K17758	may:LA62_19000
ko:K17759	may:LA62_19000
ko:K22303	may:LA62_21395
ko:K22297	may:LA62_12575
ko:K22306	may:LA62_08260
ko:K02257	may:LA62_14000
ko:K22336	may:LA62_00630
ko:K22311	may:LA62_14685
ko:K22303	may:LA62_00435
ko:K22316	may:LA62_09705
ko:K22336	may:LA62_00635
ko:K22295	may:LA62_00430
ko:K22298	may:LA62_08545
ko:K01551	may:LA62_10090
ko:K01505	may:LA62_08670
ko:K11206	may:LA62_20715
ko:K11159	may:LA62_19665
ko:K00728	may:LA62_05675
ko:K22468	may:LA62_21015
ko:K08300	may:LA62_08180
ko:K08301	may:LA62_08180
ko:K22468	may:LA62_05245
ko:K07566	may:LA62_07320
