ko:K01212	ppoy:RE92_08210
ko:K02003	ppoy:RE92_16390
ko:K02004	ppoy:RE92_16395
ko:K03088	ppoy:RE92_16405
ko:K02761	ppoy:RE92_16415
ko:K02760	ppoy:RE92_16420
ko:K02759	ppoy:RE92_16425
ko:K03491	ppoy:RE92_16430
ko:K00864	ppoy:RE92_16435
ko:K00615	ppoy:RE92_16440
ko:K00615	ppoy:RE92_16445
ko:K01223	ppoy:RE92_16455
ko:K03488	ppoy:RE92_16460
ko:K02755	ppoy:RE92_16465
ko:K02756	ppoy:RE92_16465
ko:K02757	ppoy:RE92_16465
ko:K03310	ppoy:RE92_16470
ko:K13530	ppoy:RE92_16475
ko:K13531	ppoy:RE92_16480
ko:K01247	ppoy:RE92_16490
ko:K07720	ppoy:RE92_16500
ko:K02027	ppoy:RE92_16510
ko:K02025	ppoy:RE92_16515
ko:K02026	ppoy:RE92_16520
ko:K03644	ppoy:RE92_16540
ko:K00858	ppoy:RE92_16550
ko:K06886	ppoy:RE92_16560
ko:K09766	ppoy:RE92_16565
ko:K01867	ppoy:RE92_16595
ko:K00362	ppoy:RE92_20985
ko:K00363	ppoy:RE92_20990
ko:K00033	ppoy:RE92_21050
ko:K00800	ppoy:RE92_21060
ko:K08483	ppoy:RE92_21075
ko:K05520	ppoy:RE92_21080
ko:K02529	ppoy:RE92_21095
ko:K01243	ppoy:RE92_21100
ko:K04766	ppoy:RE92_21105
ko:K01895	ppoy:RE92_21110
ko:K03693	ppoy:RE92_21115
ko:K01866	ppoy:RE92_21120
ko:K13653	ppoy:RE92_21125
ko:K02986	ppoy:RE92_21130
ko:K11189	ppoy:RE92_21150
ko:K07300	ppoy:RE92_21160
ko:K03588	ppoy:RE92_21170
ko:K10843	ppoy:RE92_21185
ko:K07053	ppoy:RE92_21215
ko:K01537	ppoy:RE92_21225
ko:K01778	ppoy:RE92_21230
ko:K09777	ppoy:RE92_21250
ko:K00942	ppoy:RE92_21255
ko:K03060	ppoy:RE92_21260
ko:K13038	ppoy:RE92_21265
ko:K04066	ppoy:RE92_21270
ko:K01462	ppoy:RE92_21275
ko:K01785	ppoy:RE92_23655
ko:K01992	ppoy:RE92_05925
ko:K02756	ppoy:RE92_03690
ko:K19431	ppoy:RE92_15645
ko:K18197	ppoy:RE92_07105
ko:K19302	ppoy:RE92_16060
ko:K00020	ppoy:RE92_05320
ko:K01218	ppoy:RE92_08860
ko:K19310	ppoy:RE92_12810
ko:K01990	ppoy:RE92_22560
ko:K01567	ppoy:RE92_09540
ko:K01992	ppoy:RE92_05665
ko:K03722	ppoy:RE92_22290
ko:K03722	ppoy:RE92_24740
ko:K03722	ppoy:RE92_24745
ko:K19285	ppoy:RE92_09595
ko:K03722	ppoy:RE92_01335
ko:K01977	ppoy:RE92_01230
ko:K01977	ppoy:RE92_00370
ko:K01990	ppoy:RE92_01500
ko:K01990	ppoy:RE92_05625
ko:K01990	ppoy:RE92_05930
ko:K01218	ppoy:RE92_20755
ko:K01218	ppoy:RE92_06015
ko:K01218	ppoy:RE92_14440
ko:K04771	ppoy:RE92_11900
ko:K04771	ppoy:RE92_14485
ko:K19405	ppoy:RE92_14670
ko:K14218	ppoy:RE92_10945
ko:K14218	ppoy:RE92_14635
ko:K14218	ppoy:RE92_15040
ko:K14218	ppoy:RE92_09400
ko:K14218	ppoy:RE92_09965
ko:K01980	ppoy:RE92_09410
ko:K19302	ppoy:RE92_00875
ko:K02100	ppoy:RE92_06700
ko:K01977	ppoy:RE92_09985
ko:K11991	ppoy:RE92_11205
ko:K02757	ppoy:RE92_03690
ko:K03488	ppoy:RE92_03695
ko:K01607	ppoy:RE92_03700
ko:K02768	ppoy:RE92_03715
ko:K02769	ppoy:RE92_03715
ko:K02770	ppoy:RE92_03715
ko:K00882	ppoy:RE92_03720
ko:K03436	ppoy:RE92_03725
ko:K02025	ppoy:RE92_07940
ko:K02027	ppoy:RE92_07945
ko:K07720	ppoy:RE92_07950
ko:K07718	ppoy:RE92_07955
ko:K01092	ppoy:RE92_07965
ko:K01921	ppoy:RE92_07980
ko:K01681	ppoy:RE92_07990
ko:K03147	ppoy:RE92_08005
ko:K04564	ppoy:RE92_08020
ko:K16869	ppoy:RE92_08025
ko:K01495	ppoy:RE92_08030
ko:K09976	ppoy:RE92_08035
ko:K18979	ppoy:RE92_08040
ko:K03469	ppoy:RE92_08045
ko:K03100	ppoy:RE92_08050
ko:K04564	ppoy:RE92_08060
ko:K02809	ppoy:RE92_08070
ko:K02810	ppoy:RE92_08070
ko:K07407	ppoy:RE92_08075
ko:K06311	ppoy:RE92_08095
ko:K03575	ppoy:RE92_08115
ko:K00997	ppoy:RE92_08120
ko:K01916	ppoy:RE92_08130
ko:K07007	ppoy:RE92_08145
ko:K12574	ppoy:RE92_08150
ko:K03710	ppoy:RE92_08165
ko:K06439	ppoy:RE92_08190
ko:K15973	ppoy:RE92_08205
ko:K00692	ppoy:RE92_08215
ko:K15532	ppoy:RE92_12750
ko:K16210	ppoy:RE92_12755
ko:K03100	ppoy:RE92_12765
ko:K10119	ppoy:RE92_12770
ko:K10118	ppoy:RE92_12775
ko:K07720	ppoy:RE92_12785
ko:K10117	ppoy:RE92_12790
ko:K01176	ppoy:RE92_12815
ko:K01235	ppoy:RE92_12820
ko:K02068	ppoy:RE92_12860
ko:K00362	ppoy:RE92_12900
ko:K07720	ppoy:RE92_12915
ko:K07718	ppoy:RE92_12920
ko:K02003	ppoy:RE92_12940
ko:K17318	ppoy:RE92_12945
ko:K17319	ppoy:RE92_12950
ko:K17320	ppoy:RE92_12955
ko:K01181	ppoy:RE92_12960
ko:K01198	ppoy:RE92_12965
ko:K01209	ppoy:RE92_12965
ko:K08094	ppoy:RE92_12970
ko:K08093	ppoy:RE92_12975
ko:K01258	ppoy:RE92_12990
ko:K01834	ppoy:RE92_13005
ko:K01176	ppoy:RE92_13010
ko:K03885	ppoy:RE92_13030
ko:K06889	ppoy:RE92_03780
ko:K07738	ppoy:RE92_03800
ko:K08309	ppoy:RE92_03810
ko:K00859	ppoy:RE92_03815
ko:K10563	ppoy:RE92_03825
ko:K02039	ppoy:RE92_03835
ko:K02036	ppoy:RE92_03840
ko:K03406	ppoy:RE92_03845
ko:K07658	ppoy:RE92_03850
ko:K07636	ppoy:RE92_03855
ko:K00024	ppoy:RE92_03870
ko:K00031	ppoy:RE92_03875
ko:K01647	ppoy:RE92_03880
ko:K07113	ppoy:RE92_03890
ko:K07107	ppoy:RE92_03895
ko:K02036	ppoy:RE92_03905
ko:K02038	ppoy:RE92_03910
ko:K02037	ppoy:RE92_03915
ko:K02040	ppoy:RE92_03920
ko:K00873	ppoy:RE92_03930
ko:K01962	ppoy:RE92_03935
ko:K01963	ppoy:RE92_03940
ko:K02337	ppoy:RE92_03955
ko:K10709	ppoy:RE92_04035
ko:K07792	ppoy:RE92_04040
ko:K16786	ppoy:RE92_08225
ko:K16787	ppoy:RE92_08225
ko:K16925	ppoy:RE92_08230
ko:K16785	ppoy:RE92_08235
ko:K03790	ppoy:RE92_08240
ko:K06284	ppoy:RE92_08275
ko:K00355	ppoy:RE92_08285
ko:K00375	ppoy:RE92_08335
ko:K10119	ppoy:RE92_08365
ko:K10118	ppoy:RE92_08370
ko:K10117	ppoy:RE92_08375
ko:K07720	ppoy:RE92_08380
ko:K07718	ppoy:RE92_08385
ko:K12308	ppoy:RE92_08390
ko:K06979	ppoy:RE92_08405
ko:K15975	ppoy:RE92_08415
ko:K15976	ppoy:RE92_08420
ko:K00077	ppoy:RE92_08430
ko:K13256	ppoy:RE92_08445
ko:K17103	ppoy:RE92_08455
ko:K01201	ppoy:RE92_08470
ko:K13727	ppoy:RE92_08485
ko:K06312	ppoy:RE92_08495
ko:K06113	ppoy:RE92_13035
ko:K02529	ppoy:RE92_13060
ko:K16212	ppoy:RE92_13065
ko:K16213	ppoy:RE92_13070
ko:K02025	ppoy:RE92_13080
ko:K02026	ppoy:RE92_13085
ko:K18785	ppoy:RE92_13090
ko:K01060	ppoy:RE92_13095
ko:K10117	ppoy:RE92_13125
ko:K10118	ppoy:RE92_13130
ko:K10119	ppoy:RE92_13135
ko:K03088	ppoy:RE92_13145
ko:K02525	ppoy:RE92_13160
ko:K00874	ppoy:RE92_13165
ko:K01815	ppoy:RE92_13170
ko:K01625	ppoy:RE92_13175
ko:K00065	ppoy:RE92_13180
ko:K03449	ppoy:RE92_13185
ko:K07118	ppoy:RE92_13205
ko:K02443	ppoy:RE92_13220
ko:K00111	ppoy:RE92_13225
ko:K06518	ppoy:RE92_13235
ko:K18967	ppoy:RE92_13245
ko:K01239	ppoy:RE92_13270
ko:K19411	ppoy:RE92_14665
ko:K03710	ppoy:RE92_04055
ko:K06334	ppoy:RE92_04060
ko:K06333	ppoy:RE92_04065
ko:K06332	ppoy:RE92_04070
ko:K07217	ppoy:RE92_04100
ko:K07217	ppoy:RE92_04105
ko:K09014	ppoy:RE92_04130
ko:K04488	ppoy:RE92_04135
ko:K11717	ppoy:RE92_04140
ko:K09015	ppoy:RE92_04145
ko:K09013	ppoy:RE92_04150
ko:K04047	ppoy:RE92_04155
ko:K00899	ppoy:RE92_04160
ko:K08963	ppoy:RE92_04165
ko:K07559	ppoy:RE92_04185
ko:K02015	ppoy:RE92_04310
ko:K02016	ppoy:RE92_04315
ko:K02520	ppoy:RE92_04320
ko:K06311	ppoy:RE92_08500
ko:K06310	ppoy:RE92_08505
ko:K00363	ppoy:RE92_08525
ko:K00362	ppoy:RE92_08530
ko:K06310	ppoy:RE92_08535
ko:K06311	ppoy:RE92_08540
ko:K06312	ppoy:RE92_08545
ko:K03486	ppoy:RE92_08550
ko:K02818	ppoy:RE92_08555
ko:K02819	ppoy:RE92_08555
ko:K01226	ppoy:RE92_08560
ko:K00661	ppoy:RE92_08575
ko:K00382	ppoy:RE92_08585
ko:K01190	ppoy:RE92_08620
ko:K01218	ppoy:RE92_08635
ko:K02016	ppoy:RE92_08675
ko:K07478	ppoy:RE92_08705
ko:K01992	ppoy:RE92_08725
ko:K01990	ppoy:RE92_08730
ko:K01990	ppoy:RE92_08735
ko:K07979	ppoy:RE92_08740
ko:K09155	ppoy:RE92_08755
ko:K01265	ppoy:RE92_08765
ko:K02055	ppoy:RE92_13345
ko:K01239	ppoy:RE92_13350
ko:K02054	ppoy:RE92_13355
ko:K02053	ppoy:RE92_13360
ko:K02052	ppoy:RE92_13365
ko:K01486	ppoy:RE92_13370
ko:K04047	ppoy:RE92_13375
ko:K00491	ppoy:RE92_13380
ko:K06284	ppoy:RE92_13395
ko:K00059	ppoy:RE92_13400
ko:K10947	ppoy:RE92_13415
ko:K00549	ppoy:RE92_13425
ko:K06284	ppoy:RE92_13440
ko:K05349	ppoy:RE92_13445
ko:K18967	ppoy:RE92_13455
ko:K06295	ppoy:RE92_13460
ko:K06297	ppoy:RE92_13465
ko:K06296	ppoy:RE92_13470
ko:K09825	ppoy:RE92_13480
ko:K03406	ppoy:RE92_13505
ko:K06911	ppoy:RE92_13520
ko:K06295	ppoy:RE92_13530
ko:K06297	ppoy:RE92_13535
ko:K01719	ppoy:RE92_13550
ko:K06966	ppoy:RE92_13555
ko:K05895	ppoy:RE92_13575
ko:K06042	ppoy:RE92_13580
ko:K02188	ppoy:RE92_13585
ko:K00595	ppoy:RE92_13590
ko:K03394	ppoy:RE92_13595
ko:K05936	ppoy:RE92_13600
ko:K02189	ppoy:RE92_13605
ko:K00525	ppoy:RE92_09225
ko:K03088	ppoy:RE92_00015
ko:K16137	ppoy:RE92_00050
ko:K06133	ppoy:RE92_04360
ko:K09786	ppoy:RE92_04450
ko:K06595	ppoy:RE92_04515
ko:K07180	ppoy:RE92_04520
ko:K05825	ppoy:RE92_04530
ko:K06284	ppoy:RE92_04550
ko:K03216	ppoy:RE92_04555
ko:K00831	ppoy:RE92_04560
ko:K01915	ppoy:RE92_04565
ko:K03856	ppoy:RE92_04570
ko:K03527	ppoy:RE92_04575
ko:K07669	ppoy:RE92_04585
ko:K06422	ppoy:RE92_04595
ko:K03429	ppoy:RE92_08780
ko:K03088	ppoy:RE92_08800
ko:K03282	ppoy:RE92_08810
ko:K03657	ppoy:RE92_08840
ko:K14189	ppoy:RE92_08845
ko:K17318	ppoy:RE92_08865
ko:K17320	ppoy:RE92_08870
ko:K17319	ppoy:RE92_08875
ko:K07720	ppoy:RE92_08880
ko:K07718	ppoy:RE92_08885
ko:K07407	ppoy:RE92_08890
ko:K02073	ppoy:RE92_08900
ko:K07173	ppoy:RE92_08910
ko:K07816	ppoy:RE92_08915
ko:K01868	ppoy:RE92_08920
ko:K08989	ppoy:RE92_08960
ko:K07260	ppoy:RE92_08980
ko:K10117	ppoy:RE92_09005
ko:K10119	ppoy:RE92_09010
ko:K10118	ppoy:RE92_09015
ko:K07718	ppoy:RE92_09020
ko:K07720	ppoy:RE92_09025
ko:K03790	ppoy:RE92_09030
ko:K03453	ppoy:RE92_09040
ko:K09022	ppoy:RE92_09050
ko:K03088	ppoy:RE92_09055
ko:K02224	ppoy:RE92_13610
ko:K06284	ppoy:RE92_13615
ko:K09992	ppoy:RE92_13620
ko:K03688	ppoy:RE92_13630
ko:K03321	ppoy:RE92_13640
ko:K02029	ppoy:RE92_13645
ko:K02029	ppoy:RE92_13650
ko:K02028	ppoy:RE92_13655
ko:K02030	ppoy:RE92_13660
ko:K09835	ppoy:RE92_13670
ko:K05592	ppoy:RE92_13740
ko:K02013	ppoy:RE92_13765
ko:K00432	ppoy:RE92_13770
ko:K03817	ppoy:RE92_13800
ko:K01886	ppoy:RE92_13810
ko:K05820	ppoy:RE92_13815
ko:K03752	ppoy:RE92_13820
ko:K06895	ppoy:RE92_13825
ko:K00917	ppoy:RE92_13845
ko:K18925	ppoy:RE92_13850
ko:K18924	ppoy:RE92_13855
ko:K06131	ppoy:RE92_13865
ko:K09936	ppoy:RE92_13875
ko:K09936	ppoy:RE92_13885
ko:K01823	ppoy:RE92_13890
ko:K03671	ppoy:RE92_00070
ko:K06147	ppoy:RE92_00095
ko:K06147	ppoy:RE92_00100
ko:K02954	ppoy:RE92_00120
ko:K01494	ppoy:RE92_00125
ko:K01426	ppoy:RE92_00140
ko:K01714	ppoy:RE92_00160
ko:K01686	ppoy:RE92_00185
ko:K00040	ppoy:RE92_00190
ko:K08174	ppoy:RE92_00195
ko:K09702	ppoy:RE92_00215
ko:K01921	ppoy:RE92_00225
ko:K19265	ppoy:RE92_00245
ko:K02529	ppoy:RE92_00255
ko:K08168	ppoy:RE92_00260
ko:K00059	ppoy:RE92_00275
ko:K10119	ppoy:RE92_00315
ko:K10118	ppoy:RE92_00320
ko:K10117	ppoy:RE92_00325
ko:K07720	ppoy:RE92_00330
ko:K07718	ppoy:RE92_00335
ko:K02529	ppoy:RE92_00340
ko:K07407	ppoy:RE92_00345
ko:K01560	ppoy:RE92_00350
ko:K01259	ppoy:RE92_00355
ko:K07228	ppoy:RE92_04615
ko:K03455	ppoy:RE92_04620
ko:K11784	ppoy:RE92_04630
ko:K01760	ppoy:RE92_04635
ko:K01739	ppoy:RE92_04640
ko:K00651	ppoy:RE92_04645
ko:K03284	ppoy:RE92_04650
ko:K00847	ppoy:RE92_04660
ko:K00537	ppoy:RE92_04670
ko:K06180	ppoy:RE92_04675
ko:K00798	ppoy:RE92_04680
ko:K10907	ppoy:RE92_04695
ko:K08222	ppoy:RE92_04720
ko:K08989	ppoy:RE92_04730
ko:K07456	ppoy:RE92_04735
ko:K01890	ppoy:RE92_04750
ko:K01889	ppoy:RE92_04755
ko:K01732	ppoy:RE92_04765
ko:K00052	ppoy:RE92_04795
ko:K01649	ppoy:RE92_04800
ko:K00053	ppoy:RE92_04805
ko:K01653	ppoy:RE92_04810
ko:K01652	ppoy:RE92_04815
ko:K02057	ppoy:RE92_04830
ko:K02057	ppoy:RE92_04835
ko:K02056	ppoy:RE92_04840
ko:K07335	ppoy:RE92_04845
ko:K02887	ppoy:RE92_04850
ko:K02916	ppoy:RE92_04855
ko:K02520	ppoy:RE92_04860
ko:K03429	ppoy:RE92_04875
ko:K03439	ppoy:RE92_04880
ko:K04750	ppoy:RE92_09100
ko:K01740	ppoy:RE92_09110
ko:K03790	ppoy:RE92_09135
ko:K10711	ppoy:RE92_09165
ko:K10710	ppoy:RE92_09170
ko:K10709	ppoy:RE92_09185
ko:K06295	ppoy:RE92_09200
ko:K06297	ppoy:RE92_09205
ko:K06296	ppoy:RE92_09210
ko:K03406	ppoy:RE92_09235
ko:K05306	ppoy:RE92_09240
ko:K17758	ppoy:RE92_09250
ko:K17759	ppoy:RE92_09250
ko:K07118	ppoy:RE92_09255
ko:K07404	ppoy:RE92_09275
ko:K08153	ppoy:RE92_09280
ko:K14205	ppoy:RE92_09295
ko:K03611	ppoy:RE92_09305
ko:K01218	ppoy:RE92_09315
ko:K06942	ppoy:RE92_13900
ko:K02835	ppoy:RE92_13905
ko:K02493	ppoy:RE92_13910
ko:K06387	ppoy:RE92_13920
ko:K07566	ppoy:RE92_13925
ko:K00600	ppoy:RE92_13945
ko:K10118	ppoy:RE92_13950
ko:K10119	ppoy:RE92_13955
ko:K10117	ppoy:RE92_13960
ko:K00761	ppoy:RE92_13965
ko:K01791	ppoy:RE92_13970
ko:K02116	ppoy:RE92_13980
ko:K02108	ppoy:RE92_13985
ko:K02110	ppoy:RE92_13990
ko:K02109	ppoy:RE92_13995
ko:K02113	ppoy:RE92_14000
ko:K02111	ppoy:RE92_14005
ko:K02115	ppoy:RE92_14010
ko:K02112	ppoy:RE92_14015
ko:K02114	ppoy:RE92_14020
ko:K00790	ppoy:RE92_14030
ko:K06381	ppoy:RE92_14035
ko:K06386	ppoy:RE92_14040
ko:K06283	ppoy:RE92_14045
ko:K03569	ppoy:RE92_14050
ko:K02392	ppoy:RE92_14055
ko:K02392	ppoy:RE92_14060
ko:K02372	ppoy:RE92_14070
ko:K01835	ppoy:RE92_14075
ko:K05946	ppoy:RE92_14090
ko:K02851	ppoy:RE92_14095
ko:K00789	ppoy:RE92_14135
ko:K07777	ppoy:RE92_14160
ko:K07692	ppoy:RE92_14165
ko:K06295	ppoy:RE92_00380
ko:K06297	ppoy:RE92_00385
ko:K06296	ppoy:RE92_00390
ko:K01895	ppoy:RE92_00440
ko:K02217	ppoy:RE92_00460
ko:K00702	ppoy:RE92_00485
ko:K00836	ppoy:RE92_00500
ko:K03406	ppoy:RE92_00515
ko:K06888	ppoy:RE92_00520
ko:K01265	ppoy:RE92_00540
ko:K06889	ppoy:RE92_00550
ko:K03088	ppoy:RE92_00555
ko:K01358	ppoy:RE92_00560
ko:K06295	ppoy:RE92_00640
ko:K06297	ppoy:RE92_00645
ko:K06296	ppoy:RE92_00655
ko:K07139	ppoy:RE92_04890
ko:K01809	ppoy:RE92_04900
ko:K00658	ppoy:RE92_04915
ko:K00164	ppoy:RE92_04920
ko:K03790	ppoy:RE92_04960
ko:K07025	ppoy:RE92_04990
ko:K07017	ppoy:RE92_05035
ko:K02015	ppoy:RE92_05040
ko:K02015	ppoy:RE92_05045
ko:K02016	ppoy:RE92_05050
ko:K06950	ppoy:RE92_05055
ko:K19350	ppoy:RE92_22825
ko:K01077	ppoy:RE92_05115
ko:K03654	ppoy:RE92_05125
ko:K06180	ppoy:RE92_05130
ko:K01611	ppoy:RE92_05140
ko:K00027	ppoy:RE92_05145
ko:K07025	ppoy:RE92_05155
ko:K01265	ppoy:RE92_09420
ko:K11476	ppoy:RE92_09425
ko:K00851	ppoy:RE92_09430
ko:K00016	ppoy:RE92_09445
ko:K02795	ppoy:RE92_09485
ko:K02793	ppoy:RE92_09495
ko:K03092	ppoy:RE92_09505
ko:K02072	ppoy:RE92_09530
ko:K02071	ppoy:RE92_09535
ko:K01182	ppoy:RE92_09545
ko:K01119	ppoy:RE92_09560
ko:K03424	ppoy:RE92_09590
ko:K17686	ppoy:RE92_09600
ko:K07213	ppoy:RE92_09605
ko:K03088	ppoy:RE92_09620
ko:K07552	ppoy:RE92_09625
ko:K02398	ppoy:RE92_14195
ko:K02396	ppoy:RE92_14205
ko:K02397	ppoy:RE92_14210
ko:K13626	ppoy:RE92_14220
ko:K03563	ppoy:RE92_14225
ko:K02406	ppoy:RE92_14230
ko:K06603	ppoy:RE92_14270
ko:K02407	ppoy:RE92_14275
ko:K02422	ppoy:RE92_14280
ko:K03704	ppoy:RE92_14290
ko:K05808	ppoy:RE92_14300
ko:K03070	ppoy:RE92_14305
ko:K02836	ppoy:RE92_14310
ko:K00145	ppoy:RE92_14325
ko:K00620	ppoy:RE92_14330
ko:K00930	ppoy:RE92_14335
ko:K00611	ppoy:RE92_14345
ko:K01940	ppoy:RE92_14350
ko:K01755	ppoy:RE92_14355
ko:K09812	ppoy:RE92_14405
ko:K09811	ppoy:RE92_14410
ko:K03797	ppoy:RE92_14420
ko:K02557	ppoy:RE92_14455
ko:K02556	ppoy:RE92_14460
ko:K03702	ppoy:RE92_14465
ko:K03701	ppoy:RE92_14470
ko:K06182	ppoy:RE92_00660
ko:K04750	ppoy:RE92_00670
ko:K02015	ppoy:RE92_00690
ko:K12251	ppoy:RE92_00725
ko:K10536	ppoy:RE92_00730
ko:K07095	ppoy:RE92_00735
ko:K01223	ppoy:RE92_00740
ko:K02935	ppoy:RE92_00750
ko:K03976	ppoy:RE92_00755
ko:K01569	ppoy:RE92_00760
ko:K06893	ppoy:RE92_00770
ko:K16137	ppoy:RE92_00775
ko:K01881	ppoy:RE92_00790
ko:K07146	ppoy:RE92_00810
ko:K07088	ppoy:RE92_00815
ko:K02013	ppoy:RE92_00820
ko:K01569	ppoy:RE92_00825
ko:K00971	ppoy:RE92_00840
ko:K06987	ppoy:RE92_00845
ko:K03217	ppoy:RE92_00885
ko:K03517	ppoy:RE92_00895
ko:K04487	ppoy:RE92_00900
ko:K07105	ppoy:RE92_00905
ko:K03624	ppoy:RE92_00910
ko:K03823	ppoy:RE92_05175
ko:K09125	ppoy:RE92_05190
ko:K06956	ppoy:RE92_05195
ko:K02755	ppoy:RE92_05200
ko:K02756	ppoy:RE92_05200
ko:K02757	ppoy:RE92_05200
ko:K03488	ppoy:RE92_05205
ko:K02755	ppoy:RE92_05210
ko:K02756	ppoy:RE92_05210
ko:K02757	ppoy:RE92_05210
ko:K03406	ppoy:RE92_05215
ko:K02232	ppoy:RE92_05220
ko:K02233	ppoy:RE92_05225
ko:K02231	ppoy:RE92_05230
ko:K00768	ppoy:RE92_05235
ko:K02013	ppoy:RE92_05240
ko:K02015	ppoy:RE92_05245
ko:K02016	ppoy:RE92_05250
ko:K02226	ppoy:RE92_05255
ko:K02227	ppoy:RE92_05260
ko:K04720	ppoy:RE92_05265
ko:K03800	ppoy:RE92_05270
ko:K06167	ppoy:RE92_05290
ko:K02045	ppoy:RE92_05295
ko:K01810	ppoy:RE92_05315
ko:K09913	ppoy:RE92_05325
ko:K00615	ppoy:RE92_05330
ko:K01433	ppoy:RE92_05335
ko:K01151	ppoy:RE92_05340
ko:K07071	ppoy:RE92_05345
ko:K02278	ppoy:RE92_05355
ko:K12511	ppoy:RE92_05380
ko:K12510	ppoy:RE92_05385
ko:K02283	ppoy:RE92_05390
ko:K07646	ppoy:RE92_05405
ko:K11709	ppoy:RE92_05410
ko:K11708	ppoy:RE92_05415
ko:K11710	ppoy:RE92_05420
ko:K11707	ppoy:RE92_05425
ko:K14166	ppoy:RE92_09640
ko:K07284	ppoy:RE92_09695
ko:K09705	ppoy:RE92_09705
ko:K10041	ppoy:RE92_09710
ko:K10039	ppoy:RE92_09715
ko:K10040	ppoy:RE92_09720
ko:K10040	ppoy:RE92_09725
ko:K02035	ppoy:RE92_09735
ko:K02034	ppoy:RE92_09740
ko:K02033	ppoy:RE92_09745
ko:K01752	ppoy:RE92_09765
ko:K01752	ppoy:RE92_09770
ko:K03186	ppoy:RE92_09800
ko:K07720	ppoy:RE92_09810
ko:K07718	ppoy:RE92_09815
ko:K10119	ppoy:RE92_09820
ko:K10118	ppoy:RE92_09825
ko:K10117	ppoy:RE92_09830
ko:K10851	ppoy:RE92_09855
ko:K07696	ppoy:RE92_09860
ko:K00366	ppoy:RE92_14480
ko:K00657	ppoy:RE92_14495
ko:K08303	ppoy:RE92_14500
ko:K00963	ppoy:RE92_14515
ko:K09692	ppoy:RE92_14535
ko:K01953	ppoy:RE92_14545
ko:K00973	ppoy:RE92_14565
ko:K01790	ppoy:RE92_14580
ko:K01710	ppoy:RE92_14585
ko:K00067	ppoy:RE92_14590
ko:K07094	ppoy:RE92_14615
ko:K03657	ppoy:RE92_14620
ko:K01972	ppoy:RE92_14625
ko:K03708	ppoy:RE92_14660
ko:K03696	ppoy:RE92_14675
ko:K04485	ppoy:RE92_14680
ko:K07067	ppoy:RE92_14685
ko:K17103	ppoy:RE92_14690
ko:K00991	ppoy:RE92_14700
ko:K01770	ppoy:RE92_14705
ko:K09698	ppoy:RE92_14710
ko:K00640	ppoy:RE92_14715
ko:K01883	ppoy:RE92_14720
ko:K11145	ppoy:RE92_14725
ko:K03218	ppoy:RE92_14730
ko:K06962	ppoy:RE92_14735
ko:K03091	ppoy:RE92_14740
ko:K03073	ppoy:RE92_14745
ko:K02601	ppoy:RE92_14750
ko:K02867	ppoy:RE92_14755
ko:K02863	ppoy:RE92_14760
ko:K02864	ppoy:RE92_14765
ko:K06147	ppoy:RE92_00960
ko:K11085	ppoy:RE92_00965
ko:K02446	ppoy:RE92_00975
ko:K09773	ppoy:RE92_00980
ko:K02004	ppoy:RE92_00990
ko:K02003	ppoy:RE92_00995
ko:K02005	ppoy:RE92_01000
ko:K07443	ppoy:RE92_01015
ko:K00782	ppoy:RE92_01045
ko:K18929	ppoy:RE92_01050
ko:K18928	ppoy:RE92_01055
ko:K00848	ppoy:RE92_01065
ko:K01820	ppoy:RE92_01070
ko:K05593	ppoy:RE92_01130
ko:K03413	ppoy:RE92_01155
ko:K09815	ppoy:RE92_01170
ko:K09816	ppoy:RE92_01175
ko:K09817	ppoy:RE92_01180
ko:K02016	ppoy:RE92_01185
ko:K02013	ppoy:RE92_01190
ko:K02015	ppoy:RE92_01195
ko:K07089	ppoy:RE92_01205
ko:K03322	ppoy:RE92_05450
ko:K01548	ppoy:RE92_05460
ko:K01547	ppoy:RE92_05465
ko:K01546	ppoy:RE92_05470
ko:K00432	ppoy:RE92_05480
ko:K03095	ppoy:RE92_05550
ko:K06959	ppoy:RE92_05555
ko:K07171	ppoy:RE92_05560
ko:K07723	ppoy:RE92_05565
ko:K01775	ppoy:RE92_05570
ko:K01938	ppoy:RE92_05595
ko:K03406	ppoy:RE92_05640
ko:K03929	ppoy:RE92_05645
ko:K02000	ppoy:RE92_05655
ko:K02001	ppoy:RE92_05660
ko:K02002	ppoy:RE92_05660
ko:K01993	ppoy:RE92_05670
ko:K05813	ppoy:RE92_05680
ko:K05815	ppoy:RE92_05685
ko:K05814	ppoy:RE92_05690
ko:K00845	ppoy:RE92_09995
ko:K01788	ppoy:RE92_10005
ko:K01197	ppoy:RE92_10015
ko:K17246	ppoy:RE92_10020
ko:K17245	ppoy:RE92_10025
ko:K17244	ppoy:RE92_10030
ko:K08976	ppoy:RE92_10035
ko:K06975	ppoy:RE92_10040
ko:K01971	ppoy:RE92_10045
ko:K01066	ppoy:RE92_10055
ko:K15986	ppoy:RE92_10060
ko:K02484	ppoy:RE92_10070
ko:K00963	ppoy:RE92_10095
ko:K01126	ppoy:RE92_10105
ko:K04079	ppoy:RE92_10115
ko:K01209	ppoy:RE92_10120
ko:K02026	ppoy:RE92_10130
ko:K02025	ppoy:RE92_10135
ko:K02027	ppoy:RE92_10140
ko:K05349	ppoy:RE92_10145
ko:K02529	ppoy:RE92_10155
ko:K01990	ppoy:RE92_10180
ko:K02935	ppoy:RE92_14770
