ko:K03465	bah:BAMEG_0822
ko:K01875	bah:BAMEG_0018
ko:K02343	bah:BAMEG_0026
ko:K09747	bah:BAMEG_0027
ko:K03750	bah:BAMEG_1009
ko:K03635	bah:BAMEG_1010
ko:K03636	bah:BAMEG_1011
ko:K03593	bah:BAMEG_1012
ko:K05786	bah:BAMEG_1016
ko:K09775	bah:BAMEG_1017
ko:K00059	bah:BAMEG_1020
ko:K01755	bah:BAMEG_1028
ko:K06976	bah:BAMEG_1029
ko:K07034	bah:BAMEG_1035
ko:K03704	bah:BAMEG_1038
ko:K07104	bah:BAMEG_1045
ko:K07507	bah:BAMEG_1048
ko:K01387	bah:BAMEG_1049
ko:K03453	bah:BAMEG_1058
ko:K07734	bah:BAMEG_1061
ko:K01126	bah:BAMEG_1071
ko:K03311	bah:BAMEG_2681
ko:K03311	bah:BAMEG_2682
ko:K03169	bah:BAMEG_2686
ko:K01262	bah:BAMEG_2691
ko:K01489	bah:BAMEG_2697
ko:K00756	bah:BAMEG_2698
ko:K01619	bah:BAMEG_2700
ko:K00077	bah:BAMEG_2710
ko:K07146	bah:BAMEG_2712
ko:K03322	bah:BAMEG_2713
ko:K07150	bah:BAMEG_2736
ko:K07282	bah:BAMEG_2737
ko:K01754	bah:BAMEG_2738
ko:K01687	bah:BAMEG_2739
ko:K00053	bah:BAMEG_2740
ko:K01653	bah:BAMEG_2741
ko:K01652	bah:BAMEG_2742
ko:K00826	bah:BAMEG_2743
ko:K03308	bah:BAMEG_2755
ko:K01738	bah:BAMEG_2759
ko:K08223	bah:BAMEG_2760
ko:K03665	bah:BAMEG_2763
ko:K00648	bah:BAMEG_2765
ko:K01448	bah:BAMEG_2774
ko:K00928	bah:BAMEG_2781
ko:K01914	bah:BAMEG_2785
ko:K07719	bah:BAMEG_2789
ko:K07717	bah:BAMEG_2790
ko:K00027	bah:BAMEG_2791
ko:K01744	bah:BAMEG_2792
ko:K11102	bah:BAMEG_2793
ko:K09903	bah:BAMEG_2794
ko:K01753	bah:BAMEG_2806
ko:K06196	bah:BAMEG_2812
ko:K05995	bah:BAMEG_2816
ko:K01679	bah:BAMEG_2822
ko:K03315	bah:BAMEG_2823
ko:K03088	bah:BAMEG_2835
ko:K01953	bah:BAMEG_2836
ko:K01834	bah:BAMEG_2843
ko:K02011	bah:BAMEG_2851
ko:K02012	bah:BAMEG_2852
ko:K01628	bah:BAMEG_0408
ko:K02277	bah:BAMEG_4194
ko:K01271	bah:BAMEG_4893
ko:K04749	bah:BAMEG_3581
ko:K01193	bah:BAMEG_3805
ko:K01200	bah:BAMEG_1867
ko:K01934	bah:BAMEG_4525
ko:K06349	bah:BAMEG_0166
ko:K07192	bah:BAMEG_4029
ko:K00010	bah:BAMEG_2091
ko:K02490	bah:BAMEG_5625
ko:K03711	bah:BAMEG_4352
ko:K13052	bah:BAMEG_0070
ko:K06334	bah:BAMEG_3753
ko:K06333	bah:BAMEG_3752
ko:K08967	bah:BAMEG_4299
ko:K06434	bah:BAMEG_0965
ko:K00537	bah:BAMEG_5285
ko:K00805	bah:BAMEG_3058
ko:K03429	bah:BAMEG_4095
ko:K06889	bah:BAMEG_2725
ko:K06889	bah:BAMEG_1733
ko:K07052	bah:BAMEG_0310
ko:K01739	bah:BAMEG_4516
ko:K03722	bah:BAMEG_3009
ko:K00666	bah:BAMEG_0943
ko:K13280	bah:BAMEG_3308
ko:K02000	bah:BAMEG_1810
ko:K06425	bah:BAMEG_2858
ko:K06425	bah:BAMEG_3974
ko:K06426	bah:BAMEG_4836
ko:K05946	bah:BAMEG_1730
ko:K01034	bah:BAMEG_2299
ko:K01119	bah:BAMEG_4385
ko:K09702	bah:BAMEG_2158
ko:K06311	bah:BAMEG_3877
ko:K06312	bah:BAMEG_1463
ko:K06312	bah:BAMEG_3876
ko:K06313	bah:BAMEG_1848
ko:K06417	bah:BAMEG_4727
ko:K06325	bah:BAMEG_0415
ko:K11072	bah:BAMEG_3299
ko:K02647	bah:BAMEG_3287
ko:K11473	bah:BAMEG_3289
ko:K06180	bah:BAMEG_3292
ko:K11069	bah:BAMEG_3296
ko:K11070	bah:BAMEG_3297
ko:K11071	bah:BAMEG_3298
ko:K09607	bah:BAMEG_3301
ko:K00164	bah:BAMEG_3322
ko:K00658	bah:BAMEG_3323
ko:K09136	bah:BAMEG_3325
ko:K00526	bah:BAMEG_3221
ko:K00525	bah:BAMEG_3222
ko:K00525	bah:BAMEG_3224
ko:K03647	bah:BAMEG_3225
ko:K10026	bah:BAMEG_3234
ko:K01737	bah:BAMEG_3235
ko:K06920	bah:BAMEG_3236
ko:K09798	bah:BAMEG_3245
ko:K03430	bah:BAMEG_3255
ko:K05306	bah:BAMEG_3256
ko:K02011	bah:BAMEG_3257
ko:K02012	bah:BAMEG_3260
ko:K03821	bah:BAMEG_3265
ko:K00023	bah:BAMEG_3266
ko:K02598	bah:BAMEG_3276
ko:K01649	bah:BAMEG_3175
ko:K00053	bah:BAMEG_3176
ko:K01653	bah:BAMEG_3177
ko:K01652	bah:BAMEG_3178
ko:K00826	bah:BAMEG_3179
ko:K03498	bah:BAMEG_3186
ko:K06153	bah:BAMEG_3192
ko:K03327	bah:BAMEG_3193
ko:K03367	bah:BAMEG_3204
ko:K03739	bah:BAMEG_3205
ko:K03740	bah:BAMEG_3207
ko:K01703	bah:BAMEG_3173
ko:K00052	bah:BAMEG_3174
ko:K03303	bah:BAMEG_3334
ko:K01695	bah:BAMEG_3336
ko:K01696	bah:BAMEG_3337
ko:K01817	bah:BAMEG_3338
ko:K01609	bah:BAMEG_3339
ko:K00766	bah:BAMEG_3340
ko:K01658	bah:BAMEG_3341
ko:K01657	bah:BAMEG_3342
ko:K11928	bah:BAMEG_3344
ko:K00208	bah:BAMEG_3358
ko:K00067	bah:BAMEG_3359
ko:K01710	bah:BAMEG_3360
ko:K01790	bah:BAMEG_3361
ko:K00973	bah:BAMEG_3362
ko:K06180	bah:BAMEG_3375
ko:K00858	bah:BAMEG_3376
ko:K07816	bah:BAMEG_3377
ko:K06886	bah:BAMEG_3380
ko:K08602	bah:BAMEG_3383
ko:K06131	bah:BAMEG_3385
ko:K02035	bah:BAMEG_3391
ko:K00549	bah:BAMEG_4259
ko:K01992	bah:BAMEG_3524
ko:K00024	bah:BAMEG_4868
ko:K01270	bah:BAMEG_2105
ko:K12257	bah:BAMEG_4675
ko:K03768	bah:BAMEG_4322
ko:K03386	bah:BAMEG_0405
ko:K06889	bah:BAMEG_4368
ko:K03657	bah:BAMEG_3532
ko:K01118	bah:BAMEG_2683
ko:K03657	bah:BAMEG_1782
ko:K03574	bah:BAMEG_1548
ko:K07979	bah:BAMEG_4479
ko:K06408	bah:BAMEG_4325
ko:K07025	bah:BAMEG_4460
ko:K07025	bah:BAMEG_5075
ko:K01777	bah:BAMEG_3661
ko:K01784	bah:BAMEG_5551
ko:K00951	bah:BAMEG_4671
ko:K06948	bah:BAMEG_4598
ko:K06419	bah:BAMEG_3701
ko:K00128	bah:BAMEG_1021
ko:K00805	bah:BAMEG_3060
ko:K13767	bah:BAMEG_4795
ko:K10680	bah:BAMEG_0927
ko:K06395	bah:BAMEG_4447
ko:K03296	bah:BAMEG_3866
ko:K11754	bah:BAMEG_4724
ko:K01424	bah:BAMEG_1475
ko:K01424	bah:BAMEG_3076
ko:K01104	bah:BAMEG_1232
ko:K03321	bah:BAMEG_3682
ko:K07148	bah:BAMEG_5350
ko:K02347	bah:BAMEG_4825
ko:K05520	bah:BAMEG_3715
ko:K18925	bah:BAMEG_3724
ko:K06305	bah:BAMEG_5685
ko:K18924	bah:BAMEG_3725
ko:K13256	bah:BAMEG_5375
ko:K06295	bah:BAMEG_3952
ko:K06299	bah:BAMEG_3432
ko:K06300	bah:BAMEG_3433
ko:K06301	bah:BAMEG_3434
ko:K06183	bah:BAMEG_4988
ko:K13038	bah:BAMEG_0624
ko:K06303	bah:BAMEG_3436
ko:K06306	bah:BAMEG_0966
ko:K08234	bah:BAMEG_3979
ko:K13281	bah:BAMEG_5636
ko:K06307	bah:BAMEG_1001
ko:K06308	bah:BAMEG_5020
ko:K11085	bah:BAMEG_4077
ko:K06413	bah:BAMEG_0794
ko:K06348	bah:BAMEG_5199
ko:K06380	bah:BAMEG_4723
ko:K06384	bah:BAMEG_4353
ko:K06386	bah:BAMEG_5570
ko:K07729	bah:BAMEG_3891
ko:K06343	bah:BAMEG_3352
ko:K10810	bah:BAMEG_3830
ko:K13275	bah:BAMEG_2585
ko:K01119	bah:BAMEG_2079
ko:K03887	bah:BAMEG_3049
ko:K06867	bah:BAMEG_4954
ko:K00611	bah:BAMEG_4390
ko:K18231	bah:BAMEG_1996
ko:K13531	bah:BAMEG_0761
ko:K11616	bah:BAMEG_4008
ko:K07214	bah:BAMEG_1900
ko:K00058	bah:BAMEG_1305
ko:K03406	bah:BAMEG_0433
ko:K03406	bah:BAMEG_0434
ko:K03406	bah:BAMEG_0445
ko:K03406	bah:BAMEG_2577
ko:K06378	bah:BAMEG_4336
ko:K01990	bah:BAMEG_3525
ko:K02823	bah:BAMEG_0607
ko:K06409	bah:BAMEG_4677
ko:K01897	bah:BAMEG_4797
ko:K06402	bah:BAMEG_4714
ko:K05281	bah:BAMEG_1557
ko:K00128	bah:BAMEG_3300
ko:K01077	bah:BAMEG_1604
ko:K09963	bah:BAMEG_3732
ko:K09963	bah:BAMEG_3769
ko:K03406	bah:BAMEG_5309
ko:K03406	bah:BAMEG_5333
ko:K03406	bah:BAMEG_5368
ko:K03406	bah:BAMEG_3902
ko:K03406	bah:BAMEG_4011
ko:K03406	bah:BAMEG_3455
ko:K02004	bah:BAMEG_1362
ko:K03406	bah:BAMEG_4028
ko:K05020	bah:BAMEG_5526
ko:K07025	bah:BAMEG_0611
ko:K07025	bah:BAMEG_1875
ko:K00131	bah:BAMEG_3708
ko:K00019	bah:BAMEG_4288
ko:K04518	bah:BAMEG_4700
ko:K12574	bah:BAMEG_0696
ko:K15518	bah:BAMEG_0022
ko:K04091	bah:BAMEG_1685
ko:K06421	bah:BAMEG_3271
ko:K07017	bah:BAMEG_0769
ko:K06410	bah:BAMEG_0691
ko:K12573	bah:BAMEG_5388
ko:K00104	bah:BAMEG_3288
ko:K01421	bah:BAMEG_3495
ko:K00841	bah:BAMEG_4265
ko:K13730	bah:BAMEG_3249
ko:K07052	bah:BAMEG_3951
ko:K13652	bah:BAMEG_1551
ko:K09776	bah:BAMEG_4238
ko:K01534	bah:BAMEG_0479
ko:K13542	bah:BAMEG_2448
ko:K01534	bah:BAMEG_3990
ko:K01843	bah:BAMEG_2294
ko:K01779	bah:BAMEG_1953
ko:K01779	bah:BAMEG_2373
ko:K01779	bah:BAMEG_5039
ko:K06415	bah:BAMEG_3790
ko:K09190	bah:BAMEG_1488
ko:K03317	bah:BAMEG_0391
ko:K03480	bah:BAMEG_4311
ko:K01992	bah:BAMEG_4071
ko:K07250	bah:BAMEG_0384
ko:K01916	bah:BAMEG_2590
ko:K02217	bah:BAMEG_5348
ko:K00863	bah:BAMEG_3604
ko:K01784	bah:BAMEG_5748
ko:K03741	bah:BAMEG_1416
ko:K01537	bah:BAMEG_0474
ko:K02004	bah:BAMEG_5118
ko:K06956	bah:BAMEG_4504
ko:K01479	bah:BAMEG_0925
ko:K03215	bah:BAMEG_0393
ko:K03657	bah:BAMEG_3351
ko:K02303	bah:BAMEG_3147
ko:K03294	bah:BAMEG_5314
ko:K03294	bah:BAMEG_3738
ko:K03294	bah:BAMEG_3992
ko:K03574	bah:BAMEG_3965
ko:K03328	bah:BAMEG_0065
ko:K03294	bah:BAMEG_1471
ko:K07038	bah:BAMEG_B0110
ko:K02503	bah:BAMEG_3526
ko:K13075	bah:BAMEG_1114
ko:K01537	bah:BAMEG_0619
ko:K01759	bah:BAMEG_1227
ko:K00949	bah:BAMEG_0634
ko:K06347	bah:BAMEG_5198
ko:K06310	bah:BAMEG_1461
ko:K06350	bah:BAMEG_1512
ko:K01491	bah:BAMEG_4440
ko:K04072	bah:BAMEG_4636
ko:K13953	bah:BAMEG_2328
ko:K13292	bah:BAMEG_5444
ko:K10947	bah:BAMEG_4287
ko:K09457	bah:BAMEG_3233
ko:K04767	bah:BAMEG_4949
ko:K00625	bah:BAMEG_5681
ko:K06895	bah:BAMEG_2599
ko:K00675	bah:BAMEG_1079
ko:K00675	bah:BAMEG_1878
ko:K02069	bah:BAMEG_5233
ko:K06518	bah:BAMEG_0746
ko:K06518	bah:BAMEG_0905
ko:K04517	bah:BAMEG_1648
ko:K00034	bah:BAMEG_4999
ko:K02068	bah:BAMEG_5232
ko:K00620	bah:BAMEG_4393
ko:K07729	bah:BAMEG_2076
ko:K06318	bah:BAMEG_4687
ko:K06327	bah:BAMEG_3015
ko:K06328	bah:BAMEG_0725
ko:K06329	bah:BAMEG_1489
ko:K06330	bah:BAMEG_2544
ko:K06332	bah:BAMEG_3751
ko:K06312	bah:BAMEG_1464
ko:K01791	bah:BAMEG_5483
ko:K01791	bah:BAMEG_5555
ko:K01929	bah:BAMEG_2411
ko:K06311	bah:BAMEG_1462
ko:K01515	bah:BAMEG_4355
ko:K02315	bah:BAMEG_0511
ko:K01990	bah:BAMEG_4478
ko:K01990	bah:BAMEG_1239
ko:K06418	bah:BAMEG_1480
ko:K06428	bah:BAMEG_4087
ko:K02824	bah:BAMEG_0601
ko:K01077	bah:BAMEG_4611
ko:K01777	bah:BAMEG_1762
ko:K06404	bah:BAMEG_4330
ko:K06345	bah:BAMEG_4692
ko:K06335	bah:BAMEG_0952
ko:K06336	bah:BAMEG_3307
ko:K00302	bah:BAMEG_1757
ko:K00302	bah:BAMEG_1758
ko:K05337	bah:BAMEG_3090
ko:K02826	bah:BAMEG_3883
ko:K06370	bah:BAMEG_4693
ko:K06371	bah:BAMEG_4600
ko:K06375	bah:BAMEG_4708
ko:K06401	bah:BAMEG_4715
ko:K06403	bah:BAMEG_4331
ko:K06411	bah:BAMEG_0692
ko:K08986	bah:BAMEG_2538
ko:K07052	bah:BAMEG_2175
ko:K01994	bah:BAMEG_4760
ko:K02205	bah:BAMEG_3944
ko:K06979	bah:BAMEG_3006
ko:K13853	bah:BAMEG_1645
ko:K13789	bah:BAMEG_4437
ko:K03547	bah:BAMEG_3563
ko:K08222	bah:BAMEG_4535
ko:K01273	bah:BAMEG_0720
ko:K03574	bah:BAMEG_5438
ko:K03892	bah:BAMEG_1413
ko:K01958	bah:BAMEG_4200
ko:K11184	bah:BAMEG_5434
ko:K00958	bah:BAMEG_3151
ko:K01961	bah:BAMEG_2052
ko:K02057	bah:BAMEG_0706
ko:K01174	bah:BAMEG_A0204
ko:K01455	bah:BAMEG_4192
ko:K13532	bah:BAMEG_3243
ko:K07697	bah:BAMEG_4263
ko:K05799	bah:BAMEG_3283
ko:K03886	bah:BAMEG_3050
ko:K11535	bah:BAMEG_3980
ko:K14228	bah:BAMEG_3855
ko:K14228	bah:BAMEG_5174
ko:K02004	bah:BAMEG_2208
ko:K02004	bah:BAMEG_2120
ko:K02004	bah:BAMEG_1554
ko:K02004	bah:BAMEG_1555
ko:K01434	bah:BAMEG_1295
ko:K00974	bah:BAMEG_3036
ko:K02004	bah:BAMEG_3761
ko:K02004	bah:BAMEG_5030
ko:K02004	bah:BAMEG_4701
ko:K02004	bah:BAMEG_5128
ko:K02004	bah:BAMEG_5541
ko:K13955	bah:BAMEG_1944
ko:K07074	bah:BAMEG_0426
ko:K03317	bah:BAMEG_5522
ko:K03317	bah:BAMEG_5352
ko:K01421	bah:BAMEG_0439
ko:K02315	bah:BAMEG_0816
ko:K01119	bah:BAMEG_0885
ko:K11535	bah:BAMEG_2699
ko:K02827	bah:BAMEG_3884
ko:K00652	bah:BAMEG_4379
ko:K07228	bah:BAMEG_5340
ko:K03719	bah:BAMEG_3213
ko:K04750	bah:BAMEG_4927
ko:K03574	bah:BAMEG_2775
ko:K07149	bah:BAMEG_1357
ko:K07516	bah:BAMEG_5303
ko:K14230	bah:BAMEG_5170
ko:K14230	bah:BAMEG_0072
ko:K01048	bah:BAMEG_5043
ko:K03293	bah:BAMEG_1112
ko:K14233	bah:BAMEG_0019
ko:K14233	bah:BAMEG_5168
ko:K14233	bah:BAMEG_3850
ko:K14233	bah:BAMEG_3849
ko:K14233	bah:BAMEG_3851
ko:K07052	bah:BAMEG_4838
ko:K03296	bah:BAMEG_5732
ko:K03491	bah:BAMEG_3768
ko:K02116	bah:BAMEG_1206
ko:K07228	bah:BAMEG_5028
ko:K02116	bah:BAMEG_5057
ko:K06958	bah:BAMEG_5437
ko:K02116	bah:BAMEG_5601
ko:K14392	bah:BAMEG_1023
ko:K04095	bah:BAMEG_1321
ko:K06889	bah:BAMEG_1253
ko:K01560	bah:BAMEG_1234
ko:K01560	bah:BAMEG_5703
ko:K02304	bah:BAMEG_2450
ko:K02056	bah:BAMEG_0703
ko:K07979	bah:BAMEG_4338
ko:K03093	bah:BAMEG_1143
ko:K14224	bah:BAMEG_0288
ko:K14224	bah:BAMEG_4060
ko:K14224	bah:BAMEG_0175
ko:K14224	bah:BAMEG_5158
ko:K14224	bah:BAMEG_0073
ko:K14224	bah:BAMEG_5766
ko:K03758	bah:BAMEG_3712
ko:K05822	bah:BAMEG_4234
ko:K11686	bah:BAMEG_2307
ko:K14229	bah:BAMEG_0179
ko:K14229	bah:BAMEG_3858
ko:K14229	bah:BAMEG_5163
ko:K14229	bah:BAMEG_5767
ko:K14229	bah:BAMEG_0292
ko:K14237	bah:BAMEG_0176
ko:K14237	bah:BAMEG_3861
ko:K14237	bah:BAMEG_5179
ko:K14237	bah:BAMEG_4059
ko:K14237	bah:BAMEG_0289
ko:K14228	bah:BAMEG_4047
ko:K06893	bah:BAMEG_3730
ko:K05847	bah:BAMEG_2314
ko:K07705	bah:BAMEG_5738
ko:K11619	bah:BAMEG_3138
ko:K07476	bah:BAMEG_5283
ko:K14220	bah:BAMEG_0173
ko:K14220	bah:BAMEG_0286
ko:K14220	bah:BAMEG_5160
ko:K14220	bah:BAMEG_4062
ko:K07052	bah:BAMEG_B0054
ko:K01449	bah:BAMEG_5684
ko:K01990	bah:BAMEG_1695
ko:K14228	bah:BAMEG_5176
ko:K14228	bah:BAMEG_3857
ko:K01983	bah:BAMEG_0025
ko:K01990	bah:BAMEG_3219
ko:K07791	bah:BAMEG_0444
ko:K06133	bah:BAMEG_2225
ko:K14219	bah:BAMEG_4746
ko:K01449	bah:BAMEG_1847
ko:K00318	bah:BAMEG_5306
ko:K19689	bah:BAMEG_0388
ko:K06714	bah:BAMEG_4117
ko:K02851	bah:BAMEG_5485
ko:K11189	bah:BAMEG_4309
ko:K06168	bah:BAMEG_0723
ko:K13653	bah:BAMEG_3465
ko:K13653	bah:BAMEG_5120
ko:K13770	bah:BAMEG_4796
ko:K06304	bah:BAMEG_2258
ko:K06714	bah:BAMEG_2295
ko:K00632	bah:BAMEG_5302
ko:K13530	bah:BAMEG_0762
ko:K07078	bah:BAMEG_1185
ko:K06994	bah:BAMEG_2191
ko:K00851	bah:BAMEG_2320
ko:K00121	bah:BAMEG_1479
ko:K01664	bah:BAMEG_0082
ko:K00472	bah:BAMEG_4493
ko:K02057	bah:BAMEG_0705
ko:K06867	bah:BAMEG_4022
ko:K08602	bah:BAMEG_1078
ko:K14155	bah:BAMEG_5195
ko:K09145	bah:BAMEG_3141
ko:K08777	bah:BAMEG_5335
ko:K07117	bah:BAMEG_5367
ko:K07723	bah:BAMEG_0282
ko:K01011	bah:BAMEG_2994
ko:K03762	bah:BAMEG_1586
ko:K01187	bah:BAMEG_0435
ko:K06131	bah:BAMEG_2536
ko:K14221	bah:BAMEG_0290
ko:K14221	bah:BAMEG_4056
ko:K14221	bah:BAMEG_0302
ko:K14221	bah:BAMEG_3847
ko:K14221	bah:BAMEG_5765
ko:K14221	bah:BAMEG_5166
ko:K14225	bah:BAMEG_3856
ko:K14225	bah:BAMEG_5175
ko:K14225	bah:BAMEG_4049
ko:K14225	bah:BAMEG_0180
ko:K02010	bah:BAMEG_2853
ko:K02010	bah:BAMEG_3259
ko:K02010	bah:BAMEG_3258
ko:K00941	bah:BAMEG_3825
ko:K07219	bah:BAMEG_0237
ko:K02029	bah:BAMEG_0430
ko:K11638	bah:BAMEG_3641
ko:K14338	bah:BAMEG_1392
ko:K14226	bah:BAMEG_4051
ko:K14226	bah:BAMEG_5177
ko:K01992	bah:BAMEG_4779
ko:K14540	bah:BAMEG_0656
ko:K06131	bah:BAMEG_5635
ko:K14233	bah:BAMEG_0287
ko:K14233	bah:BAMEG_5159
ko:K03574	bah:BAMEG_1909
ko:K00863	bah:BAMEG_3606
ko:K14230	bah:BAMEG_5169
ko:K14230	bah:BAMEG_4537
ko:K14234	bah:BAMEG_0174
ko:K01449	bah:BAMEG_2002
ko:K14236	bah:BAMEG_0177
ko:K14236	bah:BAMEG_3860
ko:K14236	bah:BAMEG_4053
ko:K14218	bah:BAMEG_0009
ko:K14218	bah:BAMEG_0033
ko:K14218	bah:BAMEG_5171
ko:K14218	bah:BAMEG_3852
ko:K14218	bah:BAMEG_0181
ko:K08978	bah:BAMEG_0487
ko:K01990	bah:BAMEG_2367
ko:K09683	bah:BAMEG_0921
ko:K02001	bah:BAMEG_1811
ko:K09682	bah:BAMEG_3528
ko:K14230	bah:BAMEG_0301
ko:K14230	bah:BAMEG_3848
ko:K14230	bah:BAMEG_4057
ko:K14230	bah:BAMEG_5167
ko:K01978	bah:BAMEG_3012
ko:K00344	bah:BAMEG_2478
ko:K01183	bah:BAMEG_0453
ko:K01607	bah:BAMEG_2651
ko:K07052	bah:BAMEG_5297
ko:K07052	bah:BAMEG_5240
ko:K04757	bah:BAMEG_3580
ko:K14228	bah:BAMEG_0293
ko:K11637	bah:BAMEG_3642
ko:K10907	bah:BAMEG_5190
ko:K07052	bah:BAMEG_1140
ko:K01897	bah:BAMEG_3485
ko:K14393	bah:BAMEG_2955
ko:K00868	bah:BAMEG_5709
ko:K03436	bah:BAMEG_0785
ko:K14233	bah:BAMEG_4061
ko:K10040	bah:BAMEG_3946
ko:K14222	bah:BAMEG_4048
ko:K02803	bah:BAMEG_4107
ko:K02804	bah:BAMEG_4107
ko:K08602	bah:BAMEG_2014
ko:K06994	bah:BAMEG_3294
ko:K01759	bah:BAMEG_1403
ko:K01980	bah:BAMEG_0035
ko:K01980	bah:BAMEG_5181
ko:K01980	bah:BAMEG_0299
ko:K01980	bah:BAMEG_0321
ko:K01980	bah:BAMEG_0092
ko:K01980	bah:BAMEG_0011
ko:K01980	bah:BAMEG_0171
ko:K01980	bah:BAMEG_0343
ko:K01980	bah:BAMEG_4064
ko:K01980	bah:BAMEG_0334
ko:K01980	bah:BAMEG_3863
ko:K01090	bah:BAMEG_2503
ko:K03307	bah:BAMEG_0929
ko:K07496	bah:BAMEG_3560
ko:K07496	bah:BAMEG_5450
ko:K08177	bah:BAMEG_1913
ko:K08177	bah:BAMEG_2233
ko:K14205	bah:BAMEG_3108
ko:K01447	bah:BAMEG_1790
ko:K02005	bah:BAMEG_3759
ko:K03293	bah:BAMEG_3893
ko:K03307	bah:BAMEG_3879
ko:K03324	bah:BAMEG_3772
ko:K05601	bah:BAMEG_1130
ko:K06131	bah:BAMEG_2795
ko:K01992	bah:BAMEG_1240
ko:K01239	bah:BAMEG_1024
ko:K01784	bah:BAMEG_4099
ko:K01985	bah:BAMEG_0012
ko:K01985	bah:BAMEG_0322
ko:K01985	bah:BAMEG_0335
ko:K01985	bah:BAMEG_0036
ko:K01985	bah:BAMEG_0093
ko:K01985	bah:BAMEG_0300
ko:K01985	bah:BAMEG_0344
ko:K01985	bah:BAMEG_4063
ko:K01985	bah:BAMEG_0172
ko:K01985	bah:BAMEG_3862
ko:K01985	bah:BAMEG_5180
ko:K14232	bah:BAMEG_0295
ko:K14232	bah:BAMEG_3853
ko:K14232	bah:BAMEG_5172
ko:K07052	bah:BAMEG_B0091
ko:K14234	bah:BAMEG_5178
ko:K14234	bah:BAMEG_5164
ko:K14234	bah:BAMEG_4054
ko:K14234	bah:BAMEG_3845
ko:K14219	bah:BAMEG_5425
ko:K01286	bah:BAMEG_1575
ko:K00459	bah:BAMEG_3208
ko:K07050	bah:BAMEG_2867
ko:K14188	bah:BAMEG_3206
ko:K07052	bah:BAMEG_3087
ko:K07052	bah:BAMEG_3460
ko:K00128	bah:BAMEG_1765
ko:K05346	bah:BAMEG_2701
ko:K14219	bah:BAMEG_0294
ko:K14219	bah:BAMEG_5173
ko:K14219	bah:BAMEG_3854
ko:K10039	bah:BAMEG_3947
ko:K01449	bah:BAMEG_0738
ko:K02034	bah:BAMEG_2203
ko:K14227	bah:BAMEG_0008
ko:K14227	bah:BAMEG_5161
ko:K14227	bah:BAMEG_0032
ko:K14227	bah:BAMEG_3843
ko:K14225	bah:BAMEG_4041
ko:K14225	bah:BAMEG_4747
ko:K14225	bah:BAMEG_5162
ko:K14225	bah:BAMEG_0296
ko:K01992	bah:BAMEG_2366
ko:K06147	bah:BAMEG_5464
ko:K06418	bah:BAMEG_1483
ko:K02247	bah:BAMEG_4497
ko:K02249	bah:BAMEG_4495
ko:K12574	bah:BAMEG_2950
ko:K09607	bah:BAMEG_3914
ko:K03168	bah:BAMEG_A0206
ko:K01524	bah:BAMEG_4249
ko:K02205	bah:BAMEG_1607
ko:K01119	bah:BAMEG_2080
ko:K07729	bah:BAMEG_4903
ko:K14652	bah:BAMEG_4373
ko:K00752	bah:BAMEG_A0121
ko:K01239	bah:BAMEG_2197
ko:K00001	bah:BAMEG_1066
ko:K00090	bah:BAMEG_5192
ko:K00064	bah:BAMEG_5113
ko:K01069	bah:BAMEG_2061
ko:K00666	bah:BAMEG_2607
ko:K11029	bah:BAMEG_A0137
ko:K01046	bah:BAMEG_1988
ko:K01239	bah:BAMEG_1711
ko:K00020	bah:BAMEG_4302
ko:K02476	bah:BAMEG_4027
ko:K07284	bah:BAMEG_3898
ko:K07284	bah:BAMEG_5104
ko:K01271	bah:BAMEG_0616
ko:K10947	bah:BAMEG_0878
ko:K02030	bah:BAMEG_0431
ko:K02028	bah:BAMEG_0432
ko:K01992	bah:BAMEG_1279
ko:K01992	bah:BAMEG_1696
ko:K01992	bah:BAMEG_2057
ko:K01992	bah:BAMEG_3713
ko:K01992	bah:BAMEG_4474
ko:K01992	bah:BAMEG_4475
ko:K01992	bah:BAMEG_4476
ko:K01992	bah:BAMEG_0981
ko:K01992	bah:BAMEG_4477
ko:K01990	bah:BAMEG_2058
ko:K01990	bah:BAMEG_2461
ko:K01990	bah:BAMEG_4780
ko:K01990	bah:BAMEG_5574
ko:K11615	bah:BAMEG_4009
ko:K11030	bah:BAMEG_A0160
ko:K00344	bah:BAMEG_1086
ko:K00344	bah:BAMEG_1189
ko:K00433	bah:BAMEG_5065
ko:K05303	bah:BAMEG_3368
ko:K01286	bah:BAMEG_3309
ko:K01286	bah:BAMEG_2845
ko:K01286	bah:BAMEG_2641
ko:K01286	bah:BAMEG_2521
ko:K01286	bah:BAMEG_2041
ko:K01286	bah:BAMEG_5305
ko:K01286	bah:BAMEG_5683
ko:K01447	bah:BAMEG_0868
ko:K01447	bah:BAMEG_0555
ko:K07222	bah:BAMEG_1120
ko:K02351	bah:BAMEG_1491
ko:K15035	bah:BAMEG_5385
ko:K01081	bah:BAMEG_4361
ko:K03088	bah:BAMEG_3941
ko:K01760	bah:BAMEG_4517
ko:K14231	bah:BAMEG_3846
ko:K14231	bah:BAMEG_4055
ko:K14231	bah:BAMEG_5764
ko:K14231	bah:BAMEG_5165
ko:K06595	bah:BAMEG_5720
ko:K14237	bah:BAMEG_3313
ko:K07273	bah:BAMEG_1127
ko:K10041	bah:BAMEG_3948
ko:K14166	bah:BAMEG_2678
ko:K01990	bah:BAMEG_4073
