ko:K12979	kpnk:BN49_1127
ko:K07180	kpnk:BN49_2325
ko:K07274	kpnk:BN49_2326
ko:K01792	kpnk:BN49_2328
ko:K00134	kpnk:BN49_2329
ko:K09771	kpnk:BN49_2695
ko:K00040	kpnk:BN49_2697
ko:K11932	kpnk:BN49_2698
ko:K22293	kpnk:BN49_2699
ko:K16066	kpnk:BN49_2700
ko:K01284	kpnk:BN49_2701
ko:K04080	kpnk:BN49_2706
ko:K01190	kpnk:BN49_2708
ko:K13633	kpnk:BN49_2712
ko:K00549	kpnk:BN49_2714
ko:K11959	kpnk:BN49_2715
ko:K11960	kpnk:BN49_2716
ko:K11961	kpnk:BN49_2717
ko:K11962	kpnk:BN49_2718
ko:K11963	kpnk:BN49_2719
ko:K15268	kpnk:BN49_2722
ko:K13630	kpnk:BN49_2723
ko:K13632	kpnk:BN49_2724
ko:K03712	kpnk:BN49_2725
ko:K05595	kpnk:BN49_2726
ko:K00574	kpnk:BN49_3096
ko:K00793	kpnk:BN49_3097
ko:K03327	kpnk:BN49_3098
ko:K06966	kpnk:BN49_3100
ko:K01673	kpnk:BN49_3111
ko:K01759	kpnk:BN49_3114
ko:K19271	kpnk:BN49_3115
ko:K02035	kpnk:BN49_3116
ko:K02033	kpnk:BN49_3117
ko:K02034	kpnk:BN49_3118
ko:K02031	kpnk:BN49_3119
ko:K08310	kpnk:BN49_3485
ko:K01876	kpnk:BN49_3486
ko:K07136	kpnk:BN49_3489
ko:K15256	kpnk:BN49_3490
ko:K15257	kpnk:BN49_3491
ko:K06201	kpnk:BN49_3492
ko:K09907	kpnk:BN49_3493
ko:K01887	kpnk:BN49_3494
ko:K15532	kpnk:BN49_3495
ko:K16210	kpnk:BN49_3496
ko:K14064	kpnk:BN49_3497
ko:K00697	kpnk:BN49_3498
ko:K01087	kpnk:BN49_3499
ko:K10538	kpnk:BN49_3500
ko:K10539	kpnk:BN49_3501
ko:K10537	kpnk:BN49_3502
ko:K02255	kpnk:BN49_3504
ko:K16210	kpnk:BN49_3505
ko:K02217	kpnk:BN49_3510
ko:K03834	kpnk:BN49_3512
ko:K07039	kpnk:BN49_3513
ko:K01714	kpnk:BN49_3514
ko:K01661	kpnk:BN49_3877
ko:K08680	kpnk:BN49_3878
ko:K02551	kpnk:BN49_3879
ko:K02552	kpnk:BN49_3880
ko:K02552	kpnk:BN49_3881
ko:K02348	kpnk:BN49_3882
ko:K00784	kpnk:BN49_3883
ko:K00343	kpnk:BN49_3884
ko:K00342	kpnk:BN49_3885
ko:K00341	kpnk:BN49_3886
ko:K00340	kpnk:BN49_3887
ko:K00339	kpnk:BN49_3888
ko:K00338	kpnk:BN49_3889
ko:K00337	kpnk:BN49_3890
ko:K00336	kpnk:BN49_3891
ko:K00335	kpnk:BN49_3892
ko:K00334	kpnk:BN49_3893
ko:K13378	kpnk:BN49_3894
ko:K00331	kpnk:BN49_3895
ko:K00330	kpnk:BN49_3896
ko:K14260	kpnk:BN49_3898
ko:K08722	kpnk:BN49_3899
ko:K19270	kpnk:BN49_3901
ko:K09161	kpnk:BN49_3902
ko:K09899	kpnk:BN49_3903
ko:K00925	kpnk:BN49_3904
ko:K13788	kpnk:BN49_3905
ko:K07095	kpnk:BN49_3907
ko:K01169	kpnk:BN49_1712
ko:K03326	kpnk:BN49_1713
ko:K12973	kpnk:BN49_1714
ko:K03704	kpnk:BN49_1715
ko:K06199	kpnk:BN49_1716
ko:K11206	kpnk:BN49_1717
ko:K03425	kpnk:BN49_1718
ko:K03644	kpnk:BN49_1719
ko:K03801	kpnk:BN49_1722
ko:K09158	kpnk:BN49_1723
ko:K07258	kpnk:BN49_1724
ko:K03642	kpnk:BN49_1725
ko:K05837	kpnk:BN49_1726
ko:K05515	kpnk:BN49_1727
ko:K00783	kpnk:BN49_1728
ko:K09710	kpnk:BN49_1729
ko:K02226	kpnk:BN49_1730
ko:K00969	kpnk:BN49_1731
ko:K02340	kpnk:BN49_1732
ko:K03643	kpnk:BN49_1733
ko:K01869	kpnk:BN49_1734
ko:K10004	kpnk:BN49_1738
ko:K10002	kpnk:BN49_1739
ko:K10003	kpnk:BN49_1740
ko:K10001	kpnk:BN49_1741
ko:K03820	kpnk:BN49_1742
ko:K06908	kpnk:BN49_1968
ko:K06906	kpnk:BN49_1971
ko:K06905	kpnk:BN49_1972
ko:K07085	kpnk:BN49_1974
ko:K03674	kpnk:BN49_1976
ko:K05844	kpnk:BN49_1979
ko:K11073	kpnk:BN49_1981
ko:K11076	kpnk:BN49_1982
ko:K11075	kpnk:BN49_1983
ko:K11074	kpnk:BN49_1984
ko:K03212	kpnk:BN49_1986
ko:K09996	kpnk:BN49_1989
ko:K09998	kpnk:BN49_1990
ko:K09999	kpnk:BN49_1991
ko:K09997	kpnk:BN49_1992
ko:K10000	kpnk:BN49_1993
ko:K11066	kpnk:BN49_1997
ko:K01620	kpnk:BN49_2000
ko:K07305	kpnk:BN49_2330
ko:K09916	kpnk:BN49_2331
ko:K01183	kpnk:BN49_2333
ko:K08281	kpnk:BN49_2334
ko:K01424	kpnk:BN49_2335
ko:K04773	kpnk:BN49_2336
ko:K07497	kpnk:BN49_2338
ko:K07483	kpnk:BN49_2339
ko:K09474	kpnk:BN49_2340
ko:K01008	kpnk:BN49_2341
ko:K03169	kpnk:BN49_2342
ko:K00262	kpnk:BN49_2344
ko:K08320	kpnk:BN49_2345
ko:K21028	kpnk:BN49_2347
ko:K21028	kpnk:BN49_2348
ko:K05779	kpnk:BN49_2349
ko:K05778	kpnk:BN49_2350
ko:K05777	kpnk:BN49_2351
ko:K01142	kpnk:BN49_2355
ko:K00840	kpnk:BN49_2356
ko:K00673	kpnk:BN49_2357
ko:K06447	kpnk:BN49_2358
ko:K01484	kpnk:BN49_2359
ko:K05526	kpnk:BN49_2360
ko:K05526	kpnk:BN49_2361
ko:K08159	kpnk:BN49_2727
ko:K00058	kpnk:BN49_2730
ko:K01714	kpnk:BN49_2731
ko:K22129	kpnk:BN49_2733
ko:K02946	kpnk:BN49_0397
ko:K02906	kpnk:BN49_0398
ko:K02926	kpnk:BN49_0399
ko:K02892	kpnk:BN49_0400
ko:K02886	kpnk:BN49_0401
ko:K02965	kpnk:BN49_0402
ko:K02890	kpnk:BN49_0403
ko:K02982	kpnk:BN49_0404
ko:K02878	kpnk:BN49_0405
ko:K02904	kpnk:BN49_0406
ko:K02961	kpnk:BN49_0407
ko:K02874	kpnk:BN49_0408
ko:K02895	kpnk:BN49_0409
ko:K02931	kpnk:BN49_0410
ko:K02954	kpnk:BN49_0411
ko:K02994	kpnk:BN49_0412
ko:K02933	kpnk:BN49_0413
ko:K02881	kpnk:BN49_0414
ko:K02988	kpnk:BN49_0415
ko:K02907	kpnk:BN49_0416
ko:K02876	kpnk:BN49_0417
ko:K03076	kpnk:BN49_0418
ko:K02952	kpnk:BN49_0419
ko:K02986	kpnk:BN49_0420
ko:K03040	kpnk:BN49_0421
ko:K02879	kpnk:BN49_0422
ko:K13638	kpnk:BN49_0424
ko:K09890	kpnk:BN49_0425
ko:K03282	kpnk:BN49_0426
ko:K03499	kpnk:BN49_0427
ko:K03500	kpnk:BN49_0428
ko:K03500	kpnk:BN49_0429
ko:K07483	kpnk:BN49_0931
ko:K11906	kpnk:BN49_0932
ko:K11895	kpnk:BN49_0933
ko:K11896	kpnk:BN49_0934
ko:K11891	kpnk:BN49_0939
ko:K11904	kpnk:BN49_0944
ko:K11892	kpnk:BN49_0946
ko:K11893	kpnk:BN49_0947
ko:K08304	kpnk:BN49_0948
ko:K22132	kpnk:BN49_0949
ko:K02426	kpnk:BN49_0950
ko:K01766	kpnk:BN49_0951
ko:K03566	kpnk:BN49_0953
ko:K06968	kpnk:BN49_0955
ko:K02430	kpnk:BN49_0956
ko:K02431	kpnk:BN49_0957
ko:K00879	kpnk:BN49_0958
ko:K01818	kpnk:BN49_0959
ko:K02429	kpnk:BN49_0960
ko:K06917	kpnk:BN49_1451
ko:K01589	kpnk:BN49_1452
ko:K01588	kpnk:BN49_1453
ko:K03269	kpnk:BN49_1454
ko:K03768	kpnk:BN49_1455
ko:K01883	kpnk:BN49_1456
ko:K14761	kpnk:BN49_1457
ko:K01491	kpnk:BN49_1458
ko:K02315	kpnk:BN49_1475
ko:K22024	kpnk:BN49_2734
ko:K00016	kpnk:BN49_2736
ko:K03829	kpnk:BN49_2737
ko:K08324	kpnk:BN49_2739
ko:K01425	kpnk:BN49_2740
ko:K00041	kpnk:BN49_2744
ko:K11903	kpnk:BN49_2747
ko:K01607	kpnk:BN49_2749
ko:K00598	kpnk:BN49_2750
ko:K00459	kpnk:BN49_2756
ko:K02072	kpnk:BN49_2757
ko:K02071	kpnk:BN49_2758
ko:K02073	kpnk:BN49_2759
ko:K00059	kpnk:BN49_3128
ko:K02051	kpnk:BN49_3134
ko:K01485	kpnk:BN49_3137
ko:K01470	kpnk:BN49_3139
ko:K02051	kpnk:BN49_3140
ko:K02049	kpnk:BN49_3141
ko:K02050	kpnk:BN49_3142
ko:K07483	kpnk:BN49_3146
ko:K07497	kpnk:BN49_3147
ko:K07240	kpnk:BN49_3149
ko:K01821	kpnk:BN49_3153
ko:K00995	kpnk:BN49_3515
ko:K03703	kpnk:BN49_3516
ko:K07689	kpnk:BN49_3517
ko:K07782	kpnk:BN49_3520
ko:K10010	kpnk:BN49_3521
ko:K10009	kpnk:BN49_3522
ko:K05396	kpnk:BN49_3523
ko:K02424	kpnk:BN49_3524
ko:K01176	kpnk:BN49_3525
ko:K07781	kpnk:BN49_3527
ko:K21085	kpnk:BN49_3530
ko:K09781	kpnk:BN49_3531
ko:K07458	kpnk:BN49_3533
ko:K00558	kpnk:BN49_3534
ko:K06950	kpnk:BN49_3535
ko:K09933	kpnk:BN49_3538
ko:K16291	kpnk:BN49_3541
ko:K13635	kpnk:BN49_3542
ko:K19338	kpnk:BN49_3543
ko:K07093	kpnk:BN49_3546
ko:K00799	kpnk:BN49_3908
ko:K11209	kpnk:BN49_3909
ko:K07589	kpnk:BN49_3910
ko:K07071	kpnk:BN49_3911
ko:K10017	kpnk:BN49_3913
ko:K10015	kpnk:BN49_3914
ko:K10016	kpnk:BN49_3915
ko:K10014	kpnk:BN49_3916
ko:K10013	kpnk:BN49_3917
ko:K03186	kpnk:BN49_3918
ko:K00764	kpnk:BN49_3919
ko:K03558	kpnk:BN49_3920
ko:K03749	kpnk:BN49_3921
ko:K11754	kpnk:BN49_3922
ko:K01963	kpnk:BN49_3923
ko:K03975	kpnk:BN49_3924
ko:K06173	kpnk:BN49_3925
ko:K03473	kpnk:BN49_3927
ko:K00647	kpnk:BN49_3930
ko:K15461	kpnk:BN49_3931
ko:K09906	kpnk:BN49_3933
ko:K07090	kpnk:BN49_3934
ko:K07261	kpnk:BN49_3935
ko:K01736	kpnk:BN49_3936
ko:K07320	kpnk:BN49_3937
ko:K06189	kpnk:BN49_1743
ko:K07042	kpnk:BN49_1744
ko:K06217	kpnk:BN49_1745
ko:K06168	kpnk:BN49_1746
ko:K03184	kpnk:BN49_1747
ko:K01953	kpnk:BN49_1749
ko:K02566	kpnk:BN49_1750
ko:K02565	kpnk:BN49_1751
ko:K01443	kpnk:BN49_1752
ko:K02564	kpnk:BN49_1753
ko:K02802	kpnk:BN49_1754
ko:K02803	kpnk:BN49_1754
ko:K02804	kpnk:BN49_1754
ko:K01886	kpnk:BN49_1755
ko:K03288	kpnk:BN49_1758
ko:K03711	kpnk:BN49_1760
ko:K03839	kpnk:BN49_1761
ko:K01175	kpnk:BN49_1763
ko:K03645	kpnk:BN49_1764
ko:K01835	kpnk:BN49_1765
ko:K07667	kpnk:BN49_1767
ko:K07646	kpnk:BN49_1768
ko:K01548	kpnk:BN49_1769
ko:K01547	kpnk:BN49_1770
ko:K00156	kpnk:BN49_2001
ko:K15977	kpnk:BN49_2002
ko:K11933	kpnk:BN49_2003
ko:K05601	kpnk:BN49_2004
ko:K06188	kpnk:BN49_2006
ko:K07459	kpnk:BN49_2007
ko:K13888	kpnk:BN49_2008
ko:K05685	kpnk:BN49_2009
ko:K05685	kpnk:BN49_2010
ko:K03704	kpnk:BN49_2011
ko:K06891	kpnk:BN49_2012
ko:K03694	kpnk:BN49_2013
ko:K02518	kpnk:BN49_2014
ko:K00684	kpnk:BN49_2015
ko:K16012	kpnk:BN49_2016
ko:K16013	kpnk:BN49_2017
ko:K00384	kpnk:BN49_2018
ko:K03719	kpnk:BN49_2020
ko:K03466	kpnk:BN49_2021
ko:K03634	kpnk:BN49_2022
ko:K07478	kpnk:BN49_2023
ko:K01875	kpnk:BN49_2024
ko:K07306	kpnk:BN49_2025
ko:K07307	kpnk:BN49_2026
ko:K07308	kpnk:BN49_2027
ko:K08219	kpnk:BN49_2028
ko:K04069	kpnk:BN49_2029
ko:K00656	kpnk:BN49_2030
ko:K06212	kpnk:BN49_2031
ko:K09136	kpnk:BN49_2032
ko:K05984	kpnk:BN49_2363
ko:K01916	kpnk:BN49_2364
ko:K04064	kpnk:BN49_2365
ko:K02760	kpnk:BN49_2366
ko:K02761	kpnk:BN49_2367
ko:K02759	kpnk:BN49_2368
ko:K03490	kpnk:BN49_2369
ko:K01222	kpnk:BN49_2370
ko:K03478	kpnk:BN49_2371
ko:K03781	kpnk:BN49_2372
ko:K15722	kpnk:BN49_2373
ko:K06956	kpnk:BN49_2374
ko:K07038	kpnk:BN49_2375
ko:K00065	kpnk:BN49_2376
ko:K19270	kpnk:BN49_2377
ko:K10806	kpnk:BN49_2379
ko:K19611	kpnk:BN49_2380
ko:K06190	kpnk:BN49_2381
ko:K06940	kpnk:BN49_2383
ko:K07275	kpnk:BN49_2384
ko:K07336	kpnk:BN49_2385
ko:K16090	kpnk:BN49_2386
ko:K13021	kpnk:BN49_2391
ko:K07246	kpnk:BN49_2392
ko:K11529	kpnk:BN49_2393
ko:K01695	kpnk:BN49_2394
ko:K01696	kpnk:BN49_2395
ko:K16839	kpnk:BN49_2770
ko:K16345	kpnk:BN49_2771
ko:K16840	kpnk:BN49_2772
ko:K07127	kpnk:BN49_2773
ko:K15773	kpnk:BN49_2774
ko:K07154	kpnk:BN49_2775
ko:K01265	kpnk:BN49_2783
ko:K07017	kpnk:BN49_2787
ko:K01232	kpnk:BN49_2792
ko:K17737	kpnk:BN49_3158
ko:K01028	kpnk:BN49_3159
ko:K01029	kpnk:BN49_3160
ko:K00626	kpnk:BN49_3161
ko:K00074	kpnk:BN49_3162
ko:K00019	kpnk:BN49_3164
ko:K01575	kpnk:BN49_3166
ko:K01652	kpnk:BN49_3167
ko:K03366	kpnk:BN49_3168
ko:K18146	kpnk:BN49_3171
ko:K18144	kpnk:BN49_3174
ko:K18143	kpnk:BN49_3175
ko:K02200	kpnk:BN49_3179
ko:K02199	kpnk:BN49_3180
ko:K02198	kpnk:BN49_3181
ko:K02197	kpnk:BN49_3182
ko:K02196	kpnk:BN49_3183
ko:K02195	kpnk:BN49_3184
ko:K02194	kpnk:BN49_3185
ko:K02193	kpnk:BN49_3186
ko:K06151	kpnk:BN49_3188
ko:K06152	kpnk:BN49_3189
ko:K02074	kpnk:BN49_3549
ko:K02074	kpnk:BN49_3550
ko:K02075	kpnk:BN49_3551
ko:K02077	kpnk:BN49_3552
ko:K01698	kpnk:BN49_3556
ko:K01465	kpnk:BN49_3557
ko:K01868	kpnk:BN49_3559
ko:K11604	kpnk:BN49_3560
ko:K11607	kpnk:BN49_3561
ko:K11605	kpnk:BN49_3562
ko:K11606	kpnk:BN49_3563
ko:K09007	kpnk:BN49_3567
ko:K06204	kpnk:BN49_3568
ko:K03711	kpnk:BN49_3570
ko:K01883	kpnk:BN49_3571
ko:K01496	kpnk:BN49_3575
ko:K02015	kpnk:BN49_3577
ko:K02016	kpnk:BN49_3578
ko:K02013	kpnk:BN49_3579
ko:K01546	kpnk:BN49_1771
ko:K01669	kpnk:BN49_1773
ko:K03305	kpnk:BN49_1774
ko:K07160	kpnk:BN49_1778
ko:K01304	kpnk:BN49_1781
ko:K05522	kpnk:BN49_1782
ko:K01647	kpnk:BN49_1783
ko:K00241	kpnk:BN49_1784
ko:K00242	kpnk:BN49_1785
ko:K00239	kpnk:BN49_1786
ko:K00240	kpnk:BN49_1787
ko:K00164	kpnk:BN49_1788
ko:K00658	kpnk:BN49_1789
ko:K01903	kpnk:BN49_1790
ko:K01902	kpnk:BN49_1791
ko:K00425	kpnk:BN49_1792
ko:K00426	kpnk:BN49_1793
ko:K07107	kpnk:BN49_1795
ko:K03562	kpnk:BN49_1796
ko:K03560	kpnk:BN49_1797
ko:K03646	kpnk:BN49_1798
ko:K03641	kpnk:BN49_1799
ko:K03640	kpnk:BN49_1800
ko:K00831	kpnk:BN49_2034
ko:K00800	kpnk:BN49_2035
ko:K00945	kpnk:BN49_2036
ko:K02945	kpnk:BN49_2037
ko:K05788	kpnk:BN49_2038
ko:K02238	kpnk:BN49_2039
ko:K11085	kpnk:BN49_2040
ko:K00912	kpnk:BN49_2041
ko:K09927	kpnk:BN49_2042
ko:K09791	kpnk:BN49_2043
ko:K00979	kpnk:BN49_2044
ko:K06219	kpnk:BN49_2047
ko:K03633	kpnk:BN49_2048
ko:K03804	kpnk:BN49_2049
ko:K03632	kpnk:BN49_2050
ko:K21470	kpnk:BN49_2051
ko:K00813	kpnk:BN49_2054
ko:K09476	kpnk:BN49_2055
ko:K01893	kpnk:BN49_2056
ko:K01751	kpnk:BN49_2058
ko:K03837	kpnk:BN49_2059
ko:K06016	kpnk:BN49_2060
ko:K00763	kpnk:BN49_2062
ko:K01256	kpnk:BN49_2063
ko:K15555	kpnk:BN49_2064
ko:K15554	kpnk:BN49_2065
ko:K04091	kpnk:BN49_2066
ko:K13498	kpnk:BN49_2396
ko:K13497	kpnk:BN49_2397
ko:K01657	kpnk:BN49_2398
ko:K07053	kpnk:BN49_2399
ko:K03566	kpnk:BN49_2402
ko:K06178	kpnk:BN49_2403
ko:K19221	kpnk:BN49_2404
ko:K04774	kpnk:BN49_2406
ko:K03168	kpnk:BN49_2408
ko:K13634	kpnk:BN49_2409
ko:K01681	kpnk:BN49_2411
ko:K01497	kpnk:BN49_2412
ko:K01096	kpnk:BN49_2413
ko:K08992	kpnk:BN49_2414
ko:K19804	kpnk:BN49_2415
ko:K01591	kpnk:BN49_2416
ko:K03113	kpnk:BN49_2417
ko:K01147	kpnk:BN49_2420
ko:K00208	kpnk:BN49_2422
ko:K09975	kpnk:BN49_2424
ko:K03457	kpnk:BN49_2425
ko:K19230	kpnk:BN49_2426
ko:K19229	kpnk:BN49_2427
ko:K19228	kpnk:BN49_2428
ko:K15553	kpnk:BN49_2067
ko:K00299	kpnk:BN49_2068
ko:K00254	kpnk:BN49_2069
ko:K18657	kpnk:BN49_2070
ko:K07140	kpnk:BN49_2071
ko:K12297	kpnk:BN49_2072
ko:K15738	kpnk:BN49_2073
ko:K03808	kpnk:BN49_2074
ko:K06192	kpnk:BN49_2075
ko:K09857	kpnk:BN49_2076
ko:K01716	kpnk:BN49_2077
ko:K04770	kpnk:BN49_2078
ko:K09911	kpnk:BN49_2079
ko:K03286	kpnk:BN49_2080
ko:K13053	kpnk:BN49_2081
ko:K07343	kpnk:BN49_2083
ko:K03658	kpnk:BN49_2086
ko:K01734	kpnk:BN49_2087
ko:K06929	kpnk:BN49_2088
ko:K11940	kpnk:BN49_2089
ko:K06969	kpnk:BN49_2090
ko:K06910	kpnk:BN49_2091
ko:K01512	kpnk:BN49_2093
ko:K11179	kpnk:BN49_2094
ko:K19416	kpnk:BN49_2095
ko:K15580	kpnk:BN49_2096
ko:K22444	kpnk:BN49_2098
ko:K19227	kpnk:BN49_2429
ko:K19226	kpnk:BN49_2430
ko:K01451	kpnk:BN49_2434
ko:K08170	kpnk:BN49_2435
ko:K03974	kpnk:BN49_2436
ko:K03969	kpnk:BN49_2437
ko:K03970	kpnk:BN49_2438
ko:K03971	kpnk:BN49_2440
ko:K06918	kpnk:BN49_2441
ko:K08990	kpnk:BN49_2442
ko:K13636	kpnk:BN49_2443
ko:K01222	kpnk:BN49_2444
ko:K03721	kpnk:BN49_2445
ko:K07120	kpnk:BN49_2446
ko:K11065	kpnk:BN49_2447
ko:K19802	kpnk:BN49_2448
ko:K14054	kpnk:BN49_2449
ko:K15580	kpnk:BN49_2450
ko:K06889	kpnk:BN49_2453
ko:K04757	kpnk:BN49_2456
ko:K06885	kpnk:BN49_2460
ko:K05520	kpnk:BN49_2461
ko:K02749	kpnk:BN49_2793
ko:K02750	kpnk:BN49_2793
ko:K03482	kpnk:BN49_2794
ko:K07090	kpnk:BN49_2795
ko:K00020	kpnk:BN49_2797
ko:K13874	kpnk:BN49_2801
ko:K00626	kpnk:BN49_2803
ko:K00059	kpnk:BN49_2804
ko:K01026	kpnk:BN49_2805
ko:K01759	kpnk:BN49_2807
ko:K02429	kpnk:BN49_2808
ko:K17195	kpnk:BN49_2810
ko:K02430	kpnk:BN49_2811
ko:K01619	kpnk:BN49_2812
ko:K08476	kpnk:BN49_2814
ko:K08475	kpnk:BN49_2815
ko:K08478	kpnk:BN49_2816
ko:K11382	kpnk:BN49_2817
ko:K03707	kpnk:BN49_2820
ko:K06971	kpnk:BN49_2821
ko:K00852	kpnk:BN49_2822
ko:K10439	kpnk:BN49_2823
ko:K02529	kpnk:BN49_2824
ko:K02056	kpnk:BN49_2825
ko:K11901	kpnk:BN49_2462
ko:K11900	kpnk:BN49_2463
ko:K11893	kpnk:BN49_2464
ko:K11892	kpnk:BN49_2465
ko:K11903	kpnk:BN49_2467
ko:K11903	kpnk:BN49_2468
ko:K11907	kpnk:BN49_2469
ko:K11904	kpnk:BN49_2470
ko:K11904	kpnk:BN49_2471
ko:K11891	kpnk:BN49_2475
ko:K11910	kpnk:BN49_2476
ko:K11896	kpnk:BN49_2477
ko:K11895	kpnk:BN49_2478
ko:K11906	kpnk:BN49_2479
ko:K19336	kpnk:BN49_2481
ko:K19335	kpnk:BN49_2482
ko:K08969	kpnk:BN49_2492
ko:K02073	kpnk:BN49_2493
ko:K02057	kpnk:BN49_2826
ko:K07048	kpnk:BN49_2827
ko:K01439	kpnk:BN49_2829
ko:K03646	kpnk:BN49_2830
ko:K13075	kpnk:BN49_2831
ko:K02770	kpnk:BN49_2836
ko:K02769	kpnk:BN49_2837
ko:K02768	kpnk:BN49_2838
ko:K17195	kpnk:BN49_2839
ko:K03475	kpnk:BN49_2840
ko:K02822	kpnk:BN49_2841
ko:K02821	kpnk:BN49_2842
ko:K08178	kpnk:BN49_2844
ko:K02371	kpnk:BN49_2849
ko:K02083	kpnk:BN49_2850
ko:K00839	kpnk:BN49_2851
ko:K02028	kpnk:BN49_2852
ko:K02029	kpnk:BN49_2853
ko:K02029	kpnk:BN49_2854
ko:K02030	kpnk:BN49_2855
ko:K02010	kpnk:BN49_3191
ko:K02011	kpnk:BN49_3192
ko:K02012	kpnk:BN49_3193
ko:K13574	kpnk:BN49_3194
ko:K22015	kpnk:BN49_3195
ko:K02028	kpnk:BN49_3202
ko:K02029	kpnk:BN49_3203
ko:K02030	kpnk:BN49_3204
ko:K02016	kpnk:BN49_3206
ko:K02015	kpnk:BN49_3207
ko:K02015	kpnk:BN49_3208
ko:K02013	kpnk:BN49_3209
ko:K02014	kpnk:BN49_3210
ko:K02049	kpnk:BN49_3211
ko:K02050	kpnk:BN49_3212
ko:K02051	kpnk:BN49_3213
ko:K15553	kpnk:BN49_3214
ko:K04091	kpnk:BN49_3216
ko:K05810	kpnk:BN49_3220
ko:K05819	kpnk:BN49_3221
ko:K01666	kpnk:BN49_3222
ko:K00133	kpnk:BN49_2862
ko:K09458	kpnk:BN49_2865
ko:K09936	kpnk:BN49_2866
ko:K01951	kpnk:BN49_2870
ko:K07497	kpnk:BN49_2872
ko:K07483	kpnk:BN49_2876
ko:K07090	kpnk:BN49_2881
ko:K16842	kpnk:BN49_2882
ko:K16841	kpnk:BN49_2883
ko:K03457	kpnk:BN49_2885
ko:K01487	kpnk:BN49_2886
ko:K21088	kpnk:BN49_2890
ko:K02529	kpnk:BN49_2891
ko:K03335	kpnk:BN49_2892
ko:K04073	kpnk:BN49_3223
ko:K02554	kpnk:BN49_3224
ko:K05713	kpnk:BN49_3226
ko:K05712	kpnk:BN49_3227
ko:K05818	kpnk:BN49_3228
ko:K02016	kpnk:BN49_3229
ko:K02015	kpnk:BN49_3230
ko:K02013	kpnk:BN49_3231
ko:K02020	kpnk:BN49_3232
ko:K00014	kpnk:BN49_3233
ko:K08194	kpnk:BN49_3234
ko:K00457	kpnk:BN49_3235
ko:K00873	kpnk:BN49_3238
ko:K06078	kpnk:BN49_3239
ko:K19234	kpnk:BN49_3240
ko:K02426	kpnk:BN49_3241
ko:K11717	kpnk:BN49_3242
ko:K09015	kpnk:BN49_3243
ko:K09013	kpnk:BN49_3244
ko:K09014	kpnk:BN49_3245
ko:K05997	kpnk:BN49_3246
ko:K18301	kpnk:BN49_3249
ko:K00101	kpnk:BN49_3250
ko:K04781	kpnk:BN49_3582
ko:K05373	kpnk:BN49_3583
ko:K06147	kpnk:BN49_3584
ko:K06147	kpnk:BN49_3585
ko:K05372	kpnk:BN49_3586
ko:K04784	kpnk:BN49_3587
ko:K04786	kpnk:BN49_3588
ko:K04785	kpnk:BN49_3589
ko:K05374	kpnk:BN49_3590
ko:K04783	kpnk:BN49_3591
ko:K15721	kpnk:BN49_3592
ko:K07733	kpnk:BN49_3594
ko:K03194	kpnk:BN49_3598
ko:K03197	kpnk:BN49_3599
ko:K03199	kpnk:BN49_3600
ko:K03200	kpnk:BN49_3601
ko:K03201	kpnk:BN49_3603
ko:K03203	kpnk:BN49_3604
ko:K03204	kpnk:BN49_3605
ko:K03195	kpnk:BN49_3606
ko:K03196	kpnk:BN49_3607
ko:K00767	kpnk:BN49_4229
ko:K02682	kpnk:BN49_4230
ko:K02504	kpnk:BN49_4231
ko:K02505	kpnk:BN49_4232
ko:K00364	kpnk:BN49_4233
ko:K00859	kpnk:BN49_4234
ko:K18778	kpnk:BN49_4235
ko:K09862	kpnk:BN49_4236
ko:K03574	kpnk:BN49_4237
ko:K03070	kpnk:BN49_4238
ko:K13301	kpnk:BN49_4239
ko:K02535	kpnk:BN49_4240
ko:K03531	kpnk:BN49_4241
ko:K00604	kpnk:BN49_0430
ko:K01462	kpnk:BN49_0431
ko:K04096	kpnk:BN49_0432
ko:K03747	kpnk:BN49_0433
ko:K07479	kpnk:BN49_0434
ko:K07566	kpnk:BN49_0435
ko:K00014	kpnk:BN49_0436
ko:K18142	kpnk:BN49_0447
ko:K18141	kpnk:BN49_0448
ko:K18140	kpnk:BN49_0449
ko:K03557	kpnk:BN49_0450
ko:K05540	kpnk:BN49_0451
ko:K02687	kpnk:BN49_0452
ko:K14392	kpnk:BN49_0453
ko:K01961	kpnk:BN49_0455
ko:K02160	kpnk:BN49_0456
ko:K03786	kpnk:BN49_0457
ko:K17247	kpnk:BN49_0458
ko:K07147	kpnk:BN49_0459
ko:K18765	kpnk:BN49_0460
ko:K03569	kpnk:BN49_0461
ko:K03570	kpnk:BN49_0462
ko:K03571	kpnk:BN49_0463
ko:K06287	kpnk:BN49_0464
ko:K08301	kpnk:BN49_0465
ko:K01628	kpnk:BN49_0961
ko:K00048	kpnk:BN49_0962
ko:K01146	kpnk:BN49_0963
ko:K04091	kpnk:BN49_0965
ko:K20938	kpnk:BN49_0967
ko:K15553	kpnk:BN49_0973
ko:K01752	kpnk:BN49_0974
ko:K03837	kpnk:BN49_0975
ko:K06966	kpnk:BN49_0976
ko:K06879	kpnk:BN49_0977
ko:K15723	kpnk:BN49_0978
ko:K06175	kpnk:BN49_0980
ko:K03535	kpnk:BN49_0982
ko:K13918	kpnk:BN49_0983
ko:K01706	kpnk:BN49_0984
