ko:K13613	bamb:BAPNAU_2047
ko:K07723	bamb:BAPNAU_0442
ko:K07315	bamb:BAPNAU_0447
ko:K03090	bamb:BAPNAU_0450
ko:K05518	bamb:BAPNAU_0451
ko:K06959	bamb:BAPNAU_0452
ko:K03095	bamb:BAPNAU_0454
ko:K03762	bamb:BAPNAU_0457
ko:K07118	bamb:BAPNAU_0460
ko:K16137	bamb:BAPNAU_0462
ko:K10255	bamb:BAPNAU_0463
ko:K03704	bamb:BAPNAU_0465
ko:K07736	bamb:BAPNAU_0466
ko:K07090	bamb:BAPNAU_0473
ko:K01779	bamb:BAPNAU_0474
ko:K01751	bamb:BAPNAU_0479
ko:K03837	bamb:BAPNAU_0482
ko:K03574	bamb:BAPNAU_0488
ko:K16264	bamb:BAPNAU_0491
ko:K01714	bamb:BAPNAU_0496
ko:K13979	bamb:BAPNAU_0500
ko:K00375	bamb:BAPNAU_0503
ko:K07734	bamb:BAPNAU_0504
ko:K00375	bamb:BAPNAU_0509
ko:K06439	bamb:BAPNAU_0510
ko:K00121	bamb:BAPNAU_0512
ko:K11623	bamb:BAPNAU_0518
ko:K10009	bamb:BAPNAU_0318
ko:K02424	bamb:BAPNAU_0319
ko:K03186	bamb:BAPNAU_0321
ko:K03305	bamb:BAPNAU_0325
ko:K06295	bamb:BAPNAU_0328
ko:K06297	bamb:BAPNAU_0329
ko:K06296	bamb:BAPNAU_0330
ko:K16961	bamb:BAPNAU_0333
ko:K16962	bamb:BAPNAU_0334
ko:K16963	bamb:BAPNAU_0335
ko:K02003	bamb:BAPNAU_0338
ko:K02004	bamb:BAPNAU_0339
ko:K00928	bamb:BAPNAU_0345
ko:K02015	bamb:BAPNAU_0346
ko:K02015	bamb:BAPNAU_0347
ko:K02013	bamb:BAPNAU_0348
ko:K02016	bamb:BAPNAU_0349
ko:K00375	bamb:BAPNAU_0355
ko:K07250	bamb:BAPNAU_0356
ko:K00135	bamb:BAPNAU_0357
ko:K05340	bamb:BAPNAU_0358
ko:K00034	bamb:BAPNAU_0359
ko:K14166	bamb:BAPNAU_0361
ko:K02799	bamb:BAPNAU_0364
ko:K02800	bamb:BAPNAU_0364
ko:K02798	bamb:BAPNAU_0365
ko:K00009	bamb:BAPNAU_0366
ko:K09815	bamb:BAPNAU_0252
ko:K09817	bamb:BAPNAU_0253
ko:K09816	bamb:BAPNAU_0254
ko:K05795	bamb:BAPNAU_0257
ko:K05795	bamb:BAPNAU_0258
ko:K08369	bamb:BAPNAU_0262
ko:K02000	bamb:BAPNAU_0263
ko:K02001	bamb:BAPNAU_0264
ko:K02002	bamb:BAPNAU_0265
ko:K01182	bamb:BAPNAU_0251
ko:K02313	bamb:BAPNAU_0001
ko:K02338	bamb:BAPNAU_0002
ko:K03629	bamb:BAPNAU_0004
ko:K02470	bamb:BAPNAU_0006
ko:K02469	bamb:BAPNAU_0007
ko:K00088	bamb:BAPNAU_0009
ko:K07258	bamb:BAPNAU_0010
ko:K06215	bamb:BAPNAU_0011
ko:K08681	bamb:BAPNAU_0012
ko:K01875	bamb:BAPNAU_0013
ko:K00865	bamb:BAPNAU_0014
ko:K15519	bamb:BAPNAU_0015
ko:K15518	bamb:BAPNAU_0016
ko:K06306	bamb:BAPNAU_0017
ko:K11991	bamb:BAPNAU_0019
ko:K02343	bamb:BAPNAU_0020
ko:K09747	bamb:BAPNAU_0021
ko:K06187	bamb:BAPNAU_0022
ko:K06317	bamb:BAPNAU_0024
ko:K00943	bamb:BAPNAU_0028
ko:K09770	bamb:BAPNAU_0030
ko:K02341	bamb:BAPNAU_0031
ko:K07461	bamb:BAPNAU_0035
ko:K07056	bamb:BAPNAU_0036
ko:K06284	bamb:BAPNAU_0037
ko:K01874	bamb:BAPNAU_0038
ko:K03424	bamb:BAPNAU_0039
ko:K05985	bamb:BAPNAU_0041
ko:K02528	bamb:BAPNAU_0042
ko:K06436	bamb:BAPNAU_0043
ko:K06423	bamb:BAPNAU_0045
ko:K00919	bamb:BAPNAU_0046
ko:K09685	bamb:BAPNAU_0047
ko:K06412	bamb:BAPNAU_0049
ko:K04042	bamb:BAPNAU_0050
ko:K00948	bamb:BAPNAU_0051
ko:K02897	bamb:BAPNAU_0052
ko:K01056	bamb:BAPNAU_0053
ko:K03723	bamb:BAPNAU_0055
ko:K04769	bamb:BAPNAU_0056
ko:K02499	bamb:BAPNAU_0058
ko:K07571	bamb:BAPNAU_0063
ko:K06382	bamb:BAPNAU_0064
ko:K07114	bamb:BAPNAU_0065
ko:K04075	bamb:BAPNAU_0067
ko:K00760	bamb:BAPNAU_0068
ko:K06016	bamb:BAPNAU_0485
ko:K03798	bamb:BAPNAU_0069
ko:K03525	bamb:BAPNAU_0070
ko:K04083	bamb:BAPNAU_0071
ko:K16235	bamb:BAPNAU_0223
ko:K02992	bamb:BAPNAU_0110
ko:K02355	bamb:BAPNAU_0111
ko:K02358	bamb:BAPNAU_0112
ko:K02946	bamb:BAPNAU_0114
ko:K02906	bamb:BAPNAU_0115
ko:K02926	bamb:BAPNAU_0116
ko:K02892	bamb:BAPNAU_0117
ko:K02886	bamb:BAPNAU_0118
ko:K02965	bamb:BAPNAU_0119
ko:K02890	bamb:BAPNAU_0120
ko:K02982	bamb:BAPNAU_0121
ko:K02878	bamb:BAPNAU_0122
ko:K02904	bamb:BAPNAU_0123
ko:K02961	bamb:BAPNAU_0124
ko:K02874	bamb:BAPNAU_0125
ko:K02895	bamb:BAPNAU_0126
ko:K02931	bamb:BAPNAU_0127
ko:K02954	bamb:BAPNAU_0128
ko:K02994	bamb:BAPNAU_0129
ko:K02933	bamb:BAPNAU_0130
ko:K02881	bamb:BAPNAU_0131
ko:K01738	bamb:BAPNAU_0073
ko:K01665	bamb:BAPNAU_0074
ko:K01664	bamb:BAPNAU_0075
ko:K02619	bamb:BAPNAU_0076
ko:K00796	bamb:BAPNAU_0077
ko:K01633	bamb:BAPNAU_0078
ko:K00950	bamb:BAPNAU_0079
ko:K04567	bamb:BAPNAU_0081
ko:K03708	bamb:BAPNAU_0082
ko:K03696	bamb:BAPNAU_0085
ko:K04485	bamb:BAPNAU_0086
ko:K07067	bamb:BAPNAU_0087
ko:K00991	bamb:BAPNAU_0089
ko:K01770	bamb:BAPNAU_0090
ko:K09698	bamb:BAPNAU_0091
ko:K00640	bamb:BAPNAU_0092
ko:K01883	bamb:BAPNAU_0093
ko:K11145	bamb:BAPNAU_0094
ko:K03218	bamb:BAPNAU_0095
ko:K06962	bamb:BAPNAU_0096
ko:K03091	bamb:BAPNAU_0097
ko:K02913	bamb:BAPNAU_0098
ko:K03073	bamb:BAPNAU_0099
ko:K02601	bamb:BAPNAU_0100
ko:K02867	bamb:BAPNAU_0101
ko:K02863	bamb:BAPNAU_0102
ko:K02864	bamb:BAPNAU_0103
ko:K02935	bamb:BAPNAU_0104
ko:K00564	bamb:BAPNAU_0105
ko:K03043	bamb:BAPNAU_0106
ko:K03046	bamb:BAPNAU_0107
ko:K07590	bamb:BAPNAU_0108
ko:K02950	bamb:BAPNAU_0109
ko:K02988	bamb:BAPNAU_0132
ko:K02907	bamb:BAPNAU_0133
ko:K02876	bamb:BAPNAU_0134
ko:K03076	bamb:BAPNAU_0135
ko:K00939	bamb:BAPNAU_0136
ko:K01265	bamb:BAPNAU_0137
ko:K02518	bamb:BAPNAU_0138
ko:K02919	bamb:BAPNAU_0139
ko:K02952	bamb:BAPNAU_0140
ko:K02948	bamb:BAPNAU_0141
ko:K03040	bamb:BAPNAU_0142
ko:K02879	bamb:BAPNAU_0143
ko:K16786	bamb:BAPNAU_0144
ko:K16787	bamb:BAPNAU_0145
ko:K16785	bamb:BAPNAU_0146
ko:K06173	bamb:BAPNAU_0147
ko:K02871	bamb:BAPNAU_0148
ko:K02996	bamb:BAPNAU_0149
ko:K01448	bamb:BAPNAU_0153
ko:K03593	bamb:BAPNAU_0154
ko:K06294	bamb:BAPNAU_0155
ko:K06349	bamb:BAPNAU_0156
ko:K08174	bamb:BAPNAU_0159
ko:K01092	bamb:BAPNAU_0161
ko:K03321	bamb:BAPNAU_0163
ko:K02015	bamb:BAPNAU_0166
ko:K02015	bamb:BAPNAU_0167
ko:K02016	bamb:BAPNAU_0168
ko:K01207	bamb:BAPNAU_0171
ko:K07106	bamb:BAPNAU_0174
ko:K03088	bamb:BAPNAU_0177
ko:K03431	bamb:BAPNAU_0181
ko:K00820	bamb:BAPNAU_0182
ko:K01990	bamb:BAPNAU_0183
ko:K01560	bamb:BAPNAU_0192
ko:K01992	bamb:BAPNAU_0196
ko:K01992	bamb:BAPNAU_0197
ko:K01585	bamb:BAPNAU_2304
ko:K01990	bamb:BAPNAU_0195
ko:K01990	bamb:BAPNAU_0854
ko:K01990	bamb:BAPNAU_3251
ko:K01990	bamb:BAPNAU_3700
ko:K19309	bamb:BAPNAU_0748
ko:K01791	bamb:BAPNAU_3478
ko:K14220	bamb:BAPNAU_t043
ko:K14220	bamb:BAPNAU_t022
ko:K14220	bamb:BAPNAU_t017
ko:K14220	bamb:BAPNAU_t032
ko:K14220	bamb:BAPNAU_t068
ko:K14218	bamb:BAPNAU_t002
ko:K14218	bamb:BAPNAU_t016
ko:K14218	bamb:BAPNAU_t005
ko:K14218	bamb:BAPNAU_t078
ko:K01069	bamb:BAPNAU_1760
ko:K14227	bamb:BAPNAU_t001
ko:K14227	bamb:BAPNAU_t069
ko:K14227	bamb:BAPNAU_t004
ko:K01342	bamb:BAPNAU_2748
ko:K01980	bamb:BAPNAU_r029
ko:K14225	bamb:BAPNAU_t070
ko:K14225	bamb:BAPNAU_t040
ko:K14225	bamb:BAPNAU_t059
ko:K14228	bamb:BAPNAU_t058
ko:K01985	bamb:BAPNAU_r027
ko:K17836	bamb:BAPNAU_2584
ko:K03292	bamb:BAPNAU_2551
ko:K03292	bamb:BAPNAU_2011
ko:K01843	bamb:BAPNAU_1793
ko:K15668	bamb:BAPNAU_1902
ko:K14223	bamb:BAPNAU_t063
ko:K14223	bamb:BAPNAU_t054
ko:K14223	bamb:BAPNAU_t031
ko:K14223	bamb:BAPNAU_t035
ko:K00483	bamb:BAPNAU_0209
ko:K08194	bamb:BAPNAU_0281
ko:K11928	bamb:BAPNAU_0289
ko:K06518	bamb:BAPNAU_0189
ko:K06518	bamb:BAPNAU_3752
ko:K01977	bamb:BAPNAU_r013
ko:K01980	bamb:BAPNAU_r017
ko:K17752	bamb:BAPNAU_0446
ko:K01985	bamb:BAPNAU_r003
ko:K01985	bamb:BAPNAU_r028
ko:K01985	bamb:BAPNAU_r024
ko:K01985	bamb:BAPNAU_r012
ko:K01985	bamb:BAPNAU_r021
ko:K01985	bamb:BAPNAU_r018
ko:K01985	bamb:BAPNAU_r009
ko:K01985	bamb:BAPNAU_r006
ko:K01985	bamb:BAPNAU_r015
ko:K17763	bamb:BAPNAU_0444
ko:K17763	bamb:BAPNAU_2459
ko:K17763	bamb:BAPNAU_1274
ko:K17828	bamb:BAPNAU_2216
ko:K01739	bamb:BAPNAU_2601
ko:K14230	bamb:BAPNAU_t006
ko:K14230	bamb:BAPNAU_t077
ko:K14218	bamb:BAPNAU_t087
ko:K18115	bamb:BAPNAU_1839
ko:K14228	bamb:BAPNAU_t081
ko:K14228	bamb:BAPNAU_t057
ko:K14237	bamb:BAPNAU_t008
ko:K14237	bamb:BAPNAU_t086
ko:K14237	bamb:BAPNAU_t028
ko:K14237	bamb:BAPNAU_t046
ko:K01977	bamb:BAPNAU_r001
ko:K01977	bamb:BAPNAU_r007
ko:K01977	bamb:BAPNAU_r010
ko:K01977	bamb:BAPNAU_r016
ko:K01977	bamb:BAPNAU_r019
ko:K01977	bamb:BAPNAU_r022
ko:K01980	bamb:BAPNAU_r005
ko:K01980	bamb:BAPNAU_r011
ko:K01980	bamb:BAPNAU_r014
ko:K01980	bamb:BAPNAU_r020
ko:K01980	bamb:BAPNAU_r023
ko:K01980	bamb:BAPNAU_r026
ko:K14228	bamb:BAPNAU_t013
ko:K14228	bamb:BAPNAU_t038
ko:K14232	bamb:BAPNAU_t015
ko:K14232	bamb:BAPNAU_t079
ko:K14232	bamb:BAPNAU_t026
ko:K14232	bamb:BAPNAU_t021
ko:K14234	bamb:BAPNAU_t018
ko:K14234	bamb:BAPNAU_t023
ko:K14236	bamb:BAPNAU_t030
ko:K14236	bamb:BAPNAU_t051
ko:K14221	bamb:BAPNAU_t042
ko:K14221	bamb:BAPNAU_t090
ko:K14221	bamb:BAPNAU_t073
ko:K14221	bamb:BAPNAU_t048
ko:K14231	bamb:BAPNAU_t049
ko:K14231	bamb:BAPNAU_t072
ko:K14231	bamb:BAPNAU_t089
ko:K14235	bamb:BAPNAU_t052
ko:K17837	bamb:BAPNAU_2608
ko:K07979	bamb:BAPNAU_2908
ko:K17763	bamb:BAPNAU_1825
ko:K16044	bamb:BAPNAU_3268
ko:K07284	bamb:BAPNAU_0705
ko:K04757	bamb:BAPNAU_0449
ko:K07284	bamb:BAPNAU_2856
ko:K14224	bamb:BAPNAU_t007
ko:K14224	bamb:BAPNAU_t034
ko:K14224	bamb:BAPNAU_t066
ko:K14224	bamb:BAPNAU_t091
ko:K14224	bamb:BAPNAU_t027
ko:K14224	bamb:BAPNAU_t045
ko:K14237	bamb:BAPNAU_t065
ko:K14233	bamb:BAPNAU_t033
ko:K14233	bamb:BAPNAU_t067
ko:K01977	bamb:BAPNAU_r030
ko:K01977	bamb:BAPNAU_r025
ko:K01977	bamb:BAPNAU_r004
ko:K01980	bamb:BAPNAU_r002
ko:K14233	bamb:BAPNAU_t003
ko:K14233	bamb:BAPNAU_t075
ko:K00661	bamb:BAPNAU_0517
ko:K14228	bamb:BAPNAU_t037
ko:K14228	bamb:BAPNAU_t011
ko:K17763	bamb:BAPNAU_0663
ko:K00128	bamb:BAPNAU_0889
ko:K00128	bamb:BAPNAU_1840
ko:K00128	bamb:BAPNAU_3879
ko:K14226	bamb:BAPNAU_t053
ko:K14226	bamb:BAPNAU_t071
ko:K14230	bamb:BAPNAU_t041
ko:K14230	bamb:BAPNAU_t047
ko:K14230	bamb:BAPNAU_t074
ko:K01980	bamb:BAPNAU_r008
ko:K14222	bamb:BAPNAU_t056
ko:K14219	bamb:BAPNAU_t064
ko:K14219	bamb:BAPNAU_t088
ko:K14230	bamb:BAPNAU_t076
ko:K14228	bamb:BAPNAU_t083
ko:K14219	bamb:BAPNAU_t062
ko:K14233	bamb:BAPNAU_t044
ko:K14225	bamb:BAPNAU_t019
ko:K14225	bamb:BAPNAU_t082
ko:K14225	bamb:BAPNAU_t024
ko:K14225	bamb:BAPNAU_t055
ko:K14225	bamb:BAPNAU_t012
ko:K17758	bamb:BAPNAU_3793
ko:K17762	bamb:BAPNAU_0445
ko:K15657	bamb:BAPNAU_0313
ko:K01823	bamb:BAPNAU_1484
ko:K03977	bamb:BAPNAU_1487
ko:K00057	bamb:BAPNAU_1488
ko:K06398	bamb:BAPNAU_1491
ko:K03530	bamb:BAPNAU_1492
ko:K01495	bamb:BAPNAU_1493
ko:K06285	bamb:BAPNAU_1494
ko:K00805	bamb:BAPNAU_1495
ko:K03183	bamb:BAPNAU_1496
ko:K00805	bamb:BAPNAU_1497
ko:K00940	bamb:BAPNAU_1498
ko:K00575	bamb:BAPNAU_1499
ko:K01736	bamb:BAPNAU_1500
ko:K01735	bamb:BAPNAU_1501
ko:K06208	bamb:BAPNAU_1502
ko:K01657	bamb:BAPNAU_1503
ko:K00766	bamb:BAPNAU_1504
ko:K01609	bamb:BAPNAU_1505
ko:K01817	bamb:BAPNAU_1506
ko:K01696	bamb:BAPNAU_1507
ko:K01695	bamb:BAPNAU_1508
ko:K00817	bamb:BAPNAU_1509
ko:K04517	bamb:BAPNAU_1510
ko:K00800	bamb:BAPNAU_1511
ko:K03886	bamb:BAPNAU_1515
ko:K03887	bamb:BAPNAU_1516
ko:K03888	bamb:BAPNAU_1517
ko:K01569	bamb:BAPNAU_1520
ko:K00215	bamb:BAPNAU_1523
ko:K01734	bamb:BAPNAU_1524
ko:K00974	bamb:BAPNAU_1527
ko:K03524	bamb:BAPNAU_1528
ko:K00606	bamb:BAPNAU_1529
ko:K01918	bamb:BAPNAU_1530
ko:K01579	bamb:BAPNAU_1531
ko:K03088	bamb:BAPNAU_2295
ko:K01092	bamb:BAPNAU_2300
ko:K00382	bamb:BAPNAU_2308
ko:K00627	bamb:BAPNAU_2309
ko:K00162	bamb:BAPNAU_2310
ko:K00161	bamb:BAPNAU_2311
ko:K15329	bamb:BAPNAU_2321
ko:K01462	bamb:BAPNAU_2325
ko:K03499	bamb:BAPNAU_2330
ko:K07698	bamb:BAPNAU_2333
ko:K03569	bamb:BAPNAU_2336
ko:K00077	bamb:BAPNAU_2339
ko:K03100	bamb:BAPNAU_2342
ko:K04780	bamb:BAPNAU_3080
ko:K01252	bamb:BAPNAU_3081
ko:K02363	bamb:BAPNAU_3082
ko:K02361	bamb:BAPNAU_3083
ko:K00216	bamb:BAPNAU_3084
ko:K07017	bamb:BAPNAU_3085
ko:K03523	bamb:BAPNAU_3087
ko:K07084	bamb:BAPNAU_3088
ko:K01255	bamb:BAPNAU_3089
ko:K09775	bamb:BAPNAU_3090
ko:K03885	bamb:BAPNAU_3094
ko:K00364	bamb:BAPNAU_3098
ko:K01990	bamb:BAPNAU_3101
ko:K01992	bamb:BAPNAU_3102
ko:K03790	bamb:BAPNAU_3105
ko:K14189	bamb:BAPNAU_3106
ko:K13628	bamb:BAPNAU_3107
ko:K01778	bamb:BAPNAU_3108
ko:K03317	bamb:BAPNAU_3109
ko:K03885	bamb:BAPNAU_3111
ko:K00872	bamb:BAPNAU_3115
ko:K01733	bamb:BAPNAU_3116
ko:K00003	bamb:BAPNAU_3117
ko:K03644	bamb:BAPNAU_3123
ko:K06606	bamb:BAPNAU_3861
ko:K06605	bamb:BAPNAU_3862
ko:K00010	bamb:BAPNAU_3863
ko:K06610	bamb:BAPNAU_3864
ko:K03335	bamb:BAPNAU_3865
ko:K03336	bamb:BAPNAU_3866
ko:K03338	bamb:BAPNAU_3867
ko:K03337	bamb:BAPNAU_3868
ko:K00140	bamb:BAPNAU_3869
ko:K06608	bamb:BAPNAU_3870
ko:K04079	bamb:BAPNAU_3873
ko:K07693	bamb:BAPNAU_3875
ko:K07778	bamb:BAPNAU_3876
ko:K10255	bamb:BAPNAU_3877
ko:K03799	bamb:BAPNAU_3886
ko:K03386	bamb:BAPNAU_3888
ko:K03387	bamb:BAPNAU_3889
ko:K11737	bamb:BAPNAU_3891
ko:K04041	bamb:BAPNAU_3892
ko:K03518	bamb:BAPNAU_3893
ko:K07141	bamb:BAPNAU_3896
ko:K00783	bamb:BAPNAU_3902
ko:K13993	bamb:BAPNAU_0722
ko:K02818	bamb:BAPNAU_0725
ko:K02819	bamb:BAPNAU_0725
ko:K01226	bamb:BAPNAU_0726
ko:K03486	bamb:BAPNAU_0727
ko:K05520	bamb:BAPNAU_0732
ko:K02529	bamb:BAPNAU_0733
ko:K00014	bamb:BAPNAU_0734
ko:K03785	bamb:BAPNAU_0735
ko:K01104	bamb:BAPNAU_0738
ko:K07058	bamb:BAPNAU_0740
ko:K07300	bamb:BAPNAU_0742
ko:K03284	bamb:BAPNAU_0755
ko:K01247	bamb:BAPNAU_0756
ko:K03215	bamb:BAPNAU_0757
ko:K00627	bamb:BAPNAU_0763
ko:K00382	bamb:BAPNAU_0764
ko:K06425	bamb:BAPNAU_0766
ko:K01232	bamb:BAPNAU_0767
ko:K03481	bamb:BAPNAU_0768
ko:K02749	bamb:BAPNAU_0770
ko:K02750	bamb:BAPNAU_0770
ko:K00812	bamb:BAPNAU_1535
ko:K01893	bamb:BAPNAU_1536
ko:K02086	bamb:BAPNAU_1537
ko:K10773	bamb:BAPNAU_1538
ko:K05366	bamb:BAPNAU_1540
ko:K03700	bamb:BAPNAU_1541
ko:K06877	bamb:BAPNAU_1550
ko:K07502	bamb:BAPNAU_1551
ko:K06327	bamb:BAPNAU_1552
ko:K07444	bamb:BAPNAU_1555
ko:K01299	bamb:BAPNAU_1559
ko:K03816	bamb:BAPNAU_1560
ko:K02768	bamb:BAPNAU_2343
ko:K02769	bamb:BAPNAU_2343
ko:K02770	bamb:BAPNAU_2343
ko:K00882	bamb:BAPNAU_2344
ko:K03436	bamb:BAPNAU_2345
ko:K02004	bamb:BAPNAU_2346
ko:K02003	bamb:BAPNAU_2347
ko:K02005	bamb:BAPNAU_2348
ko:K03636	bamb:BAPNAU_2350
ko:K03635	bamb:BAPNAU_2351
ko:K03753	bamb:BAPNAU_2352
ko:K03750	bamb:BAPNAU_2353
ko:K03752	bamb:BAPNAU_2355
ko:K05823	bamb:BAPNAU_2361
ko:K05822	bamb:BAPNAU_2362
ko:K03839	bamb:BAPNAU_2363
ko:K03839	bamb:BAPNAU_2365
ko:K09776	bamb:BAPNAU_2369
ko:K07098	bamb:BAPNAU_2375
ko:K03415	bamb:BAPNAU_2379
ko:K00841	bamb:BAPNAU_2381
ko:K02491	bamb:BAPNAU_2382
ko:K03406	bamb:BAPNAU_2388
ko:K03716	bamb:BAPNAU_2389
ko:K06315	bamb:BAPNAU_2390
ko:K08483	bamb:BAPNAU_2391
ko:K11189	bamb:BAPNAU_2392
ko:K07090	bamb:BAPNAU_3127
ko:K01466	bamb:BAPNAU_3130
ko:K09684	bamb:BAPNAU_3131
ko:K08153	bamb:BAPNAU_3134
ko:K02083	bamb:BAPNAU_3136
ko:K10112	bamb:BAPNAU_3138
ko:K10711	bamb:BAPNAU_3139
ko:K10710	bamb:BAPNAU_3140
ko:K10119	bamb:BAPNAU_3141
ko:K10118	bamb:BAPNAU_3142
ko:K10117	bamb:BAPNAU_3143
ko:K10708	bamb:BAPNAU_3144
ko:K00285	bamb:BAPNAU_3151
ko:K09014	bamb:BAPNAU_3156
ko:K04488	bamb:BAPNAU_3157
ko:K11717	bamb:BAPNAU_3158
ko:K09015	bamb:BAPNAU_3159
ko:K09013	bamb:BAPNAU_3160
ko:K02073	bamb:BAPNAU_3163
ko:K02072	bamb:BAPNAU_3164
ko:K02071	bamb:BAPNAU_3165
ko:K07476	bamb:BAPNAU_3168
ko:K02437	bamb:BAPNAU_3170
ko:K07516	bamb:BAPNAU_3174
ko:K00318	bamb:BAPNAU_3176
ko:K01476	bamb:BAPNAU_3909
ko:K02205	bamb:BAPNAU_3910
ko:K00819	bamb:BAPNAU_3911
ko:K06714	bamb:BAPNAU_3915
ko:K02484	bamb:BAPNAU_3921
ko:K07652	bamb:BAPNAU_3929
ko:K07668	bamb:BAPNAU_3930
ko:K01939	bamb:BAPNAU_3931
ko:K02939	bamb:BAPNAU_3944
ko:K06329	bamb:BAPNAU_3947
ko:K15986	bamb:BAPNAU_3949
ko:K00692	bamb:BAPNAU_3951
ko:K07104	bamb:BAPNAU_0774
ko:K00355	bamb:BAPNAU_0777
ko:K03623	bamb:BAPNAU_0780
ko:K14205	bamb:BAPNAU_0784
ko:K07071	bamb:BAPNAU_0789
ko:K03565	bamb:BAPNAU_0790
ko:K06428	bamb:BAPNAU_0795
ko:K07038	bamb:BAPNAU_0802
ko:K03575	bamb:BAPNAU_0803
ko:K10780	bamb:BAPNAU_0805
ko:K06422	bamb:BAPNAU_0806
ko:K07586	bamb:BAPNAU_0808
ko:K11085	bamb:BAPNAU_0809
ko:K01845	bamb:BAPNAU_0811
ko:K03564	bamb:BAPNAU_0812
ko:K09825	bamb:BAPNAU_0813
ko:K03530	bamb:BAPNAU_1604
ko:K07727	bamb:BAPNAU_1622
ko:K03480	bamb:BAPNAU_2394
ko:K01534	bamb:BAPNAU_2399
ko:K01449	bamb:BAPNAU_2404
ko:K09457	bamb:BAPNAU_2411
ko:K10026	bamb:BAPNAU_2412
ko:K01737	bamb:BAPNAU_2413
ko:K06920	bamb:BAPNAU_2414
ko:K03697	bamb:BAPNAU_2417
ko:K02556	bamb:BAPNAU_2418
ko:K02557	bamb:BAPNAU_2419
ko:K15973	bamb:BAPNAU_2420
ko:K13532	bamb:BAPNAU_2421
ko:K08967	bamb:BAPNAU_2423
ko:K08964	bamb:BAPNAU_2424
ko:K08966	bamb:BAPNAU_2425
ko:K08965	bamb:BAPNAU_2426
ko:K08969	bamb:BAPNAU_2427
ko:K00899	bamb:BAPNAU_2429
ko:K08963	bamb:BAPNAU_2430
ko:K00567	bamb:BAPNAU_2432
ko:K13533	bamb:BAPNAU_2433
ko:K03799	bamb:BAPNAU_2438
ko:K06421	bamb:BAPNAU_2440
ko:K01574	bamb:BAPNAU_3182
ko:K00077	bamb:BAPNAU_3183
ko:K02013	bamb:BAPNAU_3185
ko:K04047	bamb:BAPNAU_3189
ko:K07770	bamb:BAPNAU_3192
ko:K07650	bamb:BAPNAU_3193
ko:K01679	bamb:BAPNAU_3196
ko:K06290	bamb:BAPNAU_3200
ko:K11618	bamb:BAPNAU_3201
ko:K11617	bamb:BAPNAU_3202
ko:K11622	bamb:BAPNAU_3203
ko:K11621	bamb:BAPNAU_3204
ko:K11619	bamb:BAPNAU_3206
ko:K02013	bamb:BAPNAU_3209
ko:K02015	bamb:BAPNAU_3210
ko:K02016	bamb:BAPNAU_3211
ko:K01569	bamb:BAPNAU_3219
ko:K02013	bamb:BAPNAU_3221
ko:K02015	bamb:BAPNAU_3222
ko:K02015	bamb:BAPNAU_3223
ko:K02016	bamb:BAPNAU_3224
ko:K01740	bamb:BAPNAU_3225
ko:K08987	bamb:BAPNAU_3957
ko:K07137	bamb:BAPNAU_3966
ko:K06885	bamb:BAPNAU_3973
ko:K06888	bamb:BAPNAU_3975
ko:K07052	bamb:BAPNAU_3976
ko:K08369	bamb:BAPNAU_3977
ko:K01759	bamb:BAPNAU_3978
ko:K01142	bamb:BAPNAU_3981
ko:K13531	bamb:BAPNAU_3982
ko:K13530	bamb:BAPNAU_3983
ko:K02963	bamb:BAPNAU_3984
ko:K02990	bamb:BAPNAU_3986
ko:K06942	bamb:BAPNAU_3987
ko:K03501	bamb:BAPNAU_3996
ko:K03495	bamb:BAPNAU_3997
ko:K03650	bamb:BAPNAU_3998
ko:K06346	bamb:BAPNAU_3999
ko:K03217	bamb:BAPNAU_4000
ko:K03536	bamb:BAPNAU_4001
ko:K02914	bamb:BAPNAU_4002
ko:K03147	bamb:BAPNAU_0819
ko:K02035	bamb:BAPNAU_0822
ko:K02033	bamb:BAPNAU_0823
ko:K02034	bamb:BAPNAU_0824
ko:K03781	bamb:BAPNAU_0827
ko:K15555	bamb:BAPNAU_0830
ko:K15553	bamb:BAPNAU_0831
ko:K15554	bamb:BAPNAU_0832
ko:K04091	bamb:BAPNAU_0833
ko:K02954	bamb:BAPNAU_0834
ko:K03216	bamb:BAPNAU_0840
ko:K07180	bamb:BAPNAU_0844
ko:K09786	bamb:BAPNAU_0845
ko:K03809	bamb:BAPNAU_0849
ko:K01990	bamb:BAPNAU_0853
ko:K01992	bamb:BAPNAU_0855
ko:K02337	bamb:BAPNAU_1660
ko:K03093	bamb:BAPNAU_2442
ko:K10979	bamb:BAPNAU_2445
ko:K06213	bamb:BAPNAU_2452
ko:K16925	bamb:BAPNAU_2456
ko:K16786	bamb:BAPNAU_2457
ko:K16787	bamb:BAPNAU_2457
ko:K16785	bamb:BAPNAU_2458
ko:K13275	bamb:BAPNAU_2460
ko:K00549	bamb:BAPNAU_2461
ko:K05820	bamb:BAPNAU_2464
ko:K00147	bamb:BAPNAU_2472
ko:K00931	bamb:BAPNAU_2473
ko:K01433	bamb:BAPNAU_2474
ko:K07404	bamb:BAPNAU_2480
ko:K01297	bamb:BAPNAU_2484
ko:K16199	bamb:BAPNAU_2485
ko:K16202	bamb:BAPNAU_2486
ko:K16201	bamb:BAPNAU_2487
ko:K16200	bamb:BAPNAU_2488
ko:K16203	bamb:BAPNAU_2489
