ko:K13613	bamy:V529_16600
ko:K07552	bamy:V529_37670
ko:K02205	bamy:V529_37680
ko:K00294	bamy:V529_37700
ko:K00260	bamy:V529_37720
ko:K01790	bamy:V529_37780
ko:K00067	bamy:V529_37790
ko:K00973	bamy:V529_37810
ko:K07257	bamy:V529_37830
ko:K06305	bamy:V529_37890
ko:K03648	bamy:V529_37930
ko:K05967	bamy:V529_26120
ko:K02076	bamy:V529_26130
ko:K00782	bamy:V529_34080
ko:K05825	bamy:V529_34110
ko:K03303	bamy:V529_34130
ko:K03092	bamy:V529_34140
ko:K03929	bamy:V529_34320
ko:K13727	bamy:V529_34370
ko:K01193	bamy:V529_34480
ko:K02532	bamy:V529_34490
ko:K03484	bamy:V529_34500
ko:K01358	bamy:V529_34520
ko:K06966	bamy:V529_34560
ko:K03321	bamy:V529_34580
ko:K01673	bamy:V529_34590
ko:K00090	bamy:V529_34600
ko:K00161	bamy:V529_13990
ko:K00162	bamy:V529_14000
ko:K00627	bamy:V529_14010
ko:K10009	bamy:V529_03360
ko:K02424	bamy:V529_03370
ko:K03186	bamy:V529_03390
ko:K03305	bamy:V529_03430
ko:K06295	bamy:V529_03460
ko:K06297	bamy:V529_03470
ko:K06296	bamy:V529_03480
ko:K16961	bamy:V529_03510
ko:K16962	bamy:V529_03520
ko:K16963	bamy:V529_03530
ko:K02003	bamy:V529_03560
ko:K02004	bamy:V529_03570
ko:K00928	bamy:V529_03650
ko:K02015	bamy:V529_03660
ko:K02015	bamy:V529_03670
ko:K02013	bamy:V529_03680
ko:K02016	bamy:V529_03690
ko:K00375	bamy:V529_03750
ko:K07250	bamy:V529_03760
ko:K00135	bamy:V529_03770
ko:K05340	bamy:V529_03780
ko:K00034	bamy:V529_03790
ko:K14166	bamy:V529_03810
ko:K02799	bamy:V529_03840
ko:K02800	bamy:V529_03840
ko:K02798	bamy:V529_03850
ko:K00009	bamy:V529_03860
ko:K02372	bamy:V529_03870
ko:K07160	bamy:V529_03900
ko:K07507	bamy:V529_11660
ko:K00123	bamy:V529_11700
ko:K01719	bamy:V529_11750
ko:K02069	bamy:V529_11760
ko:K02068	bamy:V529_11770
ko:K03885	bamy:V529_11810
ko:K01812	bamy:V529_11820
ko:K03292	bamy:V529_11830
ko:K02529	bamy:V529_11840
ko:K00041	bamy:V529_11850
ko:K01685	bamy:V529_11860
ko:K07090	bamy:V529_11870
ko:K06359	bamy:V529_11890
ko:K03088	bamy:V529_12030
ko:K06389	bamy:V529_12130
ko:K06388	bamy:V529_12140
ko:K03306	bamy:V529_12160
ko:K07220	bamy:V529_12170
ko:K03294	bamy:V529_12180
ko:K15975	bamy:V529_12190
ko:K07727	bamy:V529_20830
ko:K02197	bamy:V529_21010
ko:K07727	bamy:V529_21050
ko:K03469	bamy:V529_21100
ko:K04773	bamy:V529_29360
ko:K00858	bamy:V529_29370
ko:K01895	bamy:V529_29390
ko:K03151	bamy:V529_29410
ko:K04487	bamy:V529_29420
ko:K03311	bamy:V529_29430
ko:K06286	bamy:V529_29440
ko:K04486	bamy:V529_29450
ko:K02986	bamy:V529_29490
ko:K00128	bamy:V529_29500
ko:K05916	bamy:V529_29520
ko:K05520	bamy:V529_29540
ko:K01866	bamy:V529_29630
ko:K01895	bamy:V529_29640
ko:K04766	bamy:V529_29650
ko:K04767	bamy:V529_29660
ko:K04768	bamy:V529_29670
ko:K02557	bamy:V529_29680
ko:K02556	bamy:V529_29690
ko:K02529	bamy:V529_29700
ko:K13853	bamy:V529_29710
ko:K01924	bamy:V529_29750
ko:K03466	bamy:V529_29760
ko:K06878	bamy:V529_29770
ko:K00027	bamy:V529_29830
ko:K00382	bamy:V529_14020
ko:K01092	bamy:V529_14110
ko:K06207	bamy:V529_14170
ko:K07175	bamy:V529_14210
ko:K01425	bamy:V529_14230
ko:K03588	bamy:V529_14250
ko:K01958	bamy:V529_14260
ko:K02259	bamy:V529_14270
ko:K02275	bamy:V529_14300
ko:K02274	bamy:V529_14310
ko:K02276	bamy:V529_14320
ko:K02862	bamy:V529_14340
ko:K00954	bamy:V529_14430
ko:K07001	bamy:V529_14450
ko:K07177	bamy:V529_14460
ko:K07040	bamy:V529_14480
ko:K02911	bamy:V529_14490
ko:K16169	bamy:V529_22920
ko:K03816	bamy:V529_22930
ko:K01299	bamy:V529_22940
ko:K07444	bamy:V529_22980
ko:K06327	bamy:V529_23010
ko:K07502	bamy:V529_23030
ko:K06877	bamy:V529_23040
ko:K06430	bamy:V529_23110
ko:K03700	bamy:V529_23130
ko:K05366	bamy:V529_23140
ko:K10773	bamy:V529_23160
ko:K02086	bamy:V529_23170
ko:K01893	bamy:V529_23180
ko:K00812	bamy:V529_23190
ko:K01579	bamy:V529_23230
ko:K01918	bamy:V529_23240
ko:K00606	bamy:V529_23250
ko:K03524	bamy:V529_23260
ko:K00974	bamy:V529_23270
ko:K01734	bamy:V529_23300
ko:K00215	bamy:V529_23310
ko:K01569	bamy:V529_23340
ko:K03888	bamy:V529_23370
ko:K03887	bamy:V529_23380
ko:K03886	bamy:V529_23390
ko:K07691	bamy:V529_31340
ko:K07680	bamy:V529_31350
ko:K02251	bamy:V529_31370
ko:K00763	bamy:V529_31420
ko:K06950	bamy:V529_31490
ko:K16216	bamy:V529_31500
ko:K03466	bamy:V529_31530
ko:K00259	bamy:V529_31580
ko:K04780	bamy:V529_31610
ko:K01252	bamy:V529_31620
ko:K02363	bamy:V529_31630
ko:K02361	bamy:V529_31640
ko:K00216	bamy:V529_31650
ko:K07017	bamy:V529_31660
ko:K03523	bamy:V529_31680
ko:K07084	bamy:V529_31690
ko:K01255	bamy:V529_31700
ko:K09775	bamy:V529_31710
ko:K03885	bamy:V529_31750
ko:K00364	bamy:V529_31790
ko:K01990	bamy:V529_31820
ko:K01992	bamy:V529_31830
ko:K03790	bamy:V529_31860
ko:K14189	bamy:V529_31880
ko:K13628	bamy:V529_31890
ko:K02939	bamy:V529_40200
ko:K06329	bamy:V529_40240
ko:K15986	bamy:V529_40260
ko:K00692	bamy:V529_40280
ko:K08987	bamy:V529_40330
ko:K01607	bamy:V529_40400
ko:K00019	bamy:V529_40420
ko:K01118	bamy:V529_40500
ko:K06888	bamy:V529_40530
ko:K07052	bamy:V529_40540
ko:K08369	bamy:V529_40550
ko:K01759	bamy:V529_40560
ko:K01142	bamy:V529_40580
ko:K13531	bamy:V529_40590
ko:K13530	bamy:V529_40600
ko:K02963	bamy:V529_40610
ko:K02990	bamy:V529_40630
ko:K06942	bamy:V529_40640
ko:K03147	bamy:V529_08330
ko:K02035	bamy:V529_08360
ko:K02033	bamy:V529_08370
ko:K02034	bamy:V529_08380
ko:K03781	bamy:V529_08410
ko:K07045	bamy:V529_08420
ko:K15555	bamy:V529_08440
ko:K15553	bamy:V529_08450
ko:K15554	bamy:V529_08460
ko:K04091	bamy:V529_08470
ko:K02954	bamy:V529_08490
ko:K03216	bamy:V529_08550
ko:K07180	bamy:V529_08600
ko:K09786	bamy:V529_08610
ko:K03809	bamy:V529_08650
ko:K01990	bamy:V529_08690
ko:K03704	bamy:V529_08720
ko:K02073	bamy:V529_08730
ko:K06956	bamy:V529_08750
ko:K01081	bamy:V529_08800
ko:K00615	bamy:V529_17370
ko:K09976	bamy:V529_17390
ko:K06196	bamy:V529_17410
ko:K03413	bamy:V529_17420
ko:K06335	bamy:V529_17450
ko:K06433	bamy:V529_17460
ko:K06432	bamy:V529_17470
ko:K01681	bamy:V529_17490
ko:K06431	bamy:V529_17520
ko:K06434	bamy:V529_17530
ko:K07107	bamy:V529_17540
ko:K08591	bamy:V529_17570
ko:K02622	bamy:V529_17590
ko:K02621	bamy:V529_17600
ko:K03310	bamy:V529_17630
ko:K00874	bamy:V529_17640
ko:K08322	bamy:V529_17650
ko:K01625	bamy:V529_17660
ko:K01686	bamy:V529_17670
ko:K02525	bamy:V529_17690
ko:K15924	bamy:V529_17830
ko:K15921	bamy:V529_17840
ko:K00645	bamy:V529_17890
ko:K00019	bamy:V529_17900
ko:K01029	bamy:V529_17910
ko:K01028	bamy:V529_17920
ko:K01151	bamy:V529_26160
ko:K18692	bamy:V529_26170
ko:K03527	bamy:V529_26190
ko:K06967	bamy:V529_26210
ko:K13300	bamy:V529_26220
ko:K03086	bamy:V529_26240
ko:K09768	bamy:V529_26260
ko:K09773	bamy:V529_26270
ko:K01879	bamy:V529_26290
ko:K01878	bamy:V529_26300
ko:K03584	bamy:V529_26310
ko:K01489	bamy:V529_26340
ko:K07042	bamy:V529_26360
ko:K07037	bamy:V529_26370
ko:K06438	bamy:V529_26390
ko:K07403	bamy:V529_26430
ko:K09117	bamy:V529_26440
ko:K02970	bamy:V529_26450
ko:K03324	bamy:V529_26460
ko:K09761	bamy:V529_26480
ko:K02687	bamy:V529_26490
ko:K03686	bamy:V529_26500
ko:K04043	bamy:V529_26510
ko:K03687	bamy:V529_26520
ko:K03705	bamy:V529_26530
ko:K03596	bamy:V529_26550
ko:K06385	bamy:V529_26570
ko:K06012	bamy:V529_26580
ko:K02968	bamy:V529_26590
ko:K02340	bamy:V529_26600
ko:K02238	bamy:V529_26620
ko:K02237	bamy:V529_26640
ko:K02239	bamy:V529_26650
ko:K09710	bamy:V529_26670
ko:K00675	bamy:V529_34620
ko:K11184	bamy:V529_34630
ko:K09762	bamy:V529_34640
ko:K06958	bamy:V529_34660
ko:K03574	bamy:V529_34670
ko:K00384	bamy:V529_34680
ko:K18104	bamy:V529_34740
ko:K11755	bamy:V529_34750
ko:K02500	bamy:V529_34760
ko:K01814	bamy:V529_34770
ko:K02501	bamy:V529_34780
ko:K01693	bamy:V529_34790
ko:K00013	bamy:V529_34800
ko:K00765	bamy:V529_34810
ko:K02502	bamy:V529_34820
ko:K06019	bamy:V529_34850
ko:K13292	bamy:V529_34860
ko:K06023	bamy:V529_34870
ko:K01443	bamy:V529_34880
ko:K02564	bamy:V529_34890
ko:K03710	bamy:V529_34900
ko:K08972	bamy:V529_34930
ko:K03701	bamy:V529_34980
ko:K03702	bamy:V529_34990
ko:K03797	bamy:V529_35060
ko:K09811	bamy:V529_35080
ko:K09812	bamy:V529_35090
ko:K12263	bamy:V529_35100
ko:K02836	bamy:V529_35120
ko:K03070	bamy:V529_35130
ko:K03439	bamy:V529_29850
ko:K00868	bamy:V529_37980
ko:K01193	bamy:V529_38000
ko:K02809	bamy:V529_38010
ko:K02810	bamy:V529_38010
ko:K03488	bamy:V529_38020
ko:K14647	bamy:V529_38040
ko:K05837	bamy:V529_38070
ko:K03829	bamy:V529_38080
ko:K02829	bamy:V529_38100
ko:K02828	bamy:V529_38110
ko:K02827	bamy:V529_38120
ko:K02826	bamy:V529_38130
ko:K00965	bamy:V529_38150
ko:K00849	bamy:V529_38160
ko:K16301	bamy:V529_38230
ko:K07224	bamy:V529_38240
ko:K00788	bamy:V529_38250
ko:K00878	bamy:V529_38260
ko:K06518	bamy:V529_38280
ko:K06969	bamy:V529_38330
ko:K01759	bamy:V529_38340
ko:K02761	bamy:V529_38350
ko:K01866	bamy:V529_38390
ko:K02548	bamy:V529_38410
ko:K03367	bamy:V529_38430
ko:K03739	bamy:V529_38440
ko:K14188	bamy:V529_38450
ko:K03740	bamy:V529_38460
ko:K00826	bamy:V529_38470
ko:K01222	bamy:V529_38480
ko:K18929	bamy:V529_34090
ko:K14230	bamy:V529_t00220
ko:K14230	bamy:V529_t00540
ko:K14230	bamy:V529_t00280
ko:K14219	bamy:V529_t00440
ko:K14219	bamy:V529_t00450
ko:K18928	bamy:V529_34100
ko:K18925	bamy:V529_12390
ko:K18907	bamy:V529_40470
ko:K10747	bamy:V529_20630
ko:K06147	bamy:V529_07840
ko:K11814	bamy:V529_16740
ko:K11815	bamy:V529_16730
ko:K01977	bamy:V529_r00040
ko:K01980	bamy:V529_r00050
ko:K14234	bamy:V529_t00100
ko:K01977	bamy:V529_r00210
ko:K14219	bamy:V529_t00200
ko:K14219	bamy:V529_t00600
ko:K14219	bamy:V529_t00420
ko:K14236	bamy:V529_t00110
ko:K14236	bamy:V529_t00320
ko:K14233	bamy:V529_t00140
ko:K14233	bamy:V529_t00470
ko:K14228	bamy:V529_t00190
ko:K14228	bamy:V529_t00380
ko:K14228	bamy:V529_t00610
ko:K14228	bamy:V529_t00390
ko:K14228	bamy:V529_t00630
ko:K14235	bamy:V529_t00330
ko:K14226	bamy:V529_t00340
ko:K14226	bamy:V529_t00510
ko:K14233	bamy:V529_t00250
ko:K14225	bamy:V529_t00360
ko:K14225	bamy:V529_t00620
ko:K14225	bamy:V529_t00210
ko:K14225	bamy:V529_t00400
ko:K14225	bamy:V529_t00500
ko:K14237	bamy:V529_t00090
ko:K14237	bamy:V529_t00270
ko:K14237	bamy:V529_t00660
ko:K14237	bamy:V529_t00410
ko:K14230	bamy:V529_t00060
ko:K14230	bamy:V529_t00570
ko:K14230	bamy:V529_t00560
ko:K14220	bamy:V529_t00130
ko:K14220	bamy:V529_t00480
ko:K14220	bamy:V529_t00240
ko:K14219	bamy:V529_t00680
ko:K01612	bamy:V529_03400
ko:K14231	bamy:V529_t00300
ko:K14231	bamy:V529_t00520
ko:K14231	bamy:V529_t00690
ko:K14218	bamy:V529_t00020
ko:K14218	bamy:V529_t00050
ko:K14218	bamy:V529_t00580
ko:K07171	bamy:V529_04620
ko:K14224	bamy:V529_t00150
ko:K14224	bamy:V529_t00070
ko:K14224	bamy:V529_t00460
ko:K14224	bamy:V529_t00710
ko:K14224	bamy:V529_t00260
ko:K14224	bamy:V529_t00080
ko:K13611	bamy:V529_16580
ko:K01971	bamy:V529_12680
ko:K14229	bamy:V529_t00170
ko:K14229	bamy:V529_t00720
ko:K14229	bamy:V529_t00640
ko:K18967	bamy:V529_08740
ko:K06147	bamy:V529_07830
ko:K06321	bamy:V529_21850
ko:K06320	bamy:V529_21870
ko:K06343	bamy:V529_11240
ko:K06340	bamy:V529_11270
ko:K02538	bamy:V529_27040
ko:K08191	bamy:V529_17700
ko:K06352	bamy:V529_11900
ko:K06420	bamy:V529_19960
ko:K06378	bamy:V529_24280
ko:K16247	bamy:V529_05780
ko:K06372	bamy:V529_25670
ko:K16960	bamy:V529_33380
ko:K16956	bamy:V529_33420
ko:K16593	bamy:V529_17940
ko:K06344	bamy:V529_11230
ko:K19005	bamy:V529_06870
ko:K06376	bamy:V529_12940
ko:K06437	bamy:V529_13570
ko:K09681	bamy:V529_18920
ko:K06323	bamy:V529_21830
ko:K03526	bamy:V529_26100
ko:K14742	bamy:V529_05600
ko:K03111	bamy:V529_40620
ko:K01233	bamy:V529_32340
ko:K03497	bamy:V529_40700
ko:K03496	bamy:V529_40710
ko:K03497	bamy:V529_40720
ko:K05593	bamy:V529_06690
ko:K08168	bamy:V529_26960
ko:K03111	bamy:V529_36190
ko:K04565	bamy:V529_19460
ko:K06979	bamy:V529_02450
ko:K03169	bamy:V529_04110
ko:K03502	bamy:V529_21640
ko:K18231	bamy:V529_05250
ko:K06289	bamy:V529_32790
ko:K19005	bamy:V529_07310
ko:K18979	bamy:V529_08530
ko:K13052	bamy:V529_00630
ko:K11639	bamy:V529_07200
ko:K01174	bamy:V529_21730
ko:K07816	bamy:V529_38400
ko:K06368	bamy:V529_02710
ko:K03429	bamy:V529_22110
ko:K15655	bamy:V529_03280
ko:K06361	bamy:V529_03620
ko:K06353	bamy:V529_03630
ko:K06367	bamy:V529_21620
ko:K11624	bamy:V529_05220
ko:K06595	bamy:V529_09980
ko:K06609	bamy:V529_05570
ko:K06415	bamy:V529_09010
ko:K19242	bamy:V529_09040
ko:K02483	bamy:V529_03590
ko:K19563	bamy:V529_17980
ko:K06292	bamy:V529_35610
ko:K06293	bamy:V529_35620
ko:K13037	bamy:V529_37620
ko:K06360	bamy:V529_36530
ko:K02032	bamy:V529_12330
ko:K02777	bamy:V529_23050
ko:K15662	bamy:V529_17870
ko:K11633	bamy:V529_39340
ko:K02253	bamy:V529_31360
ko:K00354	bamy:V529_24840
ko:K06355	bamy:V529_37240
ko:K13277	bamy:V529_38360
ko:K16699	bamy:V529_35370
ko:K19220	bamy:V529_19470
ko:K15663	bamy:V529_17860
ko:K00798	bamy:V529_32880
ko:K19223	bamy:V529_08980
ko:K19224	bamy:V529_09030
ko:K06345	bamy:V529_27750
ko:K11615	bamy:V529_31200
ko:K01897	bamy:V529_09960
ko:K01447	bamy:V529_12110
ko:K01710	bamy:V529_37800
ko:K11634	bamy:V529_39350
ko:K06288	bamy:V529_32780
ko:K01447	bamy:V529_11910
ko:K07149	bamy:V529_03340
ko:K16921	bamy:V529_30250
ko:K15640	bamy:V529_09940
ko:K15668	bamy:V529_18120
ko:K00634	bamy:V529_25100
ko:K06336	bamy:V529_25690
ko:K00632	bamy:V529_32520
ko:K16044	bamy:V529_33330
ko:K06291	bamy:V529_35600
ko:K16236	bamy:V529_39180
ko:K11620	bamy:V529_32850
ko:K16706	bamy:V529_35390
ko:K01227	bamy:V529_35580
ko:K06362	bamy:V529_36240
ko:K06364	bamy:V529_37230
ko:K15661	bamy:V529_17880
ko:K03339	bamy:V529_39360
ko:K07462	bamy:V529_20470
ko:K01785	bamy:V529_18180
ko:K19426	bamy:V529_34220
ko:K19433	bamy:V529_25710
ko:K00839	bamy:V529_32190
ko:K19285	bamy:V529_38060
ko:K19286	bamy:V529_03720
ko:K19424	bamy:V529_34250
ko:K06884	bamy:V529_04350
ko:K19302	bamy:V529_19780
ko:K00020	bamy:V529_13290
ko:K01585	bamy:V529_14060
ko:K02100	bamy:V529_33940
ko:K01567	bamy:V529_07590
ko:K01992	bamy:V529_04450
ko:K01992	bamy:V529_08710
ko:K01992	bamy:V529_33180
ko:K15667	bamy:V529_18130
ko:K15666	bamy:V529_18140
ko:K15665	bamy:V529_18150
ko:K03722	bamy:V529_22950
ko:K03722	bamy:V529_23220
ko:K19421	bamy:V529_34280
ko:K01046	bamy:V529_02640
ko:K04771	bamy:V529_32700
ko:K15664	bamy:V529_18160
ko:K01400	bamy:V529_14130
ko:K04771	bamy:V529_12230
ko:K19302	bamy:V529_07620
ko:K19405	bamy:V529_00870
ko:K00903	bamy:V529_34290
ko:K19302	bamy:V529_36370
ko:K19411	bamy:V529_00860
ko:K00525	bamy:V529_16820
ko:K19432	bamy:V529_38190
ko:K19419	bamy:V529_34240
ko:K19423	bamy:V529_34260
ko:K19425	bamy:V529_34230
ko:K03574	bamy:V529_30440
ko:K19428	bamy:V529_34190
ko:K19431	bamy:V529_34160
ko:K19418	bamy:V529_34200
ko:K02031	bamy:V529_10830
ko:K18567	bamy:V529_05460
ko:K19550	bamy:V529_37590
ko:K13614	bamy:V529_06620
ko:K13612	bamy:V529_16590
ko:K02032	bamy:V529_10840
ko:K06881	bamy:V529_29210
ko:K19577	bamy:V529_08060
ko:K03483	bamy:V529_04020
ko:K06440	bamy:V529_05190
ko:K11625	bamy:V529_05230
ko:K16248	bamy:V529_05800
ko:K13613	bamy:V529_06530
ko:K13613	bamy:V529_06550
ko:K13612	bamy:V529_06560
ko:K13613	bamy:V529_06590
ko:K13612	bamy:V529_06630
ko:K13613	bamy:V529_24740
ko:K00887	bamy:V529_26350
ko:K01906	bamy:V529_17990
ko:K21755	bamy:V529_03380
ko:K19548	bamy:V529_37630
ko:K19549	bamy:V529_37600
ko:K19547	bamy:V529_37640
ko:K19552	bamy:V529_37610
ko:K08164	bamy:V529_18840
ko:K19701	bamy:V529_33860
ko:K14218	bamy:V529_t00670
ko:K01258	bamy:V529_24930
ko:K14234	bamy:V529_t00650
ko:K14234	bamy:V529_t00310
ko:K13613	bamy:V529_06540
ko:K07119	bamy:V529_07050
ko:K00547	bamy:V529_10470
ko:K00297	bamy:V529_10470
ko:K19802	bamy:V529_12310
ko:K19955	bamy:V529_31030
ko:K01342	bamy:V529_09920
ko:K19955	bamy:V529_31020
ko:K05770	bamy:V529_30630
ko:K20074	bamy:V529_15160
ko:K18907	bamy:V529_10430
ko:K12132	bamy:V529_15170
ko:K20201	bamy:V529_36790
ko:K20116	bamy:V529_13230
ko:K20117	bamy:V529_13230
ko:K20118	bamy:V529_13230
ko:K21613	bamy:V529_03540
ko:K20492	bamy:V529_33600
ko:K20487	bamy:V529_33580
ko:K20488	bamy:V529_33590
ko:K20490	bamy:V529_33620
ko:K20491	bamy:V529_33610
ko:K20534	bamy:V529_12210
ko:K18889	bamy:V529_09310
ko:K08884	bamy:V529_00680
ko:K18890	bamy:V529_09320
ko:K20534	bamy:V529_08140
ko:K21759	bamy:V529_03410
ko:K22103	bamy:V529_36180
ko:K01179	bamy:V529_17790
ko:K20742	bamy:V529_12320
ko:K07258	bamy:V529_24020
ko:K01977	bamy:V529_r00070
ko:K01977	bamy:V529_r00160
ko:K01980	bamy:V529_r00080
ko:K01980	bamy:V529_r00110
ko:K01980	bamy:V529_r00140
ko:K01980	bamy:V529_r00170
ko:K01980	bamy:V529_r00200
ko:K01271	bamy:V529_13180
ko:K22106	bamy:V529_27100
ko:K21029	bamy:V529_13590
ko:K20895	bamy:V529_14730
ko:K03148	bamy:V529_11190
ko:K21064	bamy:V529_35660
ko:K08968	bamy:V529_29470
ko:K00821	bamy:V529_10690
ko:K21064	bamy:V529_03890
ko:K00435	bamy:V529_37580
ko:K02101	bamy:V529_28700
ko:K00526	bamy:V529_16830
ko:K03553	bamy:V529_16350
ko:K01520	bamy:V529_17270
ko:K02316	bamy:V529_26250
ko:K06217	bamy:V529_26380
ko:K01493	bamy:V529_26630
ko:K06904	bamy:V529_18430
ko:K07451	bamy:V529_18490
ko:K02315	bamy:V529_18710
ko:K03546	bamy:V529_10240
ko:K17733	bamy:V529_02700
ko:K00287	bamy:V529_20030
ko:K00560	bamy:V529_20040
ko:K01520	bamy:V529_20110
ko:K00857	bamy:V529_36910
ko:K00526	bamy:V529_20150
ko:K00526	bamy:V529_20170
ko:K00525	bamy:V529_20190
ko:K00525	bamy:V529_20200
ko:K00525	bamy:V529_20210
ko:K07474	bamy:V529_12040
ko:K00287	bamy:V529_22010
ko:K00560	bamy:V529_22020
ko:K06904	bamy:V529_22580
ko:K02314	bamy:V529_40090
ko:K05799	bamy:V529_34120
ko:K01297	bamy:V529_19200
ko:K05375	bamy:V529_31600
ko:K02031	bamy:V529_08390
ko:K21285	bamy:V529_35570
ko:K03328	bamy:V529_00580
ko:K03293	bamy:V529_02030
ko:K03293	bamy:V529_30350
ko:K00980	bamy:V529_35550
ko:K02483	bamy:V529_26900
ko:K02335	bamy:V529_29010
ko:K01759	bamy:V529_19820
ko:K21416	bamy:V529_07730
ko:K03293	bamy:V529_34000
ko:K21417	bamy:V529_07740
ko:K13281	bamy:V529_37040
ko:K06607	bamy:V529_39470
ko:K21405	bamy:V529_07770
ko:K21464	bamy:V529_37340
ko:K21481	bamy:V529_09740
ko:K21465	bamy:V529_26040
ko:K21467	bamy:V529_03990
ko:K21468	bamy:V529_27250
ko:K09809	bamy:V529_35530
ko:K21567	bamy:V529_03110
ko:K21487	bamy:V529_19080
ko:K21494	bamy:V529_36040
ko:K21601	bamy:V529_03820
ko:K21494	bamy:V529_36030
ko:K21488	bamy:V529_04750
ko:K21600	bamy:V529_33320
ko:K21567	bamy:V529_31770
ko:K21488	bamy:V529_19070
ko:K21493	bamy:V529_36050
ko:K21745	bamy:V529_05070
ko:K11923	bamy:V529_09140
ko:K21701	bamy:V529_01730
ko:K21802	bamy:V529_06950
ko:K21902	bamy:V529_07000
ko:K21935	bamy:V529_21760
ko:K06299	bamy:V529_31460
ko:K21959	bamy:V529_18870
ko:K18244	bamy:V529_25160
ko:K00680	bamy:V529_33430
ko:K22043	bamy:V529_19150
ko:K21960	bamy:V529_33440
ko:K21993	bamy:V529_27140
ko:K00754	bamy:V529_23280
ko:K01463	bamy:V529_23290
ko:K22135	bamy:V529_19540
ko:K22136	bamy:V529_14530
ko:K14274	bamy:V529_32930
ko:K03595	bamy:V529_26330
ko:K22132	bamy:V529_27500
ko:K22109	bamy:V529_30720
ko:K01932	bamy:V529_35730
ko:K22116	bamy:V529_35720
ko:K03547	bamy:V529_09530
ko:K22230	bamy:V529_30810
ko:K22278	bamy:V529_26770
ko:K03077	bamy:V529_28710
ko:K22301	bamy:V529_33670
ko:K22299	bamy:V529_33560
ko:K01486	bamy:V529_13830
ko:K02257	bamy:V529_07880
ko:K02257	bamy:V529_14280
ko:K22299	bamy:V529_33550
ko:K22301	bamy:V529_33720
ko:K03574	bamy:V529_04180
ko:K09988	bamy:V529_04050
ko:K13566	bamy:V529_12870
ko:K18672	bamy:V529_19500
ko:K22441	bamy:V529_34360
