ko:K03429	btb:BMB171_C0436
ko:K01439	btb:BMB171_C4343
ko:K03455	btb:BMB171_C4380
ko:K02004	btb:BMB171_C4383
ko:K02004	btb:BMB171_C4461
ko:K01777	btb:BMB171_C0784
ko:K02480	btb:BMB171_C1993
ko:K02476	btb:BMB171_C0479
ko:K07284	btb:BMB171_C0600
ko:K07284	btb:BMB171_C4447
ko:K01436	btb:BMB171_C0619
ko:K01436	btb:BMB171_C1215
ko:K01271	btb:BMB171_C3542
ko:K10947	btb:BMB171_C3363
ko:K02051	btb:BMB171_C4420
ko:K10041	btb:BMB171_C0561
ko:K02030	btb:BMB171_C0344
ko:K02028	btb:BMB171_C0345
ko:K02035	btb:BMB171_C0179
ko:K02035	btb:BMB171_C0203
ko:K02035	btb:BMB171_C0787
ko:K02035	btb:BMB171_C1045
ko:K01992	btb:BMB171_C0455
ko:K01992	btb:BMB171_C2238
ko:K01992	btb:BMB171_C2606
ko:K00344	btb:BMB171_C3068
ko:K00344	btb:BMB171_C3155
ko:K12263	btb:BMB171_C4771
ko:K13075	btb:BMB171_C3134
ko:K07260	btb:BMB171_C2970
ko:K01915	btb:BMB171_C3378
ko:K03665	btb:BMB171_C3381
ko:K06413	btb:BMB171_C3383
ko:K03666	btb:BMB171_C3386
ko:K00791	btb:BMB171_C3387
ko:K02768	btb:BMB171_C3390
ko:K02769	btb:BMB171_C3390
ko:K02770	btb:BMB171_C3390
ko:K08976	btb:BMB171_C3394
ko:K07137	btb:BMB171_C3434
ko:K03572	btb:BMB171_C3437
ko:K03555	btb:BMB171_C3438
ko:K06328	btb:BMB171_C3439
ko:K06168	btb:BMB171_C3441
ko:K00175	btb:BMB171_C3442
ko:K00174	btb:BMB171_C3443
ko:K01273	btb:BMB171_C3444
ko:K06416	btb:BMB171_C3445
ko:K09769	btb:BMB171_C3446
ko:K00995	btb:BMB171_C3450
ko:K02600	btb:BMB171_C3481
ko:K09748	btb:BMB171_C3482
ko:K03763	btb:BMB171_C3483
ko:K01881	btb:BMB171_C3484
ko:K00099	btb:BMB171_C3486
ko:K00981	btb:BMB171_C3487
ko:K00806	btb:BMB171_C3488
ko:K02838	btb:BMB171_C3489
ko:K09903	btb:BMB171_C3490
ko:K02357	btb:BMB171_C3491
ko:K02967	btb:BMB171_C3492
ko:K03706	btb:BMB171_C3493
ko:K03667	btb:BMB171_C3494
ko:K01419	btb:BMB171_C3495
ko:K03733	btb:BMB171_C3496
ko:K04094	btb:BMB171_C3497
ko:K03168	btb:BMB171_C3498
ko:K04096	btb:BMB171_C3499
ko:K01902	btb:BMB171_C3500
ko:K01903	btb:BMB171_C3501
ko:K03470	btb:BMB171_C3502
ko:K03100	btb:BMB171_C3504
ko:K02884	btb:BMB171_C3505
ko:K00554	btb:BMB171_C3506
ko:K02860	btb:BMB171_C3507
ko:K00604	btb:BMB171_C3531
ko:K01462	btb:BMB171_C3532
ko:K04066	btb:BMB171_C3533
ko:K13038	btb:BMB171_C3534
ko:K03060	btb:BMB171_C3535
ko:K00942	btb:BMB171_C3536
ko:K09777	btb:BMB171_C3537
ko:K00762	btb:BMB171_C3547
ko:K01591	btb:BMB171_C3548
ko:K01955	btb:BMB171_C3551
ko:K01956	btb:BMB171_C3552
ko:K01465	btb:BMB171_C3553
ko:K00609	btb:BMB171_C3554
ko:K02825	btb:BMB171_C3556
ko:K06180	btb:BMB171_C3557
ko:K03101	btb:BMB171_C3558
ko:K01870	btb:BMB171_C3560
ko:K04074	btb:BMB171_C3561
ko:K03438	btb:BMB171_C3582
ko:K00077	btb:BMB171_C3584
ko:K02911	btb:BMB171_C3587
ko:K07040	btb:BMB171_C3588
ko:K07001	btb:BMB171_C3591
ko:K00954	btb:BMB171_C3593
ko:K02276	btb:BMB171_C3606
ko:K02275	btb:BMB171_C3609
ko:K02259	btb:BMB171_C3611
ko:K03588	btb:BMB171_C3613
ko:K07175	btb:BMB171_C3616
ko:K00162	btb:BMB171_C3635
ko:K00161	btb:BMB171_C3636
ko:K01462	btb:BMB171_C3637
ko:K00426	btb:BMB171_C3642
ko:K05823	btb:BMB171_C3643
ko:K09776	btb:BMB171_C3647
ko:K00937	btb:BMB171_C3657
ko:K00549	btb:BMB171_C3667
ko:K07697	btb:BMB171_C3672
ko:K00019	btb:BMB171_C3694
ko:K08963	btb:BMB171_C3696
ko:K00899	btb:BMB171_C3697
ko:K08965	btb:BMB171_C3700
ko:K08966	btb:BMB171_C3701
ko:K08967	btb:BMB171_C3703
ko:K03710	btb:BMB171_C3716
ko:K01443	btb:BMB171_C3718
ko:K06024	btb:BMB171_C3721
ko:K05896	btb:BMB171_C3722
ko:K03523	btb:BMB171_C3302
ko:K06999	btb:BMB171_C3313
ko:K07736	btb:BMB171_C3318
ko:K01468	btb:BMB171_C3320
ko:K01712	btb:BMB171_C3321
ko:K01745	btb:BMB171_C3322
ko:K09683	btb:BMB171_C3324
ko:K07090	btb:BMB171_C3343
ko:K00615	btb:BMB171_C3352
ko:K02042	btb:BMB171_C3353
ko:K02042	btb:BMB171_C3354
ko:K02041	btb:BMB171_C3355
ko:K02044	btb:BMB171_C3356
ko:K01356	btb:BMB171_C3360
ko:K01356	btb:BMB171_C3377
ko:K03530	btb:BMB171_C3401
ko:K02013	btb:BMB171_C3407
ko:K02015	btb:BMB171_C3408
ko:K02015	btb:BMB171_C3409
ko:K02016	btb:BMB171_C3410
ko:K01142	btb:BMB171_C3412
ko:K13530	btb:BMB171_C3413
ko:K13531	btb:BMB171_C3414
ko:K01247	btb:BMB171_C3415
ko:K02563	btb:BMB171_C3421
ko:K07335	btb:BMB171_C3460
ko:K03710	btb:BMB171_C3461
ko:K03466	btb:BMB171_C3462
ko:K01714	btb:BMB171_C3465
ko:K00928	btb:BMB171_C3466
ko:K00133	btb:BMB171_C3467
ko:K06411	btb:BMB171_C3468
ko:K06410	btb:BMB171_C3469
ko:K00962	btb:BMB171_C3473
ko:K11753	btb:BMB171_C3474
ko:K02834	btb:BMB171_C3476
ko:K02519	btb:BMB171_C3478
ko:K07742	btb:BMB171_C3480
ko:K06960	btb:BMB171_C3508
ko:K02959	btb:BMB171_C3509
ko:K03106	btb:BMB171_C3510
ko:K03110	btb:BMB171_C3512
ko:K03529	btb:BMB171_C3513
ko:K03685	btb:BMB171_C3514
ko:K02078	btb:BMB171_C3515
ko:K00645	btb:BMB171_C3517
ko:K03621	btb:BMB171_C3518
ko:K03655	btb:BMB171_C3520
ko:K02902	btb:BMB171_C3523
ko:K01783	btb:BMB171_C3525
ko:K06949	btb:BMB171_C3526
ko:K06941	btb:BMB171_C3529
ko:K03500	btb:BMB171_C3530
ko:K09772	btb:BMB171_C3563
ko:K06997	btb:BMB171_C3564
ko:K05810	btb:BMB171_C3565
ko:K03091	btb:BMB171_C3567
ko:K03091	btb:BMB171_C3568
ko:K06383	btb:BMB171_C3569
ko:K03531	btb:BMB171_C3570
ko:K03590	btb:BMB171_C3571
ko:K03589	btb:BMB171_C3572
ko:K00075	btb:BMB171_C3573
ko:K02563	btb:BMB171_C3574
ko:K03588	btb:BMB171_C3575
ko:K01925	btb:BMB171_C3576
ko:K01000	btb:BMB171_C3577
ko:K01928	btb:BMB171_C3578
ko:K08384	btb:BMB171_C3579
ko:K06207	btb:BMB171_C3621
ko:K00686	btb:BMB171_C3628
ko:K00382	btb:BMB171_C3633
ko:K00627	btb:BMB171_C3634
ko:K01126	btb:BMB171_C3829
ko:K02039	btb:BMB171_C3935
ko:K02036	btb:BMB171_C3936
ko:K02038	btb:BMB171_C3937
ko:K02037	btb:BMB171_C3938
ko:K02040	btb:BMB171_C3939
ko:K04564	btb:BMB171_C3942
ko:K06012	btb:BMB171_C3985
ko:K02968	btb:BMB171_C3986
ko:K02340	btb:BMB171_C3987
ko:K02237	btb:BMB171_C3991
ko:K02239	btb:BMB171_C3992
ko:K09710	btb:BMB171_C3994
ko:K00969	btb:BMB171_C3996
ko:K07574	btb:BMB171_C3997
ko:K00014	btb:BMB171_C3998
ko:K07015	btb:BMB171_C4000
ko:K01613	btb:BMB171_C4001
ko:K03091	btb:BMB171_C4002
ko:K03624	btb:BMB171_C4041
ko:K00876	btb:BMB171_C4042
ko:K08303	btb:BMB171_C4043
ko:K08303	btb:BMB171_C4044
ko:K07082	btb:BMB171_C4046
ko:K07447	btb:BMB171_C4048
ko:K01872	btb:BMB171_C4050
ko:K03581	btb:BMB171_C4058
ko:K00566	btb:BMB171_C4060
ko:K04487	btb:BMB171_C4061
ko:K07478	btb:BMB171_C4063
ko:K01876	btb:BMB171_C4066
ko:K01892	btb:BMB171_C4067
ko:K07560	btb:BMB171_C4069
ko:K00759	btb:BMB171_C4071
ko:K02859	btb:BMB171_C3724
ko:K06408	btb:BMB171_C3728
ko:K06407	btb:BMB171_C3729
ko:K06407	btb:BMB171_C3730
ko:K06406	btb:BMB171_C3731
ko:K06405	btb:BMB171_C3732
ko:K06404	btb:BMB171_C3733
ko:K06403	btb:BMB171_C3734
ko:K03308	btb:BMB171_C3736
ko:K03091	btb:BMB171_C3737
ko:K06379	btb:BMB171_C3738
ko:K09807	btb:BMB171_C3747
ko:K06901	btb:BMB171_C3748
ko:K03284	btb:BMB171_C3749
ko:K00756	btb:BMB171_C3750
ko:K01839	btb:BMB171_C3753
ko:K00794	btb:BMB171_C3778
ko:K01012	btb:BMB171_C3780
ko:K02169	btb:BMB171_C3781
ko:K02170	btb:BMB171_C3782
ko:K01935	btb:BMB171_C3784
ko:K00833	btb:BMB171_C3785
ko:K03315	btb:BMB171_C3787
ko:K00930	btb:BMB171_C3793
ko:K00620	btb:BMB171_C3794
ko:K00145	btb:BMB171_C3795
ko:K07124	btb:BMB171_C3797
ko:K00286	btb:BMB171_C3799
ko:K01752	btb:BMB171_C3800
ko:K01752	btb:BMB171_C3801
ko:K01531	btb:BMB171_C3805
ko:K07507	btb:BMB171_C3806
ko:K02346	btb:BMB171_C3807
ko:K03790	btb:BMB171_C3809
ko:K09699	btb:BMB171_C3820
ko:K00167	btb:BMB171_C3821
ko:K00166	btb:BMB171_C3822
ko:K00382	btb:BMB171_C3823
ko:K07699	btb:BMB171_C3832
ko:K06399	btb:BMB171_C3833
ko:K03402	btb:BMB171_C3835
ko:K06442	btb:BMB171_C3836
ko:K01662	btb:BMB171_C3837
ko:K03602	btb:BMB171_C3839
ko:K03601	btb:BMB171_C3840
ko:K01491	btb:BMB171_C3841
ko:K03625	btb:BMB171_C3842
ko:K02160	btb:BMB171_C3845
ko:K06397	btb:BMB171_C3846
ko:K06396	btb:BMB171_C3847
ko:K06394	btb:BMB171_C3849
ko:K06393	btb:BMB171_C3850
ko:K06391	btb:BMB171_C3851
ko:K06390	btb:BMB171_C3852
ko:K02356	btb:BMB171_C3855
ko:K03786	btb:BMB171_C3857
ko:K03716	btb:BMB171_C3863
ko:K03800	btb:BMB171_C3866
ko:K00283	btb:BMB171_C3876
ko:K00282	btb:BMB171_C3877
ko:K00605	btb:BMB171_C3878
ko:K07228	btb:BMB171_C4657
ko:K03310	btb:BMB171_C4658
ko:K09990	btb:BMB171_C3892
ko:K13531	btb:BMB171_C3893
ko:K13530	btb:BMB171_C3894
ko:K00891	btb:BMB171_C3902
ko:K00472	btb:BMB171_C3904
ko:K06956	btb:BMB171_C3914
ko:K02563	btb:BMB171_C3921
ko:K09816	btb:BMB171_C3947
ko:K09817	btb:BMB171_C3948
ko:K01151	btb:BMB171_C3950
ko:K03527	btb:BMB171_C3953
ko:K06967	btb:BMB171_C3955
ko:K03086	btb:BMB171_C3957
ko:K09773	btb:BMB171_C3961
ko:K03584	btb:BMB171_C3963
ko:K07042	btb:BMB171_C3968
ko:K07037	btb:BMB171_C3969
ko:K06438	btb:BMB171_C3971
ko:K09117	btb:BMB171_C3973
ko:K09761	btb:BMB171_C3976
ko:K02687	btb:BMB171_C3977
ko:K03686	btb:BMB171_C3978
ko:K04043	btb:BMB171_C3979
ko:K03687	btb:BMB171_C3980
ko:K03705	btb:BMB171_C3981
ko:K03596	btb:BMB171_C3984
ko:K03797	btb:BMB171_C4768
ko:K09811	btb:BMB171_C4769
ko:K09812	btb:BMB171_C4770
ko:K02836	btb:BMB171_C4772
ko:K03070	btb:BMB171_C4773
ko:K00500	btb:BMB171_C4020
ko:K02013	btb:BMB171_C4028
ko:K02015	btb:BMB171_C4029
ko:K02016	btb:BMB171_C4030
ko:K04072	btb:BMB171_C4032
ko:K01421	btb:BMB171_C4815
ko:K00425	btb:BMB171_C4819
ko:K00426	btb:BMB171_C4820
ko:K03893	btb:BMB171_C4821
ko:K03147	btb:BMB171_C4822
ko:K03303	btb:BMB171_C4823
ko:K00824	btb:BMB171_C4828
ko:K07462	btb:BMB171_C4072
ko:K12257	btb:BMB171_C4074
ko:K06409	btb:BMB171_C4076
ko:K03210	btb:BMB171_C4078
ko:K00773	btb:BMB171_C4079
ko:K07568	btb:BMB171_C4080
ko:K03551	btb:BMB171_C4081
ko:K03550	btb:BMB171_C4082
ko:K02016	btb:BMB171_C4083
ko:K06318	btb:BMB171_C4084
ko:K03517	btb:BMB171_C4090
ko:K02474	btb:BMB171_C4869
ko:K12990	btb:BMB171_C4870
ko:K00963	btb:BMB171_C4874
ko:K02372	btb:BMB171_C4879
ko:K03569	btb:BMB171_C4880
ko:K06283	btb:BMB171_C4881
ko:K06386	btb:BMB171_C4882
ko:K06381	btb:BMB171_C4886
ko:K00790	btb:BMB171_C4887
ko:K00343	btb:BMB171_C4889
ko:K00342	btb:BMB171_C4890
ko:K00341	btb:BMB171_C4891
ko:K00340	btb:BMB171_C4892
ko:K00339	btb:BMB171_C4893
ko:K00338	btb:BMB171_C4894
ko:K00337	btb:BMB171_C4895
ko:K00333	btb:BMB171_C4896
ko:K00332	btb:BMB171_C4897
ko:K02337	btb:BMB171_C4246
ko:K01866	btb:BMB171_C4300
ko:K01895	btb:BMB171_C4302
ko:K04766	btb:BMB171_C4303
ko:K04768	btb:BMB171_C4305
ko:K03282	btb:BMB171_C4311
ko:K02529	btb:BMB171_C4314
ko:K03636	btb:BMB171_C4356
ko:K03753	btb:BMB171_C4358
ko:K03750	btb:BMB171_C4359
ko:K03637	btb:BMB171_C4360
ko:K03639	btb:BMB171_C4362
ko:K00641	btb:BMB171_C4371
ko:K07173	btb:BMB171_C4431
ko:K01673	btb:BMB171_C4432
ko:K02003	btb:BMB171_C4467
ko:K13653	btb:BMB171_C4468
ko:K00874	btb:BMB171_C4483
ko:K01042	btb:BMB171_C4485
ko:K01465	btb:BMB171_C4486
ko:K01911	btb:BMB171_C4491
ko:K01661	btb:BMB171_C4492
ko:K02551	btb:BMB171_C4494
ko:K07507	btb:BMB171_C4510
ko:K01810	btb:BMB171_C4513
ko:K09779	btb:BMB171_C4514
ko:K06347	btb:BMB171_C4524
ko:K06348	btb:BMB171_C4525
ko:K01880	btb:BMB171_C4529
ko:K07084	btb:BMB171_C3770
ko:K11752	btb:BMB171_C3775
ko:K00793	btb:BMB171_C3776
ko:K01778	btb:BMB171_C4551
ko:K03885	btb:BMB171_C4554
ko:K02068	btb:BMB171_C4556
ko:K02069	btb:BMB171_C4557
ko:K06193	btb:BMB171_C4558
ko:K03644	btb:BMB171_C4583
ko:K09014	btb:BMB171_C4588
ko:K00263	btb:BMB171_C3825
ko:K07516	btb:BMB171_C4613
ko:K00318	btb:BMB171_C4616
ko:K03217	btb:BMB171_C4631
ko:K01874	btb:BMB171_C4646
ko:K06911	btb:BMB171_C4652
ko:K04047	btb:BMB171_C4659
ko:K06966	btb:BMB171_C4661
ko:K02217	btb:BMB171_C4663
ko:K07148	btb:BMB171_C4664
ko:K11535	btb:BMB171_C4665
ko:K03310	btb:BMB171_C4667
ko:K03310	btb:BMB171_C4668
ko:K07118	btb:BMB171_C4669
ko:K03885	btb:BMB171_C4676
ko:K01866	btb:BMB171_C4677
ko:K00075	btb:BMB171_C4678
ko:K06199	btb:BMB171_C4682
ko:K13256	btb:BMB171_C4688
ko:K02013	btb:BMB171_C4693
ko:K02015	btb:BMB171_C4694
ko:K02015	btb:BMB171_C4695
ko:K02016	btb:BMB171_C4696
ko:K03664	btb:BMB171_C4700
ko:K12573	btb:BMB171_C4701
ko:K03928	btb:BMB171_C4702
ko:K03075	btb:BMB171_C4703
ko:K01689	btb:BMB171_C4725
ko:K01803	btb:BMB171_C4728
ko:K00927	btb:BMB171_C4729
ko:K00134	btb:BMB171_C4730
ko:K05311	btb:BMB171_C4731
ko:K03092	btb:BMB171_C4733
ko:K06405	btb:BMB171_C4736
ko:K06406	btb:BMB171_C4737
ko:K06407	btb:BMB171_C4738
ko:K01358	btb:BMB171_C4740
ko:K11184	btb:BMB171_C4741
ko:K06958	btb:BMB171_C4744
ko:K00384	btb:BMB171_C4747
ko:K06019	btb:BMB171_C4750
ko:K13292	btb:BMB171_C4751
ko:K08972	btb:BMB171_C4753
ko:K03701	btb:BMB171_C4754
ko:K03702	btb:BMB171_C4755
ko:K05808	btb:BMB171_C4781
ko:K03704	btb:BMB171_C4782
ko:K00012	btb:BMB171_C4793
ko:K07240	btb:BMB171_C4798
ko:K02759	btb:BMB171_C4801
ko:K02761	btb:BMB171_C4802
ko:K02760	btb:BMB171_C4803
ko:K00797	btb:BMB171_C4804
ko:K02759	btb:BMB171_C4805
ko:K02761	btb:BMB171_C4806
ko:K02760	btb:BMB171_C4807
ko:K02250	btb:BMB171_C4846
ko:K02003	btb:BMB171_C4850
ko:K02445	btb:BMB171_C4852
ko:K02012	btb:BMB171_C4853
ko:K00067	btb:BMB171_C4863
ko:K01790	btb:BMB171_C4864
ko:K00973	btb:BMB171_C4865
ko:K02970	btb:BMB171_C3974
ko:K00331	btb:BMB171_C4899
ko:K00330	btb:BMB171_C4900
ko:K02114	btb:BMB171_C4904
ko:K02112	btb:BMB171_C4905
ko:K02115	btb:BMB171_C4906
ko:K02111	btb:BMB171_C4907
ko:K02113	btb:BMB171_C4908
ko:K02109	btb:BMB171_C4909
ko:K02110	btb:BMB171_C4910
ko:K02108	btb:BMB171_C4911
ko:K00761	btb:BMB171_C4912
ko:K00600	btb:BMB171_C4913
ko:K01808	btb:BMB171_C4915
ko:K03311	btb:BMB171_C4195
ko:K06182	btb:BMB171_C4197
ko:K07456	btb:BMB171_C4198
ko:K02347	btb:BMB171_C4199
ko:K09888	btb:BMB171_C4201
ko:K01893	btb:BMB171_C4205
ko:K01890	btb:BMB171_C4206
ko:K01889	btb:BMB171_C4207
ko:K03437	btb:BMB171_C4208
ko:K06426	btb:BMB171_C4209
ko:K06950	btb:BMB171_C4210
ko:K02887	btb:BMB171_C4217
ko:K02520	btb:BMB171_C4218
ko:K01868	btb:BMB171_C4219
ko:K07738	btb:BMB171_C4223
ko:K01611	btb:BMB171_C4224
ko:K00134	btb:BMB171_C4226
ko:K00859	btb:BMB171_C4227
ko:K07636	btb:BMB171_C4231
ko:K00024	btb:BMB171_C4235
ko:K00031	btb:BMB171_C4236
ko:K01647	btb:BMB171_C4237
ko:K00873	btb:BMB171_C4240
ko:K00850	btb:BMB171_C4241
ko:K00259	btb:BMB171_C4263
ko:K01755	btb:BMB171_C4269
ko:K01940	btb:BMB171_C4270
ko:K00925	btb:BMB171_C4277
ko:K11065	btb:BMB171_C4279
ko:K00858	btb:BMB171_C4282
ko:K01895	btb:BMB171_C4285
ko:K03151	btb:BMB171_C4287
ko:K04487	btb:BMB171_C4288
ko:K01761	btb:BMB171_C4294
ko:K02986	btb:BMB171_C4295
ko:K01924	btb:BMB171_C4326
ko:K00763	btb:BMB171_C4327
ko:K03466	btb:BMB171_C4328
ko:K01448	btb:BMB171_C4329
ko:K06878	btb:BMB171_C4331
ko:K03439	btb:BMB171_C4339
ko:K01975	btb:BMB171_C4342
ko:K07007	btb:BMB171_C4346
ko:K01869	btb:BMB171_C4378
ko:K07228	btb:BMB171_C4381
ko:K02003	btb:BMB171_C4384
ko:K07139	btb:BMB171_C4388
ko:K01779	btb:BMB171_C4390
ko:K03752	btb:BMB171_C4399
ko:K03638	btb:BMB171_C4400
ko:K00789	btb:BMB171_C4402
ko:K01610	btb:BMB171_C4403
ko:K00425	btb:BMB171_C4433
ko:K00426	btb:BMB171_C4434
ko:K03969	btb:BMB171_C4441
ko:K04759	btb:BMB171_C4443
ko:K00760	btb:BMB171_C4451
ko:K02548	btb:BMB171_C4496
ko:K03704	btb:BMB171_C4498
ko:K00688	btb:BMB171_C4502
ko:K00703	btb:BMB171_C4503
ko:K00975	btb:BMB171_C4504
ko:K00975	btb:BMB171_C4505
ko:K03523	btb:BMB171_C4532
ko:K00963	btb:BMB171_C4533
ko:K01255	btb:BMB171_C4536
ko:K03885	btb:BMB171_C4540
ko:K11717	btb:BMB171_C4590
ko:K09015	btb:BMB171_C4591
ko:K09013	btb:BMB171_C4592
ko:K02073	btb:BMB171_C4593
ko:K02073	btb:BMB171_C4594
ko:K02072	btb:BMB171_C4595
ko:K02071	btb:BMB171_C4596
ko:K07476	btb:BMB171_C4599
ko:K02437	btb:BMB171_C4600
ko:K01776	btb:BMB171_C4142
ko:K06188	btb:BMB171_C4153
ko:K02557	btb:BMB171_C4158
ko:K02556	btb:BMB171_C4159
ko:K07107	btb:BMB171_C4161
ko:K00240	btb:BMB171_C4162
ko:K00239	btb:BMB171_C4163
ko:K03703	btb:BMB171_C4166
ko:K03671	btb:BMB171_C4167
ko:K03522	btb:BMB171_C4168
ko:K03521	btb:BMB171_C4169
ko:K13770	btb:BMB171_C4171
ko:K02016	btb:BMB171_C4174
ko:K02015	btb:BMB171_C4175
ko:K01962	btb:BMB171_C4242
ko:K01963	btb:BMB171_C4243
ko:K13653	btb:BMB171_P0019
ko:K00285	btb:BMB171_P0145
ko:K15973	btb:BMB171_C1180
ko:K01551	btb:BMB171_P0198
ko:K03823	btb:BMB171_P0204
ko:K06188	btb:BMB171_P0207
ko:K03671	btb:BMB171_P0239
ko:K02029	btb:BMB171_P0242
ko:K06385	btb:BMB171_P0250
ko:K06312	btb:BMB171_P0258
ko:K06969	btb:BMB171_C4186
ko:K08600	btb:BMB171_C4188
ko:K02013	btb:BMB171_C4189
ko:K02015	btb:BMB171_C4190
ko:K02016	btb:BMB171_C4191
ko:K01126	btb:BMB171_C4969
ko:K01821	btb:BMB171_C4973
ko:K06885	btb:BMB171_C4974
ko:K02016	btb:BMB171_C4975
ko:K02013	btb:BMB171_C4976
ko:K02015	btb:BMB171_C4977
ko:K02015	btb:BMB171_C4978
ko:K06305	btb:BMB171_C4985
ko:K03648	btb:BMB171_C4992
ko:K00003	btb:BMB171_C4998
ko:K00651	btb:BMB171_C4999
ko:K01740	btb:BMB171_C5000
ko:K01118	btb:BMB171_C5004
ko:K00783	btb:BMB171_C5059
ko:K01939	btb:BMB171_C5067
ko:K02939	btb:BMB171_C5069
ko:K02963	btb:BMB171_C5072
ko:K02990	btb:BMB171_C5074
ko:K06942	btb:BMB171_C5075
ko:K03501	btb:BMB171_C5082
ko:K03495	btb:BMB171_C5083
ko:K03650	btb:BMB171_C5084
ko:K03217	btb:BMB171_C5086
ko:K03536	btb:BMB171_C5087
ko:K02914	btb:BMB171_C5088
ko:K01919	btb:BMB171_P0005
ko:K01070	btb:BMB171_P0007
ko:K06312	btb:BMB171_P0025
ko:K03100	btb:BMB171_P0068
ko:K03337	btb:BMB171_P0127
ko:K07038	btb:BMB171_P0156
ko:K01652	btb:BMB171_P0164
ko:K06160	btb:BMB171_P0169
ko:K07089	btb:BMB171_P0215
ko:K13292	btb:BMB171_P0229
ko:K06200	btb:BMB171_C5010
ko:K08369	btb:BMB171_C5012
ko:K05946	btb:BMB171_C5014
ko:K12267	btb:BMB171_C5031
ko:K05339	btb:BMB171_C5033
ko:K05338	btb:BMB171_C5034
ko:K07704	btb:BMB171_C5036
ko:K00491	btb:BMB171_C5040
ko:K04564	btb:BMB171_C5041
ko:K03666	btb:BMB171_P0015
ko:K08591	btb:BMB171_C3279
ko:K07107	btb:BMB171_C3281
ko:K06306	btb:BMB171_C3283
ko:K11068	btb:BMB171_C5045
ko:K00364	btb:BMB171_C5048
ko:K00102	btb:BMB171_C3177
ko:K07559	btb:BMB171_C2717
ko:K03574	btb:BMB171_C0463
ko:K03574	btb:BMB171_C2747
ko:K03574	btb:BMB171_C2767
ko:K03574	btb:BMB171_C4745
ko:K15986	btb:BMB171_C2528
ko:K15975	btb:BMB171_C0897
ko:K15975	btb:BMB171_C3314
ko:K01681	btb:BMB171_C3290
ko:K06434	btb:BMB171_C3284
ko:K01118	btb:BMB171_C1974
ko:K00001	btb:BMB171_C2290
ko:K00128	btb:BMB171_C3229
ko:K00090	btb:BMB171_C4518
ko:K00064	btb:BMB171_C3095
ko:K00366	btb:BMB171_C1261
ko:K01897	btb:BMB171_C0962
ko:K01046	btb:BMB171_C4500
ko:K01117	btb:BMB171_C0590
ko:K01239	btb:BMB171_C2593
ko:K01239	btb:BMB171_C3226
ko:K01239	btb:BMB171_C4706
ko:K00020	btb:BMB171_C3706
ko:K01426	btb:BMB171_C1710
ko:K00483	btb:BMB171_C2288
ko:K01270	btb:BMB171_C2195
ko:K00767	btb:BMB171_C4091
ko:K00278	btb:BMB171_C4092
ko:K04487	btb:BMB171_C4093
ko:K02003	btb:BMB171_C4100
ko:K03979	btb:BMB171_C4103
ko:K06375	btb:BMB171_C4104
ko:K02899	btb:BMB171_C4105
ko:K02888	btb:BMB171_C4107
ko:K08301	btb:BMB171_C4108
ko:K06401	btb:BMB171_C4110
ko:K03609	btb:BMB171_C4111
ko:K03610	btb:BMB171_C4112
ko:K03571	btb:BMB171_C4113
ko:K03570	btb:BMB171_C4114
ko:K03569	btb:BMB171_C4115
ko:K03630	btb:BMB171_C4116
ko:K06287	btb:BMB171_C4117
ko:K01873	btb:BMB171_C4120
ko:K06417	btb:BMB171_C4122
ko:K01845	btb:BMB171_C4123
ko:K01698	btb:BMB171_C4124
ko:K01749	btb:BMB171_C4126
ko:K02497	btb:BMB171_C4127
ko:K02492	btb:BMB171_C4128
ko:K01992	btb:BMB171_C3267
ko:K01990	btb:BMB171_C1116
ko:K01990	btb:BMB171_C4156
ko:K01990	btb:BMB171_C4885
ko:K08234	btb:BMB171_C0531
ko:K05303	btb:BMB171_C1066
ko:K01090	btb:BMB171_C1061
ko:K01090	btb:BMB171_C1857
ko:K01090	btb:BMB171_C2757
ko:K07496	btb:BMB171_C2877
ko:K07496	btb:BMB171_C3282
ko:K03307	btb:BMB171_C3315
ko:K03978	btb:BMB171_C4131
ko:K01338	btb:BMB171_C4132
ko:K03544	btb:BMB171_C4134
ko:K03545	btb:BMB171_C4135
ko:K07095	btb:BMB171_C4138
ko:K00989	btb:BMB171_C4140
ko:K15977	btb:BMB171_C4918
ko:K07566	btb:BMB171_C4922
ko:K06387	btb:BMB171_C4924
ko:K02493	btb:BMB171_C4925
ko:K02835	btb:BMB171_C4926
ko:K03628	btb:BMB171_C4928
ko:K00790	btb:BMB171_C4930
ko:K01624	btb:BMB171_C4931
ko:K02490	btb:BMB171_C4932
ko:K01937	btb:BMB171_C4934
ko:K00074	btb:BMB171_C4939
ko:K07693	btb:BMB171_C4948
ko:K07778	btb:BMB171_C4949
ko:K01265	btb:BMB171_C4952
ko:K03088	btb:BMB171_C4957
ko:K01887	btb:BMB171_C4958
ko:K00797	btb:BMB171_C4965
ko:K10040	btb:BMB171_C0564
ko:K07729	btb:BMB171_P0262
ko:K10716	btb:BMB171_C4988
ko:K02424	btb:BMB171_C0750
ko:K14226	btb:BMB171_C5203
ko:K14235	btb:BMB171_C5204
ko:K10009	btb:BMB171_C0751
ko:K18926	btb:BMB171_C0843
ko:K10716	btb:BMB171_C4511
ko:K16044	btb:BMB171_C3270
ko:K10010	btb:BMB171_C0752
ko:K10040	btb:BMB171_C0563
