ko:K18893	babu:DK53_1501
ko:K08978	babu:DK53_1282
ko:K02230	babu:DK53_1285
ko:K02234	babu:DK53_1286
ko:K02231	babu:DK53_1287
ko:K02232	babu:DK53_1290
ko:K12257	babu:DK53_1301
ko:K03455	babu:DK53_1302
ko:K07027	babu:DK53_1303
ko:K07002	babu:DK53_1304
ko:K02047	babu:DK53_1305
ko:K02046	babu:DK53_1306
ko:K02048	babu:DK53_1307
ko:K02406	babu:DK53_2093
ko:K02409	babu:DK53_2094
ko:K02557	babu:DK53_2096
ko:K10564	babu:DK53_2097
ko:K10565	babu:DK53_2098
ko:K02390	babu:DK53_2101
ko:K02396	babu:DK53_2102
ko:K02397	babu:DK53_2103
ko:K06602	babu:DK53_2104
ko:K06601	babu:DK53_2105
ko:K02389	babu:DK53_2106
ko:K02420	babu:DK53_2107
ko:K02400	babu:DK53_2108
ko:K02400	babu:DK53_2109
ko:K02421	babu:DK53_2110
ko:K09823	babu:DK53_2116
ko:K09816	babu:DK53_2117
ko:K09817	babu:DK53_2118
ko:K09815	babu:DK53_2119
ko:K18676	babu:DK53_2122
ko:K03777	babu:DK53_2130
ko:K01628	babu:DK53_2133
ko:K01845	babu:DK53_2135
ko:K11078	babu:DK53_2139
ko:K01426	babu:DK53_2141
ko:K02034	babu:DK53_2145
ko:K02033	babu:DK53_2146
ko:K02035	babu:DK53_2147
ko:K00912	babu:DK53_2929
ko:K02527	babu:DK53_2930
ko:K09778	babu:DK53_2931
ko:K01092	babu:DK53_2933
ko:K03592	babu:DK53_2934
ko:K03455	babu:DK53_2935
ko:K07001	babu:DK53_2936
ko:K07263	babu:DK53_2937
ko:K07263	babu:DK53_2938
ko:K07263	babu:DK53_2939
ko:K08316	babu:DK53_2940
ko:K06178	babu:DK53_2941
ko:K12262	babu:DK53_2943
ko:K01870	babu:DK53_2945
ko:K11753	babu:DK53_2946
ko:K04078	babu:DK53_2948
ko:K04077	babu:DK53_2949
ko:K01679	babu:DK53_2951
ko:K15977	babu:DK53_2952
ko:K02429	babu:DK53_2953
ko:K00765	babu:DK53_2954
ko:K02502	babu:DK53_2955
ko:K01892	babu:DK53_2956
ko:K01246	babu:DK53_2958
ko:K06221	babu:DK53_2960
ko:K11473	babu:DK53_2961
ko:K11472	babu:DK53_2962
ko:K00104	babu:DK53_2963
ko:K09794	babu:DK53_2967
ko:K08738	babu:DK53_2968
ko:K01644	babu:DK53_2973
ko:K09709	babu:DK53_2974
ko:K02419	babu:DK53_2979
ko:K02415	babu:DK53_2980
ko:K14222	babu:DK53_2597
ko:K14220	babu:DK53_2590
ko:K18954	babu:DK53_2576
ko:K18893	babu:DK53_1502
ko:K16898	babu:DK53_2020
ko:K03497	babu:DK53_3129
ko:K03496	babu:DK53_3130
ko:K00335	babu:DK53_808
ko:K19055	babu:DK53_2343
ko:K14224	babu:DK53_1606
ko:K09472	babu:DK53_3163
ko:K00020	babu:DK53_1292
ko:K14224	babu:DK53_1257
ko:K14224	babu:DK53_1258
ko:K01980	babu:DK53_2126
ko:K18979	babu:DK53_2197
ko:K03526	babu:DK53_1714
ko:K07483	babu:DK53_552
ko:K07483	babu:DK53_2656
ko:K02483	babu:DK53_2917
ko:K03497	babu:DK53_1975
ko:K03496	babu:DK53_1976
ko:K03194	babu:DK53_3065
ko:K03201	babu:DK53_3070
ko:K03202	babu:DK53_3071
ko:K03203	babu:DK53_3072
ko:K03204	babu:DK53_3073
ko:K03196	babu:DK53_3075
ko:K00446	babu:DK53_3175
ko:K03761	babu:DK53_1419
ko:K04565	babu:DK53_2518
ko:K16899	babu:DK53_2019
ko:K03111	babu:DK53_1094
ko:K00336	babu:DK53_809
ko:K07484	babu:DK53_2657
ko:K14218	babu:DK53_1912
ko:K02483	babu:DK53_627
ko:K00611	babu:DK53_341
ko:K18996	babu:DK53_3128
ko:K02032	babu:DK53_2231
ko:K13581	babu:DK53_512
ko:K13642	babu:DK53_2852
ko:K00875	babu:DK53_2882
ko:K07497	babu:DK53_2170
ko:K07492	babu:DK53_546
ko:K02032	babu:DK53_2776
ko:K02032	babu:DK53_2166
ko:K07492	babu:DK53_909
ko:K12448	babu:DK53_2667
ko:K04747	babu:DK53_2902
ko:K00529	babu:DK53_2494
ko:K00798	babu:DK53_1896
ko:K19181	babu:DK53_1967
ko:K01621	babu:DK53_2795
ko:K01239	babu:DK53_3124
ko:K00102	babu:DK53_1378
ko:K01985	babu:DK53_2127
ko:K01985	babu:DK53_1789
ko:K01985	babu:DK53_1589
ko:K22468	babu:DK53_336
ko:K02032	babu:DK53_2445
ko:K00344	babu:DK53_2789
ko:K08678	babu:DK53_2668
ko:K19221	babu:DK53_1284
ko:K00020	babu:DK53_938
ko:K00020	babu:DK53_939
ko:K00001	babu:DK53_848
ko:K01992	babu:DK53_1324
ko:K01992	babu:DK53_2735
ko:K19342	babu:DK53_2873
ko:K07497	babu:DK53_2129
ko:K07497	babu:DK53_2997
ko:K07497	babu:DK53_535
ko:K07497	babu:DK53_536
ko:K06041	babu:DK53_3061
ko:K02032	babu:DK53_2149
ko:K11080	babu:DK53_2137
ko:K09691	babu:DK53_539
ko:K04771	babu:DK53_1363
ko:K07492	babu:DK53_548
ko:K00001	babu:DK53_2779
ko:K00035	babu:DK53_2296
ko:K07498	babu:DK53_1781
ko:K11080	babu:DK53_2136
ko:K00525	babu:DK53_2840
ko:K19339	babu:DK53_2878
ko:K19340	babu:DK53_2875
ko:K19341	babu:DK53_2874
ko:K02032	babu:DK53_2143
ko:K02031	babu:DK53_2150
ko:K02031	babu:DK53_2165
ko:K02031	babu:DK53_2230
ko:K02031	babu:DK53_2775
ko:K09690	babu:DK53_540
ko:K03446	babu:DK53_3022
ko:K09386	babu:DK53_325
ko:K17686	babu:DK53_227
ko:K19713	babu:DK53_2808
ko:K07102	babu:DK53_2017
ko:K01980	babu:DK53_1790
ko:K19689	babu:DK53_2062
ko:K00992	babu:DK53_2018
ko:K01977	babu:DK53_2123
ko:K01977	babu:DK53_1793
ko:K01977	babu:DK53_1593
ko:K17722	babu:DK53_324
ko:K19777	babu:DK53_2817
ko:K00799	babu:DK53_940
ko:K08744	babu:DK53_703
ko:K07147	babu:DK53_2251
ko:K19802	babu:DK53_1006
ko:K00632	babu:DK53_2580
ko:K09796	babu:DK53_69
ko:K20265	babu:DK53_2819
ko:K02483	babu:DK53_2726
ko:K00525	babu:DK53_1030
ko:K00526	babu:DK53_2839
ko:K14230	babu:DK53_1588
ko:K14230	babu:DK53_2128
ko:K14230	babu:DK53_1788
ko:K14237	babu:DK53_3088
ko:K14221	babu:DK53_2834
ko:K14221	babu:DK53_801
ko:K14232	babu:DK53_723
ko:K14231	babu:DK53_289
ko:K14234	babu:DK53_299
ko:K14234	babu:DK53_926
ko:K14234	babu:DK53_2397
ko:K14219	babu:DK53_314
ko:K14219	babu:DK53_951
ko:K14219	babu:DK53_1956
ko:K14223	babu:DK53_532
ko:K14223	babu:DK53_1568
ko:K14233	babu:DK53_651
ko:K14233	babu:DK53_1780
ko:K14233	babu:DK53_2654
ko:K14233	babu:DK53_2171
ko:K14228	babu:DK53_892
ko:K14228	babu:DK53_1036
ko:K14228	babu:DK53_1873
ko:K14228	babu:DK53_2189
ko:K14225	babu:DK53_953
ko:K14225	babu:DK53_2342
ko:K14225	babu:DK53_2222
ko:K14228	babu:DK53_1073
ko:K14228	babu:DK53_1066
ko:K14232	babu:DK53_781
ko:K14232	babu:DK53_204
ko:K14237	babu:DK53_800
ko:K14237	babu:DK53_950
ko:K14235	babu:DK53_1231
ko:K14236	babu:DK53_1234
ko:K14229	babu:DK53_2626
ko:K20539	babu:DK53_1594
ko:K03197	babu:DK53_3066
ko:K03198	babu:DK53_3067
ko:K03200	babu:DK53_3069
ko:K03296	babu:DK53_318
ko:K00304	babu:DK53_235
ko:K03199	babu:DK53_3068
ko:K03195	babu:DK53_3074
ko:K11529	babu:DK53_391
ko:K16011	babu:DK53_2813
ko:K21054	babu:DK53_2371
ko:K21062	babu:DK53_2908
ko:K21137	babu:DK53_2322
ko:K22025	babu:DK53_2994
ko:K00821	babu:DK53_340
ko:K21136	babu:DK53_2321
ko:K13609	babu:DK53_2907
ko:K21134	babu:DK53_2323
ko:K09882	babu:DK53_1941
ko:K01286	babu:DK53_1953
ko:K01286	babu:DK53_1158
ko:K03553	babu:DK53_1186
ko:K06191	babu:DK53_2842
ko:K06217	babu:DK53_2068
ko:K02314	babu:DK53_474
ko:K00287	babu:DK53_1367
ko:K00560	babu:DK53_1368
ko:K06904	babu:DK53_604
ko:K02316	babu:DK53_1445
ko:K06952	babu:DK53_674
ko:K01520	babu:DK53_1626
ko:K03676	babu:DK53_1806
ko:K01286	babu:DK53_1060
ko:K02004	babu:DK53_1623
ko:K02483	babu:DK53_619
ko:K01740	babu:DK53_793
ko:K01738	babu:DK53_793
ko:K00108	babu:DK53_1587
ko:K01802	babu:DK53_1085
ko:K09017	babu:DK53_321
ko:K09806	babu:DK53_1483
ko:K01139	babu:DK53_661
ko:K02335	babu:DK53_135
ko:K00015	babu:DK53_10
ko:K07497	babu:DK53_732
ko:K21420	babu:DK53_759
ko:K21470	babu:DK53_765
ko:K01420	babu:DK53_663
ko:K21603	babu:DK53_2100
ko:K21564	babu:DK53_2871
ko:K21697	babu:DK53_3017
ko:K21564	babu:DK53_2888
ko:K00344	babu:DK53_2643
ko:K21832	babu:DK53_1427
ko:K19591	babu:DK53_226
ko:K21910	babu:DK53_2367
ko:K21948	babu:DK53_2991
ko:K21929	babu:DK53_658
ko:K21929	babu:DK53_635
ko:K05802	babu:DK53_1299
ko:K22131	babu:DK53_2992
ko:K22130	babu:DK53_2995
ko:K03595	babu:DK53_671
ko:K00302	babu:DK53_236
ko:K00302	babu:DK53_237
ko:K00302	babu:DK53_238
ko:K22187	babu:DK53_216
ko:K22310	babu:DK53_160
ko:K11991	babu:DK53_2942
ko:K02257	babu:DK53_491
ko:K11206	babu:DK53_1805
ko:K00424	babu:DK53_2694
ko:K22548	babu:DK53_372
