ko:K10563	vco:VC0395_A2602
ko:K01646	vco:VC0395_A0324
ko:K05964	vco:VC0395_A0327
ko:K09964	vco:VC0395_A0329
ko:K03437	vco:VC0395_A0330
ko:K05524	vco:VC0395_A0331
ko:K07137	vco:VC0395_A0332
ko:K07154	vco:VC0395_A0340
ko:K03664	vco:VC0395_A0374
ko:K09801	vco:VC0395_A0376
ko:K06186	vco:VC0395_A0377
ko:K00858	vco:VC0395_A0379
ko:K04043	vco:VC0395_A0382
ko:K02655	vco:VC0395_A0384
ko:K08084	vco:VC0395_A0385
ko:K02671	vco:VC0395_A0388
ko:K02919	vco:VC0395_A0403
ko:K09768	vco:VC0395_A0405
ko:K06175	vco:VC0395_A0411
ko:K01662	vco:VC0395_A0412
ko:K03602	vco:VC0395_A0414
ko:K02556	vco:VC0395_A0415
ko:K02557	vco:VC0395_A0416
ko:K03151	vco:VC0395_A0417
ko:K03566	vco:VC0395_A0418
ko:K06966	vco:VC0395_A0421
ko:K02073	vco:VC0395_A0427
ko:K02071	vco:VC0395_A0429
ko:K03485	vco:VC0395_A0431
ko:K03606	vco:VC0395_A0458
ko:K03644	vco:VC0395_A0467
ko:K03801	vco:VC0395_A0468
ko:K03642	vco:VC0395_A0471
ko:K05837	vco:VC0395_A0472
ko:K05515	vco:VC0395_A0473
ko:K00783	vco:VC0395_A0474
ko:K09710	vco:VC0395_A0475
ko:K03643	vco:VC0395_A0477
ko:K03820	vco:VC0395_A0480
ko:K06217	vco:VC0395_A0483
ko:K06168	vco:VC0395_A0484
ko:K02777	vco:VC0395_A0486
ko:K08483	vco:VC0395_A0487
ko:K06203	vco:VC0395_A0490
ko:K03528	vco:VC0395_A0491
ko:K07340	vco:VC0395_A0496
ko:K05838	vco:VC0395_A0498
ko:K07071	vco:VC0395_A0501
ko:K07095	vco:VC0395_A0502
ko:K07401	vco:VC0395_A0503
ko:K04079	vco:VC0395_A0506
ko:K03305	vco:VC0395_A0509
ko:K05785	vco:VC0395_A0511
ko:K02565	vco:VC0395_A0514
ko:K03749	vco:VC0395_A0523
ko:K03558	vco:VC0395_A0524
ko:K03683	vco:VC0395_A0527
ko:K03613	vco:VC0395_A0533
ko:K03614	vco:VC0395_A0535
ko:K03615	vco:VC0395_A0536
ko:K03617	vco:VC0395_A0538
ko:K03639	vco:VC0395_A0544
ko:K03638	vco:VC0395_A0545
ko:K03636	vco:VC0395_A0547
ko:K03635	vco:VC0395_A0548
ko:K03593	vco:VC0395_A0555
ko:K07289	vco:VC0395_A0557
ko:K06076	vco:VC0395_A0560
ko:K06076	vco:VC0395_A0561
ko:K03088	vco:VC0395_A0563
ko:K00632	vco:VC0395_A0564
ko:K09790	vco:VC0395_A0570
ko:K06187	vco:VC0395_A0574
ko:K06940	vco:VC0395_A0575
ko:K09160	vco:VC0395_A0576
ko:K04774	vco:VC0395_A0578
ko:K01738	vco:VC0395_A0579
ko:K05800	vco:VC0395_A0580
ko:K09914	vco:VC0395_A0582
ko:K07443	vco:VC0395_A0583
ko:K02906	vco:VC0395_A2174
ko:K05786	vco:VC0395_A2575
ko:K03789	vco:VC0395_A0189
ko:K02470	vco:VC0395_A2504
ko:K02965	vco:VC0395_A2170
ko:K10806	vco:VC0395_A1305
ko:K02342	vco:VC0395_A2692
ko:K07182	vco:VC0395_A2693
ko:K05820	vco:VC0395_A2694
ko:K03732	vco:VC0395_A2697
ko:K03671	vco:VC0395_A2698
ko:K03182	vco:VC0395_A2702
ko:K02358	vco:VC0395_A2723
ko:K02863	vco:VC0395_A2727
ko:K02843	vco:VC0395_A2616
ko:K09690	vco:VC0395_A2626
ko:K09691	vco:VC0395_A2627
ko:K07576	vco:VC0395_A2642
ko:K09891	vco:VC0395_A2646
ko:K00847	vco:VC0395_A2648
ko:K03765	vco:VC0395_A2656
ko:K03757	vco:VC0395_A2657
ko:K03406	vco:VC0395_A2659
ko:K09939	vco:VC0395_A2661
ko:K03299	vco:VC0395_A2664
ko:K06145	vco:VC0395_A2667
ko:K05540	vco:VC0395_A2686
ko:K02687	vco:VC0395_A2687
ko:K03786	vco:VC0395_A2690
ko:K07740	vco:VC0395_A2732
ko:K06949	vco:VC0395_A2742
ko:K06925	vco:VC0395_A2754
ko:K01448	vco:VC0395_A2755
ko:K04087	vco:VC0395_A2761
ko:K03745	vco:VC0395_A2763
ko:K03772	vco:VC0395_A2766
ko:K07235	vco:VC0395_A2768
ko:K05596	vco:VC0395_A0034
ko:K09807	vco:VC0395_A0035
ko:K03086	vco:VC0395_A0044
ko:K08591	vco:VC0395_A0051
ko:K01633	vco:VC0395_A0052
ko:K06153	vco:VC0395_A0054
ko:K05589	vco:VC0395_A0055
ko:K00991	vco:VC0395_A0056
ko:K06176	vco:VC0395_A0058
ko:K03787	vco:VC0395_A0059
ko:K06194	vco:VC0395_A0061
ko:K03087	vco:VC0395_A0062
ko:K02048	vco:VC0395_A0065
ko:K02046	vco:VC0395_A0066
ko:K02047	vco:VC0395_A0067
ko:K02045	vco:VC0395_A0068
ko:K03743	vco:VC0395_A0069
ko:K01573	vco:VC0395_A0084
ko:K01571	vco:VC0395_A0085
ko:K01572	vco:VC0395_A0086
ko:K07263	vco:VC0395_A0089
ko:K07173	vco:VC0395_A0091
ko:K02959	vco:VC0395_A0095
ko:K02860	vco:VC0395_A0096
ko:K04691	vco:VC0395_A0099
ko:K04771	vco:VC0395_A0100
ko:K09908	vco:VC0395_A0101
ko:K06916	vco:VC0395_A0102
ko:K02996	vco:VC0395_A0104
ko:K00412	vco:VC0395_A0106
ko:K00413	vco:VC0395_A0107
ko:K03599	vco:VC0395_A0108
ko:K03600	vco:VC0395_A0109
ko:K07460	vco:VC0395_A0112
ko:K07121	vco:VC0395_A0113
ko:K07056	vco:VC0395_A0114
ko:K01673	vco:VC0395_A0118
ko:K03321	vco:VC0395_A0119
ko:K00950	vco:VC0395_A0124
ko:K03579	vco:VC0395_A0130
ko:K05365	vco:VC0395_A0131
ko:K07001	vco:VC0395_A0132
ko:K09910	vco:VC0395_A0134
ko:K04752	vco:VC0395_A0135
ko:K02012	vco:VC0395_A0137
ko:K02011	vco:VC0395_A0138
ko:K02010	vco:VC0395_A0139
ko:K02032	vco:VC0395_A0145
ko:K02031	vco:VC0395_A0146
ko:K02034	vco:VC0395_A0147
ko:K00564	vco:VC0395_A0151
ko:K07259	vco:VC0395_A0161
ko:K08720	vco:VC0395_A0162
ko:K07574	vco:VC0395_A0164
ko:K02427	vco:VC0395_A0165
ko:K03798	vco:VC0395_A0166
ko:K03431	vco:VC0395_A0168
ko:K09748	vco:VC0395_A0172
ko:K07237	vco:VC0395_A2770
ko:K02355	vco:VC0395_A2773
ko:K02192	vco:VC0395_A2775
ko:K07283	vco:VC0395_A2781
ko:K03409	vco:VC0395_A2787
ko:K09823	vco:VC0395_A2788
ko:K05539	vco:VC0395_A2790
ko:K00380	vco:VC0395_A2795
ko:K00381	vco:VC0395_A2796
ko:K03316	vco:VC0395_A2807
ko:K03570	vco:VC0395_A2835
ko:K03571	vco:VC0395_A2836
ko:K06287	vco:VC0395_A2837
ko:K08301	vco:VC0395_A2838
ko:K03568	vco:VC0395_A2841
ko:K09893	vco:VC0395_A2843
ko:K07080	vco:VC0395_A2848
ko:K03402	vco:VC0395_A2849
ko:K03758	vco:VC0395_A2851
ko:K02982	vco:VC0395_A2168
ko:K02878	vco:VC0395_A2167
ko:K02600	vco:VC0395_A0173
ko:K02519	vco:VC0395_A0174
ko:K02834	vco:VC0395_A0175
ko:K03177	vco:VC0395_A0176
ko:K02956	vco:VC0395_A0177
ko:K05803	vco:VC0395_A0179
ko:K08303	vco:VC0395_A0183
ko:K03824	vco:VC0395_A0186
ko:K02836	vco:VC0395_A0194
ko:K04567	vco:VC0395_A0195
ko:K08484	vco:VC0395_A0204
ko:K03717	vco:VC0395_A0209
ko:K02968	vco:VC0395_A0211
ko:K03527	vco:VC0395_A0217
ko:K07106	vco:VC0395_A0221
ko:K09001	vco:VC0395_A0222
ko:K03720	vco:VC0395_A0231
ko:K05809	vco:VC0395_A0236
ko:K05807	vco:VC0395_A0237
ko:K06180	vco:VC0395_A0238
ko:K03695	vco:VC0395_A0240
ko:K08303	vco:VC0395_A0251
ko:K03554	vco:VC0395_A0252
ko:K07657	vco:VC0395_A0253
ko:K07093	vco:VC0395_0101
ko:K01902	vco:VC0395_A1670
ko:K07792	vco:VC0395_1023
ko:K02016	vco:VC0395_1001
ko:K09607	vco:VC0395_1004
ko:K08154	vco:VC0395_1015
ko:K00969	vco:VC0395_1020
ko:K00558	vco:VC0395_1029
ko:K01185	vco:VC0395_1046
ko:K03778	vco:VC0395_1085
ko:K09890	vco:VC0395_1091
ko:K03704	vco:VC0395_1092
ko:K01258	vco:VC0395_1096
ko:K03317	vco:VC0395_1098
ko:K03406	vco:VC0395_1102
ko:K03924	vco:VC0395_1103
ko:K07114	vco:VC0395_1106
ko:K07114	vco:VC0395_1107
ko:K09797	vco:VC0395_1109
ko:K03704	vco:VC0395_1111
ko:K09954	vco:VC0395_1114
ko:K05565	vco:VC0395_1121
ko:K05567	vco:VC0395_1122
ko:K05568	vco:VC0395_1123
ko:K05569	vco:VC0395_1124
ko:K05570	vco:VC0395_1125
ko:K05571	vco:VC0395_1126
ko:K01462	vco:VC0395_1128
ko:K07080	vco:VC0395_1133
ko:K03933	vco:VC0395_1137
ko:K08306	vco:VC0395_A0001
ko:K01425	vco:VC0395_A0006
ko:K09131	vco:VC0395_A0010
ko:K02221	vco:VC0395_A0011
ko:K06997	vco:VC0395_A0013
ko:K02670	vco:VC0395_A0015
ko:K07447	vco:VC0395_A0018
ko:K07735	vco:VC0395_A0019
ko:K09761	vco:VC0395_A0021
ko:K01150	vco:VC0395_A0022
ko:K02742	vco:VC0395_A0023
ko:K03472	vco:VC0395_A0029
ko:K03442	vco:VC0395_A0032
ko:K06895	vco:VC0395_A0033
ko:K03499	vco:VC0395_A2476
ko:K03498	vco:VC0395_A2477
ko:K06377	vco:VC0395_A2480
ko:K09896	vco:VC0395_A2482
ko:K03673	vco:VC0395_A2485
ko:K07391	vco:VC0395_A2487
ko:K01652	vco:VC0395_A2488
ko:K04085	vco:VC0395_A2495
ko:K01878	vco:VC0395_A2498
ko:K01879	vco:VC0395_A2499
ko:K04080	vco:VC0395_A2501
ko:K02313	vco:VC0395_A2507
ko:K03536	vco:VC0395_A2513
ko:K03217	vco:VC0395_A2514
ko:K03650	vco:VC0395_A2515
ko:K06205	vco:VC0395_A2516
ko:K03501	vco:VC0395_A2518
ko:K03496	vco:VC0395_A2519
ko:K03497	vco:VC0395_A2520
ko:K02116	vco:VC0395_A2521
ko:K02113	vco:VC0395_A2525
ko:K02040	vco:VC0395_A0255
ko:K02037	vco:VC0395_A0258
ko:K02038	vco:VC0395_A0259
ko:K02036	vco:VC0395_A0260
ko:K02039	vco:VC0395_A0261
ko:K06201	vco:VC0395_A0263
ko:K03386	vco:VC0395_A0264
ko:K02111	vco:VC0395_A2526
ko:K02115	vco:VC0395_A2527
ko:K02112	vco:VC0395_A2528
ko:K02114	vco:VC0395_A2529
ko:K01419	vco:VC0395_A2248
ko:K04761	vco:VC0395_A0265
ko:K03210	vco:VC0395_A0271
ko:K03072	vco:VC0395_A0272
ko:K03074	vco:VC0395_A0273
ko:K01092	vco:VC0395_A0274
ko:K04487	vco:VC0395_A0277
ko:K04488	vco:VC0395_A0278
ko:K04082	vco:VC0395_A0280
ko:K04044	vco:VC0395_A0281
ko:K04755	vco:VC0395_A0282
ko:K07751	vco:VC0395_A0284
ko:K06941	vco:VC0395_A0286
ko:K03601	vco:VC0395_A0294
ko:K07034	vco:VC0395_A0299
ko:K00216	vco:VC0395_A0303
ko:K04778	vco:VC0395_A0304
ko:K02016	vco:VC0395_A0305
ko:K02015	vco:VC0395_A0306
ko:K02015	vco:VC0395_A0307
ko:K02013	vco:VC0395_A0308
ko:K03310	vco:VC0395_A0312
ko:K10253	vco:VC0395_A0315
ko:K07702	vco:VC0395_A0317
ko:K07700	vco:VC0395_A0318
ko:K01572	vco:VC0395_A0319
ko:K03313	vco:VC0395_A1233
ko:K10912	vco:VC0395_A0541
ko:K06177	vco:VC0395_A1273
ko:K07640	vco:VC0395_A2265
ko:K07638	vco:VC0395_A2285
ko:K10915	vco:VC0395_0456
ko:K10916	vco:VC0395_0455
ko:K10934	vco:VC0395_A0361
ko:K10935	vco:VC0395_A0362
ko:K10936	vco:VC0395_A0368
ko:K10937	vco:VC0395_A0365
ko:K10938	vco:VC0395_A0366
ko:K10939	vco:VC0395_A0370
ko:K10941	vco:VC0395_A1721
ko:K09458	vco:VC0395_A1605
ko:K06726	vco:VC0395_0011
ko:K02346	vco:VC0395_A1876
ko:K10925	vco:VC0395_A2826
ko:K10926	vco:VC0395_A2828
ko:K10927	vco:VC0395_A2829
ko:K02340	vco:VC0395_A0476
ko:K07025	vco:VC0395_A1251
ko:K10910	vco:VC0395_0673
ko:K10909	vco:VC0395_0671
ko:K01963	vco:VC0395_A0521
ko:K10911	vco:VC0395_A0543
ko:K10913	vco:VC0395_A0115
ko:K10913	vco:VC0395_A0116
ko:K10914	vco:VC0395_A2191
ko:K10928	vco:VC0395_0512
ko:K10928	vco:VC0395_A1060
ko:K10931	vco:VC0395_A0354
ko:K01807	vco:VC0395_A2056
ko:K10932	vco:VC0395_A0356
ko:K10933	vco:VC0395_A0358
ko:K10943	vco:VC0395_A1719
ko:K03071	vco:VC0395_A2227
ko:K03106	vco:VC0395_A0094
ko:K10679	vco:VC0395_0581
ko:K02339	vco:VC0395_A2084
ko:K10542	vco:VC0395_A0944
ko:K10439	vco:VC0395_0008
ko:K10440	vco:VC0395_0009
ko:K04477	vco:VC0395_0344
ko:K02950	vco:VC0395_A2771
ko:K13747	vco:VC0395_A1230
ko:K18923	vco:VC0395_0822
ko:K03553	vco:VC0395_A0070
ko:K04066	vco:VC0395_A2251
ko:K02686	vco:VC0395_A2778
ko:K04067	vco:VC0395_A1448
ko:K00647	vco:VC0395_A1693
ko:K03073	vco:VC0395_A2724
ko:K02867	vco:VC0395_A2726
ko:K02864	vco:VC0395_A2728
ko:K02935	vco:VC0395_A2729
ko:K03043	vco:VC0395_A2730
ko:K10441	vco:VC0395_0010
ko:K02415	vco:VC0395_A2419
ko:K06223	vco:VC0395_A2203
ko:K06177	vco:VC0395_A2087
ko:K08300	vco:VC0395_A1615
ko:K02520	vco:VC0395_0941
ko:K02342	vco:VC0395_A1825
ko:K03646	vco:VC0395_A1430
ko:K03640	vco:VC0395_A1428
ko:K03616	vco:VC0395_A0537
ko:K00239	vco:VC0395_A1675
ko:K00346	vco:VC0395_A1884
ko:K02343	vco:VC0395_A0572
ko:K01892	vco:VC0395_A0289
ko:K00347	vco:VC0395_A1883
ko:K00349	vco:VC0395_A1881
ko:K00575	vco:VC0395_A1011
ko:K02335	vco:VC0395_A2409
ko:K11072	vco:VC0395_A1039
ko:K11070	vco:VC0395_A1037
ko:K06212	vco:VC0395_A1299
ko:K11107	vco:VC0395_A0873
ko:K11071	vco:VC0395_A1038
ko:K11069	vco:VC0395_A1035
ko:K11065	vco:VC0395_A0349
ko:K01907	vco:VC0395_0406
ko:K00832	vco:VC0395_A0911
ko:K01840	vco:VC0395_0200
ko:K01625	vco:VC0395_A2663
ko:K04042	vco:VC0395_A2530
ko:K11751	vco:VC0395_A1751
ko:K12279	vco:VC0395_A2817
ko:K11688	vco:VC0395_A1519
ko:K05946	vco:VC0395_A0452
ko:K07814	vco:VC0395_A0963
ko:K02005	vco:VC0395_A1169
ko:K02004	vco:VC0395_A1171
ko:K02004	vco:VC0395_A1172
ko:K02003	vco:VC0395_A1173
ko:K03717	vco:VC0395_A1183
ko:K06867	vco:VC0395_A1187
ko:K02030	vco:VC0395_A1200
ko:K10123	vco:VC0395_A1663
ko:K01175	vco:VC0395_A1683
ko:K03112	vco:VC0395_A2204
ko:K00029	vco:VC0395_A2254
ko:K08985	vco:VC0395_A2387
ko:K07106	vco:VC0395_A2585
ko:K02078	vco:VC0395_A2628
ko:K07236	vco:VC0395_A2769
ko:K05801	vco:VC0395_A2865
ko:K12266	vco:VC0395_1095
ko:K12340	vco:VC0395_A2013
ko:K11018	vco:VC0395_1011
ko:K10948	vco:VC0395_1008
ko:K12281	vco:VC0395_A2819
ko:K12283	vco:VC0395_A2821
ko:K12284	vco:VC0395_A2822
ko:K11892	vco:VC0395_0022
ko:K11911	vco:VC0395_0015
ko:K06970	vco:VC0395_A1221
ko:K12278	vco:VC0395_A2824
ko:K12277	vco:VC0395_A2825
ko:K12287	vco:VC0395_A2833
ko:K12280	vco:VC0395_A2818
ko:K12237	vco:VC0395_A1801
ko:K14393	vco:VC0395_A2278
ko:K11930	vco:VC0395_0649
ko:K11926	vco:VC0395_A1865
ko:K03496	vco:VC0395_A1649
ko:K02237	vco:VC0395_A1507
ko:K12262	vco:VC0395_0980
ko:K11927	vco:VC0395_1024
ko:K11258	vco:VC0395_A2489
ko:K02784	vco:VC0395_A0488
ko:K07301	vco:VC0395_A2103
ko:K01890	vco:VC0395_A0844
ko:K00821	vco:VC0395_A2195
ko:K01874	vco:VC0395_A0554
ko:K10930	vco:VC0395_A0353
ko:K10940	vco:VC0395_A1445
ko:K10920	vco:VC0395_A0351
ko:K10921	vco:VC0395_A0505
ko:K10918	vco:VC0395_A0567
ko:K10919	vco:VC0395_A0352
ko:K10922	vco:VC0395_A0504
ko:K10923	vco:VC0395_A0363
ko:K10924	vco:VC0395_A2827
ko:K00058	vco:VC0395_0573
ko:K10952	vco:VC0395_0510
ko:K10953	vco:VC0395_A1059
ko:K10954	vco:VC0395_0511
ko:K01912	vco:VC0395_A0449
ko:K10966	vco:VC0395_A0364
ko:K10942	vco:VC0395_A1720
ko:K11085	vco:VC0395_A1469
ko:K11201	vco:VC0395_A1417
ko:K11202	vco:VC0395_A1417
ko:K11203	vco:VC0395_A1417
ko:K11202	vco:VC0395_A1416
ko:K11203	vco:VC0395_A1416
ko:K11175	vco:VC0395_A1820
ko:K07862	vco:VC0395_0098
ko:K11105	vco:VC0395_A2276
ko:K01961	vco:VC0395_A2688
ko:K11068	vco:VC0395_A2479
ko:K11690	vco:VC0395_A1517
ko:K01643	vco:VC0395_A0326
ko:K11689	vco:VC0395_A1518
ko:K03426	vco:VC0395_A2733
ko:K11896	vco:VC0395_0028
ko:K11747	vco:VC0395_A2184
ko:K11755	vco:VC0395_A0709
ko:K11904	vco:VC0395_0014
ko:K11903	vco:VC0395_A1025
ko:K12982	vco:VC0395_A2606
ko:K02226	vco:VC0395_A0862
ko:K12532	vco:VC0395_A1057
ko:K12530	vco:VC0395_A1058
ko:K01916	vco:VC0395_1021
ko:K11753	vco:VC0395_A0213
ko:K12267	vco:VC0395_0557
ko:K12297	vco:VC0395_A1095
ko:K12282	vco:VC0395_A2820
ko:K12276	vco:VC0395_A2823
ko:K12286	vco:VC0395_A2832
ko:K12410	vco:VC0395_A1116
ko:K01491	vco:VC0395_A1533
ko:K05368	vco:VC0395_A2704
ko:K06946	vco:VC0395_A1403
ko:K03078	vco:VC0395_0987
ko:K03079	vco:VC0395_0988
ko:K02014	vco:VC0395_0074
ko:K06078	vco:VC0395_0078
ko:K08676	vco:VC0395_0089
ko:K11928	vco:VC0395_0171
ko:K01442	vco:VC0395_0360
ko:K00661	vco:VC0395_0399
ko:K03821	vco:VC0395_0628
ko:K11927	vco:VC0395_0709
ko:K02003	vco:VC0395_0723
ko:K03098	vco:VC0395_0824
ko:K03311	vco:VC0395_A0193
ko:K08311	vco:VC0395_A0203
ko:K11991	vco:VC0395_A0390
ko:K03296	vco:VC0395_A0439
ko:K00640	vco:VC0395_A0448
ko:K03406	vco:VC0395_A0868
ko:K03291	vco:VC0395_A0880
ko:K07258	vco:VC0395_0960
ko:K12525	vco:VC0395_A2257
ko:K12373	vco:VC0395_A1809
ko:K13051	vco:VC0395_A2181
ko:K12961	vco:VC0395_A0111
ko:K13009	vco:VC0395_A2811
ko:K13010	vco:VC0395_A2624
ko:K13292	vco:VC0395_A0206
ko:K06518	vco:VC0395_A0854
ko:K07305	vco:VC0395_A0857
ko:K00451	vco:VC0395_A0961
ko:K10804	vco:VC0395_0724
ko:K07661	vco:VC0395_A0938
ko:K03148	vco:VC0395_A2450
ko:K11069	vco:VC0395_A1036
ko:K11903	vco:VC0395_0116
ko:K11908	vco:VC0395_0020
ko:K11909	vco:VC0395_0019
ko:K11893	vco:VC0395_0023
ko:K11910	vco:VC0395_0018
ko:K11891	vco:VC0395_0016
ko:K11905	vco:VC0395_0029
ko:K11906	vco:VC0395_0025
ko:K11752	vco:VC0395_A1861
ko:K11901	vco:VC0395_0031
ko:K11754	vco:VC0395_A0522
ko:K11907	vco:VC0395_0021
ko:K11904	vco:VC0395_A1026
ko:K11904	vco:VC0395_0115
ko:K11901	vco:VC0395_0032
ko:K11719	vco:VC0395_A2106
ko:K11894	vco:VC0395_0026
ko:K11895	vco:VC0395_0027
ko:K03524	vco:VC0395_A2717
ko:K11893	vco:VC0395_0024
ko:K02303	vco:VC0395_A2138
ko:K11900	vco:VC0395_0030
ko:K02304	vco:VC0395_A0976
ko:K11748	vco:VC0395_A2185
ko:K00024	vco:VC0395_A2850
ko:K11750	vco:VC0395_A1866
ko:K01089	vco:VC0395_A0705
ko:K01766	vco:VC0395_A1896
ko:K11749	vco:VC0395_A1844
ko:K01243	vco:VC0395_A1957
ko:K01894	vco:VC0395_A0126
ko:K11720	vco:VC0395_A2081
ko:K12285	vco:VC0395_A2830
ko:K12262	vco:VC0395_0472
ko:K00602	vco:VC0395_A2653
ko:K08305	vco:VC0395_A1543
ko:K01644	vco:VC0395_A0325
ko:K13590	vco:VC0395_0283
ko:K13746	vco:VC0395_A1231
ko:K19123	vco:VC0395_A2671
ko:K13038	vco:VC0395_A2595
ko:K13288	vco:VC0395_A2743
ko:K13283	vco:VC0395_A2262
ko:K07012	vco:VC0395_A2670
ko:K13788	vco:VC0395_A0615
ko:K12339	vco:VC0395_A0064
ko:K12573	vco:VC0395_A2177
ko:K14055	vco:VC0395_A1044
ko:K13628	vco:VC0395_A0279
ko:K01571	vco:VC0395_A0320
ko:K13529	vco:VC0395_0222
ko:K06415	vco:VC0395_A1465
ko:K03272	vco:VC0395_A2014
ko:K12984	vco:VC0395_A2605
ko:K01825	vco:VC0395_A2534
ko:K14058	vco:VC0395_A1043
ko:K12531	vco:VC0395_A1056
ko:K01534	vco:VC0395_A0551
ko:K13246	vco:VC0395_A1258
ko:K12373	vco:VC0395_A0142
ko:K12524	vco:VC0395_A1943
ko:K01782	vco:VC0395_A0565
ko:K04072	vco:VC0395_A1619
ko:K06879	vco:VC0395_A0424
ko:K13895	vco:VC0395_0533
ko:K00281	vco:VC0395_0955
ko:K10954	vco:VC0395_A1061
ko:K12942	vco:VC0395_A0404
ko:K10109	vco:VC0395_0295
ko:K03782	vco:VC0395_A1166
ko:K13638	vco:VC0395_A2655
ko:K13639	vco:VC0395_0056
ko:K01792	vco:VC0395_A1587
ko:K13643	vco:VC0395_A0276
ko:K13634	vco:VC0395_A1497
ko:K10952	vco:VC0395_A1062
ko:K13821	vco:VC0395_0169
ko:K13727	vco:VC0395_A1832
ko:K13894	vco:VC0395_0534
ko:K13896	vco:VC0395_0532
ko:K13893	vco:VC0395_0535
ko:K14235	vco:VC0395_A2454
ko:K19416	vco:VC0395_A0971
ko:K14228	vco:VC0395_A2079
ko:K14237	vco:VC0395_A2329
ko:K14237	vco:VC0395_A2543
ko:K01977	vco:VC0395_A2706
ko:K01977	vco:VC0395_A2799
ko:K01977	vco:VC0395_A2076
ko:K01977	vco:VC0395_A2332
ko:K01977	vco:VC0395_A0241
ko:K01977	vco:VC0395_A2540
ko:K01977	vco:VC0395_A2338
ko:K01977	vco:VC0395_A2460
ko:K14232	vco:VC0395_A1813
ko:K14232	vco:VC0395_A2559
ko:K14232	vco:VC0395_A2561
ko:K14229	vco:VC0395_A2330
ko:K14229	vco:VC0395_A2542
ko:K14228	vco:VC0395_A1765
ko:K14228	vco:VC0395_A1774
ko:K14228	vco:VC0395_A1770
ko:K14228	vco:VC0395_A1776
ko:K14218	vco:VC0395_A2459
ko:K13498	vco:VC0395_A0793
ko:K08281	vco:VC0395_0651
ko:K13636	vco:VC0395_0361
ko:K07483	vco:VC0395_0441
ko:K10917	vco:VC0395_A2223
ko:K00941	vco:VC0395_A0914
ko:K08325	vco:VC0395_0640
ko:K14233	vco:VC0395_A1628
ko:K14233	vco:VC0395_A2548
ko:K14220	vco:VC0395_A0539
ko:K16962	vco:VC0395_A2510
ko:K14236	vco:VC0395_A0434
ko:K14236	vco:VC0395_A0435
ko:K14236	vco:VC0395_A0436
ko:K14236	vco:VC0395_A2720
ko:K14236	vco:VC0395_A0437
ko:K14228	vco:VC0395_A1764
ko:K14228	vco:VC0395_A1772
ko:K14228	vco:VC0395_A1768
ko:K14219	vco:VC0395_A1532
ko:K14221	vco:VC0395_A0247
ko:K14221	vco:VC0395_A2324
ko:K14221	vco:VC0395_A2713
ko:K14221	vco:VC0395_A2455
ko:K14221	vco:VC0395_A2806
ko:K14233	vco:VC0395_A0076
ko:K14233	vco:VC0395_A0078
ko:K14232	vco:VC0395_A1627
ko:K14187	vco:VC0395_A0227
ko:K02363	vco:VC0395_A0301
ko:K14233	vco:VC0395_A1356
ko:K14234	vco:VC0395_A2070
ko:K14234	vco:VC0395_A2722
ko:K14228	vco:VC0395_0694
ko:K14228	vco:VC0395_A0838
ko:K14220	vco:VC0395_A2866
ko:K14220	vco:VC0395_A2868
ko:K14220	vco:VC0395_A2872
ko:K14218	vco:VC0395_A2074
ko:K14218	vco:VC0395_A2328
ko:K14218	vco:VC0395_A2801
ko:K14218	vco:VC0395_A2708
ko:K14230	vco:VC0395_A1763
ko:K14230	vco:VC0395_A1771
ko:K14230	vco:VC0395_A1767
ko:K14225	vco:VC0395_0490
ko:K14225	vco:VC0395_A2721
ko:K14219	vco:VC0395_A2557
ko:K14224	vco:VC0395_A0242
ko:K14224	vco:VC0395_A2337
ko:K14224	vco:VC0395_A2541
ko:K14224	vco:VC0395_A2331
ko:K14445	vco:VC0395_0108
ko:K14445	vco:VC0395_A0932
ko:K02358	vco:VC0395_A2774
ko:K14225	vco:VC0395_A0839
ko:K14225	vco:VC0395_A2745
ko:K14225	vco:VC0395_A2746
ko:K14225	vco:VC0395_A2748
ko:K14225	vco:VC0395_A2744
ko:K14225	vco:VC0395_A0837
ko:K14234	vco:VC0395_A2719
ko:K14234	vco:VC0395_A2869
ko:K14234	vco:VC0395_A2867
ko:K14234	vco:VC0395_A2874
ko:K14227	vco:VC0395_A2075
ko:K14227	vco:VC0395_A2707
ko:K14227	vco:VC0395_A2800
ko:K14231	vco:VC0395_A2870
ko:K14231	vco:VC0395_A2875
ko:K14231	vco:VC0395_A2873
ko:K14260	vco:VC0395_A1563
ko:K14441	vco:VC0395_A2197
ko:K01524	vco:VC0395_A0256
ko:K16961	vco:VC0395_A2509
ko:K07733	vco:VC0395_A1382
ko:K14683	vco:VC0395_A0208
ko:K15035	vco:VC0395_A0373
ko:K01985	vco:VC0395_A2547
ko:K01985	vco:VC0395_A2805
ko:K01985	vco:VC0395_A2712
ko:K01985	vco:VC0395_A2071
ko:K01985	vco:VC0395_A0246
ko:K01985	vco:VC0395_A2456
ko:K01985	vco:VC0395_A2325
ko:K01985	vco:VC0395_A2334
ko:K14226	vco:VC0395_A2558
ko:K14226	vco:VC0395_A2560
ko:K01011	vco:VC0395_0562
ko:K14230	vco:VC0395_A0043
ko:K14237	vco:VC0395_A1201
ko:K14237	vco:VC0395_A1202
ko:K14222	vco:VC0395_0693
ko:K14222	vco:VC0395_0702
ko:K14222	vco:VC0395_A0836
