ko:K07497	setu:STU288_14015
ko:K00031	setu:STU288_02525
ko:K03704	setu:STU288_02555
ko:K07804	setu:STU288_02560
ko:K07082	setu:STU288_02325
ko:K03222	setu:STU288_03365
ko:K03230	setu:STU288_03390
ko:K03224	setu:STU288_03395
ko:K03225	setu:STU288_03410
ko:K03226	setu:STU288_03415
ko:K03228	setu:STU288_03425
ko:K03229	setu:STU288_03430
ko:K03327	setu:STU288_03435
ko:K00793	setu:STU288_03440
ko:K00574	setu:STU288_03445
ko:K04564	setu:STU288_03470
ko:K07390	setu:STU288_03480
ko:K03683	setu:STU288_03485
ko:K10680	setu:STU288_03495
ko:K16137	setu:STU288_03500
ko:K06938	setu:STU288_03505
ko:K06077	setu:STU288_03540
ko:K09001	setu:STU288_03545
ko:K00275	setu:STU288_03555
ko:K01866	setu:STU288_03560
ko:K00868	setu:STU288_03565
ko:K03305	setu:STU288_03575
ko:K10773	setu:STU288_03580
ko:K04080	setu:STU288_02580
ko:K01809	setu:STU288_03645
ko:K01676	setu:STU288_03650
ko:K07639	setu:STU288_03665
ko:K07661	setu:STU288_03685
ko:K03758	setu:STU288_03695
ko:K00324	setu:STU288_03705
ko:K00325	setu:STU288_03710
ko:K11744	setu:STU288_03715
ko:K11743	setu:STU288_03720
ko:K11742	setu:STU288_03725
ko:K04775	setu:STU288_03730
ko:K08224	setu:STU288_03745
ko:K15545	setu:STU288_03755
ko:K01935	setu:STU288_03760
ko:K03281	setu:STU288_03765
ko:K05847	setu:STU288_03770
ko:K05846	setu:STU288_03775
ko:K05845	setu:STU288_03780
ko:K05846	setu:STU288_03785
ko:K07310	setu:STU288_03805
ko:K07309	setu:STU288_03810
ko:K09771	setu:STU288_03835
ko:K08323	setu:STU288_03840
ko:K08322	setu:STU288_03845
ko:K16066	setu:STU288_03875
ko:K01284	setu:STU288_03880
ko:K15268	setu:STU288_03905
ko:K13630	setu:STU288_03910
ko:K13632	setu:STU288_03915
ko:K03712	setu:STU288_03920
ko:K08159	setu:STU288_03930
ko:K08324	setu:STU288_03940
ko:K01425	setu:STU288_03945
ko:K04651	setu:STU288_03970
ko:K03618	setu:STU288_03980
ko:K03619	setu:STU288_03985
ko:K04653	setu:STU288_03990
ko:K03620	setu:STU288_04000
ko:K02529	setu:STU288_04115
ko:K03315	setu:STU288_04120
ko:K14155	setu:STU288_04125
ko:K02972	setu:STU288_04165
ko:K08349	setu:STU288_04190
ko:K02575	setu:STU288_04230
ko:K00675	setu:STU288_04260
ko:K11738	setu:STU288_04270
ko:K06044	setu:STU288_04135
ko:K03823	setu:STU288_04300
ko:K02507	setu:STU288_17640
ko:K12291	setu:STU288_17645
ko:K12290	setu:STU288_17650
ko:K12289	setu:STU288_17655
ko:K12288	setu:STU288_17660
ko:K05366	setu:STU288_17665
ko:K08312	setu:STU288_17670
ko:K04762	setu:STU288_17685
ko:K04083	setu:STU288_17690
ko:K01610	setu:STU288_17700
ko:K07638	setu:STU288_17705
ko:K07659	setu:STU288_17710
ko:K04760	setu:STU288_17715
ko:K06959	setu:STU288_17720
ko:K04758	setu:STU288_17725
ko:K04759	setu:STU288_17730
ko:K07490	setu:STU288_17735
ko:K02170	setu:STU288_17745
ko:K07400	setu:STU288_17755
ko:K06155	setu:STU288_17760
ko:K00705	setu:STU288_17765
ko:K00688	setu:STU288_17770
ko:K03556	setu:STU288_17775
ko:K14415	setu:STU288_17795
ko:K14414	setu:STU288_17800
ko:K02444	setu:STU288_17805
ko:K02439	setu:STU288_17815
ko:K00111	setu:STU288_17820
ko:K02040	setu:STU288_17830
ko:K00005	setu:STU288_17835
ko:K01687	setu:STU288_17845
ko:K13922	setu:STU288_06645
ko:K04031	setu:STU288_06665
ko:K04029	setu:STU288_06670
ko:K16651	setu:STU288_06680
ko:K09802	setu:STU288_06685
ko:K07470	setu:STU288_06695
ko:K08354	setu:STU288_06705
ko:K01141	setu:STU288_06725
ko:K00765	setu:STU288_06745
ko:K00817	setu:STU288_06750
ko:K01089	setu:STU288_06755
ko:K02501	setu:STU288_06760
ko:K01814	setu:STU288_06765
ko:K02500	setu:STU288_06770
ko:K11755	setu:STU288_06775
ko:K05789	setu:STU288_06780
ko:K00012	setu:STU288_06785
ko:K12452	setu:STU288_06835
ko:K01709	setu:STU288_06840
ko:K00978	setu:STU288_06845
ko:K13796	setu:STU288_10950
ko:K13795	setu:STU288_10955
ko:K03288	setu:STU288_10960
ko:K01886	setu:STU288_10975
ko:K02802	setu:STU288_10980
ko:K02803	setu:STU288_10980
ko:K02804	setu:STU288_10980
ko:K01443	setu:STU288_10990
ko:K02565	setu:STU288_10995
ko:K01953	setu:STU288_11005
ko:K03184	setu:STU288_11015
ko:K06168	setu:STU288_11020
ko:K07042	setu:STU288_11030
ko:K06189	setu:STU288_11035
ko:K03820	setu:STU288_11040
ko:K10001	setu:STU288_11045
ko:K10003	setu:STU288_11050
ko:K10002	setu:STU288_11055
ko:K10004	setu:STU288_11060
ko:K04045	setu:STU288_11075
ko:K16850	setu:STU288_11120
ko:K16849	setu:STU288_11125
ko:K01869	setu:STU288_11130
ko:K03643	setu:STU288_11135
ko:K02340	setu:STU288_11140
ko:K00969	setu:STU288_11145
ko:K09710	setu:STU288_11165
ko:K00783	setu:STU288_11170
ko:K05515	setu:STU288_11175
ko:K05837	setu:STU288_11180
ko:K00147	setu:STU288_13105
ko:K00931	setu:STU288_13110
ko:K11929	setu:STU288_13115
ko:K11926	setu:STU288_13120
ko:K11750	setu:STU288_13125
ko:K02839	setu:STU288_13140
ko:K02346	setu:STU288_13155
ko:K03271	setu:STU288_13170
ko:K07347	setu:STU288_13220
ko:K04567	setu:STU288_15375
ko:K07462	setu:STU288_15390
ko:K03981	setu:STU288_15395
ko:K03840	setu:STU288_15405
ko:K09159	setu:STU288_15415
ko:K06980	setu:STU288_15425
ko:K11068	setu:STU288_15430
ko:K09900	setu:STU288_15435
ko:K01223	setu:STU288_15440
ko:K00281	setu:STU288_15450
ko:K02437	setu:STU288_15455
ko:K00605	setu:STU288_15460
ko:K03185	setu:STU288_15470
ko:K09895	setu:STU288_15480
ko:K09888	setu:STU288_15485
ko:K01807	setu:STU288_15500
ko:K05596	setu:STU288_15505
ko:K09807	setu:STU288_15510
ko:K06895	setu:STU288_15515
ko:K01624	setu:STU288_15525
ko:K00927	setu:STU288_15530
ko:K03472	setu:STU288_15535
ko:K16785	setu:STU288_15550
ko:K00615	setu:STU288_15565
ko:K00688	setu:STU288_17860
ko:K00703	setu:STU288_17865
ko:K00975	setu:STU288_17870
ko:K00133	setu:STU288_17885
ko:K06156	setu:STU288_17895
ko:K06145	setu:STU288_17905
ko:K06911	setu:STU288_17910
ko:K09936	setu:STU288_17935
ko:K01126	setu:STU288_17955
ko:K05813	setu:STU288_17975
ko:K07341	setu:STU288_17980
ko:K01996	setu:STU288_17990
ko:K01995	setu:STU288_17995
ko:K01998	setu:STU288_18000
ko:K01997	setu:STU288_18005
ko:K01999	setu:STU288_18010
ko:K01999	setu:STU288_18020
ko:K03089	setu:STU288_18025
ko:K09811	setu:STU288_18030
ko:K09812	setu:STU288_18035
ko:K03110	setu:STU288_18040
ko:K08993	setu:STU288_18050
ko:K01534	setu:STU288_18065
ko:K09125	setu:STU288_18080
ko:K07783	setu:STU288_19140
ko:K07675	setu:STU288_19145
ko:K02429	setu:STU288_19160
ko:K11534	setu:STU288_19170
ko:K01653	setu:STU288_19175
ko:K01652	setu:STU288_19180
ko:K08154	setu:STU288_19195
ko:K13629	setu:STU288_19210
ko:K01753	setu:STU288_19215
ko:K06871	setu:STU288_19220
ko:K07085	setu:STU288_19245
ko:K04081	setu:STU288_19250
ko:K04080	setu:STU288_19255
ko:K02199	setu:STU288_19275
ko:K02198	setu:STU288_19280
ko:K02197	setu:STU288_19285
ko:K02196	setu:STU288_19290
ko:K02195	setu:STU288_19295
ko:K02194	setu:STU288_19300
ko:K00428	setu:STU288_19310
ko:K03533	setu:STU288_19315
ko:K07811	setu:STU288_19320
ko:K03532	setu:STU288_19325
ko:K11930	setu:STU288_19335
ko:K03116	setu:STU288_20030
ko:K03117	setu:STU288_20035
ko:K03118	setu:STU288_20040
ko:K03424	setu:STU288_20045
ko:K03182	setu:STU288_20055
ko:K05368	setu:STU288_20060
ko:K01825	setu:STU288_20080
ko:K00941	setu:STU288_07110
ko:K00878	setu:STU288_07115
ko:K07347	setu:STU288_07130
ko:K01874	setu:STU288_07155
ko:K02478	setu:STU288_07180
ko:K05846	setu:STU288_07195
ko:K05847	setu:STU288_07200
ko:K05846	setu:STU288_07205
ko:K05845	setu:STU288_07210
ko:K05349	setu:STU288_07215
ko:K03777	setu:STU288_07220
ko:K07262	setu:STU288_07225
ko:K05541	setu:STU288_07255
ko:K16165	setu:STU288_07270
ko:K00450	setu:STU288_07275
ko:K08195	setu:STU288_07280
ko:K10542	setu:STU288_07330
ko:K02529	setu:STU288_07340
ko:K06995	setu:STU288_15830
ko:K11903	setu:STU288_15850
ko:K08191	setu:STU288_15870
ko:K01686	setu:STU288_15875
ko:K01812	setu:STU288_15885
ko:K01460	setu:STU288_15895
ko:K02020	setu:STU288_15905
ko:K02016	setu:STU288_15910
ko:K04653	setu:STU288_15915
ko:K04651	setu:STU288_15920
ko:K03561	setu:STU288_15995
ko:K08325	setu:STU288_16020
ko:K03319	setu:STU288_16030
ko:K00655	setu:STU288_16070
ko:K02621	setu:STU288_16075
ko:K13652	setu:STU288_16080
ko:K12975	setu:STU288_18365
ko:K07347	setu:STU288_18380
ko:K01246	setu:STU288_18400
ko:K03826	setu:STU288_18405
ko:K07726	setu:STU288_18430
ko:K03704	setu:STU288_18435
ko:K01879	setu:STU288_18465
ko:K01878	setu:STU288_18470
ko:K01805	setu:STU288_18495
ko:K02529	setu:STU288_18500
ko:K00835	setu:STU288_18515
ko:K08092	setu:STU288_18530
ko:K00880	setu:STU288_18560
ko:K09955	setu:STU288_18585
ko:K00138	setu:STU288_18590
ko:K03833	setu:STU288_18600
ko:K01042	setu:STU288_18605
ko:K03753	setu:STU288_20105
ko:K03752	setu:STU288_20110
ko:K09896	setu:STU288_20115
ko:K03673	setu:STU288_20125
ko:K03978	setu:STU288_20140
ko:K09894	setu:STU288_20150
ko:K07712	setu:STU288_20160
ko:K07708	setu:STU288_20165
ko:K01915	setu:STU288_20170
ko:K06207	setu:STU288_20175
ko:K15922	setu:STU288_20225
ko:K01671	setu:STU288_20240
ko:K08318	setu:STU288_20245
ko:K07058	setu:STU288_20265
ko:K07560	setu:STU288_20270
ko:K02380	setu:STU288_20305
ko:K02379	setu:STU288_20330
ko:K03534	setu:STU288_20360
ko:K00848	setu:STU288_20380
ko:K02854	setu:STU288_20390
ko:K02856	setu:STU288_20395
ko:K04564	setu:STU288_20425
ko:K06006	setu:STU288_20450
ko:K00850	setu:STU288_20460
ko:K02048	setu:STU288_20465
ko:K01521	setu:STU288_20470
ko:K00847	setu:STU288_20480
ko:K11216	setu:STU288_20510
ko:K11531	setu:STU288_20515
ko:K10558	setu:STU288_20520
ko:K10556	setu:STU288_20525
ko:K10557	setu:STU288_20530
ko:K10555	setu:STU288_20535
ko:K08321	setu:STU288_20540
ko:K01783	setu:STU288_20550
ko:K01803	setu:STU288_20555
ko:K00528	setu:STU288_20570
ko:K00864	setu:STU288_20580
ko:K02440	setu:STU288_20585
ko:K09892	setu:STU288_20590
ko:K02553	setu:STU288_20595
ko:K02548	setu:STU288_20600
ko:K03667	setu:STU288_20605
ko:K01419	setu:STU288_20610
ko:K03591	setu:STU288_20615
ko:K07148	setu:STU288_07345
ko:K01495	setu:STU288_07350
ko:K01070	setu:STU288_07355
ko:K01752	setu:STU288_07365
ko:K07783	setu:STU288_07375
ko:K16089	setu:STU288_07380
ko:K11733	setu:STU288_07385
ko:K01151	setu:STU288_07400
ko:K02769	setu:STU288_07405
ko:K02770	setu:STU288_07405
ko:K02768	setu:STU288_07415
ko:K11183	setu:STU288_07415
ko:K03291	setu:STU288_07425
ko:K06940	setu:STU288_07435
ko:K02356	setu:STU288_07440
ko:K13694	setu:STU288_07455
ko:K13893	setu:STU288_07465
ko:K13894	setu:STU288_07470
ko:K13895	setu:STU288_07475
ko:K13896	setu:STU288_07480
ko:K07552	setu:STU288_07490
ko:K02897	setu:STU288_07505
ko:K06899	setu:STU288_07510
ko:K09904	setu:STU288_07515
ko:K07014	setu:STU288_07520
ko:K00009	setu:STU288_18620
ko:K02562	setu:STU288_18625
ko:K14762	setu:STU288_18635
ko:K00427	setu:STU288_18655
ko:K14348	setu:STU288_18660
ko:K03216	setu:STU288_18670
ko:K06145	setu:STU288_18675
ko:K00640	setu:STU288_18690
ko:K00057	setu:STU288_18695
ko:K03071	setu:STU288_18700
ko:K15633	setu:STU288_18715
ko:K09798	setu:STU288_18725
ko:K00060	setu:STU288_18735
ko:K03274	setu:STU288_18745
ko:K02841	setu:STU288_18755
ko:K02847	setu:STU288_18760
ko:K02850	setu:STU288_18775
ko:K02840	setu:STU288_18790
ko:K02848	setu:STU288_18800
ko:K02844	setu:STU288_18805
ko:K02527	setu:STU288_18815
ko:K00954	setu:STU288_18820
ko:K02913	setu:STU288_18830
ko:K02902	setu:STU288_18835
ko:K03630	setu:STU288_18840
ko:K13038	setu:STU288_18845
ko:K05501	setu:STU288_18855
ko:K00762	setu:STU288_18860
ko:K00989	setu:STU288_18865
ko:K04066	setu:STU288_20625
ko:K02909	setu:STU288_20630
ko:K03764	setu:STU288_20650
ko:K12525	setu:STU288_20660
ko:K00297	setu:STU288_20685
ko:K01201	setu:STU288_22200
ko:K06606	setu:STU288_22205
ko:K03338	setu:STU288_22215
ko:K03336	setu:STU288_22225
ko:K06606	setu:STU288_22240
ko:K06605	setu:STU288_22245
ko:K09889	setu:STU288_22250
ko:K03592	setu:STU288_22255
ko:K15536	setu:STU288_22260
ko:K01465	setu:STU288_22290
ko:K01042	setu:STU288_22295
ko:K03485	setu:STU288_22345
ko:K01531	setu:STU288_22350
ko:K00610	setu:STU288_22365
ko:K00609	setu:STU288_22370
ko:K00611	setu:STU288_22395
ko:K00926	setu:STU288_22400
ko:K00611	setu:STU288_22415
ko:K09893	setu:STU288_22420
ko:K06169	setu:STU288_22425
ko:K03427	setu:STU288_22695
ko:K01153	setu:STU288_22700
ko:K09803	setu:STU288_22710
ko:K02317	setu:STU288_22795
ko:K13255	setu:STU288_22825
ko:K02344	setu:STU288_22845
ko:K03789	setu:STU288_22850
ko:K08723	setu:STU288_22855
ko:K02837	setu:STU288_22860
ko:K03424	setu:STU288_22880
ko:K01839	setu:STU288_22905
ko:K03800	setu:STU288_22940
ko:K01673	setu:STU288_1p00695
ko:K01939	setu:STU288_21910
ko:K13771	setu:STU288_21915
ko:K12573	setu:STU288_21920
ko:K03218	setu:STU288_21925
ko:K09980	setu:STU288_21930
ko:K10716	setu:STU288_21940
ko:K08989	setu:STU288_21950
ko:K09456	setu:STU288_21965
ko:K03477	setu:STU288_21985
ko:K03078	setu:STU288_22010
ko:K02990	setu:STU288_22030
ko:K02686	setu:STU288_22035
ko:K02963	setu:STU288_22040
ko:K02939	setu:STU288_22045
ko:K07269	setu:STU288_22055
ko:K03773	setu:STU288_22060
ko:K11737	setu:STU288_22065
ko:K07322	setu:STU288_22070
ko:K07109	setu:STU288_22100
ko:K07278	setu:STU288_22120
ko:K09800	setu:STU288_22125
ko:K03841	setu:STU288_22150
ko:K02558	setu:STU288_22155
ko:K03828	setu:STU288_22435
ko:K01873	setu:STU288_22445
ko:K02339	setu:STU288_22450
ko:K01255	setu:STU288_22455
ko:K07091	setu:STU288_22460
ko:K11720	setu:STU288_22465
ko:K06146	setu:STU288_22475
ko:K06157	setu:STU288_22480
ko:K00098	setu:STU288_22490
ko:K12957	setu:STU288_22500
ko:K01338	setu:STU288_22520
ko:K09982	setu:STU288_22575
ko:K01867	setu:STU288_22610
ko:K01779	setu:STU288_22620
ko:K01305	setu:STU288_22630
ko:K01154	setu:STU288_22690
ko:K01079	setu:STU288_22950
ko:K04485	setu:STU288_22955
ko:K06211	setu:STU288_22960
ko:K08309	setu:STU288_22970
ko:K03720	setu:STU288_22975
ko:K05804	setu:STU288_22990
ko:K05805	setu:STU288_22995
ko:K07663	setu:STU288_23000
ko:K07641	setu:STU288_23005
ko:K06143	setu:STU288_23010
ko:K07347	setu:STU288_23025
ko:K07773	setu:STU288_23050
ko:K09936	setu:STU288_04305
ko:K01573	setu:STU288_00280
ko:K01910	setu:STU288_00290
ko:K01646	setu:STU288_00295
ko:K01644	setu:STU288_00300
ko:K01643	setu:STU288_00305
ko:K05964	setu:STU288_00310
ko:K00215	setu:STU288_00320
ko:K01956	setu:STU288_00330
ko:K01955	setu:STU288_00335
ko:K08277	setu:STU288_00340
ko:K02182	setu:STU288_00355
ko:K08298	setu:STU288_00360
ko:K08297	setu:STU288_00365
ko:K05245	setu:STU288_00370
ko:K03521	setu:STU288_00380
ko:K03522	setu:STU288_00385
ko:K00313	setu:STU288_00390
ko:K08368	setu:STU288_00400
ko:K11746	setu:STU288_00425
ko:K06195	setu:STU288_00445
ko:K02528	setu:STU288_00450
ko:K00097	setu:STU288_00455
ko:K03771	setu:STU288_00460
ko:K04744	setu:STU288_00465
ko:K05801	setu:STU288_00470
ko:K03580	setu:STU288_00480
ko:K02336	setu:STU288_00485
ko:K01804	setu:STU288_00505
ko:K02062	setu:STU288_00525
ko:K00137	setu:STU288_04335
ko:K08641	setu:STU288_04345
ko:K08303	setu:STU288_04365
ko:K05782	setu:STU288_04375
ko:K16868	setu:STU288_04385
ko:K03304	setu:STU288_04390
ko:K03817	setu:STU288_04400
ko:K02774	setu:STU288_04410
ko:K02773	setu:STU288_04425
ko:K05876	setu:STU288_04475
ko:K02029	setu:STU288_04515
ko:K02029	setu:STU288_04525
ko:K12262	setu:STU288_04545
ko:K03578	setu:STU288_04555
ko:K01118	setu:STU288_04560
ko:K09978	setu:STU288_04570
ko:K03778	setu:STU288_04585
ko:K03737	setu:STU288_04600
ko:K14058	setu:STU288_04630
ko:K05591	setu:STU288_04635
ko:K16074	setu:STU288_04650
ko:K14055	setu:STU288_04675
ko:K16052	setu:STU288_04685
ko:K15580	setu:STU288_04770
ko:K14054	setu:STU288_04775
ko:K11065	setu:STU288_04785
ko:K03721	setu:STU288_04790
ko:K08990	setu:STU288_04795
ko:K06918	setu:STU288_04800
ko:K03971	setu:STU288_04810
ko:K03970	setu:STU288_04820
ko:K03969	setu:STU288_04825
ko:K03974	setu:STU288_04830
ko:K00208	setu:STU288_04870
ko:K01147	setu:STU288_04880
ko:K14051	setu:STU288_04885
ko:K04062	setu:STU288_04900
ko:K03113	setu:STU288_04905
ko:K01591	setu:STU288_04910
ko:K01681	setu:STU288_04935
ko:K13634	setu:STU288_04950
ko:K03168	setu:STU288_04955
ko:K06178	setu:STU288_04980
ko:K07053	setu:STU288_04990
ko:K01657	setu:STU288_04995
ko:K13497	setu:STU288_05000
ko:K13498	setu:STU288_05005
ko:K01696	setu:STU288_05010
ko:K01695	setu:STU288_05015
ko:K07217	setu:STU288_05030
ko:K07275	setu:STU288_05035
ko:K06940	setu:STU288_05040
ko:K06190	setu:STU288_05050
ko:K10806	setu:STU288_05055
ko:K03832	setu:STU288_05060
ko:K09780	setu:STU288_05065
ko:K06131	setu:STU288_05075
ko:K09901	setu:STU288_05080
ko:K10716	setu:STU288_05085
ko:K15581	setu:STU288_05105
ko:K15580	setu:STU288_05110
ko:K04072	setu:STU288_05120
ko:K00963	setu:STU288_05135
ko:K07001	setu:STU288_05145
ko:K09858	setu:STU288_05150
ko:K01433	setu:STU288_05155
ko:K00373	setu:STU288_05175
ko:K00371	setu:STU288_05180
ko:K00370	setu:STU288_05185
ko:K02575	setu:STU288_05190
ko:K07673	setu:STU288_05195
ko:K07300	setu:STU288_05220
ko:K01627	setu:STU288_05225
ko:K02493	setu:STU288_05240
ko:K02835	setu:STU288_05245
ko:K02492	setu:STU288_05250
ko:K02494	setu:STU288_05255
ko:K00919	setu:STU288_05260
ko:K00948	setu:STU288_05265
ko:K03321	setu:STU288_05270
ko:K01056	setu:STU288_05280
ko:K06942	setu:STU288_05285
ko:K03620	setu:STU288_05305
ko:K03619	setu:STU288_05315
ko:K03618	setu:STU288_05320
ko:K00425	setu:STU288_05325
ko:K00426	setu:STU288_05330
ko:K00261	setu:STU288_05340
ko:K01194	setu:STU288_05345
ko:K08308	setu:STU288_05360
ko:K01775	setu:STU288_05375
ko:K00285	setu:STU288_05380
ko:K03603	setu:STU288_05390
ko:K03314	setu:STU288_05395
ko:K03611	setu:STU288_05400
ko:K09160	setu:STU288_05420
ko:K09902	setu:STU288_05430
ko:K03610	setu:STU288_05435
ko:K03609	setu:STU288_05440
ko:K03608	setu:STU288_05445
ko:K03684	setu:STU288_05450
ko:K07285	setu:STU288_05460
ko:K09917	setu:STU288_05480
ko:K01665	setu:STU288_05485
ko:K01752	setu:STU288_05495
ko:K00563	setu:STU288_05535
ko:K03587	setu:STU288_05540
ko:K03704	setu:STU288_05545
ko:K08169	setu:STU288_05580
ko:K03799	setu:STU288_05585
ko:K03797	setu:STU288_05590
ko:K03607	setu:STU288_05595
ko:K03808	setu:STU288_05605
ko:K07156	setu:STU288_05770
ko:K10857	setu:STU288_05785
ko:K01354	setu:STU288_05790
ko:K09918	setu:STU288_05805
ko:K08289	setu:STU288_05810
ko:K01625	setu:STU288_05820
ko:K01690	setu:STU288_05825
ko:K00036	setu:STU288_05830
ko:K00873	setu:STU288_05840
ko:K02560	setu:STU288_05845
ko:K09817	setu:STU288_05865
ko:K09816	setu:STU288_05870
ko:K02034	setu:STU288_02610
ko:K11250	setu:STU288_02670
ko:K09712	setu:STU288_02695
ko:K03449	setu:STU288_02710
ko:K09786	setu:STU288_02740
ko:K07180	setu:STU288_02745
ko:K06871	setu:STU288_02755
ko:K01792	setu:STU288_02765
ko:K00134	setu:STU288_02775
ko:K09916	setu:STU288_02785
ko:K08281	setu:STU288_02790
ko:K04773	setu:STU288_02800
ko:K01008	setu:STU288_02810
ko:K00262	setu:STU288_02820
ko:K08320	setu:STU288_02830
ko:K01142	setu:STU288_02835
ko:K00840	setu:STU288_02840
ko:K00673	setu:STU288_02845
ko:K06447	setu:STU288_02850
ko:K01484	setu:STU288_02855
ko:K05526	setu:STU288_02860
ko:K05984	setu:STU288_02870
ko:K04064	setu:STU288_02880
ko:K02760	setu:STU288_02885
ko:K02761	setu:STU288_02890
ko:K02759	setu:STU288_02895
ko:K03490	setu:STU288_02900
ko:K03781	setu:STU288_02915
ko:K15722	setu:STU288_02920
ko:K06956	setu:STU288_02925
ko:K07038	setu:STU288_02930
ko:K01173	setu:STU288_02975
ko:K01868	setu:STU288_02985
ko:K02520	setu:STU288_02990
ko:K02916	setu:STU288_02995
ko:K02887	setu:STU288_03000
ko:K01889	setu:STU288_03005
ko:K01890	setu:STU288_03010
ko:K04764	setu:STU288_03015
ko:K06073	setu:STU288_03020
ko:K00432	setu:STU288_03025
ko:K06074	setu:STU288_03030
ko:K01626	setu:STU288_03055
ko:K09773	setu:STU288_03060
ko:K12507	setu:STU288_03075
ko:K00313	setu:STU288_03085
ko:K03785	setu:STU288_03115
ko:K05887	setu:STU288_03120
ko:K06956	setu:STU288_03160
ko:K05997	setu:STU288_03165
ko:K09014	setu:STU288_03170
ko:K09013	setu:STU288_03175
ko:K09015	setu:STU288_03180
ko:K11717	setu:STU288_03185
ko:K02426	setu:STU288_03190
ko:K00873	setu:STU288_03210
ko:K03219	setu:STU288_03290
ko:K03220	setu:STU288_03295
ko:K03221	setu:STU288_03350
ko:K01682	setu:STU288_00800
ko:K09910	setu:STU288_00810
ko:K02526	setu:STU288_00815
ko:K01611	setu:STU288_00835
ko:K00797	setu:STU288_00840
ko:K14588	setu:STU288_00850
ko:K00117	setu:STU288_00855
ko:K00760	setu:STU288_00860
ko:K01673	setu:STU288_00865
ko:K07347	setu:STU288_00885
ko:K01579	setu:STU288_00910
ko:K01918	setu:STU288_00915
ko:K00606	setu:STU288_00920
ko:K00950	setu:STU288_00925
ko:K01894	setu:STU288_00935
ko:K06204	setu:STU288_00940
ko:K06206	setu:STU288_00945
ko:K01975	setu:STU288_00950
ko:K03579	setu:STU288_00955
ko:K05365	setu:STU288_00960
ko:K02013	setu:STU288_00970
ko:K02016	setu:STU288_00975
ko:K02015	setu:STU288_00980
ko:K01845	setu:STU288_01020
ko:K03281	setu:STU288_01025
ko:K15724	setu:STU288_01030
ko:K01129	setu:STU288_01050
ko:K02647	setu:STU288_01060
ko:K00990	setu:STU288_01080
ko:K01265	setu:STU288_01085
ko:K02967	setu:STU288_01090
ko:K02357	setu:STU288_01095
ko:K09903	setu:STU288_01100
ko:K02838	setu:STU288_01105
ko:K00099	setu:STU288_01110
ko:K00806	setu:STU288_01115
ko:K00981	setu:STU288_01120
ko:K11749	setu:STU288_01125
ko:K07277	setu:STU288_01130
ko:K06142	setu:STU288_01135
ko:K02536	setu:STU288_01140
ko:K02372	setu:STU288_01145
ko:K00677	setu:STU288_01150
ko:K00748	setu:STU288_01155
ko:K03470	setu:STU288_01160
ko:K02337	setu:STU288_01165
ko:K01962	setu:STU288_01170
ko:K04075	setu:STU288_01190
ko:K15034	setu:STU288_01210
ko:K01881	setu:STU288_01225
ko:K06080	setu:STU288_01235
ko:K02073	setu:STU288_01240
ko:K02072	setu:STU288_01245
ko:K02071	setu:STU288_01250
ko:K03273	setu:STU288_01255
ko:K05811	setu:STU288_01270
ko:K00998	setu:STU288_01275
ko:K03672	setu:STU288_01290
ko:K03214	setu:STU288_01295
ko:K03648	setu:STU288_01300
ko:K11249	setu:STU288_01310
ko:K05590	setu:STU288_01320
ko:K00278	setu:STU288_01330
ko:K03088	setu:STU288_01335
ko:K03597	setu:STU288_01340
ko:K03598	setu:STU288_01345
ko:K01256	setu:STU288_01630
ko:K07140	setu:STU288_01645
ko:K12297	setu:STU288_01650
ko:K15738	setu:STU288_01655
ko:K03808	setu:STU288_01660
ko:K06192	setu:STU288_01665
ko:K09857	setu:STU288_01670
ko:K03812	setu:STU288_01675
ko:K01716	setu:STU288_01680
ko:K04770	setu:STU288_01685
ko:K09911	setu:STU288_01690
ko:K03658	setu:STU288_01720
ko:K01734	setu:STU288_01725
ko:K06929	setu:STU288_01735
ko:K11940	setu:STU288_01740
ko:K06969	setu:STU288_01745
ko:K01512	setu:STU288_01760
ko:K07127	setu:STU288_01815
ko:K02572	setu:STU288_07680
ko:K08276	setu:STU288_07685
ko:K06159	setu:STU288_07690
ko:K03919	setu:STU288_07695
ko:K10778	setu:STU288_07700
ko:K03734	setu:STU288_07705
ko:K09475	setu:STU288_07710
ko:K07676	setu:STU288_07715
ko:K07687	setu:STU288_07720
ko:K11991	setu:STU288_09195
ko:K07106	setu:STU288_09210
ko:K00077	setu:STU288_09220
ko:K08177	setu:STU288_09225
ko:K00997	setu:STU288_09240
ko:K03474	setu:STU288_09245
ko:K03584	setu:STU288_09250
ko:K03685	setu:STU288_09260
ko:K03100	setu:STU288_09265
ko:K03596	setu:STU288_09270
ko:K03642	setu:STU288_11185
ko:K09158	setu:STU288_11195
ko:K07647	setu:STU288_19340
ko:K01684	setu:STU288_19350
ko:K01631	setu:STU288_19355
ko:K00883	setu:STU288_19360
ko:K01790	setu:STU288_06855
ko:K00973	setu:STU288_06860
ko:K00067	setu:STU288_06865
ko:K00963	setu:STU288_06875
ko:K16703	setu:STU288_06885
ko:K16710	setu:STU288_06890
ko:K16695	setu:STU288_06895
ko:K03208	setu:STU288_06915
ko:K03207	setu:STU288_06920
ko:K02377	setu:STU288_06925
ko:K01711	setu:STU288_06930
ko:K03818	setu:STU288_06935
ko:K13683	setu:STU288_06940
ko:K13620	setu:STU288_06945
ko:K13684	setu:STU288_06950
