ko:K02495	ena:ECNA114_3967
ko:K03978	ena:ECNA114_3964
ko:K09894	ena:ECNA114_3965
ko:K07712	ena:ECNA114_3968
ko:K07708	ena:ECNA114_3969
ko:K01915	ena:ECNA114_3970
ko:K06207	ena:ECNA114_3971
ko:K07733	ena:ECNA114_4780
ko:K07702	ena:ECNA114_0562
ko:K06199	ena:ECNA114_0564
ko:K03425	ena:ECNA114_0566
ko:K03644	ena:ECNA114_0567
ko:K03801	ena:ECNA114_0569
ko:K09158	ena:ECNA114_0570
ko:K03642	ena:ECNA114_0573
ko:K05837	ena:ECNA114_0574
ko:K05515	ena:ECNA114_0575
ko:K00783	ena:ECNA114_0576
ko:K09710	ena:ECNA114_0577
ko:K00969	ena:ECNA114_0579
ko:K02340	ena:ECNA114_0580
ko:K03643	ena:ECNA114_0581
ko:K01869	ena:ECNA114_0582
ko:K04045	ena:ECNA114_0589
ko:K10004	ena:ECNA114_0591
ko:K10002	ena:ECNA114_0592
ko:K10003	ena:ECNA114_0593
ko:K10001	ena:ECNA114_0594
ko:K03820	ena:ECNA114_0596
ko:K06189	ena:ECNA114_0597
ko:K07042	ena:ECNA114_0598
ko:K06168	ena:ECNA114_0600
ko:K03184	ena:ECNA114_0601
ko:K01953	ena:ECNA114_0603
ko:K02565	ena:ECNA114_0605
ko:K01443	ena:ECNA114_0606
ko:K04072	ena:ECNA114_1411
ko:K15580	ena:ECNA114_1414
ko:K15581	ena:ECNA114_1415
ko:K09901	ena:ECNA114_1419
ko:K06131	ena:ECNA114_1420
ko:K10716	ena:ECNA114_1421
ko:K09780	ena:ECNA114_1422
ko:K03832	ena:ECNA114_1423
ko:K10806	ena:ECNA114_1424
ko:K06190	ena:ECNA114_1425
ko:K07275	ena:ECNA114_1427
ko:K01589	ena:ECNA114_1429
ko:K01588	ena:ECNA114_1430
ko:K03269	ena:ECNA114_1432
ko:K01883	ena:ECNA114_1434
ko:K07038	ena:ECNA114_1435
ko:K01491	ena:ECNA114_1437
ko:K01695	ena:ECNA114_1448
ko:K01696	ena:ECNA114_1449
ko:K13498	ena:ECNA114_1450
ko:K13497	ena:ECNA114_1451
ko:K01657	ena:ECNA114_1452
ko:K07053	ena:ECNA114_1453
ko:K06178	ena:ECNA114_1456
ko:K10542	ena:ECNA114_2240
ko:K02529	ena:ECNA114_2242
ko:K07148	ena:ECNA114_2243
ko:K01070	ena:ECNA114_2245
ko:K11733	ena:ECNA114_2247
ko:K01151	ena:ECNA114_2250
ko:K10213	ena:ECNA114_2253
ko:K02769	ena:ECNA114_2258
ko:K02770	ena:ECNA114_2258
ko:K02768	ena:ECNA114_2260
ko:K11183	ena:ECNA114_2260
ko:K03291	ena:ECNA114_2262
ko:K06940	ena:ECNA114_2263
ko:K02356	ena:ECNA114_2265
ko:K13694	ena:ECNA114_2269
ko:K13893	ena:ECNA114_2271
ko:K13894	ena:ECNA114_2272
ko:K13895	ena:ECNA114_2273
ko:K13896	ena:ECNA114_2274
ko:K07552	ena:ECNA114_2276
ko:K02897	ena:ECNA114_2279
ko:K06899	ena:ECNA114_2280
ko:K09904	ena:ECNA114_2282
ko:K09688	ena:ECNA114_3035
ko:K02462	ena:ECNA114_3036
ko:K02461	ena:ECNA114_3037
ko:K02460	ena:ECNA114_3038
ko:K02459	ena:ECNA114_3039
ko:K02458	ena:ECNA114_3040
ko:K02457	ena:ECNA114_3041
ko:K02456	ena:ECNA114_3042
ko:K02455	ena:ECNA114_3043
ko:K02453	ena:ECNA114_3045
ko:K02452	ena:ECNA114_3046
ko:K02654	ena:ECNA114_3048
ko:K10939	ena:ECNA114_3049
ko:K01638	ena:ECNA114_3051
ko:K11477	ena:ECNA114_3052
ko:K11473	ena:ECNA114_3053
ko:K11472	ena:ECNA114_3054
ko:K11474	ena:ECNA114_3056
ko:K11720	ena:ECNA114_3062
ko:K01460	ena:ECNA114_3071
ko:K04653	ena:ECNA114_3073
ko:K04651	ena:ECNA114_3074
ko:K01061	ena:ECNA114_3083
ko:K07085	ena:ECNA114_3834
ko:K04081	ena:ECNA114_3836
ko:K04080	ena:ECNA114_3837
ko:K01684	ena:ECNA114_3842
ko:K01631	ena:ECNA114_3843
ko:K00883	ena:ECNA114_3844
ko:K02470	ena:ECNA114_3849
ko:K03629	ena:ECNA114_3850
ko:K02338	ena:ECNA114_3851
ko:K02313	ena:ECNA114_3852
ko:K02914	ena:ECNA114_3853
ko:K03536	ena:ECNA114_3854
ko:K01921	ena:ECNA114_0356
ko:K00286	ena:ECNA114_0362
ko:K09768	ena:ECNA114_0363
ko:K00891	ena:ECNA114_0364
ko:K14591	ena:ECNA114_0366
ko:K08223	ena:ECNA114_0458
ko:K09973	ena:ECNA114_0463
ko:K01425	ena:ECNA114_0466
ko:K07340	ena:ECNA114_0470
ko:K02068	ena:ECNA114_0472
ko:K02069	ena:ECNA114_0473
ko:K05838	ena:ECNA114_0474
ko:K10804	ena:ECNA114_0476
ko:K02003	ena:ECNA114_0477
ko:K06917	ena:ECNA114_0481
ko:K10972	ena:ECNA114_0482
ko:K01483	ena:ECNA114_0483
ko:K10973	ena:ECNA114_0484
ko:K01608	ena:ECNA114_0485
ko:K10975	ena:ECNA114_0488
ko:K00865	ena:ECNA114_0491
ko:K14977	ena:ECNA114_0492
ko:K02083	ena:ECNA114_0493
ko:K00926	ena:ECNA114_0497
ko:K11739	ena:ECNA114_0499
ko:K11740	ena:ECNA114_0500
ko:K07644	ena:ECNA114_0501
ko:K14744	ena:ECNA114_1219
ko:K07798	ena:ECNA114_0505
ko:K07787	ena:ECNA114_0506
ko:K11732	ena:ECNA114_0507
ko:K10679	ena:ECNA114_0509
ko:K11606	ena:ECNA114_1301
ko:K11605	ena:ECNA114_1302
ko:K03608	ena:ECNA114_1311
ko:K03609	ena:ECNA114_1312
ko:K03610	ena:ECNA114_1313
ko:K09902	ena:ECNA114_1317
ko:K09160	ena:ECNA114_1319
ko:K03611	ena:ECNA114_1323
ko:K03314	ena:ECNA114_1324
ko:K03603	ena:ECNA114_1325
ko:K00285	ena:ECNA114_1327
ko:K01775	ena:ECNA114_1328
ko:K08308	ena:ECNA114_1331
ko:K03813	ena:ECNA114_1335
ko:K02013	ena:ECNA114_1337
ko:K02015	ena:ECNA114_1338
ko:K02016	ena:ECNA114_1339
ko:K01194	ena:ECNA114_1340
ko:K05881	ena:ECNA114_1342
ko:K05879	ena:ECNA114_1343
ko:K05878	ena:ECNA114_1344
ko:K05880	ena:ECNA114_1345
ko:K03630	ena:ECNA114_1352
ko:K00973	ena:ECNA114_2137
ko:K00067	ena:ECNA114_2138
ko:K00963	ena:ECNA114_2140
ko:K03208	ena:ECNA114_2148
ko:K03207	ena:ECNA114_2149
ko:K02377	ena:ECNA114_2150
ko:K01711	ena:ECNA114_2151
ko:K03818	ena:ECNA114_2152
ko:K13683	ena:ECNA114_2153
ko:K13620	ena:ECNA114_2154
ko:K13684	ena:ECNA114_2155
ko:K03819	ena:ECNA114_2156
ko:K01991	ena:ECNA114_2160
ko:K07289	ena:ECNA114_2162
ko:K01494	ena:ECNA114_2163
ko:K00876	ena:ECNA114_2164
ko:K01247	ena:ECNA114_2166
ko:K04046	ena:ECNA114_2167
ko:K07799	ena:ECNA114_2171
ko:K07788	ena:ECNA114_2172
ko:K07789	ena:ECNA114_2173
ko:K07642	ena:ECNA114_2175
ko:K07664	ena:ECNA114_2176
ko:K03217	ena:ECNA114_3855
ko:K03650	ena:ECNA114_3856
ko:K01667	ena:ECNA114_3857
ko:K03836	ena:ECNA114_3858
ko:K08163	ena:ECNA114_3859
ko:K06901	ena:ECNA114_3863
ko:K09925	ena:ECNA114_3866
ko:K10124	ena:ECNA114_3869
ko:K01223	ena:ECNA114_3870
ko:K02039	ena:ECNA114_3873
ko:K02036	ena:ECNA114_3874
ko:K02038	ena:ECNA114_3875
ko:K02037	ena:ECNA114_3876
ko:K02040	ena:ECNA114_3877
ko:K00820	ena:ECNA114_3878
ko:K04042	ena:ECNA114_3879
ko:K02114	ena:ECNA114_3880
ko:K03800	ena:ECNA114_4628
ko:K01079	ena:ECNA114_4629
ko:K04485	ena:ECNA114_4630
ko:K06211	ena:ECNA114_4631
ko:K08309	ena:ECNA114_4634
ko:K03720	ena:ECNA114_4635
ko:K05804	ena:ECNA114_4639
ko:K05805	ena:ECNA114_4640
ko:K07663	ena:ECNA114_4641
ko:K07641	ena:ECNA114_4642
ko:K06143	ena:ECNA114_4643
ko:K07773	ena:ECNA114_4644
ko:K12524	ena:ECNA114_4646
ko:K00872	ena:ECNA114_4647
ko:K01733	ena:ECNA114_4648
ko:K09861	ena:ECNA114_4650
ko:K03310	ena:ECNA114_4651
ko:K03831	ena:ECNA114_4653
ko:K04043	ena:ECNA114_4657
ko:K03686	ena:ECNA114_4658
ko:K01845	ena:ECNA114_0145
ko:K03281	ena:ECNA114_0146
ko:K15724	ena:ECNA114_0147
ko:K01129	ena:ECNA114_0151
ko:K02647	ena:ECNA114_0153
ko:K00990	ena:ECNA114_0156
ko:K01265	ena:ECNA114_0157
ko:K02967	ena:ECNA114_0158
ko:K02357	ena:ECNA114_0159
ko:K09903	ena:ECNA114_0160
ko:K02838	ena:ECNA114_0161
ko:K00099	ena:ECNA114_0162
ko:K00806	ena:ECNA114_0163
ko:K00981	ena:ECNA114_0165
ko:K11749	ena:ECNA114_0166
ko:K07277	ena:ECNA114_0167
ko:K06142	ena:ECNA114_0168
ko:K02536	ena:ECNA114_0169
ko:K02372	ena:ECNA114_0170
ko:K00677	ena:ECNA114_0171
ko:K00748	ena:ECNA114_0172
ko:K03470	ena:ECNA114_0173
ko:K02337	ena:ECNA114_0174
ko:K01962	ena:ECNA114_0175
ko:K04075	ena:ECNA114_0178
ko:K15034	ena:ECNA114_0182
ko:K06079	ena:ECNA114_0183
ko:K01881	ena:ECNA114_0185
ko:K06080	ena:ECNA114_0187
ko:K02073	ena:ECNA114_0188
ko:K02072	ena:ECNA114_189
ko:K02071	ena:ECNA114_0190
ko:K03273	ena:ECNA114_0191
ko:K07387	ena:ECNA114_0995
ko:K00945	ena:ECNA114_0996
ko:K02945	ena:ECNA114_0997
ko:K05788	ena:ECNA114_0998
ko:K00912	ena:ECNA114_1001
ko:K09927	ena:ECNA114_1002
ko:K09791	ena:ECNA114_1003
ko:K00979	ena:ECNA114_1004
ko:K06219	ena:ECNA114_1007
ko:K03633	ena:ECNA114_1008
ko:K03804	ena:ECNA114_1009
ko:K03632	ena:ECNA114_1010
ko:K01893	ena:ECNA114_1016
ko:K00763	ena:ECNA114_1017
ko:K01256	ena:ECNA114_1018
ko:K15554	ena:ECNA114_1020
ko:K15553	ena:ECNA114_1022
ko:K00299	ena:ECNA114_1023
ko:K07140	ena:ECNA114_1026
ko:K12297	ena:ECNA114_1027
ko:K15738	ena:ECNA114_1028
ko:K03808	ena:ECNA114_1029
ko:K06192	ena:ECNA114_1030
ko:K09857	ena:ECNA114_1031
ko:K08369	ena:ECNA114_1821
ko:K09916	ena:ECNA114_1823
ko:K02406	ena:ECNA114_0244
ko:K02407	ena:ECNA114_0245
ko:K02422	ena:ECNA114_0246
ko:K02415	ena:ECNA114_0249
ko:K02405	ena:ECNA114_0250
ko:K02556	ena:ECNA114_0251
ko:K02557	ena:ECNA114_0252
ko:K02346	ena:ECNA114_0253
ko:K02839	ena:ECNA114_0256
ko:K11750	ena:ECNA114_0259
ko:K11926	ena:ECNA114_0260
ko:K00931	ena:ECNA114_0262
ko:K00147	ena:ECNA114_0263
ko:K01154	ena:ECNA114_0266
ko:K03427	ena:ECNA114_0267
ko:K01153	ena:ECNA114_0268
ko:K08996	ena:ECNA114_0274
ko:K13735	ena:ECNA114_0287
ko:K00782	ena:ECNA114_0296
ko:K13821	ena:ECNA114_1085
ko:K07243	ena:ECNA114_1089
ko:K07224	ena:ECNA114_1090
ko:K11937	ena:ECNA114_1093
ko:K11936	ena:ECNA114_1094
ko:K11931	ena:ECNA114_1095
ko:K11935	ena:ECNA114_1096
ko:K04335	ena:ECNA114_1097
ko:K04336	ena:ECNA114_1098
ko:K11941	ena:ECNA114_1102
ko:K03670	ena:ECNA114_1105
ko:K03669	ena:ECNA114_1106
ko:K12147	ena:ECNA114_1109
ko:K02517	ena:ECNA114_1111
ko:K07146	ena:ECNA114_1112
ko:K02846	ena:ECNA114_1117
ko:K12148	ena:ECNA114_1118
ko:K12149	ena:ECNA114_1119
ko:K01465	ena:ECNA114_1120
ko:K03675	ena:ECNA114_1122
ko:K08162	ena:ECNA114_1123
ko:K03790	ena:ECNA114_1124
ko:K09915	ena:ECNA114_1125
ko:K03980	ena:ECNA114_1127
ko:K02399	ena:ECNA114_1128
ko:K02398	ena:ECNA114_1129
ko:K02386	ena:ECNA114_1130
ko:K02387	ena:ECNA114_1131
ko:K02388	ena:ECNA114_1132
ko:K02389	ena:ECNA114_11331
ko:K02390	ena:ECNA114_11332
ko:K02391	ena:ECNA114_1134
ko:K02392	ena:ECNA114_1135
ko:K02393	ena:ECNA114_1136
ko:K01159	ena:ECNA114_1927
ko:K08310	ena:ECNA114_1929
ko:K01876	ena:ECNA114_1930
ko:K07136	ena:ECNA114_1933
ko:K15256	ena:ECNA114_1934
ko:K15257	ena:ECNA114_1935
ko:K07821	ena:ECNA114_1937
ko:K09907	ena:ECNA114_1939
ko:K01887	ena:ECNA114_1940
ko:K03516	ena:ECNA114_1941
ko:K02400	ena:ECNA114_1942
ko:K02401	ena:ECNA114_1943
ko:K03414	ena:ECNA114_1944
ko:K03413	ena:ECNA114_1945
ko:K03412	ena:ECNA114_1946
ko:K03408	ena:ECNA114_1951
ko:K03407	ena:ECNA114_1952
ko:K02557	ena:ECNA114_1953
ko:K02556	ena:ECNA114_1954
ko:K02402	ena:ECNA114_1955
ko:K02403	ena:ECNA114_1956
ko:K00697	ena:ECNA114_1957
ko:K01087	ena:ECNA114_1958
ko:K10538	ena:ECNA114_1959
ko:K10539	ena:ECNA114_1960
ko:K10537	ena:ECNA114_1961
ko:K02255	ena:ECNA114_1962
ko:K02217	ena:ECNA114_1968
ko:K03834	ena:ECNA114_1970
ko:K07039	ena:ECNA114_1971
ko:K03565	ena:ECNA114_2729
ko:K02781	ena:ECNA114_2736
ko:K02468	ena:ECNA114_2739
ko:K02467	ena:ECNA114_2740
ko:K12266	ena:ECNA114_2741
ko:K12264	ena:ECNA114_2742
ko:K12265	ena:ECNA114_2743
ko:K04656	ena:ECNA114_2744
ko:K05796	ena:ECNA114_2745
ko:K08315	ena:ECNA114_2751
ko:K15834	ena:ECNA114_2752
ko:K15832	ena:ECNA114_2753
ko:K15831	ena:ECNA114_2754
ko:K15830	ena:ECNA114_2755
ko:K15829	ena:ECNA114_2756
ko:K15828	ena:ECNA114_2757
ko:K15827	ena:ECNA114_2758
ko:K15833	ena:ECNA114_2759
ko:K04651	ena:ECNA114_2760
ko:K04653	ena:ECNA114_2762
ko:K04654	ena:ECNA114_2763
ko:K09913	ena:ECNA114_0367
ko:K03554	ena:ECNA114_0370
ko:K00847	ena:ECNA114_0371
ko:K03547	ena:ECNA114_0374
ko:K07636	ena:ECNA114_0377
ko:K03311	ena:ECNA114_0378
ko:K11736	ena:ECNA114_0379
ko:K08682	ena:ECNA114_0381
ko:K07568	ena:ECNA114_0382
ko:K00773	ena:ECNA114_0383
ko:K03210	ena:ECNA114_0384
ko:K03072	ena:ECNA114_0385
ko:K03074	ena:ECNA114_0386
ko:K05517	ena:ECNA114_0388
ko:K07738	ena:ECNA114_0390
ko:K11752	ena:ECNA114_0391
ko:K00794	ena:ECNA114_0392
ko:K03625	ena:ECNA114_0393
ko:K00946	ena:ECNA114_0394
ko:K01095	ena:ECNA114_0395
ko:K01662	ena:ECNA114_0397
ko:K00795	ena:ECNA114_0398
ko:K03602	ena:ECNA114_0399
ko:K03151	ena:ECNA114_0400
ko:K03152	ena:ECNA114_0401
ko:K00077	ena:ECNA114_0402
ko:K09767	ena:ECNA114_0403
ko:K01756	ena:ECNA114_1189
ko:K07153	ena:ECNA114_1190
ko:K00566	ena:ECNA114_1191
ko:K12152	ena:ECNA114_1192
ko:K06181	ena:ECNA114_1193
ko:K00031	ena:ECNA114_1194
ko:K02421	ena:ECNA114_2029
ko:K07781	ena:ECNA114_2030
ko:K07026	ena:ECNA114_2033
ko:K09933	ena:ECNA114_2038
ko:K05373	ena:ECNA114_2041
ko:K04786	ena:ECNA114_2046
ko:K04786	ena:ECNA114_20461
ko:K04785	ena:ECNA114_2047
ko:K05374	ena:ECNA114_2048
ko:K15721	ena:ECNA114_2050
ko:K13735	ena:ECNA114_2053
ko:K01241	ena:ECNA114_2056
ko:K13635	ena:ECNA114_2059
ko:K00768	ena:ECNA114_2062
ko:K02233	ena:ECNA114_2063
ko:K02231	ena:ECNA114_2064
ko:K09936	ena:ECNA114_2075
ko:K15723	ena:ECNA114_2831
ko:K06879	ena:ECNA114_2832
ko:K06966	ena:ECNA114_2833
ko:K03837	ena:ECNA114_2835
ko:K01752	ena:ECNA114_2836
ko:K01146	ena:ECNA114_2837
ko:K00048	ena:ECNA114_2838
ko:K01628	ena:ECNA114_2839
ko:K02429	ena:ECNA114_2841
ko:K01818	ena:ECNA114_2842
ko:K02431	ena:ECNA114_2844
ko:K02430	ena:ECNA114_2845
ko:K06968	ena:ECNA114_2846
ko:K01766	ena:ECNA114_2850
ko:K02426	ena:ECNA114_2851
ko:K08304	ena:ECNA114_2853
ko:K11901	ena:ECNA114_2854
ko:K11900	ena:ECNA114_2855
ko:K11893	ena:ECNA114_2856
ko:K11892	ena:ECNA114_28561
ko:K11903	ena:ECNA114_2858
ko:K11907	ena:ECNA114_2860
ko:K11891	ena:ECNA114_2867
ko:K11910	ena:ECNA114_2868
ko:K11896	ena:ECNA114_2870
ko:K11895	ena:ECNA114_28701
ko:K11906	ena:ECNA114_2871
ko:K11905	ena:ECNA114_2872
ko:K11911	ena:ECNA114_2873
ko:K01448	ena:ECNA114_2875
ko:K14682	ena:ECNA114_2876
ko:K03581	ena:ECNA114_2877
ko:K03582	ena:ECNA114_2878
ko:K01407	ena:ECNA114_2879
ko:K03583	ena:ECNA114_2880
ko:K02681	ena:ECNA114_2881
ko:K00675	ena:ECNA114_3639
ko:K02575	ena:ECNA114_3645
ko:K08349	ena:ECNA114_3648
ko:K02972	ena:ECNA114_3655
ko:K13243	ena:ECNA114_3660
ko:K00428	ena:ECNA114_3665
ko:K01194	ena:ECNA114_3666
ko:K07058	ena:ECNA114_3669
ko:K07290	ena:ECNA114_3671
ko:K00874	ena:ECNA114_3674
ko:K11103	ena:ECNA114_3676
ko:K00694	ena:ECNA114_3682
ko:K08191	ena:ECNA114_4422
ko:K07269	ena:ECNA114_4429
ko:K03773	ena:ECNA114_4430
ko:K11737	ena:ECNA114_4431
ko:K07322	ena:ECNA114_4432
ko:K07109	ena:ECNA114_4438
ko:K07278	ena:ECNA114_4443
ko:K09800	ena:ECNA114_4444
ko:K02057	ena:ECNA114_4451
ko:K02057	ena:ECNA114_4452
ko:K03841	ena:ECNA114_4453
ko:K02558	ena:ECNA114_4455
ko:K09889	ena:ECNA114_4456
ko:K03592	ena:ECNA114_4457
ko:K15536	ena:ECNA114_4458
ko:K02818	ena:ECNA114_4463
ko:K02819	ena:ECNA114_4463
ko:K03485	ena:ECNA114_4464
ko:K01531	ena:ECNA114_4465
ko:K00610	ena:ECNA114_4467
ko:K09946	ena:ECNA114_2177
ko:K08303	ena:ECNA114_2178
ko:K02836	ena:ECNA114_2932
ko:K07462	ena:ECNA114_2934
ko:K03981	ena:ECNA114_2935
ko:K03840	ena:ECNA114_2937
ko:K09159	ena:ECNA114_2939
ko:K06980	ena:ECNA114_2941
ko:K11068	ena:ECNA114_2942
ko:K09900	ena:ECNA114_2943
ko:K01223	ena:ECNA114_2944
ko:K00281	ena:ECNA114_2945
ko:K02437	ena:ECNA114_2946
ko:K00605	ena:ECNA114_2947
ko:K03185	ena:ECNA114_2950
ko:K09895	ena:ECNA114_2952
ko:K09888	ena:ECNA114_2953
ko:K01807	ena:ECNA114_2956
ko:K05596	ena:ECNA114_2959
ko:K09807	ena:ECNA114_2962
ko:K06895	ena:ECNA114_2963
ko:K01624	ena:ECNA114_2965
ko:K00927	ena:ECNA114_2966
ko:K03472	ena:ECNA114_2967
ko:K00615	ena:ECNA114_2980
ko:K07387	ena:ECNA114_2981
ko:K09955	ena:ECNA114_3739
ko:K00138	ena:ECNA114_3740
ko:K13954	ena:ECNA114_3742
ko:K03833	ena:ECNA114_3743
ko:K01042	ena:ECNA114_3744
ko:K00009	ena:ECNA114_3750
ko:K02562	ena:ECNA114_3751
ko:K14762	ena:ECNA114_3753
ko:K00427	ena:ECNA114_3756
ko:K14348	ena:ECNA114_3757
ko:K03216	ena:ECNA114_3759
ko:K00640	ena:ECNA114_3760
ko:K00057	ena:ECNA114_3761
ko:K03071	ena:ECNA114_3762
ko:K15633	ena:ECNA114_3766
ko:K09798	ena:ECNA114_3768
ko:K00060	ena:ECNA114_3770
ko:K03274	ena:ECNA114_3772
ko:K02841	ena:ECNA114_3774
ko:K02848	ena:ECNA114_3775
ko:K02844	ena:ECNA114_3776
ko:K02527	ena:ECNA114_3778
ko:K00954	ena:ECNA114_3779
ko:K02913	ena:ECNA114_3781
ko:K02902	ena:ECNA114_3782
ko:K03630	ena:ECNA114_3783
ko:K02168	ena:ECNA114_4526
ko:K12687	ena:ECNA114_4551
ko:K07345	ena:ECNA114_4559
ko:K07351	ena:ECNA114_4560
ko:K07347	ena:ECNA114_4562
ko:K07348	ena:ECNA114_4563
ko:K07349	ena:ECNA114_4564
ko:K07350	ena:ECNA114_4565
ko:K01686	ena:ECNA114_4567
ko:K01305	ena:ECNA114_4574
ko:K00134	ena:ECNA114_1825
ko:K01792	ena:ECNA114_1826
ko:K07180	ena:ECNA114_1829
ko:K09786	ena:ECNA114_1830
ko:K03449	ena:ECNA114_1837
ko:K09712	ena:ECNA114_1839
ko:K13069	ena:ECNA114_1840
ko:K11250	ena:ECNA114_1847
ko:K03684	ena:ECNA114_1850
ko:K07285	ena:ECNA114_1852
ko:K01665	ena:ECNA114_1857
ko:K01752	ena:ECNA114_1859
ko:K00563	ena:ECNA114_1867
ko:K03704	ena:ECNA114_1868
ko:K01952	ena:ECNA114_2630
ko:K11991	ena:ECNA114_2632
ko:K00997	ena:ECNA114_2636
ko:K03474	ena:ECNA114_2637
ko:K03584	ena:ECNA114_2638
ko:K03685	ena:ECNA114_2640
ko:K03100	ena:ECNA114_2641
ko:K03596	ena:ECNA114_2642
ko:K03598	ena:ECNA114_2644
ko:K03597	ena:ECNA114_2645
ko:K03088	ena:ECNA114_2646
ko:K00278	ena:ECNA114_2647
ko:K05590	ena:ECNA114_2649
ko:K11249	ena:ECNA114_2651
ko:K03648	ena:ECNA114_2653
ko:K03214	ena:ECNA114_2654
ko:K03672	ena:ECNA114_2655
ko:K00998	ena:ECNA114_2658
ko:K05811	ena:ECNA114_2659
ko:K03695	ena:ECNA114_2662
ko:K05810	ena:ECNA114_2663
ko:K06180	ena:ECNA114_2664
ko:K05807	ena:ECNA114_2665
ko:K05809	ena:ECNA114_2666
ko:K14170	ena:ECNA114_2667
ko:K14187	ena:ECNA114_2668
ko:K01626	ena:ECNA114_2669
ko:K02884	ena:ECNA114_2674
ko:K00554	ena:ECNA114_2675
ko:K02860	ena:ECNA114_2676
ko:K02959	ena:ECNA114_2677
ko:K02863	ena:ECNA114_3437
ko:K02867	ena:ECNA114_3438
ko:K02601	ena:ECNA114_3439
ko:K03073	ena:ECNA114_3440
ko:K02358	ena:ECNA114_3441
ko:K02355	ena:ECNA114_3442
ko:K02992	ena:ECNA114_3443
ko:K02950	ena:ECNA114_3444
ko:K07237	ena:ECNA114_3445
ko:K07236	ena:ECNA114_3446
ko:K07235	ena:ECNA114_3447
ko:K03745	ena:ECNA114_3450
ko:K03775	ena:ECNA114_3451
ko:K07070	ena:ECNA114_3452
ko:K06158	ena:ECNA114_3455
ko:K00855	ena:ECNA114_3458
ko:K07397	ena:ECNA114_3459
ko:K04095	ena:ECNA114_3464
ko:K06141	ena:ECNA114_3466
ko:K00362	ena:ECNA114_3467
ko:K00363	ena:ECNA114_3468
ko:K02598	ena:ECNA114_3469
ko:K02302	ena:ECNA114_3470
ko:K03788	ena:ECNA114_4227
ko:K03701	ena:ECNA114_4230
ko:K13631	ena:ECNA114_4234
ko:K13639	ena:ECNA114_4235
ko:K06901	ena:ECNA114_4237
ko:K14393	ena:ECNA114_4243
ko:K01895	ena:ECNA114_4245
ko:K03385	ena:ECNA114_4246
ko:K04013	ena:ECNA114_4247
ko:K04016	ena:ECNA114_4250
ko:K11102	ena:ECNA114_4253
ko:K02034	ena:ECNA114_4257
ko:K15550	ena:ECNA114_4262
ko:K15547	ena:ECNA114_4263
ko:K15549	ena:ECNA114_4264
ko:K00881	ena:ECNA114_4267
ko:K10549	ena:ECNA114_4271
ko:K01808	ena:ECNA114_4273
ko:K15836	ena:ECNA114_2765
ko:K03555	ena:ECNA114_2769
ko:K07314	ena:ECNA114_2770
ko:K06194	ena:ECNA114_2780
ko:K02439	ena:ECNA114_3532
ko:K00111	ena:ECNA114_3533
ko:K02040	ena:ECNA114_3537
ko:K00688	ena:ECNA114_3538
ko:K00703	ena:ECNA114_3539
ko:K00975	ena:ECNA114_3540
ko:K00133	ena:ECNA114_3543
ko:K03654	ena:ECNA114_3546
ko:K06156	ena:ECNA114_3547
ko:K06145	ena:ECNA114_3549
ko:K06911	ena:ECNA114_3550
ko:K01126	ena:ECNA114_3555
ko:K05813	ena:ECNA114_3559
ko:K01996	ena:ECNA114_3560
ko:K01995	ena:ECNA114_3561
ko:K01998	ena:ECNA114_3562
ko:K01997	ena:ECNA114_3563
ko:K01999	ena:ECNA114_3564
ko:K01999	ena:ECNA114_3569
ko:K03089	ena:ECNA114_3570
ko:K09811	ena:ECNA114_3571
ko:K09812	ena:ECNA114_3572
ko:K03110	ena:ECNA114_3573
ko:K08993	ena:ECNA114_3575
ko:K01534	ena:ECNA114_3578
ko:K09125	ena:ECNA114_3580
ko:K02773	ena:ECNA114_4333
ko:K02774	ena:ECNA114_4336
ko:K09982	ena:ECNA114_4341
ko:K01754	ena:ECNA114_4342
ko:K03838	ena:ECNA114_4343
ko:K00656	ena:ECNA114_4345
ko:K01752	ena:ECNA114_4347
ko:K04084	ena:ECNA114_4354
ko:K03926	ena:ECNA114_4355
ko:K07791	ena:ECNA114_4356
ko:K01744	ena:ECNA114_4357
ko:K07113	ena:ECNA114_4358
ko:K04078	ena:ECNA114_4360
ko:K04077	ena:ECNA114_4361
ko:K02356	ena:ECNA114_4365
ko:K03098	ena:ECNA114_4369
ko:K00246	ena:ECNA114_4372
ko:K01175	ena:ECNA114_0625
ko:K09862	ena:ECNA114_0093
ko:K00859	ena:ECNA114_0095
ko:K00364	ena:ECNA114_0096
ko:K02505	ena:ECNA114_0097
ko:K02504	ena:ECNA114_0098
ko:K02682	ena:ECNA114_0099
ko:K00767	ena:ECNA114_0100
ko:K03806	ena:ECNA114_0101
ko:K03807	ena:ECNA114_0102
ko:K11734	ena:ECNA114_0103
ko:K00163	ena:ECNA114_0106
ko:K00627	ena:ECNA114_0107
ko:K00382	ena:ECNA114_0108
ko:K01682	ena:ECNA114_0110
ko:K09910	ena:ECNA114_0111
ko:K01611	ena:ECNA114_0112
ko:K00797	ena:ECNA114_0113
ko:K14588	ena:ECNA114_0115
ko:K00117	ena:ECNA114_0116
ko:K00760	ena:ECNA114_0117
ko:K01673	ena:ECNA114_0118
ko:K01579	ena:ECNA114_0123
ko:K01918	ena:ECNA114_0126
ko:K00606	ena:ECNA114_0127
ko:K00950	ena:ECNA114_0131
ko:K01894	ena:ECNA114_0133
