ko:K02495	sfn:SFy_5623
ko:K03750	sfn:SFy_1056
ko:K13051	sfn:SFy_1057
ko:K13892	sfn:SFy_1058
ko:K13889	sfn:SFy_1059
ko:K13890	sfn:SFy_1060
ko:K13891	sfn:SFy_1061
ko:K14441	sfn:SFy_1065
ko:K07258	sfn:SFy_1070
ko:K07258	sfn:SFy_1073
ko:K11534	sfn:SFy_1074
ko:K08160	sfn:SFy_1077
ko:K07085	sfn:SFy_1084
ko:K05844	sfn:SFy_1090
ko:K11073	sfn:SFy_1093
ko:K11076	sfn:SFy_1094
ko:K11075	sfn:SFy_1095
ko:K11074	sfn:SFy_1096
ko:K03212	sfn:SFy_1098
ko:K09996	sfn:SFy_1100
ko:K00598	sfn:SFy_2261
ko:K11530	sfn:SFy_2262
ko:K08321	sfn:SFy_2263
ko:K11216	sfn:SFy_2267
ko:K11531	sfn:SFy_2268
ko:K10558	sfn:SFy_2269
ko:K10556	sfn:SFy_2270
ko:K10557	sfn:SFy_2271
ko:K10555	sfn:SFy_2272
ko:K10555	sfn:SFy_2273
ko:K08323	sfn:SFy_2280
ko:K09771	sfn:SFy_2281
ko:K00657	sfn:SFy_2285
ko:K07309	sfn:SFy_2291
ko:K07309	sfn:SFy_2300
ko:K07310	sfn:SFy_2302
ko:K07311	sfn:SFy_2304
ko:K07312	sfn:SFy_2306
ko:K03281	sfn:SFy_2308
ko:K01935	sfn:SFy_2309
ko:K15545	sfn:SFy_2310
ko:K08224	sfn:SFy_2314
ko:K08224	sfn:SFy_2315
ko:K04775	sfn:SFy_2318
ko:K11742	sfn:SFy_2319
ko:K11743	sfn:SFy_2320
ko:K11744	sfn:SFy_2322
ko:K00325	sfn:SFy_2323
ko:K00324	sfn:SFy_2324
ko:K03758	sfn:SFy_2326
ko:K13938	sfn:SFy_2328
ko:K07661	sfn:SFy_2331
ko:K01577	sfn:SFy_3462
ko:K12974	sfn:SFy_3466
ko:K14261	sfn:SFy_3468
ko:K02478	sfn:SFy_3472
ko:K02477	sfn:SFy_3473
ko:K08483	sfn:SFy_3476
ko:K11189	sfn:SFy_3476
ko:K11201	sfn:SFy_3476
ko:K08326	sfn:SFy_3478
ko:K08326	sfn:SFy_3479
ko:K11203	sfn:SFy_3480
ko:K11202	sfn:SFy_3481
ko:K00845	sfn:SFy_3482
ko:K03322	sfn:SFy_3488
ko:K11535	sfn:SFy_3489
ko:K01885	sfn:SFy_3496
ko:K14347	sfn:SFy_3500
ko:K09954	sfn:SFy_3501
ko:K01972	sfn:SFy_3502
ko:K03528	sfn:SFy_3504
ko:K06203	sfn:SFy_3505
ko:K01738	sfn:SFy_3507
ko:K02784	sfn:SFy_3508
ko:K08483	sfn:SFy_3510
ko:K00868	sfn:SFy_3512
ko:K12339	sfn:SFy_3517
ko:K02045	sfn:SFy_3519
ko:K02047	sfn:SFy_3520
ko:K02046	sfn:SFy_3521
ko:K02048	sfn:SFy_3522
ko:K15835	sfn:SFy_3525
ko:K07106	sfn:SFy_3526
ko:K11191	sfn:SFy_3527
ko:K11192	sfn:SFy_3527
ko:K07223	sfn:SFy_3530
ko:K03747	sfn:SFy_4731
ko:K04096	sfn:SFy_4732
ko:K01462	sfn:SFy_4733
ko:K00604	sfn:SFy_4734
ko:K03500	sfn:SFy_4735
ko:K03499	sfn:SFy_4737
ko:K02879	sfn:SFy_4741
ko:K03040	sfn:SFy_4742
ko:K02986	sfn:SFy_4743
ko:K02948	sfn:SFy_4744
ko:K02952	sfn:SFy_4745
ko:K03076	sfn:SFy_4747
ko:K02876	sfn:SFy_4748
ko:K02907	sfn:SFy_4749
ko:K02988	sfn:SFy_4750
ko:K02881	sfn:SFy_4751
ko:K02933	sfn:SFy_4753
ko:K02994	sfn:SFy_4754
ko:K02954	sfn:SFy_4755
ko:K02931	sfn:SFy_4756
ko:K02895	sfn:SFy_4757
ko:K02874	sfn:SFy_4758
ko:K02961	sfn:SFy_4759
ko:K02904	sfn:SFy_4761
ko:K02878	sfn:SFy_4762
ko:K02982	sfn:SFy_4763
ko:K02890	sfn:SFy_4764
ko:K02965	sfn:SFy_4765
ko:K02886	sfn:SFy_4766
ko:K02892	sfn:SFy_4768
ko:K02926	sfn:SFy_4769
ko:K02906	sfn:SFy_4771
ko:K02946	sfn:SFy_4772
ko:K02506	sfn:SFy_4773
ko:K03594	sfn:SFy_4774
ko:K02192	sfn:SFy_4775
ko:K07300	sfn:SFy_1763
ko:K07232	sfn:SFy_1765
ko:K06039	sfn:SFy_1766
ko:K07684	sfn:SFy_1768
ko:K07673	sfn:SFy_1769
ko:K02575	sfn:SFy_1770
ko:K00370	sfn:SFy_1773
ko:K00371	sfn:SFy_1774
ko:K00373	sfn:SFy_1775
ko:K00374	sfn:SFy_1776
ko:K01433	sfn:SFy_1777
ko:K09858	sfn:SFy_1778
ko:K07001	sfn:SFy_1779
ko:K00963	sfn:SFy_1781
ko:K04072	sfn:SFy_1786
ko:K15580	sfn:SFy_1792
ko:K15581	sfn:SFy_1793
ko:K15582	sfn:SFy_1794
ko:K15583	sfn:SFy_1795
ko:K10823	sfn:SFy_1797
ko:K01241	sfn:SFy_2929
ko:K13635	sfn:SFy_2936
ko:K00768	sfn:SFy_2940
ko:K02233	sfn:SFy_2941
ko:K02231	sfn:SFy_2942
ko:K09802	sfn:SFy_2950
ko:K01141	sfn:SFy_2955
ko:K07112	sfn:SFy_2957
ko:K00765	sfn:SFy_2966
ko:K00013	sfn:SFy_2967
ko:K00817	sfn:SFy_2968
ko:K01089	sfn:SFy_2969
ko:K02501	sfn:SFy_2970
ko:K01814	sfn:SFy_2971
ko:K02500	sfn:SFy_2972
ko:K11755	sfn:SFy_2973
ko:K05789	sfn:SFy_2974
ko:K00012	sfn:SFy_2976
ko:K00012	sfn:SFy_2977
ko:K00033	sfn:SFy_2978
ko:K12990	sfn:SFy_2983
ko:K01790	sfn:SFy_2985
ko:K00973	sfn:SFy_2986
ko:K00067	sfn:SFy_2988
ko:K00963	sfn:SFy_2990
ko:K16703	sfn:SFy_2992
ko:K16710	sfn:SFy_2993
ko:K16695	sfn:SFy_2994
ko:K00615	sfn:SFy_4165
ko:K07387	sfn:SFy_4166
ko:K01480	sfn:SFy_4168
ko:K01585	sfn:SFy_4173
ko:K00789	sfn:SFy_4177
ko:K08137	sfn:SFy_4178
ko:K02742	sfn:SFy_4179
ko:K01150	sfn:SFy_4180
ko:K09761	sfn:SFy_4181
ko:K01920	sfn:SFy_4182
ko:K07735	sfn:SFy_4184
ko:K07447	sfn:SFy_4185
ko:K02669	sfn:SFy_4186
ko:K06997	sfn:SFy_4187
ko:K02221	sfn:SFy_4188
ko:K09131	sfn:SFy_4189
ko:K02428	sfn:SFy_4190
ko:K01424	sfn:SFy_4204
ko:K09923	sfn:SFy_4207
ko:K03439	sfn:SFy_4208
ko:K03575	sfn:SFy_4210
ko:K08306	sfn:SFy_4213
ko:K03289	sfn:SFy_4216
ko:K01581	sfn:SFy_4217
ko:K07150	sfn:SFy_4218
ko:K03924	sfn:SFy_5460
ko:K03549	sfn:SFy_5462
ko:K06726	sfn:SFy_5463
ko:K10441	sfn:SFy_5465
ko:K10441	sfn:SFy_5470
ko:K10441	sfn:SFy_5471
ko:K10440	sfn:SFy_5472
ko:K10439	sfn:SFy_5474
ko:K10439	sfn:SFy_5476
ko:K00852	sfn:SFy_5477
ko:K02529	sfn:SFy_5478
ko:K09897	sfn:SFy_5486
ko:K01652	sfn:SFy_5493
ko:K11258	sfn:SFy_5494
ko:K00826	sfn:SFy_5495
ko:K01687	sfn:SFy_5496
ko:K01754	sfn:SFy_5497
ko:K02521	sfn:SFy_5498
ko:K00053	sfn:SFy_5500
ko:K03769	sfn:SFy_5502
ko:K03656	sfn:SFy_5504
ko:K01524	sfn:SFy_5505
ko:K03732	sfn:SFy_5506
ko:K03671	sfn:SFy_5507
ko:K03628	sfn:SFy_5508
ko:K02851	sfn:SFy_5510
ko:K05790	sfn:SFy_5511
ko:K01791	sfn:SFy_5512
ko:K02472	sfn:SFy_5513
ko:K00973	sfn:SFy_5516
ko:K16704	sfn:SFy_5517
ko:K02805	sfn:SFy_5518
ko:K16693	sfn:SFy_5519
ko:K12582	sfn:SFy_5521
ko:K02853	sfn:SFy_5522
ko:K02852	sfn:SFy_5523
ko:K06871	sfn:SFy_5526
ko:K02358	sfn:SFy_4776
ko:K02355	sfn:SFy_4778
ko:K02992	sfn:SFy_4780
ko:K02950	sfn:SFy_4781
ko:K07237	sfn:SFy_4782
ko:K07236	sfn:SFy_4783
ko:K07235	sfn:SFy_4784
ko:K03772	sfn:SFy_4787
ko:K03745	sfn:SFy_4788
ko:K03775	sfn:SFy_4790
ko:K07070	sfn:SFy_4791
ko:K11747	sfn:SFy_4792
ko:K06158	sfn:SFy_4794
ko:K07019	sfn:SFy_4795
ko:K09898	sfn:SFy_4796
ko:K00855	sfn:SFy_4797
ko:K07397	sfn:SFy_4798
ko:K13637	sfn:SFy_6026
ko:K00040	sfn:SFy_6027
ko:K01686	sfn:SFy_6029
ko:K16321	sfn:SFy_6030
ko:K07350	sfn:SFy_6031
ko:K07349	sfn:SFy_6033
ko:K07348	sfn:SFy_6035
ko:K07347	sfn:SFy_6036
ko:K07347	sfn:SFy_6040
ko:K07346	sfn:SFy_6041
ko:K07351	sfn:SFy_6043
ko:K07345	sfn:SFy_6044
ko:K07358	sfn:SFy_6046
ko:K07357	sfn:SFy_6047
ko:K17948	sfn:SFy_6049
ko:K11534	sfn:SFy_6054
ko:K01653	sfn:SFy_6055
ko:K12957	sfn:SFy_6065
ko:K06915	sfn:SFy_6066
ko:K11720	sfn:SFy_6068
ko:K07091	sfn:SFy_6070
ko:K01255	sfn:SFy_6071
ko:K02339	sfn:SFy_6072
ko:K01873	sfn:SFy_6074
ko:K03828	sfn:SFy_6077
ko:K09893	sfn:SFy_6078
ko:K00611	sfn:SFy_6079
ko:K00609	sfn:SFy_6089
ko:K00610	sfn:SFy_6091
ko:K09022	sfn:SFy_6092
ko:K01531	sfn:SFy_6094
ko:K03485	sfn:SFy_6095
ko:K02818	sfn:SFy_6096
ko:K02819	sfn:SFy_6096
ko:K01226	sfn:SFy_6097
ko:K01077	sfn:SFy_0312
ko:K01921	sfn:SFy_0314
ko:K17938	sfn:SFy_0319
ko:K01698	sfn:SFy_0338
ko:K03119	sfn:SFy_0340
ko:K15552	sfn:SFy_0341
ko:K10831	sfn:SFy_0342
ko:K15551	sfn:SFy_0343
ko:K00782	sfn:SFy_0349
ko:K11904	sfn:SFy_0358
ko:K06445	sfn:SFy_0368
ko:K03271	sfn:SFy_0369
ko:K07491	sfn:SFy_0374
ko:K02400	sfn:SFy_0375
ko:K02557	sfn:SFy_0376
ko:K02346	sfn:SFy_0377
ko:K03830	sfn:SFy_0381
ko:K02839	sfn:SFy_0384
ko:K01270	sfn:SFy_0385
ko:K00769	sfn:SFy_0386
ko:K07040	sfn:SFy_1577
ko:K02911	sfn:SFy_1578
ko:K03621	sfn:SFy_1579
ko:K00648	sfn:SFy_1581
ko:K00645	sfn:SFy_1582
ko:K00059	sfn:SFy_1583
ko:K02078	sfn:SFy_1584
ko:K09458	sfn:SFy_1585
ko:K02619	sfn:SFy_1586
ko:K07082	sfn:SFy_1587
ko:K00943	sfn:SFy_1588
ko:K02341	sfn:SFy_1589
ko:K03424	sfn:SFy_1590
ko:K02778	sfn:SFy_1592
ko:K02779	sfn:SFy_1592
ko:K16088	sfn:SFy_1593
ko:K16088	sfn:SFy_1595
ko:K02503	sfn:SFy_1597
ko:K07337	sfn:SFy_1599
ko:K07251	sfn:SFy_1600
ko:K01207	sfn:SFy_1601
ko:K07000	sfn:SFy_1602
ko:K03885	sfn:SFy_1603
ko:K12151	sfn:SFy_1606
ko:K03723	sfn:SFy_1609
ko:K09808	sfn:SFy_1611
ko:K09810	sfn:SFy_1612
ko:K09808	sfn:SFy_1613
ko:K00884	sfn:SFy_1614
ko:K12410	sfn:SFy_1615
ko:K11069	sfn:SFy_1616
ko:K11070	sfn:SFy_1617
ko:K11071	sfn:SFy_1618
ko:K11072	sfn:SFy_1619
ko:K01258	sfn:SFy_1620
ko:K02217	sfn:SFy_2790
ko:K03834	sfn:SFy_2793
ko:K07039	sfn:SFy_2794
ko:K00995	sfn:SFy_2797
ko:K03703	sfn:SFy_2798
ko:K07689	sfn:SFy_2799
ko:K07782	sfn:SFy_2803
ko:K10010	sfn:SFy_2804
ko:K10009	sfn:SFy_2805
ko:K02424	sfn:SFy_2807
ko:K02425	sfn:SFy_2808
ko:K02405	sfn:SFy_2809
ko:K02405	sfn:SFy_2810
ko:K02406	sfn:SFy_2811
ko:K02407	sfn:SFy_2812
ko:K02422	sfn:SFy_2813
ko:K02423	sfn:SFy_2814
ko:K01176	sfn:SFy_2816
ko:K07112	sfn:SFy_2820
ko:K07491	sfn:SFy_2826
ko:K16076	sfn:SFy_2827
ko:K02408	sfn:SFy_2831
ko:K02409	sfn:SFy_2833
ko:K02409	sfn:SFy_2834
ko:K02410	sfn:SFy_2837
ko:K02411	sfn:SFy_2840
ko:K02412	sfn:SFy_2841
ko:K02413	sfn:SFy_2842
ko:K02414	sfn:SFy_2845
ko:K02415	sfn:SFy_2846
ko:K02416	sfn:SFy_2848
ko:K02417	sfn:SFy_2849
ko:K02418	sfn:SFy_2850
ko:K02419	sfn:SFy_2851
ko:K02420	sfn:SFy_2852
ko:K02421	sfn:SFy_2853
ko:K07781	sfn:SFy_2854
ko:K07026	sfn:SFy_2860
ko:K07026	sfn:SFy_2861
ko:K06966	sfn:SFy_3995
ko:K03837	sfn:SFy_3997
ko:K01752	sfn:SFy_3999
ko:K01146	sfn:SFy_4000
ko:K00048	sfn:SFy_4001
ko:K01628	sfn:SFy_4002
ko:K02429	sfn:SFy_4005
ko:K01818	sfn:SFy_4007
ko:K00879	sfn:SFy_4008
ko:K00879	sfn:SFy_4010
ko:K00879	sfn:SFy_4011
ko:K02431	sfn:SFy_4012
ko:K02430	sfn:SFy_4015
ko:K06968	sfn:SFy_4016
ko:K03566	sfn:SFy_4020
ko:K01766	sfn:SFy_4023
ko:K02426	sfn:SFy_4025
ko:K08304	sfn:SFy_4029
ko:K01448	sfn:SFy_4032
ko:K14682	sfn:SFy_4033
ko:K03581	sfn:SFy_4034
ko:K03582	sfn:SFy_4035
ko:K01407	sfn:SFy_4036
ko:K03583	sfn:SFy_4038
ko:K02681	sfn:SFy_4039
ko:K02680	sfn:SFy_4041
ko:K02679	sfn:SFy_4042
ko:K02679	sfn:SFy_4043
ko:K13292	sfn:SFy_4045
ko:K08484	sfn:SFy_4046
ko:K08311	sfn:SFy_4047
ko:K03573	sfn:SFy_4048
ko:K08227	sfn:SFy_4052
ko:K05939	sfn:SFy_4054
ko:K02529	sfn:SFy_4056
ko:K01586	sfn:SFy_4057
ko:K02100	sfn:SFy_4061
ko:K00065	sfn:SFy_4062
ko:K01815	sfn:SFy_4063
ko:K00626	sfn:SFy_4064
ko:K03897	sfn:SFy_5297
ko:K02014	sfn:SFy_5299
ko:K07347	sfn:SFy_5308
ko:K02040	sfn:SFy_5314
ko:K02037	sfn:SFy_5316
ko:K02038	sfn:SFy_5318
ko:K02036	sfn:SFy_5320
ko:K02039	sfn:SFy_5322
ko:K03488	sfn:SFy_5325
ko:K02755	sfn:SFy_5327
ko:K02756	sfn:SFy_5327
ko:K02757	sfn:SFy_5327
ko:K01223	sfn:SFy_5328
ko:K01223	sfn:SFy_5330
ko:K06901	sfn:SFy_5337
ko:K08163	sfn:SFy_5346
ko:K03836	sfn:SFy_5347
ko:K01667	sfn:SFy_5348
ko:K03650	sfn:SFy_5352
ko:K03217	sfn:SFy_5355
ko:K03536	sfn:SFy_5357
ko:K02914	sfn:SFy_5358
ko:K02313	sfn:SFy_5359
ko:K02338	sfn:SFy_5360
ko:K03629	sfn:SFy_5361
ko:K02470	sfn:SFy_5363
ko:K00883	sfn:SFy_5369
ko:K01631	sfn:SFy_5372
ko:K01684	sfn:SFy_5373
ko:K01684	sfn:SFy_5374
ko:K00797	sfn:SFy_0154
ko:K14588	sfn:SFy_0156
ko:K00117	sfn:SFy_0158
ko:K00760	sfn:SFy_0159
ko:K01673	sfn:SFy_0161
ko:K01990	sfn:SFy_0162
ko:K01992	sfn:SFy_0163
ko:K01579	sfn:SFy_0167
ko:K01918	sfn:SFy_0170
ko:K00606	sfn:SFy_0171
ko:K00950	sfn:SFy_0175
ko:K00970	sfn:SFy_0176
ko:K01894	sfn:SFy_0177
ko:K06204	sfn:SFy_0178
ko:K06206	sfn:SFy_0179
ko:K01975	sfn:SFy_0180
ko:K03579	sfn:SFy_0181
ko:K05365	sfn:SFy_0184
ko:K02014	sfn:SFy_0187
ko:K02013	sfn:SFy_0188
ko:K02016	sfn:SFy_0189
ko:K02015	sfn:SFy_0192
ko:K01845	sfn:SFy_0194
ko:K03281	sfn:SFy_0195
ko:K15724	sfn:SFy_0196
ko:K06858	sfn:SFy_0199
ko:K01243	sfn:SFy_0200
ko:K01129	sfn:SFy_0201
ko:K02647	sfn:SFy_0205
ko:K02647	sfn:SFy_0206
ko:K00674	sfn:SFy_0210
ko:K00990	sfn:SFy_0212
ko:K01265	sfn:SFy_0213
ko:K02967	sfn:SFy_0214
ko:K02357	sfn:SFy_0216
ko:K09903	sfn:SFy_0219
ko:K02838	sfn:SFy_0220
ko:K00099	sfn:SFy_0221
ko:K00806	sfn:SFy_0222
ko:K00981	sfn:SFy_0224
ko:K11749	sfn:SFy_0225
ko:K07277	sfn:SFy_0226
ko:K06142	sfn:SFy_0227
ko:K02536	sfn:SFy_0229
ko:K02372	sfn:SFy_0230
ko:K00677	sfn:SFy_0231
ko:K16137	sfn:SFy_1417
ko:K02168	sfn:SFy_1424
ko:K09824	sfn:SFy_1428
ko:K12972	sfn:SFy_1483
ko:K12972	sfn:SFy_1484
ko:K04477	sfn:SFy_1485
ko:K06214	sfn:SFy_1489
ko:K04338	sfn:SFy_1491
ko:K04335	sfn:SFy_1493
ko:K04334	sfn:SFy_1494
ko:K04334	sfn:SFy_1497
ko:K04336	sfn:SFy_1498
ko:K07245	sfn:SFy_2650
ko:K07245	sfn:SFy_2652
ko:K07156	sfn:SFy_2654
ko:K10857	sfn:SFy_2657
ko:K01354	sfn:SFy_2658
ko:K09918	sfn:SFy_2664
ko:K09918	sfn:SFy_2665
ko:K08289	sfn:SFy_2666
ko:K01625	sfn:SFy_2667
ko:K01690	sfn:SFy_2668
ko:K00036	sfn:SFy_2669
ko:K00873	sfn:SFy_2672
ko:K02560	sfn:SFy_2673
ko:K09815	sfn:SFy_2676
ko:K09817	sfn:SFy_2677
ko:K09816	sfn:SFy_2678
ko:K03551	sfn:SFy_2679
ko:K03550	sfn:SFy_2680
ko:K01159	sfn:SFy_2683
ko:K08310	sfn:SFy_2686
ko:K01876	sfn:SFy_2688
ko:K02000	sfn:SFy_3839
ko:K02001	sfn:SFy_3840
ko:K02002	sfn:SFy_3841
ko:K15974	sfn:SFy_3849
ko:K03543	sfn:SFy_3851
ko:K03543	sfn:SFy_3853
ko:K03446	sfn:SFy_3855
ko:K07173	sfn:SFy_3856
ko:K01919	sfn:SFy_3858
ko:K03563	sfn:SFy_3864
ko:K01872	sfn:SFy_3865
ko:K03565	sfn:SFy_3867
ko:K03743	sfn:SFy_3870
ko:K08305	sfn:SFy_3871
ko:K02783	sfn:SFy_3873
ko:K02783	sfn:SFy_3875
ko:K02782	sfn:SFy_3876
ko:K02783	sfn:SFy_3876
ko:K02781	sfn:SFy_3878
ko:K00068	sfn:SFy_3879
ko:K02466	sfn:SFy_3881
ko:K02468	sfn:SFy_3882
ko:K02467	sfn:SFy_3883
ko:K12266	sfn:SFy_3884
ko:K12264	sfn:SFy_3886
ko:K12265	sfn:SFy_3887
ko:K04656	sfn:SFy_3888
ko:K05796	sfn:SFy_3889
ko:K03487	sfn:SFy_3893
ko:K15830	sfn:SFy_3895
ko:K15829	sfn:SFy_3896
ko:K15828	sfn:SFy_3897
ko:K15827	sfn:SFy_3899
ko:K15833	sfn:SFy_3900
ko:K04651	sfn:SFy_3901
ko:K04652	sfn:SFy_3903
ko:K04653	sfn:SFy_3904
ko:K04654	sfn:SFy_3906
ko:K04655	sfn:SFy_3907
ko:K15836	sfn:SFy_3908
ko:K03555	sfn:SFy_3915
ko:K07314	sfn:SFy_3917
ko:K07314	sfn:SFy_3918
ko:K01879	sfn:SFy_5133
ko:K01878	sfn:SFy_5135
ko:K00854	sfn:SFy_5140
ko:K01805	sfn:SFy_5141
ko:K01805	sfn:SFy_5143
ko:K10543	sfn:SFy_5144
ko:K10545	sfn:SFy_5145
ko:K10544	sfn:SFy_5147
ko:K02529	sfn:SFy_5149
ko:K02529	sfn:SFy_5150
ko:K03796	sfn:SFy_5151
ko:K01176	sfn:SFy_5152
ko:K00835	sfn:SFy_5153
ko:K08092	sfn:SFy_5156
ko:K00138	sfn:SFy_5169
ko:K13954	sfn:SFy_5170
ko:K03833	sfn:SFy_5171
ko:K01042	sfn:SFy_5172
ko:K02798	sfn:SFy_5176
ko:K02799	sfn:SFy_5176
ko:K02800	sfn:SFy_5176
ko:K03650	sfn:SFy_5179
ko:K02798	sfn:SFy_5180
ko:K02799	sfn:SFy_5180
ko:K02800	sfn:SFy_5180
ko:K00009	sfn:SFy_5181
ko:K02562	sfn:SFy_5182
ko:K14762	sfn:SFy_5184
ko:K00427	sfn:SFy_5194
ko:K14348	sfn:SFy_5195
ko:K00101	sfn:SFy_5197
ko:K03216	sfn:SFy_5198
ko:K00640	sfn:SFy_5199
ko:K00057	sfn:SFy_5200
ko:K03071	sfn:SFy_5201
ko:K15633	sfn:SFy_5207
ko:K06910	sfn:SFy_0981
ko:K00833	sfn:SFy_0982
ko:K01012	sfn:SFy_0983
ko:K00652	sfn:SFy_0984
ko:K02169	sfn:SFy_0986
ko:K01935	sfn:SFy_0987
ko:K03702	sfn:SFy_0988
ko:K03639	sfn:SFy_0991
ko:K03638	sfn:SFy_0992
ko:K03637	sfn:SFy_0994
ko:K03636	sfn:SFy_0995
ko:K03635	sfn:SFy_0997
ko:K06890	sfn:SFy_0999
ko:K06890	sfn:SFy_1000
ko:K07027	sfn:SFy_1001
ko:K01993	sfn:SFy_1011
ko:K11927	sfn:SFy_1014
ko:K13574	sfn:SFy_1020
ko:K16090	sfn:SFy_1024
ko:K16090	sfn:SFy_1026
ko:K08997	sfn:SFy_2181
ko:K01626	sfn:SFy_2184
ko:K09773	sfn:SFy_2185
ko:K12507	sfn:SFy_2189
ko:K00313	sfn:SFy_2191
ko:K08173	sfn:SFy_2226
ko:K16066	sfn:SFy_2233
ko:K01284	sfn:SFy_2234
ko:K15268	sfn:SFy_2240
ko:K13630	sfn:SFy_2241
ko:K13632	sfn:SFy_2242
ko:K03712	sfn:SFy_2243
ko:K05595	sfn:SFy_2244
ko:K08159	sfn:SFy_2245
ko:K08324	sfn:SFy_2249
ko:K01425	sfn:SFy_2250
ko:K00041	sfn:SFy_2254
ko:K10013	sfn:SFy_3391
ko:K03186	sfn:SFy_3393
ko:K00764	sfn:SFy_3395
ko:K03558	sfn:SFy_3396
ko:K03749	sfn:SFy_3397
ko:K11754	sfn:SFy_3398
ko:K01963	sfn:SFy_3399
ko:K03975	sfn:SFy_3401
ko:K06173	sfn:SFy_3402
ko:K03473	sfn:SFy_3405
ko:K00647	sfn:SFy_3408
ko:K15461	sfn:SFy_3409
ko:K09906	sfn:SFy_3411
ko:K07090	sfn:SFy_3412
ko:K07261	sfn:SFy_3413
ko:K01736	sfn:SFy_3415
ko:K07320	sfn:SFy_3416
ko:K08296	sfn:SFy_3432
ko:K01782	sfn:SFy_3435
ko:K06076	sfn:SFy_3438
ko:K04754	sfn:SFy_3440
ko:K01193	sfn:SFy_3448
ko:K01753	sfn:SFy_3452
ko:K07786	sfn:SFy_3455
ko:K07797	sfn:SFy_3457
ko:K07690	sfn:SFy_3458
ko:K07679	sfn:SFy_3459
ko:K07088	sfn:SFy_3461
ko:K03326	sfn:SFy_4660
ko:K03600	sfn:SFy_4661
ko:K03599	sfn:SFy_4662
ko:K02996	sfn:SFy_4664
ko:K02871	sfn:SFy_4667
ko:K06916	sfn:SFy_4668
ko:K09908	sfn:SFy_4669
ko:K04691	sfn:SFy_4673
ko:K00024	sfn:SFy_4674
ko:K03402	sfn:SFy_4675
ko:K03623	sfn:SFy_4677
ko:K03468	sfn:SFy_4679
ko:K15548	sfn:SFy_4680
ko:K03568	sfn:SFy_4686
ko:K08301	sfn:SFy_4688
ko:K06287	sfn:SFy_4689
ko:K03571	sfn:SFy_4690
ko:K03570	sfn:SFy_4692
ko:K03569	sfn:SFy_4694
ko:K02160	sfn:SFy_4699
ko:K01961	sfn:SFy_4701
ko:K14392	sfn:SFy_4703
ko:K02687	sfn:SFy_4704
ko:K05540	sfn:SFy_4705
ko:K03557	sfn:SFy_4706
ko:K09969	sfn:SFy_4713
ko:K09970	sfn:SFy_4714
ko:K09970	sfn:SFy_4719
ko:K09971	sfn:SFy_4721
ko:K09972	sfn:SFy_4722
ko:K00014	sfn:SFy_4728
ko:K07566	sfn:SFy_4729
ko:K11102	sfn:SFy_5944
ko:K07126	sfn:SFy_5945
ko:K15550	sfn:SFy_5952
ko:K15547	sfn:SFy_5953
ko:K15549	sfn:SFy_5954
ko:K03701	sfn:SFy_5959
ko:K03788	sfn:SFy_5962
ko:K00832	sfn:SFy_5964
ko:K01775	sfn:SFy_5965
ko:K05539	sfn:SFy_5970
ko:K09823	sfn:SFy_5974
ko:K03327	sfn:SFy_5977
ko:K01356	sfn:SFy_5979
ko:K00901	sfn:SFy_5980
ko:K00631	sfn:SFy_5981
ko:K03179	sfn:SFy_5983
ko:K03181	sfn:SFy_5984
ko:K05775	sfn:SFy_5987
ko:K02024	sfn:SFy_5988
ko:K10111	sfn:SFy_5989
ko:K10108	sfn:SFy_5990
ko:K10109	sfn:SFy_5992
ko:K10110	sfn:SFy_5993
ko:K08138	sfn:SFy_5994
ko:K13256	sfn:SFy_5995
ko:K01810	sfn:SFy_6003
ko:K00928	sfn:SFy_6004
ko:K07559	sfn:SFy_6011
ko:K01305	sfn:SFy_6017
ko:K01546	sfn:SFy_0802
ko:K01547	sfn:SFy_0803
ko:K01547	sfn:SFy_0805
ko:K01548	sfn:SFy_0806
ko:K07646	sfn:SFy_0807
ko:K07646	sfn:SFy_0808
ko:K07667	sfn:SFy_0809
ko:K07667	sfn:SFy_0810
ko:K01581	sfn:SFy_0812
ko:K01581	sfn:SFy_0814
ko:K03756	sfn:SFy_0815
ko:K01835	sfn:SFy_0818
ko:K03645	sfn:SFy_0819
ko:K03839	sfn:SFy_0822
ko:K03711	sfn:SFy_0823
ko:K01886	sfn:SFy_0830
ko:K02802	sfn:SFy_0833
ko:K02803	sfn:SFy_0833
ko:K02804	sfn:SFy_0833
ko:K02564	sfn:SFy_0835
ko:K01443	sfn:SFy_0836
ko:K02565	sfn:SFy_0837
ko:K02566	sfn:SFy_0838
ko:K02566	sfn:SFy_0839
ko:K01953	sfn:SFy_0842
ko:K01953	sfn:SFy_0843
ko:K03184	sfn:SFy_0845
ko:K06168	sfn:SFy_0846
ko:K07042	sfn:SFy_0851
ko:K06189	sfn:SFy_0852
ko:K03820	sfn:SFy_0853
ko:K10001	sfn:SFy_0855
ko:K10003	sfn:SFy_0856
ko:K10002	sfn:SFy_0857
ko:K10004	sfn:SFy_0858
ko:K01250	sfn:SFy_0859
ko:K04045	sfn:SFy_0860
ko:K04045	sfn:SFy_0861
ko:K07126	sfn:SFy_0864
ko:K07126	sfn:SFy_0867
ko:K01869	sfn:SFy_0870
ko:K03643	sfn:SFy_0872
ko:K02340	sfn:SFy_0873
ko:K00969	sfn:SFy_0874
