ko:K19504	senl:IY59_22800
ko:K02195	senl:IY59_11620
ko:K02194	senl:IY59_11625
ko:K02193	senl:IY59_11630
ko:K02569	senl:IY59_11635
ko:K02568	senl:IY59_11640
ko:K02574	senl:IY59_11645
ko:K02573	senl:IY59_11650
ko:K02567	senl:IY59_11655
ko:K02570	senl:IY59_11660
ko:K02572	senl:IY59_11665
ko:K08276	senl:IY59_11670
ko:K06159	senl:IY59_11675
ko:K03919	senl:IY59_11680
ko:K10778	senl:IY59_11685
ko:K03734	senl:IY59_11690
ko:K09475	senl:IY59_11695
ko:K07676	senl:IY59_11700
ko:K07687	senl:IY59_11705
ko:K07677	senl:IY59_11710
ko:K02469	senl:IY59_11715
ko:K00568	senl:IY59_11735
ko:K11107	senl:IY59_11750
ko:K01126	senl:IY59_11765
ko:K02445	senl:IY59_11770
ko:K00111	senl:IY59_11775
ko:K00112	senl:IY59_11780
ko:K00113	senl:IY59_11785
ko:K18015	senl:IY59_11795
ko:K12660	senl:IY59_11805
ko:K12661	senl:IY59_11815
ko:K12944	senl:IY59_11835
ko:K07806	senl:IY59_11845
ko:K10012	senl:IY59_11850
ko:K10011	senl:IY59_11855
ko:K13014	senl:IY59_11860
ko:K07264	senl:IY59_11865
ko:K12962	senl:IY59_11870
ko:K12963	senl:IY59_11875
ko:K19238	senl:IY59_11880
ko:K03673	senl:IY59_16045
ko:K03611	senl:IY59_16050
ko:K02858	senl:IY59_16060
ko:K09806	senl:IY59_16065
ko:K03272	senl:IY59_16085
ko:K00982	senl:IY59_16090
ko:K18446	senl:IY59_16095
ko:K07184	senl:IY59_16100
ko:K00974	senl:IY59_16105
ko:K06153	senl:IY59_16110
ko:K01633	senl:IY59_16115
ko:K08591	senl:IY59_16120
ko:K01409	senl:IY59_16130
ko:K02970	senl:IY59_16135
ko:K03086	senl:IY59_16145
ko:K03649	senl:IY59_16150
ko:K07229	senl:IY59_16160
ko:K03776	senl:IY59_16175
ko:K09251	senl:IY59_16180
ko:K00219	senl:IY59_16185
ko:K11391	senl:IY59_16190
ko:K07043	senl:IY59_16195
ko:K07862	senl:IY59_16215
ko:K15977	senl:IY59_16250
ko:K07393	senl:IY59_16255
ko:K06911	senl:IY59_16270
ko:K01752	senl:IY59_16290
ko:K00656	senl:IY59_16295
ko:K00932	senl:IY59_16300
ko:K03838	senl:IY59_16305
ko:K01754	senl:IY59_16310
ko:K07592	senl:IY59_16315
ko:K00865	senl:IY59_16320
ko:K00864	senl:IY59_20530
ko:K02440	senl:IY59_20535
ko:K09892	senl:IY59_20540
ko:K02553	senl:IY59_20545
ko:K02548	senl:IY59_20550
ko:K03667	senl:IY59_20555
ko:K01419	senl:IY59_20560
ko:K03591	senl:IY59_20565
ko:K05499	senl:IY59_20570
ko:K04066	senl:IY59_20575
ko:K02909	senl:IY59_20580
ko:K03764	senl:IY59_20595
ko:K01739	senl:IY59_20600
ko:K12525	senl:IY59_20605
ko:K00600	senl:IY59_20635
ko:K01775	senl:IY59_20640
ko:K00375	senl:IY59_20645
ko:K00297	senl:IY59_20660
ko:K03782	senl:IY59_20665
ko:K09974	senl:IY59_20670
ko:K00005	senl:IY59_20675
ko:K08314	senl:IY59_20680
ko:K08483	senl:IY59_20685
ko:K11189	senl:IY59_20685
ko:K11201	senl:IY59_20685
ko:K11203	senl:IY59_20690
ko:K11202	senl:IY59_20695
ko:K00656	senl:IY59_20700
ko:K04069	senl:IY59_20705
ko:K11202	senl:IY59_20710
ko:K01595	senl:IY59_20725
ko:K01438	senl:IY59_20730
ko:K00145	senl:IY59_20735
ko:K00930	senl:IY59_20740
ko:K01755	senl:IY59_20745
ko:K04761	senl:IY59_20750
ko:K00322	senl:IY59_20755
ko:K00557	senl:IY59_20770
ko:K16092	senl:IY59_20775
ko:K01776	senl:IY59_20780
ko:K00606	senl:IY59_00955
ko:K00950	senl:IY59_00960
ko:K00970	senl:IY59_00965
ko:K01894	senl:IY59_00970
ko:K06204	senl:IY59_00975
ko:K06206	senl:IY59_00980
ko:K01975	senl:IY59_00985
ko:K03579	senl:IY59_00990
ko:K05365	senl:IY59_00995
ko:K02014	senl:IY59_01000
ko:K02013	senl:IY59_01005
ko:K02016	senl:IY59_01010
ko:K02015	senl:IY59_01015
ko:K01845	senl:IY59_01055
ko:K03281	senl:IY59_01060
ko:K15724	senl:IY59_01065
ko:K06858	senl:IY59_01075
ko:K01243	senl:IY59_01080
ko:K01129	senl:IY59_01085
ko:K04771	senl:IY59_01090
ko:K02647	senl:IY59_01095
ko:K00674	senl:IY59_01115
ko:K00990	senl:IY59_01120
ko:K01265	senl:IY59_01125
ko:K02967	senl:IY59_01130
ko:K02357	senl:IY59_01135
ko:K09903	senl:IY59_01140
ko:K02838	senl:IY59_01145
ko:K00099	senl:IY59_01150
ko:K00806	senl:IY59_01155
ko:K00981	senl:IY59_01160
ko:K11749	senl:IY59_01165
ko:K07277	senl:IY59_01170
ko:K06142	senl:IY59_01175
ko:K02536	senl:IY59_01180
ko:K02372	senl:IY59_01185
ko:K00677	senl:IY59_01190
ko:K00748	senl:IY59_01195
ko:K03470	senl:IY59_01200
ko:K02337	senl:IY59_01205
ko:K01962	senl:IY59_01210
ko:K02424	senl:IY59_05545
ko:K05396	senl:IY59_05550
ko:K10009	senl:IY59_05555
ko:K10010	senl:IY59_05560
ko:K07782	senl:IY59_05565
ko:K07689	senl:IY59_05580
ko:K03703	senl:IY59_05585
ko:K00995	senl:IY59_05590
ko:K07039	senl:IY59_05625
ko:K03834	senl:IY59_05630
ko:K02217	senl:IY59_05640
ko:K02255	senl:IY59_05655
ko:K10538	senl:IY59_05665
ko:K01087	senl:IY59_05670
ko:K00697	senl:IY59_05675
ko:K14064	senl:IY59_05680
ko:K02403	senl:IY59_05690
ko:K02402	senl:IY59_05695
ko:K02556	senl:IY59_05700
ko:K02557	senl:IY59_05705
ko:K03407	senl:IY59_05710
ko:K03408	senl:IY59_05715
ko:K00575	senl:IY59_05725
ko:K03412	senl:IY59_05730
ko:K03413	senl:IY59_05735
ko:K03414	senl:IY59_05740
ko:K02401	senl:IY59_05745
ko:K02400	senl:IY59_05750
ko:K03516	senl:IY59_05755
ko:K15532	senl:IY59_05760
ko:K05515	senl:IY59_05765
ko:K01887	senl:IY59_05770
ko:K09907	senl:IY59_05775
ko:K06201	senl:IY59_05780
ko:K15257	senl:IY59_05785
ko:K15256	senl:IY59_05790
ko:K07136	senl:IY59_05795
ko:K01876	senl:IY59_05810
ko:K08310	senl:IY59_05815
ko:K01159	senl:IY59_05825
ko:K09933	senl:IY59_10200
ko:K03746	senl:IY59_10335
ko:K07733	senl:IY59_10360
ko:K07126	senl:IY59_10385
ko:K01241	senl:IY59_10410
ko:K16291	senl:IY59_10455
ko:K00768	senl:IY59_10460
ko:K02233	senl:IY59_10465
ko:K02231	senl:IY59_10470
ko:K02232	senl:IY59_10475
ko:K02006	senl:IY59_10480
ko:K02008	senl:IY59_10485
ko:K02009	senl:IY59_10490
ko:K02007	senl:IY59_10495
ko:K06176	senl:IY59_14660
ko:K01770	senl:IY59_14665
ko:K00991	senl:IY59_14670
ko:K05589	senl:IY59_14675
ko:K00860	senl:IY59_14685
ko:K00956	senl:IY59_14690
ko:K00957	senl:IY59_14695
ko:K09612	senl:IY59_14700
ko:K09951	senl:IY59_14705
ko:K15342	senl:IY59_14710
ko:K19126	senl:IY59_14715
ko:K19125	senl:IY59_14720
ko:K19124	senl:IY59_14725
ko:K19046	senl:IY59_14730
ko:K19123	senl:IY59_14735
ko:K07012	senl:IY59_14740
ko:K13739	senl:IY59_14745
ko:K00390	senl:IY59_14750
ko:K00381	senl:IY59_14755
ko:K00380	senl:IY59_14760
ko:K01737	senl:IY59_14765
ko:K06897	senl:IY59_14770
ko:K10026	senl:IY59_14775
ko:K01689	senl:IY59_14780
ko:K01937	senl:IY59_14785
ko:K04765	senl:IY59_14790
ko:K00951	senl:IY59_14830
ko:K03215	senl:IY59_14835
ko:K07678	senl:IY59_14840
ko:K00865	senl:IY59_14845
ko:K01706	senl:IY59_14850
ko:K13918	senl:IY59_14855
ko:K03535	senl:IY59_14860
ko:K06175	senl:IY59_14870
ko:K15723	senl:IY59_14880
ko:K06879	senl:IY59_14885
ko:K06966	senl:IY59_14890
ko:K03837	senl:IY59_14895
ko:K01752	senl:IY59_14900
ko:K01146	senl:IY59_14905
ko:K00048	senl:IY59_14910
ko:K01628	senl:IY59_14915
ko:K02429	senl:IY59_14920
ko:K01818	senl:IY59_14925
ko:K13629	senl:IY59_19110
ko:K01753	senl:IY59_19115
ko:K06871	senl:IY59_19120
ko:K00389	senl:IY59_19130
ko:K07085	senl:IY59_19145
ko:K04081	senl:IY59_19150
ko:K04080	senl:IY59_19155
ko:K02200	senl:IY59_19170
ko:K02199	senl:IY59_19175
ko:K02198	senl:IY59_19180
ko:K02197	senl:IY59_19185
ko:K02196	senl:IY59_19190
ko:K02195	senl:IY59_19195
ko:K02194	senl:IY59_19200
ko:K02193	senl:IY59_19205
ko:K00428	senl:IY59_19210
ko:K03533	senl:IY59_19215
ko:K07811	senl:IY59_19220
ko:K03532	senl:IY59_19225
ko:K07772	senl:IY59_19230
ko:K11930	senl:IY59_19235
ko:K07647	senl:IY59_19240
ko:K08194	senl:IY59_19245
ko:K01684	senl:IY59_19250
ko:K01631	senl:IY59_19255
ko:K00883	senl:IY59_19260
ko:K02470	senl:IY59_19290
ko:K03629	senl:IY59_19295
ko:K02338	senl:IY59_19300
ko:K02313	senl:IY59_19305
ko:K02914	senl:IY59_19310
ko:K03536	senl:IY59_19315
ko:K08998	senl:IY59_19320
ko:K03217	senl:IY59_19325
ko:K03650	senl:IY59_19330
ko:K08163	senl:IY59_19335
ko:K06901	senl:IY59_19355
ko:K02039	senl:IY59_19365
ko:K02036	senl:IY59_19370
ko:K02038	senl:IY59_19375
ko:K02037	senl:IY59_19380
ko:K02040	senl:IY59_19385
ko:K07160	senl:IY59_03545
ko:K05522	senl:IY59_03550
ko:K07120	senl:IY59_03555
ko:K01647	senl:IY59_03560
ko:K00241	senl:IY59_03570
ko:K00242	senl:IY59_03575
ko:K00239	senl:IY59_03580
ko:K00240	senl:IY59_03585
ko:K00164	senl:IY59_03590
ko:K00658	senl:IY59_03595
ko:K01903	senl:IY59_03600
ko:K01902	senl:IY59_03605
ko:K00425	senl:IY59_03620
ko:K00426	senl:IY59_03625
ko:K07107	senl:IY59_03640
ko:K03562	senl:IY59_03645
ko:K03560	senl:IY59_03650
ko:K03646	senl:IY59_03655
ko:K03641	senl:IY59_03660
ko:K03640	senl:IY59_03665
ko:K03517	senl:IY59_03705
ko:K03811	senl:IY59_03710
ko:K16264	senl:IY59_03715
ko:K01626	senl:IY59_03725
ko:K01678	senl:IY59_03730
ko:K01677	senl:IY59_03735
ko:K01573	senl:IY59_03755
ko:K01571	senl:IY59_03760
ko:K01572	senl:IY59_03765
ko:K02015	senl:IY59_03775
ko:K02013	senl:IY59_03780
ko:K01834	senl:IY59_03785
ko:K01785	senl:IY59_03790
ko:K00849	senl:IY59_03795
ko:K00965	senl:IY59_03800
ko:K01784	senl:IY59_03805
ko:K07309	senl:IY59_08210
ko:K07310	senl:IY59_08215
ko:K07307	senl:IY59_08220
ko:K07312	senl:IY59_08225
ko:K05846	senl:IY59_08235
ko:K05845	senl:IY59_08240
ko:K05846	senl:IY59_08245
ko:K05847	senl:IY59_08250
ko:K03281	senl:IY59_08255
ko:K01935	senl:IY59_08260
ko:K15545	senl:IY59_08265
ko:K08224	senl:IY59_08275
ko:K04775	senl:IY59_08290
ko:K11742	senl:IY59_08295
ko:K11743	senl:IY59_08300
ko:K11744	senl:IY59_08310
ko:K00325	senl:IY59_08315
ko:K00324	senl:IY59_08320
ko:K03758	senl:IY59_08330
ko:K07661	senl:IY59_08340
ko:K14062	senl:IY59_08350
ko:K07639	senl:IY59_08360
ko:K10748	senl:IY59_08365
ko:K01679	senl:IY59_08370
ko:K01676	senl:IY59_08375
ko:K01809	senl:IY59_08380
ko:K01488	senl:IY59_08395
ko:K03617	senl:IY59_08420
ko:K03616	senl:IY59_08425
ko:K03615	senl:IY59_08430
ko:K03614	senl:IY59_08435
ko:K03612	senl:IY59_08440
ko:K03613	senl:IY59_08445
ko:K10773	senl:IY59_08450
ko:K03305	senl:IY59_08455
ko:K00799	senl:IY59_08460
ko:K00868	senl:IY59_08465
ko:K01866	senl:IY59_08470
ko:K00275	senl:IY59_08475
ko:K09001	senl:IY59_08485
ko:K06077	senl:IY59_08490
ko:K04023	senl:IY59_12720
ko:K04022	senl:IY59_12725
ko:K04024	senl:IY59_12730
ko:K04021	senl:IY59_12735
ko:K04028	senl:IY59_12740
ko:K04027	senl:IY59_12745
ko:K04020	senl:IY59_12750
ko:K04032	senl:IY59_12755
ko:K04030	senl:IY59_12760
ko:K04029	senl:IY59_12765
ko:K04031	senl:IY59_12770
ko:K00029	senl:IY59_12775
ko:K00616	senl:IY59_12780
ko:K00615	senl:IY59_12785
ko:K12945	senl:IY59_12800
ko:K07674	senl:IY59_12815
ko:K18324	senl:IY59_12820
ko:K01439	senl:IY59_12830
ko:K06957	senl:IY59_12840
ko:K07054	senl:IY59_12845
ko:K01923	senl:IY59_12850
ko:K07287	senl:IY59_12855
ko:K01714	senl:IY59_12860
ko:K03567	senl:IY59_12865
ko:K03564	senl:IY59_12870
ko:K00865	senl:IY59_12875
ko:K03299	senl:IY59_12880
ko:K02647	senl:IY59_12885
ko:K03548	senl:IY59_12890
ko:K00537	senl:IY59_12900
ko:K10763	senl:IY59_12905
ko:K02824	senl:IY59_12910
ko:K00761	senl:IY59_12915
ko:K01933	senl:IY59_12920
ko:K11175	senl:IY59_12925
ko:K00937	senl:IY59_12930
ko:K01524	senl:IY59_12935
ko:K01951	senl:IY59_12970
ko:K00088	senl:IY59_12975
ko:K03601	senl:IY59_12980
ko:K02879	senl:IY59_17170
ko:K03040	senl:IY59_17175
ko:K02986	senl:IY59_17180
ko:K02948	senl:IY59_17185
ko:K02952	senl:IY59_17190
ko:K02919	senl:IY59_17195
ko:K03076	senl:IY59_17200
ko:K02876	senl:IY59_17205
ko:K02907	senl:IY59_17210
ko:K02988	senl:IY59_17215
ko:K02881	senl:IY59_17220
ko:K02933	senl:IY59_17225
ko:K02994	senl:IY59_17230
ko:K02954	senl:IY59_17235
ko:K02931	senl:IY59_17240
ko:K02895	senl:IY59_17245
ko:K02874	senl:IY59_17250
ko:K02961	senl:IY59_17255
ko:K02904	senl:IY59_17260
ko:K02878	senl:IY59_17265
ko:K02982	senl:IY59_17270
ko:K02890	senl:IY59_17275
ko:K02965	senl:IY59_17280
ko:K02886	senl:IY59_17285
ko:K02892	senl:IY59_17290
ko:K02926	senl:IY59_17295
ko:K02906	senl:IY59_17300
ko:K02946	senl:IY59_17305
ko:K02506	senl:IY59_17310
ko:K03805	senl:IY59_03000
ko:K03594	senl:IY59_17315
ko:K02192	senl:IY59_17320
ko:K02358	senl:IY59_17325
ko:K02355	senl:IY59_17330
ko:K02992	senl:IY59_17335
ko:K02950	senl:IY59_17340
ko:K07237	senl:IY59_17345
ko:K07236	senl:IY59_17350
ko:K07235	senl:IY59_17355
ko:K03772	senl:IY59_17365
ko:K03745	senl:IY59_17370
ko:K03775	senl:IY59_17375
ko:K07070	senl:IY59_17380
ko:K11747	senl:IY59_17385
ko:K11748	senl:IY59_17390
ko:K06158	senl:IY59_17395
ko:K07019	senl:IY59_17410
ko:K09898	senl:IY59_17415
ko:K00855	senl:IY59_17420
ko:K07397	senl:IY59_17425
ko:K10914	senl:IY59_17430
ko:K07791	senl:IY59_21695
ko:K01744	senl:IY59_21700
ko:K07113	senl:IY59_21710
ko:K16263	senl:IY59_21715
ko:K04078	senl:IY59_21720
ko:K04077	senl:IY59_21725
ko:K02356	senl:IY59_21745
ko:K16347	senl:IY59_21750
ko:K16348	senl:IY59_21755
ko:K11741	senl:IY59_21765
ko:K03098	senl:IY59_21770
ko:K00247	senl:IY59_21775
ko:K00246	senl:IY59_21780
ko:K00245	senl:IY59_21785
ko:K00244	senl:IY59_21790
ko:K04568	senl:IY59_21795
ko:K01613	senl:IY59_21815
ko:K06949	senl:IY59_21820
ko:K13288	senl:IY59_21825
ko:K09996	senl:IY59_21830
ko:K18979	senl:IY59_21850
ko:K17758	senl:IY59_21855
ko:K17759	senl:IY59_21855
ko:K06925	senl:IY59_21860
ko:K01448	senl:IY59_21865
ko:K03572	senl:IY59_21870
ko:K00791	senl:IY59_21875
ko:K03666	senl:IY59_21880
ko:K03665	senl:IY59_21885
ko:K04088	senl:IY59_21890
ko:K04087	senl:IY59_21895
ko:K09937	senl:IY59_21900
ko:K01939	senl:IY59_21905
ko:K13771	senl:IY59_21910
ko:K12573	senl:IY59_21915
ko:K03218	senl:IY59_21920
ko:K09980	senl:IY59_21925
ko:K10716	senl:IY59_21935
ko:K08989	senl:IY59_21945
ko:K09456	senl:IY59_21960
ko:K06889	senl:IY59_21975
ko:K03477	senl:IY59_21980
ko:K08278	senl:IY59_00005
ko:K12524	senl:IY59_00010
ko:K00872	senl:IY59_00015
ko:K01733	senl:IY59_00020
ko:K09861	senl:IY59_00025
ko:K03310	senl:IY59_00030
ko:K00616	senl:IY59_00035
ko:K03831	senl:IY59_00040
ko:K07034	senl:IY59_00045
ko:K04043	senl:IY59_00060
ko:K03686	senl:IY59_00065
ko:K09999	senl:IY59_04390
ko:K09997	senl:IY59_04395
ko:K10000	senl:IY59_04400
ko:K11066	senl:IY59_04415
ko:K01620	senl:IY59_04430
ko:K00156	senl:IY59_04435
ko:K11933	senl:IY59_04440
ko:K05601	senl:IY59_04445
ko:K07459	senl:IY59_04455
ko:K09824	senl:IY59_04460
ko:K13888	senl:IY59_04465
ko:K05685	senl:IY59_04470
ko:K03704	senl:IY59_04475
ko:K06891	senl:IY59_04480
ko:K03694	senl:IY59_04485
ko:K06911	senl:IY59_04515
ko:K02518	senl:IY59_04525
ko:K00684	senl:IY59_04535
ko:K16012	senl:IY59_04540
ko:K16013	senl:IY59_04545
ko:K00384	senl:IY59_04550
ko:K03719	senl:IY59_04555
ko:K03466	senl:IY59_04560
ko:K03634	senl:IY59_04565
ko:K07478	senl:IY59_04570
ko:K01875	senl:IY59_04575
ko:K07306	senl:IY59_04580
ko:K07307	senl:IY59_04585
ko:K07308	senl:IY59_04590
ko:K08219	senl:IY59_04600
ko:K04069	senl:IY59_04610
ko:K00656	senl:IY59_04625
ko:K06212	senl:IY59_04630
ko:K09136	senl:IY59_04635
ko:K00831	senl:IY59_04645
ko:K00800	senl:IY59_04650
ko:K07387	senl:IY59_04655
ko:K00945	senl:IY59_04660
ko:K02945	senl:IY59_04665
ko:K02520	senl:IY59_09050
ko:K01868	senl:IY59_09055
ko:K01173	senl:IY59_09075
ko:K09953	senl:IY59_09085
ko:K07283	senl:IY59_09090
ko:K16370	senl:IY59_09095
ko:K19270	senl:IY59_09115
ko:K07038	senl:IY59_09120
ko:K06956	senl:IY59_09125
ko:K15722	senl:IY59_09130
ko:K03781	senl:IY59_09135
ko:K03478	senl:IY59_09140
ko:K01222	senl:IY59_09145
ko:K03490	senl:IY59_09150
ko:K02759	senl:IY59_09155
ko:K02761	senl:IY59_09160
ko:K02760	senl:IY59_09165
ko:K04064	senl:IY59_09170
ko:K01916	senl:IY59_09175
ko:K05984	senl:IY59_09180
ko:K05526	senl:IY59_09190
ko:K01484	senl:IY59_09195
ko:K06447	senl:IY59_09200
ko:K00673	senl:IY59_09205
ko:K00840	senl:IY59_09210
ko:K01142	senl:IY59_09215
ko:K08320	senl:IY59_09220
ko:K00262	senl:IY59_09230
ko:K03169	senl:IY59_09235
ko:K01008	senl:IY59_09240
ko:K04773	senl:IY59_09250
ko:K01424	senl:IY59_09255
ko:K08281	senl:IY59_09260
ko:K08369	senl:IY59_09265
ko:K18471	senl:IY59_09275
ko:K08369	senl:IY59_09295
ko:K09916	senl:IY59_09320
ko:K07305	senl:IY59_09325
ko:K00134	senl:IY59_09330
ko:K01792	senl:IY59_09340
ko:K03687	senl:IY59_13555
ko:K00858	senl:IY59_13560
ko:K03631	senl:IY59_13565
ko:K06186	senl:IY59_13570
ko:K09801	senl:IY59_13575
ko:K03664	senl:IY59_13585
ko:K12543	senl:IY59_13595
ko:K12541	senl:IY59_13600
ko:K12542	senl:IY59_13605
ko:K04085	senl:IY59_17985
ko:K09125	senl:IY59_17990
ko:K06133	senl:IY59_18010
ko:K07722	senl:IY59_18015
ko:K13926	senl:IY59_18025
ko:K01993	senl:IY59_18030
ko:K07007	senl:IY59_18035
ko:K16322	senl:IY59_18040
ko:K01720	senl:IY59_01835
ko:K01908	senl:IY59_01840
ko:K01698	senl:IY59_01845
ko:K18988	senl:IY59_01865
ko:K17938	senl:IY59_01870
ko:K01921	senl:IY59_01895
ko:K08161	senl:IY59_01905
ko:K18968	senl:IY59_01920
ko:K00286	senl:IY59_01925
ko:K09768	senl:IY59_01930
ko:K00891	senl:IY59_01935
ko:K14591	senl:IY59_01945
ko:K09913	senl:IY59_01950
ko:K03554	senl:IY59_01955
ko:K00847	senl:IY59_01960
ko:K03547	senl:IY59_01975
ko:K07657	senl:IY59_01985
ko:K07636	senl:IY59_01990
ko:K03311	senl:IY59_01995
ko:K11736	senl:IY59_02000
ko:K01187	senl:IY59_02005
ko:K03386	senl:IY59_02010
ko:K08682	senl:IY59_02015
ko:K07568	senl:IY59_02020
ko:K00773	senl:IY59_02025
ko:K03210	senl:IY59_02030
ko:K03072	senl:IY59_02035
ko:K03074	senl:IY59_02040
ko:K06996	senl:IY59_02045
ko:K18862	senl:IY59_02060
ko:K05517	senl:IY59_02065
ko:K07738	senl:IY59_02075
ko:K11752	senl:IY59_02080
ko:K00794	senl:IY59_02085
ko:K03625	senl:IY59_02090
ko:K00946	senl:IY59_02095
ko:K01095	senl:IY59_02100
ko:K01662	senl:IY59_02110
ko:K00795	senl:IY59_02115
ko:K03602	senl:IY59_02120
ko:K09902	senl:IY59_06455
ko:K09160	senl:IY59_06465
ko:K03611	senl:IY59_06490
ko:K03314	senl:IY59_06495
ko:K03603	senl:IY59_06500
ko:K00285	senl:IY59_06510
ko:K01775	senl:IY59_06515
ko:K11105	senl:IY59_06520
ko:K01297	senl:IY59_06525
ko:K08308	senl:IY59_06530
ko:K01194	senl:IY59_06545
ko:K00261	senl:IY59_06550
ko:K00426	senl:IY59_06560
ko:K00425	senl:IY59_06565
ko:K03618	senl:IY59_06570
ko:K03619	senl:IY59_06575
ko:K03605	senl:IY59_06580
ko:K03620	senl:IY59_06585
ko:K06281	senl:IY59_06590
ko:K06282	senl:IY59_06595
ko:K06942	senl:IY59_06610
ko:K01056	senl:IY59_06615
ko:K03321	senl:IY59_06625
ko:K00948	senl:IY59_06630
ko:K00919	senl:IY59_06635
ko:K02494	senl:IY59_06640
ko:K02492	senl:IY59_06645
ko:K02835	senl:IY59_06650
ko:K02493	senl:IY59_06655
ko:K01627	senl:IY59_06670
ko:K07300	senl:IY59_06675
ko:K06039	senl:IY59_06685
ko:K07684	senl:IY59_06695
ko:K07673	senl:IY59_06700
ko:K02575	senl:IY59_06705
ko:K00370	senl:IY59_06710
ko:K00371	senl:IY59_06715
ko:K00373	senl:IY59_06720
ko:K00374	senl:IY59_06725
ko:K07126	senl:IY59_06735
ko:K18326	senl:IY59_11035
ko:K07642	senl:IY59_11040
ko:K07664	senl:IY59_11045
ko:K08303	senl:IY59_11065
ko:K00941	senl:IY59_11115
ko:K00878	senl:IY59_11120
ko:K07347	senl:IY59_11135
ko:K03593	senl:IY59_11155
ko:K01874	senl:IY59_11160
ko:K02477	senl:IY59_11180
ko:K02478	senl:IY59_11185
ko:K05846	senl:IY59_11200
ko:K05847	senl:IY59_11205
ko:K05846	senl:IY59_11210
ko:K05845	senl:IY59_11215
ko:K05349	senl:IY59_11220
ko:K03777	senl:IY59_11225
ko:K07262	senl:IY59_11230
ko:K05541	senl:IY59_11260
ko:K16165	senl:IY59_11275
ko:K00450	senl:IY59_11280
ko:K08195	senl:IY59_11285
ko:K06518	senl:IY59_11295
ko:K01489	senl:IY59_11305
ko:K03748	senl:IY59_11310
ko:K01585	senl:IY59_15500
ko:K00789	senl:IY59_15515
ko:K08137	senl:IY59_15520
ko:K02742	senl:IY59_15525
ko:K01150	senl:IY59_15530
ko:K09761	senl:IY59_15535
ko:K01920	senl:IY59_15540
ko:K07735	senl:IY59_15545
ko:K07447	senl:IY59_15550
ko:K02669	senl:IY59_15560
ko:K06997	senl:IY59_15565
ko:K02221	senl:IY59_15570
ko:K09131	senl:IY59_15575
ko:K02428	senl:IY59_15580
ko:K01424	senl:IY59_15595
ko:K09923	senl:IY59_15605
ko:K03439	senl:IY59_15610
ko:K03575	senl:IY59_15615
ko:K08306	senl:IY59_15625
ko:K01581	senl:IY59_15635
ko:K07150	senl:IY59_15645
ko:K18288	senl:IY59_15660
ko:K18290	senl:IY59_15665
ko:K18292	senl:IY59_15670
ko:K01130	senl:IY59_15680
ko:K06871	senl:IY59_15685
ko:K06995	senl:IY59_15705
ko:K09471	senl:IY59_15710
ko:K11903	senl:IY59_15730
ko:K08191	senl:IY59_15745
ko:K01686	senl:IY59_15750
ko:K00040	senl:IY59_15755
ko:K01812	senl:IY59_15760
ko:K03117	senl:IY59_19955
ko:K03118	senl:IY59_19960
ko:K03424	senl:IY59_19965
ko:K05785	senl:IY59_19970
ko:K03182	senl:IY59_19975
ko:K05368	senl:IY59_19980
ko:K01825	senl:IY59_19995
ko:K03498	senl:IY59_20010
ko:K00230	senl:IY59_20015
ko:K03753	senl:IY59_20045
ko:K03752	senl:IY59_20050
ko:K09896	senl:IY59_20055
ko:K03673	senl:IY59_20065
ko:K03978	senl:IY59_20085
ko:K09894	senl:IY59_20095
ko:K07712	senl:IY59_20105
ko:K07708	senl:IY59_20110
ko:K01915	senl:IY59_20115
ko:K06207	senl:IY59_20120
ko:K03292	senl:IY59_20165
ko:K15922	senl:IY59_20170
ko:K18479	senl:IY59_20180
ko:K01671	senl:IY59_20185
ko:K08318	senl:IY59_20190
ko:K18478	senl:IY59_20195
ko:K07058	senl:IY59_20210
ko:K07560	senl:IY59_20215
ko:K18831	senl:IY59_20225
ko:K19166	senl:IY59_20230
ko:K03386	senl:IY59_03005
ko:K03387	senl:IY59_03010
ko:K11932	senl:IY59_03035
ko:K06140	senl:IY59_03045
ko:K01169	senl:IY59_03050
ko:K09477	senl:IY59_03055
ko:K05966	senl:IY59_03060
ko:K05964	senl:IY59_03065
ko:K01643	senl:IY59_03070
ko:K01644	senl:IY59_03075
ko:K01646	senl:IY59_03080
ko:K01910	senl:IY59_03085
ko:K07700	senl:IY59_03090
ko:K07702	senl:IY59_03095
ko:K03326	senl:IY59_03100
ko:K12973	senl:IY59_03105
ko:K03704	senl:IY59_03110
ko:K06199	senl:IY59_03115
ko:K03425	senl:IY59_03125
ko:K03644	senl:IY59_03130
ko:K03801	senl:IY59_03140
ko:K09158	senl:IY59_03145
ko:K07258	senl:IY59_03150
ko:K03642	senl:IY59_03155
ko:K05837	senl:IY59_03160
ko:K05515	senl:IY59_03165
ko:K00783	senl:IY59_03170
ko:K09710	senl:IY59_03175
ko:K02226	senl:IY59_03185
ko:K04720	senl:IY59_03190
ko:K00969	senl:IY59_03195
ko:K02340	senl:IY59_03200
ko:K03643	senl:IY59_03205
ko:K01869	senl:IY59_03210
ko:K16849	senl:IY59_03215
ko:K16850	senl:IY59_03220
ko:K07126	senl:IY59_03240
ko:K02773	senl:IY59_07625
ko:K06971	senl:IY59_07630
ko:K02775	senl:IY59_07635
ko:K02774	senl:IY59_07640
ko:K03817	senl:IY59_07650
ko:K03304	senl:IY59_07660
ko:K16868	senl:IY59_07665
ko:K05782	senl:IY59_07675
