ko:K13967	babs:DK51_2253
ko:K02258	babs:DK51_969
ko:K02274	babs:DK51_972
ko:K02275	babs:DK51_973
ko:K03568	babs:DK51_975
ko:K00942	babs:DK51_976
ko:K07082	babs:DK51_978
ko:K09458	babs:DK51_979
ko:K02078	babs:DK51_980
ko:K00059	babs:DK51_981
ko:K00645	babs:DK51_982
ko:K02990	babs:DK51_983
ko:K02963	babs:DK51_984
ko:K02939	babs:DK51_986
ko:K00574	babs:DK51_987
ko:K04485	babs:DK51_989
ko:K03558	babs:DK51_990
ko:K00764	babs:DK51_991
ko:K17103	babs:DK51_993
ko:K01613	babs:DK51_994
ko:K06147	babs:DK51_995
ko:K06966	babs:DK51_998
ko:K03215	babs:DK51_999
ko:K06442	babs:DK51_1000
ko:K01662	babs:DK51_1001
ko:K06911	babs:DK51_1002
ko:K03602	babs:DK51_1006
ko:K00297	babs:DK51_43
ko:K07088	babs:DK51_44
ko:K07273	babs:DK51_46
ko:K05801	babs:DK51_48
ko:K03322	babs:DK51_52
ko:K03438	babs:DK51_53
ko:K03587	babs:DK51_55
ko:K01928	babs:DK51_56
ko:K01929	babs:DK51_57
ko:K01000	babs:DK51_58
ko:K01925	babs:DK51_59
ko:K03588	babs:DK51_60
ko:K02563	babs:DK51_61
ko:K01924	babs:DK51_62
ko:K00075	babs:DK51_63
ko:K01921	babs:DK51_64
ko:K03589	babs:DK51_65
ko:K03590	babs:DK51_66
ko:K03531	babs:DK51_67
ko:K02535	babs:DK51_68
ko:K05807	babs:DK51_69
ko:K03631	babs:DK51_70
ko:K01972	babs:DK51_71
ko:K01262	babs:DK51_73
ko:K02687	babs:DK51_74
ko:K07152	babs:DK51_75
ko:K05805	babs:DK51_77
ko:K03657	babs:DK51_78
ko:K00102	babs:DK51_81
ko:K09985	babs:DK51_87
ko:K07552	babs:DK51_89
ko:K04088	babs:DK51_93
ko:K04087	babs:DK51_94
ko:K09937	babs:DK51_95
ko:K07007	babs:DK51_97
ko:K01079	babs:DK51_98
ko:K00791	babs:DK51_99
ko:K01652	babs:DK51_100
ko:K01653	babs:DK51_101
ko:K03474	babs:DK51_104
ko:K03549	babs:DK51_105
ko:K00053	babs:DK51_107
ko:K06998	babs:DK51_113
ko:K06199	babs:DK51_116
ko:K02006	babs:DK51_118
ko:K02008	babs:DK51_119
ko:K16915	babs:DK51_120
ko:K02007	babs:DK51_121
ko:K02009	babs:DK51_122
ko:K08717	babs:DK51_123
ko:K03190	babs:DK51_124
ko:K03189	babs:DK51_125
ko:K03188	babs:DK51_126
ko:K03187	babs:DK51_127
ko:K01428	babs:DK51_128
ko:K01429	babs:DK51_129
ko:K01430	babs:DK51_130
ko:K01993	babs:DK51_133
ko:K13926	babs:DK51_134
ko:K13926	babs:DK51_135
ko:K16092	babs:DK51_137
ko:K02016	babs:DK51_138
ko:K02015	babs:DK51_139
ko:K02013	babs:DK51_141
ko:K02058	babs:DK51_142
ko:K02057	babs:DK51_143
ko:K02056	babs:DK51_144
ko:K02431	babs:DK51_146
ko:K02048	babs:DK51_152
ko:K02046	babs:DK51_153
ko:K02047	babs:DK51_154
ko:K07002	babs:DK51_155
ko:K07027	babs:DK51_156
ko:K03455	babs:DK51_157
ko:K12257	babs:DK51_158
ko:K02232	babs:DK51_170
ko:K02231	babs:DK51_173
ko:K02234	babs:DK51_174
ko:K02230	babs:DK51_175
ko:K08978	babs:DK51_178
ko:K07090	babs:DK51_177
ko:K02189	babs:DK51_180
ko:K05936	babs:DK51_182
ko:K05895	babs:DK51_181
ko:K02188	babs:DK51_183
ko:K02303	babs:DK51_184
ko:K02224	babs:DK51_185
ko:K02225	babs:DK51_186
ko:K02227	babs:DK51_188
ko:K01999	babs:DK51_187
ko:K13786	babs:DK51_189
ko:K13541	babs:DK51_192
ko:K03394	babs:DK51_193
ko:K14652	babs:DK51_1008
ko:K08678	babs:DK51_2151
ko:K12448	babs:DK51_2150
ko:K19221	babs:DK51_176
ko:K00336	babs:DK51_649
ko:K07497	babs:DK51_2485
ko:K07497	babs:DK51_2708
ko:K07497	babs:DK51_2751
ko:K00020	babs:DK51_519
ko:K00020	babs:DK51_167
ko:K02032	babs:DK51_2810
ko:K02032	babs:DK51_3027
ko:K00001	babs:DK51_610
ko:K07497	babs:DK51_924
ko:K07497	babs:DK51_925
ko:K01992	babs:DK51_136
ko:K01992	babs:DK51_2219
ko:K19342	babs:DK51_2357
ko:K06041	babs:DK51_2545
ko:K02032	babs:DK51_2731
ko:K11080	babs:DK51_2743
ko:K09691	babs:DK51_921
ko:K04771	babs:DK51_96
ko:K07492	babs:DK51_912
ko:K00001	babs:DK51_2263
ko:K07498	babs:DK51_1757
ko:K00525	babs:DK51_2324
ko:K19339	babs:DK51_2362
ko:K19340	babs:DK51_2359
ko:K19341	babs:DK51_2358
ko:K00875	babs:DK51_2366
ko:K02032	babs:DK51_2737
ko:K02031	babs:DK51_2730
ko:K02031	babs:DK51_2715
ko:K02031	babs:DK51_2809
ko:K02031	babs:DK51_2259
ko:K09690	babs:DK51_920
ko:K09386	babs:DK51_1140
ko:K17686	babs:DK51_1235
ko:K19713	babs:DK51_2293
ko:K07102	babs:DK51_1524
ko:K19689	babs:DK51_1481
ko:K00992	babs:DK51_1523
ko:K01985	babs:DK51_1753
ko:K01985	babs:DK51_2706
ko:K01985	babs:DK51_1954
ko:K01980	babs:DK51_2705
ko:K01977	babs:DK51_1950
ko:K01977	babs:DK51_2702
ko:K01977	babs:DK51_1749
ko:K17722	babs:DK51_1141
ko:K19777	babs:DK51_2302
ko:K00799	babs:DK51_518
ko:K08744	babs:DK51_753
ko:K07147	babs:DK51_2829
ko:K00632	babs:DK51_3167
ko:K19802	babs:DK51_451
ko:K07484	babs:DK51_2140
ko:K09796	babs:DK51_1394
ko:K20265	babs:DK51_2304
ko:K02483	babs:DK51_2210
ko:K00525	babs:DK51_427
ko:K00526	babs:DK51_2323
ko:K14230	babs:DK51_1754
ko:K14230	babs:DK51_1955
ko:K14230	babs:DK51_2707
ko:K14237	babs:DK51_2572
ko:K14221	babs:DK51_2318
ko:K14221	babs:DK51_657
ko:K14232	babs:DK51_733
ko:K14231	babs:DK51_1177
ko:K14234	babs:DK51_1167
ko:K14234	babs:DK51_531
ko:K14234	babs:DK51_2980
ko:K14219	babs:DK51_1151
ko:K14219	babs:DK51_506
ko:K14219	babs:DK51_1586
ko:K14223	babs:DK51_928
ko:K14223	babs:DK51_1974
ko:K14233	babs:DK51_807
ko:K14233	babs:DK51_1761
ko:K14233	babs:DK51_2136
ko:K14233	babs:DK51_2752
ko:K14228	babs:DK51_565
ko:K14228	babs:DK51_421
ko:K14228	babs:DK51_1670
ko:K14228	babs:DK51_2770
ko:K14225	babs:DK51_2921
ko:K14225	babs:DK51_2801
ko:K14225	babs:DK51_504
ko:K14228	babs:DK51_384
ko:K14228	babs:DK51_391
ko:K14232	babs:DK51_676
ko:K14232	babs:DK51_1258
ko:K14237	babs:DK51_658
ko:K14237	babs:DK51_507
ko:K14235	babs:DK51_228
ko:K14236	babs:DK51_225
ko:K14224	babs:DK51_1937
ko:K14224	babs:DK51_202
ko:K14229	babs:DK51_2108
ko:K20539	babs:DK51_1949
ko:K03197	babs:DK51_2550
ko:K03198	babs:DK51_2551
ko:K03200	babs:DK51_2553
ko:K03296	babs:DK51_1147
ko:K00304	babs:DK51_1227
ko:K00302	babs:DK51_1226
ko:K03199	babs:DK51_2552
ko:K03195	babs:DK51_2558
ko:K01980	babs:DK51_1953
ko:K11529	babs:DK51_1073
ko:K16011	babs:DK51_2298
ko:K21054	babs:DK51_2950
ko:K21062	babs:DK51_2394
ko:K21137	babs:DK51_2901
ko:K22025	babs:DK51_2482
ko:K21136	babs:DK51_2900
ko:K13609	babs:DK51_2393
ko:K00821	babs:DK51_1125
ko:K21134	babs:DK51_2902
ko:K03553	babs:DK51_273
ko:K01286	babs:DK51_300
ko:K01286	babs:DK51_397
ko:K06952	babs:DK51_784
ko:K06904	babs:DK51_854
ko:K02314	babs:DK51_988
ko:K00560	babs:DK51_91
ko:K00287	babs:DK51_92
ko:K03676	babs:DK51_1736
ko:K01520	babs:DK51_1917
ko:K06217	babs:DK51_1475
ko:K06191	babs:DK51_2326
ko:K01286	babs:DK51_1589
ko:K09882	babs:DK51_1601
ko:K02316	babs:DK51_14
ko:K02004	babs:DK51_1920
ko:K02483	babs:DK51_839
ko:K01740	babs:DK51_664
ko:K01738	babs:DK51_664
ko:K02335	babs:DK51_1328
ko:K01802	babs:DK51_372
ko:K09017	babs:DK51_1144
ko:K09806	babs:DK51_2058
ko:K01139	babs:DK51_797
ko:K00015	babs:DK51_1451
ko:K07497	babs:DK51_724
ko:K01649	babs:DK51_772
ko:K01649	babs:DK51_773
ko:K21420	babs:DK51_698
ko:K21470	babs:DK51_692
ko:K01420	babs:DK51_795
ko:K21603	babs:DK51_2679
ko:K21564	babs:DK51_2355
ko:K21697	babs:DK51_2503
ko:K21564	babs:DK51_2373
ko:K00344	babs:DK51_2125
ko:K21832	babs:DK51_33
ko:K19591	babs:DK51_1236
ko:K21910	babs:DK51_2946
ko:K21948	babs:DK51_2479
ko:K21929	babs:DK51_800
ko:K21929	babs:DK51_823
ko:K05802	babs:DK51_160
ko:K22131	babs:DK51_2480
ko:K22130	babs:DK51_2483
ko:K03595	babs:DK51_787
ko:K22187	babs:DK51_1246
ko:K22310	babs:DK51_1303
ko:K11991	babs:DK51_2430
ko:K02257	babs:DK51_971
ko:K11206	babs:DK51_1737
ko:K00424	babs:DK51_2177
ko:K22548	babs:DK51_1092
