ko:K09796	mmv:MYCMA_1220
ko:K00626	mmv:MYCMA_05375
ko:K00275	mmv:MYCMA_05385
ko:K03088	mmv:MYCMA_05635
ko:K00242	mmv:MYCMA_05640
ko:K00241	mmv:MYCMA_05645
ko:K07006	mmv:MYCMA_05690
ko:K00232	mmv:MYCMA_05880
ko:K00363	mmv:MYCMA_05990
ko:K01061	mmv:MYCMA_05765
ko:K11212	mmv:MYCMA_05825
ko:K11939	mmv:MYCMA_06340
ko:K07044	mmv:MYCMA_06405
ko:K07044	mmv:MYCMA_06410
ko:K10974	mmv:MYCMA_06230
ko:K01916	mmv:MYCMA_06255
ko:K02435	mmv:MYCMA_06475
ko:K15977	mmv:MYCMA_06500
ko:K01823	mmv:MYCMA_06785
ko:K03320	mmv:MYCMA_06790
ko:K06960	mmv:MYCMA_06810
ko:K03100	mmv:MYCMA_06820
ko:K15866	mmv:MYCMA_06675
ko:K02902	mmv:MYCMA_06680
ko:K01061	mmv:MYCMA_06730
ko:K14953	mmv:MYCMA_06750
ko:K06976	mmv:MYCMA_06980
ko:K03466	mmv:MYCMA_07240
ko:K10533	mmv:MYCMA_07270
ko:K10533	mmv:MYCMA_07275
ko:K03565	mmv:MYCMA_07290
ko:K07006	mmv:MYCMA_07310
ko:K09958	mmv:MYCMA_07315
ko:K10006	mmv:MYCMA_07320
ko:K10005	mmv:MYCMA_07325
ko:K03823	mmv:MYCMA_07350
ko:K02519	mmv:MYCMA_07070
ko:K02956	mmv:MYCMA_07145
ko:K09927	mmv:MYCMA_07190
ko:K07058	mmv:MYCMA_07385
ko:K03088	mmv:MYCMA_07470
ko:K01586	mmv:MYCMA_07490
ko:K16647	mmv:MYCMA_07515
ko:K11159	mmv:MYCMA_07895
ko:K00077	mmv:MYCMA_07900
ko:K07044	mmv:MYCMA_07545
ko:K12421	mmv:MYCMA_07555
ko:K09117	mmv:MYCMA_07575
ko:K16841	mmv:MYCMA_07610
ko:K16840	mmv:MYCMA_07620
ko:K07127	mmv:MYCMA_07625
ko:K07032	mmv:MYCMA_07975
ko:K07089	mmv:MYCMA_07990
ko:K00014	mmv:MYCMA_08015
ko:K02654	mmv:MYCMA_08025
ko:K07054	mmv:MYCMA_08115
ko:K03075	mmv:MYCMA_08120
ko:K02259	mmv:MYCMA_08155
ko:K02067	mmv:MYCMA_08180
ko:K02066	mmv:MYCMA_08190
ko:K02066	mmv:MYCMA_08195
ko:K01992	mmv:MYCMA_08230
ko:K14339	mmv:MYCMA_08235
ko:K09014	mmv:MYCMA_08245
ko:K12343	mmv:MYCMA_08060
ko:K03457	mmv:MYCMA_08065
ko:K11610	mmv:MYCMA_08295
ko:K07182	mmv:MYCMA_08325
ko:K01424	mmv:MYCMA_08335
ko:K18654	mmv:MYCMA_08470
ko:K06720	mmv:MYCMA_08505
ko:K01153	mmv:MYCMA_08530
ko:K03427	mmv:MYCMA_08535
ko:K01154	mmv:MYCMA_08540
ko:K05712	mmv:MYCMA_08595
ko:K03325	mmv:MYCMA_1383
ko:K08982	mmv:MYCMA_08610
ko:K01496	mmv:MYCMA_08380
ko:K02503	mmv:MYCMA_08385
ko:K16012	mmv:MYCMA_08415
ko:K01997	mmv:MYCMA_08425
ko:K01998	mmv:MYCMA_08430
ko:K01995	mmv:MYCMA_08435
ko:K13953	mmv:MYCMA_08665
ko:K07506	mmv:MYCMA_08685
ko:K01673	mmv:MYCMA_08730
ko:K06911	mmv:MYCMA_09085
ko:K06199	mmv:MYCMA_09110
ko:K00265	mmv:MYCMA_08975
ko:K00380	mmv:MYCMA_08980
ko:K07225	mmv:MYCMA_08985
ko:K14257	mmv:MYCMA_09365
ko:K06720	mmv:MYCMA_09415
ko:K14699	mmv:MYCMA_09420
ko:K00567	mmv:MYCMA_09265
ko:K02916	mmv:MYCMA_09290
ko:K09146	mmv:MYCMA_09315
ko:K04091	mmv:MYCMA_09480
ko:K15553	mmv:MYCMA_09485
ko:K07113	mmv:MYCMA_09530
ko:K07006	mmv:MYCMA_09535
ko:K07006	mmv:MYCMA_09540
ko:K13540	mmv:MYCMA_09545
ko:K03118	mmv:MYCMA_09550
ko:K03116	mmv:MYCMA_09555
ko:K15552	mmv:MYCMA_09575
ko:K08224	mmv:MYCMA_09710
ko:K09458	mmv:MYCMA_09720
ko:K02221	mmv:MYCMA_09760
ko:K05810	mmv:MYCMA_09780
ko:K13570	mmv:MYCMA_09590
ko:K03088	mmv:MYCMA_09605
ko:K00340	mmv:MYCMA_09645
ko:K01523	mmv:MYCMA_09650
ko:K03925	mmv:MYCMA_09790
ko:K13787	mmv:MYCMA_09810
ko:K14337	mmv:MYCMA_09815
ko:K13668	mmv:MYCMA_09855
ko:K02342	mmv:MYCMA_09870
ko:K02276	mmv:MYCMA_09875
ko:K02233	mmv:MYCMA_09890
ko:K09131	mmv:MYCMA_09900
ko:K00658	mmv:MYCMA_09905
ko:K10531	mmv:MYCMA_09920
ko:K15977	mmv:MYCMA_09955
ko:K07226	mmv:MYCMA_10040
ko:K07107	mmv:MYCMA_10650
ko:K02351	mmv:MYCMA_10655
ko:K07245	mmv:MYCMA_10655
ko:K06959	mmv:MYCMA_10685
ko:K02110	mmv:MYCMA_10860
ko:K02909	mmv:MYCMA_10870
ko:K15983	mmv:MYCMA_12635
ko:K01126	mmv:MYCMA_12650
ko:K00991	mmv:MYCMA_12655
ko:K02016	mmv:MYCMA_12715
ko:K03581	mmv:MYCMA_13170
ko:K00375	mmv:MYCMA_13635
ko:K12437	mmv:MYCMA_13665
ko:K13687	mmv:MYCMA_13675
ko:K07107	mmv:MYCMA_10085
ko:K16937	mmv:MYCMA_10100
ko:K01992	mmv:MYCMA_11040
ko:K13693	mmv:MYCMA_11065
ko:K06966	mmv:MYCMA_11075
ko:K08223	mmv:MYCMA_11085
ko:K00545	mmv:MYCMA_11120
ko:K01724	mmv:MYCMA_11150
ko:K07090	mmv:MYCMA_11505
ko:K09009	mmv:MYCMA_11510
ko:K07243	mmv:MYCMA_11525
ko:K16301	mmv:MYCMA_11530
ko:K18481	mmv:MYCMA_11860
ko:K00537	mmv:MYCMA_11895
ko:K07107	mmv:MYCMA_11905
ko:K09959	mmv:MYCMA_11925
ko:K06980	mmv:MYCMA_12340
ko:K00215	mmv:MYCMA_12350
ko:K07052	mmv:MYCMA_12400
ko:K12262	mmv:MYCMA_10190
ko:K02027	mmv:MYCMA_10260
ko:K06889	mmv:MYCMA_10285
ko:K07397	mmv:MYCMA_10285
ko:K07044	mmv:MYCMA_10295
ko:K02067	mmv:MYCMA_10320
ko:K02066	mmv:MYCMA_10330
ko:K02078	mmv:MYCMA_10335
ko:K01992	mmv:MYCMA_10340
ko:K02968	mmv:MYCMA_10465
ko:K02340	mmv:MYCMA_10470
ko:K02238	mmv:MYCMA_10495
ko:K07161	mmv:MYCMA_10505
ko:K00147	mmv:MYCMA_10515
ko:K02899	mmv:MYCMA_10535
ko:K00940	mmv:MYCMA_10540
ko:K00175	mmv:MYCMA_10575
ko:K00174	mmv:MYCMA_10580
ko:K03544	mmv:MYCMA_10610
ko:K11082	mmv:MYCMA_10795
ko:K11083	mmv:MYCMA_10800
ko:K03602	mmv:MYCMA_11305
ko:K03088	mmv:MYCMA_11320
ko:K03088	mmv:MYCMA_11585
ko:K07044	mmv:MYCMA_11615
ko:K12343	mmv:MYCMA_11620
ko:K07006	mmv:MYCMA_11635
ko:K07090	mmv:MYCMA_11640
ko:K01934	mmv:MYCMA_11660
ko:K02911	mmv:MYCMA_11675
ko:K01692	mmv:MYCMA_11685
ko:K02471	mmv:MYCMA_11700
ko:K06889	mmv:MYCMA_12000
ko:K02616	mmv:MYCMA_12010
ko:K00389	mmv:MYCMA_12035
ko:K14953	mmv:MYCMA_12045
ko:K10843	mmv:MYCMA_12115
ko:K01952	mmv:MYCMA_12425
ko:K06986	mmv:MYCMA_12435
ko:K04075	mmv:MYCMA_12755
ko:K09153	mmv:MYCMA_12795
ko:K03704	mmv:MYCMA_12890
ko:K00847	mmv:MYCMA_13280
ko:K09922	mmv:MYCMA_13310
ko:K02909	mmv:MYCMA_13340
ko:K02902	mmv:MYCMA_13345
ko:K02913	mmv:MYCMA_13350
ko:K02963	mmv:MYCMA_13355
ko:K07009	mmv:MYCMA_13375
ko:K09747	mmv:MYCMA_13380
ko:K01448	mmv:MYCMA_13385
ko:K07156	mmv:MYCMA_13835
ko:K15981	mmv:MYCMA_13860
ko:K07044	mmv:MYCMA_13880
ko:K01077	mmv:MYCMA_13885
ko:K08987	mmv:MYCMA_13905
ko:K03578	mmv:MYCMA_13940
ko:K05595	mmv:MYCMA_10985
ko:K03284	mmv:MYCMA_10990
ko:K02025	mmv:MYCMA_11005
ko:K05846	mmv:MYCMA_11380
ko:K01607	mmv:MYCMA_11395
ko:K04093	mmv:MYCMA_11720
ko:K02067	mmv:MYCMA_11835
ko:K07068	mmv:MYCMA_12170
ko:K00626	mmv:MYCMA_12185
ko:K09684	mmv:MYCMA_12210
ko:K08369	mmv:MYCMA_12230
ko:K05569	mmv:MYCMA_12545
ko:K05570	mmv:MYCMA_12550
ko:K07044	mmv:MYCMA_12905
ko:K12510	mmv:MYCMA_12935
ko:K00773	mmv:MYCMA_13485
ko:K09957	mmv:MYCMA_13515
ko:K12429	mmv:MYCMA_0703
ko:K02914	mmv:MYCMA_02685
ko:K03536	mmv:MYCMA_02690
ko:K02990	mmv:MYCMA_02800
ko:K02963	mmv:MYCMA_02805
ko:K01704	mmv:MYCMA_02820
ko:K01703	mmv:MYCMA_02825
ko:K04488	mmv:MYCMA_03355
ko:K02004	mmv:MYCMA_03360
ko:K02078	mmv:MYCMA_03365
ko:K07045	mmv:MYCMA_03375
ko:K02067	mmv:MYCMA_03770
ko:K18687	mmv:MYCMA_0305
ko:K02493	mmv:MYCMA_1361
ko:K18851	mmv:MYCMA_0105
ko:K18851	mmv:MYCMA_0865
ko:K01990	mmv:MYCMA_0124
ko:K01992	mmv:MYCMA_0122
ko:K21672	mmv:MYCMA_03465
ko:K14224	mmv:MYCMA_06625
ko:K14237	mmv:MYCMA_07790
ko:K14237	mmv:MYCMA_07795
ko:K14230	mmv:MYCMA_10240
ko:K18917	mmv:MYCMA_06015
ko:K18955	mmv:MYCMA_13135
ko:K18955	mmv:MYCMA_05545
ko:K18913	mmv:MYCMA_0197
ko:K18939	mmv:MYCMA_2181
ko:K18955	mmv:MYCMA_05935
ko:K18851	mmv:MYCMA_0106
ko:K18851	mmv:MYCMA_0104
ko:K01971	mmv:MYCMA_0544
ko:K18911	mmv:MYCMA_0196
ko:K18912	mmv:MYCMA_0194
ko:K03496	mmv:MYCMA_2680
ko:K03497	mmv:MYCMA_2679
ko:K03111	mmv:MYCMA_2649
ko:K04565	mmv:MYCMA_2328
ko:K03496	mmv:MYCMA_1941
ko:K05593	mmv:MYCMA_08945
ko:K03496	mmv:MYCMA_1278
ko:K03761	mmv:MYCMA_2100
ko:K03822	mmv:MYCMA_1266
ko:K00335	mmv:MYCMA_1125
ko:K03976	mmv:MYCMA_1946
ko:K00336	mmv:MYCMA_1126
ko:K01436	mmv:MYCMA_2010
ko:K02483	mmv:MYCMA_0355
ko:K00249	mmv:MYCMA_2657
ko:K00020	mmv:MYCMA_0629
ko:K00344	mmv:MYCMA_2539
ko:K00344	mmv:MYCMA_1508
ko:K08095	mmv:MYCMA_2070
ko:K08095	mmv:MYCMA_2073
ko:K07029	mmv:MYCMA_2150
ko:K03111	mmv:MYCMA_0853
ko:K03526	mmv:MYCMA_1740
ko:K16238	mmv:MYCMA_2116
ko:K19221	mmv:MYCMA_1732
ko:K03343	mmv:MYCMA_04160
ko:K07448	mmv:MYCMA_03155
ko:K00798	mmv:MYCMA_0781
ko:K19190	mmv:MYCMA_07600
ko:K05558	mmv:MYCMA_03385
ko:K01710	mmv:MYCMA_2081
ko:K01621	mmv:MYCMA_08650
ko:K01621	mmv:MYCMA_08910
ko:K05558	mmv:MYCMA_02990
ko:K08095	mmv:MYCMA_2445
ko:K08095	mmv:MYCMA_2101
ko:K08095	mmv:MYCMA_2072
ko:K08095	mmv:MYCMA_1797
ko:K00020	mmv:MYCMA_2486
ko:K01990	mmv:MYCMA_2345
ko:K19302	mmv:MYCMA_13620
ko:K03722	mmv:MYCMA_0796
ko:K15868	mmv:MYCMA_1247
ko:K12952	mmv:MYCMA_0510
ko:K01992	mmv:MYCMA_04500
ko:K01267	mmv:MYCMA_0375
ko:K07068	mmv:MYCMA_08450
ko:K01066	mmv:MYCMA_0049
ko:K00059	mmv:MYCMA_12205
ko:K06867	mmv:MYCMA_13715
ko:K01822	mmv:MYCMA_0644
ko:K22476	mmv:MYCMA_2330
ko:K06221	mmv:MYCMA_1628
ko:K20261	mmv:MYCMA_0159
ko:K19577	mmv:MYCMA_0759
ko:K16238	mmv:MYCMA_1529
ko:K01457	mmv:MYCMA_0852
ko:K19710	mmv:MYCMA_1605
ko:K19777	mmv:MYCMA_06075
ko:K19777	mmv:MYCMA_06830
ko:K00128	mmv:MYCMA_2484
ko:K08744	mmv:MYCMA_1297
ko:K15510	mmv:MYCMA_2354
ko:K13775	mmv:MYCMA_2197
ko:K01431	mmv:MYCMA_1550
ko:K05770	mmv:MYCMA_04435
ko:K05770	mmv:MYCMA_1184
ko:K12132	mmv:MYCMA_0021
ko:K12132	mmv:MYCMA_2464
ko:K12132	mmv:MYCMA_0599
ko:K20074	mmv:MYCMA_0025
ko:K20265	mmv:MYCMA_0416
ko:K20470	mmv:MYCMA_2497
ko:K20469	mmv:MYCMA_2501
ko:K01978	mmv:MYCMA_10005
ko:K20467	mmv:MYCMA_09970
ko:K20466	mmv:MYCMA_2505
ko:K20467	mmv:MYCMA_03740
ko:K20468	mmv:MYCMA_03755
ko:K16227	mmv:MYCMA_04775
ko:K07749	mmv:MYCMA_2567
ko:K00249	mmv:MYCMA_0170
ko:K00249	mmv:MYCMA_0961
ko:K00249	mmv:MYCMA_06100
ko:K00249	mmv:MYCMA_1921
ko:K00632	mmv:MYCMA_0532
ko:K00632	mmv:MYCMA_1903
ko:K00001	mmv:MYCMA_0521
ko:K16936	mmv:MYCMA_03120
ko:K16937	mmv:MYCMA_03120
ko:K01768	mmv:MYCMA_0242
ko:K01768	mmv:MYCMA_0786
ko:K01768	mmv:MYCMA_2503
ko:K01768	mmv:MYCMA_03015
ko:K00130	mmv:MYCMA_1834
ko:K08884	mmv:MYCMA_1043
ko:K05375	mmv:MYCMA_03280
ko:K00091	mmv:MYCMA_0379
ko:K01802	mmv:MYCMA_0504
ko:K22107	mmv:MYCMA_2336
ko:K01179	mmv:MYCMA_2619
ko:K01214	mmv:MYCMA_1467
ko:K20814	mmv:MYCMA_1148
ko:K20940	mmv:MYCMA_1195
ko:K21071	mmv:MYCMA_1838
ko:K21140	mmv:MYCMA_0802
ko:K21014	mmv:MYCMA_10710
ko:K22445	mmv:MYCMA_2305
ko:K21119	mmv:MYCMA_0742
ko:K00821	mmv:MYCMA_1261
ko:K21147	mmv:MYCMA_1939
ko:K06223	mmv:MYCMA_09995
ko:K06217	mmv:MYCMA_0911
ko:K02316	mmv:MYCMA_0933
ko:K00526	mmv:MYCMA_1875
ko:K00526	mmv:MYCMA_2228
ko:K02335	mmv:MYCMA_1414
ko:K00525	mmv:MYCMA_1879
ko:K01286	mmv:MYCMA_0172
ko:K02314	mmv:MYCMA_02810
ko:K18955	mmv:MYCMA_03200
ko:K18955	mmv:MYCMA_03830
ko:K18955	mmv:MYCMA_03050
ko:K06191	mmv:MYCMA_06265
ko:K18955	mmv:MYCMA_06185
ko:K00560	mmv:MYCMA_1696
ko:K00287	mmv:MYCMA_1695
ko:K03465	mmv:MYCMA_07200
ko:K03553	mmv:MYCMA_1683
ko:K01520	mmv:MYCMA_1657
ko:K07465	mmv:MYCMA_09610
ko:K22552	mmv:MYCMA_0233
ko:K21281	mmv:MYCMA_09380
ko:K20938	mmv:MYCMA_1349
ko:K05364	mmv:MYCMA_0023
ko:K03636	mmv:MYCMA_10835
ko:K21148	mmv:MYCMA_0803
ko:K03636	mmv:MYCMA_12080
ko:K05375	mmv:MYCMA_09440
ko:K14333	mmv:MYCMA_05870
ko:K14215	mmv:MYCMA_0917
ko:K21200	mmv:MYCMA_1007
ko:K00632	mmv:MYCMA_0962
ko:K00632	mmv:MYCMA_13235
ko:K21401	mmv:MYCMA_06310
ko:K21397	mmv:MYCMA_2034
ko:K03293	mmv:MYCMA_2137
ko:K21473	mmv:MYCMA_1492
ko:K21480	mmv:MYCMA_2617
ko:K21474	mmv:MYCMA_1491
ko:K21471	mmv:MYCMA_1036
ko:K21401	mmv:MYCMA_2185
ko:K21481	mmv:MYCMA_12695
ko:K21691	mmv:MYCMA_10565
ko:K21600	mmv:MYCMA_2513
ko:K10914	mmv:MYCMA_0214
ko:K21608	mmv:MYCMA_11260
ko:K21687	mmv:MYCMA_12085
ko:K00863	mmv:MYCMA_0118
ko:K21672	mmv:MYCMA_13525
ko:K10914	mmv:MYCMA_1359
ko:K21686	mmv:MYCMA_2549
ko:K00344	mmv:MYCMA_1989
ko:K21608	mmv:MYCMA_13000
ko:K21885	mmv:MYCMA_1406
ko:K21961	mmv:MYCMA_0522
ko:K21962	mmv:MYCMA_1494
ko:K21992	mmv:MYCMA_1712
ko:K00936	mmv:MYCMA_1944
ko:K22010	mmv:MYCMA_1420
ko:K22044	mmv:MYCMA_1915
ko:K22044	mmv:MYCMA_0747
ko:K22107	mmv:MYCMA_0294
ko:K03595	mmv:MYCMA_0914
ko:K22108	mmv:MYCMA_0308
ko:K22213	mmv:MYCMA_13435
ko:K00467	mmv:MYCMA_1114
ko:K22270	mmv:MYCMA_0154
ko:K22187	mmv:MYCMA_0424
ko:K17758	mmv:MYCMA_2056
ko:K17759	mmv:MYCMA_2056
ko:K22303	mmv:MYCMA_2342
ko:K22297	mmv:MYCMA_1344
ko:K22306	mmv:MYCMA_0890
ko:K02257	mmv:MYCMA_1509
ko:K22336	mmv:MYCMA_0076
ko:K22311	mmv:MYCMA_1603
ko:K22303	mmv:MYCMA_0054
ko:K22316	mmv:MYCMA_0987
ko:K22336	mmv:MYCMA_0077
ko:K22295	mmv:MYCMA_0053
ko:K22298	mmv:MYCMA_10370
ko:K01551	mmv:MYCMA_1039
ko:K11206	mmv:MYCMA_2267
ko:K00728	mmv:MYCMA_0590
ko:K22468	mmv:MYCMA_2304
ko:K22468	mmv:MYCMA_0551
ko:K08300	mmv:MYCMA_0882
ko:K08301	mmv:MYCMA_0882
