ko:K19079	sauz:SAZ172_0672
ko:K02479	sauz:SAZ172_1859
ko:K08168	sauz:SAZ172_0147
ko:K02483	sauz:SAZ172_2465
ko:K14204	sauz:SAZ172_1950
ko:K03293	sauz:SAZ172_1346
ko:K18220	sauz:SAZ172_0398
ko:K07741	sauz:SAZ172_2009
ko:K02031	sauz:SAZ172_0206
ko:K02032	sauz:SAZ172_0206
ko:K02809	sauz:SAZ172_0202
ko:K02810	sauz:SAZ172_0202
ko:K00130	sauz:SAZ172_2730
ko:K02809	sauz:SAZ172_2482
ko:K02810	sauz:SAZ172_2482
ko:K03366	sauz:SAZ172_0137
ko:K00008	sauz:SAZ172_0252
ko:K07145	sauz:SAZ172_1135
ko:K01046	sauz:SAZ172_0320
ko:K22580	sauz:SAZ172_0997
ko:K01046	sauz:SAZ172_2790
ko:K00632	sauz:SAZ172_0231
ko:K00122	sauz:SAZ172_0186
ko:K02172	sauz:SAZ172_2689
ko:K21461	sauz:SAZ172_2787
ko:K21462	sauz:SAZ172_2789
ko:K21463	sauz:SAZ172_2459
ko:K00008	sauz:SAZ172_0250
ko:K03671	sauz:SAZ172_2053
ko:K07491	sauz:SAZ172_1429
ko:K07112	sauz:SAZ172_2150
ko:K06198	sauz:SAZ172_0940
ko:K08255	sauz:SAZ172_0911
ko:K00383	sauz:SAZ172_p124
ko:K07705	sauz:SAZ172_0264
ko:K00681	sauz:SAZ172_0210
ko:K18591	sauz:SAZ172_0405
ko:K04749	sauz:SAZ172_2171
ko:K18707	sauz:SAZ172_1589
ko:K18766	sauz:SAZ172_2690
ko:K05592	sauz:SAZ172_2185
ko:K18672	sauz:SAZ172_2264
ko:K18704	sauz:SAZ172_0255
ko:K18682	sauz:SAZ172_1290
ko:K18692	sauz:SAZ172_1571
ko:K10747	sauz:SAZ172_2077
ko:K18906	sauz:SAZ172_0698
ko:K01262	sauz:SAZ172_1544
ko:K09692	sauz:SAZ172_1881
ko:K07723	sauz:SAZ172_2174
ko:K18908	sauz:SAZ172_0335
ko:K18909	sauz:SAZ172_0334
ko:K18941	sauz:SAZ172_1427
ko:K07171	sauz:SAZ172_2173
ko:K04940	sauz:SAZ172_2401
ko:K07483	sauz:SAZ172_1819
ko:K07467	sauz:SAZ172_2701
ko:K03497	sauz:SAZ172_2831
ko:K03497	sauz:SAZ172_0362
ko:K03111	sauz:SAZ172_0368
ko:K03111	sauz:SAZ172_1081
ko:K07467	sauz:SAZ172_0413
ko:K11040	sauz:SAZ172_1959
ko:K03111	sauz:SAZ172_1997
ko:K03502	sauz:SAZ172_1375
ko:K05593	sauz:SAZ172_2092
ko:K03111	sauz:SAZ172_2201
ko:K08168	sauz:SAZ172_0064
ko:K14201	sauz:SAZ172_0800
ko:K11040	sauz:SAZ172_0831
ko:K11040	sauz:SAZ172_0832
ko:K11040	sauz:SAZ172_1613
ko:K03169	sauz:SAZ172_2353
ko:K00221	sauz:SAZ172_0061
ko:K07029	sauz:SAZ172_1909
ko:K07497	sauz:SAZ172_2686
ko:K03741	sauz:SAZ172_1787
ko:K07132	sauz:SAZ172_2685
ko:K07498	sauz:SAZ172_0055
ko:K01271	sauz:SAZ172_1721
ko:K03498	sauz:SAZ172_2025
ko:K09145	sauz:SAZ172_0683
ko:K07498	sauz:SAZ172_0063
ko:K07498	sauz:SAZ172_p125
ko:K18979	sauz:SAZ172_1867
ko:K00949	sauz:SAZ172_1227
ko:K01318	sauz:SAZ172_1824
ko:K01318	sauz:SAZ172_0989
ko:K13052	sauz:SAZ172_0509
ko:K07498	sauz:SAZ172_p114
ko:K07816	sauz:SAZ172_2605
ko:K07498	sauz:SAZ172_p117
ko:K00221	sauz:SAZ172_p119
ko:K13733	sauz:SAZ172_2597
ko:K07498	sauz:SAZ172_0067
ko:K07498	sauz:SAZ172_0068
ko:K03429	sauz:SAZ172_0958
ko:K07452	sauz:SAZ172_0096
ko:K03293	sauz:SAZ172_2417
ko:K19077	sauz:SAZ172_0671
ko:K01174	sauz:SAZ172_1337
ko:K14203	sauz:SAZ172_1155
ko:K19147	sauz:SAZ172_0097
ko:K11039	sauz:SAZ172_2035
ko:K19078	sauz:SAZ172_0670
ko:K19158	sauz:SAZ172_2511
ko:K19225	sauz:SAZ172_1562
ko:K02777	sauz:SAZ172_1435
ko:K01239	sauz:SAZ172_2384
ko:K14198	sauz:SAZ172_1956
ko:K19068	sauz:SAZ172_0164
ko:K19081	sauz:SAZ172_2743
ko:K19082	sauz:SAZ172_2744
ko:K19083	sauz:SAZ172_2742
ko:K19084	sauz:SAZ172_2741
ko:K08259	sauz:SAZ172_0279
ko:K19159	sauz:SAZ172_2512
ko:K14195	sauz:SAZ172_2592
ko:K02031	sauz:SAZ172_0932
ko:K02032	sauz:SAZ172_1389
ko:K07462	sauz:SAZ172_2130
ko:K11442	sauz:SAZ172_2272
ko:K03722	sauz:SAZ172_1468
ko:K01992	sauz:SAZ172_2613
ko:K19411	sauz:SAZ172_0525
ko:K19302	sauz:SAZ172_1430
ko:K19405	sauz:SAZ172_0526
ko:K19299	sauz:SAZ172_2091
ko:K07485	sauz:SAZ172_1871
ko:K07485	sauz:SAZ172_2266
ko:K03574	sauz:SAZ172_1805
ko:K02031	sauz:SAZ172_1390
ko:K19279	sauz:SAZ172_0043
ko:K19576	sauz:SAZ172_0706
ko:K06881	sauz:SAZ172_1717
ko:K01906	sauz:SAZ172_2528
ko:K00561	sauz:SAZ172_1667
ko:K03483	sauz:SAZ172_2258
ko:K21721	sauz:SAZ172_0128
ko:K00887	sauz:SAZ172_1582
ko:K19689	sauz:SAZ172_1890
ko:K01258	sauz:SAZ172_1526
ko:K20483	sauz:SAZ172_1835
ko:K20482	sauz:SAZ172_1836
ko:K07119	sauz:SAZ172_2291
ko:K00547	sauz:SAZ172_0359
ko:K00297	sauz:SAZ172_0359
ko:K02538	sauz:SAZ172_2759
ko:K21636	sauz:SAZ172_2734
ko:K19883	sauz:SAZ172_2086
ko:K19976	sauz:SAZ172_0644
ko:K20074	sauz:SAZ172_1223
ko:K12132	sauz:SAZ172_1224
ko:K20116	sauz:SAZ172_0199
ko:K20117	sauz:SAZ172_0199
ko:K20118	sauz:SAZ172_0199
ko:K20116	sauz:SAZ172_2635
ko:K20117	sauz:SAZ172_2635
ko:K20118	sauz:SAZ172_2635
ko:K20338	sauz:SAZ172_1776
ko:K20491	sauz:SAZ172_1830
ko:K20494	sauz:SAZ172_1829
ko:K21949	sauz:SAZ172_0127
ko:K20484	sauz:SAZ172_1834
ko:K20486	sauz:SAZ172_1832
ko:K20490	sauz:SAZ172_1831
ko:K20337	sauz:SAZ172_1175
ko:K20337	sauz:SAZ172_1176
ko:K20534	sauz:SAZ172_0715
ko:K02790	sauz:SAZ172_0244
ko:K02791	sauz:SAZ172_0244
ko:K21029	sauz:SAZ172_2377
ko:K21030	sauz:SAZ172_0253
ko:K00525	sauz:SAZ172_0742
ko:K21030	sauz:SAZ172_0258
ko:K21064	sauz:SAZ172_0912
ko:K08968	sauz:SAZ172_1732
ko:K00435	sauz:SAZ172_0589
ko:K00526	sauz:SAZ172_0743
ko:K00526	sauz:SAZ172_2055
ko:K14199	sauz:SAZ172_0229
ko:K11038	sauz:SAZ172_2523
ko:K11038	sauz:SAZ172_2525
ko:K11038	sauz:SAZ172_2526
ko:K11038	sauz:SAZ172_1838
ko:K11038	sauz:SAZ172_1839
ko:K14199	sauz:SAZ172_1158
ko:K14199	sauz:SAZ172_1954
ko:K03553	sauz:SAZ172_1289
ko:K07455	sauz:SAZ172_1999
ko:K11038	sauz:SAZ172_2019
ko:K11038	sauz:SAZ172_2020
ko:K07474	sauz:SAZ172_2028
ko:K00525	sauz:SAZ172_2056
ko:K03546	sauz:SAZ172_1359
ko:K00558	sauz:SAZ172_2067
ko:K07313	sauz:SAZ172_2103
ko:K00287	sauz:SAZ172_1439
ko:K00560	sauz:SAZ172_1440
ko:K01174	sauz:SAZ172_2121
ko:K00857	sauz:SAZ172_2223
ko:K02314	sauz:SAZ172_0016
ko:K01174	sauz:SAZ172_0804
ko:K02316	sauz:SAZ172_1575
ko:K06217	sauz:SAZ172_1584
ko:K07474	sauz:SAZ172_0849
ko:K01493	sauz:SAZ172_1601
ko:K04068	sauz:SAZ172_2733
ko:K06958	sauz:SAZ172_0776
ko:K05020	sauz:SAZ172_2289
ko:K02335	sauz:SAZ172_1701
ko:K21285	sauz:SAZ172_0651
ko:K02032	sauz:SAZ172_0933
ko:K00108	sauz:SAZ172_2729
ko:K13714	sauz:SAZ172_0993
ko:K03296	sauz:SAZ172_2360
ko:K00980	sauz:SAZ172_0653
ko:K00525	sauz:SAZ172_2057
ko:K07741	sauz:SAZ172_1074
ko:K22044	sauz:SAZ172_0363
ko:K21453	sauz:SAZ172_2785
ko:K21478	sauz:SAZ172_2788
ko:K21567	sauz:SAZ172_2476
ko:K21591	sauz:SAZ172_0257
ko:K21600	sauz:SAZ172_2191
ko:K18704	sauz:SAZ172_0260
ko:K21828	sauz:SAZ172_2750
ko:K08365	sauz:SAZ172_p123
ko:K08365	sauz:SAZ172_0057
ko:K22043	sauz:SAZ172_2249
ko:K21903	sauz:SAZ172_0083
ko:K21903	sauz:SAZ172_p127
ko:K22136	sauz:SAZ172_1179
ko:K00754	sauz:SAZ172_1471
ko:K22135	sauz:SAZ172_0569
ko:K03595	sauz:SAZ172_1580
ko:K22132	sauz:SAZ172_1641
ko:K22109	sauz:SAZ172_2731
ko:K03547	sauz:SAZ172_1855
ko:K17758	sauz:SAZ172_0007
ko:K01046	sauz:SAZ172_0321
ko:K02257	sauz:SAZ172_1055
ko:K22409	sauz:SAZ172_0466
ko:K13566	sauz:SAZ172_2034
ko:K22441	sauz:SAZ172_2473
