ko:K02495	senb:BN855_40700
ko:K15836	senb:BN855_28990
ko:K11605	senb:BN855_29030
ko:K11606	senb:BN855_29040
ko:K03221	senb:BN855_29130
ko:K02078	senb:BN855_29210
ko:K03225	senb:BN855_29310
ko:K03230	senb:BN855_29360
ko:K03710	senb:BN855_36800
ko:K01194	senb:BN855_36810
ko:K07058	senb:BN855_36860
ko:K07290	senb:BN855_36880
ko:K00874	senb:BN855_36910
ko:K11103	senb:BN855_36930
ko:K00694	senb:BN855_36980
ko:K12372	senb:BN855_37080
ko:K12371	senb:BN855_37090
ko:K12370	senb:BN855_37100
ko:K12369	senb:BN855_37110
ko:K12368	senb:BN855_37120
ko:K12975	senb:BN855_37170
ko:K07347	senb:BN855_37200
ko:K01246	senb:BN855_37240
ko:K03826	senb:BN855_37250
ko:K03773	senb:BN855_44690
ko:K11737	senb:BN855_44700
ko:K07322	senb:BN855_44710
ko:K07109	senb:BN855_44770
ko:K07278	senb:BN855_44820
ko:K09800	senb:BN855_44830
ko:K03841	senb:BN855_44880
ko:K02558	senb:BN855_44890
ko:K03337	senb:BN855_44960
ko:K00140	senb:BN855_44970
ko:K03335	senb:BN855_44990
ko:K01201	senb:BN855_45010
ko:K06606	senb:BN855_45020
ko:K03338	senb:BN855_45040
ko:K03336	senb:BN855_45060
ko:K06606	senb:BN855_45100
ko:K06605	senb:BN855_45110
ko:K09889	senb:BN855_45120
ko:K03592	senb:BN855_45130
ko:K15536	senb:BN855_45140
ko:K01465	senb:BN855_45200
ko:K11189	senb:BN855_41890
ko:K11201	senb:BN855_41890
ko:K11203	senb:BN855_41900
ko:K11202	senb:BN855_41910
ko:K00656	senb:BN855_41920
ko:K04069	senb:BN855_41930
ko:K11202	senb:BN855_41940
ko:K01595	senb:BN855_41970
ko:K01438	senb:BN855_41980
ko:K00145	senb:BN855_41990
ko:K00930	senb:BN855_42000
ko:K01755	senb:BN855_42010
ko:K04761	senb:BN855_42020
ko:K00322	senb:BN855_42030
ko:K16092	senb:BN855_42070
ko:K01776	senb:BN855_42080
ko:K00075	senb:BN855_42090
ko:K03524	senb:BN855_42100
ko:K02358	senb:BN855_42130
ko:K03073	senb:BN855_42140
ko:K02601	senb:BN855_42150
ko:K02867	senb:BN855_42160
ko:K02863	senb:BN855_42170
ko:K02864	senb:BN855_42180
ko:K02935	senb:BN855_42190
ko:K01256	senb:BN855_10120
ko:K07140	senb:BN855_10150
ko:K12297	senb:BN855_10160
ko:K15738	senb:BN855_10170
ko:K03808	senb:BN855_10180
ko:K05838	senb:BN855_5040
ko:K10804	senb:BN855_5060
ko:K02003	senb:BN855_5070
ko:K02073	senb:BN855_5100
ko:K02071	senb:BN855_5110
ko:K02072	senb:BN855_5120
ko:K06917	senb:BN855_5130
ko:K10972	senb:BN855_5140
ko:K01483	senb:BN855_5150
ko:K10973	senb:BN855_5160
ko:K01608	senb:BN855_5170
ko:K10975	senb:BN855_5210
ko:K00865	senb:BN855_5240
ko:K14977	senb:BN855_5250
ko:K02083	senb:BN855_5260
ko:K00926	senb:BN855_5310
ko:K01589	senb:BN855_5320
ko:K01588	senb:BN855_5330
ko:K03269	senb:BN855_5340
ko:K01883	senb:BN855_5360
ko:K07038	senb:BN855_5390
ko:K01491	senb:BN855_5410
ko:K07345	senb:BN855_5420
ko:K07351	senb:BN855_5430
ko:K07347	senb:BN855_5450
ko:K07350	senb:BN855_5460
ko:K07348	senb:BN855_5470
ko:K07688	senb:BN855_5480
ko:K08088	senb:BN855_5490
ko:K09786	senb:BN855_13170
ko:K07180	senb:BN855_13190
ko:K06871	senb:BN855_13210
ko:K01792	senb:BN855_13230
ko:K00134	senb:BN855_13240
ko:K09916	senb:BN855_13260
ko:K08281	senb:BN855_13270
ko:K04773	senb:BN855_13290
ko:K01008	senb:BN855_13310
ko:K00262	senb:BN855_13330
ko:K08320	senb:BN855_13350
ko:K01142	senb:BN855_13360
ko:K00840	senb:BN855_13380
ko:K00673	senb:BN855_13390
ko:K06192	senb:BN855_10190
ko:K09857	senb:BN855_10200
ko:K01716	senb:BN855_10220
ko:K04770	senb:BN855_10230
ko:K09911	senb:BN855_10240
ko:K03658	senb:BN855_10300
ko:K01734	senb:BN855_10310
ko:K06929	senb:BN855_10330
ko:K11940	senb:BN855_10340
ko:K06969	senb:BN855_10350
ko:K01512	senb:BN855_10380
ko:K07127	senb:BN855_10520
ko:K05921	senb:BN855_10560
ko:K00373	senb:BN855_18150
ko:K00371	senb:BN855_18160
ko:K00370	senb:BN855_18170
ko:K02575	senb:BN855_18180
ko:K07673	senb:BN855_18190
ko:K07300	senb:BN855_18250
ko:K01627	senb:BN855_18260
ko:K02493	senb:BN855_18290
ko:K02835	senb:BN855_18300
ko:K02492	senb:BN855_18310
ko:K02494	senb:BN855_18320
ko:K00919	senb:BN855_18330
ko:K00948	senb:BN855_18350
ko:K03321	senb:BN855_18360
ko:K01056	senb:BN855_18380
ko:K06942	senb:BN855_18390
ko:K03620	senb:BN855_18450
ko:K03619	senb:BN855_18460
ko:K03618	senb:BN855_18470
ko:K00425	senb:BN855_18480
ko:K00426	senb:BN855_18490
ko:K00261	senb:BN855_18510
ko:K01194	senb:BN855_18530
ko:K08308	senb:BN855_18560
ko:K01775	senb:BN855_18590
ko:K01951	senb:BN855_25950
ko:K03601	senb:BN855_25970
ko:K13735	senb:BN855_26030
ko:K03977	senb:BN855_26050
ko:K01892	senb:BN855_26080
ko:K15539	senb:BN855_26100
ko:K06941	senb:BN855_26110
ko:K00940	senb:BN855_26120
ko:K07306	senb:BN855_26160
ko:K05367	senb:BN855_26170
ko:K06894	senb:BN855_26180
ko:K07751	senb:BN855_26240
ko:K04755	senb:BN855_26260
ko:K04044	senb:BN855_26270
ko:K04082	senb:BN855_26280
ko:K04487	senb:BN855_26310
ko:K13643	senb:BN855_26330
ko:K15396	senb:BN855_26340
ko:K00024	senb:BN855_34360
ko:K03402	senb:BN855_34370
ko:K03623	senb:BN855_34400
ko:K03468	senb:BN855_34410
ko:K15548	senb:BN855_34420
ko:K03568	senb:BN855_34460
ko:K08301	senb:BN855_34480
ko:K06287	senb:BN855_34490
ko:K03571	senb:BN855_34500
ko:K03570	senb:BN855_34510
ko:K03569	senb:BN855_34520
ko:K17247	senb:BN855_34560
ko:K02160	senb:BN855_34570
ko:K01961	senb:BN855_34580
ko:K14392	senb:BN855_34600
ko:K02687	senb:BN855_34610
ko:K03557	senb:BN855_34630
ko:K00014	senb:BN855_34780
ko:K07566	senb:BN855_34790
ko:K07479	senb:BN855_34800
ko:K03043	senb:BN855_42200
ko:K03046	senb:BN855_42210
ko:K03150	senb:BN855_42250
ko:K03149	senb:BN855_42260
ko:K03154	senb:BN855_42270
ko:K00788	senb:BN855_42290
ko:K03147	senb:BN855_42300
ko:K07740	senb:BN855_42310
ko:K03426	senb:BN855_42320
ko:K01599	senb:BN855_42330
ko:K05982	senb:BN855_42340
ko:K09891	senb:BN855_42350
ko:K05787	senb:BN855_42360
ko:K07803	senb:BN855_42380
ko:K01945	senb:BN855_42410
ko:K00602	senb:BN855_42420
ko:K03827	senb:BN855_42430
ko:K00651	senb:BN855_42440
ko:K01638	senb:BN855_42450
ko:K01637	senb:BN855_42460
ko:K00906	senb:BN855_42480
ko:K03324	senb:BN855_42520
ko:K05995	senb:BN855_42530
ko:K09912	senb:BN855_42540
ko:K06182	senb:BN855_42550
ko:K17686	senb:BN855_4980
ko:K06447	senb:BN855_13400
ko:K01484	senb:BN855_13410
ko:K05526	senb:BN855_13420
ko:K05984	senb:BN855_13450
ko:K04064	senb:BN855_13480
ko:K02760	senb:BN855_13490
ko:K02761	senb:BN855_13500
ko:K02759	senb:BN855_13510
ko:K03490	senb:BN855_13520
ko:K03781	senb:BN855_13550
ko:K15722	senb:BN855_13560
ko:K06956	senb:BN855_13570
ko:K07038	senb:BN855_13580
ko:K02008	senb:BN855_21060
ko:K02007	senb:BN855_21080
ko:K03394	senb:BN855_21090
ko:K05895	senb:BN855_21110
ko:K02189	senb:BN855_21130
ko:K05936	senb:BN855_21140
ko:K02191	senb:BN855_21150
ko:K02188	senb:BN855_21170
ko:K06042	senb:BN855_21180
ko:K02227	senb:BN855_21190
ko:K02224	senb:BN855_21200
ko:K13919	senb:BN855_21260
ko:K13920	senb:BN855_21270
ko:K13922	senb:BN855_21360
ko:K04031	senb:BN855_21400
ko:K04029	senb:BN855_21410
ko:K16651	senb:BN855_21430
ko:K09802	senb:BN855_21440
ko:K07470	senb:BN855_21460
ko:K08354	senb:BN855_21480
ko:K01141	senb:BN855_21530
ko:K07314	senb:BN855_29470
ko:K03555	senb:BN855_29520
ko:K03186	senb:BN855_29640
ko:K06194	senb:BN855_29680
ko:K00573	senb:BN855_29700
ko:K03787	senb:BN855_29710
ko:K06176	senb:BN855_29720
ko:K01770	senb:BN855_29730
ko:K00991	senb:BN855_29740
ko:K05589	senb:BN855_29750
ko:K00860	senb:BN855_29770
ko:K00957	senb:BN855_29790
ko:K09612	senb:BN855_29800
ko:K15342	senb:BN855_29880
ko:K07726	senb:BN855_37310
ko:K03704	senb:BN855_37320
ko:K01879	senb:BN855_37390
ko:K01878	senb:BN855_37400
ko:K01805	senb:BN855_37470
ko:K02529	senb:BN855_37480
ko:K00835	senb:BN855_37530
ko:K08092	senb:BN855_37560
ko:K00880	senb:BN855_37620
ko:K09955	senb:BN855_37670
ko:K00138	senb:BN855_37680
ko:K03833	senb:BN855_37710
ko:K01042	senb:BN855_37720
ko:K00009	senb:BN855_37780
ko:K02562	senb:BN855_37790
ko:K01042	senb:BN855_45210
ko:K02818	senb:BN855_45300
ko:K02819	senb:BN855_45300
ko:K03485	senb:BN855_45310
ko:K01531	senb:BN855_45330
ko:K00610	senb:BN855_45350
ko:K00609	senb:BN855_45360
ko:K00611	senb:BN855_45400
ko:K00926	senb:BN855_45420
ko:K00611	senb:BN855_45460
ko:K09893	senb:BN855_45470
ko:K06169	senb:BN855_45480
ko:K03828	senb:BN855_45510
ko:K01873	senb:BN855_45530
ko:K02339	senb:BN855_45540
ko:K01255	senb:BN855_45550
ko:K07091	senb:BN855_45560
ko:K11720	senb:BN855_45570
ko:K06146	senb:BN855_45580
ko:K06157	senb:BN855_45590
ko:K00098	senb:BN855_45610
ko:K12957	senb:BN855_45630
ko:K09982	senb:BN855_45700
ko:K00455	senb:BN855_10580
ko:K02509	senb:BN855_10600
ko:K02511	senb:BN855_10630
ko:K02508	senb:BN855_10640
ko:K05516	senb:BN855_10680
ko:K01085	senb:BN855_10730
ko:K03809	senb:BN855_10750
ko:K13821	senb:BN855_10800
ko:K12972	senb:BN855_10930
ko:K06214	senb:BN855_10970
ko:K04338	senb:BN855_10980
ko:K04337	senb:BN855_10990
ko:K04335	senb:BN855_11010
ko:K04334	senb:BN855_11020
ko:K04336	senb:BN855_11030
ko:K00285	senb:BN855_18600
ko:K03603	senb:BN855_18620
ko:K03314	senb:BN855_18630
ko:K03611	senb:BN855_18640
ko:K09160	senb:BN855_18690
ko:K09902	senb:BN855_18710
ko:K03610	senb:BN855_18720
ko:K03609	senb:BN855_18730
ko:K03608	senb:BN855_18740
ko:K03684	senb:BN855_18750
ko:K07285	senb:BN855_18770
ko:K09917	senb:BN855_18810
ko:K01665	senb:BN855_18820
ko:K01752	senb:BN855_18840
ko:K00563	senb:BN855_18920
ko:K03587	senb:BN855_18930
ko:K03704	senb:BN855_18940
ko:K08169	senb:BN855_19000
ko:K03799	senb:BN855_19010
ko:K03797	senb:BN855_19020
ko:K03607	senb:BN855_19030
ko:K03808	senb:BN855_19050
ko:K05820	senb:BN855_26430
ko:K00600	senb:BN855_26440
ko:K05916	senb:BN855_26460
ko:K03765	senb:BN855_26470
ko:K03305	senb:BN855_26500
ko:K04751	senb:BN855_26510
ko:K07715	senb:BN855_26520
ko:K07711	senb:BN855_26540
ko:K01952	senb:BN855_26550
ko:K11991	senb:BN855_26580
ko:K07106	senb:BN855_26610
ko:K00077	senb:BN855_26630
ko:K08177	senb:BN855_26640
ko:K00997	senb:BN855_26670
ko:K03474	senb:BN855_26680
ko:K03584	senb:BN855_26690
ko:K03685	senb:BN855_26710
ko:K03100	senb:BN855_26720
ko:K03596	senb:BN855_26730
ko:K01462	senb:BN855_34830
ko:K00604	senb:BN855_34840
ko:K03500	senb:BN855_34850
ko:K07644	senb:BN855_5580
ko:K11732	senb:BN855_5650
ko:K16053	senb:BN855_5660
ko:K12686	senb:BN855_5680
ko:K10679	senb:BN855_5700
ko:K06048	senb:BN855_5750
ko:K02362	senb:BN855_5760
ko:K02364	senb:BN855_5800
ko:K02013	senb:BN855_5820
ko:K02015	senb:BN855_5830
ko:K02015	senb:BN855_5840
ko:K02016	senb:BN855_5860
ko:K02361	senb:BN855_5870
ko:K02363	senb:BN855_5880
ko:K01252	senb:BN855_5890
ko:K00216	senb:BN855_5900
ko:K06200	senb:BN855_5920
ko:K08317	senb:BN855_5940
ko:K14287	senb:BN855_5950
ko:K03805	senb:BN855_5990
ko:K03387	senb:BN855_6010
ko:K01173	senb:BN855_13670
ko:K01868	senb:BN855_13680
ko:K02520	senb:BN855_13690
ko:K02916	senb:BN855_13700
ko:K02887	senb:BN855_13710
ko:K01889	senb:BN855_13720
ko:K01890	senb:BN855_13730
ko:K04764	senb:BN855_13740
ko:K00432	senb:BN855_13760
ko:K06074	senb:BN855_13770
ko:K01626	senb:BN855_13830
ko:K09773	senb:BN855_13840
ko:K12507	senb:BN855_13870
ko:K00313	senb:BN855_13890
ko:K03785	senb:BN855_13960
ko:K05887	senb:BN855_13970
ko:K06956	senb:BN855_14050
ko:K05997	senb:BN855_14060
ko:K09014	senb:BN855_14070
ko:K09013	senb:BN855_14080
ko:K09015	senb:BN855_14090
ko:K11717	senb:BN855_14100
ko:K02426	senb:BN855_14110
ko:K00765	senb:BN855_21570
ko:K00013	senb:BN855_21580
ko:K00817	senb:BN855_21590
ko:K01089	senb:BN855_21600
ko:K02501	senb:BN855_21610
ko:K01814	senb:BN855_21620
ko:K02500	senb:BN855_21630
ko:K11755	senb:BN855_21640
ko:K05789	senb:BN855_21650
ko:K00012	senb:BN855_21660
ko:K12452	senb:BN855_21790
ko:K01709	senb:BN855_21800
ko:K00978	senb:BN855_21810
ko:K01790	senb:BN855_21830
ko:K00973	senb:BN855_21840
ko:K00067	senb:BN855_21850
ko:K00963	senb:BN855_21870
ko:K16703	senb:BN855_21890
ko:K16710	senb:BN855_21900
ko:K16695	senb:BN855_21910
ko:K03208	senb:BN855_21950
ko:K03207	senb:BN855_21960
ko:K02377	senb:BN855_21970
ko:K01711	senb:BN855_21980
ko:K03818	senb:BN855_21990
ko:K13683	senb:BN855_22000
ko:K13620	senb:BN855_22010
ko:K00390	senb:BN855_29960
ko:K00381	senb:BN855_29970
ko:K01737	senb:BN855_29990
ko:K10026	senb:BN855_30050
ko:K01689	senb:BN855_30060
ko:K01937	senb:BN855_30070
ko:K03215	senb:BN855_30170
ko:K07678	senb:BN855_30180
ko:K00865	senb:BN855_30190
ko:K01706	senb:BN855_30200
ko:K13918	senb:BN855_30210
ko:K06175	senb:BN855_30250
ko:K15723	senb:BN855_30270
ko:K06879	senb:BN855_30280
ko:K06966	senb:BN855_30290
ko:K03837	senb:BN855_30310
ko:K01752	senb:BN855_30320
ko:K01146	senb:BN855_30330
ko:K00048	senb:BN855_30340
ko:K01628	senb:BN855_30350
ko:K02429	senb:BN855_30370
ko:K01818	senb:BN855_30380
ko:K14762	senb:BN855_37810
ko:K00427	senb:BN855_37850
ko:K14348	senb:BN855_37860
ko:K03216	senb:BN855_37880
ko:K06145	senb:BN855_37900
ko:K00640	senb:BN855_37940
ko:K00057	senb:BN855_37950
ko:K03071	senb:BN855_37960
ko:K15633	senb:BN855_37990
ko:K09798	senb:BN855_38010
ko:K00060	senb:BN855_38030
ko:K03274	senb:BN855_38050
ko:K02841	senb:BN855_38070
ko:K02847	senb:BN855_38080
ko:K02850	senb:BN855_38110
ko:K02840	senb:BN855_38140
ko:K02848	senb:BN855_38160
ko:K02844	senb:BN855_38170
ko:K02527	senb:BN855_38190
ko:K00954	senb:BN855_38200
ko:K02913	senb:BN855_38220
ko:K02902	senb:BN855_38230
ko:K03630	senb:BN855_38240
ko:K13038	senb:BN855_38250
ko:K03282	senb:BN855_34870
ko:K09890	senb:BN855_34880
ko:K02879	senb:BN855_34910
ko:K03040	senb:BN855_34920
ko:K02986	senb:BN855_34930
ko:K02948	senb:BN855_34940
ko:K02952	senb:BN855_34960
ko:K02919	senb:BN855_34980
ko:K03076	senb:BN855_34990
ko:K02876	senb:BN855_35000
ko:K02907	senb:BN855_35010
ko:K02988	senb:BN855_35020
ko:K02881	senb:BN855_35030
ko:K02933	senb:BN855_35040
ko:K02994	senb:BN855_35050
ko:K02954	senb:BN855_35060
ko:K02931	senb:BN855_35070
ko:K02895	senb:BN855_35080
ko:K02874	senb:BN855_35090
ko:K02961	senb:BN855_35100
ko:K02904	senb:BN855_35110
ko:K02878	senb:BN855_35120
ko:K02982	senb:BN855_35130
ko:K02890	senb:BN855_35140
ko:K02965	senb:BN855_35150
ko:K02886	senb:BN855_35160
ko:K02892	senb:BN855_35170
ko:K02926	senb:BN855_35180
ko:K02906	senb:BN855_35190
ko:K02946	senb:BN855_35200
ko:K03594	senb:BN855_35220
ko:K02192	senb:BN855_35230
ko:K02355	senb:BN855_35250
ko:K02992	senb:BN855_35260
ko:K02950	senb:BN855_35270
ko:K07237	senb:BN855_35280
ko:K07236	senb:BN855_35290
ko:K07235	senb:BN855_35300
ko:K00928	senb:BN855_42880
ko:K01810	senb:BN855_42890
ko:K13256	senb:BN855_42940
ko:K10110	senb:BN855_42950
ko:K10109	senb:BN855_42960
ko:K10108	senb:BN855_42970
ko:K10111	senb:BN855_42990
ko:K02024	senb:BN855_43000
ko:K05775	senb:BN855_43010
ko:K03181	senb:BN855_43020
ko:K03179	senb:BN855_43030
ko:K00631	senb:BN855_43040
ko:K00901	senb:BN855_43050
ko:K01356	senb:BN855_43060
ko:K03327	senb:BN855_43070
ko:K09823	senb:BN855_43100
ko:K05539	senb:BN855_43120
ko:K01775	senb:BN855_43160
ko:K00832	senb:BN855_43180
ko:K03788	senb:BN855_43190
ko:K07214	senb:BN855_5780
ko:K08225	senb:BN855_5850
ko:K03386	senb:BN855_6000
ko:K16370	senb:BN855_13630
ko:K07283	senb:BN855_13640
ko:K09953	senb:BN855_13650
ko:K08997	senb:BN855_13810
ko:K06078	senb:BN855_14130
ko:K00033	senb:BN855_21670
ko:K03606	senb:BN855_21920
ko:K00380	senb:BN855_29980
ko:K06897	senb:BN855_30000
ko:K04765	senb:BN855_30080
ko:K03535	senb:BN855_30220
ko:K00101	senb:BN855_37870
ko:K03535	senb:BN855_37930
ko:K00639	senb:BN855_38040
ko:K02843	senb:BN855_38060
ko:K03280	senb:BN855_38090
ko:K12981	senb:BN855_38100
ko:K03279	senb:BN855_38120
ko:K03278	senb:BN855_38130
ko:K02849	senb:BN855_38180
ko:K10563	senb:BN855_38210
ko:K13637	senb:BN855_45760
ko:K06887	senb:BN855_45790
ko:K00135	senb:BN855_45930
ko:K01002	senb:BN855_46140
ko:K00567	senb:BN855_17100
ko:K07052	senb:BN855_24630
ko:K00647	senb:BN855_24640
ko:K01782	senb:BN855_24740
ko:K08477	senb:BN855_24800
ko:K08476	senb:BN855_24810
ko:K08475	senb:BN855_24820
ko:K08478	senb:BN855_24830
ko:K00845	senb:BN855_24920
ko:K01409	senb:BN855_32880
ko:K03649	senb:BN855_32920
ko:K03776	senb:BN855_32960
ko:K09251	senb:BN855_32980
ko:K00219	senb:BN855_32990
ko:K07393	senb:BN855_33140
ko:K00932	senb:BN855_33230
ko:K01630	senb:BN855_33290
ko:K01708	senb:BN855_33310
ko:K00127	senb:BN855_41040
ko:K00124	senb:BN855_41050
ko:K01629	senb:BN855_41160
ko:K01813	senb:BN855_41170
ko:K02855	senb:BN855_41190
ko:K05966	senb:BN855_6120
ko:K03326	senb:BN855_6200
ko:K07258	senb:BN855_6310
ko:K04720	senb:BN855_6380
ko:K07126	senb:BN855_6480
ko:K06078	senb:BN855_14150
ko:K01259	senb:BN855_14180
ko:K08357	senb:BN855_14210
ko:K08359	senb:BN855_14220
ko:K08358	senb:BN855_14230
ko:K13040	senb:BN855_14240
ko:K13041	senb:BN855_14250
ko:K14979	senb:BN855_14300
ko:K14978	senb:BN855_14310
ko:K15344	senb:BN855_14370
ko:K15368	senb:BN855_14380
ko:K15345	senb:BN855_14390
ko:K15346	senb:BN855_14400
ko:K15350	senb:BN855_14430
ko:K03227	senb:BN855_14590
ko:K01104	senb:BN855_22060
ko:K03593	senb:BN855_22440
ko:K02100	senb:BN855_30790
ko:K00065	senb:BN855_30810
ko:K00626	senb:BN855_30840
ko:K17463	senb:BN855_38590
ko:K17464	senb:BN855_38640
ko:K17473	senb:BN855_38650
ko:K11189	senb:BN855_38710
ko:K02775	senb:BN855_38740
ko:K00564	senb:BN855_46260
ko:K01619	senb:BN855_46380
ko:K00758	senb:BN855_46390
ko:K03784	senb:BN855_46410
ko:K07186	senb:BN855_46490
ko:K07729	senb:BN855_9610
ko:K08992	senb:BN855_17610
ko:K04774	senb:BN855_17700
ko:K10823	senb:BN855_17960
ko:K15583	senb:BN855_17970
ko:K15582	senb:BN855_17980
ko:K00616	senb:BN855_25580
ko:K01439	senb:BN855_25680
ko:K07054	senb:BN855_25710
ko:K03299	senb:BN855_25780
ko:K03548	senb:BN855_25800
ko:K02824	senb:BN855_25840
ko:K02067	senb:BN855_33890
ko:K02806	senb:BN855_34000
ko:K01788	senb:BN855_34150
ko:K01639	senb:BN855_34170
ko:K01571	senb:BN855_34290
ko:K08314	senb:BN855_41880
ko:K00867	senb:BN855_42110
ko:K02566	senb:BN855_6670
ko:K02564	senb:BN855_6700
ko:K03711	senb:BN855_6790
ko:K01835	senb:BN855_6850
ko:K03756	senb:BN855_6870
ko:K01545	senb:BN855_6950
ko:K01759	senb:BN855_14720
ko:K00799	senb:BN855_14870
ko:K03613	senb:BN855_14900
ko:K03612	senb:BN855_14910
ko:K03614	senb:BN855_14920
ko:K03615	senb:BN855_14930
ko:K03616	senb:BN855_14940
ko:K03617	senb:BN855_14950
ko:K01488	senb:BN855_14990
ko:K01679	senb:BN855_15060
ko:K14062	senb:BN855_15110
ko:K01489	senb:BN855_22720
ko:K03748	senb:BN855_22730
ko:K10541	senb:BN855_22770
ko:K10540	senb:BN855_22800
ko:K00882	senb:BN855_22960
ko:K12943	senb:BN855_31010
ko:K01823	senb:BN855_31030
ko:K04763	senb:BN855_31080
ko:K01262	senb:BN855_31250
ko:K01934	senb:BN855_31280
ko:K00058	senb:BN855_31290
ko:K07784	senb:BN855_38790
ko:K03286	senb:BN855_10250
ko:K00852	senb:BN855_38850
ko:K13636	senb:BN855_38920
ko:K00389	senb:BN855_38970
ko:K07772	senb:BN855_39120
ko:K02533	senb:BN855_46720
ko:K05522	senb:BN855_7030
ko:K07120	senb:BN855_7040
ko:K00241	senb:BN855_7070
ko:K03560	senb:BN855_7230
ko:K01834	senb:BN855_7430
ko:K01785	senb:BN855_7440
ko:K01784	senb:BN855_7470
ko:K07312	senb:BN855_15370
ko:K00657	senb:BN855_15420
ko:K06183	senb:BN855_23150
ko:K02569	senb:BN855_23360
ko:K02574	senb:BN855_23380
ko:K03442	senb:BN855_31360
ko:K06934	senb:BN855_31410
ko:K16923	senb:BN855_31420
ko:K16786	senb:BN855_31440
ko:K16787	senb:BN855_31450
ko:K01480	senb:BN855_31480
ko:K01585	senb:BN855_31580
ko:K02428	senb:BN855_31750
ko:K01424	senb:BN855_31780
ko:K02116	senb:BN855_39580
ko:K03718	senb:BN855_39640
ko:K10440	senb:BN855_39710
ko:K10439	senb:BN855_39720
ko:K00852	senb:BN855_39730
ko:K07343	senb:BN855_10270
ko:K09909	senb:BN855_10320
ko:K06910	senb:BN855_10360
ko:K11179	senb:BN855_10390
ko:K13085	senb:BN855_10450
ko:K00484	senb:BN855_10530
ko:K07126	senb:BN855_18120
ko:K00374	senb:BN855_18140
ko:K06039	senb:BN855_18230
ko:K06282	senb:BN855_18430
ko:K06281	senb:BN855_18440
ko:K01297	senb:BN855_18570
ko:K11105	senb:BN855_18580
ko:K00088	senb:BN855_25960
ko:K07308	senb:BN855_26140
ko:K07307	senb:BN855_26150
ko:K01011	senb:BN855_26190
ko:K13628	senb:BN855_26290
ko:K04488	senb:BN855_26300
ko:K01092	senb:BN855_26350
ko:K06889	senb:BN855_26360
ko:K16950	senb:BN855_26370
ko:K16951	senb:BN855_26380
ko:K00385	senb:BN855_26390
ko:K03747	senb:BN855_34810
ko:K03148	senb:BN855_42280
ko:K07709	senb:BN855_42390
ko:K13641	senb:BN855_42500
ko:K00548	senb:BN855_42510
ko:K19229	senb:BN855_17470
ko:K02017	senb:BN855_7540
ko:K07404	senb:BN855_7560
ko:K01479	senb:BN855_7590
ko:K06910	senb:BN855_7630
ko:K00652	senb:BN855_7660
ko:K03635	senb:BN855_7760
ko:K07027	senb:BN855_7810
ko:K06970	senb:BN855_7960
ko:K05595	senb:BN855_15630
ko:K06281	senb:BN855_15790
ko:K06282	senb:BN855_15800
ko:K04063	senb:BN855_16080
ko:K00568	senb:BN855_23570
ko:K12944	senb:BN855_23760
ko:K02549	senb:BN855_23870
ko:K08680	senb:BN855_23890
ko:K02552	senb:BN855_23910
ko:K02348	senb:BN855_23930
ko:K00784	senb:BN855_23940
ko:K07114	senb:BN855_23960
ko:K03289	senb:BN855_31860
ko:K09471	senb:BN855_32010
ko:K11209	senb:BN855_32160
ko:K06281	senb:BN855_32230
ko:K06282	senb:BN855_32260
ko:K03406	senb:BN855_32290
ko:K03769	senb:BN855_39890
ko:K02851	senb:BN855_39960
ko:K02852	senb:BN855_40070
ko:K05812	senb:BN855_27480
ko:K07019	senb:BN855_35410
ko:K09898	senb:BN855_35420
ko:K10914	senb:BN855_35450
ko:K01664	senb:BN855_35480
ko:K00799	senb:BN855_43400
ko:K03316	senb:BN855_43430
ko:K04015	senb:BN855_43530
ko:K04018	senb:BN855_43550
ko:K07126	senb:BN855_43590
ko:K04750	senb:BN855_43630
ko:K01719	senb:BN855_40110
ko:K12961	senb:BN855_33470
ko:K03177	senb:BN855_33630
ko:K02427	senb:BN855_33740
ko:K07640	senb:BN855_41330
ko:K13283	senb:BN855_41360
ko:K11530	senb:BN855_41550
ko:K02446	senb:BN855_41610
ko:K05499	senb:BN855_41710
ko:K02619	senb:BN855_11580
ko:K02778	senb:BN855_11640
ko:K02779	senb:BN855_11640
ko:K11069	senb:BN855_11840
ko:K09815	senb:BN855_19750
ko:K06201	senb:BN855_19930
ko:K00575	senb:BN855_20050
ko:K07017	senb:BN855_28090
ko:K07793	senb:BN855_28230
ko:K00135	senb:BN855_28270
ko:K07250	senb:BN855_28280
ko:K03647	senb:BN855_28450
ko:K02441	senb:BN855_35970
ko:K00700	senb:BN855_36110
ko:K00851	senb:BN855_36150
ko:K03825	senb:BN855_36200
ko:K07048	senb:BN855_36250
ko:K05816	senb:BN855_36290
ko:K05815	senb:BN855_36300
ko:K05814	senb:BN855_36310
ko:K11104	senb:BN855_43740
ko:K07792	senb:BN855_43760
ko:K07307	senb:BN855_43810
ko:K07308	senb:BN855_43820
ko:K00247	senb:BN855_44150
ko:K00245	senb:BN855_44170
ko:K00244	senb:BN855_44180
ko:K11071	senb:BN855_12510
ko:K11072	senb:BN855_12520
ko:K01258	senb:BN855_12530
ko:K07660	senb:BN855_12570
ko:K01176	senb:BN855_20470
ko:K03743	senb:BN855_28660
ko:K08305	senb:BN855_28680
ko:K02783	senb:BN855_28690
ko:K02782	senb:BN855_28700
ko:K02783	senb:BN855_28700
ko:K00068	senb:BN855_28720
