ko:K01006	lmol:LMOL312_1876
ko:K01985	lmol:LMOL312_rRNA07
ko:K01985	lmol:LMOL312_rRNA16
ko:K01985	lmol:LMOL312_rRNA10
ko:K02008	lmol:LMOL312_1193
ko:K14221	lmol:LMOL312_tRNA15
ko:K14221	lmol:LMOL312_tRNA25
ko:K14221	lmol:LMOL312_tRNA54
ko:K04027	lmol:LMOL312_1168
ko:K16899	lmol:LMOL312_2286
ko:K14222	lmol:LMOL312_tRNA47
ko:K16960	lmol:LMOL312_2301
ko:K16959	lmol:LMOL312_2302
ko:K16958	lmol:LMOL312_2303
ko:K16957	lmol:LMOL312_2304
ko:K14218	lmol:LMOL312_tRNA10
ko:K14218	lmol:LMOL312_tRNA65
ko:K14218	lmol:LMOL312_tRNA30
ko:K14218	lmol:LMOL312_tRNA60
ko:K10027	lmol:LMOL312_1001
ko:K11070	lmol:LMOL312_0808
ko:K14228	lmol:LMOL312_tRNA05
ko:K14228	lmol:LMOL312_tRNA35
ko:K01992	lmol:LMOL312_2245
ko:K14232	lmol:LMOL312_tRNA09
ko:K14232	lmol:LMOL312_tRNA31
ko:K01977	lmol:LMOL312_rRNA01
ko:K01977	lmol:LMOL312_rRNA09
ko:K01977	lmol:LMOL312_rRNA15
ko:K01977	lmol:LMOL312_rRNA04
ko:K01977	lmol:LMOL312_rRNA18
ko:K01977	lmol:LMOL312_rRNA12
ko:K01990	lmol:LMOL312_2246
ko:K01992	lmol:LMOL312_2233
ko:K02029	lmol:LMOL312_0847
ko:K02030	lmol:LMOL312_0847
ko:K02029	lmol:LMOL312_2269
ko:K02030	lmol:LMOL312_2269
ko:K17319	lmol:LMOL312_2012
ko:K17318	lmol:LMOL312_2010
ko:K14219	lmol:LMOL312_tRNA39
ko:K14229	lmol:LMOL312_tRNA04
ko:K14229	lmol:LMOL312_tRNA45
ko:K14229	lmol:LMOL312_tRNA36
ko:K02028	lmol:LMOL312_1746
ko:K14228	lmol:LMOL312_tRNA46
ko:K01990	lmol:LMOL312_2234
ko:K13923	lmol:LMOL312_1147
ko:K01990	lmol:LMOL312_0748
ko:K01990	lmol:LMOL312_2156
ko:K01990	lmol:LMOL312_1731
ko:K01992	lmol:LMOL312_1973
ko:K01992	lmol:LMOL312_2157
ko:K01980	lmol:LMOL312_rRNA08
ko:K01980	lmol:LMOL312_rRNA11
ko:K01980	lmol:LMOL312_rRNA17
ko:K01980	lmol:LMOL312_rRNA14
ko:K01980	lmol:LMOL312_rRNA02
ko:K01980	lmol:LMOL312_rRNA05
ko:K02028	lmol:LMOL312_0848
ko:K02028	lmol:LMOL312_2270
ko:K03574	lmol:LMOL312_1242
ko:K17320	lmol:LMOL312_2011
ko:K08986	lmol:LMOL312_0923
ko:K14226	lmol:LMOL312_tRNA23
ko:K14226	lmol:LMOL312_tRNA50
ko:K01992	lmol:LMOL312_0757
ko:K17472	lmol:LMOL312_1513
ko:K01992	lmol:LMOL312_0679
ko:K01992	lmol:LMOL312_0981
ko:K01992	lmol:LMOL312_1094
ko:K01992	lmol:LMOL312_2258
ko:K14233	lmol:LMOL312_tRNA58
ko:K10112	lmol:LMOL312_0284
ko:K14224	lmol:LMOL312_tRNA14
ko:K14224	lmol:LMOL312_tRNA57
ko:K14224	lmol:LMOL312_tRNA18
ko:K14224	lmol:LMOL312_tRNA41
ko:K14227	lmol:LMOL312_tRNA21
ko:K14227	lmol:LMOL312_tRNA66
ko:K14227	lmol:LMOL312_tRNA61
ko:K14230	lmol:LMOL312_tRNA26
ko:K14230	lmol:LMOL312_tRNA55
ko:K14233	lmol:LMOL312_tRNA13
ko:K14233	lmol:LMOL312_tRNA19
ko:K14223	lmol:LMOL312_tRNA49
ko:K14225	lmol:LMOL312_tRNA06
ko:K14225	lmol:LMOL312_tRNA34
ko:K14225	lmol:LMOL312_tRNA48
ko:K17686	lmol:LMOL312_1862
ko:K01990	lmol:LMOL312_0033
ko:K01990	lmol:LMOL312_0678
ko:K01990	lmol:LMOL312_0980
ko:K01990	lmol:LMOL312_1093
ko:K01990	lmol:LMOL312_1974
ko:K01990	lmol:LMOL312_2259
ko:K01990	lmol:LMOL312_2613
ko:K01990	lmol:LMOL312_2737
ko:K14228	lmol:LMOL312_tRNA40
ko:K14237	lmol:LMOL312_tRNA02
ko:K14237	lmol:LMOL312_tRNA38
ko:K14237	lmol:LMOL312_tRNA56
ko:K14234	lmol:LMOL312_tRNA03
ko:K14234	lmol:LMOL312_tRNA37
ko:K14225	lmol:LMOL312_tRNA16
ko:K14225	lmol:LMOL312_tRNA22
ko:K14228	lmol:LMOL312_tRNA07
ko:K14228	lmol:LMOL312_tRNA33
ko:K14219	lmol:LMOL312_tRNA17
ko:K14233	lmol:LMOL312_tRNA11
ko:K14233	lmol:LMOL312_tRNA27
ko:K14220	lmol:LMOL312_tRNA12
ko:K14220	lmol:LMOL312_tRNA64
ko:K14220	lmol:LMOL312_tRNA20
ko:K14220	lmol:LMOL312_tRNA59
ko:K14231	lmol:LMOL312_tRNA24
ko:K14231	lmol:LMOL312_tRNA53
ko:K14230	lmol:LMOL312_tRNA28
ko:K14230	lmol:LMOL312_tRNA29
ko:K14234	lmol:LMOL312_tRNA42
ko:K14234	lmol:LMOL312_tRNA63
ko:K14236	lmol:LMOL312_tRNA43
ko:K14236	lmol:LMOL312_tRNA52
ko:K14223	lmol:LMOL312_tRNA44
ko:K14219	lmol:LMOL312_tRNA62
ko:K14237	lmol:LMOL312_tRNA67
ko:K14229	lmol:LMOL312_tRNA01
ko:K14235	lmol:LMOL312_tRNA51
ko:K07260	lmol:LMOL312_1864
ko:K01739	lmol:LMOL312_1687
ko:K01840	lmol:LMOL312_0865
ko:K02027	lmol:LMOL312_1737
ko:K17752	lmol:LMOL312_0891
ko:K02027	lmol:LMOL312_0179
ko:K02026	lmol:LMOL312_1739
ko:K02026	lmol:LMOL312_2802
ko:K02026	lmol:LMOL312_0767
ko:K02026	lmol:LMOL312_0861
ko:K17828	lmol:LMOL312_1842
ko:K01658	lmol:LMOL312_1634
ko:K02027	lmol:LMOL312_0768
ko:K02027	lmol:LMOL312_2804
ko:K12574	lmol:LMOL312_1028
ko:K12574	lmol:LMOL312_1432
ko:K17763	lmol:LMOL312_0163
ko:K17763	lmol:LMOL312_0889
ko:K07284	lmol:LMOL312_0930
ko:K02027	lmol:LMOL312_0859
ko:K00537	lmol:LMOL312_2385
ko:K00661	lmol:LMOL312_0675
ko:K04757	lmol:LMOL312_0894
ko:K01183	lmol:LMOL312_0110
ko:K17762	lmol:LMOL312_0890
ko:K01187	lmol:LMOL312_0181
ko:K02769	lmol:LMOL312_0410
ko:K02769	lmol:LMOL312_0435
ko:K02769	lmol:LMOL312_2153
ko:K07145	lmol:LMOL312_0486
ko:K09022	lmol:LMOL312_0844
ko:K18104	lmol:LMOL312_2712
ko:K08221	lmol:LMOL312_1407
ko:K02770	lmol:LMOL312_2152
ko:K08316	lmol:LMOL312_2066
ko:K01101	lmol:LMOL312_2362
ko:K02809	lmol:LMOL312_1664
ko:K02810	lmol:LMOL312_1664
ko:K02770	lmol:LMOL312_0411
ko:K02770	lmol:LMOL312_0436
ko:K13731	lmol:LMOL312_2517
ko:K22597	lmol:LMOL312_2805
ko:K02794	lmol:LMOL312_0782
ko:K02794	lmol:LMOL312_0025
ko:K22597	lmol:LMOL312_2702
ko:K00008	lmol:LMOL312_2630
ko:K00008	lmol:LMOL312_0510
ko:K00008	lmol:LMOL312_2629
ko:K18231	lmol:LMOL312_0921
ko:K05352	lmol:LMOL312_1081
ko:K01809	lmol:LMOL312_2126
ko:K09017	lmol:LMOL312_1972
ko:K22579	lmol:LMOL312_0421
ko:K02538	lmol:LMOL312_0433
ko:K03483	lmol:LMOL312_2611
ko:K01297	lmol:LMOL312_1640
ko:K03742	lmol:LMOL312_1395
ko:K03328	lmol:LMOL312_0212
ko:K04749	lmol:LMOL312_0893
ko:K09809	lmol:LMOL312_1083
ko:K00285	lmol:LMOL312_1920
ko:K18672	lmol:LMOL312_2136
ko:K18673	lmol:LMOL312_2732
ko:K18682	lmol:LMOL312_1397
ko:K18692	lmol:LMOL312_1448
ko:K03790	lmol:LMOL312_2808
ko:K09692	lmol:LMOL312_1071
ko:K07171	lmol:LMOL312_0888
ko:K18892	lmol:LMOL312_2719
ko:K18891	lmol:LMOL312_2718
ko:K18821	lmol:LMOL312_2525
ko:K18967	lmol:LMOL312_2192
ko:K00662	lmol:LMOL312_1715
ko:K03111	lmol:LMOL312_2483
ko:K03502	lmol:LMOL312_2642
ko:K03169	lmol:LMOL312_2724
ko:K03497	lmol:LMOL312_2755
ko:K03496	lmol:LMOL312_2756
ko:K03497	lmol:LMOL312_2759
ko:K03111	lmol:LMOL312_0053
ko:K08151	lmol:LMOL312_0839
ko:K19005	lmol:LMOL312_0928
ko:K04028	lmol:LMOL312_1172
ko:K00634	lmol:LMOL312_1365
ko:K07029	lmol:LMOL312_1760
ko:K07483	lmol:LMOL312_0668
ko:K03526	lmol:LMOL312_1439
ko:K18979	lmol:LMOL312_0935
ko:K07483	lmol:LMOL312_0832
ko:K07816	lmol:LMOL312_0801
ko:K19002	lmol:LMOL312_2514
ko:K02777	lmol:LMOL312_1018
ko:K00354	lmol:LMOL312_2431
ko:K03339	lmol:LMOL312_2515
ko:K00798	lmol:LMOL312_1196
ko:K05881	lmol:LMOL312_0349
ko:K05881	lmol:LMOL312_2662
ko:K00020	lmol:LMOL312_1006
ko:K00571	lmol:LMOL312_1582
ko:K19225	lmol:LMOL312_1333
ko:K19285	lmol:LMOL312_0937
ko:K03722	lmol:LMOL312_1909
ko:K01990	lmol:LMOL312_0756
ko:K01992	lmol:LMOL312_0926
ko:K01992	lmol:LMOL312_1639
ko:K19351	lmol:LMOL312_0201
ko:K01990	lmol:LMOL312_0925
ko:K01990	lmol:LMOL312_1638
ko:K19411	lmol:LMOL312_0228
ko:K19302	lmol:LMOL312_2020
ko:K19267	lmol:LMOL312_0452
ko:K04771	lmol:LMOL312_0299
ko:K19405	lmol:LMOL312_0229
ko:K19302	lmol:LMOL312_1625
ko:K03574	lmol:LMOL312_1676
ko:K19509	lmol:LMOL312_2003
ko:K19508	lmol:LMOL312_2004
ko:K19507	lmol:LMOL312_2005
ko:K19504	lmol:LMOL312_2002
ko:K06881	lmol:LMOL312_1575
ko:K19510	lmol:LMOL312_2001
ko:K19504	lmol:LMOL312_0043
ko:K02796	lmol:LMOL312_0102
ko:K02796	lmol:LMOL312_0780
ko:K02796	lmol:LMOL312_0027
ko:K00887	lmol:LMOL312_1462
ko:K19689	lmol:LMOL312_1718
ko:K19689	lmol:LMOL312_1604
ko:K01258	lmol:LMOL312_1372
ko:K00547	lmol:LMOL312_1685
ko:K00297	lmol:LMOL312_1685
ko:K02538	lmol:LMOL312_2155
ko:K21636	lmol:LMOL312_0285
ko:K19975	lmol:LMOL312_1856
ko:K19976	lmol:LMOL312_1857
ko:K19973	lmol:LMOL312_1858
ko:K20074	lmol:LMOL312_1830
ko:K12132	lmol:LMOL312_1829
ko:K20265	lmol:LMOL312_2323
ko:K20265	lmol:LMOL312_0045
ko:K20201	lmol:LMOL312_2500
ko:K00525	lmol:LMOL312_2173
ko:K18889	lmol:LMOL312_1653
ko:K18890	lmol:LMOL312_1652
ko:K22103	lmol:LMOL312_2122
ko:K20885	lmol:LMOL312_0864
ko:K01208	lmol:LMOL312_2143
ko:K21030	lmol:LMOL312_1080
ko:K21029	lmol:LMOL312_1050
ko:K08968	lmol:LMOL312_1595
ko:K21064	lmol:LMOL312_2281
ko:K00821	lmol:LMOL312_1588
ko:K00435	lmol:LMOL312_2129
ko:K09935	lmol:LMOL312_0900
ko:K03546	lmol:LMOL312_1647
ko:K01520	lmol:LMOL312_1698
ko:K04068	lmol:LMOL312_0286
ko:K00287	lmol:LMOL312_1884
ko:K00560	lmol:LMOL312_1885
ko:K00857	lmol:LMOL312_2504
ko:K03553	lmol:LMOL312_1396
ko:K07313	lmol:LMOL312_0660
ko:K00558	lmol:LMOL312_0663
ko:K02316	lmol:LMOL312_1453
ko:K06217	lmol:LMOL312_1465
ko:K01493	lmol:LMOL312_1481
ko:K02314	lmol:LMOL312_0062
ko:K21298	lmol:LMOL312_1735
ko:K02335	lmol:LMOL312_1565
ko:K21285	lmol:LMOL312_1084
ko:K00526	lmol:LMOL312_2172
ko:K21252	lmol:LMOL312_1709
ko:K22044	lmol:LMOL312_1014
ko:K21481	lmol:LMOL312_2232
ko:K21465	lmol:LMOL312_1436
ko:K21467	lmol:LMOL312_0456
ko:K21471	lmol:LMOL312_2464
ko:K21471	lmol:LMOL312_2465
ko:K18704	lmol:LMOL312_1077
ko:K21567	lmol:LMOL312_2353
ko:K21567	lmol:LMOL312_1971
ko:K21600	lmol:LMOL312_1863
ko:K21560	lmol:LMOL312_0198
ko:K00680	lmol:LMOL312_2305
ko:K21993	lmol:LMOL312_0914
ko:K22043	lmol:LMOL312_2453
ko:K00936	lmol:LMOL312_1161
ko:K21960	lmol:LMOL312_2307
ko:K03547	lmol:LMOL312_2241
ko:K03595	lmol:LMOL312_1460
ko:K01537	lmol:LMOL312_0841
ko:K22251	lmol:LMOL312_0342
ko:K22278	lmol:LMOL312_0426
ko:K17758	lmol:LMOL312_1624
ko:K02257	lmol:LMOL312_2070
ko:K05592	lmol:LMOL312_1240
ko:K13566	lmol:LMOL312_0288
