ko:K18923	vcr:VC395_A0438
ko:K14260	vcr:VC395_2092
ko:K01129	vcr:VC395_2094
ko:K03556	vcr:VC395_A0010
ko:K00688	vcr:VC395_A0011
ko:K00705	vcr:VC395_A0012
ko:K11903	vcr:VC395_A0014
ko:K07136	vcr:VC395_A0019
ko:K07088	vcr:VC395_A0021
ko:K14445	vcr:VC395_A0022
ko:K07093	vcr:VC395_A0029
ko:K07862	vcr:VC395_A0032
ko:K07152	vcr:VC395_A0034
ko:K03312	vcr:VC395_A0037
ko:K06975	vcr:VC395_A0039
ko:K01669	vcr:VC395_A0051
ko:K07262	vcr:VC395_A0894
ko:K00425	vcr:VC395_A0896
ko:K00426	vcr:VC395_A0897
ko:K01753	vcr:VC395_A0899
ko:K01442	vcr:VC395_A0901
ko:K00060	vcr:VC395_A0910
ko:K05523	vcr:VC395_A0912
ko:K15536	vcr:VC395_A0918
ko:K00036	vcr:VC395_A0921
ko:K01057	vcr:VC395_A0922
ko:K07396	vcr:VC395_A0926
ko:K00865	vcr:VC395_A0928
ko:K02647	vcr:VC395_A0930
ko:K07226	vcr:VC395_A0932
ko:K03832	vcr:VC395_A0935
ko:K03561	vcr:VC395_A0936
ko:K02016	vcr:VC395_A0938
ko:K02015	vcr:VC395_A0939
ko:K02013	vcr:VC395_A0940
ko:K09908	vcr:VC395_0584
ko:K06916	vcr:VC395_0585
ko:K02871	vcr:VC395_0587
ko:K02996	vcr:VC395_0588
ko:K00411	vcr:VC395_0590
ko:K00412	vcr:VC395_0591
ko:K00413	vcr:VC395_0592
ko:K03599	vcr:VC395_0593
ko:K03600	vcr:VC395_0594
ko:K07460	vcr:VC395_0597
ko:K07121	vcr:VC395_0598
ko:K07056	vcr:VC395_0599
ko:K00760	vcr:VC395_0602
ko:K01673	vcr:VC395_0603
ko:K03321	vcr:VC395_0604
ko:K01918	vcr:VC395_0608
ko:K00606	vcr:VC395_0609
ko:K00950	vcr:VC395_0610
ko:K01894	vcr:VC395_0612
ko:K06204	vcr:VC395_0613
ko:K06206	vcr:VC395_0614
ko:K03579	vcr:VC395_0618
ko:K05365	vcr:VC395_0619
ko:K07001	vcr:VC395_0620
ko:K01682	vcr:VC395_0621
ko:K09910	vcr:VC395_0622
ko:K04752	vcr:VC395_0623
ko:K03320	vcr:VC395_0624
ko:K02012	vcr:VC395_0625
ko:K02011	vcr:VC395_0626
ko:K02034	vcr:VC395_0635
ko:K10542	vcr:VC395_1446
ko:K07795	vcr:VC395_1453
ko:K01908	vcr:VC395_1459
ko:K00457	vcr:VC395_1463
ko:K00451	vcr:VC395_1464
ko:K06969	vcr:VC395_1473
ko:K01512	vcr:VC395_1474
ko:K09972	vcr:VC395_1478
ko:K09971	vcr:VC395_1479
ko:K09970	vcr:VC395_1480
ko:K09969	vcr:VC395_1481
ko:K02304	vcr:VC395_1482
ko:K10026	vcr:VC395_1484
ko:K06920	vcr:VC395_1485
ko:K03578	vcr:VC395_1501
ko:K02406	vcr:VC395_2303
ko:K02406	vcr:VC395_2304
ko:K02397	vcr:VC395_2306
ko:K02396	vcr:VC395_2307
ko:K02395	vcr:VC395_2308
ko:K02394	vcr:VC395_2309
ko:K02393	vcr:VC395_2310
ko:K02392	vcr:VC395_2311
ko:K02391	vcr:VC395_2312
ko:K02390	vcr:VC395_2313
ko:K02389	vcr:VC395_2314
ko:K02388	vcr:VC395_2315
ko:K02387	vcr:VC395_2316
ko:K03415	vcr:VC395_2318
ko:K02386	vcr:VC395_2319
ko:K02398	vcr:VC395_2320
ko:K02399	vcr:VC395_2321
ko:K09860	vcr:VC395_2322
ko:K09973	vcr:VC395_2336
ko:K06182	vcr:VC395_2339
ko:K00761	vcr:VC395_2341
ko:K01933	vcr:VC395_2342
ko:K11175	vcr:VC395_2343
ko:K03271	vcr:VC395_2346
ko:K03477	vcr:VC395_A0284
ko:K00281	vcr:VC395_A0313
ko:K02437	vcr:VC395_A0314
ko:K00600	vcr:VC395_A0315
ko:K00605	vcr:VC395_A0317
ko:K01868	vcr:VC395_A0324
ko:K02520	vcr:VC395_A0325
ko:K02916	vcr:VC395_A0326
ko:K02887	vcr:VC395_A0327
ko:K03771	vcr:VC395_0489
ko:K00956	vcr:VC395_2671
ko:K01800	vcr:VC395_1466
ko:K00568	vcr:VC395_1376
ko:K01840	vcr:VC395_0274
ko:K10952	vcr:VC395_1573
ko:K11018	vcr:VC395_A0255
ko:K01270	vcr:VC395_2395
ko:K12532	vcr:VC395_1567
ko:K03668	vcr:VC395_1781
ko:K15583	vcr:VC395_1109
ko:K03972	vcr:VC395_A0093
ko:K16345	vcr:VC395_2824
ko:K10940	vcr:VC395_1969
ko:K10954	vcr:VC395_1572
ko:K07394	vcr:VC395_A0974
ko:K13746	vcr:VC395_1742
ko:K11747	vcr:VC395_2719
ko:K02062	vcr:VC395_2650
ko:K16317	vcr:VC395_A1082
ko:K00209	vcr:VC395_1854
ko:K10929	vcr:VC395_A0746
ko:K03299	vcr:VC395_A0929
ko:K01840	vcr:VC395_A1064
ko:K01659	vcr:VC395_1456
ko:K01139	vcr:VC395_2822
ko:K02480	vcr:VC395_1395
ko:K01183	vcr:VC395_A0024
ko:K01069	vcr:VC395_2352
ko:K01990	vcr:VC395_1777
ko:K08154	vcr:VC395_A0251
ko:K12982	vcr:VC395_0257
ko:K06858	vcr:VC395_2496
ko:K11748	vcr:VC395_2720
ko:K02769	vcr:VC395_1938
ko:K16012	vcr:VC395_1299
ko:K16013	vcr:VC395_1300
ko:K03748	vcr:VC395_1305
ko:K00027	vcr:VC395_1307
ko:K07126	vcr:VC395_1313
ko:K01479	vcr:VC395_1323
ko:K02200	vcr:VC395_2165
ko:K02193	vcr:VC395_2172
ko:K00219	vcr:VC395_2108
ko:K01424	vcr:VC395_2110
ko:K07305	vcr:VC395_2113
ko:K02619	vcr:VC395_2133
ko:K00059	vcr:VC395_2136
ko:K06179	vcr:VC395_2143
ko:K06078	vcr:VC395_A0053
ko:K02014	vcr:VC395_A0057
ko:K03406	vcr:VC395_A0061
ko:K06177	vcr:VC395_A0097
ko:K03406	vcr:VC395_A0948
ko:K00657	vcr:VC395_A0972
ko:K03769	vcr:VC395_A0978
ko:K13590	vcr:VC395_A0981
ko:K03406	vcr:VC395_A0999
ko:K09815	vcr:VC395_2196
ko:K10440	vcr:VC395_A0122
ko:K00852	vcr:VC395_A0124
ko:K05570	vcr:VC395_A0146
ko:K05568	vcr:VC395_A0148
ko:K05565	vcr:VC395_A0150
ko:K07114	vcr:VC395_A0162
ko:K07114	vcr:VC395_A0163
ko:K03406	vcr:VC395_A1004
ko:K00101	vcr:VC395_A1008
ko:K03406	vcr:VC395_A1012
ko:K00567	vcr:VC395_A1041
ko:K02564	vcr:VC395_A1048
ko:K03406	vcr:VC395_A1054
ko:K03406	vcr:VC395_0493
ko:K02428	vcr:VC395_0500
ko:K03442	vcr:VC395_0524
ko:K00569	vcr:VC395_1345
ko:K01489	vcr:VC395_1350
ko:K07305	vcr:VC395_1355
ko:K03406	vcr:VC395_1367
ko:K07338	vcr:VC395_1385
ko:K00241	vcr:VC395_2206
ko:K01835	vcr:VC395_2210
ko:K03711	vcr:VC395_2220
ko:K00647	vcr:VC395_2223
ko:K02414	vcr:VC395_2242
ko:K10943	vcr:VC395_2249
ko:K10942	vcr:VC395_2250
ko:K03406	vcr:VC395_A0167
ko:K03317	vcr:VC395_A0170
ko:K01258	vcr:VC395_A0171
ko:K03406	vcr:VC395_A1057
ko:K02798	vcr:VC395_A1068
ko:K02799	vcr:VC395_A1068
ko:K02800	vcr:VC395_A1068
ko:K03810	vcr:VC395_A1071
ko:K03406	vcr:VC395_A1079
ko:K02858	vcr:VC395_A1083
ko:K03756	vcr:VC395_A1084
ko:K03406	vcr:VC395_A1091
ko:K09749	vcr:VC395_A1106
ko:K03406	vcr:VC395_A1109
ko:K01409	vcr:VC395_0538
ko:K03087	vcr:VC395_0551
ko:K03743	vcr:VC395_0559
ko:K01571	vcr:VC395_0567
ko:K01572	vcr:VC395_0568
ko:K07263	vcr:VC395_0571
ko:K03451	vcr:VC395_1398
ko:K01222	vcr:VC395_1403
ko:K03478	vcr:VC395_1404
ko:K03406	vcr:VC395_1408
ko:K02342	vcr:VC395_1409
ko:K07182	vcr:VC395_1410
ko:K03406	vcr:VC395_1417
ko:K03406	vcr:VC395_1432
ko:K10540	vcr:VC395_1444
ko:K06603	vcr:VC395_2255
ko:K01439	vcr:VC395_2266
ko:K03406	vcr:VC395_2275
ko:K03548	vcr:VC395_2276
ko:K02824	vcr:VC395_2285
ko:K11751	vcr:VC395_2288
ko:K07792	vcr:VC395_A0243
ko:K01916	vcr:VC395_A0244
ko:K09607	vcr:VC395_A0260
ko:K00575	vcr:VC395_A1112
ko:K03406	vcr:VC395_A1113
ko:K02035	vcr:VC395_A1119
ko:K02033	vcr:VC395_A1120
ko:K12961	vcr:VC395_0596
ko:K00970	vcr:VC395_0611
ko:K02010	vcr:VC395_0627
ko:K12373	vcr:VC395_0630
ko:K02033	vcr:VC395_0636
ko:K02035	vcr:VC395_0637
ko:K10541	vcr:VC395_1447
ko:K07793	vcr:VC395_1451
ko:K11179	vcr:VC395_1475
ko:K00575	vcr:VC395_2317
ko:K03286	vcr:VC395_2329
ko:K01885	vcr:VC395_2330
ko:K12373	vcr:VC395_2333
ko:K06445	vcr:VC395_2347
ko:K02342	vcr:VC395_2349
ko:K02821	vcr:VC395_A0282
ko:K03476	vcr:VC395_A0285
ko:K01176	vcr:VC395_A0287
ko:K03406	vcr:VC395_A0305
ko:K07258	vcr:VC395_A0307
ko:K01674	vcr:VC395_A0311
ko:K00564	vcr:VC395_0640
ko:K08720	vcr:VC395_0650
ko:K02427	vcr:VC395_0653
ko:K03177	vcr:VC395_0662
ko:K15460	vcr:VC395_0678
ko:K03406	vcr:VC395_1513
ko:K00575	vcr:VC395_1518
ko:K03406	vcr:VC395_1522
ko:K03406	vcr:VC395_1524
ko:K03406	vcr:VC395_1525
ko:K03406	vcr:VC395_1532
ko:K11069	vcr:VC395_1544
ko:K11069	vcr:VC395_1545
ko:K11071	vcr:VC395_1547
ko:K11072	vcr:VC395_1548
ko:K03796	vcr:VC395_1550
ko:K03469	vcr:VC395_2350
ko:K00769	vcr:VC395_2393
ko:K05844	vcr:VC395_2397
ko:K14683	vcr:VC395_0693
ko:K11069	vcr:VC395_0721
ko:K07657	vcr:VC395_0736
ko:K07167	vcr:VC395_2417
ko:K00674	vcr:VC395_2444
ko:K01048	vcr:VC395_0045
ko:K06201	vcr:VC395_0747
ko:K03386	vcr:VC395_0748
ko:K01092	vcr:VC395_0762
ko:K04488	vcr:VC395_0766
ko:K13628	vcr:VC395_0767
ko:K00088	vcr:VC395_0784
ko:K07034	vcr:VC395_0787
ko:K11392	vcr:VC395_1622
ko:K00127	vcr:VC395_1630
ko:K00124	vcr:VC395_1631
ko:K06857	vcr:VC395_1644
ko:K05812	vcr:VC395_1651
ko:K03406	vcr:VC395_1653
ko:K07186	vcr:VC395_2461
ko:K03784	vcr:VC395_2462
ko:K00758	vcr:VC395_2464
ko:K01619	vcr:VC395_2465
ko:K03317	vcr:VC395_2467
ko:K01243	vcr:VC395_2494
ko:K01572	vcr:VC395_0809
ko:K01571	vcr:VC395_0810
ko:K05966	vcr:VC395_0818
ko:K05524	vcr:VC395_0821
ko:K05814	vcr:VC395_1667
ko:K05815	vcr:VC395_1668
ko:K05816	vcr:VC395_1669
ko:K02005	vcr:VC395_1680
ko:K02004	vcr:VC395_1682
ko:K02004	vcr:VC395_1683
ko:K01679	vcr:VC395_1689
ko:K01785	vcr:VC395_1710
ko:K01119	vcr:VC395_2531
ko:K04763	vcr:VC395_2534
ko:K02653	vcr:VC395_2540
ko:K01515	vcr:VC395_2550
ko:K03406	vcr:VC395_2554
ko:K02004	vcr:VC395_A0534
ko:K01784	vcr:VC395_A0540
ko:K03406	vcr:VC395_A0541
ko:K01515	vcr:VC395_A0550
ko:K10000	vcr:VC395_A0554
ko:K09998	vcr:VC395_A0557
ko:K07491	vcr:VC395_0886
ko:K12942	vcr:VC395_0896
ko:K07491	vcr:VC395_1731
ko:K02004	vcr:VC395_1746
ko:K08475	vcr:VC395_A0607
ko:K08476	vcr:VC395_A0608
ko:K06183	vcr:VC395_1752
ko:K03406	vcr:VC395_1760
ko:K07025	vcr:VC395_1762
ko:K02450	vcr:VC395_2560
ko:K00974	vcr:VC395_2561
ko:K04765	vcr:VC395_2565
ko:K03803	vcr:VC395_2579
ko:K01934	vcr:VC395_2593
ko:K00058	vcr:VC395_2595
ko:K02017	vcr:VC395_A0588
ko:K01226	vcr:VC395_0927
ko:K03606	vcr:VC395_0949
ko:K06177	vcr:VC395_1786
ko:K01760	vcr:VC395_1789
ko:K15986	vcr:VC395_1805
ko:K02571	vcr:VC395_1812
ko:K06212	vcr:VC395_1813
ko:K07263	vcr:VC395_1826
ko:K06177	vcr:VC395_2619
ko:K09022	vcr:VC395_2626
ko:K02067	vcr:VC395_2632
ko:K02806	vcr:VC395_2644
ko:K00626	vcr:VC395_A0622
ko:K02010	vcr:VC395_A0625
ko:K02569	vcr:VC395_A0632
ko:K03307	vcr:VC395_A0645
ko:K03326	vcr:VC395_A0647
ko:K03406	vcr:VC395_A0649
ko:K03406	vcr:VC395_A0654
ko:K08478	vcr:VC395_A0606
ko:K07812	vcr:VC395_2065
ko:K10928	vcr:VC395_A0747
ko:K07258	vcr:VC395_0962
ko:K08483	vcr:VC395_0980
ko:K02784	vcr:VC395_0981
ko:K00939	vcr:VC395_1001
ko:K08086	vcr:VC395_1013
ko:K07772	vcr:VC395_1836
ko:K07343	vcr:VC395_1839
ko:K00135	vcr:VC395_1860
ko:K03442	vcr:VC395_1866
ko:K01507	vcr:VC395_2658
ko:K07304	vcr:VC395_2662
ko:K02004	vcr:VC395_2667
ko:K01119	vcr:VC395_2674
ko:K02348	vcr:VC395_2677
ko:K07491	vcr:VC395_2681
ko:K00058	vcr:VC395_A0682
ko:K07120	vcr:VC395_A0683
ko:K00616	vcr:VC395_A0692
ko:K01011	vcr:VC395_A0695
ko:K02010	vcr:VC395_A0713
ko:K01759	vcr:VC395_1025
ko:K03613	vcr:VC395_1027
ko:K03612	vcr:VC395_1028
ko:K03614	vcr:VC395_1029
ko:K03615	vcr:VC395_1030
ko:K03616	vcr:VC395_1031
ko:K03617	vcr:VC395_1032
ko:K03635	vcr:VC395_1042
ko:K03593	vcr:VC395_1051
ko:K01104	vcr:VC395_1055
ko:K01782	vcr:VC395_1061
ko:K01639	vcr:VC395_1890
ko:K01788	vcr:VC395_1895
ko:K07019	vcr:VC395_2723
ko:K09898	vcr:VC395_2725
ko:K10914	vcr:VC395_2727
ko:K07004	vcr:VC395_2734
ko:K02665	vcr:VC395_2744
ko:K06934	vcr:VC395_A0727
ko:K02030	vcr:VC395_A0731
ko:K14761	vcr:VC395_A0732
ko:K05794	vcr:VC395_A0778
ko:K01081	vcr:VC395_A0779
ko:K04774	vcr:VC395_1074
ko:K07052	vcr:VC395_1089
ko:K06910	vcr:VC395_1090
ko:K15582	vcr:VC395_1108
ko:K07393	vcr:VC395_1111
ko:K01989	vcr:VC395_1116
ko:K05832	vcr:VC395_1117
ko:K05833	vcr:VC395_1118
ko:K02806	vcr:VC395_1939
ko:K03560	vcr:VC395_1953
ko:K03768	vcr:VC395_1964
ko:K04067	vcr:VC395_1972
ko:K03406	vcr:VC395_1974
ko:K03406	vcr:VC395_1983
ko:K00244	vcr:VC395_2769
ko:K00245	vcr:VC395_2770
ko:K00247	vcr:VC395_2772
ko:K01826	vcr:VC395_2782
ko:K02446	vcr:VC395_2801
ko:K13283	vcr:VC395_2803
ko:K07640	vcr:VC395_2806
ko:K00882	vcr:VC395_A0807
ko:K00652	vcr:VC395_1128
ko:K11085	vcr:VC395_1993
ko:K02238	vcr:VC395_1994
ko:K03406	vcr:VC395_2013
ko:K08992	vcr:VC395_2028
ko:K11689	vcr:VC395_2043
ko:K11105	vcr:VC395_2816
ko:K01082	vcr:VC395_2834
ko:K02463	vcr:VC395_2835
ko:K02454	vcr:VC395_2844
ko:K01488	vcr:VC395_2863
ko:K05994	vcr:VC395_A0837
ko:K01480	vcr:VC395_A0838
ko:K01585	vcr:VC395_A0839
ko:K01724	vcr:VC395_A0851
ko:K01907	vcr:VC395_A0853
ko:K02004	vcr:VC395_A0878
ko:K01176	vcr:VC395_A0884
ko:K03406	vcr:VC395_A0888
ko:K01580	vcr:VC395_1216
ko:K07343	vcr:VC395_1220
ko:K11688	vcr:VC395_2044
ko:K03317	vcr:VC395_2068
ko:K08305	vcr:VC395_2071
ko:K02549	vcr:VC395_2087
ko:K08680	vcr:VC395_2089
ko:K02552	vcr:VC395_2091
ko:K03406	vcr:VC395_A0008
ko:K00700	vcr:VC395_A0013
ko:K09909	vcr:VC395_A0023
ko:K08974	vcr:VC395_A0036
ko:K08676	vcr:VC395_A0040
ko:K03784	vcr:VC395_A0047
ko:K13636	vcr:VC395_A0900
ko:K00639	vcr:VC395_A0911
ko:K08234	vcr:VC395_A0915
ko:K04477	vcr:VC395_A0919
ko:K00033	vcr:VC395_A0923
ko:K07227	vcr:VC395_A0933
ko:K12262	vcr:VC395_A0286
ko:K12262	vcr:VC395_A0786
ko:K11202	vcr:VC395_1937
ko:K11203	vcr:VC395_1937
ko:K10913	vcr:VC395_0600
ko:K11201	vcr:VC395_1937
ko:K05799	vcr:VC395_2530
ko:K16171	vcr:VC395_1465
ko:K10961	vcr:VC395_0841
ko:K03566	vcr:VC395_0912
ko:K10823	vcr:VC395_1110
ko:K16263	vcr:VC395_A0871
ko:K04771	vcr:VC395_0583
ko:K00537	vcr:VC395_2279
ko:K10937	vcr:VC395_0856
ko:K10966	vcr:VC395_0855
ko:K10935	vcr:VC395_0853
ko:K10934	vcr:VC395_0852
ko:K10965	vcr:VC395_0851
ko:K10964	vcr:VC395_0850
ko:K10933	vcr:VC395_0849
ko:K10963	vcr:VC395_0848
ko:K10932	vcr:VC395_0847
ko:K10962	vcr:VC395_0846
ko:K10931	vcr:VC395_0845
ko:K10930	vcr:VC395_0844
ko:K10919	vcr:VC395_0843
ko:K10920	vcr:VC395_0842
ko:K12277	vcr:VC395_0451
ko:K14742	vcr:VC395_2104
ko:K10923	vcr:VC395_0854
ko:K19226	vcr:VC395_1798
ko:K19227	vcr:VC395_1799
ko:K11894	vcr:VC395_A0105
ko:K10936	vcr:VC395_0860
ko:K01190	vcr:VC395_2453
ko:K15583	vcr:VC395_A1002
ko:K10823	vcr:VC395_A1002
ko:K19229	vcr:VC395_1801
ko:K19228	vcr:VC395_1800
ko:K02768	vcr:VC395_1935
ko:K19230	vcr:VC395_1802
ko:K10025	vcr:VC395_1979
ko:K10111	vcr:VC395_A0971
ko:K10108	vcr:VC395_A0970
ko:K05499	vcr:VC395_2790
ko:K03719	vcr:VC395_2019
ko:K02778	vcr:VC395_2128
ko:K02779	vcr:VC395_2128
ko:K00557	vcr:VC395_0026
ko:K00128	vcr:VC395_0836
ko:K02303	vcr:VC395_2673
ko:K16963	vcr:VC395_0172
ko:K02030	vcr:VC395_1714
ko:K02030	vcr:VC395_A1003
ko:K09810	vcr:VC395_1998
ko:K10912	vcr:VC395_1035
ko:K08316	vcr:VC395_0034
ko:K01420	vcr:VC395_1554
ko:K03559	vcr:VC395_1662
ko:K03604	vcr:VC395_1838
ko:K02803	vcr:VC395_1010
ko:K02804	vcr:VC395_1010
ko:K04778	vcr:VC395_0792
ko:K13246	vcr:VC395_1769
ko:K10915	vcr:VC395_A0801
ko:K12237	vcr:VC395_2325
ko:K10916	vcr:VC395_A0802
ko:K10921	vcr:VC395_0999
ko:K06604	vcr:VC395_2253
ko:K10123	vcr:VC395_2191
ko:K10909	vcr:VC395_A0578
ko:K10922	vcr:VC395_0998
ko:K10911	vcr:VC395_1036
ko:K11908	vcr:VC395_A0110
ko:K10910	vcr:VC395_A0577
ko:K10918	vcr:VC395_1063
ko:K03077	vcr:VC395_A0281
ko:K01186	vcr:VC395_1898
ko:K06218	vcr:VC395_A0437
ko:K00884	vcr:VC395_1650
ko:K07662	vcr:VC395_2805
ko:K14221	vcr:VC395_tRNAASP5
ko:K14221	vcr:VC395_tRNAASP4
ko:K14225	vcr:VC395_tRNAGLY2
ko:K14225	vcr:VC395_tRNAGLY5
ko:K14225	vcr:VC395_tRNAGLY3
ko:K14225	vcr:VC395_tRNAGLY4
ko:K14225	vcr:VC395_tRNAGLY7
ko:K14230	vcr:VC395_tRNAMET9
ko:K14232	vcr:VC395_tRNAPRO3
ko:K14218	vcr:VC395_tRNAALA4
ko:K14218	vcr:VC395_tRNAALA3
ko:K14227	vcr:VC395_tRNAILE3
ko:K14228	vcr:VC395_tRNALEU10
ko:K14237	vcr:VC395_tRNAVAL2
ko:K14229	vcr:VC395_tRNALYS2
ko:K14224	vcr:VC395_tRNAGLU4
ko:K14224	vcr:VC395_tRNAGLU3
ko:K14222	vcr:VC395_AtRNACYS1
ko:K14222	vcr:VC395_AtRNACYS2
ko:K03417	vcr:VC395_1455
ko:K02030	vcr:VC395_1647
ko:K11070	vcr:VC395_1546
ko:K14235	vcr:VC395_tRNATRP1
ko:K01985	vcr:VC395_5S01
ko:K01985	vcr:VC395_5S07
ko:K01985	vcr:VC395_5S08
ko:K01985	vcr:VC395_5S05
ko:K01985	vcr:VC395_5S04
ko:K01985	vcr:VC395_5S03
ko:K01985	vcr:VC395_5S02
ko:K01985	vcr:VC395_5S09
ko:K01985	vcr:VC395_5S06
ko:K01980	vcr:VC395_23S01
ko:K01980	vcr:VC395_23S07
ko:K01980	vcr:VC395_23S02
ko:K01980	vcr:VC395_23S04
ko:K01980	vcr:VC395_23S08
ko:K01980	vcr:VC395_23S03
ko:K01980	vcr:VC395_23S05
ko:K01980	vcr:VC395_23S06
ko:K14218	vcr:VC395_tRNAALA5
ko:K01977	vcr:VC395_16S01
ko:K01977	vcr:VC395_16S02
ko:K01977	vcr:VC395_16S07
ko:K01977	vcr:VC395_16S08
ko:K01977	vcr:VC395_16S04
ko:K01977	vcr:VC395_16S05
ko:K01977	vcr:VC395_16S06
ko:K01977	vcr:VC395_16S03
ko:K14224	vcr:VC395_tRNAGLU1
ko:K14224	vcr:VC395_tRNAGLU2
ko:K14229	vcr:VC395_tRNALYS1
ko:K14237	vcr:VC395_tRNAVAL1
ko:K14233	vcr:VC395_tRNASER1
ko:K14233	vcr:VC395_tRNASER5
ko:K14219	vcr:VC395_tRNAARG1
ko:K14226	vcr:VC395_tRNAHIS1
ko:K14226	vcr:VC395_tRNAHIS2
ko:K14232	vcr:VC395_tRNAPRO1
ko:K14232	vcr:VC395_tRNAPRO2
ko:K14227	vcr:VC395_tRNAILE1
ko:K14227	vcr:VC395_tRNAILE2
ko:K14218	vcr:VC395_tRNAALA1
ko:K14218	vcr:VC395_tRNAALA2
ko:K14221	vcr:VC395_tRNAASP1
ko:K14221	vcr:VC395_tRNAASP2
ko:K14221	vcr:VC395_tRNAASP3
ko:K14234	vcr:VC395_tRNATHR1
ko:K14236	vcr:VC395_tRNATYR1
ko:K14225	vcr:VC395_tRNAGLY1
ko:K14225	vcr:VC395_AtRNAGLY
ko:K14234	vcr:VC395_tRNATHR2
ko:K14230	vcr:VC395_tRNAMET1
ko:K14230	vcr:VC395_tRNAMET3
ko:K14230	vcr:VC395_tRNAMET5
ko:K14230	vcr:VC395_tRNAMET4
ko:K14230	vcr:VC395_tRNAMET2
ko:K14220	vcr:VC395_tRNAASN4
ko:K14220	vcr:VC395_tRNAASN2
ko:K14220	vcr:VC395_tRNAASN3
ko:K14234	vcr:VC395_tRNATHR6
ko:K14234	vcr:VC395_tRNATHR5
ko:K14234	vcr:VC395_tRNATHR4
ko:K14231	vcr:VC395_tRNAPHE2
ko:K14231	vcr:VC395_tRNAPHE3
ko:K14231	vcr:VC395_tRNAPHE1
ko:K14233	vcr:VC395_tRNASER2
ko:K14233	vcr:VC395_tRNASER3
ko:K14219	vcr:VC395_tRNAARG2
ko:K14219	vcr:VC395_tRNAARG4
ko:K14219	vcr:VC395_tRNAARG6
ko:K14219	vcr:VC395_tRNAARG7
ko:K14219	vcr:VC395_tRNAARG5
ko:K14228	vcr:VC395_tRNALEU1
ko:K14219	vcr:VC395_tRNAARG3
ko:K14220	vcr:VC395_tRNAASN1
ko:K14222	vcr:VC395_tRNACYS1
ko:K14225	vcr:VC395_tRNAGLY6
ko:K14228	vcr:VC395_tRNALEU2
ko:K14228	vcr:VC395_AtRNALEU
ko:K14237	vcr:VC395_tRNAVAL4
ko:K14237	vcr:VC395_tRNAVAL3
ko:K14233	vcr:VC395_tRNASER4
ko:K14219	vcr:VC395_tRNAARG8
ko:K14230	vcr:VC395_tRNAMET6
ko:K14230	vcr:VC395_tRNAMET7
ko:K14230	vcr:VC395_tRNAMET8
ko:K14228	vcr:VC395_tRNALEU3
ko:K14228	vcr:VC395_tRNALEU5
ko:K14228	vcr:VC395_tRNALEU7
ko:K14228	vcr:VC395_tRNALEU4
ko:K14228	vcr:VC395_tRNALEU6
ko:K14228	vcr:VC395_tRNALEU9
ko:K14228	vcr:VC395_tRNALEU8
ko:K14223	vcr:VC395_tRNAGLN1
ko:K14223	vcr:VC395_tRNAGLN4
ko:K14223	vcr:VC395_tRNAGLN2
ko:K14223	vcr:VC395_tRNAGLN3
ko:K14232	vcr:VC395_tRNAPRO4
ko:K14234	vcr:VC395_tRNATHR3
ko:K01802	vcr:VC395_A0651
ko:K02030	vcr:VC395_2735
ko:K02030	vcr:VC395_A1062
ko:K02503	vcr:VC395_2012
ko:K10439	vcr:VC395_A0123
ko:K11209	vcr:VC395_A0730
ko:K01664	vcr:VC395_2732
ko:K03574	vcr:VC395_2507
ko:K01582	vcr:VC395_0310
ko:K07132	vcr:VC395_1283
ko:K01897	vcr:VC395_2100
ko:K00265	vcr:VC395_2488
ko:K00265	vcr:VC395_2491
ko:K00951	vcr:VC395_2566
ko:K01897	vcr:VC395_2598
ko:K17713	vcr:VC395_0779
ko:K02028	vcr:VC395_A1060
ko:K19092	vcr:VC395_A0369
ko:K02029	vcr:VC395_A1061
ko:K02029	vcr:VC395_A1063
ko:K01990	vcr:VC395_0606
ko:K01992	vcr:VC395_0607
ko:K01992	vcr:VC395_1724
ko:K07576	vcr:VC395_0293
ko:K00813	vcr:VC395_A0810
ko:K11069	vcr:VC395_A1133
ko:K01739	vcr:VC395_2796
ko:K17686	vcr:VC395_2331
ko:K01533	vcr:VC395_1557
ko:K19789	vcr:VC395_1753
ko:K02822	vcr:VC395_A0283
ko:K03475	vcr:VC395_A0283
ko:K06518	vcr:VC395_1352
ko:K08485	vcr:VC395_2646
ko:K06518	vcr:VC395_2216
ko:K03767	vcr:VC395_2415
ko:K13638	vcr:VC395_0306
ko:K07459	vcr:VC395_A0780
ko:K19745	vcr:VC395_0154
ko:K01791	vcr:VC395_0933
ko:K00254	vcr:VC395_1611
ko:K02477	vcr:VC395_0710
ko:K01658	vcr:VC395_1292
ko:K11928	vcr:VC395_A1093
ko:K05540	vcr:VC395_0335
ko:K00209	vcr:VC395_A0531
ko:K17758	vcr:VC395_A0182
ko:K17759	vcr:VC395_A0182
ko:K00018	vcr:VC395_2618
ko:K00632	vcr:VC395_0196
ko:K00661	vcr:VC395_A0860
ko:K03892	vcr:VC395_1083
ko:K01183	vcr:VC395_2067
ko:K01497	vcr:VC395_1382
ko:K18218	vcr:VC395_1198
ko:K01046	vcr:VC395_A0258
ko:K01096	vcr:VC395_A0031
ko:K13010	vcr:VC395_0276
ko:K07481	vcr:VC395_A0462
ko:K21379	vcr:VC395_0284
ko:K02031	vcr:VC395_0213
ko:K02032	vcr:VC395_0213
ko:K02031	vcr:VC395_A1122
