ko:K18919	seep:I137_07860
ko:K05526	seep:I137_05160
ko:K05984	seep:I137_05170
ko:K04064	seep:I137_05180
ko:K02760	seep:I137_05185
ko:K02761	seep:I137_05190
ko:K02759	seep:I137_05195
ko:K03490	seep:I137_05200
ko:K03781	seep:I137_05215
ko:K15722	seep:I137_05220
ko:K06956	seep:I137_05225
ko:K07038	seep:I137_05230
ko:K01173	seep:I137_05275
ko:K01868	seep:I137_05285
ko:K02520	seep:I137_05290
ko:K02916	seep:I137_05295
ko:K02887	seep:I137_05300
ko:K01889	seep:I137_05305
ko:K01890	seep:I137_05310
ko:K04764	seep:I137_05315
ko:K06073	seep:I137_05320
ko:K00432	seep:I137_05325
ko:K06074	seep:I137_05330
ko:K01626	seep:I137_05355
ko:K09773	seep:I137_05360
ko:K03785	seep:I137_05415
ko:K05887	seep:I137_05420
ko:K06956	seep:I137_05455
ko:K05997	seep:I137_05460
ko:K09014	seep:I137_05465
ko:K09013	seep:I137_05470
ko:K09015	seep:I137_05475
ko:K11717	seep:I137_05480
ko:K02426	seep:I137_05485
ko:K00873	seep:I137_05505
ko:K03219	seep:I137_05575
ko:K03220	seep:I137_05580
ko:K03221	seep:I137_05635
ko:K03222	seep:I137_05650
ko:K03230	seep:I137_05675
ko:K03224	seep:I137_05680
ko:K03225	seep:I137_05695
ko:K03226	seep:I137_05700
ko:K03228	seep:I137_05710
ko:K03229	seep:I137_05715
ko:K03327	seep:I137_05730
ko:K00793	seep:I137_05735
ko:K00574	seep:I137_05740
ko:K04564	seep:I137_05765
ko:K07390	seep:I137_05775
ko:K03683	seep:I137_05780
ko:K10680	seep:I137_05790
ko:K16137	seep:I137_05795
ko:K06077	seep:I137_05825
ko:K09001	seep:I137_05830
ko:K00275	seep:I137_05840
ko:K01866	seep:I137_05845
ko:K00868	seep:I137_05850
ko:K03305	seep:I137_05860
ko:K10773	seep:I137_05865
ko:K01809	seep:I137_05935
ko:K07639	seep:I137_05955
ko:K07661	seep:I137_05980
ko:K03758	seep:I137_05990
ko:K00324	seep:I137_06000
ko:K00325	seep:I137_06005
ko:K11744	seep:I137_06010
ko:K11743	seep:I137_06015
ko:K11742	seep:I137_06020
ko:K08224	seep:I137_06035
ko:K15545	seep:I137_06045
ko:K01935	seep:I137_06050
ko:K05846	seep:I137_06060
ko:K05845	seep:I137_06065
ko:K07310	seep:I137_06085
ko:K07309	seep:I137_06090
ko:K09771	seep:I137_06115
ko:K08323	seep:I137_06120
ko:K08322	seep:I137_06125
ko:K01284	seep:I137_06155
ko:K13630	seep:I137_06190
ko:K13632	seep:I137_06195
ko:K03712	seep:I137_06200
ko:K08159	seep:I137_06210
ko:K01425	seep:I137_06225
ko:K04651	seep:I137_06245
ko:K03618	seep:I137_06255
ko:K03619	seep:I137_06260
ko:K04653	seep:I137_06265
ko:K03620	seep:I137_06275
ko:K14155	seep:I137_06340
ko:K06044	seep:I137_06350
ko:K02972	seep:I137_06375
ko:K16868	seep:I137_06400
ko:K03304	seep:I137_06405
ko:K03817	seep:I137_06415
ko:K02774	seep:I137_06425
ko:K08323	seep:I137_06455
ko:K00098	seep:I137_06470
ko:K05876	seep:I137_06505
ko:K02029	seep:I137_06545
ko:K02029	seep:I137_06555
ko:K00373	seep:I137_07120
ko:K07156	seep:I137_07970
ko:K10857	seep:I137_07985
ko:K01354	seep:I137_07990
ko:K09918	seep:I137_08005
ko:K08289	seep:I137_08010
ko:K01625	seep:I137_08020
ko:K01690	seep:I137_08025
ko:K00036	seep:I137_08030
ko:K00873	seep:I137_08040
ko:K02560	seep:I137_08045
ko:K09817	seep:I137_08060
ko:K09816	seep:I137_08065
ko:K03551	seep:I137_08070
ko:K03550	seep:I137_08075
ko:K01159	seep:I137_08090
ko:K08310	seep:I137_08100
ko:K01876	seep:I137_08105
ko:K07136	seep:I137_08120
ko:K15256	seep:I137_08125
ko:K15257	seep:I137_08130
ko:K09907	seep:I137_08140
ko:K01887	seep:I137_08145
ko:K05515	seep:I137_08150
ko:K15532	seep:I137_08155
ko:K03516	seep:I137_08160
ko:K03414	seep:I137_08170
ko:K03413	seep:I137_08175
ko:K03412	seep:I137_08180
ko:K03408	seep:I137_08195
ko:K03407	seep:I137_08200
ko:K02556	seep:I137_08210
ko:K02402	seep:I137_08215
ko:K02403	seep:I137_08220
ko:K14064	seep:I137_08225
ko:K00697	seep:I137_08230
ko:K01087	seep:I137_08235
ko:K02255	seep:I137_08250
ko:K02217	seep:I137_08265
ko:K03834	seep:I137_08275
ko:K07039	seep:I137_08280
ko:K00995	seep:I137_08310
ko:K03703	seep:I137_08315
ko:K07689	seep:I137_08320
ko:K10010	seep:I137_08340
ko:K10009	seep:I137_08345
ko:K02424	seep:I137_08355
ko:K02425	seep:I137_08360
ko:K02405	seep:I137_08365
ko:K02406	seep:I137_08375
ko:K02407	seep:I137_08385
ko:K02422	seep:I137_08390
ko:K10972	seep:I137_11145
ko:K06917	seep:I137_11150
ko:K02072	seep:I137_11155
ko:K02073	seep:I137_11160
ko:K02003	seep:I137_11180
ko:K10804	seep:I137_11185
ko:K02069	seep:I137_11200
ko:K02068	seep:I137_11205
ko:K07340	seep:I137_11215
ko:K09973	seep:I137_11235
ko:K08223	seep:I137_11250
ko:K00892	seep:I137_11260
ko:K01772	seep:I137_11270
ko:K04079	seep:I137_11280
ko:K06187	seep:I137_11285
ko:K09747	seep:I137_11290
ko:K00759	seep:I137_11300
ko:K09790	seep:I137_11305
ko:K05802	seep:I137_11325
ko:K03577	seep:I137_11330
ko:K02919	seep:I137_11365
ko:K02909	seep:I137_11370
ko:K07443	seep:I137_11380
ko:K09914	seep:I137_11385
ko:K10805	seep:I137_11390
ko:K03320	seep:I137_11395
ko:K04752	seep:I137_11400
ko:K05800	seep:I137_11410
ko:K01738	seep:I137_11415
ko:K00656	seep:I137_15525
ko:K03838	seep:I137_15535
ko:K01754	seep:I137_15540
ko:K07592	seep:I137_15545
ko:K00865	seep:I137_15550
ko:K16371	seep:I137_15575
ko:K02773	seep:I137_15580
ko:K02774	seep:I137_15585
ko:K07056	seep:I137_15600
ko:K07121	seep:I137_15605
ko:K07460	seep:I137_15610
ko:K05520	seep:I137_15630
ko:K09979	seep:I137_15635
ko:K07461	seep:I137_15640
ko:K03824	seep:I137_15645
ko:K08303	seep:I137_15655
ko:K03835	seep:I137_15680
ko:K05592	seep:I137_15685
ko:K05803	seep:I137_15690
ko:K00962	seep:I137_15695
ko:K02956	seep:I137_15700
ko:K02834	seep:I137_15710
ko:K02519	seep:I137_15715
ko:K02600	seep:I137_15720
ko:K09748	seep:I137_15725
ko:K01940	seep:I137_15735
ko:K03075	seep:I137_15745
ko:K03431	seep:I137_15750
ko:K07345	seep:I137_11980
ko:K01703	seep:I137_12030
ko:K07740	seep:I137_16340
ko:K03147	seep:I137_16345
ko:K00788	seep:I137_16350
ko:K03154	seep:I137_16360
ko:K03149	seep:I137_16365
ko:K03150	seep:I137_16370
ko:K03046	seep:I137_16395
ko:K03043	seep:I137_16400
ko:K02935	seep:I137_16405
ko:K02864	seep:I137_16410
ko:K02863	seep:I137_16415
ko:K02867	seep:I137_16420
ko:K02601	seep:I137_16425
ko:K03073	seep:I137_16430
ko:K03524	seep:I137_16460
ko:K00075	seep:I137_16465
ko:K01825	seep:I137_16515
ko:K05368	seep:I137_16530
ko:K03182	seep:I137_16535
ko:K03424	seep:I137_16545
ko:K03118	seep:I137_16550
ko:K03117	seep:I137_16555
ko:K03116	seep:I137_16560
ko:K03688	seep:I137_16565
ko:K03690	seep:I137_16570
ko:K03183	seep:I137_16575
ko:K09760	seep:I137_16580
ko:K00757	seep:I137_16585
ko:K01061	seep:I137_16590
ko:K06871	seep:I137_16595
ko:K01687	seep:I137_19360
ko:K00005	seep:I137_19370
ko:K02040	seep:I137_19375
ko:K00111	seep:I137_19385
ko:K02439	seep:I137_19390
ko:K02444	seep:I137_19400
ko:K14414	seep:I137_19405
ko:K14415	seep:I137_19410
ko:K03556	seep:I137_19425
ko:K00688	seep:I137_19430
ko:K00705	seep:I137_19435
ko:K06155	seep:I137_19440
ko:K07400	seep:I137_19445
ko:K02170	seep:I137_19455
ko:K07490	seep:I137_19465
ko:K04759	seep:I137_19470
ko:K04758	seep:I137_19475
ko:K04760	seep:I137_19485
ko:K07659	seep:I137_19490
ko:K07638	seep:I137_19495
ko:K01610	seep:I137_19500
ko:K04083	seep:I137_19510
ko:K04762	seep:I137_19515
ko:K08312	seep:I137_19530
ko:K05366	seep:I137_19535
ko:K12288	seep:I137_19540
ko:K12289	seep:I137_19545
ko:K12290	seep:I137_19550
ko:K12291	seep:I137_19555
ko:K02507	seep:I137_19560
ko:K00891	seep:I137_19565
ko:K01735	seep:I137_19570
ko:K01783	seep:I137_19585
ko:K01091	seep:I137_19590
ko:K01867	seep:I137_19595
ko:K12516	seep:I137_19605
ko:K02423	seep:I137_08395
ko:K07112	seep:I137_08410
ko:K02408	seep:I137_08425
ko:K02409	seep:I137_08430
ko:K02410	seep:I137_08435
ko:K02411	seep:I137_08440
ko:K02412	seep:I137_08445
ko:K02413	seep:I137_08450
ko:K02416	seep:I137_08465
ko:K02418	seep:I137_08475
ko:K02419	seep:I137_08480
ko:K02420	seep:I137_08485
ko:K02421	seep:I137_08490
ko:K07781	seep:I137_08495
ko:K07026	seep:I137_08510
ko:K09781	seep:I137_08525
ko:K07458	seep:I137_08535
ko:K06950	seep:I137_08545
ko:K03704	seep:I137_08565
ko:K11903	seep:I137_08620
ko:K11901	seep:I137_08630
ko:K11900	seep:I137_08640
ko:K11905	seep:I137_08645
ko:K11896	seep:I137_08650
ko:K11895	seep:I137_08655
ko:K11906	seep:I137_08665
ko:K11893	seep:I137_08670
ko:K11892	seep:I137_08675
ko:K11907	seep:I137_08680
ko:K11910	seep:I137_08685
ko:K11911	seep:I137_08695
ko:K03186	seep:I137_02440
ko:K10013	seep:I137_02445
ko:K10016	seep:I137_02455
ko:K10015	seep:I137_02460
ko:K10017	seep:I137_02465
ko:K07071	seep:I137_02470
ko:K07095	seep:I137_02485
ko:K00615	seep:I137_02520
ko:K00615	seep:I137_02525
ko:K13788	seep:I137_02535
ko:K00925	seep:I137_02540
ko:K09899	seep:I137_02545
ko:K09161	seep:I137_02550
ko:K14260	seep:I137_02570
ko:K00330	seep:I137_02580
ko:K00331	seep:I137_02585
ko:K13378	seep:I137_02590
ko:K00334	seep:I137_02595
ko:K00337	seep:I137_02610
ko:K00338	seep:I137_02615
ko:K00339	seep:I137_02620
ko:K00340	seep:I137_02625
ko:K00341	seep:I137_02630
ko:K00342	seep:I137_02635
ko:K00343	seep:I137_02640
ko:K03415	seep:I137_02655
ko:K05594	seep:I137_02670
ko:K02551	seep:I137_02680
ko:K01661	seep:I137_02690
ko:K12963	seep:I137_02705
ko:K12962	seep:I137_02710
ko:K07264	seep:I137_02715
ko:K13014	seep:I137_02720
ko:K10011	seep:I137_02725
ko:K10012	seep:I137_02730
ko:K07806	seep:I137_02735
ko:K12661	seep:I137_02765
ko:K12660	seep:I137_02775
ko:K00113	seep:I137_02785
ko:K00112	seep:I137_02790
ko:K00111	seep:I137_02795
ko:K02445	seep:I137_02800
ko:K01126	seep:I137_02805
ko:K02469	seep:I137_02845
ko:K07687	seep:I137_02850
ko:K07676	seep:I137_02855
ko:K09475	seep:I137_02860
ko:K03734	seep:I137_02865
ko:K03919	seep:I137_02870
ko:K08276	seep:I137_02880
ko:K02572	seep:I137_02885
ko:K02570	seep:I137_02890
ko:K02567	seep:I137_02895
ko:K02568	seep:I137_02905
ko:K02194	seep:I137_02920
ko:K02196	seep:I137_02930
ko:K02197	seep:I137_02935
ko:K02198	seep:I137_02940
ko:K02199	seep:I137_02945
ko:K07685	seep:I137_02950
ko:K09904	seep:I137_02995
ko:K06899	seep:I137_03000
ko:K02897	seep:I137_03010
ko:K07552	seep:I137_03025
ko:K13896	seep:I137_03035
ko:K13895	seep:I137_03040
ko:K13894	seep:I137_03045
ko:K13893	seep:I137_03050
ko:K13694	seep:I137_03060
ko:K02356	seep:I137_03075
ko:K03291	seep:I137_03085
ko:K02768	seep:I137_03095
ko:K11183	seep:I137_03095
ko:K02769	seep:I137_03105
ko:K02770	seep:I137_03105
ko:K01151	seep:I137_03110
ko:K11733	seep:I137_03125
ko:K16089	seep:I137_03130
ko:K07783	seep:I137_03135
ko:K01752	seep:I137_03145
ko:K01495	seep:I137_03160
ko:K07148	seep:I137_03165
ko:K02529	seep:I137_03170
ko:K10542	seep:I137_03180
ko:K08195	seep:I137_03225
ko:K00450	seep:I137_03230
ko:K16165	seep:I137_03235
ko:K08344	seep:I137_08835
ko:K01826	seep:I137_08875
ko:K00484	seep:I137_08905
ko:K13085	seep:I137_08940
ko:K11179	seep:I137_08970
ko:K06910	seep:I137_08985
ko:K09909	seep:I137_09005
ko:K07042	seep:I137_10440
ko:K06189	seep:I137_10445
ko:K03820	seep:I137_10450
ko:K10001	seep:I137_10455
ko:K10003	seep:I137_10460
ko:K10002	seep:I137_10465
ko:K10004	seep:I137_10470
ko:K07343	seep:I137_09030
ko:K04045	seep:I137_10485
ko:K03286	seep:I137_09040
ko:K16850	seep:I137_10535
ko:K16849	seep:I137_10540
ko:K02340	seep:I137_10555
ko:K00969	seep:I137_10560
ko:K09476	seep:I137_09130
ko:K09710	seep:I137_10580
ko:K00783	seep:I137_10585
ko:K00813	seep:I137_09135
ko:K00615	seep:I137_14695
ko:K07387	seep:I137_14700
ko:K11085	seep:I137_09195
ko:K02238	seep:I137_09200
ko:K00789	seep:I137_14770
ko:K08137	seep:I137_14775
ko:K02742	seep:I137_14780
ko:K01150	seep:I137_14785
ko:K09761	seep:I137_14790
ko:K01920	seep:I137_14795
ko:K07735	seep:I137_14800
ko:K07447	seep:I137_14805
ko:K02669	seep:I137_14815
ko:K06997	seep:I137_14820
ko:K02221	seep:I137_14825
ko:K09131	seep:I137_14830
ko:K06212	seep:I137_09245
ko:K07308	seep:I137_09280
ko:K09923	seep:I137_14860
ko:K03439	seep:I137_14865
ko:K03575	seep:I137_14870
ko:K08306	seep:I137_14880
ko:K07307	seep:I137_09285
ko:K07150	seep:I137_14900
ko:K06871	seep:I137_14940
ko:K06995	seep:I137_14960
ko:K01914	seep:I137_17740
ko:K06205	seep:I137_17750
ko:K03495	seep:I137_17755
ko:K03501	seep:I137_17760
ko:K02108	seep:I137_17770
ko:K02110	seep:I137_17775
ko:K02109	seep:I137_17780
ko:K02113	seep:I137_17785
ko:K02111	seep:I137_17790
ko:K02115	seep:I137_17795
ko:K02112	seep:I137_17800
ko:K02114	seep:I137_17805
ko:K06890	seep:I137_17815
ko:K04042	seep:I137_17825
ko:K00820	seep:I137_17830
ko:K00014	seep:I137_17840
ko:K02769	seep:I137_17845
ko:K02770	seep:I137_17845
ko:K02040	seep:I137_17850
ko:K02037	seep:I137_17855
ko:K02038	seep:I137_17860
ko:K02036	seep:I137_17865
ko:K02039	seep:I137_17870
ko:K06901	seep:I137_17880
ko:K08163	seep:I137_17900
ko:K03650	seep:I137_17905
ko:K03217	seep:I137_17910
ko:K03536	seep:I137_17915
ko:K02313	seep:I137_17920
ko:K02338	seep:I137_17925
ko:K03629	seep:I137_17930
ko:K02470	seep:I137_17935
ko:K00883	seep:I137_17960
ko:K01631	seep:I137_17965
ko:K01684	seep:I137_17970
ko:K07811	seep:I137_17980
ko:K03533	seep:I137_17985
ko:K00428	seep:I137_17990
ko:K02195	seep:I137_18005
ko:K00796	seep:I137_15755
ko:K03798	seep:I137_15760
ko:K07574	seep:I137_15770
ko:K03624	seep:I137_15775
ko:K07259	seep:I137_15785
ko:K03071	seep:I137_18535
ko:K00057	seep:I137_18540
ko:K00640	seep:I137_18545
ko:K06145	seep:I137_18560
ko:K03216	seep:I137_18565
ko:K14348	seep:I137_18575
ko:K00427	seep:I137_18580
ko:K14762	seep:I137_18595
ko:K02562	seep:I137_18605
ko:K00009	seep:I137_18610
ko:K00138	seep:I137_18640
ko:K09955	seep:I137_18645
ko:K00880	seep:I137_18670
ko:K08092	seep:I137_18700
ko:K00835	seep:I137_18715
ko:K02529	seep:I137_18735
ko:K01805	seep:I137_18740
ko:K01878	seep:I137_18765
ko:K01879	seep:I137_18770
ko:K03704	seep:I137_18800
ko:K14232	seep:I137_18865
ko:K01977	seep:I137_12780
ko:K14219	seep:I137_04890
ko:K14230	seep:I137_10390
ko:K14230	seep:I137_10405
ko:K01977	seep:I137_17685
ko:K14228	seep:I137_08295
ko:K14238	seep:I137_18295
ko:K14235	seep:I137_16920
ko:K14219	seep:I137_16755
ko:K14228	seep:I137_16745
ko:K14228	seep:I137_21715
ko:K14228	seep:I137_21710
ko:K14228	seep:I137_21705
ko:K14234	seep:I137_16435
ko:K01977	seep:I137_01210
ko:K01977	seep:I137_16280
ko:K01977	seep:I137_16490
ko:K01977	seep:I137_16945
ko:K14227	seep:I137_01215
ko:K14227	seep:I137_20020
ko:K14227	seep:I137_16485
ko:K14218	seep:I137_01220
ko:K14218	seep:I137_20025
ko:K14218	seep:I137_16480
ko:K01980	seep:I137_01225
ko:K01980	seep:I137_12770
ko:K01980	seep:I137_16270
ko:K01980	seep:I137_16475
ko:K01980	seep:I137_16935
ko:K01980	seep:I137_17675
ko:K01980	seep:I137_20030
ko:K14229	seep:I137_02105
ko:K14229	seep:I137_10095
ko:K14229	seep:I137_10100
ko:K14237	seep:I137_02110
ko:K14237	seep:I137_02115
ko:K14219	seep:I137_04820
ko:K14233	seep:I137_04235
ko:K14237	seep:I137_05720
ko:K14223	seep:I137_10400
ko:K14223	seep:I137_10410
ko:K14223	seep:I137_10415
ko:K14234	seep:I137_12390
ko:K14230	seep:I137_14255
ko:K14230	seep:I137_14260
ko:K09824	seep:I137_13215
ko:K07241	seep:I137_13230
ko:K07649	seep:I137_13235
ko:K07774	seep:I137_13240
ko:K07795	seep:I137_13245
ko:K15737	seep:I137_13260
ko:K11735	seep:I137_13275
ko:K15735	seep:I137_13280
ko:K03186	seep:I137_13905
ko:K06194	seep:I137_13925
ko:K00573	seep:I137_13930
ko:K03787	seep:I137_13935
ko:K06176	seep:I137_13940
ko:K01770	seep:I137_13945
ko:K00991	seep:I137_13950
ko:K05589	seep:I137_13955
ko:K00860	seep:I137_13965
ko:K09612	seep:I137_13980
ko:K00390	seep:I137_14025
ko:K00381	seep:I137_14030
ko:K01737	seep:I137_14040
ko:K10026	seep:I137_14050
ko:K01689	seep:I137_14055
ko:K01937	seep:I137_14060
ko:K07678	seep:I137_14110
ko:K00865	seep:I137_14115
ko:K01706	seep:I137_14120
ko:K06175	seep:I137_14135
ko:K01776	seep:I137_16950
ko:K16092	seep:I137_16955
ko:K00322	seep:I137_16975
ko:K04761	seep:I137_16980
ko:K01755	seep:I137_16985
ko:K00930	seep:I137_16990
ko:K00145	seep:I137_16995
ko:K01595	seep:I137_17005
ko:K11202	seep:I137_17020
ko:K04069	seep:I137_17025
ko:K00656	seep:I137_17030
ko:K11202	seep:I137_17035
ko:K11203	seep:I137_17040
ko:K08483	seep:I137_17045
ko:K11189	seep:I137_17045
ko:K11201	seep:I137_17045
ko:K09974	seep:I137_17060
ko:K00297	seep:I137_17065
ko:K00375	seep:I137_17075
ko:K01775	seep:I137_17080
ko:K00600	seep:I137_17085
ko:K12525	seep:I137_17115
ko:K03764	seep:I137_17125
ko:K02909	seep:I137_17140
ko:K04066	seep:I137_17145
ko:K01419	seep:I137_17160
ko:K03667	seep:I137_17165
ko:K02548	seep:I137_17170
ko:K02553	seep:I137_17175
ko:K09892	seep:I137_17180
ko:K02440	seep:I137_17185
ko:K00864	seep:I137_17190
ko:K00528	seep:I137_17195
ko:K00611	seep:I137_21265
ko:K09893	seep:I137_21270
ko:K06169	seep:I137_21275
ko:K03828	seep:I137_21285
ko:K01873	seep:I137_21295
ko:K02339	seep:I137_21300
ko:K01255	seep:I137_21305
ko:K07091	seep:I137_21310
ko:K11720	seep:I137_21315
ko:K06146	seep:I137_21320
ko:K00098	seep:I137_21330
ko:K12957	seep:I137_21340
ko:K07454	seep:I137_21455
ko:K09982	seep:I137_21470
ko:K01867	seep:I137_21505
ko:K01779	seep:I137_21515
ko:K14230	seep:I137_15730
ko:K14225	seep:I137_14495
ko:K14231	seep:I137_14905
ko:K14231	seep:I137_20640
ko:K14234	seep:I137_16260
ko:K14225	seep:I137_16440
ko:K14234	seep:I137_16450
ko:K14232	seep:I137_16740
ko:K14226	seep:I137_16750
ko:K14228	seep:I137_21345
ko:K11753	seep:I137_00215
ko:K03101	seep:I137_00225
ko:K01870	seep:I137_00220
ko:K03774	seep:I137_00230
ko:K06946	seep:I137_12595
ko:K08307	seep:I137_12730
ko:K06222	seep:I137_12755
ko:K03695	seep:I137_12785
ko:K05810	seep:I137_12790
ko:K06180	seep:I137_12795
ko:K05807	seep:I137_12800
ko:K02876	seep:I137_19905
ko:K03076	seep:I137_19910
ko:K02952	seep:I137_19915
ko:K02948	seep:I137_19920
ko:K02986	seep:I137_19925
ko:K03040	seep:I137_19930
ko:K02879	seep:I137_19935
ko:K03282	seep:I137_19950
ko:K03500	seep:I137_19960
ko:K01462	seep:I137_19970
ko:K07479	seep:I137_19985
ko:K07566	seep:I137_19990
ko:K00014	seep:I137_19995
ko:K03827	seep:I137_20040
ko:K00651	seep:I137_20045
ko:K01638	seep:I137_20050
ko:K01637	seep:I137_20055
ko:K00906	seep:I137_20060
ko:K03324	seep:I137_20085
ko:K05995	seep:I137_20090
ko:K09912	seep:I137_20095
ko:K06182	seep:I137_20100
ko:K00928	seep:I137_20150
ko:K01810	seep:I137_20155
ko:K13256	seep:I137_20180
ko:K11102	seep:I137_20465
ko:K09994	seep:I137_20490
ko:K06193	seep:I137_20500
ko:K03762	seep:I137_20505
ko:K07643	seep:I137_20515
ko:K07771	seep:I137_20520
ko:K03760	seep:I137_20525
ko:K03755	seep:I137_20530
ko:K01584	seep:I137_20540
ko:K07406	seep:I137_20550
ko:K01676	seep:I137_20555
ko:K07703	seep:I137_20565
ko:K07701	seep:I137_20570
ko:K09474	seep:I137_20630
ko:K04084	seep:I137_20650
ko:K03926	seep:I137_20655
ko:K07791	seep:I137_20660
ko:K01744	seep:I137_20665
ko:K07113	seep:I137_20670
ko:K04078	seep:I137_20675
ko:K04077	seep:I137_20680
ko:K02356	seep:I137_20700
ko:K16347	seep:I137_20705
ko:K16348	seep:I137_20710
ko:K03593	seep:I137_03350
ko:K01104	seep:I137_03495
ko:K03606	seep:I137_03560
ko:K13005	seep:I137_03645
ko:K12992	seep:I137_03655
ko:K00033	seep:I137_03675
ko:K07258	seep:I137_03775
ko:K19229	seep:I137_06790
ko:K19789	seep:I137_03015
ko:K01069	seep:I137_12725
ko:K05799	seep:I137_00725
ko:K01659	seep:I137_11850
ko:K02226	seep:I137_10570
ko:K17837	seep:I137_18355
ko:K01840	seep:I137_03555
ko:K00971	seep:I137_03660
ko:K00537	seep:I137_01730
ko:K01497	seep:I137_06870
ko:K01840	seep:I137_03665
ko:K01485	seep:I137_15960
ko:K17722	seep:I137_03195
ko:K17723	seep:I137_03190
ko:K03566	seep:I137_14220
ko:K00042	seep:I137_11120
ko:K06518	seep:I137_20410
ko:K02477	seep:I137_03325
ko:K00661	seep:I137_11355
ko:K03772	seep:I137_19745
ko:K00146	seep:I137_14970
ko:K05540	seep:I137_16210
ko:K04771	seep:I137_01015
ko:K04772	seep:I137_16030
ko:K03292	seep:I137_17550
ko:K01130	seep:I137_14935
ko:K17758	seep:I137_20815
ko:K17759	seep:I137_20815
ko:K08485	seep:I137_15900
ko:K01791	seep:I137_16810
ko:K01739	seep:I137_17120
ko:K07459	seep:I137_09400
ko:K07684	seep:I137_07145
ko:K14742	seep:I137_07395
ko:K00884	seep:I137_04690
ko:K03767	seep:I137_19650
ko:K01271	seep:I137_16510
ko:K06518	seep:I137_03215
ko:K02483	seep:I137_08915
ko:K11928	seep:I137_08790
ko:K00344	seep:I137_20275
ko:K13695	seep:I137_05335
ko:K08173	seep:I137_06130
ko:K00557	seep:I137_16960
ko:K18140	seep:I137_16235
ko:K03585	seep:I137_11335
ko:K03973	seep:I137_06755
ko:K10038	seep:I137_09755
ko:K08351	seep:I137_18825
ko:K11645	seep:I137_03405
ko:K18015	seep:I137_02780
ko:K07645	seep:I137_15215
ko:K03605	seep:I137_15050
ko:K12979	seep:I137_20485
ko:K03292	seep:I137_17285
ko:K17938	seep:I137_11810
ko:K00996	seep:I137_03670
ko:K18325	seep:I137_10870
ko:K07483	seep:I137_08580
ko:K03719	seep:I137_09315
ko:K18895	seep:I137_13195
ko:K01582	seep:I137_01445
ko:K01096	seep:I137_06865
ko:K03668	seep:I137_06620
ko:K05396	seep:I137_08350
ko:K13053	seep:I137_09035
ko:K18141	seep:I137_16240
ko:K00001	seep:I137_17400
ko:K11745	seep:I137_00400
ko:K01801	seep:I137_03240
ko:K18142	seep:I137_16245
ko:K00956	seep:I137_13970
ko:K01582	seep:I137_01135
ko:K09017	seep:I137_08800
ko:K00249	seep:I137_09610
ko:K02031	seep:I137_04870
ko:K15347	seep:I137_04710
ko:K13739	seep:I137_14020
ko:K00879	seep:I137_14195
ko:K17948	seep:I137_08760
ko:K07782	seep:I137_08335
ko:K03605	seep:I137_07260
ko:K03605	seep:I137_06270
ko:K18292	seep:I137_14925
ko:K05874	seep:I137_21605
ko:K03761	seep:I137_01240
ko:K08156	seep:I137_11715
ko:K10678	seep:I137_09530
ko:K01571	seep:I137_00260
ko:K06894	seep:I137_01575
ko:K12453	seep:I137_03630
ko:K04753	seep:I137_15185
ko:K07005	seep:I137_10290
ko:K07001	seep:I137_07080
ko:K08369	seep:I137_05085
ko:K06078	seep:I137_05495
ko:K02529	seep:I137_06330
ko:K08350	seep:I137_06390
ko:K10538	seep:I137_08240
ko:K11910	seep:I137_08690
ko:K02193	seep:I137_02915
ko:K02195	seep:I137_02925
ko:K01185	seep:I137_13025
ko:K05875	seep:I137_15405
ko:K18288	seep:I137_14915
ko:K09709	seep:I137_09615
ko:K05875	seep:I137_08190
ko:K18290	seep:I137_14920
ko:K04333	seep:I137_04305
ko:K03630	seep:I137_12655
ko:K04018	seep:I137_20460
ko:K00046	seep:I137_21325
ko:K01521	seep:I137_17260
ko:K00123	seep:I137_17445
ko:K16785	seep:I137_14680
ko:K16786	seep:I137_14685
ko:K02194	seep:I137_18000
ko:K00984	seep:I137_04900
ko:K01156	seep:I137_11900
ko:K12516	seep:I137_19610
ko:K12516	seep:I137_19620
ko:K02498	seep:I137_16735
ko:K18471	seep:I137_05075
ko:K11904	seep:I137_08615
ko:K18446	seep:I137_15335
ko:K18479	seep:I137_17535
ko:K18478	seep:I137_17520
ko:K18475	seep:I137_08370
ko:K11894	seep:I137_08660
ko:K00681	seep:I137_19265
ko:K00335	seep:I137_02600
ko:K07794	seep:I137_13250
ko:K08087	seep:I137_10980
ko:K18691	seep:I137_01410
ko:K18697	seep:I137_01400
ko:K18765	seep:I137_16170
ko:K07347	seep:I137_00105
ko:K18850	seep:I137_04735
ko:K06218	seep:I137_21180
ko:K18837	seep:I137_12685
ko:K18889	seep:I137_11405
ko:K18862	seep:I137_11640
ko:K18862	seep:I137_18915
ko:K02968	seep:I137_00210
ko:K03717	seep:I137_00200
ko:K06871	seep:I137_00175
ko:K01811	seep:I137_00205
ko:K03313	seep:I137_00195
ko:K11741	seep:I137_20720
ko:K20861	seep:I137_09565
ko:K18829	seep:I137_14475
ko:K20866	seep:I137_17510
ko:K20881	seep:I137_19520
ko:K20862	seep:I137_16680
ko:K07319	seep:I137_16220
ko:K18800	seep:I137_14595
ko:K18778	seep:I137_00665
ko:K18831	seep:I137_17490
ko:K18657	seep:I137_09090
ko:K18838	seep:I137_12670
ko:K03553	seep:I137_13455
ko:K18918	seep:I137_21175
