ko:K07489	ypj:CH55_3572
ko:K01591	ypj:CH55_318
ko:K03113	ypj:CH55_319
ko:K04062	ypj:CH55_320
ko:K08313	ypj:CH55_323
ko:K06200	ypj:CH55_325
ko:K01147	ypj:CH55_326
ko:K10773	ypj:CH55_329
ko:K03613	ypj:CH55_330
ko:K03612	ypj:CH55_331
ko:K03614	ypj:CH55_332
ko:K03615	ypj:CH55_334
ko:K03616	ypj:CH55_335
ko:K03617	ypj:CH55_336
ko:K12530	ypj:CH55_338
ko:K12532	ypj:CH55_339
ko:K12532	ypj:CH55_340
ko:K12531	ypj:CH55_341
ko:K01804	ypj:CH55_343
ko:K00853	ypj:CH55_344
ko:K10537	ypj:CH55_345
ko:K10539	ypj:CH55_346
ko:K10538	ypj:CH55_347
ko:K02099	ypj:CH55_348
ko:K14347	ypj:CH55_350
ko:K01809	ypj:CH55_353
ko:K01679	ypj:CH55_354
ko:K10748	ypj:CH55_355
ko:K08224	ypj:CH55_356
ko:K15545	ypj:CH55_358
ko:K01935	ypj:CH55_360
ko:K03281	ypj:CH55_361
ko:K02529	ypj:CH55_362
ko:K17202	ypj:CH55_364
ko:K02051	ypj:CH55_365
ko:K05601	ypj:CH55_1188
ko:K11933	ypj:CH55_1189
ko:K00156	ypj:CH55_1190
ko:K01620	ypj:CH55_1191
ko:K04093	ypj:CH55_1195
ko:K10000	ypj:CH55_1196
ko:K09997	ypj:CH55_1197
ko:K09999	ypj:CH55_1198
ko:K09998	ypj:CH55_1199
ko:K02013	ypj:CH55_1203
ko:K02015	ypj:CH55_1204
ko:K09996	ypj:CH55_1209
ko:K03212	ypj:CH55_1210
ko:K11074	ypj:CH55_1212
ko:K11075	ypj:CH55_1213
ko:K11076	ypj:CH55_1214
ko:K11073	ypj:CH55_1215
ko:K03674	ypj:CH55_1218
ko:K07085	ypj:CH55_1219
ko:K01619	ypj:CH55_1222
ko:K11534	ypj:CH55_1223
ko:K03837	ypj:CH55_1224
ko:K03837	ypj:CH55_1225
ko:K07258	ypj:CH55_1226
ko:K02072	ypj:CH55_1227
ko:K02071	ypj:CH55_1228
ko:K02073	ypj:CH55_1229
ko:K16089	ypj:CH55_1233
ko:K02013	ypj:CH55_1234
ko:K02015	ypj:CH55_1235
ko:K02016	ypj:CH55_1236
ko:K11733	ypj:CH55_1237
ko:K03828	ypj:CH55_2026
ko:K09893	ypj:CH55_2027
ko:K00611	ypj:CH55_2028
ko:K02035	ypj:CH55_2030
ko:K02035	ypj:CH55_2031
ko:K02033	ypj:CH55_2032
ko:K02034	ypj:CH55_2033
ko:K02043	ypj:CH55_2039
ko:K06006	ypj:CH55_3035
ko:K13283	ypj:CH55_3037
ko:K00850	ypj:CH55_3038
ko:K02048	ypj:CH55_3040
ko:K02020	ypj:CH55_3041
ko:K03319	ypj:CH55_3042
ko:K10218	ypj:CH55_3043
ko:K16515	ypj:CH55_3044
ko:K16516	ypj:CH55_3045
ko:K01803	ypj:CH55_3046
ko:K00528	ypj:CH55_3049
ko:K02446	ypj:CH55_3050
ko:K00864	ypj:CH55_3051
ko:K02440	ypj:CH55_3052
ko:K09892	ypj:CH55_3053
ko:K07491	ypj:CH55_3054
ko:K13409	ypj:CH55_3055
ko:K13408	ypj:CH55_3056
ko:K02553	ypj:CH55_3059
ko:K02548	ypj:CH55_3060
ko:K03667	ypj:CH55_3061
ko:K01419	ypj:CH55_3062
ko:K03591	ypj:CH55_3063
ko:K05499	ypj:CH55_3064
ko:K04066	ypj:CH55_3066
ko:K02909	ypj:CH55_3067
ko:K03764	ypj:CH55_3069
ko:K01739	ypj:CH55_3070
ko:K12525	ypj:CH55_3072
ko:K00297	ypj:CH55_3073
ko:K07483	ypj:CH55_3075
ko:K01595	ypj:CH55_3076
ko:K01438	ypj:CH55_3077
ko:K00145	ypj:CH55_3078
ko:K00930	ypj:CH55_3079
ko:K01755	ypj:CH55_3080
ko:K16152	ypj:CH55_3082
ko:K16152	ypj:CH55_3083
ko:K12545	ypj:CH55_3084
ko:K12536	ypj:CH55_3085
ko:K12537	ypj:CH55_3086
ko:K07052	ypj:CH55_3900
ko:K05776	ypj:CH55_3902
ko:K02019	ypj:CH55_3903
ko:K02020	ypj:CH55_3905
ko:K02018	ypj:CH55_3906
ko:K02017	ypj:CH55_3907
ko:K07404	ypj:CH55_3909
ko:K00833	ypj:CH55_3910
ko:K01012	ypj:CH55_3911
ko:K00652	ypj:CH55_3912
ko:K02169	ypj:CH55_3913
ko:K01935	ypj:CH55_3914
ko:K03702	ypj:CH55_3916
ko:K03639	ypj:CH55_3920
ko:K03637	ypj:CH55_3921
ko:K03636	ypj:CH55_3922
ko:K03635	ypj:CH55_3923
ko:K06890	ypj:CH55_3924
ko:K07491	ypj:CH55_3925
ko:K02167	ypj:CH55_3928
ko:K02168	ypj:CH55_3929
ko:K03815	ypj:CH55_3932
ko:K07491	ypj:CH55_3934
ko:K11537	ypj:CH55_3935
ko:K07803	ypj:CH55_3936
ko:K07709	ypj:CH55_3937
ko:K01993	ypj:CH55_3945
ko:K11927	ypj:CH55_3947
ko:K00285	ypj:CH55_590
ko:K03603	ypj:CH55_592
ko:K03314	ypj:CH55_593
ko:K03611	ypj:CH55_594
ko:K04487	ypj:CH55_597
ko:K03100	ypj:CH55_1449
ko:K03596	ypj:CH55_1450
ko:K03803	ypj:CH55_1452
ko:K03598	ypj:CH55_1453
ko:K03597	ypj:CH55_1454
ko:K03088	ypj:CH55_1455
ko:K00278	ypj:CH55_1456
ko:K15460	ypj:CH55_1457
ko:K05590	ypj:CH55_1458
ko:K03648	ypj:CH55_1464
ko:K01304	ypj:CH55_1465
ko:K07160	ypj:CH55_1468
ko:K01669	ypj:CH55_1474
ko:K01546	ypj:CH55_1477
ko:K01547	ypj:CH55_1478
ko:K01548	ypj:CH55_1479
ko:K07646	ypj:CH55_1480
ko:K07667	ypj:CH55_1481
ko:K08978	ypj:CH55_1482
ko:K01835	ypj:CH55_1485
ko:K03645	ypj:CH55_1486
ko:K03478	ypj:CH55_1489
ko:K03490	ypj:CH55_1490
ko:K02759	ypj:CH55_1491
ko:K02761	ypj:CH55_1492
ko:K02760	ypj:CH55_1493
ko:K06199	ypj:CH55_1494
ko:K06199	ypj:CH55_1495
ko:K10716	ypj:CH55_1496
ko:K07241	ypj:CH55_1498
ko:K08717	ypj:CH55_1499
ko:K03190	ypj:CH55_1500
ko:K03189	ypj:CH55_1501
ko:K02563	ypj:CH55_2292
ko:K01924	ypj:CH55_2293
ko:K01921	ypj:CH55_2294
ko:K03589	ypj:CH55_2295
ko:K03590	ypj:CH55_2296
ko:K03531	ypj:CH55_2297
ko:K02535	ypj:CH55_2298
ko:K13301	ypj:CH55_2300
ko:K03070	ypj:CH55_2301
ko:K03574	ypj:CH55_2302
ko:K15977	ypj:CH55_2306
ko:K08191	ypj:CH55_2315
ko:K01812	ypj:CH55_2316
ko:K00041	ypj:CH55_2317
ko:K01685	ypj:CH55_2318
ko:K07491	ypj:CH55_2320
ko:K01955	ypj:CH55_2325
ko:K01956	ypj:CH55_2326
ko:K00215	ypj:CH55_2327
ko:K07491	ypj:CH55_2328
ko:K03527	ypj:CH55_2329
ko:K03774	ypj:CH55_2330
ko:K03101	ypj:CH55_2331
ko:K01870	ypj:CH55_2332
ko:K11753	ypj:CH55_2333
ko:K02968	ypj:CH55_2334
ko:K03717	ypj:CH55_2335
ko:K03313	ypj:CH55_2336
ko:K03686	ypj:CH55_2337
ko:K04043	ypj:CH55_2338
ko:K07034	ypj:CH55_2339
ko:K03831	ypj:CH55_2342
ko:K00616	ypj:CH55_2343
ko:K09861	ypj:CH55_2344
ko:K03732	ypj:CH55_3141
ko:K03671	ypj:CH55_3142
ko:K03628	ypj:CH55_3143
ko:K02851	ypj:CH55_3144
ko:K05790	ypj:CH55_3145
ko:K01791	ypj:CH55_3146
ko:K02472	ypj:CH55_3147
ko:K01710	ypj:CH55_3148
ko:K00973	ypj:CH55_3149
ko:K16704	ypj:CH55_3150
ko:K02805	ypj:CH55_3151
ko:K16693	ypj:CH55_3152
ko:K12582	ypj:CH55_3153
ko:K02853	ypj:CH55_3154
ko:K02852	ypj:CH55_3155
ko:K07491	ypj:CH55_3162
ko:K02498	ypj:CH55_3163
ko:K02496	ypj:CH55_3164
ko:K01719	ypj:CH55_3165
ko:K01749	ypj:CH55_3166
ko:K05851	ypj:CH55_3167
ko:K06202	ypj:CH55_3168
ko:K01778	ypj:CH55_3170
ko:K09921	ypj:CH55_3171
ko:K03733	ypj:CH55_3172
ko:K03657	ypj:CH55_3174
ko:K03284	ypj:CH55_3178
ko:K05786	ypj:CH55_3179
ko:K01058	ypj:CH55_3181
ko:K03654	ypj:CH55_3182
ko:K05835	ypj:CH55_3183
ko:K05834	ypj:CH55_3184
ko:K01048	ypj:CH55_3185
ko:K01126	ypj:CH55_3188
ko:K00111	ypj:CH55_3189
ko:K00112	ypj:CH55_3190
ko:K00113	ypj:CH55_3191
ko:K09125	ypj:CH55_3193
ko:K04085	ypj:CH55_3194
ko:K01534	ypj:CH55_3195
ko:K07491	ypj:CH55_4006
ko:K07491	ypj:CH55_4007
ko:K01923	ypj:CH55_4008
ko:K07054	ypj:CH55_4009
ko:K07054	ypj:CH55_4010
ko:K06957	ypj:CH55_4012
ko:K01439	ypj:CH55_4015
ko:K02012	ypj:CH55_4018
ko:K02011	ypj:CH55_4019
ko:K02010	ypj:CH55_4020
ko:K06871	ypj:CH55_4022
ko:K07038	ypj:CH55_4023
ko:K18324	ypj:CH55_4026
ko:K18324	ypj:CH55_4027
ko:K07685	ypj:CH55_4029
ko:K02572	ypj:CH55_4030
ko:K02570	ypj:CH55_4031
ko:K02567	ypj:CH55_4032
ko:K02568	ypj:CH55_4033
ko:K02569	ypj:CH55_4034
ko:K00029	ypj:CH55_4036
ko:K09768	ypj:CH55_4037
ko:K00228	ypj:CH55_4038
ko:K07223	ypj:CH55_4046
ko:K01639	ypj:CH55_4047
ko:K01788	ypj:CH55_4048
ko:K00885	ypj:CH55_4050
ko:K03290	ypj:CH55_4053
ko:K02048	ypj:CH55_4054
ko:K02046	ypj:CH55_4055
ko:K02047	ypj:CH55_4056
ko:K02045	ypj:CH55_4057
ko:K12339	ypj:CH55_4058
ko:K02050	ypj:CH55_366
ko:K02049	ypj:CH55_367
ko:K01241	ypj:CH55_368
ko:K01652	ypj:CH55_374
ko:K01653	ypj:CH55_375
ko:K01077	ypj:CH55_378
ko:K00567	ypj:CH55_379
ko:K14055	ypj:CH55_381
ko:K00325	ypj:CH55_382
ko:K00324	ypj:CH55_383
ko:K03758	ypj:CH55_385
ko:K07661	ypj:CH55_387
ko:K07639	ypj:CH55_388
ko:K03721	ypj:CH55_421
ko:K08990	ypj:CH55_424
ko:K06918	ypj:CH55_425
ko:K03971	ypj:CH55_426
ko:K03970	ypj:CH55_428
ko:K03969	ypj:CH55_429
ko:K03974	ypj:CH55_430
ko:K19226	ypj:CH55_431
ko:K19227	ypj:CH55_432
ko:K19228	ypj:CH55_433
ko:K19229	ypj:CH55_434
ko:K19230	ypj:CH55_435
ko:K03305	ypj:CH55_438
ko:K00799	ypj:CH55_441
ko:K00868	ypj:CH55_442
ko:K01866	ypj:CH55_443
ko:K00275	ypj:CH55_444
ko:K09001	ypj:CH55_446
ko:K06077	ypj:CH55_447
ko:K06075	ypj:CH55_448
ko:K03760	ypj:CH55_449
ko:K16137	ypj:CH55_450
ko:K10680	ypj:CH55_451
ko:K11021	ypj:CH55_452
ko:K01759	ypj:CH55_453
ko:K03683	ypj:CH55_454
ko:K07390	ypj:CH55_455
ko:K04564	ypj:CH55_458
ko:K00574	ypj:CH55_463
ko:K00793	ypj:CH55_464
ko:K03327	ypj:CH55_465
ko:K00873	ypj:CH55_468
ko:K06078	ypj:CH55_469
ko:K19236	ypj:CH55_474
ko:K02426	ypj:CH55_475
ko:K11717	ypj:CH55_476
ko:K01223	ypj:CH55_1293
ko:K03406	ypj:CH55_1319
ko:K16210	ypj:CH55_1321
ko:K18988	ypj:CH55_1322
ko:K07491	ypj:CH55_1325
ko:K09475	ypj:CH55_1326
ko:K07676	ypj:CH55_1329
ko:K07676	ypj:CH55_1330
ko:K07687	ypj:CH55_1331
ko:K07677	ypj:CH55_1332
ko:K02469	ypj:CH55_1333
ko:K00568	ypj:CH55_1334
ko:K11107	ypj:CH55_1337
ko:K08276	ypj:CH55_1338
ko:K03834	ypj:CH55_1340
ko:K03781	ypj:CH55_1342
ko:K03561	ypj:CH55_2132
ko:K01760	ypj:CH55_2133
ko:K08325	ypj:CH55_2136
ko:K06221	ypj:CH55_2137
ko:K00655	ypj:CH55_2141
ko:K02621	ypj:CH55_2142
ko:K03923	ypj:CH55_2143
ko:K02622	ypj:CH55_2145
ko:K07000	ypj:CH55_2146
ko:K03651	ypj:CH55_2147
ko:K09920	ypj:CH55_2148
ko:K01515	ypj:CH55_2149
ko:K12340	ypj:CH55_2150
ko:K02858	ypj:CH55_2155
ko:K09806	ypj:CH55_2157
ko:K16263	ypj:CH55_2158
ko:K03272	ypj:CH55_2159
ko:K00982	ypj:CH55_2160
ko:K18446	ypj:CH55_2161
ko:K07184	ypj:CH55_2162
ko:K00974	ypj:CH55_2163
ko:K06153	ypj:CH55_2164
ko:K01633	ypj:CH55_2165
ko:K08591	ypj:CH55_2166
ko:K01409	ypj:CH55_2167
ko:K02970	ypj:CH55_2168
ko:K03086	ypj:CH55_2170
ko:K07396	ypj:CH55_2182
ko:K07479	ypj:CH55_2984
ko:K07566	ypj:CH55_2985
ko:K00014	ypj:CH55_2986
ko:K16345	ypj:CH55_2994
ko:K03312	ypj:CH55_2995
ko:K03655	ypj:CH55_2996
ko:K00556	ypj:CH55_2997
ko:K03060	ypj:CH55_2999
ko:K00942	ypj:CH55_3000
ko:K01972	ypj:CH55_3001
ko:K01972	ypj:CH55_3002
ko:K00989	ypj:CH55_3005
ko:K00762	ypj:CH55_3006
ko:K05501	ypj:CH55_3007
ko:K13038	ypj:CH55_3009
ko:K03630	ypj:CH55_3010
ko:K02902	ypj:CH55_3011
ko:K02913	ypj:CH55_3012
ko:K10563	ypj:CH55_3013
ko:K00954	ypj:CH55_3014
ko:K12984	ypj:CH55_3015
ko:K02527	ypj:CH55_3016
ko:K02841	ypj:CH55_3017
ko:K02843	ypj:CH55_3018
ko:K03274	ypj:CH55_3019
ko:K00639	ypj:CH55_3020
ko:K00060	ypj:CH55_3021
ko:K09798	ypj:CH55_3023
ko:K15633	ypj:CH55_3025
ko:K03071	ypj:CH55_3028
ko:K00057	ypj:CH55_3029
ko:K00640	ypj:CH55_3030
ko:K03216	ypj:CH55_3031
ko:K10778	ypj:CH55_3032
ko:K07640	ypj:CH55_3033
ko:K07733	ypj:CH55_3852
ko:K07491	ypj:CH55_3857
ko:K03664	ypj:CH55_3858
ko:K09801	ypj:CH55_3860
ko:K06186	ypj:CH55_3861
ko:K03631	ypj:CH55_3862
ko:K00858	ypj:CH55_3863
ko:K03687	ypj:CH55_3864
ko:K01647	ypj:CH55_3865
ko:K00241	ypj:CH55_3866
ko:K00242	ypj:CH55_3867
ko:K00239	ypj:CH55_3868
ko:K00240	ypj:CH55_3869
ko:K00164	ypj:CH55_3870
ko:K00658	ypj:CH55_3871
ko:K01903	ypj:CH55_3872
ko:K01902	ypj:CH55_3873
ko:K00425	ypj:CH55_3874
ko:K00426	ypj:CH55_3875
ko:K07107	ypj:CH55_3878
ko:K03562	ypj:CH55_3879
ko:K03560	ypj:CH55_3880
ko:K03646	ypj:CH55_3881
ko:K03641	ypj:CH55_3882
ko:K03640	ypj:CH55_3883
ko:K03517	ypj:CH55_3888
ko:K03811	ypj:CH55_3889
ko:K16264	ypj:CH55_3890
ko:K01626	ypj:CH55_3892
ko:K01834	ypj:CH55_3893
ko:K01785	ypj:CH55_3895
ko:K00849	ypj:CH55_3897
ko:K00965	ypj:CH55_3898
ko:K01784	ypj:CH55_3899
ko:K04477	ypj:CH55_701
ko:K02054	ypj:CH55_706
ko:K02053	ypj:CH55_707
ko:K02055	ypj:CH55_708
ko:K03321	ypj:CH55_712
ko:K01627	ypj:CH55_713
ko:K02493	ypj:CH55_716
ko:K02835	ypj:CH55_717
ko:K02492	ypj:CH55_718
ko:K02494	ypj:CH55_719
ko:K00919	ypj:CH55_720
ko:K00948	ypj:CH55_721
ko:K01056	ypj:CH55_723
ko:K06942	ypj:CH55_724
ko:K06889	ypj:CH55_733
ko:K07665	ypj:CH55_734
ko:K07644	ypj:CH55_735
ko:K01607	ypj:CH55_736
ko:K07126	ypj:CH55_748
ko:K00720	ypj:CH55_756
ko:K07042	ypj:CH55_1557
ko:K06189	ypj:CH55_1558
ko:K03820	ypj:CH55_1559
ko:K10001	ypj:CH55_1560
ko:K10003	ypj:CH55_1561
ko:K10002	ypj:CH55_1562
ko:K10004	ypj:CH55_1563
ko:K01869	ypj:CH55_1565
ko:K03643	ypj:CH55_1566
ko:K02340	ypj:CH55_1567
ko:K00969	ypj:CH55_1568
ko:K09710	ypj:CH55_1569
ko:K00783	ypj:CH55_1570
ko:K05515	ypj:CH55_1571
ko:K05837	ypj:CH55_1572
ko:K03642	ypj:CH55_1573
ko:K07258	ypj:CH55_1574
ko:K07258	ypj:CH55_1575
ko:K09158	ypj:CH55_1576
ko:K03801	ypj:CH55_1577
ko:K03644	ypj:CH55_1578
ko:K03425	ypj:CH55_1579
ko:K06199	ypj:CH55_1580
ko:K03704	ypj:CH55_1581
ko:K06147	ypj:CH55_1588
ko:K03337	ypj:CH55_1590
ko:K03335	ypj:CH55_1591
ko:K03338	ypj:CH55_1592
ko:K17209	ypj:CH55_1594
ko:K17210	ypj:CH55_1595
ko:K17208	ypj:CH55_1596
ko:K00010	ypj:CH55_1597
ko:K00010	ypj:CH55_1598
ko:K03336	ypj:CH55_1599
ko:K00140	ypj:CH55_1600
ko:K08996	ypj:CH55_1603
ko:K06894	ypj:CH55_1605
ko:K07491	ypj:CH55_1606
ko:K07491	ypj:CH55_1607
ko:K10556	ypj:CH55_2398
ko:K10557	ypj:CH55_2399
ko:K10557	ypj:CH55_2400
ko:K10555	ypj:CH55_2401
ko:K08321	ypj:CH55_2402
ko:K11530	ypj:CH55_2403
ko:K08483	ypj:CH55_2405
ko:K11189	ypj:CH55_2405
ko:K11201	ypj:CH55_2405
ko:K11203	ypj:CH55_2406
ko:K11202	ypj:CH55_2407
ko:K11202	ypj:CH55_2409
ko:K19147	ypj:CH55_2422
ko:K07452	ypj:CH55_2423
ko:K07560	ypj:CH55_2427
ko:K07058	ypj:CH55_2428
ko:K06207	ypj:CH55_2430
ko:K01915	ypj:CH55_2431
ko:K07708	ypj:CH55_2432
ko:K07712	ypj:CH55_2433
ko:K09894	ypj:CH55_2435
ko:K03978	ypj:CH55_2436
ko:K07491	ypj:CH55_2437
ko:K07491	ypj:CH55_2438
ko:K03673	ypj:CH55_2440
ko:K09896	ypj:CH55_2442
ko:K03752	ypj:CH55_2443
ko:K03753	ypj:CH55_2444
ko:K05368	ypj:CH55_3248
ko:K01825	ypj:CH55_3250
ko:K07491	ypj:CH55_3253
ko:K03498	ypj:CH55_3255
ko:K00230	ypj:CH55_3256
ko:K00075	ypj:CH55_3261
ko:K03524	ypj:CH55_3262
ko:K00867	ypj:CH55_3263
ko:K02358	ypj:CH55_3272
ko:K03073	ypj:CH55_3273
ko:K02601	ypj:CH55_3274
ko:K02867	ypj:CH55_3275
ko:K02863	ypj:CH55_3276
ko:K02864	ypj:CH55_3277
ko:K02935	ypj:CH55_3278
ko:K03043	ypj:CH55_3280
ko:K03046	ypj:CH55_3281
ko:K07491	ypj:CH55_3282
ko:K03150	ypj:CH55_3283
ko:K03149	ypj:CH55_3284
ko:K03154	ypj:CH55_3285
ko:K03148	ypj:CH55_3286
ko:K00788	ypj:CH55_3287
ko:K03147	ypj:CH55_3288
ko:K07740	ypj:CH55_3289
ko:K03426	ypj:CH55_3290
ko:K01599	ypj:CH55_3292
ko:K05982	ypj:CH55_3293
ko:K09891	ypj:CH55_3294
ko:K05787	ypj:CH55_3295
ko:K01945	ypj:CH55_3297
ko:K00602	ypj:CH55_3298
ko:K06887	ypj:CH55_4116
ko:K02010	ypj:CH55_4118
ko:K02011	ypj:CH55_4119
ko:K02011	ypj:CH55_4120
ko:K02012	ypj:CH55_4121
ko:K08305	ypj:CH55_4122
ko:K11902	ypj:CH55_4129
ko:K11895	ypj:CH55_4130
ko:K11896	ypj:CH55_4131
ko:K11907	ypj:CH55_4132
ko:K07345	ypj:CH55_4133
ko:K07347	ypj:CH55_4135
ko:K11901	ypj:CH55_4140
ko:K11900	ypj:CH55_4141
ko:K11903	ypj:CH55_4142
ko:K11906	ypj:CH55_4143
ko:K11893	ypj:CH55_4144
ko:K11892	ypj:CH55_4149
ko:K11891	ypj:CH55_4150
ko:K11904	ypj:CH55_4151
ko:K11898	ypj:CH55_4154
ko:K11897	ypj:CH55_4155
ko:K06193	ypj:CH55_4157
ko:K03744	ypj:CH55_4159
ko:K02193	ypj:CH55_4162
ko:K02194	ypj:CH55_4163
ko:K02195	ypj:CH55_4164
ko:K02196	ypj:CH55_4165
ko:K02197	ypj:CH55_4166
ko:K02198	ypj:CH55_4167
ko:K11737	ypj:CH55_816
ko:K17948	ypj:CH55_817
ko:K03809	ypj:CH55_818
ko:K16301	ypj:CH55_819
ko:K07224	ypj:CH55_820
ko:K07243	ypj:CH55_821
ko:K11928	ypj:CH55_822
ko:K13821	ypj:CH55_824
ko:K10010	ypj:CH55_827
ko:K10009	ypj:CH55_828
ko:K02424	ypj:CH55_829
ko:K05396	ypj:CH55_830
ko:K02425	ypj:CH55_831
ko:K02405	ypj:CH55_832
ko:K02406	ypj:CH55_833
ko:K02407	ypj:CH55_834
ko:K02422	ypj:CH55_835
ko:K02423	ypj:CH55_836
ko:K01247	ypj:CH55_841
ko:K07341	ypj:CH55_842
ko:K02408	ypj:CH55_844
ko:K02409	ypj:CH55_845
ko:K02410	ypj:CH55_846
ko:K02411	ypj:CH55_847
ko:K02412	ypj:CH55_848
ko:K02413	ypj:CH55_849
ko:K02414	ypj:CH55_850
ko:K02415	ypj:CH55_851
ko:K02416	ypj:CH55_852
ko:K02417	ypj:CH55_853
ko:K02418	ypj:CH55_854
ko:K02419	ypj:CH55_855
ko:K02420	ypj:CH55_856
ko:K02421	ypj:CH55_857
ko:K02057	ypj:CH55_861
ko:K02057	ypj:CH55_862
ko:K02056	ypj:CH55_863
ko:K02058	ypj:CH55_864
ko:K02057	ypj:CH55_865
ko:K02397	ypj:CH55_868
ko:K09973	ypj:CH55_1664
ko:K03976	ypj:CH55_1665
ko:K11751	ypj:CH55_1669
ko:K11751	ypj:CH55_1670
ko:K08223	ypj:CH55_1672
ko:K03455	ypj:CH55_1673
ko:K00892	ypj:CH55_1674
ko:K01840	ypj:CH55_1676
ko:K00971	ypj:CH55_1678
ko:K02377	ypj:CH55_1679
ko:K01711	ypj:CH55_1680
ko:K12452	ypj:CH55_1691
ko:K01709	ypj:CH55_1692
ko:K00978	ypj:CH55_1693
ko:K00523	ypj:CH55_1694
ko:K00523	ypj:CH55_1695
ko:K01772	ypj:CH55_1696
ko:K00939	ypj:CH55_1697
ko:K04079	ypj:CH55_1698
ko:K06187	ypj:CH55_1699
ko:K09747	ypj:CH55_1700
ko:K02343	ypj:CH55_1701
ko:K00759	ypj:CH55_1702
ko:K09790	ypj:CH55_1703
ko:K04067	ypj:CH55_1704
ko:K05802	ypj:CH55_1706
ko:K05802	ypj:CH55_1707
ko:K06039	ypj:CH55_1708
ko:K03577	ypj:CH55_1709
ko:K03585	ypj:CH55_1710
ko:K18138	ypj:CH55_1711
ko:K02909	ypj:CH55_1712
ko:K02919	ypj:CH55_1713
ko:K01226	ypj:CH55_2505
ko:K06140	ypj:CH55_2506
ko:K15536	ypj:CH55_2507
ko:K03592	ypj:CH55_2509
ko:K09889	ypj:CH55_2510
ko:K03623	ypj:CH55_2511
ko:K00135	ypj:CH55_2514
ko:K03468	ypj:CH55_2515
ko:K15548	ypj:CH55_2516
ko:K11021	ypj:CH55_2526
ko:K11021	ypj:CH55_2528
ko:K03568	ypj:CH55_2529
ko:K08301	ypj:CH55_2532
ko:K06287	ypj:CH55_2533
ko:K03571	ypj:CH55_2534
ko:K03570	ypj:CH55_2535
ko:K03569	ypj:CH55_2536
ko:K18765	ypj:CH55_2537
ko:K17247	ypj:CH55_2540
ko:K03786	ypj:CH55_2541
ko:K02160	ypj:CH55_2542
ko:K01961	ypj:CH55_2543
ko:K14392	ypj:CH55_2546
ko:K02687	ypj:CH55_2547
ko:K05540	ypj:CH55_2548
ko:K03557	ypj:CH55_2549
ko:K01607	ypj:CH55_2553
ko:K03704	ypj:CH55_2557
ko:K03704	ypj:CH55_2558
ko:K09800	ypj:CH55_3359
ko:K09800	ypj:CH55_3360
ko:K07278	ypj:CH55_3361
ko:K07304	ypj:CH55_3362
ko:K07109	ypj:CH55_3365
ko:K01082	ypj:CH55_3366
ko:K01119	ypj:CH55_3367
ko:K07322	ypj:CH55_3368
ko:K03773	ypj:CH55_3369
ko:K07269	ypj:CH55_3370
ko:K07491	ypj:CH55_3372
ko:K02939	ypj:CH55_3373
ko:K02963	ypj:CH55_3374
ko:K02990	ypj:CH55_3375
ko:K06889	ypj:CH55_3377
ko:K09456	ypj:CH55_3381
ko:K03218	ypj:CH55_3382
ko:K12573	ypj:CH55_3383
ko:K13771	ypj:CH55_3384
ko:K01939	ypj:CH55_3385
ko:K09937	ypj:CH55_3386
ko:K04087	ypj:CH55_3387
ko:K04088	ypj:CH55_3388
ko:K03665	ypj:CH55_3389
ko:K03666	ypj:CH55_3390
ko:K00791	ypj:CH55_3391
ko:K03572	ypj:CH55_3392
ko:K01448	ypj:CH55_3393
ko:K06925	ypj:CH55_3394
ko:K17758	ypj:CH55_3395
ko:K17759	ypj:CH55_3395
ko:K18979	ypj:CH55_3396
ko:K13288	ypj:CH55_3400
ko:K06949	ypj:CH55_3401
ko:K01613	ypj:CH55_3402
ko:K04568	ypj:CH55_3404
ko:K00244	ypj:CH55_3405
ko:K00245	ypj:CH55_3406
ko:K00246	ypj:CH55_3407
ko:K00247	ypj:CH55_3408
ko:K11741	ypj:CH55_3409
ko:K02356	ypj:CH55_3410
ko:K04077	ypj:CH55_3413
ko:K03497	ypj:CH55_4250
ko:K03497	ypj:CH55_4259
ko:K07347	ypj:CH55_4270
ko:K02337	ypj:CH55_4277
ko:K03219	ypj:CH55_4278
ko:K03219	ypj:CH55_4280
ko:K04049	ypj:CH55_4281
ko:K10014	ypj:CH55_33
ko:K10016	ypj:CH55_34
ko:K10015	ypj:CH55_35
ko:K10017	ypj:CH55_36
ko:K07071	ypj:CH55_37
ko:K07095	ypj:CH55_39
ko:K03475	ypj:CH55_41
ko:K02822	ypj:CH55_43
ko:K02821	ypj:CH55_44
ko:K13788	ypj:CH55_46
ko:K00925	ypj:CH55_47
ko:K09899	ypj:CH55_48
ko:K09161	ypj:CH55_49
ko:K08722	ypj:CH55_52
ko:K14260	ypj:CH55_53
ko:K00330	ypj:CH55_55
ko:K00331	ypj:CH55_56
ko:K13378	ypj:CH55_57
ko:K00334	ypj:CH55_58
ko:K00335	ypj:CH55_59
ko:K00336	ypj:CH55_60
ko:K00337	ypj:CH55_61
ko:K00338	ypj:CH55_62
ko:K00339	ypj:CH55_63
ko:K00340	ypj:CH55_64
ko:K00341	ypj:CH55_65
ko:K00342	ypj:CH55_66
ko:K00343	ypj:CH55_67
ko:K00851	ypj:CH55_70
ko:K00046	ypj:CH55_71
ko:K01690	ypj:CH55_77
ko:K05594	ypj:CH55_79
ko:K02552	ypj:CH55_81
ko:K02551	ypj:CH55_83
ko:K08680	ypj:CH55_84
ko:K01661	ypj:CH55_85
