ko:K00127	sbm:Shew185_0102
ko:K00930	sbm:Shew185_4094
ko:K00145	sbm:Shew185_4095
ko:K01595	sbm:Shew185_4096
ko:K00123	sbm:Shew185_4106
ko:K00123	sbm:Shew185_4110
ko:K03453	sbm:Shew185_4117
ko:K00658	sbm:Shew185_2507
ko:K03216	sbm:Shew185_4126
ko:K03837	sbm:Shew185_3552
ko:K03828	sbm:Shew185_3555
ko:K02003	sbm:Shew185_2708
ko:K01425	sbm:Shew185_3050
ko:K09923	sbm:Shew185_3051
ko:K03439	sbm:Shew185_3052
ko:K00574	sbm:Shew185_3063
ko:K09701	sbm:Shew185_3064
ko:K01669	sbm:Shew185_3068
ko:K08363	sbm:Shew185_3073
ko:K08974	sbm:Shew185_3082
ko:K03815	sbm:Shew185_3084
ko:K07148	sbm:Shew185_3087
ko:K02106	sbm:Shew185_3091
ko:K01262	sbm:Shew185_3095
ko:K00058	sbm:Shew185_0838
ko:K04774	sbm:Shew185_2713
ko:K08992	sbm:Shew185_2277
ko:K02824	sbm:Shew185_1777
ko:K03148	sbm:Shew185_2321
ko:K03561	sbm:Shew185_1019
ko:K00564	sbm:Shew185_0806
ko:K09001	sbm:Shew185_1212
ko:K04088	sbm:Shew185_3765
ko:K03466	sbm:Shew185_2215
ko:K11689	sbm:Shew185_2825
ko:K02566	sbm:Shew185_1728
ko:K02484	sbm:Shew185_1070
ko:K09607	sbm:Shew185_0124
ko:K05365	sbm:Shew185_3742
ko:K03179	sbm:Shew185_3891
ko:K06180	sbm:Shew185_1086
ko:K00567	sbm:Shew185_2819
ko:K00652	sbm:Shew185_1752
ko:K01802	sbm:Shew185_3092
ko:K01802	sbm:Shew185_3905
ko:K06958	sbm:Shew185_0683
ko:K02619	sbm:Shew185_2454
ko:K04751	sbm:Shew185_1133
ko:K03316	sbm:Shew185_1263
ko:K00832	sbm:Shew185_2156
ko:K07090	sbm:Shew185_0057
ko:K01840	sbm:Shew185_2889
ko:K01621	sbm:Shew185_1113
ko:K03767	sbm:Shew185_3598
ko:K01895	sbm:Shew185_1748
ko:K06203	sbm:Shew185_2682
ko:K08085	sbm:Shew185_1131
ko:K02476	sbm:Shew185_0904
ko:K02475	sbm:Shew185_0905
ko:K07659	sbm:Shew185_4206
ko:K00350	sbm:Shew185_3560
ko:K07792	sbm:Shew185_0298
ko:K03566	sbm:Shew185_1350
ko:K07637	sbm:Shew185_4213
ko:K07637	sbm:Shew185_2495
ko:K07660	sbm:Shew185_2494
ko:K07660	sbm:Shew185_4212
ko:K01625	sbm:Shew185_2133
ko:K01908	sbm:Shew185_2844
ko:K01091	sbm:Shew185_1709
ko:K02529	sbm:Shew185_3331
ko:K02017	sbm:Shew185_0796
ko:K07778	sbm:Shew185_0346
ko:K07693	sbm:Shew185_0345
ko:K07772	sbm:Shew185_3217
ko:K07657	sbm:Shew185_1364
ko:K07647	sbm:Shew185_3215
ko:K07235	sbm:Shew185_2206
ko:K02529	sbm:Shew185_1135
ko:K02529	sbm:Shew185_1181
ko:K01525	sbm:Shew185_1044
ko:K00703	sbm:Shew185_1325
ko:K12062	sbm:Shew185_4441
ko:K11751	sbm:Shew185_2625
ko:K12063	sbm:Shew185_4442
ko:K12065	sbm:Shew185_4444
ko:K11688	sbm:Shew185_2824
ko:K02483	sbm:Shew185_3569
ko:K00632	sbm:Shew185_2781
ko:K12279	sbm:Shew185_0480
ko:K01426	sbm:Shew185_3140
ko:K12340	sbm:Shew185_0781
ko:K11991	sbm:Shew185_2996
ko:K03820	sbm:Shew185_3307
ko:K02372	sbm:Shew185_1456
ko:K09705	sbm:Shew185_3662
ko:K09125	sbm:Shew185_4313
ko:K03533	sbm:Shew185_3214
ko:K07304	sbm:Shew185_2147
ko:K12281	sbm:Shew185_0483
ko:K12283	sbm:Shew185_0485
ko:K12284	sbm:Shew185_0486
ko:K01096	sbm:Shew185_3997
ko:K07506	sbm:Shew185_3174
ko:K01270	sbm:Shew185_3422
ko:K12278	sbm:Shew185_0488
ko:K12287	sbm:Shew185_0496
ko:K12280	sbm:Shew185_0482
ko:K09810	sbm:Shew185_2392
ko:K00971	sbm:Shew185_2890
ko:K11930	sbm:Shew185_3216
ko:K03768	sbm:Shew185_1589
ko:K00108	sbm:Shew185_1315
ko:K03496	sbm:Shew185_4390
ko:K12152	sbm:Shew185_2470
ko:K03496	sbm:Shew185_2566
ko:K01835	sbm:Shew185_2146
ko:K03496	sbm:Shew185_1662
ko:K00060	sbm:Shew185_4341
ko:K03496	sbm:Shew185_2913
ko:K08305	sbm:Shew185_1897
ko:K01259	sbm:Shew185_0315
ko:K11258	sbm:Shew185_4008
ko:K00548	sbm:Shew185_0973
ko:K02784	sbm:Shew185_2349
ko:K01652	sbm:Shew185_2374
ko:K04047	sbm:Shew185_3327
ko:K01894	sbm:Shew185_0848
ko:K06183	sbm:Shew185_3623
ko:K06183	sbm:Shew185_3909
ko:K01890	sbm:Shew185_1901
ko:K00970	sbm:Shew185_0847
ko:K00029	sbm:Shew185_0478
ko:K00821	sbm:Shew185_3754
ko:K01874	sbm:Shew185_2458
ko:K02563	sbm:Shew185_0401
ko:K10942	sbm:Shew185_2939
ko:K11021	sbm:Shew185_0579
ko:K00245	sbm:Shew185_3959
ko:K01153	sbm:Shew185_2197
ko:K02674	sbm:Shew185_1128
ko:K03630	sbm:Shew185_0376
ko:K10918	sbm:Shew185_3426
ko:K08296	sbm:Shew185_2772
ko:K09973	sbm:Shew185_3808
ko:K10924	sbm:Shew185_0491
ko:K01679	sbm:Shew185_0516
ko:K00127	sbm:Shew185_4112
ko:K02663	sbm:Shew185_4088
ko:K01911	sbm:Shew185_4160
ko:K01673	sbm:Shew185_2360
ko:K02393	sbm:Shew185_2956
ko:K00244	sbm:Shew185_0615
ko:K03789	sbm:Shew185_3325
ko:K03554	sbm:Shew185_1362
ko:K11021	sbm:Shew185_0578
ko:K02874	sbm:Shew185_0206
ko:K02961	sbm:Shew185_0205
ko:K02982	sbm:Shew185_0202
ko:K02452	sbm:Shew185_0148
ko:K03635	sbm:Shew185_0280
ko:K03637	sbm:Shew185_0278
ko:K03501	sbm:Shew185_4375
ko:K01658	sbm:Shew185_2723
ko:K02395	sbm:Shew185_2954
ko:K02388	sbm:Shew185_2961
ko:K02389	sbm:Shew185_2960
ko:K04043	sbm:Shew185_3411
ko:K11085	sbm:Shew185_1668
ko:K03087	sbm:Shew185_3128
ko:K01624	sbm:Shew185_3537
ko:K03625	sbm:Shew185_3154
ko:K02552	sbm:Shew185_4311
ko:K02570	sbm:Shew185_1935
ko:K02570	sbm:Shew185_0825
ko:K00757	sbm:Shew185_0467
ko:K02114	sbm:Shew185_4364
ko:K04763	sbm:Shew185_3524
ko:K07862	sbm:Shew185_2815
ko:K02356	sbm:Shew185_2139
ko:K01703	sbm:Shew185_0387
ko:K01448	sbm:Shew185_3770
ko:K00876	sbm:Shew185_2456
ko:K03412	sbm:Shew185_2242
ko:K03412	sbm:Shew185_2915
ko:K01951	sbm:Shew185_2998
ko:K03733	sbm:Shew185_3971
ko:K04485	sbm:Shew185_3219
ko:K03781	sbm:Shew185_0250
ko:K01814	sbm:Shew185_2423
ko:K06177	sbm:Shew185_1058
ko:K11105	sbm:Shew185_0910
ko:K06179	sbm:Shew185_1708
ko:K06181	sbm:Shew185_2469
ko:K06183	sbm:Shew185_1082
ko:K01676	sbm:Shew185_1944
ko:K00817	sbm:Shew185_2420
ko:K00549	sbm:Shew185_3141
ko:K03217	sbm:Shew185_4379
ko:K01983	sbm:Shew185_R0041
ko:K06223	sbm:Shew185_2112
ko:K06175	sbm:Shew185_1436
ko:K02342	sbm:Shew185_2671
ko:K01744	sbm:Shew185_0618
ko:K06024	sbm:Shew185_2718
ko:K03529	sbm:Shew185_2681
ko:K05896	sbm:Shew185_2719
ko:K05794	sbm:Shew185_1553
ko:K04077	sbm:Shew185_0645
ko:K02078	sbm:Shew185_0340
ko:K01652	sbm:Shew185_4009
ko:K00088	sbm:Shew185_2999
ko:K11068	sbm:Shew185_2325
ko:K03570	sbm:Shew185_0498
ko:K03571	sbm:Shew185_0499
ko:K00240	sbm:Shew185_2509
ko:K04075	sbm:Shew185_1461
ko:K08484	sbm:Shew185_1229
ko:K06173	sbm:Shew185_2759
ko:K05596	sbm:Shew185_2594
ko:K02450	sbm:Shew185_1200
ko:K03497	sbm:Shew185_4417
ko:K03497	sbm:Shew185_4452
ko:K00631	sbm:Shew185_4177
ko:K02653	sbm:Shew185_3943
ko:K03688	sbm:Shew185_0417
ko:K03718	sbm:Shew185_3584
ko:K03694	sbm:Shew185_2465
ko:K00230	sbm:Shew185_0939
ko:K00230	sbm:Shew185_0020
ko:K02548	sbm:Shew185_2838
ko:K03408	sbm:Shew185_2246
ko:K05927	sbm:Shew185_1915
ko:K11690	sbm:Shew185_2826
ko:K03711	sbm:Shew185_2502
ko:K03711	sbm:Shew185_1392
ko:K03636	sbm:Shew185_0279
ko:K10026	sbm:Shew185_2116
ko:K03561	sbm:Shew185_1626
ko:K03561	sbm:Shew185_1627
ko:K07122	sbm:Shew185_0696
ko:K01154	sbm:Shew185_2194
ko:K05527	sbm:Shew185_3442
ko:K07689	sbm:Shew185_2600
ko:K02217	sbm:Shew185_0132
ko:K07278	sbm:Shew185_1929
ko:K01183	sbm:Shew185_3093
ko:K12061	sbm:Shew185_4440
ko:K01104	sbm:Shew185_1881
ko:K07263	sbm:Shew185_0621
ko:K07263	sbm:Shew185_1097
ko:K03773	sbm:Shew185_3403
ko:K01759	sbm:Shew185_2057
ko:K00228	sbm:Shew185_0033
ko:K05787	sbm:Shew185_1755
ko:K11749	sbm:Shew185_1452
ko:K11927	sbm:Shew185_0870
ko:K11928	sbm:Shew185_2790
ko:K11755	sbm:Shew185_2425
ko:K02671	sbm:Shew185_0828
ko:K02671	sbm:Shew185_1125
ko:K07793	sbm:Shew185_0903
ko:K12982	sbm:Shew185_4336
ko:K18928	sbm:Shew185_1338
ko:K00657	sbm:Shew185_3353
ko:K13256	sbm:Shew185_1664
ko:K08305	sbm:Shew185_2630
ko:K02001	sbm:Shew185_2027
ko:K00297	sbm:Shew185_0538
ko:K01424	sbm:Shew185_2295
ko:K02483	sbm:Shew185_1827
ko:K02483	sbm:Shew185_0286
ko:K08357	sbm:Shew185_3736
ko:K04335	sbm:Shew185_0842
ko:K01187	sbm:Shew185_2039
ko:K00602	sbm:Shew185_3913
ko:K07787	sbm:Shew185_4173
ko:K11753	sbm:Shew185_1120
ko:K01515	sbm:Shew185_0782
ko:K11392	sbm:Shew185_2448
ko:K04042	sbm:Shew185_4363
ko:K01243	sbm:Shew185_1220
ko:K15371	sbm:Shew185_2433
ko:K12282	sbm:Shew185_0484
ko:K12276	sbm:Shew185_0487
ko:K12286	sbm:Shew185_0495
ko:K12059	sbm:Shew185_4438
ko:K12060	sbm:Shew185_4439
ko:K12056	sbm:Shew185_4432
ko:K12072	sbm:Shew185_4433
ko:K00031	sbm:Shew185_2468
ko:K00030	sbm:Shew185_1354
ko:K03769	sbm:Shew185_1633
ko:K04337	sbm:Shew185_1003
ko:K06149	sbm:Shew185_1009
ko:K00059	sbm:Shew185_1495
ko:K01207	sbm:Shew185_2405
ko:K12057	sbm:Shew185_4436
ko:K12058	sbm:Shew185_4437
ko:K00027	sbm:Shew185_3634
ko:K02002	sbm:Shew185_2026
ko:K07289	sbm:Shew185_2008
ko:K03827	sbm:Shew185_2662
ko:K00059	sbm:Shew185_0326
ko:K00059	sbm:Shew185_4227
ko:K12410	sbm:Shew185_2501
ko:K12064	sbm:Shew185_4443
ko:K12066	sbm:Shew185_4445
ko:K12067	sbm:Shew185_4446
ko:K01270	sbm:Shew185_2660
ko:K13053	sbm:Shew185_4179
ko:K05368	sbm:Shew185_3860
ko:K12267	sbm:Shew185_1884
ko:K12068	sbm:Shew185_4447
ko:K00647	sbm:Shew185_0328
ko:K01069	sbm:Shew185_2011
ko:K00748	sbm:Shew185_1458
ko:K11933	sbm:Shew185_1261
ko:K05595	sbm:Shew185_0123
ko:K05595	sbm:Shew185_1949
ko:K00632	sbm:Shew185_0015
ko:K03719	sbm:Shew185_3999
ko:K12373	sbm:Shew185_1143
ko:K01533	sbm:Shew185_2165
ko:K00666	sbm:Shew185_2646
ko:K00281	sbm:Shew185_3675
ko:K13051	sbm:Shew185_1930
ko:K12961	sbm:Shew185_4071
ko:K03307	sbm:Shew185_4283
ko:K18893	sbm:Shew185_2821
ko:K13292	sbm:Shew185_1231
ko:K01897	sbm:Shew185_1891
ko:K05799	sbm:Shew185_3935
ko:K00626	sbm:Shew185_1489
ko:K00130	sbm:Shew185_1314
ko:K01739	sbm:Shew185_0536
ko:K01081	sbm:Shew185_3010
ko:K01710	sbm:Shew185_2900
ko:K06168	sbm:Shew185_3303
ko:K00568	sbm:Shew185_2288
ko:K00965	sbm:Shew185_3337
ko:K03768	sbm:Shew185_2003
ko:K03417	sbm:Shew185_4021
ko:K11754	sbm:Shew185_2758
ko:K04487	sbm:Shew185_2386
ko:K11719	sbm:Shew185_0689
ko:K00661	sbm:Shew185_2655
ko:K00661	sbm:Shew185_3624
ko:K07284	sbm:Shew185_1830
ko:K01785	sbm:Shew185_0633
ko:K00059	sbm:Shew185_1716
ko:K03524	sbm:Shew185_0180
ko:K11717	sbm:Shew185_3575
ko:K01119	sbm:Shew185_2665
ko:K06212	sbm:Shew185_2689
ko:K01092	sbm:Shew185_2390
ko:K03386	sbm:Shew185_3517
ko:K03386	sbm:Shew185_1734
ko:K01659	sbm:Shew185_4022
ko:K01358	sbm:Shew185_1593
ko:K00024	sbm:Shew185_3685
ko:K04755	sbm:Shew185_2381
ko:K01089	sbm:Shew185_2421
ko:K01436	sbm:Shew185_4131
ko:K03496	sbm:Shew185_3019
ko:K03286	sbm:Shew185_1112
ko:K01784	sbm:Shew185_1477
ko:K01784	sbm:Shew185_3334
ko:K08154	sbm:Shew185_2267
ko:K07090	sbm:Shew185_1638
ko:K07090	sbm:Shew185_0534
ko:K11720	sbm:Shew185_3117
ko:K02237	sbm:Shew185_1612
ko:K12285	sbm:Shew185_0494
ko:K12262	sbm:Shew185_3056
ko:K00758	sbm:Shew185_3229
ko:K11752	sbm:Shew185_3159
ko:K01271	sbm:Shew185_0017
ko:K02478	sbm:Shew185_0054
ko:K02477	sbm:Shew185_0055
ko:K07979	sbm:Shew185_0072
ko:K01897	sbm:Shew185_0075
ko:K01607	sbm:Shew185_0083
ko:K00124	sbm:Shew185_0101
ko:K00557	sbm:Shew185_0176
ko:K06006	sbm:Shew185_0255
ko:K03406	sbm:Shew185_0275
ko:K03406	sbm:Shew185_0539
ko:K06075	sbm:Shew185_0540
ko:K01077	sbm:Shew185_0665
ko:K08485	sbm:Shew185_0682
ko:K04691	sbm:Shew185_0699
ko:K07726	sbm:Shew185_0763
ko:K01077	sbm:Shew185_0807
ko:K01150	sbm:Shew185_0810
ko:K03406	sbm:Shew185_0897
ko:K07794	sbm:Shew185_0902
ko:K01058	sbm:Shew185_0926
ko:K02303	sbm:Shew185_0927
ko:K06518	sbm:Shew185_0954
ko:K01061	sbm:Shew185_0965
ko:K03406	sbm:Shew185_0972
ko:K01485	sbm:Shew185_3086
ko:K03406	sbm:Shew185_3097
ko:K04767	sbm:Shew185_3209
ko:K01079	sbm:Shew185_3223
ko:K03406	sbm:Shew185_3424
ko:K03406	sbm:Shew185_3455
ko:K03772	sbm:Shew185_3473
ko:K03406	sbm:Shew185_3480
ko:K03406	sbm:Shew185_3494
ko:K00244	sbm:Shew185_3505
ko:K01061	sbm:Shew185_3507
ko:K07116	sbm:Shew185_3553
ko:K03406	sbm:Shew185_3619
ko:K00799	sbm:Shew185_3629
ko:K01934	sbm:Shew185_3682
ko:K00799	sbm:Shew185_3695
ko:K03406	sbm:Shew185_3737
ko:K03406	sbm:Shew185_3782
ko:K00569	sbm:Shew185_3784
ko:K03446	sbm:Shew185_3842
ko:K03772	sbm:Shew185_3875
ko:K01415	sbm:Shew185_3928
ko:K02650	sbm:Shew185_3940
ko:K01524	sbm:Shew185_3950
ko:K05540	sbm:Shew185_3964
ko:K08358	sbm:Shew185_3734
ko:K13041	sbm:Shew185_3732
ko:K01250	sbm:Shew185_3647
ko:K02000	sbm:Shew185_2028
ko:K09806	sbm:Shew185_3991
ko:K05685	sbm:Shew185_0801
ko:K13590	sbm:Shew185_1831
ko:K02040	sbm:Shew185_1366
ko:K00986	sbm:Shew185_2180
ko:K00215	sbm:Shew185_3402
ko:K13038	sbm:Shew185_0375
ko:K13288	sbm:Shew185_3774
ko:K13255	sbm:Shew185_2734
ko:K10804	sbm:Shew185_2709
ko:K01424	sbm:Shew185_0619
ko:K07394	sbm:Shew185_1802
ko:K14228	sbm:Shew185_R0026
ko:K00067	sbm:Shew185_0436
ko:K13788	sbm:Shew185_2694
ko:K12339	sbm:Shew185_1067
ko:K00951	sbm:Shew185_3144
ko:K04085	sbm:Shew185_0013
ko:K07497	sbm:Shew185_2697
ko:K12573	sbm:Shew185_0707
ko:K07114	sbm:Shew185_2785
ko:K14055	sbm:Shew185_2161
ko:K07221	sbm:Shew185_0900
ko:K08359	sbm:Shew185_3735
ko:K13821	sbm:Shew185_0880
ko:K13529	sbm:Shew185_2820
ko:K03406	sbm:Shew185_0266
ko:K03406	sbm:Shew185_3574
ko:K14059	sbm:Shew185_1951
ko:K07165	sbm:Shew185_4232
ko:K06218	sbm:Shew185_4397
ko:K01782	sbm:Shew185_2780
ko:K14058	sbm:Shew185_2160
ko:K02004	sbm:Shew185_0832
ko:K02004	sbm:Shew185_0999
ko:K02004	sbm:Shew185_1000
ko:K01916	sbm:Shew185_2581
ko:K01825	sbm:Shew185_0016
ko:K12524	sbm:Shew185_1271
ko:K12525	sbm:Shew185_0537
ko:K02477	sbm:Shew185_1658
ko:K01491	sbm:Shew185_1591
ko:K01897	sbm:Shew185_1025
ko:K03406	sbm:Shew185_1043
ko:K00018	sbm:Shew185_1054
ko:K07274	sbm:Shew185_1073
ko:K03321	sbm:Shew185_1104
ko:K07114	sbm:Shew185_1105
ko:K03406	sbm:Shew185_1142
ko:K01011	sbm:Shew185_1160
ko:K03406	sbm:Shew185_1187
ko:K03406	sbm:Shew185_1290
ko:K03767	sbm:Shew185_1319
ko:K02778	sbm:Shew185_1439
ko:K02779	sbm:Shew185_1439
ko:K00020	sbm:Shew185_1494
ko:K01840	sbm:Shew185_1555
ko:K03970	sbm:Shew185_1607
ko:K01497	sbm:Shew185_1653
ko:K01322	sbm:Shew185_1737
ko:K03406	sbm:Shew185_1899
ko:K09880	sbm:Shew185_0085
ko:K08234	sbm:Shew185_2034
ko:K01420	sbm:Shew185_2162
ko:K03406	sbm:Shew185_2245
ko:K03406	sbm:Shew185_2251
ko:K01322	sbm:Shew185_2255
ko:K05812	sbm:Shew185_2265
ko:K01467	sbm:Shew185_2266
ko:K00219	sbm:Shew185_2293
ko:K01187	sbm:Shew185_2329
ko:K01178	sbm:Shew185_2337
ko:K03406	sbm:Shew185_2347
ko:K03296	sbm:Shew185_2515
ko:K03296	sbm:Shew185_2516
ko:K08352	sbm:Shew185_0531
ko:K03406	sbm:Shew185_2544
ko:K06895	sbm:Shew185_2593
ko:K03897	sbm:Shew185_2730
ko:K03406	sbm:Shew185_2744
ko:K07114	sbm:Shew185_2786
ko:K02414	sbm:Shew185_2931
ko:K12373	sbm:Shew185_1396
ko:K08305	sbm:Shew185_3319
ko:K06156	sbm:Shew185_4057
ko:K02664	sbm:Shew185_4087
ko:K03406	sbm:Shew185_4113
ko:K03406	sbm:Shew185_4141
ko:K02482	sbm:Shew185_4315
ko:K01048	sbm:Shew185_4354
ko:K01150	sbm:Shew185_4415
ko:K00845	sbm:Shew185_1397
ko:K12942	sbm:Shew185_4247
ko:K03272	sbm:Shew185_0912
ko:K13888	sbm:Shew185_0800
ko:K01654	sbm:Shew185_2977
ko:K00121	sbm:Shew185_2408
ko:K03782	sbm:Shew185_3489
ko:K18138	sbm:Shew185_4250
ko:K13634	sbm:Shew185_2487
ko:K01070	sbm:Shew185_2407
ko:K13638	sbm:Shew185_3912
ko:K01792	sbm:Shew185_1722
ko:K10778	sbm:Shew185_0866
ko:K07114	sbm:Shew185_1829
ko:K13643	sbm:Shew185_2387
ko:K02075	sbm:Shew185_3797
ko:K06857	sbm:Shew185_4319
ko:K13938	sbm:Shew185_3683
ko:K02004	sbm:Shew185_2707
ko:K02077	sbm:Shew185_3798
ko:K07186	sbm:Shew185_3224
ko:K03317	sbm:Shew185_0963
ko:K01175	sbm:Shew185_2144
ko:K01580	sbm:Shew185_1569
ko:K08997	sbm:Shew185_4038
ko:K07182	sbm:Shew185_2672
ko:K04072	sbm:Shew185_1948
ko:K13628	sbm:Shew185_2384
ko:K14219	sbm:Shew185_R0133
ko:K14228	sbm:Shew185_R0113
ko:K14228	sbm:Shew185_R0119
ko:K14228	sbm:Shew185_R0115
ko:K03406	sbm:Shew185_2750
ko:K14220	sbm:Shew185_R0053
ko:K14220	sbm:Shew185_R0052
ko:K14220	sbm:Shew185_R0055
ko:K14220	sbm:Shew185_R0054
ko:K14220	sbm:Shew185_R0051
ko:K14238	sbm:Shew185_R0005
ko:K14237	sbm:Shew185_R0092
ko:K14237	sbm:Shew185_R0094
ko:K14237	sbm:Shew185_R0098
ko:K14237	sbm:Shew185_R0097
ko:K14237	sbm:Shew185_R0095
ko:K14237	sbm:Shew185_R0096
ko:K14237	sbm:Shew185_R0093
ko:K01113	sbm:Shew185_3654
ko:K14235	sbm:Shew185_R0121
ko:K06893	sbm:Shew185_3166
ko:K14232	sbm:Shew185_R0038
ko:K14232	sbm:Shew185_R0130
ko:K14232	sbm:Shew185_R0131
ko:K01977	sbm:Shew185_R0006
ko:K01977	sbm:Shew185_R0140
ko:K01977	sbm:Shew185_R0001
ko:K01977	sbm:Shew185_R0019
ko:K01977	sbm:Shew185_R0033
ko:K01977	sbm:Shew185_R0082
ko:K01977	sbm:Shew185_R0137
ko:K01977	sbm:Shew185_R0015
ko:K01977	sbm:Shew185_R0027
ko:K01977	sbm:Shew185_R0129
ko:K14229	sbm:Shew185_R0042
ko:K14229	sbm:Shew185_R0044
ko:K14229	sbm:Shew185_R0048
ko:K14229	sbm:Shew185_R0046
ko:K14229	sbm:Shew185_R0043
ko:K14229	sbm:Shew185_R0047
ko:K14229	sbm:Shew185_R0045
ko:K14233	sbm:Shew185_R0072
ko:K14233	sbm:Shew185_R0071
ko:K14233	sbm:Shew185_R0070
ko:K14233	sbm:Shew185_R0062
ko:K14393	sbm:Shew185_2673
ko:K14225	sbm:Shew185_R0059
ko:K14225	sbm:Shew185_R0069
ko:K14225	sbm:Shew185_R0125
ko:K14225	sbm:Shew185_R0122
ko:K14225	sbm:Shew185_R0123
ko:K14225	sbm:Shew185_R0124
ko:K13498	sbm:Shew185_2725
ko:K06967	sbm:Shew185_2328
ko:K01969	sbm:Shew185_2847
ko:K02673	sbm:Shew185_1127
ko:K13954	sbm:Shew185_1312
ko:K00407	sbm:Shew185_2168
ko:K09909	sbm:Shew185_2666
ko:K13771	sbm:Shew185_0039
ko:K03317	sbm:Shew185_3232
ko:K13766	sbm:Shew185_2848
ko:K07017	sbm:Shew185_1530
ko:K03605	sbm:Shew185_1912
ko:K14153	sbm:Shew185_2322
ko:K08325	sbm:Shew185_0263
ko:K00830	sbm:Shew185_4005
ko:K07250	sbm:Shew185_1172
ko:K15539	sbm:Shew185_3006
ko:K14219	sbm:Shew185_R0099
ko:K14236	sbm:Shew185_R0012
ko:K14236	sbm:Shew185_R0058
ko:K14236	sbm:Shew185_R0056
ko:K14236	sbm:Shew185_R0057
ko:K14228	sbm:Shew185_R0030
ko:K14228	sbm:Shew185_R0031
ko:K14266	sbm:Shew185_1176
ko:K14221	sbm:Shew185_R0004
ko:K14221	sbm:Shew185_R0126
ko:K14221	sbm:Shew185_R0050
ko:K14221	sbm:Shew185_R0018
ko:K14233	sbm:Shew185_R0105
ko:K14233	sbm:Shew185_R0111
ko:K14232	sbm:Shew185_R0065
ko:K19591	sbm:Shew185_1498
ko:K13590	sbm:Shew185_2253
ko:K07791	sbm:Shew185_0617
ko:K14187	sbm:Shew185_1259
ko:K07154	sbm:Shew185_1871
ko:K14233	sbm:Shew185_R0049
ko:K14234	sbm:Shew185_R0024
ko:K14234	sbm:Shew185_R0014
ko:K14224	sbm:Shew185_R0083
ko:K14224	sbm:Shew185_R0087
ko:K14224	sbm:Shew185_R0089
ko:K14224	sbm:Shew185_R0090
ko:K14224	sbm:Shew185_R0086
ko:K14224	sbm:Shew185_R0085
ko:K14224	sbm:Shew185_R0084
ko:K14228	sbm:Shew185_R0061
ko:K14228	sbm:Shew185_R0066
ko:K14228	sbm:Shew185_R0067
ko:K14218	sbm:Shew185_R0008
ko:K14218	sbm:Shew185_R0080
ko:K14218	sbm:Shew185_R0021
ko:K09935	sbm:Shew185_1696
ko:K21029	sbm:Shew185_0130
ko:K14230	sbm:Shew185_R0116
ko:K14230	sbm:Shew185_R0120
ko:K07017	sbm:Shew185_1813
ko:K00459	sbm:Shew185_3888
ko:K14218	sbm:Shew185_R0088
ko:K14218	sbm:Shew185_R0091
ko:K07017	sbm:Shew185_0086
ko:K07017	sbm:Shew185_2182
ko:K02010	sbm:Shew185_3691
ko:K14225	sbm:Shew185_R0013
ko:K14223	sbm:Shew185_R0117
ko:K14223	sbm:Shew185_R0118
ko:K14223	sbm:Shew185_R0114
ko:K00674	sbm:Shew185_1442
ko:K14445	sbm:Shew185_3907
ko:K02304	sbm:Shew185_2801
ko:K06147	sbm:Shew185_1024
ko:K08177	sbm:Shew185_0056
ko:K14205	sbm:Shew185_2712
ko:K01768	sbm:Shew185_1226
ko:K07216	sbm:Shew185_0795
ko:K06858	sbm:Shew185_0983
ko:K01185	sbm:Shew185_0749
ko:K01185	sbm:Shew185_2082
ko:K07454	sbm:Shew185_3245
ko:K07483	sbm:Shew185_0601
ko:K07497	sbm:Shew185_2177
ko:K07497	sbm:Shew185_4400
ko:K02005	sbm:Shew185_0996
ko:K06867	sbm:Shew185_0251
ko:K14170	sbm:Shew185_1264
ko:K02406	sbm:Shew185_2945
ko:K02406	sbm:Shew185_2948
ko:K14266	sbm:Shew185_2037
ko:K03292	sbm:Shew185_1182
ko:K01190	sbm:Shew185_3338
ko:K03307	sbm:Shew185_3335
ko:K14234	sbm:Shew185_R0011
ko:K14234	sbm:Shew185_R0101
ko:K14234	sbm:Shew185_R0103
ko:K15011	sbm:Shew185_0437
ko:K14231	sbm:Shew185_R0032
ko:K14231	sbm:Shew185_R0100
ko:K14231	sbm:Shew185_R0102
ko:K14260	sbm:Shew185_2136
ko:K14441	sbm:Shew185_0517
ko:K14227	sbm:Shew185_R0007
ko:K14227	sbm:Shew185_R0081
ko:K14227	sbm:Shew185_R0020
ko:K15045	sbm:Shew185_1985
ko:K07729	sbm:Shew185_1854
ko:K01524	sbm:Shew185_1820
ko:K08084	sbm:Shew185_0829
ko:K01985	sbm:Shew185_R0003
ko:K01985	sbm:Shew185_R0010
ko:K01985	sbm:Shew185_R0017
ko:K01985	sbm:Shew185_R0127
ko:K01985	sbm:Shew185_R0029
ko:K01985	sbm:Shew185_R0025
ko:K01985	sbm:Shew185_R0023
ko:K01985	sbm:Shew185_R0035
ko:K01985	sbm:Shew185_R0135
ko:K01985	sbm:Shew185_R0138
ko:K01985	sbm:Shew185_R0078
ko:K07003	sbm:Shew185_2434
ko:K08676	sbm:Shew185_1276
ko:K01990	sbm:Shew185_0073
ko:K14226	sbm:Shew185_R0040
ko:K14226	sbm:Shew185_R0132
ko:K14230	sbm:Shew185_R0036
ko:K14237	sbm:Shew185_R0063
ko:K14237	sbm:Shew185_R0064
ko:K01978	sbm:Shew185_R0134
