ko:K09806	ecg:E2348C_3341
ko:K01991	ecg:E2348C_2204
ko:K07289	ecg:E2348C_2206
ko:K01494	ecg:E2348C_2207
ko:K00876	ecg:E2348C_2208
ko:K01247	ecg:E2348C_2211
ko:K04046	ecg:E2348C_2212
ko:K10112	ecg:E2348C_1511
ko:K06918	ecg:E2348C_1514
ko:K08990	ecg:E2348C_1515
ko:K03721	ecg:E2348C_1516
ko:K11065	ecg:E2348C_1517
ko:K03543	ecg:E2348C_1530
ko:K05591	ecg:E2348C_1535
ko:K03737	ecg:E2348C_1539
ko:K03778	ecg:E2348C_1542
ko:K09978	ecg:E2348C_1545
ko:K01118	ecg:E2348C_1550
ko:K03578	ecg:E2348C_1551
ko:K00134	ecg:E2348C_1554
ko:K09794	ecg:E2348C_1569
ko:K03304	ecg:E2348C_1572
ko:K05782	ecg:E2348C_1575
ko:K08303	ecg:E2348C_1577
ko:K09936	ecg:E2348C_1588
ko:K03823	ecg:E2348C_1589
ko:K02014	ecg:E2348C_1591
ko:K01821	ecg:E2348C_1598
ko:K08350	ecg:E2348C_1610
ko:K02471	ecg:E2348C_1623
ko:K06871	ecg:E2348C_1624
ko:K07347	ecg:E2348C_1632
ko:K07345	ecg:E2348C_1634
ko:K07154	ecg:E2348C_1638
ko:K08994	ecg:E2348C_1641
ko:K00041	ecg:E2348C_1642
ko:K06223	ecg:E2348C_0808
ko:K09771	ecg:E2348C_1666
ko:K08323	ecg:E2348C_1665
ko:K07285	ecg:E2348C_1929
ko:K09917	ecg:E2348C_1934
ko:K01665	ecg:E2348C_1935
ko:K01752	ecg:E2348C_1937
ko:K02377	ecg:E2348C_2179
ko:K00963	ecg:E2348C_2183
ko:K03606	ecg:E2348C_2189
ko:K03207	ecg:E2348C_2193
ko:K01711	ecg:E2348C_2195
ko:K03818	ecg:E2348C_2196
ko:K07799	ecg:E2348C_2217
ko:K07788	ecg:E2348C_2218
ko:K07789	ecg:E2348C_2219
ko:K07664	ecg:E2348C_2222
ko:K08303	ecg:E2348C_2224
ko:K02775	ecg:E2348C_2237
ko:K02774	ecg:E2348C_2238
ko:K02773	ecg:E2348C_2239
ko:K08302	ecg:E2348C_2241
ko:K00878	ecg:E2348C_2249
ko:K03593	ecg:E2348C_2259
ko:K05846	ecg:E2348C_2275
ko:K05846	ecg:E2348C_2277
ko:K03777	ecg:E2348C_2280
ko:K07262	ecg:E2348C_2281
ko:K05541	ecg:E2348C_2286
ko:K01489	ecg:E2348C_2289
ko:K03748	ecg:E2348C_2290
ko:K10541	ecg:E2348C_2294
ko:K10542	ecg:E2348C_2295
ko:K10540	ecg:E2348C_2296
ko:K02529	ecg:E2348C_2297
ko:K07148	ecg:E2348C_2298
ko:K01495	ecg:E2348C_2299
ko:K01151	ecg:E2348C_2305
ko:K02575	ecg:E2348C_1606
ko:K02769	ecg:E2348C_2313
ko:K02770	ecg:E2348C_2313
ko:K00882	ecg:E2348C_2314
ko:K02768	ecg:E2348C_2315
ko:K11183	ecg:E2348C_2315
ko:K03291	ecg:E2348C_2316
ko:K06940	ecg:E2348C_2317
ko:K02356	ecg:E2348C_2318
ko:K07552	ecg:E2348C_2329
ko:K02897	ecg:E2348C_2332
ko:K06899	ecg:E2348C_2333
ko:K09904	ecg:E2348C_2334
ko:K07014	ecg:E2348C_2335
ko:K07685	ecg:E2348C_2337
ko:K02200	ecg:E2348C_2338
ko:K02199	ecg:E2348C_2339
ko:K02198	ecg:E2348C_2340
ko:K02197	ecg:E2348C_2341
ko:K02196	ecg:E2348C_2342
ko:K02195	ecg:E2348C_2343
ko:K02194	ecg:E2348C_2344
ko:K02193	ecg:E2348C_2345
ko:K02569	ecg:E2348C_2346
ko:K02568	ecg:E2348C_2347
ko:K01425	ecg:E2348C_1645
ko:K08159	ecg:E2348C_1648
ko:K01284	ecg:E2348C_1658
ko:K03919	ecg:E2348C_2357
ko:K03734	ecg:E2348C_2359
ko:K09475	ecg:E2348C_2360
ko:K07676	ecg:E2348C_2361
ko:K07710	ecg:E2348C_2364
ko:K02106	ecg:E2348C_2368
ko:K06894	ecg:E2348C_2372
ko:K02469	ecg:E2348C_2375
ko:K00525	ecg:E2348C_2378
ko:K00526	ecg:E2348C_2379
ko:K11107	ecg:E2348C_2380
ko:K01126	ecg:E2348C_2382
ko:K02445	ecg:E2348C_2383
ko:K00111	ecg:E2348C_2384
ko:K00112	ecg:E2348C_2385
ko:K07312	ecg:E2348C_1674
ko:K03281	ecg:E2348C_1676
ko:K01935	ecg:E2348C_1677
ko:K00313	ecg:E2348C_3029
ko:K00847	ecg:E2348C_3039
ko:K02809	ecg:E2348C_3041
ko:K02810	ecg:E2348C_3041
ko:K10026	ecg:E2348C_3044
ko:K03522	ecg:E2348C_0043
ko:K00313	ecg:E2348C_0044
ko:K00287	ecg:E2348C_0049
ko:K01525	ecg:E2348C_0052
ko:K06195	ecg:E2348C_0053
ko:K02528	ecg:E2348C_0054
ko:K00097	ecg:E2348C_0055
ko:K03771	ecg:E2348C_0056
ko:K04744	ecg:E2348C_0057
ko:K05801	ecg:E2348C_0058
ko:K06177	ecg:E2348C_0059
ko:K03580	ecg:E2348C_0060
ko:K02336	ecg:E2348C_0061
ko:K01804	ecg:E2348C_0063
ko:K01714	ecg:E2348C_0067
ko:K02063	ecg:E2348C_0073
ko:K02064	ecg:E2348C_0074
ko:K01704	ecg:E2348C_0076
ko:K01703	ecg:E2348C_0077
ko:K00052	ecg:E2348C_0078
ko:K01649	ecg:E2348C_0079
ko:K05798	ecg:E2348C_0081
ko:K01652	ecg:E2348C_0082
ko:K01653	ecg:E2348C_0083
ko:K03435	ecg:E2348C_0085
ko:K03925	ecg:E2348C_0086
ko:K03438	ecg:E2348C_0087
ko:K03586	ecg:E2348C_0088
ko:K03587	ecg:E2348C_0089
ko:K01928	ecg:E2348C_0090
ko:K01929	ecg:E2348C_0091
ko:K01000	ecg:E2348C_0092
ko:K01925	ecg:E2348C_0093
ko:K03588	ecg:E2348C_0094
ko:K02563	ecg:E2348C_0095
ko:K01924	ecg:E2348C_0096
ko:K01921	ecg:E2348C_0097
ko:K03589	ecg:E2348C_0098
ko:K03590	ecg:E2348C_0099
ko:K03531	ecg:E2348C_0100
ko:K02535	ecg:E2348C_0101
ko:K03070	ecg:E2348C_0103
ko:K09862	ecg:E2348C_0105
ko:K00859	ecg:E2348C_0107
ko:K00364	ecg:E2348C_0108
ko:K02682	ecg:E2348C_0111
ko:K00767	ecg:E2348C_0112
ko:K03806	ecg:E2348C_0113
ko:K03807	ecg:E2348C_0114
ko:K00163	ecg:E2348C_0117
ko:K00627	ecg:E2348C_0118
ko:K00382	ecg:E2348C_0119
ko:K01682	ecg:E2348C_0121
ko:K09910	ecg:E2348C_0122
ko:K01611	ecg:E2348C_0123
ko:K00797	ecg:E2348C_0124
ko:K00760	ecg:E2348C_0128
ko:K01673	ecg:E2348C_0129
ko:K01579	ecg:E2348C_0134
ko:K01918	ecg:E2348C_0136
ko:K00606	ecg:E2348C_0137
ko:K07034	ecg:E2348C_0011
ko:K04043	ecg:E2348C_0014
ko:K03686	ecg:E2348C_0015
ko:K03313	ecg:E2348C_0021
ko:K03717	ecg:E2348C_0022
ko:K02968	ecg:E2348C_0023
ko:K01870	ecg:E2348C_0026
ko:K03101	ecg:E2348C_0027
ko:K03774	ecg:E2348C_0028
ko:K03527	ecg:E2348C_0029
ko:K01956	ecg:E2348C_0032
ko:K01955	ecg:E2348C_0033
ko:K02182	ecg:E2348C_0038
ko:K08298	ecg:E2348C_0039
ko:K05245	ecg:E2348C_0041
ko:K03521	ecg:E2348C_0042
ko:K03284	ecg:E2348C_4116
ko:K00926	ecg:E2348C_4138
ko:K00757	ecg:E2348C_4145
ko:K09760	ecg:E2348C_4146
ko:K03183	ecg:E2348C_4147
ko:K03690	ecg:E2348C_4148
ko:K03688	ecg:E2348C_4149
ko:K03116	ecg:E2348C_4150
ko:K03117	ecg:E2348C_4151
ko:K03118	ecg:E2348C_4152
ko:K03424	ecg:E2348C_4153
ko:K05785	ecg:E2348C_4154
ko:K03182	ecg:E2348C_4155
ko:K03498	ecg:E2348C_4161
ko:K00230	ecg:E2348C_4162
ko:K03753	ecg:E2348C_4163
ko:K03752	ecg:E2348C_4164
ko:K09896	ecg:E2348C_4165
ko:K03673	ecg:E2348C_4167
ko:K03978	ecg:E2348C_4171
ko:K09894	ecg:E2348C_4172
ko:K07712	ecg:E2348C_4174
ko:K07708	ecg:E2348C_4175
ko:K01915	ecg:E2348C_4176
ko:K06207	ecg:E2348C_4177
ko:K07058	ecg:E2348C_4187
ko:K07560	ecg:E2348C_4188
ko:K02380	ecg:E2348C_4194
ko:K00127	ecg:E2348C_4195
ko:K00123	ecg:E2348C_4197
ko:K02379	ecg:E2348C_4198
ko:K04079	ecg:E2348C_4199
ko:K03534	ecg:E2348C_4206
ko:K01629	ecg:E2348C_4207
ko:K00848	ecg:E2348C_4209
ko:K02855	ecg:E2348C_4210
ko:K02854	ecg:E2348C_4211
ko:K02856	ecg:E2348C_4212
ko:K04564	ecg:E2348C_4213
ko:K02526	ecg:E2348C_4214
ko:K07640	ecg:E2348C_4216
ko:K07662	ecg:E2348C_4217
ko:K00850	ecg:E2348C_4220
ko:K02048	ecg:E2348C_4221
ko:K07089	ecg:E2348C_3433
ko:K07461	ecg:E2348C_3436
ko:K03824	ecg:E2348C_3437
ko:K08303	ecg:E2348C_3439
ko:K01521	ecg:E2348C_4222
ko:K01803	ecg:E2348C_4223
ko:K02066	ecg:E2348C_3473
ko:K02065	ecg:E2348C_3474
ko:K07301	ecg:E2348C_3475
ko:K06041	ecg:E2348C_3476
ko:K03270	ecg:E2348C_3477
ko:K09774	ecg:E2348C_3479
ko:K06861	ecg:E2348C_3480
ko:K03092	ecg:E2348C_3481
ko:K05808	ecg:E2348C_3482
ko:K02806	ecg:E2348C_3483
ko:K03814	ecg:E2348C_3487
ko:K03623	ecg:E2348C_3510
ko:K03568	ecg:E2348C_3516
ko:K08301	ecg:E2348C_3518
ko:K06287	ecg:E2348C_3519
ko:K03571	ecg:E2348C_3520
ko:K03570	ecg:E2348C_3521
ko:K03569	ecg:E2348C_3522
ko:K02160	ecg:E2348C_3525
ko:K02687	ecg:E2348C_3529
ko:K03557	ecg:E2348C_3531
ko:K09969	ecg:E2348C_3538
ko:K09970	ecg:E2348C_3539
ko:K09971	ecg:E2348C_3540
ko:K09972	ecg:E2348C_3541
ko:K07566	ecg:E2348C_3545
ko:K07479	ecg:E2348C_3546
ko:K03747	ecg:E2348C_3547
ko:K04096	ecg:E2348C_3548
ko:K01462	ecg:E2348C_3549
ko:K00604	ecg:E2348C_3550
ko:K03500	ecg:E2348C_3551
ko:K03499	ecg:E2348C_3552
ko:K03282	ecg:E2348C_3553
ko:K09890	ecg:E2348C_3554
ko:K02879	ecg:E2348C_3557
ko:K03040	ecg:E2348C_3558
ko:K02986	ecg:E2348C_3559
ko:K02948	ecg:E2348C_3560
ko:K02952	ecg:E2348C_3561
ko:K02919	ecg:E2348C_3562
ko:K03076	ecg:E2348C_3563
ko:K02876	ecg:E2348C_3564
ko:K02907	ecg:E2348C_3565
ko:K02988	ecg:E2348C_3566
ko:K02881	ecg:E2348C_3567
ko:K02933	ecg:E2348C_3568
ko:K02994	ecg:E2348C_3569
ko:K02954	ecg:E2348C_3570
ko:K02931	ecg:E2348C_3571
ko:K02895	ecg:E2348C_3572
ko:K02874	ecg:E2348C_3573
ko:K02961	ecg:E2348C_3574
ko:K02904	ecg:E2348C_3575
ko:K02878	ecg:E2348C_3576
ko:K02982	ecg:E2348C_3577
ko:K02890	ecg:E2348C_3578
ko:K02965	ecg:E2348C_3579
ko:K02886	ecg:E2348C_3580
ko:K02892	ecg:E2348C_3581
ko:K02926	ecg:E2348C_3582
ko:K02906	ecg:E2348C_3583
ko:K02946	ecg:E2348C_3584
ko:K03594	ecg:E2348C_3586
ko:K02192	ecg:E2348C_3587
ko:K02358	ecg:E2348C_3588
ko:K02355	ecg:E2348C_3589
ko:K02992	ecg:E2348C_3590
ko:K02950	ecg:E2348C_3591
ko:K07237	ecg:E2348C_3592
ko:K07236	ecg:E2348C_3593
ko:K07235	ecg:E2348C_3594
ko:K03745	ecg:E2348C_3597
ko:K03775	ecg:E2348C_3598
ko:K07340	ecg:E2348C_0427
ko:K05838	ecg:E2348C_0431
ko:K02003	ecg:E2348C_0434
ko:K06917	ecg:E2348C_0437
ko:K01483	ecg:E2348C_0439
ko:K01608	ecg:E2348C_0441
ko:K01816	ecg:E2348C_0442
ko:K00865	ecg:E2348C_0447
ko:K02381	ecg:E2348C_0451
ko:K00926	ecg:E2348C_0454
ko:K01589	ecg:E2348C_0455
ko:K01588	ecg:E2348C_0456
ko:K03269	ecg:E2348C_0457
ko:K01883	ecg:E2348C_0459
ko:K07644	ecg:E2348C_0470
ko:K07665	ecg:E2348C_0471
ko:K07798	ecg:E2348C_0474
ko:K02364	ecg:E2348C_0488
ko:K02013	ecg:E2348C_0490
ko:K02015	ecg:E2348C_0491
ko:K02015	ecg:E2348C_0492
ko:K02016	ecg:E2348C_0494
ko:K02361	ecg:E2348C_0495
ko:K02363	ecg:E2348C_0496
ko:K01252	ecg:E2348C_0497
ko:K00216	ecg:E2348C_0498
ko:K06200	ecg:E2348C_0500
ko:K03805	ecg:E2348C_0507
ko:K03387	ecg:E2348C_0509
ko:K06140	ecg:E2348C_0511
ko:K05964	ecg:E2348C_0515
ko:K01643	ecg:E2348C_0516
ko:K01644	ecg:E2348C_0517
ko:K01646	ecg:E2348C_0518
ko:K01910	ecg:E2348C_0519
ko:K07700	ecg:E2348C_0520
ko:K07702	ecg:E2348C_0521
ko:K03326	ecg:E2348C_0522
ko:K03704	ecg:E2348C_0524
ko:K06199	ecg:E2348C_0525
ko:K03644	ecg:E2348C_0528
ko:K05515	ecg:E2348C_0535
ko:K00783	ecg:E2348C_0536
ko:K09710	ecg:E2348C_0537
ko:K03561	ecg:E2348C_3293
ko:K03673	ecg:E2348C_3335
ko:K03611	ecg:E2348C_3336
ko:K07238	ecg:E2348C_3338
ko:K02858	ecg:E2348C_3340
ko:K03221	ecg:E2348C_3932
ko:K03220	ecg:E2348C_3938
ko:K03225	ecg:E2348C_3945
ko:K03224	ecg:E2348C_3948
ko:K03230	ecg:E2348C_3949
ko:K03222	ecg:E2348C_3953
ko:K03219	ecg:E2348C_3955
ko:K03228	ecg:E2348C_3961
ko:K03227	ecg:E2348C_3962
ko:K02073	ecg:E2348C_3975
ko:K06901	ecg:E2348C_3979
ko:K07784	ecg:E2348C_3981
ko:K07783	ecg:E2348C_3982
ko:K07686	ecg:E2348C_3984
ko:K01653	ecg:E2348C_3985
ko:K01652	ecg:E2348C_3986
ko:K06871	ecg:E2348C_3989
ko:K00389	ecg:E2348C_3991
ko:K07085	ecg:E2348C_3995
ko:K04081	ecg:E2348C_3996
ko:K04080	ecg:E2348C_3997
ko:K00883	ecg:E2348C_4005
ko:K02470	ecg:E2348C_4010
ko:K03629	ecg:E2348C_4011
ko:K02338	ecg:E2348C_4012
ko:K02313	ecg:E2348C_4013
ko:K02914	ecg:E2348C_4014
ko:K03536	ecg:E2348C_4015
ko:K03217	ecg:E2348C_4016
ko:K03650	ecg:E2348C_4017
ko:K01667	ecg:E2348C_4019
ko:K03575	ecg:E2348C_3214
ko:K08306	ecg:E2348C_3216
ko:K03289	ecg:E2348C_3217
ko:K01581	ecg:E2348C_3218
ko:K07150	ecg:E2348C_3219
ko:K06901	ecg:E2348C_4025
ko:K01223	ecg:E2348C_4031
ko:K02755	ecg:E2348C_4032
ko:K02756	ecg:E2348C_4032
ko:K02757	ecg:E2348C_4032
ko:K03488	ecg:E2348C_4033
ko:K02039	ecg:E2348C_4034
ko:K02036	ecg:E2348C_4035
ko:K02038	ecg:E2348C_4036
ko:K02037	ecg:E2348C_4037
ko:K02040	ecg:E2348C_4038
ko:K00820	ecg:E2348C_4039
ko:K04042	ecg:E2348C_4040
ko:K02114	ecg:E2348C_4041
ko:K02112	ecg:E2348C_4042
ko:K02115	ecg:E2348C_4043
ko:K02111	ecg:E2348C_4044
ko:K02113	ecg:E2348C_4045
ko:K02109	ecg:E2348C_4046
ko:K02110	ecg:E2348C_4047
ko:K02108	ecg:E2348C_4048
ko:K03501	ecg:E2348C_4050
ko:K03495	ecg:E2348C_4051
ko:K06205	ecg:E2348C_4052
ko:K03718	ecg:E2348C_4053
ko:K01914	ecg:E2348C_4054
ko:K11474	ecg:E2348C_3260
ko:K04653	ecg:E2348C_3277
ko:K04651	ecg:E2348C_3278
ko:K09897	ecg:E2348C_4067
ko:K07391	ecg:E2348C_4068
ko:K01652	ecg:E2348C_4070
ko:K11258	ecg:E2348C_4071
ko:K00826	ecg:E2348C_4072
ko:K01687	ecg:E2348C_4073
ko:K01754	ecg:E2348C_4074
ko:K02521	ecg:E2348C_4075
ko:K00053	ecg:E2348C_4076
ko:K03769	ecg:E2348C_4077
ko:K03656	ecg:E2348C_4078
ko:K03732	ecg:E2348C_4080
ko:K03671	ecg:E2348C_4081
ko:K03628	ecg:E2348C_4083
ko:K05790	ecg:E2348C_4086
ko:K02472	ecg:E2348C_4088
ko:K00973	ecg:E2348C_4090
ko:K02805	ecg:E2348C_4092
ko:K00655	ecg:E2348C_3310
ko:K02621	ecg:E2348C_3311
ko:K02035	ecg:E2348C_3312
ko:K03923	ecg:E2348C_3317
ko:K02016	ecg:E2348C_3320
ko:K02015	ecg:E2348C_3321
ko:K02015	ecg:E2348C_3322
ko:K02013	ecg:E2348C_3323
ko:K02014	ecg:E2348C_3324
ko:K02622	ecg:E2348C_3325
ko:K07000	ecg:E2348C_3326
ko:K03651	ecg:E2348C_3327
ko:K09920	ecg:E2348C_3328
ko:K05786	ecg:E2348C_4119
ko:K03654	ecg:E2348C_4122
ko:K03576	ecg:E2348C_4129
ko:K00549	ecg:E2348C_4130
ko:K00615	ecg:E2348C_4133
ko:K06872	ecg:E2348C_3045
ko:K01689	ecg:E2348C_3046
ko:K01937	ecg:E2348C_3047
ko:K03215	ecg:E2348C_3052
ko:K07678	ecg:E2348C_3053
ko:K01706	ecg:E2348C_3054
ko:K06175	ecg:E2348C_3058
ko:K06966	ecg:E2348C_3062
ko:K03837	ecg:E2348C_3063
ko:K00101	ecg:E2348C_3854
ko:K03216	ecg:E2348C_3855
ko:K00640	ecg:E2348C_3856
ko:K00057	ecg:E2348C_3857
ko:K03071	ecg:E2348C_3858
ko:K03676	ecg:E2348C_3859
ko:K09798	ecg:E2348C_3863
ko:K00639	ecg:E2348C_3866
ko:K03274	ecg:E2348C_3867
ko:K02843	ecg:E2348C_3868
ko:K06194	ecg:E2348C_3012
ko:K00573	ecg:E2348C_3013
ko:K03787	ecg:E2348C_3014
ko:K06176	ecg:E2348C_3015
ko:K01770	ecg:E2348C_3016
ko:K00991	ecg:E2348C_3017
ko:K05589	ecg:E2348C_3018
ko:K00860	ecg:E2348C_3020
ko:K00957	ecg:E2348C_3022
ko:K00390	ecg:E2348C_3025
ko:K00381	ecg:E2348C_3026
ko:K00380	ecg:E2348C_3027
ko:K01737	ecg:E2348C_3028
ko:K02841	ecg:E2348C_3869
ko:K02848	ecg:E2348C_3878
ko:K02844	ecg:E2348C_3879
ko:K02849	ecg:E2348C_3880
ko:K02527	ecg:E2348C_3881
ko:K00954	ecg:E2348C_3882
ko:K10563	ecg:E2348C_3883
ko:K02913	ecg:E2348C_3884
ko:K02902	ecg:E2348C_3885
ko:K03630	ecg:E2348C_3886
ko:K01520	ecg:E2348C_3888
ko:K05501	ecg:E2348C_3889
ko:K00762	ecg:E2348C_3891
ko:K00989	ecg:E2348C_3892
ko:K07724	ecg:E2348C_3467
ko:K07309	ecg:E2348C_1671
ko:K04021	ecg:E2348C_2689
ko:K04025	ecg:E2348C_2626
ko:K11749	ecg:E2348C_0181
ko:K12410	ecg:E2348C_1212
ko:K07679	ecg:E2348C_2563
ko:K12064	ecg:E2348_P1_065
ko:K12066	ecg:E2348_P1_070
ko:K12067	ecg:E2348_P1_071
ko:K00087	ecg:E2348C_3118
ko:K01487	ecg:E2348C_3136
ko:K07675	ecg:E2348C_3983
ko:K00835	ecg:E2348C_3824
ko:K07483	ecg:E2348C_3222
ko:K07484	ecg:E2348C_3223
ko:K01061	ecg:E2348C_3286
ko:K01002	ecg:E2348C_4658
ko:K01160	ecg:E2348C_1241
ko:K02598	ecg:E2348C_3617
ko:K00228	ecg:E2348C_2620
ko:K11736	ecg:E2348C_0337
ko:K11737	ecg:E2348C_4539
ko:K00885	ecg:E2348C_3494
ko:K02226	ecg:E2348C_0538
ko:K06889	ecg:E2348C_2817
ko:K06889	ecg:E2348C_1521
ko:K01491	ecg:E2348C_0462
ko:K08094	ecg:E2348C_4131
ko:K02790	ecg:E2348C_1706
ko:K02791	ecg:E2348C_1706
ko:K06889	ecg:E2348C_0256
ko:K12372	ecg:E2348C_3788
ko:K00847	ecg:E2348C_3921
ko:K07263	ecg:E2348C_1621
ko:K00564	ecg:E2348C_4668
ko:K13053	ecg:E2348C_0944
ko:K02455	ecg:E2348C_3247
ko:K07351	ecg:E2348C_4622
ko:K04336	ecg:E2348C_1134
ko:K12068	ecg:E2348_P1_072
ko:K01545	ecg:E2348C_0588
ko:K05595	ecg:E2348C_1649
ko:K05368	ecg:E2348C_4156
ko:K02840	ecg:E2348C_3876
ko:K12525	ecg:E2348C_4244
ko:K12500	ecg:E2348C_0378
ko:K07027	ecg:E2348C_0740
ko:K01497	ecg:E2348C_1469
ko:K03971	ecg:E2348C_1499
ko:K02053	ecg:E2348C_1583
ko:K02054	ecg:E2348C_1582
ko:K02052	ecg:E2348C_1581
ko:K02055	ecg:E2348C_1580
ko:K02478	ecg:E2348C_2573
ko:K02478	ecg:E2348C_2272
ko:K04020	ecg:E2348C_2692
ko:K03819	ecg:E2348C_2200
ko:K13051	ecg:E2348C_0779
ko:K13292	ecg:E2348C_3097
ko:K12961	ecg:E2348C_3431
ko:K12963	ecg:E2348C_2403
ko:K00247	ecg:E2348C_4479
ko:K02681	ecg:E2348C_3092
ko:K10804	ecg:E2348C_0433
ko:K13014	ecg:E2348C_2400
ko:K09016	ecg:E2348C_1057
ko:K09024	ecg:E2348C_1058
ko:K01011	ecg:E2348C_2804
ko:K01466	ecg:E2348C_0445
ko:K00666	ecg:E2348C_3262
ko:K01897	ecg:E2348C_1928
ko:K00626	ecg:E2348C_3115
ko:K00626	ecg:E2348C_2369
ko:K04772	ecg:E2348C_3505
ko:K07642	ecg:E2348C_2221
ko:K11939	ecg:E2348C_0765
ko:K02099	ecg:E2348C_0065
ko:K09476	ecg:E2348C_0922
ko:K11685	ecg:E2348C_2932
ko:K08314	ecg:E2348C_4259
ko:K12151	ecg:E2348C_1204
ko:K04771	ecg:E2348C_0168
ko:K00884	ecg:E2348C_1211
ko:K01139	ecg:E2348C_3914
ko:K02056	ecg:E2348C_2824
ko:K01048	ecg:E2348C_4126
ko:K01271	ecg:E2348C_4159
ko:K00060	ecg:E2348C_3865
ko:K01061	ecg:E2348C_4144
ko:K07491	ecg:E2348C_0767
ko:K01739	ecg:E2348C_4243
ko:K07470	ecg:E2348C_2151
ko:K02173	ecg:E2348C_3180
ko:K00568	ecg:E2348C_2376
ko:K03425	ecg:E2348C_0527
ko:K02017	ecg:E2348C_0642
ko:K03574	ecg:E2348C_0104
ko:K11925	ecg:E2348C_0075
ko:K11926	ecg:E2348C_0233
ko:K10551	ecg:E2348C_4416
ko:K01766	ecg:E2348C_3077
ko:K06957	ecg:E2348C_2711
ko:K02426	ecg:E2348C_3078
ko:K10213	ecg:E2348C_2308
ko:K03417	ecg:E2348C_0291
ko:K11927	ecg:E2348C_0749
ko:K11928	ecg:E2348C_1066
ko:K03524	ecg:E2348C_4285
ko:K01069	ecg:E2348C_0212
ko:K10975	ecg:E2348C_0444
ko:K11933	ecg:E2348C_0869
ko:K11934	ecg:E2348C_0766
ko:K03768	ecg:E2348C_0458
ko:K03472	ecg:E2348C_3174
ko:K04487	ecg:E2348C_2813
ko:K11717	ecg:E2348C_1765
ko:K11719	ecg:E2348C_3478
ko:K01077	ecg:E2348C_0319
ko:K11924	ecg:E2348C_0769
ko:K06168	ecg:E2348C_0554
ko:K08234	ecg:E2348C_0192
ko:K08163	ecg:E2348C_4021
ko:K11932	ecg:E2348C_0510
ko:K01720	ecg:E2348C_0293
ko:K01358	ecg:E2348C_0372
ko:K01710	ecg:E2348C_4089
ko:K08317	ecg:E2348C_0502
ko:K01250	ecg:E2348C_0544
ko:K10038	ecg:E2348C_0761
ko:K06970	ecg:E2348C_0759
ko:K07757	ecg:E2348C_0773
ko:K02001	ecg:E2348C_2943
ko:K02000	ecg:E2348C_2942
ko:K00652	ecg:E2348C_3265
ko:K00652	ecg:E2348C_0728
ko:K01169	ecg:E2348C_0512
ko:K05966	ecg:E2348C_0514
ko:K06212	ecg:E2348C_0897
ko:K12072	ecg:E2348_P1_049
ko:K07591	ecg:E2348C_3409
ko:K03836	ecg:E2348C_4020
ko:K05799	ecg:E2348C_0116
ko:K08278	ecg:E2348C_0001
ko:K16345	ecg:E2348C_3918
ko:K00024	ecg:E2348C_3507
ko:K00130	ecg:E2348C_0274
ko:K03762	ecg:E2348C_4439
ko:K07796	ecg:E2348C_0472
ko:K07787	ecg:E2348C_0475
ko:K10972	ecg:E2348C_0438
ko:K00117	ecg:E2348C_0127
ko:K05806	ecg:E2348C_0080
ko:K01659	ecg:E2348C_0292
ko:K01190	ecg:E2348C_0299
ko:K01185	ecg:E2348C_0690
ko:K07214	ecg:E2348C_4029
ko:K01089	ecg:E2348C_2163
ko:K00853	ecg:E2348C_0064
ko:K07645	ecg:E2348C_3316
ko:K01185	ecg:E2348C_1412
ko:K12152	ecg:E2348C_1275
ko:K07726	ecg:E2348C_3807
ko:K02302	ecg:E2348C_3618
ko:K02362	ecg:E2348C_0484
ko:K01840	ecg:E2348C_2176
ko:K03855	ecg:E2348C_0045
ko:K01187	ecg:E2348C_0338
ko:K10973	ecg:E2348C_0440
ko:K00633	ecg:E2348C_0297
ko:K02532	ecg:E2348C_0298
ko:K11751	ecg:E2348C_0415
ko:K08297	ecg:E2348C_0040
ko:K00042	ecg:E2348C_0443
ko:K00042	ecg:E2348C_3411
ko:K03148	ecg:E2348C_4299
ko:K08313	ecg:E2348C_0776
ko:K11748	ecg:E2348C_3601
ko:K10716	ecg:E2348C_1377
ko:K03329	ecg:E2348C_0288
ko:K07459	ecg:E2348C_0873
ko:K09020	ecg:E2348C_1062
ko:K10036	ecg:E2348C_0763
ko:K10037	ecg:E2348C_0762
ko:K03484	ecg:E2348C_3043
ko:K02852	ecg:E2348C_4096
ko:K09974	ecg:E2348C_4253
ko:K03078	ecg:E2348C_4519
ko:K04755	ecg:E2348C_2808
ko:K03386	ecg:E2348C_0508
ko:K02532	ecg:E2348C_2554
ko:K01243	ecg:E2348C_0166
ko:K11752	ecg:E2348C_0349
ko:K03286	ecg:E2348C_0943
ko:K11940	ecg:E2348C_0952
ko:K07343	ecg:E2348C_0945
ko:K08154	ecg:E2348C_3988
ko:K07347	ecg:E2348C_3796
ko:K03119	ecg:E2348C_0308
ko:K01085	ecg:E2348C_1052
ko:K01119	ecg:E2348C_4544
ko:K00971	ecg:E2348C_2191
ko:K05887	ecg:E2348C_1777
ko:K00970	ecg:E2348C_0146
ko:K11720	ecg:E2348C_4586
ko:K01630	ecg:E2348C_3412
ko:K07810	ecg:E2348C_0473
ko:K08225	ecg:E2348C_0493
ko:K00137	ecg:E2348C_1584
ko:K05880	ecg:E2348C_1325
ko:K07637	ecg:E2348C_1270
ko:K01784	ecg:E2348C_0636
ko:K08997	ecg:E2348C_1791
ko:K07781	ecg:E2348C_2065
