ko:K01658	ypx:YPD8_1328
ko:K00806	ypx:YPD8_1216
ko:K00981	ypx:YPD8_1217
ko:K11749	ypx:YPD8_1218
ko:K07277	ypx:YPD8_1219
ko:K06142	ypx:YPD8_1220
ko:K02536	ypx:YPD8_1221
ko:K02372	ypx:YPD8_1222
ko:K00677	ypx:YPD8_1223
ko:K00748	ypx:YPD8_1224
ko:K03470	ypx:YPD8_1225
ko:K02337	ypx:YPD8_1226
ko:K01962	ypx:YPD8_1227
ko:K04075	ypx:YPD8_1229
ko:K15034	ypx:YPD8_1233
ko:K06079	ypx:YPD8_1234
ko:K01881	ypx:YPD8_1235
ko:K06080	ypx:YPD8_1237
ko:K02073	ypx:YPD8_1238
ko:K02072	ypx:YPD8_1239
ko:K02071	ypx:YPD8_1240
ko:K03273	ypx:YPD8_1241
ko:K01531	ypx:YPD8_2075
ko:K07507	ypx:YPD8_2076
ko:K05876	ypx:YPD8_2077
ko:K05876	ypx:YPD8_2078
ko:K01093	ypx:YPD8_2084
ko:K00031	ypx:YPD8_2089
ko:K06181	ypx:YPD8_2090
ko:K12152	ypx:YPD8_2091
ko:K00566	ypx:YPD8_2092
ko:K07153	ypx:YPD8_2093
ko:K01756	ypx:YPD8_2095
ko:K07637	ypx:YPD8_2098
ko:K07637	ypx:YPD8_2099
ko:K12410	ypx:YPD8_2102
ko:K09808	ypx:YPD8_2104
ko:K09808	ypx:YPD8_2106
ko:K03885	ypx:YPD8_2113
ko:K07000	ypx:YPD8_2114
ko:K01207	ypx:YPD8_2115
ko:K07251	ypx:YPD8_2116
ko:K07337	ypx:YPD8_2117
ko:K00014	ypx:YPD8_2120
ko:K03424	ypx:YPD8_2123
ko:K02341	ypx:YPD8_2124
ko:K00943	ypx:YPD8_2125
ko:K07082	ypx:YPD8_2126
ko:K09458	ypx:YPD8_2129
ko:K00645	ypx:YPD8_2131
ko:K00648	ypx:YPD8_2132
ko:K10026	ypx:YPD8_2956
ko:K01689	ypx:YPD8_2958
ko:K01937	ypx:YPD8_2959
ko:K07678	ypx:YPD8_2962
ko:K01129	ypx:YPD8_2964
ko:K15724	ypx:YPD8_2968
ko:K03281	ypx:YPD8_2969
ko:K01845	ypx:YPD8_2970
ko:K02015	ypx:YPD8_2971
ko:K02016	ypx:YPD8_2972
ko:K02013	ypx:YPD8_2973
ko:K05365	ypx:YPD8_2974
ko:K03579	ypx:YPD8_2976
ko:K01975	ypx:YPD8_2977
ko:K06206	ypx:YPD8_2978
ko:K06204	ypx:YPD8_2979
ko:K01894	ypx:YPD8_2980
ko:K00950	ypx:YPD8_2983
ko:K00606	ypx:YPD8_2984
ko:K01918	ypx:YPD8_2985
ko:K01579	ypx:YPD8_2986
ko:K01673	ypx:YPD8_2990
ko:K00760	ypx:YPD8_2991
ko:K14588	ypx:YPD8_2993
ko:K00797	ypx:YPD8_2995
ko:K01611	ypx:YPD8_2996
ko:K09910	ypx:YPD8_2998
ko:K01682	ypx:YPD8_2999
ko:K00382	ypx:YPD8_3001
ko:K00627	ypx:YPD8_3002
ko:K00163	ypx:YPD8_3003
ko:K03807	ypx:YPD8_3006
ko:K03806	ypx:YPD8_3007
ko:K00767	ypx:YPD8_3008
ko:K02682	ypx:YPD8_3009
ko:K03119	ypx:YPD8_0169
ko:K06158	ypx:YPD8_0172
ko:K03775	ypx:YPD8_0176
ko:K07235	ypx:YPD8_0179
ko:K07236	ypx:YPD8_0180
ko:K02950	ypx:YPD8_0181
ko:K02992	ypx:YPD8_0182
ko:K02355	ypx:YPD8_0183
ko:K02358	ypx:YPD8_0184
ko:K03594	ypx:YPD8_0186
ko:K02946	ypx:YPD8_0187
ko:K02906	ypx:YPD8_0188
ko:K02926	ypx:YPD8_0189
ko:K02892	ypx:YPD8_0190
ko:K02886	ypx:YPD8_0191
ko:K02890	ypx:YPD8_0192
ko:K02982	ypx:YPD8_0193
ko:K02878	ypx:YPD8_0194
ko:K02874	ypx:YPD8_0195
ko:K02895	ypx:YPD8_0196
ko:K02931	ypx:YPD8_0197
ko:K02954	ypx:YPD8_0198
ko:K02994	ypx:YPD8_0199
ko:K02881	ypx:YPD8_0200
ko:K02988	ypx:YPD8_0201
ko:K02876	ypx:YPD8_0202
ko:K03076	ypx:YPD8_0203
ko:K02952	ypx:YPD8_0204
ko:K02986	ypx:YPD8_0205
ko:K03040	ypx:YPD8_0206
ko:K02879	ypx:YPD8_0207
ko:K03282	ypx:YPD8_0209
ko:K03500	ypx:YPD8_0211
ko:K00604	ypx:YPD8_0212
ko:K01462	ypx:YPD8_0213
ko:K04096	ypx:YPD8_0214
ko:K07479	ypx:YPD8_0216
ko:K07566	ypx:YPD8_0217
ko:K00014	ypx:YPD8_0218
ko:K14393	ypx:YPD8_0223
ko:K01895	ypx:YPD8_0225
ko:K11102	ypx:YPD8_0226
ko:K05845	ypx:YPD8_1083
ko:K05845	ypx:YPD8_1084
ko:K02042	ypx:YPD8_1094
ko:K02042	ypx:YPD8_1095
ko:K02044	ypx:YPD8_1096
ko:K02041	ypx:YPD8_1097
ko:K05873	ypx:YPD8_1100
ko:K03777	ypx:YPD8_1101
ko:K07262	ypx:YPD8_1102
ko:K05541	ypx:YPD8_1103
ko:K03815	ypx:YPD8_1107
ko:K02168	ypx:YPD8_1110
ko:K02167	ypx:YPD8_1111
ko:K06890	ypx:YPD8_1115
ko:K03637	ypx:YPD8_1117
ko:K03639	ypx:YPD8_1118
ko:K03702	ypx:YPD8_1120
ko:K01935	ypx:YPD8_1122
ko:K02169	ypx:YPD8_1123
ko:K01012	ypx:YPD8_1125
ko:K00833	ypx:YPD8_1126
ko:K02018	ypx:YPD8_1131
ko:K02020	ypx:YPD8_1132
ko:K02019	ypx:YPD8_1133
ko:K05776	ypx:YPD8_1134
ko:K03516	ypx:YPD8_1967
ko:K02400	ypx:YPD8_1968
ko:K02401	ypx:YPD8_1969
ko:K07156	ypx:YPD8_1974
ko:K02217	ypx:YPD8_1975
ko:K01354	ypx:YPD8_1977
ko:K09900	ypx:YPD8_1979
ko:K09918	ypx:YPD8_1980
ko:K05591	ypx:YPD8_1981
ko:K08289	ypx:YPD8_1982
ko:K01665	ypx:YPD8_1983
ko:K01752	ypx:YPD8_1985
ko:K02511	ypx:YPD8_1988
ko:K02509	ypx:YPD8_1990
ko:K00455	ypx:YPD8_1992
ko:K05921	ypx:YPD8_1994
ko:K05921	ypx:YPD8_1995
ko:K00563	ypx:YPD8_2005
ko:K12973	ypx:YPD8_2007
ko:K07178	ypx:YPD8_2011
ko:K09933	ypx:YPD8_2012
ko:K02529	ypx:YPD8_2015
ko:K01815	ypx:YPD8_2017
ko:K15974	ypx:YPD8_2852
ko:K03543	ypx:YPD8_2853
ko:K03446	ypx:YPD8_2854
ko:K03214	ypx:YPD8_2855
ko:K03672	ypx:YPD8_2857
ko:K00998	ypx:YPD8_2860
ko:K05811	ypx:YPD8_2861
ko:K03695	ypx:YPD8_2863
ko:K05810	ypx:YPD8_2864
ko:K06180	ypx:YPD8_2865
ko:K05807	ypx:YPD8_2866
ko:K05809	ypx:YPD8_2867
ko:K14170	ypx:YPD8_2869
ko:K14187	ypx:YPD8_2873
ko:K01626	ypx:YPD8_2874
ko:K02884	ypx:YPD8_2880
ko:K00554	ypx:YPD8_2881
ko:K02860	ypx:YPD8_2882
ko:K03106	ypx:YPD8_2883
ko:K07173	ypx:YPD8_2887
ko:K01919	ypx:YPD8_2888
ko:K01872	ypx:YPD8_2891
ko:K03565	ypx:YPD8_2892
ko:K00864	ypx:YPD8_2898
ko:K00615	ypx:YPD8_2900
ko:K00615	ypx:YPD8_2901
ko:K03274	ypx:YPD8_0056
ko:K00060	ypx:YPD8_0058
ko:K09798	ypx:YPD8_0060
ko:K15633	ypx:YPD8_0062
ko:K03071	ypx:YPD8_0064
ko:K00057	ypx:YPD8_0065
ko:K00640	ypx:YPD8_0066
ko:K03216	ypx:YPD8_0067
ko:K10778	ypx:YPD8_0068
ko:K06006	ypx:YPD8_0071
ko:K00850	ypx:YPD8_0074
ko:K02048	ypx:YPD8_0075
ko:K02020	ypx:YPD8_0076
ko:K03319	ypx:YPD8_0077
ko:K10218	ypx:YPD8_0078
ko:K01803	ypx:YPD8_0081
ko:K00528	ypx:YPD8_0084
ko:K00864	ypx:YPD8_0086
ko:K02440	ypx:YPD8_0087
ko:K02553	ypx:YPD8_0092
ko:K02548	ypx:YPD8_0093
ko:K03667	ypx:YPD8_0094
ko:K01419	ypx:YPD8_0095
ko:K03591	ypx:YPD8_0096
ko:K04066	ypx:YPD8_0098
ko:K03764	ypx:YPD8_0100
ko:K12525	ypx:YPD8_0102
ko:K00297	ypx:YPD8_0103
ko:K02444	ypx:YPD8_0106
ko:K02439	ypx:YPD8_0108
ko:K03556	ypx:YPD8_0109
ko:K02072	ypx:YPD8_0976
ko:K02073	ypx:YPD8_0978
ko:K02013	ypx:YPD8_0983
ko:K02015	ypx:YPD8_0984
ko:K02016	ypx:YPD8_0985
ko:K11733	ypx:YPD8_0987
ko:K01151	ypx:YPD8_0990
ko:K07347	ypx:YPD8_0991
ko:K02769	ypx:YPD8_0996
ko:K02770	ypx:YPD8_0996
ko:K02768	ypx:YPD8_0998
ko:K11183	ypx:YPD8_0998
ko:K02057	ypx:YPD8_1000
ko:K01807	ypx:YPD8_1003
ko:K03835	ypx:YPD8_1009
ko:K02356	ypx:YPD8_1010
ko:K01686	ypx:YPD8_1011
ko:K13694	ypx:YPD8_1016
ko:K13893	ypx:YPD8_1018
ko:K13894	ypx:YPD8_1019
ko:K13895	ypx:YPD8_1020
ko:K13896	ypx:YPD8_1021
ko:K07552	ypx:YPD8_1023
ko:K07014	ypx:YPD8_1029
ko:K07345	ypx:YPD8_1858
ko:K05373	ypx:YPD8_1865
ko:K15721	ypx:YPD8_1876
ko:K03710	ypx:YPD8_1886
ko:K00995	ypx:YPD8_1896
ko:K03703	ypx:YPD8_1898
ko:K07689	ypx:YPD8_1899
ko:K11737	ypx:YPD8_1902
ko:K03809	ypx:YPD8_1904
ko:K07224	ypx:YPD8_1906
ko:K07243	ypx:YPD8_1907
ko:K04752	ypx:YPD8_2744
ko:K05800	ypx:YPD8_2747
ko:K01738	ypx:YPD8_2748
ko:K11938	ypx:YPD8_2749
ko:K06920	ypx:YPD8_2751
ko:K12500	ypx:YPD8_2752
ko:K02237	ypx:YPD8_2753
ko:K03770	ypx:YPD8_2754
ko:K01338	ypx:YPD8_2755
ko:K03544	ypx:YPD8_2756
ko:K01358	ypx:YPD8_2757
ko:K03545	ypx:YPD8_2758
ko:K05527	ypx:YPD8_2759
ko:K07286	ypx:YPD8_2760
ko:K08218	ypx:YPD8_2761
ko:K02297	ypx:YPD8_2763
ko:K02298	ypx:YPD8_2764
ko:K02299	ypx:YPD8_2765
ko:K02300	ypx:YPD8_2766
ko:K09767	ypx:YPD8_2769
ko:K00077	ypx:YPD8_2770
ko:K03152	ypx:YPD8_2771
ko:K03151	ypx:YPD8_2773
ko:K00795	ypx:YPD8_2774
ko:K01662	ypx:YPD8_2775
ko:K01095	ypx:YPD8_2777
ko:K00946	ypx:YPD8_2778
ko:K03625	ypx:YPD8_2779
ko:K00794	ypx:YPD8_2780
ko:K11752	ypx:YPD8_2781
ko:K07738	ypx:YPD8_2782
ko:K03074	ypx:YPD8_2786
ko:K03072	ypx:YPD8_2787
ko:K03210	ypx:YPD8_2788
ko:K00773	ypx:YPD8_2789
ko:K07568	ypx:YPD8_2790
ko:K00835	ypx:YPD8_3599
ko:K07085	ypx:YPD8_3600
ko:K04081	ypx:YPD8_3602
ko:K04080	ypx:YPD8_3603
ko:K01754	ypx:YPD8_3607
ko:K02470	ypx:YPD8_3612
ko:K03629	ypx:YPD8_3613
ko:K02338	ypx:YPD8_3614
ko:K02313	ypx:YPD8_3615
ko:K03217	ypx:YPD8_3616
ko:K03650	ypx:YPD8_3617
ko:K06901	ypx:YPD8_3620
ko:K02029	ypx:YPD8_3622
ko:K02029	ypx:YPD8_3623
ko:K02039	ypx:YPD8_3626
ko:K02036	ypx:YPD8_3627
ko:K02038	ypx:YPD8_3628
ko:K02037	ypx:YPD8_3629
ko:K02040	ypx:YPD8_3630
ko:K00820	ypx:YPD8_3631
ko:K04042	ypx:YPD8_3632
ko:K02114	ypx:YPD8_3633
ko:K02112	ypx:YPD8_3634
ko:K02115	ypx:YPD8_3635
ko:K02111	ypx:YPD8_3636
ko:K02113	ypx:YPD8_3637
ko:K02109	ypx:YPD8_3638
ko:K02108	ypx:YPD8_3639
ko:K03501	ypx:YPD8_3641
ko:K03495	ypx:YPD8_3642
ko:K19734	ypx:YPD8_2239
ko:K19734	ypx:YPD8_0708
ko:K07491	ypx:YPD8_3493
ko:K07491	ypx:YPD8_3358
ko:K07491	ypx:YPD8_3296
ko:K07491	ypx:YPD8_3136
ko:K07491	ypx:YPD8_3108
ko:K07491	ypx:YPD8_3000
ko:K07491	ypx:YPD8_2916
ko:K07491	ypx:YPD8_2868
ko:K07491	ypx:YPD8_2785
ko:K07491	ypx:YPD8_2474
ko:K07491	ypx:YPD8_2438
ko:K07491	ypx:YPD8_2410
ko:K07491	ypx:YPD8_2385
ko:K07491	ypx:YPD8_2300
ko:K07491	ypx:YPD8_1895
ko:K07491	ypx:YPD8_1596
ko:K07491	ypx:YPD8_1520
ko:K07491	ypx:YPD8_1454
ko:K07491	ypx:YPD8_1445
ko:K07491	ypx:YPD8_1260
ko:K07491	ypx:YPD8_1203
ko:K07491	ypx:YPD8_1114
ko:K07491	ypx:YPD8_1026
ko:K07491	ypx:YPD8_0899
ko:K07491	ypx:YPD8_0882
ko:K07491	ypx:YPD8_0607
ko:K07491	ypx:YPD8_0469
ko:K07491	ypx:YPD8_0426
ko:K07491	ypx:YPD8_0418
ko:K07491	ypx:YPD8_0185
ko:K07491	ypx:YPD8_3399
ko:K07491	ypx:YPD8_3314
ko:K07491	ypx:YPD8_3206
ko:K07491	ypx:YPD8_2886
ko:K07491	ypx:YPD8_2879
ko:K07491	ypx:YPD8_2776
ko:K07491	ypx:YPD8_2619
ko:K07491	ypx:YPD8_2395
ko:K07491	ypx:YPD8_2136
ko:K07491	ypx:YPD8_2128
ko:K07491	ypx:YPD8_1757
ko:K07491	ypx:YPD8_1681
ko:K07491	ypx:YPD8_1489
ko:K07491	ypx:YPD8_1416
ko:K07491	ypx:YPD8_1173
ko:K07491	ypx:YPD8_1059
ko:K07491	ypx:YPD8_0932
ko:K07491	ypx:YPD8_0838
ko:K07491	ypx:YPD8_0753
ko:K07491	ypx:YPD8_0633
ko:K07491	ypx:YPD8_0513
ko:K07491	ypx:YPD8_0474
ko:K11903	ypx:YPD8_1291
ko:K16152	ypx:YPD8_3458
ko:K16135	ypx:YPD8_2205
ko:K14230	ypx:YPD8_t34
ko:K14230	ypx:YPD8_t38
ko:K14228	ypx:YPD8_t37
ko:K01728	ypx:YPD8_3520
ko:K14229	ypx:YPD8_t13
ko:K16089	ypx:YPD8_2926
ko:K05372	ypx:YPD8_1869
ko:K16092	ypx:YPD8_3446
ko:K02030	ypx:YPD8_3624
ko:K16088	ypx:YPD8_1579
ko:K14220	ypx:YPD8_t23
ko:K14220	ypx:YPD8_t32
ko:K14220	ypx:YPD8_t27
ko:K16089	ypx:YPD8_0982
ko:K14230	ypx:YPD8_t15
ko:K14230	ypx:YPD8_t16
ko:K14230	ypx:YPD8_t54
ko:K14231	ypx:YPD8_t3
ko:K14231	ypx:YPD8_t8
ko:K14234	ypx:YPD8_t56
ko:K16137	ypx:YPD8_1473
ko:K14234	ypx:YPD8_t58
ko:K02014	ypx:YPD8_2003
ko:K14218	ypx:YPD8_t45
ko:K14218	ypx:YPD8_t46
ko:K14237	ypx:YPD8_t42
ko:K14237	ypx:YPD8_t44
ko:K14237	ypx:YPD8_t43
ko:K02014	ypx:YPD8_0151
ko:K14229	ypx:YPD8_t14
ko:K14229	ypx:YPD8_t41
ko:K14229	ypx:YPD8_t31
ko:K14219	ypx:YPD8_t40
ko:K14233	ypx:YPD8_t12
ko:K14234	ypx:YPD8_t11
ko:K14234	ypx:YPD8_t61
ko:K14232	ypx:YPD8_t10
ko:K14233	ypx:YPD8_t20
ko:K14228	ypx:YPD8_t28
ko:K14222	ypx:YPD8_t29
ko:K14223	ypx:YPD8_t35
ko:K14223	ypx:YPD8_t36
ko:K14223	ypx:YPD8_t33
ko:K14224	ypx:YPD8_t17
ko:K14224	ypx:YPD8_t57
ko:K14219	ypx:YPD8_t50
ko:K14219	ypx:YPD8_t51
ko:K14219	ypx:YPD8_t49
ko:K14233	ypx:YPD8_t52
ko:K14230	ypx:YPD8_t7
ko:K14227	ypx:YPD8_t1
ko:K14227	ypx:YPD8_t71
ko:K14227	ypx:YPD8_t63
ko:K14227	ypx:YPD8_t48
ko:K14225	ypx:YPD8_t59
ko:K02014	ypx:YPD8_0699
ko:K02014	ypx:YPD8_0684
ko:K14238	ypx:YPD8_t73
ko:K14221	ypx:YPD8_t18
ko:K14221	ypx:YPD8_t69
ko:K14219	ypx:YPD8_t67
ko:K14228	ypx:YPD8_t65
ko:K14228	ypx:YPD8_t6
ko:K14228	ypx:YPD8_t55
ko:K14225	ypx:YPD8_t9
ko:K14221	ypx:YPD8_t19
ko:K01985	ypx:YPD8_r11
ko:K01985	ypx:YPD8_r3
ko:K01985	ypx:YPD8_r7
ko:K01985	ypx:YPD8_r14
ko:K01985	ypx:YPD8_r17
ko:K01985	ypx:YPD8_r6
ko:K01980	ypx:YPD8_r5
ko:K01980	ypx:YPD8_r12
ko:K01980	ypx:YPD8_r2
ko:K01980	ypx:YPD8_r18
ko:K01980	ypx:YPD8_r8
ko:K01980	ypx:YPD8_r15
ko:K14226	ypx:YPD8_t66
ko:K14228	ypx:YPD8_t53
ko:K14237	ypx:YPD8_t22
ko:K14237	ypx:YPD8_t21
ko:K01977	ypx:YPD8_r1
ko:K01977	ypx:YPD8_r4
ko:K01977	ypx:YPD8_r13
ko:K01977	ypx:YPD8_r19
ko:K01977	ypx:YPD8_r16
ko:K01977	ypx:YPD8_r9
ko:K01985	ypx:YPD8_r10
ko:K14218	ypx:YPD8_t2
ko:K14218	ypx:YPD8_t70
ko:K14218	ypx:YPD8_t47
ko:K14218	ypx:YPD8_t62
ko:K00526	ypx:YPD8_1069
ko:K02806	ypx:YPD8_3151
ko:K09022	ypx:YPD8_3155
ko:K02067	ypx:YPD8_3141
ko:K01226	ypx:YPD8_3159
ko:K00135	ypx:YPD8_3167
ko:K02414	ypx:YPD8_0649
ko:K06147	ypx:YPD8_0672
ko:K06147	ypx:YPD8_0673
ko:K01258	ypx:YPD8_0685
ko:K12942	ypx:YPD8_0686
ko:K05595	ypx:YPD8_1526
ko:K11604	ypx:YPD8_1528
ko:K11607	ypx:YPD8_1529
ko:K00101	ypx:YPD8_1549
ko:K02056	ypx:YPD8_1562
ko:K02056	ypx:YPD8_1563
ko:K00033	ypx:YPD8_1575
ko:K04488	ypx:YPD8_2415
ko:K00088	ypx:YPD8_2436
ko:K03148	ypx:YPD8_3293
ko:K00867	ypx:YPD8_3309
ko:K03498	ypx:YPD8_3312
ko:K01585	ypx:YPD8_0749
ko:K03442	ypx:YPD8_0757
ko:K00058	ypx:YPD8_0762
ko:K01934	ypx:YPD8_0763
ko:K01262	ypx:YPD8_0766
ko:K04763	ypx:YPD8_0783
ko:K01424	ypx:YPD8_1649
ko:K07305	ypx:YPD8_1651
ko:K00647	ypx:YPD8_2527
ko:K01782	ypx:YPD8_2537
ko:K02200	ypx:YPD8_2542
ko:K02193	ypx:YPD8_2549
ko:K01719	ypx:YPD8_3396
ko:K02852	ypx:YPD8_3401
ko:K02851	ypx:YPD8_3412
ko:K03718	ypx:YPD8_0002
ko:K00852	ypx:YPD8_0008
ko:K07491	ypx:YPD8_0019
ko:K10563	ypx:YPD8_0050
ko:K12984	ypx:YPD8_0052
ko:K06212	ypx:YPD8_0918
ko:K04093	ypx:YPD8_0947
ko:K10000	ypx:YPD8_0948
ko:K09998	ypx:YPD8_0951
ko:K01619	ypx:YPD8_0972
ko:K01479	ypx:YPD8_1813
ko:K02004	ypx:YPD8_1836
ko:K02004	ypx:YPD8_1837
ko:K03768	ypx:YPD8_2688
ko:K02004	ypx:YPD8_2692
ko:K11751	ypx:YPD8_2704
ko:K03455	ypx:YPD8_2706
ko:K00939	ypx:YPD8_2726
ko:K04067	ypx:YPD8_2732
ko:K06039	ypx:YPD8_2734
ko:K00854	ypx:YPD8_3560
ko:K00127	ypx:YPD8_3576
ko:K00124	ypx:YPD8_3577
ko:K02798	ypx:YPD8_3588
ko:K02799	ypx:YPD8_3588
ko:K02800	ypx:YPD8_3588
ko:K01222	ypx:YPD8_0153
ko:K10914	ypx:YPD8_0159
ko:K07019	ypx:YPD8_0163
ko:K03406	ypx:YPD8_1055
ko:K02414	ypx:YPD8_1935
ko:K02056	ypx:YPD8_1946
ko:K07657	ypx:YPD8_2803
ko:K00769	ypx:YPD8_2816
ko:K06445	ypx:YPD8_2832
ko:K14978	ypx:YPD8_0228
ko:K01760	ypx:YPD8_0246
ko:K07227	ypx:YPD8_0253
ko:K05794	ypx:YPD8_0264
ko:K01784	ypx:YPD8_1136
ko:K01785	ypx:YPD8_1139
ko:K03560	ypx:YPD8_1153
ko:K01730	ypx:YPD8_2029
ko:K00575	ypx:YPD8_2060
ko:K07308	ypx:YPD8_2910
ko:K07307	ypx:YPD8_2911
ko:K02056	ypx:YPD8_2917
ko:K02014	ypx:YPD8_2925
ko:K03087	ypx:YPD8_2938
ko:K00380	ypx:YPD8_2954
ko:K14235	ypx:YPD8_t68
ko:K00564	ypx:YPD8_0368
ko:K03317	ypx:YPD8_0375
ko:K01619	ypx:YPD8_0376
ko:K00758	ypx:YPD8_0377
ko:K00758	ypx:YPD8_0378
ko:K03784	ypx:YPD8_0380
ko:K07186	ypx:YPD8_0381
ko:K03469	ypx:YPD8_1249
ko:K02342	ypx:YPD8_1250
ko:K03286	ypx:YPD8_1261
ko:K07343	ypx:YPD8_1263
ko:K09909	ypx:YPD8_1268
ko:K11179	ypx:YPD8_1272
ko:K00647	ypx:YPD8_1278
ko:K00059	ypx:YPD8_1279
ko:K01641	ypx:YPD8_1280
ko:K06179	ypx:YPD8_2137
ko:K02821	ypx:YPD8_2140
ko:K00851	ypx:YPD8_2166
ko:K00046	ypx:YPD8_2167
ko:K02552	ypx:YPD8_2176
ko:K08680	ypx:YPD8_2178
ko:K02549	ypx:YPD8_2180
ko:K06970	ypx:YPD8_2183
ko:K03406	ypx:YPD8_2186
ko:K02035	ypx:YPD8_3030
ko:K02035	ypx:YPD8_3031
ko:K02033	ypx:YPD8_3032
ko:K02025	ypx:YPD8_3053
ko:K03767	ypx:YPD8_0154
ko:K16087	ypx:YPD8_0251
ko:K14225	ypx:YPD8_t30
ko:K14225	ypx:YPD8_t4
ko:K14225	ypx:YPD8_t5
ko:K07052	ypx:YPD8_0710
ko:K10439	ypx:YPD8_0722
ko:K10440	ypx:YPD8_0724
ko:K02014	ypx:YPD8_0725
ko:K02428	ypx:YPD8_0735
ko:K03593	ypx:YPD8_1594
ko:K01489	ypx:YPD8_1603
ko:K00027	ypx:YPD8_1604
ko:K03748	ypx:YPD8_1605
ko:K10541	ypx:YPD8_1606
ko:K10540	ypx:YPD8_1608
ko:K00121	ypx:YPD8_1613
ko:K02004	ypx:YPD8_1615
ko:K02005	ypx:YPD8_1616
ko:K15582	ypx:YPD8_1628
ko:K00657	ypx:YPD8_2470
ko:K03475	ypx:YPD8_2503
ko:K05815	ypx:YPD8_3342
ko:K05814	ypx:YPD8_3343
ko:K04085	ypx:YPD8_3368
ko:K03499	ypx:YPD8_0210
ko:K03747	ypx:YPD8_0215
ko:K14979	ypx:YPD8_0227
ko:K01011	ypx:YPD8_1085
ko:K03635	ypx:YPD8_1116
ko:K00652	ypx:YPD8_1124
ko:K07404	ypx:YPD8_1128
ko:K02017	ypx:YPD8_1130
ko:K07052	ypx:YPD8_1135
ko:K01259	ypx:YPD8_1976
ko:K02510	ypx:YPD8_1989
ko:K01826	ypx:YPD8_1991
ko:K02793	ypx:YPD8_1998
ko:K02794	ypx:YPD8_1998
ko:K02795	ypx:YPD8_1999
ko:K06147	ypx:YPD8_2010
ko:K07792	ypx:YPD8_2876
ko:K07792	ypx:YPD8_2877
ko:K07283	ypx:YPD8_2878
ko:K03743	ypx:YPD8_2894
ko:K06177	ypx:YPD8_0435
ko:K04774	ypx:YPD8_1337
ko:K08992	ypx:YPD8_1345
ko:K00598	ypx:YPD8_2192
ko:K10439	ypx:YPD8_2200
ko:K10440	ypx:YPD8_2203
ko:K03451	ypx:YPD8_2207
ko:K02025	ypx:YPD8_2221
ko:K03177	ypx:YPD8_3071
ko:K02427	ypx:YPD8_3080
ko:K01507	ypx:YPD8_3094
ko:K07304	ypx:YPD8_3098
ko:K01082	ypx:YPD8_3102
ko:K01119	ypx:YPD8_3103
ko:K06889	ypx:YPD8_3111
ko:K07393	ypx:YPD8_3114
ko:K12961	ypx:YPD8_3120
ko:K00616	ypx:YPD8_0403
ko:K07034	ypx:YPD8_0407
ko:K01525	ypx:YPD8_0428
ko:K01629	ypx:YPD8_0289
ko:K01813	ypx:YPD8_0290
ko:K02855	ypx:YPD8_0292
ko:K00247	ypx:YPD8_0311
ko:K00245	ypx:YPD8_0313
ko:K00244	ypx:YPD8_0314
ko:K00674	ypx:YPD8_1208
ko:K08234	ypx:YPD8_1228
ko:K03776	ypx:YPD8_2087
ko:K07660	ypx:YPD8_2097
ko:K01258	ypx:YPD8_2101
ko:K02619	ypx:YPD8_2127
ko:K00059	ypx:YPD8_2130
ko:K04765	ypx:YPD8_2960
ko:K01243	ypx:YPD8_2965
ko:K00970	ypx:YPD8_2981
ko:K02843	ypx:YPD8_0055
ko:K00639	ypx:YPD8_0057
ko:K07640	ypx:YPD8_0069
ko:K13283	ypx:YPD8_0073
ko:K02446	ypx:YPD8_0085
ko:K07491	ypx:YPD8_0088
ko:K02441	ypx:YPD8_0107
ko:K07258	ypx:YPD8_0975
ko:K00882	ypx:YPD8_0997
ko:K02056	ypx:YPD8_1001
ko:K00854	ypx:YPD8_1004
ko:K00135	ypx:YPD8_1005
ko:K00058	ypx:YPD8_1007
ko:K13637	ypx:YPD8_1013
ko:K06183	ypx:YPD8_1024
ko:K06147	ypx:YPD8_1866
ko:K06147	ypx:YPD8_1868
ko:K02025	ypx:YPD8_1883
ko:K03386	ypx:YPD8_2792
ko:K01176	ypx:YPD8_3597
ko:K02116	ypx:YPD8_3640
ko:K00219	ypx:YPD8_0519
ko:K11021	ypx:YPD8_1417
ko:K00799	ypx:YPD8_1463
ko:K12373	ypx:YPD8_2304
ko:K03711	ypx:YPD8_2305
ko:K03647	ypx:YPD8_2317
ko:K02035	ypx:YPD8_2322
ko:K02033	ypx:YPD8_2324
ko:K03478	ypx:YPD8_2345
ko:K01835	ypx:YPD8_2347
ko:K08978	ypx:YPD8_2348
ko:K02025	ypx:YPD8_0537
ko:K11021	ypx:YPD8_3178
ko:K11021	ypx:YPD8_3179
ko:K01607	ypx:YPD8_3202
ko:K11209	ypx:YPD8_3209
ko:K02056	ypx:YPD8_3214
ko:K03316	ypx:YPD8_3218
ko:K01409	ypx:YPD8_0560
ko:K01619	ypx:YPD8_3225
ko:K00852	ypx:YPD8_3226
ko:K00974	ypx:YPD8_0564
ko:K02858	ypx:YPD8_0570
ko:K01515	ypx:YPD8_0575
ko:K12515	ypx:YPD8_0594
ko:K12514	ypx:YPD8_0595
ko:K12513	ypx:YPD8_0596
ko:K12512	ypx:YPD8_0597
ko:K11021	ypx:YPD8_1475
ko:K01759	ypx:YPD8_1476
ko:K08997	ypx:YPD8_1506
ko:K03803	ypx:YPD8_2374
