ko:K15864	psz:PSTAB_3504
ko:K00411	psz:PSTAB_0966
ko:K00412	psz:PSTAB_0967
ko:K00413	psz:PSTAB_0968
ko:K03599	psz:PSTAB_0969
ko:K03600	psz:PSTAB_0970
ko:K03271	psz:PSTAB_0972
ko:K02952	psz:PSTAB_0692
ko:K02948	psz:PSTAB_0693
ko:K02986	psz:PSTAB_0694
ko:K03040	psz:PSTAB_0695
ko:K02879	psz:PSTAB_0696
ko:K03781	psz:PSTAB_0697
ko:K03701	psz:PSTAB_0698
ko:K00067	psz:PSTAB_0701
ko:K07275	psz:PSTAB_0703
ko:K03561	psz:PSTAB_0705
ko:K03561	psz:PSTAB_0706
ko:K03832	psz:PSTAB_0708
ko:K09950	psz:PSTAB_0710
ko:K02003	psz:PSTAB_0712
ko:K05838	psz:PSTAB_0715
ko:K07112	psz:PSTAB_0716
ko:K01975	psz:PSTAB_0718
ko:K07738	psz:PSTAB_0721
ko:K11752	psz:PSTAB_0722
ko:K01998	psz:PSTAB_3242
ko:K01997	psz:PSTAB_3243
ko:K01999	psz:PSTAB_3244
ko:K01996	psz:PSTAB_3245
ko:K01995	psz:PSTAB_3246
ko:K01969	psz:PSTAB_3253
ko:K13766	psz:PSTAB_3254
ko:K01968	psz:PSTAB_3255
ko:K01640	psz:PSTAB_3256
ko:K01028	psz:PSTAB_3257
ko:K01029	psz:PSTAB_3258
ko:K15977	psz:PSTAB_3265
ko:K02012	psz:PSTAB_4031
ko:K03185	psz:PSTAB_4034
ko:K09895	psz:PSTAB_4036
ko:K09888	psz:PSTAB_4038
ko:K02415	psz:PSTAB_4042
ko:K03071	psz:PSTAB_4044
ko:K03797	psz:PSTAB_4049
ko:K09798	psz:PSTAB_4050
ko:K02500	psz:PSTAB_4053
ko:K01814	psz:PSTAB_4054
ko:K02501	psz:PSTAB_4056
ko:K01693	psz:PSTAB_4057
ko:K07127	psz:PSTAB_3158
ko:K01608	psz:PSTAB_3160
ko:K00873	psz:PSTAB_3164
ko:K08717	psz:PSTAB_3165
ko:K05916	psz:PSTAB_3167
ko:K00763	psz:PSTAB_3172
ko:K12686	psz:PSTAB_3174
ko:K05596	psz:PSTAB_3177
ko:K06895	psz:PSTAB_3178
ko:K04564	psz:PSTAB_3179
ko:K03744	psz:PSTAB_3183
ko:K07231	psz:PSTAB_3184
ko:K02313	psz:PSTAB_0001
ko:K02338	psz:PSTAB_0002
ko:K03629	psz:PSTAB_0003
ko:K02470	psz:PSTAB_0004
ko:K03427	psz:PSTAB_0005
ko:K03387	psz:PSTAB_0011
ko:K13069	psz:PSTAB_0012
ko:K00655	psz:PSTAB_0013
ko:K03273	psz:PSTAB_0014
ko:K01879	psz:PSTAB_0015
ko:K01878	psz:PSTAB_0016
ko:K01246	psz:PSTAB_0017
ko:K02517	psz:PSTAB_0018
ko:K02029	psz:PSTAB_0022
ko:K02029	psz:PSTAB_0023
ko:K03500	psz:PSTAB_0026
ko:K03980	psz:PSTAB_0864
ko:K11753	psz:PSTAB_0865
ko:K01870	psz:PSTAB_0866
ko:K03101	psz:PSTAB_0867
ko:K03774	psz:PSTAB_0868
ko:K03527	psz:PSTAB_0869
ko:K02655	psz:PSTAB_0870
ko:K02673	psz:PSTAB_0872
ko:K02672	psz:PSTAB_0873
ko:K02671	psz:PSTAB_0874
ko:K03113	psz:PSTAB_0877
ko:K08983	psz:PSTAB_0879
ko:K03327	psz:PSTAB_0880
ko:K09936	psz:PSTAB_0883
ko:K06219	psz:PSTAB_0886
ko:K03435	psz:PSTAB_0888
ko:K07090	psz:PSTAB_2659
ko:K03556	psz:PSTAB_3454
ko:K02024	psz:PSTAB_3462
ko:K05775	psz:PSTAB_3463
ko:K01625	psz:PSTAB_3467
ko:K01057	psz:PSTAB_3468
ko:K00036	psz:PSTAB_3469
ko:K05349	psz:PSTAB_2711
ko:K08303	psz:PSTAB_3487
ko:K12266	psz:PSTAB_3489
ko:K07322	psz:PSTAB_3490
ko:K02448	psz:PSTAB_3494
ko:K04561	psz:PSTAB_3495
ko:K02305	psz:PSTAB_3496
ko:K02164	psz:PSTAB_3506
ko:K07168	psz:PSTAB_3512
ko:K00404	psz:PSTAB_3513
ko:K07234	psz:PSTAB_3516
ko:K03116	psz:PSTAB_3517
ko:K07218	psz:PSTAB_3521
ko:K00376	psz:PSTAB_3522
ko:K09760	psz:PSTAB_2764
ko:K09978	psz:PSTAB_2768
ko:K02336	psz:PSTAB_2770
ko:K01338	psz:PSTAB_2771
ko:K03781	psz:PSTAB_3540
ko:K10974	psz:PSTAB_3541
ko:K06193	psz:PSTAB_3545
ko:K02057	psz:PSTAB_3550
ko:K02057	psz:PSTAB_3551
ko:K09018	psz:PSTAB_3567
ko:K09021	psz:PSTAB_3569
ko:K09023	psz:PSTAB_3570
ko:K09019	psz:PSTAB_3571
ko:K09024	psz:PSTAB_3572
ko:K06204	psz:PSTAB_3573
ko:K03517	psz:PSTAB_2818
ko:K06920	psz:PSTAB_2821
ko:K10026	psz:PSTAB_2822
ko:K03640	psz:PSTAB_2824
ko:K03641	psz:PSTAB_2825
ko:K03562	psz:PSTAB_2828
ko:K01075	psz:PSTAB_2829
ko:K03551	psz:PSTAB_2830
ko:K03550	psz:PSTAB_2831
ko:K05982	psz:PSTAB_3597
ko:K06916	psz:PSTAB_3599
ko:K01867	psz:PSTAB_3600
ko:K07018	psz:PSTAB_3601
ko:K09908	psz:PSTAB_3602
ko:K00767	psz:PSTAB_3603
ko:K03885	psz:PSTAB_3605
ko:K03695	psz:PSTAB_3606
ko:K05810	psz:PSTAB_3607
ko:K06180	psz:PSTAB_3608
ko:K05807	psz:PSTAB_3609
ko:K06950	psz:PSTAB_3610
ko:K02668	psz:PSTAB_3611
ko:K02667	psz:PSTAB_3612
ko:K01775	psz:PSTAB_3618
ko:K02939	psz:PSTAB_3620
ko:K02963	psz:PSTAB_3622
ko:K02990	psz:PSTAB_3623
ko:K03218	psz:PSTAB_3625
ko:K12573	psz:PSTAB_3626
ko:K01939	psz:PSTAB_3627
ko:K02502	psz:PSTAB_3628
ko:K04087	psz:PSTAB_3629
ko:K04088	psz:PSTAB_3630
ko:K03665	psz:PSTAB_3631
ko:K09954	psz:PSTAB_2871
ko:K00111	psz:PSTAB_2874
ko:K00549	psz:PSTAB_2875
ko:K03576	psz:PSTAB_2877
ko:K04337	psz:PSTAB_2882
ko:K04338	psz:PSTAB_2883
ko:K06214	psz:PSTAB_2884
ko:K04335	psz:PSTAB_2885
ko:K09933	psz:PSTAB_3649
ko:K03088	psz:PSTAB_3655
ko:K13745	psz:PSTAB_3657
ko:K03897	psz:PSTAB_3658
ko:K03602	psz:PSTAB_3663
ko:K13789	psz:PSTAB_3664
ko:K01662	psz:PSTAB_3665
ko:K03579	psz:PSTAB_3671
ko:K06181	psz:PSTAB_3678
ko:K08482	psz:PSTAB_2926
ko:K01696	psz:PSTAB_2935
ko:K01695	psz:PSTAB_2936
ko:K01241	psz:PSTAB_3703
ko:K01754	psz:PSTAB_3705
ko:K08714	psz:PSTAB_3706
ko:K09456	psz:PSTAB_3707
ko:K00941	psz:PSTAB_3709
ko:K00788	psz:PSTAB_3710
ko:K01845	psz:PSTAB_3711
ko:K06168	psz:PSTAB_3714
ko:K07042	psz:PSTAB_3716
ko:K06189	psz:PSTAB_3717
ko:K03820	psz:PSTAB_3718
ko:K01869	psz:PSTAB_3722
ko:K03643	psz:PSTAB_3723
ko:K02340	psz:PSTAB_3724
ko:K09890	psz:PSTAB_3725
ko:K03644	psz:PSTAB_3729
ko:K03801	psz:PSTAB_3730
ko:K09158	psz:PSTAB_3731
ko:K03642	psz:PSTAB_3733
ko:K00793	psz:PSTAB_0723
ko:K14652	psz:PSTAB_0724
ko:K00794	psz:PSTAB_0725
ko:K03625	psz:PSTAB_0726
ko:K00946	psz:PSTAB_0727
ko:K01095	psz:PSTAB_0728
ko:K06985	psz:PSTAB_0729
ko:K02013	psz:PSTAB_0734
ko:K02015	psz:PSTAB_0735
ko:K02016	psz:PSTAB_0736
ko:K03547	psz:PSTAB_0739
ko:K03381	psz:PSTAB_1584
ko:K05782	psz:PSTAB_1585
ko:K09924	psz:PSTAB_1592
ko:K05527	psz:PSTAB_1593
ko:K07146	psz:PSTAB_1594
ko:K07396	psz:PSTAB_1595
ko:K15034	psz:PSTAB_1599
ko:K07289	psz:PSTAB_4064
ko:K03575	psz:PSTAB_4065
ko:K02168	psz:PSTAB_4070
ko:K02029	psz:PSTAB_4073
ko:K02029	psz:PSTAB_4074
ko:K01792	psz:PSTAB_4075
ko:K11910	psz:PSTAB_4076
ko:K11901	psz:PSTAB_4077
ko:K11900	psz:PSTAB_4078
ko:K11905	psz:PSTAB_4079
ko:K11896	psz:PSTAB_4083
ko:K11895	psz:PSTAB_4084
ko:K05837	psz:PSTAB_3735
ko:K05515	psz:PSTAB_3736
ko:K00783	psz:PSTAB_3737
ko:K09710	psz:PSTAB_3738
ko:K00969	psz:PSTAB_3739
ko:K02503	psz:PSTAB_2977
ko:K01295	psz:PSTAB_2978
ko:K03300	psz:PSTAB_2985
ko:K01061	psz:PSTAB_2988
ko:K14977	psz:PSTAB_2990
ko:K07137	psz:PSTAB_2992
ko:K03437	psz:PSTAB_2993
ko:K05786	psz:PSTAB_2997
ko:K01079	psz:PSTAB_3760
ko:K09857	psz:PSTAB_3762
ko:K02621	psz:PSTAB_3763
ko:K06985	psz:PSTAB_3764
ko:K02622	psz:PSTAB_3766
ko:K07000	psz:PSTAB_3767
ko:K03651	psz:PSTAB_3768
ko:K09920	psz:PSTAB_3769
ko:K03147	psz:PSTAB_3772
ko:K02527	psz:PSTAB_3775
ko:K03272	psz:PSTAB_3780
ko:K02346	psz:PSTAB_3032
ko:K07107	psz:PSTAB_3034
ko:K03702	psz:PSTAB_3036
ko:K00832	psz:PSTAB_3038
ko:K07390	psz:PSTAB_3040
ko:K00611	psz:PSTAB_3041
ko:K02029	psz:PSTAB_3047
ko:K02169	psz:PSTAB_3814
ko:K02170	psz:PSTAB_3815
ko:K01012	psz:PSTAB_3817
ko:K07115	psz:PSTAB_3820
ko:K02291	psz:PSTAB_3823
ko:K06443	psz:PSTAB_3825
ko:K13789	psz:PSTAB_3828
ko:K05802	psz:PSTAB_3831
ko:K03412	psz:PSTAB_3834
ko:K07403	psz:PSTAB_3841
ko:K02656	psz:PSTAB_3079
ko:K06941	psz:PSTAB_3080
ko:K00940	psz:PSTAB_3081
ko:K04755	psz:PSTAB_3083
ko:K04044	psz:PSTAB_3084
ko:K04082	psz:PSTAB_3086
ko:K04487	psz:PSTAB_3089
ko:K13643	psz:PSTAB_3090
ko:K00640	psz:PSTAB_3091
ko:K03074	psz:PSTAB_3095
ko:K03072	psz:PSTAB_3096
ko:K03210	psz:PSTAB_3097
ko:K00773	psz:PSTAB_3098
ko:K07568	psz:PSTAB_3099
ko:K03704	psz:PSTAB_3100
ko:K01624	psz:PSTAB_3877
ko:K00927	psz:PSTAB_3880
ko:K03472	psz:PSTAB_3881
ko:K00615	psz:PSTAB_3882
ko:K00789	psz:PSTAB_3887
ko:K01972	psz:PSTAB_3892
ko:K01251	psz:PSTAB_3896
ko:K00297	psz:PSTAB_3897
ko:K11927	psz:PSTAB_3898
ko:K06901	psz:PSTAB_3136
ko:K07127	psz:PSTAB_3138
ko:K01477	psz:PSTAB_3141
ko:K01483	psz:PSTAB_3142
ko:K01142	psz:PSTAB_3154
ko:K07644	psz:PSTAB_3155
ko:K02669	psz:PSTAB_3924
ko:K06997	psz:PSTAB_3926
ko:K00286	psz:PSTAB_3927
ko:K02221	psz:PSTAB_3928
ko:K00641	psz:PSTAB_3931
ko:K03439	psz:PSTAB_3938
ko:K03149	psz:PSTAB_3939
ko:K03154	psz:PSTAB_3940
ko:K03814	psz:PSTAB_3942
ko:K03089	psz:PSTAB_3945
ko:K09811	psz:PSTAB_3946
ko:K09812	psz:PSTAB_3947
ko:K03110	psz:PSTAB_3948
ko:K09947	psz:PSTAB_3187
ko:K04077	psz:PSTAB_3192
ko:K04078	psz:PSTAB_3193
ko:K07113	psz:PSTAB_3194
ko:K07226	psz:PSTAB_3195
ko:K07443	psz:PSTAB_3198
ko:K08218	psz:PSTAB_3199
ko:K09767	psz:PSTAB_3201
ko:K00077	psz:PSTAB_3203
ko:K00798	psz:PSTAB_3205
ko:K03387	psz:PSTAB_3209
ko:K00620	psz:PSTAB_3213
ko:K01126	psz:PSTAB_3978
ko:K02039	psz:PSTAB_3983
ko:K02036	psz:PSTAB_3984
ko:K02038	psz:PSTAB_3985
ko:K02037	psz:PSTAB_3986
ko:K02040	psz:PSTAB_3987
ko:K10806	psz:PSTAB_3988
ko:K07088	psz:PSTAB_3991
ko:K03581	psz:PSTAB_3993
ko:K03582	psz:PSTAB_3994
ko:K03583	psz:PSTAB_3995
ko:K03324	psz:PSTAB_3997
ko:K07795	psz:PSTAB_4001
ko:K02769	psz:PSTAB_0891
ko:K02770	psz:PSTAB_0891
ko:K00117	psz:PSTAB_0892
ko:K02837	psz:PSTAB_0894
ko:K01581	psz:PSTAB_0895
ko:K09939	psz:PSTAB_0902
ko:K15011	psz:PSTAB_0905
ko:K15012	psz:PSTAB_0906
ko:K07088	psz:PSTAB_0907
ko:K07301	psz:PSTAB_0911
ko:K07301	psz:PSTAB_0912
ko:K03642	psz:PSTAB_0913
ko:K02434	psz:PSTAB_0914
ko:K02435	psz:PSTAB_0916
ko:K03569	psz:PSTAB_0917
ko:K01681	psz:PSTAB_1744
ko:K06968	psz:PSTAB_1745
ko:K02275	psz:PSTAB_1750
ko:K03639	psz:PSTAB_1754
ko:K03529	psz:PSTAB_1755
ko:K03528	psz:PSTAB_1756
ko:K01972	psz:PSTAB_1757
ko:K02406	psz:PSTAB_1760
ko:K02407	psz:PSTAB_1762
ko:K02422	psz:PSTAB_1763
ko:K09913	psz:PSTAB_1765
ko:K09922	psz:PSTAB_1766
ko:K01647	psz:PSTAB_1767
ko:K00242	psz:PSTAB_1769
ko:K00239	psz:PSTAB_1770
ko:K01640	psz:PSTAB_1611
ko:K01895	psz:PSTAB_1617
ko:K01354	psz:PSTAB_1619
ko:K01825	psz:PSTAB_1620
ko:K03168	psz:PSTAB_1623
ko:K01356	psz:PSTAB_1628
ko:K01207	psz:PSTAB_1631
ko:K01991	psz:PSTAB_2401
ko:K02362	psz:PSTAB_2405
ko:K05788	psz:PSTAB_2416
ko:K05592	psz:PSTAB_2417
ko:K01626	psz:PSTAB_2420
ko:K14445	psz:PSTAB_2421
ko:K02356	psz:PSTAB_2422
ko:K01690	psz:PSTAB_3472
ko:K07230	psz:PSTAB_3475
ko:K07243	psz:PSTAB_3477
ko:K09943	psz:PSTAB_3525
ko:K00384	psz:PSTAB_3530
ko:K01752	psz:PSTAB_3531
ko:K13924	psz:PSTAB_3532
ko:K03721	psz:PSTAB_3533
ko:K00500	psz:PSTAB_3534
ko:K00832	psz:PSTAB_3536
ko:K01725	psz:PSTAB_3538
ko:K07552	psz:PSTAB_3580
ko:K03594	psz:PSTAB_3586
ko:K07178	psz:PSTAB_3590
ko:K10778	psz:PSTAB_3591
ko:K03424	psz:PSTAB_3593
ko:K03807	psz:PSTAB_3595
ko:K03806	psz:PSTAB_3596
ko:K03666	psz:PSTAB_3632
ko:K00791	psz:PSTAB_3633
ko:K03572	psz:PSTAB_3634
ko:K01448	psz:PSTAB_3635
ko:K06925	psz:PSTAB_3636
ko:K03798	psz:PSTAB_3639
ko:K03186	psz:PSTAB_3641
ko:K02558	psz:PSTAB_3642
ko:K03735	psz:PSTAB_3645
ko:K03736	psz:PSTAB_3646
ko:K01531	psz:PSTAB_3684
ko:K03190	psz:PSTAB_3685
ko:K01430	psz:PSTAB_3686
ko:K03823	psz:PSTAB_3687
ko:K01429	psz:PSTAB_3688
ko:K01428	psz:PSTAB_3689
ko:K03187	psz:PSTAB_3698
ko:K03188	psz:PSTAB_3699
ko:K03189	psz:PSTAB_3700
ko:K03192	psz:PSTAB_3701
ko:K00147	psz:PSTAB_3740
ko:K07157	psz:PSTAB_3743
ko:K13288	psz:PSTAB_3749
ko:K06949	psz:PSTAB_3751
ko:K02557	psz:PSTAB_3752
ko:K02556	psz:PSTAB_3753
ko:K01613	psz:PSTAB_3756
ko:K00612	psz:PSTAB_3793
ko:K02848	psz:PSTAB_3797
ko:K02844	psz:PSTAB_3798
ko:K02841	psz:PSTAB_3799
ko:K00826	psz:PSTAB_3801
ko:K00982	psz:PSTAB_3802
ko:K00163	psz:PSTAB_3803
ko:K00627	psz:PSTAB_3804
ko:K01935	psz:PSTAB_3813
ko:K01194	psz:PSTAB_3852
ko:K05786	psz:PSTAB_3854
ko:K01638	psz:PSTAB_3856
ko:K14393	psz:PSTAB_3861
ko:K05591	psz:PSTAB_3865
ko:K07007	psz:PSTAB_3868
ko:K03585	psz:PSTAB_3901
ko:K00833	psz:PSTAB_3904
ko:K09761	psz:PSTAB_3905
ko:K06598	psz:PSTAB_3906
ko:K06597	psz:PSTAB_3907
ko:K01920	psz:PSTAB_3914
ko:K03832	psz:PSTAB_3915
ko:K07735	psz:PSTAB_3916
ko:K07447	psz:PSTAB_3917
ko:K02825	psz:PSTAB_3918
ko:K00609	psz:PSTAB_3919
ko:K01465	psz:PSTAB_3920
ko:K00154	psz:PSTAB_3959
ko:K00954	psz:PSTAB_3962
ko:K03324	psz:PSTAB_3965
ko:K05520	psz:PSTAB_3969
ko:K06969	psz:PSTAB_3970
ko:K01687	psz:PSTAB_3972
ko:K07095	psz:PSTAB_3975
ko:K07774	psz:PSTAB_4003
ko:K07649	psz:PSTAB_4004
ko:K07080	psz:PSTAB_4010
ko:K11066	psz:PSTAB_4021
ko:K03673	psz:PSTAB_4024
ko:K03978	psz:PSTAB_4026
ko:K00281	psz:PSTAB_4027
ko:K02437	psz:PSTAB_4028
ko:K00605	psz:PSTAB_4029
ko:K02011	psz:PSTAB_4030
ko:K00240	psz:PSTAB_1771
ko:K00164	psz:PSTAB_1772
ko:K00658	psz:PSTAB_1773
ko:K00382	psz:PSTAB_1774
ko:K01903	psz:PSTAB_1775
ko:K01902	psz:PSTAB_1776
ko:K03311	psz:PSTAB_1777
ko:K04079	psz:PSTAB_1782
ko:K07862	psz:PSTAB_1788
ko:K01716	psz:PSTAB_1790
ko:K00057	psz:PSTAB_1791
ko:K08296	psz:PSTAB_1793
ko:K02416	psz:PSTAB_2563
ko:K02415	psz:PSTAB_2564
ko:K02413	psz:PSTAB_2569
ko:K02412	psz:PSTAB_2570
ko:K02411	psz:PSTAB_2571
ko:K02410	psz:PSTAB_2572
ko:K02409	psz:PSTAB_2573
ko:K02408	psz:PSTAB_2574
ko:K05782	psz:PSTAB_2575
ko:K01591	psz:PSTAB_2578
ko:K03522	psz:PSTAB_2586
ko:K03521	psz:PSTAB_2587
ko:K00311	psz:PSTAB_2588
ko:K09986	psz:PSTAB_2589
ko:K03424	psz:PSTAB_2595
ko:K02676	psz:PSTAB_2596
ko:K02341	psz:PSTAB_2597
ko:K00943	psz:PSTAB_2598
ko:K07082	psz:PSTAB_2599
ko:K09458	psz:PSTAB_2601
ko:K02078	psz:PSTAB_2602
ko:K00645	psz:PSTAB_2604
ko:K03621	psz:PSTAB_2605
ko:K02911	psz:PSTAB_2606
ko:K07040	psz:PSTAB_2607
ko:K04773	psz:PSTAB_2609
ko:K01091	psz:PSTAB_2610
ko:K08300	psz:PSTAB_2612
ko:K00075	psz:PSTAB_2613
ko:K00979	psz:PSTAB_2615
ko:K04043	psz:PSTAB_3372
ko:K03687	psz:PSTAB_3373
ko:K03631	psz:PSTAB_3374
ko:K06186	psz:PSTAB_3376
ko:K09801	psz:PSTAB_3377
ko:K03664	psz:PSTAB_3379
ko:K03303	psz:PSTAB_3381
ko:K00782	psz:PSTAB_3384
ko:K01153	psz:PSTAB_3393
ko:K01154	psz:PSTAB_3397
ko:K00948	psz:PSTAB_0751
ko:K00019	psz:PSTAB_0752
ko:K02106	psz:PSTAB_0754
ko:K09005	psz:PSTAB_0755
ko:K05800	psz:PSTAB_0756
ko:K04090	psz:PSTAB_0758
ko:K00263	psz:PSTAB_0759
ko:K03308	psz:PSTAB_0760
ko:K00457	psz:PSTAB_0761
ko:K00451	psz:PSTAB_0762
ko:K03308	psz:PSTAB_0765
ko:K07007	psz:PSTAB_0774
ko:K10805	psz:PSTAB_0777
ko:K14229	psz:PSTAB_t039
ko:K14229	psz:PSTAB_t053
ko:K16092	psz:PSTAB_1282
ko:K00064	psz:PSTAB_1902
ko:K03301	psz:PSTAB_2907
ko:K16089	psz:PSTAB_0903
ko:K16090	psz:PSTAB_0898
ko:K16089	psz:PSTAB_1694
ko:K16092	psz:PSTAB_0737
ko:K16147	psz:PSTAB_2042
ko:K03301	psz:PSTAB_0332
ko:K02358	psz:PSTAB_0668
ko:K02014	psz:PSTAB_4159
ko:K02014	psz:PSTAB_0210
ko:K02014	psz:PSTAB_3059
ko:K03111	psz:PSTAB_0700
ko:K14230	psz:PSTAB_t003
ko:K02029	psz:PSTAB_3048
ko:K03767	psz:PSTAB_2669
ko:K18135	psz:PSTAB_3581
ko:K18138	psz:PSTAB_3900
ko:K03320	psz:PSTAB_1494
ko:K04065	psz:PSTAB_3352
ko:K00131	psz:PSTAB_3466
ko:K14232	psz:PSTAB_t054
ko:K10716	psz:PSTAB_1515
ko:K14232	psz:PSTAB_t031
ko:K16053	psz:PSTAB_3058
ko:K14219	psz:PSTAB_t023
ko:K14235	psz:PSTAB_t009
ko:K16074	psz:PSTAB_1941
ko:K00568	psz:PSTAB_2203
ko:K16171	psz:PSTAB_0763
ko:K07675	psz:PSTAB_2163
ko:K01139	psz:PSTAB_0490
ko:K07394	psz:PSTAB_0084
ko:K14221	psz:PSTAB_t021
ko:K14221	psz:PSTAB_t036
ko:K01980	psz:PSTAB_r002
ko:K01980	psz:PSTAB_r005
ko:K01980	psz:PSTAB_r011
ko:K01980	psz:PSTAB_r008
ko:K07165	psz:PSTAB_4160
ko:K02303	psz:PSTAB_2309
ko:K07038	psz:PSTAB_1598
ko:K02054	psz:PSTAB_0633
ko:K02055	psz:PSTAB_0632
ko:K01659	psz:PSTAB_1935
ko:K01179	psz:PSTAB_1391
ko:K01179	psz:PSTAB_2394
ko:K00253	psz:PSTAB_3251
ko:K13053	psz:PSTAB_1627
ko:K01977	psz:PSTAB_r004
ko:K01977	psz:PSTAB_r009
ko:K01977	psz:PSTAB_r001
ko:K01977	psz:PSTAB_r012
ko:K14234	psz:PSTAB_t002
ko:K12262	psz:PSTAB_0797
ko:K16137	psz:PSTAB_1034
ko:K12262	psz:PSTAB_2032
ko:K16370	psz:PSTAB_2302
ko:K11734	psz:PSTAB_2594
ko:K05799	psz:PSTAB_3380
ko:K14225	psz:PSTAB_t007
ko:K14220	psz:PSTAB_t044
ko:K14220	psz:PSTAB_t055
ko:K08364	psz:PSTAB_1236
ko:K02028	psz:PSTAB_0122
ko:K01856	psz:PSTAB_1582
ko:K14237	psz:PSTAB_t032
ko:K16264	psz:PSTAB_1246
ko:K01487	psz:PSTAB_3131
ko:K03321	psz:PSTAB_2916
ko:K11959	psz:PSTAB_3679
ko:K11960	psz:PSTAB_3680
ko:K10111	psz:PSTAB_3448
ko:K11961	psz:PSTAB_3681
ko:K14225	psz:PSTAB_t010
ko:K14228	psz:PSTAB_t052
ko:K10108	psz:PSTAB_3457
ko:K03457	psz:PSTAB_3690
ko:K16692	psz:PSTAB_1654
ko:K16692	psz:PSTAB_2393
ko:K07122	psz:PSTAB_0944
ko:K14227	psz:PSTAB_t004
ko:K14227	psz:PSTAB_t016
ko:K14227	psz:PSTAB_t030
ko:K14227	psz:PSTAB_t050
ko:K02768	psz:PSTAB_0889
ko:K08483	psz:PSTAB_0889
ko:K11183	psz:PSTAB_0889
ko:K14234	psz:PSTAB_t008
ko:K14237	psz:PSTAB_t037
ko:K14232	psz:PSTAB_t033
ko:K14223	psz:PSTAB_t046
ko:K14223	psz:PSTAB_t047
ko:K14233	psz:PSTAB_t011
ko:K05812	psz:PSTAB_1418
ko:K01985	psz:PSTAB_r003
ko:K01985	psz:PSTAB_r010
ko:K01985	psz:PSTAB_r006
ko:K01985	psz:PSTAB_r007
ko:K14236	psz:PSTAB_t006
ko:K14233	psz:PSTAB_t022
ko:K14233	psz:PSTAB_t038
ko:K14234	psz:PSTAB_t014
ko:K14237	psz:PSTAB_t020
ko:K14226	psz:PSTAB_t024
ko:K14228	psz:PSTAB_t025
ko:K14228	psz:PSTAB_t028
ko:K14228	psz:PSTAB_t045
ko:K14222	psz:PSTAB_t027
ko:K14230	psz:PSTAB_t048
ko:K14228	psz:PSTAB_t056
ko:K14228	psz:PSTAB_t057
ko:K11962	psz:PSTAB_3682
ko:K11963	psz:PSTAB_3683
ko:K18828	psz:PSTAB_2249
ko:K02075	psz:PSTAB_3133
ko:K07684	psz:PSTAB_0784
ko:K00537	psz:PSTAB_2848
ko:K07090	psz:PSTAB_0443
ko:K01959	psz:PSTAB_0250
ko:K02030	psz:PSTAB_0119
ko:K14475	psz:PSTAB_1148
ko:K11914	psz:PSTAB_4086
ko:K00128	psz:PSTAB_3643
ko:K12254	psz:PSTAB_0055
ko:K11384	psz:PSTAB_4018
ko:K06970	psz:PSTAB_3112
ko:K14219	psz:PSTAB_t001
ko:K02030	psz:PSTAB_3867
ko:K02030	psz:PSTAB_4072
ko:K02030	psz:PSTAB_0024
ko:K06148	psz:PSTAB_1596
ko:K00355	psz:PSTAB_1535
ko:K00034	psz:PSTAB_3853
ko:K02003	psz:PSTAB_1918
ko:K01485	psz:PSTAB_3542
ko:K03559	psz:PSTAB_0707
ko:K06075	psz:PSTAB_2366
ko:K03559	psz:PSTAB_2618
ko:K00265	psz:PSTAB_0598
ko:K11383	psz:PSTAB_4019
ko:K00108	psz:PSTAB_1640
ko:K16872	psz:PSTAB_2866
ko:K02303	psz:PSTAB_3509
ko:K03719	psz:PSTAB_3675
ko:K03719	psz:PSTAB_0518
ko:K03574	psz:PSTAB_3211
ko:K11904	psz:PSTAB_4087
ko:K11904	psz:PSTAB_0108
ko:K11904	psz:PSTAB_0170
ko:K12976	psz:PSTAB_3227
ko:K11916	psz:PSTAB_0109
ko:K08365	psz:PSTAB_1238
ko:K02661	psz:PSTAB_3908
ko:K17247	psz:PSTAB_3298
ko:K08316	psz:PSTAB_3951
ko:K02030	psz:PSTAB_1381
ko:K01802	psz:PSTAB_2707
ko:K02030	psz:PSTAB_4052
ko:K02030	psz:PSTAB_3670
ko:K02030	psz:PSTAB_4068
ko:K17316	psz:PSTAB_2336
ko:K18979	psz:PSTAB_3638
ko:K17317	psz:PSTAB_2335
ko:K17315	psz:PSTAB_2337
ko:K02058	psz:PSTAB_3126
ko:K02028	psz:PSTAB_4071
ko:K08738	psz:PSTAB_3996
ko:K08738	psz:PSTAB_3503
ko:K02052	psz:PSTAB_0631
ko:K02028	psz:PSTAB_0021
ko:K17103	psz:PSTAB_3300
ko:K01897	psz:PSTAB_3001
ko:K01897	psz:PSTAB_3002
ko:K17218	psz:PSTAB_2450
ko:K17713	psz:PSTAB_3074
ko:K17226	psz:PSTAB_2153
ko:K01992	psz:PSTAB_2680
ko:K10112	psz:PSTAB_2334
ko:K01990	psz:PSTAB_1562
ko:K01990	psz:PSTAB_2169
ko:K01990	psz:PSTAB_3890
ko:K07576	psz:PSTAB_2413
ko:K01992	psz:PSTAB_1563
ko:K01992	psz:PSTAB_2170
ko:K01992	psz:PSTAB_3889
ko:K07576	psz:PSTAB_1415
ko:K17686	psz:PSTAB_3583
ko:K01990	psz:PSTAB_2681
ko:K17686	psz:PSTAB_2507
ko:K01533	psz:PSTAB_1732
ko:K10111	psz:PSTAB_2079
ko:K17675	psz:PSTAB_1514
