ko:K22213	maz:LA61_01425
ko:K15371	maz:LA61_21970
ko:K15372	maz:LA61_21975
ko:K00140	maz:LA61_21980
ko:K09684	maz:LA61_21985
ko:K09967	maz:LA61_21995
ko:K09019	maz:LA61_22020
ko:K04090	maz:LA61_22030
ko:K00666	maz:LA61_22055
ko:K14225	maz:LA61_21825
ko:K18701	maz:LA61_24580
ko:K01980	maz:LA61_07285
ko:K18687	maz:LA61_02930
ko:K05708	maz:LA61_22100
ko:K14237	maz:LA61_09505
ko:K02493	maz:LA61_12670
ko:K18851	maz:LA61_00900
ko:K18851	maz:LA61_07920
ko:K01990	maz:LA61_01040
ko:K01992	maz:LA61_01030
ko:K21672	maz:LA61_23410
ko:K14234	maz:LA61_19705
ko:K14224	maz:LA61_03875
ko:K14229	maz:LA61_03870
ko:K14234	maz:LA61_03305
ko:K14236	maz:LA61_19775
ko:K14235	maz:LA61_19675
ko:K14223	maz:LA61_16650
ko:K14224	maz:LA61_16645
ko:K14237	maz:LA61_14745
ko:K14219	maz:LA61_07805
ko:K14228	maz:LA61_00210
ko:K14227	maz:LA61_00110
ko:K14218	maz:LA61_00115
ko:K14233	maz:LA61_01070
ko:K14229	maz:LA61_07670
ko:K14230	maz:LA61_09145
ko:K14232	maz:LA61_11975
ko:K14229	maz:LA61_10520
ko:K15733	maz:LA61_11445
ko:K18917	maz:LA61_17765
ko:K14230	maz:LA61_19700
ko:K14228	maz:LA61_13220
ko:K14222	maz:LA61_11725
ko:K14228	maz:LA61_10585
ko:K14219	maz:LA61_07145
ko:K14228	maz:LA61_05860
ko:K14223	maz:LA61_05725
ko:K14218	maz:LA61_05415
ko:K14219	maz:LA61_05050
ko:K14231	maz:LA61_03885
ko:K14221	maz:LA61_03880
ko:K14234	maz:LA61_02405
ko:K14232	maz:LA61_01960
ko:K14233	maz:LA61_01350
ko:K14233	maz:LA61_01275
ko:K14233	maz:LA61_01130
ko:K18955	maz:LA61_01980
ko:K18955	maz:LA61_18825
ko:K18913	maz:LA61_01790
ko:K14220	maz:LA61_08595
ko:K14232	maz:LA61_07930
ko:K14226	maz:LA61_07685
ko:K14228	maz:LA61_07450
ko:K01985	maz:LA61_07290
ko:K18955	maz:LA61_17900
ko:K14222	maz:LA61_14740
ko:K14225	maz:LA61_14735
ko:K14237	maz:LA61_14730
ko:K18851	maz:LA61_00895
ko:K18851	maz:LA61_00905
ko:K18939	maz:LA61_19840
ko:K01971	maz:LA61_05120
ko:K18911	maz:LA61_01785
ko:K18912	maz:LA61_01775
ko:K03822	maz:LA61_11840
ko:K00335	maz:LA61_10775
ko:K03976	maz:LA61_17925
ko:K00336	maz:LA61_10780
ko:K05898	maz:LA61_03060
ko:K01436	maz:LA61_18485
ko:K13572	maz:LA61_11010
ko:K02483	maz:LA61_03315
ko:K02483	maz:LA61_13005
ko:K00249	maz:LA61_24815
ko:K00020	maz:LA61_05930
ko:K16048	maz:LA61_02880
ko:K00344	maz:LA61_23260
ko:K00344	maz:LA61_13890
ko:K08095	maz:LA61_19010
ko:K08095	maz:LA61_19025
ko:K07029	maz:LA61_19620
ko:K03761	maz:LA61_19240
ko:K03111	maz:LA61_07820
ko:K05593	maz:LA61_12585
ko:K04565	maz:LA61_21165
ko:K18652	maz:LA61_13145
ko:K03496	maz:LA61_17870
ko:K18553	maz:LA61_15050
ko:K03111	maz:LA61_24750
ko:K03496	maz:LA61_11935
ko:K10673	maz:LA61_12035
ko:K03497	maz:LA61_25005
ko:K03496	maz:LA61_25010
ko:K03526	maz:LA61_15995
ko:K16238	maz:LA61_19340
ko:K03325	maz:LA61_24575
ko:K03343	maz:LA61_21855
ko:K19221	maz:LA61_15930
ko:K19170	maz:LA61_05450
ko:K19172	maz:LA61_05460
ko:K05556	maz:LA61_03750
ko:K07448	maz:LA61_23885
ko:K00798	maz:LA61_07270
ko:K19190	maz:LA61_14825
ko:K19171	maz:LA61_05455
ko:K01710	maz:LA61_19095
ko:K01621	maz:LA61_12645
ko:K19169	maz:LA61_05445
ko:K01066	maz:LA61_13365
ko:K08095	maz:LA61_19020
ko:K08095	maz:LA61_19245
ko:K08095	maz:LA61_16515
ko:K01990	maz:LA61_21320
ko:K19302	maz:LA61_01025
ko:K00020	maz:LA61_22665
ko:K03722	maz:LA61_07360
ko:K15868	maz:LA61_11675
ko:K07068	maz:LA61_13175
ko:K17476	maz:LA61_20025
ko:K12952	maz:LA61_04765
ko:K12954	maz:LA61_24525
ko:K01267	maz:LA61_03450
ko:K01992	maz:LA61_21315
ko:K19271	maz:LA61_15080
ko:K01066	maz:LA61_00400
ko:K00059	maz:LA61_04100
ko:K06867	maz:LA61_00780
ko:K01822	maz:LA61_06030
ko:K00561	maz:LA61_11580
ko:K09458	maz:LA61_10225
ko:K22476	maz:LA61_21185
ko:K06221	maz:LA61_14845
ko:K16238	maz:LA61_14060
ko:K20261	maz:LA61_01415
ko:K08744	maz:LA61_12100
ko:K19577	maz:LA61_07125
ko:K01457	maz:LA61_07815
ko:K19710	maz:LA61_14590
ko:K00128	maz:LA61_22655
ko:K19777	maz:LA61_16245
ko:K19777	maz:LA61_17650
ko:K01431	maz:LA61_14195
ko:K15510	maz:LA61_21395
ko:K13775	maz:LA61_19950
ko:K00529	maz:LA61_04525
ko:K00529	maz:LA61_22090
ko:K00529	maz:LA61_10315
ko:K05770	maz:LA61_11205
ko:K12132	maz:LA61_00175
ko:K12132	maz:LA61_05645
ko:K12132	maz:LA61_22410
ko:K12132	maz:LA61_00180
ko:K20074	maz:LA61_00195
ko:K20265	maz:LA61_04040
ko:K00525	maz:LA61_17250
ko:K20470	maz:LA61_22780
ko:K20469	maz:LA61_22845
ko:K20467	maz:LA61_09700
ko:K20466	maz:LA61_22885
ko:K20468	maz:LA61_22860
ko:K16229	maz:LA61_20725
ko:K16227	maz:LA61_20735
ko:K22107	maz:LA61_21250
ko:K07749	maz:LA61_23500
ko:K00249	maz:LA61_01565
ko:K00249	maz:LA61_05330
ko:K00249	maz:LA61_09380
ko:K00249	maz:LA61_17600
ko:K00249	maz:LA61_17630
ko:K00632	maz:LA61_04955
ko:K00632	maz:LA61_17470
ko:K00001	maz:LA61_04870
ko:K16936	maz:LA61_23955
ko:K16937	maz:LA61_23955
ko:K01768	maz:LA61_02395
ko:K01768	maz:LA61_07300
ko:K01768	maz:LA61_22855
ko:K01768	maz:LA61_24110
ko:K00130	maz:LA61_16810
ko:K08884	maz:LA61_10010
ko:K05375	maz:LA61_23710
ko:K00091	maz:LA61_03530
ko:K01802	maz:LA61_04725
ko:K01179	maz:LA61_24140
ko:K01214	maz:LA61_13550
ko:K20814	maz:LA61_10935
ko:K20940	maz:LA61_11275
ko:K21071	maz:LA61_16845
ko:K21140	maz:LA61_07395
ko:K21014	maz:LA61_07755
ko:K22445	maz:LA61_20915
ko:K21119	maz:LA61_07010
ko:K00821	maz:LA61_11795
ko:K21147	maz:LA61_17830
ko:K00249	maz:LA61_10480
ko:K00526	maz:LA61_17200
ko:K00526	maz:LA61_20265
ko:K02335	maz:LA61_13160
ko:K02314	maz:LA61_24735
ko:K06191	maz:LA61_17260
ko:K06217	maz:LA61_08385
ko:K02316	maz:LA61_08585
ko:K18955	maz:LA61_08835
ko:K18955	maz:LA61_08840
ko:K07451	maz:LA61_08970
ko:K01286	maz:LA61_01575
ko:K01520	maz:LA61_15150
ko:K18955	maz:LA61_22735
ko:K07465	maz:LA61_10855
ko:K03553	maz:LA61_15440
ko:K03465	maz:LA61_15565
ko:K00287	maz:LA61_15585
ko:K00560	maz:LA61_15590
ko:K18955	maz:LA61_24065
ko:K22552	maz:LA61_02260
ko:K01167	maz:LA61_12455
ko:K00091	maz:LA61_08455
ko:K21281	maz:LA61_11485
ko:K05375	maz:LA61_11340
ko:K20938	maz:LA61_12525
ko:K05364	maz:LA61_00185
ko:K05710	maz:LA61_22095
ko:K03636	maz:LA61_07400
ko:K00249	maz:LA61_10500
ko:K21148	maz:LA61_07405
ko:K03636	maz:LA61_04310
ko:K14215	maz:LA61_08425
ko:K21200	maz:LA61_09770
ko:K00632	maz:LA61_09385
ko:K00632	maz:LA61_14895
ko:K00632	maz:LA61_01815
ko:K07005	maz:LA61_06760
ko:K21401	maz:LA61_17210
ko:K21397	maz:LA61_18685
ko:K03293	maz:LA61_19525
ko:K21473	maz:LA61_13740
ko:K21474	maz:LA61_13735
ko:K21401	maz:LA61_19865
ko:K21471	maz:LA61_09940
ko:K21481	maz:LA61_02715
ko:K00863	maz:LA61_00995
ko:K21691	maz:LA61_08020
ko:K21600	maz:LA61_22950
ko:K10914	maz:LA61_02015
ko:K21608	maz:LA61_06345
ko:K10914	maz:LA61_12650
ko:K21672	maz:LA61_01210
ko:K21686	maz:LA61_23325
ko:K00344	maz:LA61_18305
ko:K21885	maz:LA61_13105
ko:K21961	maz:LA61_04875
ko:K21962	maz:LA61_13755
ko:K21992	maz:LA61_15760
ko:K00936	maz:LA61_17905
ko:K22010	maz:LA61_13215
ko:K22044	maz:LA61_17580
ko:K22044	maz:LA61_07035
ko:K22107	maz:LA61_02845
ko:K03595	maz:LA61_08405
ko:K22108	maz:LA61_02945
ko:K00467	maz:LA61_10710
ko:K22270	maz:LA61_01375
ko:K22187	maz:LA61_04080
ko:K03892	maz:LA61_24570
ko:K17758	maz:LA61_18900
ko:K17759	maz:LA61_18900
ko:K22303	maz:LA61_21290
ko:K22297	maz:LA61_12470
ko:K22306	maz:LA61_08155
ko:K02257	maz:LA61_13895
ko:K22336	maz:LA61_00640
ko:K22311	maz:LA61_14580
ko:K22303	maz:LA61_00440
ko:K22316	maz:LA61_09595
ko:K22336	maz:LA61_00645
ko:K22295	maz:LA61_00435
ko:K22298	maz:LA61_08440
ko:K01551	maz:LA61_09980
ko:K01505	maz:LA61_08565
ko:K11206	maz:LA61_20615
ko:K11159	maz:LA61_19565
ko:K00728	maz:LA61_05590
ko:K22468	maz:LA61_20910
ko:K08300	maz:LA61_08075
ko:K08301	maz:LA61_08075
ko:K22468	maz:LA61_05155
ko:K07566	maz:LA61_07210
