ko:K07062	xcr:J163_04448
ko:K11901	xcr:J163_04274
ko:K00661	xcr:J163_04277
ko:K03657	xcr:J163_04278
ko:K03657	xcr:J163_04279
ko:K06131	xcr:J163_04281
ko:K10218	xcr:J163_04283
ko:K16514	xcr:J163_04284
ko:K10220	xcr:J163_04285
ko:K02913	xcr:J163_04286
ko:K02902	xcr:J163_04287
ko:K15726	xcr:J163_04288
ko:K15727	xcr:J163_04289
ko:K15725	xcr:J163_04290
ko:K03501	xcr:J163_04293
ko:K01113	xcr:J163_04294
ko:K01113	xcr:J163_04296
ko:K06133	xcr:J163_04297
ko:K01142	xcr:J163_04300
ko:K14393	xcr:J163_04306
ko:K01895	xcr:J163_04309
ko:K01198	xcr:J163_04315
ko:K00064	xcr:J163_04316
ko:K07046	xcr:J163_04317
ko:K03671	xcr:J163_00220
ko:K03762	xcr:J163_00221
ko:K03924	xcr:J163_00229
ko:K03568	xcr:J163_00232
ko:K03568	xcr:J163_00233
ko:K03841	xcr:J163_00235
ko:K00832	xcr:J163_00236
ko:K02014	xcr:J163_00237
ko:K00138	xcr:J163_00240
ko:K09959	xcr:J163_00241
ko:K10979	xcr:J163_00244
ko:K00101	xcr:J163_00245
ko:K00209	xcr:J163_00253
ko:K00874	xcr:J163_00255
ko:K07483	xcr:J163_00266
ko:K02358	xcr:J163_01079
ko:K03073	xcr:J163_01081
ko:K02601	xcr:J163_01082
ko:K02867	xcr:J163_01083
ko:K02863	xcr:J163_01084
ko:K02864	xcr:J163_01085
ko:K02935	xcr:J163_01086
ko:K03043	xcr:J163_01088
ko:K03046	xcr:J163_01089
ko:K02950	xcr:J163_01090
ko:K02992	xcr:J163_01091
ko:K02355	xcr:J163_01092
ko:K02358	xcr:J163_01093
ko:K02946	xcr:J163_01094
ko:K02906	xcr:J163_01095
ko:K02926	xcr:J163_01096
ko:K02892	xcr:J163_01097
ko:K02886	xcr:J163_01098
ko:K02965	xcr:J163_01099
ko:K02890	xcr:J163_01100
ko:K02982	xcr:J163_01101
ko:K02878	xcr:J163_01102
ko:K02904	xcr:J163_01103
ko:K02961	xcr:J163_01104
ko:K02874	xcr:J163_01105
ko:K02895	xcr:J163_01106
ko:K02931	xcr:J163_01107
ko:K02954	xcr:J163_01108
ko:K02994	xcr:J163_01109
ko:K02933	xcr:J163_01110
ko:K02881	xcr:J163_01111
ko:K02988	xcr:J163_01112
ko:K02907	xcr:J163_01113
ko:K02876	xcr:J163_01114
ko:K03076	xcr:J163_01115
ko:K02952	xcr:J163_01116
ko:K02948	xcr:J163_01117
ko:K02986	xcr:J163_01118
ko:K03040	xcr:J163_01119
ko:K02879	xcr:J163_01120
ko:K03611	xcr:J163_01121
ko:K01626	xcr:J163_01123
ko:K01426	xcr:J163_01125
ko:K06207	xcr:J163_01127
ko:K03768	xcr:J163_01128
ko:K00024	xcr:J163_01129
ko:K00799	xcr:J163_01130
ko:K00219	xcr:J163_01132
ko:K03286	xcr:J163_01134
ko:K11936	xcr:J163_01955
ko:K11931	xcr:J163_01956
ko:K07326	xcr:J163_01958
ko:K15125	xcr:J163_01959
ko:K12524	xcr:J163_01964
ko:K00872	xcr:J163_01965
ko:K01733	xcr:J163_01967
ko:K01892	xcr:J163_01970
ko:K00765	xcr:J163_01972
ko:K00013	xcr:J163_01973
ko:K00817	xcr:J163_01974
ko:K01089	xcr:J163_01975
ko:K02501	xcr:J163_01976
ko:K01814	xcr:J163_01977
ko:K02500	xcr:J163_01978
ko:K11755	xcr:J163_01979
ko:K09880	xcr:J163_01982
ko:K08967	xcr:J163_01983
ko:K08964	xcr:J163_01984
ko:K03294	xcr:J163_01985
ko:K03294	xcr:J163_01986
ko:K00058	xcr:J163_01988
ko:K02356	xcr:J163_01993
ko:K01640	xcr:J163_01995
ko:K13766	xcr:J163_01997
ko:K04758	xcr:J163_01998
ko:K04759	xcr:J163_01999
ko:K05825	xcr:J163_02002
ko:K00215	xcr:J163_02004
ko:K01956	xcr:J163_02005
ko:K01955	xcr:J163_02007
ko:K03624	xcr:J163_02008
ko:K07483	xcr:J163_02828
ko:K02655	xcr:J163_02829
ko:K02674	xcr:J163_02830
ko:K02672	xcr:J163_02831
ko:K02671	xcr:J163_02832
ko:K08084	xcr:J163_02833
ko:K08082	xcr:J163_02834
ko:K06966	xcr:J163_02835
ko:K07390	xcr:J163_02839
ko:K04564	xcr:J163_02840
ko:K01589	xcr:J163_02841
ko:K01588	xcr:J163_02842
ko:K00767	xcr:J163_02844
ko:K00962	xcr:J163_02846
ko:K02956	xcr:J163_02847
ko:K03177	xcr:J163_02848
ko:K02834	xcr:J163_02849
ko:K02519	xcr:J163_02850
ko:K02600	xcr:J163_02851
ko:K09748	xcr:J163_02852
ko:K00343	xcr:J163_02854
ko:K00342	xcr:J163_02855
ko:K00341	xcr:J163_02856
ko:K00340	xcr:J163_02857
ko:K00339	xcr:J163_02858
ko:K00338	xcr:J163_02859
ko:K00337	xcr:J163_02860
ko:K00336	xcr:J163_02861
ko:K00335	xcr:J163_02862
ko:K00334	xcr:J163_02863
ko:K00333	xcr:J163_02864
ko:K00332	xcr:J163_02865
ko:K00331	xcr:J163_02866
ko:K00330	xcr:J163_02867
ko:K03075	xcr:J163_02869
ko:K01803	xcr:J163_02870
ko:K00694	xcr:J163_03677
ko:K00763	xcr:J163_03680
ko:K02014	xcr:J163_03687
ko:K03811	xcr:J163_03688
ko:K02453	xcr:J163_03691
ko:K02463	xcr:J163_03692
ko:K02462	xcr:J163_03693
ko:K02461	xcr:J163_03694
ko:K02460	xcr:J163_03695
ko:K02459	xcr:J163_03696
ko:K02458	xcr:J163_03697
ko:K02457	xcr:J163_03698
ko:K02456	xcr:J163_03699
ko:K02455	xcr:J163_03700
ko:K02454	xcr:J163_03701
ko:K14645	xcr:J163_03702
ko:K14645	xcr:J163_03704
ko:K01952	xcr:J163_03706
ko:K03981	xcr:J163_03707
ko:K04763	xcr:J163_03708
ko:K11720	xcr:J163_03711
ko:K07091	xcr:J163_03712
ko:K01255	xcr:J163_03713
ko:K02339	xcr:J163_03715
ko:K01873	xcr:J163_03716
ko:K02014	xcr:J163_03717
ko:K08309	xcr:J163_03718
ko:K01728	xcr:J163_03719
ko:K03789	xcr:J163_03720
ko:K17103	xcr:J163_03722
ko:K01881	xcr:J163_03724
ko:K03746	xcr:J163_03725
ko:K07039	xcr:J163_00033
ko:K03496	xcr:J163_00042
ko:K03496	xcr:J163_00059
ko:K02313	xcr:J163_00110
ko:K02338	xcr:J163_00111
ko:K03629	xcr:J163_00112
ko:K02470	xcr:J163_00114
ko:K07052	xcr:J163_00115
ko:K03832	xcr:J163_00118
ko:K03561	xcr:J163_00119
ko:K03559	xcr:J163_00120
ko:K03559	xcr:J163_00121
ko:K03474	xcr:J163_00122
ko:K06131	xcr:J163_00124
ko:K06076	xcr:J163_00129
ko:K00058	xcr:J163_00132
ko:K03797	xcr:J163_00133
ko:K13979	xcr:J163_00141
ko:K00266	xcr:J163_00142
ko:K00265	xcr:J163_00143
ko:K01434	xcr:J163_00147
ko:K12994	xcr:J163_00150
ko:K12995	xcr:J163_00151
ko:K03606	xcr:J163_00152
ko:K01791	xcr:J163_00153
ko:K15553	xcr:J163_00972
ko:K04091	xcr:J163_00973
ko:K00299	xcr:J163_00974
ko:K02014	xcr:J163_00975
ko:K02035	xcr:J163_00979
ko:K02033	xcr:J163_00980
ko:K02034	xcr:J163_00981
ko:K02031	xcr:J163_00983
ko:K02032	xcr:J163_00983
ko:K01525	xcr:J163_00984
ko:K06195	xcr:J163_00985
ko:K02528	xcr:J163_00986
ko:K00097	xcr:J163_00987
ko:K03771	xcr:J163_00988
ko:K04744	xcr:J163_00989
ko:K00798	xcr:J163_00993
ko:K03185	xcr:J163_00995
ko:K03184	xcr:J163_00996
ko:K11475	xcr:J163_01000
ko:K04101	xcr:J163_01001
ko:K04100	xcr:J163_01002
ko:K02623	xcr:J163_01003
ko:K00666	xcr:J163_01004
ko:K18383	xcr:J163_01006
ko:K06968	xcr:J163_01012
ko:K01886	xcr:J163_01016
ko:K08369	xcr:J163_01847
ko:K03699	xcr:J163_01851
ko:K07220	xcr:J163_01852
ko:K03306	xcr:J163_01853
ko:K02622	xcr:J163_01856
ko:K01937	xcr:J163_01858
ko:K01627	xcr:J163_01859
ko:K01689	xcr:J163_01861
ko:K05589	xcr:J163_01862
ko:K00991	xcr:J163_01863
ko:K01770	xcr:J163_01864
ko:K06176	xcr:J163_01865
ko:K03787	xcr:J163_01867
ko:K00573	xcr:J163_01868
ko:K06194	xcr:J163_01870
ko:K07574	xcr:J163_01873
ko:K02427	xcr:J163_01874
ko:K03798	xcr:J163_01875
ko:K00796	xcr:J163_01876
ko:K00791	xcr:J163_01877
ko:K03666	xcr:J163_01878
ko:K03665	xcr:J163_01879
ko:K03743	xcr:J163_01880
ko:K03688	xcr:J163_01881
ko:K01356	xcr:J163_01882
ko:K03565	xcr:J163_01884
ko:K01872	xcr:J163_01885
ko:K03563	xcr:J163_01886
ko:K03406	xcr:J163_01888
ko:K06911	xcr:J163_01889
ko:K00941	xcr:J163_01895
ko:K07175	xcr:J163_01898
ko:K03564	xcr:J163_01899
ko:K03110	xcr:J163_02717
ko:K03575	xcr:J163_02718
ko:K05984	xcr:J163_02723
ko:K03098	xcr:J163_02726
ko:K01662	xcr:J163_02730
ko:K00720	xcr:J163_02733
ko:K00648	xcr:J163_02736
ko:K09705	xcr:J163_02738
ko:K13660	xcr:J163_02739
ko:K13659	xcr:J163_02741
ko:K13657	xcr:J163_02744
ko:K13662	xcr:J163_02747
ko:K01991	xcr:J163_02750
ko:K04764	xcr:J163_02753
ko:K01890	xcr:J163_02754
ko:K01889	xcr:J163_02755
ko:K02887	xcr:J163_02756
ko:K02916	xcr:J163_02757
ko:K02520	xcr:J163_02759
ko:K01868	xcr:J163_02760
ko:K09888	xcr:J163_03568
ko:K01934	xcr:J163_03570
ko:K01807	xcr:J163_03572
ko:K09005	xcr:J163_03573
ko:K00788	xcr:J163_03576
ko:K01845	xcr:J163_03579
ko:K03556	xcr:J163_03580
ko:K00817	xcr:J163_03582
ko:K00274	xcr:J163_03585
ko:K02014	xcr:J163_03586
ko:K10716	xcr:J163_03589
ko:K07157	xcr:J163_03594
ko:K02558	xcr:J163_03595
ko:K00939	xcr:J163_03596
ko:K15987	xcr:J163_03599
ko:K01507	xcr:J163_03601
ko:K02014	xcr:J163_03603
ko:K07506	xcr:J163_03604
ko:K03147	xcr:J163_03606
ko:K02014	xcr:J163_03608
ko:K00681	xcr:J163_03610
ko:K00053	xcr:J163_03611
ko:K01652	xcr:J163_03612
ko:K11258	xcr:J163_03613
ko:K01754	xcr:J163_03614
ko:K01649	xcr:J163_03615
ko:K00052	xcr:J163_03616
ko:K01704	xcr:J163_03617
ko:K01703	xcr:J163_03618
ko:K09858	xcr:J163_04430
ko:K07090	xcr:J163_04431
ko:K01495	xcr:J163_04435
ko:K06075	xcr:J163_04436
ko:K03761	xcr:J163_04441
ko:K07559	xcr:J163_04442
ko:K06131	xcr:J163_04443
ko:K06177	xcr:J163_04453
ko:K07483	xcr:J163_04455
ko:K09958	xcr:J163_04457
ko:K01941	xcr:J163_04459
ko:K09958	xcr:J163_04462
ko:K03581	xcr:J163_04467
ko:K03582	xcr:J163_04470
ko:K03583	xcr:J163_04471
ko:K02065	xcr:J163_04473
ko:K02066	xcr:J163_04474
ko:K02067	xcr:J163_04475
ko:K07323	xcr:J163_04476
ko:K07122	xcr:J163_04477
ko:K04754	xcr:J163_04478
ko:K00432	xcr:J163_04480
ko:K09760	xcr:J163_04482
ko:K07171	xcr:J163_00073
ko:K03194	xcr:J163_00077
ko:K03196	xcr:J163_00078
ko:K03204	xcr:J163_00080
ko:K03203	xcr:J163_00081
ko:K03201	xcr:J163_00082
ko:K11752	xcr:J163_00865
ko:K00793	xcr:J163_00868
ko:K14652	xcr:J163_00869
ko:K00794	xcr:J163_00870
ko:K03625	xcr:J163_00871
ko:K00946	xcr:J163_00872
ko:K01546	xcr:J163_00876
ko:K01547	xcr:J163_00877
ko:K01548	xcr:J163_00878
ko:K07646	xcr:J163_00879
ko:K07667	xcr:J163_00880
ko:K03777	xcr:J163_00883
ko:K07038	xcr:J163_00884
ko:K07460	xcr:J163_00885
ko:K07121	xcr:J163_00886
ko:K07056	xcr:J163_00887
ko:K19163	xcr:J163_00889
ko:K19164	xcr:J163_00890
ko:K03925	xcr:J163_00892
ko:K03438	xcr:J163_00893
ko:K03586	xcr:J163_00894
ko:K03587	xcr:J163_00895
ko:K01928	xcr:J163_00896
ko:K01929	xcr:J163_00897
ko:K01000	xcr:J163_00898
ko:K03588	xcr:J163_00899
ko:K02563	xcr:J163_00900
ko:K01924	xcr:J163_00901
ko:K01921	xcr:J163_00902
ko:K03589	xcr:J163_00903
ko:K03590	xcr:J163_00904
ko:K03531	xcr:J163_00905
ko:K02535	xcr:J163_00906
ko:K03070	xcr:J163_00909
ko:K03574	xcr:J163_00910
ko:K00297	xcr:J163_00912
ko:K01176	xcr:J163_00919
ko:K01011	xcr:J163_01735
ko:K09164	xcr:J163_01736
ko:K03824	xcr:J163_01740
ko:K12297	xcr:J163_01742
ko:K00858	xcr:J163_01743
ko:K01081	xcr:J163_01744
ko:K01141	xcr:J163_01747
ko:K00486	xcr:J163_01748
ko:K01556	xcr:J163_01749
ko:K00452	xcr:J163_01751
ko:K01673	xcr:J163_01752
ko:K07734	xcr:J163_01764
ko:K01893	xcr:J163_01768
ko:K13628	xcr:J163_01769
ko:K02990	xcr:J163_01770
ko:K02963	xcr:J163_01771
ko:K02939	xcr:J163_01772
ko:K03529	xcr:J163_01773
ko:K03528	xcr:J163_01774
ko:K00817	xcr:J163_01776
ko:K01972	xcr:J163_01777
ko:K04568	xcr:J163_01778
ko:K08963	xcr:J163_01780
ko:K02469	xcr:J163_01781
ko:K00117	xcr:J163_01782
ko:K01712	xcr:J163_01784
ko:K01479	xcr:J163_01785
ko:K01745	xcr:J163_01786
ko:K01468	xcr:J163_01787
ko:K05836	xcr:J163_01789
ko:K06915	xcr:J163_02603
ko:K03408	xcr:J163_02607
ko:K03406	xcr:J163_02608
ko:K03652	xcr:J163_02609
ko:K03724	xcr:J163_02610
ko:K03600	xcr:J163_02613
ko:K03599	xcr:J163_02614
ko:K00413	xcr:J163_02615
ko:K00412	xcr:J163_02616
ko:K00411	xcr:J163_02617
ko:K00799	xcr:J163_02620
ko:K06168	xcr:J163_02621
ko:K07042	xcr:J163_02624
ko:K06189	xcr:J163_02626
ko:K03284	xcr:J163_02628
ko:K00135	xcr:J163_02629
ko:K11074	xcr:J163_02630
ko:K11075	xcr:J163_02631
ko:K11076	xcr:J163_02632
ko:K03446	xcr:J163_02634
ko:K03543	xcr:J163_02635
ko:K11073	xcr:J163_02636
ko:K12256	xcr:J163_02637
ko:K01915	xcr:J163_02638
ko:K07010	xcr:J163_02639
ko:K01915	xcr:J163_02640
ko:K09471	xcr:J163_02641
ko:K02379	xcr:J163_02647
ko:K00822	xcr:J163_02649
ko:K07814	xcr:J163_02653
ko:K12686	xcr:J163_03458
ko:K03154	xcr:J163_03459
ko:K03149	xcr:J163_03460
ko:K03439	xcr:J163_03461
ko:K03282	xcr:J163_03466
ko:K02529	xcr:J163_03468
ko:K01187	xcr:J163_03471
ko:K03929	xcr:J163_03473
ko:K03214	xcr:J163_03474
ko:K07483	xcr:J163_03479
ko:K18138	xcr:J163_03485
ko:K03585	xcr:J163_03486
ko:K00955	xcr:J163_03487
ko:K00957	xcr:J163_03488
ko:K00380	xcr:J163_03489
ko:K00381	xcr:J163_03490
ko:K00390	xcr:J163_03491
ko:K02014	xcr:J163_03493
ko:K02302	xcr:J163_03498
ko:K01738	xcr:J163_03499
ko:K01623	xcr:J163_03502
ko:K00873	xcr:J163_03503
ko:K01091	xcr:J163_03504
ko:K00927	xcr:J163_03505
ko:K00134	xcr:J163_03510
ko:K18335	xcr:J163_04318
ko:K18334	xcr:J163_04320
ko:K03534	xcr:J163_04322
ko:K02429	xcr:J163_04323
ko:K18786	xcr:J163_04328
ko:K03292	xcr:J163_04329
ko:K00851	xcr:J163_04330
ko:K03785	xcr:J163_04333
ko:K09800	xcr:J163_04335
ko:K07278	xcr:J163_04336
ko:K07483	xcr:J163_04339
ko:K13409	xcr:J163_04341
ko:K01879	xcr:J163_04343
ko:K01878	xcr:J163_04344
ko:K02454	xcr:J163_04345
ko:K01951	xcr:J163_04347
ko:K03118	xcr:J163_04349
ko:K03117	xcr:J163_04350
ko:K03116	xcr:J163_04351
ko:K01772	xcr:J163_04353
ko:K07043	xcr:J163_04355
ko:K03554	xcr:J163_04356
ko:K14058	xcr:J163_04357
ko:K01805	xcr:J163_04358
ko:K02529	xcr:J163_04359
ko:K01235	xcr:J163_04360
ko:K05970	xcr:J163_04361
ko:K08323	xcr:J163_04362
ko:K01198	xcr:J163_04363
ko:K01209	xcr:J163_04363
ko:K05349	xcr:J163_04364
ko:K00040	xcr:J163_04365
ko:K00128	xcr:J163_04370
ko:K13658	xcr:J163_02743
ko:K18379	xcr:J163_00519
ko:K05886	xcr:J163_04070
ko:K00632	xcr:J163_02159
ko:K11894	xcr:J163_04250
ko:K19577	xcr:J163_01504
ko:K19577	xcr:J163_03002
ko:K01768	xcr:J163_01470
ko:K02650	xcr:J163_03405
ko:K00683	xcr:J163_02477
ko:K13656	xcr:J163_02748
ko:K07216	xcr:J163_02643
ko:K03406	xcr:J163_03609
ko:K03406	xcr:J163_02043
ko:K03328	xcr:J163_01834
ko:K18377	xcr:J163_00536
ko:K19092	xcr:J163_01271
ko:K13665	xcr:J163_02740
ko:K18375	xcr:J163_00516
ko:K18380	xcr:J163_00515
ko:K02479	xcr:J163_02312
ko:K18378	xcr:J163_00535
ko:K00433	xcr:J163_02182
ko:K19586	xcr:J163_01627
ko:K19585	xcr:J163_01628
ko:K00324	xcr:J163_01041
ko:K07483	xcr:J163_02587
ko:K09690	xcr:J163_03759
ko:K02483	xcr:J163_04103
ko:K03328	xcr:J163_02742
ko:K00799	xcr:J163_01017
ko:K09065	xcr:J163_02509
ko:K07011	xcr:J163_03685
ko:K19033	xcr:J163_02992
ko:K02650	xcr:J163_03955
ko:K01184	xcr:J163_02530
ko:K02650	xcr:J163_03404
ko:K01090	xcr:J163_04245
ko:K06977	xcr:J163_01364
ko:K02021	xcr:J163_01676
ko:K00992	xcr:J163_03115
ko:K12960	xcr:J163_02534
ko:K01978	xcr:J163_00888
ko:K19696	xcr:J163_01476
ko:K22292	xcr:J163_02532
ko:K01983	xcr:J163_01231
ko:K00799	xcr:J163_03969
ko:K19784	xcr:J163_01619
ko:K06132	xcr:J163_03037
ko:K07119	xcr:J163_00402
ko:K07147	xcr:J163_01796
ko:K20938	xcr:J163_00978
ko:K15777	xcr:J163_03862
ko:K01457	xcr:J163_04460
ko:K19804	xcr:J163_02451
ko:K19802	xcr:J163_04013
ko:K08992	xcr:J163_02452
ko:K22003	xcr:J163_03635
ko:K13775	xcr:J163_03590
ko:K07274	xcr:J163_02966
ko:K06884	xcr:J163_02300
ko:K01434	xcr:J163_01579
ko:K05770	xcr:J163_01963
ko:K21420	xcr:J163_01376
ko:K09796	xcr:J163_01383
ko:K00020	xcr:J163_02430
ko:K01977	xcr:J163_04047
ko:K01977	xcr:J163_04423
ko:K14225	xcr:J163_01077
ko:K14225	xcr:J163_02242
ko:K14225	xcr:J163_02244
ko:K14234	xcr:J163_01078
ko:K14228	xcr:J163_01590
ko:K14228	xcr:J163_01713
ko:K14228	xcr:J163_02203
ko:K14228	xcr:J163_02252
ko:K14228	xcr:J163_02868
ko:K14237	xcr:J163_01211
ko:K14237	xcr:J163_01264
ko:K14233	xcr:J163_01222
ko:K14233	xcr:J163_01239
ko:K14233	xcr:J163_01805
ko:K14233	xcr:J163_01887
ko:K14218	xcr:J163_02574
ko:K14218	xcr:J163_04092
ko:K14231	xcr:J163_02725
ko:K14220	xcr:J163_02793
ko:K14230	xcr:J163_02853
ko:K14230	xcr:J163_03936
ko:K01985	xcr:J163_04042
ko:K01985	xcr:J163_04418
ko:K14219	xcr:J163_00510
ko:K14219	xcr:J163_01172
ko:K14219	xcr:J163_01892
ko:K14219	xcr:J163_01893
ko:K14219	xcr:J163_01953
ko:K14223	xcr:J163_00608
ko:K14223	xcr:J163_01071
ko:K14230	xcr:J163_00609
ko:K14225	xcr:J163_03457
ko:K15035	xcr:J163_01658
ko:K14224	xcr:J163_01927
ko:K14224	xcr:J163_02205
ko:K14224	xcr:J163_02207
ko:K14218	xcr:J163_02206
ko:K14218	xcr:J163_02208
ko:K14218	xcr:J163_04046
ko:K14218	xcr:J163_04422
ko:K14222	xcr:J163_02243
ko:K01980	xcr:J163_04043
ko:K01980	xcr:J163_04419
ko:K14227	xcr:J163_04045
ko:K14227	xcr:J163_04421
ko:K14234	xcr:J163_01395
ko:K14235	xcr:J163_01080
ko:K14232	xcr:J163_01171
ko:K14232	xcr:J163_02496
ko:K14232	xcr:J163_02751
ko:K14226	xcr:J163_01173
ko:K14229	xcr:J163_01202
ko:K14229	xcr:J163_03294
ko:K14228	xcr:J163_01205
ko:K14237	xcr:J163_02791
ko:K14221	xcr:J163_01212
ko:K14221	xcr:J163_01213
ko:K14234	xcr:J163_04143
ko:K14236	xcr:J163_01076
ko:K00507	xcr:J163_01521
ko:K00507	xcr:J163_00293
ko:K20444	xcr:J163_03268
ko:K20444	xcr:J163_03756
ko:K20444	xcr:J163_03755
ko:K20455	xcr:J163_01269
ko:K20429	xcr:J163_02111
ko:K20444	xcr:J163_02101
ko:K20326	xcr:J163_03684
ko:K20327	xcr:J163_03683
ko:K20328	xcr:J163_03682
ko:K20542	xcr:J163_03675
ko:K20541	xcr:J163_03676
ko:K20543	xcr:J163_03674
ko:K03200	xcr:J163_02779
ko:K03198	xcr:J163_02781
ko:K03197	xcr:J163_02782
ko:K03200	xcr:J163_00085
ko:K03198	xcr:J163_00087
ko:K03197	xcr:J163_00088
ko:K20534	xcr:J163_03208
ko:K01014	xcr:J163_00924
ko:K22132	xcr:J163_01611
ko:K00130	xcr:J163_00837
ko:K01179	xcr:J163_00463
ko:K01179	xcr:J163_00731
ko:K01179	xcr:J163_00140
ko:K03199	xcr:J163_02780
ko:K03199	xcr:J163_00086
ko:K03195	xcr:J163_02785
ko:K03195	xcr:J163_00079
ko:K01179	xcr:J163_00138
ko:K01179	xcr:J163_00139
ko:K20755	xcr:J163_02996
ko:K20755	xcr:J163_02999
ko:K01214	xcr:J163_03418
ko:K01214	xcr:J163_00550
ko:K20866	xcr:J163_03587
ko:K02487	xcr:J163_02403
ko:K11937	xcr:J163_01954
ko:K21071	xcr:J163_03597
ko:K21061	xcr:J163_02714
ko:K21062	xcr:J163_02711
ko:K21023	xcr:J163_02083
ko:K13877	xcr:J163_02710
ko:K21025	xcr:J163_02554
ko:K08968	xcr:J163_03775
ko:K12658	xcr:J163_02715
ko:K00821	xcr:J163_03588
ko:K00526	xcr:J163_04201
ko:K06217	xcr:J163_02622
ko:K05889	xcr:J163_04331
ko:K00560	xcr:J163_00965
ko:K00287	xcr:J163_00967
ko:K00857	xcr:J163_04413
ko:K03553	xcr:J163_01883
ko:K03791	xcr:J163_02817
ko:K03676	xcr:J163_01167
ko:K01185	xcr:J163_01190
ko:K02335	xcr:J163_04238
ko:K07336	xcr:J163_03102
ko:K03791	xcr:J163_00585
ko:K02316	xcr:J163_04026
ko:K10747	xcr:J163_01481
ko:K00558	xcr:J163_02360
ko:K01520	xcr:J163_04064
ko:K02314	xcr:J163_01620
ko:K13522	xcr:J163_00790
ko:K03462	xcr:J163_00791
ko:K01139	xcr:J163_03552
ko:K00108	xcr:J163_00836
ko:K02014	xcr:J163_01145
ko:K00525	xcr:J163_04202
ko:K02481	xcr:J163_00340
ko:K07275	xcr:J163_03513
ko:K03293	xcr:J163_03145
ko:K21472	xcr:J163_03088
ko:K21472	xcr:J163_03526
ko:K21405	xcr:J163_00771
ko:K02483	xcr:J163_00849
ko:K01420	xcr:J163_01969
ko:K21686	xcr:J163_01451
ko:K01777	xcr:J163_02380
ko:K21495	xcr:J163_04447
ko:K21929	xcr:J163_03860
ko:K03442	xcr:J163_02187
ko:K22318	xcr:J163_00349
ko:K22105	xcr:J163_04088
ko:K13874	xcr:J163_01906
ko:K03595	xcr:J163_01466
ko:K08994	xcr:J163_03593
ko:K22319	xcr:J163_00351
ko:K01337	xcr:J163_03152
ko:K17758	xcr:J163_01307
ko:K02257	xcr:J163_04029
ko:K22317	xcr:J163_00347
ko:K22320	xcr:J163_00353
ko:K13566	xcr:J163_02478
ko:K22478	xcr:J163_02505
ko:K22479	xcr:J163_02504
ko:K00424	xcr:J163_02495
ko:K22550	xcr:J163_02713
ko:K22549	xcr:J163_02712
