ko:K16238	kpi:D364_01565
ko:K02994	kpi:D364_18965
ko:K07245	kpi:D364_11985
ko:K07156	kpi:D364_11990
ko:K10857	kpi:D364_12000
ko:K01354	kpi:D364_12005
ko:K09918	kpi:D364_12015
ko:K08289	kpi:D364_12020
ko:K01625	kpi:D364_12025
ko:K01690	kpi:D364_12030
ko:K00036	kpi:D364_12035
ko:K00873	kpi:D364_12045
ko:K02560	kpi:D364_12050
ko:K09815	kpi:D364_12060
ko:K09817	kpi:D364_12065
ko:K09816	kpi:D364_12070
ko:K08218	kpi:D364_02015
ko:K07286	kpi:D364_02020
ko:K05527	kpi:D364_02025
ko:K03545	kpi:D364_02035
ko:K03577	kpi:D364_02275
ko:K05802	kpi:D364_02280
ko:K04067	kpi:D364_02295
ko:K09790	kpi:D364_02300
ko:K00759	kpi:D364_02305
ko:K02343	kpi:D364_02310
ko:K09747	kpi:D364_02315
ko:K06187	kpi:D364_02320
ko:K00939	kpi:D364_02330
ko:K01772	kpi:D364_02335
ko:K00892	kpi:D364_02340
ko:K03455	kpi:D364_02345
ko:K08223	kpi:D364_02355
ko:K11751	kpi:D364_02365
ko:K09973	kpi:D364_02375
ko:K17686	kpi:D364_02380
ko:K07340	kpi:D364_02390
ko:K02068	kpi:D364_02400
ko:K02069	kpi:D364_02405
ko:K05838	kpi:D364_02410
ko:K04079	kpi:D364_02325
ko:K05777	kpi:D364_06305
ko:K01142	kpi:D364_06325
ko:K00840	kpi:D364_06330
ko:K00673	kpi:D364_06335
ko:K06447	kpi:D364_06340
ko:K01484	kpi:D364_06345
ko:K05526	kpi:D364_06350
ko:K05984	kpi:D364_06360
ko:K01916	kpi:D364_06365
ko:K04064	kpi:D364_06370
ko:K02760	kpi:D364_06375
ko:K02761	kpi:D364_06380
ko:K02759	kpi:D364_06385
ko:K03490	kpi:D364_06390
ko:K01222	kpi:D364_06395
ko:K03478	kpi:D364_06400
ko:K03781	kpi:D364_06405
ko:K15722	kpi:D364_06410
ko:K06956	kpi:D364_06415
ko:K07038	kpi:D364_06420
ko:K00065	kpi:D364_06425
ko:K10806	kpi:D364_06440
ko:K06190	kpi:D364_06450
ko:K06940	kpi:D364_06460
ko:K07275	kpi:D364_06465
ko:K16090	kpi:D364_06475
ko:K13021	kpi:D364_06505
ko:K07246	kpi:D364_06510
ko:K01695	kpi:D364_06520
ko:K14058	kpi:D364_07100
ko:K14061	kpi:D364_07105
ko:K14062	kpi:D364_07120
ko:K01696	kpi:D364_06525
ko:K13498	kpi:D364_06530
ko:K13497	kpi:D364_06535
ko:K01657	kpi:D364_06540
ko:K07053	kpi:D364_06545
ko:K06178	kpi:D364_06565
ko:K04774	kpi:D364_06585
ko:K03168	kpi:D364_06595
ko:K13634	kpi:D364_06605
ko:K01681	kpi:D364_06615
ko:K08992	kpi:D364_06630
ko:K01591	kpi:D364_06640
ko:K03113	kpi:D364_06645
ko:K04062	kpi:D364_06650
ko:K01147	kpi:D364_06665
ko:K00208	kpi:D364_06675
ko:K09975	kpi:D364_06680
ko:K03457	kpi:D364_06685
ko:K08170	kpi:D364_06735
ko:K03974	kpi:D364_06740
ko:K03969	kpi:D364_06745
ko:K03970	kpi:D364_06750
ko:K03971	kpi:D364_06760
ko:K06918	kpi:D364_06765
ko:K08990	kpi:D364_06770
ko:K13636	kpi:D364_06775
ko:K01222	kpi:D364_06780
ko:K03721	kpi:D364_06785
ko:K07120	kpi:D364_06790
ko:K11065	kpi:D364_06795
ko:K14054	kpi:D364_06805
ko:K15580	kpi:D364_06810
ko:K06889	kpi:D364_06830
ko:K06885	kpi:D364_06865
ko:K05520	kpi:D364_06870
ko:K11901	kpi:D364_06875
ko:K11900	kpi:D364_06880
ko:K11893	kpi:D364_06885
ko:K11892	kpi:D364_06890
ko:K11903	kpi:D364_06900
ko:K11907	kpi:D364_06905
ko:K11891	kpi:D364_06940
ko:K11910	kpi:D364_06945
ko:K11896	kpi:D364_06950
ko:K11895	kpi:D364_06955
ko:K11906	kpi:D364_06960
ko:K08969	kpi:D364_07030
ko:K02073	kpi:D364_07035
ko:K02071	kpi:D364_07040
ko:K02072	kpi:D364_07045
ko:K00832	kpi:D364_07050
ko:K11734	kpi:D364_07065
ko:K16074	kpi:D364_07090
ko:K05591	kpi:D364_07095
ko:K05774	kpi:D364_22880
ko:K06162	kpi:D364_22885
ko:K05780	kpi:D364_22890
ko:K05781	kpi:D364_22895
ko:K06163	kpi:D364_22900
ko:K06164	kpi:D364_22905
ko:K06165	kpi:D364_22910
ko:K06166	kpi:D364_22915
ko:K02043	kpi:D364_22920
ko:K04750	kpi:D364_22925
ko:K06193	kpi:D364_22930
ko:K03762	kpi:D364_22940
ko:K07406	kpi:D364_22950
ko:K11104	kpi:D364_22955
ko:K05516	kpi:D364_22975
ko:K11937	kpi:D364_22990
ko:K11936	kpi:D364_22995
ko:K11931	kpi:D364_23000
ko:K11935	kpi:D364_23005
ko:K04084	kpi:D364_23035
ko:K03926	kpi:D364_23040
ko:K07791	kpi:D364_23045
ko:K01744	kpi:D364_23050
ko:K07113	kpi:D364_23055
ko:K16263	kpi:D364_23060
ko:K04078	kpi:D364_23065
ko:K04077	kpi:D364_23070
ko:K13408	kpi:D364_23085
ko:K07347	kpi:D364_23100
ko:K02356	kpi:D364_23125
ko:K16347	kpi:D364_23130
ko:K16348	kpi:D364_23135
ko:K03550	kpi:D364_12080
ko:K01159	kpi:D364_12085
ko:K08310	kpi:D364_12095
ko:K01876	kpi:D364_12100
ko:K07136	kpi:D364_12115
ko:K15256	kpi:D364_12120
ko:K15257	kpi:D364_12125
ko:K06201	kpi:D364_12130
ko:K09907	kpi:D364_12135
ko:K01887	kpi:D364_12140
ko:K15532	kpi:D364_12145
ko:K16210	kpi:D364_12150
ko:K14064	kpi:D364_12155
ko:K00697	kpi:D364_12160
ko:K01087	kpi:D364_12165
ko:K10538	kpi:D364_12170
ko:K10539	kpi:D364_12175
ko:K10537	kpi:D364_12180
ko:K02255	kpi:D364_12190
ko:K16210	kpi:D364_12195
ko:K02217	kpi:D364_12215
ko:K03834	kpi:D364_12225
ko:K07039	kpi:D364_12230
ko:K01714	kpi:D364_12235
ko:K02231	kpi:D364_16160
ko:K02232	kpi:D364_16165
ko:K02006	kpi:D364_16170
ko:K02008	kpi:D364_16175
ko:K02009	kpi:D364_16180
ko:K02007	kpi:D364_16185
ko:K03394	kpi:D364_16190
ko:K02190	kpi:D364_16195
ko:K05895	kpi:D364_16200
ko:K02189	kpi:D364_16210
ko:K05936	kpi:D364_16215
ko:K02191	kpi:D364_16220
ko:K03399	kpi:D364_16225
ko:K02188	kpi:D364_16230
ko:K06042	kpi:D364_16235
ko:K02227	kpi:D364_16240
ko:K02224	kpi:D364_16245
ko:K13919	kpi:D364_16275
ko:K13920	kpi:D364_16280
ko:K13923	kpi:D364_16305
ko:K13922	kpi:D364_16325
ko:K13921	kpi:D364_16330
ko:K04031	kpi:D364_16345
ko:K04029	kpi:D364_16350
ko:K16651	kpi:D364_16360
ko:K04720	kpi:D364_16365
ko:K01448	kpi:D364_16370
ko:K14682	kpi:D364_16375
ko:K03581	kpi:D364_16385
ko:K03582	kpi:D364_16390
ko:K01407	kpi:D364_16395
ko:K03583	kpi:D364_16400
ko:K02681	kpi:D364_16405
ko:K02680	kpi:D364_16415
ko:K02679	kpi:D364_16420
ko:K05501	kpi:D364_20355
ko:K00762	kpi:D364_20360
ko:K00989	kpi:D364_20365
ko:K01993	kpi:D364_20380
ko:K10778	kpi:D364_20400
ko:K01972	kpi:D364_20415
ko:K03551	kpi:D364_12075
ko:K00942	kpi:D364_20420
ko:K12524	kpi:D364_00005
ko:K00872	kpi:D364_00010
ko:K01733	kpi:D364_00015
ko:K09861	kpi:D364_00025
ko:K03310	kpi:D364_00030
ko:K00616	kpi:D364_00035
ko:K03831	kpi:D364_00040
ko:K07034	kpi:D364_00050
ko:K04043	kpi:D364_00065
ko:K03686	kpi:D364_00070
ko:K03313	kpi:D364_00075
ko:K03717	kpi:D364_00080
ko:K11753	kpi:D364_00090
ko:K01870	kpi:D364_00095
ko:K02613	kpi:D364_07215
ko:K00058	kpi:D364_08310
ko:K01714	kpi:D364_08315
ko:K00016	kpi:D364_08340
ko:K03829	kpi:D364_08345
ko:K08324	kpi:D364_08355
ko:K01425	kpi:D364_08360
ko:K00041	kpi:D364_08380
ko:K01607	kpi:D364_08415
ko:K00598	kpi:D364_08420
ko:K00459	kpi:D364_08450
ko:K02072	kpi:D364_08455
ko:K02071	kpi:D364_08460
ko:K02073	kpi:D364_08465
ko:K16839	kpi:D364_08515
ko:K16345	kpi:D364_08520
ko:K16840	kpi:D364_08525
ko:K07127	kpi:D364_08530
ko:K07154	kpi:D364_08540
ko:K01265	kpi:D364_08575
ko:K01692	kpi:D364_07220
ko:K15866	kpi:D364_07225
ko:K00074	kpi:D364_07230
ko:K01912	kpi:D364_07245
ko:K02616	kpi:D364_07250
ko:K02617	kpi:D364_07255
ko:K01118	kpi:D364_07265
ko:K03578	kpi:D364_07270
ko:K06075	kpi:D364_07295
ko:K00261	kpi:D364_07310
ko:K00840	kpi:D364_07320
ko:K00673	kpi:D364_07325
ko:K06447	kpi:D364_07330
ko:K01484	kpi:D364_07335
ko:K05526	kpi:D364_07340
ko:K07248	kpi:D364_07360
ko:K00134	kpi:D364_07365
ko:K07112	kpi:D364_07385
ko:K08987	kpi:D364_07390
ko:K16074	kpi:D364_07410
ko:K14155	kpi:D364_07415
ko:K16136	kpi:D364_07425
ko:K01809	kpi:D364_07435
ko:K01676	kpi:D364_07440
ko:K01679	kpi:D364_07445
ko:K07639	kpi:D364_07455
ko:K07661	kpi:D364_07465
ko:K13938	kpi:D364_07475
ko:K03758	kpi:D364_07480
ko:K00324	kpi:D364_07490
ko:K00325	kpi:D364_07495
ko:K14055	kpi:D364_07505
ko:K03737	kpi:D364_07125
ko:K00567	kpi:D364_07515
ko:K10439	kpi:D364_03365
ko:K08967	kpi:D364_03375
ko:K09880	kpi:D364_03380
ko:K14287	kpi:D364_03385
ko:K03805	kpi:D364_03405
ko:K03386	kpi:D364_03410
ko:K03387	kpi:D364_03415
ko:K11932	kpi:D364_03420
ko:K06140	kpi:D364_03425
ko:K01169	kpi:D364_03430
ko:K03326	kpi:D364_03435
ko:K12973	kpi:D364_03440
ko:K03704	kpi:D364_03445
ko:K06199	kpi:D364_03450
ko:K03425	kpi:D364_03460
ko:K03644	kpi:D364_03465
ko:K00278	kpi:D364_14885
ko:K15460	kpi:D364_14890
ko:K02200	kpi:D364_10635
ko:K02199	kpi:D364_10640
ko:K02198	kpi:D364_10645
ko:K02197	kpi:D364_10650
ko:K02196	kpi:D364_10655
ko:K02195	kpi:D364_10660
ko:K02194	kpi:D364_10665
ko:K02193	kpi:D364_10670
ko:K06151	kpi:D364_10680
ko:K06152	kpi:D364_10685
ko:K02010	kpi:D364_10695
ko:K02011	kpi:D364_10700
ko:K02012	kpi:D364_10705
ko:K13574	kpi:D364_10710
ko:K02028	kpi:D364_10750
ko:K02029	kpi:D364_10755
ko:K02030	kpi:D364_10760
ko:K02016	kpi:D364_10770
ko:K02015	kpi:D364_10775
ko:K02015	kpi:D364_10780
ko:K02013	kpi:D364_10785
ko:K02014	kpi:D364_10790
ko:K02049	kpi:D364_10795
ko:K02050	kpi:D364_10800
ko:K02051	kpi:D364_10805
ko:K15553	kpi:D364_10810
ko:K04091	kpi:D364_10820
ko:K05810	kpi:D364_10840
ko:K05819	kpi:D364_10845
ko:K01666	kpi:D364_10850
ko:K04073	kpi:D364_10855
ko:K15977	kpi:D364_14760
ko:K00600	kpi:D364_14765
ko:K05916	kpi:D364_14770
ko:K04751	kpi:D364_14775
ko:K07715	kpi:D364_14780
ko:K07711	kpi:D364_14790
ko:K01952	kpi:D364_14795
ko:K11991	kpi:D364_14810
ko:K00997	kpi:D364_14830
ko:K03474	kpi:D364_14835
ko:K03584	kpi:D364_14840
ko:K03685	kpi:D364_14850
ko:K03100	kpi:D364_14855
ko:K03596	kpi:D364_14860
ko:K03803	kpi:D364_14865
ko:K03598	kpi:D364_14870
ko:K03597	kpi:D364_14875
ko:K03088	kpi:D364_14880
ko:K05590	kpi:D364_14895
ko:K03648	kpi:D364_14905
ko:K03214	kpi:D364_14910
ko:K03672	kpi:D364_14915
ko:K05812	kpi:D364_14920
ko:K00998	kpi:D364_14930
ko:K05811	kpi:D364_14935
ko:K03695	kpi:D364_14965
ko:K05810	kpi:D364_14970
ko:K06180	kpi:D364_14975
ko:K05807	kpi:D364_14980
ko:K05809	kpi:D364_14985
ko:K14170	kpi:D364_14990
ko:K14187	kpi:D364_15000
ko:K01626	kpi:D364_15005
ko:K02884	kpi:D364_15035
ko:K02954	kpi:D364_18970
ko:K02931	kpi:D364_18975
ko:K02895	kpi:D364_18980
ko:K00556	kpi:D364_20435
ko:K03655	kpi:D364_20440
ko:K02446	kpi:D364_20445
ko:K03060	kpi:D364_20425
ko:K00528	kpi:D364_20450
ko:K01803	kpi:D364_20465
ko:K01521	kpi:D364_20475
ko:K02048	kpi:D364_20480
ko:K09892	kpi:D364_20485
ko:K02440	kpi:D364_20490
ko:K00864	kpi:D364_20495
ko:K03312	kpi:D364_20500
ko:K16345	kpi:D364_20505
ko:K02749	kpi:D364_20515
ko:K02750	kpi:D364_20515
ko:K01222	kpi:D364_20520
ko:K01811	kpi:D364_20530
ko:K13979	kpi:D364_20565
ko:K02073	kpi:D364_20590
ko:K09958	kpi:D364_20605
ko:K07006	kpi:D364_20610
ko:K00481	kpi:D364_24570
ko:K02761	kpi:D364_24595
ko:K13255	kpi:D364_24600
ko:K00564	kpi:D364_24630
ko:K02344	kpi:D364_24635
ko:K03789	kpi:D364_24640
ko:K08723	kpi:D364_24645
ko:K02837	kpi:D364_24650
ko:K03424	kpi:D364_24670
ko:K03317	kpi:D364_24675
ko:K01619	kpi:D364_24680
ko:K00758	kpi:D364_24685
ko:K01839	kpi:D364_24690
ko:K03784	kpi:D364_24695
ko:K03800	kpi:D364_24700
ko:K07186	kpi:D364_24705
ko:K01079	kpi:D364_24710
ko:K04485	kpi:D364_24715
ko:K06211	kpi:D364_24720
ko:K08309	kpi:D364_24730
ko:K03720	kpi:D364_24735
ko:K05804	kpi:D364_24750
ko:K05805	kpi:D364_24755
ko:K07663	kpi:D364_24760
ko:K07641	kpi:D364_24765
ko:K06143	kpi:D364_24770
ko:K07773	kpi:D364_24775
ko:K02533	kpi:D364_24785
ko:K03101	kpi:D364_00100
ko:K03774	kpi:D364_00105
ko:K03527	kpi:D364_00110
ko:K12700	kpi:D364_00115
ko:K00215	kpi:D364_00135
ko:K01956	kpi:D364_00145
ko:K01955	kpi:D364_00150
ko:K11746	kpi:D364_00160
ko:K01525	kpi:D364_00175
ko:K06195	kpi:D364_00180
ko:K02528	kpi:D364_00185
ko:K00097	kpi:D364_00190
ko:K03771	kpi:D364_00195
ko:K04744	kpi:D364_00200
ko:K05801	kpi:D364_00205
ko:K07702	kpi:D364_00210
ko:K09158	kpi:D364_03480
ko:K07258	kpi:D364_03485
ko:K03642	kpi:D364_03490
ko:K05837	kpi:D364_03495
ko:K05515	kpi:D364_03500
ko:K00783	kpi:D364_03505
ko:K09710	kpi:D364_03510
ko:K00969	kpi:D364_03520
ko:K02340	kpi:D364_03525
ko:K03643	kpi:D364_03530
ko:K01869	kpi:D364_03535
ko:K10004	kpi:D364_03555
ko:K03801	kpi:D364_03475
ko:K02961	kpi:D364_18990
ko:K02904	kpi:D364_18995
ko:K02878	kpi:D364_19000
ko:K02982	kpi:D364_19005
ko:K02890	kpi:D364_19010
ko:K02965	kpi:D364_19015
ko:K02886	kpi:D364_19020
ko:K02874	kpi:D364_18985
ko:K02892	kpi:D364_19025
ko:K02926	kpi:D364_19030
ko:K02906	kpi:D364_19035
ko:K02946	kpi:D364_19040
ko:K02506	kpi:D364_19045
ko:K03594	kpi:D364_19050
ko:K02192	kpi:D364_19055
ko:K02358	kpi:D364_19060
ko:K02355	kpi:D364_19065
ko:K02992	kpi:D364_19070
ko:K02950	kpi:D364_19075
ko:K07237	kpi:D364_19080
ko:K07236	kpi:D364_19085
ko:K07235	kpi:D364_19090
ko:K03745	kpi:D364_19105
ko:K03775	kpi:D364_19110
ko:K07070	kpi:D364_19115
ko:K06158	kpi:D364_19130
ko:K07019	kpi:D364_19135
ko:K09898	kpi:D364_19140
ko:K00855	kpi:D364_19145
ko:K07397	kpi:D364_19150
ko:K10914	kpi:D364_19155
ko:K01664	kpi:D364_19170
ko:K04095	kpi:D364_19175
ko:K06141	kpi:D364_19190
ko:K00362	kpi:D364_19200
ko:K00363	kpi:D364_19205
ko:K02302	kpi:D364_19210
ko:K01867	kpi:D364_19215
ko:K01091	kpi:D364_19220
ko:K01783	kpi:D364_19225
ko:K03112	kpi:D364_19235
ko:K01735	kpi:D364_19240
ko:K03098	kpi:D364_23145
ko:K00247	kpi:D364_23150
ko:K00246	kpi:D364_23155
ko:K00245	kpi:D364_23160
ko:K00244	kpi:D364_23165
ko:K04568	kpi:D364_23170
ko:K01613	kpi:D364_23185
ko:K06949	kpi:D364_23190
ko:K13288	kpi:D364_23195
ko:K09996	kpi:D364_23200
ko:K06925	kpi:D364_23220
ko:K01448	kpi:D364_23225
ko:K03572	kpi:D364_23230
ko:K00791	kpi:D364_23235
ko:K03666	kpi:D364_23240
ko:K03665	kpi:D364_23245
ko:K04088	kpi:D364_23250
ko:K04087	kpi:D364_23255
ko:K09937	kpi:D364_23265
ko:K01939	kpi:D364_23270
ko:K13771	kpi:D364_23275
ko:K12573	kpi:D364_23280
ko:K03218	kpi:D364_23285
ko:K09456	kpi:D364_23290
ko:K06889	kpi:D364_23305
ko:K03477	kpi:D364_23310
ko:K03476	kpi:D364_23315
ko:K07017	kpi:D364_08595
ko:K00995	kpi:D364_12255
ko:K03703	kpi:D364_12260
ko:K07689	kpi:D364_12265
ko:K10010	kpi:D364_12280
ko:K10009	kpi:D364_12285
ko:K02424	kpi:D364_12295
ko:K01176	kpi:D364_12300
ko:K07781	kpi:D364_12310
ko:K09781	kpi:D364_12330
ko:K07458	kpi:D364_12340
ko:K06950	kpi:D364_12350
ko:K09933	kpi:D364_12370
ko:K13635	kpi:D364_12395
ko:K03316	kpi:D364_12410
ko:K16137	kpi:D364_12415
ko:K01241	kpi:D364_12440
ko:K13292	kpi:D364_16430
ko:K08484	kpi:D364_16435
ko:K08311	kpi:D364_16440
ko:K03573	kpi:D364_16445
ko:K08227	kpi:D364_16465
ko:K05939	kpi:D364_16470
ko:K02529	kpi:D364_16480
ko:K13637	kpi:D364_16490
ko:K05350	kpi:D364_16495
ko:K02761	kpi:D364_16500
ko:K01586	kpi:D364_16510
ko:K10193	kpi:D364_16530
ko:K10194	kpi:D364_16535
ko:K10195	kpi:D364_16540
ko:K10192	kpi:D364_16545
ko:K01193	kpi:D364_16555
ko:K02532	kpi:D364_16560
ko:K02100	kpi:D364_16575
ko:K00065	kpi:D364_16580
ko:K01730	kpi:D364_16585
ko:K00626	kpi:D364_16595
ko:K07347	kpi:D364_16645
ko:K07345	kpi:D364_16655
ko:K07357	kpi:D364_16685
ko:K07358	kpi:D364_16690
ko:K07345	kpi:D364_16695
ko:K07351	kpi:D364_16700
ko:K07346	kpi:D364_16705
ko:K07552	kpi:D364_20660
ko:K07106	kpi:D364_20665
ko:K11191	kpi:D364_20670
ko:K11192	kpi:D364_20670
ko:K16514	kpi:D364_20690
ko:K10218	kpi:D364_20695
ko:K16515	kpi:D364_20700
ko:K16516	kpi:D364_20705
ko:K02760	kpi:D364_20725
ko:K02761	kpi:D364_20730
ko:K02759	kpi:D364_20735
ko:K02024	kpi:D364_20740
ko:K07700	kpi:D364_00215
ko:K05964	kpi:D364_00230
ko:K06177	kpi:D364_00235
ko:K03580	kpi:D364_00240
ko:K02336	kpi:D364_00245
ko:K01804	kpi:D364_00255
ko:K00853	kpi:D364_00260
ko:K02099	kpi:D364_00265
ko:K02062	kpi:D364_00275
ko:K02063	kpi:D364_00280
ko:K02064	kpi:D364_00285
ko:K11925	kpi:D364_00290
ko:K03291	kpi:D364_00300
ko:K03785	kpi:D364_00315
ko:K00014	kpi:D364_00325
ko:K01704	kpi:D364_00335
ko:K01703	kpi:D364_00340
ko:K00052	kpi:D364_00345
ko:K01649	kpi:D364_00350
ko:K05798	kpi:D364_00360
ko:K01652	kpi:D364_00365
ko:K01653	kpi:D364_00370
ko:K03435	kpi:D364_00375
ko:K03925	kpi:D364_00380
ko:K03438	kpi:D364_00385
ko:K03586	kpi:D364_00390
ko:K03587	kpi:D364_00395
ko:K01928	kpi:D364_00400
ko:K01929	kpi:D364_00405
ko:K01000	kpi:D364_00410
ko:K01925	kpi:D364_00415
ko:K03588	kpi:D364_00420
ko:K02563	kpi:D364_00425
ko:K01924	kpi:D364_00430
ko:K01921	kpi:D364_00435
ko:K03589	kpi:D364_00440
ko:K03590	kpi:D364_00445
ko:K03531	kpi:D364_00450
ko:K02535	kpi:D364_00455
ko:K13301	kpi:D364_00460
ko:K03070	kpi:D364_00465
ko:K03574	kpi:D364_00470
ko:K09862	kpi:D364_00475
ko:K00859	kpi:D364_00485
ko:K00364	kpi:D364_00490
ko:K02505	kpi:D364_00495
ko:K02504	kpi:D364_00500
ko:K02682	kpi:D364_00505
ko:K00767	kpi:D364_00515
ko:K03806	kpi:D364_00520
ko:K03807	kpi:D364_00525
ko:K11734	kpi:D364_00540
ko:K00163	kpi:D364_00550
ko:K00627	kpi:D364_00555
ko:K00382	kpi:D364_00560
ko:K01682	kpi:D364_00580
ko:K09910	kpi:D364_00585
ko:K01611	kpi:D364_00590
ko:K00797	kpi:D364_00595
ko:K01881	kpi:D364_01005
ko:K06080	kpi:D364_01015
ko:K02073	kpi:D364_01020
ko:K02072	kpi:D364_01025
ko:K02071	kpi:D364_01030
ko:K03273	kpi:D364_01035
ko:K06222	kpi:D364_01075
ko:K08307	kpi:D364_01100
ko:K03469	kpi:D364_01115
ko:K02342	kpi:D364_01120
ko:K11249	kpi:D364_01135
ko:K06445	kpi:D364_01145
ko:K03271	kpi:D364_01150
ko:K00346	kpi:D364_01165
ko:K00347	kpi:D364_01170
ko:K00348	kpi:D364_01175
ko:K00349	kpi:D364_01180
ko:K00350	kpi:D364_01185
ko:K00351	kpi:D364_01190
ko:K05952	kpi:D364_01195
ko:K02346	kpi:D364_01205
ko:K03830	kpi:D364_01210
ko:K02822	kpi:D364_23330
ko:K02821	kpi:D364_23335
ko:K03078	kpi:D364_23340
ko:K03079	kpi:D364_23345
ko:K03077	kpi:D364_23350
ko:K02990	kpi:D364_23365
ko:K02686	kpi:D364_23370
ko:K02963	kpi:D364_23375
ko:K02939	kpi:D364_23380
ko:K07269	kpi:D364_23385
ko:K03773	kpi:D364_23390
ko:K11737	kpi:D364_23395
ko:K07322	kpi:D364_23400
ko:K03475	kpi:D364_23325
ko:K05713	kpi:D364_10870
ko:K05712	kpi:D364_10875
ko:K05818	kpi:D364_10880
ko:K02016	kpi:D364_10885
ko:K02015	kpi:D364_10890
ko:K02013	kpi:D364_10895
ko:K02020	kpi:D364_10900
ko:K01026	kpi:D364_08685
ko:K11082	kpi:D364_20745
ko:K11083	kpi:D364_20750
ko:K11084	kpi:D364_20755
ko:K11081	kpi:D364_20760
ko:K03430	kpi:D364_20770
ko:K05306	kpi:D364_20775
ko:K07726	kpi:D364_20790
ko:K07784	kpi:D364_20800
ko:K07783	kpi:D364_20805
ko:K07675	kpi:D364_20810
ko:K01653	kpi:D364_20820
ko:K01652	kpi:D364_20825
ko:K08154	kpi:D364_20850
ko:K13636	kpi:D364_20855
ko:K13629	kpi:D364_20860
ko:K01753	kpi:D364_20865
ko:K06871	kpi:D364_20870
ko:K00389	kpi:D364_20880
ko:K01759	kpi:D364_08695
ko:K02429	kpi:D364_08700
ko:K17195	kpi:D364_08710
ko:K02430	kpi:D364_08715
ko:K01232	kpi:D364_20885
ko:K02749	kpi:D364_20890
ko:K02750	kpi:D364_20890
ko:K03482	kpi:D364_20895
ko:K07085	kpi:D364_20900
ko:K01619	kpi:D364_08720
ko:K03436	kpi:D364_08730
ko:K06889	kpi:D364_08745
ko:K00134	kpi:D364_08760
ko:K02352	kpi:D364_08790
ko:K01232	kpi:D364_08620
ko:K02749	kpi:D364_08625
ko:K02750	kpi:D364_08625
ko:K03482	kpi:D364_08630
ko:K07090	kpi:D364_08635
ko:K00626	kpi:D364_08675
ko:K00059	kpi:D364_08680
ko:K00970	kpi:D364_00675
ko:K01270	kpi:D364_01215
ko:K00769	kpi:D364_01220
ko:K11750	kpi:D364_01225
ko:K11926	kpi:D364_01230
ko:K15735	kpi:D364_01235
ko:K11735	kpi:D364_01240
ko:K07250	kpi:D364_01245
ko:K00135	kpi:D364_01250
ko:K15736	kpi:D364_01255
ko:K15737	kpi:D364_01260
ko:K09982	kpi:D364_01265
ko:K06079	kpi:D364_00995
ko:K02029	kpi:D364_01500
ko:K02029	kpi:D364_01505
ko:K02028	kpi:D364_01510
ko:K02030	kpi:D364_01515
ko:K01996	kpi:D364_01525
ko:K01995	kpi:D364_01530
ko:K01998	kpi:D364_01535
ko:K01997	kpi:D364_01540
ko:K01999	kpi:D364_01545
ko:K03736	kpi:D364_01555
ko:K03735	kpi:D364_01560
ko:K00547	kpi:D364_01580
ko:K15551	kpi:D364_01585
ko:K10831	kpi:D364_01590
ko:K15552	kpi:D364_01595
ko:K03119	kpi:D364_01600
ko:K01698	kpi:D364_01610
ko:K01921	kpi:D364_01645
ko:K08161	kpi:D364_01655
ko:K01077	kpi:D364_01665
ko:K00286	kpi:D364_01675
ko:K09768	kpi:D364_01680
ko:K09945	kpi:D364_01685
ko:K00891	kpi:D364_01690
ko:K14591	kpi:D364_01700
ko:K09913	kpi:D364_01705
ko:K03554	kpi:D364_01710
ko:K00847	kpi:D364_01715
ko:K03547	kpi:D364_01725
ko:K07657	kpi:D364_01730
ko:K07636	kpi:D364_01735
ko:K03311	kpi:D364_01740
ko:K11736	kpi:D364_01745
ko:K14588	kpi:D364_00615
ko:K00117	kpi:D364_00620
ko:K00760	kpi:D364_00625
ko:K01673	kpi:D364_00630
ko:K01990	kpi:D364_00635
ko:K01992	kpi:D364_00640
ko:K01579	kpi:D364_00655
ko:K01918	kpi:D364_00660
ko:K00606	kpi:D364_00665
ko:K00950	kpi:D364_00670
ko:K02972	kpi:D364_09470
ko:K00027	kpi:D364_09475
ko:K01507	kpi:D364_09495
ko:K13953	kpi:D364_09500
ko:K02035	kpi:D364_09505
ko:K02033	kpi:D364_09510
ko:K02034	kpi:D364_09515
ko:K08350	kpi:D364_09560
ko:K08349	kpi:D364_09565
ko:K05783	kpi:D364_09585
ko:K05784	kpi:D364_09590
ko:K05550	kpi:D364_09595
ko:K05549	kpi:D364_09600
ko:K03381	kpi:D364_09605
ko:K03464	kpi:D364_09610
ko:K02624	kpi:D364_09620
ko:K08167	kpi:D364_09625
ko:K02575	kpi:D364_09635
ko:K00370	kpi:D364_09640
ko:K00371	kpi:D364_09645
ko:K00373	kpi:D364_09650
ko:K00374	kpi:D364_09655
ko:K00675	kpi:D364_09660
ko:K02011	kpi:D364_09665
ko:K02012	kpi:D364_09670
ko:K02010	kpi:D364_09675
ko:K02855	kpi:D364_09685
ko:K16077	kpi:D364_09700
ko:K07726	kpi:D364_09705
ko:K01821	kpi:D364_09710
ko:K11208	kpi:D364_09715
ko:K00014	kpi:D364_10905
ko:K00457	kpi:D364_10915
ko:K00873	kpi:D364_10930
ko:K06078	kpi:D364_10935
ko:K02426	kpi:D364_10945
ko:K11717	kpi:D364_10950
ko:K09015	kpi:D364_10955
ko:K09013	kpi:D364_10960
ko:K09014	kpi:D364_10965
ko:K05997	kpi:D364_10970
