ko:K07497	setc:CFSAN001921_03240
ko:K07636	setc:CFSAN001921_15045
ko:K03547	setc:CFSAN001921_15060
ko:K00847	setc:CFSAN001921_15075
ko:K03554	setc:CFSAN001921_15080
ko:K09913	setc:CFSAN001921_15085
ko:K14591	setc:CFSAN001921_15090
ko:K00891	setc:CFSAN001921_15100
ko:K09768	setc:CFSAN001921_15105
ko:K00286	setc:CFSAN001921_15110
ko:K01921	setc:CFSAN001921_15140
ko:K01698	setc:CFSAN001921_15185
ko:K01908	setc:CFSAN001921_15190
ko:K07406	setc:CFSAN001921_18915
ko:K01584	setc:CFSAN001921_18925
ko:K03755	setc:CFSAN001921_18935
ko:K03759	setc:CFSAN001921_18940
ko:K03760	setc:CFSAN001921_18945
ko:K07771	setc:CFSAN001921_18950
ko:K07643	setc:CFSAN001921_18955
ko:K03762	setc:CFSAN001921_18965
ko:K06193	setc:CFSAN001921_18970
ko:K09994	setc:CFSAN001921_18980
ko:K11102	setc:CFSAN001921_19005
ko:K04016	setc:CFSAN001921_19015
ko:K04014	setc:CFSAN001921_19025
ko:K04013	setc:CFSAN001921_19030
ko:K03385	setc:CFSAN001921_19035
ko:K01895	setc:CFSAN001921_19040
ko:K14393	setc:CFSAN001921_19050
ko:K06901	setc:CFSAN001921_19080
ko:K13639	setc:CFSAN001921_19090
ko:K13631	setc:CFSAN001921_19095
ko:K03701	setc:CFSAN001921_19145
ko:K04759	setc:CFSAN001921_22915
ko:K04758	setc:CFSAN001921_22920
ko:K06959	setc:CFSAN001921_22925
ko:K04760	setc:CFSAN001921_22930
ko:K07659	setc:CFSAN001921_22935
ko:K07638	setc:CFSAN001921_22940
ko:K01610	setc:CFSAN001921_22945
ko:K04083	setc:CFSAN001921_22955
ko:K04762	setc:CFSAN001921_22960
ko:K08312	setc:CFSAN001921_22975
ko:K05366	setc:CFSAN001921_22980
ko:K12288	setc:CFSAN001921_22985
ko:K12289	setc:CFSAN001921_22990
ko:K12290	setc:CFSAN001921_22995
ko:K12291	setc:CFSAN001921_23000
ko:K02507	setc:CFSAN001921_23005
ko:K00891	setc:CFSAN001921_23010
ko:K01735	setc:CFSAN001921_23015
ko:K03112	setc:CFSAN001921_23020
ko:K01783	setc:CFSAN001921_23030
ko:K01091	setc:CFSAN001921_23035
ko:K01867	setc:CFSAN001921_23040
ko:K12516	setc:CFSAN001921_23055
ko:K02302	setc:CFSAN001921_23060
ko:K02598	setc:CFSAN001921_23065
ko:K00363	setc:CFSAN001921_23070
ko:K00362	setc:CFSAN001921_23075
ko:K06141	setc:CFSAN001921_23080
ko:K04095	setc:CFSAN001921_23095
ko:K07397	setc:CFSAN001921_23120
ko:K00855	setc:CFSAN001921_23125
ko:K06158	setc:CFSAN001921_23150
ko:K10972	setc:CFSAN001921_14455
ko:K06917	setc:CFSAN001921_14460
ko:K02072	setc:CFSAN001921_14465
ko:K02071	setc:CFSAN001921_14470
ko:K02073	setc:CFSAN001921_14475
ko:K02003	setc:CFSAN001921_14495
ko:K10804	setc:CFSAN001921_14500
ko:K05838	setc:CFSAN001921_14510
ko:K02069	setc:CFSAN001921_14515
ko:K02068	setc:CFSAN001921_14520
ko:K07340	setc:CFSAN001921_14530
ko:K09973	setc:CFSAN001921_14550
ko:K08223	setc:CFSAN001921_14565
ko:K00892	setc:CFSAN001921_14580
ko:K01772	setc:CFSAN001921_14590
ko:K04079	setc:CFSAN001921_14600
ko:K06187	setc:CFSAN001921_14605
ko:K09747	setc:CFSAN001921_14610
ko:K02343	setc:CFSAN001921_14615
ko:K00759	setc:CFSAN001921_14620
ko:K09790	setc:CFSAN001921_14625
ko:K05802	setc:CFSAN001921_14645
ko:K03577	setc:CFSAN001921_14650
ko:K02919	setc:CFSAN001921_14685
ko:K02909	setc:CFSAN001921_14690
ko:K07443	setc:CFSAN001921_14700
ko:K07322	setc:CFSAN001921_18425
ko:K11737	setc:CFSAN001921_18430
ko:K03773	setc:CFSAN001921_18435
ko:K07269	setc:CFSAN001921_18440
ko:K02939	setc:CFSAN001921_18450
ko:K02963	setc:CFSAN001921_18455
ko:K02686	setc:CFSAN001921_18460
ko:K02990	setc:CFSAN001921_18465
ko:K03078	setc:CFSAN001921_18485
ko:K03477	setc:CFSAN001921_18510
ko:K09456	setc:CFSAN001921_18530
ko:K08989	setc:CFSAN001921_18545
ko:K10716	setc:CFSAN001921_18555
ko:K09980	setc:CFSAN001921_18565
ko:K03218	setc:CFSAN001921_18570
ko:K12573	setc:CFSAN001921_18575
ko:K13771	setc:CFSAN001921_18580
ko:K01939	setc:CFSAN001921_18585
ko:K09937	setc:CFSAN001921_18590
ko:K04087	setc:CFSAN001921_18595
ko:K04088	setc:CFSAN001921_18600
ko:K03665	setc:CFSAN001921_18605
ko:K03666	setc:CFSAN001921_18610
ko:K00791	setc:CFSAN001921_18615
ko:K03572	setc:CFSAN001921_18620
ko:K01448	setc:CFSAN001921_18625
ko:K06925	setc:CFSAN001921_18630
ko:K09996	setc:CFSAN001921_18660
ko:K01194	setc:CFSAN001921_22435
ko:K03710	setc:CFSAN001921_22440
ko:K07115	setc:CFSAN001921_22470
ko:K01414	setc:CFSAN001921_22480
ko:K15984	setc:CFSAN001921_22485
ko:K03305	setc:CFSAN001921_22490
ko:K06144	setc:CFSAN001921_22500
ko:K16322	setc:CFSAN001921_22505
ko:K07007	setc:CFSAN001921_22510
ko:K01993	setc:CFSAN001921_22515
ko:K13926	setc:CFSAN001921_22520
ko:K07722	setc:CFSAN001921_22530
ko:K06133	setc:CFSAN001921_22535
ko:K09125	setc:CFSAN001921_22555
ko:K01534	setc:CFSAN001921_22570
ko:K08993	setc:CFSAN001921_22585
ko:K03110	setc:CFSAN001921_22595
ko:K09812	setc:CFSAN001921_22600
ko:K09811	setc:CFSAN001921_22605
ko:K03089	setc:CFSAN001921_22610
ko:K01999	setc:CFSAN001921_22615
ko:K01999	setc:CFSAN001921_22625
ko:K01997	setc:CFSAN001921_22630
ko:K01998	setc:CFSAN001921_22635
ko:K01995	setc:CFSAN001921_22640
ko:K01996	setc:CFSAN001921_22645
ko:K07341	setc:CFSAN001921_22655
ko:K05813	setc:CFSAN001921_22660
ko:K19697	setc:CFSAN001921_06500
ko:K01169	setc:CFSAN001921_13950
ko:K06140	setc:CFSAN001921_13955
ko:K11932	setc:CFSAN001921_13965
ko:K03387	setc:CFSAN001921_13990
ko:K03805	setc:CFSAN001921_14000
ko:K14287	setc:CFSAN001921_14020
ko:K08317	setc:CFSAN001921_14025
ko:K06200	setc:CFSAN001921_14035
ko:K00216	setc:CFSAN001921_14045
ko:K01252	setc:CFSAN001921_14050
ko:K02363	setc:CFSAN001921_14055
ko:K02361	setc:CFSAN001921_14060
ko:K02016	setc:CFSAN001921_14065
ko:K02015	setc:CFSAN001921_14075
ko:K02015	setc:CFSAN001921_14080
ko:K02013	setc:CFSAN001921_14085
ko:K02364	setc:CFSAN001921_14095
ko:K02362	setc:CFSAN001921_14115
ko:K06048	setc:CFSAN001921_14120
ko:K10679	setc:CFSAN001921_14145
ko:K12686	setc:CFSAN001921_14185
ko:K16053	setc:CFSAN001921_14190
ko:K11732	setc:CFSAN001921_14195
ko:K09982	setc:CFSAN001921_17920
ko:K01338	setc:CFSAN001921_17975
ko:K12957	setc:CFSAN001921_18000
ko:K00098	setc:CFSAN001921_18010
ko:K06157	setc:CFSAN001921_18020
ko:K06146	setc:CFSAN001921_18025
ko:K11720	setc:CFSAN001921_18030
ko:K07091	setc:CFSAN001921_18035
ko:K01255	setc:CFSAN001921_18040
ko:K02339	setc:CFSAN001921_18045
ko:K01873	setc:CFSAN001921_18050
ko:K03828	setc:CFSAN001921_18060
ko:K06169	setc:CFSAN001921_18070
ko:K09893	setc:CFSAN001921_18075
ko:K00611	setc:CFSAN001921_18080
ko:K00926	setc:CFSAN001921_18095
ko:K00611	setc:CFSAN001921_18100
ko:K00609	setc:CFSAN001921_18120
ko:K00610	setc:CFSAN001921_18125
ko:K01531	setc:CFSAN001921_18140
ko:K03485	setc:CFSAN001921_18145
ko:K09798	setc:CFSAN001921_21915
ko:K15633	setc:CFSAN001921_21925
ko:K03071	setc:CFSAN001921_21940
ko:K00057	setc:CFSAN001921_21945
ko:K00640	setc:CFSAN001921_21950
ko:K06145	setc:CFSAN001921_21965
ko:K03216	setc:CFSAN001921_21970
ko:K14348	setc:CFSAN001921_21980
ko:K00427	setc:CFSAN001921_21985
ko:K14762	setc:CFSAN001921_22000
ko:K02562	setc:CFSAN001921_22010
ko:K00009	setc:CFSAN001921_22015
ko:K01042	setc:CFSAN001921_22030
ko:K03833	setc:CFSAN001921_22035
ko:K00138	setc:CFSAN001921_22045
ko:K09955	setc:CFSAN001921_22050
ko:K00880	setc:CFSAN001921_22075
ko:K08092	setc:CFSAN001921_22105
ko:K00835	setc:CFSAN001921_22120
ko:K02529	setc:CFSAN001921_22140
ko:K01805	setc:CFSAN001921_22145
ko:K07357	setc:CFSAN001921_13445
ko:K07160	setc:CFSAN001921_13455
ko:K03305	setc:CFSAN001921_13475
ko:K01669	setc:CFSAN001921_13480
ko:K01546	setc:CFSAN001921_13495
ko:K01547	setc:CFSAN001921_13500
ko:K01548	setc:CFSAN001921_13505
ko:K07646	setc:CFSAN001921_13510
ko:K07667	setc:CFSAN001921_13515
ko:K01581	setc:CFSAN001921_13525
ko:K03645	setc:CFSAN001921_13545
ko:K03839	setc:CFSAN001921_13560
ko:K13794	setc:CFSAN001921_13570
ko:K13796	setc:CFSAN001921_13575
ko:K13795	setc:CFSAN001921_13580
ko:K03288	setc:CFSAN001921_13585
ko:K01886	setc:CFSAN001921_13600
ko:K02802	setc:CFSAN001921_13605
ko:K02803	setc:CFSAN001921_13605
ko:K02804	setc:CFSAN001921_13605
ko:K01443	setc:CFSAN001921_13615
ko:K02565	setc:CFSAN001921_13620
ko:K01953	setc:CFSAN001921_13630
ko:K03184	setc:CFSAN001921_13675
ko:K06168	setc:CFSAN001921_13680
ko:K07042	setc:CFSAN001921_13690
ko:K06189	setc:CFSAN001921_13695
ko:K09861	setc:CFSAN001921_17410
ko:K01733	setc:CFSAN001921_17415
ko:K00872	setc:CFSAN001921_17420
ko:K12524	setc:CFSAN001921_17425
ko:K07773	setc:CFSAN001921_17435
ko:K07347	setc:CFSAN001921_17460
ko:K06143	setc:CFSAN001921_17475
ko:K07641	setc:CFSAN001921_17480
ko:K07663	setc:CFSAN001921_17485
ko:K05805	setc:CFSAN001921_17490
ko:K05804	setc:CFSAN001921_17495
ko:K03720	setc:CFSAN001921_17510
ko:K08309	setc:CFSAN001921_17515
ko:K06211	setc:CFSAN001921_17525
ko:K04485	setc:CFSAN001921_17530
ko:K01079	setc:CFSAN001921_17535
ko:K03800	setc:CFSAN001921_17545
ko:K01839	setc:CFSAN001921_17580
ko:K03424	setc:CFSAN001921_17605
ko:K02837	setc:CFSAN001921_17625
ko:K08723	setc:CFSAN001921_17630
ko:K03789	setc:CFSAN001921_17635
ko:K02344	setc:CFSAN001921_17640
ko:K06871	setc:CFSAN001921_21420
ko:K01753	setc:CFSAN001921_21425
ko:K13629	setc:CFSAN001921_21430
ko:K08154	setc:CFSAN001921_21445
ko:K01652	setc:CFSAN001921_21460
ko:K01653	setc:CFSAN001921_21465
ko:K11534	setc:CFSAN001921_21470
ko:K02429	setc:CFSAN001921_21480
ko:K07675	setc:CFSAN001921_21495
ko:K07783	setc:CFSAN001921_21500
ko:K02773	setc:CFSAN001921_21525
ko:K02774	setc:CFSAN001921_21530
ko:K07726	setc:CFSAN001921_21555
ko:K01223	setc:CFSAN001921_21570
ko:K07507	setc:CFSAN001921_21625
ko:K01531	setc:CFSAN001921_21630
ko:K01512	setc:CFSAN001921_11755
ko:K06969	setc:CFSAN001921_11770
ko:K11940	setc:CFSAN001921_11775
ko:K06929	setc:CFSAN001921_11780
ko:K01734	setc:CFSAN001921_11790
ko:K03658	setc:CFSAN001921_11795
ko:K09911	setc:CFSAN001921_11825
ko:K04770	setc:CFSAN001921_11830
ko:K01716	setc:CFSAN001921_11835
ko:K09857	setc:CFSAN001921_11840
ko:K06192	setc:CFSAN001921_11845
ko:K03808	setc:CFSAN001921_11850
ko:K15738	setc:CFSAN001921_11855
ko:K12297	setc:CFSAN001921_11860
ko:K07140	setc:CFSAN001921_11865
ko:K01256	setc:CFSAN001921_11880
ko:K00147	setc:CFSAN001921_15790
ko:K00931	setc:CFSAN001921_15795
ko:K11929	setc:CFSAN001921_15800
ko:K11926	setc:CFSAN001921_15805
ko:K11750	setc:CFSAN001921_15810
ko:K02839	setc:CFSAN001921_15825
ko:K02346	setc:CFSAN001921_15835
ko:K03271	setc:CFSAN001921_15850
ko:K07347	setc:CFSAN001921_15885
ko:K02864	setc:CFSAN001921_19675
ko:K02863	setc:CFSAN001921_19680
ko:K02867	setc:CFSAN001921_19685
ko:K02601	setc:CFSAN001921_19690
ko:K03073	setc:CFSAN001921_19695
ko:K02358	setc:CFSAN001921_19700
ko:K03524	setc:CFSAN001921_19730
ko:K00075	setc:CFSAN001921_19735
ko:K01776	setc:CFSAN001921_19765
ko:K16092	setc:CFSAN001921_19770
ko:K00322	setc:CFSAN001921_19790
ko:K04761	setc:CFSAN001921_19795
ko:K01755	setc:CFSAN001921_19800
ko:K00930	setc:CFSAN001921_19805
ko:K00145	setc:CFSAN001921_19810
ko:K01438	setc:CFSAN001921_19815
ko:K01595	setc:CFSAN001921_19820
ko:K11202	setc:CFSAN001921_19835
ko:K04069	setc:CFSAN001921_19840
ko:K00656	setc:CFSAN001921_19845
ko:K11202	setc:CFSAN001921_19850
ko:K11203	setc:CFSAN001921_19855
ko:K08483	setc:CFSAN001921_19860
ko:K11189	setc:CFSAN001921_19860
ko:K11201	setc:CFSAN001921_19860
ko:K00005	setc:CFSAN001921_19870
ko:K09974	setc:CFSAN001921_19875
ko:K03782	setc:CFSAN001921_19880
ko:K00297	setc:CFSAN001921_19885
ko:K12525	setc:CFSAN001921_19910
ko:K03581	setc:CFSAN001921_23905
ko:K01720	setc:CFSAN001921_15195
ko:K02688	setc:CFSAN001921_15210
ko:K03329	setc:CFSAN001921_15220
ko:K00426	setc:CFSAN001921_15240
ko:K00425	setc:CFSAN001921_15245
ko:K07345	setc:CFSAN001921_15340
ko:K07347	setc:CFSAN001921_15350
ko:K01704	setc:CFSAN001921_15385
ko:K01703	setc:CFSAN001921_15390
ko:K03788	setc:CFSAN001921_19170
ko:K00832	setc:CFSAN001921_19175
ko:K01775	setc:CFSAN001921_19180
ko:K05539	setc:CFSAN001921_19200
ko:K09823	setc:CFSAN001921_19210
ko:K03327	setc:CFSAN001921_19225
ko:K01356	setc:CFSAN001921_19230
ko:K00901	setc:CFSAN001921_19235
ko:K00631	setc:CFSAN001921_19240
ko:K03179	setc:CFSAN001921_19245
ko:K03181	setc:CFSAN001921_19250
ko:K05775	setc:CFSAN001921_19255
ko:K02024	setc:CFSAN001921_19260
ko:K10111	setc:CFSAN001921_19265
ko:K10108	setc:CFSAN001921_19270
ko:K10109	setc:CFSAN001921_19275
ko:K10110	setc:CFSAN001921_19280
ko:K13256	setc:CFSAN001921_19285
ko:K01810	setc:CFSAN001921_19310
ko:K00928	setc:CFSAN001921_19315
ko:K07070	setc:CFSAN001921_23165
ko:K03775	setc:CFSAN001921_23170
ko:K03745	setc:CFSAN001921_23175
ko:K07235	setc:CFSAN001921_23190
ko:K07236	setc:CFSAN001921_23195
ko:K07237	setc:CFSAN001921_23200
ko:K02950	setc:CFSAN001921_23205
ko:K02992	setc:CFSAN001921_23210
ko:K02355	setc:CFSAN001921_23215
ko:K02358	setc:CFSAN001921_23220
ko:K02192	setc:CFSAN001921_23225
ko:K03594	setc:CFSAN001921_23230
ko:K02946	setc:CFSAN001921_23240
ko:K02906	setc:CFSAN001921_23245
ko:K02926	setc:CFSAN001921_23250
ko:K02892	setc:CFSAN001921_23255
ko:K02886	setc:CFSAN001921_23260
ko:K02965	setc:CFSAN001921_23265
ko:K02890	setc:CFSAN001921_23270
ko:K02982	setc:CFSAN001921_23275
ko:K02878	setc:CFSAN001921_23280
ko:K02904	setc:CFSAN001921_23285
ko:K02961	setc:CFSAN001921_23290
ko:K02874	setc:CFSAN001921_23295
ko:K02895	setc:CFSAN001921_23300
ko:K02931	setc:CFSAN001921_23305
ko:K02954	setc:CFSAN001921_23310
ko:K02994	setc:CFSAN001921_23315
ko:K02933	setc:CFSAN001921_23320
ko:K02881	setc:CFSAN001921_23325
ko:K02988	setc:CFSAN001921_23330
ko:K02907	setc:CFSAN001921_23335
ko:K02876	setc:CFSAN001921_23340
ko:K03076	setc:CFSAN001921_23345
ko:K02952	setc:CFSAN001921_23350
ko:K02948	setc:CFSAN001921_23355
ko:K02986	setc:CFSAN001921_23360
ko:K03040	setc:CFSAN001921_23365
ko:K02879	setc:CFSAN001921_23370
ko:K03282	setc:CFSAN001921_23385
ko:K03500	setc:CFSAN001921_23395
ko:K00604	setc:CFSAN001921_23400
ko:K01462	setc:CFSAN001921_23405
ko:K04096	setc:CFSAN001921_23410
ko:K07479	setc:CFSAN001921_23420
ko:K09914	setc:CFSAN001921_14705
ko:K10805	setc:CFSAN001921_14710
ko:K03320	setc:CFSAN001921_14715
ko:K04752	setc:CFSAN001921_14720
ko:K05800	setc:CFSAN001921_14735
ko:K01738	setc:CFSAN001921_14740
ko:K11938	setc:CFSAN001921_14745
ko:K06920	setc:CFSAN001921_14755
ko:K12500	setc:CFSAN001921_14760
ko:K02237	setc:CFSAN001921_14765
ko:K03770	setc:CFSAN001921_14770
ko:K03530	setc:CFSAN001921_14775
ko:K01338	setc:CFSAN001921_14780
ko:K03544	setc:CFSAN001921_14785
ko:K01358	setc:CFSAN001921_14790
ko:K03545	setc:CFSAN001921_14795
ko:K05527	setc:CFSAN001921_14800
ko:K07286	setc:CFSAN001921_14805
ko:K08218	setc:CFSAN001921_14810
ko:K02297	setc:CFSAN001921_14815
ko:K02298	setc:CFSAN001921_14820
ko:K02299	setc:CFSAN001921_14825
ko:K02300	setc:CFSAN001921_14830
ko:K09767	setc:CFSAN001921_14855
ko:K00077	setc:CFSAN001921_14860
ko:K03152	setc:CFSAN001921_14865
ko:K05306	setc:CFSAN001921_14870
ko:K03430	setc:CFSAN001921_14875
ko:K11081	setc:CFSAN001921_14890
ko:K11084	setc:CFSAN001921_14895
ko:K11083	setc:CFSAN001921_14900
ko:K11082	setc:CFSAN001921_14905
ko:K03151	setc:CFSAN001921_14910
ko:K03602	setc:CFSAN001921_14915
ko:K00795	setc:CFSAN001921_14920
ko:K01662	setc:CFSAN001921_14925
ko:K01095	setc:CFSAN001921_14935
ko:K00946	setc:CFSAN001921_14940
ko:K03625	setc:CFSAN001921_14945
ko:K13288	setc:CFSAN001921_18665
ko:K06949	setc:CFSAN001921_18670
ko:K01613	setc:CFSAN001921_18675
ko:K04568	setc:CFSAN001921_18695
ko:K00246	setc:CFSAN001921_18710
ko:K03098	setc:CFSAN001921_18720
ko:K16348	setc:CFSAN001921_18735
ko:K16347	setc:CFSAN001921_18740
ko:K02356	setc:CFSAN001921_18745
ko:K04077	setc:CFSAN001921_18765
ko:K04078	setc:CFSAN001921_18770
ko:K16263	setc:CFSAN001921_18775
ko:K07113	setc:CFSAN001921_18780
ko:K01744	setc:CFSAN001921_18785
ko:K07791	setc:CFSAN001921_18790
ko:K03926	setc:CFSAN001921_18795
ko:K04084	setc:CFSAN001921_18800
ko:K09474	setc:CFSAN001921_18825
ko:K07306	setc:CFSAN001921_18885
ko:K07701	setc:CFSAN001921_18890
ko:K07703	setc:CFSAN001921_18895
ko:K01676	setc:CFSAN001921_18905
ko:K01126	setc:CFSAN001921_22680
ko:K09936	setc:CFSAN001921_22700
ko:K06911	setc:CFSAN001921_22730
ko:K06145	setc:CFSAN001921_22735
ko:K06156	setc:CFSAN001921_22745
ko:K00133	setc:CFSAN001921_22750
ko:K00975	setc:CFSAN001921_22765
ko:K00703	setc:CFSAN001921_22770
ko:K00688	setc:CFSAN001921_22775
ko:K01687	setc:CFSAN001921_22790
ko:K00005	setc:CFSAN001921_22800
ko:K02040	setc:CFSAN001921_22805
ko:K00111	setc:CFSAN001921_22815
ko:K02439	setc:CFSAN001921_22820
ko:K02444	setc:CFSAN001921_22830
ko:K14414	setc:CFSAN001921_22835
ko:K14415	setc:CFSAN001921_22850
ko:K03556	setc:CFSAN001921_22870
ko:K00688	setc:CFSAN001921_22875
ko:K00705	setc:CFSAN001921_22880
ko:K06155	setc:CFSAN001921_22885
ko:K07400	setc:CFSAN001921_22890
ko:K02170	setc:CFSAN001921_22900
ko:K07490	setc:CFSAN001921_22910
ko:K07644	setc:CFSAN001921_14230
ko:K08088	setc:CFSAN001921_14280
ko:K07688	setc:CFSAN001921_14285
ko:K07348	setc:CFSAN001921_14290
ko:K07350	setc:CFSAN001921_14295
ko:K07347	setc:CFSAN001921_14300
ko:K07351	setc:CFSAN001921_14310
ko:K07345	setc:CFSAN001921_14315
ko:K01491	setc:CFSAN001921_14320
ko:K07038	setc:CFSAN001921_14330
ko:K01883	setc:CFSAN001921_14345
ko:K03269	setc:CFSAN001921_14355
ko:K01588	setc:CFSAN001921_14360
ko:K01589	setc:CFSAN001921_14365
ko:K00926	setc:CFSAN001921_14370
ko:K02083	setc:CFSAN001921_14395
ko:K14977	setc:CFSAN001921_14400
ko:K00865	setc:CFSAN001921_14405
ko:K10975	setc:CFSAN001921_14420
ko:K01608	setc:CFSAN001921_14440
ko:K10973	setc:CFSAN001921_14445
ko:K01483	setc:CFSAN001921_14450
ko:K01042	setc:CFSAN001921_18185
ko:K01465	setc:CFSAN001921_18190
ko:K15536	setc:CFSAN001921_18220
ko:K03592	setc:CFSAN001921_18225
ko:K09889	setc:CFSAN001921_18230
ko:K06605	setc:CFSAN001921_18235
ko:K06606	setc:CFSAN001921_18240
ko:K03336	setc:CFSAN001921_18255
ko:K06606	setc:CFSAN001921_18270
ko:K01201	setc:CFSAN001921_18275
ko:K03335	setc:CFSAN001921_18285
ko:K00140	setc:CFSAN001921_18295
ko:K03820	setc:CFSAN001921_13700
ko:K10001	setc:CFSAN001921_13705
ko:K10003	setc:CFSAN001921_13710
ko:K10002	setc:CFSAN001921_13715
ko:K10004	setc:CFSAN001921_13720
ko:K04045	setc:CFSAN001921_13735
ko:K16850	setc:CFSAN001921_13780
ko:K16849	setc:CFSAN001921_13785
ko:K01869	setc:CFSAN001921_13790
ko:K03643	setc:CFSAN001921_13795
ko:K02340	setc:CFSAN001921_13800
ko:K00969	setc:CFSAN001921_13805
ko:K09710	setc:CFSAN001921_13825
ko:K00783	setc:CFSAN001921_13830
ko:K05515	setc:CFSAN001921_13835
ko:K05837	setc:CFSAN001921_13840
ko:K03642	setc:CFSAN001921_13845
ko:K09158	setc:CFSAN001921_13855
ko:K03801	setc:CFSAN001921_13860
ko:K03644	setc:CFSAN001921_13870
ko:K03425	setc:CFSAN001921_13875
ko:K06199	setc:CFSAN001921_13885
ko:K03704	setc:CFSAN001921_13890
ko:K12973	setc:CFSAN001921_13895
ko:K07702	setc:CFSAN001921_13905
ko:K07700	setc:CFSAN001921_13910
ko:K01910	setc:CFSAN001921_13915
ko:K01646	setc:CFSAN001921_13920
ko:K01644	setc:CFSAN001921_13925
ko:K01643	setc:CFSAN001921_13930
ko:K05964	setc:CFSAN001921_13935
ko:K13255	setc:CFSAN001921_17675
ko:K02317	setc:CFSAN001921_17705
ko:K09803	setc:CFSAN001921_17785
ko:K01153	setc:CFSAN001921_17795
ko:K03427	setc:CFSAN001921_17800
ko:K01154	setc:CFSAN001921_17805
ko:K01305	setc:CFSAN001921_17865
ko:K01779	setc:CFSAN001921_17875
ko:K01867	setc:CFSAN001921_17885
ko:K01811	setc:CFSAN001921_21700
ko:K16345	setc:CFSAN001921_21710
ko:K03312	setc:CFSAN001921_21715
ko:K03655	setc:CFSAN001921_21725
ko:K00556	setc:CFSAN001921_21730
ko:K03060	setc:CFSAN001921_21740
ko:K00942	setc:CFSAN001921_21745
ko:K01972	setc:CFSAN001921_21750
ko:K00989	setc:CFSAN001921_21775
ko:K00762	setc:CFSAN001921_21780
ko:K05501	setc:CFSAN001921_21785
ko:K13038	setc:CFSAN001921_21795
ko:K03630	setc:CFSAN001921_21800
ko:K02902	setc:CFSAN001921_21805
ko:K02913	setc:CFSAN001921_21810
ko:K00954	setc:CFSAN001921_21820
ko:K02527	setc:CFSAN001921_21825
ko:K02844	setc:CFSAN001921_21835
ko:K02848	setc:CFSAN001921_21840
ko:K02840	setc:CFSAN001921_21850
ko:K02850	setc:CFSAN001921_21865
ko:K02847	setc:CFSAN001921_21880
ko:K02841	setc:CFSAN001921_21885
ko:K03274	setc:CFSAN001921_21895
ko:K00060	setc:CFSAN001921_21905
ko:K03337	setc:CFSAN001921_18300
ko:K02558	setc:CFSAN001921_18330
ko:K03841	setc:CFSAN001921_18335
ko:K09800	setc:CFSAN001921_18360
ko:K07278	setc:CFSAN001921_18365
ko:K07109	setc:CFSAN001921_18385
ko:K01878	setc:CFSAN001921_22170
ko:K01879	setc:CFSAN001921_22175
ko:K03704	setc:CFSAN001921_22200
ko:K07726	setc:CFSAN001921_22205
ko:K03826	setc:CFSAN001921_22230
ko:K01246	setc:CFSAN001921_22235
ko:K07347	setc:CFSAN001921_22255
ko:K12975	setc:CFSAN001921_22270
ko:K12368	setc:CFSAN001921_22295
ko:K12369	setc:CFSAN001921_22300
ko:K12370	setc:CFSAN001921_22305
ko:K00694	setc:CFSAN001921_22355
ko:K11103	setc:CFSAN001921_22380
ko:K00874	setc:CFSAN001921_22390
ko:K07290	setc:CFSAN001921_22400
ko:K07058	setc:CFSAN001921_22410
ko:K00763	setc:CFSAN001921_12180
ko:K03310	setc:CFSAN001921_12185
ko:K01751	setc:CFSAN001921_12190
ko:K01893	setc:CFSAN001921_12205
ko:K11890	setc:CFSAN001921_15975
ko:K11891	setc:CFSAN001921_15980
ko:K11892	setc:CFSAN001921_15995
ko:K11893	setc:CFSAN001921_16000
ko:K11906	setc:CFSAN001921_16005
ko:K11903	setc:CFSAN001921_16010
ko:K11903	setc:CFSAN001921_16025
ko:K11900	setc:CFSAN001921_16030
ko:K11901	setc:CFSAN001921_16035
ko:K11907	setc:CFSAN001921_16040
ko:K11898	setc:CFSAN001921_16050
ko:K11897	setc:CFSAN001921_16055
ko:K11896	setc:CFSAN001921_16060
ko:K11895	setc:CFSAN001921_16065
ko:K11902	setc:CFSAN001921_16070
ko:K08307	setc:CFSAN001921_16100
ko:K06222	setc:CFSAN001921_16125
ko:K03273	setc:CFSAN001921_16160
ko:K02071	setc:CFSAN001921_16165
ko:K02072	setc:CFSAN001921_16170
ko:K02073	setc:CFSAN001921_16175
ko:K06080	setc:CFSAN001921_16180
ko:K01881	setc:CFSAN001921_16190
ko:K06079	setc:CFSAN001921_16195
ko:K15034	setc:CFSAN001921_16200
ko:K03764	setc:CFSAN001921_19920
ko:K02909	setc:CFSAN001921_19935
ko:K04066	setc:CFSAN001921_19940
ko:K03591	setc:CFSAN001921_19950
ko:K01419	setc:CFSAN001921_19955
ko:K03667	setc:CFSAN001921_19960
ko:K02548	setc:CFSAN001921_19965
ko:K02553	setc:CFSAN001921_19970
ko:K09892	setc:CFSAN001921_19975
ko:K02440	setc:CFSAN001921_19985
ko:K00864	setc:CFSAN001921_19990
ko:K00528	setc:CFSAN001921_20000
ko:K01803	setc:CFSAN001921_20015
ko:K01783	setc:CFSAN001921_20020
ko:K08321	setc:CFSAN001921_20030
ko:K10555	setc:CFSAN001921_20035
ko:K10557	setc:CFSAN001921_20040
ko:K10556	setc:CFSAN001921_20045
ko:K10558	setc:CFSAN001921_20050
ko:K11531	setc:CFSAN001921_20055
ko:K11216	setc:CFSAN001921_20060
