ko:K01699	lmod:LMON_1146
ko:K05568	lmod:LMON_2393
ko:K05569	lmod:LMON_2394
ko:K05570	lmod:LMON_2395
ko:K05571	lmod:LMON_2396
ko:K09775	lmod:LMON_2398
ko:K03885	lmod:LMON_2401
ko:K00657	lmod:LMON_2411
ko:K07090	lmod:LMON_2415
ko:K01838	lmod:LMON_2850
ko:K02769	lmod:LMON_0435
ko:K02769	lmod:LMON_0408
ko:K02769	lmod:LMON_2210
ko:K07145	lmod:LMON_0484
ko:K09022	lmod:LMON_0846
ko:K18104	lmod:LMON_2767
ko:K08221	lmod:LMON_1472
ko:K02770	lmod:LMON_2209
ko:K01271	lmod:LMON_1645
ko:K08316	lmod:LMON_2123
ko:K01101	lmod:LMON_2412
ko:K02770	lmod:LMON_0409
ko:K02770	lmod:LMON_0436
ko:K22597	lmod:LMON_2859
ko:K02794	lmod:LMON_0023
ko:K02794	lmod:LMON_0787
ko:K22597	lmod:LMON_2757
ko:K00008	lmod:LMON_2687
ko:K00008	lmod:LMON_0506
ko:K00008	lmod:LMON_2686
ko:K18231	lmod:LMON_0926
ko:K05352	lmod:LMON_1097
ko:K16960	lmod:LMON_2358
ko:K09017	lmod:LMON_2032
ko:K22579	lmod:LMON_0419
ko:K02025	lmod:LMON_1797
ko:K01006	lmod:LMON_1935
ko:K17472	lmod:LMON_1581
ko:K02538	lmod:LMON_0433
ko:K03483	lmod:LMON_2675
ko:K01297	lmod:LMON_1706
ko:K03742	lmod:LMON_1459
ko:K15780	lmod:LMON_0217
ko:K03328	lmod:LMON_0213
ko:K04749	lmod:LMON_0898
ko:K18672	lmod:LMON_2194
ko:K18673	lmod:LMON_2787
ko:K18682	lmod:LMON_1462
ko:K18692	lmod:LMON_1513
ko:K03790	lmod:LMON_2862
ko:K07171	lmod:LMON_0893
ko:K18892	lmod:LMON_2774
ko:K18891	lmod:LMON_2773
ko:K18821	lmod:LMON_2581
ko:K18967	lmod:LMON_2250
ko:K00662	lmod:LMON_1775
ko:K03111	lmod:LMON_2536
ko:K03502	lmod:LMON_2699
ko:K03111	lmod:LMON_0046
ko:K03169	lmod:LMON_2778
ko:K03497	lmod:LMON_2810
ko:K03496	lmod:LMON_2811
ko:K03497	lmod:LMON_2814
ko:K08151	lmod:LMON_0841
ko:K06148	lmod:LMON_1124
ko:K00020	lmod:LMON_1014
ko:K19005	lmod:LMON_0933
ko:K04028	lmod:LMON_1177
ko:K00634	lmod:LMON_1432
ko:K07483	lmod:LMON_0664
ko:K07029	lmod:LMON_1820
ko:K03526	lmod:LMON_1504
ko:K13052	lmod:LMON_0215
ko:K07483	lmod:LMON_0834
ko:K18979	lmod:LMON_0941
ko:K07816	lmod:LMON_0806
ko:K19002	lmod:LMON_2570
ko:K09681	lmod:LMON_1801
ko:K02777	lmod:LMON_1027
ko:K00354	lmod:LMON_2482
ko:K00354	lmod:LMON_2483
ko:K03339	lmod:LMON_2571
ko:K00798	lmod:LMON_1202
ko:K05881	lmod:LMON_0358
ko:K05881	lmod:LMON_2720
ko:K01710	lmod:LMON_1093
ko:K00571	lmod:LMON_1649
ko:K09951	lmod:LMON_2613
ko:K19137	lmod:LMON_2612
ko:K16644	lmod:LMON_0202
ko:K01447	lmod:LMON_1292
ko:K19225	lmod:LMON_1400
ko:K19285	lmod:LMON_0943
ko:K03722	lmod:LMON_1967
ko:K01990	lmod:LMON_0760
ko:K01992	lmod:LMON_0931
ko:K01992	lmod:LMON_1705
ko:K19351	lmod:LMON_0201
ko:K01990	lmod:LMON_0930
ko:K01990	lmod:LMON_1704
ko:K19411	lmod:LMON_0230
ko:K19302	lmod:LMON_2088
ko:K19267	lmod:LMON_0444
ko:K04771	lmod:LMON_0294
ko:K19405	lmod:LMON_0231
ko:K19302	lmod:LMON_1691
ko:K03574	lmod:LMON_1736
ko:K19509	lmod:LMON_2071
ko:K19508	lmod:LMON_2072
ko:K19507	lmod:LMON_2073
ko:K19504	lmod:LMON_2070
ko:K06881	lmod:LMON_1642
ko:K19510	lmod:LMON_2069
ko:K19504	lmod:LMON_0036
ko:K00887	lmod:LMON_1527
ko:K02796	lmod:LMON_0025
ko:K02796	lmod:LMON_0097
ko:K02796	lmod:LMON_0785
ko:K19689	lmod:LMON_1778
ko:K19689	lmod:LMON_1671
ko:K01258	lmod:LMON_1438
ko:K00547	lmod:LMON_1745
ko:K00297	lmod:LMON_1745
ko:K02538	lmod:LMON_2212
ko:K00285	lmod:LMON_1978
ko:K21636	lmod:LMON_0277
ko:K19976	lmod:LMON_1916
ko:K20074	lmod:LMON_1889
ko:K12132	lmod:LMON_1888
ko:K02314	lmod:LMON_0055
ko:K06919	lmod:LMON_1266
ko:K04068	lmod:LMON_0278
ko:K03553	lmod:LMON_1461
ko:K20265	lmod:LMON_2375
ko:K07313	lmod:LMON_0659
ko:K02316	lmod:LMON_1518
ko:K06217	lmod:LMON_1530
ko:K01493	lmod:LMON_1547
ko:K13730	lmod:LMON_0441
ko:K09935	lmod:LMON_0905
ko:K03546	lmod:LMON_1713
ko:K20265	lmod:LMON_0038
ko:K20265	lmod:LMON_0455
ko:K20201	lmod:LMON_2554
ko:K00525	lmod:LMON_2231
ko:K20534	lmod:LMON_0939
ko:K18889	lmod:LMON_1719
ko:K18890	lmod:LMON_1718
ko:K20534	lmod:LMON_2565
ko:K22103	lmod:LMON_2181
ko:K20885	lmod:LMON_0867
ko:K01208	lmod:LMON_2200
ko:K21030	lmod:LMON_1096
ko:K21029	lmod:LMON_1059
ko:K08968	lmod:LMON_1662
ko:K21064	lmod:LMON_2338
ko:K00821	lmod:LMON_1655
ko:K00435	lmod:LMON_2187
ko:K01520	lmod:LMON_1758
ko:K00857	lmod:LMON_2559
ko:K00287	lmod:LMON_1942
ko:K00560	lmod:LMON_1943
ko:K21298	lmod:LMON_1793
ko:K02335	lmod:LMON_1631
ko:K21285	lmod:LMON_1098
ko:K13731	lmod:LMON_2573
ko:K13731	lmod:LMON_0442
ko:K00980	lmod:LMON_1099
ko:K00526	lmod:LMON_2230
ko:K21252	lmod:LMON_1769
ko:K01658	lmod:LMON_2771
ko:K22044	lmod:LMON_1022
ko:K21481	lmod:LMON_2289
ko:K21465	lmod:LMON_1501
ko:K21467	lmod:LMON_0448
ko:K21471	lmod:LMON_2516
ko:K21471	lmod:LMON_2517
ko:K18704	lmod:LMON_1095
ko:K21567	lmod:LMON_2402
ko:K21567	lmod:LMON_2031
ko:K21600	lmod:LMON_1922
ko:K21560	lmod:LMON_0198
ko:K18704	lmod:LMON_1087
ko:K00680	lmod:LMON_2362
ko:K21993	lmod:LMON_0919
ko:K22043	lmod:LMON_2505
ko:K00936	lmod:LMON_1166
ko:K21960	lmod:LMON_2364
ko:K03547	lmod:LMON_2298
ko:K03595	lmod:LMON_1525
ko:K01537	lmod:LMON_0843
ko:K22251	lmod:LMON_0351
ko:K22278	lmod:LMON_0423
ko:K17758	lmod:LMON_1690
ko:K02257	lmod:LMON_2127
ko:K05592	lmod:LMON_1305
ko:K13566	lmod:LMON_0284
ko:K22441	lmod:LMON_0820
