ko:K01212	bsy:I653_16755
ko:K16789	bsy:I653_14875
ko:K07192	bsy:I653_14890
ko:K03499	bsy:I653_14930
ko:K03498	bsy:I653_14935
ko:K06153	bsy:I653_14960
ko:K01813	bsy:I653_14975
ko:K03534	bsy:I653_14980
ko:K00848	bsy:I653_14985
ko:K03406	bsy:I653_15005
ko:K06910	bsy:I653_19080
ko:K01258	bsy:I653_19105
ko:K00019	bsy:I653_19135
ko:K01029	bsy:I653_19140
ko:K01028	bsy:I653_19145
ko:K00563	bsy:I653_19155
ko:K16323	bsy:I653_19160
ko:K03781	bsy:I653_19175
ko:K03300	bsy:I653_19180
ko:K03488	bsy:I653_19190
ko:K06902	bsy:I653_19200
ko:K01223	bsy:I653_19240
ko:K02755	bsy:I653_19245
ko:K02756	bsy:I653_19245
ko:K02757	bsy:I653_19245
ko:K03574	bsy:I653_19320
ko:K09683	bsy:I653_19335
ko:K01745	bsy:I653_19340
ko:K01712	bsy:I653_19345
ko:K01468	bsy:I653_19350
ko:K01479	bsy:I653_19355
ko:K10112	bsy:I653_19050
ko:K01749	bsy:I653_13425
ko:K02497	bsy:I653_13430
ko:K02492	bsy:I653_13435
ko:K03978	bsy:I653_13445
ko:K01338	bsy:I653_13450
ko:K04076	bsy:I653_13455
ko:K03544	bsy:I653_13460
ko:K03545	bsy:I653_13465
ko:K01704	bsy:I653_13475
ko:K01703	bsy:I653_13480
ko:K00052	bsy:I653_13485
ko:K01649	bsy:I653_13490
ko:K00053	bsy:I653_13495
ko:K01653	bsy:I653_13500
ko:K01652	bsy:I653_13505
ko:K01809	bsy:I653_17470
ko:K07282	bsy:I653_17515
ko:K02529	bsy:I653_17530
ko:K00852	bsy:I653_17535
ko:K06726	bsy:I653_17540
ko:K10441	bsy:I653_17545
ko:K10440	bsy:I653_17550
ko:K10439	bsy:I653_17555
ko:K01575	bsy:I653_17575
ko:K01652	bsy:I653_17580
ko:K03893	bsy:I653_17590
ko:K06325	bsy:I653_17600
ko:K06330	bsy:I653_17605
ko:K07240	bsy:I653_17635
ko:K07240	bsy:I653_17640
ko:K05982	bsy:I653_17645
ko:K00012	bsy:I653_17680
ko:K01104	bsy:I653_17685
ko:K03723	bsy:I653_00275
ko:K04769	bsy:I653_00280
ko:K02499	bsy:I653_00290
ko:K07571	bsy:I653_00315
ko:K06382	bsy:I653_00320
ko:K07114	bsy:I653_00325
ko:K04075	bsy:I653_00335
ko:K00760	bsy:I653_00340
ko:K03798	bsy:I653_00345
ko:K03525	bsy:I653_00350
ko:K04083	bsy:I653_00355
ko:K01738	bsy:I653_00365
ko:K01665	bsy:I653_00370
ko:K02619	bsy:I653_00380
ko:K00796	bsy:I653_00385
ko:K01633	bsy:I653_00390
ko:K00950	bsy:I653_00395
ko:K04567	bsy:I653_00410
ko:K03708	bsy:I653_00415
ko:K03696	bsy:I653_00430
ko:K00928	bsy:I653_01925
ko:K02015	bsy:I653_01930
ko:K02015	bsy:I653_01935
ko:K02013	bsy:I653_01940
ko:K02016	bsy:I653_01945
ko:K00375	bsy:I653_01975
ko:K07250	bsy:I653_01980
ko:K00135	bsy:I653_01985
ko:K05340	bsy:I653_01995
ko:K14166	bsy:I653_02010
ko:K02799	bsy:I653_02025
ko:K02800	bsy:I653_02025
ko:K02798	bsy:I653_02030
ko:K00009	bsy:I653_02035
ko:K07246	bsy:I653_02040
ko:K03100	bsy:I653_02045
ko:K07160	bsy:I653_02070
ko:K06350	bsy:I653_02090
ko:K03817	bsy:I653_02150
ko:K07217	bsy:I653_06370
ko:K03088	bsy:I653_06420
ko:K03306	bsy:I653_06575
ko:K07220	bsy:I653_06580
ko:K03294	bsy:I653_06585
ko:K15975	bsy:I653_06590
ko:K00286	bsy:I653_06615
ko:K16203	bsy:I653_06620
ko:K16200	bsy:I653_06625
ko:K16201	bsy:I653_06630
ko:K01736	bsy:I653_10835
ko:K00575	bsy:I653_10840
ko:K00940	bsy:I653_10850
ko:K00805	bsy:I653_10855
ko:K03183	bsy:I653_10860
ko:K00805	bsy:I653_10865
ko:K06285	bsy:I653_10870
ko:K01495	bsy:I653_10875
ko:K03530	bsy:I653_10880
ko:K06398	bsy:I653_10885
ko:K00057	bsy:I653_10900
ko:K03977	bsy:I653_10905
ko:K05739	bsy:I653_10915
ko:K01823	bsy:I653_10930
ko:K02945	bsy:I653_10935
ko:K00945	bsy:I653_10940
ko:K06313	bsy:I653_10955
ko:K01449	bsy:I653_10960
ko:K00384	bsy:I653_10970
ko:K00260	bsy:I653_10975
ko:K16511	bsy:I653_10980
ko:K07052	bsy:I653_11000
ko:K03654	bsy:I653_11005
ko:K05337	bsy:I653_11015
ko:K00058	bsy:I653_11030
ko:K03785	bsy:I653_11035
ko:K03088	bsy:I653_11045
ko:K07651	bsy:I653_11050
ko:K07775	bsy:I653_11055
ko:K07399	bsy:I653_11065
ko:K06178	bsy:I653_11075
ko:K06374	bsy:I653_11080
ko:K06373	bsy:I653_11085
ko:K03406	bsy:I653_15010
ko:K03406	bsy:I653_15015
ko:K03406	bsy:I653_15020
ko:K00686	bsy:I653_15025
ko:K06973	bsy:I653_15050
ko:K10716	bsy:I653_15065
ko:K01810	bsy:I653_15080
ko:K09779	bsy:I653_15100
ko:K07570	bsy:I653_15105
ko:K04485	bsy:I653_00435
ko:K07067	bsy:I653_00440
ko:K00991	bsy:I653_00450
ko:K01770	bsy:I653_00455
ko:K09698	bsy:I653_00460
ko:K00640	bsy:I653_00470
ko:K01883	bsy:I653_00475
ko:K11145	bsy:I653_00480
ko:K03218	bsy:I653_00485
ko:K06962	bsy:I653_00490
ko:K03091	bsy:I653_00495
ko:K02913	bsy:I653_00500
ko:K03073	bsy:I653_00505
ko:K02443	bsy:I653_04660
ko:K02440	bsy:I653_04665
ko:K00864	bsy:I653_04670
ko:K00111	bsy:I653_04675
ko:K01835	bsy:I653_04680
ko:K02480	bsy:I653_04685
ko:K13771	bsy:I653_04715
ko:K01077	bsy:I653_04740
ko:K01647	bsy:I653_04755
ko:K03294	bsy:I653_04765
ko:K03308	bsy:I653_04770
ko:K00375	bsy:I653_04780
ko:K03088	bsy:I653_04800
ko:K00655	bsy:I653_04810
ko:K11358	bsy:I653_04825
ko:K06199	bsy:I653_04835
ko:K06199	bsy:I653_04840
ko:K01126	bsy:I653_04845
ko:K16052	bsy:I653_04855
ko:K12410	bsy:I653_04860
ko:K00824	bsy:I653_04870
ko:K03315	bsy:I653_04875
ko:K03116	bsy:I653_09180
ko:K06310	bsy:I653_09205
ko:K06311	bsy:I653_09210
ko:K06312	bsy:I653_09215
ko:K11210	bsy:I653_09250
ko:K01356	bsy:I653_09255
ko:K00615	bsy:I653_09275
ko:K09976	bsy:I653_09285
ko:K06196	bsy:I653_09295
ko:K03413	bsy:I653_09300
ko:K06335	bsy:I653_09315
ko:K06433	bsy:I653_09320
ko:K06432	bsy:I653_09325
ko:K01681	bsy:I653_09330
ko:K06431	bsy:I653_09345
ko:K06434	bsy:I653_09350
ko:K07107	bsy:I653_09355
ko:K08591	bsy:I653_09370
ko:K02622	bsy:I653_09385
ko:K02621	bsy:I653_09390
ko:K03310	bsy:I653_09405
ko:K15924	bsy:I653_09425
ko:K15921	bsy:I653_09430
ko:K00963	bsy:I653_09445
ko:K03829	bsy:I653_13515
ko:K07095	bsy:I653_13525
ko:K02428	bsy:I653_13530
ko:K00989	bsy:I653_13535
ko:K01776	bsy:I653_13545
ko:K01994	bsy:I653_13555
ko:K07107	bsy:I653_13560
ko:K00240	bsy:I653_13565
ko:K00239	bsy:I653_13570
ko:K00241	bsy:I653_13575
ko:K00928	bsy:I653_13590
ko:K03703	bsy:I653_13595
ko:K03671	bsy:I653_13600
ko:K01209	bsy:I653_13605
ko:K03522	bsy:I653_13610
ko:K03521	bsy:I653_13615
ko:K13767	bsy:I653_13620
ko:K13770	bsy:I653_13625
ko:K08989	bsy:I653_13635
ko:K07456	bsy:I653_13640
ko:K02347	bsy:I653_13645
ko:K09888	bsy:I653_13655
ko:K03471	bsy:I653_13660
ko:K01890	bsy:I653_13665
ko:K01889	bsy:I653_13670
ko:K03437	bsy:I653_13680
ko:K06426	bsy:I653_13685
ko:K02647	bsy:I653_13690
ko:K11473	bsy:I653_13700
ko:K01759	bsy:I653_13705
ko:K06200	bsy:I653_13710
ko:K01209	bsy:I653_13715
ko:K00853	bsy:I653_13750
ko:K01804	bsy:I653_13755
ko:K03282	bsy:I653_17760
ko:K02372	bsy:I653_17765
ko:K02392	bsy:I653_17775
ko:K02392	bsy:I653_17780
ko:K03569	bsy:I653_17785
ko:K06283	bsy:I653_17790
ko:K03320	bsy:I653_17830
ko:K04751	bsy:I653_17835
ko:K06386	bsy:I653_17850
ko:K03823	bsy:I653_17855
ko:K06131	bsy:I653_17880
ko:K10907	bsy:I653_15110
ko:K14155	bsy:I653_15130
ko:K07697	bsy:I653_15135
ko:K06347	bsy:I653_15140
ko:K06348	bsy:I653_15145
ko:K11614	bsy:I653_15175
ko:K07335	bsy:I653_15185
ko:K02056	bsy:I653_15190
ko:K02057	bsy:I653_15195
ko:K02057	bsy:I653_15200
ko:K11616	bsy:I653_15205
ko:K05565	bsy:I653_15215
ko:K05566	bsy:I653_15220
ko:K05567	bsy:I653_15225
ko:K05568	bsy:I653_15230
ko:K05569	bsy:I653_15235
ko:K05570	bsy:I653_15240
ko:K05571	bsy:I653_15245
ko:K07691	bsy:I653_15255
ko:K07680	bsy:I653_15260
ko:K02251	bsy:I653_15270
ko:K00756	bsy:I653_19365
ko:K11535	bsy:I653_19370
ko:K01619	bsy:I653_19375
ko:K05346	bsy:I653_19380
ko:K04023	bsy:I653_19390
ko:K01442	bsy:I653_19430
ko:K02016	bsy:I653_19465
ko:K11636	bsy:I653_19475
ko:K11635	bsy:I653_19480
ko:K06606	bsy:I653_19500
ko:K06605	bsy:I653_19505
ko:K00010	bsy:I653_19510
ko:K06610	bsy:I653_19515
ko:K03335	bsy:I653_19520
ko:K03336	bsy:I653_19525
ko:K03338	bsy:I653_19530
ko:K03337	bsy:I653_19535
ko:K00140	bsy:I653_19540
ko:K06608	bsy:I653_19545
ko:K04079	bsy:I653_19570
ko:K07148	bsy:I653_19615
ko:K01428	bsy:I653_17905
ko:K01429	bsy:I653_17910
ko:K01430	bsy:I653_17915
ko:K03639	bsy:I653_17945
ko:K02379	bsy:I653_17950
ko:K07114	bsy:I653_17960
ko:K07114	bsy:I653_17970
ko:K06381	bsy:I653_17975
ko:K00790	bsy:I653_17980
ko:K02114	bsy:I653_18000
ko:K02112	bsy:I653_18005
ko:K02115	bsy:I653_18010
ko:K02111	bsy:I653_18015
ko:K07118	bsy:I653_17895
ko:K01992	bsy:I653_04150
ko:K01992	bsy:I653_04155
ko:K01992	bsy:I653_04575
ko:K01992	bsy:I653_16560
ko:K02520	bsy:I653_13790
ko:K05339	bsy:I653_13800
ko:K05338	bsy:I653_13805
ko:K07704	bsy:I653_13815
ko:K07025	bsy:I653_13820
ko:K01868	bsy:I653_13825
ko:K11144	bsy:I653_13840
ko:K03346	bsy:I653_13845
ko:K07738	bsy:I653_13850
ko:K01611	bsy:I653_13855
ko:K00134	bsy:I653_13860
ko:K00859	bsy:I653_13880
ko:K10563	bsy:I653_13890
ko:K07636	bsy:I653_13900
ko:K07658	bsy:I653_13905
ko:K02601	bsy:I653_00510
ko:K02867	bsy:I653_00515
ko:K02863	bsy:I653_00520
ko:K02864	bsy:I653_00525
ko:K02935	bsy:I653_00530
ko:K00564	bsy:I653_00535
ko:K03043	bsy:I653_00540
ko:K03046	bsy:I653_00545
ko:K07590	bsy:I653_00550
ko:K02950	bsy:I653_00555
ko:K02992	bsy:I653_00560
ko:K02355	bsy:I653_00565
ko:K02358	bsy:I653_00570
ko:K02946	bsy:I653_00580
ko:K02906	bsy:I653_00585
ko:K02926	bsy:I653_00590
ko:K02892	bsy:I653_00595
ko:K02886	bsy:I653_00600
ko:K02965	bsy:I653_00605
ko:K02890	bsy:I653_00610
ko:K02982	bsy:I653_00615
ko:K02878	bsy:I653_00620
ko:K02904	bsy:I653_00625
ko:K02961	bsy:I653_00630
ko:K02874	bsy:I653_00635
ko:K02895	bsy:I653_00640
ko:K02931	bsy:I653_00645
ko:K02954	bsy:I653_00650
ko:K02994	bsy:I653_00655
ko:K02933	bsy:I653_00660
ko:K02881	bsy:I653_00665
ko:K02988	bsy:I653_00670
ko:K02907	bsy:I653_00675
ko:K02876	bsy:I653_00680
ko:K03076	bsy:I653_00685
ko:K00939	bsy:I653_00690
ko:K01265	bsy:I653_00695
ko:K02518	bsy:I653_00705
ko:K02919	bsy:I653_00710
ko:K02952	bsy:I653_00715
ko:K02948	bsy:I653_00720
ko:K03040	bsy:I653_00725
ko:K02879	bsy:I653_00730
ko:K16786	bsy:I653_00735
ko:K16787	bsy:I653_00740
ko:K16785	bsy:I653_00745
ko:K06173	bsy:I653_00750
ko:K02871	bsy:I653_00755
ko:K02996	bsy:I653_00760
ko:K01448	bsy:I653_00775
ko:K03593	bsy:I653_00780
ko:K06294	bsy:I653_00785
ko:K06349	bsy:I653_00790
ko:K03455	bsy:I653_04950
ko:K07228	bsy:I653_04955
ko:K03698	bsy:I653_04995
ko:K07533	bsy:I653_05010
ko:K09682	bsy:I653_05035
ko:K00831	bsy:I653_05055
ko:K02503	bsy:I653_05060
ko:K01599	bsy:I653_05105
ko:K01772	bsy:I653_05110
ko:K00231	bsy:I653_05115
ko:K01421	bsy:I653_05125
ko:K00648	bsy:I653_05130
ko:K11102	bsy:I653_05155
ko:K03800	bsy:I653_05170
ko:K01640	bsy:I653_09470
ko:K02160	bsy:I653_09475
ko:K01961	bsy:I653_09480
ko:K00666	bsy:I653_09485
ko:K07259	bsy:I653_09545
ko:K13955	bsy:I653_09585
ko:K00266	bsy:I653_09590
ko:K00931	bsy:I653_09605
ko:K00286	bsy:I653_09610
ko:K00059	bsy:I653_09620
ko:K11216	bsy:I653_09645
ko:K00058	bsy:I653_09650
ko:K03406	bsy:I653_09685
ko:K01569	bsy:I653_09720
ko:K02887	bsy:I653_13780
ko:K02916	bsy:I653_13785
ko:K17472	bsy:I653_13085
ko:K14231	bsy:I653_t20307
ko:K14231	bsy:I653_t20349
ko:K14231	bsy:I653_t20387
ko:K14220	bsy:I653_t20341
ko:K14220	bsy:I653_t20261
ko:K14220	bsy:I653_t20295
ko:K14233	bsy:I653_t20297
ko:K14237	bsy:I653_t20329
ko:K14219	bsy:I653_t20331
ko:K14228	bsy:I653_t20371
ko:K14237	bsy:I653_t20301
ko:K14237	bsy:I653_t20377
ko:K14237	bsy:I653_t20253
ko:K14236	bsy:I653_t20311
ko:K14236	bsy:I653_t20257
ko:K14223	bsy:I653_t20317
ko:K14223	bsy:I653_t20259
ko:K14223	bsy:I653_t20267
ko:K14229	bsy:I653_t20269
ko:K14229	bsy:I653_t20393
ko:K14229	bsy:I653_t20373
ko:K14228	bsy:I653_t20271
ko:K14228	bsy:I653_t20273
ko:K14228	bsy:I653_t20325
ko:K14232	bsy:I653_t20277
ko:K14232	bsy:I653_t20363
ko:K14230	bsy:I653_t20283
ko:K14230	bsy:I653_t20357
ko:K14221	bsy:I653_t20305
ko:K14221	bsy:I653_t20289
ko:K14221	bsy:I653_t20389
ko:K14221	bsy:I653_t20351
ko:K14235	bsy:I653_t20313
ko:K14226	bsy:I653_t20315
ko:K14226	bsy:I653_t20347
ko:K14225	bsy:I653_t20319
ko:K14225	bsy:I653_t20369
ko:K14225	bsy:I653_t20327
ko:K14225	bsy:I653_t20345
ko:K14222	bsy:I653_t20321
ko:K14219	bsy:I653_t20335
ko:K14219	bsy:I653_t20385
ko:K14223	bsy:I653_t20333
ko:K14233	bsy:I653_t20339
ko:K14230	bsy:I653_t20353
ko:K17686	bsy:I653_16225
ko:K18924	bsy:I653_06705
ko:K14233	bsy:I653_t20263
ko:K01739	bsy:I653_06035
ko:K01227	bsy:I653_17465
ko:K01791	bsy:I653_17370
ko:K01342	bsy:I653_05205
ko:K03292	bsy:I653_09085
ko:K03292	bsy:I653_06280
ko:K17836	bsy:I653_09780
ko:K01843	bsy:I653_10215
ko:K15668	bsy:I653_09510
ko:K06518	bsy:I653_19640
ko:K06518	bsy:I653_18800
ko:K00537	bsy:I653_15845
ko:K17752	bsy:I653_02400
ko:K02027	bsy:I653_03520
ko:K00483	bsy:I653_09690
ko:K11928	bsy:I653_01595
ko:K02026	bsy:I653_03530
ko:K17828	bsy:I653_07995
ko:K07284	bsy:I653_04625
ko:K17838	bsy:I653_01015
ko:K12574	bsy:I653_07460
ko:K12574	bsy:I653_08620
ko:K01190	bsy:I653_03575
ko:K17763	bsy:I653_03625
ko:K17763	bsy:I653_06765
ko:K17763	bsy:I653_10070
ko:K17763	bsy:I653_11900
ko:K17763	bsy:I653_02390
ko:K07284	bsy:I653_17740
ko:K06378	bsy:I653_11220
ko:K17733	bsy:I653_01385
ko:K00661	bsy:I653_20100
ko:K00128	bsy:I653_09995
ko:K00128	bsy:I653_19060
ko:K17758	bsy:I653_19010
ko:K17762	bsy:I653_02395
ko:K17734	bsy:I653_08860
ko:K01187	bsy:I653_15040
ko:K08221	bsy:I653_03725
ko:K00104	bsy:I653_13695
ko:K18104	bsy:I653_02475
ko:K01046	bsy:I653_04170
ko:K00130	bsy:I653_14915
ko:K00008	bsy:I653_03050
ko:K16694	bsy:I653_17335
ko:K00004	bsy:I653_03095
ko:K07222	bsy:I653_12630
ko:K18104	bsy:I653_16955
ko:K01101	bsy:I653_15560
ko:K18115	bsy:I653_10000
ko:K03892	bsy:I653_02615
ko:K05799	bsy:I653_16610
ko:K02809	bsy:I653_18850
ko:K02810	bsy:I653_18850
ko:K03206	bsy:I653_04695
ko:K21471	bsy:I653_16945
ko:K07145	bsy:I653_03610
ko:K21469	bsy:I653_00845
ko:K21472	bsy:I653_15585
ko:K03719	bsy:I653_02170
ko:K00632	bsy:I653_15855
ko:K21466	bsy:I653_07185
ko:K02809	bsy:I653_00850
ko:K02810	bsy:I653_00850
ko:K02809	bsy:I653_18655
ko:K02810	bsy:I653_18655
ko:K01838	bsy:I653_16815
ko:K00634	bsy:I653_11555
ko:K01046	bsy:I653_01330
ko:K16697	bsy:I653_17330
ko:K18197	bsy:I653_03560
ko:K06880	bsy:I653_01125
ko:K18231	bsy:I653_02820
ko:K15973	bsy:I653_06840
ko:K07658	bsy:I653_02655
ko:K16169	bsy:I653_15635
ko:K06888	bsy:I653_20050
ko:K00077	bsy:I653_07410
ko:K06284	bsy:I653_07435
ko:K19242	bsy:I653_19085
ko:K03091	bsy:I653_12525
ko:K06439	bsy:I653_04405
ko:K00375	bsy:I653_04775
ko:K02598	bsy:I653_18660
ko:K03488	bsy:I653_18855
ko:K19546	bsy:I653_18515
ko:K11691	bsy:I653_02270
ko:K19449	bsy:I653_11825
ko:K19429	bsy:I653_16640
ko:K19430	bsy:I653_16635
ko:K06366	bsy:I653_12565
ko:K06595	bsy:I653_05250
ko:K19420	bsy:I653_16700
ko:K22579	bsy:I653_17125
ko:K01487	bsy:I653_06745
ko:K03742	bsy:I653_08685
ko:K16236	bsy:I653_19360
ko:K01200	bsy:I653_14330
ko:K00681	bsy:I653_17625
ko:K00681	bsy:I653_09575
ko:K08693	bsy:I653_03925
ko:K15640	bsy:I653_05230
ko:K09388	bsy:I653_18435
ko:K04749	bsy:I653_02410
ko:K06384	bsy:I653_11255
ko:K06380	bsy:I653_13375
ko:K09809	bsy:I653_17425
ko:K03332	bsy:I653_12825
ko:K18653	bsy:I653_05335
ko:K18652	bsy:I653_05325
ko:K12555	bsy:I653_05100
ko:K18654	bsy:I653_05330
ko:K18770	bsy:I653_15160
ko:K18672	bsy:I653_00890
ko:K18704	bsy:I653_17460
ko:K18707	bsy:I653_12235
ko:K18692	bsy:I653_12085
ko:K18929	bsy:I653_16540
ko:K01971	bsy:I653_06870
ko:K18928	bsy:I653_16545
ko:K18925	bsy:I653_06710
ko:K18907	bsy:I653_02665
ko:K06147	bsy:I653_04120
ko:K09692	bsy:I653_17400
ko:K07171	bsy:I653_02385
ko:K18967	bsy:I653_04590
ko:K03790	bsy:I653_09635
ko:K06147	bsy:I653_04115
ko:K03111	bsy:I653_20125
ko:K03497	bsy:I653_20160
ko:K03496	bsy:I653_20165
ko:K05593	bsy:I653_12715
ko:K03111	bsy:I653_17725
ko:K04565	bsy:I653_10040
ko:K03169	bsy:I653_02175
ko:K02538	bsy:I653_06120
ko:K08191	bsy:I653_06305
ko:K19005	bsy:I653_03655
ko:K06437	bsy:I653_07315
ko:K03526	bsy:I653_12050
ko:K19005	bsy:I653_03870
ko:K18979	bsy:I653_04485
ko:K13052	bsy:I653_00310
ko:K06309	bsy:I653_03885
ko:K05352	bsy:I653_17450
ko:K07816	bsy:I653_18885
ko:K03741	bsy:I653_20055
ko:K11641	bsy:I653_01350
ko:K06289	bsy:I653_15980
ko:K03429	bsy:I653_10420
ko:K06353	bsy:I653_01910
ko:K11624	bsy:I653_02700
ko:K06609	bsy:I653_09120
ko:K06609	bsy:I653_03090
ko:K06415	bsy:I653_04735
ko:K19242	bsy:I653_04750
ko:K02483	bsy:I653_01895
ko:K06356	bsy:I653_19800
ko:K00148	bsy:I653_19765
ko:K07097	bsy:I653_09455
ko:K02032	bsy:I653_06660
ko:K06893	bsy:I653_03470
ko:K02777	bsy:I653_10595
ko:K06331	bsy:I653_14830
ko:K00354	bsy:I653_11410
ko:K06355	bsy:I653_18340
ko:K02253	bsy:I653_15265
ko:K01447	bsy:I653_12385
ko:K19220	bsy:I653_10045
ko:K00798	bsy:I653_16035
ko:K06308	bsy:I653_03895
ko:K06345	bsy:I653_13255
ko:K11615	bsy:I653_15180
ko:K19223	bsy:I653_04710
ko:K19224	bsy:I653_04745
ko:K07149	bsy:I653_01805
ko:K01897	bsy:I653_05240
ko:K11194	bsy:I653_12845
ko:K01710	bsy:I653_18560
ko:K01447	bsy:I653_06560
ko:K06365	bsy:I653_19795
ko:K06288	bsy:I653_15975
ko:K01447	bsy:I653_06355
ko:K06291	bsy:I653_17475
ko:K00456	bsy:I653_14955
ko:K19225	bsy:I653_11955
ko:K01785	bsy:I653_09550
ko:K19426	bsy:I653_16660
ko:K19433	bsy:I653_11840
ko:K00020	bsy:I653_07175
ko:K19285	bsy:I653_18690
ko:K19286	bsy:I653_01960
ko:K19424	bsy:I653_16675
ko:K06884	bsy:I653_02245
ko:K03722	bsy:I653_10545
ko:K03722	bsy:I653_10680
ko:K02771	bsy:I653_12830
ko:K01585	bsy:I653_07520
ko:K02100	bsy:I653_16500
ko:K01567	bsy:I653_04000
ko:K02031	bsy:I653_05765
ko:K01992	bsy:I653_02300
ko:K15667	bsy:I653_09515
ko:K00839	bsy:I653_15685
ko:K19422	bsy:I653_16685
ko:K19421	bsy:I653_16690
ko:K04771	bsy:I653_15940
ko:K04771	bsy:I653_06610
ko:K15664	bsy:I653_09540
ko:K01400	bsy:I653_07555
ko:K19302	bsy:I653_17840
ko:K19405	bsy:I653_00425
ko:K07149	bsy:I653_20030
ko:K19411	bsy:I653_00420
ko:K19302	bsy:I653_00915
ko:K00525	bsy:I653_08925
ko:K19432	bsy:I653_18750
ko:K00903	bsy:I653_16695
ko:K19419	bsy:I653_16670
ko:K19423	bsy:I653_16680
ko:K19425	bsy:I653_16665
ko:K03574	bsy:I653_14675
ko:K19428	bsy:I653_16645
ko:K19431	bsy:I653_16630
ko:K15665	bsy:I653_09535
ko:K19418	bsy:I653_16650
ko:K18567	bsy:I653_02915
ko:K19550	bsy:I653_18485
ko:K02032	bsy:I653_05770
ko:K06881	bsy:I653_13985
ko:K11625	bsy:I653_02705
ko:K00887	bsy:I653_12170
ko:K21755	bsy:I653_01825
ko:K06440	bsy:I653_12780
ko:K19552	bsy:I653_18495
ko:K19549	bsy:I653_18490
ko:K19548	bsy:I653_18505
ko:K19547	bsy:I653_18510
ko:K08164	bsy:I653_00950
ko:K19707	bsy:I653_16570
ko:K19701	bsy:I653_16460
ko:K19701	bsy:I653_18880
ko:K01258	bsy:I653_11460
ko:K00547	bsy:I653_05570
ko:K00297	bsy:I653_05570
ko:K07119	bsy:I653_03755
ko:K19802	bsy:I653_06650
ko:K19955	bsy:I653_15090
ko:K01342	bsy:I653_16335
ko:K19955	bsy:I653_15085
ko:K05770	bsy:I653_14835
ko:K18889	bsy:I653_04890
ko:K20074	bsy:I653_08105
ko:K18907	bsy:I653_05505
ko:K12132	bsy:I653_08110
ko:K20201	bsy:I653_18065
ko:K20116	bsy:I653_07140
ko:K20117	bsy:I653_07140
ko:K20118	bsy:I653_07140
ko:K02763	bsy:I653_01140
ko:K02764	bsy:I653_01140
ko:K02765	bsy:I653_01140
ko:K21613	bsy:I653_19400
ko:K11196	bsy:I653_12835
ko:K20389	bsy:I653_03450
ko:K01612	bsy:I653_01835
ko:K20534	bsy:I653_06600
ko:K08884	bsy:I653_00330
ko:K08884	bsy:I653_00985
ko:K02483	bsy:I653_16900
ko:K18890	bsy:I653_04895
ko:K20534	bsy:I653_04310
ko:K21759	bsy:I653_01840
ko:K20628	bsy:I653_09695
ko:K22103	bsy:I653_17720
ko:K01179	bsy:I653_09410
ko:K20742	bsy:I653_06655
ko:K07258	bsy:I653_11090
ko:K22106	bsy:I653_12895
ko:K01271	bsy:I653_07120
ko:K01208	bsy:I653_16850
ko:K21029	bsy:I653_07325
ko:K20895	bsy:I653_07900
ko:K03148	bsy:I653_05945
ko:K21030	bsy:I653_17445
ko:K21064	bsy:I653_17500
ko:K21023	bsy:I653_06880
ko:K08968	bsy:I653_14185
ko:K00821	bsy:I653_05695
ko:K21064	bsy:I653_02065
ko:K00435	bsy:I653_18480
ko:K00526	bsy:I653_08930
ko:K02314	bsy:I653_19870
ko:K02316	bsy:I653_12120
ko:K06217	bsy:I653_12190
ko:K01493	bsy:I653_12315
ko:K03553	bsy:I653_08690
ko:K01174	bsy:I653_09115
ko:K01520	bsy:I653_09135
ko:K00560	bsy:I653_09145
ko:K00857	bsy:I653_18130
ko:K03546	bsy:I653_05385
ko:K10747	bsy:I653_09810
ko:K00287	bsy:I653_10355
ko:K00560	bsy:I653_10360
ko:K07474	bsy:I653_06425
ko:K06909	bsy:I653_06430
ko:K21285	bsy:I653_17440
ko:K03328	bsy:I653_00285
ko:K03293	bsy:I653_01000
ko:K03293	bsy:I653_14630
ko:K02483	bsy:I653_12440
ko:K02335	bsy:I653_13895
ko:K05375	bsy:I653_15390
ko:K21416	bsy:I653_04045
ko:K21417	bsy:I653_04050
ko:K06607	bsy:I653_19550
ko:K13281	bsy:I653_18205
ko:K21405	bsy:I653_04065
ko:K21464	bsy:I653_18385
ko:K21481	bsy:I653_05095
ko:K03892	bsy:I653_20070
ko:K21465	bsy:I653_12020
ko:K21467	bsy:I653_02115
ko:K21468	bsy:I653_12970
ko:K21567	bsy:I653_01620
ko:K21487	bsy:I653_09835
ko:K21493	bsy:I653_19295
ko:K21601	bsy:I653_02015
ko:K21600	bsy:I653_16235
ko:K21567	bsy:I653_15470
ko:K21488	bsy:I653_09830
ko:K21743	bsy:I653_17885
ko:K21745	bsy:I653_12805
ko:K21592	bsy:I653_17455
ko:K11923	bsy:I653_04820
ko:K21701	bsy:I653_00830
ko:K21802	bsy:I653_03700
ko:K21902	bsy:I653_03720
ko:K21935	bsy:I653_10220
ko:K06299	bsy:I653_15310
ko:K21959	bsy:I653_15905
ko:K19302	bsy:I653_10185
ko:K21959	bsy:I653_09580
ko:K18244	bsy:I653_11585
ko:K00680	bsy:I653_14055
ko:K22043	bsy:I653_09890
ko:K21960	bsy:I653_14060
ko:K21993	bsy:I653_12915
ko:K01463	bsy:I653_10715
ko:K00754	bsy:I653_10710
ko:K22135	bsy:I653_10075
ko:K22136	bsy:I653_07775
