ko:K01212	baz:BAMTA208_20470
ko:K01439	baz:BAMTA208_14740
ko:K06183	baz:BAMTA208_14765
ko:K05020	baz:BAMTA208_14780
ko:K07114	baz:BAMTA208_18605
ko:K07114	baz:BAMTA208_18610
ko:K02116	baz:BAMTA208_18680
ko:K08234	baz:BAMTA208_18755
ko:K00027	baz:BAMTA208_18770
ko:K02446	baz:BAMTA208_18795
ko:K00616	baz:BAMTA208_18805
ko:K02424	baz:BAMTA208_01625
ko:K14232	baz:BAMTA208_t20789
ko:K10041	baz:BAMTA208_13460
ko:K07104	baz:BAMTA208_03815
ko:K00652	baz:BAMTA208_07895
ko:K07258	baz:BAMTA208_00045
ko:K09685	baz:BAMTA208_00240
ko:K01081	baz:BAMTA208_04285
ko:K02443	baz:BAMTA208_04325
ko:K01835	baz:BAMTA208_04345
ko:K03713	baz:BAMTA208_08400
ko:K03647	baz:BAMTA208_08450
ko:K00639	baz:BAMTA208_08640
ko:K01262	baz:BAMTA208_12580
ko:K01466	baz:BAMTA208_16400
ko:K09684	baz:BAMTA208_16405
ko:K04488	baz:BAMTA208_16530
ko:K01479	baz:BAMTA208_19895
ko:K01619	baz:BAMTA208_19915
ko:K00547	baz:BAMTA208_01130
ko:K15976	baz:BAMTA208_01175
ko:K01113	baz:BAMTA208_01215
ko:K01182	baz:BAMTA208_01295
ko:K15629	baz:BAMTA208_05145
ko:K06889	baz:BAMTA208_05185
ko:K03783	baz:BAMTA208_05210
ko:K07258	baz:BAMTA208_05220
ko:K03768	baz:BAMTA208_05290
ko:K09763	baz:BAMTA208_05345
ko:K00851	baz:BAMTA208_17335
ko:K03299	baz:BAMTA208_17340
ko:K03929	baz:BAMTA208_17465
ko:K00819	baz:BAMTA208_20280
ko:K02823	baz:BAMTA208_09390
ko:K02824	baz:BAMTA208_09415
ko:K08724	baz:BAMTA208_09570
ko:K03307	baz:BAMTA208_03110
ko:K02433	baz:BAMTA208_03120
ko:K14338	baz:BAMTA208_03280
ko:K03294	baz:BAMTA208_03325
ko:K03307	baz:BAMTA208_07355
ko:K01760	baz:BAMTA208_11625
ko:K03406	baz:BAMTA208_15500
ko:K03406	baz:BAMTA208_15505
ko:K03406	baz:BAMTA208_15510
ko:K03406	baz:BAMTA208_15515
ko:K01759	baz:BAMTA208_19440
ko:K06196	baz:BAMTA208_08120
ko:K02033	baz:BAMTA208_11910
ko:K02035	baz:BAMTA208_11915
ko:K04763	baz:BAMTA208_12030
ko:K03711	baz:BAMTA208_12040
ko:K00027	baz:BAMTA208_12060
ko:K01424	baz:BAMTA208_12075
ko:K01515	baz:BAMTA208_12090
ko:K06889	baz:BAMTA208_12110
ko:K07017	baz:BAMTA208_15905
ko:K01784	baz:BAMTA208_19675
ko:K01258	baz:BAMTA208_19680
ko:K03488	baz:BAMTA208_19745
ko:K06902	baz:BAMTA208_19750
ko:K00564	baz:BAMTA208_00535
ko:K00939	baz:BAMTA208_00690
ko:K03593	baz:BAMTA208_00775
ko:K03698	baz:BAMTA208_04660
ko:K07533	baz:BAMTA208_04670
ko:K00626	baz:BAMTA208_04850
ko:K02414	baz:BAMTA208_09010
ko:K13300	baz:BAMTA208_12925
ko:K10009	baz:BAMTA208_01620
ko:K10039	baz:BAMTA208_13465
ko:K07094	baz:BAMTA208_03080
ko:K07304	baz:BAMTA208_07140
ko:K07305	baz:BAMTA208_07145
ko:K01759	baz:BAMTA208_07280
ko:K14221	baz:BAMTA208_t20717
ko:K14221	baz:BAMTA208_t20777
ko:K14221	baz:BAMTA208_t20729
ko:K14221	baz:BAMTA208_t20811
ko:K03784	baz:BAMTA208_07315
ko:K07192	baz:BAMTA208_15115
ko:K03499	baz:BAMTA208_15155
ko:K00294	baz:BAMTA208_19125
ko:K03488	baz:BAMTA208_19255
ko:K01489	baz:BAMTA208_12980
ko:K02238	baz:BAMTA208_13120
ko:K01569	baz:BAMTA208_16835
ko:K03316	baz:BAMTA208_16940
ko:K00380	baz:BAMTA208_16950
ko:K07213	baz:BAMTA208_16990
ko:K00059	baz:BAMTA208_17060
ko:K03386	baz:BAMTA208_20115
ko:K01048	baz:BAMTA208_14945
ko:K02051	baz:BAMTA208_14990
ko:K02049	baz:BAMTA208_14995
ko:K02786	baz:BAMTA208_11100
ko:K02050	baz:BAMTA208_15000
ko:K02549	baz:BAMTA208_15065
ko:K08680	baz:BAMTA208_15080
ko:K02552	baz:BAMTA208_15090
ko:K03048	baz:BAMTA208_18830
ko:K06147	baz:BAMTA208_18855
ko:K00374	baz:BAMTA208_18865
ko:K01480	baz:BAMTA208_18935
ko:K03294	baz:BAMTA208_18975
ko:K10947	baz:BAMTA208_19005
ko:K00625	baz:BAMTA208_19060
ko:K05595	baz:BAMTA208_17190
ko:K01784	baz:BAMTA208_17245
ko:K03518	baz:BAMTA208_20160
ko:K01092	baz:BAMTA208_00805
ko:K01560	baz:BAMTA208_00980
ko:K05937	baz:BAMTA208_04890
ko:K03307	baz:BAMTA208_04915
ko:K07120	baz:BAMTA208_04950
ko:K09787	baz:BAMTA208_09165
ko:K00059	baz:BAMTA208_09190
ko:K07030	baz:BAMTA208_09225
ko:K00949	baz:BAMTA208_09245
ko:K01176	baz:BAMTA208_09330
ko:K06948	baz:BAMTA208_13170
ko:K03976	baz:BAMTA208_13310
ko:K14338	baz:BAMTA208_13325
ko:K01243	baz:BAMTA208_13380
ko:K09167	baz:BAMTA208_02220
ko:K08981	baz:BAMTA208_02225
ko:K07315	baz:BAMTA208_02275
ko:K03090	baz:BAMTA208_02290
ko:K03095	baz:BAMTA208_02310
ko:K08969	baz:BAMTA208_10345
ko:K00567	baz:BAMTA208_10370
ko:K00027	baz:BAMTA208_14365
ko:K00059	baz:BAMTA208_14410
ko:K06286	baz:BAMTA208_14505
ko:K01104	baz:BAMTA208_18365
ko:K06346	baz:BAMTA208_20660
ko:K00088	baz:BAMTA208_00040
ko:K07586	baz:BAMTA208_03995
ko:K11085	baz:BAMTA208_04000
ko:K09825	baz:BAMTA208_04020
ko:K02035	baz:BAMTA208_04065
ko:K02033	baz:BAMTA208_04070
ko:K09976	baz:BAMTA208_08130
ko:K13953	baz:BAMTA208_08285
ko:K01181	baz:BAMTA208_08330
ko:K00854	baz:BAMTA208_08335
ko:K01181	baz:BAMTA208_08365
ko:K00867	baz:BAMTA208_12170
ko:K00784	baz:BAMTA208_12225
ko:K00033	baz:BAMTA208_12240
ko:K01966	baz:BAMTA208_12270
ko:K00929	baz:BAMTA208_12340
ko:K00626	baz:BAMTA208_12390
ko:K04763	baz:BAMTA208_16280
ko:K13628	baz:BAMTA208_16285
ko:K03317	baz:BAMTA208_16295
ko:K02755	baz:BAMTA208_19825
ko:K02756	baz:BAMTA208_19825
ko:K02757	baz:BAMTA208_19825
ko:K02499	baz:BAMTA208_00295
ko:K07114	baz:BAMTA208_00330
ko:K02619	baz:BAMTA208_00385
ko:K09815	baz:BAMTA208_01310
ko:K00016	baz:BAMTA208_01405
ko:K01916	baz:BAMTA208_01440
ko:K00294	baz:BAMTA208_01475
ko:K00121	baz:BAMTA208_01520
ko:K08093	baz:BAMTA208_01555
ko:K00058	baz:BAMTA208_05420
ko:K05337	baz:BAMTA208_05435
ko:K07052	baz:BAMTA208_05450
ko:K06313	baz:BAMTA208_05500
ko:K01823	baz:BAMTA208_05525
ko:K00805	baz:BAMTA208_05585
ko:K00805	baz:BAMTA208_05595
ko:K00575	baz:BAMTA208_05605
ko:K07177	baz:BAMTA208_09625
ko:K02862	baz:BAMTA208_09690
ko:K02274	baz:BAMTA208_09705
ko:K01958	baz:BAMTA208_09725
ko:K01092	baz:BAMTA208_09805
ko:K07105	baz:BAMTA208_13680
ko:K01226	baz:BAMTA208_03540
ko:K03486	baz:BAMTA208_03545
ko:K01104	baz:BAMTA208_03600
ko:K00058	baz:BAMTA208_07670
ko:K00059	baz:BAMTA208_07695
ko:K00666	baz:BAMTA208_07840
ko:K03153	baz:BAMTA208_11765
ko:K03455	baz:BAMTA208_11780
ko:K07816	baz:BAMTA208_11800
ko:K15582	baz:BAMTA208_11880
ko:K07570	baz:BAMTA208_15600
ko:K05565	baz:BAMTA208_15705
ko:K05568	baz:BAMTA208_15720
ko:K05570	baz:BAMTA208_15730
ko:K01222	baz:BAMTA208_19505
ko:K03491	baz:BAMTA208_19525
ko:K03708	baz:BAMTA208_00420
ko:K07067	baz:BAMTA208_00445
ko:K09698	baz:BAMTA208_00465
ko:K01077	baz:BAMTA208_04395
ko:K03294	baz:BAMTA208_04425
ko:K03455	baz:BAMTA208_04615
ko:K00059	baz:BAMTA208_08700
ko:K06994	baz:BAMTA208_08715
ko:K03177	baz:BAMTA208_08810
ko:K09764	baz:BAMTA208_08820
ko:K13280	baz:BAMTA208_12660
ko:K02249	baz:BAMTA208_12680
ko:K02246	baz:BAMTA208_12695
ko:K02245	baz:BAMTA208_12700
ko:K02244	baz:BAMTA208_12705
ko:K02243	baz:BAMTA208_12710
ko:K00845	baz:BAMTA208_12770
ko:K01934	baz:BAMTA208_12790
ko:K02076	baz:BAMTA208_12880
ko:K07770	baz:BAMTA208_16700
ko:K01679	baz:BAMTA208_16720
ko:K11618	baz:BAMTA208_16745
ko:K11617	baz:BAMTA208_16750
ko:K00010	baz:BAMTA208_20000
ko:K06610	baz:BAMTA208_20005
ko:K01719	baz:BAMTA208_13810
ko:K04076	baz:BAMTA208_13845
ko:K09762	baz:BAMTA208_17625
ko:K06023	baz:BAMTA208_17735
ko:K02564	baz:BAMTA208_17745
ko:K07652	baz:BAMTA208_20345
ko:K07668	baz:BAMTA208_20350
ko:K04518	baz:BAMTA208_13685
ko:K07584	baz:BAMTA208_13710
ko:K06402	baz:BAMTA208_13720
ko:K02236	baz:BAMTA208_13770
ko:K02004	baz:BAMTA208_01725
ko:K04517	baz:BAMTA208_05660
ko:K03886	baz:BAMTA208_05685
ko:K01569	baz:BAMTA208_05710
ko:K00974	baz:BAMTA208_05745
ko:K02086	baz:BAMTA208_05795
ko:K03700	baz:BAMTA208_05815
ko:K06877	baz:BAMTA208_05860
ko:K03499	baz:BAMTA208_09895
ko:K00882	baz:BAMTA208_09955
ko:K03436	baz:BAMTA208_09960
ko:K02004	baz:BAMTA208_09965
ko:K02005	baz:BAMTA208_09975
ko:K03635	baz:BAMTA208_09995
ko:K05822	baz:BAMTA208_10055
ko:K02428	baz:BAMTA208_13930
ko:K00241	baz:BAMTA208_13975
ko:K01209	baz:BAMTA208_14000
ko:K03471	baz:BAMTA208_14065
ko:K02242	baz:BAMTA208_17950
ko:K02241	baz:BAMTA208_17955
ko:K02240	baz:BAMTA208_17960
ko:K07692	baz:BAMTA208_17970
ko:K15986	baz:BAMTA208_20455
ko:K10716	baz:BAMTA208_15565
ko:K00657	baz:BAMTA208_02610
ko:K03492	baz:BAMTA208_02680
ko:K01409	baz:BAMTA208_02755
ko:K07052	baz:BAMTA208_02790
ko:K03647	baz:BAMTA208_06800
ko:K03469	baz:BAMTA208_06995
ko:K03469	baz:BAMTA208_07005
ko:K01719	baz:BAMTA208_11025
ko:K02530	baz:BAMTA208_11090
ko:K01220	baz:BAMTA208_11095
ko:K16043	baz:BAMTA208_05090
ko:K16044	baz:BAMTA208_17000
ko:K00571	baz:BAMTA208_14440
ko:K14219	baz:BAMTA208_t20753
ko:K14237	baz:BAMTA208_t20755
ko:K14227	baz:BAMTA208_t20679
ko:K14227	baz:BAMTA208_t20769
ko:K14218	baz:BAMTA208_t20681
ko:K14218	baz:BAMTA208_t20787
ko:K14233	baz:BAMTA208_t20677
ko:K14233	baz:BAMTA208_t20781
ko:K14230	baz:BAMTA208_t20683
ko:K14230	baz:BAMTA208_t20785
ko:K14237	baz:BAMTA208_t20689
ko:K14237	baz:BAMTA208_t20725
ko:K14237	baz:BAMTA208_t20803
ko:K14235	baz:BAMTA208_t20737
ko:K14229	baz:BAMTA208_t20705
ko:K14229	baz:BAMTA208_t20815
ko:K14229	baz:BAMTA208_t20799
ko:K14228	baz:BAMTA208_t20747
ko:K14228	baz:BAMTA208_t20793
ko:K14219	baz:BAMTA208_t20711
ko:K14219	baz:BAMTA208_t20791
ko:K16052	baz:BAMTA208_04500
ko:K14230	baz:BAMTA208_t20783
ko:K14231	baz:BAMTA208_t20731
ko:K14231	baz:BAMTA208_t20775
ko:K14231	baz:BAMTA208_t20809
ko:K14226	baz:BAMTA208_t20739
ko:K14226	baz:BAMTA208_t20773
ko:K14222	baz:BAMTA208_t20745
ko:K14219	baz:BAMTA208_t20761
ko:K14219	baz:BAMTA208_t20759
ko:K14228	baz:BAMTA208_t20797
ko:K14218	baz:BAMTA208_t20805
ko:K18682	baz:BAMTA208_08660
ko:K10010	baz:BAMTA208_01615
ko:K10040	baz:BAMTA208_13470
ko:K16188	baz:BAMTA208_14940
ko:K15313	baz:BAMTA208_08570
ko:K16248	baz:BAMTA208_02830
ko:K00008	baz:BAMTA208_02825
ko:K16247	baz:BAMTA208_02820
ko:K06352	baz:BAMTA208_10940
ko:K06353	baz:BAMTA208_01750
ko:K00483	baz:BAMTA208_01065
ko:K06355	baz:BAMTA208_18930
ko:K06291	baz:BAMTA208_18110
ko:K10823	baz:BAMTA208_11870
ko:K10710	baz:BAMTA208_16450
ko:K06360	baz:BAMTA208_18585
ko:K06366	baz:BAMTA208_15205
ko:K11635	baz:BAMTA208_19970
ko:K11633	baz:BAMTA208_19975
ko:K13613	baz:BAMTA208_08555
ko:K16331	baz:BAMTA208_09360
ko:K07038	baz:BAMTA208_03965
ko:K16593	baz:BAMTA208_07910
ko:K16216	baz:BAMTA208_15825
ko:K16509	baz:BAMTA208_11855
ko:K02197	baz:BAMTA208_06350
ko:K16511	baz:BAMTA208_05475
ko:K01739	baz:BAMTA208_11630
ko:K01977	baz:BAMTA208_r20833
ko:K01977	baz:BAMTA208_r20831
ko:K01977	baz:BAMTA208_r20835
ko:K01977	baz:BAMTA208_r20837
ko:K01977	baz:BAMTA208_r20839
ko:K01977	baz:BAMTA208_r20829
ko:K05846	baz:BAMTA208_17150
ko:K05847	baz:BAMTA208_17155
ko:K02480	baz:BAMTA208_04350
ko:K01223	baz:BAMTA208_01535
ko:K06437	baz:BAMTA208_10020
ko:K07698	baz:BAMTA208_09905
ko:K06362	baz:BAMTA208_18430
ko:K11620	baz:BAMTA208_16765
ko:K03339	baz:BAMTA208_19985
ko:K13955	baz:BAMTA208_07735
ko:K16167	baz:BAMTA208_06960
ko:K16168	baz:BAMTA208_06965
ko:K00104	baz:BAMTA208_14095
ko:K15583	baz:BAMTA208_11875
ko:K16511	baz:BAMTA208_11845
ko:K01906	baz:BAMTA208_07885
ko:K06324	baz:BAMTA208_02905
ko:K10708	baz:BAMTA208_16470
ko:K01223	baz:BAMTA208_19580
ko:K11636	baz:BAMTA208_19965
ko:K11634	baz:BAMTA208_19980
ko:K16323	baz:BAMTA208_19710
ko:K16169	baz:BAMTA208_06935
ko:K11735	baz:BAMTA208_02910
ko:K06288	baz:BAMTA208_16730
ko:K06290	baz:BAMTA208_16740
ko:K02253	baz:BAMTA208_15760
ko:K06372	baz:BAMTA208_12645
ko:K06359	baz:BAMTA208_10945
ko:K11440	baz:BAMTA208_15135
ko:K06322	baz:BAMTA208_07210
ko:K06361	baz:BAMTA208_01745
ko:K06364	baz:BAMTA208_18925
ko:K11621	baz:BAMTA208_16760
ko:K13274	baz:BAMTA208_05055
ko:K01342	baz:BAMTA208_04835
ko:K06429	baz:BAMTA208_06990
ko:K02251	baz:BAMTA208_15765
ko:K06414	baz:BAMTA208_09240
ko:K11737	baz:BAMTA208_20130
ko:K13533	baz:BAMTA208_10375
ko:K06321	baz:BAMTA208_07205
ko:K06340	baz:BAMTA208_11710
ko:K06368	baz:BAMTA208_01285
ko:K06319	baz:BAMTA208_07200
ko:K06293	baz:BAMTA208_18120
ko:K06369	baz:BAMTA208_08310
ko:K06323	baz:BAMTA208_07215
ko:K06376	baz:BAMTA208_10320
ko:K06388	baz:BAMTA208_10720
ko:K03794	baz:BAMTA208_09340
ko:K15328	baz:BAMTA208_08600
ko:K06440	baz:BAMTA208_02555
ko:K02491	baz:BAMTA208_10150
ko:K06341	baz:BAMTA208_11715
ko:K08174	baz:BAMTA208_00795
ko:K13615	baz:BAMTA208_08545
ko:K13612	baz:BAMTA208_08560
ko:K13611	baz:BAMTA208_08565
ko:K15924	baz:BAMTA208_07965
ko:K06343	baz:BAMTA208_11725
ko:K05518	baz:BAMTA208_02295
ko:K06329	baz:BAMTA208_20445
ko:K11626	baz:BAMTA208_01135
ko:K06335	baz:BAMTA208_08100
ko:K13532	baz:BAMTA208_10315
ko:K06344	baz:BAMTA208_11730
ko:K15921	baz:BAMTA208_07955
ko:K16301	baz:BAMTA208_19380
ko:K16263	baz:BAMTA208_03045
ko:K16202	baz:BAMTA208_10655
ko:K16201	baz:BAMTA208_10660
ko:K16200	baz:BAMTA208_10665
ko:K16203	baz:BAMTA208_10670
ko:K09022	baz:BAMTA208_00245
ko:K07045	baz:BAMTA208_04095
ko:K05340	baz:BAMTA208_01825
ko:K16264	baz:BAMTA208_02435
ko:K03321	baz:BAMTA208_00815
ko:K01223	baz:BAMTA208_19820
ko:K03483	baz:BAMTA208_01940
ko:K00034	baz:BAMTA208_01830
ko:K05519	baz:BAMTA208_11955
ko:K16698	baz:BAMTA208_18000
ko:K06389	baz:BAMTA208_10725
ko:K06419	baz:BAMTA208_04560
ko:K06418	baz:BAMTA208_14485
ko:K13277	baz:BAMTA208_19450
ko:K13276	baz:BAMTA208_09515
ko:K16786	baz:BAMTA208_00730
ko:K00090	baz:BAMTA208_17605
ko:K17234	baz:BAMTA208_14125
ko:K16787	baz:BAMTA208_00735
ko:K06439	baz:BAMTA208_02535
ko:K16785	baz:BAMTA208_00740
ko:K16699	baz:BAMTA208_17995
ko:K05825	baz:BAMTA208_17360
ko:K07257	baz:BAMTA208_19170
ko:K11637	baz:BAMTA208_03435
ko:K10119	baz:BAMTA208_16455
ko:K15337	baz:BAMTA208_08585
ko:K06421	baz:BAMTA208_10410
ko:K06320	baz:BAMTA208_07195
ko:K06297	baz:BAMTA208_01675
ko:K10810	baz:BAMTA208_11770
ko:K09681	baz:BAMTA208_07715
ko:K00980	baz:BAMTA208_18085
ko:K02032	baz:BAMTA208_11920
ko:K02031	baz:BAMTA208_11925
ko:K16789	baz:BAMTA208_15110
ko:K07979	baz:BAMTA208_14905
ko:K04757	baz:BAMTA208_02285
ko:K15555	baz:BAMTA208_04100
ko:K16694	baz:BAMTA208_18025
ko:K16705	baz:BAMTA208_18010
ko:K16706	baz:BAMTA208_18005
ko:K10117	baz:BAMTA208_16465
ko:K08168	baz:BAMTA208_13260
ko:K07250	baz:BAMTA208_01815
ko:K01985	baz:BAMTA208_r20825
ko:K01985	baz:BAMTA208_r20821
ko:K01985	baz:BAMTA208_r20827
ko:K01985	baz:BAMTA208_r20819
ko:K01985	baz:BAMTA208_r20823
ko:K01985	baz:BAMTA208_r20817
ko:K01233	baz:BAMTA208_16520
ko:K15312	baz:BAMTA208_08575
ko:K06336	baz:BAMTA208_12655
ko:K06351	baz:BAMTA208_01900
ko:K06595	baz:BAMTA208_04865
ko:K06113	baz:BAMTA208_14155
ko:K02277	baz:BAMTA208_09695
ko:K07705	baz:BAMTA208_14200
ko:K13052	baz:BAMTA208_00315
ko:K06315	baz:BAMTA208_10185
ko:K13037	baz:BAMTA208_19085
ko:K13281	baz:BAMTA208_18845
ko:K06378	baz:BAMTA208_05225
ko:K06415	baz:BAMTA208_04390
ko:K00634	baz:BAMTA208_12350
ko:K03429	baz:BAMTA208_07035
ko:K06357	baz:BAMTA208_02355
ko:K02303	baz:BAMTA208_09345
ko:K11050	baz:BAMTA208_03155
ko:K02032	baz:BAMTA208_10625
ko:K02068	baz:BAMTA208_11015
ko:K13015	baz:BAMTA208_17255
ko:K07029	baz:BAMTA208_03140
ko:K08194	baz:BAMTA208_01450
ko:K10118	baz:BAMTA208_16460
ko:K10118	baz:BAMTA208_14800
ko:K10119	baz:BAMTA208_14805
ko:K16962	baz:BAMTA208_01700
ko:K00128	baz:BAMTA208_20080
ko:K12263	baz:BAMTA208_17860
ko:K14224	baz:BAMTA208_t20685
ko:K14224	baz:BAMTA208_t20763
ko:K14224	baz:BAMTA208_t20813
ko:K14224	baz:BAMTA208_t20723
ko:K14224	baz:BAMTA208_t20701
ko:K14224	baz:BAMTA208_t20687
ko:K14228	baz:BAMTA208_t20707
ko:K16785	baz:BAMTA208_10510
ko:K16786	baz:BAMTA208_10505
ko:K16787	baz:BAMTA208_10505
ko:K11639	baz:BAMTA208_03455
ko:K15657	baz:BAMTA208_01590
ko:K02768	baz:BAMTA208_13295
ko:K02769	baz:BAMTA208_13295
ko:K02770	baz:BAMTA208_13295
ko:K03417	baz:BAMTA208_12365
ko:K11991	baz:BAMTA208_00090
ko:K16919	baz:BAMTA208_14880
ko:K02809	baz:BAMTA208_19250
ko:K02810	baz:BAMTA208_19250
ko:K00355	baz:BAMTA208_03840
ko:K16918	baz:BAMTA208_14870
ko:K16920	baz:BAMTA208_14875
ko:K16919	baz:BAMTA208_14885
ko:K16919	baz:BAMTA208_14890
ko:K06113	baz:BAMTA208_19870
ko:K00951	baz:BAMTA208_13560
ko:K02803	baz:BAMTA208_03500
ko:K02804	baz:BAMTA208_03500
ko:K16869	baz:BAMTA208_19045
ko:K16925	baz:BAMTA208_10500
ko:K02538	baz:BAMTA208_13300
ko:K16899	baz:BAMTA208_04975
ko:K16898	baz:BAMTA208_04980
ko:K01980	baz:BAMTA208_r20845
ko:K01980	baz:BAMTA208_r20849
ko:K01980	baz:BAMTA208_r20847
ko:K01980	baz:BAMTA208_r20841
ko:K01980	baz:BAMTA208_r20843
ko:K01980	baz:BAMTA208_r20851
ko:K14233	baz:BAMTA208_t20721
ko:K14225	baz:BAMTA208_t20743
ko:K14225	baz:BAMTA208_t20795
ko:K14228	baz:BAMTA208_t20749
ko:K16960	baz:BAMTA208_17025
ko:K16959	baz:BAMTA208_17030
ko:K16958	baz:BAMTA208_17035
ko:K16957	baz:BAMTA208_17040
ko:K16956	baz:BAMTA208_17045
ko:K02101	baz:BAMTA208_14135
ko:K16963	baz:BAMTA208_01705
ko:K15327	baz:BAMTA208_08605
ko:K15468	baz:BAMTA208_08540
ko:K01897	baz:BAMTA208_04820
ko:K17217	baz:BAMTA208_13370
ko:K17103	baz:BAMTA208_01090
ko:K01990	baz:BAMTA208_14755
ko:K01992	baz:BAMTA208_14750
ko:K01990	baz:BAMTA208_15985
ko:K01992	baz:BAMTA208_04645
ko:K03457	baz:BAMTA208_19610
ko:K01218	baz:BAMTA208_19595
ko:K01990	baz:BAMTA208_04225
ko:K01990	baz:BAMTA208_04640
ko:K01990	baz:BAMTA208_04720
ko:K01992	baz:BAMTA208_15990
ko:K01664	baz:BAMTA208_00380
ko:K11638	baz:BAMTA208_03440
ko:K03457	baz:BAMTA208_18465
ko:K00096	baz:BAMTA208_14130
ko:K06430	baz:BAMTA208_05825
ko:K17216	baz:BAMTA208_13375
ko:K00034	baz:BAMTA208_01290
ko:K01897	baz:BAMTA208_14025
ko:K00265	baz:BAMTA208_07720
ko:K06298	baz:BAMTA208_13940
ko:K02484	baz:BAMTA208_20310
ko:K16235	baz:BAMTA208_01125
ko:K06427	baz:BAMTA208_16875
ko:K04091	baz:BAMTA208_04115
ko:K01537	baz:BAMTA208_09320
ko:K17462	baz:BAMTA208_13385
ko:K02029	baz:BAMTA208_12300
ko:K02028	baz:BAMTA208_12295
ko:K01992	baz:BAMTA208_04725
ko:K17235	baz:BAMTA208_14120
ko:K17236	baz:BAMTA208_14115
ko:K03574	baz:BAMTA208_17640
ko:K01585	baz:BAMTA208_09825
ko:K01990	baz:BAMTA208_02160
ko:K01990	baz:BAMTA208_11660
ko:K10112	baz:BAMTA208_16440
ko:K01990	baz:BAMTA208_00995
ko:K01990	baz:BAMTA208_04230
ko:K01990	baz:BAMTA208_16915
ko:K10112	baz:BAMTA208_19650
ko:K17472	baz:BAMTA208_13515
ko:K17686	baz:BAMTA208_16985
ko:K01227	baz:BAMTA208_18100
ko:K03292	baz:BAMTA208_08355
ko:K17836	baz:BAMTA208_11135
ko:K01843	baz:BAMTA208_07265
ko:K06518	baz:BAMTA208_19410
ko:K06518	baz:BAMTA208_00965
ko:K01791	baz:BAMTA208_18055
ko:K11928	baz:BAMTA208_01480
ko:K17752	baz:BAMTA208_02270
ko:K17828	baz:BAMTA208_09385
ko:K18115	baz:BAMTA208_07505
ko:K17763	baz:BAMTA208_03245
ko:K17763	baz:BAMTA208_07425
ko:K17763	baz:BAMTA208_10515
ko:K17763	baz:BAMTA208_12725
ko:K17837	baz:BAMTA208_11670
ko:K17763	baz:BAMTA208_02260
ko:K07284	baz:BAMTA208_03430
ko:K07284	baz:BAMTA208_04290
ko:K17733	baz:BAMTA208_01280
ko:K00128	baz:BAMTA208_07510
ko:K17758	baz:BAMTA208_19615
ko:K17762	baz:BAMTA208_02265
ko:K01187	baz:BAMTA208_15535
ko:K17734	baz:BAMTA208_08520
ko:K00537	baz:BAMTA208_16600
ko:K18104	baz:BAMTA208_17670
ko:K00632	baz:BAMTA208_16610
ko:K08221	baz:BAMTA208_03360
ko:K02809	baz:BAMTA208_00870
ko:K02810	baz:BAMTA208_00870
ko:K00004	baz:BAMTA208_02880
ko:K01101	baz:BAMTA208_16350
ko:K00004	baz:BAMTA208_08315
ko:K03892	baz:BAMTA208_19555
ko:K05799	baz:BAMTA208_17365
ko:K03206	baz:BAMTA208_04360
ko:K21471	baz:BAMTA208_17650
ko:K07145	baz:BAMTA208_03235
ko:K21469	baz:BAMTA208_00865
ko:K21472	baz:BAMTA208_16370
ko:K03719	baz:BAMTA208_01980
ko:K21466	baz:BAMTA208_10155
ko:K01046	baz:BAMTA208_01250
ko:K18231	baz:BAMTA208_02570
ko:K19302	baz:BAMTA208_18500
ko:K19546	baz:BAMTA208_19100
ko:K11691	baz:BAMTA208_02140
ko:K19449	baz:BAMTA208_12650
ko:K19429	baz:BAMTA208_17395
ko:K19430	baz:BAMTA208_17390
ko:K06016	baz:BAMTA208_04260
ko:K06304	baz:BAMTA208_12440
ko:K00004	baz:BAMTA208_00810
ko:K03091	baz:BAMTA208_13245
ko:K01839	baz:BAMTA208_05205
ko:K02575	baz:BAMTA208_01510
ko:K01939	baz:BAMTA208_20365
ko:K06284	baz:BAMTA208_09910
ko:K16169	baz:BAMTA208_05925
ko:K07729	baz:BAMTA208_06245
ko:K03657	baz:BAMTA208_06290
ko:K03469	baz:BAMTA208_06300
ko:K04763	baz:BAMTA208_06440
ko:K15973	baz:BAMTA208_10455
ko:K07462	baz:BAMTA208_06665
ko:K06366	baz:BAMTA208_02055
ko:K19420	baz:BAMTA208_17455
ko:K22579	baz:BAMTA208_17805
ko:K03742	baz:BAMTA208_08675
ko:K16236	baz:BAMTA208_19900
ko:K00681	baz:BAMTA208_07760
ko:K00681	baz:BAMTA208_18285
ko:K01174	baz:BAMTA208_11605
ko:K08693	baz:BAMTA208_03565
ko:K15640	baz:BAMTA208_04845
ko:K09388	baz:BAMTA208_18980
ko:K06384	baz:BAMTA208_12045
ko:K06380	baz:BAMTA208_13765
ko:K04749	baz:BAMTA208_02280
ko:K09809	baz:BAMTA208_18075
ko:K12555	baz:BAMTA208_04750
ko:K15632	baz:BAMTA208_02465
ko:K18770	baz:BAMTA208_15650
ko:K18672	baz:BAMTA208_00910
ko:K18707	baz:BAMTA208_13045
ko:K18692	baz:BAMTA208_12900
ko:K18929	baz:BAMTA208_17350
ko:K01971	baz:BAMTA208_10445
ko:K18928	baz:BAMTA208_17355
ko:K18925	baz:BAMTA208_10595
ko:K18907	baz:BAMTA208_20525
ko:K06147	baz:BAMTA208_03805
