ko:K03602	abk:LX00_05940
ko:K00806	abk:LX00_10860
ko:K02838	abk:LX00_10865
ko:K09903	abk:LX00_10870
ko:K14441	abk:LX00_10875
ko:K07708	abk:LX00_10880
ko:K07712	abk:LX00_10885
ko:K01770	abk:LX00_10905
ko:K00285	abk:LX00_10915
ko:K01679	abk:LX00_10935
ko:K01784	abk:LX00_10940
ko:K07235	abk:LX00_10945
ko:K11179	abk:LX00_10960
ko:K03750	abk:LX00_10980
ko:K03635	abk:LX00_10990
ko:K03639	abk:LX00_11000
ko:K03752	abk:LX00_11010
ko:K00372	abk:LX00_11015
ko:K00362	abk:LX00_11025
ko:K03786	abk:LX00_11050
ko:K02863	abk:LX00_01510
ko:K09823	abk:LX00_00890
ko:K02160	abk:LX00_11055
ko:K01961	abk:LX00_11060
ko:K05820	abk:LX00_11070
ko:K00075	abk:LX00_11105
ko:K01104	abk:LX00_11110
ko:K07107	abk:LX00_11125
ko:K01114	abk:LX00_11130
ko:K02343	abk:LX00_11140
ko:K08167	abk:LX00_11145
ko:K00059	abk:LX00_11165
ko:K00626	abk:LX00_11170
ko:K00616	abk:LX00_11185
ko:K11250	abk:LX00_11190
ko:K05782	abk:LX00_11200
ko:K07507	abk:LX00_11205
ko:K01531	abk:LX00_11210
ko:K07275	abk:LX00_11260
ko:K16088	abk:LX00_11265
ko:K03824	abk:LX00_11270
ko:K16053	abk:LX00_11295
ko:K02014	abk:LX00_11300
ko:K13292	abk:LX00_02395
ko:K07093	abk:LX00_02405
ko:K07093	abk:LX00_02410
ko:K03118	abk:LX00_02415
ko:K03117	abk:LX00_02420
ko:K03116	abk:LX00_02425
ko:K07088	abk:LX00_02430
ko:K02428	abk:LX00_02435
ko:K00641	abk:LX00_02450
ko:K01649	abk:LX00_02455
ko:K16090	abk:LX00_02465
ko:K03545	abk:LX00_02470
ko:K01358	abk:LX00_02475
ko:K03544	abk:LX00_02480
ko:K01676	abk:LX00_02495
ko:K13788	abk:LX00_02500
ko:K00925	abk:LX00_02505
ko:K01690	abk:LX00_02515
ko:K01625	abk:LX00_02520
ko:K03299	abk:LX00_02525
ko:K00851	abk:LX00_02530
ko:K00131	abk:LX00_02535
ko:K00147	abk:LX00_02540
ko:K01207	abk:LX00_02555
ko:K03797	abk:LX00_02560
ko:K00940	abk:LX00_02580
ko:K06941	abk:LX00_02585
ko:K02656	abk:LX00_02590
ko:K01892	abk:LX00_02605
ko:K17713	abk:LX00_02615
ko:K03977	abk:LX00_02620
ko:K06133	abk:LX00_02625
ko:K03071	abk:LX00_02630
ko:K06949	abk:LX00_02645
ko:K13288	abk:LX00_02650
ko:K00208	abk:LX00_02660
ko:K05685	abk:LX00_02670
ko:K13888	abk:LX00_02675
ko:K02340	abk:LX00_02680
ko:K03643	abk:LX00_02685
ko:K01869	abk:LX00_02690
ko:K01652	abk:LX00_02700
ko:K01653	abk:LX00_02705
ko:K00053	abk:LX00_02710
ko:K02837	abk:LX00_02735
ko:K03424	abk:LX00_02750
ko:K01681	abk:LX00_02755
ko:K21645	abk:LX00_08780
ko:K14218	abk:LX00_00260
ko:K14218	abk:LX00_01030
ko:K14218	abk:LX00_16015
ko:K14218	abk:LX00_18675
ko:K14218	abk:LX00_16185
ko:K14218	abk:LX00_03090
ko:K14227	abk:LX00_00255
ko:K14227	abk:LX00_03085
ko:K14227	abk:LX00_01025
ko:K14227	abk:LX00_18680
ko:K14227	abk:LX00_16190
ko:K14227	abk:LX00_16020
ko:K14233	abk:LX00_17450
ko:K14220	abk:LX00_12665
ko:K14220	abk:LX00_13690
ko:K14220	abk:LX00_12660
ko:K18902	abk:LX00_12460
ko:K18893	abk:LX00_07850
ko:K14223	abk:LX00_03875
ko:K14223	abk:LX00_03885
ko:K14223	abk:LX00_03880
ko:K14219	abk:LX00_12490
ko:K18794	abk:LX00_07735
ko:K14219	abk:LX00_16320
ko:K14219	abk:LX00_16345
ko:K14219	abk:LX00_16340
ko:K14237	abk:LX00_15315
ko:K14237	abk:LX00_15340
ko:K14237	abk:LX00_15325
ko:K14159	abk:LX00_05335
ko:K03496	abk:LX00_00790
ko:K14228	abk:LX00_12115
ko:K14228	abk:LX00_12125
ko:K14228	abk:LX00_12135
ko:K14224	abk:LX00_05375
ko:K14224	abk:LX00_17210
ko:K14224	abk:LX00_17215
ko:K14218	abk:LX00_17205
ko:K14228	abk:LX00_15880
ko:K14232	abk:LX00_03265
ko:K14232	abk:LX00_03280
ko:K14219	abk:LX00_03270
ko:K14226	abk:LX00_03275
ko:K14230	abk:LX00_05950
ko:K14229	abk:LX00_02075
ko:K14230	abk:LX00_01755
ko:K14230	abk:LX00_01760
ko:K18824	abk:LX00_17470
ko:K14228	abk:LX00_01750
ko:K14235	abk:LX00_01490
ko:K14237	abk:LX00_13220
ko:K14228	abk:LX00_14380
ko:K14228	abk:LX00_14390
ko:K14222	abk:LX00_14375
ko:K14233	abk:LX00_05405
ko:K14233	abk:LX00_14250
ko:K14230	abk:LX00_04235
ko:K14230	abk:LX00_04280
ko:K14231	abk:LX00_17335
ko:K14231	abk:LX00_17340
ko:K14233	abk:LX00_16350
ko:K14235	abk:LX00_12110
ko:K14235	abk:LX00_12130
ko:K14235	abk:LX00_12120
ko:K14234	abk:LX00_01460
ko:K14234	abk:LX00_17675
ko:K14230	abk:LX00_07625
ko:K14236	abk:LX00_01465
ko:K14225	abk:LX00_01470
ko:K14225	abk:LX00_00770
ko:K14225	abk:LX00_06045
ko:K14234	abk:LX00_01475
ko:K14225	abk:LX00_00775
ko:K18850	abk:LX00_07880
ko:K18901	abk:LX00_12455
ko:K18903	abk:LX00_12465
ko:K18320	abk:LX00_05615
ko:K03503	abk:LX00_07070
ko:K16243	abk:LX00_05885
ko:K16249	abk:LX00_05890
ko:K01856	abk:LX00_09905
ko:K05599	abk:LX00_08900
ko:K03496	abk:LX00_07935
ko:K03497	abk:LX00_07940
ko:K07467	abk:LX00_09200
ko:K07724	abk:LX00_10460
ko:K03502	abk:LX00_11045
ko:K03646	abk:LX00_13915
ko:K03496	abk:LX00_16875
ko:K04565	abk:LX00_16885
ko:K18320	abk:LX00_17485
ko:K18320	abk:LX00_17535
ko:K04343	abk:LX00_17580
ko:K10673	abk:LX00_17585
ko:K03111	abk:LX00_17780
ko:K03746	abk:LX00_01425
ko:K06596	abk:LX00_15375
ko:K02663	abk:LX00_17135
ko:K02625	abk:LX00_08755
ko:K00335	abk:LX00_03500
ko:K00336	abk:LX00_03505
ko:K18305	abk:LX00_08825
ko:K03761	abk:LX00_14350
ko:K03976	abk:LX00_08300
ko:K00130	abk:LX00_04665
ko:K18552	abk:LX00_17550
ko:K14742	abk:LX00_03190
ko:K03526	abk:LX00_02600
ko:K18979	abk:LX00_07710
ko:K03431	abk:LX00_17475
ko:K18997	abk:LX00_01905
ko:K02664	abk:LX00_17130
ko:K09483	abk:LX00_10085
ko:K19129	abk:LX00_04560
ko:K06992	abk:LX00_03150
ko:K00557	abk:LX00_07800
ko:K19275	abk:LX00_17510
ko:K22444	abk:LX00_04275
ko:K07012	abk:LX00_04575
ko:K19128	abk:LX00_04565
ko:K12979	abk:LX00_01620
ko:K07497	abk:LX00_10465
ko:K01046	abk:LX00_16965
ko:K01066	abk:LX00_04260
ko:K01992	abk:LX00_08455
ko:K01992	abk:LX00_08460
ko:K01992	abk:LX00_14060
ko:K01392	abk:LX00_08130
ko:K00020	abk:LX00_00685
ko:K00529	abk:LX00_04780
ko:K00638	abk:LX00_14450
ko:K19302	abk:LX00_02570
ko:K00526	abk:LX00_03440
ko:K06867	abk:LX00_06495
ko:K04771	abk:LX00_13750
ko:K01096	abk:LX00_14670
ko:K02650	abk:LX00_17070
ko:K07216	abk:LX00_04445
ko:K19611	abk:LX00_04935
ko:K00984	abk:LX00_00825
ko:K19577	abk:LX00_11505
ko:K19577	abk:LX00_18555
ko:K17686	abk:LX00_05905
ko:K00992	abk:LX00_07925
ko:K00799	abk:LX00_07175
ko:K06132	abk:LX00_16055
ko:K03897	abk:LX00_08310
ko:K15777	abk:LX00_05200
ko:K19810	abk:LX00_13240
ko:K01457	abk:LX00_06375
ko:K20034	abk:LX00_09835
ko:K00020	abk:LX00_02830
ko:K22443	abk:LX00_04265
ko:K16066	abk:LX00_13695
ko:K03809	abk:LX00_03930
ko:K00507	abk:LX00_15715
ko:K20455	abk:LX00_00585
ko:K20534	abk:LX00_14070
ko:K01802	abk:LX00_04715
ko:K00220	abk:LX00_12305
ko:K00800	abk:LX00_12305
ko:K00632	abk:LX00_01610
ko:K01977	abk:LX00_16025
ko:K02483	abk:LX00_12370
ko:K01977	abk:LX00_16195
ko:K20881	abk:LX00_10795
ko:K01977	abk:LX00_18685
ko:K01977	abk:LX00_03080
ko:K14227	abk:LX00_14990
ko:K14219	abk:LX00_14995
ko:K00249	abk:LX00_16160
ko:K21053	abk:LX00_05630
ko:K21062	abk:LX00_06545
ko:K13877	abk:LX00_09870
ko:K13877	abk:LX00_09685
ko:K21061	abk:LX00_06565
ko:K01768	abk:LX00_08210
ko:K11935	abk:LX00_11685
ko:K11931	abk:LX00_11680
ko:K11937	abk:LX00_11670
ko:K13877	abk:LX00_06590
ko:K21021	abk:LX00_16040
ko:K00525	abk:LX00_03450
ko:K21023	abk:LX00_02715
ko:K00130	abk:LX00_05535
ko:K03892	abk:LX00_07390
ko:K13877	abk:LX00_05600
ko:K00249	abk:LX00_08280
ko:K00249	abk:LX00_09850
ko:K00001	abk:LX00_14600
ko:K00287	abk:LX00_02375
ko:K00560	abk:LX00_02380
ko:K03462	abk:LX00_09600
ko:K17733	abk:LX00_06485
ko:K10954	abk:LX00_09165
ko:K06223	abk:LX00_10575
ko:K03553	abk:LX00_10805
ko:K07336	abk:LX00_02460
ko:K03676	abk:LX00_02635
ko:K02314	abk:LX00_11745
ko:K09960	abk:LX00_12820
ko:K09961	abk:LX00_12840
ko:K02314	abk:LX00_15065
ko:K06217	abk:LX00_16250
ko:K02316	abk:LX00_03910
ko:K07451	abk:LX00_04075
ko:K07474	abk:LX00_04095
ko:K01185	abk:LX00_04210
ko:K01520	abk:LX00_04420
ko:K03546	abk:LX00_04490
ko:K06889	abk:LX00_09470
ko:K02335	abk:LX00_03020
ko:K01139	abk:LX00_17040
ko:K20938	abk:LX00_07305
ko:K21416	abk:LX00_08630
ko:K21417	abk:LX00_08635
ko:K21472	abk:LX00_18515
ko:K21420	abk:LX00_04355
ko:K21699	abk:LX00_12060
ko:K01777	abk:LX00_09385
ko:K10914	abk:LX00_07520
ko:K21747	abk:LX00_08270
ko:K21756	abk:LX00_09900
ko:K21757	abk:LX00_05855
ko:K21758	abk:LX00_10020
ko:K21758	abk:LX00_05820
ko:K19591	abk:LX00_05910
ko:K21990	abk:LX00_18475
ko:K22027	abk:LX00_09995
ko:K22025	abk:LX00_09665
ko:K22105	abk:LX00_13425
ko:K22067	abk:LX00_11040
ko:K01816	abk:LX00_02825
ko:K07183	abk:LX00_11035
ko:K22132	abk:LX00_02765
ko:K08994	abk:LX00_08660
ko:K08994	abk:LX00_15930
ko:K22186	abk:LX00_09680
ko:K13875	abk:LX00_09885
ko:K22292	abk:LX00_00365
ko:K22302	abk:LX00_15090
ko:K02257	abk:LX00_11725
ko:K01505	abk:LX00_03590
ko:K00611	abk:LX00_10895
ko:K13061	abk:LX00_00715
ko:K00424	abk:LX00_10325
ko:K22550	abk:LX00_06570
ko:K22549	abk:LX00_06575
