ko:K01985	vcs:MS6_r0013
ko:K11755	vcs:MS6_0929
ko:K06181	vcs:MS6_0930
ko:K00031	vcs:MS6_0931
ko:K03704	vcs:MS6_0932
ko:K06891	vcs:MS6_0933
ko:K03694	vcs:MS6_0934
ko:K07085	vcs:MS6_0935
ko:K03674	vcs:MS6_0936
ko:K01580	vcs:MS6_0940
ko:K07343	vcs:MS6_0944
ko:K00831	vcs:MS6_0949
ko:K15257	vcs:MS6_0953
ko:K15256	vcs:MS6_0954
ko:K01876	vcs:MS6_0956
ko:K01695	vcs:MS6_0959
ko:K01696	vcs:MS6_0960
ko:K13498	vcs:MS6_0961
ko:K00766	vcs:MS6_0962
ko:K01658	vcs:MS6_0963
ko:K01657	vcs:MS6_0964
ko:K07053	vcs:MS6_0966
ko:K06178	vcs:MS6_0968
ko:K16012	vcs:MS6_0969
ko:K16013	vcs:MS6_0970
ko:K00384	vcs:MS6_0971
ko:K18979	vcs:MS6_0199
ko:K06925	vcs:MS6_0200
ko:K01448	vcs:MS6_0201
ko:K03572	vcs:MS6_0202
ko:K00791	vcs:MS6_0203
ko:K03666	vcs:MS6_0204
ko:K03665	vcs:MS6_0205
ko:K04088	vcs:MS6_0206
ko:K04087	vcs:MS6_0207
ko:K09937	vcs:MS6_0208
ko:K03745	vcs:MS6_0209
ko:K03772	vcs:MS6_0211
ko:K07235	vcs:MS6_0213
ko:K07236	vcs:MS6_0214
ko:K07237	vcs:MS6_0215
ko:K02950	vcs:MS6_0216
ko:K02992	vcs:MS6_0217
ko:K02355	vcs:MS6_0218
ko:K02358	vcs:MS6_0219
ko:K02192	vcs:MS6_0220
ko:K03594	vcs:MS6_0221
ko:K02990	vcs:MS6_0222
ko:K02686	vcs:MS6_0223
ko:K08301	vcs:MS6_0273
ko:K03568	vcs:MS6_0276
ko:K01478	vcs:MS6_0277
ko:K09893	vcs:MS6_0278
ko:K07080	vcs:MS6_0283
ko:K06911	vcs:MS6_A1002
ko:K09913	vcs:MS6_A1003
ko:K03406	vcs:MS6_A1006
ko:K10823	vcs:MS6_A1009
ko:K15583	vcs:MS6_A1009
ko:K02030	vcs:MS6_A1010
ko:K03406	vcs:MS6_A1011
ko:K03303	vcs:MS6_A1015
ko:K00101	vcs:MS6_A1016
ko:K18930	vcs:MS6_A1017
ko:K09773	vcs:MS6_A1018
ko:K03406	vcs:MS6_A1020
ko:K03675	vcs:MS6_A1025
ko:K10680	vcs:MS6_A1026
ko:K18893	vcs:MS6_A1028
ko:K00567	vcs:MS6_A1047
ko:K13529	vcs:MS6_A1048
ko:K15977	vcs:MS6_A1049
ko:K09897	vcs:MS6_A1051
ko:K02564	vcs:MS6_A1054
ko:K05775	vcs:MS6_A1056
ko:K03832	vcs:MS6_A0949
ko:K03561	vcs:MS6_A0950
ko:K02016	vcs:MS6_A0952
ko:K02015	vcs:MS6_A0953
ko:K02013	vcs:MS6_A0954
ko:K03406	vcs:MS6_A0960
ko:K07140	vcs:MS6_A0961
ko:K01465	vcs:MS6_A0963
ko:K03212	vcs:MS6_A0967
ko:K09781	vcs:MS6_A0968
ko:K03704	vcs:MS6_A0970
ko:K02444	vcs:MS6_A0976
ko:K10110	vcs:MS6_A0979
ko:K10109	vcs:MS6_A0980
ko:K10108	vcs:MS6_A0981
ko:K10111	vcs:MS6_A0983
ko:K00657	vcs:MS6_A0984
ko:K19000	vcs:MS6_A0985
ko:K07394	vcs:MS6_A0986
ko:K03769	vcs:MS6_A0989
ko:K03415	vcs:MS6_A0990
ko:K03402	vcs:MS6_0284
ko:K00024	vcs:MS6_0285
ko:K03758	vcs:MS6_0286
ko:K02523	vcs:MS6_0287
ko:K02888	vcs:MS6_0288
ko:K02899	vcs:MS6_0289
ko:K03979	vcs:MS6_0290
ko:K01525	vcs:MS6_0294
ko:K06195	vcs:MS6_0295
ko:K02528	vcs:MS6_0296
ko:K00097	vcs:MS6_0297
ko:K03771	vcs:MS6_0298
ko:K01409	vcs:MS6_0347
ko:K08591	vcs:MS6_0349
ko:K01633	vcs:MS6_0350
ko:K00950	vcs:MS6_0351
ko:K06153	vcs:MS6_0352
ko:K05589	vcs:MS6_0353
ko:K00991	vcs:MS6_0354
ko:K01770	vcs:MS6_0355
ko:K06176	vcs:MS6_0356
ko:K03787	vcs:MS6_0357
ko:K00573	vcs:MS6_0358
ko:K06194	vcs:MS6_0359
ko:K03087	vcs:MS6_0360
ko:K03555	vcs:MS6_0361
ko:K12339	vcs:MS6_0362
ko:K02048	vcs:MS6_0363
ko:K02046	vcs:MS6_0364
ko:K02047	vcs:MS6_0365
ko:K02045	vcs:MS6_0366
ko:K03743	vcs:MS6_0367
ko:K03565	vcs:MS6_0369
ko:K01872	vcs:MS6_0370
ko:K00928	vcs:MS6_0372
ko:K03563	vcs:MS6_0373
ko:K02996	vcs:MS6_0394
ko:K00411	vcs:MS6_0395
ko:K00412	vcs:MS6_0396
ko:K00413	vcs:MS6_0397
ko:K03599	vcs:MS6_0398
ko:K03600	vcs:MS6_0399
ko:K12961	vcs:MS6_0401
ko:K07460	vcs:MS6_0402
ko:K07121	vcs:MS6_0403
ko:K07056	vcs:MS6_0404
ko:K00760	vcs:MS6_0406
ko:K01673	vcs:MS6_0407
ko:K03321	vcs:MS6_0408
ko:K01990	vcs:MS6_0409
ko:K01992	vcs:MS6_0410
ko:K01918	vcs:MS6_0411
ko:K00606	vcs:MS6_0412
ko:K00950	vcs:MS6_0413
ko:K00970	vcs:MS6_0414
ko:K01894	vcs:MS6_0415
ko:K06204	vcs:MS6_0416
ko:K06206	vcs:MS6_0417
ko:K15724	vcs:MS6_0445
ko:K18990	vcs:MS6_0446
ko:K18989	vcs:MS6_0447
ko:K01866	vcs:MS6_0449
ko:K07259	vcs:MS6_0450
ko:K08720	vcs:MS6_0451
ko:K03624	vcs:MS6_0452
ko:K07574	vcs:MS6_0453
ko:K02427	vcs:MS6_0454
ko:K03798	vcs:MS6_0455
ko:K00796	vcs:MS6_0456
ko:K03431	vcs:MS6_0457
ko:K03075	vcs:MS6_0458
ko:K09748	vcs:MS6_0459
ko:K02600	vcs:MS6_0460
ko:K02519	vcs:MS6_0461
ko:K02834	vcs:MS6_0462
ko:K03177	vcs:MS6_0463
ko:K02956	vcs:MS6_0464
ko:K00962	vcs:MS6_0465
ko:K05803	vcs:MS6_0466
ko:K05809	vcs:MS6_0525
ko:K05807	vcs:MS6_0527
ko:K06180	vcs:MS6_0528
ko:K05810	vcs:MS6_0529
ko:K03695	vcs:MS6_0530
ko:K08303	vcs:MS6_0534
ko:K03554	vcs:MS6_0535
ko:K07657	vcs:MS6_0536
ko:K07636	vcs:MS6_0537
ko:K02040	vcs:MS6_0538
ko:K01524	vcs:MS6_0539
ko:K00937	vcs:MS6_0540
ko:K02037	vcs:MS6_0541
ko:K02038	vcs:MS6_0542
ko:K02036	vcs:MS6_0543
ko:K02039	vcs:MS6_0544
ko:K06201	vcs:MS6_0546
ko:K03386	vcs:MS6_0547
ko:K03748	vcs:MS6_0975
ko:K00027	vcs:MS6_0977
ko:K01923	vcs:MS6_0979
ko:K07126	vcs:MS6_0982
ko:K01745	vcs:MS6_0990
ko:K01712	vcs:MS6_0991
ko:K01479	vcs:MS6_0992
ko:K01468	vcs:MS6_0993
ko:K05836	vcs:MS6_0994
ko:K09901	vcs:MS6_0996
ko:K02356	vcs:MS6_0997
ko:K02336	vcs:MS6_1000
ko:K07689	vcs:MS6_1001
ko:K03703	vcs:MS6_1002
ko:K00995	vcs:MS6_1003
ko:K03828	vcs:MS6_1005
ko:K01889	vcs:MS6_1007
ko:K01890	vcs:MS6_1008
ko:K04764	vcs:MS6_1009
ko:K00569	vcs:MS6_1011
ko:K08289	vcs:MS6_1012
ko:K07088	vcs:MS6_1013
ko:K01489	vcs:MS6_1014
ko:K06518	vcs:MS6_1016
ko:K01141	vcs:MS6_1017
ko:K06956	vcs:MS6_1018
ko:K07305	vcs:MS6_1019
ko:K00768	vcs:MS6_1021
ko:K02233	vcs:MS6_1022
ko:K02231	vcs:MS6_1023
ko:K02226	vcs:MS6_1024
ko:K05526	vcs:MS6_1025
ko:K06073	vcs:MS6_1026
ko:K06074	vcs:MS6_1027
ko:K03406	vcs:MS6_1030
ko:K11107	vcs:MS6_1035
ko:K00568	vcs:MS6_1038
ko:K02469	vcs:MS6_1039
ko:K07146	vcs:MS6_1040
ko:K03291	vcs:MS6_1042
ko:K01497	vcs:MS6_1044
ko:K07231	vcs:MS6_1045
ko:K07338	vcs:MS6_1047
ko:K09947	vcs:MS6_1048
ko:K02480	vcs:MS6_1057
ko:K03451	vcs:MS6_1060
ko:K02760	vcs:MS6_1062
ko:K02761	vcs:MS6_1063
ko:K02759	vcs:MS6_1064
ko:K01222	vcs:MS6_1065
ko:K03478	vcs:MS6_1066
ko:K03669	vcs:MS6_1068
ko:K03670	vcs:MS6_1069
ko:K03406	vcs:MS6_1070
ko:K02342	vcs:MS6_1071
ko:K07182	vcs:MS6_1072
ko:K00832	vcs:MS6_1073
ko:K00941	vcs:MS6_1076
ko:K03406	vcs:MS6_1078
ko:K01737	vcs:MS6_1079
ko:K01752	vcs:MS6_1080
ko:K03837	vcs:MS6_1081
ko:K01665	vcs:MS6_1083
ko:K01676	vcs:MS6_1084
ko:K06918	vcs:MS6_1086
ko:K08990	vcs:MS6_1087
ko:K03721	vcs:MS6_1088
ko:K03790	vcs:MS6_1089
ko:K11939	vcs:MS6_1091
ko:K01775	vcs:MS6_1092
ko:K03406	vcs:MS6_1093
ko:K14445	vcs:MS6_1094
ko:K03413	vcs:MS6_1096
ko:K09824	vcs:MS6_1097
ko:K07639	vcs:MS6_1099
ko:K07661	vcs:MS6_1100
ko:K01893	vcs:MS6_1077
ko:K05952	vcs:MS6_1102
ko:K01512	vcs:MS6_1131
ko:K11179	vcs:MS6_1132
ko:K09972	vcs:MS6_1134
ko:K09971	vcs:MS6_1135
ko:K09970	vcs:MS6_1136
ko:K09969	vcs:MS6_1137
ko:K02304	vcs:MS6_1138
ko:K10026	vcs:MS6_1140
ko:K06920	vcs:MS6_1141
ko:K03578	vcs:MS6_1157
ko:K06969	vcs:MS6_1130
ko:K09926	vcs:MS6_1210
ko:K00406	vcs:MS6_1211
ko:K00407	vcs:MS6_1212
ko:K00405	vcs:MS6_1213
ko:K00404	vcs:MS6_1214
ko:K12531	vcs:MS6_1217
ko:K12532	vcs:MS6_1218
ko:K12530	vcs:MS6_1219
ko:K07389	vcs:MS6_1221
ko:K04761	vcs:MS6_0548
ko:K01638	vcs:MS6_0549
ko:K01637	vcs:MS6_0550
ko:K07568	vcs:MS6_0552
ko:K00773	vcs:MS6_0553
ko:K03210	vcs:MS6_0554
ko:K03072	vcs:MS6_0555
ko:K03074	vcs:MS6_0556
ko:K01092	vcs:MS6_0557
ko:K15396	vcs:MS6_0558
ko:K13643	vcs:MS6_0559
ko:K04487	vcs:MS6_0560
ko:K04488	vcs:MS6_0561
ko:K13628	vcs:MS6_0562
ko:K04082	vcs:MS6_0563
ko:K04044	vcs:MS6_0564
ko:K04755	vcs:MS6_0565
ko:K07751	vcs:MS6_0567
ko:K00940	vcs:MS6_0568
ko:K06941	vcs:MS6_0569
ko:K15539	vcs:MS6_0570
ko:K03526	vcs:MS6_0571
ko:K01892	vcs:MS6_0572
ko:K17713	vcs:MS6_0574
ko:K03977	vcs:MS6_0575
ko:K01872	vcs:MS6_0576
ko:K10540	vcs:MS6_1104
ko:K10542	vcs:MS6_1106
ko:K10541	vcs:MS6_1107
ko:K07793	vcs:MS6_1110
ko:K07794	vcs:MS6_1111
ko:K07795	vcs:MS6_1112
ko:K03417	vcs:MS6_1114
ko:K01659	vcs:MS6_1115
ko:K01908	vcs:MS6_1118
ko:K00457	vcs:MS6_1122
ko:K00451	vcs:MS6_1123
ko:K16171	vcs:MS6_1124
ko:K07814	vcs:MS6_1126
ko:K04046	vcs:MS6_1159
ko:K03800	vcs:MS6_1160
ko:K01669	vcs:MS6_1164
ko:K11741	vcs:MS6_1165
ko:K03406	vcs:MS6_1166
ko:K03413	vcs:MS6_1167
ko:K03407	vcs:MS6_1169
ko:K03413	vcs:MS6_1170
ko:K00575	vcs:MS6_1171
ko:K03412	vcs:MS6_1173
ko:K03408	vcs:MS6_1174
ko:K03406	vcs:MS6_1175
ko:K03406	vcs:MS6_1177
ko:K03406	vcs:MS6_1178
ko:K03543	vcs:MS6_1182
ko:K13590	vcs:MS6_A0992
ko:K01638	vcs:MS6_A0993
ko:K02024	vcs:MS6_A1057
ko:K03406	vcs:MS6_A1060
ko:K10117	vcs:MS6_A1063
ko:K03406	vcs:MS6_A1064
ko:K01626	vcs:MS6_A1066
ko:K02028	vcs:MS6_A1067
ko:K02029	vcs:MS6_A1068
ko:K02030	vcs:MS6_A1069
ko:K02029	vcs:MS6_A1070
ko:K01840	vcs:MS6_A1071
ko:K02798	vcs:MS6_A1075
ko:K02799	vcs:MS6_A1075
ko:K02800	vcs:MS6_A1075
ko:K00009	vcs:MS6_A1076
ko:K02562	vcs:MS6_A1077
ko:K03810	vcs:MS6_A1078
ko:K07090	vcs:MS6_A1082
ko:K07118	vcs:MS6_A1084
ko:K03406	vcs:MS6_A1086
ko:K16317	vcs:MS6_A1089
ko:K02858	vcs:MS6_A1090
ko:K03756	vcs:MS6_A1092
ko:K01581	vcs:MS6_A1093
ko:K00154	vcs:MS6_A1097
ko:K03719	vcs:MS6_A1098
ko:K03406	vcs:MS6_A1099
ko:K11928	vcs:MS6_A1101
ko:K13821	vcs:MS6_A1103
ko:K00275	vcs:MS6_A1109
ko:K12542	vcs:MS6_A1110
ko:K03446	vcs:MS6_1183
ko:K03406	vcs:MS6_1184
ko:K07467	vcs:MS6_1238
ko:K07467	vcs:MS6_1249
ko:K07483	vcs:MS6_1264
ko:K01626	vcs:MS6_1292
ko:K09767	vcs:MS6_1293
ko:K12410	vcs:MS6_1294
ko:K00127	vcs:MS6_1296
ko:K00124	vcs:MS6_1297
ko:K00123	vcs:MS6_1298
ko:K02379	vcs:MS6_1304
ko:K05772	vcs:MS6_1308
ko:K05773	vcs:MS6_1309
ko:K06857	vcs:MS6_1310
ko:K03752	vcs:MS6_1311
ko:K03750	vcs:MS6_1312
ko:K02030	vcs:MS6_1313
ko:K01223	vcs:MS6_1344
ko:K03782	vcs:MS6_1345
ko:K02005	vcs:MS6_1348
ko:K02004	vcs:MS6_1350
ko:K02004	vcs:MS6_1351
ko:K02003	vcs:MS6_1352
ko:K00426	vcs:MS6_1353
ko:K00425	vcs:MS6_1354
ko:K01679	vcs:MS6_1356
ko:K09922	vcs:MS6_1357
ko:K09900	vcs:MS6_1359
ko:K03717	vcs:MS6_1363
ko:K05577	vcs:MS6_1364
ko:K09822	vcs:MS6_1365
ko:K04565	vcs:MS6_1366
ko:K00651	vcs:MS6_1393
ko:K02656	vcs:MS6_1394
ko:K06970	vcs:MS6_1396
ko:K07043	vcs:MS6_1397
ko:K09941	vcs:MS6_1401
ko:K12543	vcs:MS6_1403
ko:K13747	vcs:MS6_1405
ko:K00836	vcs:MS6_1407
ko:K03313	vcs:MS6_1408
ko:K02004	vcs:MS6_1410
ko:K02003	vcs:MS6_1411
ko:K07552	vcs:MS6_1415
ko:K06183	vcs:MS6_1416
ko:K05778	vcs:MS6_1445
ko:K05779	vcs:MS6_1446
ko:K06177	vcs:MS6_1448
ko:K03308	vcs:MS6_1450
ko:K06131	vcs:MS6_1451
ko:K01760	vcs:MS6_1452
ko:K01246	vcs:MS6_1453
ko:K03970	vcs:MS6_1458
ko:K03969	vcs:MS6_1459
ko:K03974	vcs:MS6_1460
ko:K15986	vcs:MS6_1468
ko:K07407	vcs:MS6_1470
ko:K07811	vcs:MS6_1471
ko:K03533	vcs:MS6_1499
ko:K03604	vcs:MS6_1500
ko:K07343	vcs:MS6_1501
ko:K00703	vcs:MS6_1505
ko:K00975	vcs:MS6_1506
ko:K03168	vcs:MS6_1508
ko:K00800	vcs:MS6_1510
ko:K00684	vcs:MS6_1512
ko:K02518	vcs:MS6_1514
ko:K00209	vcs:MS6_1515
ko:K00135	vcs:MS6_1521
ko:K07733	vcs:MS6_1578
ko:K01669	vcs:MS6_1582
ko:K00138	vcs:MS6_1586
ko:K02768	vcs:MS6_1587
ko:K11202	vcs:MS6_1588
ko:K11203	vcs:MS6_1588
ko:K02769	vcs:MS6_1590
ko:K02806	vcs:MS6_1591
ko:K02768	vcs:MS6_1593
ko:K02769	vcs:MS6_1593
ko:K02770	vcs:MS6_1593
ko:K01809	vcs:MS6_1594
ko:K07039	vcs:MS6_1597
ko:K03517	vcs:MS6_1598
ko:K03640	vcs:MS6_1600
ko:K10022	vcs:MS6_1626
ko:K10025	vcs:MS6_1627
ko:K00656	vcs:MS6_1629
ko:K03406	vcs:MS6_1631
ko:K04069	vcs:MS6_1632
ko:K09161	vcs:MS6_1634
ko:K07180	vcs:MS6_1635
ko:K09786	vcs:MS6_1636
ko:K00979	vcs:MS6_1638
ko:K09791	vcs:MS6_1639
ko:K00912	vcs:MS6_1640
ko:K11085	vcs:MS6_1641
ko:K02238	vcs:MS6_1642
ko:K09928	vcs:MS6_1643
ko:K09808	vcs:MS6_1644
ko:K09810	vcs:MS6_1645
ko:K09808	vcs:MS6_1646
ko:K03723	vcs:MS6_1648
ko:K02945	vcs:MS6_1677
ko:K00945	vcs:MS6_1678
ko:K02237	vcs:MS6_1679
ko:K03770	vcs:MS6_1680
ko:K03530	vcs:MS6_1681
ko:K01338	vcs:MS6_1682
ko:K03544	vcs:MS6_1683
ko:K01358	vcs:MS6_1684
ko:K03545	vcs:MS6_1685
ko:K10125	vcs:MS6_1687
ko:K10126	vcs:MS6_1688
ko:K11689	vcs:MS6_1690
ko:K11688	vcs:MS6_1691
ko:K00981	vcs:MS6_1697
ko:K05788	vcs:MS6_1676
ko:K05782	vcs:MS6_1727
ko:K01911	vcs:MS6_1728
ko:K02549	vcs:MS6_1729
ko:K01661	vcs:MS6_1730
ko:K08680	vcs:MS6_1731
ko:K02551	vcs:MS6_1732
ko:K02552	vcs:MS6_1733
ko:K14260	vcs:MS6_1734
ko:K08722	vcs:MS6_1735
ko:K01129	vcs:MS6_1736
ko:K03684	vcs:MS6_1740
ko:K01897	vcs:MS6_1741
ko:K07285	vcs:MS6_1743
ko:K14742	vcs:MS6_1745
ko:K01433	vcs:MS6_1748
ko:K00219	vcs:MS6_1749
ko:K04773	vcs:MS6_1750
ko:K01183	vcs:MS6_A0017
ko:K07093	vcs:MS6_A0022
ko:K07862	vcs:MS6_A0025
ko:K07152	vcs:MS6_A0027
ko:K08974	vcs:MS6_A0029
ko:K03312	vcs:MS6_A0031
ko:K06975	vcs:MS6_A0033
ko:K08676	vcs:MS6_A0034
ko:K03784	vcs:MS6_A0040
ko:K01669	vcs:MS6_A0043
ko:K06078	vcs:MS6_A0045
ko:K01354	vcs:MS6_A0048
ko:K02014	vcs:MS6_A0049
ko:K03406	vcs:MS6_A0053
ko:K02040	vcs:MS6_A0054
ko:K02037	vcs:MS6_A0055
ko:K02038	vcs:MS6_A0056
ko:K02036	vcs:MS6_A0057
ko:K03321	vcs:MS6_A0062
ko:K13639	vcs:MS6_A0068
ko:K00763	vcs:MS6_A0081
ko:K03972	vcs:MS6_A0083
ko:K06177	vcs:MS6_A0087
ko:K11901	vcs:MS6_A0090
ko:K11900	vcs:MS6_A0091
ko:K11905	vcs:MS6_A0092
ko:K11896	vcs:MS6_A0093
ko:K11895	vcs:MS6_A0094
ko:K11906	vcs:MS6_A0096
ko:K11893	vcs:MS6_A0097
ko:K11892	vcs:MS6_A0098
ko:K11907	vcs:MS6_A0099
ko:K11908	vcs:MS6_A0100
ko:K11909	vcs:MS6_A0101
ko:K11910	vcs:MS6_A0102
ko:K11891	vcs:MS6_A0103
ko:K11911	vcs:MS6_A0104
ko:K11904	vcs:MS6_A0105
ko:K06726	vcs:MS6_A0109
ko:K10441	vcs:MS6_A0110
ko:K10440	vcs:MS6_A0111
ko:K10439	vcs:MS6_A0112
ko:K00852	vcs:MS6_A0113
ko:K02529	vcs:MS6_A0114
ko:K03811	vcs:MS6_A0115
ko:K00757	vcs:MS6_A0116
ko:K01126	vcs:MS6_A0118
ko:K02445	vcs:MS6_A0119
ko:K10126	vcs:MS6_A0123
ko:K07080	vcs:MS6_A0126
ko:K15736	vcs:MS6_A0128
ko:K01462	vcs:MS6_A0130
ko:K05571	vcs:MS6_A0132
ko:K05570	vcs:MS6_A0133
ko:K05569	vcs:MS6_A0134
ko:K05568	vcs:MS6_A0135
ko:K05567	vcs:MS6_A0136
ko:K05565	vcs:MS6_A0137
ko:K03835	vcs:MS6_A0140
ko:K01667	vcs:MS6_A0141
ko:K09954	vcs:MS6_A0144
ko:K03704	vcs:MS6_A0147
ko:K09797	vcs:MS6_A0149
ko:K07114	vcs:MS6_A0151
ko:K07114	vcs:MS6_A0152
ko:K03924	vcs:MS6_A0155
ko:K03406	vcs:MS6_A0156
ko:K03317	vcs:MS6_A0160
ko:K01258	vcs:MS6_A0161
ko:K12266	vcs:MS6_A0163
ko:K05916	vcs:MS6_A0164
ko:K03704	vcs:MS6_A0165
ko:K09890	vcs:MS6_A0166
ko:K17758	vcs:MS6_A0172
ko:K17759	vcs:MS6_A0172
ko:K03778	vcs:MS6_A0173
ko:K10716	vcs:MS6_A0175
ko:K00364	vcs:MS6_A0177
ko:K07491	vcs:MS6_A0182
ko:K11927	vcs:MS6_A0184
ko:K07792	vcs:MS6_A0185
ko:K01916	vcs:MS6_A0187
ko:K00969	vcs:MS6_A0188
ko:K18555	vcs:MS6_A0323
ko:K07640	vcs:MS6_2409
ko:K04564	vcs:MS6_2410
ko:K03216	vcs:MS6_2411
ko:K07113	vcs:MS6_2412
ko:K01744	vcs:MS6_2414
ko:K07791	vcs:MS6_2415
ko:K04084	vcs:MS6_2417
ko:K11105	vcs:MS6_2419
ko:K14393	vcs:MS6_2421
ko:K09125	vcs:MS6_2422
ko:K00942	vcs:MS6_2423
ko:K03060	vcs:MS6_2424
ko:K03655	vcs:MS6_2426
ko:K16345	vcs:MS6_2427
ko:K07638	vcs:MS6_2428
ko:K07659	vcs:MS6_2429
ko:K04760	vcs:MS6_2430
ko:K06959	vcs:MS6_2431
ko:K02170	vcs:MS6_2433
ko:K07400	vcs:MS6_2436
ko:K08312	vcs:MS6_2437
ko:K01082	vcs:MS6_2438
ko:K02463	vcs:MS6_2439
ko:K02462	vcs:MS6_2440
ko:K02461	vcs:MS6_2441
ko:K02460	vcs:MS6_2442
ko:K02459	vcs:MS6_2443
ko:K02458	vcs:MS6_2444
ko:K02457	vcs:MS6_2445
ko:K02456	vcs:MS6_2446
ko:K02455	vcs:MS6_2447
ko:K02454	vcs:MS6_2448
ko:K02453	vcs:MS6_2449
ko:K02452	vcs:MS6_2450
ko:K04762	vcs:MS6_2451
ko:K04083	vcs:MS6_2452
ko:K01610	vcs:MS6_2453
ko:K07560	vcs:MS6_2456
ko:K07058	vcs:MS6_2457
ko:K06207	vcs:MS6_2459
ko:K01915	vcs:MS6_2461
ko:K01588	vcs:MS6_2564
ko:K01589	vcs:MS6_2565
ko:K07479	vcs:MS6_2566
ko:K03747	vcs:MS6_2567
ko:K04096	vcs:MS6_2568
ko:K01462	vcs:MS6_2570
ko:K00604	vcs:MS6_2571
ko:K03500	vcs:MS6_2572
ko:K03499	vcs:MS6_2573
ko:K03498	vcs:MS6_2574
ko:K11068	vcs:MS6_2576
ko:K06377	vcs:MS6_2577
ko:K09896	vcs:MS6_2579
ko:K03673	vcs:MS6_2582
ko:K07391	vcs:MS6_2584
ko:K01652	vcs:MS6_2585
ko:K11258	vcs:MS6_2586
ko:K00826	vcs:MS6_2587
ko:K01687	vcs:MS6_2588
ko:K01754	vcs:MS6_2589
ko:K04085	vcs:MS6_2592
ko:K01878	vcs:MS6_2595
ko:K01879	vcs:MS6_2596
ko:K00835	vcs:MS6_2597
ko:K04080	vcs:MS6_2598
ko:K02470	vcs:MS6_2601
ko:K03629	vcs:MS6_2602
ko:K02338	vcs:MS6_2603
ko:K02313	vcs:MS6_2604
ko:K03406	vcs:MS6_A0001
ko:K03556	vcs:MS6_A0003
ko:K00688	vcs:MS6_A0004
ko:K00705	vcs:MS6_A0005
ko:K00700	vcs:MS6_A0006
ko:K11903	vcs:MS6_A0007
ko:K11904	vcs:MS6_A0008
ko:K07136	vcs:MS6_A0012
ko:K07088	vcs:MS6_A0014
ko:K14445	vcs:MS6_A0015
ko:K11018	vcs:MS6_A0197
ko:K10964	vcs:MS6_0640
ko:K10961	vcs:MS6_0631
ko:K10953	vcs:MS6_1222
ko:K19236	vcs:MS6_A0044
ko:K02476	vcs:MS6_1387
ko:K06604	vcs:MS6_1896
ko:K07451	vcs:MS6_A0387
ko:K01800	vcs:MS6_1125
ko:K19221	vcs:MS6_0831
ko:K00557	vcs:MS6_2471
ko:K14681	vcs:MS6_2361
ko:K10918	vcs:MS6_0841
ko:K03973	vcs:MS6_1457
ko:K00020	vcs:MS6_A1148
ko:K01066	vcs:MS6_A0542
ko:K01992	vcs:MS6_1391
ko:K01992	vcs:MS6_1440
ko:K03722	vcs:MS6_1618
ko:K03722	vcs:MS6_1746
ko:K07497	vcs:MS6_A0299
ko:K07497	vcs:MS6_A0517
ko:K07497	vcs:MS6_A0560
ko:K07497	vcs:MS6_A0835
ko:K07497	vcs:MS6_A0905
ko:K10917	vcs:MS6_2367
ko:K10916	vcs:MS6_A0574
ko:K01582	vcs:MS6_0145
ko:K10123	vcs:MS6_1837
ko:K08604	vcs:MS6_A0903
ko:K07497	vcs:MS6_1561
ko:K07497	vcs:MS6_1265
ko:K19337	vcs:MS6_0938
ko:K10932	vcs:MS6_0637
ko:K02650	vcs:MS6_2153
ko:K19302	vcs:MS6_2217
ko:K01175	vcs:MS6_1857
ko:K22042	vcs:MS6_0499
ko:K19334	vcs:MS6_1340
ko:K02475	vcs:MS6_1386
ko:K06867	vcs:MS6_1367
ko:K02031	vcs:MS6_0435
ko:K01096	vcs:MS6_A0024
ko:K09690	vcs:MS6_0114
ko:K14225	vcs:MS6_t0015
ko:K14225	vcs:MS6_t0085
ko:K14220	vcs:MS6_t0050
ko:K10024	vcs:MS6_1625
ko:K10938	vcs:MS6_0647
ko:K19693	vcs:MS6_1840
ko:K19694	vcs:MS6_0439
ko:K01985	vcs:MS6_r0003
ko:K01985	vcs:MS6_r0020
ko:K01985	vcs:MS6_r0014
ko:K01985	vcs:MS6_r0006
ko:K01985	vcs:MS6_r0017
ko:K01985	vcs:MS6_r0009
ko:K01985	vcs:MS6_r0012
ko:K07666	vcs:MS6_A1133
ko:K01258	vcs:MS6_1121
ko:K01977	vcs:MS6_r0007
ko:K01977	vcs:MS6_r0019
ko:K01977	vcs:MS6_r0016
ko:K01977	vcs:MS6_r0022
ko:K01977	vcs:MS6_r0010
ko:K01977	vcs:MS6_r0004
ko:K01977	vcs:MS6_r0001
ko:K10913	vcs:MS6_0405
ko:K02529	vcs:MS6_1343
ko:K19804	vcs:MS6_1674
ko:K07662	vcs:MS6_2408
ko:K07274	vcs:MS6_1098
ko:K19810	vcs:MS6_2378
ko:K21636	vcs:MS6_A0563
ko:K08723	vcs:MS6_A0657
ko:K14230	vcs:MS6_t0064
ko:K14230	vcs:MS6_t0061
ko:K14228	vcs:MS6_t0044
ko:K14230	vcs:MS6_t0070
ko:K14230	vcs:MS6_t0019
ko:K14230	vcs:MS6_t0045
ko:K14230	vcs:MS6_t0022
ko:K14230	vcs:MS6_t0021
ko:K20263	vcs:MS6_A0730
ko:K20264	vcs:MS6_A0729
ko:K14231	vcs:MS6_t0030
ko:K14231	vcs:MS6_t0034
ko:K14231	vcs:MS6_t0032
ko:K14230	vcs:MS6_t0035
