ko:K19504	senq:AU40_24840
ko:K03609	senq:AU40_07085
ko:K03610	senq:AU40_07090
ko:K09902	senq:AU40_07095
ko:K09160	senq:AU40_07105
ko:K03611	senq:AU40_07130
ko:K03314	senq:AU40_07135
ko:K03603	senq:AU40_07140
ko:K00285	senq:AU40_07150
ko:K01775	senq:AU40_07155
ko:K11105	senq:AU40_07160
ko:K01297	senq:AU40_07165
ko:K08308	senq:AU40_07170
ko:K01194	senq:AU40_07185
ko:K00261	senq:AU40_07195
ko:K00426	senq:AU40_07210
ko:K00425	senq:AU40_07215
ko:K03618	senq:AU40_07220
ko:K03619	senq:AU40_07225
ko:K03605	senq:AU40_07230
ko:K03620	senq:AU40_07235
ko:K06281	senq:AU40_07240
ko:K06282	senq:AU40_07245
ko:K06942	senq:AU40_07265
ko:K01056	senq:AU40_07270
ko:K03321	senq:AU40_07280
ko:K00948	senq:AU40_07285
ko:K00919	senq:AU40_07295
ko:K02494	senq:AU40_07300
ko:K02492	senq:AU40_07305
ko:K02835	senq:AU40_07310
ko:K02493	senq:AU40_07315
ko:K03819	senq:AU40_11935
ko:K16692	senq:AU40_11945
ko:K01104	senq:AU40_11950
ko:K01991	senq:AU40_11955
ko:K07289	senq:AU40_11975
ko:K01494	senq:AU40_11980
ko:K00876	senq:AU40_11985
ko:K01247	senq:AU40_12000
ko:K04046	senq:AU40_12005
ko:K07799	senq:AU40_12015
ko:K07788	senq:AU40_12020
ko:K07789	senq:AU40_12025
ko:K18326	senq:AU40_12030
ko:K07642	senq:AU40_12035
ko:K07664	senq:AU40_12040
ko:K08303	senq:AU40_12060
ko:K00941	senq:AU40_12100
ko:K00878	senq:AU40_12105
ko:K07347	senq:AU40_12125
ko:K03593	senq:AU40_12145
ko:K01874	senq:AU40_12150
ko:K02477	senq:AU40_12170
ko:K02478	senq:AU40_12175
ko:K05846	senq:AU40_12195
ko:K05847	senq:AU40_12200
ko:K05846	senq:AU40_12205
ko:K05845	senq:AU40_12210
ko:K05349	senq:AU40_12215
ko:K03777	senq:AU40_12230
ko:K07262	senq:AU40_12235
ko:K02528	senq:AU40_00510
ko:K00097	senq:AU40_00515
ko:K03771	senq:AU40_00520
ko:K04744	senq:AU40_00525
ko:K05801	senq:AU40_00535
ko:K06177	senq:AU40_00540
ko:K03580	senq:AU40_00545
ko:K02336	senq:AU40_00555
ko:K01804	senq:AU40_00575
ko:K00853	senq:AU40_00580
ko:K02099	senq:AU40_00590
ko:K02062	senq:AU40_00600
ko:K02063	senq:AU40_00605
ko:K02064	senq:AU40_00610
ko:K11925	senq:AU40_00620
ko:K02372	senq:AU40_01325
ko:K00677	senq:AU40_01330
ko:K00748	senq:AU40_01335
ko:K03470	senq:AU40_01340
ko:K02337	senq:AU40_01345
ko:K01962	senq:AU40_01350
ko:K08234	senq:AU40_01365
ko:K04075	senq:AU40_01370
ko:K19000	senq:AU40_01375
ko:K15034	senq:AU40_01390
ko:K06079	senq:AU40_01395
ko:K01881	senq:AU40_01400
ko:K06080	senq:AU40_01410
ko:K02073	senq:AU40_01415
ko:K02072	senq:AU40_01420
ko:K02071	senq:AU40_01425
ko:K03273	senq:AU40_01430
ko:K06189	senq:AU40_03585
ko:K07042	senq:AU40_03590
ko:K06168	senq:AU40_03605
ko:K03184	senq:AU40_03610
ko:K01704	senq:AU40_00640
ko:K01703	senq:AU40_00645
ko:K00052	senq:AU40_00650
ko:K01649	senq:AU40_00655
ko:K02003	senq:AU40_02745
ko:K02004	senq:AU40_02750
ko:K02073	senq:AU40_02765
ko:K02071	senq:AU40_02770
ko:K02072	senq:AU40_02775
ko:K06917	senq:AU40_02780
ko:K10972	senq:AU40_02785
ko:K01483	senq:AU40_02790
ko:K10973	senq:AU40_02795
ko:K01608	senq:AU40_02800
ko:K10975	senq:AU40_02820
ko:K01466	senq:AU40_02825
ko:K00865	senq:AU40_02835
ko:K14977	senq:AU40_02840
ko:K02083	senq:AU40_02845
ko:K00073	senq:AU40_02850
ko:K02381	senq:AU40_02860
ko:K06212	senq:AU40_05065
ko:K09136	senq:AU40_05070
ko:K00831	senq:AU40_05085
ko:K00800	senq:AU40_05095
ko:K07387	senq:AU40_05100
ko:K00945	senq:AU40_05110
ko:K02945	senq:AU40_05115
ko:K05788	senq:AU40_05120
ko:K02238	senq:AU40_05130
ko:K11085	senq:AU40_05135
ko:K00912	senq:AU40_05140
ko:K09927	senq:AU40_05145
ko:K09791	senq:AU40_05150
ko:K00979	senq:AU40_05155
ko:K06219	senq:AU40_05170
ko:K03633	senq:AU40_05175
ko:K03804	senq:AU40_05180
ko:K03632	senq:AU40_05185
ko:K03617	senq:AU40_09205
ko:K03616	senq:AU40_09210
ko:K03615	senq:AU40_09215
ko:K03614	senq:AU40_09220
ko:K03612	senq:AU40_09225
ko:K03613	senq:AU40_09230
ko:K10773	senq:AU40_09235
ko:K03305	senq:AU40_09245
ko:K00799	senq:AU40_09250
ko:K00868	senq:AU40_09255
ko:K01866	senq:AU40_09260
ko:K00275	senq:AU40_09265
ko:K09001	senq:AU40_09275
ko:K06077	senq:AU40_09280
ko:K06075	senq:AU40_09285
ko:K04565	senq:AU40_09310
ko:K06938	senq:AU40_09320
ko:K16137	senq:AU40_09325
ko:K10680	senq:AU40_09330
ko:K01759	senq:AU40_09335
ko:K03683	senq:AU40_09340
ko:K07390	senq:AU40_09345
ko:K04564	senq:AU40_09355
ko:K03604	senq:AU40_09370
ko:K00574	senq:AU40_09385
ko:K00793	senq:AU40_09390
ko:K03327	senq:AU40_09395
ko:K03229	senq:AU40_09410
ko:K03228	senq:AU40_09415
ko:K03227	senq:AU40_09420
ko:K03226	senq:AU40_09425
ko:K03225	senq:AU40_09430
ko:K03224	senq:AU40_09445
ko:K03230	senq:AU40_09450
ko:K03222	senq:AU40_09475
ko:K03221	senq:AU40_09490
ko:K03548	senq:AU40_14070
ko:K00537	senq:AU40_14080
ko:K10763	senq:AU40_14085
ko:K02824	senq:AU40_14090
ko:K00761	senq:AU40_14095
ko:K01933	senq:AU40_14110
ko:K11175	senq:AU40_14115
ko:K00937	senq:AU40_14120
ko:K01524	senq:AU40_14125
ko:K01951	senq:AU40_14170
ko:K00088	senq:AU40_14175
ko:K03601	senq:AU40_14185
ko:K03977	senq:AU40_14230
ko:K17713	senq:AU40_14235
ko:K01892	senq:AU40_14245
ko:K03526	senq:AU40_14250
ko:K15539	senq:AU40_14255
ko:K06941	senq:AU40_14265
ko:K00940	senq:AU40_14270
ko:K07308	senq:AU40_14285
ko:K07307	senq:AU40_14290
ko:K07306	senq:AU40_14295
ko:K05367	senq:AU40_14300
ko:K06894	senq:AU40_14305
ko:K01011	senq:AU40_14310
ko:K07751	senq:AU40_14340
ko:K04755	senq:AU40_14355
ko:K04044	senq:AU40_14360
ko:K04082	senq:AU40_14365
ko:K13628	senq:AU40_14370
ko:K04488	senq:AU40_14375
ko:K04487	senq:AU40_14380
ko:K13643	senq:AU40_14385
ko:K15396	senq:AU40_14390
ko:K01092	senq:AU40_14400
ko:K06889	senq:AU40_14405
ko:K01953	senq:AU40_03660
ko:K02566	senq:AU40_03670
ko:K02565	senq:AU40_03675
ko:K01443	senq:AU40_03680
ko:K02564	senq:AU40_03685
ko:K02802	senq:AU40_03695
ko:K02803	senq:AU40_03695
ko:K02804	senq:AU40_03695
ko:K01886	senq:AU40_03700
ko:K03288	senq:AU40_03725
ko:K13795	senq:AU40_03730
ko:K13796	senq:AU40_03735
ko:K13794	senq:AU40_03740
ko:K02410	senq:AU40_06035
ko:K02409	senq:AU40_06040
ko:K02408	senq:AU40_06050
ko:K07112	senq:AU40_06065
ko:K01176	senq:AU40_06075
ko:K02423	senq:AU40_06080
ko:K02422	senq:AU40_06085
ko:K02407	senq:AU40_06090
ko:K02406	senq:AU40_06100
ko:K18475	senq:AU40_06105
ko:K02405	senq:AU40_06110
ko:K02425	senq:AU40_06115
ko:K02424	senq:AU40_06120
ko:K05396	senq:AU40_06125
ko:K10009	senq:AU40_06130
ko:K10010	senq:AU40_06135
ko:K07782	senq:AU40_06140
ko:K07689	senq:AU40_06160
ko:K03703	senq:AU40_06165
ko:K00995	senq:AU40_06170
ko:K07039	senq:AU40_06210
ko:K03834	senq:AU40_06215
ko:K02217	senq:AU40_06225
ko:K02255	senq:AU40_06245
ko:K01087	senq:AU40_06260
ko:K00697	senq:AU40_06265
ko:K14064	senq:AU40_06270
ko:K02403	senq:AU40_06285
ko:K02402	senq:AU40_06290
ko:K02556	senq:AU40_06295
ko:K02557	senq:AU40_06300
ko:K03407	senq:AU40_06305
ko:K03408	senq:AU40_06310
ko:K00575	senq:AU40_06320
ko:K03412	senq:AU40_06325
ko:K03413	senq:AU40_06330
ko:K03414	senq:AU40_06335
ko:K02401	senq:AU40_06340
ko:K04336	senq:AU40_11020
ko:K04334	senq:AU40_11025
ko:K04335	senq:AU40_11030
ko:K04337	senq:AU40_11055
ko:K04338	senq:AU40_11060
ko:K06214	senq:AU40_11065
ko:K04477	senq:AU40_11085
ko:K12972	senq:AU40_11090
ko:K09933	senq:AU40_11130
ko:K03746	senq:AU40_11290
ko:K07733	senq:AU40_11315
ko:K07126	senq:AU40_11350
ko:K01241	senq:AU40_11380
ko:K02198	senq:AU40_20905
ko:K02197	senq:AU40_20910
ko:K02196	senq:AU40_20915
ko:K02195	senq:AU40_20920
ko:K02194	senq:AU40_20925
ko:K02193	senq:AU40_20930
ko:K00428	senq:AU40_20935
ko:K03533	senq:AU40_20940
ko:K07811	senq:AU40_20945
ko:K03532	senq:AU40_20950
ko:K07772	senq:AU40_20955
ko:K11930	senq:AU40_20960
ko:K07647	senq:AU40_20965
ko:K08194	senq:AU40_20970
ko:K01684	senq:AU40_20975
ko:K01631	senq:AU40_20980
ko:K00883	senq:AU40_20985
ko:K02470	senq:AU40_21015
ko:K03629	senq:AU40_21020
ko:K02338	senq:AU40_21025
ko:K02313	senq:AU40_21030
ko:K02914	senq:AU40_21040
ko:K03536	senq:AU40_21045
ko:K08998	senq:AU40_21050
ko:K03217	senq:AU40_21055
ko:K03650	senq:AU40_21060
ko:K08163	senq:AU40_21065
ko:K06901	senq:AU40_21085
ko:K02039	senq:AU40_21100
ko:K02036	senq:AU40_21105
ko:K02038	senq:AU40_21110
ko:K02037	senq:AU40_21115
ko:K02040	senq:AU40_21120
ko:K02769	senq:AU40_21125
ko:K02770	senq:AU40_21125
ko:K00014	senq:AU40_21130
ko:K00820	senq:AU40_21140
ko:K04042	senq:AU40_21145
ko:K06890	senq:AU40_21155
ko:K02114	senq:AU40_21165
ko:K02112	senq:AU40_21170
ko:K02115	senq:AU40_21175
ko:K02863	senq:AU40_22765
ko:K02864	senq:AU40_22770
ko:K02935	senq:AU40_22775
ko:K03043	senq:AU40_22780
ko:K03046	senq:AU40_22785
ko:K03150	senq:AU40_22825
ko:K03149	senq:AU40_22830
ko:K03154	senq:AU40_22835
ko:K03148	senq:AU40_22840
ko:K00788	senq:AU40_22845
ko:K03147	senq:AU40_22850
ko:K07740	senq:AU40_22860
ko:K03426	senq:AU40_22865
ko:K01599	senq:AU40_22870
ko:K05982	senq:AU40_22875
ko:K09891	senq:AU40_22880
ko:K05787	senq:AU40_22885
ko:K07803	senq:AU40_22895
ko:K07709	senq:AU40_22900
ko:K01945	senq:AU40_22910
ko:K00602	senq:AU40_22915
ko:K03827	senq:AU40_22945
ko:K00651	senq:AU40_22950
ko:K01638	senq:AU40_22955
ko:K01637	senq:AU40_22960
ko:K00906	senq:AU40_22970
ko:K13641	senq:AU40_22980
ko:K00548	senq:AU40_22985
ko:K03324	senq:AU40_22990
ko:K05995	senq:AU40_22995
ko:K09912	senq:AU40_23010
ko:K06182	senq:AU40_23015
ko:K00928	senq:AU40_23065
ko:K01810	senq:AU40_23075
ko:K01079	senq:AU40_25030
ko:K04485	senq:AU40_25035
ko:K06211	senq:AU40_25040
ko:K08309	senq:AU40_25060
ko:K03720	senq:AU40_25065
ko:K05804	senq:AU40_25080
ko:K05805	senq:AU40_25085
ko:K07663	senq:AU40_25090
ko:K07641	senq:AU40_25095
ko:K06143	senq:AU40_25100
ko:K07347	senq:AU40_25115
ko:K07773	senq:AU40_25140
ko:K02533	senq:AU40_25150
ko:K12524	senq:AU40_25160
ko:K00872	senq:AU40_25165
ko:K07804	senq:AU40_25190
ko:K12065	senq:AU40_25285
ko:K12066	senq:AU40_25290
ko:K12067	senq:AU40_25295
ko:K12068	senq:AU40_25300
ko:K03497	senq:AU40_25365
ko:K03503	senq:AU40_25370
ko:K03502	senq:AU40_25375
ko:K03497	senq:AU40_25380
ko:K07347	senq:AU40_00115
ko:K06871	senq:AU40_00195
ko:K11081	senq:AU40_02325
ko:K03430	senq:AU40_02340
ko:K05306	senq:AU40_02345
ko:K03152	senq:AU40_02350
ko:K00077	senq:AU40_02355
ko:K09767	senq:AU40_02360
ko:K02300	senq:AU40_02385
ko:K02299	senq:AU40_02390
ko:K02298	senq:AU40_02395
ko:K02297	senq:AU40_02400
ko:K08218	senq:AU40_02410
ko:K07286	senq:AU40_02415
ko:K05527	senq:AU40_02420
ko:K03545	senq:AU40_02430
ko:K01358	senq:AU40_02435
ko:K03544	senq:AU40_02440
ko:K01338	senq:AU40_02445
ko:K03530	senq:AU40_02450
ko:K03770	senq:AU40_02455
ko:K03521	senq:AU40_04615
ko:K03522	senq:AU40_04620
ko:K09709	senq:AU40_04625
ko:K00311	senq:AU40_04640
ko:K07258	senq:AU40_04675
ko:K11534	senq:AU40_04680
ko:K08160	senq:AU40_04690
ko:K07085	senq:AU40_04710
ko:K03674	senq:AU40_04720
ko:K05844	senq:AU40_04735
ko:K11073	senq:AU40_04745
ko:K11076	senq:AU40_04750
ko:K03695	senq:AU40_14735
ko:K05810	senq:AU40_14740
ko:K06180	senq:AU40_14745
ko:K05807	senq:AU40_14750
ko:K05809	senq:AU40_14760
ko:K14170	senq:AU40_14765
ko:K14187	senq:AU40_14775
ko:K01626	senq:AU40_14780
ko:K02884	senq:AU40_14800
ko:K00554	senq:AU40_14805
ko:K02860	senq:AU40_14810
ko:K02959	senq:AU40_14815
ko:K03106	senq:AU40_14825
ko:K03687	senq:AU40_14845
ko:K00858	senq:AU40_14855
ko:K03631	senq:AU40_14860
ko:K06186	senq:AU40_14870
ko:K09801	senq:AU40_14875
ko:K03664	senq:AU40_14885
ko:K12543	senq:AU40_14895
ko:K12541	senq:AU40_14900
ko:K12542	senq:AU40_14905
ko:K07491	senq:AU40_14955
ko:K18895	senq:AU40_14965
ko:K07017	senq:AU40_14975
ko:K15352	senq:AU40_14985
ko:K09824	senq:AU40_14995
ko:K07241	senq:AU40_15010
ko:K07649	senq:AU40_15015
ko:K07774	senq:AU40_15020
ko:K07795	senq:AU40_15030
ko:K07794	senq:AU40_15035
ko:K01918	senq:AU40_01070
ko:K00606	senq:AU40_01075
ko:K00950	senq:AU40_01080
ko:K00970	senq:AU40_01085
ko:K01894	senq:AU40_01090
ko:K06204	senq:AU40_01095
ko:K06206	senq:AU40_01100
ko:K01975	senq:AU40_01105
ko:K03579	senq:AU40_01110
ko:K05365	senq:AU40_01120
ko:K02014	senq:AU40_01130
ko:K02013	senq:AU40_01135
ko:K02016	senq:AU40_01140
ko:K02015	senq:AU40_01145
ko:K01845	senq:AU40_01185
ko:K03281	senq:AU40_01195
ko:K15724	senq:AU40_01200
ko:K01169	senq:AU40_03295
ko:K09477	senq:AU40_03305
ko:K05966	senq:AU40_03310
ko:K05964	senq:AU40_03315
ko:K01643	senq:AU40_03320
ko:K01644	senq:AU40_03325
ko:K01646	senq:AU40_03330
ko:K01910	senq:AU40_03335
ko:K07700	senq:AU40_03345
ko:K07702	senq:AU40_03350
ko:K03326	senq:AU40_03355
ko:K12973	senq:AU40_03360
ko:K03704	senq:AU40_03365
ko:K06199	senq:AU40_03370
ko:K03425	senq:AU40_03380
ko:K03644	senq:AU40_03385
ko:K03801	senq:AU40_03400
ko:K09158	senq:AU40_03405
ko:K07258	senq:AU40_03410
ko:K03642	senq:AU40_03420
ko:K05837	senq:AU40_03425
ko:K05515	senq:AU40_03430
ko:K13821	senq:AU40_05705
ko:K11928	senq:AU40_05715
ko:K03307	senq:AU40_05735
ko:K01788	senq:AU40_05740
ko:K17948	senq:AU40_05745
ko:K06887	senq:AU40_05805
ko:K11911	senq:AU40_05810
ko:K11891	senq:AU40_05815
ko:K04080	senq:AU40_10405
ko:K07804	senq:AU40_10430
ko:K03704	senq:AU40_10445
ko:K00031	senq:AU40_10480
ko:K06181	senq:AU40_10490
ko:K12152	senq:AU40_10500
ko:K00566	senq:AU40_10505
ko:K07153	senq:AU40_10510
ko:K01756	senq:AU40_10515
ko:K07660	senq:AU40_10520
ko:K07637	senq:AU40_10525
ko:K18850	senq:AU40_10530
ko:K01258	senq:AU40_10540
ko:K11072	senq:AU40_10550
ko:K11071	senq:AU40_10555
ko:K15347	senq:AU40_10560
ko:K11070	senq:AU40_10570
ko:K11069	senq:AU40_10575
ko:K12410	senq:AU40_10580
ko:K00884	senq:AU40_10585
ko:K09808	senq:AU40_10590
ko:K09810	senq:AU40_10595
ko:K09808	senq:AU40_10600
ko:K03723	senq:AU40_10610
ko:K19236	senq:AU40_10615
ko:K12151	senq:AU40_10620
ko:K03885	senq:AU40_10635
ko:K07000	senq:AU40_10645
ko:K01207	senq:AU40_10650
ko:K07251	senq:AU40_10655
ko:K07337	senq:AU40_10660
ko:K02503	senq:AU40_10670
ko:K16088	senq:AU40_10675
ko:K02778	senq:AU40_10680
ko:K02779	senq:AU40_10680
ko:K03424	senq:AU40_10690
ko:K02341	senq:AU40_10695
ko:K00943	senq:AU40_10700
ko:K07082	senq:AU40_10705
ko:K01409	senq:AU40_17490
ko:K02970	senq:AU40_17500
ko:K03086	senq:AU40_17515
ko:K03649	senq:AU40_17520
ko:K07229	senq:AU40_17530
ko:K03776	senq:AU40_17545
ko:K09251	senq:AU40_17555
ko:K00219	senq:AU40_17560
ko:K11391	senq:AU40_17565
ko:K07043	senq:AU40_17570
ko:K07862	senq:AU40_17595
ko:K15977	senq:AU40_17635
ko:K07393	senq:AU40_17640
ko:K06911	senq:AU40_17655
ko:K01752	senq:AU40_17675
ko:K00656	senq:AU40_17680
ko:K00932	senq:AU40_17685
ko:K03838	senq:AU40_17690
ko:K01754	senq:AU40_17695
ko:K07592	senq:AU40_17700
ko:K00865	senq:AU40_17720
ko:K01630	senq:AU40_17730
ko:K01708	senq:AU40_17740
ko:K08302	senq:AU40_17745
ko:K16371	senq:AU40_17750
ko:K02773	senq:AU40_17755
ko:K02774	senq:AU40_17760
ko:K02775	senq:AU40_17765
ko:K00094	senq:AU40_17770
ko:K02436	senq:AU40_17775
ko:K07056	senq:AU40_17780
ko:K07121	senq:AU40_17785
ko:K07460	senq:AU40_17790
ko:K12961	senq:AU40_17795
ko:K02874	senq:AU40_18740
ko:K02961	senq:AU40_18745
ko:K02904	senq:AU40_18750
ko:K02878	senq:AU40_18755
ko:K02982	senq:AU40_18760
ko:K02890	senq:AU40_18765
ko:K02965	senq:AU40_18770
ko:K02886	senq:AU40_18775
ko:K02892	senq:AU40_18780
ko:K02926	senq:AU40_18785
ko:K02906	senq:AU40_18790
ko:K02946	senq:AU40_18795
ko:K02506	senq:AU40_18810
ko:K03594	senq:AU40_18815
ko:K02192	senq:AU40_18820
ko:K11075	senq:AU40_04755
ko:K11074	senq:AU40_04760
ko:K03929	senq:AU40_08310
ko:K00098	senq:AU40_08330
ko:K00046	senq:AU40_08340
ko:K08323	senq:AU40_08345
ko:K14587	senq:AU40_08360
ko:K02773	senq:AU40_08365
ko:K06971	senq:AU40_08370
ko:K02775	senq:AU40_08375
ko:K02774	senq:AU40_08380
ko:K03817	senq:AU40_08390
ko:K03304	senq:AU40_08400
ko:K16868	senq:AU40_08405
ko:K05782	senq:AU40_08415
ko:K08303	senq:AU40_08425
ko:K08641	senq:AU40_08445
ko:K00137	senq:AU40_08455
ko:K09936	senq:AU40_08490
ko:K03823	senq:AU40_08495
ko:K13654	senq:AU40_08505
ko:K02014	senq:AU40_08510
ko:K11738	senq:AU40_08525
ko:K00675	senq:AU40_08535
ko:K00374	senq:AU40_08545
ko:K00373	senq:AU40_08550
ko:K00371	senq:AU40_08555
ko:K00370	senq:AU40_08560
ko:K02575	senq:AU40_08570
ko:K08167	senq:AU40_08580
ko:K16076	senq:AU40_08590
ko:K00615	senq:AU40_13160
ko:K00615	senq:AU40_13165
ko:K03475	senq:AU40_13170
ko:K02822	senq:AU40_13175
ko:K02821	senq:AU40_13180
ko:K07095	senq:AU40_13200
ko:K07071	senq:AU40_13215
ko:K10017	senq:AU40_13220
ko:K10015	senq:AU40_13225
ko:K10016	senq:AU40_13230
ko:K10014	senq:AU40_13235
ko:K10013	senq:AU40_13240
ko:K03186	senq:AU40_13250
ko:K01586	senq:AU40_13270
ko:K06714	senq:AU40_13275
ko:K00764	senq:AU40_13280
ko:K03558	senq:AU40_13285
ko:K03749	senq:AU40_13295
ko:K11754	senq:AU40_13300
ko:K01963	senq:AU40_13305
ko:K03975	senq:AU40_13310
ko:K06173	senq:AU40_13315
ko:K03473	senq:AU40_13330
ko:K07052	senq:AU40_13365
ko:K00647	senq:AU40_13370
ko:K15461	senq:AU40_13375
ko:K09906	senq:AU40_13385
ko:K07090	senq:AU40_13390
ko:K07261	senq:AU40_13395
ko:K01736	senq:AU40_13400
ko:K07320	senq:AU40_13405
ko:K08296	senq:AU40_13415
ko:K01782	senq:AU40_13425
ko:K06076	senq:AU40_13445
ko:K04754	senq:AU40_13450
ko:K05798	senq:AU40_00670
ko:K01652	senq:AU40_00675
ko:K01653	senq:AU40_00680
ko:K03435	senq:AU40_00695
ko:K03925	senq:AU40_00705
ko:K03438	senq:AU40_00710
ko:K03586	senq:AU40_00715
ko:K03587	senq:AU40_00720
ko:K01928	senq:AU40_00725
ko:K01929	senq:AU40_00730
ko:K01000	senq:AU40_00735
ko:K01925	senq:AU40_00740
ko:K03588	senq:AU40_00745
ko:K02563	senq:AU40_00750
ko:K01924	senq:AU40_00755
ko:K01921	senq:AU40_00760
ko:K03589	senq:AU40_00765
ko:K03590	senq:AU40_00770
ko:K03531	senq:AU40_00775
ko:K02535	senq:AU40_00780
ko:K13301	senq:AU40_00790
ko:K03070	senq:AU40_00795
ko:K03574	senq:AU40_00800
ko:K00926	senq:AU40_02875
ko:K01589	senq:AU40_02880
ko:K01588	senq:AU40_02885
ko:K03269	senq:AU40_02890
ko:K03768	senq:AU40_02895
ko:K01883	senq:AU40_02900
ko:K07038	senq:AU40_02915
ko:K14761	senq:AU40_02920
ko:K01491	senq:AU40_02925
ko:K07345	senq:AU40_02930
ko:K07351	senq:AU40_02935
ko:K07346	senq:AU40_02940
ko:K07347	senq:AU40_02945
ko:K07350	senq:AU40_02950
ko:K07348	senq:AU40_02955
ko:K07688	senq:AU40_02960
ko:K08088	senq:AU40_02965
ko:K08087	senq:AU40_02970
ko:K00813	senq:AU40_05205
ko:K09476	senq:AU40_05215
ko:K01893	senq:AU40_05230
ko:K01751	senq:AU40_05240
ko:K03310	senq:AU40_05245
ko:K00763	senq:AU40_05250
ko:K01256	senq:AU40_05335
ko:K00254	senq:AU40_05345
ko:K18657	senq:AU40_05355
ko:K07140	senq:AU40_05360
ko:K12297	senq:AU40_05365
ko:K15738	senq:AU40_05370
ko:K15351	senq:AU40_09495
ko:K15350	senq:AU40_09500
ko:K15346	senq:AU40_09515
ko:K15345	senq:AU40_09520
ko:K15368	senq:AU40_09525
ko:K15344	senq:AU40_09530
ko:K15367	senq:AU40_09535
ko:K18984	senq:AU40_09540
ko:K03220	senq:AU40_09545
ko:K03219	senq:AU40_09550
ko:K14978	senq:AU40_09560
ko:K14979	senq:AU40_09565
ko:K13041	senq:AU40_09585
ko:K13040	senq:AU40_09590
ko:K08358	senq:AU40_09595
ko:K08359	senq:AU40_09600
ko:K08357	senq:AU40_09605
ko:K01259	senq:AU40_09620
ko:K00873	senq:AU40_09635
ko:K06078	senq:AU40_09645
ko:K06078	senq:AU40_09650
ko:K19234	senq:AU40_09655
ko:K02355	senq:AU40_18835
ko:K02992	senq:AU40_18840
ko:K02950	senq:AU40_18845
ko:K07237	senq:AU40_18850
ko:K07236	senq:AU40_18855
ko:K07235	senq:AU40_18860
ko:K03772	senq:AU40_18870
ko:K03745	senq:AU40_18875
ko:K03775	senq:AU40_18880
ko:K07070	senq:AU40_18885
ko:K11747	senq:AU40_18890
ko:K11748	senq:AU40_18895
ko:K06158	senq:AU40_18900
ko:K07019	senq:AU40_18915
ko:K09898	senq:AU40_18920
ko:K00855	senq:AU40_18925
ko:K07397	senq:AU40_18930
ko:K10914	senq:AU40_18940
ko:K01664	senq:AU40_18955
ko:K04095	senq:AU40_18960
ko:K03767	senq:AU40_18970
ko:K06141	senq:AU40_18975
ko:K00362	senq:AU40_18985
ko:K00363	senq:AU40_18990
ko:K02598	senq:AU40_19000
ko:K02302	senq:AU40_19005
ko:K12516	senq:AU40_19010
ko:K01867	senq:AU40_19020
ko:K01091	senq:AU40_19025
ko:K01783	senq:AU40_19030
ko:K03112	senq:AU40_19040
ko:K00057	senq:AU40_20260
ko:K03071	senq:AU40_20265
ko:K15633	senq:AU40_20290
ko:K09798	senq:AU40_20300
ko:K00060	senq:AU40_20310
ko:K00639	senq:AU40_20315
ko:K03274	senq:AU40_20320
ko:K02843	senq:AU40_20325
ko:K02841	senq:AU40_20330
ko:K02847	senq:AU40_20335
ko:K03280	senq:AU40_20340
ko:K12981	senq:AU40_20345
ko:K02850	senq:AU40_20350
ko:K03279	senq:AU40_20355
ko:K03278	senq:AU40_20360
ko:K02840	senq:AU40_20365
ko:K02848	senq:AU40_20375
ko:K02844	senq:AU40_20380
ko:K02849	senq:AU40_20385
ko:K02527	senq:AU40_20390
ko:K00954	senq:AU40_20395
ko:K10563	senq:AU40_20400
ko:K02913	senq:AU40_20405
ko:K02902	senq:AU40_20410
ko:K03630	senq:AU40_20415
ko:K13038	senq:AU40_20420
ko:K05501	senq:AU40_20435
ko:K00762	senq:AU40_20440
ko:K00989	senq:AU40_20445
ko:K17837	senq:AU40_20460
ko:K01972	senq:AU40_20475
ko:K00942	senq:AU40_20485
ko:K03060	senq:AU40_20490
ko:K00556	senq:AU40_20500
ko:K03655	senq:AU40_20505
ko:K03312	senq:AU40_20510
ko:K16345	senq:AU40_20515
ko:K01811	senq:AU40_20525
ko:K03292	senq:AU40_20530
ko:K03534	senq:AU40_22145
ko:K01629	senq:AU40_22155
ko:K01813	senq:AU40_22160
ko:K00848	senq:AU40_22165
ko:K02855	senq:AU40_22175
ko:K02854	senq:AU40_22185
ko:K02856	senq:AU40_22190
ko:K04564	senq:AU40_22215
ko:K07640	senq:AU40_22235
ko:K06006	senq:AU40_22245
ko:K13283	senq:AU40_22250
ko:K00850	senq:AU40_22255
ko:K02048	senq:AU40_22260
ko:K01521	senq:AU40_22265
ko:K00847	senq:AU40_22275
ko:K11216	senq:AU40_22305
ko:K11531	senq:AU40_22310
ko:K10558	senq:AU40_22315
ko:K10556	senq:AU40_22320
ko:K10557	senq:AU40_22325
ko:K10555	senq:AU40_22330
ko:K08321	senq:AU40_22335
ko:K11530	senq:AU40_22340
ko:K01783	senq:AU40_22345
ko:K01803	senq:AU40_22350
ko:K00528	senq:AU40_22370
ko:K02446	senq:AU40_22375
ko:K00864	senq:AU40_22380
ko:K02440	senq:AU40_22385
ko:K09892	senq:AU40_22395
ko:K02553	senq:AU40_22410
ko:K02548	senq:AU40_22415
ko:K03667	senq:AU40_22420
ko:K01419	senq:AU40_22425
ko:K03591	senq:AU40_22430
ko:K05499	senq:AU40_22435
ko:K04066	senq:AU40_22445
ko:K00611	senq:AU40_24345
ko:K09893	senq:AU40_24350
