ko:K00942	aby:ABAYE0312
ko:K11746	aby:ABAYE2426
ko:K11936	aby:ABAYE2854
ko:K03743	aby:ABAYE2582
ko:K03743	aby:ABAYE2272
ko:K11895	aby:ABAYE2410
ko:K11263	aby:ABAYE2438
ko:K11717	aby:ABAYE2250
ko:K06001	aby:ABAYE1955
ko:K06911	aby:ABAYE2953
ko:K11720	aby:ABAYE3538
ko:K05685	aby:ABAYE3248
ko:K07002	aby:ABAYE3473
ko:K13038	aby:ABAYE0524
ko:K13288	aby:ABAYE3252
ko:K06879	aby:ABAYE1164
ko:K13378	aby:ABAYE3058
ko:K12957	aby:ABAYE0043
ko:K07246	aby:ABAYE2964
ko:K13482	aby:ABAYE1115
ko:K01079	aby:ABAYE0098
ko:K00029	aby:ABAYE1138
ko:K13795	aby:ABAYE3093
ko:K13788	aby:ABAYE3283
ko:K12339	aby:ABAYE3184
ko:K12658	aby:ABAYE2385
ko:K00620	aby:ABAYE3105
ko:K12262	aby:ABAYE2600
ko:K12573	aby:ABAYE0445
ko:K20319	aby:ABAYE1110
ko:K13930	aby:ABAYE2232
ko:K13934	aby:ABAYE2228
ko:K13935	aby:ABAYE2227
ko:K14058	aby:ABAYE0832
ko:K13954	aby:ABAYE1463
ko:K07044	aby:ABAYE1665
ko:K07044	aby:ABAYE2944
ko:K07044	aby:ABAYE0611
ko:K07044	aby:ABAYE2945
ko:K07044	aby:ABAYE0300
ko:K07127	aby:ABAYE0132
ko:K07058	aby:ABAYE0454
ko:K10857	aby:ABAYE1168
ko:K13928	aby:ABAYE2224
ko:K13929	aby:ABAYE2233
ko:K13932	aby:ABAYE2230
ko:K13933	aby:ABAYE2229
ko:K01934	aby:ABAYE2759
ko:K13794	aby:ABAYE3091
ko:K13796	aby:ABAYE3092
ko:K01825	aby:ABAYE3470
ko:K03574	aby:ABAYE0392
ko:K13895	aby:ABAYE2660
ko:K03657	aby:ABAYE2361
ko:K02203	aby:ABAYE0710
ko:K18138	aby:ABAYE0747
ko:K07645	aby:ABAYE1194
ko:K06923	aby:ABAYE1315
ko:K11250	aby:ABAYE1509
ko:K00626	aby:ABAYE1513
ko:K13888	aby:ABAYE3247
ko:K03782	aby:ABAYE3366
ko:K13643	aby:ABAYE2020
ko:K13774	aby:ABAYE0479
ko:K13776	aby:ABAYE3376
ko:K13777	aby:ABAYE0483
ko:K13778	aby:ABAYE0480
ko:K13779	aby:ABAYE0482
ko:K10778	aby:ABAYE3462
ko:K00024	aby:ABAYE0465
ko:K13481	aby:ABAYE1114
ko:K06133	aby:ABAYE3258
ko:K13821	aby:ABAYE2108
ko:K01961	aby:ABAYE1537
ko:K03297	aby:ABAYE0636
ko:K03297	aby:ABAYE1181
ko:K13893	aby:ABAYE2662
ko:K13745	aby:ABAYE1027
ko:K13931	aby:ABAYE2231
ko:K13896	aby:ABAYE2659
ko:K13894	aby:ABAYE2661
ko:K13639	aby:ABAYE2390
ko:K00121	aby:p3ABAYE0024
ko:K13628	aby:ABAYE2023
ko:K18145	aby:ABAYE1821
ko:K01113	aby:ABAYE0811
ko:K01977	aby:ABAYE_16s_1
ko:K01977	aby:ABAYE_16s_5
ko:K01977	aby:ABAYE_16s_6
ko:K01977	aby:ABAYE_16s_2
ko:K01977	aby:ABAYE_16s_3
ko:K01977	aby:ABAYE_16s_4
ko:K01983	aby:ABAYEmisc_RNA_2
ko:K14228	aby:ABAYEtRNA22
ko:K14228	aby:ABAYEtRNA24
ko:K14228	aby:ABAYEtRNA13
ko:K14237	aby:ABAYEtRNA14
ko:K14237	aby:ABAYEtRNA17
ko:K14237	aby:ABAYEtRNA19
ko:K01968	aby:ABAYE2291
ko:K01070	aby:p3ABAYE0023
ko:K01969	aby:ABAYE2289
ko:K08281	aby:ABAYE0059
ko:K13635	aby:ABAYE0925
ko:K01070	aby:ABAYE3116
ko:K13771	aby:ABAYE0402
ko:K10680	aby:p3ABAYE0018
ko:K13766	aby:ABAYE2290
ko:K14231	aby:ABAYEtRNA3
ko:K14231	aby:ABAYEtRNA4
ko:K08325	aby:p3ABAYE0020
ko:K14220	aby:ABAYEtRNA61
ko:K14220	aby:ABAYEtRNA62
ko:K14220	aby:ABAYEtRNA60
ko:K14223	aby:ABAYEtRNA29
ko:K14223	aby:ABAYEtRNA30
ko:K14223	aby:ABAYEtRNA31
ko:K14223	aby:ABAYEtRNA32
ko:K14347	aby:ABAYE1053
ko:K14233	aby:ABAYEtRNA20
ko:K14233	aby:ABAYEtRNA57
ko:K14228	aby:ABAYEtRNA46
ko:K14260	aby:ABAYE2186
ko:K14219	aby:ABAYEtRNA6
ko:K14219	aby:ABAYEtRNA7
ko:K14219	aby:ABAYEtRNA8
ko:K14221	aby:ABAYEtRNA15
ko:K14221	aby:ABAYEtRNA16
ko:K14221	aby:ABAYEtRNA18
ko:K07003	aby:ABAYE3753
ko:K14236	aby:ABAYEtRNA42
ko:K14228	aby:ABAYEtRNA64
ko:K14228	aby:ABAYEtRNA65
ko:K14234	aby:ABAYEtRNA44
ko:K18146	aby:ABAYE1822
ko:K21029	aby:ABAYE1415
ko:K14227	aby:ABAYEtRNA1
ko:K14227	aby:ABAYEtRNA37
ko:K14227	aby:ABAYEtRNA39
ko:K14227	aby:ABAYEtRNA49
ko:K14227	aby:ABAYEtRNA11
ko:K14227	aby:ABAYEtRNA9
ko:K14232	aby:ABAYEtRNA51
ko:K14232	aby:ABAYEtRNA54
ko:K14348	aby:ABAYE3798
ko:K14230	aby:ABAYEtRNA55
ko:K14230	aby:ABAYEtRNA56
ko:K14219	aby:ABAYEtRNA66
ko:K07497	aby:ABAYE3666
ko:K14393	aby:ABAYE0188
ko:K14225	aby:ABAYEtRNA43
ko:K00941	aby:ABAYE2989
ko:K02358	aby:ABAYE3496
ko:K11735	aby:ABAYE1297
ko:K14237	aby:ABAYEtRNA21
ko:K14233	aby:ABAYEtRNA5
ko:K15396	aby:ABAYE2190
ko:K04085	aby:ABAYE1218
ko:K14235	aby:ABAYEtRNA45
ko:K14234	aby:ABAYEtRNA41
ko:K14234	aby:ABAYEtRNA72
ko:K14267	aby:ABAYE2181
ko:K01985	aby:ABAYE_5s_1
ko:K01985	aby:ABAYE_5s_3
ko:K01985	aby:ABAYE_5s_4
ko:K01985	aby:ABAYE_5s_2
ko:K01985	aby:ABAYE_5s_6
ko:K01985	aby:ABAYE_5s_5
ko:K19302	aby:ABAYE3879
ko:K14170	aby:ABAYE1206
ko:K14219	aby:ABAYEtRNA52
ko:K14441	aby:ABAYE1576
ko:K14225	aby:ABAYEtRNA27
ko:K14225	aby:ABAYEtRNA36
ko:K14225	aby:ABAYEtRNA35
ko:K01524	aby:ABAYE3154
ko:K15035	aby:ABAYEmisc_RNA_9
ko:K14287	aby:ABAYE0111
ko:K14222	aby:ABAYEtRNA63
ko:K14224	aby:ABAYEtRNA28
ko:K14224	aby:ABAYEtRNA69
ko:K14224	aby:ABAYEtRNA70
ko:K14224	aby:ABAYEtRNA68
ko:K14226	aby:ABAYEtRNA53
ko:K14218	aby:ABAYEtRNA67
ko:K01978	aby:ABAYEmisc_RNA_7
ko:K15778	aby:ABAYE2928
ko:K14219	aby:ABAYEtRNA59
ko:K02014	aby:ABAYE2046
ko:K16238	aby:ABAYE1459
ko:K01011	aby:ABAYE0103
ko:K14229	aby:ABAYEtRNA33
ko:K14229	aby:ABAYEtRNA34
ko:K14230	aby:ABAYEtRNA47
ko:K14230	aby:ABAYEtRNA48
ko:K14230	aby:ABAYEtRNA58
ko:K06133	aby:ABAYE3750
ko:K01980	aby:ABAYE_23s_1
ko:K01980	aby:ABAYE_23s_5
ko:K01980	aby:ABAYE_23s_4
ko:K01980	aby:ABAYE_23s_3
ko:K01980	aby:ABAYE_23s_6
ko:K01980	aby:ABAYE_23s_2
ko:K14233	aby:ABAYEtRNA71
ko:K14230	aby:ABAYEtRNA26
ko:K14218	aby:ABAYEtRNA10
ko:K14218	aby:ABAYEtRNA12
ko:K14218	aby:ABAYEtRNA38
ko:K14218	aby:ABAYEtRNA2
ko:K14218	aby:ABAYEtRNA50
ko:K14218	aby:ABAYEtRNA40
ko:K14742	aby:ABAYE3119
ko:K07278	aby:ABAYE1429
ko:K14652	aby:ABAYE0096
ko:K15269	aby:ABAYE3596
ko:K06177	aby:ABAYE1445
ko:K11939	aby:ABAYE0331
ko:K15725	aby:ABAYE0269
ko:K08316	aby:ABAYE2771
ko:K01941	aby:ABAYE2428
ko:K01457	aby:ABAYE2422
ko:K14682	aby:ABAYE3839
ko:K11741	aby:ABAYE3107
ko:K00220	aby:ABAYE1207
ko:K00800	aby:ABAYE1207
ko:K15553	aby:ABAYE1409
ko:K15724	aby:ABAYE0011
ko:K15554	aby:ABAYE3843
ko:K02428	aby:ABAYE3296
ko:K15738	aby:ABAYE3341
ko:K15633	aby:ABAYE3537
ko:K15551	aby:ABAYE2212
ko:K10831	aby:ABAYE2211
ko:K15555	aby:ABAYE3844
ko:K15553	aby:ABAYE3841
ko:K15553	aby:ABAYE3840
ko:K15552	aby:ABAYE2210
ko:K15256	aby:ABAYE2285
ko:K18147	aby:ABAYE1823
ko:K01082	aby:ABAYE2037
ko:K15554	aby:ABAYE1408
ko:K01692	aby:ABAYE2370
ko:K01692	aby:ABAYE3764
ko:K04093	aby:ABAYE1477
ko:K03286	aby:ABAYE2406
ko:K12543	aby:ABAYE2487
ko:K15726	aby:ABAYE0271
ko:K15461	aby:ABAYE0517
ko:K15536	aby:ABAYE0005
ko:K15727	aby:ABAYE0270
ko:K15342	aby:ABAYE0995
ko:K01840	aby:ABAYE3800
ko:K14415	aby:ABAYE0642
ko:K15866	aby:ABAYE2369
ko:K12542	aby:ABAYE2485
ko:K12541	aby:ABAYE2486
ko:K10716	aby:ABAYE1434
ko:K15977	aby:ABAYE3742
ko:K15984	aby:ABAYE3118
ko:K03327	aby:ABAYE0061
ko:K02226	aby:ABAYE1992
ko:K03781	aby:ABAYE2342
ko:K18552	aby:ABAYE3620
ko:K11103	aby:ABAYE1360
ko:K16092	aby:ABAYE0606
ko:K16090	aby:ABAYE3290
ko:K16088	aby:ABAYE1494
ko:K14235	aby:ABAYEtRNA23
ko:K14235	aby:ABAYEtRNA25
ko:K16088	aby:ABAYE1984
ko:K16090	aby:ABAYE1644
ko:K16137	aby:ABAYE0196
ko:K16137	aby:p3ABAYE0016
ko:K02014	aby:ABAYE2001
ko:K02029	aby:ABAYE2256
ko:K02028	aby:ABAYE2255
ko:K02030	aby:ABAYE2253
ko:K03320	aby:ABAYE0735
ko:K09024	aby:ABAYE3078
ko:K16053	aby:ABAYE1487
ko:K03830	aby:ABAYE3572
ko:K02030	aby:ABAYE2254
ko:K02014	aby:ABAYE1486
ko:K16345	aby:ABAYE0645
ko:K11733	aby:ABAYE0643
ko:K18552	aby:ABAYE3640
ko:K07115	aby:ABAYE0469
ko:K01800	aby:ABAYE0067
ko:K08997	aby:ABAYE0601
ko:K11734	aby:ABAYE0069
ko:K11735	aby:ABAYE0207
ko:K16235	aby:ABAYE0276
ko:K11737	aby:ABAYE0858
ko:K22617	aby:ABAYE0497
ko:K16264	aby:ABAYE0272
ko:K03321	aby:ABAYE3553
ko:K07122	aby:ABAYE0389
ko:K01166	aby:ABAYE0464
ko:K16692	aby:ABAYE3818
ko:K10014	aby:ABAYE1177
ko:K16839	aby:ABAYE0129
ko:K16137	aby:ABAYE0848
ko:K16842	aby:ABAYE0134
ko:K16872	aby:ABAYE2562
ko:K16840	aby:ABAYE0133
ko:K16841	aby:ABAYE2208
ko:K17103	aby:ABAYE0470
ko:K19611	aby:ABAYE2812
ko:K11209	aby:ABAYE3167
ko:K17218	aby:ABAYE1939
ko:K17713	aby:ABAYE3260
ko:K17228	aby:ABAYE0182
ko:K01990	aby:ABAYE1166
ko:K01992	aby:ABAYE0873
ko:K01992	aby:ABAYE1165
ko:K00821	aby:ABAYE1625
ko:K17686	aby:ABAYE3205
ko:K19745	aby:p3ABAYE0008
ko:K00254	aby:ABAYE1278
ko:K07318	aby:ABAYE3545
ko:K17733	aby:ABAYE2399
ko:K17737	aby:ABAYE1912
ko:K03298	aby:ABAYE2387
ko:K11734	aby:ABAYE1031
ko:K03321	aby:ABAYE1603
ko:K18139	aby:ABAYE0746
ko:K11747	aby:ABAYE1752
ko:K11939	aby:ABAYE0330
ko:K17938	aby:ABAYE0692
ko:K03366	aby:ABAYE1944
ko:K05520	aby:ABAYE0696
ko:K11737	aby:ABAYE3771
ko:K04343	aby:ABAYE3647
ko:K11737	aby:ABAYE3770
ko:K22589	aby:ABAYE1083
ko:K18143	aby:ABAYE1819
ko:K18144	aby:ABAYE1820
ko:K13794	aby:ABAYE3088
ko:K18118	aby:ABAYE0257
ko:K18320	aby:ABAYE3576
ko:K18320	aby:ABAYE3583_1
ko:K18320	aby:ABAYE3580
ko:K18383	aby:ABAYE2628
ko:K18303	aby:ABAYE0031
ko:K18302	aby:ABAYE0030
ko:K18301	aby:ABAYE0029
ko:K18369	aby:p2ABAYE0004
ko:K00138	aby:ABAYE1460
ko:K03446	aby:ABAYE1797
ko:K07397	aby:ABAYE2115
ko:K08084	aby:ABAYE0314
ko:K02655	aby:ABAYE0319
ko:K07263	aby:ABAYE0990
ko:K00508	aby:ABAYE1018
ko:K03821	aby:ABAYE1308
ko:K03288	aby:ABAYE3089
ko:K07088	aby:ABAYE3297
ko:K16234	aby:ABAYE0077
ko:K18476	aby:ABAYE3598
ko:K11904	aby:ABAYE2454
ko:K03462	aby:ABAYE1790
ko:K18589	aby:ABAYE3644
ko:K18476	aby:ABAYE3639
ko:K21645	aby:ABAYE1918
ko:K03427	aby:ABAYE2749
ko:K18902	aby:ABAYE1173
ko:K18893	aby:ABAYE2100
ko:K18794	aby:ABAYE2122
ko:K18900	aby:ABAYE1176
ko:K18918	aby:p3ABAYE0046
ko:K18792	aby:ABAYE3619
ko:K18975	aby:ABAYE3613
ko:K18975	aby:ABAYE3617
ko:K18975	aby:ABAYE3642
ko:K18850	aby:ABAYE2093
ko:K18901	aby:ABAYE1174
ko:K18903	aby:ABAYE1172
ko:K18974	aby:ABAYE3568
ko:K03976	aby:ABAYE2009
ko:K18975	aby:ABAYE3569
ko:K03526	aby:ABAYE3263
ko:K18974	aby:ABAYE3612
ko:K18974	aby:ABAYE3616
ko:K18979	aby:ABAYE2128
ko:K18997	aby:ABAYE3412
ko:K19129	aby:ABAYE0999
ko:K19058	aby:ABAYE3604
ko:K19057	aby:ABAYE3606
ko:K19059	aby:ABAYE3607
ko:K19127	aby:ABAYE0997
ko:K19158	aby:p1ABAYE0005
ko:K19159	aby:p1ABAYE0004
ko:K22444	aby:ABAYE2957
ko:K00499	aby:ABAYE1065
ko:K19130	aby:ABAYE1000
ko:K07012	aby:ABAYE0996
ko:K03446	aby:ABAYE1778
ko:K19128	aby:ABAYE0998
ko:K19097	aby:ABAYE3623
ko:K19165	aby:ABAYE1074
ko:K01066	aby:ABAYE2962
ko:K01992	aby:ABAYE0872
ko:K00638	aby:ABAYE0798
ko:K03862	aby:ABAYE2623
ko:K19271	aby:ABAYE3587
ko:K19302	aby:ABAYE3269
ko:K04771	aby:ABAYE0936
ko:K19272	aby:ABAYE3578
ko:K19643	aby:ABAYE3614
ko:K19577	aby:ABAYE0038
ko:K19577	aby:ABAYE1435
ko:K17881	aby:ABAYE3622
ko:K17686	aby:ABAYE2551
ko:K00992	aby:ABAYE2084
ko:K00799	aby:ABAYE2243
ko:K06132	aby:ABAYE0498
ko:K15777	aby:ABAYE2762
ko:K19810	aby:ABAYE1057
ko:K20276	aby:ABAYE0792
ko:K20455	aby:ABAYE3791
ko:K09788	aby:ABAYE0721
ko:K20534	aby:ABAYE0870
ko:K16235	aby:ABAYE0349
ko:K06996	aby:ABAYE2913
ko:K20881	aby:ABAYE1592
ko:K21053	aby:ABAYE2601
ko:K21062	aby:ABAYE2388
ko:K13877	aby:ABAYE1728
ko:K21061	aby:ABAYE2384
ko:K01768	aby:ABAYE2027
ko:K11935	aby:ABAYE1394
ko:K11931	aby:ABAYE1395
ko:K11937	aby:ABAYE1397
ko:K21105	aby:ABAYE2635
ko:K13877	aby:ABAYE1780
ko:K13877	aby:ABAYE2379
ko:K21021	aby:ABAYE0501
ko:K21801	aby:ABAYE1795
ko:K21288	aby:ABAYE3621
ko:K03863	aby:ABAYE2624
ko:K21416	aby:ABAYE1948
ko:K21417	aby:ABAYE1947
ko:K21472	aby:ABAYE0046
ko:K21420	aby:ABAYE2942
ko:K21699	aby:ABAYE1294
ko:K21747	aby:ABAYE2015
ko:K21756	aby:ABAYE1721
ko:K21757	aby:ABAYE2553
ko:K21758	aby:ABAYE2561
ko:K21802	aby:ABAYE2629
ko:K21826	aby:p3ABAYE0028
ko:K19591	aby:ABAYE2550
ko:K21990	aby:ABAYE0054
ko:K22003	aby:ABAYE3090
ko:K22027	aby:ABAYE1701
ko:K22025	aby:ABAYE1784
ko:K22105	aby:ABAYE1016
ko:K22067	aby:ABAYE1541
ko:K13874	aby:ABAYE1772
ko:K22132	aby:ABAYE3227
ko:K22186	aby:ABAYE1781
ko:K13875	aby:ABAYE1724
ko:K22292	aby:ABAYE3835
ko:K02257	aby:ABAYE1385
ko:K00611	aby:ABAYE1571
ko:K13061	aby:ABAYE3761
ko:K22550	aby:ABAYE2383
ko:K22549	aby:ABAYE2382
