ko:K18928	but:X994_4295
ko:K10017	but:X994_45
ko:K00673	but:X994_48
ko:K00673	but:X994_49
ko:K06447	but:X994_50
ko:K01484	but:X994_51
ko:K05526	but:X994_52
ko:K00799	but:X994_53
ko:K10013	but:X994_54
ko:K10255	but:X994_55
ko:K02300	but:X994_56
ko:K02299	but:X994_57
ko:K02298	but:X994_58
ko:K02297	but:X994_59
ko:K13771	but:X994_61
ko:K04488	but:X994_64
ko:K11717	but:X994_65
ko:K09015	but:X994_66
ko:K09013	but:X994_67
ko:K09014	but:X994_68
ko:K07234	but:X994_69
ko:K00459	but:X994_74
ko:K08303	but:X994_75
ko:K04561	but:X994_85
ko:K00496	but:X994_86
ko:K01669	but:X994_87
ko:K00860	but:X994_88
ko:K07782	but:X994_89
ko:K06133	but:X994_91
ko:K01745	but:X994_92
ko:K05836	but:X994_93
ko:K01712	but:X994_94
ko:K09975	but:X994_95
ko:K01468	but:X994_96
ko:K05603	but:X994_97
ko:K07010	but:X994_99
ko:K01915	but:X994_100
ko:K12256	but:X994_101
ko:K14682	but:X994_111
ko:K03578	but:X994_112
ko:K01915	but:X994_118
ko:K07708	but:X994_119
ko:K07712	but:X994_120
ko:K01142	but:X994_121
ko:K07684	but:X994_122
ko:K07673	but:X994_123
ko:K00374	but:X994_124
ko:K00373	but:X994_125
ko:K00371	but:X994_126
ko:K00370	but:X994_127
ko:K02575	but:X994_128
ko:K02575	but:X994_129
ko:K02346	but:X994_131
ko:K01414	but:X994_132
ko:K01491	but:X994_133
ko:K00163	but:X994_136
ko:K00627	but:X994_137
ko:K00382	but:X994_138
ko:K07262	but:X994_140
ko:K01104	but:X994_146
ko:K13643	but:X994_147
ko:K04487	but:X994_148
ko:K04488	but:X994_149
ko:K13628	but:X994_150
ko:K04082	but:X994_151
ko:K04044	but:X994_152
ko:K04755	but:X994_153
ko:K04567	but:X994_156
ko:K02836	but:X994_157
ko:K07462	but:X994_158
ko:K09808	but:X994_160
ko:K09810	but:X994_161
ko:K03424	but:X994_162
ko:K02238	but:X994_163
ko:K03282	but:X994_495
ko:K03969	but:X994_497
ko:K05366	but:X994_498
ko:K01754	but:X994_500
ko:K01438	but:X994_501
ko:K03723	but:X994_503
ko:K00991	but:X994_504
ko:K01770	but:X994_505
ko:K04756	but:X994_506
ko:K03386	but:X994_507
ko:K07638	but:X994_508
ko:K07659	but:X994_509
ko:K02291	but:X994_513
ko:K00077	but:X994_528
ko:K00865	but:X994_530
ko:K03545	but:X994_531
ko:K01358	but:X994_532
ko:K03544	but:X994_533
ko:K01338	but:X994_534
ko:K03770	but:X994_541
ko:K10804	but:X994_542
ko:K02003	but:X994_543
ko:K01810	but:X994_544
ko:K00285	but:X994_546
ko:K01608	but:X994_586
ko:K02275	but:X994_588
ko:K03088	but:X994_590
ko:K02501	but:X994_2999
ko:K01814	but:X994_3000
ko:K02500	but:X994_3001
ko:K01496	but:X994_3002
ko:K01523	but:X994_3003
ko:K02503	but:X994_3005
ko:K03116	but:X994_3006
ko:K03117	but:X994_3007
ko:K03118	but:X994_3008
ko:K00411	but:X994_3011
ko:K00412	but:X994_3012
ko:K00413	but:X994_3013
ko:K03599	but:X994_3014
ko:K03600	but:X994_3015
ko:K03707	but:X994_3025
ko:K11892	but:X994_3028
ko:K11893	but:X994_3029
ko:K11906	but:X994_3030
ko:K11901	but:X994_3032
ko:K11900	but:X994_3033
ko:K11903	but:X994_3034
ko:K11897	but:X994_3035
ko:K11896	but:X994_3036
ko:K11895	but:X994_3037
ko:K11907	but:X994_3038
ko:K11902	but:X994_3039
ko:K03286	but:X994_3040
ko:K11890	but:X994_3041
ko:K11891	but:X994_3042
ko:K12340	but:X994_3045
ko:K13409	but:X994_3046
ko:K13408	but:X994_3047
ko:K01256	but:X994_3050
ko:K09941	but:X994_3055
ko:K04046	but:X994_3060
ko:K03704	but:X994_3061
ko:K03186	but:X994_3064
ko:K07390	but:X994_3065
ko:K02493	but:X994_3066
ko:K02835	but:X994_3067
ko:K02492	but:X994_3068
ko:K01262	but:X994_3070
ko:K01560	but:X994_3072
ko:K01126	but:X994_3075
ko:K11735	but:X994_3077
ko:K00331	but:X994_3079
ko:K06942	but:X994_3081
ko:K03981	but:X994_3085
ko:K01118	but:X994_3087
ko:K03648	but:X994_3088
ko:K01609	but:X994_3090
ko:K00766	but:X994_3091
ko:K01658	but:X994_3092
ko:K01657	but:X994_3093
ko:K01091	but:X994_3094
ko:K01783	but:X994_3095
ko:K06195	but:X994_3096
ko:K08304	but:X994_3098
ko:K01912	but:X994_3099
ko:K02614	but:X994_3100
ko:K15866	but:X994_3101
ko:K01692	but:X994_3104
ko:K01897	but:X994_3112
ko:K06134	but:X994_3114
ko:K03925	but:X994_3115
ko:K03438	but:X994_3116
ko:K03586	but:X994_3117
ko:K03587	but:X994_3118
ko:K01928	but:X994_3119
ko:K01929	but:X994_3120
ko:K01000	but:X994_3121
ko:K01925	but:X994_3122
ko:K03588	but:X994_3123
ko:K02563	but:X994_3124
ko:K01924	but:X994_3125
ko:K01921	but:X994_3126
ko:K03589	but:X994_3127
ko:K03590	but:X994_3128
ko:K03531	but:X994_3129
ko:K02535	but:X994_3131
ko:K03070	but:X994_3133
ko:K00620	but:X994_3134
ko:K06923	but:X994_3135
ko:K03574	but:X994_3136
ko:K09862	but:X994_3137
ko:K00859	but:X994_3139
ko:K02654	but:X994_3140
ko:K02653	but:X994_3141
ko:K02652	but:X994_3142
ko:K02523	but:X994_3145
ko:K02888	but:X994_3146
ko:K02899	but:X994_3147
ko:K03979	but:X994_3148
ko:K00931	but:X994_3149
ko:K08311	but:X994_3151
ko:K01881	but:X994_3152
ko:K00760	but:X994_3154
ko:K03106	but:X994_3155
ko:K06950	but:X994_3157
ko:K03806	but:X994_3158
ko:K06077	but:X994_3163
ko:K00856	but:X994_3164
ko:K11065	but:X994_3165
ko:K02687	but:X994_3167
ko:K01961	but:X994_3168
ko:K02160	but:X994_3169
ko:K03786	but:X994_3170
ko:K02558	but:X994_3173
ko:K07000	but:X994_3174
ko:K01147	but:X994_3175
ko:K00014	but:X994_3176
ko:K03814	but:X994_3177
ko:K00883	but:X994_3181
ko:K01631	but:X994_3182
ko:K10537	but:X994_3184
ko:K10539	but:X994_3185
ko:K10538	but:X994_3186
ko:K01591	but:X994_3189
ko:K03743	but:X994_3190
ko:K01095	but:X994_3191
ko:K00946	but:X994_3192
ko:K00029	but:X994_3193
ko:K09761	but:X994_3196
ko:K00797	but:X994_3198
ko:K00615	but:X994_3199
ko:K00134	but:X994_3200
ko:K01725	but:X994_3202
ko:K01673	but:X994_3203
ko:K11921	but:X994_3204
ko:K11103	but:X994_3206
ko:K01477	but:X994_3207
ko:K01483	but:X994_3208
ko:K03711	but:X994_3209
ko:K06186	but:X994_3210
ko:K00215	but:X994_3211
ko:K03561	but:X994_3212
ko:K03559	but:X994_3213
ko:K01869	but:X994_3214
ko:K03643	but:X994_3215
ko:K02340	but:X994_3216
ko:K00147	but:X994_3217
ko:K08973	but:X994_3218
ko:K01690	but:X994_3221
ko:K01625	but:X994_3222
ko:K03299	but:X994_3223
ko:K00851	but:X994_3224
ko:K01756	but:X994_3225
ko:K02575	but:X994_3226
ko:K00261	but:X994_3228
ko:K10001	but:X994_3229
ko:K10003	but:X994_3230
ko:K10002	but:X994_3231
ko:K10004	but:X994_3232
ko:K04078	but:X994_3235
ko:K13993	but:X994_3236
ko:K01465	but:X994_3240
ko:K07397	but:X994_3242
ko:K02871	but:X994_3243
ko:K02996	but:X994_3244
ko:K15724	but:X994_3245
ko:K09001	but:X994_3249
ko:K01866	but:X994_3250
ko:K07560	but:X994_3251
ko:K03551	but:X994_3255
ko:K03550	but:X994_3256
ko:K01159	but:X994_3257
ko:K00602	but:X994_3258
ko:K03557	but:X994_3259
ko:K05540	but:X994_3260
ko:K03185	but:X994_3261
ko:K01262	but:X994_3262
ko:K00799	but:X994_3263
ko:K00566	but:X994_3265
ko:K00324	but:X994_3267
ko:K00324	but:X994_3268
ko:K00325	but:X994_3269
ko:K06996	but:X994_3271
ko:K07444	but:X994_3272
ko:K09857	but:X994_3275
ko:K06192	but:X994_3276
ko:K03808	but:X994_3277
ko:K03808	but:X994_3278
ko:K12262	but:X994_3279
ko:K03762	but:X994_3282
ko:K03074	but:X994_3283
ko:K03072	but:X994_3284
ko:K03210	but:X994_3285
ko:K00773	but:X994_3286
ko:K07568	but:X994_3287
ko:K03655	but:X994_3288
ko:K04761	but:X994_3289
ko:K03782	but:X994_3291
ko:K04047	but:X994_3293
ko:K03179	but:X994_3295
ko:K05774	but:X994_3296
ko:K02043	but:X994_3298
ko:K06166	but:X994_3299
ko:K06165	but:X994_3300
ko:K06164	but:X994_3301
ko:K06163	but:X994_3302
ko:K05781	but:X994_3303
ko:K05780	but:X994_3304
ko:K06162	but:X994_3305
ko:K02041	but:X994_3306
ko:K02044	but:X994_3307
ko:K02042	but:X994_3308
ko:K00286	but:X994_3309
ko:K06997	but:X994_3310
ko:K11473	but:X994_3311
ko:K11472	but:X994_3312
ko:K00104	but:X994_3313
ko:K00798	but:X994_3315
ko:K05916	but:X994_3316
ko:K01626	but:X994_3317
ko:K03568	but:X994_3318
ko:K00982	but:X994_3321
ko:K03631	but:X994_3322
ko:K00858	but:X994_3323
ko:K03705	but:X994_3324
ko:K01772	but:X994_3325
ko:K04762	but:X994_3326
ko:K03687	but:X994_3327
ko:K04043	but:X994_3329
ko:K03686	but:X994_3330
ko:K03342	but:X994_3331
ko:K00606	but:X994_3332
ko:K00950	but:X994_3334
ko:K00970	but:X994_3335
ko:K10763	but:X994_3337
ko:K01933	but:X994_3338
ko:K00791	but:X994_3341
ko:K03572	but:X994_3342
ko:K03975	but:X994_3343
ko:K03442	but:X994_3344
ko:K07266	but:X994_3347
ko:K01991	but:X994_3349
ko:K10107	but:X994_3350
ko:K09688	but:X994_3351
ko:K09689	but:X994_3352
ko:K01711	but:X994_3359
ko:K07031	but:X994_3360
ko:K03271	but:X994_3361
ko:K02990	but:X994_592
ko:K02686	but:X994_593
ko:K02963	but:X994_594
ko:K02939	but:X994_595
ko:K07220	but:X994_597
ko:K03306	but:X994_598
ko:K07175	but:X994_600
ko:K03564	but:X994_601
ko:K00604	but:X994_604
ko:K10012	but:X994_605
ko:K14260	but:X994_610
ko:K00003	but:X994_611
ko:K01733	but:X994_612
ko:K03750	but:X994_613
ko:K03636	but:X994_614
ko:K03635	but:X994_615
ko:K06886	but:X994_616
ko:K13771	but:X994_617
ko:K03695	but:X994_618
ko:K01607	but:X994_622
ko:K03327	but:X994_623
ko:K02909	but:X994_625
ko:K09933	but:X994_626
ko:K03628	but:X994_629
ko:K03671	but:X994_630
ko:K02343	but:X994_631
ko:K09747	but:X994_632
ko:K06187	but:X994_633
ko:K03787	but:X994_635
ko:K00573	but:X994_636
ko:K01092	but:X994_244
ko:K02533	but:X994_245
ko:K00640	but:X994_246
ko:K03269	but:X994_247
ko:K03768	but:X994_248
ko:K03767	but:X994_249
ko:K01883	but:X994_251
ko:K01247	but:X994_252
ko:K01962	but:X994_253
ko:K04075	but:X994_254
ko:K00928	but:X994_255
ko:K02055	but:X994_277
ko:K02052	but:X994_278
ko:K02054	but:X994_279
ko:K02053	but:X994_280
ko:K00303	but:X994_283
ko:K00428	but:X994_288
ko:K03630	but:X994_292
ko:K03563	but:X994_313
ko:K12055	but:X994_336
ko:K07733	but:X994_337
ko:K00860	but:X994_351
ko:K03119	but:X994_357
ko:K00615	but:X994_361
ko:K00615	but:X994_362
ko:K00831	but:X994_365
ko:K00957	but:X994_367
ko:K01755	but:X994_370
ko:K01265	but:X994_372
ko:K05524	but:X994_375
ko:K03639	but:X994_376
ko:K00528	but:X994_377
ko:K00208	but:X994_380
ko:K13893	but:X994_381
ko:K13894	but:X994_382
ko:K13895	but:X994_383
ko:K13896	but:X994_384
ko:K07001	but:X994_386
ko:K01885	but:X994_387
ko:K02553	but:X994_395
ko:K01638	but:X994_397
ko:K01560	but:X994_398
ko:K01637	but:X994_401
ko:K03789	but:X994_405
ko:K09977	but:X994_407
ko:K00941	but:X994_408
ko:K01775	but:X994_410
ko:K04485	but:X994_411
ko:K06158	but:X994_413
ko:K00432	but:X994_414
ko:K06131	but:X994_415
ko:K07320	but:X994_416
ko:K01439	but:X994_417
ko:K00674	but:X994_419
ko:K14267	but:X994_420
ko:K03529	but:X994_422
ko:K01972	but:X994_424
ko:K01462	but:X994_425
ko:K06182	but:X994_426
ko:K00990	but:X994_427
ko:K01265	but:X994_428
ko:K02967	but:X994_429
ko:K02357	but:X994_430
ko:K09903	but:X994_431
ko:K02838	but:X994_432
ko:K00806	but:X994_433
ko:K00981	but:X994_434
ko:K00099	but:X994_435
ko:K11749	but:X994_436
ko:K07277	but:X994_437
ko:K06142	but:X994_438
ko:K02536	but:X994_439
ko:K02372	but:X994_440
ko:K00677	but:X994_441
ko:K00748	but:X994_442
ko:K03470	but:X994_443
ko:K03437	but:X994_444
ko:K09773	but:X994_445
ko:K05998	but:X994_446
ko:K03664	but:X994_452
ko:K09801	but:X994_454
ko:K00088	but:X994_459
ko:K01951	but:X994_461
ko:K09983	but:X994_475
ko:K11991	but:X994_477
ko:K01297	but:X994_478
ko:K03457	but:X994_480
ko:K16841	but:X994_481
ko:K13485	but:X994_483
ko:K01477	but:X994_484
ko:K01483	but:X994_486
ko:K07127	but:X994_488
ko:K09165	but:X994_491
ko:K03824	but:X994_548
ko:K03769	but:X994_549
ko:K05527	but:X994_550
ko:K06190	but:X994_551
ko:K07305	but:X994_552
ko:K07516	but:X994_555
ko:K08281	but:X994_556
ko:K00626	but:X994_557
ko:K06980	but:X994_566
ko:K07082	but:X994_567
ko:K00943	but:X994_568
ko:K02341	but:X994_569
ko:K03823	but:X994_570
ko:K03424	but:X994_571
ko:K01424	but:X994_581
ko:K01952	but:X994_547
ko:K03273	but:X994_3363
ko:K07265	but:X994_3365
ko:K02535	but:X994_3369
ko:K01991	but:X994_3377
ko:K01104	but:X994_3378
ko:K16692	but:X994_3379
ko:K03819	but:X994_3383
ko:K01627	but:X994_3386
ko:K03270	but:X994_3387
ko:K06041	but:X994_3388
ko:K00963	but:X994_3389
ko:K02403	but:X994_3390
ko:K03640	but:X994_3393
ko:K03641	but:X994_3394
ko:K03560	but:X994_3396
ko:K03562	but:X994_3397
ko:K07107	but:X994_3398
ko:K16066	but:X994_3399
ko:K00600	but:X994_3400
ko:K07738	but:X994_3401
ko:K08084	but:X994_3402
ko:K02672	but:X994_3404
ko:K02655	but:X994_3406
ko:K00252	but:X994_3411
ko:K05712	but:X994_3416
ko:K08195	but:X994_3418
ko:K00451	but:X994_3419
ko:K01555	but:X994_3420
ko:K04719	but:X994_3423
ko:K03778	but:X994_3424
ko:K07506	but:X994_3427
ko:K13481	but:X994_3430
ko:K13481	but:X994_3431
ko:K13482	but:X994_3432
ko:K02014	but:X994_3435
ko:K02013	but:X994_3436
ko:K02016	but:X994_3437
ko:K02015	but:X994_3438
ko:K07518	but:X994_3443
ko:K07090	but:X994_3445
ko:K01126	but:X994_3447
ko:K11961	but:X994_3506
ko:K11960	but:X994_3507
ko:K11959	but:X994_3508
ko:K00822	but:X994_3509
ko:K00573	but:X994_3511
ko:K06940	but:X994_3514
ko:K06153	but:X994_3516
ko:K03439	but:X994_3517
ko:K06199	but:X994_3522
ko:K02221	but:X994_3524
ko:K06895	but:X994_3528
ko:K03182	but:X994_3529
ko:K03625	but:X994_3532
ko:K00794	but:X994_3533
ko:K14652	but:X994_3534
ko:K00793	but:X994_3535
ko:K11752	but:X994_3536
ko:K01845	but:X994_3537
ko:K07552	but:X994_3540
ko:K02028	but:X994_3543
ko:K10009	but:X994_3544
ko:K02424	but:X994_3545
ko:K00845	but:X994_3546
ko:K01057	but:X994_3547
ko:K00036	but:X994_3548
ko:K17315	but:X994_3549
ko:K17316	but:X994_3550
ko:K17317	but:X994_3551
ko:K10112	but:X994_3552
ko:K06901	but:X994_3609
ko:K07402	but:X994_3611
ko:K03611	but:X994_3612
ko:K02433	but:X994_3613
ko:K00126	but:X994_3618
ko:K00123	but:X994_3619
ko:K00124	but:X994_3620
ko:K00127	but:X994_3621
ko:K00568	but:X994_3626
ko:K03286	but:X994_3627
ko:K02469	but:X994_3628
ko:K09924	but:X994_3629
ko:K00831	but:X994_3630
ko:K14170	but:X994_3631
ko:K00800	but:X994_3632
ko:K00945	but:X994_3633
ko:K02945	but:X994_3634
ko:K05788	but:X994_3635
ko:K00012	but:X994_3638
ko:K03274	but:X994_3640
ko:K02237	but:X994_3641
ko:K12339	but:X994_3642
ko:K08305	but:X994_3643
ko:K02071	but:X994_3646
ko:K02072	but:X994_3647
ko:K02073	but:X994_3648
ko:K03521	but:X994_3649
ko:K03522	but:X994_3650
ko:K00285	but:X994_3652
ko:K03719	but:X994_3653
ko:K02959	but:X994_3657
ko:K02860	but:X994_3658
ko:K00554	but:X994_3659
ko:K02884	but:X994_3660
ko:K02078	but:X994_3715
ko:K00059	but:X994_3714
ko:K09458	but:X994_3716
ko:K03088	but:X994_3718
ko:K03597	but:X994_3719
ko:K03598	but:X994_3720
ko:K01387	but:X994_3736
ko:K04127	but:X994_3738
ko:K03119	but:X994_3739
ko:K01869	but:X994_3744
ko:K06894	but:X994_3748
ko:K05367	but:X994_3749
ko:K03410	but:X994_3750
ko:K00832	but:X994_3758
ko:K11734	but:X994_3759
ko:K11068	but:X994_3763
ko:K01999	but:X994_3764
ko:K12452	but:X994_4200
ko:K01709	but:X994_4201
ko:K00978	but:X994_4202
ko:K01652	but:X994_4208
ko:K09803	but:X994_4223
ko:K14393	but:X994_4231
ko:K01895	but:X994_4233
ko:K01676	but:X994_4236
ko:K03594	but:X994_4237
ko:K01776	but:X994_4238
ko:K02192	but:X994_4239
ko:K03832	but:X994_4240
ko:K03561	but:X994_4241
ko:K03559	but:X994_4242
ko:K06911	but:X994_4244
ko:K07243	but:X994_4249
ko:K07230	but:X994_4251
ko:K03702	but:X994_4252
ko:K00832	but:X994_4253
ko:K00019	but:X994_4254
ko:K07115	but:X994_4256
ko:K11082	but:X994_4269
ko:K11083	but:X994_4270
ko:K11084	but:X994_4271
ko:K11081	but:X994_4272
ko:K03430	but:X994_4273
ko:K08194	but:X994_4274
ko:K00014	but:X994_4275
ko:K03786	but:X994_4276
ko:K00457	but:X994_4277
ko:K12658	but:X994_4284
ko:K15977	but:X994_4291
ko:K03303	but:X994_4292
ko:K00782	but:X994_4293
ko:K02072	but:X994_4300
ko:K02071	but:X994_4301
ko:K02073	but:X994_4303
ko:K00137	but:X994_4310
ko:K00053	but:X994_4312
ko:K01586	but:X994_4314
ko:K00645	but:X994_4317
ko:K07088	but:X994_4319
ko:K01008	but:X994_4332
ko:K00375	but:X994_4339
ko:K00823	but:X994_4340
ko:K00135	but:X994_4341
ko:K03776	but:X994_4346
ko:K02624	but:X994_4349
ko:K03762	but:X994_4351
ko:K10013	but:X994_4354
ko:K06987	but:X994_4357
ko:K02073	but:X994_4358
ko:K05879	but:X994_4363
ko:K05878	but:X994_4364
ko:K00065	but:X994_4366
ko:K17205	but:X994_4367
ko:K17206	but:X994_4368
ko:K17207	but:X994_4369
ko:K01808	but:X994_4370
ko:K06966	but:X994_4373
ko:K02053	but:X994_4374
ko:K02055	but:X994_4375
ko:K02052	but:X994_4376
ko:K02053	but:X994_4377
ko:K02480	but:X994_4730
ko:K03825	but:X994_4735
ko:K01426	but:X994_4737
ko:K05366	but:X994_4741
ko:K07002	but:X994_4751
ko:K03119	but:X994_4754
ko:K03556	but:X994_4757
ko:K00666	but:X994_4758
ko:K13993	but:X994_4761
ko:K07028	but:X994_4767
ko:K03333	but:X994_4772
ko:K00166	but:X994_4776
ko:K00167	but:X994_4777
ko:K09699	but:X994_4778
ko:K00382	but:X994_4779
ko:K06133	but:X994_4784
ko:K00240	but:X994_4788
ko:K01613	but:X994_4790
ko:K06147	but:X994_4792
ko:K00612	but:X994_4797
ko:K04065	but:X994_4808
ko:K08995	but:X994_4813
ko:K06200	but:X994_4882
ko:K01845	but:X994_4885
ko:K10253	but:X994_4886
ko:K03527	but:X994_4888
ko:K01512	but:X994_4892
ko:K05786	but:X994_4893
ko:K01720	but:X994_4895
ko:K01644	but:X994_4897
ko:K08369	but:X994_4901
ko:K01644	but:X994_4906
ko:K03305	but:X994_4912
ko:K15580	but:X994_4914
ko:K15581	but:X994_4915
ko:K15582	but:X994_4916
ko:K15583	but:X994_4917
ko:K10823	but:X994_4918
ko:K16856	but:X994_4931
ko:K00101	but:X994_4932
ko:K02053	but:X994_5369
ko:K01711	but:X994_5420
ko:K00963	but:X994_5427
ko:K07058	but:X994_5431
ko:K06987	but:X994_5433
ko:K02030	but:X994_5435
ko:K02028	but:X994_5438
ko:K02029	but:X994_5438
ko:K02030	but:X994_5439
ko:K00123	but:X994_5442
ko:K00123	but:X994_5443
ko:K00124	but:X994_5444
ko:K00127	but:X994_5445
ko:K02380	but:X994_5446
ko:K01042	but:X994_5447
ko:K03833	but:X994_5448
ko:K05349	but:X994_5452
ko:K08195	but:X994_5455
ko:K07152	but:X994_5458
ko:K03087	but:X994_638
ko:K06194	but:X994_637
ko:K07501	but:X994_639
ko:K03215	but:X994_641
ko:K00940	but:X994_643
ko:K06941	but:X994_644
ko:K15539	but:X994_645
ko:K01892	but:X994_647
ko:K17713	but:X994_649
ko:K03977	but:X994_650
ko:K03666	but:X994_651
ko:K03665	but:X994_652
ko:K04088	but:X994_653
ko:K04087	but:X994_654
ko:K09937	but:X994_655
ko:K02502	but:X994_656
ko:K01939	but:X994_657
ko:K07101	but:X994_658
ko:K03549	but:X994_659
ko:K06959	but:X994_660
ko:K05807	but:X994_664
ko:K06180	but:X994_665
ko:K05810	but:X994_666
ko:K03821	but:X994_667
ko:K00626	but:X994_668
ko:K00023	but:X994_669
ko:K14441	but:X994_672
ko:K00874	but:X994_673
ko:K00626	but:X994_674
ko:K01760	but:X994_676
ko:K01079	but:X994_677
ko:K02069	but:X994_679
ko:K02068	but:X994_680
ko:K07290	but:X994_681
ko:K00128	but:X994_684
ko:K00459	but:X994_685
ko:K07275	but:X994_686
ko:K06938	but:X994_687
ko:K03322	but:X994_688
ko:K11073	but:X994_689
ko:K11076	but:X994_690
ko:K11075	but:X994_691
ko:K11074	but:X994_692
ko:K07090	but:X994_693
ko:K17218	but:X994_694
ko:K07727	but:X994_698
ko:K03281	but:X994_705
ko:K00874	but:X994_710
ko:K00090	but:X994_712
ko:K02525	but:X994_713
ko:K03284	but:X994_728
ko:K09780	but:X994_729
ko:K07218	but:X994_741
ko:K00376	but:X994_742
ko:K03734	but:X994_743
ko:K01990	but:X994_744
ko:K01992	but:X994_745
ko:K03406	but:X994_746
ko:K13954	but:X994_754
ko:K07345	but:X994_758
ko:K07347	but:X994_760
ko:K07345	but:X994_761
ko:K07687	but:X994_768
ko:K07677	but:X994_769
ko:K00128	but:X994_782
ko:K03227	but:X994_5494
ko:K03220	but:X994_5496
ko:K07657	but:X994_5506
ko:K02669	but:X994_5508
ko:K03219	but:X994_5518
ko:K12255	but:X994_5525
ko:K07154	but:X994_5528
ko:K00694	but:X994_5537
ko:K03119	but:X994_5540
ko:K15551	but:X994_5541
ko:K10831	but:X994_5542
ko:K15552	but:X994_5543
ko:K09990	but:X994_5548
ko:K03306	but:X994_5549
ko:K13285	but:X994_5585
ko:K13286	but:X994_5586
ko:K13287	but:X994_5588
ko:K13741	but:X994_5592
ko:K01495	but:X994_5602
ko:K11891	but:X994_5604
ko:K11892	but:X994_5605
ko:K11893	but:X994_5606
ko:K11904	but:X994_5612
ko:K11907	but:X994_5613
ko:K11895	but:X994_5614
ko:K11896	but:X994_5615
ko:K11905	but:X994_5616
ko:K11903	but:X994_5617
ko:K11900	but:X994_5618
ko:K11901	but:X994_5619
ko:K11910	but:X994_5622
ko:K07152	but:X994_5627
ko:K00368	but:X994_5630
ko:K01916	but:X994_5635
ko:K00299	but:X994_5690
ko:K02000	but:X994_5692
ko:K02001	but:X994_5693
ko:K02002	but:X994_5695
ko:K03220	but:X994_5711
ko:K03227	but:X994_5713
ko:K03226	but:X994_5714
ko:K03225	but:X994_5715
ko:K18381	but:X994_5716
ko:K03230	but:X994_5717
ko:K03229	but:X994_5718
ko:K03222	but:X994_5721
ko:K03223	but:X994_5723
ko:K03224	but:X994_5724
ko:K03228	but:X994_5726
ko:K03219	but:X994_5728
ko:K07507	but:X994_5741
ko:K00425	but:X994_5743
ko:K00426	but:X994_5744
ko:K00799	but:X994_5746
ko:K09915	but:X994_5747
ko:K01752	but:X994_5750
ko:K00303	but:X994_5751
ko:K00305	but:X994_5754
ko:K01633	but:X994_5755
ko:K03704	but:X994_5756
ko:K07675	but:X994_5764
ko:K08369	but:X994_5765
ko:K02167	but:X994_5770
ko:K18100	but:X994_5771
ko:K18101	but:X994_5772
ko:K12990	but:X994_5774
ko:K03543	but:X994_5777
ko:K01322	but:X994_5778
ko:K00640	but:X994_5780
ko:K11717	but:X994_5783
ko:K07112	but:X994_5787
ko:K07112	but:X994_5788
ko:K03710	but:X994_5797
ko:K01870	but:X994_5810
ko:K01114	but:X994_5813
ko:K02168	but:X994_5816
ko:K13051	but:X994_5818
ko:K13892	but:X994_5819
ko:K13889	but:X994_5820
ko:K13890	but:X994_5821
ko:K13891	but:X994_5822
ko:K01266	but:X994_5823
ko:K16203	but:X994_5824
ko:K00448	but:X994_5825
ko:K00449	but:X994_5826
ko:K02623	but:X994_5827
ko:K01626	but:X994_5832
ko:K16263	but:X994_5835
ko:K03724	but:X994_5836
ko:K00681	but:X994_5839
ko:K12340	but:X994_5840
ko:K13409	but:X994_5843
ko:K13408	but:X994_5845
ko:K01754	but:X994_5850
ko:K08322	but:X994_5638
ko:K08323	but:X994_5640
ko:K00040	but:X994_5642
ko:K09471	but:X994_5647
ko:K00128	but:X994_5652
ko:K03734	but:X994_5653
ko:K00380	but:X994_5654
ko:K18778	but:X994_3138
ko:K18850	but:X994_182
ko:K14228	but:X994_1524
ko:K14228	but:X994_3786
ko:K14229	but:X994_3391
ko:K01980	but:X994_2898
ko:K01980	but:X994_3109
ko:K01980	but:X994_4261
ko:K01980	but:X994_1483
ko:K18928	but:X994_143
ko:K18902	but:X994_4325
ko:K14229	but:X994_2542
ko:K14232	but:X994_1111
ko:K14228	but:X994_1051
ko:K14228	but:X994_1050
ko:K14226	but:X994_1026
ko:K14236	but:X994_2900
ko:K14222	but:X994_6117
ko:K14219	but:X994_1276
ko:K07171	but:X994_6466
ko:K09691	but:X994_3478
ko:K14219	but:X994_2748
ko:K14234	but:X994_3016
ko:K14218	but:X994_2863
ko:K14230	but:X994_1964
ko:K14220	but:X994_3689
ko:K14220	but:X994_3690
ko:K01977	but:X994_2894
ko:K01977	but:X994_3105
ko:K01977	but:X994_4265
ko:K01977	but:X994_1487
ko:K01985	but:X994_2899
ko:K01985	but:X994_3110
ko:K01985	but:X994_4260
ko:K01985	but:X994_1482
ko:K18900	but:X994_4328
ko:K07316	but:X994_259
ko:K13611	but:X994_6112
ko:K14228	but:X994_1780
ko:K14234	but:X994_2903
ko:K14233	but:X994_4230
ko:K14231	but:X994_2526
ko:K14232	but:X994_3144
ko:K14223	but:X994_2172
ko:K14219	but:X994_1655
ko:K14225	but:X994_3518
ko:K14233	but:X994_3561
ko:K14233	but:X994_3577
ko:K14219	but:X994_3585
ko:K14219	but:X994_3586
ko:K14234	but:X994_3601
ko:K14225	but:X994_15
ko:K14225	but:X994_16
ko:K14222	but:X994_17
ko:K14230	but:X994_1037
ko:K14230	but:X994_130
ko:K14221	but:X994_390
ko:K14221	but:X994_540
ko:K14221	but:X994_392
ko:K14237	but:X994_535
ko:K14228	but:X994_514
ko:K14224	but:X994_389
