ko:K09896	eclo:ENC_00120
ko:K10017	eclo:ENC_39020
ko:K07071	eclo:ENC_39040
ko:K07589	eclo:ENC_39050
ko:K03078	eclo:ENC_42940
ko:K02990	eclo:ENC_43000
ko:K02686	eclo:ENC_43010
ko:K02963	eclo:ENC_43020
ko:K02939	eclo:ENC_43030
ko:K07269	eclo:ENC_43060
ko:K03773	eclo:ENC_43070
ko:K11737	eclo:ENC_43080
ko:K07322	eclo:ENC_43090
ko:K07109	eclo:ENC_43180
ko:K07278	eclo:ENC_43300
ko:K02057	eclo:ENC_43370
ko:K02057	eclo:ENC_43380
ko:K03841	eclo:ENC_43400
ko:K02558	eclo:ENC_43410
ko:K09889	eclo:ENC_43420
ko:K03592	eclo:ENC_43430
ko:K15536	eclo:ENC_43440
ko:K06075	eclo:ENC_13150
ko:K03604	eclo:ENC_13330
ko:K07245	eclo:ENC_35370
ko:K02529	eclo:ENC_00540
ko:K07407	eclo:ENC_00550
ko:K03534	eclo:ENC_00570
ko:K10562	eclo:ENC_00610
ko:K00123	eclo:ENC_00440
ko:K02532	eclo:ENC_00560
ko:K10560	eclo:ENC_00600
ko:K00123	eclo:ENC_00430
ko:K10559	eclo:ENC_00620
ko:K08302	eclo:ENC_33800
ko:K07708	eclo:ENC_00210
ko:K01915	eclo:ENC_00220
ko:K08318	eclo:ENC_00300
ko:K07058	eclo:ENC_00340
ko:K15922	eclo:ENC_00270
ko:K07560	eclo:ENC_00350
ko:K02380	eclo:ENC_00400
ko:K01671	eclo:ENC_00290
ko:K00151	eclo:ENC_44710
ko:K10561	eclo:ENC_00590
ko:K03150	eclo:ENC_01340
ko:K02760	eclo:ENC_01360
ko:K02759	eclo:ENC_01370
ko:K03043	eclo:ENC_01390
ko:K02935	eclo:ENC_01400
ko:K02864	eclo:ENC_01410
ko:K02863	eclo:ENC_01420
ko:K02867	eclo:ENC_01430
ko:K02601	eclo:ENC_01440
ko:K03073	eclo:ENC_01450
ko:K12371	eclo:ENC_01490
ko:K12370	eclo:ENC_01500
ko:K12369	eclo:ENC_01510
ko:K12368	eclo:ENC_01520
ko:K12975	eclo:ENC_01530
ko:K08177	eclo:ENC_01540
ko:K01246	eclo:ENC_01560
ko:K03826	eclo:ENC_01570
ko:K02525	eclo:ENC_01600
ko:K00874	eclo:ENC_01620
ko:K03704	eclo:ENC_01650
ko:K07726	eclo:ENC_01670
ko:K05368	eclo:ENC_01690
ko:K03182	eclo:ENC_01700
ko:K02617	eclo:ENC_11570
ko:K02616	eclo:ENC_11580
ko:K01912	eclo:ENC_11600
ko:K00074	eclo:ENC_11630
ko:K02612	eclo:ENC_11680
ko:K02611	eclo:ENC_11690
ko:K02610	eclo:ENC_11700
ko:K02609	eclo:ENC_11710
ko:K14063	eclo:ENC_11790
ko:K09978	eclo:ENC_11800
ko:K08995	eclo:ENC_11860
ko:K15495	eclo:ENC_11930
ko:K16088	eclo:ENC_11940
ko:K01284	eclo:ENC_11960
ko:K16066	eclo:ENC_11970
ko:K11932	eclo:ENC_11990
ko:K16210	eclo:ENC_12020
ko:K08322	eclo:ENC_12060
ko:K08323	eclo:ENC_12070
ko:K09771	eclo:ENC_12080
ko:K00737	eclo:ENC_12120
ko:K07309	eclo:ENC_12140
ko:K09918	eclo:ENC_12180
ko:K05846	eclo:ENC_12250
ko:K01491	eclo:ENC_22180
ko:K07038	eclo:ENC_22220
ko:K01883	eclo:ENC_22230
ko:K01588	eclo:ENC_22260
ko:K06917	eclo:ENC_22290
ko:K02003	eclo:ENC_22340
ko:K05838	eclo:ENC_22370
ko:K02068	eclo:ENC_22390
ko:K07340	eclo:ENC_22420
ko:K09973	eclo:ENC_22450
ko:K08223	eclo:ENC_22480
ko:K01772	eclo:ENC_22510
ko:K04079	eclo:ENC_22530
ko:K06187	eclo:ENC_22540
ko:K09747	eclo:ENC_22550
ko:K00759	eclo:ENC_22580
ko:K09790	eclo:ENC_22590
ko:K03577	eclo:ENC_22630
ko:K00375	eclo:ENC_22720
ko:K02919	eclo:ENC_22750
ko:K02909	eclo:ENC_22760
ko:K01643	eclo:ENC_32170
ko:K01644	eclo:ENC_32180
ko:K01910	eclo:ENC_32200
ko:K07700	eclo:ENC_32230
ko:K07702	eclo:ENC_32240
ko:K01581	eclo:ENC_32250
ko:K07150	eclo:ENC_32260
ko:K11931	eclo:ENC_32320
ko:K11936	eclo:ENC_32330
ko:K11937	eclo:ENC_32340
ko:K01460	eclo:ENC_32350
ko:K02430	eclo:ENC_32370
ko:K03561	eclo:ENC_32450
ko:K00655	eclo:ENC_32530
ko:K02621	eclo:ENC_32540
ko:K03923	eclo:ENC_32590
ko:K02532	eclo:ENC_32630
ko:K02016	eclo:ENC_32670
ko:K02015	eclo:ENC_32680
ko:K07000	eclo:ENC_32750
ko:K09920	eclo:ENC_32770
ko:K01579	eclo:ENC_46540
ko:K00606	eclo:ENC_46560
ko:K00950	eclo:ENC_46570
ko:K06204	eclo:ENC_46600
ko:K06206	eclo:ENC_46610
ko:K01975	eclo:ENC_46620
ko:K05365	eclo:ENC_46650
ko:K07345	eclo:ENC_46660
ko:K02013	eclo:ENC_46720
ko:K02016	eclo:ENC_46730
ko:K02015	eclo:ENC_46740
ko:K01845	eclo:ENC_46750
ko:K03281	eclo:ENC_46760
ko:K15724	eclo:ENC_46770
ko:K01129	eclo:ENC_46820
ko:K00990	eclo:ENC_46900
ko:K01265	eclo:ENC_46910
ko:K02967	eclo:ENC_46920
ko:K02357	eclo:ENC_46930
ko:K09903	eclo:ENC_46940
ko:K00099	eclo:ENC_46960
ko:K00806	eclo:ENC_46970
ko:K11749	eclo:ENC_46990
ko:K07277	eclo:ENC_47000
ko:K06142	eclo:ENC_47010
ko:K02536	eclo:ENC_47020
ko:K00748	eclo:ENC_47050
ko:K03470	eclo:ENC_47060
ko:K02337	eclo:ENC_47070
ko:K01962	eclo:ENC_47080
ko:K04075	eclo:ENC_47110
ko:K15034	eclo:ENC_47140
ko:K01881	eclo:ENC_47160
ko:K06080	eclo:ENC_47180
ko:K02073	eclo:ENC_47190
ko:K02072	eclo:ENC_47200
ko:K02071	eclo:ENC_47210
ko:K19092	eclo:ENC_35310
ko:K00848	eclo:ENC_00650
ko:K02856	eclo:ENC_00690
ko:K04564	eclo:ENC_00700
ko:K06006	eclo:ENC_00750
ko:K00850	eclo:ENC_00770
ko:K02048	eclo:ENC_00780
ko:K01803	eclo:ENC_00810
ko:K00528	eclo:ENC_00840
ko:K00864	eclo:ENC_00860
ko:K02440	eclo:ENC_00870
ko:K02553	eclo:ENC_00920
ko:K02548	eclo:ENC_00930
ko:K03667	eclo:ENC_00940
ko:K03591	eclo:ENC_00960
ko:K04066	eclo:ENC_00980
ko:K02909	eclo:ENC_00990
ko:K03764	eclo:ENC_01000
ko:K12525	eclo:ENC_01020
ko:K00297	eclo:ENC_01030
ko:K03782	eclo:ENC_01040
ko:K00005	eclo:ENC_01050
ko:K01595	eclo:ENC_01070
ko:K01438	eclo:ENC_01080
ko:K00145	eclo:ENC_01090
ko:K00930	eclo:ENC_01100
ko:K01755	eclo:ENC_01110
ko:K04761	eclo:ENC_01120
ko:K00322	eclo:ENC_01130
ko:K00602	eclo:ENC_01200
ko:K11963	eclo:ENC_10850
ko:K11962	eclo:ENC_10860
ko:K11961	eclo:ENC_10870
ko:K11960	eclo:ENC_10880
ko:K11959	eclo:ENC_10890
ko:K00549	eclo:ENC_10900
ko:K08303	eclo:ENC_10960
ko:K12368	eclo:ENC_11040
ko:K16868	eclo:ENC_11060
ko:K03304	eclo:ENC_11070
ko:K10013	eclo:ENC_11120
ko:K12542	eclo:ENC_11240
ko:K12541	eclo:ENC_11250
ko:K12262	eclo:ENC_11340
ko:K07248	eclo:ENC_11350
ko:K01118	eclo:ENC_11440
ko:K09912	eclo:ENC_11460
ko:K00549	eclo:ENC_11480
ko:K09936	eclo:ENC_11500
ko:K09936	eclo:ENC_11510
ko:K02015	eclo:ENC_21430
ko:K02015	eclo:ENC_21440
ko:K02364	eclo:ENC_21460
ko:K11606	eclo:ENC_21520
ko:K11605	eclo:ENC_21530
ko:K02167	eclo:ENC_21580
ko:K02034	eclo:ENC_21630
ko:K09765	eclo:ENC_21720
ko:K06048	eclo:ENC_21800
ko:K10679	eclo:ENC_21920
ko:K16053	eclo:ENC_21980
ko:K07688	eclo:ENC_22110
ko:K07348	eclo:ENC_22120
ko:K07347	eclo:ENC_22140
ko:K07345	eclo:ENC_22170
ko:K03472	eclo:ENC_31610
ko:K00615	eclo:ENC_31720
ko:K06989	eclo:ENC_31770
ko:K00789	eclo:ENC_31920
ko:K08137	eclo:ENC_31930
ko:K02742	eclo:ENC_31940
ko:K01150	eclo:ENC_31950
ko:K09761	eclo:ENC_31960
ko:K01920	eclo:ENC_31970
ko:K07735	eclo:ENC_31980
ko:K07447	eclo:ENC_31990
ko:K02669	eclo:ENC_32000
ko:K06997	eclo:ENC_32010
ko:K02221	eclo:ENC_32020
ko:K09131	eclo:ENC_32030
ko:K09923	eclo:ENC_32080
ko:K03439	eclo:ENC_32090
ko:K08306	eclo:ENC_32130
ko:K01928	eclo:ENC_45970
ko:K01929	eclo:ENC_45980
ko:K01000	eclo:ENC_45990
ko:K01925	eclo:ENC_46000
ko:K03588	eclo:ENC_46010
ko:K02563	eclo:ENC_46020
ko:K01924	eclo:ENC_46030
ko:K01921	eclo:ENC_46040
ko:K03589	eclo:ENC_46050
ko:K03590	eclo:ENC_46060
ko:K03531	eclo:ENC_46070
ko:K02535	eclo:ENC_46080
ko:K13301	eclo:ENC_46090
ko:K03070	eclo:ENC_46100
ko:K09862	eclo:ENC_46120
ko:K00859	eclo:ENC_46140
ko:K02505	eclo:ENC_46170
ko:K02504	eclo:ENC_46180
ko:K02682	eclo:ENC_46190
ko:K00767	eclo:ENC_46200
ko:K03806	eclo:ENC_46210
ko:K03807	eclo:ENC_46220
ko:K11734	eclo:ENC_46250
ko:K00163	eclo:ENC_46270
ko:K00627	eclo:ENC_46280
ko:K00382	eclo:ENC_46290
ko:K01682	eclo:ENC_46340
ko:K09910	eclo:ENC_46350
ko:K00797	eclo:ENC_46370
ko:K14588	eclo:ENC_46390
ko:K00117	eclo:ENC_46400
ko:K00760	eclo:ENC_46410
ko:K01673	eclo:ENC_46420
ko:K15540	eclo:ENC_46520
ko:K01945	eclo:ENC_01210
ko:K05787	eclo:ENC_01230
ko:K09891	eclo:ENC_01240
ko:K05982	eclo:ENC_01250
ko:K01599	eclo:ENC_01260
ko:K03426	eclo:ENC_01270
ko:K07740	eclo:ENC_01280
ko:K03147	eclo:ENC_01290
ko:K00788	eclo:ENC_01300
ko:K03154	eclo:ENC_01320
ko:K03149	eclo:ENC_01330
ko:K01980	eclo:ENC_R_48510
ko:K14223	eclo:ENC_T_48010
ko:K14220	eclo:ENC_T_48030
ko:K14220	eclo:ENC_T_48070
ko:K14220	eclo:ENC_T_48160
ko:K14220	eclo:ENC_T_48150
ko:K14231	eclo:ENC_T_48040
ko:K14231	eclo:ENC_T_48140
ko:K01978	eclo:ENC_48570
ko:K14228	eclo:ENC_T_48080
ko:K14219	eclo:ENC_T_48310
ko:K14235	eclo:ENC_T_48100
ko:K14228	eclo:ENC_T_47970
ko:K14219	eclo:ENC_T_48370
ko:K19229	eclo:ENC_08600
ko:K17195	eclo:ENC_05190
ko:K17320	eclo:ENC_28220
ko:K00371	eclo:ENC_09750
ko:K00374	eclo:ENC_09730
ko:K00373	eclo:ENC_09740
ko:K17319	eclo:ENC_28200
ko:K02503	eclo:ENC_15350
ko:K17318	eclo:ENC_28230
ko:K00483	eclo:ENC_44640
ko:K03292	eclo:ENC_00250
ko:K12062	eclo:ENC_36260
ko:K12064	eclo:ENC_36230
ko:K02028	eclo:ENC_13510
ko:K07307	eclo:ENC_37410
ko:K00040	eclo:ENC_12010
ko:K14228	eclo:ENC_T_47910
ko:K14233	eclo:ENC_T_48390
ko:K14233	eclo:ENC_T_48380
ko:K14237	eclo:ENC_T_48330
ko:K14237	eclo:ENC_T_48180
ko:K14237	eclo:ENC_T_48200
ko:K14237	eclo:ENC_T_48190
ko:K14223	eclo:ENC_T_48020
ko:K14228	eclo:ENC_T_48230
ko:K01985	eclo:ENC_R_48540
ko:K01985	eclo:ENC_R_48530
ko:K01985	eclo:ENC_R_48550
ko:K14219	eclo:ENC_T_48170
ko:K14228	eclo:ENC_T_48120
ko:K03668	eclo:ENC_09270
ko:K10439	eclo:ENC_04370
ko:K06218	eclo:ENC_36070
ko:K03559	eclo:ENC_32440
ko:K08316	eclo:ENC_26570
ko:K17713	eclo:ENC_37500
ko:K15555	eclo:ENC_16910
ko:K14229	eclo:ENC_T_48210
ko:K14229	eclo:ENC_T_48340
ko:K14229	eclo:ENC_T_48350
ko:K14229	eclo:ENC_T_48360
ko:K14229	eclo:ENC_T_48320
ko:K14233	eclo:ENC_T_47940
ko:K14233	eclo:ENC_T_47950
ko:K14236	eclo:ENC_T_48400
ko:K14236	eclo:ENC_T_48410
ko:K14236	eclo:ENC_T_48480
ko:K14237	eclo:ENC_T_47920
ko:K14218	eclo:ENC_T_48060
ko:K14218	eclo:ENC_T_48050
ko:K14219	eclo:ENC_T_48270
ko:K14233	eclo:ENC_T_48260
ko:K14230	eclo:ENC_T_48240
ko:K14225	eclo:ENC_T_48250
ko:K14234	eclo:ENC_T_48220
ko:K14234	eclo:ENC_T_48500
ko:K14219	eclo:ENC_T_48420
ko:K14226	eclo:ENC_T_48430
ko:K14228	eclo:ENC_T_48110
ko:K14228	eclo:ENC_T_48130
ko:K14228	eclo:ENC_T_48440
ko:K14234	eclo:ENC_T_48470
ko:K14225	eclo:ENC_T_48490
ko:K01977	eclo:ENC_R_48520
ko:K13636	eclo:ENC_03690
ko:K00389	eclo:ENC_03730
ko:K03478	eclo:ENC_14330
ko:K01222	eclo:ENC_14340
ko:K01424	eclo:ENC_14710
ko:K07305	eclo:ENC_14750
ko:K02342	eclo:ENC_24790
ko:K03469	eclo:ENC_24800
ko:K03747	eclo:ENC_24990
ko:K03499	eclo:ENC_25040
ko:K01639	eclo:ENC_34680
ko:K00135	eclo:ENC_34840
ko:K01674	eclo:ENC_35090
ko:K02033	eclo:ENC_10080
ko:K02035	eclo:ENC_10090
ko:K07258	eclo:ENC_20770
ko:K03326	eclo:ENC_20970
ko:K08964	eclo:ENC_21170
ko:K02056	eclo:ENC_21280
ko:K03286	eclo:ENC_31140
ko:K12943	eclo:ENC_31220
ko:K01823	eclo:ENC_31230
ko:K01262	eclo:ENC_31480
ko:K01934	eclo:ENC_31510
ko:K00058	eclo:ENC_31520
ko:K03442	eclo:ENC_31570
ko:K03606	eclo:ENC_41190
ko:K00033	eclo:ENC_41380
ko:K02795	eclo:ENC_45510
ko:K02793	eclo:ENC_45530
ko:K01525	eclo:ENC_45640
ko:K06177	eclo:ENC_45710
ko:K00853	eclo:ENC_45760
ko:K02099	eclo:ENC_45770
ko:K02116	eclo:ENC_04250
ko:K03718	eclo:ENC_04290
ko:K10440	eclo:ENC_04360
ko:K00852	eclo:ENC_04380
ko:K13641	eclo:ENC_04470
ko:K07660	eclo:ENC_15070
ko:K07491	eclo:ENC_15100
ko:K11071	eclo:ENC_15140
ko:K11069	eclo:ENC_15160
ko:K02778	eclo:ENC_15370
ko:K02779	eclo:ENC_15370
ko:K02619	eclo:ENC_15430
ko:K00059	eclo:ENC_15460
ko:K02506	eclo:ENC_25360
ko:K07019	eclo:ENC_25630
ko:K09898	eclo:ENC_25650
ko:K10914	eclo:ENC_25690
ko:K07665	eclo:ENC_35360
ko:K07665	eclo:ENC_35520
ko:K00799	eclo:ENC_04970
ko:K03316	eclo:ENC_04990
ko:K07126	eclo:ENC_05070
ko:K10440	eclo:ENC_05150
ko:K08161	eclo:ENC_15880
ko:K04477	eclo:ENC_16030
ko:K03317	eclo:ENC_16160
ko:K02441	eclo:ENC_26190
ko:K00700	eclo:ENC_26260
ko:K00851	eclo:ENC_26320
ko:K03825	eclo:ENC_26360
ko:K05816	eclo:ENC_26400
ko:K05815	eclo:ENC_26410
ko:K05814	eclo:ENC_26420
ko:K04750	eclo:ENC_05400
ko:K01176	eclo:ENC_05480
ko:K09020	eclo:ENC_16300
ko:K11179	eclo:ENC_16580
ko:K09909	eclo:ENC_16640
ko:K07343	eclo:ENC_16690
ko:K04085	eclo:ENC_26650
ko:K00647	eclo:ENC_26830
ko:K00059	eclo:ENC_26850
ko:K05794	eclo:ENC_26990
ko:K06149	eclo:ENC_27030
ko:K00383	eclo:ENC_27080
ko:K05812	eclo:ENC_36770
ko:K15460	eclo:ENC_36850
ko:K03803	eclo:ENC_36900
ko:K07346	eclo:ENC_06040
ko:K00575	eclo:ENC_06100
ko:K09815	eclo:ENC_06380
ko:K01092	eclo:ENC_37210
ko:K04488	eclo:ENC_37250
ko:K13628	eclo:ENC_37260
ko:K01011	eclo:ENC_37350
ko:K07308	eclo:ENC_37420
ko:K02014	eclo:ENC_41810
ko:K01629	eclo:ENC_00630
ko:K01813	eclo:ENC_00640
ko:K02855	eclo:ENC_00670
ko:K07640	eclo:ENC_00730
ko:K13283	eclo:ENC_00760
ko:K02446	eclo:ENC_00850
ko:K05499	eclo:ENC_00970
ko:K01258	eclo:ENC_11050
ko:K03929	eclo:ENC_11150
ko:K00121	eclo:ENC_11200
ko:K06177	eclo:ENC_11450
ko:K08225	eclo:ENC_21420
ko:K11607	eclo:ENC_21540
ko:K02033	eclo:ENC_21620
ko:K02014	eclo:ENC_21870
ko:K07346	eclo:ENC_22150
ko:K02798	eclo:ENC_31690
ko:K01480	eclo:ENC_31900
ko:K01585	eclo:ENC_31910
ko:K02428	eclo:ENC_32040
ko:K03289	eclo:ENC_32140
ko:K05966	eclo:ENC_32150
ko:K03574	eclo:ENC_46110
ko:K00244	eclo:ENC_41960
ko:K14062	eclo:ENC_42010
ko:K11392	eclo:ENC_06590
ko:K02795	eclo:ENC_06780
ko:K02793	eclo:ENC_06790
ko:K02794	eclo:ENC_06790
ko:K11105	eclo:ENC_07060
ko:K01297	eclo:ENC_07070
ko:K09476	eclo:ENC_17520
ko:K11085	eclo:ENC_17690
ko:K02238	eclo:ENC_17700
ko:K16013	eclo:ENC_17950
ko:K02824	eclo:ENC_37840
ko:K03548	eclo:ENC_37920
ko:K07054	eclo:ENC_37980
ko:K01439	eclo:ENC_38020
ko:K00616	eclo:ENC_38210
ko:K08483	eclo:ENC_38380
ko:K02784	eclo:ENC_38390
ko:K02414	eclo:ENC_42210
ko:K00245	eclo:ENC_42560
ko:K00244	eclo:ENC_42570
ko:K06889	eclo:ENC_42880
ko:K03148	eclo:ENC_01310
ko:K00867	eclo:ENC_01470
ko:K00090	eclo:ENC_01640
ko:K01692	eclo:ENC_11660
ko:K00657	eclo:ENC_12100
ko:K06889	eclo:ENC_12220
ko:K14761	eclo:ENC_22190
ko:K03768	eclo:ENC_22240
ko:K02004	eclo:ENC_22330
ko:K11751	eclo:ENC_22470
ko:K03455	eclo:ENC_22490
ko:K00939	eclo:ENC_22520
ko:K11209	eclo:ENC_32360
ko:K03406	eclo:ENC_32380
ko:K01760	eclo:ENC_32460
ko:K06221	eclo:ENC_32500
ko:K07666	eclo:ENC_32570
ko:K02014	eclo:ENC_32720
ko:K02014	eclo:ENC_46710
ko:K01243	eclo:ENC_46810
ko:K00674	eclo:ENC_46870
ko:K08234	eclo:ENC_47100
ko:K03498	eclo:ENC_47240
ko:K07232	eclo:ENC_07680
ko:K03406	eclo:ENC_07710
ko:K06039	eclo:ENC_07720
ko:K15577	eclo:ENC_07760
ko:K15578	eclo:ENC_07770
ko:K00374	eclo:ENC_07890
ko:K09998	eclo:ENC_18440
ko:K05844	eclo:ENC_18560
ko:K01885	eclo:ENC_38500
ko:K00845	eclo:ENC_38610
ko:K01782	eclo:ENC_38740
ko:K00647	eclo:ENC_38840
ko:K03476	eclo:ENC_42900
ko:K03475	eclo:ENC_42910
ko:K02822	eclo:ENC_42920
ko:K02821	eclo:ENC_42930
ko:K03079	eclo:ENC_42950
ko:K01082	eclo:ENC_43170
ko:K07304	eclo:ENC_43290
ko:K01507	eclo:ENC_43340
ko:K02056	eclo:ENC_43360
ko:K01048	eclo:ENC_01860
ko:K02852	eclo:ENC_02090
ko:K03769	eclo:ENC_02240
ko:K00567	eclo:ENC_12650
ko:K01679	eclo:ENC_12830
ko:K01488	eclo:ENC_12910
ko:K03617	eclo:ENC_12970
ko:K03616	eclo:ENC_12980
ko:K03615	eclo:ENC_12990
ko:K10440	eclo:ENC_23240
ko:K10439	eclo:ENC_23250
ko:K01222	eclo:ENC_23340
ko:K01515	eclo:ENC_32780
ko:K02858	eclo:ENC_32880
ko:K09806	eclo:ENC_32890
ko:K01409	eclo:ENC_33090
ko:K03776	eclo:ENC_33210
ko:K09251	eclo:ENC_33220
ko:K15582	eclo:ENC_08020
ko:K15583	eclo:ENC_08030
ko:K02025	eclo:ENC_08720
ko:K07757	eclo:ENC_18910
ko:K03492	eclo:ENC_18980
ko:K07017	eclo:ENC_19100
ko:K06970	eclo:ENC_19280
ko:K01992	eclo:ENC_19450
ko:K03647	eclo:ENC_29230
ko:K03743	eclo:ENC_29450
ko:K02077	eclo:ENC_29460
ko:K02075	eclo:ENC_29470
ko:K02074	eclo:ENC_29480
ko:K08305	eclo:ENC_29500
ko:K02783	eclo:ENC_29510
ko:K02782	eclo:ENC_29520
ko:K02783	eclo:ENC_29520
ko:K02466	eclo:ENC_29550
ko:K03475	eclo:ENC_39110
ko:K00784	eclo:ENC_39370
ko:K02348	eclo:ENC_39380
ko:K02549	eclo:ENC_39450
ko:K07793	eclo:ENC_39470
ko:K01226	eclo:ENC_43650
ko:K12373	eclo:ENC_43690
ko:K09022	eclo:ENC_43710
ko:K01478	eclo:ENC_43780
ko:K10112	eclo:ENC_08790
ko:K00219	eclo:ENC_33420
ko:K00854	eclo:ENC_47330
ko:K03796	eclo:ENC_47390
ko:K01176	eclo:ENC_47400
ko:K02798	eclo:ENC_47630
ko:K02799	eclo:ENC_47630
ko:K02800	eclo:ENC_47630
ko:K00101	eclo:ENC_47740
ko:K00639	eclo:ENC_02370
ko:K02843	eclo:ENC_02390
ko:K02849	eclo:ENC_02470
ko:K12984	eclo:ENC_02520
ko:K10563	eclo:ENC_02540
ko:K01104	eclo:ENC_02660
ko:K03614	eclo:ENC_13000
ko:K03612	eclo:ENC_13010
ko:K03613	eclo:ENC_13020
ko:K00799	eclo:ENC_13050
ko:K01759	eclo:ENC_13250
ko:K06078	eclo:ENC_13630
ko:K03386	eclo:ENC_23570
ko:K07657	eclo:ENC_23640
ko:K08161	eclo:ENC_23790
ko:K10831	eclo:ENC_23960
ko:K00547	eclo:ENC_23980
ko:K07393	eclo:ENC_33590
ko:K00932	eclo:ENC_33660
ko:K01630	eclo:ENC_33720
ko:K01708	eclo:ENC_33730
ko:K02745	eclo:ENC_33760
ko:K04844	eclo:ENC_08770
ko:K14062	eclo:ENC_09240
ko:K07027	eclo:ENC_19500
ko:K03635	eclo:ENC_19520
ko:K06910	eclo:ENC_19650
ko:K01479	eclo:ENC_19690
ko:K07404	eclo:ENC_19720
ko:K01834	eclo:ENC_19870
ko:K03560	eclo:ENC_19990
ko:K15524	eclo:ENC_20060
ko:K04652	eclo:ENC_29800
ko:K04655	eclo:ENC_29830
ko:K03087	eclo:ENC_29950
ko:K00380	eclo:ENC_30120
ko:K01788	eclo:ENC_30190
ko:K04765	eclo:ENC_30240
ko:K03535	eclo:ENC_30320
ko:K06183	eclo:ENC_39850
ko:K00882	eclo:ENC_40050
ko:K10540	eclo:ENC_40190
ko:K10541	eclo:ENC_40210
ko:K01759	eclo:ENC_44330
ko:K02014	eclo:ENC_44390
ko:K00135	eclo:ENC_44550
ko:K00484	eclo:ENC_44630
ko:K02510	eclo:ENC_44670
ko:K01826	eclo:ENC_44690
ko:K02014	eclo:ENC_09490
ko:K08167	eclo:ENC_09790
ko:K16076	eclo:ENC_09800
ko:K08350	eclo:ENC_09860
ko:K00027	eclo:ENC_09940
ko:K04063	eclo:ENC_10010
ko:K00241	eclo:ENC_20170
ko:K05522	eclo:ENC_20190
ko:K03756	eclo:ENC_20370
ko:K01835	eclo:ENC_20380
ko:K03711	eclo:ENC_20430
ko:K02566	eclo:ENC_20510
ko:K05350	eclo:ENC_30750
ko:K02100	eclo:ENC_30880
ko:K01730	eclo:ENC_30910
ko:K00626	eclo:ENC_30930
ko:K03593	eclo:ENC_40460
ko:K01104	eclo:ENC_40500
ko:K00854	eclo:ENC_40720
ko:K02035	eclo:ENC_40770
ko:K01104	eclo:ENC_41060
ko:K01002	eclo:ENC_44770
ko:K00564	eclo:ENC_44920
ko:K01619	eclo:ENC_45040
ko:K00758	eclo:ENC_45050
ko:K07186	eclo:ENC_45090
ko:K02533	eclo:ENC_45240
ko:K00616	eclo:ENC_45320
ko:K07034	eclo:ENC_45350
ko:K07784	eclo:ENC_03560
ko:K08997	eclo:ENC_14050
ko:K07283	eclo:ENC_14210
ko:K16370	eclo:ENC_14230
ko:K00769	eclo:ENC_24570
ko:K06445	eclo:ENC_24700
ko:K02033	eclo:ENC_24740
ko:K02035	eclo:ENC_24750
ko:K03177	eclo:ENC_34040
ko:K02427	eclo:ENC_34140
ko:K02067	eclo:ENC_34300
ko:K02806	eclo:ENC_34410
ko:K01992	eclo:ENC_46440
ko:K07245	eclo:ENC_06540
ko:K11070	eclo:ENC_15150
ko:K17686	eclo:ENC_22440
ko:K00813	eclo:ENC_17540
ko:K10112	eclo:ENC_28260
ko:K01739	eclo:ENC_01010
ko:K00130	eclo:ENC_21590
ko:K19789	eclo:ENC_39840
ko:K02032	eclo:ENC_21650
ko:K03292	eclo:ENC_02810
ko:K03292	eclo:ENC_14830
ko:K01069	eclo:ENC_24820
ko:K04771	eclo:ENC_46830
ko:K05799	eclo:ENC_46260
ko:K03292	eclo:ENC_00260
ko:K03767	eclo:ENC_25750
ko:K04772	eclo:ENC_34780
ko:K06518	eclo:ENC_40240
ko:K01497	eclo:ENC_08380
ko:K01840	eclo:ENC_41370
ko:K00971	eclo:ENC_41360
ko:K08485	eclo:ENC_34430
ko:K02614	eclo:ENC_11620
ko:K01485	eclo:ENC_34640
ko:K07459	eclo:ENC_18100
ko:K07684	eclo:ENC_07810
ko:K02081	eclo:ENC_33740
ko:K00042	eclo:ENC_33710
ko:K03566	eclo:ENC_11140
ko:K06518	eclo:ENC_05010
ko:K03892	eclo:ENC_18630
ko:K02032	eclo:ENC_10040
ko:K02477	eclo:ENC_40430
ko:K02031	eclo:ENC_10050
ko:K02027	eclo:ENC_08710
ko:K01187	eclo:ENC_23600
ko:K02026	eclo:ENC_08730
ko:K03772	eclo:ENC_25460
ko:K05540	eclo:ENC_35100
ko:K17758	eclo:ENC_42660
ko:K17759	eclo:ENC_42660
ko:K00632	eclo:ENC_38730
ko:K14059	eclo:ENC_17490
ko:K14742	eclo:ENC_06900
ko:K00884	eclo:ENC_15180
ko:K00537	eclo:ENC_35980
ko:K00537	eclo:ENC_18650
ko:K01183	eclo:ENC_14730
ko:K01183	eclo:ENC_18220
ko:K00632	eclo:ENC_47280
ko:K01838	eclo:ENC_08780
ko:K02058	eclo:ENC_43350
ko:K02477	eclo:ENC_38620
ko:K02809	eclo:ENC_37020
ko:K02810	eclo:ENC_37020
ko:K00529	eclo:ENC_31820
ko:K00344	eclo:ENC_04820
ko:K02794	eclo:ENC_45520
ko:K00661	eclo:ENC_22700
ko:K06867	eclo:ENC_29140
ko:K13695	eclo:ENC_14070
ko:K01187	eclo:ENC_18950
ko:K00956	eclo:ENC_30060
ko:K18140	eclo:ENC_35140
ko:K03973	eclo:ENC_08670
ko:K02031	eclo:ENC_21640
ko:K08351	eclo:ENC_01580
