ko:K07046	bpse:BDL_4073
ko:K01753	bpse:BDL_1376
ko:K05520	bpse:BDL_1377
ko:K01991	bpse:BDL_1386
ko:K09136	bpse:BDL_1405
ko:K05813	bpse:BDL_2231
ko:K01126	bpse:BDL_2235
ko:K07275	bpse:BDL_2236
ko:K00266	bpse:BDL_2239
ko:K03310	bpse:BDL_2240
ko:K01975	bpse:BDL_2241
ko:K02471	bpse:BDL_2243
ko:K03154	bpse:BDL_2245
ko:K03149	bpse:BDL_2246
ko:K00788	bpse:BDL_2247
ko:K02065	bpse:BDL_2248
ko:K02066	bpse:BDL_2249
ko:K04754	bpse:BDL_2251
ko:K07323	bpse:BDL_2252
ko:K07122	bpse:BDL_2253
ko:K00790	bpse:BDL_2257
ko:K00765	bpse:BDL_2258
ko:K00013	bpse:BDL_2259
ko:K00817	bpse:BDL_2260
ko:K01693	bpse:BDL_2261
ko:K02501	bpse:BDL_2263
ko:K01814	bpse:BDL_2264
ko:K02500	bpse:BDL_2265
ko:K02503	bpse:BDL_2269
ko:K03116	bpse:BDL_2270
ko:K03117	bpse:BDL_2271
ko:K03118	bpse:BDL_2272
ko:K00411	bpse:BDL_2275
ko:K00412	bpse:BDL_2276
ko:K00413	bpse:BDL_2277
ko:K03599	bpse:BDL_2278
ko:K03600	bpse:BDL_2279
ko:K01999	bpse:BDL_3085
ko:K01114	bpse:BDL_3086
ko:K00868	bpse:BDL_3087
ko:K00720	bpse:BDL_3090
ko:K10016	bpse:BDL_3095
ko:K10015	bpse:BDL_3096
ko:K10017	bpse:BDL_3097
ko:K00673	bpse:BDL_3101
ko:K00673	bpse:BDL_3102
ko:K06447	bpse:BDL_3103
ko:K01484	bpse:BDL_3104
ko:K05526	bpse:BDL_3105
ko:K10013	bpse:BDL_3107
ko:K10255	bpse:BDL_3108
ko:K02300	bpse:BDL_3109
ko:K02299	bpse:BDL_3110
ko:K02298	bpse:BDL_3111
ko:K02297	bpse:BDL_3112
ko:K13771	bpse:BDL_3114
ko:K11717	bpse:BDL_3118
ko:K09015	bpse:BDL_3119
ko:K09013	bpse:BDL_3120
ko:K09014	bpse:BDL_3121
ko:K07234	bpse:BDL_3122
ko:K00459	bpse:BDL_3127
ko:K08303	bpse:BDL_3128
ko:K03762	bpse:BDL_6168
ko:K02624	bpse:BDL_6170
ko:K00823	bpse:BDL_6178
ko:K00375	bpse:BDL_6179
ko:K01008	bpse:BDL_6185
ko:K07088	bpse:BDL_6198
ko:K00645	bpse:BDL_6200
ko:K01586	bpse:BDL_6203
ko:K00053	bpse:BDL_6205
ko:K02275	bpse:BDL_2
ko:K03088	bpse:BDL_4
ko:K02990	bpse:BDL_6
ko:K02686	bpse:BDL_7
ko:K02963	bpse:BDL_8
ko:K02939	bpse:BDL_9
ko:K07220	bpse:BDL_11
ko:K03306	bpse:BDL_12
ko:K07175	bpse:BDL_14
ko:K00901	bpse:BDL_839
ko:K06966	bpse:BDL_841
ko:K06886	bpse:BDL_848
ko:K09712	bpse:BDL_852
ko:K07667	bpse:BDL_853
ko:K07646	bpse:BDL_854
ko:K01548	bpse:BDL_855
ko:K01547	bpse:BDL_856
ko:K01546	bpse:BDL_857
ko:K01734	bpse:BDL_860
ko:K00761	bpse:BDL_863
ko:K01945	bpse:BDL_865
ko:K00228	bpse:BDL_866
ko:K00969	bpse:BDL_867
ko:K09710	bpse:BDL_868
ko:K00783	bpse:BDL_869
ko:K06287	bpse:BDL_870
ko:K08301	bpse:BDL_871
ko:K07267	bpse:BDL_1694
ko:K00720	bpse:BDL_1695
ko:K06193	bpse:BDL_1701
ko:K07240	bpse:BDL_1703
ko:K07240	bpse:BDL_1704
ko:K02397	bpse:BDL_1707
ko:K02396	bpse:BDL_1708
ko:K02395	bpse:BDL_1710
ko:K02394	bpse:BDL_1711
ko:K02393	bpse:BDL_1712
ko:K02392	bpse:BDL_1713
ko:K02391	bpse:BDL_1714
ko:K02390	bpse:BDL_1715
ko:K02389	bpse:BDL_1716
ko:K02388	bpse:BDL_1717
ko:K02387	bpse:BDL_1718
ko:K02386	bpse:BDL_1719
ko:K02398	bpse:BDL_1720
ko:K02399	bpse:BDL_1721
ko:K08309	bpse:BDL_1726
ko:K07160	bpse:BDL_1731
ko:K09973	bpse:BDL_1734
ko:K12372	bpse:BDL_1735
ko:K12371	bpse:BDL_1736
ko:K12370	bpse:BDL_1737
ko:K12369	bpse:BDL_1738
ko:K12368	bpse:BDL_1739
ko:K00566	bpse:BDL_2553
ko:K00324	bpse:BDL_2555
ko:K00324	bpse:BDL_2556
ko:K00325	bpse:BDL_2557
ko:K06996	bpse:BDL_2559
ko:K07444	bpse:BDL_2560
ko:K09857	bpse:BDL_2563
ko:K06192	bpse:BDL_2564
ko:K03808	bpse:BDL_2565
ko:K03808	bpse:BDL_2566
ko:K12262	bpse:BDL_2567
ko:K03074	bpse:BDL_2571
ko:K03072	bpse:BDL_2572
ko:K03210	bpse:BDL_2573
ko:K00773	bpse:BDL_2574
ko:K07568	bpse:BDL_2575
ko:K03655	bpse:BDL_2576
ko:K04761	bpse:BDL_2577
ko:K03782	bpse:BDL_2579
ko:K04047	bpse:BDL_2581
ko:K03179	bpse:BDL_2583
ko:K05774	bpse:BDL_2584
ko:K02043	bpse:BDL_2586
ko:K06166	bpse:BDL_2587
ko:K06165	bpse:BDL_2588
ko:K06164	bpse:BDL_2589
ko:K06163	bpse:BDL_2590
ko:K05781	bpse:BDL_2591
ko:K05780	bpse:BDL_2592
ko:K06162	bpse:BDL_2593
ko:K02041	bpse:BDL_2594
ko:K02044	bpse:BDL_2595
ko:K02042	bpse:BDL_2596
ko:K00286	bpse:BDL_2597
ko:K06997	bpse:BDL_2598
ko:K11473	bpse:BDL_2599
ko:K11472	bpse:BDL_2600
ko:K03664	bpse:BDL_3411
ko:K09801	bpse:BDL_3413
ko:K01951	bpse:BDL_3420
ko:K11991	bpse:BDL_3426
ko:K03457	bpse:BDL_3429
ko:K16841	bpse:BDL_3430
ko:K13485	bpse:BDL_3432
ko:K01477	bpse:BDL_3433
ko:K01483	bpse:BDL_3434
ko:K07127	bpse:BDL_3436
ko:K09165	bpse:BDL_3439
ko:K03282	bpse:BDL_3442
ko:K03969	bpse:BDL_3444
ko:K05366	bpse:BDL_3445
ko:K01754	bpse:BDL_3447
ko:K01438	bpse:BDL_3448
ko:K03723	bpse:BDL_3450
ko:K00991	bpse:BDL_3451
ko:K01770	bpse:BDL_3452
ko:K04756	bpse:BDL_3453
ko:K07638	bpse:BDL_3455
ko:K07659	bpse:BDL_3456
ko:K02189	bpse:BDL_295
ko:K02224	bpse:BDL_297
ko:K06160	bpse:BDL_303
ko:K02016	bpse:BDL_305
ko:K13255	bpse:BDL_306
ko:K02015	bpse:BDL_307
ko:K02013	bpse:BDL_308
ko:K03088	bpse:BDL_311
ko:K10441	bpse:BDL_317
ko:K07345	bpse:BDL_324
ko:K07347	bpse:BDL_326
ko:K07345	bpse:BDL_327
ko:K02029	bpse:BDL_333
ko:K02029	bpse:BDL_334
ko:K12511	bpse:BDL_339
ko:K02283	bpse:BDL_341
ko:K02282	bpse:BDL_342
ko:K02280	bpse:BDL_344
ko:K02279	bpse:BDL_345
ko:K00075	bpse:BDL_1158
ko:K09767	bpse:BDL_1159
ko:K08591	bpse:BDL_1160
ko:K06925	bpse:BDL_1166
ko:K01448	bpse:BDL_1167
ko:K15268	bpse:BDL_1168
ko:K06911	bpse:BDL_1169
ko:K05838	bpse:BDL_1170
ko:K00275	bpse:BDL_1172
ko:K00574	bpse:BDL_1173
ko:K07130	bpse:BDL_1178
ko:K01556	bpse:BDL_1179
ko:K00453	bpse:BDL_1180
ko:K00077	bpse:BDL_1183
ko:K00141	bpse:BDL_1184
ko:K01576	bpse:BDL_1185
ko:K00007	bpse:BDL_1187
ko:K10229	bpse:BDL_1196
ko:K10228	bpse:BDL_1197
ko:K10227	bpse:BDL_1198
ko:K16371	bpse:BDL_1199
ko:K00847	bpse:BDL_1200
ko:K09823	bpse:BDL_1202
ko:K01070	bpse:BDL_1206
ko:K03735	bpse:BDL_2006
ko:K03736	bpse:BDL_2007
ko:K04033	bpse:BDL_2010
ko:K01652	bpse:BDL_2012
ko:K01752	bpse:BDL_2014
ko:K00281	bpse:BDL_2016
ko:K02437	bpse:BDL_2017
ko:K00605	bpse:BDL_2018
ko:K03656	bpse:BDL_2023
ko:K00648	bpse:BDL_2049
ko:K02078	bpse:BDL_2050
ko:K00648	bpse:BDL_2051
ko:K02407	bpse:BDL_2055
ko:K02406	bpse:BDL_2056
ko:K02970	bpse:BDL_2057
ko:K01246	bpse:BDL_2058
ko:K00989	bpse:BDL_2866
ko:K00942	bpse:BDL_2868
ko:K03060	bpse:BDL_2869
ko:K04760	bpse:BDL_2873
ko:K03704	bpse:BDL_2876
ko:K03841	bpse:BDL_2888
ko:K03576	bpse:BDL_2889
ko:K00549	bpse:BDL_2890
ko:K01256	bpse:BDL_2891
ko:K06901	bpse:BDL_2895
ko:K07402	bpse:BDL_2897
ko:K03611	bpse:BDL_2898
ko:K00126	bpse:BDL_2905
ko:K00123	bpse:BDL_2906
ko:K02469	bpse:BDL_2915
ko:K09924	bpse:BDL_2916
ko:K00831	bpse:BDL_2917
ko:K14218	bpse:BDL_2105
ko:K14219	bpse:BDL_2026
ko:K14225	bpse:BDL_2165
ko:K14234	bpse:BDL_2166
ko:K14235	bpse:BDL_2168
ko:K14225	bpse:BDL_2805
ko:K14225	bpse:BDL_3024
ko:K10126	bpse:BDL_5899
ko:K01114	bpse:BDL_5904
ko:K03671	bpse:BDL_5917
ko:K07345	bpse:BDL_5927
ko:K15540	bpse:BDL_5928
ko:K07347	bpse:BDL_5929
ko:K07345	bpse:BDL_5930
ko:K11892	bpse:BDL_5931
ko:K11901	bpse:BDL_5933
ko:K11900	bpse:BDL_5934
ko:K11903	bpse:BDL_5935
ko:K11906	bpse:BDL_5936
ko:K11893	bpse:BDL_5937
ko:K11892	bpse:BDL_5938
ko:K11891	bpse:BDL_5939
ko:K11902	bpse:BDL_5946
ko:K11895	bpse:BDL_5947
ko:K11896	bpse:BDL_5948
ko:K11897	bpse:BDL_5949
ko:K11898	bpse:BDL_5950
ko:K11907	bpse:BDL_5952
ko:K07677	bpse:BDL_5953
ko:K07687	bpse:BDL_5954
ko:K16147	bpse:BDL_613
ko:K05343	bpse:BDL_614
ko:K01236	bpse:BDL_617
ko:K00705	bpse:BDL_618
ko:K06044	bpse:BDL_619
ko:K03701	bpse:BDL_1432
ko:K01433	bpse:BDL_1434
ko:K00759	bpse:BDL_1437
ko:K06041	bpse:BDL_1439
ko:K03270	bpse:BDL_1440
ko:K11719	bpse:BDL_1441
ko:K09774	bpse:BDL_1442
ko:K06861	bpse:BDL_1443
ko:K03092	bpse:BDL_1445
ko:K05808	bpse:BDL_1446
ko:K06958	bpse:BDL_1449
ko:K07157	bpse:BDL_1450
ko:K03575	bpse:BDL_1451
ko:K02494	bpse:BDL_1454
ko:K00919	bpse:BDL_1455
ko:K00948	bpse:BDL_1457
ko:K02897	bpse:BDL_1458
ko:K01056	bpse:BDL_1459
ko:K00817	bpse:BDL_1460
ko:K00954	bpse:BDL_1462
ko:K03110	bpse:BDL_1464
ko:K00362	bpse:BDL_1466
ko:K00363	bpse:BDL_1467
ko:K00372	bpse:BDL_1468
ko:K01649	bpse:BDL_1471
ko:K03089	bpse:BDL_1474
ko:K03707	bpse:BDL_2297
ko:K11892	bpse:BDL_2299
ko:K11893	bpse:BDL_2300
ko:K11906	bpse:BDL_2301
ko:K11901	bpse:BDL_2303
ko:K11900	bpse:BDL_2304
ko:K11903	bpse:BDL_2305
ko:K11897	bpse:BDL_2306
ko:K11896	bpse:BDL_2307
ko:K11895	bpse:BDL_2308
ko:K11907	bpse:BDL_2309
ko:K11902	bpse:BDL_2310
ko:K11890	bpse:BDL_2312
ko:K11891	bpse:BDL_2313
ko:K12340	bpse:BDL_2316
ko:K13409	bpse:BDL_2317
ko:K13408	bpse:BDL_2318
ko:K01256	bpse:BDL_2321
ko:K09941	bpse:BDL_2326
ko:K04046	bpse:BDL_2330
ko:K03704	bpse:BDL_2331
ko:K03186	bpse:BDL_2334
ko:K07390	bpse:BDL_2335
ko:K02493	bpse:BDL_2336
ko:K02835	bpse:BDL_2337
ko:K02492	bpse:BDL_2338
ko:K04561	bpse:BDL_3138
ko:K00496	bpse:BDL_3139
ko:K01669	bpse:BDL_3140
ko:K00860	bpse:BDL_3141
ko:K06133	bpse:BDL_3144
ko:K01745	bpse:BDL_3145
ko:K05836	bpse:BDL_3146
ko:K01712	bpse:BDL_3147
ko:K09975	bpse:BDL_3148
ko:K01468	bpse:BDL_3149
ko:K07010	bpse:BDL_3153
ko:K01915	bpse:BDL_3154
ko:K12256	bpse:BDL_3155
ko:K14682	bpse:BDL_3164
ko:K03578	bpse:BDL_3165
ko:K01915	bpse:BDL_3171
ko:K07708	bpse:BDL_3172
ko:K07712	bpse:BDL_3173
ko:K01142	bpse:BDL_3174
ko:K07673	bpse:BDL_3176
ko:K00373	bpse:BDL_3178
ko:K00371	bpse:BDL_3179
ko:K00370	bpse:BDL_3180
ko:K02575	bpse:BDL_3181
ko:K02575	bpse:BDL_3182
ko:K02346	bpse:BDL_3184
ko:K01414	bpse:BDL_3185
ko:K01491	bpse:BDL_3186
ko:K00163	bpse:BDL_3189
ko:K03564	bpse:BDL_15
ko:K00604	bpse:BDL_18
ko:K10012	bpse:BDL_19
ko:K14260	bpse:BDL_24
ko:K00003	bpse:BDL_25
ko:K01733	bpse:BDL_26
ko:K03750	bpse:BDL_27
ko:K03636	bpse:BDL_28
ko:K06886	bpse:BDL_30
ko:K13771	bpse:BDL_31
ko:K03695	bpse:BDL_32
ko:K03327	bpse:BDL_37
ko:K02909	bpse:BDL_39
ko:K09933	bpse:BDL_40
ko:K03628	bpse:BDL_43
ko:K03671	bpse:BDL_44
ko:K02343	bpse:BDL_45
ko:K09747	bpse:BDL_46
ko:K06187	bpse:BDL_47
ko:K03787	bpse:BDL_49
ko:K00573	bpse:BDL_50
ko:K06194	bpse:BDL_51
ko:K07501	bpse:BDL_53
ko:K03215	bpse:BDL_55
ko:K00940	bpse:BDL_57
ko:K06941	bpse:BDL_58
ko:K15539	bpse:BDL_59
ko:K01892	bpse:BDL_61
ko:K03977	bpse:BDL_64
ko:K03666	bpse:BDL_65
ko:K03665	bpse:BDL_66
ko:K04088	bpse:BDL_67
ko:K04087	bpse:BDL_68
ko:K09937	bpse:BDL_69
ko:K02502	bpse:BDL_70
ko:K01939	bpse:BDL_71
ko:K16345	bpse:BDL_895
ko:K03088	bpse:BDL_902
ko:K02337	bpse:BDL_915
ko:K07146	bpse:BDL_917
ko:K01894	bpse:BDL_918
ko:K08289	bpse:BDL_922
ko:K03466	bpse:BDL_925
ko:K10773	bpse:BDL_931
ko:K09989	bpse:BDL_937
ko:K05782	bpse:BDL_938
ko:K03181	bpse:BDL_945
ko:K01338	bpse:BDL_1743
ko:K00528	bpse:BDL_1747
ko:K07402	bpse:BDL_1751
ko:K09939	bpse:BDL_1752
ko:K04061	bpse:BDL_1753
ko:K02423	bpse:BDL_1755
ko:K02422	bpse:BDL_1756
ko:K02408	bpse:BDL_1757
ko:K02409	bpse:BDL_1758
ko:K02410	bpse:BDL_1759
ko:K02411	bpse:BDL_1760
ko:K02412	bpse:BDL_1761
ko:K02413	bpse:BDL_1762
ko:K09456	bpse:BDL_1765
ko:K00154	bpse:BDL_1766
ko:K00789	bpse:BDL_1779
ko:K02517	bpse:BDL_1780
ko:K01778	bpse:BDL_1781
ko:K09921	bpse:BDL_1782
ko:K03733	bpse:BDL_1783
ko:K06969	bpse:BDL_1784
ko:K06204	bpse:BDL_1786
ko:K01419	bpse:BDL_1787
ko:K03667	bpse:BDL_1788
ko:K15012	bpse:BDL_1789
ko:K15011	bpse:BDL_1790
ko:K00930	bpse:BDL_1792
ko:K05501	bpse:BDL_1794
ko:K00641	bpse:BDL_1795
ko:K00798	bpse:BDL_2603
ko:K05916	bpse:BDL_2604
ko:K01626	bpse:BDL_2606
ko:K03568	bpse:BDL_2607
ko:K00982	bpse:BDL_2610
ko:K03631	bpse:BDL_2611
ko:K00858	bpse:BDL_2612
ko:K03705	bpse:BDL_2613
ko:K01772	bpse:BDL_2614
ko:K04762	bpse:BDL_2615
ko:K03687	bpse:BDL_2616
ko:K04043	bpse:BDL_2618
ko:K03686	bpse:BDL_2619
ko:K00606	bpse:BDL_2621
ko:K00950	bpse:BDL_2623
ko:K10763	bpse:BDL_2626
ko:K01933	bpse:BDL_2627
ko:K00791	bpse:BDL_2629
ko:K03572	bpse:BDL_2630
ko:K03975	bpse:BDL_2631
ko:K07266	bpse:BDL_2635
ko:K01991	bpse:BDL_2637
ko:K10107	bpse:BDL_2638
ko:K09688	bpse:BDL_2639
ko:K09689	bpse:BDL_2641
ko:K01711	bpse:BDL_2648
ko:K03271	bpse:BDL_2650
ko:K03273	bpse:BDL_2652
ko:K07265	bpse:BDL_2654
ko:K02291	bpse:BDL_3460
ko:K00077	bpse:BDL_3475
ko:K00865	bpse:BDL_3477
ko:K03545	bpse:BDL_3478
ko:K01358	bpse:BDL_3479
ko:K03544	bpse:BDL_3480
ko:K01338	bpse:BDL_3481
ko:K03770	bpse:BDL_3488
ko:K10804	bpse:BDL_3489
ko:K02003	bpse:BDL_3490
ko:K01810	bpse:BDL_3491
ko:K00285	bpse:BDL_3493
ko:K01952	bpse:BDL_3494
ko:K03824	bpse:BDL_3495
ko:K05527	bpse:BDL_3497
ko:K06190	bpse:BDL_3498
ko:K07516	bpse:BDL_3502
ko:K08281	bpse:BDL_3503
ko:K06980	bpse:BDL_3512
ko:K07082	bpse:BDL_3513
ko:K02406	bpse:BDL_5963
ko:K02556	bpse:BDL_5964
ko:K02557	bpse:BDL_5965
ko:K03413	bpse:BDL_5966
ko:K03407	bpse:BDL_5967
ko:K03411	bpse:BDL_5971
ko:K03412	bpse:BDL_5972
ko:K03412	bpse:BDL_5973
ko:K02400	bpse:BDL_5974
ko:K02401	bpse:BDL_5975
ko:K02421	bpse:BDL_5976
ko:K02420	bpse:BDL_5977
ko:K02419	bpse:BDL_5978
ko:K02417	bpse:BDL_5979
ko:K02408	bpse:BDL_5982
ko:K02409	bpse:BDL_5983
ko:K02410	bpse:BDL_5984
ko:K02411	bpse:BDL_5985
ko:K02412	bpse:BDL_5986
ko:K02407	bpse:BDL_5988
ko:K02422	bpse:BDL_5989
ko:K02405	bpse:BDL_5993
ko:K02398	bpse:BDL_5994
ko:K02399	bpse:BDL_5995
ko:K02395	bpse:BDL_5997
ko:K02386	bpse:BDL_5996
ko:K02387	bpse:BDL_5998
ko:K02388	bpse:BDL_5999
ko:K02389	bpse:BDL_6000
ko:K02390	bpse:BDL_6001
ko:K02391	bpse:BDL_6002
ko:K02392	bpse:BDL_6003
ko:K02393	bpse:BDL_6004
ko:K02394	bpse:BDL_6005
ko:K02396	bpse:BDL_6007
ko:K02397	bpse:BDL_6008
ko:K00375	bpse:BDL_622
ko:K06153	bpse:BDL_630
ko:K01895	bpse:BDL_634
ko:K03327	bpse:BDL_636
ko:K08296	bpse:BDL_640
ko:K01524	bpse:BDL_649
ko:K00937	bpse:BDL_650
ko:K07636	bpse:BDL_651
ko:K02039	bpse:BDL_653
ko:K02036	bpse:BDL_654
ko:K02038	bpse:BDL_655
ko:K02037	bpse:BDL_656
ko:K02040	bpse:BDL_657
ko:K03431	bpse:BDL_658
ko:K00796	bpse:BDL_659
ko:K03798	bpse:BDL_660
ko:K03624	bpse:BDL_664
ko:K01955	bpse:BDL_665
ko:K07101	bpse:BDL_72
ko:K03549	bpse:BDL_73
ko:K06959	bpse:BDL_74
ko:K05807	bpse:BDL_78
ko:K06180	bpse:BDL_79
ko:K05810	bpse:BDL_80
ko:K03821	bpse:BDL_81
ko:K00023	bpse:BDL_83
ko:K14441	bpse:BDL_86
ko:K00874	bpse:BDL_87
ko:K01079	bpse:BDL_91
ko:K02069	bpse:BDL_93
ko:K02068	bpse:BDL_94
ko:K07290	bpse:BDL_95
ko:K00459	bpse:BDL_99
ko:K07275	bpse:BDL_100
ko:K06938	bpse:BDL_101
ko:K03322	bpse:BDL_102
ko:K11073	bpse:BDL_103
ko:K11076	bpse:BDL_104
ko:K11075	bpse:BDL_105
ko:K11074	bpse:BDL_106
ko:K07090	bpse:BDL_107
ko:K17218	bpse:BDL_108
ko:K07727	bpse:BDL_112
ko:K03281	bpse:BDL_119
ko:K00874	bpse:BDL_124
ko:K04079	bpse:BDL_946
ko:K05825	bpse:BDL_950
ko:K07240	bpse:BDL_954
ko:K06016	bpse:BDL_956
ko:K02621	bpse:BDL_962
ko:K11250	bpse:BDL_666
ko:K01956	bpse:BDL_667
ko:K08307	bpse:BDL_671
ko:K00425	bpse:BDL_1477
ko:K00426	bpse:BDL_1478
ko:K02803	bpse:BDL_1481
ko:K02804	bpse:BDL_1481
ko:K01443	bpse:BDL_1484
ko:K03710	bpse:BDL_1485
ko:K01586	bpse:BDL_1494
ko:K00836	bpse:BDL_1504
ko:K14161	bpse:BDL_1509
ko:K14160	bpse:BDL_1510
ko:K02073	bpse:BDL_1515
ko:K07152	bpse:BDL_1518
ko:K02259	bpse:BDL_1520
ko:K02276	bpse:BDL_1524
ko:K02275	bpse:BDL_1528
ko:K01126	bpse:BDL_2346
ko:K11735	bpse:BDL_2348
ko:K00331	bpse:BDL_2350
ko:K06942	bpse:BDL_2353
ko:K03981	bpse:BDL_2357
ko:K01118	bpse:BDL_2359
ko:K03648	bpse:BDL_2360
ko:K01609	bpse:BDL_2362
ko:K00766	bpse:BDL_2363
ko:K01657	bpse:BDL_2365
ko:K01091	bpse:BDL_2366
ko:K01783	bpse:BDL_2367
ko:K06195	bpse:BDL_2368
ko:K08304	bpse:BDL_2370
ko:K01912	bpse:BDL_2371
ko:K15866	bpse:BDL_2373
ko:K06134	bpse:BDL_2386
ko:K03925	bpse:BDL_2387
ko:K03438	bpse:BDL_2388
ko:K03586	bpse:BDL_2389
ko:K03587	bpse:BDL_2390
ko:K01928	bpse:BDL_2391
ko:K01929	bpse:BDL_2392
ko:K00627	bpse:BDL_3190
ko:K00382	bpse:BDL_3191
ko:K07262	bpse:BDL_3193
ko:K13643	bpse:BDL_3199
ko:K04487	bpse:BDL_3200
ko:K04082	bpse:BDL_3203
ko:K04044	bpse:BDL_3204
ko:K04755	bpse:BDL_3205
ko:K04567	bpse:BDL_3208
ko:K02836	bpse:BDL_3209
ko:K07462	bpse:BDL_3210
ko:K09808	bpse:BDL_3212
ko:K09810	bpse:BDL_3213
ko:K03424	bpse:BDL_3214
ko:K01937	bpse:BDL_3217
ko:K01627	bpse:BDL_3218
ko:K01689	bpse:BDL_3219
ko:K05589	bpse:BDL_3220
ko:K04083	bpse:BDL_3222
ko:K07053	bpse:BDL_3226
ko:K01867	bpse:BDL_3229
ko:K01714	bpse:BDL_3231
ko:K07287	bpse:BDL_3232
ko:K03775	bpse:BDL_3236
ko:K03555	bpse:BDL_3237
ko:K02622	bpse:BDL_963
ko:K15738	bpse:BDL_964
ko:K02518	bpse:BDL_969
ko:K15125	bpse:BDL_981
ko:K07262	bpse:BDL_984
ko:K08276	bpse:BDL_985
ko:K08169	bpse:BDL_991
ko:K00697	bpse:BDL_994
ko:K08218	bpse:BDL_1797
ko:K13979	bpse:BDL_1800
ko:K01142	bpse:BDL_1802
ko:K02434	bpse:BDL_1804
ko:K02435	bpse:BDL_1806
ko:K03569	bpse:BDL_1807
ko:K03570	bpse:BDL_1808
ko:K03571	bpse:BDL_1809
ko:K05515	bpse:BDL_1810
ko:K05837	bpse:BDL_1811
ko:K01737	bpse:BDL_1814
ko:K06920	bpse:BDL_1816
ko:K03500	bpse:BDL_1821
ko:K03799	bpse:BDL_1822
ko:K00604	bpse:BDL_1824
ko:K01462	bpse:BDL_1825
ko:K04096	bpse:BDL_1826
ko:K12251	bpse:BDL_1838
ko:K03086	bpse:BDL_1844
ko:K01919	bpse:BDL_1845
ko:K01247	bpse:BDL_1846
ko:K10778	bpse:BDL_1847
ko:K02535	bpse:BDL_2658
ko:K01991	bpse:BDL_2666
ko:K16692	bpse:BDL_2668
ko:K07265	bpse:BDL_2670
ko:K03819	bpse:BDL_2671
ko:K01627	bpse:BDL_2674
ko:K03270	bpse:BDL_2675
ko:K06041	bpse:BDL_2676
ko:K00963	bpse:BDL_2677
ko:K02403	bpse:BDL_2678
ko:K03640	bpse:BDL_2681
ko:K03641	bpse:BDL_2682
ko:K03562	bpse:BDL_2685
ko:K07107	bpse:BDL_2686
ko:K16066	bpse:BDL_2687
ko:K00600	bpse:BDL_2688
ko:K07738	bpse:BDL_2689
ko:K08084	bpse:BDL_2690
ko:K02672	bpse:BDL_2692
ko:K02655	bpse:BDL_2694
ko:K00252	bpse:BDL_2699
ko:K08195	bpse:BDL_2706
ko:K00451	bpse:BDL_2707
ko:K00943	bpse:BDL_3514
ko:K02341	bpse:BDL_3515
ko:K03823	bpse:BDL_3516
ko:K03424	bpse:BDL_3517
ko:K01608	bpse:BDL_3531
ko:K07576	bpse:BDL_5320
ko:K07687	bpse:BDL_6012
ko:K00865	bpse:BDL_6015
ko:K00873	bpse:BDL_6016
ko:K02647	bpse:BDL_6017
ko:K10441	bpse:BDL_6032
ko:K05591	bpse:BDL_6036
ko:K10001	bpse:BDL_6044
ko:K00285	bpse:BDL_6045
ko:K01953	bpse:BDL_6054
ko:K11891	bpse:BDL_6058
ko:K11892	bpse:BDL_6059
ko:K11893	bpse:BDL_6060
ko:K11906	bpse:BDL_6061
ko:K09771	bpse:BDL_676
ko:K03762	bpse:BDL_677
ko:K00645	bpse:BDL_681
ko:K13930	bpse:BDL_682
ko:K13934	bpse:BDL_683
ko:K13933	bpse:BDL_684
ko:K13932	bpse:BDL_685
ko:K13931	bpse:BDL_686
ko:K13929	bpse:BDL_687
ko:K00381	bpse:BDL_701
ko:K09965	bpse:BDL_706
ko:K00820	bpse:BDL_708
ko:K00375	bpse:BDL_710
ko:K07734	bpse:BDL_711
ko:K02053	bpse:BDL_719
ko:K02053	bpse:BDL_721
ko:K02169	bpse:BDL_1530
ko:K03216	bpse:BDL_1532
ko:K00057	bpse:BDL_1534
ko:K03071	bpse:BDL_1535
ko:K03797	bpse:BDL_1539
ko:K01920	bpse:BDL_1544
ko:K01919	bpse:BDL_1545
ko:K03320	bpse:BDL_1546
ko:K04752	bpse:BDL_1547
ko:K07391	bpse:BDL_1549
ko:K10126	bpse:BDL_1554
ko:K10125	bpse:BDL_1555
ko:K11103	bpse:BDL_1556
ko:K14393	bpse:BDL_1557
ko:K03644	bpse:BDL_1567
ko:K03801	bpse:BDL_1568
ko:K09158	bpse:BDL_1571
ko:K00824	bpse:BDL_1572
ko:K07018	bpse:BDL_1574
ko:K02065	bpse:BDL_1579
ko:K02066	bpse:BDL_1580
ko:K01000	bpse:BDL_2393
ko:K01925	bpse:BDL_2394
ko:K03588	bpse:BDL_2395
ko:K02563	bpse:BDL_2396
ko:K01924	bpse:BDL_2397
ko:K01921	bpse:BDL_2398
ko:K03589	bpse:BDL_2399
ko:K03590	bpse:BDL_2400
ko:K02525	bpse:BDL_127
ko:K03284	bpse:BDL_140
ko:K09780	bpse:BDL_141
ko:K07218	bpse:BDL_153
ko:K00376	bpse:BDL_154
ko:K03734	bpse:BDL_155
ko:K13954	bpse:BDL_166
ko:K07345	bpse:BDL_170
ko:K07347	bpse:BDL_172
ko:K07345	bpse:BDL_173
ko:K07687	bpse:BDL_177
ko:K07677	bpse:BDL_178
ko:K07638	bpse:BDL_1001
ko:K07659	bpse:BDL_1002
ko:K06911	bpse:BDL_1004
ko:K10016	bpse:BDL_1006
ko:K10015	bpse:BDL_1007
