ko:K00984	senh:CFSAN002069_02690
ko:K07406	senh:CFSAN002069_10590
ko:K01584	senh:CFSAN002069_10600
ko:K03755	senh:CFSAN002069_10610
ko:K03759	senh:CFSAN002069_10615
ko:K03760	senh:CFSAN002069_10620
ko:K07771	senh:CFSAN002069_10625
ko:K07643	senh:CFSAN002069_10630
ko:K03762	senh:CFSAN002069_10640
ko:K06193	senh:CFSAN002069_10645
ko:K09994	senh:CFSAN002069_10655
ko:K11102	senh:CFSAN002069_10680
ko:K04016	senh:CFSAN002069_10695
ko:K04014	senh:CFSAN002069_10705
ko:K04013	senh:CFSAN002069_10710
ko:K03385	senh:CFSAN002069_10715
ko:K01895	senh:CFSAN002069_10720
ko:K14393	senh:CFSAN002069_10730
ko:K06901	senh:CFSAN002069_10760
ko:K13639	senh:CFSAN002069_10770
ko:K13631	senh:CFSAN002069_10775
ko:K03701	senh:CFSAN002069_10830
ko:K00688	senh:CFSAN002069_14605
ko:K00705	senh:CFSAN002069_14610
ko:K06155	senh:CFSAN002069_14615
ko:K07400	senh:CFSAN002069_14620
ko:K02170	senh:CFSAN002069_14630
ko:K07490	senh:CFSAN002069_14640
ko:K04759	senh:CFSAN002069_14645
ko:K04758	senh:CFSAN002069_14650
ko:K06959	senh:CFSAN002069_14655
ko:K04760	senh:CFSAN002069_14660
ko:K07659	senh:CFSAN002069_14665
ko:K07638	senh:CFSAN002069_14670
ko:K01610	senh:CFSAN002069_14675
ko:K04083	senh:CFSAN002069_14685
ko:K04762	senh:CFSAN002069_14690
ko:K08312	senh:CFSAN002069_14705
ko:K05366	senh:CFSAN002069_14710
ko:K12288	senh:CFSAN002069_14715
ko:K12289	senh:CFSAN002069_14720
ko:K12290	senh:CFSAN002069_14725
ko:K12291	senh:CFSAN002069_14730
ko:K02507	senh:CFSAN002069_14735
ko:K00891	senh:CFSAN002069_14740
ko:K01735	senh:CFSAN002069_14745
ko:K03112	senh:CFSAN002069_14750
ko:K01783	senh:CFSAN002069_14760
ko:K01091	senh:CFSAN002069_14765
ko:K01867	senh:CFSAN002069_14770
ko:K12516	senh:CFSAN002069_14780
ko:K02302	senh:CFSAN002069_14785
ko:K02598	senh:CFSAN002069_14790
ko:K00363	senh:CFSAN002069_14795
ko:K00362	senh:CFSAN002069_14800
ko:K06141	senh:CFSAN002069_14805
ko:K04095	senh:CFSAN002069_14820
ko:K07397	senh:CFSAN002069_14845
ko:K00855	senh:CFSAN002069_14850
ko:K00858	senh:CFSAN002069_18635
ko:K03687	senh:CFSAN002069_18640
ko:K03106	senh:CFSAN002069_18660
ko:K02959	senh:CFSAN002069_18665
ko:K02860	senh:CFSAN002069_18670
ko:K00554	senh:CFSAN002069_18675
ko:K02884	senh:CFSAN002069_18680
ko:K01626	senh:CFSAN002069_18695
ko:K14187	senh:CFSAN002069_18700
ko:K14170	senh:CFSAN002069_18710
ko:K05809	senh:CFSAN002069_18715
ko:K05807	senh:CFSAN002069_18720
ko:K06180	senh:CFSAN002069_18725
ko:K05810	senh:CFSAN002069_18730
ko:K03695	senh:CFSAN002069_18735
ko:K03785	senh:CFSAN002069_02215
ko:K00313	senh:CFSAN002069_02245
ko:K12507	senh:CFSAN002069_02255
ko:K09773	senh:CFSAN002069_02270
ko:K01626	senh:CFSAN002069_02275
ko:K06074	senh:CFSAN002069_02300
ko:K00432	senh:CFSAN002069_02305
ko:K06073	senh:CFSAN002069_02310
ko:K04764	senh:CFSAN002069_02315
ko:K01890	senh:CFSAN002069_02320
ko:K01889	senh:CFSAN002069_02325
ko:K02887	senh:CFSAN002069_02330
ko:K02916	senh:CFSAN002069_02335
ko:K01868	senh:CFSAN002069_02345
ko:K01173	senh:CFSAN002069_02355
ko:K01491	senh:CFSAN002069_06130
ko:K07038	senh:CFSAN002069_06140
ko:K01883	senh:CFSAN002069_06155
ko:K03269	senh:CFSAN002069_06165
ko:K01588	senh:CFSAN002069_06170
ko:K01589	senh:CFSAN002069_06175
ko:K00926	senh:CFSAN002069_06180
ko:K02083	senh:CFSAN002069_06205
ko:K14977	senh:CFSAN002069_06210
ko:K00865	senh:CFSAN002069_06215
ko:K01608	senh:CFSAN002069_06255
ko:K10973	senh:CFSAN002069_06260
ko:K01483	senh:CFSAN002069_06265
ko:K10972	senh:CFSAN002069_06270
ko:K06917	senh:CFSAN002069_06275
ko:K02072	senh:CFSAN002069_06280
ko:K02071	senh:CFSAN002069_06285
ko:K02073	senh:CFSAN002069_06290
ko:K02003	senh:CFSAN002069_06310
ko:K10804	senh:CFSAN002069_06315
ko:K05838	senh:CFSAN002069_06325
ko:K02069	senh:CFSAN002069_06330
ko:K02068	senh:CFSAN002069_06335
ko:K07340	senh:CFSAN002069_06345
ko:K09973	senh:CFSAN002069_06365
ko:K07322	senh:CFSAN002069_10095
ko:K11737	senh:CFSAN002069_10100
ko:K03773	senh:CFSAN002069_10105
ko:K07269	senh:CFSAN002069_10110
ko:K02939	senh:CFSAN002069_10120
ko:K02963	senh:CFSAN002069_10125
ko:K02686	senh:CFSAN002069_10130
ko:K02990	senh:CFSAN002069_10135
ko:K03078	senh:CFSAN002069_10155
ko:K03477	senh:CFSAN002069_10180
ko:K09456	senh:CFSAN002069_10200
ko:K08989	senh:CFSAN002069_10215
ko:K10716	senh:CFSAN002069_10225
ko:K09980	senh:CFSAN002069_10235
ko:K03218	senh:CFSAN002069_10240
ko:K12573	senh:CFSAN002069_10245
ko:K13771	senh:CFSAN002069_10250
ko:K01939	senh:CFSAN002069_10255
ko:K09937	senh:CFSAN002069_10260
ko:K04087	senh:CFSAN002069_10265
ko:K04088	senh:CFSAN002069_10270
ko:K03665	senh:CFSAN002069_10275
ko:K03666	senh:CFSAN002069_10280
ko:K00791	senh:CFSAN002069_10285
ko:K03572	senh:CFSAN002069_10290
ko:K01448	senh:CFSAN002069_10295
ko:K06925	senh:CFSAN002069_10300
ko:K09996	senh:CFSAN002069_10330
ko:K06144	senh:CFSAN002069_14105
ko:K16322	senh:CFSAN002069_14110
ko:K07007	senh:CFSAN002069_14115
ko:K07644	senh:CFSAN002069_14160
ko:K07798	senh:CFSAN002069_14180
ko:K07787	senh:CFSAN002069_14185
ko:K07233	senh:CFSAN002069_14225
ko:K07156	senh:CFSAN002069_14230
ko:K07644	senh:CFSAN002069_14245
ko:K01993	senh:CFSAN002069_14255
ko:K13926	senh:CFSAN002069_14260
ko:K07722	senh:CFSAN002069_14270
ko:K06133	senh:CFSAN002069_14275
ko:K09125	senh:CFSAN002069_14295
ko:K01534	senh:CFSAN002069_14310
ko:K08993	senh:CFSAN002069_14325
ko:K03110	senh:CFSAN002069_14335
ko:K09812	senh:CFSAN002069_14340
ko:K09811	senh:CFSAN002069_14345
ko:K03089	senh:CFSAN002069_14350
ko:K01999	senh:CFSAN002069_14355
ko:K01872	senh:CFSAN002069_18130
ko:K03563	senh:CFSAN002069_18135
ko:K01919	senh:CFSAN002069_18175
ko:K07173	senh:CFSAN002069_18180
ko:K03446	senh:CFSAN002069_18190
ko:K03543	senh:CFSAN002069_18195
ko:K15974	senh:CFSAN002069_18200
ko:K02002	senh:CFSAN002069_18210
ko:K02001	senh:CFSAN002069_18215
ko:K02000	senh:CFSAN002069_18220
ko:K00375	senh:CFSAN002069_18250
ko:K15735	senh:CFSAN002069_18300
ko:K11735	senh:CFSAN002069_18305
ko:K15736	senh:CFSAN002069_18320
ko:K15737	senh:CFSAN002069_18325
ko:K07795	senh:CFSAN002069_18340
ko:K07774	senh:CFSAN002069_18345
ko:K07649	senh:CFSAN002069_18350
ko:K07241	senh:CFSAN002069_18355
ko:K09824	senh:CFSAN002069_18370
ko:K07039	senh:CFSAN002069_22140
ko:K03834	senh:CFSAN002069_22145
ko:K02217	senh:CFSAN002069_22155
ko:K02255	senh:CFSAN002069_22170
ko:K01087	senh:CFSAN002069_22180
ko:K00697	senh:CFSAN002069_22185
ko:K14064	senh:CFSAN002069_22190
ko:K02403	senh:CFSAN002069_22195
ko:K02402	senh:CFSAN002069_22200
ko:K02556	senh:CFSAN002069_22205
ko:K02557	senh:CFSAN002069_22210
ko:K03407	senh:CFSAN002069_22215
ko:K03408	senh:CFSAN002069_22220
ko:K03412	senh:CFSAN002069_22240
ko:K03413	senh:CFSAN002069_22245
ko:K03414	senh:CFSAN002069_22250
ko:K02401	senh:CFSAN002069_22255
ko:K02400	senh:CFSAN002069_22260
ko:K03516	senh:CFSAN002069_22265
ko:K15532	senh:CFSAN002069_22270
ko:K05515	senh:CFSAN002069_22275
ko:K01887	senh:CFSAN002069_22280
ko:K09907	senh:CFSAN002069_22285
ko:K15257	senh:CFSAN002069_22295
ko:K15256	senh:CFSAN002069_22300
ko:K07136	senh:CFSAN002069_22305
ko:K01876	senh:CFSAN002069_22320
ko:K08310	senh:CFSAN002069_22325
ko:K01159	senh:CFSAN002069_22335
ko:K03550	senh:CFSAN002069_22350
ko:K03551	senh:CFSAN002069_22355
ko:K09816	senh:CFSAN002069_22360
ko:K09817	senh:CFSAN002069_22365
ko:K02560	senh:CFSAN002069_22380
ko:K00873	senh:CFSAN002069_22385
ko:K05811	senh:CFSAN002069_18770
ko:K00998	senh:CFSAN002069_18775
ko:K03672	senh:CFSAN002069_18790
ko:K03214	senh:CFSAN002069_18795
ko:K03648	senh:CFSAN002069_18800
ko:K11249	senh:CFSAN002069_18810
ko:K05590	senh:CFSAN002069_18820
ko:K00278	senh:CFSAN002069_18830
ko:K03088	senh:CFSAN002069_18835
ko:K03597	senh:CFSAN002069_18840
ko:K03598	senh:CFSAN002069_18845
ko:K03596	senh:CFSAN002069_18855
ko:K03100	senh:CFSAN002069_18860
ko:K03685	senh:CFSAN002069_18865
ko:K03584	senh:CFSAN002069_18875
ko:K03474	senh:CFSAN002069_18880
ko:K03704	senh:CFSAN002069_22655
ko:K03587	senh:CFSAN002069_22660
ko:K00563	senh:CFSAN002069_22665
ko:K01752	senh:CFSAN002069_22705
ko:K01665	senh:CFSAN002069_22715
ko:K09917	senh:CFSAN002069_22720
ko:K07285	senh:CFSAN002069_22740
ko:K03684	senh:CFSAN002069_22750
ko:K03608	senh:CFSAN002069_22755
ko:K03609	senh:CFSAN002069_22760
ko:K03610	senh:CFSAN002069_22765
ko:K09902	senh:CFSAN002069_22770
ko:K09160	senh:CFSAN002069_22780
ko:K03611	senh:CFSAN002069_22800
ko:K03314	senh:CFSAN002069_22805
ko:K03603	senh:CFSAN002069_22810
ko:K00285	senh:CFSAN002069_22820
ko:K01775	senh:CFSAN002069_22825
ko:K08308	senh:CFSAN002069_22840
ko:K01194	senh:CFSAN002069_22855
ko:K00261	senh:CFSAN002069_22860
ko:K00426	senh:CFSAN002069_22870
ko:K00425	senh:CFSAN002069_22875
ko:K03618	senh:CFSAN002069_22880
ko:K03619	senh:CFSAN002069_22885
ko:K01657	senh:CFSAN002069_00335
ko:K07053	senh:CFSAN002069_00340
ko:K06178	senh:CFSAN002069_00350
ko:K03168	senh:CFSAN002069_00375
ko:K13634	senh:CFSAN002069_00380
ko:K01681	senh:CFSAN002069_00395
ko:K01591	senh:CFSAN002069_00420
ko:K03113	senh:CFSAN002069_00425
ko:K04062	senh:CFSAN002069_00430
ko:K14051	senh:CFSAN002069_00445
ko:K01147	senh:CFSAN002069_00450
ko:K00208	senh:CFSAN002069_00460
ko:K03974	senh:CFSAN002069_00500
ko:K03969	senh:CFSAN002069_00505
ko:K03970	senh:CFSAN002069_00510
ko:K03971	senh:CFSAN002069_00520
ko:K06918	senh:CFSAN002069_00530
ko:K08990	senh:CFSAN002069_00535
ko:K03721	senh:CFSAN002069_00540
ko:K11065	senh:CFSAN002069_00545
ko:K14054	senh:CFSAN002069_00555
ko:K15580	senh:CFSAN002069_00560
ko:K09997	senh:CFSAN002069_04405
ko:K09999	senh:CFSAN002069_04410
ko:K09996	senh:CFSAN002069_04420
ko:K03212	senh:CFSAN002069_04440
ko:K11074	senh:CFSAN002069_04450
ko:K11075	senh:CFSAN002069_04455
ko:K11076	senh:CFSAN002069_04460
ko:K11073	senh:CFSAN002069_04465
ko:K07085	senh:CFSAN002069_04500
ko:K08160	senh:CFSAN002069_04520
ko:K11534	senh:CFSAN002069_04530
ko:K00311	senh:CFSAN002069_04555
ko:K03522	senh:CFSAN002069_04570
ko:K03521	senh:CFSAN002069_04575
ko:K14441	senh:CFSAN002069_04590
ko:K13891	senh:CFSAN002069_04595
ko:K13890	senh:CFSAN002069_04600
ko:K13889	senh:CFSAN002069_04605
ko:K13892	senh:CFSAN002069_04610
ko:K13051	senh:CFSAN002069_04615
ko:K03750	senh:CFSAN002069_04620
ko:K04069	senh:CFSAN002069_04630
ko:K01611	senh:CFSAN002069_08355
ko:K02526	senh:CFSAN002069_08375
ko:K09910	senh:CFSAN002069_08380
ko:K01682	senh:CFSAN002069_08425
ko:K00382	senh:CFSAN002069_08450
ko:K00627	senh:CFSAN002069_08455
ko:K00163	senh:CFSAN002069_08460
ko:K11734	senh:CFSAN002069_08470
ko:K03807	senh:CFSAN002069_08485
ko:K03806	senh:CFSAN002069_08490
ko:K00767	senh:CFSAN002069_08495
ko:K02682	senh:CFSAN002069_08500
ko:K02504	senh:CFSAN002069_08505
ko:K02505	senh:CFSAN002069_08510
ko:K00364	senh:CFSAN002069_08515
ko:K00859	senh:CFSAN002069_08520
ko:K09862	senh:CFSAN002069_08530
ko:K03070	senh:CFSAN002069_08545
ko:K13301	senh:CFSAN002069_08550
ko:K02535	senh:CFSAN002069_08555
ko:K03531	senh:CFSAN002069_08560
ko:K03590	senh:CFSAN002069_08565
ko:K03589	senh:CFSAN002069_08570
ko:K01921	senh:CFSAN002069_08575
ko:K01924	senh:CFSAN002069_08580
ko:K02563	senh:CFSAN002069_08585
ko:K03588	senh:CFSAN002069_08590
ko:K05851	senh:CFSAN002069_12345
ko:K01749	senh:CFSAN002069_12350
ko:K02496	senh:CFSAN002069_12360
ko:K02498	senh:CFSAN002069_12365
ko:K02853	senh:CFSAN002069_12400
ko:K12582	senh:CFSAN002069_12405
ko:K16693	senh:CFSAN002069_12410
ko:K02805	senh:CFSAN002069_12415
ko:K16704	senh:CFSAN002069_12420
ko:K02472	senh:CFSAN002069_12435
ko:K05790	senh:CFSAN002069_12445
ko:K03628	senh:CFSAN002069_12455
ko:K03671	senh:CFSAN002069_12460
ko:K03732	senh:CFSAN002069_12465
ko:K01524	senh:CFSAN002069_12470
ko:K03656	senh:CFSAN002069_12475
ko:K00053	senh:CFSAN002069_12490
ko:K02521	senh:CFSAN002069_12495
ko:K01754	senh:CFSAN002069_12510
ko:K01687	senh:CFSAN002069_12515
ko:K00826	senh:CFSAN002069_12520
ko:K11258	senh:CFSAN002069_12525
ko:K01652	senh:CFSAN002069_12530
ko:K07391	senh:CFSAN002069_12535
ko:K09897	senh:CFSAN002069_12540
ko:K04651	senh:CFSAN002069_16425
ko:K04653	senh:CFSAN002069_16430
ko:K02016	senh:CFSAN002069_16435
ko:K02020	senh:CFSAN002069_16440
ko:K01460	senh:CFSAN002069_16450
ko:K01812	senh:CFSAN002069_16460
ko:K01686	senh:CFSAN002069_16470
ko:K08191	senh:CFSAN002069_16475
ko:K11903	senh:CFSAN002069_16490
ko:K06995	senh:CFSAN002069_16515
ko:K06871	senh:CFSAN002069_16535
ko:K07150	senh:CFSAN002069_16575
ko:K01581	senh:CFSAN002069_16585
ko:K08306	senh:CFSAN002069_16595
ko:K03575	senh:CFSAN002069_16605
ko:K03439	senh:CFSAN002069_16610
ko:K09923	senh:CFSAN002069_16615
ko:K00113	senh:CFSAN002069_20415
ko:K00112	senh:CFSAN002069_20420
ko:K00111	senh:CFSAN002069_20425
ko:K02445	senh:CFSAN002069_20430
ko:K01126	senh:CFSAN002069_20435
ko:K11107	senh:CFSAN002069_20450
ko:K02469	senh:CFSAN002069_20485
ko:K07677	senh:CFSAN002069_20490
ko:K07687	senh:CFSAN002069_20495
ko:K07676	senh:CFSAN002069_20500
ko:K09475	senh:CFSAN002069_20505
ko:K03734	senh:CFSAN002069_20510
ko:K03919	senh:CFSAN002069_20520
ko:K06159	senh:CFSAN002069_20525
ko:K08276	senh:CFSAN002069_20530
ko:K02572	senh:CFSAN002069_20535
ko:K02570	senh:CFSAN002069_20540
ko:K02567	senh:CFSAN002069_20545
ko:K02573	senh:CFSAN002069_20550
ko:K02568	senh:CFSAN002069_20560
ko:K02194	senh:CFSAN002069_20575
ko:K02195	senh:CFSAN002069_20580
ko:K02196	senh:CFSAN002069_20585
ko:K02197	senh:CFSAN002069_20590
ko:K02198	senh:CFSAN002069_20595
ko:K02199	senh:CFSAN002069_20600
ko:K07685	senh:CFSAN002069_20610
ko:K03620	senh:CFSAN002069_00005
ko:K06942	senh:CFSAN002069_00025
ko:K01056	senh:CFSAN002069_00030
ko:K03321	senh:CFSAN002069_00040
ko:K00948	senh:CFSAN002069_00045
ko:K00919	senh:CFSAN002069_00050
ko:K02494	senh:CFSAN002069_00055
ko:K02492	senh:CFSAN002069_00065
ko:K02835	senh:CFSAN002069_00070
ko:K02493	senh:CFSAN002069_00075
ko:K00763	senh:CFSAN002069_04025
ko:K03310	senh:CFSAN002069_04030
ko:K01751	senh:CFSAN002069_04035
ko:K01893	senh:CFSAN002069_04050
ko:K03804	senh:CFSAN002069_04080
ko:K03633	senh:CFSAN002069_04085
ko:K06219	senh:CFSAN002069_04090
ko:K00979	senh:CFSAN002069_04105
ko:K09791	senh:CFSAN002069_04110
ko:K09927	senh:CFSAN002069_04115
ko:K00912	senh:CFSAN002069_04120
ko:K05788	senh:CFSAN002069_04135
ko:K03273	senh:CFSAN002069_07905
ko:K02071	senh:CFSAN002069_07910
ko:K02072	senh:CFSAN002069_07915
ko:K02073	senh:CFSAN002069_07920
ko:K06080	senh:CFSAN002069_07925
ko:K01881	senh:CFSAN002069_07935
ko:K06079	senh:CFSAN002069_07940
ko:K15034	senh:CFSAN002069_07945
ko:K04075	senh:CFSAN002069_07965
ko:K01962	senh:CFSAN002069_07985
ko:K02337	senh:CFSAN002069_07990
ko:K03470	senh:CFSAN002069_07995
ko:K00748	senh:CFSAN002069_08000
ko:K00677	senh:CFSAN002069_08005
ko:K02372	senh:CFSAN002069_08010
ko:K02536	senh:CFSAN002069_08015
ko:K06142	senh:CFSAN002069_08020
ko:K07277	senh:CFSAN002069_08025
ko:K11749	senh:CFSAN002069_08030
ko:K00981	senh:CFSAN002069_08035
ko:K00806	senh:CFSAN002069_08040
ko:K00099	senh:CFSAN002069_08045
ko:K02838	senh:CFSAN002069_08050
ko:K09903	senh:CFSAN002069_08055
ko:K02357	senh:CFSAN002069_08060
ko:K02967	senh:CFSAN002069_08065
ko:K01265	senh:CFSAN002069_08070
ko:K00990	senh:CFSAN002069_08075
ko:K02647	senh:CFSAN002069_08095
ko:K01129	senh:CFSAN002069_08105
ko:K03534	senh:CFSAN002069_11860
ko:K02379	senh:CFSAN002069_11890
ko:K00123	senh:CFSAN002069_11900
ko:K02380	senh:CFSAN002069_11915
ko:K07560	senh:CFSAN002069_11950
ko:K07058	senh:CFSAN002069_11955
ko:K08318	senh:CFSAN002069_11975
ko:K01671	senh:CFSAN002069_11980
ko:K07090	senh:CFSAN002069_11995
ko:K15922	senh:CFSAN002069_12000
ko:K06207	senh:CFSAN002069_12025
ko:K01915	senh:CFSAN002069_12030
ko:K07708	senh:CFSAN002069_12035
ko:K07712	senh:CFSAN002069_12040
ko:K09894	senh:CFSAN002069_12050
ko:K03978	senh:CFSAN002069_12060
ko:K03673	senh:CFSAN002069_12075
ko:K09896	senh:CFSAN002069_12085
ko:K03752	senh:CFSAN002069_12090
ko:K03753	senh:CFSAN002069_12095
ko:K02773	senh:CFSAN002069_15875
ko:K16371	senh:CFSAN002069_15880
ko:K00865	senh:CFSAN002069_15905
ko:K07592	senh:CFSAN002069_15910
ko:K01754	senh:CFSAN002069_15915
ko:K03838	senh:CFSAN002069_15920
ko:K01752	senh:CFSAN002069_15935
ko:K06911	senh:CFSAN002069_15955
ko:K15977	senh:CFSAN002069_15975
ko:K07862	senh:CFSAN002069_16010
ko:K07043	senh:CFSAN002069_16030
ko:K11391	senh:CFSAN002069_16035
ko:K07229	senh:CFSAN002069_16065
ko:K03086	senh:CFSAN002069_16080
ko:K02970	senh:CFSAN002069_16090
ko:K08591	senh:CFSAN002069_16105
ko:K01633	senh:CFSAN002069_16110
ko:K06153	senh:CFSAN002069_16115
ko:K07320	senh:CFSAN002069_19920
ko:K01736	senh:CFSAN002069_19925
ko:K07261	senh:CFSAN002069_19930
ko:K07090	senh:CFSAN002069_19935
ko:K09906	senh:CFSAN002069_19940
ko:K15461	senh:CFSAN002069_19950
ko:K03473	senh:CFSAN002069_19995
ko:K06173	senh:CFSAN002069_20005
ko:K03975	senh:CFSAN002069_20010
ko:K01963	senh:CFSAN002069_20015
ko:K11754	senh:CFSAN002069_20020
ko:K03749	senh:CFSAN002069_20025
ko:K03558	senh:CFSAN002069_20035
ko:K00764	senh:CFSAN002069_20040
ko:K06714	senh:CFSAN002069_20045
ko:K01586	senh:CFSAN002069_20050
ko:K03186	senh:CFSAN002069_20070
ko:K10013	senh:CFSAN002069_20075
ko:K10016	senh:CFSAN002069_20085
ko:K10015	senh:CFSAN002069_20090
ko:K10017	senh:CFSAN002069_20095
ko:K07071	senh:CFSAN002069_20100
ko:K07095	senh:CFSAN002069_20115
ko:K00615	senh:CFSAN002069_20150
ko:K00615	senh:CFSAN002069_20155
ko:K02484	senh:CFSAN002069_03545
ko:K12678	senh:CFSAN002069_13250
ko:K01897	senh:CFSAN002069_22745
ko:K18139	senh:CFSAN002069_07095
ko:K00040	senh:CFSAN002069_16465
ko:K00040	senh:CFSAN002069_01455
ko:K03559	senh:CFSAN002069_16355
ko:K08316	senh:CFSAN002069_14330
ko:K08598	senh:CFSAN002069_17945
ko:K17468	senh:CFSAN002069_13195
ko:K17463	senh:CFSAN002069_13200
ko:K17465	senh:CFSAN002069_13180
ko:K17464	senh:CFSAN002069_13175
ko:K17466	senh:CFSAN002069_13185
ko:K16052	senh:CFSAN002069_00640
ko:K14055	senh:CFSAN002069_00650
ko:K16074	senh:CFSAN002069_00675
ko:K05591	senh:CFSAN002069_00680
ko:K14058	senh:CFSAN002069_00685
ko:K03737	senh:CFSAN002069_00710
ko:K03778	senh:CFSAN002069_00725
ko:K09978	senh:CFSAN002069_00740
ko:K01118	senh:CFSAN002069_00750
ko:K03578	senh:CFSAN002069_00755
ko:K12262	senh:CFSAN002069_00765
ko:K02029	senh:CFSAN002069_00785
ko:K02029	senh:CFSAN002069_00795
ko:K05876	senh:CFSAN002069_00835
ko:K00656	senh:CFSAN002069_04635
ko:K11924	senh:CFSAN002069_04665
ko:K11934	senh:CFSAN002069_04680
ko:K11939	senh:CFSAN002069_04685
ko:K04047	senh:CFSAN002069_04690
ko:K10036	senh:CFSAN002069_04700
ko:K10037	senh:CFSAN002069_04705
ko:K11927	senh:CFSAN002069_04745
ko:K01993	senh:CFSAN002069_04755
ko:K06890	senh:CFSAN002069_04810
ko:K03636	senh:CFSAN002069_04820
ko:K03637	senh:CFSAN002069_04825
ko:K03638	senh:CFSAN002069_04830
ko:K03639	senh:CFSAN002069_04835
ko:K03702	senh:CFSAN002069_04850
ko:K01935	senh:CFSAN002069_04855
ko:K02169	senh:CFSAN002069_04860
ko:K01012	senh:CFSAN002069_04870
ko:K00833	senh:CFSAN002069_04875
ko:K01925	senh:CFSAN002069_08595
ko:K01000	senh:CFSAN002069_08600
ko:K01929	senh:CFSAN002069_08605
ko:K01928	senh:CFSAN002069_08610
ko:K03587	senh:CFSAN002069_08615
ko:K03586	senh:CFSAN002069_08620
ko:K03438	senh:CFSAN002069_08625
ko:K03925	senh:CFSAN002069_08630
ko:K03435	senh:CFSAN002069_08640
ko:K01653	senh:CFSAN002069_08645
ko:K01652	senh:CFSAN002069_08650
ko:K05798	senh:CFSAN002069_08655
ko:K01649	senh:CFSAN002069_08660
ko:K00052	senh:CFSAN002069_08665
ko:K01703	senh:CFSAN002069_08670
ko:K01704	senh:CFSAN002069_08675
ko:K11925	senh:CFSAN002069_08690
ko:K02064	senh:CFSAN002069_08695
ko:K02063	senh:CFSAN002069_08700
ko:K02062	senh:CFSAN002069_08705
ko:K01804	senh:CFSAN002069_08725
ko:K02336	senh:CFSAN002069_08745
ko:K03580	senh:CFSAN002069_08750
ko:K05801	senh:CFSAN002069_08760
ko:K04744	senh:CFSAN002069_08765
ko:K03771	senh:CFSAN002069_08770
ko:K00097	senh:CFSAN002069_08775
ko:K02528	senh:CFSAN002069_08780
ko:K06195	senh:CFSAN002069_08785
ko:K11746	senh:CFSAN002069_08805
ko:K08368	senh:CFSAN002069_08830
ko:K02529	senh:CFSAN002069_12590
ko:K10441	senh:CFSAN002069_12610
ko:K06726	senh:CFSAN002069_12615
ko:K03549	senh:CFSAN002069_12620
ko:K03924	senh:CFSAN002069_12625
ko:K01914	senh:CFSAN002069_12635
ko:K06205	senh:CFSAN002069_12645
ko:K03495	senh:CFSAN002069_12650
ko:K03501	senh:CFSAN002069_12655
ko:K02108	senh:CFSAN002069_12665
ko:K02110	senh:CFSAN002069_12670
ko:K02109	senh:CFSAN002069_12675
ko:K02113	senh:CFSAN002069_12680
ko:K02111	senh:CFSAN002069_12685
ko:K02115	senh:CFSAN002069_12690
ko:K02112	senh:CFSAN002069_12695
ko:K02114	senh:CFSAN002069_12700
ko:K06890	senh:CFSAN002069_12710
ko:K04042	senh:CFSAN002069_12720
ko:K00820	senh:CFSAN002069_12725
ko:K00014	senh:CFSAN002069_12735
ko:K02769	senh:CFSAN002069_12740
ko:K02770	senh:CFSAN002069_12740
ko:K02040	senh:CFSAN002069_12745
ko:K02037	senh:CFSAN002069_12750
ko:K02038	senh:CFSAN002069_12755
ko:K02036	senh:CFSAN002069_12760
ko:K02039	senh:CFSAN002069_12765
ko:K06901	senh:CFSAN002069_12775
ko:K08163	senh:CFSAN002069_12795
ko:K03650	senh:CFSAN002069_12800
ko:K03217	senh:CFSAN002069_12805
ko:K03536	senh:CFSAN002069_12810
ko:K02313	senh:CFSAN002069_12815
ko:K02338	senh:CFSAN002069_12820
ko:K03629	senh:CFSAN002069_12825
ko:K02470	senh:CFSAN002069_12830
ko:K09131	senh:CFSAN002069_16645
ko:K02221	senh:CFSAN002069_16650
ko:K06997	senh:CFSAN002069_16655
ko:K02669	senh:CFSAN002069_16660
ko:K07447	senh:CFSAN002069_16670
ko:K07735	senh:CFSAN002069_16675
ko:K01920	senh:CFSAN002069_16680
ko:K09761	senh:CFSAN002069_16685
ko:K01150	senh:CFSAN002069_16690
ko:K02742	senh:CFSAN002069_16695
ko:K08137	senh:CFSAN002069_16700
ko:K00789	senh:CFSAN002069_16705
ko:K07387	senh:CFSAN002069_16770
ko:K00615	senh:CFSAN002069_16775
ko:K16785	senh:CFSAN002069_16790
ko:K03472	senh:CFSAN002069_16805
ko:K00927	senh:CFSAN002069_16810
ko:K01624	senh:CFSAN002069_16815
ko:K06895	senh:CFSAN002069_16825
ko:K09807	senh:CFSAN002069_16830
ko:K05596	senh:CFSAN002069_16835
ko:K01807	senh:CFSAN002069_16840
ko:K09888	senh:CFSAN002069_16855
ko:K09895	senh:CFSAN002069_16860
ko:K03185	senh:CFSAN002069_16870
ko:K07014	senh:CFSAN002069_20695
ko:K09904	senh:CFSAN002069_20700
ko:K06899	senh:CFSAN002069_20705
ko:K02897	senh:CFSAN002069_20715
ko:K07552	senh:CFSAN002069_20730
ko:K13896	senh:CFSAN002069_20740
ko:K13895	senh:CFSAN002069_20745
ko:K13894	senh:CFSAN002069_20750
ko:K13893	senh:CFSAN002069_20755
ko:K13694	senh:CFSAN002069_20765
ko:K02356	senh:CFSAN002069_20780
ko:K03291	senh:CFSAN002069_20790
