ko:K07496	bax:H9401_5147
ko:K01992	bax:H9401_3324
ko:K01992	bax:H9401_5340
ko:K01183	bax:H9401_3668
ko:K01739	bax:H9401_4273
ko:K02031	bax:H9401_4517
ko:K07038	bax:H9401_0494
ko:K16216	bax:H9401_3425
ko:K16509	bax:H9401_1128
ko:K01834	bax:H9401_1970
ko:K01834	bax:H9401_2364
ko:K07729	bax:H9401_0370
ko:K06902	bax:H9401_0372
ko:K01104	bax:H9401_0386
ko:K08978	bax:H9401_0396
ko:K03647	bax:H9401_1283
ko:K07052	bax:H9401_1293
ko:K01297	bax:H9401_1299
ko:K06377	bax:H9401_2195
ko:K07533	bax:H9401_2218
ko:K02004	bax:H9401_3101
ko:K03406	bax:H9401_3135
ko:K00657	bax:H9401_3138
ko:K01387	bax:H9401_3141
ko:K01958	bax:H9401_3964
ko:K01092	bax:H9401_3975
ko:K03499	bax:H9401_3995
ko:K05822	bax:H9401_3998
ko:K07098	bax:H9401_4010
ko:K02004	bax:H9401_4854
ko:K02549	bax:H9401_4877
ko:K08680	bax:H9401_4880
ko:K02552	bax:H9401_4882
ko:K00700	bax:H9401_4892
ko:K00016	bax:H9401_4893
ko:K16509	bax:H9401_3287
ko:K11033	bax:H9401_1784
ko:K07052	bax:H9401_5736
ko:K16511	bax:H9401_1420
ko:K01270	bax:H9401_2373
ko:K11733	bax:H9401_2936
ko:K01977	bax:H9401_rrna16s6
ko:K01977	bax:H9401_rrna16s5
ko:K01977	bax:H9401_rrna16s3
ko:K01977	bax:H9401_rrna16s1
ko:K01977	bax:H9401_rrna16s7
ko:K01977	bax:H9401_rrna16s9
ko:K01977	bax:H9401_rrna16s10
ko:K01977	bax:H9401_rrna16s2
ko:K01977	bax:H9401_rrna16s8
ko:K01977	bax:H9401_rrna16s4
ko:K02480	bax:H9401_2149
ko:K01784	bax:H9401_0480
ko:K03498	bax:H9401_1322
ko:K01496	bax:H9401_1343
ko:K01523	bax:H9401_1344
ko:K02004	bax:H9401_2270
ko:K02033	bax:H9401_2274
ko:K06994	bax:H9401_2287
ko:K03825	bax:H9401_2292
ko:K04655	bax:H9401_3152
ko:K00058	bax:H9401_3158
ko:K11031	bax:H9401_3193
ko:K00841	bax:H9401_4027
ko:K15770	bax:H9401_4031
ko:K01182	bax:H9401_4033
ko:K00626	bax:H9401_4041
ko:K08969	bax:H9401_4054
ko:K08964	bax:H9401_4057
ko:K08483	bax:H9401_4067
ko:K11189	bax:H9401_4068
ko:K02564	bax:H9401_4073
ko:K07570	bax:H9401_4899
ko:K01835	bax:H9401_4919
ko:K07052	bax:H9401_5769
ko:K01069	bax:H9401_2415
ko:K01400	bax:H9401_0571
ko:K13955	bax:H9401_2523
ko:K00619	bax:H9401_0793
ko:K08152	bax:H9401_0802
ko:K07304	bax:H9401_1745
ko:K06889	bax:H9401_1764
ko:K15986	bax:H9401_2695
ko:K06196	bax:H9401_3545
ko:K09976	bax:H9401_3560
ko:K01119	bax:H9401_3568
ko:K07105	bax:H9401_4450
ko:K04518	bax:H9401_4452
ko:K02004	bax:H9401_4453
ko:K02004	bax:H9401_4455
ko:K01990	bax:H9401_5270
ko:K01990	bax:H9401_5271
ko:K02116	bax:H9401_5298
ko:K02035	bax:H9401_0215
ko:K02033	bax:H9401_0216
ko:K03095	bax:H9401_0243
ko:K01409	bax:H9401_0247
ko:K07052	bax:H9401_0250
ko:K00819	bax:H9401_1088
ko:K07533	bax:H9401_1100
ko:K15582	bax:H9401_1121
ko:K02035	bax:H9401_1125
ko:K07816	bax:H9401_1139
ko:K00374	bax:H9401_2021
ko:K03635	bax:H9401_2029
ko:K06201	bax:H9401_2958
ko:K07030	bax:H9401_3805
ko:K00949	bax:H9401_3808
ko:K07025	bax:H9401_3831
ko:K02823	bax:H9401_3835
ko:K02824	bax:H9401_3840
ko:K06286	bax:H9401_4676
ko:K04767	bax:H9401_4693
ko:K03810	bax:H9401_4699
ko:K00639	bax:H9401_0590
ko:K04748	bax:H9401_0594
ko:K03486	bax:H9401_0600
ko:K01226	bax:H9401_0602
ko:K07052	bax:H9401_0607
ko:K02035	bax:H9401_0627
ko:K02033	bax:H9401_0629
ko:K01011	bax:H9401_1506
ko:K03469	bax:H9401_1529
ko:K03469	bax:H9401_1532
ko:K01243	bax:H9401_2440
ko:K07052	bax:H9401_3318
ko:K07273	bax:H9401_3331
ko:K00929	bax:H9401_4182
ko:K07025	bax:H9401_4220
ko:K03455	bax:H9401_5043
ko:K03317	bax:H9401_5055
ko:K07117	bax:H9401_5070
ko:K03406	bax:H9401_5071
ko:K00657	bax:H9401_5077
ko:K04759	bax:H9401_0682
ko:K00088	bax:H9401_0008
ko:K07258	bax:H9401_0009
ko:K09685	bax:H9401_0041
ko:K02499	bax:H9401_0051
ko:K02035	bax:H9401_0866
ko:K02033	bax:H9401_0867
ko:K01619	bax:H9401_1789
ko:K01489	bax:H9401_1792
ko:K01262	bax:H9401_1798
ko:K00016	bax:H9401_1821
ko:K00274	bax:H9401_1822
ko:K00666	bax:H9401_1826
ko:K01489	bax:H9401_2722
ko:K01281	bax:H9401_2728
ko:K06889	bax:H9401_2734
ko:K01243	bax:H9401_2735
ko:K07584	bax:H9401_4463
ko:K06402	bax:H9401_4466
ko:K01719	bax:H9401_4482
ko:K04076	bax:H9401_4491
ko:K02428	bax:H9401_4499
ko:K02446	bax:H9401_5319
ko:K03048	bax:H9401_5325
ko:K00626	bax:H9401_5330
ko:K01480	bax:H9401_5358
ko:K00121	bax:H9401_2986
ko:K01424	bax:H9401_2990
ko:K03294	bax:H9401_2994
ko:K00027	bax:H9401_2999
ko:K08724	bax:H9401_3866
ko:K01439	bax:H9401_4730
ko:K06183	bax:H9401_4732
ko:K03635	bax:H9401_4747
ko:K03455	bax:H9401_4771
ko:K02004	bax:H9401_4774
ko:K00752	bax:H9401_5599
ko:K01784	bax:H9401_0261
ko:K07094	bax:H9401_0280
ko:K00294	bax:H9401_0285
ko:K02433	bax:H9401_0297
ko:K00135	bax:H9401_0303
ko:K07729	bax:H9401_1194
ko:K01259	bax:H9401_2102
ko:K15583	bax:H9401_1122
ko:K00852	bax:H9401_0637
ko:K10440	bax:H9401_0640
ko:K10439	bax:H9401_0641
ko:K00616	bax:H9401_0642
ko:K09607	bax:H9401_0643
ko:K03406	bax:H9401_0655
ko:K07729	bax:H9401_0666
ko:K03499	bax:H9401_0670
ko:K03307	bax:H9401_0678
ko:K00575	bax:H9401_1571
ko:K01176	bax:H9401_3377
ko:K01387	bax:H9401_3407
ko:K07104	bax:H9401_3410
ko:K07034	bax:H9401_3420
ko:K02249	bax:H9401_4254
ko:K02248	bax:H9401_4255
ko:K02246	bax:H9401_4257
ko:K02245	bax:H9401_4258
ko:K02244	bax:H9401_4259
ko:K02243	bax:H9401_4260
ko:K00548	bax:H9401_4271
ko:K01760	bax:H9401_4274
ko:K00845	bax:H9401_4280
ko:K01934	bax:H9401_4282
ko:K09762	bax:H9401_5132
ko:K08974	bax:H9401_5136
ko:K06023	bax:H9401_5142
ko:K01834	bax:H9401_4967
ko:K01387	bax:H9401_0526
ko:K07192	bax:H9401_0528
ko:K03406	bax:H9401_0529
ko:K02443	bax:H9401_0536
ko:K02619	bax:H9401_0066
ko:K03708	bax:H9401_0072
ko:K07067	bax:H9401_0077
ko:K09698	bax:H9401_0081
ko:K00564	bax:H9401_0094
ko:K03090	bax:H9401_0938
ko:K00575	bax:H9401_0941
ko:K03698	bax:H9401_0958
ko:K01607	bax:H9401_1837
ko:K16013	bax:H9401_1842
ko:K16012	bax:H9401_1843
ko:K00059	bax:H9401_1856
ko:K00666	bax:H9401_1880
ko:K09680	bax:H9401_2768
ko:K06994	bax:H9401_2814
ko:K03713	bax:H9401_3647
ko:K00882	bax:H9401_3660
ko:K03436	bax:H9401_3661
ko:K07098	bax:H9401_3670
ko:K07213	bax:H9401_3675
ko:K07017	bax:H9401_3678
ko:K01258	bax:H9401_3688
ko:K02035	bax:H9401_4514
ko:K02033	bax:H9401_4516
ko:K00241	bax:H9401_4538
ko:K00625	bax:H9401_5378
ko:K01560	bax:H9401_5400
ko:K03317	bax:H9401_0308
ko:K03386	bax:H9401_0321
ko:K06325	bax:H9401_0331
ko:K06325	bax:H9401_0332
ko:K03406	bax:H9401_0347
ko:K03406	bax:H9401_0348
ko:K03406	bax:H9401_0358
ko:K02049	bax:H9401_0362
ko:K13280	bax:H9401_1205
ko:K09607	bax:H9401_1210
ko:K11072	bax:H9401_1212
ko:K11071	bax:H9401_1213
ko:K11069	bax:H9401_1215
ko:K02236	bax:H9401_1233
ko:K02010	bax:H9401_1251
ko:K02010	bax:H9401_1252
ko:K13953	bax:H9401_2153
ko:K00851	bax:H9401_2160
ko:K00851	bax:H9401_2161
ko:K05845	bax:H9401_2168
ko:K05846	bax:H9401_2168
ko:K03325	bax:H9401_3050
ko:K01759	bax:H9401_3061
ko:K14338	bax:H9401_3072
ko:K07177	bax:H9401_3942
ko:K01455	bax:H9401_3956
ko:K02862	bax:H9401_3957
ko:K02274	bax:H9401_3960
ko:K16511	bax:H9401_1130
ko:K01048	bax:H9401_4787
ko:K02116	bax:H9401_4797
ko:K02051	bax:H9401_4809
ko:K02049	bax:H9401_4810
ko:K02050	bax:H9401_4811
ko:K07025	bax:H9401_4814
ko:K09815	bax:H9401_5664
ko:K00366	bax:H9401_1357
ko:K15599	bax:H9401_0696
ko:K03153	bax:H9401_0699
ko:K02010	bax:H9401_1640
ko:K00657	bax:H9401_2548
ko:K07214	bax:H9401_2566
ko:K07025	bax:H9401_2591
ko:K06976	bax:H9401_3426
ko:K00059	bax:H9401_3433
ko:K03593	bax:H9401_3441
ko:K03635	bax:H9401_3443
ko:K02076	bax:H9401_4296
ko:K13300	bax:H9401_4308
ko:K01489	bax:H9401_4317
ko:K02238	bax:H9401_4341
ko:K07729	bax:H9401_5154
ko:K06147	bax:H9401_5161
ko:K02242	bax:H9401_5174
ko:K02240	bax:H9401_5175
ko:K03478	bax:H9401_5188
ko:K01222	bax:H9401_5189
ko:K00939	bax:H9401_0124
ko:K03593	bax:H9401_0140
ko:K00851	bax:H9401_0154
ko:K00851	bax:H9401_0155
ko:K03299	bax:H9401_0156
ko:K02443	bax:H9401_0970
ko:K07533	bax:H9401_0985
ko:K09167	bax:H9401_0997
ko:K08981	bax:H9401_0999
ko:K09167	bax:H9401_1007
ko:K08981	bax:H9401_1008
ko:K07004	bax:H9401_1015
ko:K01916	bax:H9401_1896
ko:K03406	bax:H9401_1908
ko:K00274	bax:H9401_1917
ko:K00657	bax:H9401_1921
ko:K09815	bax:H9401_1930
ko:K00567	bax:H9401_1934
ko:K04517	bax:H9401_2818
ko:K01077	bax:H9401_2863
ko:K07706	bax:H9401_2869
ko:K01771	bax:H9401_3705
ko:K00059	bax:H9401_3736
ko:K02056	bax:H9401_3742
ko:K03471	bax:H9401_4578
ko:K07052	bax:H9401_4587
ko:K07052	bax:H9401_4588
ko:K11144	bax:H9401_4601
ko:K03346	bax:H9401_4602
ko:K10563	bax:H9401_4609
ko:K07658	bax:H9401_4612
ko:K01784	bax:H9401_5443
ko:K07652	bax:H9401_5457
ko:K07668	bax:H9401_5458
ko:K07586	bax:H9401_0500
ko:K11085	bax:H9401_0501
ko:K09825	bax:H9401_0510
ko:K03574	bax:H9401_0514
ko:K11617	bax:H9401_1370
ko:K11618	bax:H9401_1371
ko:K03784	bax:H9401_1392
ko:K05337	bax:H9401_1412
ko:K07052	bax:H9401_1415
ko:K01424	bax:H9401_1426
ko:K07052	bax:H9401_2303
ko:K09702	bax:H9401_2320
ko:K02004	bax:H9401_2357
ko:K06889	bax:H9401_3210
ko:K03976	bax:H9401_3213
ko:K00059	bax:H9401_3222
ko:K01560	bax:H9401_3229
ko:K01104	bax:H9401_3231
ko:K01759	bax:H9401_3236
ko:K02116	bax:H9401_3254
ko:K09763	bax:H9401_4078
ko:K03768	bax:H9401_4081
ko:K07258	bax:H9401_4096
ko:K03783	bax:H9401_4107
ko:K04763	bax:H9401_4110
ko:K03711	bax:H9401_4112
ko:K01515	bax:H9401_4116
ko:K01081	bax:H9401_4122
ko:K06889	bax:H9401_4128
ko:K07052	bax:H9401_4948
ko:K02446	bax:H9401_4960
ko:K04488	bax:H9401_4978
ko:K05816	bax:H9401_0537
ko:K05814	bax:H9401_0538
ko:K05815	bax:H9401_0539
ko:K03406	bax:H9401_0546
ko:K00027	bax:H9401_0550
ko:K03294	bax:H9401_0565
ko:K08234	bax:H9401_0578
ko:K01823	bax:H9401_1429
ko:K00805	bax:H9401_1442
ko:K00805	bax:H9401_1444
ko:K03886	bax:H9401_1452
ko:K00974	bax:H9401_1466
ko:K02086	bax:H9401_1476
ko:K03700	bax:H9401_1480
ko:K00010	bax:H9401_2386
ko:K01119	bax:H9401_2396
ko:K01119	bax:H9401_2397
ko:K07729	bax:H9401_2400
ko:K07404	bax:H9401_3260
ko:K00851	bax:H9401_3261
ko:K00616	bax:H9401_3263
ko:K00033	bax:H9401_3264
ko:K00059	bax:H9401_3272
ko:K00652	bax:H9401_4139
ko:K01119	bax:H9401_4145
ko:K00784	bax:H9401_4163
ko:K07035	bax:H9401_4998
ko:K00016	bax:H9401_4999
ko:K07052	bax:H9401_5002
ko:K03406	bax:H9401_5014
ko:K03294	bax:H9401_5018
ko:K07729	bax:H9401_5027
ko:K03406	bax:H9401_5037
ko:K09963	bax:H9401_0752
ko:K03491	bax:H9401_0753
ko:K02004	bax:H9401_0760
ko:K02005	bax:H9401_0762
ko:K02033	bax:H9401_0764
ko:K03294	bax:H9401_0781
ko:K09963	bax:H9401_0787
ko:K03574	bax:H9401_1715
ko:K06313	bax:H9401_2618
ko:K02342	bax:H9401_3491
ko:K06147	bax:H9401_3494
ko:K01679	bax:H9401_1670
ko:K06196	bax:H9401_1680
ko:K00027	bax:H9401_1701
ko:K00626	bax:H9401_3505
ko:K01489	bax:H9401_3513
ko:K03307	bax:H9401_3522
ko:K01479	bax:H9401_3526
ko:K06948	bax:H9401_4352
ko:K15976	bax:H9401_4360
ko:K01077	bax:H9401_4363
ko:K01724	bax:H9401_4375
ko:K07104	bax:H9401_4376
ko:K01243	bax:H9401_4391
ko:K03317	bax:H9401_5219
ko:K05020	bax:H9401_5223
ko:K02004	bax:H9401_5238
ko:K02005	bax:H9401_5240
ko:K01784	bax:H9401_5247
ko:K09693	bax:H9401_5252
ko:K16785	bax:H9401_2517
ko:K00666	bax:H9401_3508
ko:K00033	bax:H9401_0157
ko:K00059	bax:H9401_0165
ko:K02035	bax:H9401_0188
ko:K07098	bax:H9401_1048
ko:K07052	bax:H9401_1056
ko:K03406	bax:H9401_1061
ko:K01759	bax:H9401_2004
ko:K01759	bax:H9401_2873
ko:K02004	bax:H9401_2913
ko:K02004	bax:H9401_2914
ko:K03177	bax:H9401_3759
ko:K09764	bax:H9401_3761
ko:K09787	bax:H9401_3795
ko:K00059	bax:H9401_3800
ko:K00027	bax:H9401_4626
ko:K07729	bax:H9401_4647
ko:K00059	bax:H9401_4650
ko:K04750	bax:H9401_4671
ko:K06346	bax:H9401_5477
ko:K01834	bax:H9401_1650
ko:K16323	bax:H9401_2853
ko:K16137	bax:H9401_0959
ko:K16169	bax:H9401_1499
ko:K11735	bax:H9401_3667
ko:K08174	bax:H9401_3121
ko:K08777	bax:H9401_5039
ko:K03758	bax:H9401_0599
ko:K06329	bax:H9401_2976
ko:K11626	bax:H9401_3011
ko:K06335	bax:H9401_3499
ko:K13532	bax:H9401_1267
ko:K13993	bax:H9401_2147
ko:K16263	bax:H9401_3155
ko:K16263	bax:H9401_3066
ko:K10823	bax:H9401_1123
ko:K08645	bax:H9401_5641
ko:K11029	bax:H9401_5614
ko:K11030	bax:H9401_5636
ko:K05340	bax:H9401_0192
ko:K16264	bax:H9401_1661
ko:K05340	bax:H9401_4744
ko:K03321	bax:H9401_0624
ko:K16654	bax:H9401_1185
ko:K00034	bax:H9401_4743
ko:K16924	bax:H9401_2515
ko:K16786	bax:H9401_0132
ko:K00090	bax:H9401_4902
ko:K16787	bax:H9401_0133
ko:K16785	bax:H9401_0134
ko:K05813	bax:H9401_0540
ko:K11637	bax:H9401_0878
ko:K10810	bax:H9401_0698
ko:K16789	bax:H9401_4837
ko:K15583	bax:H9401_0180
ko:K01985	bax:H9401_rrna5s8
ko:K01985	bax:H9401_rrna5s4
ko:K01985	bax:H9401_rrna5s9
ko:K01985	bax:H9401_rrna5s10
ko:K01985	bax:H9401_rrna5s3
ko:K01985	bax:H9401_rrna5s2
ko:K01985	bax:H9401_rrna5s6
ko:K01985	bax:H9401_rrna5s1
ko:K01985	bax:H9401_rrna5s7
ko:K01985	bax:H9401_rrna5s5
ko:K07979	bax:H9401_4097
ko:K04757	bax:H9401_0937
ko:K08168	bax:H9401_0981
ko:K07250	bax:H9401_0301
ko:K06336	bax:H9401_1206
ko:K06595	bax:H9401_5417
ko:K02277	bax:H9401_3958
ko:K07705	bax:H9401_5434
ko:K02032	bax:H9401_0219
ko:K02034	bax:H9401_4515
ko:K02033	bax:H9401_0178
ko:K13052	bax:H9401_0055
ko:K15580	bax:H9401_1729
ko:K13281	bax:H9401_5333
ko:K06378	bax:H9401_4095
ko:K06415	bax:H9401_0733
ko:K00634	bax:H9401_4184
ko:K03429	bax:H9401_0484
ko:K02303	bax:H9401_1359
ko:K15600	bax:H9401_0695
ko:K20107	bax:H9401_0350
ko:K20108	bax:H9401_0350
ko:K10947	bax:H9401_3575
ko:K00128	bax:H9401_1211
ko:K00128	bax:H9401_2700
ko:K00128	bax:H9401_3432
ko:K16044	bax:H9401_3476
ko:K00131	bax:H9401_0811
ko:K02030	bax:H9401_0345
ko:K01980	bax:H9401_rrna23s10
ko:K01980	bax:H9401_rrna23s7
ko:K01980	bax:H9401_rrna23s4
ko:K01980	bax:H9401_rrna23s5
ko:K01980	bax:H9401_rrna23s6
ko:K01980	bax:H9401_rrna23s3
ko:K01980	bax:H9401_rrna23s2
ko:K01980	bax:H9401_rrna23s9
ko:K01980	bax:H9401_rrna23s1
ko:K01980	bax:H9401_rrna23s8
ko:K02030	bax:H9401_4173
ko:K12263	bax:H9401_5166
ko:K06351	bax:H9401_2955
ko:K11636	bax:H9401_1897
ko:K11636	bax:H9401_4861
ko:K11636	bax:H9401_4860
ko:K11636	bax:H9401_2480
ko:K00355	bax:H9401_4956
ko:K00355	bax:H9401_3196
ko:K16786	bax:H9401_2516
ko:K16787	bax:H9401_2516
ko:K16881	bax:H9401_4284
ko:K11635	bax:H9401_4862
ko:K11635	bax:H9401_2479
ko:K11991	bax:H9401_0017
ko:K10819	bax:H9401_4697
ko:K00951	bax:H9401_4423
ko:K02803	bax:H9401_0473
ko:K02804	bax:H9401_0473
ko:K18652	bax:H9401_3122
ko:K16898	bax:H9401_1077
ko:K16899	bax:H9401_1076
ko:K16869	bax:H9401_5377
ko:K01426	bax:H9401_1966
ko:K01426	bax:H9401_2471
ko:K01426	bax:H9401_1819
ko:K07260	bax:H9401_2402
ko:K16786	bax:H9401_3202
ko:K16787	bax:H9401_3202
ko:K16785	bax:H9401_3203
ko:K15555	bax:H9401_2785
ko:K16927	bax:H9401_3201
ko:K02809	bax:H9401_0720
ko:K02810	bax:H9401_0720
ko:K07260	bax:H9401_4874
ko:K13075	bax:H9401_3344
ko:K06421	bax:H9401_1239
ko:K13730	bax:H9401_1261
ko:K01921	bax:H9401_0232
ko:K11636	bax:H9401_4864
ko:K02003	bax:H9401_0761
ko:K16937	bax:H9401_0160
ko:K16937	bax:H9401_4367
ko:K03574	bax:H9401_2920
ko:K01897	bax:H9401_1031
ko:K11070	bax:H9401_1214
ko:K17103	bax:H9401_0909
ko:K01992	bax:H9401_3185
ko:K01992	bax:H9401_1292
ko:K01990	bax:H9401_2114
ko:K01990	bax:H9401_3224
ko:K01990	bax:H9401_3186
ko:K01992	bax:H9401_2115
ko:K01990	bax:H9401_2418
ko:K01990	bax:H9401_0505
ko:K01990	bax:H9401_0991
ko:K01992	bax:H9401_3472
ko:K01992	bax:H9401_3223
ko:K01992	bax:H9401_0807
ko:K01992	bax:H9401_0506
ko:K01664	bax:H9401_0065
ko:K01992	bax:H9401_2771
ko:K01992	bax:H9401_0507
ko:K01992	bax:H9401_4233
ko:K01992	bax:H9401_4234
ko:K01992	bax:H9401_4235
ko:K01992	bax:H9401_4236
ko:K01992	bax:H9401_4528
ko:K01990	bax:H9401_2772
ko:K01990	bax:H9401_4237
ko:K01990	bax:H9401_4529
ko:K01990	bax:H9401_1289
ko:K01990	bax:H9401_2023
ko:K17217	bax:H9401_4389
ko:K17216	bax:H9401_4390
ko:K02032	bax:H9401_0630
ko:K01897	bax:H9401_4546
ko:K17103	bax:H9401_1348
ko:K17218	bax:H9401_2414
ko:K00265	bax:H9401_0503
ko:K06298	bax:H9401_4501
ko:K02028	bax:H9401_0346
ko:K08986	bax:H9401_1947
ko:K04091	bax:H9401_2782
ko:K01537	bax:H9401_3823
ko:K17462	bax:H9401_4392
ko:K02029	bax:H9401_4172
ko:K02028	bax:H9401_4171
ko:K01537	bax:H9401_0384
ko:K01992	bax:H9401_0992
ko:K01992	bax:H9401_2419
ko:K01992	bax:H9401_5390
ko:K10947	bax:H9401_4048
ko:K03574	bax:H9401_0592
ko:K03574	bax:H9401_2557
ko:K03574	bax:H9401_2943
ko:K03574	bax:H9401_5135
ko:K01990	bax:H9401_3325
ko:K01990	bax:H9401_3474
ko:K01990	bax:H9401_4098
ko:K01990	bax:H9401_5341
ko:K01990	bax:H9401_1694
ko:K01990	bax:H9401_4557
ko:K10112	bax:H9401_4034
ko:K05592	bax:H9401_2351
ko:K17472	bax:H9401_4415
ko:K17686	bax:H9401_3674
ko:K07979	bax:H9401_4238
ko:K07979	bax:H9401_2022
ko:K07979	bax:H9401_2910
ko:K17836	bax:H9401_2382
ko:K06518	bax:H9401_3548
ko:K06518	bax:H9401_3700
ko:K01791	bax:H9401_5181
ko:K01791	bax:H9401_5251
ko:K07284	bax:H9401_4840
ko:K11928	bax:H9401_1172
ko:K01658	bax:H9401_1174
ko:K17828	bax:H9401_3834
ko:K00537	bax:H9401_4991
ko:K17837	bax:H9401_3330
ko:K01843	bax:H9401_2187
ko:K12574	bax:H9401_3994
ko:K12574	bax:H9401_1545
ko:K12574	bax:H9401_3748
ko:K18115	bax:H9401_3435
ko:K00661	bax:H9401_3239
ko:K07284	bax:H9401_0659
ko:K01187	bax:H9401_0349
ko:K02171	bax:H9401_1018
ko:K02479	bax:H9401_2150
ko:K00104	bax:H9401_1224
ko:K18104	bax:H9401_1852
ko:K01759	bax:H9401_5200
ko:K08168	bax:H9401_4503
ko:K07149	bax:H9401_3106
ko:K02809	bax:H9401_0786
ko:K02810	bax:H9401_0786
ko:K21379	bax:H9401_3403
ko:K18220	bax:H9401_2902
ko:K00102	bax:H9401_3399
ko:K08221	bax:H9401_5360
ko:K01286	bax:H9401_5010
ko:K00004	bax:H9401_0646
ko:K05303	bax:H9401_1148
ko:K01046	bax:H9401_2484
ko:K01046	bax:H9401_4887
ko:K07222	bax:H9401_3338
ko:K17910	bax:H9401_1311
ko:K01286	bax:H9401_5380
ko:K01286	bax:H9401_2535
ko:K01286	bax:H9401_2893
ko:K02172	bax:H9401_1019
ko:K00663	bax:H9401_2826
ko:K03206	bax:H9401_2164
ko:K05396	bax:H9401_3084
ko:K05281	bax:H9401_2911
ko:K07145	bax:H9401_4564
ko:K07145	bax:H9401_2849
ko:K21472	bax:H9401_4970
ko:K03719	bax:H9401_1295
ko:K00632	bax:H9401_5007
ko:K01286	bax:H9401_1204
ko:K01286	bax:H9401_1964
ko:K01286	bax:H9401_1648
ko:K01286	bax:H9401_1847
ko:K01286	bax:H9401_2435
ko:K06880	bax:H9401_2158
ko:K18118	bax:H9401_1760
ko:K21993	bax:H9401_3671
ko:K18231	bax:H9401_5159
ko:K18234	bax:H9401_2504
ko:K06418	bax:H9401_2985
ko:K19449	bax:H9401_1209
ko:K03100	bax:H9401_0393
ko:K02003	bax:H9401_2269
ko:K15580	bax:H9401_5770
ko:K03407	bax:H9401_1566
ko:K07697	bax:H9401_2520
ko:K02416	bax:H9401_1616
ko:K02379	bax:H9401_3448
ko:K02379	bax:H9401_3449
ko:K02033	bax:H9401_0765
ko:K02913	bax:H9401_4359
ko:K07090	bax:H9401_3552
ko:K01119	bax:H9401_3569
ko:K02497	bax:H9401_4484
ko:K02909	bax:H9401_5317
ko:K18104	bax:H9401_1851
ko:K08221	bax:H9401_1886
ko:K08221	bax:H9401_1887
ko:K06994	bax:H9401_2812
ko:K17686	bax:H9401_3673
ko:K02015	bax:H9401_5373
ko:K00003	bax:H9401_5396
ko:K00865	bax:H9401_0145
ko:K08981	bax:H9401_0998
ko:K11636	bax:H9401_1898
ko:K02057	bax:H9401_3741
ko:K02071	bax:H9401_0168
ko:K02020	bax:H9401_0194
ko:K07729	bax:H9401_5537
ko:K07717	bax:H9401_3009
ko:K15973	bax:H9401_3025
ko:K01439	bax:H9401_4729
ko:K03639	bax:H9401_4752
ko:K00759	bax:H9401_5616
ko:K06180	bax:H9401_1220
ko:K07729	bax:H9401_3090
ko:K03611	bax:H9401_5675
ko:K21113	bax:H9401_2507
ko:K22579	bax:H9401_2972
ko:K02475	bax:H9401_0531
ko:K03742	bax:H9401_3731
ko:K01200	bax:H9401_4727
ko:K01200	bax:H9401_2600
ko:K00681	bax:H9401_5748
ko:K02031	bax:H9401_0218
ko:K15580	bax:H9401_1936
ko:K02351	bax:H9401_2974
ko:K15640	bax:H9401_3951
ko:K06384	bax:H9401_4113
ko:K06380	bax:H9401_4475
ko:K04749	bax:H9401_0936
ko:K00001	bax:H9401_2464
ko:K12555	bax:H9401_1385
ko:K18653	bax:H9401_3125
ko:K18653	bax:H9401_3126
ko:K12555	bax:H9401_1010
ko:K18640	bax:H9401_2611
ko:K06896	bax:H9401_0351
ko:K18654	bax:H9401_3124
ko:K18672	bax:H9401_0148
ko:K18707	bax:H9401_4326
ko:K18692	bax:H9401_4302
ko:K18928	bax:H9401_1230
ko:K18929	bax:H9401_1231
ko:K18924	bax:H9401_4229
ko:K18925	bax:H9401_4230
ko:K03790	bax:H9401_2872
ko:K18928	bax:H9401_3115
ko:K18907	bax:H9401_2543
ko:K03790	bax:H9401_2935
ko:K03790	bax:H9401_2716
ko:K03790	bax:H9401_2300
ko:K07171	bax:H9401_0241
ko:K01777	bax:H9401_0857
ko:K06147	bax:H9401_2322
ko:K03789	bax:H9401_1494
ko:K18967	bax:H9401_5407
ko:K03790	bax:H9401_1772
ko:K03790	bax:H9401_2573
ko:K01247	bax:H9401_0405
ko:K18652	bax:H9401_3123
ko:K03502	bax:H9401_3132
ko:K04565	bax:H9401_4906
ko:K03502	bax:H9401_5774
ko:K03169	bax:H9401_5784
ko:K03169	bax:H9401_1802
ko:K05593	bax:H9401_1858
ko:K00662	bax:H9401_2793
ko:K03111	bax:H9401_5465
ko:K03497	bax:H9401_5471
ko:K03496	bax:H9401_5472
ko:K03497	bax:H9401_5473
ko:K03111	bax:H9401_2055
ko:K03169	bax:H9401_0354
ko:K03205	bax:H9401_5696
ko:K03761	bax:H9401_0877
ko:K07496	bax:H9401_3563
ko:K02315	bax:H9401_0418
ko:K02315	bax:H9401_3927
ko:K19055	bax:H9401_4968
ko:K03466	bax:H9401_3877
ko:K19005	bax:H9401_2809
ko:K02476	bax:H9401_0530
ko:K07149	bax:H9401_5394
ko:K09145	bax:H9401_1365
ko:K01872	bax:H9401_3502
ko:K07029	bax:H9401_0299
ko:K03526	bax:H9401_4295
ko:K18979	bax:H9401_0517
ko:K03466	bax:H9401_2206
ko:K03741	bax:H9401_3049
ko:K01174	bax:H9401_5678
ko:K07816	bax:H9401_4361
ko:K14742	bax:H9401_0245
