ko:K07046	bpsu:BBN_4245
ko:K03624	bpsu:BBN_2216
ko:K01955	bpsu:BBN_2217
ko:K11250	bpsu:BBN_2218
ko:K01956	bpsu:BBN_2219
ko:K08307	bpsu:BBN_2223
ko:K01069	bpsu:BBN_2224
ko:K03469	bpsu:BBN_2226
ko:K02342	bpsu:BBN_2227
ko:K09771	bpsu:BBN_2228
ko:K03762	bpsu:BBN_2229
ko:K00645	bpsu:BBN_2234
ko:K13930	bpsu:BBN_2235
ko:K13934	bpsu:BBN_2236
ko:K13933	bpsu:BBN_2237
ko:K13932	bpsu:BBN_2238
ko:K13931	bpsu:BBN_2239
ko:K13929	bpsu:BBN_2240
ko:K01596	bpsu:BBN_2246
ko:K03694	bpsu:BBN_2670
ko:K06891	bpsu:BBN_2671
ko:K03704	bpsu:BBN_2672
ko:K00031	bpsu:BBN_2674
ko:K06181	bpsu:BBN_2675
ko:K09005	bpsu:BBN_2676
ko:K02355	bpsu:BBN_2677
ko:K03710	bpsu:BBN_2680
ko:K01647	bpsu:BBN_2682
ko:K00077	bpsu:BBN_2686
ko:K07240	bpsu:BBN_2689
ko:K04564	bpsu:BBN_2691
ko:K03601	bpsu:BBN_2692
ko:K00912	bpsu:BBN_2693
ko:K09791	bpsu:BBN_2694
ko:K00979	bpsu:BBN_2695
ko:K00939	bpsu:BBN_2696
ko:K03980	bpsu:BBN_2699
ko:K02968	bpsu:BBN_2700
ko:K00075	bpsu:BBN_2703
ko:K09767	bpsu:BBN_2704
ko:K08591	bpsu:BBN_2705
ko:K04763	bpsu:BBN_2708
ko:K00567	bpsu:BBN_2709
ko:K06925	bpsu:BBN_2711
ko:K01448	bpsu:BBN_2712
ko:K15268	bpsu:BBN_2713
ko:K06911	bpsu:BBN_2714
ko:K05838	bpsu:BBN_2715
ko:K00275	bpsu:BBN_2717
ko:K00574	bpsu:BBN_2718
ko:K01714	bpsu:BBN_3199
ko:K01114	bpsu:BBN_3207
ko:K07002	bpsu:BBN_3209
ko:K06991	bpsu:BBN_3210
ko:K12972	bpsu:BBN_3211
ko:K01640	bpsu:BBN_3212
ko:K06938	bpsu:BBN_3214
ko:K03719	bpsu:BBN_3217
ko:K01561	bpsu:BBN_3218
ko:K00459	bpsu:BBN_3219
ko:K14347	bpsu:BBN_3223
ko:K00847	bpsu:BBN_3228
ko:K01633	bpsu:BBN_3233
ko:K14058	bpsu:BBN_3234
ko:K04042	bpsu:BBN_3235
ko:K00820	bpsu:BBN_3236
ko:K07787	bpsu:BBN_3239
ko:K07798	bpsu:BBN_3240
ko:K06872	bpsu:BBN_3244
ko:K03744	bpsu:BBN_3245
ko:K01533	bpsu:BBN_3246
ko:K07213	bpsu:BBN_3247
ko:K09803	bpsu:BBN_3798
ko:K01652	bpsu:BBN_3812
ko:K00978	bpsu:BBN_3818
ko:K01709	bpsu:BBN_3819
ko:K12452	bpsu:BBN_3820
ko:K06911	bpsu:BBN_3832
ko:K03410	bpsu:BBN_4272
ko:K05367	bpsu:BBN_4273
ko:K06894	bpsu:BBN_4274
ko:K01869	bpsu:BBN_4278
ko:K03119	bpsu:BBN_4283
ko:K04127	bpsu:BBN_4284
ko:K01387	bpsu:BBN_4286
ko:K07044	bpsu:BBN_4309
ko:K00852	bpsu:BBN_4313
ko:K02407	bpsu:BBN_4320
ko:K07396	bpsu:BBN_4322
ko:K03762	bpsu:BBN_4381
ko:K07044	bpsu:BBN_4383
ko:K15553	bpsu:BBN_4387
ko:K03823	bpsu:BBN_4389
ko:K03406	bpsu:BBN_4392
ko:K10716	bpsu:BBN_4396
ko:K01607	bpsu:BBN_4398
ko:K06194	bpsu:BBN_4405
ko:K17836	bpsu:BBN_4406
ko:K03566	bpsu:BBN_4407
ko:K02034	bpsu:BBN_4412
ko:K02033	bpsu:BBN_4413
ko:K02035	bpsu:BBN_4414
ko:K08641	bpsu:BBN_4415
ko:K12685	bpsu:BBN_4423
ko:K07394	bpsu:BBN_4424
ko:K02035	bpsu:BBN_4425
ko:K01569	bpsu:BBN_4426
ko:K03322	bpsu:BBN_4427
ko:K01531	bpsu:BBN_4434
ko:K14645	bpsu:BBN_4436
ko:K15977	bpsu:BBN_4441
ko:K10016	bpsu:BBN_4444
ko:K10015	bpsu:BBN_4445
ko:K10017	bpsu:BBN_4446
ko:K00790	bpsu:BBN_4447
ko:K03781	bpsu:BBN_4455
ko:K00646	bpsu:BBN_4460
ko:K15337	bpsu:BBN_4461
ko:K15313	bpsu:BBN_4462
ko:K15312	bpsu:BBN_4463
ko:K15311	bpsu:BBN_4464
ko:K14257	bpsu:BBN_4474
ko:K07168	bpsu:BBN_4478
ko:K07300	bpsu:BBN_4480
ko:K05595	bpsu:BBN_4482
ko:K07052	bpsu:BBN_4483
ko:K16165	bpsu:BBN_4484
ko:K03088	bpsu:BBN_4487
ko:K03088	bpsu:BBN_4492
ko:K02014	bpsu:BBN_4494
ko:K10440	bpsu:BBN_4495
ko:K10440	bpsu:BBN_4496
ko:K10441	bpsu:BBN_4497
ko:K10439	bpsu:BBN_4498
ko:K07644	bpsu:BBN_4505
ko:K07665	bpsu:BBN_4506
ko:K15726	bpsu:BBN_4507
ko:K15727	bpsu:BBN_4508
ko:K15725	bpsu:BBN_4509
ko:K09129	bpsu:BBN_4512
ko:K00259	bpsu:BBN_4514
ko:K03607	bpsu:BBN_4516
ko:K07282	bpsu:BBN_4521
ko:K01537	bpsu:BBN_4525
ko:K00941	bpsu:BBN_4529
ko:K00471	bpsu:BBN_4535
ko:K03758	bpsu:BBN_4538
ko:K03798	bpsu:BBN_4540
ko:K18139	bpsu:BBN_4546
ko:K01497	bpsu:BBN_4547
ko:K11752	bpsu:BBN_4551
ko:K00219	bpsu:BBN_4559
ko:K00878	bpsu:BBN_4561
ko:K07088	bpsu:BBN_4563
ko:K12141	bpsu:BBN_4570
ko:K12140	bpsu:BBN_4571
ko:K11189	bpsu:BBN_4576
ko:K00797	bpsu:BBN_4577
ko:K02575	bpsu:BBN_4580
ko:K03769	bpsu:BBN_4581
ko:K00374	bpsu:BBN_4582
ko:K00373	bpsu:BBN_4583
ko:K00370	bpsu:BBN_4586
ko:K07141	bpsu:BBN_4644
ko:K03406	bpsu:BBN_4646
ko:K03587	bpsu:BBN_4647
ko:K02058	bpsu:BBN_4648
ko:K03455	bpsu:BBN_4650
ko:K07044	bpsu:BBN_4651
ko:K16074	bpsu:BBN_4656
ko:K02027	bpsu:BBN_4661
ko:K02025	bpsu:BBN_4662
ko:K02026	bpsu:BBN_4663
ko:K05351	bpsu:BBN_4664
ko:K10112	bpsu:BBN_4665
ko:K00854	bpsu:BBN_4667
ko:K07258	bpsu:BBN_4668
ko:K03587	bpsu:BBN_4669
ko:K00380	bpsu:BBN_4671
ko:K00363	bpsu:BBN_4672
ko:K00362	bpsu:BBN_4673
ko:K02575	bpsu:BBN_4674
ko:K02303	bpsu:BBN_4676
ko:K01495	bpsu:BBN_4679
ko:K00059	bpsu:BBN_4687
ko:K08325	bpsu:BBN_4691
ko:K01114	bpsu:BBN_4752
ko:K01870	bpsu:BBN_4755
ko:K03710	bpsu:BBN_4768
ko:K07112	bpsu:BBN_4777
ko:K07112	bpsu:BBN_4778
ko:K11717	bpsu:BBN_4782
ko:K00640	bpsu:BBN_4785
ko:K01322	bpsu:BBN_4787
ko:K12990	bpsu:BBN_4791
ko:K18100	bpsu:BBN_4794
ko:K02167	bpsu:BBN_4795
ko:K08369	bpsu:BBN_4799
ko:K07675	bpsu:BBN_4800
ko:K00381	bpsu:BBN_2253
ko:K09965	bpsu:BBN_2258
ko:K11159	bpsu:BBN_2259
ko:K00820	bpsu:BBN_2260
ko:K00375	bpsu:BBN_2263
ko:K07734	bpsu:BBN_2264
ko:K02055	bpsu:BBN_2272
ko:K02053	bpsu:BBN_2273
ko:K02053	bpsu:BBN_2275
ko:K02052	bpsu:BBN_2276
ko:K03147	bpsu:BBN_2286
ko:K04062	bpsu:BBN_2287
ko:K15034	bpsu:BBN_2292
ko:K03581	bpsu:BBN_2293
ko:K03582	bpsu:BBN_2294
ko:K03583	bpsu:BBN_2295
ko:K02012	bpsu:BBN_2299
ko:K02011	bpsu:BBN_2300
ko:K07304	bpsu:BBN_2720
ko:K07130	bpsu:BBN_2723
ko:K01556	bpsu:BBN_2724
ko:K00453	bpsu:BBN_2725
ko:K08195	bpsu:BBN_2726
ko:K00077	bpsu:BBN_2727
ko:K00141	bpsu:BBN_2728
ko:K01576	bpsu:BBN_2729
ko:K00007	bpsu:BBN_2731
ko:K00854	bpsu:BBN_2732
ko:K10111	bpsu:BBN_2738
ko:K10229	bpsu:BBN_2740
ko:K10228	bpsu:BBN_2741
ko:K10227	bpsu:BBN_2742
ko:K16371	bpsu:BBN_2743
ko:K00847	bpsu:BBN_2744
ko:K09823	bpsu:BBN_2746
ko:K02077	bpsu:BBN_2747
ko:K02074	bpsu:BBN_2748
ko:K02075	bpsu:BBN_2749
ko:K01070	bpsu:BBN_2750
ko:K00121	bpsu:BBN_2751
ko:K00854	bpsu:BBN_2753
ko:K18139	bpsu:BBN_2755
ko:K03585	bpsu:BBN_2758
ko:K03577	bpsu:BBN_2759
ko:K02484	bpsu:BBN_2764
ko:K07259	bpsu:BBN_2766
ko:K01940	bpsu:BBN_3250
ko:K00383	bpsu:BBN_3251
ko:K07267	bpsu:BBN_3257
ko:K00720	bpsu:BBN_3258
ko:K06193	bpsu:BBN_3264
ko:K07240	bpsu:BBN_3266
ko:K07240	bpsu:BBN_3267
ko:K03566	bpsu:BBN_3268
ko:K02397	bpsu:BBN_3270
ko:K02396	bpsu:BBN_3271
ko:K02395	bpsu:BBN_3273
ko:K02394	bpsu:BBN_3274
ko:K02393	bpsu:BBN_3275
ko:K02392	bpsu:BBN_3276
ko:K02391	bpsu:BBN_3277
ko:K02390	bpsu:BBN_3278
ko:K02389	bpsu:BBN_3279
ko:K02388	bpsu:BBN_3280
ko:K02387	bpsu:BBN_3281
ko:K02386	bpsu:BBN_3282
ko:K02398	bpsu:BBN_3283
ko:K02399	bpsu:BBN_3284
ko:K00974	bpsu:BBN_3286
ko:K00329	bpsu:BBN_3288
ko:K00356	bpsu:BBN_3288
ko:K08309	bpsu:BBN_3289
ko:K07160	bpsu:BBN_3294
ko:K09973	bpsu:BBN_3297
ko:K12372	bpsu:BBN_3298
ko:K12371	bpsu:BBN_3299
ko:K07262	bpsu:BBN_3853
ko:K02347	bpsu:BBN_3854
ko:K07156	bpsu:BBN_3860
ko:K07245	bpsu:BBN_3861
ko:K03406	bpsu:BBN_3862
ko:K09471	bpsu:BBN_3863
ko:K11074	bpsu:BBN_3866
ko:K11075	bpsu:BBN_3867
ko:K11076	bpsu:BBN_3868
ko:K11073	bpsu:BBN_3869
ko:K12256	bpsu:BBN_3870
ko:K01915	bpsu:BBN_3871
ko:K07010	bpsu:BBN_3872
ko:K01480	bpsu:BBN_3875
ko:K04078	bpsu:BBN_3877
ko:K04077	bpsu:BBN_3878
ko:K08295	bpsu:BBN_3881
ko:K00648	bpsu:BBN_3884
ko:K03387	bpsu:BBN_3891
ko:K03386	bpsu:BBN_3892
ko:K03119	bpsu:BBN_4593
ko:K01414	bpsu:BBN_4603
ko:K00375	bpsu:BBN_4628
ko:K00609	bpsu:BBN_4632
ko:K16090	bpsu:BBN_4633
ko:K07126	bpsu:BBN_4634
ko:K03762	bpsu:BBN_4643
ko:K04780	bpsu:BBN_4698
ko:K03088	bpsu:BBN_4708
ko:K00231	bpsu:BBN_4712
ko:K01754	bpsu:BBN_4713
ko:K13408	bpsu:BBN_4718
ko:K13409	bpsu:BBN_4720
ko:K12340	bpsu:BBN_4723
ko:K03724	bpsu:BBN_4727
ko:K16263	bpsu:BBN_4728
ko:K01626	bpsu:BBN_4731
ko:K02623	bpsu:BBN_4737
ko:K00449	bpsu:BBN_4739
ko:K00448	bpsu:BBN_4740
ko:K16203	bpsu:BBN_4741
ko:K01266	bpsu:BBN_4742
ko:K13891	bpsu:BBN_4743
ko:K13890	bpsu:BBN_4744
ko:K13889	bpsu:BBN_4745
ko:K13892	bpsu:BBN_4746
ko:K13051	bpsu:BBN_4747
ko:K02168	bpsu:BBN_4749
ko:K03704	bpsu:BBN_4808
ko:K01633	bpsu:BBN_4809
ko:K00305	bpsu:BBN_4810
ko:K00303	bpsu:BBN_4813
ko:K01752	bpsu:BBN_4814
ko:K09915	bpsu:BBN_4817
ko:K00799	bpsu:BBN_4818
ko:K00426	bpsu:BBN_4820
ko:K00425	bpsu:BBN_4821
ko:K07507	bpsu:BBN_4823
ko:K03219	bpsu:BBN_4835
ko:K03228	bpsu:BBN_4837
ko:K03224	bpsu:BBN_4839
ko:K03223	bpsu:BBN_4840
ko:K03222	bpsu:BBN_4842
ko:K03229	bpsu:BBN_4845
ko:K03230	bpsu:BBN_4846
ko:K03225	bpsu:BBN_4848
ko:K03226	bpsu:BBN_4849
ko:K03227	bpsu:BBN_4850
ko:K03220	bpsu:BBN_4852
ko:K02002	bpsu:BBN_4868
ko:K02001	bpsu:BBN_4870
ko:K02000	bpsu:BBN_4871
ko:K00299	bpsu:BBN_4872
ko:K03325	bpsu:BBN_4878
ko:K01968	bpsu:BBN_4891
ko:K13766	bpsu:BBN_4892
ko:K01969	bpsu:BBN_4893
ko:K00253	bpsu:BBN_4894
ko:K04561	bpsu:BBN_4896
ko:K00368	bpsu:BBN_4897
ko:K13747	bpsu:BBN_4898
ko:K08369	bpsu:BBN_4903
ko:K02484	bpsu:BBN_4905
ko:K00380	bpsu:BBN_4909
ko:K03734	bpsu:BBN_4910
ko:K00128	bpsu:BBN_4911
ko:K09471	bpsu:BBN_4916
ko:K00040	bpsu:BBN_4921
ko:K08323	bpsu:BBN_4923
ko:K08322	bpsu:BBN_4924
ko:K01916	bpsu:BBN_4928
ko:K00368	bpsu:BBN_4934
ko:K07152	bpsu:BBN_4937
ko:K11910	bpsu:BBN_4942
ko:K11901	bpsu:BBN_4945
ko:K11900	bpsu:BBN_4946
ko:K11903	bpsu:BBN_4947
ko:K11905	bpsu:BBN_4948
ko:K11896	bpsu:BBN_4949
ko:K11895	bpsu:BBN_4950
ko:K11907	bpsu:BBN_4951
ko:K11893	bpsu:BBN_4958
ko:K11892	bpsu:BBN_4959
ko:K11891	bpsu:BBN_4960
ko:K01495	bpsu:BBN_4962
ko:K15552	bpsu:BBN_5018
ko:K10831	bpsu:BBN_5019
ko:K15551	bpsu:BBN_5020
ko:K03119	bpsu:BBN_5021
ko:K00694	bpsu:BBN_5024
ko:K07154	bpsu:BBN_5033
ko:K03219	bpsu:BBN_5043
ko:K02669	bpsu:BBN_5053
ko:K07657	bpsu:BBN_5055
ko:K03220	bpsu:BBN_5066
ko:K03227	bpsu:BBN_5068
ko:K02030	bpsu:BBN_5120
ko:K02028	bpsu:BBN_5121
ko:K02029	bpsu:BBN_5121
ko:K02030	bpsu:BBN_5124
ko:K06987	bpsu:BBN_5126
ko:K07058	bpsu:BBN_5129
ko:K00963	bpsu:BBN_5134
ko:K01711	bpsu:BBN_5141
ko:K10764	bpsu:BBN_5144
ko:K00764	bpsu:BBN_5145
ko:K03558	bpsu:BBN_5146
ko:K03749	bpsu:BBN_5147
ko:K11754	bpsu:BBN_5148
ko:K01963	bpsu:BBN_5149
ko:K01695	bpsu:BBN_5150
ko:K01696	bpsu:BBN_5152
ko:K01817	bpsu:BBN_5153
ko:K06173	bpsu:BBN_5154
ko:K00133	bpsu:BBN_5156
ko:K00052	bpsu:BBN_5158
ko:K01704	bpsu:BBN_5159
ko:K01703	bpsu:BBN_5161
ko:K00163	bpsu:BBN_5166
ko:K09007	bpsu:BBN_5220
ko:K01662	bpsu:BBN_5221
ko:K00795	bpsu:BBN_5222
ko:K03602	bpsu:BBN_5223
ko:K01011	bpsu:BBN_5225
ko:K01061	bpsu:BBN_5226
ko:K03885	bpsu:BBN_5229
ko:K06966	bpsu:BBN_5231
ko:K01241	bpsu:BBN_5238
ko:K02204	bpsu:BBN_5240
ko:K02020	bpsu:BBN_5248
ko:K02018	bpsu:BBN_5249
ko:K02017	bpsu:BBN_5250
ko:K02019	bpsu:BBN_5251
ko:K01821	bpsu:BBN_5253
ko:K00788	bpsu:BBN_5258
ko:K15256	bpsu:BBN_5260
ko:K01666	bpsu:BBN_5270
ko:K04073	bpsu:BBN_5271
ko:K02010	bpsu:BBN_2301
ko:K05800	bpsu:BBN_2302
ko:K07118	bpsu:BBN_2304
ko:K07093	bpsu:BBN_2307
ko:K07799	bpsu:BBN_2309
ko:K07788	bpsu:BBN_2310
ko:K07789	bpsu:BBN_2311
ko:K02274	bpsu:BBN_2317
ko:K02275	bpsu:BBN_2318
ko:K15553	bpsu:BBN_2324
ko:K00058	bpsu:BBN_2326
ko:K01262	bpsu:BBN_2329
ko:K09861	bpsu:BBN_2341
ko:K14287	bpsu:BBN_2343
ko:K00799	bpsu:BBN_2344
ko:K07566	bpsu:BBN_2769
ko:K01589	bpsu:BBN_2771
ko:K01588	bpsu:BBN_2772
ko:K01923	bpsu:BBN_2773
ko:K01624	bpsu:BBN_2774
ko:K00873	bpsu:BBN_2775
ko:K00927	bpsu:BBN_2776
ko:K00826	bpsu:BBN_2779
ko:K02843	bpsu:BBN_2781
ko:K07019	bpsu:BBN_2783
ko:K03637	bpsu:BBN_2786
ko:K03832	bpsu:BBN_2787
ko:K01902	bpsu:BBN_2792
ko:K01903	bpsu:BBN_2793
ko:K03565	bpsu:BBN_2795
ko:K07649	bpsu:BBN_2798
ko:K00800	bpsu:BBN_2803
ko:K00027	bpsu:BBN_2809
ko:K01434	bpsu:BBN_2820
ko:K12370	bpsu:BBN_3300
ko:K12369	bpsu:BBN_3301
ko:K12368	bpsu:BBN_3302
ko:K01338	bpsu:BBN_3306
ko:K00528	bpsu:BBN_3310
ko:K03294	bpsu:BBN_3313
ko:K07402	bpsu:BBN_3314
ko:K09939	bpsu:BBN_3315
ko:K04061	bpsu:BBN_3316
ko:K02423	bpsu:BBN_3318
ko:K02422	bpsu:BBN_3319
ko:K02408	bpsu:BBN_3320
ko:K02409	bpsu:BBN_3321
ko:K02410	bpsu:BBN_3322
ko:K02411	bpsu:BBN_3323
ko:K02412	bpsu:BBN_3324
ko:K02413	bpsu:BBN_3325
ko:K02414	bpsu:BBN_3326
ko:K09456	bpsu:BBN_3328
ko:K00154	bpsu:BBN_3329
ko:K08224	bpsu:BBN_3333
ko:K00477	bpsu:BBN_3339
ko:K00789	bpsu:BBN_3341
ko:K02517	bpsu:BBN_3342
ko:K01778	bpsu:BBN_3343
ko:K09921	bpsu:BBN_3344
ko:K03733	bpsu:BBN_3345
ko:K06969	bpsu:BBN_3346
ko:K06204	bpsu:BBN_3348
ko:K01419	bpsu:BBN_3349
ko:K03667	bpsu:BBN_3350
ko:K15012	bpsu:BBN_3351
ko:K15011	bpsu:BBN_3352
ko:K00375	bpsu:BBN_3902
ko:K07552	bpsu:BBN_3903
ko:K03430	bpsu:BBN_3907
ko:K01841	bpsu:BBN_3909
ko:K18118	bpsu:BBN_3914
ko:K11900	bpsu:BBN_3917
ko:K11903	bpsu:BBN_3918
ko:K11897	bpsu:BBN_3919
ko:K11896	bpsu:BBN_3920
ko:K11895	bpsu:BBN_3921
ko:K11907	bpsu:BBN_3922
ko:K18100	bpsu:BBN_3936
ko:K18101	bpsu:BBN_3937
ko:K12990	bpsu:BBN_3939
ko:K03543	bpsu:BBN_3941
ko:K00692	bpsu:BBN_3943
ko:K02529	bpsu:BBN_3944
ko:K13741	bpsu:BBN_4968
ko:K13287	bpsu:BBN_4973
ko:K13286	bpsu:BBN_4975
ko:K13285	bpsu:BBN_4976
ko:K03225	bpsu:BBN_4982
ko:K03230	bpsu:BBN_4987
ko:K03221	bpsu:BBN_4992
ko:K00101	bpsu:BBN_5006
ko:K08677	bpsu:BBN_5008
ko:K03306	bpsu:BBN_5012
ko:K09990	bpsu:BBN_5013
ko:K03226	bpsu:BBN_5069
ko:K03225	bpsu:BBN_5070
ko:K03230	bpsu:BBN_5072
ko:K03229	bpsu:BBN_5073
ko:K00523	bpsu:BBN_2641
ko:K00523	bpsu:BBN_4162
ko:K07218	bpsu:BBN_1611
ko:K00376	bpsu:BBN_1612
ko:K01992	bpsu:BBN_1615
ko:K03406	bpsu:BBN_1616
ko:K03734	bpsu:BBN_1613
ko:K07687	bpsu:BBN_1638
ko:K01990	bpsu:BBN_1614
ko:K07677	bpsu:BBN_1639
ko:K00128	bpsu:BBN_1650
ko:K02055	bpsu:BBN_1652
ko:K13954	bpsu:BBN_1626
ko:K07345	bpsu:BBN_1630
ko:K07347	bpsu:BBN_1632
ko:K03770	bpsu:BBN_1403
ko:K01810	bpsu:BBN_1406
ko:K01952	bpsu:BBN_1409
ko:K07345	bpsu:BBN_1633
ko:K10804	bpsu:BBN_1404
ko:K03824	bpsu:BBN_1410
ko:K06190	bpsu:BBN_1413
ko:K02003	bpsu:BBN_1405
ko:K00285	bpsu:BBN_1408
ko:K03769	bpsu:BBN_1411
ko:K07305	bpsu:BBN_1414
ko:K07516	bpsu:BBN_1417
ko:K05527	bpsu:BBN_1412
ko:K08281	bpsu:BBN_1418
ko:K00626	bpsu:BBN_1419
ko:K06980	bpsu:BBN_1427
ko:K07082	bpsu:BBN_1428
ko:K00943	bpsu:BBN_1429
ko:K02341	bpsu:BBN_1430
ko:K03823	bpsu:BBN_1431
ko:K03424	bpsu:BBN_1432
ko:K01424	bpsu:BBN_1442
ko:K01608	bpsu:BBN_1447
ko:K02275	bpsu:BBN_1449
ko:K03088	bpsu:BBN_1451
ko:K02990	bpsu:BBN_1453
ko:K02686	bpsu:BBN_1454
ko:K02963	bpsu:BBN_1455
ko:K02939	bpsu:BBN_1456
ko:K07220	bpsu:BBN_1458
ko:K03306	bpsu:BBN_1459
ko:K07175	bpsu:BBN_1461
ko:K03564	bpsu:BBN_1462
ko:K00604	bpsu:BBN_1465
ko:K10012	bpsu:BBN_1466
ko:K14260	bpsu:BBN_1471
ko:K00003	bpsu:BBN_1472
ko:K01733	bpsu:BBN_1473
ko:K03750	bpsu:BBN_1474
ko:K03636	bpsu:BBN_1475
ko:K03635	bpsu:BBN_1476
ko:K06886	bpsu:BBN_1477
ko:K13771	bpsu:BBN_1478
ko:K03695	bpsu:BBN_1479
ko:K01607	bpsu:BBN_1483
ko:K03327	bpsu:BBN_1484
ko:K02909	bpsu:BBN_1486
ko:K09933	bpsu:BBN_1487
ko:K03628	bpsu:BBN_1490
ko:K03671	bpsu:BBN_1491
ko:K02343	bpsu:BBN_1492
ko:K09747	bpsu:BBN_1493
ko:K06187	bpsu:BBN_1494
ko:K03787	bpsu:BBN_1496
ko:K03222	bpsu:BBN_5076
ko:K03223	bpsu:BBN_5078
ko:K03224	bpsu:BBN_5079
ko:K03228	bpsu:BBN_5081
ko:K00836	bpsu:BBN_5087
ko:K00156	bpsu:BBN_5089
ko:K07152	bpsu:BBN_5103
ko:K08195	bpsu:BBN_5105
ko:K05349	bpsu:BBN_5108
ko:K01426	bpsu:BBN_5110
ko:K03833	bpsu:BBN_5111
ko:K01042	bpsu:BBN_5112
ko:K02380	bpsu:BBN_5113
ko:K00127	bpsu:BBN_5114
ko:K00124	bpsu:BBN_5115
ko:K00123	bpsu:BBN_5116
ko:K00123	bpsu:BBN_5117
ko:K01647	bpsu:BBN_5170
ko:K09159	bpsu:BBN_5171
ko:K00240	bpsu:BBN_5172
ko:K00239	bpsu:BBN_5173
ko:K00242	bpsu:BBN_5174
ko:K00241	bpsu:BBN_5175
ko:K03710	bpsu:BBN_5176
ko:K00024	bpsu:BBN_5177
ko:K01644	bpsu:BBN_5178
ko:K01720	bpsu:BBN_5180
ko:K01681	bpsu:BBN_5181
ko:K15125	bpsu:BBN_5182
ko:K05998	bpsu:BBN_5191
ko:K02053	bpsu:BBN_5192
ko:K02054	bpsu:BBN_5193
ko:K02055	bpsu:BBN_5194
ko:K02052	bpsu:BBN_5195
ko:K00375	bpsu:BBN_5196
ko:K02014	bpsu:BBN_5200
ko:K12262	bpsu:BBN_5202
ko:K06194	bpsu:BBN_5204
ko:K00033	bpsu:BBN_5207
ko:K03457	bpsu:BBN_5210
ko:K03086	bpsu:BBN_5214
ko:K09117	bpsu:BBN_5216
ko:K02970	bpsu:BBN_5217
ko:K07007	bpsu:BBN_5218
ko:K01409	bpsu:BBN_5219
ko:K00826	bpsu:BBN_5273
ko:K07044	bpsu:BBN_5285
ko:K03772	bpsu:BBN_5286
ko:K16692	bpsu:BBN_5293
ko:K01991	bpsu:BBN_5294
ko:K01104	bpsu:BBN_5295
ko:K00012	bpsu:BBN_5296
ko:K03606	bpsu:BBN_5297
ko:K07004	bpsu:BBN_5308
ko:K02014	bpsu:BBN_5313
ko:K07397	bpsu:BBN_5322
ko:K07223	bpsu:BBN_5324
ko:K06147	bpsu:BBN_5325
ko:K18199	bpsu:BBN_5326
ko:K01867	bpsu:BBN_5328
ko:K07052	bpsu:BBN_5330
ko:K01560	bpsu:BBN_5332
ko:K13491	bpsu:BBN_5333
ko:K13490	bpsu:BBN_5334
ko:K13489	bpsu:BBN_5335
ko:K13486	bpsu:BBN_5336
ko:K13488	bpsu:BBN_5337
ko:K13487	bpsu:BBN_5338
ko:K01652	bpsu:BBN_5343
ko:K03316	bpsu:BBN_5344
ko:K02503	bpsu:BBN_5348
ko:K03381	bpsu:BBN_5356
ko:K03464	bpsu:BBN_5357
ko:K02300	bpsu:BBN_5358
ko:K02299	bpsu:BBN_5359
ko:K02298	bpsu:BBN_5360
ko:K02297	bpsu:BBN_5361
ko:K00219	bpsu:BBN_5362
ko:K05549	bpsu:BBN_5368
ko:K05550	bpsu:BBN_5369
ko:K05784	bpsu:BBN_5370
ko:K05783	bpsu:BBN_5371
ko:K00758	bpsu:BBN_5428
ko:K01619	bpsu:BBN_5430
ko:K03317	bpsu:BBN_5431
ko:K07006	bpsu:BBN_5432
ko:K00799	bpsu:BBN_5433
ko:K16692	bpsu:BBN_5446
ko:K01158	bpsu:BBN_5451
ko:K01281	bpsu:BBN_5460
ko:K14645	bpsu:BBN_5461
ko:K07665	bpsu:BBN_5462
ko:K07644	bpsu:BBN_5463
ko:K07243	bpsu:BBN_5468
ko:K10001	bpsu:BBN_5472
ko:K14257	bpsu:BBN_5477
ko:K02056	bpsu:BBN_5543
ko:K02057	bpsu:BBN_5544
ko:K02058	bpsu:BBN_5545
ko:K07407	bpsu:BBN_5554
ko:K02026	bpsu:BBN_5555
ko:K02025	bpsu:BBN_5556
ko:K02027	bpsu:BBN_5557
ko:K10111	bpsu:BBN_5558
ko:K11907	bpsu:BBN_5576
ko:K11896	bpsu:BBN_5578
ko:K11897	bpsu:BBN_5579
ko:K06887	bpsu:BBN_5580
ko:K11900	bpsu:BBN_5581
ko:K11902	bpsu:BBN_5583
ko:K11890	bpsu:BBN_5585
ko:K11891	bpsu:BBN_5586
ko:K11892	bpsu:BBN_5587
ko:K08369	bpsu:BBN_5642
ko:K01644	bpsu:BBN_5646
ko:K01720	bpsu:BBN_5648
ko:K05786	bpsu:BBN_5650
ko:K01512	bpsu:BBN_5651
ko:K03527	bpsu:BBN_5655
ko:K10253	bpsu:BBN_5657
ko:K01845	bpsu:BBN_5658
ko:K06200	bpsu:BBN_5661
ko:K02651	bpsu:BBN_5674
ko:K02651	bpsu:BBN_5675
ko:K02278	bpsu:BBN_5676
ko:K02279	bpsu:BBN_5678
ko:K02282	bpsu:BBN_5686
ko:K02283	bpsu:BBN_5687
ko:K12510	bpsu:BBN_5688
ko:K12511	bpsu:BBN_5689
ko:K00832	bpsu:BBN_5691
ko:K06147	bpsu:BBN_5754
ko:K01613	bpsu:BBN_5756
ko:K00240	bpsu:BBN_5757
ko:K06133	bpsu:BBN_5761
