ko:K01699	lmob:BN419_1350
ko:K01878	lmob:BN419_1710
ko:K03686	lmob:BN419_1724
ko:K03596	lmob:BN419_1735
ko:K02238	lmob:BN419_1739
ko:K01026	lmob:BN419_2624
ko:K05352	lmob:BN419_1302
ko:K02029	lmob:BN419_2707
ko:K02030	lmob:BN419_2707
ko:K16329	lmob:BN419_2775
ko:K01580	lmob:BN419_2800
ko:K05565	lmob:BN419_2833
ko:K05565	lmob:BN419_2835
ko:K07090	lmob:BN419_2859
ko:K09014	lmob:BN419_2864
ko:K02013	lmob:BN419_2886
ko:K12573	lmob:BN419_2910
ko:K15633	lmob:BN419_2917
ko:K01835	lmob:BN419_2943
ko:K02036	lmob:BN419_2964
ko:K02038	lmob:BN419_2965
ko:K02836	lmob:BN419_2978
ko:K03070	lmob:BN419_2980
ko:K02112	lmob:BN419_3003
ko:K02115	lmob:BN419_3004
ko:K02109	lmob:BN419_3010
ko:K01791	lmob:BN419_3013
ko:K00600	lmob:BN419_3016
ko:K07566	lmob:BN419_3018
ko:K02835	lmob:BN419_3022
ko:K00872	lmob:BN419_3025
ko:K02004	lmob:BN419_3065
ko:K16785	lmob:BN419_3092
ko:K01783	lmob:BN419_3156
ko:K01783	lmob:BN419_3157
ko:K01547	lmob:BN419_3178
ko:K02760	lmob:BN419_3180
ko:K02760	lmob:BN419_3181
ko:K01531	lmob:BN419_3188
ko:K01531	lmob:BN419_3189
ko:K05878	lmob:BN419_3200
ko:K05879	lmob:BN419_3201
ko:K16013	lmob:BN419_3228
ko:K00425	lmob:BN419_3231
ko:K02768	lmob:BN419_3251
ko:K02769	lmob:BN419_3251
ko:K02770	lmob:BN419_3251
ko:K03699	lmob:BN419_3258
ko:K00616	lmob:BN419_3264
ko:K00616	lmob:BN419_3265
ko:K01658	lmob:BN419_3272
ko:K03342	lmob:BN419_3273
ko:K00088	lmob:BN419_3282
ko:K06942	lmob:BN419_3309
ko:K05349	lmob:BN419_3311
ko:K05349	lmob:BN419_3312
ko:K01788	lmob:BN419_3338
ko:K03495	lmob:BN419_3345
ko:K03650	lmob:BN419_3349
ko:K00848	lmob:BN419_3400
ko:K01990	lmob:BN419_0879
ko:K01990	lmob:BN419_0880
ko:K09704	lmob:BN419_0891
ko:K09704	lmob:BN419_0892
ko:K03551	lmob:BN419_1791
ko:K03609	lmob:BN419_1803
ko:K01990	lmob:BN419_2670
ko:K01118	lmob:BN419_0914
ko:K05786	lmob:BN419_0930
ko:K11733	lmob:BN419_0935
ko:K03316	lmob:BN419_0940
ko:K11072	lmob:BN419_0945
ko:K11070	lmob:BN419_0948
ko:K11069	lmob:BN419_0951
ko:K01674	lmob:BN419_0953
ko:K04750	lmob:BN419_0959
ko:K01868	lmob:BN419_1819
ko:K01868	lmob:BN419_1820
ko:K01963	lmob:BN419_1840
ko:K00925	lmob:BN419_1854
ko:K00925	lmob:BN419_1855
ko:K06131	lmob:BN419_0009
ko:K07282	lmob:BN419_0019
ko:K01939	lmob:BN419_0060
ko:K03466	lmob:BN419_0071
ko:K03737	lmob:BN419_0981
ko:K07784	lmob:BN419_0994
ko:K01537	lmob:BN419_1000
ko:K02029	lmob:BN419_1015
ko:K02030	lmob:BN419_1015
ko:K02028	lmob:BN419_1017
ko:K02028	lmob:BN419_1018
ko:K01921	lmob:BN419_1028
ko:K01866	lmob:BN419_1873
ko:K01866	lmob:BN419_1874
ko:K13853	lmob:BN419_1880
ko:K01924	lmob:BN419_1887
ko:K03466	lmob:BN419_1890
ko:K06878	lmob:BN419_1896
ko:K10778	lmob:BN419_0079
ko:K06147	lmob:BN419_0111
ko:K02027	lmob:BN419_1034
ko:K02027	lmob:BN419_1035
ko:K02761	lmob:BN419_1056
ko:K02564	lmob:BN419_1060
ko:K00997	lmob:BN419_1073
ko:K01775	lmob:BN419_1074
ko:K03547	lmob:BN419_1944
ko:K01869	lmob:BN419_1963
ko:K07139	lmob:BN419_1964
ko:K01953	lmob:BN419_1967
ko:K00789	lmob:BN419_1969
ko:K01448	lmob:BN419_0138
ko:K00088	lmob:BN419_0144
ko:K02035	lmob:BN419_0158
ko:K15580	lmob:BN419_0159
ko:K09816	lmob:BN419_0164
ko:K06959	lmob:BN419_1088
ko:K00383	lmob:BN419_1102
ko:K00383	lmob:BN419_1103
ko:K02761	lmob:BN419_1115
ko:K03800	lmob:BN419_1134
ko:K01661	lmob:BN419_1983
ko:K02552	lmob:BN419_1987
ko:K02004	lmob:BN419_0208
ko:K03723	lmob:BN419_0231
ko:K03449	lmob:BN419_1152
ko:K01443	lmob:BN419_1162
ko:K00826	lmob:BN419_1187
ko:K11050	lmob:BN419_1197
ko:K03569	lmob:BN419_2054
ko:K02529	lmob:BN419_2067
ko:K02529	lmob:BN419_2068
ko:K05349	lmob:BN419_2072
ko:K09698	lmob:BN419_0270
ko:K00640	lmob:BN419_0271
ko:K01883	lmob:BN419_0272
ko:K06962	lmob:BN419_0277
ko:K03046	lmob:BN419_0298
ko:K02002	lmob:BN419_1228
ko:K06201	lmob:BN419_1231
ko:K00243	lmob:BN419_1232
ko:K03752	lmob:BN419_1252
ko:K03657	lmob:BN419_2112
ko:K03657	lmob:BN419_2114
ko:K01952	lmob:BN419_2127
ko:K01223	lmob:BN419_0313
ko:K02072	lmob:BN419_0330
ko:K02072	lmob:BN419_0331
ko:K02071	lmob:BN419_0332
ko:K07652	lmob:BN419_0338
ko:K03707	lmob:BN419_0358
ko:K00878	lmob:BN419_0359
ko:K01223	lmob:BN419_0363
ko:K01223	lmob:BN419_0364
ko:K00162	lmob:BN419_1267
ko:K00763	lmob:BN419_1308
ko:K00763	lmob:BN419_1309
ko:K03110	lmob:BN419_2167
ko:K00645	lmob:BN419_2172
ko:K03621	lmob:BN419_2174
ko:K03655	lmob:BN419_2178
ko:K00604	lmob:BN419_2192
ko:K00615	lmob:BN419_0393
ko:K00615	lmob:BN419_0394
ko:K03116	lmob:BN419_0417
ko:K07224	lmob:BN419_0422
ko:K16301	lmob:BN419_0425
ko:K06889	lmob:BN419_1323
ko:K02440	lmob:BN419_1367
ko:K06901	lmob:BN419_2222
ko:K03327	lmob:BN419_2224
ko:K05350	lmob:BN419_0432
ko:K03336	lmob:BN419_0447
ko:K15524	lmob:BN419_0465
ko:K03306	lmob:BN419_0471
ko:K02224	lmob:BN419_1393
ko:K02227	lmob:BN419_1397
ko:K09936	lmob:BN419_1419
ko:K01006	lmob:BN419_2250
ko:K01938	lmob:BN419_2259
ko:K00656	lmob:BN419_2301
ko:K01889	lmob:BN419_1432
ko:K01890	lmob:BN419_1434
ko:K06994	lmob:BN419_1441
ko:K03703	lmob:BN419_1449
ko:K03703	lmob:BN419_1451
ko:K01776	lmob:BN419_1455
ko:K03486	lmob:BN419_1479
ko:K02818	lmob:BN419_1483
ko:K02819	lmob:BN419_1483
ko:K04517	lmob:BN419_2312
ko:K00805	lmob:BN419_2320
ko:K01586	lmob:BN419_2344
ko:K02015	lmob:BN419_2351
ko:K10254	lmob:BN419_0555
ko:K00014	lmob:BN419_0568
ko:K00014	lmob:BN419_0569
ko:K00008	lmob:BN419_0584
ko:K01222	lmob:BN419_0604
ko:K02622	lmob:BN419_1516
ko:K07124	lmob:BN419_2370
ko:K00036	lmob:BN419_2372
ko:K01687	lmob:BN419_2379
ko:K00053	lmob:BN419_2384
ko:K01754	lmob:BN419_2391
ko:K01575	lmob:BN419_2392
ko:K00756	lmob:BN419_2395
ko:K02529	lmob:BN419_2396
ko:K01619	lmob:BN419_2399
ko:K01222	lmob:BN419_0622
ko:K03305	lmob:BN419_0644
ko:K02500	lmob:BN419_0655
ko:K01814	lmob:BN419_0657
ko:K00013	lmob:BN419_0662
ko:K00099	lmob:BN419_1547
ko:K02600	lmob:BN419_1553
ko:K00962	lmob:BN419_1564
ko:K09704	lmob:BN419_2418
ko:K01870	lmob:BN419_2432
ko:K09017	lmob:BN419_2355
ko:K22579	lmob:BN419_0475
ko:K22579	lmob:BN419_0476
ko:K22579	lmob:BN419_0477
ko:K02538	lmob:BN419_0494
ko:K01297	lmob:BN419_1929
ko:K03742	lmob:BN419_1638
ko:K15780	lmob:BN419_0236
ko:K03328	lmob:BN419_0232
ko:K04749	lmob:BN419_1082
ko:K18672	lmob:BN419_2557
ko:K18673	lmob:BN419_3292
ko:K18673	lmob:BN419_3293
ko:K18673	lmob:BN419_3294
ko:K18682	lmob:BN419_1640
ko:K18692	lmob:BN419_1698
ko:K03790	lmob:BN419_3394
ko:K07171	lmob:BN419_1077
ko:K18892	lmob:BN419_3276
ko:K18892	lmob:BN419_3277
ko:K18891	lmob:BN419_3275
ko:K18821	lmob:BN419_3048
ko:K18967	lmob:BN419_2626
ko:K03502	lmob:BN419_3172
ko:K03169	lmob:BN419_3280
ko:K03497	lmob:BN419_3322
ko:K03496	lmob:BN419_3323
ko:K03497	lmob:BN419_3326
ko:K03111	lmob:BN419_0048
ko:K08151	lmob:BN419_0995
ko:K18231	lmob:BN419_1120
ko:K18231	lmob:BN419_1121
ko:K18231	lmob:BN419_1122
ko:K00662	lmob:BN419_2047
ko:K06148	lmob:BN419_1328
ko:K00020	lmob:BN419_1217
ko:K19005	lmob:BN419_1129
ko:K04028	lmob:BN419_1386
ko:K00634	lmob:BN419_1602
ko:K07483	lmob:BN419_0766
ko:K07029	lmob:BN419_2105
ko:K03526	lmob:BN419_1685
ko:K13052	lmob:BN419_0234
ko:K18979	lmob:BN419_1139
ko:K07483	lmob:BN419_0987
ko:K07816	lmob:BN419_0939
ko:K06147	lmob:BN419_0712
ko:K19002	lmob:BN419_3035
ko:K00354	lmob:BN419_2936
ko:K00354	lmob:BN419_2937
ko:K02777	lmob:BN419_1230
ko:K03339	lmob:BN419_3036
ko:K16644	lmob:BN419_0218
ko:K16644	lmob:BN419_0219
ko:K16644	lmob:BN419_0220
ko:K05881	lmob:BN419_3203
ko:K01710	lmob:BN419_1298
ko:K00798	lmob:BN419_1417
ko:K19225	lmob:BN419_1570
ko:K19285	lmob:BN419_1141
ko:K03722	lmob:BN419_2283
ko:K01992	lmob:BN419_1127
ko:K01992	lmob:BN419_1928
ko:K19351	lmob:BN419_0217
ko:K01990	lmob:BN419_1927
ko:K19411	lmob:BN419_0262
ko:K19302	lmob:BN419_2428
ko:K19267	lmob:BN419_0519
ko:K03574	lmob:BN419_1977
ko:K19405	lmob:BN419_0263
ko:K19302	lmob:BN419_1912
ko:K19509	lmob:BN419_2404
ko:K19508	lmob:BN419_2405
ko:K19507	lmob:BN419_2406
ko:K19504	lmob:BN419_2403
ko:K06881	lmob:BN419_1844
ko:K03483	lmob:BN419_3147
ko:K08221	lmob:BN419_1650
ko:K08221	lmob:BN419_1651
ko:K19510	lmob:BN419_2402
ko:K19504	lmob:BN419_0038
ko:K02796	lmob:BN419_0909
ko:K02796	lmob:BN419_0027
ko:K02796	lmob:BN419_0102
ko:K00887	lmob:BN419_1715
ko:K19689	lmob:BN419_2051
ko:K19689	lmob:BN419_1884
ko:K19689	lmob:BN419_1883
ko:K19689	lmob:BN419_2050
ko:K03739	lmob:BN419_1181
ko:K00547	lmob:BN419_1991
ko:K00297	lmob:BN419_1991
ko:K02538	lmob:BN419_0493
ko:K02538	lmob:BN419_2582
ko:K21636	lmob:BN419_0323
ko:K21636	lmob:BN419_0324
ko:K03218	lmob:BN419_0276
ko:K20074	lmob:BN419_2189
ko:K19976	lmob:BN419_2226
ko:K12132	lmob:BN419_2188
ko:K20074	lmob:BN419_2190
ko:K20265	lmob:BN419_2799
ko:K20265	lmob:BN419_0040
ko:K20201	lmob:BN419_3017
ko:K00525	lmob:BN419_2599
ko:K20534	lmob:BN419_1137
ko:K18890	lmob:BN419_1951
ko:K18890	lmob:BN419_1952
ko:K18890	lmob:BN419_1953
ko:K18889	lmob:BN419_1954
ko:K18889	lmob:BN419_1955
ko:K20534	lmob:BN419_3030
ko:K22103	lmob:BN419_2541
ko:K20885	lmob:BN419_1041
ko:K01208	lmob:BN419_2565
ko:K21030	lmob:BN419_1301
ko:K01226	lmob:BN419_1481
ko:K21029	lmob:BN419_1263
ko:K08968	lmob:BN419_1870
ko:K21064	lmob:BN419_2719
ko:K00821	lmob:BN419_1863
ko:K00435	lmob:BN419_2550
ko:K06217	lmob:BN419_1718
ko:K03553	lmob:BN419_1639
ko:K02316	lmob:BN419_1703
ko:K01493	lmob:BN419_1740
ko:K01520	lmob:BN419_2028
ko:K00287	lmob:BN419_2256
ko:K00560	lmob:BN419_2257
ko:K00857	lmob:BN419_3024
ko:K02314	lmob:BN419_0058
ko:K02335	lmob:BN419_1829
ko:K02335	lmob:BN419_1831
ko:K04068	lmob:BN419_0325
ko:K04068	lmob:BN419_0326
ko:K13730	lmob:BN419_0508
ko:K13730	lmob:BN419_0509
ko:K21298	lmob:BN419_2069
ko:K02335	lmob:BN419_1832
ko:K21285	lmob:BN419_1303
ko:K00526	lmob:BN419_2598
ko:K07497	lmob:BN419_0183
ko:K21252	lmob:BN419_2039
ko:K21298	lmob:BN419_2070
ko:K21298	lmob:BN419_2071
ko:K08316	lmob:BN419_2474
ko:K22044	lmob:BN419_1225
ko:K21481	lmob:BN419_2667
ko:K21467	lmob:BN419_0525
ko:K21467	lmob:BN419_0526
ko:K21465	lmob:BN419_1682
ko:K21467	lmob:BN419_0524
ko:K21471	lmob:BN419_2973
ko:K21471	lmob:BN419_2974
ko:K21493	lmob:BN419_0076
ko:K18704	lmob:BN419_1300
ko:K21567	lmob:BN419_2847
ko:K21567	lmob:BN419_2354
ko:K21600	lmob:BN419_2233
ko:K21560	lmob:BN419_0214
ko:K18704	lmob:BN419_1292
ko:K21960	lmob:BN419_2787
ko:K00680	lmob:BN419_2785
ko:K21993	lmob:BN419_1111
ko:K22043	lmob:BN419_2961
ko:K00936	lmob:BN419_1375
ko:K21960	lmob:BN419_2788
ko:K03595	lmob:BN419_1713
ko:K03547	lmob:BN419_2677
ko:K05592	lmob:BN419_1465
ko:K05592	lmob:BN419_1466
ko:K05592	lmob:BN419_1468
ko:K01537	lmob:BN419_0999
ko:K01537	lmob:BN419_1002
ko:K22251	lmob:BN419_0396
ko:K22278	lmob:BN419_0482
ko:K17758	lmob:BN419_1911
ko:K02257	lmob:BN419_2478
ko:K13566	lmob:BN419_0329
ko:K22441	lmob:BN419_0958
