ko:K03602	abaa:IX88_08195
ko:K06911	abaa:IX88_07895
ko:K07160	abaa:IX88_08505
ko:K11263	abaa:IX88_08520
ko:K15125	abaa:IX88_08535
ko:K01640	abaa:IX88_08605
ko:K03781	abaa:IX88_08615
ko:K12262	abaa:IX88_08620
ko:K01118	abaa:IX88_08630
ko:K02624	abaa:IX88_08635
ko:K00481	abaa:IX88_08640
ko:K02012	abaa:IX88_08650
ko:K02010	abaa:IX88_08655
ko:K03430	abaa:IX88_08670
ko:K05306	abaa:IX88_08675
ko:K08196	abaa:IX88_08680
ko:K06446	abaa:IX88_08685
ko:K00459	abaa:IX88_08705
ko:K00626	abaa:IX88_08720
ko:K00074	abaa:IX88_08725
ko:K06446	abaa:IX88_08740
ko:K08196	abaa:IX88_08745
ko:K01031	abaa:IX88_08750
ko:K01032	abaa:IX88_08755
ko:K04090	abaa:IX88_08785
ko:K06942	abaa:IX88_09365
ko:K02072	abaa:IX88_09370
ko:K02071	abaa:IX88_09375
ko:K02073	abaa:IX88_09380
ko:K02073	abaa:IX88_09385
ko:K00799	abaa:IX88_09405
ko:K10001	abaa:IX88_09410
ko:K10003	abaa:IX88_09415
ko:K10002	abaa:IX88_09420
ko:K10004	abaa:IX88_09425
ko:K03457	abaa:IX88_09500
ko:K07347	abaa:IX88_09530
ko:K07345	abaa:IX88_09540
ko:K01012	abaa:IX88_09555
ko:K01159	abaa:IX88_09570
ko:K03823	abaa:IX88_09580
ko:K07113	abaa:IX88_09590
ko:K00789	abaa:IX88_09605
ko:K00615	abaa:IX88_09610
ko:K07397	abaa:IX88_09615
ko:K13821	abaa:IX88_09650
ko:K01118	abaa:IX88_10530
ko:K07240	abaa:IX88_10535
ko:K03710	abaa:IX88_10540
ko:K02051	abaa:IX88_10555
ko:K02014	abaa:IX88_10570
ko:K01744	abaa:IX88_10575
ko:K00626	abaa:IX88_10600
ko:K02106	abaa:IX88_10605
ko:K01029	abaa:IX88_10610
ko:K01028	abaa:IX88_10615
ko:K17737	abaa:IX88_10620
ko:K00019	abaa:IX88_10655
ko:K01061	abaa:IX88_10670
ko:K11311	abaa:IX88_10700
ko:K05600	abaa:IX88_10705
ko:K02019	abaa:IX88_10715
ko:K02020	abaa:IX88_10720
ko:K02018	abaa:IX88_10725
ko:K02017	abaa:IX88_10730
ko:K00216	abaa:IX88_10735
ko:K01081	abaa:IX88_10750
ko:K00937	abaa:IX88_10755
ko:K06136	abaa:IX88_10760
ko:K06137	abaa:IX88_10765
ko:K06138	abaa:IX88_10770
ko:K06139	abaa:IX88_10775
ko:K01273	abaa:IX88_10780
ko:K00219	abaa:IX88_11695
ko:K01626	abaa:IX88_11710
ko:K09771	abaa:IX88_11715
ko:K03694	abaa:IX88_11720
ko:K06891	abaa:IX88_11725
ko:K00145	abaa:IX88_11735
ko:K07043	abaa:IX88_11745
ko:K01807	abaa:IX88_11750
ko:K01754	abaa:IX88_11755
ko:K03499	abaa:IX88_11760
ko:K03498	abaa:IX88_11765
ko:K01058	abaa:IX88_11770
ko:K06972	abaa:IX88_11775
ko:K16090	abaa:IX88_11780
ko:K00425	abaa:IX88_11805
ko:K00426	abaa:IX88_11810
ko:K09909	abaa:IX88_11830
ko:K07078	abaa:IX88_11835
ko:K03110	abaa:IX88_11840
ko:K07390	abaa:IX88_11875
ko:K01265	abaa:IX88_11890
ko:K03311	abaa:IX88_11895
ko:K02768	abaa:IX88_11920
ko:K08483	abaa:IX88_11920
ko:K11183	abaa:IX88_11920
ko:K00882	abaa:IX88_11925
ko:K02769	abaa:IX88_11930
ko:K02770	abaa:IX88_11930
ko:K00117	abaa:IX88_11955
ko:K03321	abaa:IX88_11965
ko:K10716	abaa:IX88_13175
ko:K01682	abaa:IX88_13185
ko:K09800	abaa:IX88_13195
ko:K06134	abaa:IX88_13210
ko:K09470	abaa:IX88_13220
ko:K07667	abaa:IX88_13225
ko:K07646	abaa:IX88_13230
ko:K01548	abaa:IX88_13235
ko:K01547	abaa:IX88_13240
ko:K01546	abaa:IX88_13245
ko:K00950	abaa:IX88_13250
ko:K01633	abaa:IX88_13255
ko:K01895	abaa:IX88_13275
ko:K15553	abaa:IX88_13295
ko:K15554	abaa:IX88_13300
ko:K02493	abaa:IX88_13305
ko:K02835	abaa:IX88_13310
ko:K11936	abaa:IX88_13350
ko:K09773	abaa:IX88_13365
ko:K02297	abaa:IX88_13380
ko:K02298	abaa:IX88_13385
ko:K02299	abaa:IX88_13390
ko:K02300	abaa:IX88_13395
ko:K02990	abaa:IX88_13405
ko:K02963	abaa:IX88_13410
ko:K02939	abaa:IX88_13415
ko:K01775	abaa:IX88_13425
ko:K07395	abaa:IX88_13430
ko:K21645	abaa:IX88_10590
ko:K14218	abaa:IX88_02120
ko:K14218	abaa:IX88_02385
ko:K14218	abaa:IX88_05335
ko:K14218	abaa:IX88_03165
ko:K14218	abaa:IX88_18025
ko:K14218	abaa:IX88_17860
ko:K14227	abaa:IX88_02125
ko:K14227	abaa:IX88_17865
ko:K14227	abaa:IX88_18030
ko:K14227	abaa:IX88_02380
ko:K14227	abaa:IX88_03160
ko:K14227	abaa:IX88_05330
ko:K14233	abaa:IX88_01045
ko:K14225	abaa:IX88_02910
ko:K14220	abaa:IX88_14715
ko:K14220	abaa:IX88_15765
ko:K14220	abaa:IX88_14720
ko:K14220	abaa:IX88_14710
ko:K18902	abaa:IX88_14510
ko:K01977	abaa:IX88_02375
ko:K18893	abaa:IX88_09690
ko:K14223	abaa:IX88_06140
ko:K14223	abaa:IX88_06150
ko:K14223	abaa:IX88_06155
ko:K14223	abaa:IX88_06145
ko:K14219	abaa:IX88_14540
ko:K18900	abaa:IX88_14495
ko:K18794	abaa:IX88_09585
ko:K14219	abaa:IX88_18160
ko:K14219	abaa:IX88_18180
ko:K14219	abaa:IX88_18175
ko:K14237	abaa:IX88_17180
ko:K14237	abaa:IX88_17190
ko:K14237	abaa:IX88_17205
ko:K14159	abaa:IX88_07310
ko:K14228	abaa:IX88_13855
ko:K14228	abaa:IX88_13865
ko:K14224	abaa:IX88_00805
ko:K14224	abaa:IX88_00830
ko:K14224	abaa:IX88_07360
ko:K14224	abaa:IX88_00825
ko:K14218	abaa:IX88_00800
ko:K14228	abaa:IX88_17725
ko:K14232	abaa:IX88_05525
ko:K14232	abaa:IX88_05540
ko:K14219	abaa:IX88_05530
ko:K14226	abaa:IX88_05535
ko:K14230	abaa:IX88_08205
ko:K14229	abaa:IX88_04285
ko:K14229	abaa:IX88_04290
ko:K14230	abaa:IX88_03960
ko:K14230	abaa:IX88_03965
ko:K14228	abaa:IX88_03955
ko:K18824	abaa:IX88_03750
ko:K14235	abaa:IX88_03630
ko:K14237	abaa:IX88_15290
ko:K14219	abaa:IX88_16990
ko:K14228	abaa:IX88_16545
ko:K14228	abaa:IX88_16555
ko:K14222	abaa:IX88_16540
ko:K14233	abaa:IX88_07390
ko:K14233	abaa:IX88_16415
ko:K14230	abaa:IX88_06220
ko:K14230	abaa:IX88_06265
ko:K14231	abaa:IX88_00930
ko:K14231	abaa:IX88_00935
ko:K14233	abaa:IX88_18185
ko:K14235	abaa:IX88_13850
ko:K14235	abaa:IX88_13860
ko:K14234	abaa:IX88_01135
ko:K14234	abaa:IX88_03600
ko:K14225	abaa:IX88_08305
ko:K14230	abaa:IX88_09475
ko:K14236	abaa:IX88_03605
ko:K14225	abaa:IX88_03610
ko:K14234	abaa:IX88_03615
ko:K18850	abaa:IX88_09720
ko:K18901	abaa:IX88_14505
ko:K18903	abaa:IX88_14515
ko:K03503	abaa:IX88_08915
ko:K01856	abaa:IX88_11400
ko:K08363	abaa:IX88_07510
ko:K00520	abaa:IX88_07525
ko:K05599	abaa:IX88_10710
ko:K03496	abaa:IX88_09775
ko:K03497	abaa:IX88_09780
ko:K03502	abaa:IX88_12270
ko:K03503	abaa:IX88_12320
ko:K03502	abaa:IX88_12325
ko:K03646	abaa:IX88_15990
ko:K10673	abaa:IX88_03700
ko:K04343	abaa:IX88_03705
ko:K18320	abaa:IX88_03735
ko:K03496	abaa:IX88_02925
ko:K03746	abaa:IX88_03560
ko:K03496	abaa:IX88_00475
ko:K04565	abaa:IX88_00485
ko:K03111	abaa:IX88_01215
ko:K00335	abaa:IX88_05760
ko:K00336	abaa:IX88_05765
ko:K18305	abaa:IX88_10635
ko:K03761	abaa:IX88_16515
ko:K07483	abaa:IX88_12940
ko:K07483	abaa:IX88_16270
ko:K03976	abaa:IX88_10135
ko:K14742	abaa:IX88_05450
ko:K03526	abaa:IX88_04810
ko:K02663	abaa:IX88_00730
ko:K06596	abaa:IX88_17240
ko:K18979	abaa:IX88_09560
ko:K03431	abaa:IX88_03745
ko:K18997	abaa:IX88_04110
ko:K08365	abaa:IX88_07505
ko:K02664	abaa:IX88_00725
ko:K09483	abaa:IX88_11585
ko:K06992	abaa:IX88_05395
ko:K06992	abaa:IX88_05410
ko:K12988	abaa:IX88_17660
ko:K19058	abaa:IX88_07520
ko:K22444	abaa:IX88_06260
ko:K00557	abaa:IX88_09640
ko:K19057	abaa:IX88_07530
ko:K03446	abaa:IX88_11180
ko:K12979	abaa:IX88_03835
ko:K01046	abaa:IX88_00560
ko:K00020	abaa:IX88_02820
ko:K01066	abaa:IX88_06245
ko:K01992	abaa:IX88_10290
ko:K01992	abaa:IX88_10295
ko:K01992	abaa:IX88_16130
ko:K01392	abaa:IX88_09965
ko:K00529	abaa:IX88_06760
ko:K00638	abaa:IX88_16615
ko:K03862	abaa:IX88_07830
ko:K19302	abaa:IX88_04780
ko:K04771	abaa:IX88_15825
ko:K01096	abaa:IX88_16840
ko:K00130	abaa:IX88_06645
ko:K00984	abaa:IX88_02960
ko:K07216	abaa:IX88_06430
ko:K19577	abaa:IX88_02000
ko:K19577	abaa:IX88_13170
ko:K17686	abaa:IX88_08160
ko:K00992	abaa:IX88_09765
ko:K00799	abaa:IX88_09020
ko:K06132	abaa:IX88_17895
ko:K03809	abaa:IX88_06200
ko:K03897	abaa:IX88_10145
ko:K15777	abaa:IX88_07165
ko:K19810	abaa:IX88_15310
ko:K00020	abaa:IX88_05070
ko:K16066	abaa:IX88_15770
ko:K22443	abaa:IX88_06250
ko:K01802	abaa:IX88_06695
ko:K20276	abaa:IX88_16645
ko:K00507	abaa:IX88_13605
ko:K00507	abaa:IX88_17580
ko:K20455	abaa:IX88_02700
ko:K09788	abaa:IX88_16980
ko:K20534	abaa:IX88_16140
ko:K00632	abaa:IX88_03825
ko:K06954	abaa:IX88_13600
ko:K02483	abaa:IX88_14440
ko:K20881	abaa:IX88_12015
ko:K00249	abaa:IX88_18000
ko:K21053	abaa:IX88_07925
ko:K13877	abaa:IX88_11170
ko:K13877	abaa:IX88_11365
ko:K20938	abaa:IX88_09150
ko:K01768	abaa:IX88_10045
ko:K11935	abaa:IX88_13360
ko:K11931	abaa:IX88_13355
ko:K11937	abaa:IX88_13345
ko:K21105	abaa:IX88_07770
ko:K21021	abaa:IX88_17880
ko:K00525	abaa:IX88_05710
ko:K21023	abaa:IX88_04935
ko:K00220	abaa:IX88_14375
ko:K00800	abaa:IX88_14375
ko:K00130	abaa:IX88_07700
ko:K03892	abaa:IX88_09225
ko:K13877	abaa:IX88_07760
ko:K00249	abaa:IX88_10115
ko:K00001	abaa:IX88_16770
ko:K01520	abaa:IX88_06405
ko:K03546	abaa:IX88_06475
ko:K07451	abaa:IX88_06560
ko:K02315	abaa:IX88_12605
ko:K07474	abaa:IX88_14075
ko:K02314	abaa:IX88_13420
ko:K03462	abaa:IX88_11080
ko:K03553	abaa:IX88_12025
ko:K00287	abaa:IX88_04585
ko:K00560	abaa:IX88_04590
ko:K07313	abaa:IX88_14805
ko:K09960	abaa:IX88_14885
ko:K09961	abaa:IX88_14900
ko:K07336	abaa:IX88_04670
ko:K03676	abaa:IX88_04845
ko:K02315	abaa:IX88_14975
ko:K06217	abaa:IX88_18090
ko:K09935	abaa:IX88_05195
ko:K02316	abaa:IX88_06180
ko:K06889	abaa:IX88_10970
ko:K03863	abaa:IX88_07825
ko:K02335	abaa:IX88_05265
ko:K01139	abaa:IX88_00635
ko:K00526	abaa:IX88_05700
ko:K21416	abaa:IX88_10455
ko:K21417	abaa:IX88_10460
ko:K21472	abaa:IX88_01960
ko:K21420	abaa:IX88_06340
ko:K21699	abaa:IX88_13810
ko:K10914	abaa:IX88_09355
ko:K21747	abaa:IX88_10105
ko:K21747	abaa:IX88_08585
ko:K21756	abaa:IX88_11395
ko:K21757	abaa:IX88_08150
ko:K21758	abaa:IX88_11520
ko:K21758	abaa:IX88_08115
ko:K21802	abaa:IX88_07800
ko:K19591	abaa:IX88_08165
ko:K21990	abaa:IX88_01920
ko:K22027	abaa:IX88_11495
ko:K22025	abaa:IX88_11150
ko:K22105	abaa:IX88_15495
ko:K22067	abaa:IX88_12265
ko:K01816	abaa:IX88_05065
ko:K13874	abaa:IX88_11220
ko:K03595	abaa:IX88_15795
ko:K07183	abaa:IX88_12260
ko:K22132	abaa:IX88_04985
ko:K06132	abaa:IX88_10800
ko:K08994	abaa:IX88_10485
ko:K08994	abaa:IX88_17775
ko:K22186	abaa:IX88_11165
ko:K13875	abaa:IX88_11380
ko:K22292	abaa:IX88_02495
ko:K02257	abaa:IX88_13400
ko:K01505	abaa:IX88_05855
ko:K00611	abaa:IX88_12120
ko:K13061	abaa:IX88_02850
ko:K00424	abaa:IX88_11815
