ko:K22220	mava:LA64_17525
ko:K03722	mava:LA64_07005
ko:K01992	mava:LA64_13995
ko:K01822	mava:LA64_03305
ko:K21672	mava:LA64_08355
ko:K07068	mava:LA64_14340
ko:K07068	mava:LA64_02870
ko:K01066	mava:LA64_13695
ko:K01267	mava:LA64_03490
ko:K19302	mava:LA64_14635
ko:K15868	mava:LA64_07385
ko:K01822	mava:LA64_06620
ko:K20074	mava:LA64_00110
ko:K16444	mava:LA64_16770
ko:K07098	mava:LA64_02130
ko:K14237	mava:LA64_16160
ko:K19710	mava:LA64_15970
ko:K01978	mava:LA64_24575
ko:K19777	mava:LA64_00680
ko:K01977	mava:LA64_06915
ko:K01980	mava:LA64_06920
ko:K20938	mava:LA64_18745
ko:K07119	mava:LA64_22600
ko:K08744	mava:LA64_13065
ko:K00059	mava:LA64_14070
ko:K00632	mava:LA64_05800
ko:K00529	mava:LA64_12850
ko:K00632	mava:LA64_04000
ko:K13775	mava:LA64_19315
ko:K15510	mava:LA64_22175
ko:K07535	mava:LA64_22200
ko:K04780	mava:LA64_10915
ko:K03379	mava:LA64_23625
ko:K03379	mava:LA64_24060
ko:K05770	mava:LA64_17950
ko:K12132	mava:LA64_00090
ko:K12132	mava:LA64_00095
ko:K12132	mava:LA64_06490
ko:K12132	mava:LA64_15840
ko:K20467	mava:LA64_23220
ko:K01985	mava:LA64_06925
ko:K20497	mava:LA64_10015
ko:K00525	mava:LA64_18060
ko:K20469	mava:LA64_23210
ko:K20497	mava:LA64_08895
ko:K20466	mava:LA64_23225
ko:K07695	mava:LA64_18995
ko:K20468	mava:LA64_23215
ko:K16227	mava:LA64_14780
ko:K14230	mava:LA64_09645
ko:K14228	mava:LA64_14355
ko:K14226	mava:LA64_07555
ko:K14236	mava:LA64_21250
ko:K05977	mava:LA64_17520
ko:K01179	mava:LA64_01535
ko:K01214	mava:LA64_14605
ko:K07100	mava:LA64_10815
ko:K20814	mava:LA64_11085
ko:K14219	mava:LA64_06795
ko:K21071	mava:LA64_17765
ko:K01768	mava:LA64_14365
ko:K01768	mava:LA64_06480
ko:K01768	mava:LA64_02380
ko:K01768	mava:LA64_06960
ko:K21014	mava:LA64_09465
ko:K00821	mava:LA64_14140
ko:K21119	mava:LA64_06430
ko:K21147	mava:LA64_19220
ko:K14228	mava:LA64_05320
ko:K00632	mava:LA64_19380
ko:K00526	mava:LA64_18035
ko:K00526	mava:LA64_23050
ko:K02335	mava:LA64_14335
ko:K02316	mava:LA64_09395
ko:K02314	mava:LA64_00385
ko:K18955	mava:LA64_19290
ko:K18955	mava:LA64_19565
ko:K07465	mava:LA64_11055
ko:K18955	mava:LA64_20230
ko:K18955	mava:LA64_02140
ko:K01520	mava:LA64_16445
ko:K03553	mava:LA64_16635
ko:K03465	mava:LA64_16730
ko:K00287	mava:LA64_16755
ko:K00560	mava:LA64_16760
ko:K06191	mava:LA64_18070
ko:K06217	mava:LA64_09300
ko:K05364	mava:LA64_00100
ko:K21302	mava:LA64_19870
ko:K08884	mava:LA64_10680
ko:K00091	mava:LA64_23815
ko:K00091	mava:LA64_08440
ko:K00108	mava:LA64_23260
ko:K05375	mava:LA64_10910
ko:K05375	mava:LA64_09255
ko:K22468	mava:LA64_19430
ko:K08884	mava:LA64_19635
ko:K03272	mava:LA64_18890
ko:K00249	mava:LA64_23750
ko:K00249	mava:LA64_04875
ko:K00249	mava:LA64_18545
ko:K00249	mava:LA64_23060
ko:K03636	mava:LA64_04420
ko:K00249	mava:LA64_12150
ko:K21200	mava:LA64_00055
ko:K00249	mava:LA64_23900
ko:K21310	mava:LA64_19455
ko:K07005	mava:LA64_14630
ko:K07027	mava:LA64_21175
ko:K00632	mava:LA64_16900
ko:K07054	mava:LA64_22055
ko:K21397	mava:LA64_13625
ko:K21397	mava:LA64_14290
ko:K21416	mava:LA64_13320
ko:K21417	mava:LA64_13325
ko:K21473	mava:LA64_15040
ko:K21474	mava:LA64_15035
ko:K21401	mava:LA64_21290
ko:K21481	mava:LA64_02585
ko:K21397	mava:LA64_09570
ko:K21397	mava:LA64_09575
ko:K00146	mava:LA64_09665
ko:K21397	mava:LA64_20050
ko:K21397	mava:LA64_20055
ko:K02483	mava:LA64_01425
ko:K02483	mava:LA64_03290
ko:K21600	mava:LA64_23300
ko:K10914	mava:LA64_02170
ko:K21672	mava:LA64_01670
ko:K21672	mava:LA64_23715
ko:K21672	mava:LA64_10025
ko:K21686	mava:LA64_01640
ko:K10914	mava:LA64_00445
ko:K21672	mava:LA64_23355
ko:K21689	mava:LA64_12700
ko:K00344	mava:LA64_15160
ko:K00344	mava:LA64_01445
ko:K14234	mava:LA64_02390
ko:K14237	mava:LA64_10145
ko:K21929	mava:LA64_06445
ko:K21929	mava:LA64_18915
ko:K14220	mava:LA64_09405
ko:K14232	mava:LA64_07790
ko:K14230	mava:LA64_19135
ko:K14225	mava:LA64_07785
ko:K14228	mava:LA64_07070
ko:K14218	mava:LA64_00045
ko:K21961	mava:LA64_00845
ko:K21992	mava:LA64_12985
ko:K21962	mava:LA64_15055
ko:K21993	mava:LA64_11515
ko:K21992	mava:LA64_18345
ko:K14219	mava:LA64_07660
ko:K14229	mava:LA64_03660
ko:K14229	mava:LA64_03665
ko:K14234	mava:LA64_21030
ko:K00936	mava:LA64_19295
ko:K22010	mava:LA64_14350
ko:K14229	mava:LA64_07525
ko:K00257	mava:LA64_12980
ko:K22044	mava:LA64_18475
ko:K14223	mava:LA64_17685
ko:K14223	mava:LA64_05200
ko:K14227	mava:LA64_00040
ko:K14222	mava:LA64_16170
ko:K14221	mava:LA64_03675
ko:K14231	mava:LA64_03680
ko:K22107	mava:LA64_02700
ko:K05275	mava:LA64_15995
ko:K05275	mava:LA64_21350
ko:K14224	mava:LA64_17680
ko:K14224	mava:LA64_03670
ko:K03595	mava:LA64_09320
ko:K14233	mava:LA64_01240
ko:K14219	mava:LA64_01245
ko:K14238	mava:LA64_02000
ko:K14228	mava:LA64_00125
ko:K22108	mava:LA64_02790
ko:K14232	mava:LA64_02120
ko:K14232	mava:LA64_13875
ko:K14225	mava:LA64_16165
ko:K00467	mava:LA64_20145
ko:K22219	mava:LA64_17515
ko:K14233	mava:LA64_01805
ko:K14235	mava:LA64_21000
ko:K14218	mava:LA64_04955
ko:K22209	mava:LA64_21495
ko:K14230	mava:LA64_21025
ko:K12436	mava:LA64_11310
ko:K17758	mava:LA64_20295
ko:K17759	mava:LA64_20295
ko:K22297	mava:LA64_12385
ko:K22306	mava:LA64_07985
ko:K01585	mava:LA64_09330
ko:K02257	mava:LA64_15165
ko:K22316	mava:LA64_10205
ko:K01563	mava:LA64_09800
ko:K01934	mava:LA64_04930
ko:K00721	mava:LA64_11295
ko:K01066	mava:LA64_17550
ko:K22295	mava:LA64_20185
ko:K22298	mava:LA64_09360
ko:K01551	mava:LA64_10640
ko:K22303	mava:LA64_20190
ko:K11206	mava:LA64_21720
ko:K22476	mava:LA64_22005
ko:K00728	mava:LA64_05040
ko:K08300	mava:LA64_07865
ko:K08301	mava:LA64_07865
ko:K07566	mava:LA64_06845
