ko:K00632	sega:SPUCDC_0495
ko:K09858	sega:SPUCDC_1569
ko:K01433	sega:SPUCDC_1570
ko:K06048	sega:SPUCDC_2370
ko:K10679	sega:SPUCDC_2375
ko:K12686	sega:SPUCDC_2376
ko:K16053	sega:SPUCDC_2378
ko:K11732	sega:SPUCDC_2379
ko:K07644	sega:SPUCDC_2386
ko:K08088	sega:SPUCDC_2395
ko:K07688	sega:SPUCDC_2396
ko:K07348	sega:SPUCDC_2397
ko:K07350	sega:SPUCDC_2398
ko:K07347	sega:SPUCDC_2399
ko:K07346	sega:SPUCDC_2400
ko:K07351	sega:SPUCDC_2401
ko:K01491	sega:SPUCDC_2403
ko:K14761	sega:SPUCDC_2404
ko:K07038	sega:SPUCDC_2405
ko:K01883	sega:SPUCDC_2408
ko:K03768	sega:SPUCDC_2409
ko:K03269	sega:SPUCDC_2410
ko:K01588	sega:SPUCDC_2411
ko:K01589	sega:SPUCDC_2412
ko:K00926	sega:SPUCDC_2413
ko:K02381	sega:SPUCDC_2416
ko:K02083	sega:SPUCDC_2419
ko:K14977	sega:SPUCDC_2420
ko:K00865	sega:SPUCDC_2421
ko:K01466	sega:SPUCDC_2423
ko:K07862	sega:SPUCDC_3224
ko:K07393	sega:SPUCDC_3232
ko:K06911	sega:SPUCDC_3235
ko:K00656	sega:SPUCDC_3240
ko:K00932	sega:SPUCDC_3241
ko:K03838	sega:SPUCDC_3242
ko:K01754	sega:SPUCDC_3243
ko:K07592	sega:SPUCDC_3244
ko:K00865	sega:SPUCDC_3246
ko:K01630	sega:SPUCDC_3248
ko:K01708	sega:SPUCDC_3250
ko:K16371	sega:SPUCDC_3252
ko:K02773	sega:SPUCDC_3253
ko:K02774	sega:SPUCDC_3254
ko:K01089	sega:SPUCDC_0824
ko:K00817	sega:SPUCDC_0825
ko:K00013	sega:SPUCDC_0826
ko:K00765	sega:SPUCDC_0827
ko:K01141	sega:SPUCDC_0831
ko:K08352	sega:SPUCDC_0835
ko:K08353	sega:SPUCDC_0836
ko:K08354	sega:SPUCDC_0837
ko:K07258	sega:SPUCDC_0838
ko:K07470	sega:SPUCDC_0839
ko:K09802	sega:SPUCDC_0841
ko:K16651	sega:SPUCDC_0842
ko:K04029	sega:SPUCDC_0844
ko:K04031	sega:SPUCDC_0845
ko:K13921	sega:SPUCDC_0848
ko:K13922	sega:SPUCDC_0849
ko:K13923	sega:SPUCDC_0853
ko:K13920	sega:SPUCDC_0858
ko:K13919	sega:SPUCDC_0859
ko:K02224	sega:SPUCDC_0865
ko:K02227	sega:SPUCDC_0866
ko:K06042	sega:SPUCDC_0867
ko:K02188	sega:SPUCDC_0868
ko:K03399	sega:SPUCDC_0869
ko:K02191	sega:SPUCDC_0870
ko:K03281	sega:SPUCDC_0222
ko:K15724	sega:SPUCDC_0223
ko:K06858	sega:SPUCDC_0225
ko:K01243	sega:SPUCDC_0226
ko:K01129	sega:SPUCDC_0227
ko:K00674	sega:SPUCDC_0232
ko:K00990	sega:SPUCDC_0233
ko:K01265	sega:SPUCDC_0234
ko:K02967	sega:SPUCDC_0235
ko:K02357	sega:SPUCDC_0236
ko:K09903	sega:SPUCDC_0237
ko:K02838	sega:SPUCDC_0238
ko:K00099	sega:SPUCDC_0239
ko:K00806	sega:SPUCDC_0240
ko:K00113	sega:SPUCDC_0605
ko:K00112	sega:SPUCDC_0606
ko:K00111	sega:SPUCDC_0607
ko:K02445	sega:SPUCDC_0608
ko:K01126	sega:SPUCDC_0609
ko:K11107	sega:SPUCDC_0612
ko:K00568	sega:SPUCDC_0615
ko:K02469	sega:SPUCDC_0619
ko:K07677	sega:SPUCDC_0620
ko:K07687	sega:SPUCDC_0621
ko:K07676	sega:SPUCDC_0622
ko:K09475	sega:SPUCDC_0623
ko:K03734	sega:SPUCDC_0625
ko:K10778	sega:SPUCDC_0626
ko:K06159	sega:SPUCDC_0628
ko:K08276	sega:SPUCDC_0629
ko:K02572	sega:SPUCDC_0630
ko:K02570	sega:SPUCDC_0631
ko:K00094	sega:SPUCDC_3256
ko:K02436	sega:SPUCDC_3257
ko:K07056	sega:SPUCDC_3258
ko:K07121	sega:SPUCDC_3259
ko:K07460	sega:SPUCDC_3260
ko:K12961	sega:SPUCDC_3261
ko:K05520	sega:SPUCDC_3264
ko:K09979	sega:SPUCDC_3266
ko:K07461	sega:SPUCDC_3265
ko:K03824	sega:SPUCDC_3267
ko:K08303	sega:SPUCDC_3269
ko:K03835	sega:SPUCDC_3274
ko:K05592	sega:SPUCDC_3275
ko:K05803	sega:SPUCDC_3276
ko:K02170	sega:SPUCDC_4056
ko:K07490	sega:SPUCDC_4059
ko:K04759	sega:SPUCDC_4060
ko:K04758	sega:SPUCDC_4061
ko:K06959	sega:SPUCDC_4062
ko:K07659	sega:SPUCDC_4064
ko:K07638	sega:SPUCDC_4065
ko:K01610	sega:SPUCDC_4066
ko:K04083	sega:SPUCDC_4069
ko:K04762	sega:SPUCDC_4070
ko:K08312	sega:SPUCDC_4073
ko:K05366	sega:SPUCDC_4074
ko:K12288	sega:SPUCDC_4075
ko:K12289	sega:SPUCDC_4076
ko:K12290	sega:SPUCDC_4077
ko:K12291	sega:SPUCDC_4078
ko:K02507	sega:SPUCDC_4079
ko:K00891	sega:SPUCDC_4080
ko:K01735	sega:SPUCDC_4081
ko:K03112	sega:SPUCDC_4082
ko:K01783	sega:SPUCDC_4084
ko:K01091	sega:SPUCDC_4085
ko:K01867	sega:SPUCDC_4086
ko:K12516	sega:SPUCDC_4088
ko:K02302	sega:SPUCDC_4089
ko:K02598	sega:SPUCDC_4090
ko:K00363	sega:SPUCDC_4091
ko:K00362	sega:SPUCDC_4093
ko:K06141	sega:SPUCDC_4094
ko:K04095	sega:SPUCDC_4097
ko:K01664	sega:SPUCDC_4098
ko:K10914	sega:SPUCDC_4101
ko:K07397	sega:SPUCDC_4102
ko:K00855	sega:SPUCDC_4104
ko:K09898	sega:SPUCDC_4105
ko:K07019	sega:SPUCDC_4106
ko:K06158	sega:SPUCDC_4109
ko:K02775	sega:SPUCDC_3255
ko:K05895	sega:SPUCDC_0874
ko:K02190	sega:SPUCDC_0875
ko:K03602	sega:SPUCDC_2529
ko:K00795	sega:SPUCDC_2530
ko:K01662	sega:SPUCDC_2531
ko:K01095	sega:SPUCDC_2533
ko:K00946	sega:SPUCDC_2534
ko:K03625	sega:SPUCDC_2535
ko:K00794	sega:SPUCDC_2536
ko:K11752	sega:SPUCDC_2537
ko:K07738	sega:SPUCDC_2538
ko:K05517	sega:SPUCDC_2542
ko:K06996	sega:SPUCDC_2546
ko:K03074	sega:SPUCDC_2547
ko:K03072	sega:SPUCDC_2548
ko:K03210	sega:SPUCDC_2549
ko:K00773	sega:SPUCDC_2550
ko:K07568	sega:SPUCDC_2551
ko:K05936	sega:SPUCDC_0871
ko:K08682	sega:SPUCDC_2552
ko:K03386	sega:SPUCDC_2553
ko:K11736	sega:SPUCDC_2555
ko:K03311	sega:SPUCDC_2556
ko:K07636	sega:SPUCDC_2558
ko:K07657	sega:SPUCDC_2559
ko:K03547	sega:SPUCDC_2561
ko:K00847	sega:SPUCDC_2564
ko:K03554	sega:SPUCDC_2565
ko:K09913	sega:SPUCDC_2566
ko:K14591	sega:SPUCDC_2567
ko:K00891	sega:SPUCDC_2569
ko:K02189	sega:SPUCDC_0872
ko:K09768	sega:SPUCDC_2570
ko:K00286	sega:SPUCDC_2572
ko:K08161	sega:SPUCDC_2576
ko:K01921	sega:SPUCDC_2578
ko:K00602	sega:SPUCDC_3394
ko:K01945	sega:SPUCDC_3395
ko:K07709	sega:SPUCDC_3397
ko:K07803	sega:SPUCDC_3398
ko:K05787	sega:SPUCDC_3400
ko:K09891	sega:SPUCDC_3401
ko:K05982	sega:SPUCDC_3402
ko:K01599	sega:SPUCDC_3403
ko:K07740	sega:SPUCDC_3405
ko:K03147	sega:SPUCDC_3406
ko:K03417	sega:SPUCDC_2591
ko:K07245	sega:SPUCDC_1744
ko:K08302	sega:SPUCDC_3251
ko:K07497	sega:SPUCDC_3900
ko:K00483	sega:SPUCDC_1944
ko:K19697	sega:SPUCDC_0843
ko:K11209	sega:SPUCDC_0537
ko:K02484	sega:SPUCDC_1948
ko:K12678	sega:SPUCDC_3792
ko:K01897	sega:SPUCDC_1635
ko:K00040	sega:SPUCDC_1324
ko:K00040	sega:SPUCDC_3128
ko:K03559	sega:SPUCDC_3151
ko:K08316	sega:SPUCDC_3991
ko:K08598	sega:SPUCDC_2848
ko:K01250	sega:SPUCDC_2285
ko:K11070	sega:SPUCDC_1025
ko:K14225	sega:SPUCDC_t044
ko:K14234	sega:SPUCDC_t054
ko:K14234	sega:SPUCDC_t048
ko:K01977	sega:SPUCDC_r006
ko:K01977	sega:SPUCDC_r013
ko:K14227	sega:SPUCDC_t001
ko:K14227	sega:SPUCDC_t065
ko:K14227	sega:SPUCDC_t050
ko:K14227	sega:SPUCDC_t063
ko:K14227	sega:SPUCDC_t068
ko:K14218	sega:SPUCDC_t002
ko:K14218	sega:SPUCDC_t049
ko:K14218	sega:SPUCDC_t069
ko:K14218	sega:SPUCDC_t064
ko:K14218	sega:SPUCDC_t062
ko:K14218	sega:SPUCDC_t006
ko:K01980	sega:SPUCDC_r002
ko:K01980	sega:SPUCDC_r005
ko:K01980	sega:SPUCDC_r012
ko:K01985	sega:SPUCDC_r003
ko:K01985	sega:SPUCDC_r014
ko:K01985	sega:SPUCDC_r008
ko:K01985	sega:SPUCDC_r017
ko:K01985	sega:SPUCDC_r022
ko:K01985	sega:SPUCDC_r011
ko:K01985	sega:SPUCDC_r004
ko:K01985	sega:SPUCDC_r007
ko:K14237	sega:SPUCDC_t004
ko:K14237	sega:SPUCDC_t005
ko:K14219	sega:SPUCDC_t016
ko:K14219	sega:SPUCDC_t033
ko:K14219	sega:SPUCDC_t059
ko:K14233	sega:SPUCDC_t014
ko:K14233	sega:SPUCDC_t024
ko:K14228	sega:SPUCDC_t057
ko:K14228	sega:SPUCDC_t075
ko:K14225	sega:SPUCDC_t052
ko:K14230	sega:SPUCDC_t027
ko:K14230	sega:SPUCDC_t030
ko:K14223	sega:SPUCDC_t029
ko:K14234	sega:SPUCDC_t051
ko:K14224	sega:SPUCDC_t037
ko:K14224	sega:SPUCDC_t055
ko:K01980	sega:SPUCDC_r015
ko:K01980	sega:SPUCDC_r018
ko:K01977	sega:SPUCDC_r019
ko:K14228	sega:SPUCDC_t074
ko:K14233	sega:SPUCDC_t013
ko:K14229	sega:SPUCDC_t003
ko:K14229	sega:SPUCDC_t026
ko:K14229	sega:SPUCDC_t025
ko:K14237	sega:SPUCDC_t018
ko:K14219	sega:SPUCDC_t007
ko:K14219	sega:SPUCDC_t038
ko:K14219	sega:SPUCDC_t040
ko:K14219	sega:SPUCDC_t039
ko:K14232	sega:SPUCDC_t008
ko:K14220	sega:SPUCDC_t009
ko:K14220	sega:SPUCDC_t010
ko:K14220	sega:SPUCDC_t011
ko:K14220	sega:SPUCDC_t012
ko:K14233	sega:SPUCDC_t041
ko:K14236	sega:SPUCDC_t019
ko:K14236	sega:SPUCDC_t053
ko:K14228	sega:SPUCDC_t020
ko:K14228	sega:SPUCDC_t047
ko:K14222	sega:SPUCDC_t021
ko:K14230	sega:SPUCDC_t042
ko:K14230	sega:SPUCDC_t043
ko:K14230	sega:SPUCDC_t076
ko:K14230	sega:SPUCDC_t046
ko:K14223	sega:SPUCDC_t031
ko:K14223	sega:SPUCDC_t032
ko:K14221	sega:SPUCDC_t035
ko:K14221	sega:SPUCDC_t061
ko:K14221	sega:SPUCDC_t036
ko:K14231	sega:SPUCDC_t045
ko:K14231	sega:SPUCDC_t070
ko:K14226	sega:SPUCDC_t058
ko:K01977	sega:SPUCDC_r016
ko:K01977	sega:SPUCDC_r020
ko:K14238	sega:SPUCDC_t066
ko:K14232	sega:SPUCDC_t067
ko:K17686	sega:SPUCDC_2448
ko:K02769	sega:SPUCDC_3698
ko:K02770	sega:SPUCDC_3698
ko:K02040	sega:SPUCDC_3699
ko:K02037	sega:SPUCDC_3700
ko:K02038	sega:SPUCDC_3701
ko:K02036	sega:SPUCDC_3702
ko:K02039	sega:SPUCDC_3703
ko:K06901	sega:SPUCDC_3705
ko:K08163	sega:SPUCDC_3709
ko:K03650	sega:SPUCDC_3710
ko:K03217	sega:SPUCDC_3711
ko:K03536	sega:SPUCDC_3712
ko:K02914	sega:SPUCDC_3713
ko:K02313	sega:SPUCDC_3714
ko:K02338	sega:SPUCDC_3715
ko:K03629	sega:SPUCDC_3716
ko:K02470	sega:SPUCDC_3717
ko:K00883	sega:SPUCDC_3723
ko:K01631	sega:SPUCDC_3724
ko:K01684	sega:SPUCDC_3725
ko:K01619	sega:SPUCDC_4544
ko:K00758	sega:SPUCDC_4545
ko:K01839	sega:SPUCDC_4546
ko:K03784	sega:SPUCDC_4547
ko:K03800	sega:SPUCDC_4549
ko:K07186	sega:SPUCDC_4551
ko:K01079	sega:SPUCDC_4552
ko:K04485	sega:SPUCDC_4553
ko:K06211	sega:SPUCDC_4554
ko:K08309	sega:SPUCDC_4556
ko:K03720	sega:SPUCDC_4557
ko:K05804	sega:SPUCDC_4560
ko:K05805	sega:SPUCDC_4561
ko:K07663	sega:SPUCDC_4562
ko:K07641	sega:SPUCDC_4563
ko:K06143	sega:SPUCDC_4564
ko:K07773	sega:SPUCDC_4573
ko:K02533	sega:SPUCDC_4574
ko:K01977	sega:SPUCDC_r001
ko:K13788	sega:SPUCDC_0549
ko:K14237	sega:SPUCDC_t017
ko:K06894	sega:SPUCDC_0346
ko:K05367	sega:SPUCDC_0347
ko:K06889	sega:SPUCDC_0328
ko:K01092	sega:SPUCDC_0329
ko:K15396	sega:SPUCDC_0330
ko:K13643	sega:SPUCDC_0331
ko:K04487	sega:SPUCDC_0333
ko:K04488	sega:SPUCDC_0334
ko:K13628	sega:SPUCDC_0335
ko:K04082	sega:SPUCDC_0336
ko:K04044	sega:SPUCDC_0337
ko:K04755	sega:SPUCDC_0338
ko:K07751	sega:SPUCDC_0340
ko:K01011	sega:SPUCDC_0345
ko:K00925	sega:SPUCDC_0550
ko:K09899	sega:SPUCDC_0552
ko:K09161	sega:SPUCDC_0553
ko:K14260	sega:SPUCDC_0557
ko:K00330	sega:SPUCDC_0561
ko:K00331	sega:SPUCDC_0562
ko:K13378	sega:SPUCDC_0563
ko:K00334	sega:SPUCDC_0564
ko:K00337	sega:SPUCDC_0567
ko:K00338	sega:SPUCDC_0568
ko:K00339	sega:SPUCDC_0569
ko:K00340	sega:SPUCDC_0570
ko:K00341	sega:SPUCDC_0571
ko:K00342	sega:SPUCDC_0572
ko:K00343	sega:SPUCDC_0573
ko:K07114	sega:SPUCDC_0575
ko:K03415	sega:SPUCDC_0576
ko:K02348	sega:SPUCDC_0578
ko:K05594	sega:SPUCDC_0579
ko:K02552	sega:SPUCDC_0580
ko:K02551	sega:SPUCDC_0581
ko:K08680	sega:SPUCDC_0582
ko:K01661	sega:SPUCDC_0583
ko:K02549	sega:SPUCDC_0584
ko:K01911	sega:SPUCDC_0585
ko:K12963	sega:SPUCDC_0587
ko:K12962	sega:SPUCDC_0588
ko:K07264	sega:SPUCDC_0589
ko:K13014	sega:SPUCDC_0590
ko:K10011	sega:SPUCDC_0591
ko:K10012	sega:SPUCDC_0592
ko:K07806	sega:SPUCDC_0593
ko:K12944	sega:SPUCDC_0596
ko:K12661	sega:SPUCDC_0600
ko:K12660	sega:SPUCDC_0602
ko:K00137	sega:SPUCDC_1408
ko:K08641	sega:SPUCDC_1410
ko:K08303	sega:SPUCDC_1415
ko:K16868	sega:SPUCDC_1419
ko:K03304	sega:SPUCDC_1420
ko:K03817	sega:SPUCDC_1422
ko:K02774	sega:SPUCDC_1424
ko:K02775	sega:SPUCDC_1425
ko:K06971	sega:SPUCDC_1426
ko:K02773	sega:SPUCDC_1427
ko:K14587	sega:SPUCDC_1428
ko:K08323	sega:SPUCDC_1431
ko:K00046	sega:SPUCDC_1432
ko:K00098	sega:SPUCDC_1434
ko:K03929	sega:SPUCDC_1438
ko:K05876	sega:SPUCDC_1441
ko:K00121	sega:SPUCDC_1442
ko:K02030	sega:SPUCDC_1449
ko:K02029	sega:SPUCDC_1450
ko:K02029	sega:SPUCDC_1452
ko:K12262	sega:SPUCDC_1455
ko:K03578	sega:SPUCDC_1457
ko:K01118	sega:SPUCDC_1458
ko:K09978	sega:SPUCDC_1460
ko:K02564	sega:SPUCDC_2267
ko:K01443	sega:SPUCDC_2268
ko:K02565	sega:SPUCDC_2269
ko:K02566	sega:SPUCDC_2270
ko:K01953	sega:SPUCDC_2271
ko:K03184	sega:SPUCDC_2273
ko:K06168	sega:SPUCDC_2274
ko:K07042	sega:SPUCDC_2277
ko:K06189	sega:SPUCDC_2279
ko:K03820	sega:SPUCDC_2280
ko:K10001	sega:SPUCDC_2281
ko:K10003	sega:SPUCDC_2282
ko:K10002	sega:SPUCDC_2283
ko:K10004	sega:SPUCDC_2284
ko:K04045	sega:SPUCDC_2287
ko:K01869	sega:SPUCDC_2298
ko:K03643	sega:SPUCDC_2299
ko:K02340	sega:SPUCDC_2300
ko:K00969	sega:SPUCDC_2301
ko:K04720	sega:SPUCDC_2302
ko:K09710	sega:SPUCDC_2305
ko:K00783	sega:SPUCDC_2306
ko:K05515	sega:SPUCDC_2307
ko:K05837	sega:SPUCDC_2308
ko:K03642	sega:SPUCDC_2309
ko:K07258	sega:SPUCDC_2310
ko:K09158	sega:SPUCDC_2311
ko:K03801	sega:SPUCDC_2312
ko:K03644	sega:SPUCDC_2315
ko:K03425	sega:SPUCDC_2316
ko:K06995	sega:SPUCDC_3117
ko:K09471	sega:SPUCDC_3118
ko:K11903	sega:SPUCDC_3122
ko:K08191	sega:SPUCDC_3126
ko:K01686	sega:SPUCDC_3127
ko:K01812	sega:SPUCDC_3129
ko:K01460	sega:SPUCDC_3131
ko:K02020	sega:SPUCDC_3133
ko:K02016	sega:SPUCDC_3134
ko:K04653	sega:SPUCDC_3135
ko:K04651	sega:SPUCDC_3136
ko:K06281	sega:SPUCDC_3139
ko:K06282	sega:SPUCDC_3142
ko:K03406	sega:SPUCDC_3145
ko:K03561	sega:SPUCDC_3152
ko:K01760	sega:SPUCDC_3154
ko:K08325	sega:SPUCDC_3158
ko:K06221	sega:SPUCDC_3159
ko:K07290	sega:SPUCDC_3949
ko:K07058	sega:SPUCDC_3951
ko:K01194	sega:SPUCDC_3956
ko:K03710	sega:SPUCDC_3957
ko:K07792	sega:SPUCDC_3960
ko:K01424	sega:SPUCDC_3961
ko:K00383	sega:SPUCDC_3962
ko:K07115	sega:SPUCDC_3964
ko:K01414	sega:SPUCDC_3966
ko:K15984	sega:SPUCDC_3967
ko:K03305	sega:SPUCDC_3968
ko:K06149	sega:SPUCDC_3969
ko:K06144	sega:SPUCDC_3970
ko:K16322	sega:SPUCDC_3971
ko:K07007	sega:SPUCDC_3972
ko:K01993	sega:SPUCDC_3974
ko:K07722	sega:SPUCDC_3977
ko:K06133	sega:SPUCDC_3978
ko:K09125	sega:SPUCDC_3983
ko:K04085	sega:SPUCDC_3984
ko:K03406	sega:SPUCDC_3985
ko:K01534	sega:SPUCDC_3986
ko:K08993	sega:SPUCDC_3990
ko:K03110	sega:SPUCDC_3992
ko:K09812	sega:SPUCDC_3993
ko:K09811	sega:SPUCDC_3994
ko:K03089	sega:SPUCDC_3995
ko:K01999	sega:SPUCDC_3996
ko:K01999	sega:SPUCDC_4000
ko:K01997	sega:SPUCDC_4001
ko:K07306	sega:SPUCDC_0348
ko:K07307	sega:SPUCDC_0349
ko:K07308	sega:SPUCDC_0350
ko:K00940	sega:SPUCDC_0352
ko:K06941	sega:SPUCDC_0353
ko:K15539	sega:SPUCDC_0355
ko:K01892	sega:SPUCDC_0357
ko:K03977	sega:SPUCDC_0360
ko:K13735	sega:SPUCDC_0362
ko:K03601	sega:SPUCDC_0368
ko:K00088	sega:SPUCDC_0369
ko:K01951	sega:SPUCDC_0370
ko:K01524	sega:SPUCDC_0375
ko:K00937	sega:SPUCDC_0376
ko:K11175	sega:SPUCDC_0377
ko:K01933	sega:SPUCDC_0378
ko:K00761	sega:SPUCDC_0380
ko:K02824	sega:SPUCDC_0381
ko:K10763	sega:SPUCDC_0382
ko:K08357	sega:SPUCDC_1200
ko:K08359	sega:SPUCDC_1201
ko:K13040	sega:SPUCDC_1203
ko:K13041	sega:SPUCDC_1204
ko:K14979	sega:SPUCDC_1209
ko:K14978	sega:SPUCDC_1210
ko:K03219	sega:SPUCDC_1211
ko:K03220	sega:SPUCDC_1212
ko:K15344	sega:SPUCDC_1214
ko:K15368	sega:SPUCDC_1215
ko:K15345	sega:SPUCDC_1216
ko:K15346	sega:SPUCDC_1217
ko:K15350	sega:SPUCDC_1220
ko:K03221	sega:SPUCDC_1222
ko:K03222	sega:SPUCDC_1225
ko:K03230	sega:SPUCDC_1230
ko:K03224	sega:SPUCDC_1231
ko:K03225	sega:SPUCDC_1234
ko:K03226	sega:SPUCDC_1235
ko:K03227	sega:SPUCDC_1236
ko:K03228	sega:SPUCDC_1237
ko:K03229	sega:SPUCDC_1238
ko:K03327	sega:SPUCDC_1239
ko:K00793	sega:SPUCDC_1240
ko:K00574	sega:SPUCDC_1241
ko:K04564	sega:SPUCDC_1245
ko:K07390	sega:SPUCDC_1247
ko:K01620	sega:SPUCDC_2057
ko:K11066	sega:SPUCDC_2060
ko:K10000	sega:SPUCDC_2063
ko:K09997	sega:SPUCDC_2064
ko:K09999	sega:SPUCDC_2065
ko:K09998	sega:SPUCDC_2066
ko:K09996	sega:SPUCDC_2067
ko:K02822	sega:SPUCDC_2069
ko:K03475	sega:SPUCDC_2070
ko:K03212	sega:SPUCDC_2072
ko:K11074	sega:SPUCDC_2074
ko:K11075	sega:SPUCDC_2075
ko:K11076	sega:SPUCDC_2076
ko:K11073	sega:SPUCDC_2077
ko:K05844	sega:SPUCDC_2079
ko:K07085	sega:SPUCDC_2084
ko:K08160	sega:SPUCDC_2088
ko:K11534	sega:SPUCDC_2090
ko:K07258	sega:SPUCDC_2091
ko:K00311	sega:SPUCDC_2096
ko:K03522	sega:SPUCDC_2099
ko:K03521	sega:SPUCDC_2100
ko:K14441	sega:SPUCDC_2105
ko:K13891	sega:SPUCDC_2106
ko:K13890	sega:SPUCDC_2107
ko:K13889	sega:SPUCDC_2108
ko:K03186	sega:SPUCDC_2905
ko:K06194	sega:SPUCDC_2909
ko:K00573	sega:SPUCDC_2911
ko:K03787	sega:SPUCDC_2912
ko:K06176	sega:SPUCDC_2913
ko:K01770	sega:SPUCDC_2914
ko:K00991	sega:SPUCDC_2915
ko:K05589	sega:SPUCDC_2916
ko:K00860	sega:SPUCDC_2918
ko:K00957	sega:SPUCDC_2920
ko:K09612	sega:SPUCDC_2921
ko:K15342	sega:SPUCDC_2923
ko:K00390	sega:SPUCDC_2931
ko:K00381	sega:SPUCDC_2932
ko:K00380	sega:SPUCDC_2934
ko:K01737	sega:SPUCDC_2935
ko:K06897	sega:SPUCDC_2937
ko:K10026	sega:SPUCDC_2939
ko:K01689	sega:SPUCDC_2940
ko:K01937	sega:SPUCDC_2941
ko:K04765	sega:SPUCDC_2942
ko:K03533	sega:SPUCDC_3731
ko:K00428	sega:SPUCDC_3732
ko:K02193	sega:SPUCDC_3733
ko:K02194	sega:SPUCDC_3734
ko:K02195	sega:SPUCDC_3735
ko:K02196	sega:SPUCDC_3736
ko:K02197	sega:SPUCDC_3737
ko:K02198	sega:SPUCDC_3738
ko:K02199	sega:SPUCDC_3739
ko:K04080	sega:SPUCDC_3744
ko:K04081	sega:SPUCDC_3745
ko:K07085	sega:SPUCDC_3746
ko:K00389	sega:SPUCDC_3748
ko:K06871	sega:SPUCDC_3750
ko:K01753	sega:SPUCDC_3752
ko:K13629	sega:SPUCDC_3753
ko:K13636	sega:SPUCDC_3754
ko:K08154	sega:SPUCDC_3755
ko:K01652	sega:SPUCDC_3757
ko:K01653	sega:SPUCDC_3758
ko:K11534	sega:SPUCDC_3759
ko:K00852	sega:SPUCDC_3760
ko:K02429	sega:SPUCDC_3761
ko:K07675	sega:SPUCDC_3764
ko:K07783	sega:SPUCDC_3765
ko:K07784	sega:SPUCDC_3766
ko:K07726	sega:SPUCDC_3768
ko:K01223	sega:SPUCDC_3771
ko:K17473	sega:SPUCDC_3775
ko:K17464	sega:SPUCDC_3776
ko:K17465	sega:SPUCDC_3777
ko:K17466	sega:SPUCDC_3778
ko:K17467	sega:SPUCDC_3779
ko:K17463	sega:SPUCDC_3781
ko:K07507	sega:SPUCDC_3784
ko:K01531	sega:SPUCDC_3786
ko:K14219	sega:SPUCDC_t015
ko:K01977	sega:SPUCDC_r010
ko:K01980	sega:SPUCDC_r009
ko:K14232	sega:SPUCDC_t056
ko:K14233	sega:SPUCDC_t023
ko:K14228	sega:SPUCDC_t028
ko:K14225	sega:SPUCDC_t022
ko:K14225	sega:SPUCDC_t073
ko:K14225	sega:SPUCDC_t072
ko:K14225	sega:SPUCDC_t071
ko:K14234	sega:SPUCDC_t034
ko:K14235	sega:SPUCDC_t060
ko:K01980	sega:SPUCDC_r021
ko:K03548	sega:SPUCDC_0385
ko:K03299	sega:SPUCDC_0387
ko:K00865	sega:SPUCDC_0388
ko:K03564	sega:SPUCDC_0389
ko:K03567	sega:SPUCDC_0390
ko:K01714	sega:SPUCDC_0391
ko:K07287	sega:SPUCDC_0392
ko:K01923	sega:SPUCDC_0393
ko:K07054	sega:SPUCDC_0394
ko:K06957	sega:SPUCDC_0395
ko:K01439	sega:SPUCDC_0397
ko:K07674	sega:SPUCDC_0400
ko:K12945	sega:SPUCDC_0403
ko:K00615	sega:SPUCDC_0406
ko:K00616	sega:SPUCDC_0407
ko:K00029	sega:SPUCDC_0409
ko:K04031	sega:SPUCDC_0410
ko:K04029	sega:SPUCDC_0411
ko:K04030	sega:SPUCDC_0412
ko:K04032	sega:SPUCDC_0413
ko:K04020	sega:SPUCDC_0414
ko:K04027	sega:SPUCDC_0415
ko:K04021	sega:SPUCDC_0417
ko:K04024	sega:SPUCDC_0418
ko:K04022	sega:SPUCDC_0419
ko:K04023	sega:SPUCDC_0420
ko:K04019	sega:SPUCDC_0421
ko:K03735	sega:SPUCDC_0422
ko:K03736	sega:SPUCDC_0423
ko:K04025	sega:SPUCDC_0425
ko:K04033	sega:SPUCDC_0426
ko:K01448	sega:SPUCDC_0430
ko:K07223	sega:SPUCDC_0434
ko:K02048	sega:SPUCDC_0436
ko:K02047	sega:SPUCDC_0438
ko:K02045	sega:SPUCDC_0439
ko:K12339	sega:SPUCDC_0440
ko:K03683	sega:SPUCDC_1249
ko:K01759	sega:SPUCDC_1250
ko:K10680	sega:SPUCDC_1251
ko:K16137	sega:SPUCDC_1252
ko:K06938	sega:SPUCDC_1253
ko:K06077	sega:SPUCDC_1260
ko:K09001	sega:SPUCDC_1261
ko:K00275	sega:SPUCDC_1263
ko:K01866	sega:SPUCDC_1264
ko:K00868	sega:SPUCDC_1265
ko:K00799	sega:SPUCDC_1266
ko:K03305	sega:SPUCDC_1267
ko:K10773	sega:SPUCDC_1268
ko:K03613	sega:SPUCDC_1269
ko:K03612	sega:SPUCDC_1270
ko:K03614	sega:SPUCDC_1271
ko:K03615	sega:SPUCDC_1272
ko:K03616	sega:SPUCDC_1273
ko:K03617	sega:SPUCDC_1274
ko:K01488	sega:SPUCDC_1278
ko:K01809	sega:SPUCDC_1281
ko:K01676	sega:SPUCDC_1282
ko:K01679	sega:SPUCDC_1283
ko:K07639	sega:SPUCDC_1285
ko:K14062	sega:SPUCDC_1287
ko:K07661	sega:SPUCDC_1289
ko:K03758	sega:SPUCDC_1291
ko:K00324	sega:SPUCDC_1293
ko:K00325	sega:SPUCDC_1294
