ko:K01212	bqy:MUS_4457
ko:K16012	bqy:MUS_4274
ko:K16013	bqy:MUS_4275
ko:K01784	bqy:MUS_4288
ko:K01258	bqy:MUS_4289
ko:K01906	bqy:MUS_2183
ko:K06324	bqy:MUS_0636
ko:K01182	bqy:MUS_0267
ko:K09815	bqy:MUS_0268
ko:K01176	bqy:MUS_0286
ko:K00016	bqy:MUS_0287
ko:K14338	bqy:MUS_0726
ko:K01784	bqy:MUS_1293
ko:K02786	bqy:MUS_1296
ko:K01220	bqy:MUS_1297
ko:K02530	bqy:MUS_1298
ko:K01297	bqy:MUS_1372
ko:K07404	bqy:MUS_1378
ko:K03499	bqy:MUS_1536
ko:K15329	bqy:MUS_1544
ko:K01092	bqy:MUS_1565
ko:K02414	bqy:MUS_1781
ko:K09764	bqy:MUS_1819
ko:K03177	bqy:MUS_1821
ko:K09976	bqy:MUS_2120
ko:K06196	bqy:MUS_2122
ko:K03700	bqy:MUS_2475
ko:K02086	bqy:MUS_2479
ko:K00974	bqy:MUS_2489
ko:K01569	bqy:MUS_2496
ko:K03886	bqy:MUS_2501
ko:K04517	bqy:MUS_2507
ko:K06948	bqy:MUS_2863
ko:K03976	bqy:MUS_2898
ko:K14338	bqy:MUS_2901
ko:K01243	bqy:MUS_2913
ko:K01048	bqy:MUS_3336
ko:K02051	bqy:MUS_3345
ko:K02049	bqy:MUS_3346
ko:K02050	bqy:MUS_3347
ko:K11709	bqy:MUS_3360
ko:K11708	bqy:MUS_3361
ko:K11710	bqy:MUS_3362
ko:K11707	bqy:MUS_3363
ko:K02549	bqy:MUS_3365
ko:K09762	bqy:MUS_3812
ko:K06023	bqy:MUS_3837
ko:K02564	bqy:MUS_3839
ko:K00010	bqy:MUS_4361
ko:K06610	bqy:MUS_4362
ko:K03386	bqy:MUS_4388
ko:K03518	bqy:MUS_4393
ko:K03708	bqy:MUS_0093
ko:K07067	bqy:MUS_0098
ko:K09698	bqy:MUS_0102
ko:K07032	bqy:MUS_0520
ko:K01077	bqy:MUS_0980
ko:K03294	bqy:MUS_0985
ko:K01916	bqy:MUS_0294
ko:K00294	bqy:MUS_0304
ko:K00121	bqy:MUS_0317
ko:K03294	bqy:MUS_0742
ko:K00567	bqy:MUS_1434
ko:K08969	bqy:MUS_1439
ko:K08964	bqy:MUS_1442
ko:K03697	bqy:MUS_1451
ko:K11189	bqy:MUS_1473
ko:K04763	bqy:MUS_1602
ko:K01958	bqy:MUS_1632
ko:K02274	bqy:MUS_1637
ko:K02862	bqy:MUS_1640
ko:K07177	bqy:MUS_1653
ko:K06994	bqy:MUS_1839
ko:K00059	bqy:MUS_1843
ko:K00639	bqy:MUS_1856
ko:K00652	bqy:MUS_2181
ko:K00666	bqy:MUS_2192
ko:K00575	bqy:MUS_2521
ko:K00805	bqy:MUS_2523
ko:K00805	bqy:MUS_2525
ko:K01823	bqy:MUS_2538
ko:K06313	bqy:MUS_2543
ko:K07052	bqy:MUS_2552
ko:K05337	bqy:MUS_2555
ko:K00058	bqy:MUS_2558
ko:K08680	bqy:MUS_3368
ko:K02552	bqy:MUS_3370
ko:K07192	bqy:MUS_3379
ko:K03499	bqy:MUS_3387
ko:K03406	bqy:MUS_3398
ko:K03406	bqy:MUS_3399
ko:K03406	bqy:MUS_3405
ko:K02242	bqy:MUS_3888
ko:K02241	bqy:MUS_3889
ko:K02240	bqy:MUS_3890
ko:K07692	bqy:MUS_3892
ko:K00819	bqy:MUS_4415
ko:K07652	bqy:MUS_4432
ko:K07668	bqy:MUS_4433
ko:K15986	bqy:MUS_4454
ko:K00564	bqy:MUS_0117
ko:K00121	bqy:MUS_0554
ko:K03455	bqy:MUS_1026
ko:K03698	bqy:MUS_1039
ko:K16137	bqy:MUS_0492
ko:K08093	bqy:MUS_0325
ko:K01226	bqy:MUS_0794
ko:K03486	bqy:MUS_0795
ko:K01104	bqy:MUS_0806
ko:K08724	bqy:MUS_1664
ko:K02824	bqy:MUS_1696
ko:K02823	bqy:MUS_1702
ko:K03647	bqy:MUS_1908
ko:K03713	bqy:MUS_1918
ko:K00059	bqy:MUS_2231
ko:K00058	bqy:MUS_2236
ko:K09763	bqy:MUS_2574
ko:K07258	bqy:MUS_2596
ko:K03783	bqy:MUS_2597
ko:K04763	bqy:MUS_2599
ko:K03711	bqy:MUS_2601
ko:K00027	bqy:MUS_2605
ko:K01424	bqy:MUS_2608
ko:K01515	bqy:MUS_2611
ko:K06889	bqy:MUS_2615
ko:K10041	bqy:MUS_3000
ko:K07570	bqy:MUS_3429
ko:K02056	bqy:MUS_3449
ko:K05565	bqy:MUS_3453
ko:K05568	bqy:MUS_3456
ko:K05570	bqy:MUS_3458
ko:K09693	bqy:MUS_3911
ko:K00852	bqy:MUS_3943
ko:K10440	bqy:MUS_3946
ko:K10439	bqy:MUS_3947
ko:K06325	bqy:MUS_3958
ko:K07052	bqy:MUS_4480
ko:K01759	bqy:MUS_4482
ko:K06346	bqy:MUS_4503
ko:K03593	bqy:MUS_0157
ko:K00657	bqy:MUS_0573
ko:K03492	bqy:MUS_0590
ko:K07533	bqy:MUS_1041
ko:K10708	bqy:MUS_3555
ko:K11636	bqy:MUS_4345
ko:K11634	bqy:MUS_4348
ko:K01223	bqy:MUS_4265
ko:K16323	bqy:MUS_4298
ko:K11735	bqy:MUS_0637
ko:K16169	bqy:MUS_2456
ko:K06288	bqy:MUS_3611
ko:K06290	bqy:MUS_3613
ko:K06372	bqy:MUS_2757
ko:K06359	bqy:MUS_1327
ko:K11440	bqy:MUS_3383
ko:K06322	bqy:MUS_2340
ko:K06361	bqy:MUS_0364
ko:K06364	bqy:MUS_4113
ko:K11621	bqy:MUS_3617
ko:K01342	bqy:MUS_1081
ko:K06429	bqy:MUS_2376
ko:K02251	bqy:MUS_3463
ko:K06414	bqy:MUS_1732
ko:K14225	bqy:MUS_R0091
ko:K11737	bqy:MUS_4391
ko:K13533	bqy:MUS_1433
ko:K06321	bqy:MUS_2341
ko:K06340	bqy:MUS_1223
ko:K06368	bqy:MUS_0264
ko:K06319	bqy:MUS_2342
ko:K06293	bqy:MUS_3923
ko:K06323	bqy:MUS_2339
ko:K06376	bqy:MUS_1444
ko:K06388	bqy:MUS_1354
ko:K03794	bqy:MUS_1712
ko:K15328	bqy:MUS_1870
ko:K06440	bqy:MUS_0556
ko:K02491	bqy:MUS_1482
ko:K06341	bqy:MUS_1222
ko:K08174	bqy:MUS_0166
ko:K15329	bqy:MUS_1871
ko:K13612	bqy:MUS_1879
ko:K15924	bqy:MUS_2165
ko:K06343	bqy:MUS_1220
ko:K05518	bqy:MUS_0477
ko:K06329	bqy:MUS_4452
ko:K11626	bqy:MUS_0239
ko:K06335	bqy:MUS_2126
ko:K13532	bqy:MUS_1446
ko:K06344	bqy:MUS_1219
ko:K15921	bqy:MUS_2166
ko:K16202	bqy:MUS_1370
ko:K16199	bqy:MUS_1371
ko:K16201	bqy:MUS_1369
ko:K16200	bqy:MUS_1368
ko:K16203	bqy:MUS_1367
ko:K09022	bqy:MUS_0054
ko:K07045	bqy:MUS_0912
ko:K14230	bqy:MUS_R0060
ko:K16264	bqy:MUS_0521
ko:K05340	bqy:MUS_0380
ko:K03321	bqy:MUS_0170
ko:K15770	bqy:MUS_3800
ko:K06439	bqy:MUS_0552
ko:K03483	bqy:MUS_0408
ko:K00034	bqy:MUS_0382
ko:K05519	bqy:MUS_1172
ko:K02525	bqy:MUS_2151
ko:K16698	bqy:MUS_3898
ko:K06367	bqy:MUS_1932
ko:K06389	bqy:MUS_1353
ko:K06418	bqy:MUS_3227
ko:K16919	bqy:MUS_3325
ko:K13277	bqy:MUS_4234
ko:K13276	bqy:MUS_1676
ko:K15772	bqy:MUS_3797
ko:K15771	bqy:MUS_3798
ko:K16786	bqy:MUS_0149
ko:K00090	bqy:MUS_3808
ko:K17234	bqy:MUS_3150
ko:K16787	bqy:MUS_0150
ko:K03457	bqy:MUS_4272
ko:K16785	bqy:MUS_0151
ko:K16699	bqy:MUS_3897
ko:K05825	bqy:MUS_3744
ko:K07257	bqy:MUS_4171
ko:K11637	bqy:MUS_0772
ko:K10119	bqy:MUS_3552
ko:K15337	bqy:MUS_1872
ko:K06320	bqy:MUS_2343
ko:K06297	bqy:MUS_0349
ko:K10810	bqy:MUS_1211
ko:K09681	bqy:MUS_2227
ko:K00980	bqy:MUS_3915
ko:K02032	bqy:MUS_1179
ko:K02031	bqy:MUS_1178
ko:K16789	bqy:MUS_3378
ko:K07979	bqy:MUS_3327
ko:K04757	bqy:MUS_0475
ko:K15555	bqy:MUS_0914
ko:K16694	bqy:MUS_3903
ko:K16705	bqy:MUS_3900
ko:K16706	bqy:MUS_3899
ko:K10117	bqy:MUS_3554
ko:K15313	bqy:MUS_2633
ko:K08168	bqy:MUS_2886
ko:K07250	bqy:MUS_0378
ko:K01985	bqy:MUS_R0064
ko:K01985	bqy:MUS_R0028
ko:K01985	bqy:MUS_R0013
ko:K01985	bqy:MUS_R0040
ko:K01985	bqy:MUS_R0059
ko:K01985	bqy:MUS_R0025
ko:K01985	bqy:MUS_R0043
ko:K01985	bqy:MUS_R0108
ko:K01985	bqy:MUS_R0003
ko:K01985	bqy:MUS_R0008
ko:K01233	bqy:MUS_3567
ko:K15312	bqy:MUS_1874
ko:K06336	bqy:MUS_2759
ko:K06351	bqy:MUS_0400
ko:K06595	bqy:MUS_1089
ko:K06113	bqy:MUS_3156
ko:K02277	bqy:MUS_1639
ko:K07705	bqy:MUS_3166
ko:K13052	bqy:MUS_0068
ko:K06315	bqy:MUS_1475
ko:K13037	bqy:MUS_4149
ko:K13281	bqy:MUS_4097
ko:K06378	bqy:MUS_2595
ko:K06415	bqy:MUS_0979
ko:K00634	bqy:MUS_2699
ko:K03429	bqy:MUS_2368
ko:K02303	bqy:MUS_1711
ko:K11050	bqy:MUS_0693
ko:K02032	bqy:MUS_1377
ko:K02068	bqy:MUS_1314
ko:K07029	bqy:MUS_0689
ko:K08194	bqy:MUS_0298
ko:K10118	bqy:MUS_3553
ko:K10118	bqy:MUS_3304
ko:K10119	bqy:MUS_3305
ko:K00128	bqy:MUS_3240
ko:K16962	bqy:MUS_0354
ko:K16043	bqy:MUS_1133
ko:K00128	bqy:MUS_4381
ko:K13615	bqy:MUS_1886
ko:K16044	bqy:MUS_3672
ko:K14219	bqy:MUS_R0020
ko:K14219	bqy:MUS_R0101
ko:K14219	bqy:MUS_R0032
ko:K14219	bqy:MUS_R0055
ko:K06359	bqy:MUS_1591
ko:K06016	bqy:MUS_0514
ko:K02030	bqy:MUS_2690
ko:K12263	bqy:MUS_3870
ko:K14224	bqy:MUS_R0010
ko:K14224	bqy:MUS_R0044
ko:K14224	bqy:MUS_R0115
ko:K14224	bqy:MUS_R0067
ko:K14224	bqy:MUS_R0051
ko:K14224	bqy:MUS_R0087
ko:K14228	bqy:MUS_R0054
ko:K14228	bqy:MUS_R0017
ko:K16785	bqy:MUS_1404
ko:K16786	bqy:MUS_1405
ko:K16787	bqy:MUS_1405
ko:K14218	bqy:MUS_R0022
ko:K14218	bqy:MUS_R0038
ko:K14218	bqy:MUS_R0099
ko:K14218	bqy:MUS_R0034
ko:K11639	bqy:MUS_0777
ko:K15657	bqy:MUS_0331
ko:K02768	bqy:MUS_2895
ko:K02769	bqy:MUS_2895
ko:K02770	bqy:MUS_2895
ko:K11991	bqy:MUS_0022
ko:K16919	bqy:MUS_3323
ko:K02809	bqy:MUS_4192
ko:K02810	bqy:MUS_4192
ko:K16918	bqy:MUS_3321
ko:K16920	bqy:MUS_3322
ko:K16919	bqy:MUS_3324
ko:K16921	bqy:MUS_3326
ko:K14234	bqy:MUS_R0106
ko:K14234	bqy:MUS_R0072
ko:K14234	bqy:MUS_R0015
ko:K14234	bqy:MUS_R0046
ko:K06113	bqy:MUS_4326
ko:K03417	bqy:MUS_2702
ko:K00951	bqy:MUS_3023
ko:K02803	bqy:MUS_0786
ko:K02804	bqy:MUS_0786
ko:K14230	bqy:MUS_R0069
ko:K14230	bqy:MUS_R0095
ko:K14230	bqy:MUS_R0097
ko:K16898	bqy:MUS_1112
ko:K16899	bqy:MUS_1111
ko:K16869	bqy:MUS_4141
ko:K14230	bqy:MUS_R0009
ko:K14230	bqy:MUS_R0035
ko:K14230	bqy:MUS_R0098
ko:K16925	bqy:MUS_1406
ko:K02538	bqy:MUS_2896
ko:K01980	bqy:MUS_R0002
ko:K01980	bqy:MUS_R0007
ko:K01980	bqy:MUS_R0027
ko:K01980	bqy:MUS_R0063
ko:K01980	bqy:MUS_R0024
ko:K01980	bqy:MUS_R0012
ko:K01980	bqy:MUS_R0109
ko:K01980	bqy:MUS_R0042
ko:K01980	bqy:MUS_R0058
ko:K01980	bqy:MUS_R0039
ko:K14233	bqy:MUS_R0066
ko:K14225	bqy:MUS_R0031
ko:K14225	bqy:MUS_R0103
ko:K14225	bqy:MUS_R0077
ko:K14225	bqy:MUS_R0018
ko:K14228	bqy:MUS_R0080
ko:K16960	bqy:MUS_3677
ko:K16959	bqy:MUS_3678
ko:K16958	bqy:MUS_3679
ko:K16957	bqy:MUS_3680
ko:K16956	bqy:MUS_3681
ko:K02101	bqy:MUS_3152
ko:K15327	bqy:MUS_1869
ko:K16963	bqy:MUS_0355
ko:K15468	bqy:MUS_1888
ko:K21064	bqy:MUS_1153
ko:K01897	bqy:MUS_1078
ko:K17103	bqy:MUS_0229
ko:K01990	bqy:MUS_3293
ko:K01992	bqy:MUS_3292
ko:K01990	bqy:MUS_3510
ko:K01992	bqy:MUS_1032
ko:K01218	bqy:MUS_4268
ko:K01990	bqy:MUS_0942
ko:K01990	bqy:MUS_1031
ko:K01990	bqy:MUS_1053
ko:K14227	bqy:MUS_R0090
ko:K01992	bqy:MUS_3511
ko:K01664	bqy:MUS_0083
ko:K01990	bqy:MUS_0194
ko:K03457	bqy:MUS_4012
ko:K17216	bqy:MUS_2912
ko:K00096	bqy:MUS_3151
ko:K06430	bqy:MUS_2473
ko:K00034	bqy:MUS_0266
ko:K01897	bqy:MUS_3129
ko:K00265	bqy:MUS_2226
ko:K06298	bqy:MUS_3111
ko:K02484	bqy:MUS_4422
ko:K06427	bqy:MUS_3643
ko:K04091	bqy:MUS_0917
ko:K01537	bqy:MUS_1716
ko:K14228	bqy:MUS_R0019
ko:K14228	bqy:MUS_R0102
ko:K14228	bqy:MUS_R0079
ko:K17462	bqy:MUS_2914
ko:K02029	bqy:MUS_2689
ko:K02028	bqy:MUS_2688
ko:K01992	bqy:MUS_1054
ko:K17235	bqy:MUS_3149
ko:K17236	bqy:MUS_3148
ko:K14218	bqy:MUS_R0111
ko:K14227	bqy:MUS_R0037
ko:K03574	bqy:MUS_0517
ko:K03574	bqy:MUS_3815
ko:K03574	bqy:MUS_4324
ko:K14233	bqy:MUS_R0004
ko:K14233	bqy:MUS_R0096
ko:K01585	bqy:MUS_1561
ko:K01990	bqy:MUS_0451
ko:K01990	bqy:MUS_0731
ko:K01990	bqy:MUS_1232
ko:K01990	bqy:MUS_4135
ko:K10112	bqy:MUS_3549
ko:K01990	bqy:MUS_0206
ko:K01990	bqy:MUS_0943
ko:K01990	bqy:MUS_3651
ko:K01990	bqy:MUS_4165
ko:K10112	bqy:MUS_4282
ko:K19309	bqy:MUS_0818
ko:K14219	bqy:MUS_R0086
ko:K14219	bqy:MUS_R0085
ko:K17472	bqy:MUS_3012
ko:K14231	bqy:MUS_R0071
ko:K14231	bqy:MUS_R0093
ko:K14231	bqy:MUS_R0113
ko:K17686	bqy:MUS_3667
ko:K14220	bqy:MUS_R0049
ko:K14220	bqy:MUS_R0089
ko:K14237	bqy:MUS_R0082
ko:K14219	bqy:MUS_R0083
ko:K14228	bqy:MUS_R0104
ko:K14234	bqy:MUS_R0030
ko:K14233	bqy:MUS_R0088
ko:K14233	bqy:MUS_R0050
ko:K14237	bqy:MUS_R0014
ko:K14237	bqy:MUS_R0045
ko:K14237	bqy:MUS_R0068
ko:K14237	bqy:MUS_R0107
ko:K14236	bqy:MUS_R0047
ko:K14236	bqy:MUS_R0073
ko:K14229	bqy:MUS_R0016
ko:K14229	bqy:MUS_R0105
ko:K14229	bqy:MUS_R0116
ko:K14229	bqy:MUS_R0053
ko:K14232	bqy:MUS_R0021
ko:K14232	bqy:MUS_R0033
ko:K14232	bqy:MUS_R0100
ko:K14221	bqy:MUS_R0061
ko:K14221	bqy:MUS_R0114
ko:K14221	bqy:MUS_R0094
ko:K14221	bqy:MUS_R0070
ko:K14235	bqy:MUS_R0074
ko:K14226	bqy:MUS_R0075
ko:K14226	bqy:MUS_R0092
ko:K14223	bqy:MUS_R0084
ko:K14225	bqy:MUS_R0056
ko:K14225	bqy:MUS_R0081
ko:K14223	bqy:MUS_R0048
ko:K14223	bqy:MUS_R0076
ko:K14223	bqy:MUS_R0052
ko:K14219	bqy:MUS_R0112
ko:K14220	bqy:MUS_R0029
ko:K01227	bqy:MUS_3918
ko:K03292	bqy:MUS_1321
ko:K03292	bqy:MUS_2072
ko:K17836	bqy:MUS_1287
ko:K01843	bqy:MUS_2330
ko:K06518	bqy:MUS_0200
ko:K06518	bqy:MUS_4223
ko:K01791	bqy:MUS_3909
ko:K11928	bqy:MUS_0305
ko:K17828	bqy:MUS_1703
ko:K12574	bqy:MUS_1832
ko:K12574	bqy:MUS_1538
ko:K18115	bqy:MUS_2281
ko:K17763	bqy:MUS_0719
ko:K17763	bqy:MUS_1403
ko:K17763	bqy:MUS_2297
ko:K17763	bqy:MUS_2773
ko:K17837	bqy:MUS_1230
ko:K17763	bqy:MUS_0471
ko:K17762	bqy:MUS_0472
ko:K07284	bqy:MUS_0770
ko:K07284	bqy:MUS_0957
ko:K00661	bqy:MUS_0559
ko:K17733	bqy:MUS_0263
ko:K00128	bqy:MUS_2280
ko:K17758	bqy:MUS_4273
ko:K17734	bqy:MUS_1893
ko:K01187	bqy:MUS_3411
ko:K00537	bqy:MUS_3584
ko:K08221	bqy:MUS_0749
ko:K18104	bqy:MUS_3824
ko:K00632	bqy:MUS_3586
ko:K01046	bqy:MUS_0257
ko:K02809	bqy:MUS_0180
ko:K02810	bqy:MUS_0180
ko:K00004	bqy:MUS_0631
ko:K07222	bqy:MUS_0522
ko:K01101	bqy:MUS_3529
ko:K03892	bqy:MUS_4260
ko:K01297	bqy:MUS_2263
ko:K05799	bqy:MUS_3745
ko:K03206	bqy:MUS_0972
ko:K21471	bqy:MUS_3818
ko:K07145	bqy:MUS_0716
ko:K21469	bqy:MUS_0179
ko:K21472	bqy:MUS_3534
ko:K03719	bqy:MUS_0417
ko:K21466	bqy:MUS_1481
ko:K18231	bqy:MUS_0565
ko:K11923	bqy:MUS_0993
ko:K19546	bqy:MUS_4152
ko:K11691	bqy:MUS_0447
ko:K19449	bqy:MUS_2758
ko:K19429	bqy:MUS_3753
ko:K00965	bqy:MUS_4206
ko:K06304	bqy:MUS_2717
ko:K03406	bqy:MUS_3400
ko:K02761	bqy:MUS_4231
ko:K02902	bqy:MUS_1733
ko:K03088	bqy:MUS_3246
ko:K06421	bqy:MUS_1425
ko:K07723	bqy:MUS_2041
ko:K03671	bqy:MUS_2045
ko:K03768	bqy:MUS_2583
ko:K06284	bqy:MUS_1533
ko:K01425	bqy:MUS_1577
ko:K06366	bqy:MUS_3542
ko:K06019	bqy:MUS_4470
ko:K19420	bqy:MUS_3766
ko:K22579	bqy:MUS_3851
ko:K16235	bqy:MUS_0236
ko:K03742	bqy:MUS_1848
ko:K16236	bqy:MUS_4332
ko:K00681	bqy:MUS_2216
ko:K00681	bqy:MUS_3967
ko:K08693	bqy:MUS_0799
ko:K15640	bqy:MUS_1085
ko:K09388	bqy:MUS_4128
ko:K06380	bqy:MUS_3067
ko:K06384	bqy:MUS_2602
ko:K04749	bqy:MUS_0474
ko:K09809	bqy:MUS_3913
ko:K12555	bqy:MUS_1063
ko:K18770	bqy:MUS_3441
ko:K18672	bqy:MUS_0186
ko:K18707	bqy:MUS_2838
ko:K18692	bqy:MUS_2809
ko:K18929	bqy:MUS_3742
ko:K01971	bqy:MUS_1417
ko:K18928	bqy:MUS_3743
ko:K18924	bqy:MUS_1382
ko:K18925	bqy:MUS_1383
ko:K18907	bqy:MUS_4476
ko:K06147	bqy:MUS_0845
ko:K09692	bqy:MUS_3912
ko:K01612	bqy:MUS_0341
ko:K07171	bqy:MUS_0470
ko:K13611	bqy:MUS_2642
ko:K13611	bqy:MUS_1877
ko:K10747	bqy:MUS_2008
ko:K18967	bqy:MUS_0947
ko:K03790	bqy:MUS_2102
ko:K06147	bqy:MUS_0844
ko:K03169	bqy:MUS_0418
ko:K03111	bqy:MUS_4488
ko:K03497	bqy:MUS_4497
ko:K03496	bqy:MUS_4498
ko:K03497	bqy:MUS_4499
ko:K03111	bqy:MUS_3999
ko:K04565	bqy:MUS_2290
ko:K05593	bqy:MUS_0709
ko:K03502	bqy:MUS_1930
ko:K08191	bqy:MUS_2152
ko:K19005	bqy:MUS_0734
ko:K03526	bqy:MUS_2802
ko:K19005	bqy:MUS_0789
ko:K18979	bqy:MUS_0924
ko:K01174	bqy:MUS_1922
ko:K07816	bqy:MUS_4240
ko:K14742	bqy:MUS_0605
ko:K06609	bqy:MUS_0600
ko:K19242	bqy:MUS_0982
ko:K02483	bqy:MUS_0361
ko:K19563	bqy:MUS_2182
ko:K02777	bqy:MUS_2467
ko:K07149	bqy:MUS_0335
ko:K00354	bqy:MUS_2674
ko:K19220	bqy:MUS_2291
ko:K00798	bqy:MUS_3621
ko:K19223	bqy:MUS_0975
ko:K19224	bqy:MUS_0981
ko:K01897	bqy:MUS_1087
ko:K01710	bqy:MUS_4168
ko:K01447	bqy:MUS_1351
ko:K06345	bqy:MUS_3044
ko:K11615	bqy:MUS_3445
ko:K12132	bqy:MUS_1728
ko:K01447	bqy:MUS_1329
ko:K07462	bqy:MUS_2021
ko:K19302	bqy:MUS_2323
ko:K00020	bqy:MUS_1478
ko:K01785	bqy:MUS_2211
ko:K19426	bqy:MUS_3757
ko:K19433	bqy:MUS_2761
ko:K19285	bqy:MUS_4197
ko:K19286	bqy:MUS_0374
ko:K03722	bqy:MUS_2459
ko:K03722	bqy:MUS_2484
ko:K02100	bqy:MUS_3727
ko:K01567	bqy:MUS_0817
ko:K01992	bqy:MUS_0452
ko:K01992	bqy:MUS_0944
ko:K01992	bqy:MUS_1231
ko:K01992	bqy:MUS_3653
ko:K00839	bqy:MUS_3546
ko:K11638	bqy:MUS_0775
ko:K19422	bqy:MUS_3763
ko:K19421	bqy:MUS_3764
ko:K04771	bqy:MUS_1364
ko:K01400	bqy:MUS_1567
ko:K19405	bqy:MUS_0095
ko:K00903	bqy:MUS_3765
ko:K19411	bqy:MUS_0094
ko:K19302	bqy:MUS_4019
ko:K00526	bqy:MUS_2044
ko:K00525	bqy:MUS_1909
ko:K00525	bqy:MUS_2042
ko:K19432	bqy:MUS_4214
ko:K19419	bqy:MUS_3759
ko:K19424	bqy:MUS_3760
ko:K19423	bqy:MUS_3762
ko:K19425	bqy:MUS_3758
ko:K03574	bqy:MUS_3348
ko:K19428	bqy:MUS_3754
ko:K19431	bqy:MUS_3749
ko:K19430	bqy:MUS_3751
ko:K19418	bqy:MUS_3755
ko:K07149	bqy:MUS_3772
ko:K19302	bqy:MUS_0821
ko:K18567	bqy:MUS_0589
ko:K19550	bqy:MUS_4146
ko:K13613	bqy:MUS_2648
ko:K06881	bqy:MUS_3208
ko:K19577	bqy:MUS_0873
ko:K11625	bqy:MUS_0563
ko:K00887	bqy:MUS_2827
ko:K03294	bqy:MUS_2878
ko:K21755	bqy:MUS_0339
ko:K19552	bqy:MUS_4148
ko:K19549	bqy:MUS_4147
ko:K19548	bqy:MUS_4150
ko:K19547	bqy:MUS_4151
ko:K08164	bqy:MUS_2217
ko:K01258	bqy:MUS_2683
ko:K19784	bqy:MUS_3422
ko:K00547	bqy:MUS_1139
ko:K00297	bqy:MUS_1139
ko:K07119	bqy:MUS_0755
ko:K19802	bqy:MUS_1373
ko:K19802	bqy:MUS_1375
ko:K19955	bqy:MUS_3427
ko:K02004	bqy:MUS_0692
ko:K19955	bqy:MUS_3426
ko:K05770	bqy:MUS_3372
ko:K20074	bqy:MUS_1727
ko:K18907	bqy:MUS_1136
ko:K02247	bqy:MUS_2766
ko:K20201	bqy:MUS_4064
ko:K20116	bqy:MUS_1472
ko:K20117	bqy:MUS_1472
ko:K20118	bqy:MUS_1472
ko:K21613	bqy:MUS_0356
ko:K22222	bqy:MUS_1977
ko:K20492	bqy:MUS_3698
ko:K20461	bqy:MUS_4353
ko:K20459	bqy:MUS_4351
ko:K20460	bqy:MUS_4352
ko:K20487	bqy:MUS_3696
ko:K20488	bqy:MUS_3697
ko:K20490	bqy:MUS_3700
ko:K20491	bqy:MUS_3699
ko:K20534	bqy:MUS_1362
ko:K18889	bqy:MUS_1011
ko:K08884	bqy:MUS_0073
ko:K18890	bqy:MUS_1014
ko:K20534	bqy:MUS_0882
ko:K21759	bqy:MUS_0342
ko:K22103	bqy:MUS_3997
ko:K07258	bqy:MUS_2570
ko:K01271	bqy:MUS_1468
ko:K01208	bqy:MUS_3801
ko:K22106	bqy:MUS_2902
ko:K21029	bqy:MUS_1511
ko:K20895	bqy:MUS_1682
ko:K03148	bqy:MUS_1215
ko:K21064	bqy:MUS_3928
ko:K08968	bqy:MUS_3235
ko:K00821	bqy:MUS_1162
ko:K21064	bqy:MUS_0395
ko:K00435	bqy:MUS_4145
ko:K00526	bqy:MUS_1910
ko:K06904	bqy:MUS_2424
ko:K00560	bqy:MUS_0531
ko:K01520	bqy:MUS_2108
ko:K02316	bqy:MUS_2817
ko:K06217	bqy:MUS_2830
ko:K01493	bqy:MUS_2854
ko:K03546	bqy:MUS_1114
ko:K03553	bqy:MUS_1849
ko:K01520	bqy:MUS_2046
ko:K00560	bqy:MUS_2050
ko:K00287	bqy:MUS_2051
ko:K00287	bqy:MUS_2357
ko:K00560	bqy:MUS_2358
ko:K00857	bqy:MUS_4081
ko:K02315	bqy:MUS_2985
ko:K06904	bqy:MUS_2954
ko:K02314	bqy:MUS_4437
ko:K21285	bqy:MUS_3917
ko:K03328	bqy:MUS_0063
ko:K03293	bqy:MUS_0202
ko:K03293	bqy:MUS_3339
ko:K02483	bqy:MUS_2881
ko:K02031	bqy:MUS_0909
ko:K05375	bqy:MUS_3487
ko:K02335	bqy:MUS_3184
ko:K01759	bqy:MUS_2327
ko:K21416	bqy:MUS_0835
ko:K21417	bqy:MUS_0836
ko:K06607	bqy:MUS_4370
ko:K03293	bqy:MUS_3732
ko:K21405	bqy:MUS_0839
ko:K21464	bqy:MUS_4121
ko:K21481	bqy:MUS_1062
ko:K21465	bqy:MUS_2796
ko:K21467	bqy:MUS_0406
ko:K21468	bqy:MUS_2917
ko:K02483	bqy:MUS_4423
ko:K21567	bqy:MUS_0308
ko:K21487	bqy:MUS_2090
ko:K21494	bqy:MUS_3977
ko:K21601	bqy:MUS_0385
ko:K21487	bqy:MUS_2244
ko:K21490	bqy:MUS_1927
ko:K21600	bqy:MUS_3671
ko:K21567	bqy:MUS_3505
ko:K21488	bqy:MUS_2243
ko:K21488	bqy:MUS_2091
ko:K21745	bqy:MUS_0538
ko:K21701	bqy:MUS_0176
ko:K21802	bqy:MUS_0743
ko:K21902	bqy:MUS_0748
ko:K21935	bqy:MUS_2331
ko:K18244	bqy:MUS_2705
ko:K00680	bqy:MUS_3682
ko:K06299	bqy:MUS_3472
ko:K22043	bqy:MUS_2256
ko:K21960	bqy:MUS_3683
ko:K21993	bqy:MUS_2906
ko:K00754	bqy:MUS_2490
ko:K01463	bqy:MUS_2491
ko:K22135	bqy:MUS_2298
ko:K22136	bqy:MUS_1660
ko:K03595	bqy:MUS_2825
ko:K14274	bqy:MUS_3626
