ko:K12132	btg:BTB_c39880
ko:K06370	btg:BTB_c45650
ko:K03517	btg:BTB_c45660
ko:K00767	btg:BTB_c45670
ko:K00278	btg:BTB_c45680
ko:K04487	btg:BTB_c45690
ko:K02003	btg:BTB_c45750
ko:K02836	btg:BTB_c53790
ko:K03070	btg:BTB_c53800
ko:K05808	btg:BTB_c53810
ko:K03704	btg:BTB_c53820
ko:K00012	btg:BTB_c53910
ko:K07240	btg:BTB_c53960
ko:K02759	btg:BTB_c53990
ko:K02761	btg:BTB_c54000
ko:K02760	btg:BTB_c54010
ko:K00797	btg:BTB_c54020
ko:K01611	btg:BTB_c54030
ko:K02759	btg:BTB_c54040
ko:K02761	btg:BTB_c54050
ko:K02760	btg:BTB_c54060
ko:K01421	btg:BTB_c54100
ko:K00425	btg:BTB_c54140
ko:K00426	btg:BTB_c54150
ko:K03893	btg:BTB_c54160
ko:K03147	btg:BTB_c54170
ko:K03303	btg:BTB_c54210
ko:K00824	btg:BTB_c54260
ko:K01938	btg:BTB_c21650
ko:K03088	btg:BTB_c21720
ko:K00432	btg:BTB_c21770
ko:K03924	btg:BTB_c21800
ko:K00370	btg:BTB_c21810
ko:K00371	btg:BTB_c21820
ko:K00373	btg:BTB_c21830
ko:K03639	btg:BTB_c21860
ko:K03750	btg:BTB_c21880
ko:K03636	btg:BTB_c21900
ko:K02575	btg:BTB_c21910
ko:K07088	btg:BTB_c21920
ko:K02304	btg:BTB_c21940
ko:K13542	btg:BTB_c21960
ko:K00363	btg:BTB_c21970
ko:K00362	btg:BTB_c21980
ko:K07322	btg:BTB_c21990
ko:K00675	btg:BTB_c22030
ko:K06416	btg:BTB_c22060
ko:K06950	btg:BTB_c22110
ko:K15738	btg:BTB_c22120
ko:K00800	btg:BTB_c30680
ko:K00817	btg:BTB_c30700
ko:K01736	btg:BTB_c30710
ko:K13853	btg:BTB_c30720
ko:K00116	btg:BTB_c30870
ko:K10555	btg:BTB_c30880
ko:K10557	btg:BTB_c30890
ko:K10556	btg:BTB_c30900
ko:K10558	btg:BTB_c30910
ko:K11216	btg:BTB_c30940
ko:K16323	btg:BTB_c31010
ko:K00147	btg:BTB_c31020
ko:K00931	btg:BTB_c31030
ko:K00286	btg:BTB_c31040
ko:K02205	btg:BTB_c31070
ko:K01962	btg:BTB_c31110
ko:K10255	btg:BTB_c31130
ko:K06411	btg:BTB_c39270
ko:K06410	btg:BTB_c39280
ko:K00962	btg:BTB_c39320
ko:K02956	btg:BTB_c39330
ko:K11753	btg:BTB_c39340
ko:K02834	btg:BTB_c39360
ko:K02519	btg:BTB_c39380
ko:K07742	btg:BTB_c39400
ko:K02600	btg:BTB_c39410
ko:K09748	btg:BTB_c39420
ko:K03763	btg:BTB_c39430
ko:K01881	btg:BTB_c39440
ko:K11749	btg:BTB_c39450
ko:K00099	btg:BTB_c39460
ko:K00981	btg:BTB_c39470
ko:K00806	btg:BTB_c39480
ko:K02838	btg:BTB_c39490
ko:K09903	btg:BTB_c39500
ko:K02357	btg:BTB_c39510
ko:K02967	btg:BTB_c39520
ko:K03706	btg:BTB_c39530
ko:K03667	btg:BTB_c39550
ko:K01419	btg:BTB_c39560
ko:K03733	btg:BTB_c39570
ko:K04094	btg:BTB_c39580
ko:K03168	btg:BTB_c39590
ko:K04096	btg:BTB_c39600
ko:K01902	btg:BTB_c39610
ko:K01903	btg:BTB_c39620
ko:K03470	btg:BTB_c39630
ko:K01611	btg:BTB_c47330
ko:K00134	btg:BTB_c47340
ko:K00859	btg:BTB_c47350
ko:K07636	btg:BTB_c47390
ko:K00024	btg:BTB_c47440
ko:K00031	btg:BTB_c47450
ko:K01647	btg:BTB_c47460
ko:K07113	btg:BTB_c47490
ko:K00873	btg:BTB_c47500
ko:K00850	btg:BTB_c47510
ko:K01962	btg:BTB_c47520
ko:K01963	btg:BTB_c47530
ko:K02337	btg:BTB_c47560
ko:K00259	btg:BTB_c47750
ko:K01755	btg:BTB_c47810
ko:K01940	btg:BTB_c47820
ko:K02016	btg:BTB_c55800
ko:K02013	btg:BTB_c55810
ko:K02015	btg:BTB_c55820
ko:K02015	btg:BTB_c55830
ko:K06314	btg:BTB_c55850
ko:K01449	btg:BTB_c55900
ko:K06305	btg:BTB_c55910
ko:K10716	btg:BTB_c55940
ko:K03648	btg:BTB_c55980
ko:K00003	btg:BTB_c56040
ko:K00651	btg:BTB_c56050
ko:K01740	btg:BTB_c56060
ko:K01118	btg:BTB_c56100
ko:K00868	btg:BTB_c56130
ko:K06200	btg:BTB_c56160
ko:K08369	btg:BTB_c56180
ko:K05946	btg:BTB_c56190
ko:K00942	btg:BTB_502p06140
ko:K02337	btg:BTB_502p06290
ko:K06915	btg:BTB_502p06320
ko:K01895	btg:BTB_c48160
ko:K04766	btg:BTB_c48170
ko:K04768	btg:BTB_c48190
ko:K03282	btg:BTB_c48260
ko:K02529	btg:BTB_c48300
ko:K12267	btg:BTB_c56370
ko:K05339	btg:BTB_c56390
ko:K05338	btg:BTB_c56400
ko:K07704	btg:BTB_c56420
ko:K00491	btg:BTB_c56450
ko:K04564	btg:BTB_c56460
ko:K11068	btg:BTB_c56500
ko:K00364	btg:BTB_c56530
ko:K00783	btg:BTB_c56570
ko:K01939	btg:BTB_c56690
ko:K02939	btg:BTB_c56710
ko:K02963	btg:BTB_c56740
ko:K02990	btg:BTB_c56760
ko:K06942	btg:BTB_c56770
ko:K07075	btg:BTB_502p06660
ko:K04095	btg:BTB_502p07030
ko:K03095	btg:BTB_502p04560
ko:K16654	btg:BTB_c12960
ko:K00034	btg:BTB_c48700
ko:K16786	btg:BTB_c01610
ko:K00090	btg:BTB_c50670
ko:K16787	btg:BTB_c01620
ko:K16785	btg:BTB_c01630
ko:K05813	btg:BTB_c05840
ko:K11637	btg:BTB_c09940
ko:K10810	btg:BTB_c08220
ko:K16789	btg:BTB_c49710
ko:K01985	btg:BTB_c50560
ko:K01985	btg:BTB_c00880
ko:K01985	btg:BTB_c01760
ko:K01985	btg:BTB_c07930
ko:K01985	btg:BTB_c05370
ko:K01985	btg:BTB_c02860
ko:K01985	btg:BTB_c03180
ko:K01985	btg:BTB_c03310
ko:K01985	btg:BTB_c03360
ko:K01985	btg:BTB_c00110
ko:K01985	btg:BTB_c03130
ko:K01985	btg:BTB_c01000
ko:K01985	btg:BTB_c00330
ko:K01985	btg:BTB_c03080
ko:K07979	btg:BTB_c42130
ko:K04757	btg:BTB_c10530
ko:K07250	btg:BTB_c03730
ko:K15600	btg:BTB_c08190
ko:K08777	btg:BTB_c52660
ko:K06336	btg:BTB_c13230
ko:K06351	btg:BTB_c31870
ko:K06595	btg:BTB_c56230
ko:K02277	btg:BTB_c40740
ko:K07705	btg:BTB_c56410
ko:K02033	btg:BTB_c02100
ko:K13052	btg:BTB_c00660
ko:K13281	btg:BTB_c55490
ko:K06378	btg:BTB_c42110
ko:K06415	btg:BTB_c08570
ko:K00971	btg:BTB_c54660
ko:K00634	btg:BTB_c43070
ko:K03429	btg:BTB_c05070
ko:K02303	btg:BTB_c14680
ko:K00483	btg:BTB_c26350
ko:K03886	btg:BTB_c15630
ko:K00974	btg:BTB_c15770
ko:K02086	btg:BTB_c15870
ko:K03700	btg:BTB_c15900
ko:K01243	btg:BTB_c33690
ko:K06889	btg:BTB_c33700
ko:K03976	btg:BTB_c33740
ko:K00059	btg:BTB_c33850
ko:K08964	btg:BTB_c41730
ko:K08483	btg:BTB_c41830
ko:K11189	btg:BTB_c41840
ko:K02564	btg:BTB_c41890
ko:K09763	btg:BTB_c41950
ko:K03768	btg:BTB_c41970
ko:K07258	btg:BTB_c42120
ko:K02549	btg:BTB_c50120
ko:K08680	btg:BTB_c50150
ko:K02552	btg:BTB_c50170
ko:K00700	btg:BTB_c50300
ko:K00016	btg:BTB_c50330
ko:K07052	btg:BTB_c18680
ko:K01619	btg:BTB_c18710
ko:K01489	btg:BTB_c18740
ko:K01262	btg:BTB_c18820
ko:K00657	btg:BTB_c27910
ko:K07034	btg:BTB_c36180
ko:K06976	btg:BTB_c36240
ko:K00059	btg:BTB_c36310
ko:K03593	btg:BTB_c36390
ko:K03635	btg:BTB_c36410
ko:K03294	btg:BTB_c36540
ko:K13300	btg:BTB_c44340
ko:K01489	btg:BTB_c44420
ko:K02238	btg:BTB_c44670
ko:K03317	btg:BTB_c52830
ko:K07117	btg:BTB_c52960
ko:K03406	btg:BTB_c52970
ko:K00657	btg:BTB_c53040
ko:K11031	btg:BTB_c53120
ko:K00374	btg:BTB_c21840
ko:K03635	btg:BTB_c21890
ko:K01077	btg:BTB_c31160
ko:K07729	btg:BTB_c39200
ko:K03177	btg:BTB_c39350
ko:K09764	btg:BTB_c39370
ko:K10563	btg:BTB_c47370
ko:K07658	btg:BTB_c47400
ko:K00027	btg:BTB_c47550
ko:K00059	btg:BTB_c47760
ko:K00625	btg:BTB_c55870
ko:K01560	btg:BTB_c56080
ko:K09153	btg:BTB_c56270
ko:K01011	btg:BTB_c16140
ko:K03469	btg:BTB_c16360
ko:K03469	btg:BTB_c16390
ko:K01270	btg:BTB_c25190
ko:K07258	btg:BTB_c25290
ko:K11626	btg:BTB_c25390
ko:K03294	btg:BTB_c25480
ko:K00652	btg:BTB_c42540
ko:K01119	btg:BTB_c42590
ko:K07570	btg:BTB_c50640
ko:K01835	btg:BTB_c50830
ko:K01560	btg:BTB_c33930
ko:K01104	btg:BTB_c33950
ko:K01759	btg:BTB_c34000
ko:K02116	btg:BTB_c34170
ko:K07404	btg:BTB_c34310
ko:K00851	btg:BTB_c34320
ko:K00616	btg:BTB_c34340
ko:K00033	btg:BTB_c34350
ko:K00059	btg:BTB_c34420
ko:K03783	btg:BTB_c42230
ko:K04763	btg:BTB_c42260
ko:K03711	btg:BTB_c42280
ko:K01515	btg:BTB_c42310
ko:K01081	btg:BTB_c42370
ko:K06889	btg:BTB_c42430
ko:K16013	btg:BTB_c20080
ko:K16012	btg:BTB_c20090
ko:K00059	btg:BTB_c20280
ko:K00666	btg:BTB_c20500
ko:K15986	btg:BTB_c29440
ko:K01119	btg:BTB_c37660
ko:K03713	btg:BTB_c37740
ko:K00882	btg:BTB_c37890
ko:K03436	btg:BTB_c37900
ko:K07098	btg:BTB_c37970
ko:K03830	btg:BTB_c38000
ko:K07213	btg:BTB_c38020
ko:K07017	btg:BTB_c38070
ko:K07584	btg:BTB_c45810
ko:K06402	btg:BTB_c45840
ko:K01719	btg:BTB_c46000
ko:K04076	btg:BTB_c46080
ko:K03317	btg:BTB_c54290
ko:K05020	btg:BTB_c54330
ko:K02004	btg:BTB_c54490
ko:K02005	btg:BTB_c54510
ko:K01784	btg:BTB_c54620
ko:K01104	btg:BTB_c54770
ko:K01759	btg:BTB_c31230
ko:K02004	btg:BTB_c31720
ko:K09787	btg:BTB_c39720
ko:K00059	btg:BTB_c39770
ko:K07030	btg:BTB_c39820
ko:K00949	btg:BTB_c39850
ko:K02010	btg:BTB_c13670
ko:K03647	btg:BTB_c13950
ko:K01259	btg:BTB_c22490
ko:K07025	btg:BTB_c40090
ko:K02823	btg:BTB_c40130
ko:K02824	btg:BTB_c40180
ko:K04750	btg:BTB_c47970
ko:K06286	btg:BTB_c48020
ko:K07504	btg:BTB_c48090
ko:K04767	btg:BTB_c48180
ko:K01259	btg:BTB_c48200
ko:K03810	btg:BTB_c48250
ko:K01784	btg:BTB_c56490
ko:K07652	btg:BTB_c56630
ko:K07668	btg:BTB_c56640
ko:K00575	btg:BTB_c16760
ko:K07098	btg:BTB_c25790
ko:K01243	btg:BTB_c26050
ko:K03406	btg:BTB_c34450
ko:K16509	btg:BTB_c34680
ko:K00784	btg:BTB_c42820
ko:K00929	btg:BTB_c43050
ko:K07052	btg:BTB_c14030
ko:K01297	btg:BTB_c14090
ko:K03498	btg:BTB_c14320
ko:K02480	btg:BTB_c22920
ko:K13953	btg:BTB_c22960
ko:K00851	btg:BTB_c23030
ko:K03299	btg:BTB_c23040
ko:K00033	btg:BTB_c23050
ko:K05845	btg:BTB_c23130
ko:K05846	btg:BTB_c23130
ko:K06377	btg:BTB_c23410
ko:K06201	btg:BTB_c31910
ko:K08724	btg:BTB_c40440
ko:K07177	btg:BTB_c40540
ko:K01439	btg:BTB_c48580
ko:K06183	btg:BTB_c48600
ko:K03635	btg:BTB_c48740
ko:K06346	btg:BTB_c56870
ko:K04763	btg:BTB_15p00060
ko:K07214	btg:BTB_c28090
ko:K07025	btg:BTB_c28330
ko:K02004	btg:BTB_c28410
ko:K01119	btg:BTB_c28490
ko:K04750	btg:BTB_c36750
ko:K02342	btg:BTB_c36910
ko:K06147	btg:BTB_c36940
ko:K00626	btg:BTB_c37060
ko:K00666	btg:BTB_c37090
ko:K06948	btg:BTB_c44770
ko:K15976	btg:BTB_c44850
ko:K01077	btg:BTB_c44880
ko:K01724	btg:BTB_c44990
ko:K07104	btg:BTB_c45000
ko:K01243	btg:BTB_c45140
ko:K09762	btg:BTB_c53470
ko:K08974	btg:BTB_c53510
ko:K06023	btg:BTB_c53570
ko:K07729	btg:BTB_c53660
ko:K06147	btg:BTB_c53730
ko:K10798	btg:BTB_502p03890
ko:K02010	btg:BTB_c17280
ko:K01679	btg:BTB_c17600
ko:K06196	btg:BTB_c17680
ko:K07273	btg:BTB_c35100
ko:K01176	btg:BTB_c35500
ko:K07025	btg:BTB_c43450
ko:K07052	btg:BTB_c51700
ko:K02446	btg:BTB_c51860
ko:K04488	btg:BTB_c52030
ko:K01496	btg:BTB_c14530
ko:K01523	btg:BTB_c14540
ko:K00366	btg:BTB_c14660
ko:K11617	btg:BTB_c14800
ko:K11618	btg:BTB_c14810
ko:K03784	btg:BTB_c15040
ko:K07533	btg:BTB_c23520
ko:K03325	btg:BTB_c32440
ko:K00657	btg:BTB_c32540
ko:K01759	btg:BTB_c32670
ko:K01455	btg:BTB_c40700
ko:K02862	btg:BTB_c40730
ko:K02274	btg:BTB_c40760
ko:K01958	btg:BTB_c40800
ko:K01092	btg:BTB_c40910
ko:K03499	btg:BTB_c41120
ko:K05822	btg:BTB_c41150
ko:K03455	btg:BTB_c48950
ko:K02004	btg:BTB_c48980
ko:K01048	btg:BTB_c49120
ko:K02116	btg:BTB_c49210
ko:K02051	btg:BTB_c49390
ko:K02049	btg:BTB_c49400
ko:K02050	btg:BTB_c49410
ko:K00027	btg:BTB_c17900
ko:K07304	btg:BTB_c18250
ko:K01771	btg:BTB_c35790
ko:K01387	btg:BTB_c36010
ko:K07104	btg:BTB_c36050
ko:K02249	btg:BTB_c43780
ko:K02248	btg:BTB_c43790
ko:K02246	btg:BTB_c43810
ko:K02245	btg:BTB_c43820
ko:K02244	btg:BTB_c43830
ko:K02243	btg:BTB_c43840
ko:K00548	btg:BTB_c43970
ko:K01760	btg:BTB_c44000
ko:K00845	btg:BTB_c44060
ko:K01934	btg:BTB_c44080
ko:K02076	btg:BTB_c44230
ko:K00016	btg:BTB_c52230
ko:K07052	btg:BTB_c52260
ko:K03406	btg:BTB_c52380
ko:K03294	btg:BTB_c52420
ko:K07729	btg:BTB_c52530
ko:K03406	btg:BTB_c52630
ko:K03406	btg:BTB_c52640
ko:K03455	btg:BTB_c52710
ko:K01916	btg:BTB_c20650
ko:K03406	btg:BTB_c20760
ko:K00274	btg:BTB_c20850
ko:K00657	btg:BTB_c20890
ko:K09815	btg:BTB_c20900
ko:K01281	btg:BTB_c29790
ko:K01243	btg:BTB_c29850
ko:K01243	btg:BTB_c29860
ko:K01258	btg:BTB_c38160
ko:K01771	btg:BTB_c38340
ko:K00059	btg:BTB_c38580
ko:K02056	btg:BTB_c38630
ko:K02428	btg:BTB_c46410
ko:K00241	btg:BTB_c46660
ko:K02116	btg:BTB_c55140
ko:K00974	btg:BTB_502p05190
ko:K05337	btg:BTB_c15230
ko:K07052	btg:BTB_c15260
ko:K01424	btg:BTB_c15360
ko:K01823	btg:BTB_c15400
ko:K00805	btg:BTB_c15530
ko:K00805	btg:BTB_c15550
ko:K02004	btg:BTB_c24040
ko:K02033	btg:BTB_c24060
ko:K00158	btg:BTB_c24080
ko:K06994	btg:BTB_c24220
ko:K03825	btg:BTB_c24270
ko:K07052	btg:BTB_c24370
ko:K09702	btg:BTB_c24470
ko:K14338	btg:BTB_c32980
ko:K02004	btg:BTB_c33160
ko:K00058	btg:BTB_c33290
ko:K07098	btg:BTB_c41260
ko:K00841	btg:BTB_c41430
ko:K15770	btg:BTB_c41470
ko:K01182	btg:BTB_c41490
ko:K00626	btg:BTB_c41580
ko:K08969	btg:BTB_c41700
ko:K07025	btg:BTB_c49440
ko:K02004	btg:BTB_c49810
ko:K02004	btg:BTB_c49870
ko:K04763	btg:BTB_78p00890
ko:K00016	btg:BTB_c19920
ko:K00274	btg:BTB_c19930
ko:K01607	btg:BTB_c20030
ko:K06313	btg:BTB_c28670
ko:K03307	btg:BTB_c37220
ko:K01479	btg:BTB_c37260
ko:K06196	btg:BTB_c37370
ko:K09976	btg:BTB_c37590
ko:K07105	btg:BTB_c45700
ko:K04518	btg:BTB_c45720
ko:K02004	btg:BTB_c45730
ko:K02004	btg:BTB_c45740
ko:K02242	btg:BTB_c53830
ko:K02240	btg:BTB_c53840
ko:K03478	btg:BTB_c53970
ko:K01222	btg:BTB_c53980
ko:K06976	btg:BTB_c21580
ko:K01759	btg:BTB_c21690
ko:K09680	btg:BTB_c30190
ko:K06994	btg:BTB_c30640
ko:K04517	btg:BTB_c30690
ko:K03471	btg:BTB_c47070
ko:K07052	btg:BTB_c47160
ko:K11144	btg:BTB_c47300
ko:K03346	btg:BTB_c47310
ko:K02446	btg:BTB_c55350
ko:K03048	btg:BTB_c55410
ko:K00626	btg:BTB_c55460
ko:K01480	btg:BTB_c55700
ko:K20107	btg:BTB_c04300
ko:K20108	btg:BTB_c04300
ko:K10947	btg:BTB_c37720
ko:K18344	btg:BTB_c28340
ko:K00128	btg:BTB_c13290
ko:K00128	btg:BTB_c29500
ko:K00128	btg:BTB_c36300
ko:K16962	btg:BTB_c36080
ko:K16044	btg:BTB_c36760
ko:K00131	btg:BTB_c09360
ko:K01834	btg:BTB_c51950
ko:K01834	btg:BTB_c17380
ko:K01834	btg:BTB_c25130
ko:K01834	btg:BTB_c38190
ko:K14235	btg:BTB_c05470
ko:K14235	btg:BTB_c08100
ko:K02030	btg:BTB_c04180
ko:K01977	btg:BTB_c00070
ko:K01977	btg:BTB_c01740
ko:K01977	btg:BTB_c03060
ko:K01977	btg:BTB_c03160
ko:K01977	btg:BTB_c03110
ko:K01977	btg:BTB_c03340
ko:K01977	btg:BTB_c03290
ko:K01977	btg:BTB_c00980
ko:K01977	btg:BTB_c00860
ko:K01977	btg:BTB_c00290
ko:K01977	btg:BTB_c02840
ko:K01977	btg:BTB_c50580
ko:K01977	btg:BTB_c05350
ko:K01977	btg:BTB_c07910
ko:K14224	btg:BTB_c00690
ko:K14224	btg:BTB_c01790
ko:K14224	btg:BTB_c02740
ko:K14224	btg:BTB_c05400
ko:K14224	btg:BTB_c56670
ko:K14224	btg:BTB_c50340
ko:K14224	btg:BTB_c08130
ko:K14237	btg:BTB_c00890
ko:K14237	btg:BTB_c02750
ko:K14237	btg:BTB_c01800
ko:K14237	btg:BTB_c50550
ko:K14237	btg:BTB_c05410
ko:K14237	btg:BTB_c07940
ko:K14234	btg:BTB_c00900
ko:K14234	btg:BTB_c50540
ko:K14234	btg:BTB_c05450
ko:K14234	btg:BTB_c50400
ko:K14234	btg:BTB_c08090
ko:K14230	btg:BTB_c44190
ko:K14230	btg:BTB_c50450
ko:K14220	btg:BTB_502p01790
ko:K14221	btg:BTB_502p01730
ko:K02030	btg:BTB_c42950
ko:K06388	btg:BTB_502p07350
ko:K12263	btg:BTB_c53780
ko:K11636	btg:BTB_c20660
ko:K11636	btg:BTB_c49950
ko:K11636	btg:BTB_c49980
ko:K11636	btg:BTB_c49960
ko:K11636	btg:BTB_c26580
ko:K00355	btg:BTB_c51820
ko:K01271	btg:BTB_c47650
ko:K14230	btg:BTB_502p01800
ko:K14230	btg:BTB_502p01910
ko:K14228	btg:BTB_502p01880
ko:K16786	btg:BTB_c27520
ko:K16787	btg:BTB_c27520
ko:K02768	btg:BTB_c54600
ko:K02769	btg:BTB_c54600
ko:K02770	btg:BTB_c54600
ko:K16881	btg:BTB_c44100
ko:K11635	btg:BTB_c49970
ko:K11635	btg:BTB_c26570
ko:K18345	btg:BTB_c28350
ko:K11991	btg:BTB_c00230
ko:K16963	btg:BTB_c36070
ko:K14229	btg:BTB_c00910
ko:K14229	btg:BTB_c01830
ko:K14229	btg:BTB_c56680
ko:K14229	btg:BTB_c07970
ko:K14229	btg:BTB_c50390
ko:K14229	btg:BTB_c02790
ko:K10819	btg:BTB_c48230
ko:K00951	btg:BTB_c45460
ko:K00355	btg:BTB_c33550
ko:K02803	btg:BTB_c04970
ko:K02804	btg:BTB_c04970
ko:K16869	btg:BTB_c55860
ko:K01426	btg:BTB_c21270
ko:K01426	btg:BTB_c19900
ko:K01426	btg:BTB_c26490
ko:K16786	btg:BTB_c33610
ko:K16787	btg:BTB_c33610
ko:K16785	btg:BTB_c33620
ko:K15555	btg:BTB_c30370
ko:K14218	btg:BTB_c00090
ko:K14218	btg:BTB_c00970
ko:K14218	btg:BTB_c00310
ko:K14218	btg:BTB_c01850
ko:K14218	btg:BTB_c08030
ko:K14218	btg:BTB_c50470
ko:K01980	btg:BTB_c00100
ko:K01980	btg:BTB_c00320
ko:K01980	btg:BTB_c03300
ko:K01980	btg:BTB_c03350
ko:K01980	btg:BTB_c03070
ko:K01980	btg:BTB_c03120
ko:K01980	btg:BTB_c00990
ko:K01980	btg:BTB_c03170
ko:K01980	btg:BTB_c00870
ko:K01980	btg:BTB_c02850
ko:K01980	btg:BTB_c01750
ko:K01980	btg:BTB_c50570
ko:K01980	btg:BTB_c05360
ko:K01980	btg:BTB_c07920
ko:K14233	btg:BTB_c00180
ko:K14233	btg:BTB_c08050
ko:K14233	btg:BTB_c50440
ko:K14233	btg:BTB_c08040
ko:K14230	btg:BTB_c00680
ko:K14230	btg:BTB_c50460
ko:K14228	btg:BTB_c00920
ko:K14228	btg:BTB_c50520
ko:K14228	btg:BTB_c07980
ko:K14228	btg:BTB_c00940
ko:K14228	btg:BTB_c08000
ko:K14228	btg:BTB_c50500
ko:K14225	btg:BTB_c00930
ko:K14225	btg:BTB_c50510
ko:K14225	btg:BTB_c07990
ko:K14225	btg:BTB_c05500
ko:K14225	btg:BTB_c01840
ko:K14219	btg:BTB_c00950
ko:K14219	btg:BTB_c02810
ko:K14219	btg:BTB_c08010
ko:K14219	btg:BTB_c50490
ko:K14232	btg:BTB_c00960
ko:K14232	btg:BTB_c02820
ko:K14232	btg:BTB_c08020
ko:K14232	btg:BTB_c50480
ko:K14220	btg:BTB_c01770
ko:K14220	btg:BTB_c05380
ko:K14220	btg:BTB_c02720
ko:K14220	btg:BTB_c50360
ko:K14220	btg:BTB_c08120
ko:K14234	btg:BTB_c01780
ko:K14223	btg:BTB_c01820
ko:K14223	btg:BTB_c02780
ko:K14223	btg:BTB_c05490
ko:K14223	btg:BTB_c07960
ko:K14233	btg:BTB_c02730
ko:K14233	btg:BTB_c50350
ko:K14230	btg:BTB_c02760
ko:K14230	btg:BTB_c02870
ko:K14230	btg:BTB_c50430
ko:K14230	btg:BTB_c05420
ko:K14230	btg:BTB_c08060
ko:K14227	btg:BTB_c00080
ko:K14227	btg:BTB_c00300
ko:K14227	btg:BTB_c50370
ko:K14227	btg:BTB_c08110
ko:K14221	btg:BTB_c02770
ko:K14221	btg:BTB_c02880
ko:K14221	btg:BTB_c08070
ko:K14221	btg:BTB_c05430
ko:K14221	btg:BTB_c56660
ko:K14221	btg:BTB_c50420
ko:K14228	btg:BTB_c02800
ko:K14225	btg:BTB_c02830
ko:K14225	btg:BTB_c46390
ko:K14225	btg:BTB_c50380
ko:K14225	btg:BTB_c05580
ko:K14231	btg:BTB_c05440
ko:K14231	btg:BTB_c08080
ko:K14231	btg:BTB_c50410
ko:K14231	btg:BTB_c56650
ko:K14226	btg:BTB_c05480
ko:K14226	btg:BTB_c50530
ko:K14233	btg:BTB_c05390
ko:K14222	btg:BTB_c05510
ko:K14228	btg:BTB_c05520
ko:K14237	btg:BTB_c13160
ko:K14219	btg:BTB_c46380
ko:K14230	btg:BTB_c51560
ko:K14219	btg:BTB_c53370
ko:K14219	btg:BTB_502p01580
ko:K14219	btg:BTB_502p01590
ko:K14233	btg:BTB_502p01600
ko:K14220	btg:BTB_502p01610
ko:K14224	btg:BTB_502p01720
ko:K14224	btg:BTB_502p01860
ko:K14231	btg:BTB_502p01630
ko:K14224	btg:BTB_502p01650
ko:K14224	btg:BTB_502p01740
ko:K14234	btg:BTB_502p01660
ko:K14236	btg:BTB_502p01670
ko:K14227	btg:BTB_502p01680
ko:K14225	btg:BTB_502p01690
ko:K14225	btg:BTB_502p01840
ko:K14221	btg:BTB_502p01710
ko:K14221	btg:BTB_502p01770
ko:K14233	btg:BTB_502p01750
ko:K14223	btg:BTB_502p01760
ko:K14223	btg:BTB_502p01780
ko:K14218	btg:BTB_502p01810
ko:K14226	btg:BTB_502p01820
ko:K14232	btg:BTB_502p01830
ko:K14228	btg:BTB_502p01870
ko:K14235	btg:BTB_502p01900
ko:K14229	btg:BTB_502p01890
ko:K16924	btg:BTB_c27510
ko:K01834	btg:BTB_c21320
ko:K16927	btg:BTB_c33600
ko:K07260	btg:BTB_c50080
ko:K13075	btg:BTB_c35230
ko:K06421	btg:BTB_c13550
ko:K13730	btg:BTB_c13740
ko:K16899	btg:BTB_c11910
ko:K16898	btg:BTB_c11920
ko:K16937	btg:BTB_c01940
ko:K16937	btg:BTB_c44910
ko:K14236	btg:BTB_c01810
ko:K14236	btg:BTB_c05460
ko:K14236	btg:BTB_c07950
ko:K03574	btg:BTB_c31530
ko:K01897	btg:BTB_c11560
ko:K17103	btg:BTB_c10210
ko:K01990	btg:BTB_c22620
ko:K01990	btg:BTB_c33880
ko:K01992	btg:BTB_c22630
ko:K07284	btg:BTB_c07580
ko:K01990	btg:BTB_c05270
ko:K01992	btg:BTB_c36710
ko:K01992	btg:BTB_c09320
ko:K01992	btg:BTB_c05280
ko:K01664	btg:BTB_c00780
ko:K01992	btg:BTB_c30220
ko:K01992	btg:BTB_c43600
ko:K01992	btg:BTB_c43610
ko:K01992	btg:BTB_c43620
ko:K01992	btg:BTB_c05290
ko:K01990	btg:BTB_c11080
ko:K01990	btg:BTB_c30230
ko:K01990	btg:BTB_c43630
ko:K01990	btg:BTB_c46580
ko:K01990	btg:BTB_c54870
ko:K01990	btg:BTB_c13990
ko:K01992	btg:BTB_c46570
ko:K03574	btg:BTB_c09970
ko:K17217	btg:BTB_c45120
ko:K17216	btg:BTB_c45130
ko:K01897	btg:BTB_c46740
ko:K17103	btg:BTB_c14580
ko:K06298	btg:BTB_c46430
ko:K02028	btg:BTB_c04190
ko:K08986	btg:BTB_c21070
ko:K04091	btg:BTB_c30340
ko:K01537	btg:BTB_c40000
ko:K17462	btg:BTB_c45150
ko:K02029	btg:BTB_c42940
ko:K01537	btg:BTB_c04650
ko:K01992	btg:BTB_c11090
ko:K02028	btg:BTB_c42930
ko:K01992	btg:BTB_c37410
ko:K01992	btg:BTB_c25820
ko:K07260	btg:BTB_c35950
ko:K10947	btg:BTB_c41640
ko:K10947	btg:BTB_c43480
ko:K03574	btg:BTB_c06370
ko:K03574	btg:BTB_c31770
ko:K03574	btg:BTB_c53500
ko:K01992	btg:BTB_c17840
ko:K01992	btg:BTB_c35030
ko:K01992	btg:BTB_c55560
ko:K01990	btg:BTB_c35040
ko:K01990	btg:BTB_c36720
ko:K01990	btg:BTB_c42140
ko:K01990	btg:BTB_c55570
ko:K10112	btg:BTB_c41500
