ko:K18137	abj:BJAB07104_01639
ko:K12658	abj:BJAB07104_01490
ko:K01752	abj:BJAB07104_01498
ko:K02618	abj:BJAB07104_01499
ko:K02609	abj:BJAB07104_01500
ko:K02610	abj:BJAB07104_01501
ko:K02611	abj:BJAB07104_01502
ko:K02612	abj:BJAB07104_01503
ko:K02613	abj:BJAB07104_01504
ko:K15866	abj:BJAB07104_01506
ko:K00074	abj:BJAB07104_01507
ko:K01912	abj:BJAB07104_01509
ko:K02616	abj:BJAB07104_01510
ko:K02617	abj:BJAB07104_01511
ko:K03781	abj:BJAB07104_01519
ko:K07233	abj:BJAB07104_00703
ko:K00620	abj:BJAB07104_00707
ko:K03517	abj:BJAB07104_00708
ko:K00252	abj:BJAB07104_00712
ko:K08196	abj:BJAB07104_00713
ko:K13795	abj:BJAB07104_00715
ko:K13796	abj:BJAB07104_00716
ko:K13794	abj:BJAB07104_00717
ko:K03288	abj:BJAB07104_00719
ko:K13794	abj:BJAB07104_00720
ko:K00549	abj:BJAB07104_00728
ko:K09024	abj:BJAB07104_00729
ko:K05358	abj:BJAB07104_00737
ko:K03457	abj:BJAB07104_01529
ko:K01990	abj:BJAB07104_02669
ko:K01985	abj:BJAB07104_rRNA1
ko:K01985	abj:BJAB07104_rRNA6
ko:K01985	abj:BJAB07104_rRNA9
ko:K01985	abj:BJAB07104_rRNA12
ko:K14218	abj:BJAB07104_tRNA1
ko:K14218	abj:BJAB07104_tRNA8
ko:K14218	abj:BJAB07104_tRNA4
ko:K14218	abj:BJAB07104_tRNA20
ko:K14227	abj:BJAB07104_tRNA19
ko:K14227	abj:BJAB07104_tRNA3
ko:K14227	abj:BJAB07104_tRNA7
ko:K14227	abj:BJAB07104_tRNA2
ko:K01977	abj:BJAB07104_rRNA10
ko:K14230	abj:BJAB07104_tRNA15
ko:K14230	abj:BJAB07104_tRNA16
ko:K14230	abj:BJAB07104_tRNA29
ko:K14230	abj:BJAB07104_tRNA30
ko:K14230	abj:BJAB07104_tRNA34
ko:K14232	abj:BJAB07104_tRNA21
ko:K14232	abj:BJAB07104_tRNA24
ko:K14219	abj:BJAB07104_tRNA22
ko:K14219	abj:BJAB07104_tRNA31
ko:K14226	abj:BJAB07104_tRNA23
ko:K01977	abj:BJAB07104_rRNA4
ko:K01897	abj:BJAB07104_00230
ko:K01992	abj:BJAB07104_02670
ko:K01992	abj:BJAB07104_02954
ko:K01980	abj:BJAB07104_rRNA11
ko:K01980	abj:BJAB07104_rRNA8
ko:K01980	abj:BJAB07104_rRNA2
ko:K01980	abj:BJAB07104_rRNA5
ko:K14225	abj:BJAB07104_tRNA35
ko:K14225	abj:BJAB07104_tRNA5
ko:K14225	abj:BJAB07104_tRNA6
ko:K14234	abj:BJAB07104_tRNA9
ko:K14234	abj:BJAB07104_tRNA12
ko:K14236	abj:BJAB07104_tRNA10
ko:K14235	abj:BJAB07104_tRNA13
ko:K14228	abj:BJAB07104_tRNA14
ko:K14223	abj:BJAB07104_tRNA25
ko:K14223	abj:BJAB07104_tRNA27
ko:K14223	abj:BJAB07104_tRNA28
ko:K14223	abj:BJAB07104_tRNA26
ko:K14224	abj:BJAB07104_tRNA32
ko:K14233	abj:BJAB07104_tRNA33
ko:K01977	abj:BJAB07104_rRNA3
ko:K01977	abj:BJAB07104_rRNA7
ko:K01980	abj:BJAB07104_rRNA14
ko:K01977	abj:BJAB07104_rRNA15
ko:K02049	abj:BJAB07104_01455
ko:K15555	abj:BJAB07104_00062
ko:K00130	abj:BJAB07104_01023
ko:K00799	abj:BJAB07104_03762
ko:K07346	abj:BJAB07104_02574
ko:K01409	abj:BJAB07104_02602
ko:K00090	abj:BJAB07104_02606
ko:K01760	abj:BJAB07104_03369
ko:K04085	abj:BJAB07104_02620
ko:K00784	abj:BJAB07104_02628
ko:K01270	abj:BJAB07104_02629
ko:K07017	abj:BJAB07104_02633
ko:K03574	abj:BJAB07104_02641
ko:K02454	abj:BJAB07104_02646
ko:K03574	abj:BJAB07104_03382
ko:K02067	abj:BJAB07104_03388
ko:K01092	abj:BJAB07104_03393
ko:K01596	abj:BJAB07104_03004
ko:K01113	abj:BJAB07104_03011
ko:K02427	abj:BJAB07104_03016
ko:K03316	abj:BJAB07104_03031
ko:K07054	abj:BJAB07104_03032
ko:K08305	abj:BJAB07104_02674
ko:K06445	abj:BJAB07104_02690
ko:K01607	abj:BJAB07104_02691
ko:K00974	abj:BJAB07104_02698
ko:K00058	abj:BJAB07104_03441
ko:K03177	abj:BJAB07104_03446
ko:K02674	abj:BJAB07104_03455
ko:K00821	abj:BJAB07104_01690
ko:K00241	abj:BJAB07104_03044
ko:K07666	abj:BJAB07104_03086
ko:K01262	abj:BJAB07104_02709
ko:K02014	abj:BJAB07104_02739
ko:K02665	abj:BJAB07104_03482
ko:K01885	abj:BJAB07104_03497
ko:K15727	abj:BJAB07104_03504
ko:K15725	abj:BJAB07104_03505
ko:K02030	abj:BJAB07104_02319
ko:K02030	abj:BJAB07104_02320
ko:K02028	abj:BJAB07104_02321
ko:K03743	abj:BJAB07104_02337
ko:K00666	abj:BJAB07104_02348
ko:K02433	abj:BJAB07104_03118
ko:K09684	abj:BJAB07104_02776
ko:K01759	abj:BJAB07104_02792
ko:K00135	abj:BJAB07104_03569
ko:K02619	abj:BJAB07104_02895
ko:K00674	abj:BJAB07104_02904
ko:K03560	abj:BJAB07104_02924
ko:K02238	abj:BJAB07104_02943
ko:K07657	abj:BJAB07104_03672
ko:K01011	abj:BJAB07104_03679
ko:K01479	abj:BJAB07104_03699
ko:K00626	abj:BJAB07104_02369
ko:K02010	abj:BJAB07104_02382
ko:K01607	abj:BJAB07104_02389
ko:K00135	abj:BJAB07104_02390
ko:K01104	abj:BJAB07104_02401
ko:K08167	abj:BJAB07104_02407
ko:K00380	abj:BJAB07104_03135
ko:K01439	abj:BJAB07104_03141
ko:K02660	abj:BJAB07104_03144
ko:K02659	abj:BJAB07104_03145
ko:K02658	abj:BJAB07104_03146
ko:K02657	abj:BJAB07104_03147
ko:K02014	abj:BJAB07104_03161
ko:K10563	abj:BJAB07104_03166
ko:K03769	abj:BJAB07104_03167
ko:K00564	abj:BJAB07104_03172
ko:K03286	abj:BJAB07104_03176
ko:K00626	abj:BJAB07104_03178
ko:K04750	abj:BJAB07104_03179
ko:K07258	abj:BJAB07104_02800
ko:K04774	abj:BJAB07104_02808
ko:K00508	abj:BJAB07104_02824
ko:K06177	abj:BJAB07104_02829
ko:K07263	abj:BJAB07104_02837
ko:K00088	abj:BJAB07104_03614
ko:K00059	abj:BJAB07104_02411
ko:K00626	abj:BJAB07104_02412
ko:K00616	abj:BJAB07104_02415
ko:K02014	abj:BJAB07104_02440
ko:K04093	abj:BJAB07104_02444
ko:K00799	abj:BJAB07104_02447
ko:K01826	abj:BJAB07104_02453
ko:K00626	abj:BJAB07104_03188
ko:K01782	abj:BJAB07104_03189
ko:K08997	abj:BJAB07104_03218
ko:K00799	abj:BJAB07104_03225
ko:K06179	abj:BJAB07104_00456
ko:K00799	abj:BJAB07104_00459
ko:K01424	abj:BJAB07104_00480
ko:K02014	abj:BJAB07104_01287
ko:K00219	abj:BJAB07104_01292
ko:K04488	abj:BJAB07104_02095
ko:K13628	abj:BJAB07104_02096
ko:K01082	abj:BJAB07104_02110
ko:K02033	abj:BJAB07104_02115
ko:K02014	abj:BJAB07104_02119
ko:K00657	abj:BJAB07104_02124
ko:K11085	abj:BJAB07104_02151
ko:K09966	abj:BJAB07104_02164
ko:K00799	abj:BJAB07104_02228
ko:K07305	abj:BJAB07104_02251
ko:K03325	abj:BJAB07104_02264
ko:K10831	abj:BJAB07104_02276
ko:K11209	abj:BJAB07104_02309
ko:K00059	abj:BJAB07104_02311
ko:K05794	abj:BJAB07104_00032
ko:K03455	abj:BJAB07104_00502
ko:K07304	abj:BJAB07104_00511
ko:K02428	abj:BJAB07104_00525
ko:K03299	abj:BJAB07104_00542
ko:K00851	abj:BJAB07104_00543
ko:K10914	abj:BJAB07104_01331
ko:K03743	abj:BJAB07104_01336
ko:K00799	abj:BJAB07104_01344
ko:K07004	abj:BJAB07104_01346
ko:K00799	abj:BJAB07104_01347
ko:K03386	abj:BJAB07104_01353
ko:K07213	abj:BJAB07104_01364
ko:K07258	abj:BJAB07104_02848
ko:K02014	abj:BJAB07104_03617
ko:K02014	abj:BJAB07104_03633
ko:K16839	abj:BJAB07104_03649
ko:K00647	abj:BJAB07104_00576
ko:K00059	abj:BJAB07104_00578
ko:K05524	abj:BJAB07104_01407
ko:K00970	abj:BJAB07104_00633
ko:K00666	abj:BJAB07104_00640
ko:K07025	abj:BJAB07104_01426
ko:K11263	abj:BJAB07104_01437
ko:K07126	abj:BJAB07104_01439
ko:K01941	abj:BJAB07104_01447
ko:K02051	abj:BJAB07104_01454
ko:K02050	abj:BJAB07104_01456
ko:K03286	abj:BJAB07104_01468
ko:K02454	abj:BJAB07104_00667
ko:K03298	abj:BJAB07104_01488
ko:K01692	abj:BJAB07104_01505
ko:K00567	abj:BJAB07104_00706
ko:K01488	abj:BJAB07104_00709
ko:K03768	abj:BJAB07104_02464
ko:K06177	abj:BJAB07104_02473
ko:K06183	abj:BJAB07104_02476
ko:K02014	abj:BJAB07104_03230
ko:K07098	abj:BJAB07104_03278
ko:K03593	abj:BJAB07104_00789
ko:K01243	abj:BJAB07104_00790
ko:K03635	abj:BJAB07104_01619
ko:K11179	abj:BJAB07104_01625
ko:K01784	abj:BJAB07104_01629
ko:K00652	abj:BJAB07104_00815
ko:K00059	abj:BJAB07104_00826
ko:K02858	abj:BJAB07104_00831
ko:K01679	abj:BJAB07104_01630
ko:K01243	abj:BJAB07104_00060
ko:K04091	abj:BJAB07104_00064
ko:K00568	abj:BJAB07104_00072
ko:K01104	abj:BJAB07104_00088
ko:K03451	abj:BJAB07104_00854
ko:K00135	abj:BJAB07104_00857
ko:K00647	abj:BJAB07104_00864
ko:K03711	abj:BJAB07104_00897
ko:K00882	abj:BJAB07104_01679
ko:K09909	abj:BJAB07104_01699
ko:K03498	abj:BJAB07104_01710
ko:K03499	abj:BJAB07104_01711
ko:K00219	abj:BJAB07104_01724
ko:K07019	abj:BJAB07104_01727
ko:K01784	abj:BJAB07104_00105
ko:K00101	abj:BJAB07104_00110
ko:K00647	abj:BJAB07104_00121
ko:K06177	abj:BJAB07104_00126
ko:K02014	abj:BJAB07104_00129
ko:K01692	abj:BJAB07104_00142
ko:K03153	abj:BJAB07104_00907
ko:K01607	abj:BJAB07104_01742
ko:K01426	abj:BJAB07104_01763
ko:K00059	abj:BJAB07104_01769
ko:K00276	abj:BJAB07104_01773
ko:K00799	abj:BJAB07104_00171
ko:K00027	abj:BJAB07104_00174
ko:K09815	abj:BJAB07104_00183
ko:K02116	abj:BJAB07104_00184
ko:K02014	abj:BJAB07104_00204
ko:K07273	abj:BJAB07104_00221
ko:K01507	abj:BJAB07104_00233
ko:K00058	abj:BJAB07104_01844
ko:K01525	abj:BJAB07104_03285
ko:K09806	abj:BJAB07104_00285
ko:K01785	abj:BJAB07104_01061
ko:K00548	abj:BJAB07104_01068
ko:K02004	abj:BJAB07104_01085
ko:K04763	abj:BJAB07104_00307
ko:K01515	abj:BJAB07104_00316
ko:K01719	abj:BJAB07104_00328
ko:K02463	abj:BJAB07104_00333
ko:K00939	abj:BJAB07104_01124
ko:K03616	abj:BJAB07104_01127
ko:K01934	abj:BJAB07104_01135
ko:K00121	abj:BJAB07104_01941
ko:K01081	abj:BJAB07104_01956
ko:K02017	abj:BJAB07104_01960
ko:K02653	abj:BJAB07104_00387
ko:K02014	abj:BJAB07104_01208
ko:K00626	abj:BJAB07104_01984
ko:K02014	abj:BJAB07104_01990
ko:K02049	abj:BJAB07104_01994
ko:K02050	abj:BJAB07104_01995
ko:K02051	abj:BJAB07104_01996
ko:K00004	abj:BJAB07104_02011
ko:K04085	abj:BJAB07104_00431
ko:K01262	abj:BJAB07104_01265
ko:K02014	abj:BJAB07104_02073
ko:K01069	abj:BJAB07104_02552
ko:K01659	abj:BJAB07104_00115
ko:K03767	abj:BJAB07104_00051
ko:K00108	abj:BJAB07104_01022
ko:K01130	abj:BJAB07104_01075
ko:K01487	abj:BJAB07104_00028
ko:K05540	abj:BJAB07104_02861
ko:K06518	abj:BJAB07104_02306
ko:K01791	abj:BJAB07104_02857
ko:K03892	abj:BJAB07104_02265
ko:K00537	abj:BJAB07104_02266
ko:K00254	abj:BJAB07104_02611
ko:K01658	abj:BJAB07104_02710
ko:K11928	abj:BJAB07104_02177
ko:K00632	abj:BJAB07104_00364
ko:K00146	abj:BJAB07104_01775
ko:K00128	abj:BJAB07104_01527
ko:K06972	abj:BJAB07104_01708
ko:K01840	abj:BJAB07104_00106
ko:K07318	abj:BJAB07104_00290
ko:K10673	abj:BJAB07104_00282
ko:K01497	abj:BJAB07104_03395
ko:K17733	abj:BJAB07104_01475
ko:K17737	abj:BJAB07104_01980
ko:K00001	abj:BJAB07104_02403
ko:K01046	abj:BJAB07104_03448
ko:K18139	abj:BJAB07104_03072
ko:K03719	abj:BJAB07104_00131
ko:K03719	abj:BJAB07104_02443
ko:K05599	abj:BJAB07104_01964
ko:K11311	abj:BJAB07104_01966
ko:K18147	abj:BJAB07104_01915
ko:K11747	abj:BJAB07104_01823
ko:K01977	abj:BJAB07104_rRNA18
ko:K01985	abj:BJAB07104_rRNA16
ko:K07003	abj:BJAB07104_00153
ko:K02031	abj:BJAB07104_02113
ko:K02032	abj:BJAB07104_02113
ko:K17938	abj:BJAB07104_03125
ko:K07506	abj:BJAB07104_02003
ko:K01007	abj:BJAB07104_02524
ko:K00956	abj:BJAB07104_01100
ko:K03366	abj:BJAB07104_02012
ko:K08485	abj:BJAB07104_00638
ko:K09017	abj:BJAB07104_00061
ko:K05600	abj:BJAB07104_01965
ko:K04343	abj:BJAB07104_00281
ko:K01985	abj:BJAB07104_rRNA13
ko:K00557	abj:BJAB07104_02181
ko:K03772	abj:BJAB07104_00086
ko:K01800	abj:BJAB07104_03711
ko:K21449	abj:BJAB07104_01133
ko:K00220	abj:BJAB07104_02631
ko:K00800	abj:BJAB07104_02631
ko:K18143	abj:BJAB07104_01911
ko:K02614	abj:BJAB07104_01512
ko:K18144	abj:BJAB07104_01912
ko:K10014	abj:BJAB07104_02658
ko:K03719	abj:BJAB07104_02178
ko:K00020	abj:BJAB07104_00139
ko:K00249	abj:BJAB07104_03300
ko:K01980	abj:BJAB07104_rRNA17
ko:K07782	abj:BJAB07104_00147
ko:K11747	abj:BJAB07104_00423
ko:K02768	abj:BJAB07104_01680
ko:K08483	abj:BJAB07104_01680
ko:K11183	abj:BJAB07104_01680
ko:K18118	abj:BJAB07104_03521
ko:K18231	abj:BJAB07104_p0097
ko:K07216	abj:BJAB07104_00893
ko:K02073	abj:BJAB07104_01296
ko:K07126	abj:BJAB07104_01304
ko:K02460	abj:BJAB07104_02140
ko:K07391	abj:BJAB07104_00240
ko:K22003	abj:BJAB07104_00718
ko:K11734	abj:BJAB07104_03098
ko:K03457	abj:BJAB07104_02392
ko:K02014	abj:BJAB07104_03164
ko:K01263	abj:BJAB07104_02711
ko:K18320	abj:BJAB07104_01307
ko:K18320	abj:BJAB07104_02557
ko:K18320	abj:BJAB07104_p0105
ko:K12262	abj:BJAB07104_01520
ko:K18303	abj:BJAB07104_03747
ko:K18302	abj:BJAB07104_03748
ko:K18301	abj:BJAB07104_03749
ko:K00138	abj:BJAB07104_02458
ko:K03446	abj:BJAB07104_01890
ko:K00984	abj:BJAB07104_p0090
ko:K07240	abj:BJAB07104_00751
ko:K00362	abj:BJAB07104_01611
ko:K01032	abj:BJAB07104_01779
ko:K06923	abj:BJAB07104_01928
ko:K01428	abj:BJAB07104_01114
ko:K05561	abj:BJAB07104_00398
ko:K02338	abj:BJAB07104_01215
ko:K03296	abj:BJAB07104_03150
ko:K16234	abj:BJAB07104_03701
ko:K18476	abj:BJAB07104_00278
ko:K11904	abj:BJAB07104_01428
ko:K07645	abj:BJAB07104_02643
ko:K21758	abj:BJAB07104_01759
ko:K16235	abj:BJAB07104_03424
ko:K03462	abj:BJAB07104_01871
ko:K11904	abj:BJAB07104_01300
ko:K00681	abj:BJAB07104_00912
ko:K21645	abj:BJAB07104_01986
ko:K18845	abj:BJAB07104_p0094
ko:K18902	abj:BJAB07104_02662
ko:K18893	abj:BJAB07104_02172
ko:K18900	abj:BJAB07104_02659
ko:K18794	abj:BJAB07104_02192
ko:K00984	abj:BJAB07104_00166
ko:K18793	abj:BJAB07104_01927
ko:K18824	abj:BJAB07104_00246
ko:K18850	abj:BJAB07104_02166
ko:K18901	abj:BJAB07104_02661
ko:K18903	abj:BJAB07104_02663
ko:K03646	abj:BJAB07104_02925
ko:K03496	abj:BJAB07104_p0014
ko:K03746	abj:BJAB07104_p0023
ko:K03502	abj:BJAB07104_p0037
ko:K12056	abj:BJAB07104_p0040
ko:K12072	abj:BJAB07104_p0041
ko:K12057	abj:BJAB07104_p0042
ko:K12058	abj:BJAB07104_p0043
ko:K12059	abj:BJAB07104_p0044
ko:K12060	abj:BJAB07104_p0045
ko:K12061	abj:BJAB07104_p0046
ko:K12062	abj:BJAB07104_p0047
ko:K12063	abj:BJAB07104_p0049
ko:K12065	abj:BJAB07104_p0052
ko:K12066	abj:BJAB07104_p0053
ko:K12067	abj:BJAB07104_p0054
ko:K12068	abj:BJAB07104_p0055
ko:K03503	abj:BJAB07104_02330
ko:K03496	abj:BJAB07104_03430
ko:K04565	abj:BJAB07104_03432
ko:K03111	abj:BJAB07104_03576
ko:K03497	abj:BJAB07104_02154
ko:K03496	abj:BJAB07104_02155
ko:K03502	abj:BJAB07104_01607
ko:K03496	abj:BJAB07104_00159
ko:K03502	abj:BJAB07104_01003
ko:K01856	abj:BJAB07104_01783
ko:K03746	abj:BJAB07104_00332
ko:K03496	abj:BJAB07104_01931
ko:K02663	abj:BJAB07104_03484
ko:K02625	abj:BJAB07104_01991
ko:K18974	abj:BJAB07104_p0091
ko:K00335	abj:BJAB07104_00763
ko:K00336	abj:BJAB07104_00764
ko:K03761	abj:BJAB07104_03007
ko:K03976	abj:BJAB07104_02081
ko:K07483	abj:BJAB07104_01601
ko:K03526	abj:BJAB07104_00557
ko:K06596	abj:BJAB07104_03143
ko:K18979	abj:BJAB07104_02198
ko:K12064	abj:BJAB07104_p0050
ko:K03431	abj:BJAB07104_00247
ko:K18997	abj:BJAB07104_00419
ko:K02664	abj:BJAB07104_03483
ko:K06992	abj:BJAB07104_00685
ko:K06992	abj:BJAB07104_00686
ko:K19278	abj:BJAB07104_p0088
ko:K22444	abj:BJAB07104_00858
ko:K00499	abj:BJAB07104_02768
ko:K03446	abj:BJAB07104_01850
ko:K12979	abj:BJAB07104_00366
ko:K19165	abj:BJAB07104_01847
ko:K19165	abj:BJAB07104_02759
ko:K07497	abj:BJAB07104_00242
ko:K07497	abj:BJAB07104_00249
ko:K07497	abj:BJAB07104_00270
ko:K01066	abj:BJAB07104_00855
ko:K01992	abj:BJAB07104_02049
ko:K01992	abj:BJAB07104_02050
ko:K01992	abj:BJAB07104_02955
ko:K01392	abj:BJAB07104_02116
ko:K19431	abj:BJAB07104_00092
ko:K00638	abj:BJAB07104_03023
ko:K00638	abj:BJAB07104_p0089
ko:K19302	abj:BJAB07104_00551
ko:K06867	abj:BJAB07104_01477
ko:K04771	abj:BJAB07104_02890
ko:K19272	abj:BJAB07104_p0106
ko:K01096	abj:BJAB07104_03069
ko:K02650	abj:BJAB07104_03468
ko:K10938	abj:BJAB07104_03675
ko:K19577	abj:BJAB07104_02482
ko:K19577	abj:BJAB07104_03741
ko:K00042	abj:BJAB07104_01858
ko:K17686	abj:BJAB07104_01365
ko:K00992	abj:BJAB07104_02157
ko:K07645	abj:BJAB07104_03085
ko:K00799	abj:BJAB07104_02308
ko:K06132	abj:BJAB07104_03279
ko:K15777	abj:BJAB07104_01130
ko:K07497	abj:BJAB07104_01600
ko:K19810	abj:BJAB07104_02787
ko:K20034	abj:BJAB07104_01797
ko:K00020	abj:BJAB07104_00623
ko:K22443	abj:BJAB07104_00856
ko:K16066	abj:BJAB07104_02879
ko:K03809	abj:BJAB07104_00847
ko:K01802	abj:BJAB07104_01033
ko:K20276	abj:BJAB07104_03030
ko:K00507	abj:BJAB07104_03217
ko:K20455	abj:BJAB07104_00116
ko:K09788	abj:BJAB07104_03096
ko:K20534	abj:BJAB07104_02957
ko:K02483	abj:BJAB07104_02644
ko:K20881	abj:BJAB07104_01659
ko:K21053	abj:BJAB07104_01318
ko:K21062	abj:BJAB07104_01487
ko:K13877	abj:BJAB07104_01790
ko:K13877	abj:BJAB07104_01852
ko:K21061	abj:BJAB07104_01491
ko:K01768	abj:BJAB07104_02100
ko:K11935	abj:BJAB07104_02522
ko:K11931	abj:BJAB07104_02521
ko:K11937	abj:BJAB07104_02519
ko:K13877	abj:BJAB07104_01496
ko:K21021	abj:BJAB07104_03276
ko:K21023	abj:BJAB07104_00599
ko:K00525	abj:BJAB07104_00754
ko:K21801	abj:BJAB07104_01888
ko:K00249	abj:BJAB07104_02086
ko:K00249	abj:BJAB07104_01794
ko:K00001	abj:BJAB07104_03055
ko:K00287	abj:BJAB07104_00513
ko:K00560	abj:BJAB07104_00514
ko:K07336	abj:BJAB07104_00530
ko:K03676	abj:BJAB07104_00583
ko:K09935	abj:BJAB07104_00648
ko:K02316	abj:BJAB07104_00843
ko:K03553	abj:BJAB07104_01657
ko:K01520	abj:BJAB07104_00888
ko:K03546	abj:BJAB07104_00901
ko:K00558	abj:BJAB07104_00941
ko:K02315	abj:BJAB07104_00943
ko:K06223	abj:BJAB07104_01006
ko:K02314	abj:BJAB07104_01222
ko:K07474	abj:BJAB07104_01236
ko:K06904	abj:BJAB07104_01240
ko:K00558	abj:BJAB07104_p0019
ko:K02314	abj:BJAB07104_02534
ko:K06217	abj:BJAB07104_03314
ko:K06889	abj:BJAB07104_01908
ko:K02335	abj:BJAB07104_00663
ko:K01139	abj:BJAB07104_03463
ko:K20938	abj:BJAB07104_02281
ko:K00526	abj:BJAB07104_00752
ko:K11939	abj:BJAB07104_01413
ko:K21416	abj:BJAB07104_02016
ko:K21417	abj:BJAB07104_02015
ko:K21472	abj:BJAB07104_03732
ko:K21420	abj:BJAB07104_00873
ko:K22589	abj:BJAB07104_02750
ko:K21699	abj:BJAB07104_02597
ko:K10914	abj:BJAB07104_02239
ko:K21747	abj:BJAB07104_02088
ko:K21756	abj:BJAB07104_01784
ko:K21757	abj:BJAB07104_01363
ko:K21758	abj:BJAB07104_01356
ko:K19591	abj:BJAB07104_01366
ko:K21990	abj:BJAB07104_03724
ko:K22027	abj:BJAB07104_01764
ko:K22025	abj:BJAB07104_01856
ko:K22105	abj:BJAB07104_02826
ko:K22067	abj:BJAB07104_01608
ko:K01816	abj:BJAB07104_00622
ko:K13874	abj:BJAB07104_01837
ko:K03595	abj:BJAB07104_02884
ko:K07183	abj:BJAB07104_01609
ko:K22132	abj:BJAB07104_00609
ko:K08994	abj:BJAB07104_02010
ko:K08994	abj:BJAB07104_03259
ko:K22186	abj:BJAB07104_01853
ko:K13875	abj:BJAB07104_01787
ko:K22292	abj:BJAB07104_00071
ko:K22302	abj:BJAB07104_01543
ko:K02257	abj:BJAB07104_02530
ko:K01505	abj:BJAB07104_00781
ko:K00611	abj:BJAB07104_01638
ko:K13061	abj:BJAB07104_00145
ko:K00590	abj:BJAB07104_01546
ko:K22550	abj:BJAB07104_01492
ko:K22589	abj:BJAB07104_02749
ko:K22549	abj:BJAB07104_01493
