ko:K09796	psr:PSTAA_2146
ko:K03551	psr:PSTAA_2931
ko:K03550	psr:PSTAA_2932
ko:K01159	psr:PSTAA_2933
ko:K01876	psr:PSTAA_2935
ko:K04047	psr:PSTAA_2937
ko:K03704	psr:PSTAA_2938
ko:K03745	psr:PSTAA_2939
ko:K07233	psr:PSTAA_2952
ko:K01881	psr:PSTAA_2955
ko:K07058	psr:PSTAA_2961
ko:K03809	psr:PSTAA_2963
ko:K10763	psr:PSTAA_2965
ko:K06181	psr:PSTAA_3808
ko:K01531	psr:PSTAA_3814
ko:K03190	psr:PSTAA_3815
ko:K01430	psr:PSTAA_3816
ko:K03823	psr:PSTAA_3817
ko:K01429	psr:PSTAA_3818
ko:K01428	psr:PSTAA_3819
ko:K03187	psr:PSTAA_3828
ko:K03188	psr:PSTAA_3829
ko:K03189	psr:PSTAA_3830
ko:K03192	psr:PSTAA_3831
ko:K01241	psr:PSTAA_3833
ko:K01754	psr:PSTAA_3835
ko:K08714	psr:PSTAA_3836
ko:K09456	psr:PSTAA_3837
ko:K00941	psr:PSTAA_3839
ko:K00788	psr:PSTAA_3840
ko:K01845	psr:PSTAA_3841
ko:K06168	psr:PSTAA_3844
ko:K07042	psr:PSTAA_3846
ko:K06189	psr:PSTAA_3847
ko:K03820	psr:PSTAA_3848
ko:K01869	psr:PSTAA_3851
ko:K03643	psr:PSTAA_3852
ko:K02340	psr:PSTAA_3853
ko:K09890	psr:PSTAA_3854
ko:K03644	psr:PSTAA_3857
ko:K03801	psr:PSTAA_3858
ko:K09158	psr:PSTAA_3859
ko:K15553	psr:PSTAA_0278
ko:K15554	psr:PSTAA_0280
ko:K09962	psr:PSTAA_0284
ko:K07238	psr:PSTAA_0303
ko:K03820	psr:PSTAA_0304
ko:K07220	psr:PSTAA_0322
ko:K03306	psr:PSTAA_0323
ko:K01438	psr:PSTAA_0324
ko:K14682	psr:PSTAA_0325
ko:K01919	psr:PSTAA_0327
ko:K06959	psr:PSTAA_0329
ko:K00694	psr:PSTAA_0332
ko:K06980	psr:PSTAA_1182
ko:K09159	psr:PSTAA_1183
ko:K00278	psr:PSTAA_1185
ko:K03088	psr:PSTAA_1186
ko:K03597	psr:PSTAA_1187
ko:K03598	psr:PSTAA_1188
ko:K03596	psr:PSTAA_1191
ko:K03100	psr:PSTAA_1192
ko:K03685	psr:PSTAA_1194
ko:K03584	psr:PSTAA_1196
ko:K03474	psr:PSTAA_1197
ko:K15257	psr:PSTAA_1201
ko:K15256	psr:PSTAA_1202
ko:K01338	psr:PSTAA_1204
ko:K13821	psr:PSTAA_1206
ko:K02623	psr:PSTAA_1212
ko:K00449	psr:PSTAA_1213
ko:K00448	psr:PSTAA_1214
ko:K06916	psr:PSTAA_1215
ko:K07088	psr:PSTAA_1216
ko:K02624	psr:PSTAA_1217
ko:K01040	psr:PSTAA_1219
ko:K07823	psr:PSTAA_1220
ko:K01857	psr:PSTAA_1221
ko:K01055	psr:PSTAA_1222
ko:K15726	psr:PSTAA_1232
ko:K01534	psr:PSTAA_1235
ko:K03088	psr:PSTAA_2075
ko:K01682	psr:PSTAA_2077
ko:K06938	psr:PSTAA_2078
ko:K06169	psr:PSTAA_2080
ko:K03269	psr:PSTAA_2081
ko:K01886	psr:PSTAA_2083
ko:K01883	psr:PSTAA_2084
ko:K01491	psr:PSTAA_2085
ko:K07090	psr:PSTAA_2090
ko:K03545	psr:PSTAA_2091
ko:K01358	psr:PSTAA_2092
ko:K03544	psr:PSTAA_2093
ko:K01338	psr:PSTAA_2094
ko:K03530	psr:PSTAA_2095
ko:K03770	psr:PSTAA_2096
ko:K00831	psr:PSTAA_2099
ko:K06139	psr:PSTAA_2101
ko:K06138	psr:PSTAA_2102
ko:K06136	psr:PSTAA_2105
ko:K06137	psr:PSTAA_2106
ko:K06138	psr:PSTAA_2107
ko:K06139	psr:PSTAA_2108
ko:K07798	psr:PSTAA_2114
ko:K07787	psr:PSTAA_2115
ko:K03703	psr:PSTAA_2118
ko:K07089	psr:PSTAA_2125
ko:K09938	psr:PSTAA_2967
ko:K01933	psr:PSTAA_2968
ko:K11175	psr:PSTAA_2969
ko:K08985	psr:PSTAA_2971
ko:K14267	psr:PSTAA_2972
ko:K03671	psr:PSTAA_2975
ko:K01766	psr:PSTAA_2978
ko:K02426	psr:PSTAA_2979
ko:K09954	psr:PSTAA_2984
ko:K00111	psr:PSTAA_2987
ko:K00549	psr:PSTAA_2988
ko:K03576	psr:PSTAA_2990
ko:K04337	psr:PSTAA_2995
ko:K04338	psr:PSTAA_2996
ko:K06214	psr:PSTAA_2997
ko:K04335	psr:PSTAA_2999
ko:K06969	psr:PSTAA_3005
ko:K07267	psr:PSTAA_3021
ko:K03642	psr:PSTAA_3861
ko:K05837	psr:PSTAA_3863
ko:K05515	psr:PSTAA_3864
ko:K00783	psr:PSTAA_3865
ko:K09710	psr:PSTAA_3866
ko:K00969	psr:PSTAA_3867
ko:K00147	psr:PSTAA_3868
ko:K07157	psr:PSTAA_3870
ko:K13288	psr:PSTAA_3876
ko:K06949	psr:PSTAA_3878
ko:K02557	psr:PSTAA_3879
ko:K02556	psr:PSTAA_3880
ko:K01613	psr:PSTAA_3883
ko:K01079	psr:PSTAA_3887
ko:K09857	psr:PSTAA_3889
ko:K02621	psr:PSTAA_3890
ko:K06985	psr:PSTAA_3891
ko:K02622	psr:PSTAA_3893
ko:K07000	psr:PSTAA_3894
ko:K03651	psr:PSTAA_3895
ko:K09920	psr:PSTAA_3896
ko:K13007	psr:PSTAA_3900
ko:K07090	psr:PSTAA_3902
ko:K00860	psr:PSTAA_3903
ko:K02455	psr:PSTAA_3905
ko:K02456	psr:PSTAA_3906
ko:K02456	psr:PSTAA_3907
ko:K02458	psr:PSTAA_3908
ko:K02459	psr:PSTAA_3909
ko:K02460	psr:PSTAA_3910
ko:K02453	psr:PSTAA_3914
ko:K00901	psr:PSTAA_0338
ko:K07659	psr:PSTAA_0339
ko:K07638	psr:PSTAA_0340
ko:K04762	psr:PSTAA_0343
ko:K04083	psr:PSTAA_0345
ko:K01610	psr:PSTAA_0346
ko:K03654	psr:PSTAA_0349
ko:K07107	psr:PSTAA_0367
ko:K02379	psr:PSTAA_0369
ko:K08312	psr:PSTAA_0372
ko:K06940	psr:PSTAA_0375
ko:K00688	psr:PSTAA_0376
ko:K03841	psr:PSTAA_0377
ko:K03098	psr:PSTAA_0380
ko:K07560	psr:PSTAA_0383
ko:K03118	psr:PSTAA_0386
ko:K03117	psr:PSTAA_0387
ko:K03116	psr:PSTAA_0388
ko:K03630	psr:PSTAA_1247
ko:K12055	psr:PSTAA_1287
ko:K07733	psr:PSTAA_1288
ko:K01874	psr:PSTAA_1293
ko:K09771	psr:PSTAA_2131
ko:K00134	psr:PSTAA_2132
ko:K00963	psr:PSTAA_2143
ko:K00948	psr:PSTAA_2147
ko:K00156	psr:PSTAA_2159
ko:K00703	psr:PSTAA_2168
ko:K01236	psr:PSTAA_2169
ko:K00705	psr:PSTAA_2170
ko:K06044	psr:PSTAA_2171
ko:K05343	psr:PSTAA_2184
ko:K03710	psr:PSTAA_3025
ko:K02078	psr:PSTAA_3044
ko:K08482	psr:PSTAA_3050
ko:K01696	psr:PSTAA_3060
ko:K01695	psr:PSTAA_3061
ko:K02057	psr:PSTAA_3073
ko:K02057	psr:PSTAA_3074
ko:K01790	psr:PSTAA_3920
ko:K00973	psr:PSTAA_3921
ko:K00067	psr:PSTAA_3922
ko:K03147	psr:PSTAA_3925
ko:K12340	psr:PSTAA_3926
ko:K02527	psr:PSTAA_3927
ko:K03272	psr:PSTAA_3932
ko:K00612	psr:PSTAA_3936
ko:K02848	psr:PSTAA_3940
ko:K02844	psr:PSTAA_3941
ko:K02841	psr:PSTAA_3942
ko:K00826	psr:PSTAA_3944
ko:K00982	psr:PSTAA_3945
ko:K00163	psr:PSTAA_3946
ko:K00627	psr:PSTAA_3947
ko:K01935	psr:PSTAA_3955
ko:K02169	psr:PSTAA_3956
ko:K02170	psr:PSTAA_3957
ko:K01012	psr:PSTAA_3959
ko:K07115	psr:PSTAA_3962
ko:K00459	psr:PSTAA_3963
ko:K15746	psr:PSTAA_3964
ko:K02291	psr:PSTAA_3965
ko:K06443	psr:PSTAA_3967
ko:K13789	psr:PSTAA_3970
ko:K03688	psr:PSTAA_0391
ko:K03690	psr:PSTAA_0392
ko:K03183	psr:PSTAA_0393
ko:K03667	psr:PSTAA_0397
ko:K01419	psr:PSTAA_0398
ko:K03216	psr:PSTAA_0400
ko:K07712	psr:PSTAA_0402
ko:K07708	psr:PSTAA_0403
ko:K01915	psr:PSTAA_0406
ko:K03151	psr:PSTAA_0407
ko:K06207	psr:PSTAA_0408
ko:K11614	psr:PSTAA_0411
ko:K06200	psr:PSTAA_0430
ko:K05569	psr:PSTAA_0431
ko:K05571	psr:PSTAA_0433
ko:K05567	psr:PSTAA_0435
ko:K07637	psr:PSTAA_0440
ko:K04335	psr:PSTAA_0445
ko:K03704	psr:PSTAA_1295
ko:K01494	psr:PSTAA_1296
ko:K02568	psr:PSTAA_1298
ko:K02567	psr:PSTAA_1299
ko:K02570	psr:PSTAA_1300
ko:K08224	psr:PSTAA_1302
ko:K02742	psr:PSTAA_1303
ko:K14058	psr:PSTAA_1307
ko:K01626	psr:PSTAA_1308
ko:K00425	psr:PSTAA_1313
ko:K00426	psr:PSTAA_1314
ko:K12410	psr:PSTAA_1316
ko:K02224	psr:PSTAA_1324
ko:K04719	psr:PSTAA_1325
ko:K02016	psr:PSTAA_1326
ko:K02227	psr:PSTAA_1327
ko:K02225	psr:PSTAA_1328
ko:K02232	psr:PSTAA_1329
ko:K02231	psr:PSTAA_1330
ko:K00768	psr:PSTAA_1331
ko:K02233	psr:PSTAA_1333
ko:K07390	psr:PSTAA_1334
ko:K15790	psr:PSTAA_1336
ko:K02585	psr:PSTAA_1339
ko:K08223	psr:PSTAA_1344
ko:K02584	psr:PSTAA_1345
ko:K02380	psr:PSTAA_2187
ko:K10979	psr:PSTAA_2193
ko:K07789	psr:PSTAA_2206
ko:K07788	psr:PSTAA_2207
ko:K07799	psr:PSTAA_2208
ko:K11065	psr:PSTAA_2211
ko:K03310	psr:PSTAA_2212
ko:K09800	psr:PSTAA_2213
ko:K07278	psr:PSTAA_2214
ko:K01142	psr:PSTAA_2216
ko:K02040	psr:PSTAA_2217
ko:K00847	psr:PSTAA_2218
ko:K10227	psr:PSTAA_2220
ko:K10228	psr:PSTAA_2221
ko:K10229	psr:PSTAA_2222
ko:K06145	psr:PSTAA_2228
ko:K06916	psr:PSTAA_2233
ko:K00285	psr:PSTAA_2235
ko:K06153	psr:PSTAA_2239
ko:K02503	psr:PSTAA_3102
ko:K01295	psr:PSTAA_3103
ko:K03300	psr:PSTAA_3110
ko:K01061	psr:PSTAA_3113
ko:K14977	psr:PSTAA_3115
ko:K07137	psr:PSTAA_3117
ko:K03437	psr:PSTAA_3118
ko:K05786	psr:PSTAA_3122
ko:K03578	psr:PSTAA_3123
ko:K03580	psr:PSTAA_3133
ko:K05802	psr:PSTAA_3973
ko:K03412	psr:PSTAA_3976
ko:K07403	psr:PSTAA_3983
ko:K01706	psr:PSTAA_3996
ko:K01707	psr:PSTAA_3998
ko:K01706	psr:PSTAA_3999
ko:K06145	psr:PSTAA_4010
ko:K01194	psr:PSTAA_4019
ko:K05786	psr:PSTAA_4021
ko:K01638	psr:PSTAA_4023
ko:K16087	psr:PSTAA_0078
ko:K14230	psr:PSTAA_0649
ko:K03767	psr:PSTAA_2810
ko:K18135	psr:PSTAA_3706
ko:K18138	psr:PSTAA_4089
ko:K14225	psr:PSTAA_2120
ko:K14225	psr:PSTAA_2639
ko:K16087	psr:PSTAA_1823
ko:K03320	psr:PSTAA_1614
ko:K04065	psr:PSTAA_3468
ko:K00131	psr:PSTAA_3590
ko:K14232	psr:PSTAA_3732
ko:K10716	psr:PSTAA_1634
ko:K14232	psr:PSTAA_2470
ko:K16053	psr:PSTAA_3175
ko:K14219	psr:PSTAA_2086
ko:K00104	psr:PSTAA_0484
ko:K14235	psr:PSTAA_0709
ko:K15373	psr:PSTAA_4273
ko:K16074	psr:PSTAA_2072
ko:K02433	psr:PSTAA_0977
ko:K11189	psr:PSTAA_0990
ko:K02806	psr:PSTAA_0992
ko:K02067	psr:PSTAA_1002
ko:K02030	psr:PSTAA_1853
ko:K01916	psr:PSTAA_1858
ko:K03776	psr:PSTAA_1873
ko:K04085	psr:PSTAA_1876
ko:K06603	psr:PSTAA_1889
ko:K00241	psr:PSTAA_1897
ko:K06179	psr:PSTAA_2751
ko:K01104	psr:PSTAA_2754
ko:K02238	psr:PSTAA_2760
ko:K04765	psr:PSTAA_2790
ko:K01724	psr:PSTAA_3660
ko:K02056	psr:PSTAA_3677
ko:K08234	psr:PSTAA_3684
ko:K02049	psr:PSTAA_0075
ko:K02050	psr:PSTAA_0076
ko:K11689	psr:PSTAA_0084
ko:K11688	psr:PSTAA_0085
ko:K02067	psr:PSTAA_0096
ko:K00380	psr:PSTAA_0961
ko:K10914	psr:PSTAA_0687
ko:K00121	psr:PSTAA_1587
ko:K08974	psr:PSTAA_1595
ko:K03087	psr:PSTAA_1597
ko:K01092	psr:PSTAA_1618
ko:K03769	psr:PSTAA_1624
ko:K14683	psr:PSTAA_1627
ko:K09471	psr:PSTAA_2480
ko:K07114	psr:PSTAA_2506
ko:K07114	psr:PSTAA_2507
ko:K00666	psr:PSTAA_3368
ko:K00626	psr:PSTAA_3377
ko:K15577	psr:PSTAA_4245
ko:K15578	psr:PSTAA_4246
ko:K11209	psr:PSTAA_4289
ko:K01081	psr:PSTAA_4293
ko:K00647	psr:PSTAA_1918
ko:K02454	psr:PSTAA_0147
ko:K07491	psr:PSTAA_1015
ko:K02653	psr:PSTAA_1017
ko:K03406	psr:PSTAA_1915
ko:K03406	psr:PSTAA_1916
ko:K01784	psr:PSTAA_0755
ko:K02004	psr:PSTAA_0764
ko:K00274	psr:PSTAA_1637
ko:K06445	psr:PSTAA_1668
ko:K03972	psr:PSTAA_1670
ko:K01692	psr:PSTAA_1676
ko:K02441	psr:PSTAA_2526
ko:K06889	psr:PSTAA_2542
ko:K00845	psr:PSTAA_2551
ko:K03498	psr:PSTAA_2565
ko:K00799	psr:PSTAA_2579
ko:K07028	psr:PSTAA_3426
ko:K15629	psr:PSTAA_3445
ko:K07027	psr:PSTAA_3446
ko:K00970	psr:PSTAA_3457
ko:K01835	psr:PSTAA_4304
ko:K13953	psr:PSTAA_4306
ko:K02274	psr:PSTAA_4319
ko:K02258	psr:PSTAA_4320
ko:K02116	psr:PSTAA_4354
ko:K00568	psr:PSTAA_2349
ko:K01796	psr:PSTAA_1943
ko:K01692	psr:PSTAA_1948
ko:K07221	psr:PSTAA_2813
ko:K01439	psr:PSTAA_2815
ko:K00626	psr:PSTAA_1940
ko:K07665	psr:PSTAA_2833
ko:K07213	psr:PSTAA_3707
ko:K03406	psr:PSTAA_3710
ko:K03406	psr:PSTAA_3719
ko:K16171	psr:PSTAA_0814
ko:K03321	psr:PSTAA_3042
ko:K07675	psr:PSTAA_2306
ko:K02414	psr:PSTAA_0186
ko:K03406	psr:PSTAA_1073
ko:K00564	psr:PSTAA_1077
ko:K00666	psr:PSTAA_1080
ko:K03499	psr:PSTAA_1965
ko:K03560	psr:PSTAA_1975
ko:K03406	psr:PSTAA_1986
ko:K07393	psr:PSTAA_2010
ko:K11179	psr:PSTAA_2012
ko:K00799	psr:PSTAA_2856
ko:K00939	psr:PSTAA_2866
ko:K01113	psr:PSTAA_3776
ko:K01507	psr:PSTAA_3779
ko:K01139	psr:PSTAA_0512
ko:K00127	psr:PSTAA_0227
ko:K00124	psr:PSTAA_0228
ko:K01424	psr:PSTAA_0255
ko:K03635	psr:PSTAA_1134
ko:K04763	psr:PSTAA_1157
ko:K01759	psr:PSTAA_1166
ko:K03613	psr:PSTAA_1169
ko:K03612	psr:PSTAA_1170
ko:K03614	psr:PSTAA_1171
ko:K03615	psr:PSTAA_1172
ko:K03616	psr:PSTAA_1173
ko:K03617	psr:PSTAA_1174
ko:K02051	psr:PSTAA_2021
ko:K02049	psr:PSTAA_2024
ko:K02050	psr:PSTAA_2025
ko:K01470	psr:PSTAA_2028
ko:K00059	psr:PSTAA_2030
ko:K02051	psr:PSTAA_2033
ko:K01941	psr:PSTAA_2036
ko:K02049	psr:PSTAA_2040
ko:K02050	psr:PSTAA_2041
ko:K02004	psr:PSTAA_2048
ko:K03548	psr:PSTAA_2915
ko:K03560	psr:PSTAA_2928
ko:K07126	psr:PSTAA_3843
ko:K07258	psr:PSTAA_3860
ko:K07316	psr:PSTAA_0293
ko:K01156	psr:PSTAA_0296
ko:K04063	psr:PSTAA_0315
ko:K02454	psr:PSTAA_0320
ko:K03803	psr:PSTAA_1189
ko:K02014	psr:PSTAA_1209
ko:K01039	psr:PSTAA_1218
ko:K01607	psr:PSTAA_1223
ko:K15725	psr:PSTAA_1230
ko:K15727	psr:PSTAA_1231
ko:K03286	psr:PSTAA_2076
ko:K03768	psr:PSTAA_2082
ko:K03325	psr:PSTAA_2126
ko:K00674	psr:PSTAA_2977
ko:K08305	psr:PSTAA_3862
ko:K01011	psr:PSTAA_3882
ko:K01515	psr:PSTAA_3897
ko:K02454	psr:PSTAA_3904
ko:K02051	psr:PSTAA_0077
ko:K05844	psr:PSTAA_0341
ko:K03406	psr:PSTAA_0351
ko:K01082	psr:PSTAA_0373
ko:K01259	psr:PSTAA_0382
ko:K01523	psr:PSTAA_0389
ko:K01496	psr:PSTAA_0390
ko:K06183	psr:PSTAA_1292
ko:K03406	psr:PSTAA_2142
ko:K00383	psr:PSTAA_2145
ko:K07028	psr:PSTAA_2148
ko:K07027	psr:PSTAA_2182
ko:K00700	psr:PSTAA_2183
ko:K02051	psr:PSTAA_3022
ko:K02050	psr:PSTAA_3023
ko:K00799	psr:PSTAA_3037
ko:K06147	psr:PSTAA_3053
ko:K01854	psr:PSTAA_3055
ko:K01784	psr:PSTAA_3057
ko:K02051	psr:PSTAA_3064
ko:K02049	psr:PSTAA_3065
ko:K02050	psr:PSTAA_3066
ko:K01607	psr:PSTAA_3069
ko:K02056	psr:PSTAA_3072
ko:K11085	psr:PSTAA_3933
ko:K02843	psr:PSTAA_3943
ko:K07304	psr:PSTAA_3950
ko:K00652	psr:PSTAA_3958
ko:K01823	psr:PSTAA_3969
ko:K06177	psr:PSTAA_0800
ko:K05522	psr:PSTAA_0801
ko:K00758	psr:PSTAA_0803
ko:K03406	psr:PSTAA_0817
ko:K13953	psr:PSTAA_0825
ko:K07054	psr:PSTAA_0831
ko:K00374	psr:PSTAA_0844
ko:K03769	psr:PSTAA_0845
ko:K00616	psr:PSTAA_1688
ko:K01679	psr:PSTAA_1711
ko:K03406	psr:PSTAA_1717
ko:K11688	psr:PSTAA_1729
ko:K06149	psr:PSTAA_2591
ko:K01104	psr:PSTAA_2599
ko:K02005	psr:PSTAA_2626
ko:K03177	psr:PSTAA_3471
ko:K03711	psr:PSTAA_3493
ko:K05570	psr:PSTAA_4360
ko:K05568	psr:PSTAA_4362
ko:K05565	psr:PSTAA_4365
ko:K01607	psr:PSTAA_0875
ko:K07807	psr:PSTAA_0889
ko:K07116	psr:PSTAA_1756
ko:K08086	psr:PSTAA_1795
ko:K00799	psr:PSTAA_2642
ko:K07305	psr:PSTAA_2645
ko:K00569	psr:PSTAA_2650
ko:K10943	psr:PSTAA_2651
ko:K10942	psr:PSTAA_2652
ko:K02200	psr:PSTAA_2657
ko:K02200	psr:PSTAA_2658
ko:K02193	psr:PSTAA_2665
ko:K07665	psr:PSTAA_3538
ko:K15725	psr:PSTAA_3540
ko:K15727	psr:PSTAA_3541
ko:K03406	psr:PSTAA_0395
ko:K03406	psr:PSTAA_0409
ko:K11069	psr:PSTAA_0424
ko:K05570	psr:PSTAA_0432
ko:K07660	psr:PSTAA_0441
ko:K03593	psr:PSTAA_1294
ko:K02569	psr:PSTAA_1297
ko:K02571	psr:PSTAA_1301
ko:K03617	psr:PSTAA_1347
ko:K03616	psr:PSTAA_1348
ko:K00124	psr:PSTAA_2189
ko:K00045	psr:PSTAA_2224
ko:K00854	psr:PSTAA_2225
ko:K00851	psr:PSTAA_2231
ko:K03769	psr:PSTAA_2232
ko:K02014	psr:PSTAA_2237
ko:K06889	psr:PSTAA_3087
ko:K03406	psr:PSTAA_3089
ko:K02049	psr:PSTAA_3099
ko:K02050	psr:PSTAA_3100
ko:K02051	psr:PSTAA_3101
ko:K07052	psr:PSTAA_3106
ko:K04750	psr:PSTAA_3108
ko:K00784	psr:PSTAA_3112
ko:K02427	psr:PSTAA_3116
ko:K03406	psr:PSTAA_3125
ko:K11105	psr:PSTAA_3972
ko:K00575	psr:PSTAA_3977
ko:K07793	psr:PSTAA_4002
ko:K07182	psr:PSTAA_4025
ko:K00058	psr:PSTAA_0451
ko:K07657	psr:PSTAA_0480
ko:K03615	psr:PSTAA_1349
ko:K03614	psr:PSTAA_1350
ko:K03612	psr:PSTAA_1351
ko:K03613	psr:PSTAA_1352
ko:K02591	psr:PSTAA_1360
ko:K02587	psr:PSTAA_1365
ko:K02592	psr:PSTAA_1366
ko:K09138	psr:PSTAA_1374
ko:K02017	psr:PSTAA_1377
ko:K02597	psr:PSTAA_1388
ko:K03769	psr:PSTAA_1389
ko:K01011	psr:PSTAA_1394
ko:K03406	psr:PSTAA_2240
ko:K00548	psr:PSTAA_2250
ko:K04774	psr:PSTAA_2267
ko:K01692	psr:PSTAA_2276
ko:K02342	psr:PSTAA_2278
ko:K01885	psr:PSTAA_3159
ko:K02010	psr:PSTAA_3166
ko:K00088	psr:PSTAA_3170
ko:K02342	psr:PSTAA_4026
ko:K07665	psr:PSTAA_4039
ko:K03499	psr:PSTAA_0019
ko:K02014	psr:PSTAA_0033
ko:K09815	psr:PSTAA_0046
ko:K02674	psr:PSTAA_0933
ko:K03153	psr:PSTAA_0938
ko:K01585	psr:PSTAA_0940
ko:K00882	psr:PSTAA_0952
ko:K07126	psr:PSTAA_0958
ko:K08167	psr:PSTAA_1819
ko:K00219	psr:PSTAA_1840
ko:K02051	psr:PSTAA_1850
ko:K02049	psr:PSTAA_1851
ko:K02050	psr:PSTAA_1852
ko:K02414	psr:PSTAA_2692
ko:K02619	psr:PSTAA_2740
ko:K00059	psr:PSTAA_2743
ko:K01176	psr:PSTAA_3583
ko:K00845	psr:PSTAA_3595
ko:K02569	psr:PSTAA_3628
ko:K04748	psr:PSTAA_3630
ko:K07807	psr:PSTAA_4047
ko:K03406	psr:PSTAA_0530
ko:K09806	psr:PSTAA_0555
ko:K01571	psr:PSTAA_1410
ko:K01572	psr:PSTAA_1411
ko:K00575	psr:PSTAA_1421
ko:K06177	psr:PSTAA_1443
ko:K09898	psr:PSTAA_1458
ko:K03406	psr:PSTAA_2301
ko:K03406	psr:PSTAA_2308
ko:K13628	psr:PSTAA_3202
ko:K04488	psr:PSTAA_3203
ko:K01092	psr:PSTAA_3208
ko:K02487	psr:PSTAA_4097
ko:K06596	psr:PSTAA_4097
ko:K02660	psr:PSTAA_4099
ko:K02659	psr:PSTAA_4101
ko:K02658	psr:PSTAA_4102
ko:K02657	psr:PSTAA_4103
ko:K02428	psr:PSTAA_4123
ko:K01478	psr:PSTAA_4128
ko:K01719	psr:PSTAA_0579
ko:K02665	psr:PSTAA_0612
ko:K08167	psr:PSTAA_1504
ko:K00799	psr:PSTAA_2360
ko:K14162	psr:PSTAA_2373
ko:K02077	psr:PSTAA_3248
ko:K02074	psr:PSTAA_3250
ko:K03406	psr:PSTAA_3266
ko:K07338	psr:PSTAA_3304
ko:K07019	psr:PSTAA_4148
ko:K10563	psr:PSTAA_4158
ko:K07120	psr:PSTAA_4188
ko:K07793	psr:PSTAA_4189
ko:K01934	psr:PSTAA_4224
ko:K15576	psr:PSTAA_4244
ko:K01409	psr:PSTAA_0653
ko:K00974	psr:PSTAA_0657
ko:K01525	psr:PSTAA_0662
ko:K01455	psr:PSTAA_1518
ko:K14335	psr:PSTAA_1523
ko:K06986	psr:PSTAA_1524
ko:K05524	psr:PSTAA_1527
ko:K03743	psr:PSTAA_1530
ko:K05812	psr:PSTAA_1537
ko:K03455	psr:PSTAA_2427
ko:K09815	psr:PSTAA_2445
ko:K03406	psr:PSTAA_3306
ko:K00059	psr:PSTAA_3314
ko:K03442	psr:PSTAA_3318
ko:K06889	psr:PSTAA_3325
ko:K03386	psr:PSTAA_3328
ko:K02824	psr:PSTAA_3342
ko:K03776	psr:PSTAA_4194
ko:K03776	psr:PSTAA_4195
ko:K13590	psr:PSTAA_4207
ko:K01262	psr:PSTAA_4220
ko:K07394	psr:PSTAA_0082
ko:K14221	psr:PSTAA_1807
ko:K14221	psr:PSTAA_2893
ko:K01980	psr:PSTAA_0702
ko:K01980	psr:PSTAA_2344
ko:K01980	psr:PSTAA_1708
ko:K07165	psr:PSTAA_4330
ko:K02303	psr:PSTAA_2520
ko:K07038	psr:PSTAA_1718
ko:K01980	psr:PSTAA_3413
ko:K16345	psr:PSTAA_3263
ko:K02054	psr:PSTAA_0677
ko:K02055	psr:PSTAA_0676
ko:K01659	psr:PSTAA_2066
ko:K01179	psr:PSTAA_1482
ko:K01179	psr:PSTAA_2601
ko:K00253	psr:PSTAA_3370
ko:K13053	psr:PSTAA_1747
ko:K01069	psr:PSTAA_2281
ko:K01977	psr:PSTAA_0699
ko:K01977	psr:PSTAA_1705
ko:K01977	psr:PSTAA_3416
ko:K01977	psr:PSTAA_2347
ko:K14268	psr:PSTAA_0680
ko:K08970	psr:PSTAA_0888
ko:K14234	psr:PSTAA_0310
ko:K09020	psr:PSTAA_3693
ko:K12262	psr:PSTAA_0849
ko:K16137	psr:PSTAA_1091
ko:K12262	psr:PSTAA_2175
ko:K16370	psr:PSTAA_2513
ko:K11734	psr:PSTAA_2734
ko:K05799	psr:PSTAA_3498
ko:K14225	psr:PSTAA_0705
ko:K14220	psr:PSTAA_3162
ko:K14220	psr:PSTAA_3733
ko:K08364	psr:PSTAA_3546
ko:K01856	psr:PSTAA_1700
ko:K14237	psr:PSTAA_2479
ko:K16264	psr:PSTAA_3543
ko:K01487	psr:PSTAA_3247
ko:K03321	psr:PSTAA_2724
ko:K11959	psr:PSTAA_1513
ko:K11959	psr:PSTAA_3809
ko:K11960	psr:PSTAA_3810
ko:K11960	psr:PSTAA_1514
ko:K09690	psr:PSTAA_3919
ko:K10111	psr:PSTAA_3574
ko:K11961	psr:PSTAA_1515
ko:K14219	psr:PSTAA_1405
ko:K14219	psr:PSTAA_1406
ko:K14225	psr:PSTAA_1291
ko:K14228	psr:PSTAA_3477
ko:K10108	psr:PSTAA_3582
ko:K03457	psr:PSTAA_3820
ko:K16692	psr:PSTAA_1776
ko:K16692	psr:PSTAA_2600
ko:K07122	psr:PSTAA_1004
ko:K01426	psr:PSTAA_1520
ko:K14219	psr:PSTAA_0112
ko:K14227	psr:PSTAA_0700
ko:K14227	psr:PSTAA_2346
ko:K14227	psr:PSTAA_1706
ko:K14227	psr:PSTAA_3415
ko:K02768	psr:PSTAA_0951
ko:K08483	psr:PSTAA_0951
ko:K11183	psr:PSTAA_0951
ko:K01708	psr:PSTAA_3995
ko:K14234	psr:PSTAA_0706
ko:K14237	psr:PSTAA_2894
ko:K14224	psr:PSTAA_2640
ko:K14224	psr:PSTAA_3155
ko:K14224	psr:PSTAA_3157
ko:K14232	psr:PSTAA_2487
ko:K14223	psr:PSTAA_3353
ko:K14223	psr:PSTAA_3354
ko:K14230	psr:PSTAA_3476
ko:K14230	psr:PSTAA_1782
ko:K14230	psr:PSTAA_1781
ko:K14218	psr:PSTAA_0701
ko:K14218	psr:PSTAA_3414
ko:K14218	psr:PSTAA_2345
