ko:K18137	abr:ABTJ_01608
ko:K01977	abr:ABTJ_03157
ko:K01977	abr:ABTJ_00479
ko:K01977	abr:ABTJ_03803
ko:K01977	abr:ABTJ_03633
ko:K14219	abr:ABTJ_03117
ko:K14229	abr:ABTJ_03377
ko:K14229	abr:ABTJ_03378
ko:K14230	abr:ABTJ_03440
ko:K14230	abr:ABTJ_03441
ko:K14230	abr:ABTJ_02502
ko:K14228	abr:ABTJ_03442
ko:K00001	abr:ABTJ_00741
ko:K02030	abr:ABTJ_02270
ko:K14235	abr:ABTJ_03495
ko:K00529	abr:ABTJ_02860
ko:K11735	abr:ABTJ_01099
ko:K02617	abr:ABTJ_02360
ko:K00568	abr:ABTJ_03778
ko:K11747	abr:ABTJ_03408
ko:K01782	abr:ABTJ_00604
ko:K00626	abr:ABTJ_00605
ko:K04750	abr:ABTJ_00613
ko:K00626	abr:ABTJ_00614
ko:K03286	abr:ABTJ_00616
ko:K00564	abr:ABTJ_00620
ko:K03769	abr:ABTJ_00625
ko:K10563	abr:ABTJ_00626
ko:K02014	abr:ABTJ_00631
ko:K02659	abr:ABTJ_00647
ko:K07054	abr:ABTJ_00763
ko:K03316	abr:ABTJ_00764
ko:K02427	abr:ABTJ_00785
ko:K01113	abr:ABTJ_00791
ko:K01596	abr:ABTJ_00800
ko:K03325	abr:ABTJ_02215
ko:K00626	abr:ABTJ_02320
ko:K02010	abr:ABTJ_02333
ko:K01607	abr:ABTJ_02340
ko:K00135	abr:ABTJ_02341
ko:K01692	abr:ABTJ_02366
ko:K03298	abr:ABTJ_02383
ko:K03286	abr:ABTJ_02405
ko:K02050	abr:ABTJ_02417
ko:K02051	abr:ABTJ_02419
ko:K01941	abr:ABTJ_02426
ko:K07126	abr:ABTJ_02436
ko:K11263	abr:ABTJ_02438
ko:K07025	abr:ABTJ_02450
ko:K05524	abr:ABTJ_02467
ko:K07213	abr:ABTJ_02512
ko:K00219	abr:ABTJ_02614
ko:K03321	abr:ABTJ_01638
ko:K03321	abr:ABTJ_03591
ko:K08305	abr:ABTJ_01200
ko:K02454	abr:ABTJ_01229
ko:K07346	abr:ABTJ_01306
ko:K06183	abr:ABTJ_01423
ko:K06177	abr:ABTJ_01426
ko:K03768	abr:ABTJ_01436
ko:K01826	abr:ABTJ_01447
ko:K00799	abr:ABTJ_01453
ko:K04093	abr:ABTJ_01456
ko:K07506	abr:ABTJ_01960
ko:K01659	abr:ABTJ_03735
ko:K01270	abr:ABTJ_01246
ko:K03386	abr:ABTJ_02523
ko:K00799	abr:ABTJ_02529
ko:K07004	abr:ABTJ_02530
ko:K00799	abr:ABTJ_02532
ko:K03743	abr:ABTJ_02540
ko:K10914	abr:ABTJ_02545
ko:K01262	abr:ABTJ_02642
ko:K02014	abr:ABTJ_00141
ko:K00882	abr:ABTJ_01648
ko:K09909	abr:ABTJ_01667
ko:K00059	abr:ABTJ_01738
ko:K00276	abr:ABTJ_01742
ko:K00058	abr:ABTJ_01811
ko:K00121	abr:ABTJ_01898
ko:K01081	abr:ABTJ_01913
ko:K02017	abr:ABTJ_01917
ko:K00626	abr:ABTJ_01941
ko:K02014	abr:ABTJ_01947
ko:K02049	abr:ABTJ_01951
ko:K02050	abr:ABTJ_01952
ko:K02051	abr:ABTJ_01953
ko:K00004	abr:ABTJ_01968
ko:K04488	abr:ABTJ_02049
ko:K13628	abr:ABTJ_02050
ko:K01082	abr:ABTJ_02064
ko:K02033	abr:ABTJ_02069
ko:K02014	abr:ABTJ_02074
ko:K00657	abr:ABTJ_02079
ko:K11085	abr:ABTJ_02106
ko:K09966	abr:ABTJ_02119
ko:K00799	abr:ABTJ_02180
ko:K07305	abr:ABTJ_02202
ko:K11209	abr:ABTJ_02260
ko:K00059	abr:ABTJ_02262
ko:K03743	abr:ABTJ_02287
ko:K00666	abr:ABTJ_02299
ko:K15725	abr:ABTJ_00274
ko:K15727	abr:ABTJ_00275
ko:K01885	abr:ABTJ_00286
ko:K02665	abr:ABTJ_00301
ko:K02014	abr:ABTJ_00563
ko:K00799	abr:ABTJ_00568
ko:K08997	abr:ABTJ_00575
ko:K00241	abr:ABTJ_00752
ko:K03560	abr:ABTJ_00881
ko:K00674	abr:ABTJ_00900
ko:K02619	abr:ABTJ_00908
ko:K07263	abr:ABTJ_01037
ko:K06177	abr:ABTJ_01045
ko:K00508	abr:ABTJ_01050
ko:K04774	abr:ABTJ_01064
ko:K07258	abr:ABTJ_01072
ko:K01759	abr:ABTJ_01080
ko:K01262	abr:ABTJ_01162
ko:K00974	abr:ABTJ_01176
ko:K01607	abr:ABTJ_01183
ko:K06445	abr:ABTJ_01184
ko:K07017	abr:ABTJ_01242
ko:K00784	abr:ABTJ_01247
ko:K04085	abr:ABTJ_01255
ko:K01409	abr:ABTJ_01273
ko:K02014	abr:ABTJ_01460
ko:K00616	abr:ABTJ_01484
ko:K00626	abr:ABTJ_01487
ko:K00059	abr:ABTJ_01488
ko:K08167	abr:ABTJ_01492
ko:K01104	abr:ABTJ_01499
ko:K03635	abr:ABTJ_01587
ko:K11179	abr:ABTJ_01593
ko:K01784	abr:ABTJ_01597
ko:K01679	abr:ABTJ_01598
ko:K03498	abr:ABTJ_01680
ko:K03499	abr:ABTJ_01681
ko:K00219	abr:ABTJ_01694
ko:K07019	abr:ABTJ_01697
ko:K01607	abr:ABTJ_01712
ko:K01426	abr:ABTJ_01732
ko:K07394	abr:ABTJ_00475
ko:K01243	abr:ABTJ_03032
ko:K03593	abr:ABTJ_03033
ko:K01719	abr:ABTJ_03511
ko:K01515	abr:ABTJ_03524
ko:K04763	abr:ABTJ_03533
ko:K09806	abr:ABTJ_03555
ko:K00135	abr:ABTJ_00207
ko:K01092	abr:ABTJ_00386
ko:K02067	abr:ABTJ_00390
ko:K01760	abr:ABTJ_00408
ko:K01525	abr:ABTJ_00502
ko:K07098	abr:ABTJ_00509
ko:K02657	abr:ABTJ_00645
ko:K02658	abr:ABTJ_00646
ko:K02660	abr:ABTJ_00648
ko:K01439	abr:ABTJ_00651
ko:K00380	abr:ABTJ_00663
ko:K02433	abr:ABTJ_00679
ko:K02238	abr:ABTJ_00862
ko:K07258	abr:ABTJ_01026
ko:K09684	abr:ABTJ_01095
ko:K03455	abr:ABTJ_03328
ko:K01424	abr:ABTJ_03350
ko:K00799	abr:ABTJ_03371
ko:K06179	abr:ABTJ_03374
ko:K04085	abr:ABTJ_03400
ko:K11311	abr:ABTJ_01923
ko:K02653	abr:ABTJ_03446
ko:K00146	abr:ABTJ_01744
ko:K00956	abr:ABTJ_02809
ko:K02014	abr:ABTJ_02706
ko:K01934	abr:ABTJ_02778
ko:K03616	abr:ABTJ_02786
ko:K00939	abr:ABTJ_02788
ko:K16345	abr:ABTJ_00621
ko:K01488	abr:ABTJ_03114
ko:K00567	abr:ABTJ_03121
ko:K02454	abr:ABTJ_03165
ko:K00666	abr:ABTJ_03191
ko:K00970	abr:ABTJ_03198
ko:K01507	abr:ABTJ_03605
ko:K07273	abr:ABTJ_03616
ko:K02116	abr:ABTJ_03657
ko:K09815	abr:ABTJ_03658
ko:K00027	abr:ABTJ_03664
ko:K00799	abr:ABTJ_03667
ko:K03298	abr:ABTJ_03519
ko:K01840	abr:ABTJ_03743
ko:K11733	abr:ABTJ_00619
ko:K01692	abr:ABTJ_03704
ko:K02014	abr:ABTJ_03717
ko:K06177	abr:ABTJ_03720
ko:K02463	abr:ABTJ_03506
ko:K00253	abr:ABTJ_02301
ko:K02004	abr:ABTJ_02824
ko:K00548	abr:ABTJ_02839
ko:K01785	abr:ABTJ_02846
ko:K07126	abr:ABTJ_03728
ko:K00101	abr:ABTJ_03740
ko:K01784	abr:ABTJ_03744
ko:K01104	abr:ABTJ_03763
ko:K02014	abr:ABTJ_00157
ko:K03153	abr:ABTJ_02907
ko:K03711	abr:ABTJ_02917
ko:K00647	abr:ABTJ_02950
ko:K00135	abr:ABTJ_02958
ko:K03451	abr:ABTJ_02961
ko:K02858	abr:ABTJ_02990
ko:K00059	abr:ABTJ_03252
ko:K00647	abr:ABTJ_03254
ko:K00851	abr:ABTJ_03287
ko:K03299	abr:ABTJ_03288
ko:K02428	abr:ABTJ_03305
ko:K07304	abr:ABTJ_03319
ko:K01069	abr:ABTJ_01350
ko:K01990	abr:ABTJ_02007
ko:K00088	abr:ABTJ_00163
ko:K02674	abr:ABTJ_00326
ko:K03177	abr:ABTJ_00335
ko:K00058	abr:ABTJ_00340
ko:K02014	abr:ABTJ_00160
ko:K00059	abr:ABTJ_02995
ko:K00652	abr:ABTJ_03006
ko:K01243	abr:ABTJ_03790
ko:K05794	abr:ABTJ_03823
ko:K10831	abr:ABTJ_02230
ko:K11734	abr:ABTJ_00700
ko:K16137	abr:ABTJ_00828
ko:K11734	abr:ABTJ_01059
ko:K16137	abr:ABTJ_03723
ko:K13794	abr:ABTJ_03103
ko:K01800	abr:ABTJ_00069
ko:K10673	abr:ABTJ_03558
ko:K11734	abr:ABTJ_00071
ko:K16235	abr:ABTJ_00283
ko:K22617	abr:ABTJ_00507
ko:K01856	abr:ABTJ_01752
ko:K05599	abr:ABTJ_01921
ko:K05600	abr:ABTJ_01922
ko:K16264	abr:ABTJ_00277
ko:K01487	abr:ABTJ_03827
ko:K03321	abr:ABTJ_03566
ko:K07122	abr:ABTJ_00392
ko:K16692	abr:ABTJ_03764
ko:K02473	abr:ABTJ_03760
ko:K00090	abr:ABTJ_01269
ko:K03457	abr:ABTJ_02226
ko:K03457	abr:ABTJ_02343
ko:K04763	abr:ABTJ_p2016
ko:K00121	abr:ABTJ_p2068
ko:K01166	abr:ABTJ_00471
ko:K00042	abr:ABTJ_01826
ko:K10014	abr:ABTJ_01217
ko:K09810	abr:ABTJ_00861
ko:K16839	abr:ABTJ_00125
ko:K00355	abr:ABTJ_00691
ko:K03417	abr:ABTJ_03736
ko:K03559	abr:ABTJ_02077
ko:K03559	abr:ABTJ_02078
ko:K03559	abr:ABTJ_02107
ko:K08316	abr:ABTJ_02792
ko:K03559	abr:ABTJ_03320
ko:K02337	abr:ABTJ_p2024
ko:K16137	abr:ABTJ_p2061
ko:K10680	abr:ABTJ_p2063
ko:K08325	abr:ABTJ_p2065
ko:K01070	abr:ABTJ_p2067
ko:K17716	abr:ABTJ_03754
ko:K00108	abr:ABTJ_02884
ko:K16872	abr:ABTJ_02521
ko:K16840	abr:ABTJ_00129
ko:K16841	abr:ABTJ_02227
ko:K16842	abr:ABTJ_00130
ko:K17103	abr:ABTJ_00477
ko:K12064	abr:ABTJ_p0043
ko:K14159	abr:ABTJ_02627
ko:K01457	abr:ABTJ_02420
ko:K09483	abr:ABTJ_01716
ko:K14742	abr:ABTJ_03133
ko:K04091	abr:ABTJ_03786
ko:K19611	abr:ABTJ_02830
ko:K11209	abr:ABTJ_03188
ko:K03457	abr:ABTJ_02164
ko:K03574	abr:ABTJ_00395
ko:K00265	abr:ABTJ_00306
ko:K03574	abr:ABTJ_01234
ko:K14220	abr:ABTJ_p2076
ko:K17218	abr:ABTJ_01964
ko:K00951	abr:ABTJ_03202
ko:K17713	abr:ABTJ_03270
ko:K17228	abr:ABTJ_00180
ko:K01990	abr:ABTJ_01205
ko:K01897	abr:ABTJ_03608
ko:K01992	abr:ABTJ_00852
ko:K01992	abr:ABTJ_01204
ko:K02049	abr:ABTJ_02418
ko:K15555	abr:ABTJ_03788
ko:K00821	abr:ABTJ_01659
ko:K01130	abr:ABTJ_02833
ko:K06518	abr:ABTJ_02257
ko:K05540	abr:ABTJ_01013
ko:K01791	abr:ABTJ_03752
ko:K01791	abr:ABTJ_01017
ko:K03892	abr:ABTJ_02216
ko:K00537	abr:ABTJ_02217
ko:K00254	abr:ABTJ_01264
ko:K00632	abr:ABTJ_03470
ko:K11928	abr:ABTJ_02132
ko:K01658	abr:ABTJ_01161
ko:K00128	abr:ABTJ_02344
ko:K06972	abr:ABTJ_01678
ko:K07318	abr:ABTJ_03550
ko:K01497	abr:ABTJ_00384
ko:K17733	abr:ABTJ_02398
ko:K17737	abr:ABTJ_01937
ko:K00001	abr:ABTJ_01497
ko:K01046	abr:ABTJ_00333
ko:K18139	abr:ABTJ_00725
ko:K03719	abr:ABTJ_03715
ko:K03719	abr:ABTJ_01457
ko:K11747	abr:ABTJ_01792
ko:K07003	abr:ABTJ_03688
ko:K02031	abr:ABTJ_02067
ko:K02032	abr:ABTJ_02067
ko:K17938	abr:ABTJ_00672
ko:K01007	abr:ABTJ_01377
ko:K03366	abr:ABTJ_01969
ko:K08485	abr:ABTJ_03193
ko:K09017	abr:ABTJ_03789
ko:K04343	abr:ABTJ_03559
ko:K00557	abr:ABTJ_02136
ko:K03772	abr:ABTJ_03765
ko:K21449	abr:ABTJ_02780
ko:K00220	abr:ABTJ_01244
ko:K00800	abr:ABTJ_01244
ko:K18143	abr:ABTJ_01877
ko:K02614	abr:ABTJ_02359
ko:K18144	abr:ABTJ_01878
ko:K18147	abr:ABTJ_01881
ko:K03719	abr:ABTJ_02133
ko:K00249	abr:ABTJ_00487
ko:K07782	abr:ABTJ_03693
ko:K02768	abr:ABTJ_01649
ko:K08483	abr:ABTJ_01649
ko:K11183	abr:ABTJ_01649
ko:K18118	abr:ABTJ_00260
ko:K18231	abr:ABTJ_01335
ko:K12262	abr:ABTJ_02351
ko:K02014	abr:ABTJ_00628
ko:K10857	abr:ABTJ_00949
ko:K01032	abr:ABTJ_01748
ko:K03830	abr:ABTJ_02577
ko:K03830	abr:ABTJ_02578
ko:K11734	abr:ABTJ_02598
ko:K07126	abr:ABTJ_02603
ko:K02073	abr:ABTJ_02610
ko:K02338	abr:ABTJ_02698
ko:K07391	abr:ABTJ_03598
ko:K01783	abr:ABTJ_03698
ko:K06923	abr:ABTJ_p0087
ko:K22003	abr:ABTJ_03105
ko:K00942	abr:ABTJ_p2011
ko:K02337	abr:ABTJ_p2026
ko:K02342	abr:ABTJ_p2050
ko:K03671	abr:ABTJ_p2096
ko:K01263	abr:ABTJ_01160
ko:K18320	abr:ABTJ_01343
ko:K18320	abr:ABTJ_01323
ko:K18320	abr:ABTJ_02571
ko:K18320	abr:ABTJ_02584
ko:K18320	abr:ABTJ_02587
ko:K18303	abr:ABTJ_00035
ko:K18302	abr:ABTJ_00034
ko:K18301	abr:ABTJ_00033
ko:K00138	abr:ABTJ_01442
ko:K03446	abr:ABTJ_01856
ko:K00984	abr:ABTJ_01327
ko:K03296	abr:ABTJ_00642
ko:K16234	abr:ABTJ_00079
ko:K18476	abr:ABTJ_03563
ko:K11904	abr:ABTJ_03727
ko:K07645	abr:ABTJ_01232
ko:K21758	abr:ABTJ_01729
ko:K16235	abr:ABTJ_00356
ko:K03462	abr:ABTJ_01838
ko:K11904	abr:ABTJ_02448
ko:K00681	abr:ABTJ_02902
ko:K21645	abr:ABTJ_01943
ko:K10747	abr:ABTJ_p2010
ko:K18845	abr:ABTJ_01332
ko:K18902	abr:ABTJ_01213
ko:K18893	abr:ABTJ_02127
ko:K18794	abr:ABTJ_02147
ko:K18900	abr:ABTJ_01216
ko:K10938	abr:ABTJ_00102
ko:K18975	abr:ABTJ_02580
ko:K18824	abr:ABTJ_03576
ko:K18850	abr:ABTJ_02121
ko:K18901	abr:ABTJ_01214
ko:K18903	abr:ABTJ_01212
ko:K03497	abr:ABTJ_02109
ko:K03496	abr:ABTJ_02110
ko:K03503	abr:ABTJ_02280
ko:K03111	abr:ABTJ_00200
ko:K04565	abr:ABTJ_00348
ko:K03496	abr:ABTJ_00350
ko:K03646	abr:ABTJ_00880
ko:K03502	abr:ABTJ_01576
ko:K03496	abr:ABTJ_p0109
ko:K03496	abr:ABTJ_p2014
ko:K07128	abr:ABTJ_p2095
ko:K07128	abr:ABTJ_p2097
ko:K03746	abr:ABTJ_03507
ko:K03496	abr:ABTJ_03679
ko:K03746	abr:ABTJ_p0011
ko:K12056	abr:ABTJ_p0033
ko:K12072	abr:ABTJ_p0034
ko:K12057	abr:ABTJ_p0035
ko:K12058	abr:ABTJ_p0036
ko:K12059	abr:ABTJ_p0037
ko:K12060	abr:ABTJ_p0038
ko:K12061	abr:ABTJ_p0039
ko:K12062	abr:ABTJ_p0040
ko:K12063	abr:ABTJ_p0042
ko:K12066	abr:ABTJ_p0046
ko:K12065	abr:ABTJ_p0045
ko:K12067	abr:ABTJ_p0047
ko:K12068	abr:ABTJ_p0048
ko:K03496	abr:ABTJ_p0090
ko:K02663	abr:ABTJ_00299
ko:K02625	abr:ABTJ_01948
ko:K18974	abr:ABTJ_01329
ko:K03761	abr:ABTJ_00797
ko:K00335	abr:ABTJ_03059
ko:K00336	abr:ABTJ_03058
ko:K07483	abr:ABTJ_01570
ko:K07483	abr:ABTJ_p2071
ko:K03976	abr:ABTJ_02036
ko:K18975	abr:ABTJ_01328
ko:K03526	abr:ABTJ_03273
ko:K06596	abr:ABTJ_00649
ko:K18974	abr:ABTJ_02581
ko:K18979	abr:ABTJ_02152
ko:K03431	abr:ABTJ_03575
ko:K18997	abr:ABTJ_03412
ko:K02664	abr:ABTJ_00300
ko:K19278	abr:ABTJ_01325
ko:K22444	abr:ABTJ_02957
ko:K00499	abr:ABTJ_01103
ko:K19068	abr:ABTJ_03753
ko:K03446	abr:ABTJ_01817
ko:K12979	abr:ABTJ_03468
ko:K19165	abr:ABTJ_01112
ko:K19165	abr:ABTJ_01814
ko:K01066	abr:ABTJ_02960
ko:K01392	abr:ABTJ_02070
ko:K01992	abr:ABTJ_00851
ko:K01992	abr:ABTJ_02005
ko:K01992	abr:ABTJ_02006
ko:K07497	abr:ABTJ_03573
ko:K07497	abr:ABTJ_03580
ko:K07497	abr:ABTJ_03596
ko:K00638	abr:ABTJ_00778
ko:K00638	abr:ABTJ_01326
ko:K19302	abr:ABTJ_03279
ko:K06867	abr:ABTJ_02396
ko:K04771	abr:ABTJ_00913
ko:K01096	abr:ABTJ_00728
ko:K07216	abr:ABTJ_02921
ko:K00984	abr:ABTJ_02579
ko:K00984	abr:ABTJ_03672
ko:K19577	abr:ABTJ_00041
ko:K19577	abr:ABTJ_01417
ko:K02650	abr:ABTJ_00312
ko:K17686	abr:ABTJ_02511
ko:K00992	abr:ABTJ_02112
ko:K07645	abr:ABTJ_00712
ko:K00799	abr:ABTJ_02259
ko:K06132	abr:ABTJ_00508
ko:K11904	abr:ABTJ_02607
ko:K07497	abr:ABTJ_01569
ko:K15777	abr:ABTJ_02783
ko:K07119	abr:ABTJ_p2060
ko:K19810	abr:ABTJ_01085
ko:K20034	abr:ABTJ_01766
ko:K00020	abr:ABTJ_03208
ko:K16066	abr:ABTJ_00924
ko:K22443	abr:ABTJ_02959
ko:K03809	abr:ABTJ_02970
ko:K20276	abr:ABTJ_00765
ko:K00507	abr:ABTJ_00576
ko:K20455	abr:ABTJ_03734
ko:K09788	abr:ABTJ_00701
ko:K20534	abr:ABTJ_00849
ko:K01802	abr:ABTJ_02873
ko:K02483	abr:ABTJ_01231
ko:K20881	abr:ABTJ_01628
ko:K21053	abr:ABTJ_02560
ko:K21062	abr:ABTJ_02384
ko:K13877	abr:ABTJ_01759
ko:K13877	abr:ABTJ_01819
ko:K21061	abr:ABTJ_02380
ko:K01768	abr:ABTJ_02054
ko:K11935	abr:ABTJ_01379
ko:K11931	abr:ABTJ_01380
ko:K11937	abr:ABTJ_01382
ko:K13877	abr:ABTJ_02375
ko:K21021	abr:ABTJ_00511
ko:K21023	abr:ABTJ_03231
ko:K00525	abr:ABTJ_03068
ko:K21801	abr:ABTJ_01854
ko:K00249	abr:ABTJ_02040
ko:K00249	abr:ABTJ_01763
ko:K00526	abr:ABTJ_p2041
ko:K06223	abr:ABTJ_00969
ko:K09961	abr:ABTJ_01534
ko:K09960	abr:ABTJ_01536
ko:K03553	abr:ABTJ_01626
ko:K06904	abr:ABTJ_02669
ko:K07474	abr:ABTJ_02673
ko:K06217	abr:ABTJ_00468
ko:K02314	abr:ABTJ_01367
ko:K02314	abr:ABTJ_p2004
ko:K02316	abr:ABTJ_p2005
ko:K09882	abr:ABTJ_p2021
ko:K03553	abr:ABTJ_p2030
ko:K00525	abr:ABTJ_p2040
ko:K01185	abr:ABTJ_p2126
ko:K02314	abr:ABTJ_02690
ko:K06223	abr:ABTJ_02899
ko:K03546	abr:ABTJ_02913
ko:K01520	abr:ABTJ_02926
ko:K02316	abr:ABTJ_02974
ko:K09935	abr:ABTJ_03183
ko:K03676	abr:ABTJ_03247
ko:K07336	abr:ABTJ_03300
ko:K00560	abr:ABTJ_03316
ko:K00287	abr:ABTJ_03317
ko:K00558	abr:ABTJ_p0006
ko:K06889	abr:ABTJ_01874
ko:K20938	abr:ABTJ_02235
ko:K02335	abr:ABTJ_03169
ko:K00526	abr:ABTJ_03070
ko:K21416	abr:ABTJ_01973
ko:K21417	abr:ABTJ_01972
ko:K21472	abr:ABTJ_00049
ko:K21420	abr:ABTJ_02941
ko:K22589	abr:ABTJ_01120
ko:K21699	abr:ABTJ_01282
ko:K10914	abr:ABTJ_02190
ko:K21747	abr:ABTJ_02042
ko:K21756	abr:ABTJ_01753
ko:K21757	abr:ABTJ_02513
ko:K21758	abr:ABTJ_02520
ko:K19591	abr:ABTJ_02510
ko:K21990	abr:ABTJ_00057
ko:K22027	abr:ABTJ_01733
ko:K22105	abr:ABTJ_01048
ko:K22067	abr:ABTJ_01577
ko:K01816	abr:ABTJ_03209
ko:K13874	abr:ABTJ_01804
ko:K03595	abr:ABTJ_00919
ko:K07183	abr:ABTJ_01578
ko:K22132	abr:ABTJ_03221
ko:K08994	abr:ABTJ_01967
ko:K08994	abr:ABTJ_00533
ko:K22186	abr:ABTJ_01820
ko:K13875	abr:ABTJ_01756
ko:K22292	abr:ABTJ_03779
ko:K02257	abr:ABTJ_01371
ko:K01505	abr:ABTJ_03041
ko:K00611	abr:ABTJ_01607
ko:K13061	abr:ABTJ_03695
ko:K00424	abr:ABTJ_01670
ko:K22550	abr:ABTJ_02379
ko:K22589	abr:ABTJ_01121
ko:K22549	abr:ABTJ_02378
