ko:K07489	ypv:BZ15_2605
ko:K09892	ypv:BZ15_3476
ko:K02440	ypv:BZ15_3477
ko:K00864	ypv:BZ15_3478
ko:K02446	ypv:BZ15_3479
ko:K00528	ypv:BZ15_3480
ko:K01803	ypv:BZ15_3483
ko:K16516	ypv:BZ15_3484
ko:K16515	ypv:BZ15_3485
ko:K10218	ypv:BZ15_3486
ko:K03319	ypv:BZ15_3487
ko:K02020	ypv:BZ15_3488
ko:K02048	ypv:BZ15_3489
ko:K00850	ypv:BZ15_3491
ko:K13283	ypv:BZ15_3492
ko:K06006	ypv:BZ15_3494
ko:K07640	ypv:BZ15_3496
ko:K10778	ypv:BZ15_3497
ko:K03216	ypv:BZ15_3498
ko:K00640	ypv:BZ15_3499
ko:K00057	ypv:BZ15_3500
ko:K03071	ypv:BZ15_3501
ko:K15633	ypv:BZ15_3504
ko:K09798	ypv:BZ15_3506
ko:K00060	ypv:BZ15_3508
ko:K00639	ypv:BZ15_3509
ko:K03274	ypv:BZ15_3510
ko:K02843	ypv:BZ15_3511
ko:K02841	ypv:BZ15_3512
ko:K02527	ypv:BZ15_3513
ko:K12984	ypv:BZ15_3514
ko:K00954	ypv:BZ15_3515
ko:K10563	ypv:BZ15_3516
ko:K02913	ypv:BZ15_3517
ko:K02902	ypv:BZ15_3518
ko:K03630	ypv:BZ15_3519
ko:K13038	ypv:BZ15_3520
ko:K07483	ypv:BZ15_4345
ko:K07746	ypv:BZ15_4367
ko:K03497	ypv:BZ15_4369
ko:K03496	ypv:BZ15_4370
ko:K07483	ypv:BZ15_4373
ko:K08599	ypv:BZ15_4376
ko:K03230	ypv:BZ15_4389
ko:K04060	ypv:BZ15_4390
ko:K04059	ypv:BZ15_4391
ko:K04058	ypv:BZ15_4394
ko:K03224	ypv:BZ15_4395
ko:K04056	ypv:BZ15_4396
ko:K03225	ypv:BZ15_4398
ko:K03226	ypv:BZ15_4399
ko:K18138	ypv:BZ15_395
ko:K03585	ypv:BZ15_396
ko:K03577	ypv:BZ15_397
ko:K06039	ypv:BZ15_398
ko:K05802	ypv:BZ15_399
ko:K04067	ypv:BZ15_400
ko:K09790	ypv:BZ15_401
ko:K00759	ypv:BZ15_404
ko:K02343	ypv:BZ15_405
ko:K09747	ypv:BZ15_406
ko:K06187	ypv:BZ15_407
ko:K04079	ypv:BZ15_408
ko:K00939	ypv:BZ15_409
ko:K01772	ypv:BZ15_410
ko:K00523	ypv:BZ15_411
ko:K00978	ypv:BZ15_412
ko:K01709	ypv:BZ15_413
ko:K12452	ypv:BZ15_414
ko:K01711	ypv:BZ15_425
ko:K00971	ypv:BZ15_428
ko:K01840	ypv:BZ15_430
ko:K00892	ypv:BZ15_432
ko:K03455	ypv:BZ15_433
ko:K08223	ypv:BZ15_434
ko:K11751	ypv:BZ15_436
ko:K03976	ypv:BZ15_440
ko:K09973	ypv:BZ15_441
ko:K17686	ypv:BZ15_442
ko:K07340	ypv:BZ15_444
ko:K05838	ypv:BZ15_446
ko:K10804	ypv:BZ15_448
ko:K02003	ypv:BZ15_449
ko:K02004	ypv:BZ15_450
ko:K15545	ypv:BZ15_1273
ko:K08224	ypv:BZ15_1275
ko:K10748	ypv:BZ15_1276
ko:K01679	ypv:BZ15_1277
ko:K01809	ypv:BZ15_1278
ko:K14347	ypv:BZ15_1281
ko:K02099	ypv:BZ15_1283
ko:K10538	ypv:BZ15_1284
ko:K10539	ypv:BZ15_1285
ko:K10537	ypv:BZ15_1286
ko:K00853	ypv:BZ15_1287
ko:K01804	ypv:BZ15_1288
ko:K12531	ypv:BZ15_1290
ko:K12532	ypv:BZ15_1291
ko:K12532	ypv:BZ15_1292
ko:K12530	ypv:BZ15_1293
ko:K03617	ypv:BZ15_1295
ko:K03616	ypv:BZ15_1296
ko:K03615	ypv:BZ15_1297
ko:K03614	ypv:BZ15_1299
ko:K03612	ypv:BZ15_1300
ko:K03613	ypv:BZ15_1301
ko:K10773	ypv:BZ15_1302
ko:K01147	ypv:BZ15_1305
ko:K06200	ypv:BZ15_1306
ko:K08313	ypv:BZ15_1308
ko:K04062	ypv:BZ15_1311
ko:K03113	ypv:BZ15_1312
ko:K01591	ypv:BZ15_1313
ko:K08992	ypv:BZ15_1316
ko:K01497	ypv:BZ15_1318
ko:K01681	ypv:BZ15_1319
ko:K13634	ypv:BZ15_1321
ko:K03168	ypv:BZ15_1322
ko:K04774	ypv:BZ15_1325
ko:K00254	ypv:BZ15_2137
ko:K01256	ypv:BZ15_2138
ko:K00763	ypv:BZ15_2139
ko:K01893	ypv:BZ15_2140
ko:K09476	ypv:BZ15_2141
ko:K00813	ypv:BZ15_2142
ko:K07491	ypv:BZ15_2146
ko:K03632	ypv:BZ15_2147
ko:K03804	ypv:BZ15_2148
ko:K03633	ypv:BZ15_2149
ko:K06219	ypv:BZ15_2150
ko:K00979	ypv:BZ15_2152
ko:K09791	ypv:BZ15_2153
ko:K03704	ypv:BZ15_2154
ko:K00912	ypv:BZ15_2156
ko:K11085	ypv:BZ15_2157
ko:K02238	ypv:BZ15_2158
ko:K05788	ypv:BZ15_2159
ko:K02945	ypv:BZ15_2161
ko:K00945	ypv:BZ15_2162
ko:K00800	ypv:BZ15_2163
ko:K00831	ypv:BZ15_2164
ko:K12342	ypv:BZ15_2165
ko:K12342	ypv:BZ15_2166
ko:K01424	ypv:BZ15_2167
ko:K09136	ypv:BZ15_2168
ko:K06212	ypv:BZ15_2169
ko:K00656	ypv:BZ15_2170
ko:K07270	ypv:BZ15_2171
ko:K04069	ypv:BZ15_2172
ko:K08219	ypv:BZ15_2173
ko:K01875	ypv:BZ15_2174
ko:K07478	ypv:BZ15_2175
ko:K03634	ypv:BZ15_2177
ko:K03466	ypv:BZ15_2178
ko:K03719	ypv:BZ15_2179
ko:K00384	ypv:BZ15_2180
ko:K16013	ypv:BZ15_2181
ko:K16012	ypv:BZ15_2182
ko:K00684	ypv:BZ15_2183
ko:K02518	ypv:BZ15_2184
ko:K07491	ypv:BZ15_2185
ko:K03694	ypv:BZ15_2186
ko:K06891	ypv:BZ15_2187
ko:K07491	ypv:BZ15_2991
ko:K01685	ypv:BZ15_2993
ko:K00041	ypv:BZ15_2994
ko:K01812	ypv:BZ15_2995
ko:K08191	ypv:BZ15_2996
ko:K15977	ypv:BZ15_3005
ko:K03574	ypv:BZ15_3009
ko:K03070	ypv:BZ15_3010
ko:K13301	ypv:BZ15_3011
ko:K02535	ypv:BZ15_3013
ko:K03531	ypv:BZ15_3014
ko:K03590	ypv:BZ15_3015
ko:K03589	ypv:BZ15_3016
ko:K01921	ypv:BZ15_3017
ko:K01924	ypv:BZ15_3018
ko:K02563	ypv:BZ15_3019
ko:K03588	ypv:BZ15_3020
ko:K01925	ypv:BZ15_3021
ko:K01000	ypv:BZ15_3022
ko:K01929	ypv:BZ15_3023
ko:K01928	ypv:BZ15_3024
ko:K03587	ypv:BZ15_3025
ko:K03586	ypv:BZ15_3026
ko:K03438	ypv:BZ15_3027
ko:K03925	ypv:BZ15_3028
ko:K03435	ypv:BZ15_3030
ko:K01653	ypv:BZ15_3031
ko:K01652	ypv:BZ15_3032
ko:K01897	ypv:BZ15_3033
ko:K05798	ypv:BZ15_3034
ko:K07491	ypv:BZ15_3036
ko:K01649	ypv:BZ15_3037
ko:K00052	ypv:BZ15_3038
ko:K01703	ypv:BZ15_3039
ko:K01704	ypv:BZ15_3040
ko:K03291	ypv:BZ15_3041
ko:K00973	ypv:BZ15_3847
ko:K16704	ypv:BZ15_3848
ko:K02805	ypv:BZ15_3849
ko:K16693	ypv:BZ15_3850
ko:K12582	ypv:BZ15_3851
ko:K02853	ypv:BZ15_3852
ko:K02852	ypv:BZ15_3853
ko:K07491	ypv:BZ15_3860
ko:K02498	ypv:BZ15_3861
ko:K02496	ypv:BZ15_3862
ko:K01719	ypv:BZ15_3863
ko:K01749	ypv:BZ15_3864
ko:K05851	ypv:BZ15_3865
ko:K06202	ypv:BZ15_3866
ko:K01778	ypv:BZ15_3868
ko:K09921	ypv:BZ15_3869
ko:K03733	ypv:BZ15_3870
ko:K03657	ypv:BZ15_3872
ko:K03284	ypv:BZ15_3879
ko:K05786	ypv:BZ15_3880
ko:K01058	ypv:BZ15_3882
ko:K03654	ypv:BZ15_3883
ko:K05835	ypv:BZ15_3884
ko:K05834	ypv:BZ15_3885
ko:K01048	ypv:BZ15_3886
ko:K04775	ypv:BZ15_1209
ko:K11021	ypv:BZ15_1214
ko:K07491	ypv:BZ15_1215
ko:K01299	ypv:BZ15_1216
ko:K07639	ypv:BZ15_1217
ko:K07661	ypv:BZ15_1218
ko:K01874	ypv:BZ15_2030
ko:K07491	ypv:BZ15_2031
ko:K02058	ypv:BZ15_2036
ko:K06518	ypv:BZ15_2039
ko:K01489	ypv:BZ15_2041
ko:K00027	ypv:BZ15_2042
ko:K03748	ypv:BZ15_2043
ko:K10541	ypv:BZ15_2044
ko:K10542	ypv:BZ15_2045
ko:K10540	ypv:BZ15_2046
ko:K07148	ypv:BZ15_2047
ko:K01495	ypv:BZ15_2048
ko:K00121	ypv:BZ15_2051
ko:K01070	ypv:BZ15_2052
ko:K02004	ypv:BZ15_2054
ko:K02005	ypv:BZ15_2055
ko:K02003	ypv:BZ15_2056
ko:K06871	ypv:BZ15_2057
ko:K03750	ypv:BZ15_2058
ko:K11911	ypv:BZ15_2064
ko:K11905	ypv:BZ15_2065
ko:K11906	ypv:BZ15_2066
ko:K11895	ypv:BZ15_2067
ko:K11896	ypv:BZ15_2068
ko:K11910	ypv:BZ15_2071
ko:K11891	ypv:BZ15_2072
ko:K11907	ypv:BZ15_2081
ko:K11903	ypv:BZ15_2082
ko:K02282	ypv:BZ15_2884
ko:K02283	ypv:BZ15_2885
ko:K12510	ypv:BZ15_2886
ko:K12511	ypv:BZ15_2887
ko:K12512	ypv:BZ15_2888
ko:K12513	ypv:BZ15_2889
ko:K12514	ypv:BZ15_2890
ko:K12515	ypv:BZ15_2891
ko:K03559	ypv:BZ15_2892
ko:K03561	ypv:BZ15_2894
ko:K01760	ypv:BZ15_2895
ko:K08325	ypv:BZ15_2898
ko:K06221	ypv:BZ15_2899
ko:K00655	ypv:BZ15_2903
ko:K02621	ypv:BZ15_2904
ko:K03923	ypv:BZ15_2905
ko:K02622	ypv:BZ15_2907
ko:K07000	ypv:BZ15_2908
ko:K03651	ypv:BZ15_2909
ko:K09920	ypv:BZ15_2910
ko:K01515	ypv:BZ15_2911
ko:K12340	ypv:BZ15_2912
ko:K02858	ypv:BZ15_2917
ko:K09806	ypv:BZ15_2919
ko:K16263	ypv:BZ15_2920
ko:K03272	ypv:BZ15_2921
ko:K00982	ypv:BZ15_2922
ko:K18446	ypv:BZ15_2923
ko:K07184	ypv:BZ15_2924
ko:K00974	ypv:BZ15_2925
ko:K06153	ypv:BZ15_2926
ko:K01633	ypv:BZ15_2927
ko:K08591	ypv:BZ15_2928
ko:K01409	ypv:BZ15_2929
ko:K02970	ypv:BZ15_2930
ko:K03086	ypv:BZ15_2932
ko:K07491	ypv:BZ15_3736
ko:K16322	ypv:BZ15_3737
ko:K07007	ypv:BZ15_3738
ko:K10441	ypv:BZ15_3740
ko:K10440	ypv:BZ15_3741
ko:K10439	ypv:BZ15_3742
ko:K09988	ypv:BZ15_3743
ko:K01624	ypv:BZ15_3744
ko:K06911	ypv:BZ15_3748
ko:K06145	ypv:BZ15_3749
ko:K06155	ypv:BZ15_3750
ko:K00851	ypv:BZ15_3751
ko:K00133	ypv:BZ15_3756
ko:K13735	ypv:BZ15_3761
ko:K02478	ypv:BZ15_3762
ko:K00700	ypv:BZ15_3763
ko:K00975	ypv:BZ15_3765
ko:K00703	ypv:BZ15_3766
ko:K00688	ypv:BZ15_3767
ko:K00111	ypv:BZ15_3768
ko:K07483	ypv:BZ15_3772
ko:K07483	ypv:BZ15_3776
ko:K01595	ypv:BZ15_3777
ko:K01438	ypv:BZ15_3778
ko:K00145	ypv:BZ15_3779
ko:K00930	ypv:BZ15_3780
ko:K01755	ypv:BZ15_3781
ko:K16152	ypv:BZ15_3783
ko:K12545	ypv:BZ15_3784
ko:K12536	ypv:BZ15_3785
ko:K12537	ypv:BZ15_3786
ko:K03832	ypv:BZ15_3787
ko:K00382	ypv:BZ15_3788
ko:K04761	ypv:BZ15_3791
ko:K01126	ypv:BZ15_3889
ko:K00111	ypv:BZ15_3890
ko:K00112	ypv:BZ15_3891
ko:K00113	ypv:BZ15_3892
ko:K09125	ypv:BZ15_3894
ko:K04085	ypv:BZ15_3895
ko:K01534	ypv:BZ15_3896
ko:K08993	ypv:BZ15_3900
ko:K08316	ypv:BZ15_3901
ko:K03110	ypv:BZ15_3902
ko:K01788	ypv:BZ15_505
ko:K00885	ypv:BZ15_507
ko:K03290	ypv:BZ15_510
ko:K02048	ypv:BZ15_511
ko:K02046	ypv:BZ15_512
ko:K02047	ypv:BZ15_513
ko:K02045	ypv:BZ15_514
ko:K12339	ypv:BZ15_515
ko:K07114	ypv:BZ15_519
ko:K14155	ypv:BZ15_520
ko:K03307	ypv:BZ15_524
ko:K05685	ypv:BZ15_526
ko:K13888	ypv:BZ15_527
ko:K02484	ypv:BZ15_529
ko:K07491	ypv:BZ15_531
ko:K02777	ypv:BZ15_532
ko:K08483	ypv:BZ15_533
ko:K02784	ypv:BZ15_534
ko:K01738	ypv:BZ15_535
ko:K06203	ypv:BZ15_536
ko:K03528	ypv:BZ15_537
ko:K01972	ypv:BZ15_538
ko:K09954	ypv:BZ15_539
ko:K09962	ypv:BZ15_541
ko:K07491	ypv:BZ15_545
ko:K01885	ypv:BZ15_546
ko:K11535	ypv:BZ15_550
ko:K03322	ypv:BZ15_551
ko:K00845	ypv:BZ15_556
ko:K14261	ypv:BZ15_558
ko:K18843	ypv:BZ15_560
ko:K07305	ypv:BZ15_1382
ko:K00134	ypv:BZ15_1383
ko:K01792	ypv:BZ15_1384
ko:K07180	ypv:BZ15_1386
ko:K09786	ypv:BZ15_1387
ko:K06911	ypv:BZ15_1390
ko:K07552	ypv:BZ15_1391
ko:K00285	ypv:BZ15_1392
ko:K03603	ypv:BZ15_1394
ko:K03314	ypv:BZ15_1395
ko:K03611	ypv:BZ15_1396
ko:K04487	ypv:BZ15_1399
ko:K07491	ypv:BZ15_1417
ko:K16089	ypv:BZ15_2241
ko:K02013	ypv:BZ15_2242
ko:K02015	ypv:BZ15_2243
ko:K02016	ypv:BZ15_2244
ko:K11733	ypv:BZ15_2245
ko:K01151	ypv:BZ15_2249
ko:K07347	ypv:BZ15_2250
ko:K02769	ypv:BZ15_2255
ko:K02770	ypv:BZ15_2255
ko:K00882	ypv:BZ15_2256
ko:K02768	ypv:BZ15_2257
ko:K11183	ypv:BZ15_2257
ko:K02057	ypv:BZ15_2259
ko:K02056	ypv:BZ15_2260
ko:K02058	ypv:BZ15_2261
ko:K01807	ypv:BZ15_2262
ko:K00854	ypv:BZ15_2263
ko:K00135	ypv:BZ15_2264
ko:K00058	ypv:BZ15_2266
ko:K06940	ypv:BZ15_2268
ko:K03835	ypv:BZ15_2269
ko:K02356	ypv:BZ15_2270
ko:K01686	ypv:BZ15_2271
ko:K00040	ypv:BZ15_2272
ko:K13637	ypv:BZ15_2273
ko:K13694	ypv:BZ15_2277
ko:K13893	ypv:BZ15_2280
ko:K13894	ypv:BZ15_2281
ko:K13895	ypv:BZ15_2282
ko:K13896	ypv:BZ15_2283
ko:K07552	ypv:BZ15_2285
ko:K06183	ypv:BZ15_2286
ko:K02897	ypv:BZ15_2288
ko:K07491	ypv:BZ15_2289
ko:K06899	ypv:BZ15_2290
ko:K09904	ypv:BZ15_2291
ko:K11753	ypv:BZ15_3096
ko:K02968	ypv:BZ15_3097
ko:K03717	ypv:BZ15_3098
ko:K03313	ypv:BZ15_3099
ko:K03686	ypv:BZ15_3100
ko:K04043	ypv:BZ15_3101
ko:K07034	ypv:BZ15_3102
ko:K03831	ypv:BZ15_3105
ko:K00616	ypv:BZ15_3106
ko:K09861	ypv:BZ15_3107
ko:K01733	ypv:BZ15_3109
ko:K00872	ypv:BZ15_3110
ko:K12524	ypv:BZ15_3111
ko:K07773	ypv:BZ15_3113
ko:K05805	ypv:BZ15_3114
ko:K05804	ypv:BZ15_3117
ko:K03720	ypv:BZ15_3118
ko:K08309	ypv:BZ15_3120
ko:K06211	ypv:BZ15_3128
ko:K04485	ypv:BZ15_3129
ko:K01079	ypv:BZ15_3130
ko:K07186	ypv:BZ15_3131
ko:K03784	ypv:BZ15_3132
ko:K01839	ypv:BZ15_3133
ko:K00758	ypv:BZ15_3134
ko:K00758	ypv:BZ15_3135
ko:K01619	ypv:BZ15_3136
ko:K03317	ypv:BZ15_3137
ko:K03424	ypv:BZ15_3138
ko:K04065	ypv:BZ15_3141
ko:K02837	ypv:BZ15_3142
ko:K03789	ypv:BZ15_3143
ko:K02344	ypv:BZ15_3144
ko:K00564	ypv:BZ15_3145
ko:K01051	ypv:BZ15_3149
ko:K03498	ypv:BZ15_3955
ko:K00230	ypv:BZ15_3956
ko:K00075	ypv:BZ15_3962
ko:K03524	ypv:BZ15_3963
ko:K00867	ypv:BZ15_3964
ko:K02358	ypv:BZ15_3972
ko:K03073	ypv:BZ15_3973
ko:K02601	ypv:BZ15_3974
ko:K02867	ypv:BZ15_3975
ko:K02863	ypv:BZ15_3976
ko:K02864	ypv:BZ15_3977
ko:K02935	ypv:BZ15_3978
ko:K03043	ypv:BZ15_3979
ko:K03046	ypv:BZ15_3980
ko:K07491	ypv:BZ15_3981
ko:K03150	ypv:BZ15_3982
ko:K03149	ypv:BZ15_3983
ko:K03154	ypv:BZ15_3984
ko:K03148	ypv:BZ15_3985
ko:K00788	ypv:BZ15_3986
ko:K03147	ypv:BZ15_3987
ko:K07740	ypv:BZ15_3988
ko:K03426	ypv:BZ15_3989
ko:K01599	ypv:BZ15_3991
ko:K05982	ypv:BZ15_3992
ko:K09891	ypv:BZ15_3993
ko:K05787	ypv:BZ15_3994
ko:K01945	ypv:BZ15_3996
ko:K00602	ypv:BZ15_3997
ko:K00651	ypv:BZ15_4008
ko:K01638	ypv:BZ15_4009
ko:K01637	ypv:BZ15_4010
ko:K00906	ypv:BZ15_4011
ko:K13641	ypv:BZ15_4012
ko:K13641	ypv:BZ15_4013
ko:K03074	ypv:BZ15_341
ko:K07491	ypv:BZ15_342
ko:K07738	ypv:BZ15_345
ko:K11752	ypv:BZ15_346
ko:K00794	ypv:BZ15_347
ko:K03625	ypv:BZ15_348
ko:K00946	ypv:BZ15_349
ko:K01095	ypv:BZ15_350
ko:K07491	ypv:BZ15_351
ko:K01662	ypv:BZ15_352
ko:K00795	ypv:BZ15_353
ko:K03602	ypv:BZ15_354
ko:K03151	ypv:BZ15_355
ko:K03152	ypv:BZ15_356
ko:K00077	ypv:BZ15_357
ko:K09767	ypv:BZ15_358
ko:K02300	ypv:BZ15_361
ko:K02299	ypv:BZ15_362
ko:K02298	ypv:BZ15_363
ko:K02297	ypv:BZ15_364
ko:K08218	ypv:BZ15_366
ko:K07286	ypv:BZ15_367
ko:K05527	ypv:BZ15_368
ko:K03545	ypv:BZ15_370
ko:K01358	ypv:BZ15_371
ko:K03544	ypv:BZ15_372
ko:K01338	ypv:BZ15_373
ko:K03530	ypv:BZ15_374
ko:K03770	ypv:BZ15_375
ko:K02237	ypv:BZ15_376
ko:K12500	ypv:BZ15_377
ko:K06920	ypv:BZ15_378
ko:K11938	ypv:BZ15_380
ko:K01738	ypv:BZ15_381
ko:K05800	ypv:BZ15_382
ko:K18889	ypv:BZ15_383
ko:K18890	ypv:BZ15_384
ko:K04752	ypv:BZ15_385
ko:K03320	ypv:BZ15_386
ko:K10805	ypv:BZ15_387
ko:K09914	ypv:BZ15_388
ko:K07443	ypv:BZ15_389
ko:K05839	ypv:BZ15_390
ko:K19162	ypv:BZ15_391
ko:K02919	ypv:BZ15_393
ko:K02909	ypv:BZ15_394
ko:K03758	ypv:BZ15_1220
ko:K00324	ypv:BZ15_1222
ko:K00325	ypv:BZ15_1223
ko:K14055	ypv:BZ15_1224
ko:K00567	ypv:BZ15_1226
ko:K01077	ypv:BZ15_1227
ko:K01653	ypv:BZ15_1231
ko:K01652	ypv:BZ15_1232
ko:K01241	ypv:BZ15_1237
ko:K02050	ypv:BZ15_1238
ko:K02051	ypv:BZ15_1239
ko:K17202	ypv:BZ15_1240
ko:K02529	ypv:BZ15_1242
ko:K03281	ypv:BZ15_1270
ko:K01935	ypv:BZ15_1271
ko:K11892	ypv:BZ15_2084
ko:K11893	ypv:BZ15_2085
ko:K11900	ypv:BZ15_2086
ko:K11901	ypv:BZ15_2087
ko:K00645	ypv:BZ15_2089
ko:K01641	ypv:BZ15_2095
ko:K00059	ypv:BZ15_2096
ko:K00647	ypv:BZ15_2097
ko:K02372	ypv:BZ15_2098
ko:K11179	ypv:BZ15_2107
ko:K01512	ypv:BZ15_2108
ko:K06969	ypv:BZ15_2109
ko:K11940	ypv:BZ15_2110
ko:K06929	ypv:BZ15_2111
ko:K09909	ypv:BZ15_2112
ko:K01734	ypv:BZ15_2113
ko:K03658	ypv:BZ15_2114
ko:K07343	ypv:BZ15_2117
ko:K13053	ypv:BZ15_2118
ko:K03286	ypv:BZ15_2119
ko:K07491	ypv:BZ15_2120
ko:K05916	ypv:BZ15_622
ko:K00600	ypv:BZ15_623
ko:K16078	ypv:BZ15_624
ko:K05820	ypv:BZ15_626
ko:K07491	ypv:BZ15_629
ko:K01092	ypv:BZ15_630
ko:K15396	ypv:BZ15_631
ko:K13643	ypv:BZ15_632
ko:K04487	ypv:BZ15_633
ko:K04488	ypv:BZ15_634
ko:K13628	ypv:BZ15_635
ko:K04082	ypv:BZ15_636
ko:K04044	ypv:BZ15_637
ko:K04755	ypv:BZ15_638
ko:K07751	ypv:BZ15_640
ko:K00940	ypv:BZ15_646
ko:K06941	ypv:BZ15_647
ko:K02656	ypv:BZ15_648
ko:K15539	ypv:BZ15_649
ko:K03526	ypv:BZ15_650
ko:K01892	ypv:BZ15_651
ko:K17713	ypv:BZ15_653
ko:K03977	ypv:BZ15_654
ko:K07088	ypv:BZ15_655
ko:K03601	ypv:BZ15_657
ko:K00088	ypv:BZ15_658
ko:K01951	ypv:BZ15_659
ko:K07491	ypv:BZ15_660
ko:K06887	ypv:BZ15_661
ko:K00941	ypv:BZ15_671
ko:K08303	ypv:BZ15_676
ko:K09907	ypv:BZ15_1490
ko:K01887	ypv:BZ15_1491
ko:K11016	ypv:BZ15_1492
ko:K11017	ypv:BZ15_1493
ko:K03980	ypv:BZ15_1494
ko:K03810	ypv:BZ15_1495
ko:K03790	ypv:BZ15_1496
ko:K08162	ypv:BZ15_1497
ko:K04477	ypv:BZ15_1500
ko:K07491	ypv:BZ15_1505
ko:K02054	ypv:BZ15_1507
ko:K02053	ypv:BZ15_1508
ko:K02055	ypv:BZ15_1509
ko:K03321	ypv:BZ15_1512
ko:K03321	ypv:BZ15_1515
ko:K07491	ypv:BZ15_1516
ko:K01627	ypv:BZ15_1517
ko:K02493	ypv:BZ15_1520
ko:K02835	ypv:BZ15_1521
ko:K02492	ypv:BZ15_1522
ko:K02494	ypv:BZ15_1523
ko:K00919	ypv:BZ15_1524
ko:K00948	ypv:BZ15_1525
ko:K01056	ypv:BZ15_1527
ko:K06942	ypv:BZ15_1528
ko:K06889	ypv:BZ15_1537
ko:K07665	ypv:BZ15_1538
ko:K07644	ypv:BZ15_1539
ko:K01607	ypv:BZ15_1540
ko:K03834	ypv:BZ15_2348
ko:K03781	ypv:BZ15_2350
ko:K01584	ypv:BZ15_2355
ko:K03759	ypv:BZ15_2356
ko:K05846	ypv:BZ15_2357
ko:K05847	ypv:BZ15_2358
ko:K05846	ypv:BZ15_2359
ko:K01011	ypv:BZ15_2362
ko:K11963	ypv:BZ15_2365
ko:K11962	ypv:BZ15_2366
ko:K11961	ypv:BZ15_2367
ko:K11960	ypv:BZ15_2368
ko:K11959	ypv:BZ15_2369
ko:K02042	ypv:BZ15_2371
ko:K02042	ypv:BZ15_2372
ko:K02044	ypv:BZ15_2373
ko:K02041	ypv:BZ15_2374
ko:K05873	ypv:BZ15_2378
ko:K03777	ypv:BZ15_2379
ko:K07262	ypv:BZ15_2380
ko:K05541	ypv:BZ15_2382
ko:K07491	ypv:BZ15_2384
ko:K11537	ypv:BZ15_2385
ko:K03815	ypv:BZ15_2386
ko:K02168	ypv:BZ15_2389
ko:K02167	ypv:BZ15_2390
ko:K09911	ypv:BZ15_2121
ko:K04770	ypv:BZ15_2122
ko:K01716	ypv:BZ15_2123
ko:K09458	ypv:BZ15_2128
ko:K07491	ypv:BZ15_2129
ko:K09857	ypv:BZ15_2130
ko:K06192	ypv:BZ15_2131
ko:K03808	ypv:BZ15_2132
ko:K15738	ypv:BZ15_2133
ko:K12297	ypv:BZ15_2134
ko:K07140	ypv:BZ15_2135
ko:K18657	ypv:BZ15_2136
ko:K07396	ypv:BZ15_2947
ko:K15549	ypv:BZ15_2957
ko:K15547	ypv:BZ15_2958
ko:K05349	ypv:BZ15_2960
ko:K02026	ypv:BZ15_2962
ko:K02025	ypv:BZ15_2963
ko:K02027	ypv:BZ15_2964
ko:K02529	ypv:BZ15_2965
ko:K10112	ypv:BZ15_2967
ko:K15125	ypv:BZ15_2975
ko:K00219	ypv:BZ15_2984
ko:K07043	ypv:BZ15_2987
ko:K07862	ypv:BZ15_2989
ko:K00322	ypv:BZ15_3790
ko:K00557	ypv:BZ15_3795
ko:K16092	ypv:BZ15_3796
ko:K01776	ypv:BZ15_3797
ko:K02058	ypv:BZ15_3804
ko:K02056	ypv:BZ15_3805
ko:K02057	ypv:BZ15_3806
ko:K02057	ypv:BZ15_3808
ko:K09897	ypv:BZ15_3809
ko:K07391	ypv:BZ15_3810
ko:K01652	ypv:BZ15_3811
ko:K11258	ypv:BZ15_3812
ko:K00826	ypv:BZ15_3813
ko:K01687	ypv:BZ15_3814
ko:K01754	ypv:BZ15_3815
ko:K02521	ypv:BZ15_3822
ko:K00053	ypv:BZ15_3823
ko:K07347	ypv:BZ15_3830
ko:K07346	ypv:BZ15_3831
ko:K07345	ypv:BZ15_3832
ko:K03769	ypv:BZ15_3835
ko:K03656	ypv:BZ15_3836
ko:K03732	ypv:BZ15_3839
ko:K03671	ypv:BZ15_3840
ko:K03628	ypv:BZ15_3841
ko:K02851	ypv:BZ15_3842
ko:K05790	ypv:BZ15_3843
ko:K01791	ypv:BZ15_3844
ko:K02472	ypv:BZ15_3845
ko:K01710	ypv:BZ15_3846
ko:K07491	ypv:BZ15_2393
ko:K06890	ypv:BZ15_2394
ko:K03635	ypv:BZ15_2395
ko:K03636	ypv:BZ15_2396
ko:K03637	ypv:BZ15_2397
ko:K03639	ypv:BZ15_2398
ko:K17758	ypv:BZ15_3203
ko:K17759	ypv:BZ15_3203
ko:K18979	ypv:BZ15_3204
ko:K13288	ypv:BZ15_3207
ko:K06949	ypv:BZ15_3208
ko:K01613	ypv:BZ15_3209
ko:K04568	ypv:BZ15_3211
ko:K00244	ypv:BZ15_3212
ko:K00245	ypv:BZ15_3213
ko:K00246	ypv:BZ15_3214
ko:K00247	ypv:BZ15_3215
ko:K07491	ypv:BZ15_3216
ko:K11741	ypv:BZ15_3217
ko:K02356	ypv:BZ15_3218
ko:K04077	ypv:BZ15_3221
ko:K04078	ypv:BZ15_3222
ko:K07113	ypv:BZ15_3223
ko:K01744	ypv:BZ15_3224
ko:K07791	ypv:BZ15_3225
ko:K03926	ypv:BZ15_3226
ko:K04084	ypv:BZ15_3227
ko:K05796	ypv:BZ15_3229
ko:K02856	ypv:BZ15_3238
ko:K02854	ypv:BZ15_3239
ko:K02855	ypv:BZ15_3240
ko:K00848	ypv:BZ15_3243
ko:K01813	ypv:BZ15_3244
