ko:K18928	bpsd:BBX_5391
ko:K11897	bpsd:BBX_5238
ko:K11896	bpsd:BBX_5239
ko:K11895	bpsd:BBX_5240
ko:K11902	bpsd:BBX_5241
ko:K11904	bpsd:BBX_5242
ko:K00355	bpsd:BBX_5249
ko:K01740	bpsd:BBX_5251
ko:K01941	bpsd:BBX_5256
ko:K01961	bpsd:BBX_5257
ko:K07160	bpsd:BBX_5259
ko:K01434	bpsd:BBX_5262
ko:K01259	bpsd:BBX_5263
ko:K10716	bpsd:BBX_6066
ko:K01607	bpsd:BBX_6068
ko:K06194	bpsd:BBX_6076
ko:K17836	bpsd:BBX_6077
ko:K03566	bpsd:BBX_6078
ko:K02034	bpsd:BBX_6083
ko:K02033	bpsd:BBX_6084
ko:K02035	bpsd:BBX_6085
ko:K08641	bpsd:BBX_6086
ko:K11904	bpsd:BBX_6090
ko:K12685	bpsd:BBX_6096
ko:K07394	bpsd:BBX_6097
ko:K02035	bpsd:BBX_6098
ko:K01569	bpsd:BBX_6099
ko:K03322	bpsd:BBX_6100
ko:K01531	bpsd:BBX_6107
ko:K14645	bpsd:BBX_6109
ko:K15977	bpsd:BBX_6114
ko:K02358	bpsd:BBX_559
ko:K03073	bpsd:BBX_561
ko:K02601	bpsd:BBX_562
ko:K02867	bpsd:BBX_563
ko:K02863	bpsd:BBX_564
ko:K02864	bpsd:BBX_565
ko:K02935	bpsd:BBX_566
ko:K03043	bpsd:BBX_567
ko:K03046	bpsd:BBX_568
ko:K03654	bpsd:BBX_570
ko:K02950	bpsd:BBX_571
ko:K02992	bpsd:BBX_572
ko:K02355	bpsd:BBX_573
ko:K02358	bpsd:BBX_574
ko:K02946	bpsd:BBX_575
ko:K02906	bpsd:BBX_576
ko:K02926	bpsd:BBX_577
ko:K02892	bpsd:BBX_578
ko:K02886	bpsd:BBX_579
ko:K02965	bpsd:BBX_580
ko:K02890	bpsd:BBX_581
ko:K02982	bpsd:BBX_582
ko:K02878	bpsd:BBX_583
ko:K02904	bpsd:BBX_584
ko:K02961	bpsd:BBX_585
ko:K02874	bpsd:BBX_586
ko:K02895	bpsd:BBX_587
ko:K02931	bpsd:BBX_588
ko:K02954	bpsd:BBX_589
ko:K02994	bpsd:BBX_590
ko:K02933	bpsd:BBX_591
ko:K02881	bpsd:BBX_592
ko:K02988	bpsd:BBX_593
ko:K02907	bpsd:BBX_594
ko:K02876	bpsd:BBX_595
ko:K03076	bpsd:BBX_596
ko:K02518	bpsd:BBX_597
ko:K02919	bpsd:BBX_598
ko:K02952	bpsd:BBX_599
ko:K02948	bpsd:BBX_600
ko:K02986	bpsd:BBX_601
ko:K03040	bpsd:BBX_602
ko:K02879	bpsd:BBX_603
ko:K03926	bpsd:BBX_604
ko:K04084	bpsd:BBX_605
ko:K01698	bpsd:BBX_606
ko:K03978	bpsd:BBX_607
ko:K07399	bpsd:BBX_609
ko:K17247	bpsd:BBX_612
ko:K01586	bpsd:BBX_613
ko:K01207	bpsd:BBX_1418
ko:K00329	bpsd:BBX_114
ko:K00356	bpsd:BBX_114
ko:K08309	bpsd:BBX_115
ko:K07160	bpsd:BBX_120
ko:K09973	bpsd:BBX_123
ko:K12372	bpsd:BBX_124
ko:K12371	bpsd:BBX_125
ko:K12370	bpsd:BBX_126
ko:K12369	bpsd:BBX_127
ko:K12368	bpsd:BBX_128
ko:K01338	bpsd:BBX_132
ko:K00528	bpsd:BBX_136
ko:K03294	bpsd:BBX_139
ko:K07402	bpsd:BBX_140
ko:K09939	bpsd:BBX_141
ko:K04061	bpsd:BBX_142
ko:K02423	bpsd:BBX_145
ko:K02422	bpsd:BBX_146
ko:K02408	bpsd:BBX_147
ko:K02409	bpsd:BBX_148
ko:K02410	bpsd:BBX_149
ko:K02411	bpsd:BBX_150
ko:K02412	bpsd:BBX_151
ko:K02413	bpsd:BBX_152
ko:K02414	bpsd:BBX_153
ko:K09456	bpsd:BBX_155
ko:K00154	bpsd:BBX_156
ko:K00477	bpsd:BBX_166
ko:K02042	bpsd:BBX_995
ko:K00286	bpsd:BBX_996
ko:K06997	bpsd:BBX_997
ko:K11473	bpsd:BBX_998
ko:K11472	bpsd:BBX_999
ko:K00104	bpsd:BBX_1000
ko:K00798	bpsd:BBX_1002
ko:K05916	bpsd:BBX_1003
ko:K01626	bpsd:BBX_1005
ko:K03568	bpsd:BBX_1006
ko:K00982	bpsd:BBX_1009
ko:K03631	bpsd:BBX_1010
ko:K00858	bpsd:BBX_1011
ko:K03705	bpsd:BBX_1012
ko:K01772	bpsd:BBX_1013
ko:K04762	bpsd:BBX_1014
ko:K03687	bpsd:BBX_1015
ko:K04043	bpsd:BBX_1017
ko:K03686	bpsd:BBX_1018
ko:K03342	bpsd:BBX_1019
ko:K00606	bpsd:BBX_1020
ko:K00950	bpsd:BBX_1022
ko:K00970	bpsd:BBX_1023
ko:K10763	bpsd:BBX_1025
ko:K01933	bpsd:BBX_1026
ko:K00791	bpsd:BBX_1028
ko:K03572	bpsd:BBX_1029
ko:K03975	bpsd:BBX_1030
ko:K03442	bpsd:BBX_1031
ko:K07266	bpsd:BBX_1034
ko:K01991	bpsd:BBX_1036
ko:K10107	bpsd:BBX_1037
ko:K09688	bpsd:BBX_1038
ko:K09689	bpsd:BBX_1039
ko:K03723	bpsd:BBX_1851
ko:K00991	bpsd:BBX_1852
ko:K01770	bpsd:BBX_1853
ko:K04756	bpsd:BBX_1854
ko:K03386	bpsd:BBX_1855
ko:K07638	bpsd:BBX_1856
ko:K07659	bpsd:BBX_1857
ko:K02291	bpsd:BBX_1861
ko:K00077	bpsd:BBX_1876
ko:K00865	bpsd:BBX_1878
ko:K03545	bpsd:BBX_1879
ko:K01358	bpsd:BBX_1880
ko:K03544	bpsd:BBX_1881
ko:K01338	bpsd:BBX_1882
ko:K03770	bpsd:BBX_1890
ko:K10804	bpsd:BBX_1891
ko:K02003	bpsd:BBX_1892
ko:K01810	bpsd:BBX_1893
ko:K00285	bpsd:BBX_1895
ko:K01952	bpsd:BBX_1896
ko:K03824	bpsd:BBX_1897
ko:K03769	bpsd:BBX_1898
ko:K05527	bpsd:BBX_1899
ko:K06190	bpsd:BBX_1900
ko:K07305	bpsd:BBX_1901
ko:K07516	bpsd:BBX_1904
ko:K15553	bpsd:BBX_2710
ko:K00058	bpsd:BBX_2712
ko:K01262	bpsd:BBX_2715
ko:K02356	bpsd:BBX_1420
ko:K03703	bpsd:BBX_1422
ko:K06911	bpsd:BBX_1474
ko:K02348	bpsd:BBX_1475
ko:K02282	bpsd:BBX_2281
ko:K02280	bpsd:BBX_2283
ko:K02279	bpsd:BBX_2284
ko:K02278	bpsd:BBX_2285
ko:K02651	bpsd:BBX_2286
ko:K02050	bpsd:BBX_2287
ko:K02049	bpsd:BBX_2288
ko:K02051	bpsd:BBX_2290
ko:K09786	bpsd:BBX_2293
ko:K07180	bpsd:BBX_2294
ko:K00852	bpsd:BBX_2296
ko:K02529	bpsd:BBX_2297
ko:K10440	bpsd:BBX_2298
ko:K10441	bpsd:BBX_2299
ko:K10439	bpsd:BBX_2300
ko:K13635	bpsd:BBX_2301
ko:K02045	bpsd:BBX_2302
ko:K02047	bpsd:BBX_2303
ko:K02046	bpsd:BBX_2304
ko:K02048	bpsd:BBX_2305
ko:K01356	bpsd:BBX_2306
ko:K09695	bpsd:BBX_2310
ko:K09694	bpsd:BBX_2311
ko:K07089	bpsd:BBX_2313
ko:K05539	bpsd:BBX_2319
ko:K15555	bpsd:BBX_2325
ko:K15554	bpsd:BBX_2326
ko:K04091	bpsd:BBX_2327
ko:K00453	bpsd:BBX_3127
ko:K00077	bpsd:BBX_3130
ko:K00141	bpsd:BBX_3131
ko:K01576	bpsd:BBX_3132
ko:K00007	bpsd:BBX_3134
ko:K00854	bpsd:BBX_3135
ko:K10111	bpsd:BBX_3141
ko:K10229	bpsd:BBX_3143
ko:K10228	bpsd:BBX_3144
ko:K10227	bpsd:BBX_3145
ko:K16371	bpsd:BBX_3146
ko:K00847	bpsd:BBX_3147
ko:K09823	bpsd:BBX_3149
ko:K02077	bpsd:BBX_3150
ko:K02074	bpsd:BBX_3151
ko:K02075	bpsd:BBX_3152
ko:K01070	bpsd:BBX_3153
ko:K00121	bpsd:BBX_3154
ko:K00854	bpsd:BBX_3156
ko:K18139	bpsd:BBX_3158
ko:K03585	bpsd:BBX_3161
ko:K03577	bpsd:BBX_3162
ko:K02484	bpsd:BBX_3167
ko:K07259	bpsd:BBX_3169
ko:K07566	bpsd:BBX_3172
ko:K01589	bpsd:BBX_3173
ko:K01588	bpsd:BBX_3174
ko:K01923	bpsd:BBX_3175
ko:K01624	bpsd:BBX_3176
ko:K11893	bpsd:BBX_3983
ko:K11892	bpsd:BBX_3984
ko:K11891	bpsd:BBX_3985
ko:K01495	bpsd:BBX_3987
ko:K13741	bpsd:BBX_3996
ko:K13287	bpsd:BBX_4000
ko:K13286	bpsd:BBX_4002
ko:K13285	bpsd:BBX_4003
ko:K03225	bpsd:BBX_4009
ko:K03230	bpsd:BBX_4014
ko:K03221	bpsd:BBX_4019
ko:K12510	bpsd:BBX_4834
ko:K12511	bpsd:BBX_4835
ko:K00832	bpsd:BBX_4837
ko:K10979	bpsd:BBX_4851
ko:K03781	bpsd:BBX_4853
ko:K03092	bpsd:BBX_4857
ko:K07217	bpsd:BBX_4859
ko:K08995	bpsd:BBX_4879
ko:K05685	bpsd:BBX_5688
ko:K13888	bpsd:BBX_5689
ko:K17228	bpsd:BBX_5690
ko:K01166	bpsd:BBX_5691
ko:K01425	bpsd:BBX_5692
ko:K02484	bpsd:BBX_5696
ko:K07001	bpsd:BBX_5697
ko:K03569	bpsd:BBX_5699
ko:K07023	bpsd:BBX_5701
ko:K00799	bpsd:BBX_5707
ko:K07771	bpsd:BBX_5710
ko:K13633	bpsd:BBX_5715
ko:K01281	bpsd:BBX_5722
ko:K01387	bpsd:BBX_5734
ko:K09927	bpsd:BBX_5736
ko:K01194	bpsd:BBX_5738
ko:K02164	bpsd:BBX_5740
ko:K09861	bpsd:BBX_2727
ko:K14287	bpsd:BBX_2729
ko:K00799	bpsd:BBX_2730
ko:K01515	bpsd:BBX_2742
ko:K00343	bpsd:BBX_2744
ko:K00342	bpsd:BBX_2745
ko:K00341	bpsd:BBX_2746
ko:K00340	bpsd:BBX_2747
ko:K00339	bpsd:BBX_2748
ko:K00338	bpsd:BBX_2749
ko:K00337	bpsd:BBX_2750
ko:K00334	bpsd:BBX_2753
ko:K00333	bpsd:BBX_2754
ko:K00332	bpsd:BBX_2755
ko:K00331	bpsd:BBX_2756
ko:K03673	bpsd:BBX_3550
ko:K12368	bpsd:BBX_3555
ko:K00906	bpsd:BBX_3558
ko:K01673	bpsd:BBX_3559
ko:K00471	bpsd:BBX_3561
ko:K03758	bpsd:BBX_3564
ko:K03798	bpsd:BBX_3566
ko:K18306	bpsd:BBX_3570
ko:K18307	bpsd:BBX_3571
ko:K18139	bpsd:BBX_3572
ko:K01497	bpsd:BBX_3573
ko:K11752	bpsd:BBX_3577
ko:K00219	bpsd:BBX_3585
ko:K00878	bpsd:BBX_3587
ko:K07088	bpsd:BBX_3589
ko:K12141	bpsd:BBX_3596
ko:K12140	bpsd:BBX_3597
ko:K11189	bpsd:BBX_3602
ko:K00797	bpsd:BBX_3603
ko:K07004	bpsd:BBX_4412
ko:K02014	bpsd:BBX_4417
ko:K07397	bpsd:BBX_4427
ko:K07223	bpsd:BBX_4429
ko:K06147	bpsd:BBX_4430
ko:K18199	bpsd:BBX_4431
ko:K01867	bpsd:BBX_4433
ko:K07052	bpsd:BBX_4436
ko:K01560	bpsd:BBX_4438
ko:K13491	bpsd:BBX_4439
ko:K13490	bpsd:BBX_4440
ko:K13489	bpsd:BBX_4441
ko:K13486	bpsd:BBX_4442
ko:K13488	bpsd:BBX_4443
ko:K13487	bpsd:BBX_4444
ko:K01652	bpsd:BBX_4449
ko:K03316	bpsd:BBX_4450
ko:K02503	bpsd:BBX_4454
ko:K16320	bpsd:BBX_4457
ko:K02688	bpsd:BBX_5267
ko:K03417	bpsd:BBX_5268
ko:K01659	bpsd:BBX_5269
ko:K07507	bpsd:BBX_5281
ko:K17686	bpsd:BBX_5286
ko:K00801	bpsd:BBX_5294
ko:K00426	bpsd:BBX_5298
ko:K00425	bpsd:BBX_5299
ko:K01620	bpsd:BBX_5301
ko:K05596	bpsd:BBX_5300
ko:K05366	bpsd:BBX_5302
ko:K02013	bpsd:BBX_5304
ko:K02015	bpsd:BBX_5305
ko:K02016	bpsd:BBX_5306
ko:K07225	bpsd:BBX_5307
ko:K16087	bpsd:BBX_5308
ko:K02053	bpsd:BBX_5311
ko:K02052	bpsd:BBX_5312
ko:K02055	bpsd:BBX_5313
ko:K02053	bpsd:BBX_5314
ko:K06966	bpsd:BBX_5315
ko:K10016	bpsd:BBX_6117
ko:K10015	bpsd:BBX_6118
ko:K10017	bpsd:BBX_6119
ko:K00790	bpsd:BBX_6120
ko:K03781	bpsd:BBX_6128
ko:K00646	bpsd:BBX_6133
ko:K15337	bpsd:BBX_6134
ko:K15313	bpsd:BBX_6135
ko:K15312	bpsd:BBX_6136
ko:K15311	bpsd:BBX_6137
ko:K14257	bpsd:BBX_6149
ko:K07168	bpsd:BBX_6153
ko:K07300	bpsd:BBX_6155
ko:K05595	bpsd:BBX_6156
ko:K07052	bpsd:BBX_6157
ko:K16165	bpsd:BBX_6158
ko:K03088	bpsd:BBX_6161
ko:K03088	bpsd:BBX_6165
ko:K07165	bpsd:BBX_6166
ko:K02014	bpsd:BBX_6167
ko:K10440	bpsd:BBX_6168
ko:K10440	bpsd:BBX_6169
ko:K00789	bpsd:BBX_169
ko:K02517	bpsd:BBX_170
ko:K01778	bpsd:BBX_171
ko:K09921	bpsd:BBX_172
ko:K03733	bpsd:BBX_173
ko:K06969	bpsd:BBX_174
ko:K06204	bpsd:BBX_176
ko:K01419	bpsd:BBX_177
ko:K03667	bpsd:BBX_178
ko:K15012	bpsd:BBX_179
ko:K15011	bpsd:BBX_180
ko:K00930	bpsd:BBX_182
ko:K05501	bpsd:BBX_184
ko:K00641	bpsd:BBX_185
ko:K08218	bpsd:BBX_187
ko:K13979	bpsd:BBX_190
ko:K01142	bpsd:BBX_192
ko:K02434	bpsd:BBX_194
ko:K02433	bpsd:BBX_195
ko:K06202	bpsd:BBX_615
ko:K05366	bpsd:BBX_616
ko:K02666	bpsd:BBX_620
ko:K00891	bpsd:BBX_621
ko:K01735	bpsd:BBX_622
ko:K01129	bpsd:BBX_623
ko:K05813	bpsd:BBX_624
ko:K05814	bpsd:BBX_625
ko:K05815	bpsd:BBX_626
ko:K05816	bpsd:BBX_627
ko:K01126	bpsd:BBX_628
ko:K07275	bpsd:BBX_629
ko:K07491	bpsd:BBX_630
ko:K00265	bpsd:BBX_631
ko:K00266	bpsd:BBX_632
ko:K03310	bpsd:BBX_633
ko:K01975	bpsd:BBX_634
ko:K02471	bpsd:BBX_636
ko:K03153	bpsd:BBX_637
ko:K03154	bpsd:BBX_638
ko:K03149	bpsd:BBX_639
ko:K00788	bpsd:BBX_640
ko:K02065	bpsd:BBX_641
ko:K02066	bpsd:BBX_642
ko:K02067	bpsd:BBX_643
ko:K04754	bpsd:BBX_644
ko:K07323	bpsd:BBX_645
ko:K07122	bpsd:BBX_646
ko:K01990	bpsd:BBX_647
ko:K01992	bpsd:BBX_648
ko:K00790	bpsd:BBX_650
ko:K00765	bpsd:BBX_651
ko:K00013	bpsd:BBX_652
ko:K00817	bpsd:BBX_653
ko:K01693	bpsd:BBX_654
ko:K05595	bpsd:BBX_655
ko:K02501	bpsd:BBX_656
ko:K01814	bpsd:BBX_657
ko:K02500	bpsd:BBX_658
ko:K01496	bpsd:BBX_659
ko:K01523	bpsd:BBX_660
ko:K02503	bpsd:BBX_662
ko:K03116	bpsd:BBX_663
ko:K03117	bpsd:BBX_664
ko:K03118	bpsd:BBX_665
ko:K07152	bpsd:BBX_1478
ko:K01087	bpsd:BBX_1479
ko:K00697	bpsd:BBX_1480
ko:K06147	bpsd:BBX_1481
ko:K08983	bpsd:BBX_1484
ko:K01999	bpsd:BBX_1486
ko:K01114	bpsd:BBX_1487
ko:K00868	bpsd:BBX_1488
ko:K00720	bpsd:BBX_1491
ko:K10016	bpsd:BBX_1496
ko:K10015	bpsd:BBX_1497
ko:K10017	bpsd:BBX_1498
ko:K00673	bpsd:BBX_1502
ko:K00673	bpsd:BBX_1503
ko:K06447	bpsd:BBX_1504
ko:K01484	bpsd:BBX_1505
ko:K05526	bpsd:BBX_1506
ko:K00799	bpsd:BBX_1507
ko:K10013	bpsd:BBX_1508
ko:K10255	bpsd:BBX_1509
ko:K02300	bpsd:BBX_1510
ko:K02299	bpsd:BBX_1511
ko:K02298	bpsd:BBX_1512
ko:K02297	bpsd:BBX_1513
ko:K13771	bpsd:BBX_1515
ko:K04488	bpsd:BBX_1518
ko:K11717	bpsd:BBX_1519
ko:K09015	bpsd:BBX_1520
ko:K09013	bpsd:BBX_1521
ko:K09014	bpsd:BBX_1522
ko:K07234	bpsd:BBX_1523
ko:K00684	bpsd:BBX_2334
ko:K00254	bpsd:BBX_2336
ko:K02424	bpsd:BBX_2337
ko:K10009	bpsd:BBX_2338
ko:K01807	bpsd:BBX_2341
ko:K11066	bpsd:BBX_2342
ko:K03218	bpsd:BBX_2343
ko:K12573	bpsd:BBX_2344
ko:K03406	bpsd:BBX_2347
ko:K01114	bpsd:BBX_2348
ko:K08178	bpsd:BBX_2353
ko:K01897	bpsd:BBX_2355
ko:K03666	bpsd:BBX_2358
ko:K12511	bpsd:BBX_2364
ko:K12510	bpsd:BBX_2365
ko:K02283	bpsd:BBX_2366
ko:K02282	bpsd:BBX_2367
ko:K02280	bpsd:BBX_2368
ko:K02279	bpsd:BBX_2369
ko:K02278	bpsd:BBX_2371
ko:K02651	bpsd:BBX_2372
ko:K06916	bpsd:BBX_2378
ko:K00382	bpsd:BBX_2379
ko:K00658	bpsd:BBX_2380
ko:K00164	bpsd:BBX_2381
ko:K00873	bpsd:BBX_3177
ko:K00927	bpsd:BBX_3178
ko:K00826	bpsd:BBX_3181
ko:K02843	bpsd:BBX_3183
ko:K07019	bpsd:BBX_3185
ko:K03637	bpsd:BBX_3188
ko:K03832	bpsd:BBX_3189
ko:K01902	bpsd:BBX_3194
ko:K01903	bpsd:BBX_3195
ko:K03565	bpsd:BBX_3197
ko:K07649	bpsd:BBX_3200
ko:K01434	bpsd:BBX_3219
ko:K11896	bpsd:BBX_3221
ko:K00156	bpsd:BBX_3226
ko:K02275	bpsd:BBX_3227
ko:K15408	bpsd:BBX_3228
ko:K03711	bpsd:BBX_4041
ko:K01465	bpsd:BBX_4042
ko:K01868	bpsd:BBX_4043
ko:K16515	bpsd:BBX_4044
ko:K01737	bpsd:BBX_4048
ko:K08998	bpsd:BBX_4049
ko:K01883	bpsd:BBX_4050
ko:K09007	bpsd:BBX_4052
ko:K09823	bpsd:BBX_4057
ko:K00101	bpsd:BBX_4070
ko:K08677	bpsd:BBX_4072
ko:K03306	bpsd:BBX_4076
ko:K09990	bpsd:BBX_4077
ko:K15552	bpsd:BBX_4082
ko:K10831	bpsd:BBX_4083
ko:K15551	bpsd:BBX_4084
ko:K03119	bpsd:BBX_4085
ko:K00694	bpsd:BBX_4088
ko:K00612	bpsd:BBX_4895
ko:K01613	bpsd:BBX_4903
ko:K00240	bpsd:BBX_4904
ko:K06133	bpsd:BBX_4908
ko:K00382	bpsd:BBX_4913
ko:K09699	bpsd:BBX_4914
ko:K00167	bpsd:BBX_4915
ko:K00166	bpsd:BBX_4916
ko:K03333	bpsd:BBX_4921
ko:K07028	bpsd:BBX_4926
ko:K13993	bpsd:BBX_4932
ko:K00666	bpsd:BBX_4934
ko:K02435	bpsd:BBX_196
ko:K03569	bpsd:BBX_197
ko:K03570	bpsd:BBX_198
ko:K03571	bpsd:BBX_199
ko:K05515	bpsd:BBX_200
ko:K05837	bpsd:BBX_201
ko:K01630	bpsd:BBX_203
ko:K01737	bpsd:BBX_204
ko:K06920	bpsd:BBX_206
ko:K03500	bpsd:BBX_211
ko:K03799	bpsd:BBX_212
ko:K00604	bpsd:BBX_214
ko:K01462	bpsd:BBX_215
ko:K04096	bpsd:BBX_216
ko:K00058	bpsd:BBX_220
ko:K01711	bpsd:BBX_1046
ko:K07031	bpsd:BBX_1047
ko:K03271	bpsd:BBX_1048
ko:K03273	bpsd:BBX_1050
ko:K07265	bpsd:BBX_1052
ko:K02535	bpsd:BBX_1056
ko:K01991	bpsd:BBX_1064
ko:K01104	bpsd:BBX_1065
ko:K16692	bpsd:BBX_1066
ko:K07265	bpsd:BBX_1068
ko:K03819	bpsd:BBX_1069
ko:K01627	bpsd:BBX_1072
ko:K03270	bpsd:BBX_1073
ko:K06041	bpsd:BBX_1074
ko:K00963	bpsd:BBX_1075
ko:K02403	bpsd:BBX_1076
ko:K03640	bpsd:BBX_1079
ko:K03641	bpsd:BBX_1080
ko:K03560	bpsd:BBX_1082
ko:K03562	bpsd:BBX_1083
ko:K07107	bpsd:BBX_1084
ko:K16066	bpsd:BBX_1085
ko:K00600	bpsd:BBX_1086
ko:K07738	bpsd:BBX_1087
ko:K08084	bpsd:BBX_1088
ko:K02672	bpsd:BBX_1090
ko:K02655	bpsd:BBX_1092
ko:K00252	bpsd:BBX_1097
ko:K08281	bpsd:BBX_1905
ko:K00626	bpsd:BBX_1906
ko:K06980	bpsd:BBX_1914
ko:K07082	bpsd:BBX_1915
ko:K00943	bpsd:BBX_1916
ko:K02341	bpsd:BBX_1917
ko:K03823	bpsd:BBX_1918
ko:K03424	bpsd:BBX_1919
ko:K01424	bpsd:BBX_1928
ko:K01608	bpsd:BBX_1933
ko:K02275	bpsd:BBX_1935
ko:K03088	bpsd:BBX_1937
ko:K02990	bpsd:BBX_1939
ko:K02686	bpsd:BBX_1940
ko:K02963	bpsd:BBX_1941
ko:K02939	bpsd:BBX_1942
ko:K07220	bpsd:BBX_1944
ko:K03306	bpsd:BBX_1945
ko:K07175	bpsd:BBX_1947
ko:K03564	bpsd:BBX_1948
ko:K00604	bpsd:BBX_1951
ko:K10012	bpsd:BBX_1952
ko:K14260	bpsd:BBX_1957
ko:K00330	bpsd:BBX_2757
ko:K03075	bpsd:BBX_2759
ko:K01803	bpsd:BBX_2760
ko:K00962	bpsd:BBX_2762
ko:K02956	bpsd:BBX_2763
ko:K01999	bpsd:BBX_2764
ko:K01673	bpsd:BBX_2766
ko:K01649	bpsd:BBX_2768
ko:K17103	bpsd:BBX_2769
ko:K01613	bpsd:BBX_2770
ko:K00053	bpsd:BBX_2771
ko:K01653	bpsd:BBX_2772
ko:K01652	bpsd:BBX_2773
ko:K03088	bpsd:BBX_2774
ko:K00901	bpsd:BBX_2780
ko:K06966	bpsd:BBX_2782
ko:K01426	bpsd:BBX_2786
ko:K06886	bpsd:BBX_2789
ko:K02004	bpsd:BBX_2790
ko:K09712	bpsd:BBX_2793
ko:K07667	bpsd:BBX_2794
ko:K07646	bpsd:BBX_2795
ko:K01548	bpsd:BBX_2796
ko:K01547	bpsd:BBX_2797
ko:K01546	bpsd:BBX_2798
ko:K01734	bpsd:BBX_2801
ko:K00059	bpsd:BBX_2803
ko:K00761	bpsd:BBX_2804
ko:K01945	bpsd:BBX_2806
ko:K00228	bpsd:BBX_2807
ko:K02575	bpsd:BBX_3606
ko:K03769	bpsd:BBX_3607
ko:K00374	bpsd:BBX_3608
ko:K00373	bpsd:BBX_3609
ko:K00371	bpsd:BBX_3610
ko:K00370	bpsd:BBX_3611
ko:K03119	bpsd:BBX_3617
ko:K01414	bpsd:BBX_3627
ko:K00375	bpsd:BBX_3650
ko:K00609	bpsd:BBX_3654
ko:K16090	bpsd:BBX_3655
ko:K07126	bpsd:BBX_3656
ko:K03381	bpsd:BBX_4462
ko:K03464	bpsd:BBX_4463
ko:K02300	bpsd:BBX_4464
ko:K02299	bpsd:BBX_4465
ko:K02298	bpsd:BBX_4466
ko:K02297	bpsd:BBX_4467
ko:K00219	bpsd:BBX_4468
ko:K05549	bpsd:BBX_4474
ko:K05550	bpsd:BBX_4475
ko:K05784	bpsd:BBX_4476
ko:K05783	bpsd:BBX_4477
ko:K11733	bpsd:BBX_4483
ko:K07044	bpsd:BBX_4484
ko:K07576	bpsd:BBX_4485
ko:K00023	bpsd:BBX_4486
ko:K13953	bpsd:BBX_4488
ko:K06966	bpsd:BBX_4493
ko:K00860	bpsd:BBX_4498
ko:K03406	bpsd:BBX_4499
ko:K02003	bpsd:BBX_4504
ko:K02004	bpsd:BBX_4505
ko:K01993	bpsd:BBX_4510
ko:K13926	bpsd:BBX_4511
ko:K03406	bpsd:BBX_4514
ko:K01808	bpsd:BBX_5318
ko:K17207	bpsd:BBX_5319
ko:K17206	bpsd:BBX_5320
ko:K17205	bpsd:BBX_5321
ko:K00065	bpsd:BBX_5322
ko:K05878	bpsd:BBX_5324
ko:K05879	bpsd:BBX_5325
ko:K02073	bpsd:BBX_5330
ko:K06987	bpsd:BBX_5331
ko:K10013	bpsd:BBX_5334
ko:K03762	bpsd:BBX_5337
ko:K02624	bpsd:BBX_5339
ko:K03776	bpsd:BBX_5341
ko:K00135	bpsd:BBX_5346
ko:K00823	bpsd:BBX_5347
ko:K00375	bpsd:BBX_5348
ko:K01008	bpsd:BBX_5354
ko:K07088	bpsd:BBX_5367
ko:K10441	bpsd:BBX_6170
ko:K10439	bpsd:BBX_6171
ko:K07644	bpsd:BBX_6178
ko:K07665	bpsd:BBX_6179
ko:K15726	bpsd:BBX_6180
ko:K15727	bpsd:BBX_6181
ko:K15725	bpsd:BBX_6182
ko:K09129	bpsd:BBX_6185
ko:K00694	bpsd:BBX_6201
ko:K00259	bpsd:BBX_6217
ko:K03607	bpsd:BBX_6220
ko:K03556	bpsd:BBX_4935
ko:K03119	bpsd:BBX_4938
ko:K07002	bpsd:BBX_4941
ko:K01953	bpsd:BBX_5744
ko:K07303	bpsd:BBX_5746
ko:K07302	bpsd:BBX_5747
ko:K02484	bpsd:BBX_5755
ko:K00151	bpsd:BBX_5762
ko:K00455	bpsd:BBX_5763
ko:K01826	bpsd:BBX_5764
ko:K02509	bpsd:BBX_5765
ko:K02510	bpsd:BBX_5767
ko:K02010	bpsd:BBX_5770
ko:K02011	bpsd:BBX_5771
ko:K07774	bpsd:BBX_5774
ko:K07649	bpsd:BBX_5775
ko:K07140	bpsd:BBX_5776
ko:K01775	bpsd:BBX_5783
ko:K03928	bpsd:BBX_5788
ko:K16137	bpsd:BBX_5791
ko:K00208	bpsd:BBX_5795
ko:K00411	bpsd:BBX_668
ko:K00412	bpsd:BBX_669
ko:K00413	bpsd:BBX_670
ko:K03599	bpsd:BBX_671
ko:K03600	bpsd:BBX_672
ko:K03707	bpsd:BBX_691
ko:K11892	bpsd:BBX_693
ko:K11893	bpsd:BBX_694
ko:K11906	bpsd:BBX_695
ko:K11901	bpsd:BBX_697
ko:K11900	bpsd:BBX_698
ko:K11903	bpsd:BBX_699
ko:K11897	bpsd:BBX_700
ko:K11896	bpsd:BBX_701
ko:K11895	bpsd:BBX_702
ko:K11907	bpsd:BBX_703
ko:K11902	bpsd:BBX_704
ko:K03286	bpsd:BBX_705
ko:K11890	bpsd:BBX_706
ko:K11891	bpsd:BBX_707
ko:K12251	bpsd:BBX_228
ko:K02055	bpsd:BBX_230
ko:K03086	bpsd:BBX_234
ko:K01919	bpsd:BBX_235
ko:K01247	bpsd:BBX_236
ko:K10778	bpsd:BBX_237
ko:K08234	bpsd:BBX_238
ko:K00657	bpsd:BBX_241
ko:K03650	bpsd:BBX_252
ko:K03217	bpsd:BBX_254
ko:K08998	bpsd:BBX_255
ko:K03536	bpsd:BBX_256
ko:K02914	bpsd:BBX_257
