ko:K00130	bsul:BSUA_03320
ko:K04749	bsul:BSUA_00514
ko:K04757	bsul:BSUA_00515
ko:K03090	bsul:BSUA_00516
ko:K05518	bsul:BSUA_00517
ko:K06959	bsul:BSUA_00521
ko:K03095	bsul:BSUA_00522
ko:K00123	bsul:BSUA_01324
ko:K01719	bsul:BSUA_01332
ko:K02069	bsul:BSUA_01333
ko:K02068	bsul:BSUA_01334
ko:K03885	bsul:BSUA_01338
ko:K01812	bsul:BSUA_01339
ko:K03292	bsul:BSUA_01340
ko:K00073	bsul:BSUA_01341
ko:K08322	bsul:BSUA_01342
ko:K01686	bsul:BSUA_01343
ko:K02529	bsul:BSUA_01346
ko:K00041	bsul:BSUA_01347
ko:K01685	bsul:BSUA_01348
ko:K07090	bsul:BSUA_01349
ko:K06359	bsul:BSUA_01352
ko:K07217	bsul:BSUA_01358
ko:K03088	bsul:BSUA_01367
ko:K03671	bsul:BSUA_02158
ko:K03647	bsul:BSUA_02164
ko:K02337	bsul:BSUA_02191
ko:K01448	bsul:BSUA_02942
ko:K07560	bsul:BSUA_02943
ko:K00951	bsul:BSUA_02944
ko:K00759	bsul:BSUA_02945
ko:K07462	bsul:BSUA_02946
ko:K07228	bsul:BSUA_02948
ko:K12257	bsul:BSUA_02949
ko:K06409	bsul:BSUA_02951
ko:K03210	bsul:BSUA_02954
ko:K00773	bsul:BSUA_02955
ko:K07568	bsul:BSUA_02956
ko:K03551	bsul:BSUA_02958
ko:K03550	bsul:BSUA_02959
ko:K06318	bsul:BSUA_02960
ko:K00010	bsul:BSUA_02962
ko:K03310	bsul:BSUA_02967
ko:K06370	bsul:BSUA_02970
ko:K03517	bsul:BSUA_02971
ko:K00767	bsul:BSUA_02972
ko:K00278	bsul:BSUA_02973
ko:K04487	bsul:BSUA_02974
ko:K07105	bsul:BSUA_02975
ko:K04518	bsul:BSUA_02976
ko:K06209	bsul:BSUA_02977
ko:K03979	bsul:BSUA_02978
ko:K06375	bsul:BSUA_02979
ko:K02899	bsul:BSUA_02980
ko:K07584	bsul:BSUA_02981
ko:K02888	bsul:BSUA_02982
ko:K06402	bsul:BSUA_02983
ko:K06401	bsul:BSUA_02984
ko:K03609	bsul:BSUA_02985
ko:K03610	bsul:BSUA_02986
ko:K03571	bsul:BSUA_02987
ko:K03570	bsul:BSUA_02988
ko:K03569	bsul:BSUA_02989
ko:K03630	bsul:BSUA_02990
ko:K06287	bsul:BSUA_02991
ko:K06380	bsul:BSUA_02992
ko:K02236	bsul:BSUA_02993
ko:K08972	bsul:BSUA_03740
ko:K02406	bsul:BSUA_03745
ko:K03701	bsul:BSUA_03746
ko:K03702	bsul:BSUA_03747
ko:K03797	bsul:BSUA_03754
ko:K09811	bsul:BSUA_03755
ko:K09812	bsul:BSUA_03756
ko:K12263	bsul:BSUA_03757
ko:K02836	bsul:BSUA_03759
ko:K03070	bsul:BSUA_03760
ko:K02423	bsul:BSUA_03763
ko:K02422	bsul:BSUA_03764
ko:K02407	bsul:BSUA_03765
ko:K06603	bsul:BSUA_03766
ko:K02406	bsul:BSUA_03767
ko:K03563	bsul:BSUA_03768
ko:K13626	bsul:BSUA_03769
ko:K02397	bsul:BSUA_03771
ko:K02396	bsul:BSUA_03772
ko:K02398	bsul:BSUA_03774
ko:K02242	bsul:BSUA_03776
ko:K02241	bsul:BSUA_03777
ko:K02240	bsul:BSUA_03778
ko:K07692	bsul:BSUA_03780
ko:K07777	bsul:BSUA_03781
ko:K02851	bsul:BSUA_03784
ko:K16698	bsul:BSUA_03786
ko:K03719	bsul:BSUA_00556
ko:K03719	bsul:BSUA_00557
ko:K03704	bsul:BSUA_00566
ko:K07736	bsul:BSUA_00567
ko:K13653	bsul:BSUA_00571
ko:K00375	bsul:BSUA_00578
ko:K07002	bsul:BSUA_00580
ko:K06389	bsul:BSUA_01397
ko:K06388	bsul:BSUA_01398
ko:K03306	bsul:BSUA_01399
ko:K07220	bsul:BSUA_01400
ko:K03294	bsul:BSUA_01401
ko:K15975	bsul:BSUA_01402
ko:K00286	bsul:BSUA_01408
ko:K16203	bsul:BSUA_01409
ko:K16200	bsul:BSUA_01410
ko:K16201	bsul:BSUA_01411
ko:K16202	bsul:BSUA_01412
ko:K16199	bsul:BSUA_01413
ko:K01297	bsul:BSUA_01414
ko:K07404	bsul:BSUA_01418
ko:K05916	bsul:BSUA_01421
ko:K01433	bsul:BSUA_01428
ko:K00931	bsul:BSUA_01429
ko:K11754	bsul:BSUA_02994
ko:K01873	bsul:BSUA_02995
ko:K06417	bsul:BSUA_02998
ko:K01845	bsul:BSUA_02999
ko:K01698	bsul:BSUA_03000
ko:K01719	bsul:BSUA_03001
ko:K01749	bsul:BSUA_03002
ko:K02497	bsul:BSUA_03003
ko:K02492	bsul:BSUA_03004
ko:K03978	bsul:BSUA_03006
ko:K01338	bsul:BSUA_03007
ko:K04076	bsul:BSUA_03008
ko:K03544	bsul:BSUA_03009
ko:K03545	bsul:BSUA_03010
ko:K01704	bsul:BSUA_03012
ko:K01703	bsul:BSUA_03013
ko:K00052	bsul:BSUA_03014
ko:K01649	bsul:BSUA_03015
ko:K00053	bsul:BSUA_03016
ko:K01653	bsul:BSUA_03017
ko:K01652	bsul:BSUA_03018
ko:K03829	bsul:BSUA_03020
ko:K07095	bsul:BSUA_03023
ko:K02428	bsul:BSUA_03024
ko:K00989	bsul:BSUA_03025
ko:K06298	bsul:BSUA_03026
ko:K01776	bsul:BSUA_03027
ko:K01994	bsul:BSUA_03029
ko:K07107	bsul:BSUA_03030
ko:K00240	bsul:BSUA_03031
ko:K00239	bsul:BSUA_03032
ko:K00241	bsul:BSUA_03033
ko:K00928	bsul:BSUA_03035
ko:K03703	bsul:BSUA_03037
ko:K03671	bsul:BSUA_03038
ko:K01209	bsul:BSUA_03039
ko:K03522	bsul:BSUA_03040
ko:K03521	bsul:BSUA_03041
ko:K13767	bsul:BSUA_03042
ko:K13770	bsul:BSUA_03043
ko:K01897	bsul:BSUA_03044
ko:K16705	bsul:BSUA_03788
ko:K00012	bsul:BSUA_03789
ko:K16697	bsul:BSUA_03790
ko:K16694	bsul:BSUA_03791
ko:K01448	bsul:BSUA_03793
ko:K01791	bsul:BSUA_03797
ko:K00963	bsul:BSUA_03798
ko:K00963	bsul:BSUA_03802
ko:K09693	bsul:BSUA_03803
ko:K00712	bsul:BSUA_03806
ko:K05946	bsul:BSUA_03808
ko:K01809	bsul:BSUA_03812
ko:K07282	bsul:BSUA_03821
ko:K02529	bsul:BSUA_03824
ko:K00852	bsul:BSUA_03825
ko:K06726	bsul:BSUA_03826
ko:K10441	bsul:BSUA_03827
ko:K10440	bsul:BSUA_03828
ko:K10439	bsul:BSUA_03829
ko:K01575	bsul:BSUA_03833
ko:K01652	bsul:BSUA_03834
ko:K03893	bsul:BSUA_03836
ko:K01990	bsul:BSUA_04316
ko:K08224	bsul:BSUA_04320
ko:K03893	bsul:BSUA_00589
ko:K11623	bsul:BSUA_00597
ko:K07150	bsul:BSUA_00601
ko:K15976	bsul:BSUA_00604
ko:K15975	bsul:BSUA_00605
ko:K15977	bsul:BSUA_00606
ko:K13993	bsul:BSUA_00613
ko:K11737	bsul:BSUA_00620
ko:K06994	bsul:BSUA_00623
ko:K07552	bsul:BSUA_00626
ko:K07090	bsul:BSUA_00627
ko:K01077	bsul:BSUA_00632
ko:K05937	bsul:BSUA_00633
ko:K06885	bsul:BSUA_00636
ko:K02760	bsul:BSUA_00639
ko:K02759	bsul:BSUA_00640
ko:K02761	bsul:BSUA_00641
ko:K00147	bsul:BSUA_01430
ko:K00549	bsul:BSUA_01436
ko:K13275	bsul:BSUA_01437
ko:K17763	bsul:BSUA_01438
ko:K16785	bsul:BSUA_01439
ko:K16786	bsul:BSUA_01440
ko:K16787	bsul:BSUA_01440
ko:K16925	bsul:BSUA_01441
ko:K06213	bsul:BSUA_01448
ko:K15973	bsul:BSUA_01452
ko:K07098	bsul:BSUA_01455
ko:K10979	bsul:BSUA_01459
ko:K03093	bsul:BSUA_01463
ko:K06421	bsul:BSUA_01465
ko:K03799	bsul:BSUA_01467
ko:K13533	bsul:BSUA_01472
ko:K00567	bsul:BSUA_01473
ko:K08963	bsul:BSUA_01475
ko:K00899	bsul:BSUA_01476
ko:K08969	bsul:BSUA_01478
ko:K08965	bsul:BSUA_01479
ko:K08966	bsul:BSUA_01480
ko:K08964	bsul:BSUA_01481
ko:K08967	bsul:BSUA_01482
ko:K03530	bsul:BSUA_02265
ko:K03611	bsul:BSUA_02307
ko:K08989	bsul:BSUA_03045
ko:K07456	bsul:BSUA_03046
ko:K02347	bsul:BSUA_03047
ko:K09888	bsul:BSUA_03049
ko:K03471	bsul:BSUA_03050
ko:K01890	bsul:BSUA_03051
ko:K01889	bsul:BSUA_03052
ko:K03437	bsul:BSUA_03053
ko:K06426	bsul:BSUA_03054
ko:K02647	bsul:BSUA_03055
ko:K00104	bsul:BSUA_03056
ko:K11473	bsul:BSUA_03057
ko:K01759	bsul:BSUA_03058
ko:K06200	bsul:BSUA_03059
ko:K01209	bsul:BSUA_03060
ko:K17236	bsul:BSUA_03061
ko:K17235	bsul:BSUA_03062
ko:K17234	bsul:BSUA_03063
ko:K00096	bsul:BSUA_03064
ko:K00853	bsul:BSUA_03067
ko:K01804	bsul:BSUA_03068
ko:K06113	bsul:BSUA_03069
ko:K02887	bsul:BSUA_03073
ko:K02916	bsul:BSUA_03074
ko:K02520	bsul:BSUA_03075
ko:K05339	bsul:BSUA_03078
ko:K05338	bsul:BSUA_03079
ko:K07705	bsul:BSUA_03080
ko:K07704	bsul:BSUA_03081
ko:K07025	bsul:BSUA_03082
ko:K01868	bsul:BSUA_03083
ko:K11144	bsul:BSUA_03086
ko:K03346	bsul:BSUA_03087
ko:K07738	bsul:BSUA_03088
ko:K01611	bsul:BSUA_03089
ko:K00134	bsul:BSUA_03090
ko:K00859	bsul:BSUA_03094
ko:K10563	bsul:BSUA_03096
ko:K06325	bsul:BSUA_03838
ko:K06330	bsul:BSUA_03839
ko:K00681	bsul:BSUA_03843
ko:K07240	bsul:BSUA_03845
ko:K07240	bsul:BSUA_03846
ko:K05982	bsul:BSUA_03850
ko:K00012	bsul:BSUA_03856
ko:K01104	bsul:BSUA_03857
ko:K07284	bsul:BSUA_03868
ko:K03282	bsul:BSUA_03870
ko:K02372	bsul:BSUA_03871
ko:K02392	bsul:BSUA_03873
ko:K02392	bsul:BSUA_03874
ko:K03569	bsul:BSUA_03875
ko:K06283	bsul:BSUA_03876
ko:K03457	bsul:BSUA_03881
ko:K03320	bsul:BSUA_03885
ko:K04751	bsul:BSUA_03886
ko:K06386	bsul:BSUA_03889
ko:K03823	bsul:BSUA_03890
ko:K06888	bsul:BSUA_04336
ko:K07052	bsul:BSUA_04337
ko:K08369	bsul:BSUA_04338
ko:K00661	bsul:BSUA_04339
ko:K01759	bsul:BSUA_04340
ko:K01142	bsul:BSUA_04342
ko:K02963	bsul:BSUA_04343
ko:K02990	bsul:BSUA_04345
ko:K06942	bsul:BSUA_04346
ko:K03501	bsul:BSUA_04355
ko:K03495	bsul:BSUA_04356
ko:K03650	bsul:BSUA_04357
ko:K06346	bsul:BSUA_04358
ko:K03217	bsul:BSUA_04359
ko:K03536	bsul:BSUA_04360
ko:K02914	bsul:BSUA_04361
ko:K01223	bsul:BSUA_00642
ko:K03492	bsul:BSUA_00643
ko:K00847	bsul:BSUA_00644
ko:K01809	bsul:BSUA_00645
ko:K01218	bsul:BSUA_00646
ko:K00946	bsul:BSUA_00656
ko:K06925	bsul:BSUA_00657
ko:K03789	bsul:BSUA_00659
ko:K01409	bsul:BSUA_00660
ko:K06158	bsul:BSUA_00661
ko:K03637	bsul:BSUA_00662
ko:K01926	bsul:BSUA_00663
ko:K03116	bsul:BSUA_00664
ko:K03118	bsul:BSUA_00665
ko:K07052	bsul:BSUA_00667
ko:K04078	bsul:BSUA_00668
ko:K04077	bsul:BSUA_00669
ko:K00008	bsul:BSUA_00682
ko:K00847	bsul:BSUA_00684
ko:K03969	bsul:BSUA_00685
ko:K06872	bsul:BSUA_00687
ko:K00004	bsul:BSUA_00691
ko:K06324	bsul:BSUA_00698
ko:K11735	bsul:BSUA_00699
ko:K13532	bsul:BSUA_01486
ko:K15973	bsul:BSUA_01487
ko:K02557	bsul:BSUA_01488
ko:K02556	bsul:BSUA_01489
ko:K03697	bsul:BSUA_01490
ko:K06920	bsul:BSUA_01492
ko:K01737	bsul:BSUA_01493
ko:K10026	bsul:BSUA_01494
ko:K09457	bsul:BSUA_01495
ko:K01449	bsul:BSUA_01505
ko:K01534	bsul:BSUA_01508
ko:K03480	bsul:BSUA_01513
ko:K11189	bsul:BSUA_01515
ko:K08483	bsul:BSUA_01516
ko:K06315	bsul:BSUA_01517
ko:K03716	bsul:BSUA_01518
ko:K03406	bsul:BSUA_01520
ko:K02491	bsul:BSUA_01524
ko:K00841	bsul:BSUA_01525
ko:K03415	bsul:BSUA_01527
ko:K07098	bsul:BSUA_01531
ko:K07305	bsul:BSUA_02333
ko:K07304	bsul:BSUA_02334
ko:K07152	bsul:BSUA_02340
ko:K01754	bsul:BSUA_02342
ko:K11068	bsul:BSUA_02344
ko:K01687	bsul:BSUA_02352
ko:K06950	bsul:BSUA_02354
ko:K00432	bsul:BSUA_02355
ko:K00651	bsul:BSUA_02356
ko:K03704	bsul:BSUA_02358
ko:K03469	bsul:BSUA_02362
ko:K09125	bsul:BSUA_02363
ko:K03469	bsul:BSUA_02364
ko:K07636	bsul:BSUA_03098
ko:K07658	bsul:BSUA_03099
ko:K00024	bsul:BSUA_03100
ko:K00031	bsul:BSUA_03101
ko:K01647	bsul:BSUA_03102
ko:K07113	bsul:BSUA_03105
ko:K00873	bsul:BSUA_03106
ko:K00850	bsul:BSUA_03107
ko:K01962	bsul:BSUA_03108
ko:K01963	bsul:BSUA_03109
ko:K00027	bsul:BSUA_03110
ko:K02337	bsul:BSUA_03111
ko:K07090	bsul:BSUA_03118
ko:K16959	bsul:BSUA_03125
ko:K16958	bsul:BSUA_03126
ko:K16957	bsul:BSUA_03127
ko:K00059	bsul:BSUA_03132
ko:K01755	bsul:BSUA_03134
ko:K01940	bsul:BSUA_03135
ko:K03638	bsul:BSUA_03136
ko:K00925	bsul:BSUA_03137
ko:K11065	bsul:BSUA_03139
ko:K04773	bsul:BSUA_03143
ko:K00858	bsul:BSUA_03144
ko:K01895	bsul:BSUA_03146
ko:K03151	bsul:BSUA_03148
ko:K04487	bsul:BSUA_03149
ko:K06131	bsul:BSUA_03893
ko:K07118	bsul:BSUA_03896
ko:K01428	bsul:BSUA_03898
ko:K01429	bsul:BSUA_03899
ko:K01430	bsul:BSUA_03900
ko:K03639	bsul:BSUA_03905
ko:K02379	bsul:BSUA_03906
ko:K07114	bsul:BSUA_03908
ko:K07114	bsul:BSUA_03909
ko:K06381	bsul:BSUA_03910
ko:K00790	bsul:BSUA_03911
ko:K02114	bsul:BSUA_03915
ko:K02112	bsul:BSUA_03916
ko:K02115	bsul:BSUA_03917
ko:K02111	bsul:BSUA_03918
ko:K02113	bsul:BSUA_03919
ko:K02109	bsul:BSUA_03920
ko:K02110	bsul:BSUA_03921
ko:K02108	bsul:BSUA_03922
ko:K02116	bsul:BSUA_03923
ko:K00761	bsul:BSUA_03924
ko:K00600	bsul:BSUA_03925
ko:K01808	bsul:BSUA_03927
ko:K07566	bsul:BSUA_03930
ko:K06387	bsul:BSUA_03932
ko:K02493	bsul:BSUA_03935
ko:K02835	bsul:BSUA_03936
ko:K08234	bsul:BSUA_03937
ko:K11686	bsul:BSUA_03938
ko:K07088	bsul:BSUA_03939
ko:K00027	bsul:BSUA_03940
ko:K02909	bsul:BSUA_03942
ko:K03628	bsul:BSUA_03943
ko:K03924	bsul:BSUA_00702
ko:K01951	bsul:BSUA_00705
ko:K06901	bsul:BSUA_00706
ko:K01588	bsul:BSUA_00711
ko:K01589	bsul:BSUA_00712
ko:K01756	bsul:BSUA_00713
ko:K01923	bsul:BSUA_00714
ko:K01952	bsul:BSUA_00715
ko:K01952	bsul:BSUA_00716
ko:K01952	bsul:BSUA_00717
ko:K00764	bsul:BSUA_00718
ko:K01933	bsul:BSUA_00719
ko:K11175	bsul:BSUA_00720
ko:K00602	bsul:BSUA_00721
ko:K01945	bsul:BSUA_00722
ko:K16263	bsul:BSUA_00724
ko:K01486	bsul:BSUA_00726
ko:K07094	bsul:BSUA_00731
ko:K03657	bsul:BSUA_00732
ko:K01972	bsul:BSUA_00733
ko:K07507	bsul:BSUA_00736
ko:K03307	bsul:BSUA_00737
ko:K02435	bsul:BSUA_00738
ko:K02433	bsul:BSUA_00739
ko:K02434	bsul:BSUA_00740
ko:K03215	bsul:BSUA_00744
ko:K06366	bsul:BSUA_00755
ko:K09776	bsul:BSUA_01538
ko:K03839	bsul:BSUA_01542
ko:K03839	bsul:BSUA_01544
ko:K05822	bsul:BSUA_01545
ko:K05823	bsul:BSUA_01546
ko:K03752	bsul:BSUA_01553
ko:K03750	bsul:BSUA_01555
ko:K03753	bsul:BSUA_01556
ko:K03635	bsul:BSUA_01557
ko:K03636	bsul:BSUA_01558
ko:K06147	bsul:BSUA_01559
ko:K06147	bsul:BSUA_01560
ko:K02005	bsul:BSUA_01562
ko:K02003	bsul:BSUA_01563
ko:K02004	bsul:BSUA_01564
ko:K03436	bsul:BSUA_01565
ko:K00882	bsul:BSUA_01566
ko:K02768	bsul:BSUA_01567
ko:K02769	bsul:BSUA_01567
ko:K02770	bsul:BSUA_01567
ko:K03100	bsul:BSUA_01568
ko:K00077	bsul:BSUA_01571
ko:K03569	bsul:BSUA_01574
ko:K06284	bsul:BSUA_01575
ko:K07698	bsul:BSUA_01576
ko:K03499	bsul:BSUA_01578
ko:K01486	bsul:BSUA_01579
ko:K12574	bsul:BSUA_01580
ko:K01462	bsul:BSUA_01583
ko:K00161	bsul:BSUA_01586
ko:K00162	bsul:BSUA_01587
ko:K00627	bsul:BSUA_01588
ko:K00382	bsul:BSUA_01589
ko:K06429	bsul:BSUA_02365
ko:K16168	bsul:BSUA_02370
ko:K16167	bsul:BSUA_02371
ko:K16169	bsul:BSUA_02372
ko:K03816	bsul:BSUA_02373
ko:K01299	bsul:BSUA_02374
ko:K02526	bsul:BSUA_02375
ko:K01625	bsul:BSUA_02376
ko:K00874	bsul:BSUA_02377
ko:K02525	bsul:BSUA_02378
ko:K01815	bsul:BSUA_02379
ko:K00065	bsul:BSUA_02380
ko:K07444	bsul:BSUA_02384
ko:K06327	bsul:BSUA_02387
ko:K07502	bsul:BSUA_02388
ko:K06877	bsul:BSUA_02389
ko:K06430	bsul:BSUA_02396
ko:K03700	bsul:BSUA_02398
ko:K05366	bsul:BSUA_02399
ko:K10773	bsul:BSUA_02401
ko:K02086	bsul:BSUA_02402
ko:K01893	bsul:BSUA_02403
ko:K00812	bsul:BSUA_02404
ko:K01579	bsul:BSUA_02408
ko:K01918	bsul:BSUA_02409
ko:K00606	bsul:BSUA_02410
ko:K03524	bsul:BSUA_02411
ko:K00974	bsul:BSUA_02412
ko:K01734	bsul:BSUA_02415
ko:K00215	bsul:BSUA_02416
ko:K03311	bsul:BSUA_03150
ko:K06286	bsul:BSUA_03151
ko:K04486	bsul:BSUA_03152
ko:K02986	bsul:BSUA_03156
ko:K01866	bsul:BSUA_03158
ko:K01895	bsul:BSUA_03160
ko:K04766	bsul:BSUA_03161
ko:K04767	bsul:BSUA_03162
ko:K04768	bsul:BSUA_03163
ko:K02557	bsul:BSUA_03164
ko:K02556	bsul:BSUA_03165
ko:K02529	bsul:BSUA_03166
ko:K13853	bsul:BSUA_03167
ko:K01924	bsul:BSUA_03171
ko:K03466	bsul:BSUA_03172
ko:K06878	bsul:BSUA_03173
ko:K00027	bsul:BSUA_03179
ko:K03439	bsul:BSUA_03181
ko:K01975	bsul:BSUA_03187
ko:K01738	bsul:BSUA_03188
ko:K01439	bsul:BSUA_03189
ko:K06901	bsul:BSUA_03190
ko:K01992	bsul:BSUA_03191
ko:K01990	bsul:BSUA_03192
ko:K06183	bsul:BSUA_03194
ko:K07007	bsul:BSUA_03196
ko:K05020	bsul:BSUA_03197
ko:K15532	bsul:BSUA_03202
ko:K02446	bsul:BSUA_03944
ko:K00790	bsul:BSUA_03945
ko:K00616	bsul:BSUA_03946
ko:K01624	bsul:BSUA_03947
ko:K02490	bsul:BSUA_03948
ko:K01937	bsul:BSUA_03950
ko:K03048	bsul:BSUA_03951
ko:K06131	bsul:BSUA_03954
ko:K06147	bsul:BSUA_03958
ko:K06131	bsul:BSUA_03959
ko:K00374	bsul:BSUA_03960
ko:K00373	bsul:BSUA_03961
ko:K00371	bsul:BSUA_03962
ko:K00370	bsul:BSUA_03963
ko:K02575	bsul:BSUA_03967
ko:K01887	bsul:BSUA_03968
ko:K01990	bsul:BSUA_03974
ko:K01480	bsul:BSUA_03984
ko:K00797	bsul:BSUA_03985
ko:K01821	bsul:BSUA_03989
ko:K01868	bsul:BSUA_03991
ko:K09388	bsul:BSUA_03995
ko:K06885	bsul:BSUA_03996
ko:K18929	bsul:BSUA_03632
ko:K14230	bsul:BSUA_00654
ko:K14230	bsul:BSUA_00957
ko:K14230	bsul:BSUA_03297
ko:K01977	bsul:BSUA_00651
ko:K01977	bsul:BSUA_00096
ko:K01977	bsul:BSUA_00008
ko:K01977	bsul:BSUA_03312
ko:K18928	bsul:BSUA_03633
ko:K18925	bsul:BSUA_01427
ko:K18907	bsul:BSUA_00592
ko:K10747	bsul:BSUA_02207
ko:K06147	bsul:BSUA_00896
ko:K06147	bsul:BSUA_00897
ko:K09692	bsul:BSUA_03804
ko:K11814	bsul:BSUA_01861
ko:K11815	bsul:BSUA_01860
ko:K14219	bsul:BSUA_00105
ko:K14219	bsul:BSUA_00649
ko:K14219	bsul:BSUA_03303
ko:K14219	bsul:BSUA_00193
ko:K14219	bsul:BSUA_01977
ko:K14236	bsul:BSUA_00220
ko:K14236	bsul:BSUA_00961
ko:K14233	bsul:BSUA_00524
ko:K14233	bsul:BSUA_03290
ko:K14228	bsul:BSUA_00529
ko:K14228	bsul:BSUA_00967
ko:K14228	bsul:BSUA_03304
ko:K14228	bsul:BSUA_00104
ko:K14228	bsul:BSUA_03306
ko:K14235	bsul:BSUA_00962
ko:K14226	bsul:BSUA_00963
ko:K14226	bsul:BSUA_03294
ko:K14233	bsul:BSUA_00019
ko:K14233	bsul:BSUA_03298
ko:K14225	bsul:BSUA_00103
ko:K14225	bsul:BSUA_00965
ko:K14225	bsul:BSUA_03305
ko:K14225	bsul:BSUA_00192
ko:K01980	bsul:BSUA_00197
ko:K01980	bsul:BSUA_00011
ko:K01980	bsul:BSUA_00200
ko:K01980	bsul:BSUA_00188
ko:K01980	bsul:BSUA_00109
ko:K01980	bsul:BSUA_00097
ko:K01980	bsul:BSUA_00652
ko:K01980	bsul:BSUA_00033
ko:K01980	bsul:BSUA_03311
ko:K01980	bsul:BSUA_00951
ko:K14225	bsul:BSUA_00650
ko:K14225	bsul:BSUA_00985
ko:K14225	bsul:BSUA_03293
ko:K14237	bsul:BSUA_00099
ko:K14237	bsul:BSUA_00956
ko:K14237	bsul:BSUA_03309
ko:K14237	bsul:BSUA_00218
ko:K14237	bsul:BSUA_01294
ko:K14230	bsul:BSUA_00075
ko:K14230	bsul:BSUA_03300
ko:K14230	bsul:BSUA_03299
ko:K14220	bsul:BSUA_00523
ko:K14220	bsul:BSUA_03291
ko:K14220	bsul:BSUA_00953
ko:K14220	bsul:BSUA_00190
ko:K14234	bsul:BSUA_00191
ko:K14219	bsul:BSUA_03682
ko:K01977	bsul:BSUA_00187
ko:K01977	bsul:BSUA_00950
ko:K01977	bsul:BSUA_00030
ko:K01977	bsul:BSUA_00199
ko:K01985	bsul:BSUA_00012
ko:K01985	bsul:BSUA_00201
ko:K01985	bsul:BSUA_00189
ko:K01985	bsul:BSUA_00098
ko:K01985	bsul:BSUA_00110
ko:K01985	bsul:BSUA_03310
ko:K01985	bsul:BSUA_00653
ko:K01985	bsul:BSUA_00034
ko:K01985	bsul:BSUA_00198
ko:K14231	bsul:BSUA_00959
ko:K14231	bsul:BSUA_03295
ko:K14231	bsul:BSUA_04289
ko:K14218	bsul:BSUA_00010
ko:K14218	bsul:BSUA_00107
ko:K14218	bsul:BSUA_00032
ko:K14218	bsul:BSUA_00195
ko:K14218	bsul:BSUA_03301
ko:K07171	bsul:BSUA_00509
ko:K14224	bsul:BSUA_00217
ko:K14224	bsul:BSUA_03289
ko:K14224	bsul:BSUA_00525
ko:K14224	bsul:BSUA_04291
ko:K14224	bsul:BSUA_00955
ko:K14224	bsul:BSUA_00076
ko:K13611	bsul:BSUA_01849
ko:K01971	bsul:BSUA_01458
ko:K14229	bsul:BSUA_00101
ko:K14229	bsul:BSUA_00527
ko:K14229	bsul:BSUA_04292
ko:K14229	bsul:BSUA_03307
ko:K01977	bsul:BSUA_00108
ko:K01977	bsul:BSUA_00196
ko:K01985	bsul:BSUA_00952
ko:K18967	bsul:BSUA_01008
ko:K03790	bsul:BSUA_01992
ko:K06321	bsul:BSUA_02131
ko:K06320	bsul:BSUA_02133
ko:K06343	bsul:BSUA_01277
ko:K06340	bsul:BSUA_01280
ko:K02538	bsul:BSUA_01307
ko:K08191	bsul:BSUA_01345
ko:K06352	bsul:BSUA_01353
ko:K06326	bsul:BSUA_01905
ko:K06420	bsul:BSUA_02149
ko:K06378	bsul:BSUA_02518
ko:K16247	bsul:BSUA_00681
ko:K16170	bsul:BSUA_03461
ko:K00634	bsul:BSUA_02583
ko:K06372	bsul:BSUA_02635
ko:K06400	bsul:BSUA_02755
ko:K06354	bsul:BSUA_02762
ko:K16960	bsul:BSUA_03124
ko:K16956	bsul:BSUA_03128
ko:K16593	bsul:BSUA_03208
ko:K18198	bsul:BSUA_00779
ko:K13274	bsul:BSUA_01174
ko:K06344	bsul:BSUA_01276
ko:K19005	bsul:BSUA_00800
ko:K06376	bsul:BSUA_01484
ko:K06437	bsul:BSUA_01552
ko:K13613	bsul:BSUA_01851
ko:K13615	bsul:BSUA_01853
ko:K15468	bsul:BSUA_01854
ko:K09681	bsul:BSUA_01985
ko:K15327	bsul:BSUA_01841
ko:K06369	bsul:BSUA_02037
ko:K06358	bsul:BSUA_02038
ko:K06323	bsul:BSUA_02129
ko:K03526	bsul:BSUA_02684
ko:K14742	bsul:BSUA_00658
ko:K19005	bsul:BSUA_00846
ko:K06289	bsul:BSUA_03531
ko:K18979	bsul:BSUA_00987
ko:K13052	bsul:BSUA_00073
ko:K06979	bsul:BSUA_00300
ko:K18652	bsul:BSUA_01150
ko:K04565	bsul:BSUA_02087
ko:K05593	bsul:BSUA_02859
ko:K01233	bsul:BSUA_02870
ko:K07467	bsul:BSUA_00538
ko:K18231	bsul:BSUA_00619
ko:K03111	bsul:BSUA_03865
ko:K08168	bsul:BSUA_04331
ko:K03111	bsul:BSUA_04344
ko:K03497	bsul:BSUA_04351
ko:K03496	bsul:BSUA_04352
ko:K03497	bsul:BSUA_04354
ko:K03502	bsul:BSUA_02313
ko:K00662	bsul:BSUA_02327
ko:K18197	bsul:BSUA_00778
ko:K11639	bsul:BSUA_00836
ko:K06309	bsul:BSUA_00850
ko:K06609	bsul:BSUA_01895
ko:K06609	bsul:BSUA_00901
ko:K01174	bsul:BSUA_02325
ko:K07816	bsul:BSUA_04086
ko:K03741	bsul:BSUA_02756
ko:K11641	bsul:BSUA_00323
ko:K06368	bsul:BSUA_00331
ko:K03429	bsul:BSUA_02357
ko:K15655	bsul:BSUA_00399
ko:K06361	bsul:BSUA_00427
ko:K06353	bsul:BSUA_00428
ko:K06367	bsul:BSUA_00552
ko:K06357	bsul:BSUA_00553
ko:K11624	bsul:BSUA_00598
