ko:K02495	send:DT104_40111
ko:K07350	send:DT104_05781
ko:K07348	send:DT104_05791
ko:K07688	send:DT104_05801
ko:K08088	send:DT104_05811
ko:K07644	send:DT104_05901
ko:K11732	send:DT104_05971
ko:K16053	send:DT104_05981
ko:K12686	send:DT104_05991
ko:K02795	send:DT104_06041
ko:K02793	send:DT104_06061
ko:K10679	send:DT104_06071
ko:K03222	send:DT104_13841
ko:K03230	send:DT104_13891
ko:K03224	send:DT104_13901
ko:K03225	send:DT104_13931
ko:K03226	send:DT104_13941
ko:K03227	send:DT104_13951
ko:K03228	send:DT104_13961
ko:K03229	send:DT104_13971
ko:K03327	send:DT104_13981
ko:K00793	send:DT104_13991
ko:K00574	send:DT104_14001
ko:K03604	send:DT104_14031
ko:K04564	send:DT104_14041
ko:K07390	send:DT104_14061
ko:K03683	send:DT104_14071
ko:K01759	send:DT104_14081
ko:K10680	send:DT104_14091
ko:K16137	send:DT104_14101
ko:K06938	send:DT104_14111
ko:K06075	send:DT104_14171
ko:K06077	send:DT104_14181
ko:K09001	send:DT104_14191
ko:K00275	send:DT104_14211
ko:K01866	send:DT104_14221
ko:K00868	send:DT104_14231
ko:K00799	send:DT104_14241
ko:K03305	send:DT104_14251
ko:K10773	send:DT104_14261
ko:K03613	send:DT104_14271
ko:K03612	send:DT104_14281
ko:K03614	send:DT104_14291
ko:K03615	send:DT104_14301
ko:K03616	send:DT104_14311
ko:K01874	send:DT104_22141
ko:K02478	send:DT104_22191
ko:K05846	send:DT104_22221
ko:K05847	send:DT104_22231
ko:K05846	send:DT104_22241
ko:K05845	send:DT104_22251
ko:K05349	send:DT104_22261
ko:K03777	send:DT104_22271
ko:K07262	send:DT104_22281
ko:K05541	send:DT104_22341
ko:K16165	send:DT104_22371
ko:K00450	send:DT104_22381
ko:K08195	send:DT104_22391
ko:K01489	send:DT104_22431
ko:K03748	send:DT104_22441
ko:K10541	send:DT104_22481
ko:K10542	send:DT104_22491
ko:K10540	send:DT104_22501
ko:K02529	send:DT104_22511
ko:K07148	send:DT104_22521
ko:K01495	send:DT104_22531
ko:K01070	send:DT104_22541
ko:K01752	send:DT104_22561
ko:K07783	send:DT104_22581
ko:K16089	send:DT104_22591
ko:K11733	send:DT104_22601
ko:K01151	send:DT104_22631
ko:K02769	send:DT104_22641
ko:K02770	send:DT104_22641
ko:K00882	send:DT104_22651
ko:K12943	send:DT104_30341
ko:K01823	send:DT104_30351
ko:K04567	send:DT104_30361
ko:K02836	send:DT104_30371
ko:K07462	send:DT104_30381
ko:K03981	send:DT104_30391
ko:K04763	send:DT104_30401
ko:K03840	send:DT104_30411
ko:K09159	send:DT104_30431
ko:K06980	send:DT104_30441
ko:K11068	send:DT104_30451
ko:K09900	send:DT104_30461
ko:K01223	send:DT104_30471
ko:K00281	send:DT104_30491
ko:K02437	send:DT104_30501
ko:K00605	send:DT104_30511
ko:K03185	send:DT104_30531
ko:K01262	send:DT104_30541
ko:K09895	send:DT104_30551
ko:K09888	send:DT104_30561
ko:K01934	send:DT104_30571
ko:K00058	send:DT104_30581
ko:K01807	send:DT104_30591
ko:K05596	send:DT104_30601
ko:K09807	send:DT104_30621
ko:K06895	send:DT104_30631
ko:K03442	send:DT104_30641
ko:K01624	send:DT104_30651
ko:K00927	send:DT104_30661
ko:K03472	send:DT104_30671
ko:K06934	send:DT104_30681
ko:K16923	send:DT104_30691
ko:K16785	send:DT104_30701
ko:K16786	send:DT104_30711
ko:K16787	send:DT104_30721
ko:K00615	send:DT104_30731
ko:K07387	send:DT104_30741
ko:K01480	send:DT104_30751
ko:K08163	send:DT104_38751
ko:K06901	send:DT104_38791
ko:K02039	send:DT104_38811
ko:K02036	send:DT104_38821
ko:K02038	send:DT104_38831
ko:K02037	send:DT104_38841
ko:K02040	send:DT104_38851
ko:K02769	send:DT104_38861
ko:K02770	send:DT104_38861
ko:K00014	send:DT104_38871
ko:K00820	send:DT104_38891
ko:K04042	send:DT104_38901
ko:K06890	send:DT104_38911
ko:K02114	send:DT104_38921
ko:K02112	send:DT104_38931
ko:K02115	send:DT104_38941
ko:K02111	send:DT104_38951
ko:K02113	send:DT104_38961
ko:K02109	send:DT104_38971
ko:K02108	send:DT104_38981
ko:K01977	send:DT104_r00007
ko:K01977	send:DT104_r00011
ko:K01977	send:DT104_r00012
ko:K01980	send:DT104_r00002
ko:K01980	send:DT104_r00019
ko:K03588	send:DT104_01321
ko:K02563	send:DT104_01331
ko:K01924	send:DT104_01341
ko:K01921	send:DT104_01351
ko:K03589	send:DT104_01361
ko:K03590	send:DT104_01371
ko:K03531	send:DT104_01381
ko:K02535	send:DT104_01391
ko:K13301	send:DT104_01401
ko:K03070	send:DT104_01411
ko:K03574	send:DT104_01421
ko:K09862	send:DT104_01431
ko:K00859	send:DT104_01451
ko:K00364	send:DT104_01461
ko:K02505	send:DT104_01471
ko:K02504	send:DT104_01481
ko:K02682	send:DT104_01491
ko:K00767	send:DT104_01501
ko:K03806	send:DT104_01511
ko:K03807	send:DT104_01521
ko:K11734	send:DT104_01551
ko:K00163	send:DT104_01571
ko:K00627	send:DT104_01581
ko:K00382	send:DT104_01591
ko:K01682	send:DT104_01631
ko:K09910	send:DT104_01651
ko:K02526	send:DT104_01661
ko:K00797	send:DT104_01711
ko:K14588	send:DT104_01731
ko:K00117	send:DT104_01741
ko:K00760	send:DT104_01751
ko:K01673	send:DT104_01761
ko:K01990	send:DT104_01771
ko:K01992	send:DT104_01781
ko:K07347	send:DT104_01801
ko:K01579	send:DT104_01851
ko:K01918	send:DT104_01861
ko:K00606	send:DT104_01871
ko:K06219	send:DT104_09651
ko:K03633	send:DT104_09661
ko:K03804	send:DT104_09671
ko:K03632	send:DT104_09681
ko:K00813	send:DT104_09721
ko:K09476	send:DT104_09731
ko:K01893	send:DT104_09741
ko:K01751	send:DT104_09761
ko:K03310	send:DT104_09771
ko:K00763	send:DT104_09791
ko:K10762	send:DT104_09911
ko:K02793	send:DT104_17981
ko:K02794	send:DT104_17981
ko:K02795	send:DT104_17991
ko:K00563	send:DT104_18031
ko:K03587	send:DT104_18041
ko:K03704	send:DT104_18051
ko:K08169	send:DT104_18081
ko:K03799	send:DT104_18091
ko:K03797	send:DT104_18101
ko:K03607	send:DT104_18111
ko:K03808	send:DT104_18131
ko:K11392	send:DT104_18151
ko:K13741	send:DT104_18201
ko:K07106	send:DT104_26221
ko:K00077	send:DT104_26241
ko:K08177	send:DT104_26251
ko:K00997	send:DT104_26281
ko:K03474	send:DT104_26291
ko:K03584	send:DT104_26301
ko:K03685	send:DT104_26321
ko:K03100	send:DT104_26331
ko:K03596	send:DT104_26341
ko:K07236	send:DT104_34361
ko:K07235	send:DT104_34371
ko:K03745	send:DT104_34401
ko:K03775	send:DT104_34411
ko:K07070	send:DT104_34421
ko:K06158	send:DT104_34451
ko:K07019	send:DT104_34471
ko:K09898	send:DT104_34481
ko:K00855	send:DT104_34491
ko:K07397	send:DT104_34501
ko:K10914	send:DT104_34511
ko:K01664	send:DT104_34541
ko:K04095	send:DT104_34551
ko:K06141	send:DT104_34581
ko:K00362	send:DT104_34591
ko:K00363	send:DT104_34601
ko:K02598	send:DT104_34611
ko:K02302	send:DT104_34621
ko:K12516	send:DT104_34631
ko:K07491	send:DT104_34641
ko:K01867	send:DT104_34651
ko:K01091	send:DT104_34661
ko:K01783	send:DT104_34671
ko:K03112	send:DT104_34691
ko:K01735	send:DT104_34701
ko:K00891	send:DT104_34711
ko:K02507	send:DT104_34721
ko:K12291	send:DT104_34731
ko:K12290	send:DT104_34741
ko:K12289	send:DT104_34751
ko:K12288	send:DT104_34761
ko:K05366	send:DT104_34771
ko:K08312	send:DT104_34781
ko:K04762	send:DT104_34811
ko:K04083	send:DT104_34821
ko:K01610	send:DT104_34841
ko:K07638	send:DT104_34851
ko:K07659	send:DT104_34861
ko:K03701	send:DT104_42481
ko:K13631	send:DT104_42601
ko:K13639	send:DT104_42611
ko:K00799	send:DT104_42621
ko:K06901	send:DT104_42631
ko:K03316	send:DT104_42641
ko:K14393	send:DT104_42681
ko:K01895	send:DT104_42701
ko:K03385	send:DT104_42721
ko:K04013	send:DT104_42731
ko:K04014	send:DT104_42741
ko:K04015	send:DT104_42751
ko:K04016	send:DT104_42761
ko:K04018	send:DT104_42771
ko:K11102	send:DT104_42781
ko:K07126	send:DT104_42791
ko:K09994	send:DT104_42821
ko:K04750	send:DT104_42831
ko:K06193	send:DT104_42841
ko:K03762	send:DT104_42851
ko:K07643	send:DT104_42861
ko:K07771	send:DT104_42871
ko:K03760	send:DT104_42881
ko:K03759	send:DT104_42891
ko:K03755	send:DT104_42901
ko:K01584	send:DT104_42911
ko:K07406	send:DT104_42931
ko:K11104	send:DT104_42941
ko:K01676	send:DT104_42951
ko:K07792	send:DT104_42961
ko:K07703	send:DT104_42981
ko:K01980	send:DT104_r00022
ko:K14221	send:DT104_t00003
ko:K14221	send:DT104_t00063
ko:K14221	send:DT104_t00004
ko:K14234	send:DT104_t00005
ko:K14230	send:DT104_t00054
ko:K14228	send:DT104_t00012
ko:K14228	send:DT104_t00028
ko:K14228	send:DT104_t00056
ko:K14224	send:DT104_t00044
ko:K14224	send:DT104_t00058
ko:K14224	send:DT104_t00077
ko:K14224	send:DT104_t00062
ko:K14228	send:DT104_t00082
ko:K06048	send:DT104_06111
ko:K02362	send:DT104_06121
ko:K07214	send:DT104_06141
ko:K02364	send:DT104_06161
ko:K02013	send:DT104_06181
ko:K02015	send:DT104_06191
ko:K02015	send:DT104_06201
ko:K08225	send:DT104_06211
ko:K02016	send:DT104_06221
ko:K02361	send:DT104_06231
ko:K02363	send:DT104_06241
ko:K01252	send:DT104_06251
ko:K00216	send:DT104_06261
ko:K06200	send:DT104_06291
ko:K08317	send:DT104_06311
ko:K14287	send:DT104_06321
ko:K03805	send:DT104_06361
ko:K03386	send:DT104_06371
ko:K03387	send:DT104_06381
ko:K11932	send:DT104_06431
ko:K06140	send:DT104_06451
ko:K01169	send:DT104_06461
ko:K09477	send:DT104_06471
ko:K05966	send:DT104_06481
ko:K05964	send:DT104_06491
ko:K01643	send:DT104_06501
ko:K01644	send:DT104_06511
ko:K01646	send:DT104_06521
ko:K01910	send:DT104_06531
ko:K07700	send:DT104_06541
ko:K07702	send:DT104_06551
ko:K03326	send:DT104_06561
ko:K12973	send:DT104_06571
ko:K03704	send:DT104_06581
ko:K06199	send:DT104_06591
ko:K03617	send:DT104_14321
ko:K01488	send:DT104_14361
ko:K01809	send:DT104_14381
ko:K01676	send:DT104_14391
ko:K01679	send:DT104_14411
ko:K07639	send:DT104_14431
ko:K14062	send:DT104_14451
ko:K07661	send:DT104_14461
ko:K03758	send:DT104_14481
ko:K00324	send:DT104_14501
ko:K00325	send:DT104_14511
ko:K11744	send:DT104_14521
ko:K11743	send:DT104_14531
ko:K11742	send:DT104_14541
ko:K04775	send:DT104_14551
ko:K08224	send:DT104_14561
ko:K15545	send:DT104_14581
ko:K01935	send:DT104_14591
ko:K03281	send:DT104_14601
ko:K05847	send:DT104_14611
ko:K05846	send:DT104_14621
ko:K05845	send:DT104_14631
ko:K05846	send:DT104_14641
ko:K07312	send:DT104_14661
ko:K07307	send:DT104_14671
ko:K07310	send:DT104_14681
ko:K07309	send:DT104_14691
ko:K00657	send:DT104_14721
ko:K09771	send:DT104_14741
ko:K08323	send:DT104_14751
ko:K08322	send:DT104_14761
ko:K00040	send:DT104_14781
ko:K16066	send:DT104_14811
ko:K01284	send:DT104_14821
ko:K02768	send:DT104_22661
ko:K11183	send:DT104_22661
ko:K03291	send:DT104_22671
ko:K02356	send:DT104_22701
ko:K13694	send:DT104_22731
ko:K13893	send:DT104_22751
ko:K13894	send:DT104_22761
ko:K13895	send:DT104_22771
ko:K13896	send:DT104_22781
ko:K07552	send:DT104_22801
ko:K06183	send:DT104_22811
ko:K02897	send:DT104_22831
ko:K06899	send:DT104_22851
ko:K07014	send:DT104_22861
ko:K07685	send:DT104_23051
ko:K02200	send:DT104_23061
ko:K02199	send:DT104_23071
ko:K02198	send:DT104_23081
ko:K02197	send:DT104_23091
ko:K02196	send:DT104_23101
ko:K02195	send:DT104_23111
ko:K02194	send:DT104_23121
ko:K02193	send:DT104_23131
ko:K02569	send:DT104_23141
ko:K02568	send:DT104_23151
ko:K01585	send:DT104_30831
ko:K00789	send:DT104_30871
ko:K08137	send:DT104_30881
ko:K02742	send:DT104_30891
ko:K01150	send:DT104_30901
ko:K09761	send:DT104_30911
ko:K01920	send:DT104_30921
ko:K07735	send:DT104_30931
ko:K07447	send:DT104_30941
ko:K02669	send:DT104_30961
ko:K06997	send:DT104_30971
ko:K02221	send:DT104_30981
ko:K09131	send:DT104_30991
ko:K02428	send:DT104_31001
ko:K01424	send:DT104_31031
ko:K09923	send:DT104_31051
ko:K03439	send:DT104_31061
ko:K03575	send:DT104_31071
ko:K08306	send:DT104_31091
ko:K01581	send:DT104_31111
ko:K07150	send:DT104_31121
ko:K06871	send:DT104_31191
ko:K06995	send:DT104_31231
ko:K09471	send:DT104_31241
ko:K11903	send:DT104_31271
ko:K02116	send:DT104_38991
ko:K03501	send:DT104_39001
ko:K03495	send:DT104_39011
ko:K06205	send:DT104_39021
ko:K03718	send:DT104_39031
ko:K01914	send:DT104_39041
ko:K03924	send:DT104_39061
ko:K03549	send:DT104_39071
ko:K06726	send:DT104_39081
ko:K10441	send:DT104_39091
ko:K10440	send:DT104_39101
ko:K10439	send:DT104_39111
ko:K00852	send:DT104_39121
ko:K02529	send:DT104_39131
ko:K09897	send:DT104_39171
ko:K07391	send:DT104_39181
ko:K01652	send:DT104_39191
ko:K11258	send:DT104_39201
ko:K00826	send:DT104_39211
ko:K01687	send:DT104_39221
ko:K01754	send:DT104_39231
ko:K02521	send:DT104_39261
ko:K00053	send:DT104_39271
ko:K03769	send:DT104_39281
ko:K03656	send:DT104_39311
ko:K01524	send:DT104_39321
ko:K03732	send:DT104_39331
ko:K03671	send:DT104_39341
ko:K03628	send:DT104_39351
ko:K02851	send:DT104_39361
ko:K05790	send:DT104_39371
ko:K02472	send:DT104_39391
ko:K16704	send:DT104_39421
ko:K02805	send:DT104_39431
ko:K16693	send:DT104_39441
ko:K12582	send:DT104_39451
ko:K00950	send:DT104_01881
ko:K00970	send:DT104_01891
ko:K01894	send:DT104_01901
ko:K06204	send:DT104_01911
ko:K06206	send:DT104_01921
ko:K01975	send:DT104_01931
ko:K03579	send:DT104_01941
ko:K05365	send:DT104_01951
ko:K02014	send:DT104_01961
ko:K02013	send:DT104_01971
ko:K02016	send:DT104_01981
ko:K02015	send:DT104_01991
ko:K01845	send:DT104_02071
ko:K03281	send:DT104_02081
ko:K15724	send:DT104_02091
ko:K06858	send:DT104_02111
ko:K01243	send:DT104_02121
ko:K01129	send:DT104_02131
ko:K02647	send:DT104_02151
ko:K00674	send:DT104_02181
ko:K00990	send:DT104_02191
ko:K01265	send:DT104_02201
ko:K02967	send:DT104_02211
ko:K02357	send:DT104_02221
ko:K09903	send:DT104_02231
ko:K02838	send:DT104_02241
ko:K00099	send:DT104_02251
ko:K00806	send:DT104_02261
ko:K00981	send:DT104_02271
ko:K11749	send:DT104_02281
ko:K07277	send:DT104_02291
ko:K06142	send:DT104_02301
ko:K02536	send:DT104_02311
ko:K02372	send:DT104_02321
ko:K00677	send:DT104_02331
ko:K00748	send:DT104_02341
ko:K03470	send:DT104_02351
ko:K02337	send:DT104_02361
ko:K01962	send:DT104_02371
ko:K01256	send:DT104_10401
ko:K07140	send:DT104_10431
ko:K12297	send:DT104_10441
ko:K15738	send:DT104_10451
ko:K03808	send:DT104_10461
ko:K06192	send:DT104_10471
ko:K09857	send:DT104_10481
ko:K03812	send:DT104_10491
ko:K01716	send:DT104_10501
ko:K04770	send:DT104_10511
ko:K09911	send:DT104_10521
ko:K03286	send:DT104_10531
ko:K07343	send:DT104_10551
ko:K03658	send:DT104_10581
ko:K01734	send:DT104_10591
ko:K09909	send:DT104_10601
ko:K06929	send:DT104_10611
ko:K11940	send:DT104_10621
ko:K06969	send:DT104_10631
ko:K06910	send:DT104_10641
ko:K01512	send:DT104_10661
ko:K11179	send:DT104_10671
ko:K13085	send:DT104_10731
ko:K07491	send:DT104_18691
ko:K07245	send:DT104_18891
ko:K07156	send:DT104_18901
ko:K10857	send:DT104_18931
ko:K01354	send:DT104_18941
ko:K09918	send:DT104_18971
ko:K08289	send:DT104_18981
ko:K01625	send:DT104_18991
ko:K01690	send:DT104_19001
ko:K00036	send:DT104_19011
ko:K00873	send:DT104_19031
ko:K02560	send:DT104_19041
ko:K09815	send:DT104_19061
ko:K03803	send:DT104_26911
ko:K03598	send:DT104_26921
ko:K03597	send:DT104_26931
ko:K03088	send:DT104_26941
ko:K00278	send:DT104_26951
ko:K15460	send:DT104_26961
ko:K05590	send:DT104_26971
ko:K11249	send:DT104_26991
ko:K03648	send:DT104_27011
ko:K03214	send:DT104_27021
ko:K03672	send:DT104_27031
ko:K05812	send:DT104_27041
ko:K00998	send:DT104_27061
ko:K05811	send:DT104_27071
ko:K03695	send:DT104_27101
ko:K05810	send:DT104_27111
ko:K06180	send:DT104_27121
ko:K05807	send:DT104_27131
ko:K05809	send:DT104_27141
ko:K14170	send:DT104_27151
ko:K14187	send:DT104_27171
ko:K01626	send:DT104_27181
ko:K02884	send:DT104_27211
ko:K00554	send:DT104_27221
ko:K04760	send:DT104_34871
ko:K06959	send:DT104_34881
ko:K04758	send:DT104_34891
ko:K04759	send:DT104_34901
ko:K07490	send:DT104_34911
ko:K02170	send:DT104_34931
ko:K07400	send:DT104_34951
ko:K06155	send:DT104_34961
ko:K00705	send:DT104_34971
ko:K00688	send:DT104_34981
ko:K03556	send:DT104_34991
ko:K01974	send:DT104_35021
ko:K14415	send:DT104_35031
ko:K14414	send:DT104_35051
ko:K02444	send:DT104_35061
ko:K02441	send:DT104_35071
ko:K02439	send:DT104_35081
ko:K00111	send:DT104_35091
ko:K02040	send:DT104_35111
ko:K00005	send:DT104_35121
ko:K01687	send:DT104_35141
ko:K00688	send:DT104_35171
ko:K00703	send:DT104_35181
ko:K00975	send:DT104_35191
ko:K00700	send:DT104_35211
ko:K00133	send:DT104_35221
ko:K06156	send:DT104_35241
ko:K00851	send:DT104_35251
ko:K06145	send:DT104_35261
ko:K06911	send:DT104_35271
ko:K03825	send:DT104_35291
ko:K09936	send:DT104_35321
ko:K07048	send:DT104_35331
ko:K01126	send:DT104_35361
ko:K05816	send:DT104_35371
ko:K07701	send:DT104_42991
ko:K07307	send:DT104_43011
ko:K07308	send:DT104_43021
ko:K09474	send:DT104_43131
ko:K04084	send:DT104_43161
ko:K03926	send:DT104_43171
ko:K07791	send:DT104_43181
ko:K01744	send:DT104_43191
ko:K07113	send:DT104_43201
ko:K16263	send:DT104_43211
ko:K04078	send:DT104_43221
ko:K04077	send:DT104_43231
ko:K02356	send:DT104_43271
ko:K16348	send:DT104_43281
ko:K03098	send:DT104_43311
ko:K00247	send:DT104_43321
ko:K00246	send:DT104_43331
ko:K00245	send:DT104_43341
ko:K00244	send:DT104_43351
ko:K04568	send:DT104_43361
ko:K01613	send:DT104_43401
ko:K06949	send:DT104_43411
ko:K13288	send:DT104_43421
ko:K09996	send:DT104_43431
ko:K06925	send:DT104_43461
ko:K01448	send:DT104_43471
ko:K03572	send:DT104_43481
ko:K03425	send:DT104_06611
ko:K03644	send:DT104_06621
ko:K03801	send:DT104_06641
ko:K09158	send:DT104_06651
ko:K07258	send:DT104_06661
ko:K03642	send:DT104_06671
ko:K05837	send:DT104_06681
ko:K05515	send:DT104_06691
ko:K00783	send:DT104_06701
ko:K09710	send:DT104_06711
ko:K04720	send:DT104_06731
ko:K00969	send:DT104_06741
ko:K02340	send:DT104_06751
ko:K03643	send:DT104_06761
ko:K01869	send:DT104_06771
ko:K16849	send:DT104_06781
ko:K16850	send:DT104_06791
ko:K07126	send:DT104_06831
ko:K04045	send:DT104_06891
ko:K01250	send:DT104_06911
ko:K10004	send:DT104_06921
ko:K10002	send:DT104_06931
ko:K10003	send:DT104_06941
ko:K10001	send:DT104_06951
ko:K03820	send:DT104_06961
ko:K06189	send:DT104_06971
ko:K07042	send:DT104_06981
ko:K06168	send:DT104_07001
ko:K03184	send:DT104_07011
ko:K01953	send:DT104_07031
ko:K02566	send:DT104_07041
ko:K02565	send:DT104_07051
ko:K15268	send:DT104_14871
ko:K13630	send:DT104_14881
ko:K13632	send:DT104_14891
ko:K03712	send:DT104_14901
ko:K05595	send:DT104_14911
ko:K08159	send:DT104_14921
ko:K08324	send:DT104_14941
ko:K01425	send:DT104_14951
ko:K04651	send:DT104_15001
ko:K03618	send:DT104_15021
ko:K03619	send:DT104_15031
ko:K04653	send:DT104_15041
ko:K03620	send:DT104_15061
ko:K06281	send:DT104_15071
ko:K06282	send:DT104_15081
ko:K02529	send:DT104_15251
ko:K03315	send:DT104_15261
ko:K14155	send:DT104_15271
ko:K06044	send:DT104_15291
ko:K04063	send:DT104_15331
ko:K02972	send:DT104_15351
ko:K02574	send:DT104_23161
ko:K02573	send:DT104_23171
ko:K02567	send:DT104_23181
ko:K02570	send:DT104_23191
ko:K02572	send:DT104_23201
ko:K08276	send:DT104_23211
ko:K06159	send:DT104_23221
ko:K03919	send:DT104_23231
ko:K10778	send:DT104_23241
ko:K03734	send:DT104_23251
ko:K09475	send:DT104_23261
ko:K07676	send:DT104_23271
ko:K07687	send:DT104_23281
ko:K07677	send:DT104_23291
ko:K02469	send:DT104_23301
ko:K00568	send:DT104_23341
ko:K11107	send:DT104_23371
ko:K01126	send:DT104_23401
ko:K02445	send:DT104_23411
ko:K00111	send:DT104_23421
ko:K00112	send:DT104_23431
ko:K00113	send:DT104_23441
ko:K12660	send:DT104_23471
ko:K12661	send:DT104_23491
ko:K12944	send:DT104_23531
ko:K07806	send:DT104_23551
ko:K10012	send:DT104_23561
ko:K10011	send:DT104_23571
ko:K13014	send:DT104_23581
ko:K07264	send:DT104_23591
ko:K12962	send:DT104_23601
ko:K12963	send:DT104_23611
ko:K01911	send:DT104_23631
ko:K02549	send:DT104_23641
ko:K01661	send:DT104_23651
ko:K08680	send:DT104_23661
ko:K08191	send:DT104_31301
ko:K01686	send:DT104_31311
ko:K00040	send:DT104_31321
ko:K01812	send:DT104_31331
ko:K01460	send:DT104_31351
ko:K11209	send:DT104_31361
ko:K02020	send:DT104_31371
ko:K02016	send:DT104_31381
ko:K04653	send:DT104_31391
ko:K04651	send:DT104_31401
ko:K06281	send:DT104_31431
ko:K06282	send:DT104_31461
ko:K03406	send:DT104_31481
ko:K03559	send:DT104_31541
ko:K03561	send:DT104_31551
ko:K01760	send:DT104_31571
ko:K08325	send:DT104_31601
ko:K06221	send:DT104_31611
ko:K03319	send:DT104_31621
ko:K00655	send:DT104_31691
ko:K02621	send:DT104_31701
ko:K13652	send:DT104_31711
ko:K07666	send:DT104_31731
ko:K03923	send:DT104_31751
ko:K02622	send:DT104_31771
ko:K07000	send:DT104_31781
ko:K03651	send:DT104_31791
ko:K09920	send:DT104_31801
ko:K02853	send:DT104_39461
ko:K02852	send:DT104_39471
ko:K02498	send:DT104_39491
ko:K02496	send:DT104_39501
ko:K01719	send:DT104_39511
ko:K01749	send:DT104_39521
ko:K05851	send:DT104_39531
ko:K06202	send:DT104_39571
ko:K01778	send:DT104_39611
ko:K09921	send:DT104_39621
ko:K03733	send:DT104_39631
ko:K03657	send:DT104_39651
ko:K03284	send:DT104_39661
ko:K05786	send:DT104_39691
ko:K01058	send:DT104_39711
ko:K03654	send:DT104_39721
ko:K05835	send:DT104_39731
ko:K05834	send:DT104_39741
ko:K01048	send:DT104_39751
ko:K03576	send:DT104_39781
ko:K00549	send:DT104_39791
ko:K06871	send:DT104_39801
ko:K01061	send:DT104_39811
ko:K00757	send:DT104_39821
ko:K09760	send:DT104_39831
ko:K03183	send:DT104_39841
ko:K03690	send:DT104_39851
ko:K03688	send:DT104_39861
ko:K03116	send:DT104_39871
ko:K03117	send:DT104_39881
ko:K03118	send:DT104_39891
ko:K03424	send:DT104_39901
ko:K03182	send:DT104_39921
ko:K05368	send:DT104_39931
ko:K08234	send:DT104_02401
ko:K04075	send:DT104_02411
ko:K15034	send:DT104_02451
ko:K06079	send:DT104_02461
ko:K01881	send:DT104_02471
ko:K06080	send:DT104_02491
ko:K02073	send:DT104_02501
ko:K02072	send:DT104_02511
ko:K02071	send:DT104_02521
ko:K03273	send:DT104_02531
ko:K06222	send:DT104_02541
ko:K08307	send:DT104_02591
ko:K03469	send:DT104_02621
ko:K02342	send:DT104_02631
ko:K11902	send:DT104_02641
ko:K11896	send:DT104_02661
ko:K11897	send:DT104_02671
ko:K11898	send:DT104_02681
ko:K11907	send:DT104_02701
ko:K11901	send:DT104_02711
ko:K11900	send:DT104_02721
ko:K11903	send:DT104_02751
ko:K11903	send:DT104_02781
ko:K11906	send:DT104_02791
ko:K11893	send:DT104_02801
ko:K11892	send:DT104_02811
ko:K11891	send:DT104_02841
ko:K11890	send:DT104_02851
ko:K02484	send:DT104_10771
ko:K07127	send:DT104_10791
ko:K00484	send:DT104_10801
ko:K05921	send:DT104_10831
ko:K00151	send:DT104_10841
ko:K00455	send:DT104_10851
ko:K01826	send:DT104_10861
ko:K02509	send:DT104_10871
ko:K02510	send:DT104_10881
ko:K02511	send:DT104_10891
ko:K02508	send:DT104_10901
ko:K05516	send:DT104_10931
ko:K08344	send:DT104_10951
ko:K01085	send:DT104_10981
ko:K03809	send:DT104_11001
ko:K13821	send:DT104_11041
ko:K03307	send:DT104_11081
ko:K01788	send:DT104_11091
ko:K12972	send:DT104_11141
ko:K04477	send:DT104_11151
ko:K06214	send:DT104_11181
ko:K04338	send:DT104_11191
ko:K04337	send:DT104_11201
ko:K04335	send:DT104_11221
ko:K04334	send:DT104_11231
ko:K04336	send:DT104_11241
ko:K09817	send:DT104_19071
ko:K09816	send:DT104_19081
ko:K03551	send:DT104_19091
ko:K03550	send:DT104_19101
ko:K01159	send:DT104_19141
ko:K08310	send:DT104_19161
ko:K01876	send:DT104_19171
ko:K07136	send:DT104_19201
ko:K15256	send:DT104_19211
ko:K15257	send:DT104_19221
ko:K06201	send:DT104_19231
ko:K09907	send:DT104_19241
ko:K01887	send:DT104_19251
ko:K05515	send:DT104_19261
ko:K15532	send:DT104_19271
ko:K03516	send:DT104_19281
ko:K02400	send:DT104_19291
ko:K02401	send:DT104_19301
ko:K03414	send:DT104_19311
ko:K03413	send:DT104_19321
ko:K03412	send:DT104_19331
ko:K00575	send:DT104_19341
ko:K03408	send:DT104_19361
ko:K03407	send:DT104_19371
ko:K02557	send:DT104_19381
ko:K02556	send:DT104_19391
ko:K02402	send:DT104_19401
ko:K02403	send:DT104_19411
ko:K14064	send:DT104_19431
ko:K00697	send:DT104_19441
ko:K01087	send:DT104_19451
ko:K02255	send:DT104_19471
ko:K02217	send:DT104_19501
ko:K03834	send:DT104_19521
ko:K07039	send:DT104_19531
ko:K02860	send:DT104_27231
ko:K02959	send:DT104_27241
ko:K03106	send:DT104_27251
ko:K03687	send:DT104_27291
ko:K00858	send:DT104_27311
ko:K03631	send:DT104_27321
ko:K06186	send:DT104_27331
ko:K09801	send:DT104_27341
ko:K03664	send:DT104_27361
ko:K12543	send:DT104_27381
ko:K12541	send:DT104_27391
ko:K12542	send:DT104_27401
ko:K02781	send:DT104_27521
ko:K02782	send:DT104_27531
ko:K02783	send:DT104_27531
ko:K08093	send:DT104_27571
ko:K08094	send:DT104_27581
ko:K06859	send:DT104_27591
ko:K02406	send:DT104_27731
ko:K05815	send:DT104_35381
ko:K05814	send:DT104_35391
ko:K05813	send:DT104_35401
ko:K07341	send:DT104_35411
ko:K01996	send:DT104_35431
ko:K01995	send:DT104_35441
