ko:K04042	bmt:BSUIS_B0579
ko:K01628	bmt:BSUIS_B1105
ko:K12257	bmt:BSUIS_A1374
ko:K12257	bmt:BSUIS_A0930
ko:K09017	bmt:BSUIS_A0304
ko:K03719	bmt:BSUIS_A1629
ko:K03719	bmt:BSUIS_B0712
ko:K06889	bmt:BSUIS_A0064
ko:K00281	bmt:BSUIS_B0715
ko:K02189	bmt:BSUIS_A1351
ko:K01784	bmt:BSUIS_A0746
ko:K01139	bmt:BSUIS_A0680
ko:K01266	bmt:BSUIS_B0939
ko:K02000	bmt:BSUIS_B0732
ko:K07273	bmt:BSUIS_A1500
ko:K13010	bmt:BSUIS_A0552
ko:K01011	bmt:BSUIS_A1099
ko:K01092	bmt:BSUIS_B0706
ko:K02010	bmt:BSUIS_B0707
ko:K00626	bmt:BSUIS_B0786
ko:K00626	bmt:BSUIS_B0449
ko:K00626	bmt:BSUIS_B1248
ko:K07659	bmt:BSUIS_A1578
ko:K01476	bmt:BSUIS_B0893
ko:K06168	bmt:BSUIS_A1991
ko:K03524	bmt:BSUIS_A0855
ko:K03643	bmt:BSUIS_B1283
ko:K02302	bmt:BSUIS_A0180
ko:K00595	bmt:BSUIS_A1335
ko:K00074	bmt:BSUIS_A1809
ko:K10026	bmt:BSUIS_A1814
ko:K11717	bmt:BSUIS_A0974
ko:K04487	bmt:BSUIS_A0970
ko:K01077	bmt:BSUIS_A1248
ko:K21909	bmt:BSUIS_B0859
ko:K01785	bmt:BSUIS_A0895
ko:K00059	bmt:BSUIS_A0484
ko:K11753	bmt:BSUIS_B0204
ko:K00010	bmt:BSUIS_B0698
ko:K01243	bmt:BSUIS_B0365
ko:K03386	bmt:BSUIS_B0694
ko:K04755	bmt:BSUIS_A1069
ko:K11940	bmt:BSUIS_B0570
ko:K01895	bmt:BSUIS_B0451
ko:K06016	bmt:BSUIS_A0303
ko:K01835	bmt:BSUIS_A0061
ko:K01760	bmt:BSUIS_A0774
ko:K11720	bmt:BSUIS_A0714
ko:K01710	bmt:BSUIS_B0845
ko:K00135	bmt:BSUIS_B1072
ko:K01358	bmt:BSUIS_A1158
ko:K01259	bmt:BSUIS_A0343
ko:K00076	bmt:BSUIS_A1676
ko:K01092	bmt:BSUIS_B1186
ko:K08309	bmt:BSUIS_A0672
ko:K06895	bmt:BSUIS_A0702
ko:K00019	bmt:BSUIS_B1255
ko:K05799	bmt:BSUIS_B0180
ko:K02000	bmt:BSUIS_A1637
ko:K11189	bmt:BSUIS_A1937
ko:K00407	bmt:BSUIS_A0392
ko:K13588	bmt:BSUIS_A1653
ko:K02503	bmt:BSUIS_A1215
ko:K13893	bmt:BSUIS_A0009
ko:K05685	bmt:BSUIS_B1148
ko:K13584	bmt:BSUIS_A1654
ko:K12972	bmt:BSUIS_A0005
ko:K13926	bmt:BSUIS_A1402
ko:K02027	bmt:BSUIS_A0235
ko:K13583	bmt:BSUIS_A0325
ko:K01534	bmt:BSUIS_A1859
ko:K17103	bmt:BSUIS_A0470
ko:K13482	bmt:BSUIS_A0381
ko:K10778	bmt:BSUIS_B0881
ko:K00135	bmt:BSUIS_B0402
ko:K02793	bmt:BSUIS_A1936
ko:K03979	bmt:BSUIS_B1323
ko:K01487	bmt:BSUIS_A0385
ko:K00652	bmt:BSUIS_B0491
ko:K14058	bmt:BSUIS_A0870
ko:K01048	bmt:BSUIS_B0050
ko:K03197	bmt:BSUIS_B0072
ko:K07344	bmt:BSUIS_B0371
ko:K13503	bmt:BSUIS_A1627
ko:K02004	bmt:BSUIS_A0090
ko:K13953	bmt:BSUIS_A0204
ko:K13821	bmt:BSUIS_B0711
ko:K01782	bmt:BSUIS_B0785
ko:K05524	bmt:BSUIS_B1243
ko:K02057	bmt:BSUIS_A1392
ko:K00620	bmt:BSUIS_A1781
ko:K01479	bmt:BSUIS_B0924
ko:K00854	bmt:BSUIS_A0577
ko:K12369	bmt:BSUIS_A1640
ko:K01469	bmt:BSUIS_B0665
ko:K01420	bmt:BSUIS_A0682
ko:K09457	bmt:BSUIS_A1231
ko:K13895	bmt:BSUIS_A0007
ko:K01491	bmt:BSUIS_B0773
ko:K12372	bmt:BSUIS_A1638
ko:K12995	bmt:BSUIS_A0569
ko:K06518	bmt:BSUIS_A0354
ko:K06075	bmt:BSUIS_B1272
ko:K12506	bmt:BSUIS_A1169
ko:K12262	bmt:BSUIS_B0207
ko:K06075	bmt:BSUIS_B0753
ko:K05845	bmt:BSUIS_A0225
ko:K01079	bmt:BSUIS_A1442
ko:K01826	bmt:BSUIS_B1392
ko:K02303	bmt:BSUIS_A1347
ko:K12658	bmt:BSUIS_B1268
ko:K07025	bmt:BSUIS_B1397
ko:K07025	bmt:BSUIS_B1022
ko:K07126	bmt:BSUIS_B1184
ko:K11754	bmt:BSUIS_A1946
ko:K07232	bmt:BSUIS_A1831
ko:K13038	bmt:BSUIS_B1059
ko:K07126	bmt:BSUIS_A0659
ko:K07126	bmt:BSUIS_A0910
ko:K13888	bmt:BSUIS_B1149
ko:K00297	bmt:BSUIS_A1503
ko:K01273	bmt:BSUIS_B0639
ko:K10564	bmt:BSUIS_B1370
ko:K00955	bmt:BSUIS_A0194
ko:K13581	bmt:BSUIS_A0519
ko:K10778	bmt:BSUIS_A0399
ko:K00024	bmt:BSUIS_A1767
ko:K13642	bmt:BSUIS_B0307
ko:K01958	bmt:BSUIS_B1257
ko:K13582	bmt:BSUIS_B0814
ko:K02055	bmt:BSUIS_B0332
ko:K13599	bmt:BSUIS_A1164
ko:K06147	bmt:BSUIS_A0468
ko:K01897	bmt:BSUIS_A0314
ko:K14231	bmt:BSUIS_A0269
ko:K14221	bmt:BSUIS_A0839
ko:K14221	bmt:BSUIS_B0330
ko:K13598	bmt:BSUIS_A1165
ko:K13893	bmt:BSUIS_A0010
ko:K13967	bmt:BSUIS_B0414
ko:K13688	bmt:BSUIS_A0116
ko:K05847	bmt:BSUIS_A0223
ko:K13953	bmt:BSUIS_A1105
ko:K13894	bmt:BSUIS_A0008
ko:K13896	bmt:BSUIS_A0006
ko:K04747	bmt:BSUIS_B0252
ko:K13587	bmt:BSUIS_A1082
ko:K13592	bmt:BSUIS_B1181
ko:K08978	bmt:BSUIS_A1354
ko:K02057	bmt:BSUIS_B0009
ko:K00529	bmt:BSUIS_B0721
ko:K01470	bmt:BSUIS_B0981
ko:K06147	bmt:BSUIS_B1190
ko:K04085	bmt:BSUIS_A1875
ko:K14235	bmt:BSUIS_A1298
ko:K09251	bmt:BSUIS_B0844
ko:K01560	bmt:BSUIS_A0520
ko:K14230	bmt:BSUIS_A1658
ko:K14228	bmt:BSUIS_A1790
ko:K14225	bmt:BSUIS_B0888
ko:K14225	bmt:BSUIS_B1013
ko:K02027	bmt:BSUIS_B0739
ko:K14232	bmt:BSUIS_A0196
ko:K14220	bmt:BSUIS_B0622
ko:K01983	bmt:BSUIS_A0037
ko:K14228	bmt:BSUIS_A0937
ko:K01271	bmt:BSUIS_A1590
ko:K03201	bmt:BSUIS_B0068
ko:K01969	bmt:BSUIS_A0020
ko:K08281	bmt:BSUIS_A1517
ko:K00058	bmt:BSUIS_B0454
ko:K07335	bmt:BSUIS_B0012
ko:K03394	bmt:BSUIS_A1338
ko:K13772	bmt:BSUIS_B0558
ko:K13766	bmt:BSUIS_A0017
ko:K13589	bmt:BSUIS_B0046
ko:K07484	bmt:BSUIS_B0552
ko:K14232	bmt:BSUIS_A0816
ko:K10236	bmt:BSUIS_B0309
ko:K10237	bmt:BSUIS_B0310
ko:K01434	bmt:BSUIS_B1085
ko:K14219	bmt:BSUIS_A1880
ko:K14226	bmt:BSUIS_A1661
ko:K02027	bmt:BSUIS_B1411
ko:K02057	bmt:BSUIS_B0010
ko:K14222	bmt:BSUIS_B0614
ko:K00799	bmt:BSUIS_B1039
ko:K14234	bmt:BSUIS_A0280
ko:K02029	bmt:BSUIS_A0992
ko:K02029	bmt:BSUIS_A0993
ko:K02029	bmt:BSUIS_A1794
ko:K02029	bmt:BSUIS_A1795
ko:K02053	bmt:BSUIS_B0118
ko:K02053	bmt:BSUIS_B0335
ko:K10238	bmt:BSUIS_B0311
ko:K14347	bmt:BSUIS_A1108
ko:K02062	bmt:BSUIS_B1236
ko:K14219	bmt:BSUIS_A0754
ko:K13628	bmt:BSUIS_A0980
ko:K14233	bmt:BSUIS_B1328
ko:K05559	bmt:BSUIS_B0498
ko:K01934	bmt:BSUIS_B1198
ko:K02510	bmt:BSUIS_B1386
ko:K14230	bmt:BSUIS_A1695
ko:K14230	bmt:BSUIS_B1111
ko:K14230	bmt:BSUIS_B1337
ko:K07213	bmt:BSUIS_A0982
ko:K14225	bmt:BSUIS_A1301
ko:K14233	bmt:BSUIS_A0666
ko:K14234	bmt:BSUIS_B0825
ko:K14232	bmt:BSUIS_A0752
ko:K00102	bmt:BSUIS_A1461
ko:K02055	bmt:BSUIS_B0802
ko:K02053	bmt:BSUIS_B0799
ko:K14228	bmt:BSUIS_A1094
ko:K01916	bmt:BSUIS_A1058
ko:K11737	bmt:BSUIS_B0060
ko:K01840	bmt:BSUIS_B0353
ko:K14219	bmt:BSUIS_A1004
ko:K00001	bmt:BSUIS_B0404
ko:K02010	bmt:BSUIS_B0686
ko:K02055	bmt:BSUIS_B0120
ko:K01802	bmt:BSUIS_A1141
ko:K14237	bmt:BSUIS_A1003
ko:K14160	bmt:BSUIS_A0074
ko:K03297	bmt:BSUIS_A0968
ko:K14223	bmt:BSUIS_A1675
ko:K14227	bmt:BSUIS_A1701
ko:K14227	bmt:BSUIS_B1343
ko:K14227	bmt:BSUIS_B1117
ko:K00674	bmt:BSUIS_B1024
ko:K14228	bmt:BSUIS_A1123
ko:K14228	bmt:BSUIS_A1130
ko:K14218	bmt:BSUIS_A0025
ko:K07492	bmt:BSUIS_A0541
ko:K07492	bmt:BSUIS_A0544
ko:K14205	bmt:BSUIS_B0581
ko:K02057	bmt:BSUIS_B0564
ko:K06147	bmt:BSUIS_A0207
ko:K03324	bmt:BSUIS_A1537
ko:K07492	bmt:BSUIS_A0555
ko:K07492	bmt:BSUIS_A0561
ko:K00108	bmt:BSUIS_A1694
ko:K00941	bmt:BSUIS_A0217
ko:K01985	bmt:BSUIS_A1696
ko:K01985	bmt:BSUIS_B1112
ko:K01985	bmt:BSUIS_B1338
ko:K01092	bmt:BSUIS_B0216
ko:K03500	bmt:BSUIS_B0363
ko:K08316	bmt:BSUIS_B0210
ko:K14441	bmt:BSUIS_B0562
ko:K14218	bmt:BSUIS_A1832
ko:K14237	bmt:BSUIS_B0045
ko:K14224	bmt:BSUIS_B1132
ko:K01966	bmt:BSUIS_A1236
ko:K01524	bmt:BSUIS_A0784
ko:K01524	bmt:BSUIS_B0669
ko:K08305	bmt:BSUIS_B0075
ko:K00480	bmt:BSUIS_A0781
ko:K14652	bmt:BSUIS_A0455
ko:K01621	bmt:BSUIS_B0390
ko:K14224	bmt:BSUIS_A1329
ko:K14237	bmt:BSUIS_A0837
ko:K01978	bmt:BSUIS_A1494
ko:K14229	bmt:BSUIS_B0583
ko:K14218	bmt:BSUIS_A1700
ko:K14218	bmt:BSUIS_B1116
ko:K14218	bmt:BSUIS_B1342
ko:K14219	bmt:BSUIS_A0297
ko:K07273	bmt:BSUIS_B0487
ko:K14228	bmt:BSUIS_B1048
ko:K09810	bmt:BSUIS_A0863
ko:K14161	bmt:BSUIS_A0073
ko:K14234	bmt:BSUIS_A0977
ko:K14229	bmt:BSUIS_A1387
ko:K14261	bmt:BSUIS_A1325
ko:K14233	bmt:BSUIS_B1067
ko:K14230	bmt:BSUIS_A1529
ko:K14236	bmt:BSUIS_A1302
ko:K01977	bmt:BSUIS_A1702
ko:K01977	bmt:BSUIS_B1118
ko:K01977	bmt:BSUIS_B1344
ko:K14223	bmt:BSUIS_A0540
ko:K14233	bmt:BSUIS_B0556
ko:K00039	bmt:BSUIS_B0273
ko:K00949	bmt:BSUIS_B1232
ko:K03769	bmt:BSUIS_A1783
ko:K07733	bmt:BSUIS_B0368
ko:K00001	bmt:BSUIS_A0890
ko:K00128	bmt:BSUIS_B1009
ko:K01840	bmt:BSUIS_A0566
ko:K00971	bmt:BSUIS_A0567
ko:K05606	bmt:BSUIS_A0857
ko:K00368	bmt:BSUIS_B0265
ko:K01239	bmt:BSUIS_B0008
ko:K01754	bmt:BSUIS_A1095
ko:K00799	bmt:BSUIS_B0997
ko:K00974	bmt:BSUIS_A1611
ko:K06147	bmt:BSUIS_A1042
ko:K03457	bmt:BSUIS_A1748
ko:K01286	bmt:BSUIS_A1116
ko:K00020	bmt:BSUIS_A0990
ko:K00799	bmt:BSUIS_A1550
ko:K02484	bmt:BSUIS_B0234
ko:K00446	bmt:BSUIS_B1390
ko:K02480	bmt:BSUIS_A0372
ko:K07782	bmt:BSUIS_A0191
ko:K02054	bmt:BSUIS_B0119
ko:K02054	bmt:BSUIS_B0334
ko:K02052	bmt:BSUIS_B0117
ko:K02052	bmt:BSUIS_B0333
ko:K02052	bmt:BSUIS_B0801
ko:K02001	bmt:BSUIS_A1636
ko:K02056	bmt:BSUIS_B0011
ko:K02030	bmt:BSUIS_A0321
ko:K02030	bmt:BSUIS_A0900
ko:K02030	bmt:BSUIS_A1793
ko:K02030	bmt:BSUIS_B0627
ko:K02030	bmt:BSUIS_B0628
ko:K02028	bmt:BSUIS_A1796
ko:K03202	bmt:BSUIS_B0067
ko:K07483	bmt:BSUIS_B0553
ko:K01286	bmt:BSUIS_A1219
ko:K01286	bmt:BSUIS_A1877
ko:K07005	bmt:BSUIS_A1423
ko:K00128	bmt:BSUIS_B0901
ko:K14977	bmt:BSUIS_A0377
ko:K07050	bmt:BSUIS_A1098
ko:K16012	bmt:BSUIS_B0506
ko:K16013	bmt:BSUIS_B0505
ko:K15011	bmt:BSUIS_A0133
ko:K10010	bmt:BSUIS_B0668
ko:K15598	bmt:BSUIS_A0212
ko:K14998	bmt:BSUIS_B0523
ko:K10117	bmt:BSUIS_B0513
ko:K01426	bmt:BSUIS_B0104
ko:K00799	bmt:BSUIS_A0731
ko:K01144	bmt:BSUIS_A1437
ko:K08998	bmt:BSUIS_A1117
ko:K02483	bmt:BSUIS_B0474
ko:K10565	bmt:BSUIS_B1369
ko:K00862	bmt:BSUIS_B0857
ko:K01161	bmt:BSUIS_B0616
ko:K07483	bmt:BSUIS_B1069
ko:K07497	bmt:BSUIS_B0146
ko:K14225	bmt:BSUIS_A1007
ko:K15012	bmt:BSUIS_A0138
ko:K15034	bmt:BSUIS_A1930
ko:K10824	bmt:BSUIS_B0792
ko:K15584	bmt:BSUIS_B0796
ko:K15586	bmt:BSUIS_B0794
ko:K15587	bmt:BSUIS_B0793
ko:K11741	bmt:BSUIS_A0815
ko:K15736	bmt:BSUIS_B1000
ko:K15585	bmt:BSUIS_B0795
ko:K00220	bmt:BSUIS_A1828
ko:K15738	bmt:BSUIS_B1229
ko:K01082	bmt:BSUIS_A0195
ko:K15582	bmt:BSUIS_B0531
ko:K02428	bmt:BSUIS_A0176
ko:K01692	bmt:BSUIS_A2022
ko:K02034	bmt:BSUIS_B0776
ko:K03559	bmt:BSUIS_B1145
ko:K15599	bmt:BSUIS_A0210
ko:K15581	bmt:BSUIS_B0532
ko:K00459	bmt:BSUIS_B0823
ko:K15580	bmt:BSUIS_B0533
ko:K16079	bmt:BSUIS_A1680
ko:K16079	bmt:BSUIS_A1014
ko:K16079	bmt:BSUIS_A1334
ko:K15371	bmt:BSUIS_B1297
ko:K18335	bmt:BSUIS_A0243
ko:K15987	bmt:BSUIS_A0805
ko:K16087	bmt:BSUIS_B1421
ko:K15977	bmt:BSUIS_B0194
ko:K00570	bmt:BSUIS_A1967
ko:K16079	bmt:BSUIS_B0425
ko:K16092	bmt:BSUIS_A1398
ko:K02358	bmt:BSUIS_A1299
ko:K21911	bmt:BSUIS_B0863
ko:K02424	bmt:BSUIS_B0666
ko:K09972	bmt:BSUIS_A1799
ko:K10009	bmt:BSUIS_B0667
ko:K16079	bmt:BSUIS_A0124
ko:K16079	bmt:BSUIS_A0123
ko:K16079	bmt:BSUIS_A0730
ko:K16165	bmt:BSUIS_A0066
ko:K10804	bmt:BSUIS_A0088
ko:K15580	bmt:BSUIS_B0534
ko:K16264	bmt:BSUIS_A0526
ko:K02031	bmt:BSUIS_B0408
ko:K10440	bmt:BSUIS_B0988
ko:K01166	bmt:BSUIS_A0733
ko:K10118	bmt:BSUIS_B0514
ko:K10440	bmt:BSUIS_B0989
ko:K02032	bmt:BSUIS_B0407
ko:K02034	bmt:BSUIS_B1088
ko:K10543	bmt:BSUIS_B0270
ko:K15583	bmt:BSUIS_B0530
ko:K10823	bmt:BSUIS_B0530
ko:K19232	bmt:BSUIS_A0075
ko:K10441	bmt:BSUIS_B0990
ko:K10119	bmt:BSUIS_B0515
ko:K10544	bmt:BSUIS_B0272
ko:K10545	bmt:BSUIS_B0271
ko:K02851	bmt:BSUIS_B0429
ko:K16915	bmt:BSUIS_A1417
ko:K01834	bmt:BSUIS_B1047
ko:K02009	bmt:BSUIS_A1415
ko:K16871	bmt:BSUIS_A0192
ko:K02196	bmt:BSUIS_A0101
ko:K18334	bmt:BSUIS_A0245
ko:K14998	bmt:BSUIS_A0501
ko:K10439	bmt:BSUIS_B0991
ko:K17317	bmt:BSUIS_B0675
ko:K17316	bmt:BSUIS_B0676
ko:K17202	bmt:BSUIS_B0850
ko:K17206	bmt:BSUIS_A1690
ko:K17247	bmt:BSUIS_B0986
ko:K11209	bmt:BSUIS_A0656
ko:K17203	bmt:BSUIS_B0851
ko:K17315	bmt:BSUIS_B0677
ko:K17204	bmt:BSUIS_B0852
ko:K17205	bmt:BSUIS_A1689
ko:K17207	bmt:BSUIS_A1691
ko:K10112	bmt:BSUIS_B0674
ko:K11532	bmt:BSUIS_A1322
ko:K10112	bmt:BSUIS_A0238
ko:K10111	bmt:BSUIS_B0517
ko:K10112	bmt:BSUIS_B1414
ko:K10112	bmt:BSUIS_B0737
ko:K01533	bmt:BSUIS_A0388
ko:K10111	bmt:BSUIS_B0312
ko:K17662	bmt:BSUIS_A0807
ko:K17675	bmt:BSUIS_B1246
ko:K17723	bmt:BSUIS_A0306
ko:K07263	bmt:BSUIS_B0211
ko:K12574	bmt:BSUIS_A0856
ko:K00254	bmt:BSUIS_A0339
ko:K00249	bmt:BSUIS_A0438
ko:K00001	bmt:BSUIS_B0726
ko:K00065	bmt:BSUIS_B0972
ko:K00076	bmt:BSUIS_A1677
ko:K00329	bmt:BSUIS_B1036
ko:K00356	bmt:BSUIS_B1036
ko:K17938	bmt:BSUIS_A0403
ko:K04771	bmt:BSUIS_A0641
ko:K18138	bmt:BSUIS_A1135
ko:K03585	bmt:BSUIS_A1136
ko:K19270	bmt:BSUIS_A0899
ko:K17948	bmt:BSUIS_B0415
ko:K18118	bmt:BSUIS_A1102
ko:K21686	bmt:BSUIS_A1235
ko:K06221	bmt:BSUIS_B0186
ko:K18138	bmt:BSUIS_A0318
ko:K03446	bmt:BSUIS_B0122
ko:K00138	bmt:BSUIS_A0203
ko:K18480	bmt:BSUIS_A1065
ko:K18588	bmt:BSUIS_A1172
ko:K18676	bmt:BSUIS_B0511
ko:K18707	bmt:BSUIS_A1773
ko:K18676	bmt:BSUIS_B1345
ko:K05366	bmt:BSUIS_A0122
ko:K07171	bmt:BSUIS_B1108
ko:K18893	bmt:BSUIS_A1604
ko:K16898	bmt:BSUIS_A1944
ko:K03497	bmt:BSUIS_B1433
ko:K03496	bmt:BSUIS_B1432
ko:K19055	bmt:BSUIS_B0886
ko:K18979	bmt:BSUIS_B1040
ko:K03526	bmt:BSUIS_B1254
ko:K16899	bmt:BSUIS_A1943
ko:K00611	bmt:BSUIS_A0328
ko:K18996	bmt:BSUIS_B0003
ko:K00875	bmt:BSUIS_B0274
ko:K00798	bmt:BSUIS_A1815
ko:K19181	bmt:BSUIS_A1890
ko:K00344	bmt:BSUIS_B0395
ko:K08678	bmt:BSUIS_B0537
ko:K19221	bmt:BSUIS_A1355
ko:K01992	bmt:BSUIS_A1401
ko:K01992	bmt:BSUIS_B0466
ko:K19342	bmt:BSUIS_B0285
ko:K06041	bmt:BSUIS_B0078
ko:K04771	bmt:BSUIS_A1445
ko:K07498	bmt:BSUIS_B1329
ko:K19339	bmt:BSUIS_B0280
ko:K19340	bmt:BSUIS_B0283
ko:K19341	bmt:BSUIS_B0284
ko:K17686	bmt:BSUIS_A0220
ko:K19713	bmt:BSUIS_B0358
ko:K07102	bmt:BSUIS_A1941
ko:K19689	bmt:BSUIS_A1986
ko:K00992	bmt:BSUIS_A1942
ko:K17722	bmt:BSUIS_A0307
ko:K06076	bmt:BSUIS_A0989
ko:K19777	bmt:BSUIS_B0347
ko:K00799	bmt:BSUIS_A0991
ko:K08744	bmt:BSUIS_A0726
ko:K19802	bmt:BSUIS_A1061
ko:K09796	bmt:BSUIS_A0057
ko:K20266	bmt:BSUIS_B0372
ko:K01980	bmt:BSUIS_A1698-1
ko:K01980	bmt:BSUIS_B1340-1
ko:K01980	bmt:BSUIS_B1114-1
ko:K20539	bmt:BSUIS_B1119
ko:K11529	bmt:BSUIS_A0386
ko:K16011	bmt:BSUIS_B0352
ko:K21054	bmt:BSUIS_B0858
ko:K21062	bmt:BSUIS_B0245
ko:K21137	bmt:BSUIS_B0908
ko:K21136	bmt:BSUIS_B0909
ko:K13609	bmt:BSUIS_B0246
ko:K21134	bmt:BSUIS_B0907
ko:K01740	bmt:BSUIS_A0830
ko:K01738	bmt:BSUIS_A0830
ko:K09806	bmt:BSUIS_A1585
ko:K00015	bmt:BSUIS_A2014
ko:K07497	bmt:BSUIS_A0762
ko:K01649	bmt:BSUIS_A0706
ko:K21420	bmt:BSUIS_A0790
ko:K21470	bmt:BSUIS_A0797
ko:K21470	bmt:BSUIS_A1002
ko:K21603	bmt:BSUIS_B1367
ko:K21564	bmt:BSUIS_B0287
ko:K21697	bmt:BSUIS_B0125
ko:K21564	bmt:BSUIS_B0267
ko:K21832	bmt:BSUIS_A1515
ko:K19591	bmt:BSUIS_A0221
ko:K21910	bmt:BSUIS_B0862
ko:K21948	bmt:BSUIS_B0152
ko:K21929	bmt:BSUIS_A0676
ko:K21929	bmt:BSUIS_A0650
ko:K05802	bmt:BSUIS_A1371
ko:K22025	bmt:BSUIS_B0149
ko:K22131	bmt:BSUIS_B0151
ko:K22130	bmt:BSUIS_B0148
ko:K22187	bmt:BSUIS_A0209
ko:K22310	bmt:BSUIS_A0149
ko:K11991	bmt:BSUIS_B0208
ko:K02257	bmt:BSUIS_A0496
ko:K11206	bmt:BSUIS_A1716
ko:K00424	bmt:BSUIS_B0509
ko:K22548	bmt:BSUIS_A0368
