ko:K13060	yee:YE5303_14421
ko:K02459	yee:YE5303_05541
ko:K02460	yee:YE5303_05551
ko:K02461	yee:YE5303_05571
ko:K07396	yee:YE5303_05631
ko:K01586	yee:YE5303_05681
ko:K02529	yee:YE5303_05691
ko:K08351	yee:YE5303_05701
ko:K05939	yee:YE5303_05711
ko:K08227	yee:YE5303_05721
ko:K03573	yee:YE5303_05751
ko:K08311	yee:YE5303_05761
ko:K08484	yee:YE5303_05771
ko:K13292	yee:YE5303_05781
ko:K02679	yee:YE5303_05801
ko:K02680	yee:YE5303_05811
ko:K02681	yee:YE5303_05831
ko:K03583	yee:YE5303_05841
ko:K01407	yee:YE5303_05851
ko:K03582	yee:YE5303_05861
ko:K03581	yee:YE5303_05871
ko:K14682	yee:YE5303_05881
ko:K01448	yee:YE5303_05891
ko:K08304	yee:YE5303_05901
ko:K01963	yee:YE5303_11051
ko:K11754	yee:YE5303_11061
ko:K03749	yee:YE5303_11071
ko:K03558	yee:YE5303_11081
ko:K00764	yee:YE5303_11091
ko:K03186	yee:YE5303_11101
ko:K10014	yee:YE5303_11111
ko:K10016	yee:YE5303_11121
ko:K10015	yee:YE5303_11131
ko:K10017	yee:YE5303_11141
ko:K07071	yee:YE5303_11151
ko:K07095	yee:YE5303_11171
ko:K03475	yee:YE5303_11191
ko:K02822	yee:YE5303_11201
ko:K02821	yee:YE5303_11211
ko:K13788	yee:YE5303_11231
ko:K00925	yee:YE5303_11241
ko:K09899	yee:YE5303_11251
ko:K09161	yee:YE5303_11261
ko:K08722	yee:YE5303_11301
ko:K14260	yee:YE5303_11311
ko:K00330	yee:YE5303_11331
ko:K00331	yee:YE5303_11341
ko:K13378	yee:YE5303_11351
ko:K00334	yee:YE5303_11361
ko:K00335	yee:YE5303_11371
ko:K00336	yee:YE5303_11381
ko:K00337	yee:YE5303_11391
ko:K00338	yee:YE5303_11401
ko:K00339	yee:YE5303_11411
ko:K00340	yee:YE5303_11421
ko:K00341	yee:YE5303_11431
ko:K00342	yee:YE5303_11441
ko:K00343	yee:YE5303_11451
ko:K00851	yee:YE5303_11511
ko:K00046	yee:YE5303_11521
ko:K06205	yee:YE5303_40671
ko:K03718	yee:YE5303_40681
ko:K01914	yee:YE5303_40691
ko:K03924	yee:YE5303_40721
ko:K03549	yee:YE5303_40731
ko:K06726	yee:YE5303_40741
ko:K10441	yee:YE5303_40751
ko:K10440	yee:YE5303_40761
ko:K10439	yee:YE5303_40771
ko:K00852	yee:YE5303_40781
ko:K02529	yee:YE5303_40791
ko:K03753	yee:YE5303_43351
ko:K03752	yee:YE5303_43341
ko:K09896	yee:YE5303_43331
ko:K03786	yee:YE5303_01181
ko:K17247	yee:YE5303_01191
ko:K18765	yee:YE5303_01221
ko:K03569	yee:YE5303_01231
ko:K03570	yee:YE5303_01241
ko:K03571	yee:YE5303_01251
ko:K06287	yee:YE5303_01261
ko:K08301	yee:YE5303_01271
ko:K03568	yee:YE5303_01301
ko:K15548	yee:YE5303_01331
ko:K03468	yee:YE5303_01341
ko:K00135	yee:YE5303_01351
ko:K03623	yee:YE5303_01371
ko:K09889	yee:YE5303_01381
ko:K02078	yee:YE5303_06461
ko:K02078	yee:YE5303_06471
ko:K07107	yee:YE5303_06521
ko:K00647	yee:YE5303_06561
ko:K00059	yee:YE5303_06581
ko:K09458	yee:YE5303_06591
ko:K06222	yee:YE5303_06601
ko:K08307	yee:YE5303_06641
ko:K01069	yee:YE5303_06651
ko:K03469	yee:YE5303_06671
ko:K02342	yee:YE5303_06681
ko:K02002	yee:YE5303_06691
ko:K02001	yee:YE5303_06701
ko:K02000	yee:YE5303_06711
ko:K03647	yee:YE5303_06741
ko:K00375	yee:YE5303_06761
ko:K03704	yee:YE5303_06841
ko:K13633	yee:YE5303_06851
ko:K01223	yee:YE5303_12121
ko:K01674	yee:YE5303_12131
ko:K00954	yee:YE5303_42801
ko:K12984	yee:YE5303_42791
ko:K02527	yee:YE5303_42781
ko:K02841	yee:YE5303_42771
ko:K02843	yee:YE5303_42761
ko:K03274	yee:YE5303_42751
ko:K00639	yee:YE5303_42741
ko:K00060	yee:YE5303_42731
ko:K09798	yee:YE5303_42721
ko:K15633	yee:YE5303_42701
ko:K03071	yee:YE5303_42671
ko:K00057	yee:YE5303_42661
ko:K00640	yee:YE5303_42651
ko:K03216	yee:YE5303_42641
ko:K10778	yee:YE5303_42631
ko:K07640	yee:YE5303_42621
ko:K06006	yee:YE5303_42601
ko:K13283	yee:YE5303_42591
ko:K00850	yee:YE5303_42581
ko:K02048	yee:YE5303_42571
ko:K01803	yee:YE5303_42551
ko:K00528	yee:YE5303_42521
ko:K08154	yee:YE5303_42511
ko:K02446	yee:YE5303_42491
ko:K00864	yee:YE5303_42481
ko:K02440	yee:YE5303_42471
ko:K09892	yee:YE5303_42461
ko:K02553	yee:YE5303_42451
ko:K02548	yee:YE5303_42441
ko:K03667	yee:YE5303_42431
ko:K01419	yee:YE5303_42421
ko:K03591	yee:YE5303_42411
ko:K05499	yee:YE5303_42401
ko:K04066	yee:YE5303_42391
ko:K02909	yee:YE5303_42381
ko:K03764	yee:YE5303_42371
ko:K01739	yee:YE5303_42361
ko:K12525	yee:YE5303_42351
ko:K00297	yee:YE5303_42341
ko:K01595	yee:YE5303_42331
ko:K01438	yee:YE5303_42321
ko:K00145	yee:YE5303_42311
ko:K00930	yee:YE5303_42301
ko:K01755	yee:YE5303_42291
ko:K16152	yee:YE5303_42281
ko:K03600	yee:YE5303_02251
ko:K00266	yee:YE5303_02271
ko:K00265	yee:YE5303_02281
ko:K07139	yee:YE5303_02291
ko:K07648	yee:YE5303_02301
ko:K03814	yee:YE5303_02321
ko:K12961	yee:YE5303_02341
ko:K07460	yee:YE5303_02351
ko:K07121	yee:YE5303_02361
ko:K07056	yee:YE5303_02371
ko:K13979	yee:YE5303_02401
ko:K06911	yee:YE5303_02411
ko:K07393	yee:YE5303_02431
ko:K15977	yee:YE5303_02441
ko:K08191	yee:YE5303_02531
ko:K01812	yee:YE5303_02541
ko:K00041	yee:YE5303_02551
ko:K01685	yee:YE5303_02561
ko:K07862	yee:YE5303_02581
ko:K07043	yee:YE5303_02611
ko:K00219	yee:YE5303_02641
ko:K15268	yee:YE5303_02651
ko:K01580	yee:YE5303_02691
ko:K01425	yee:YE5303_02711
ko:K11191	yee:YE5303_02721
ko:K11192	yee:YE5303_02721
ko:K07106	yee:YE5303_02731
ko:K03664	yee:YE5303_07521
ko:K09801	yee:YE5303_07541
ko:K06186	yee:YE5303_07551
ko:K03631	yee:YE5303_07561
ko:K00858	yee:YE5303_07571
ko:K03687	yee:YE5303_07581
ko:K03648	yee:YE5303_07591
ko:K05590	yee:YE5303_07641
ko:K15460	yee:YE5303_07651
ko:K00278	yee:YE5303_07661
ko:K03088	yee:YE5303_07671
ko:K03597	yee:YE5303_07681
ko:K03598	yee:YE5303_07691
ko:K03803	yee:YE5303_07701
ko:K03596	yee:YE5303_07721
ko:K03100	yee:YE5303_07731
ko:K03685	yee:YE5303_07741
ko:K03584	yee:YE5303_07761
ko:K03474	yee:YE5303_07771
ko:K00997	yee:YE5303_07781
ko:K16321	yee:YE5303_07791
ko:K07106	yee:YE5303_07821
ko:K18697	yee:YE5303_07831
ko:K11991	yee:YE5303_07851
ko:K18691	yee:YE5303_07861
ko:K01952	yee:YE5303_07871
ko:K07711	yee:YE5303_07891
ko:K02073	yee:YE5303_13141
ko:K02071	yee:YE5303_13151
ko:K02072	yee:YE5303_13161
ko:K01758	yee:YE5303_13191
ko:K01697	yee:YE5303_13201
ko:K07258	yee:YE5303_13211
ko:K01752	yee:YE5303_13221
ko:K03837	yee:YE5303_13231
ko:K11534	yee:YE5303_13241
ko:K01619	yee:YE5303_13251
ko:K07085	yee:YE5303_13281
ko:K03674	yee:YE5303_13291
ko:K11073	yee:YE5303_13321
ko:K11076	yee:YE5303_13331
ko:K11075	yee:YE5303_13341
ko:K11074	yee:YE5303_13351
ko:K03212	yee:YE5303_13371
ko:K09996	yee:YE5303_13381
ko:K09998	yee:YE5303_13391
ko:K02014	yee:YE5303_15721
ko:K02795	yee:YE5303_15771
ko:K02793	yee:YE5303_15781
ko:K02794	yee:YE5303_15781
ko:K01752	yee:YE5303_15811
ko:K01665	yee:YE5303_15831
ko:K09917	yee:YE5303_15841
ko:K08289	yee:YE5303_15851
ko:K05591	yee:YE5303_15861
ko:K09918	yee:YE5303_15871
ko:K09900	yee:YE5303_15881
ko:K01354	yee:YE5303_15901
ko:K10857	yee:YE5303_15911
ko:K01259	yee:YE5303_15921
ko:K02345	yee:YE5303_15931
ko:K02217	yee:YE5303_15941
ko:K07156	yee:YE5303_15951
ko:K07245	yee:YE5303_15961
ko:K17850	yee:YE5303_16131
ko:K01467	yee:YE5303_16141
ko:K00883	yee:YE5303_16161
ko:K01631	yee:YE5303_16171
ko:K01684	yee:YE5303_16181
ko:K06942	yee:YE5303_16211
ko:K09999	yee:YE5303_13401
ko:K09997	yee:YE5303_13411
ko:K10000	yee:YE5303_13421
ko:K01620	yee:YE5303_13461
ko:K00156	yee:YE5303_13481
ko:K11933	yee:YE5303_13491
ko:K05601	yee:YE5303_13501
ko:K07459	yee:YE5303_13521
ko:K09824	yee:YE5303_13531
ko:K13888	yee:YE5303_13541
ko:K05685	yee:YE5303_13551
ko:K03704	yee:YE5303_13561
ko:K06891	yee:YE5303_13571
ko:K03694	yee:YE5303_13581
ko:K02518	yee:YE5303_13591
ko:K00684	yee:YE5303_13601
ko:K16012	yee:YE5303_13611
ko:K16013	yee:YE5303_13621
ko:K11742	yee:YE5303_16731
ko:K14742	yee:YE5303_16761
ko:K07285	yee:YE5303_16771
ko:K01897	yee:YE5303_16781
ko:K03684	yee:YE5303_16791
ko:K03608	yee:YE5303_16801
ko:K03609	yee:YE5303_16811
ko:K03610	yee:YE5303_16821
ko:K09902	yee:YE5303_16841
ko:K08305	yee:YE5303_16851
ko:K09160	yee:YE5303_16871
ko:K00677	yee:YE5303_16891
ko:K03611	yee:YE5303_16901
ko:K03314	yee:YE5303_16911
ko:K03603	yee:YE5303_16921
ko:K00285	yee:YE5303_16941
ko:K01775	yee:YE5303_16951
ko:K07552	yee:YE5303_16961
ko:K06911	yee:YE5303_16981
ko:K09786	yee:YE5303_17021
ko:K07180	yee:YE5303_17031
ko:K01792	yee:YE5303_17061
ko:K09780	yee:YE5303_17811
ko:K03832	yee:YE5303_17821
ko:K10806	yee:YE5303_17831
ko:K06190	yee:YE5303_17841
ko:K06940	yee:YE5303_17891
ko:K07275	yee:YE5303_17901
ko:K01695	yee:YE5303_17981
ko:K01696	yee:YE5303_17991
ko:K13498	yee:YE5303_18001
ko:K00766	yee:YE5303_18011
ko:K01658	yee:YE5303_18021
ko:K01657	yee:YE5303_18031
ko:K07053	yee:YE5303_18041
ko:K06178	yee:YE5303_18061
ko:K19221	yee:YE5303_18071
ko:K04774	yee:YE5303_18091
ko:K03168	yee:YE5303_18111
ko:K13634	yee:YE5303_18121
ko:K01681	yee:YE5303_18151
ko:K01497	yee:YE5303_18161
ko:K08992	yee:YE5303_18181
ko:K05782	yee:YE5303_18221
ko:K12151	yee:YE5303_18231
ko:K01591	yee:YE5303_18241
ko:K03113	yee:YE5303_18251
ko:K04062	yee:YE5303_18252
ko:K08313	yee:YE5303_18291
ko:K06200	yee:YE5303_18311
ko:K11209	yee:YE5303_18861
ko:K01992	yee:YE5303_18871
ko:K12266	yee:YE5303_18901
ko:K12264	yee:YE5303_18911
ko:K12265	yee:YE5303_18921
ko:K06987	yee:YE5303_18931
ko:K10014	yee:YE5303_18961
ko:K01482	yee:YE5303_18971
ko:K01241	yee:YE5303_19001
ko:K01092	yee:YE5303_19021
ko:K07783	yee:YE5303_19031
ko:K01652	yee:YE5303_19071
ko:K01653	yee:YE5303_19081
ko:K02429	yee:YE5303_19131
ko:K00852	yee:YE5303_19141
ko:K01077	yee:YE5303_19151
ko:K00059	yee:YE5303_19161
ko:K07470	yee:YE5303_19171
ko:K00567	yee:YE5303_19201
ko:K14055	yee:YE5303_19221
ko:K00325	yee:YE5303_19231
ko:K00324	yee:YE5303_19241
ko:K03758	yee:YE5303_19271
ko:K07661	yee:YE5303_19291
ko:K07639	yee:YE5303_19301
ko:K01299	yee:YE5303_19311
ko:K04775	yee:YE5303_19331
ko:K03578	yee:YE5303_19361
ko:K01118	yee:YE5303_19381
ko:K00007	yee:YE5303_19392
ko:K00854	yee:YE5303_19393
ko:K09978	yee:YE5303_19401
ko:K03778	yee:YE5303_19431
ko:K07507	yee:YE5303_19451
ko:K03297	yee:YE5303_19461
ko:K03737	yee:YE5303_19471
ko:K01223	yee:YE5303_19481
ko:K02755	yee:YE5303_19491
ko:K02756	yee:YE5303_19491
ko:K02757	yee:YE5303_19491
ko:K03488	yee:YE5303_19501
ko:K14058	yee:YE5303_19511
ko:K16074	yee:YE5303_19521
ko:K15580	yee:YE5303_19531
ko:K14054	yee:YE5303_19541
ko:K11065	yee:YE5303_19561
ko:K03721	yee:YE5303_19571
ko:K08990	yee:YE5303_19601
ko:K06918	yee:YE5303_19611
ko:K03971	yee:YE5303_19620
ko:K03970	yee:YE5303_19631
ko:K03969	yee:YE5303_19641
ko:K03974	yee:YE5303_19651
ko:K11023	yee:YE5303_19671
ko:K19226	yee:YE5303_19681
ko:K19227	yee:YE5303_19691
ko:K19228	yee:YE5303_19701
ko:K19229	yee:YE5303_19711
ko:K19230	yee:YE5303_19721
ko:K03305	yee:YE5303_19761
ko:K06996	yee:YE5303_19771
ko:K00799	yee:YE5303_19801
ko:K00868	yee:YE5303_19811
ko:K01866	yee:YE5303_19821
ko:K13014	yee:YE5303_20311
ko:K10011	yee:YE5303_20321
ko:K10012	yee:YE5303_20331
ko:K07806	yee:YE5303_20341
ko:K06074	yee:YE5303_20351
ko:K00432	yee:YE5303_20361
ko:K06073	yee:YE5303_20371
ko:K04764	yee:YE5303_20391
ko:K01890	yee:YE5303_20401
ko:K01889	yee:YE5303_20411
ko:K02887	yee:YE5303_20421
ko:K02916	yee:YE5303_20431
ko:K02520	yee:YE5303_20441
ko:K01868	yee:YE5303_20451
ko:K07150	yee:YE5303_20471
ko:K05595	yee:YE5303_20511
ko:K08308	yee:YE5303_20521
ko:K11604	yee:YE5303_20531
ko:K11607	yee:YE5303_20541
ko:K11605	yee:YE5303_20551
ko:K11606	yee:YE5303_20561
ko:K01847	yee:YE5303_20581
ko:K07588	yee:YE5303_20591
ko:K11264	yee:YE5303_20601
ko:K01815	yee:YE5303_20661
ko:K00065	yee:YE5303_20671
ko:K01731	yee:YE5303_20681
ko:K10193	yee:YE5303_20691
ko:K10194	yee:YE5303_20701
ko:K10195	yee:YE5303_20711
ko:K10192	yee:YE5303_20721
ko:K07038	yee:YE5303_20741
ko:K06956	yee:YE5303_20751
ko:K11066	yee:YE5303_20761
ko:K01730	yee:YE5303_20781
ko:K08169	yee:YE5303_20791
ko:K19157	yee:YE5303_22091
ko:K07473	yee:YE5303_22101
ko:K07483	yee:YE5303_22251
ko:K12678	yee:YE5303_22271
ko:K11737	yee:YE5303_22841
ko:K09018	yee:YE5303_22861
ko:K09020	yee:YE5303_22871
ko:K09021	yee:YE5303_22881
ko:K09023	yee:YE5303_22891
ko:K09019	yee:YE5303_22901
ko:K09024	yee:YE5303_22911
ko:K09016	yee:YE5303_22921
ko:K06910	yee:YE5303_22941
ko:K17948	yee:YE5303_22951
ko:K03809	yee:YE5303_22971
ko:K16301	yee:YE5303_22981
ko:K07224	yee:YE5303_22991
ko:K07243	yee:YE5303_23001
ko:K11928	yee:YE5303_23011
ko:K13821	yee:YE5303_23021
ko:K10010	yee:YE5303_23031
ko:K10009	yee:YE5303_23041
ko:K02424	yee:YE5303_23051
ko:K05396	yee:YE5303_23061
ko:K02425	yee:YE5303_23071
ko:K02405	yee:YE5303_23081
ko:K02407	yee:YE5303_23141
ko:K02422	yee:YE5303_23151
ko:K02423	yee:YE5303_23161
ko:K01247	yee:YE5303_23191
ko:K02408	yee:YE5303_23201
ko:K02409	yee:YE5303_23211
ko:K02410	yee:YE5303_23221
ko:K02411	yee:YE5303_23231
ko:K02412	yee:YE5303_23241
ko:K02413	yee:YE5303_23251
ko:K02414	yee:YE5303_23261
ko:K02415	yee:YE5303_23271
ko:K02416	yee:YE5303_23281
ko:K02417	yee:YE5303_23291
ko:K02418	yee:YE5303_23301
ko:K02419	yee:YE5303_23311
ko:K02420	yee:YE5303_23321
ko:K02421	yee:YE5303_23331
ko:K00058	yee:YE5303_23901
ko:K10440	yee:YE5303_23921
ko:K10440	yee:YE5303_23931
ko:K10441	yee:YE5303_23941
ko:K10439	yee:YE5303_23951
ko:K09933	yee:YE5303_23961
ko:K06177	yee:YE5303_23971
ko:K09912	yee:YE5303_23981
ko:K02003	yee:YE5303_23991
ko:K02004	yee:YE5303_24001
ko:K09477	yee:YE5303_24121
ko:K05966	yee:YE5303_24131
ko:K05964	yee:YE5303_24141
ko:K01643	yee:YE5303_24151
ko:K01644	yee:YE5303_24161
ko:K01646	yee:YE5303_24171
ko:K01910	yee:YE5303_24181
ko:K07700	yee:YE5303_24191
ko:K07702	yee:YE5303_24201
ko:K07783	yee:YE5303_24231
ko:K02012	yee:YE5303_24241
ko:K02011	yee:YE5303_24251
ko:K02010	yee:YE5303_24261
ko:K07688	yee:YE5303_24271
ko:K07679	yee:YE5303_24281
ko:K07345	yee:YE5303_24291
ko:K07347	yee:YE5303_24311
ko:K01669	yee:YE5303_33841
ko:K07389	yee:YE5303_33871
ko:K01546	yee:YE5303_33901
ko:K01547	yee:YE5303_33911
ko:K01548	yee:YE5303_33921
ko:K07646	yee:YE5303_33931
ko:K07667	yee:YE5303_33941
ko:K08978	yee:YE5303_33951
ko:K01835	yee:YE5303_33971
ko:K03645	yee:YE5303_33981
ko:K11264	yee:YE5303_34021
ko:K07588	yee:YE5303_34031
ko:K01847	yee:YE5303_34041
ko:K05818	yee:YE5303_34051
ko:K03406	yee:YE5303_34081
ko:K03839	yee:YE5303_34091
ko:K03711	yee:YE5303_34101
ko:K12373	yee:YE5303_34111
ko:K01886	yee:YE5303_34141
ko:K02802	yee:YE5303_34151
ko:K02803	yee:YE5303_34151
ko:K02804	yee:YE5303_34151
ko:K02564	yee:YE5303_34161
ko:K01443	yee:YE5303_34171
ko:K02565	yee:YE5303_34181
ko:K02566	yee:YE5303_34191
ko:K01953	yee:YE5303_34201
ko:K03184	yee:YE5303_34211
ko:K06168	yee:YE5303_34221
ko:K07042	yee:YE5303_34241
ko:K06189	yee:YE5303_34251
ko:K03820	yee:YE5303_34261
ko:K02467	yee:YE5303_08451
ko:K02468	yee:YE5303_08461
ko:K02466	yee:YE5303_08471
ko:K00068	yee:YE5303_08481
ko:K02781	yee:YE5303_08491
ko:K02782	yee:YE5303_08501
ko:K02783	yee:YE5303_08501
ko:K02783	yee:YE5303_08511
ko:K08303	yee:YE5303_08531
ko:K07154	yee:YE5303_08541
ko:K09946	yee:YE5303_08551
ko:K07664	yee:YE5303_08561
ko:K07642	yee:YE5303_08571
ko:K18326	yee:YE5303_08581
ko:K07789	yee:YE5303_08591
ko:K07788	yee:YE5303_08601
ko:K07799	yee:YE5303_08611
ko:K04046	yee:YE5303_08621
ko:K06213	yee:YE5303_08641
ko:K01524	yee:YE5303_08661
ko:K00937	yee:YE5303_08671
ko:K02037	yee:YE5303_08681
ko:K02038	yee:YE5303_08691
ko:K02036	yee:YE5303_08701
ko:K18475	yee:YE5303_08731
ko:K00657	yee:YE5303_08741
ko:K11175	yee:YE5303_08751
ko:K01933	yee:YE5303_08761
ko:K00761	yee:YE5303_08771
ko:K02824	yee:YE5303_08781
ko:K10763	yee:YE5303_08791
ko:K00537	yee:YE5303_08801
ko:K03548	yee:YE5303_08821
ko:K03564	yee:YE5303_08831
ko:K03567	yee:YE5303_08841
ko:K01714	yee:YE5303_08851
ko:K07287	yee:YE5303_08861
ko:K01923	yee:YE5303_08871
ko:K07054	yee:YE5303_08881
ko:K06957	yee:YE5303_08901
ko:K06999	yee:YE5303_08911
ko:K01439	yee:YE5303_08941
ko:K09911	yee:YE5303_14161
ko:K03286	yee:YE5303_14171
ko:K13053	yee:YE5303_14181
ko:K07343	yee:YE5303_14191
ko:K03658	yee:YE5303_14221
ko:K01734	yee:YE5303_14231
ko:K09909	yee:YE5303_14241
ko:K06929	yee:YE5303_14251
ko:K11940	yee:YE5303_14261
ko:K06969	yee:YE5303_14271
ko:K01512	yee:YE5303_14301
ko:K11179	yee:YE5303_14311
ko:K03385	yee:YE5303_14331
ko:K04013	yee:YE5303_14341
ko:K04014	yee:YE5303_14351
ko:K04015	yee:YE5303_14361
ko:K02198	yee:YE5303_14371
ko:K02199	yee:YE5303_14381
ko:K02200	yee:YE5303_14391
ko:K04018	yee:YE5303_14401
ko:K11105	yee:YE5303_14441
ko:K11941	yee:YE5303_14461
ko:K03670	yee:YE5303_14471
ko:K03669	yee:YE5303_14481
ko:K03305	yee:YE5303_14491
ko:K08161	yee:YE5303_14501
ko:K15977	yee:YE5303_14511
ko:K02517	yee:YE5303_14521
ko:K13041	yee:YE5303_14531
ko:K13040	yee:YE5303_14541
ko:K08358	yee:YE5303_14551
ko:K08359	yee:YE5303_14561
ko:K08357	yee:YE5303_14571
ko:K07146	yee:YE5303_14581
ko:K11744	yee:YE5303_14591
ko:K02846	yee:YE5303_14611
ko:K12148	yee:YE5303_14621
ko:K12149	yee:YE5303_14631
ko:K02006	yee:YE5303_31431
ko:K02008	yee:YE5303_31441
ko:K02009	yee:YE5303_31452
ko:K02007	yee:YE5303_31451
ko:K03394	yee:YE5303_31461
ko:K02190	yee:YE5303_31471
ko:K05895	yee:YE5303_31481
ko:K02189	yee:YE5303_31501
ko:K05936	yee:YE5303_31521
ko:K02191	yee:YE5303_31531
ko:K03399	yee:YE5303_31541
ko:K02188	yee:YE5303_31551
ko:K06042	yee:YE5303_31561
ko:K02227	yee:YE5303_31571
ko:K02224	yee:YE5303_31581
ko:K01699	yee:YE5303_31631
ko:K13919	yee:YE5303_31641
ko:K13920	yee:YE5303_31651
ko:K13923	yee:YE5303_31701
ko:K13922	yee:YE5303_31741
ko:K13921	yee:YE5303_31751
ko:K04031	yee:YE5303_31781
ko:K04029	yee:YE5303_31791
ko:K02303	yee:YE5303_31811
ko:K04720	yee:YE5303_31821
ko:K16651	yee:YE5303_31831
ko:K02058	yee:YE5303_31841
ko:K02056	yee:YE5303_31851
ko:K02057	yee:YE5303_31861
ko:K02057	yee:YE5303_31871
ko:K09802	yee:YE5303_31881
ko:K08315	yee:YE5303_32371
ko:K05796	yee:YE5303_32381
ko:K15836	yee:YE5303_32401
ko:K06212	yee:YE5303_32411
ko:K10541	yee:YE5303_32421
ko:K10542	yee:YE5303_32431
ko:K10540	yee:YE5303_32441
ko:K02529	yee:YE5303_32451
ko:K07148	yee:YE5303_32461
ko:K01495	yee:YE5303_32471
ko:K00121	yee:YE5303_32501
ko:K01070	yee:YE5303_32511
ko:K02004	yee:YE5303_32521
ko:K02005	yee:YE5303_32531
ko:K02003	yee:YE5303_32541
ko:K06871	yee:YE5303_32551
ko:K03750	yee:YE5303_32571
ko:K11934	yee:YE5303_32631
ko:K11939	yee:YE5303_32651
ko:K03088	yee:YE5303_32681
ko:K00598	yee:YE5303_32701
ko:K04047	yee:YE5303_32711
ko:K10036	yee:YE5303_32731
ko:K10037	yee:YE5303_32741
ko:K10038	yee:YE5303_32751
ko:K03406	yee:YE5303_32761
ko:K06970	yee:YE5303_32771
ko:K06188	yee:YE5303_32821
ko:K02017	yee:YE5303_33381
ko:K02018	yee:YE5303_33391
ko:K02020	yee:YE5303_33401
ko:K02019	yee:YE5303_33421
ko:K05776	yee:YE5303_33431
ko:K07052	yee:YE5303_33441
ko:K01784	yee:YE5303_33451
ko:K00965	yee:YE5303_33461
ko:K00849	yee:YE5303_33471
ko:K01785	yee:YE5303_33481
ko:K01173	yee:YE5303_33501
ko:K01834	yee:YE5303_33511
ko:K01626	yee:YE5303_33521
ko:K16264	yee:YE5303_33531
ko:K03811	yee:YE5303_33541
ko:K03517	yee:YE5303_33551
ko:K03640	yee:YE5303_33571
ko:K03641	yee:YE5303_33581
ko:K03646	yee:YE5303_33591
ko:K03560	yee:YE5303_33601
ko:K03562	yee:YE5303_33611
ko:K07107	yee:YE5303_33621
ko:K00426	yee:YE5303_33641
ko:K00425	yee:YE5303_33651
ko:K01119	yee:YE5303_33661
ko:K01902	yee:YE5303_33671
ko:K01903	yee:YE5303_33681
ko:K00658	yee:YE5303_33691
ko:K00164	yee:YE5303_33701
ko:K00240	yee:YE5303_33711
ko:K00239	yee:YE5303_33721
ko:K00242	yee:YE5303_33731
ko:K00241	yee:YE5303_33741
ko:K01647	yee:YE5303_33751
ko:K01304	yee:YE5303_33761
ko:K07160	yee:YE5303_33791
ko:K10857	yee:YE5303_35151
ko:K01491	yee:YE5303_35201
ko:K14761	yee:YE5303_35211
ko:K01883	yee:YE5303_35221
ko:K03768	yee:YE5303_35231
ko:K03269	yee:YE5303_35241
ko:K01588	yee:YE5303_35251
ko:K01589	yee:YE5303_35261
ko:K02004	yee:YE5303_35271
ko:K02003	yee:YE5303_35281
ko:K10804	yee:YE5303_35291
ko:K05838	yee:YE5303_35311
ko:K03320	yee:YE5303_35821
ko:K04752	yee:YE5303_35831
ko:K18890	yee:YE5303_35841
ko:K18889	yee:YE5303_35851
ko:K05800	yee:YE5303_35861
ko:K01738	yee:YE5303_35871
ko:K11938	yee:YE5303_35881
ko:K06920	yee:YE5303_35901
ko:K12500	yee:YE5303_35911
ko:K02237	yee:YE5303_35921
ko:K03770	yee:YE5303_35931
ko:K03530	yee:YE5303_35941
ko:K01338	yee:YE5303_35951
ko:K03544	yee:YE5303_35961
ko:K01358	yee:YE5303_35971
ko:K03545	yee:YE5303_35981
ko:K05527	yee:YE5303_36001
ko:K07286	yee:YE5303_36011
ko:K08218	yee:YE5303_36021
ko:K02297	yee:YE5303_36041
ko:K02298	yee:YE5303_36051
ko:K02299	yee:YE5303_36061
ko:K02300	yee:YE5303_36071
ko:K09767	yee:YE5303_36101
ko:K00077	yee:YE5303_36111
ko:K03152	yee:YE5303_36121
ko:K03151	yee:YE5303_36131
ko:K03602	yee:YE5303_36141
ko:K00795	yee:YE5303_36151
ko:K01662	yee:YE5303_36161
ko:K01095	yee:YE5303_36171
ko:K00946	yee:YE5303_36181
ko:K03625	yee:YE5303_36191
ko:K00794	yee:YE5303_36201
ko:K11752	yee:YE5303_36211
ko:K07738	yee:YE5303_36221
ko:K03074	yee:YE5303_36251
ko:K03072	yee:YE5303_36261
ko:K03210	yee:YE5303_36271
ko:K00773	yee:YE5303_36281
ko:K07568	yee:YE5303_36301
ko:K08682	yee:YE5303_36311
ko:K00554	yee:YE5303_24651
ko:K02860	yee:YE5303_24661
ko:K02959	yee:YE5303_24671
ko:K03106	yee:YE5303_24681
ko:K07173	yee:YE5303_24711
ko:K01919	yee:YE5303_24721
ko:K03563	yee:YE5303_24751
ko:K01872	yee:YE5303_24761
ko:K03565	yee:YE5303_24771
ko:K03743	yee:YE5303_24791
ko:K00864	yee:YE5303_24831
ko:K00615	yee:YE5303_24841
ko:K00615	yee:YE5303_24851
ko:K17203	yee:YE5303_24861
ko:K17204	yee:YE5303_24871
ko:K17202	yee:YE5303_24891
ko:K07308	yee:YE5303_24921
ko:K07307	yee:YE5303_24931
ko:K00048	yee:YE5303_24951
ko:K01628	yee:YE5303_24961
ko:K02429	yee:YE5303_24971
ko:K01818	yee:YE5303_24981
ko:K00879	yee:YE5303_24991
ko:K02431	yee:YE5303_25001
ko:K02430	yee:YE5303_25011
ko:K02430	yee:YE5303_25031
ko:K02058	yee:YE5303_25041
