ko:K07492	bsuv:BSPT2_II0508
ko:K16079	bsuv:BSPT2_II0380
ko:K03818	bsuv:BSPT2_II0381
ko:K02851	bsuv:BSPT2_II0386
ko:K01845	bsuv:BSPT2_II0392
ko:K01790	bsuv:BSPT2_II0396
ko:K00978	bsuv:BSPT2_II0398
ko:K00864	bsuv:BSPT2_II0402
ko:K08224	bsuv:BSPT2_II0403
ko:K07305	bsuv:BSPT2_II0405
ko:K00626	bsuv:BSPT2_II0407
ko:K01895	bsuv:BSPT2_II0409
ko:K00058	bsuv:BSPT2_II0412
ko:K01462	bsuv:BSPT2_II0413
ko:K09781	bsuv:BSPT2_II0414
ko:K07112	bsuv:BSPT2_II0416
ko:K07112	bsuv:BSPT2_II0417
ko:K01993	bsuv:BSPT2_II0422
ko:K01990	bsuv:BSPT2_II0423
ko:K02050	bsuv:BSPT2_II0427
ko:K02049	bsuv:BSPT2_II0428
ko:K02051	bsuv:BSPT2_II0429
ko:K00166	bsuv:BSPT2_II0479
ko:K00167	bsuv:BSPT2_II0480
ko:K09699	bsuv:BSPT2_II0481
ko:K00382	bsuv:BSPT2_II0482
ko:K14998	bsuv:BSPT2_II0483
ko:K01990	bsuv:BSPT2_II0424
ko:K03466	bsuv:BSPT2_II0484
ko:K01266	bsuv:BSPT2_II0485
ko:K08369	bsuv:BSPT2_II0486
ko:K03919	bsuv:BSPT2_II0487
ko:K10823	bsuv:BSPT2_II0488
ko:K15583	bsuv:BSPT2_II0488
ko:K15582	bsuv:BSPT2_II0489
ko:K15581	bsuv:BSPT2_II0490
ko:K15580	bsuv:BSPT2_II0491
ko:K15580	bsuv:BSPT2_II0492
ko:K00012	bsuv:BSPT2_II0498
ko:K07039	bsuv:BSPT2_II0509
ko:K13772	bsuv:BSPT2_II0517
ko:K03594	bsuv:BSPT2_II0519
ko:K14441	bsuv:BSPT2_II0521
ko:K02058	bsuv:BSPT2_II0522
ko:K02057	bsuv:BSPT2_II0523
ko:K02057	bsuv:BSPT2_II0524
ko:K02057	bsuv:BSPT2_II0525
ko:K02056	bsuv:BSPT2_II0526
ko:K02342	bsuv:BSPT2_II0580
ko:K00285	bsuv:BSPT2_II0584
ko:K02030	bsuv:BSPT2_II0585
ko:K02030	bsuv:BSPT2_II0586
ko:K01997	bsuv:BSPT2_II0590
ko:K01998	bsuv:BSPT2_II0591
ko:K01995	bsuv:BSPT2_II0593
ko:K01996	bsuv:BSPT2_II0594
ko:K01486	bsuv:BSPT2_II0595
ko:K01273	bsuv:BSPT2_II0596
ko:K05813	bsuv:BSPT2_II0597
ko:K05813	bsuv:BSPT2_II0598
ko:K05814	bsuv:BSPT2_II0599
ko:K05815	bsuv:BSPT2_II0600
ko:K05816	bsuv:BSPT2_II0601
ko:K06901	bsuv:BSPT2_II0604
ko:K00826	bsuv:BSPT2_II0610
ko:K07090	bsuv:BSPT2_II0611
ko:K07077	bsuv:BSPT2_II0612
ko:K00128	bsuv:BSPT2_II0614
ko:K00128	bsuv:BSPT2_II0615
ko:K02016	bsuv:BSPT2_II0616
ko:K02015	bsuv:BSPT2_II0617
ko:K02015	bsuv:BSPT2_II0618
ko:K02013	bsuv:BSPT2_II0619
ko:K01469	bsuv:BSPT2_II0621
ko:K02424	bsuv:BSPT2_II0622
ko:K10009	bsuv:BSPT2_II0623
ko:K10010	bsuv:BSPT2_II0624
ko:K01524	bsuv:BSPT2_II0625
ko:K02002	bsuv:BSPT2_II0678
ko:K02001	bsuv:BSPT2_II0679
ko:K02000	bsuv:BSPT2_II0680
ko:K10112	bsuv:BSPT2_II0684
ko:K02027	bsuv:BSPT2_II0686
ko:K02025	bsuv:BSPT2_II0687
ko:K02026	bsuv:BSPT2_II0688
ko:K02013	bsuv:BSPT2_II0691
ko:K02013	bsuv:BSPT2_II0692
ko:K02015	bsuv:BSPT2_II0693
ko:K02016	bsuv:BSPT2_II0694
ko:K06075	bsuv:BSPT2_II0699
ko:K09761	bsuv:BSPT2_II0700
ko:K01919	bsuv:BSPT2_II0701
ko:K03601	bsuv:BSPT2_II0702
ko:K01915	bsuv:BSPT2_II0706
ko:K09471	bsuv:BSPT2_II0708
ko:K00059	bsuv:BSPT2_II0716
ko:K00036	bsuv:BSPT2_II0717
ko:K01057	bsuv:BSPT2_II0718
ko:K01690	bsuv:BSPT2_II0719
ko:K01491	bsuv:BSPT2_II0721
ko:K00286	bsuv:BSPT2_II0722
ko:K02034	bsuv:BSPT2_II0725
ko:K02033	bsuv:BSPT2_II0726
ko:K02035	bsuv:BSPT2_II0727
ko:K01673	bsuv:BSPT2_II0729
ko:K04566	bsuv:BSPT2_II0731
ko:K01782	bsuv:BSPT2_II0734
ko:K00626	bsuv:BSPT2_II0735
ko:K10824	bsuv:BSPT2_II0741
ko:K15587	bsuv:BSPT2_II0742
ko:K15586	bsuv:BSPT2_II0743
ko:K15585	bsuv:BSPT2_II0744
ko:K15584	bsuv:BSPT2_II0745
ko:K07722	bsuv:BSPT2_II0746
ko:K01708	bsuv:BSPT2_II0747
ko:K01708	bsuv:BSPT2_II0748
ko:K02053	bsuv:BSPT2_II0749
ko:K02054	bsuv:BSPT2_II0750
ko:K02052	bsuv:BSPT2_II0752
ko:K02055	bsuv:BSPT2_II0753
ko:K00040	bsuv:BSPT2_II0754
ko:K00040	bsuv:BSPT2_II0755
ko:K01812	bsuv:BSPT2_II0756
ko:K01686	bsuv:BSPT2_II0758
ko:K06199	bsuv:BSPT2_II0762
ko:K06199	bsuv:BSPT2_II0763
ko:K09137	bsuv:BSPT2_II0764
ko:K13582	bsuv:BSPT2_II0766
ko:K07090	bsuv:BSPT2_II0767
ko:K07043	bsuv:BSPT2_II0785
ko:K06953	bsuv:BSPT2_II0769
ko:K03724	bsuv:BSPT2_II0770
ko:K00459	bsuv:BSPT2_II0774
ko:K03427	bsuv:BSPT2_II0782
ko:K01154	bsuv:BSPT2_II0783
ko:K01153	bsuv:BSPT2_II0784
ko:K13010	bsuv:BSPT2_I1181
ko:K03187	bsuv:BSPT2_I0291
ko:K03188	bsuv:BSPT2_I0292
ko:K03189	bsuv:BSPT2_I0293
ko:K01464	bsuv:BSPT2_I0297
ko:K06016	bsuv:BSPT2_I0298
ko:K00790	bsuv:BSPT2_I0278
ko:K17723	bsuv:BSPT2_I0301
ko:K01810	bsuv:BSPT2_I0304
ko:K06987	bsuv:BSPT2_I0305
ko:K01091	bsuv:BSPT2_I0306
ko:K10563	bsuv:BSPT2_I1983
ko:K10563	bsuv:BSPT2_I1984
ko:K01692	bsuv:BSPT2_I1985
ko:K02968	bsuv:BSPT2_I1986
ko:K02313	bsuv:BSPT2_I1988
ko:K03190	bsuv:BSPT2_I0286
ko:K02338	bsuv:BSPT2_I1989
ko:K03629	bsuv:BSPT2_I1990
ko:K12972	bsuv:BSPT2_I1992
ko:K13896	bsuv:BSPT2_I1993
ko:K01430	bsuv:BSPT2_I0287
ko:K11381	bsuv:BSPT2_II0001
ko:K00627	bsuv:BSPT2_II0002
ko:K00014	bsuv:BSPT2_II0003
ko:K01531	bsuv:BSPT2_II0005
ko:K07507	bsuv:BSPT2_II0008
ko:K13589	bsuv:BSPT2_II0012
ko:K01429	bsuv:BSPT2_I0289
ko:K01428	bsuv:BSPT2_I0290
ko:K01048	bsuv:BSPT2_II0016
ko:K04080	bsuv:BSPT2_II0019
ko:K01620	bsuv:BSPT2_II0020
ko:K00265	bsuv:BSPT2_II0021
ko:K00266	bsuv:BSPT2_II0022
ko:K11737	bsuv:BSPT2_II0023
ko:K09795	bsuv:BSPT2_II0024
ko:K01784	bsuv:BSPT2_I0634
ko:K14347	bsuv:BSPT2_I0636
ko:K13953	bsuv:BSPT2_I0639
ko:K03543	bsuv:BSPT2_I0640
ko:K03446	bsuv:BSPT2_I0641
ko:K18118	bsuv:BSPT2_I0642
ko:K01011	bsuv:BSPT2_I0645
ko:K01738	bsuv:BSPT2_I0647
ko:K11927	bsuv:BSPT2_I0648
ko:K01754	bsuv:BSPT2_I0649
ko:K03809	bsuv:BSPT2_I0652
ko:K00769	bsuv:BSPT2_I0655
ko:K16053	bsuv:BSPT2_I0660
ko:K16053	bsuv:BSPT2_I0661
ko:K07007	bsuv:BSPT2_I0663
ko:K13587	bsuv:BSPT2_I0664
ko:K06204	bsuv:BSPT2_I0666
ko:K08296	bsuv:BSPT2_I0667
ko:K06918	bsuv:BSPT2_I0668
ko:K08990	bsuv:BSPT2_I0669
ko:K00950	bsuv:BSPT2_I0671
ko:K01633	bsuv:BSPT2_I0672
ko:K00796	bsuv:BSPT2_I0673
ko:K00384	bsuv:BSPT2_I0675
ko:K18480	bsuv:BSPT2_I0679
ko:K02067	bsuv:BSPT2_I0680
ko:K02065	bsuv:BSPT2_I0681
ko:K02066	bsuv:BSPT2_I0682
ko:K00029	bsuv:BSPT2_I0685
ko:K01885	bsuv:BSPT2_I0686
ko:K01916	bsuv:BSPT2_I0687
ko:K00901	bsuv:BSPT2_I0688
ko:K01626	bsuv:BSPT2_I0689
ko:K00383	bsuv:BSPT2_I0690
ko:K09924	bsuv:BSPT2_I0691
ko:K01807	bsuv:BSPT2_I0692
ko:K01091	bsuv:BSPT2_I0693
ko:K04751	bsuv:BSPT2_I0696
ko:K01915	bsuv:BSPT2_I0697
ko:K01091	bsuv:BSPT2_I0699
ko:K06179	bsuv:BSPT2_I0701
ko:K06147	bsuv:BSPT2_I0702
ko:K06167	bsuv:BSPT2_I0703
ko:K03424	bsuv:BSPT2_I0704
ko:K01874	bsuv:BSPT2_I0705
ko:K02341	bsuv:BSPT2_I0707
ko:K00943	bsuv:BSPT2_I0708
ko:K07258	bsuv:BSPT2_I0709
ko:K03642	bsuv:BSPT2_I0710
ko:K00537	bsuv:BSPT2_I0711
ko:K00773	bsuv:BSPT2_I0721
ko:K09803	bsuv:BSPT2_I0722
ko:K05799	bsuv:BSPT2_II0138
ko:K18676	bsuv:BSPT2_II1303
ko:K09815	bsuv:BSPT2_II1306
ko:K09817	bsuv:BSPT2_II1307
ko:K09816	bsuv:BSPT2_II1308
ko:K09823	bsuv:BSPT2_II1309
ko:K02421	bsuv:BSPT2_II1313
ko:K02400	bsuv:BSPT2_II1314
ko:K02420	bsuv:BSPT2_II1315
ko:K02389	bsuv:BSPT2_II1316
ko:K06601	bsuv:BSPT2_II1317
ko:K06602	bsuv:BSPT2_II1318
ko:K02397	bsuv:BSPT2_II1319
ko:K02396	bsuv:BSPT2_II1320
ko:K02390	bsuv:BSPT2_II1321
ko:K10565	bsuv:BSPT2_II1324
ko:K10564	bsuv:BSPT2_II1325
ko:K02557	bsuv:BSPT2_II1326
ko:K02409	bsuv:BSPT2_II1329
ko:K02406	bsuv:BSPT2_II1331
ko:K10543	bsuv:BSPT2_II1337
ko:K10545	bsuv:BSPT2_II1339
ko:K10544	bsuv:BSPT2_II1340
ko:K02510	bsuv:BSPT2_II1344
ko:K02509	bsuv:BSPT2_II1347
ko:K00151	bsuv:BSPT2_II1350
ko:K01826	bsuv:BSPT2_II1351
ko:K07025	bsuv:BSPT2_II1356
ko:K01999	bsuv:BSPT2_II1364
ko:K01997	bsuv:BSPT2_II1365
ko:K01995	bsuv:BSPT2_II1366
ko:K01998	bsuv:BSPT2_II1366
ko:K01996	bsuv:BSPT2_II1367
ko:K07090	bsuv:BSPT2_II1369
ko:K03710	bsuv:BSPT2_II1370
ko:K02027	bsuv:BSPT2_II1371
ko:K02026	bsuv:BSPT2_II1372
ko:K02025	bsuv:BSPT2_II1373
ko:K10112	bsuv:BSPT2_II1374
ko:K02051	bsuv:BSPT2_II1378
ko:K02049	bsuv:BSPT2_II1379
ko:K02050	bsuv:BSPT2_II1380
ko:K16087	bsuv:BSPT2_II1382
ko:K01999	bsuv:BSPT2_II1384
ko:K01997	bsuv:BSPT2_II1385
ko:K01998	bsuv:BSPT2_II1386
ko:K01995	bsuv:BSPT2_II1387
ko:K01996	bsuv:BSPT2_II1388
ko:K00852	bsuv:BSPT2_II1401
ko:K02057	bsuv:BSPT2_II1403
ko:K02057	bsuv:BSPT2_II1404
ko:K02056	bsuv:BSPT2_II1405
ko:K07335	bsuv:BSPT2_II1406
ko:K02362	bsuv:BSPT2_II1408
ko:K00216	bsuv:BSPT2_II1409
ko:K01252	bsuv:BSPT2_II1410
ko:K01252	bsuv:BSPT2_II1411
ko:K02363	bsuv:BSPT2_II1412
ko:K02361	bsuv:BSPT2_II1413
ko:K02364	bsuv:BSPT2_II1414
ko:K03088	bsuv:BSPT2_II1418
ko:K01999	bsuv:BSPT2_II1421
ko:K01997	bsuv:BSPT2_II1422
ko:K01998	bsuv:BSPT2_II1423
ko:K01995	bsuv:BSPT2_II1424
ko:K01996	bsuv:BSPT2_II1425
ko:K00059	bsuv:BSPT2_II1427
ko:K01426	bsuv:BSPT2_II1059
ko:K00325	bsuv:BSPT2_II0920
ko:K00324	bsuv:BSPT2_II0921
ko:K00324	bsuv:BSPT2_II0922
ko:K07010	bsuv:BSPT2_II0933
ko:K01470	bsuv:BSPT2_II0939
ko:K06999	bsuv:BSPT2_II0942
ko:K17247	bsuv:BSPT2_II0944
ko:K10440	bsuv:BSPT2_II0946
ko:K10440	bsuv:BSPT2_II0947
ko:K10441	bsuv:BSPT2_II0948
ko:K10439	bsuv:BSPT2_II0949
ko:K02014	bsuv:BSPT2_II0952
ko:K00799	bsuv:BSPT2_II0955
ko:K15736	bsuv:BSPT2_II0959
ko:K02342	bsuv:BSPT2_II0960
ko:K02433	bsuv:BSPT2_II0961
ko:K02433	bsuv:BSPT2_II0962
ko:K02034	bsuv:BSPT2_II0965
ko:K02033	bsuv:BSPT2_II0966
ko:K02035	bsuv:BSPT2_II0967
ko:K00059	bsuv:BSPT2_II0968
ko:K00128	bsuv:BSPT2_II0969
ko:K08169	bsuv:BSPT2_II0972
ko:K02914	bsuv:BSPT2_II0976
ko:K03536	bsuv:BSPT2_II0977
ko:K03217	bsuv:BSPT2_II0978
ko:K03978	bsuv:BSPT2_II0979
ko:K00930	bsuv:BSPT2_II0980
ko:K07025	bsuv:BSPT2_II0981
ko:K06966	bsuv:BSPT2_II0982
ko:K00674	bsuv:BSPT2_II0983
ko:K01439	bsuv:BSPT2_II0985
ko:K06173	bsuv:BSPT2_II0987
ko:K00604	bsuv:BSPT2_II0988
ko:K01462	bsuv:BSPT2_II0989
ko:K09760	bsuv:BSPT2_II0990
ko:K07401	bsuv:BSPT2_II0991
ko:K07461	bsuv:BSPT2_II0992
ko:K03596	bsuv:BSPT2_II0993
ko:K00329	bsuv:BSPT2_II0995
ko:K00356	bsuv:BSPT2_II0995
ko:K06153	bsuv:BSPT2_II0996
ko:K00799	bsuv:BSPT2_II0997
ko:K07261	bsuv:BSPT2_II1000
ko:K01734	bsuv:BSPT2_II1001
ko:K00845	bsuv:BSPT2_II1002
ko:K06147	bsuv:BSPT2_II1003
ko:K00215	bsuv:BSPT2_II1004
ko:K01834	bsuv:BSPT2_II1005
ko:K04719	bsuv:BSPT2_II1008
ko:K00154	bsuv:BSPT2_II1011
ko:K06131	bsuv:BSPT2_II1013
ko:K02837	bsuv:BSPT2_II1017
ko:K13038	bsuv:BSPT2_II1018
ko:K03688	bsuv:BSPT2_II1019
ko:K03183	bsuv:BSPT2_II1020
ko:K00761	bsuv:BSPT2_II1021
ko:K03745	bsuv:BSPT2_II1022
ko:K07304	bsuv:BSPT2_II1023
ko:K00135	bsuv:BSPT2_II1030
ko:K02034	bsuv:BSPT2_II1034
ko:K02033	bsuv:BSPT2_II1035
ko:K00627	bsuv:BSPT2_II1038
ko:K02035	bsuv:BSPT2_II1039
ko:K11381	bsuv:BSPT2_II1040
ko:K00074	bsuv:BSPT2_II1041
ko:K06446	bsuv:BSPT2_II1043
ko:K01434	bsuv:BSPT2_II1044
ko:K02035	bsuv:BSPT2_II1045
ko:K02033	bsuv:BSPT2_II1046
ko:K02034	bsuv:BSPT2_II1047
ko:K02035	bsuv:BSPT2_II1052
ko:K02033	bsuv:BSPT2_II1053
ko:K02034	bsuv:BSPT2_II1054
ko:K01426	bsuv:BSPT2_II1058
ko:K11078	bsuv:BSPT2_II1061
ko:K01845	bsuv:BSPT2_II1066
ko:K01628	bsuv:BSPT2_II1069
ko:K03777	bsuv:BSPT2_II1072
ko:K00135	bsuv:BSPT2_II1082
ko:K01247	bsuv:BSPT2_II1086
ko:K01894	bsuv:BSPT2_II1087
ko:K01638	bsuv:BSPT2_II1088
ko:K03823	bsuv:BSPT2_II1089
ko:K03089	bsuv:BSPT2_II1090
ko:K06180	bsuv:BSPT2_II1091
ko:K03711	bsuv:BSPT2_II1094
ko:K03088	bsuv:BSPT2_II1099
ko:K03561	bsuv:BSPT2_II1107
ko:K03559	bsuv:BSPT2_II1108
ko:K03832	bsuv:BSPT2_II1109
ko:K05685	bsuv:BSPT2_II1111
ko:K13888	bsuv:BSPT2_II1112
ko:K05800	bsuv:BSPT2_II1114
ko:K01939	bsuv:BSPT2_II1120
ko:K00058	bsuv:BSPT2_II1122
ko:K00831	bsuv:BSPT2_II1124
ko:K03453	bsuv:BSPT2_II1125
ko:K03431	bsuv:BSPT2_II1127
ko:K03798	bsuv:BSPT2_II1128
ko:K04075	bsuv:BSPT2_II1129
ko:K03640	bsuv:BSPT2_II1132
ko:K03641	bsuv:BSPT2_II1133
ko:K03560	bsuv:BSPT2_II1135
ko:K03562	bsuv:BSPT2_II1136
ko:K07107	bsuv:BSPT2_II1137
ko:K03551	bsuv:BSPT2_II1138
ko:K03550	bsuv:BSPT2_II1139
ko:K01159	bsuv:BSPT2_II1140
ko:K13592	bsuv:BSPT2_II1141
ko:K00788	bsuv:BSPT2_II1144
ko:K07126	bsuv:BSPT2_II1145
ko:K02356	bsuv:BSPT2_II1146
ko:K01092	bsuv:BSPT2_II1147
ko:K02557	bsuv:BSPT2_II1149
ko:K06147	bsuv:BSPT2_II1150
ko:K02909	bsuv:BSPT2_II1152
ko:K03523	bsuv:BSPT2_II1156
ko:K09706	bsuv:BSPT2_II1157
ko:K09769	bsuv:BSPT2_II1159
ko:K01934	bsuv:BSPT2_II1160
ko:K09888	bsuv:BSPT2_II1161
ko:K00615	bsuv:BSPT2_II1164
ko:K00134	bsuv:BSPT2_II1165
ko:K00927	bsuv:BSPT2_II1166
ko:K01908	bsuv:BSPT2_II1168
ko:K09987	bsuv:BSPT2_II1173
ko:K01588	bsuv:BSPT2_II1182
ko:K01589	bsuv:BSPT2_II1183
ko:K02919	bsuv:BSPT2_II1184
ko:K00873	bsuv:BSPT2_II1186
ko:K15738	bsuv:BSPT2_II1190
ko:K00949	bsuv:BSPT2_II1193
ko:K02064	bsuv:BSPT2_II1194
ko:K02063	bsuv:BSPT2_II1195
ko:K02062	bsuv:BSPT2_II1196
ko:K03089	bsuv:BSPT2_II1199
ko:K07736	bsuv:BSPT2_II1201
ko:K05524	bsuv:BSPT2_II1202
ko:K04762	bsuv:BSPT2_II1204
ko:K17675	bsuv:BSPT2_II1205
ko:K00626	bsuv:BSPT2_II1206
ko:K02911	bsuv:BSPT2_II1209
ko:K03814	bsuv:BSPT2_II1210
ko:K00795	bsuv:BSPT2_II1211
ko:K00019	bsuv:BSPT2_II1213
ko:K01958	bsuv:BSPT2_II1215
ko:K01999	bsuv:BSPT2_II1216
ko:K01999	bsuv:BSPT2_II1219
ko:K01996	bsuv:BSPT2_II1221
ko:K01996	bsuv:BSPT2_II1222
ko:K01995	bsuv:BSPT2_II1223
ko:K01998	bsuv:BSPT2_II1224
ko:K01997	bsuv:BSPT2_II1225
ko:K12658	bsuv:BSPT2_II1226
ko:K00285	bsuv:BSPT2_II1227
ko:K06075	bsuv:BSPT2_II1229
ko:K02114	bsuv:BSPT2_II1230
ko:K02112	bsuv:BSPT2_II1231
ko:K02115	bsuv:BSPT2_II1232
ko:K02111	bsuv:BSPT2_II1233
ko:K02113	bsuv:BSPT2_II1234
ko:K04066	bsuv:BSPT2_II1236
ko:K00616	bsuv:BSPT2_II1237
ko:K03643	bsuv:BSPT2_II1238
ko:K01869	bsuv:BSPT2_II1239
ko:K06997	bsuv:BSPT2_II1240
ko:K01895	bsuv:BSPT2_II1243
ko:K03799	bsuv:BSPT2_II1246
ko:K03500	bsuv:BSPT2_II1247
ko:K00602	bsuv:BSPT2_II1251
ko:K06902	bsuv:BSPT2_II1252
ko:K15371	bsuv:BSPT2_II1253
ko:K08988	bsuv:BSPT2_II1254
ko:K06872	bsuv:BSPT2_II1255
ko:K03744	bsuv:BSPT2_II1256
ko:K02959	bsuv:BSPT2_II1258
ko:K04092	bsuv:BSPT2_II1259
ko:K03106	bsuv:BSPT2_II1260
ko:K01673	bsuv:BSPT2_II1262
ko:K00868	bsuv:BSPT2_II1263
ko:K00140	bsuv:BSPT2_II1265
ko:K08311	bsuv:BSPT2_II1270
ko:K03797	bsuv:BSPT2_II1271
ko:K00783	bsuv:BSPT2_II1274
ko:K09710	bsuv:BSPT2_II1275
ko:K00969	bsuv:BSPT2_II1277
ko:K00147	bsuv:BSPT2_II1278
ko:K00931	bsuv:BSPT2_II1279
ko:K03979	bsuv:BSPT2_II1280
ko:K02899	bsuv:BSPT2_II1285
ko:K02888	bsuv:BSPT2_II1286
ko:K14219	bsuv:BSPT2_I0294
ko:K14232	bsuv:BSPT2_I0982
ko:K14233	bsuv:BSPT2_I1066
ko:K01980	bsuv:BSPT2_II1077
ko:K01161	bsuv:BSPT2_II0576
ko:K14234	bsuv:BSPT2_I0280
ko:K14233	bsuv:BSPT2_II0515
ko:K01980	bsuv:BSPT2_II1299
ko:K03111	bsuv:BSPT2_I0596
ko:K03497	bsuv:BSPT2_I1856
ko:K03496	bsuv:BSPT2_I1857
ko:K03194	bsuv:BSPT2_II0036
ko:K03196	bsuv:BSPT2_II0027
ko:K03204	bsuv:BSPT2_II0029
ko:K03203	bsuv:BSPT2_II0030
ko:K03201	bsuv:BSPT2_II0031
ko:K07473	bsuv:BSPT2_II0335
ko:K04565	bsuv:BSPT2_II0644
ko:K00335	bsuv:BSPT2_I0896
ko:K16898	bsuv:BSPT2_I1904
ko:K03497	bsuv:BSPT2_II1396
ko:K03496	bsuv:BSPT2_II1395
ko:K19055	bsuv:BSPT2_II0837
ko:K14224	bsuv:BSPT2_II1093
ko:K01980	bsuv:BSPT2_I1661
ko:K09472	bsuv:BSPT2_II1361
ko:K00020	bsuv:BSPT2_I0380
ko:K07484	bsuv:BSPT2_II0511
ko:K02483	bsuv:BSPT2_II0195
ko:K18979	bsuv:BSPT2_II0998
ko:K03526	bsuv:BSPT2_II1212
ko:K07498	bsuv:BSPT2_II1292
ko:K03761	bsuv:BSPT2_I1470
ko:K03761	bsuv:BSPT2_I1471
ko:K16899	bsuv:BSPT2_I1903
ko:K00446	bsuv:BSPT2_II1349
ko:K00336	bsuv:BSPT2_I0895
ko:K07483	bsuv:BSPT2_II0512
ko:K02483	bsuv:BSPT2_I1091
ko:K00611	bsuv:BSPT2_I0321
ko:K18996	bsuv:BSPT2_II1397
ko:K19231	bsuv:BSPT2_II1333
ko:K19231	bsuv:BSPT2_II1334
ko:K00344	bsuv:BSPT2_II0527
ko:K02032	bsuv:BSPT2_II0963
ko:K13642	bsuv:BSPT2_II0265
ko:K02032	bsuv:BSPT2_II0359
ko:K02032	bsuv:BSPT2_II1032
ko:K00020	bsuv:BSPT2_I0750
ko:K04747	bsuv:BSPT2_II0211
ko:K00529	bsuv:BSPT2_II0670
ko:K00798	bsuv:BSPT2_I1776
ko:K22468	bsuv:BSPT2_I0317
ko:K01621	bsuv:BSPT2_II0340
ko:K19181	bsuv:BSPT2_I1848
ko:K01239	bsuv:BSPT2_II1402
ko:K00102	bsuv:BSPT2_I1426
ko:K01710	bsuv:BSPT2_II0794
ko:K01710	bsuv:BSPT2_II0795
ko:K02032	bsuv:BSPT2_II0723
ko:K19233	bsuv:BSPT2_II1282
ko:K19233	bsuv:BSPT2_II1281
ko:K01985	bsuv:BSPT2_I1659
ko:K01985	bsuv:BSPT2_II1297
ko:K01985	bsuv:BSPT2_II1075
ko:K00344	bsuv:BSPT2_II0346
ko:K08678	bsuv:BSPT2_II0494
ko:K12448	bsuv:BSPT2_II0495
ko:K19221	bsuv:BSPT2_I0390
ko:K01992	bsuv:BSPT2_I1367
ko:K01992	bsuv:BSPT2_II0425
ko:K07497	bsuv:BSPT2_I1185
ko:K19342	bsuv:BSPT2_II0244
ko:K07497	bsuv:BSPT2_II1027
ko:K07497	bsuv:BSPT2_II1073
ko:K06041	bsuv:BSPT2_II0041
ko:K02032	bsuv:BSPT2_II1049
ko:K11080	bsuv:BSPT2_II1065
ko:K04771	bsuv:BSPT2_I1409
ko:K00001	bsuv:BSPT2_II0356
ko:K07498	bsuv:BSPT2_II1288
ko:K11080	bsuv:BSPT2_II1063
ko:K07492	bsuv:BSPT2_I1168
ko:K19339	bsuv:BSPT2_II0239
ko:K19340	bsuv:BSPT2_II0242
ko:K19341	bsuv:BSPT2_II0243
ko:K00875	bsuv:BSPT2_II0233
ko:K02032	bsuv:BSPT2_II1056
ko:K02031	bsuv:BSPT2_II1048
ko:K02031	bsuv:BSPT2_II1033
ko:K02031	bsuv:BSPT2_II0964
ko:K07344	bsuv:BSPT2_II0323
ko:K00525	bsuv:BSPT2_II0278
ko:K00525	bsuv:BSPT2_I0659
ko:K09386	bsuv:BSPT2_I0303
ko:K17686	bsuv:BSPT2_I0219
ko:K19713	bsuv:BSPT2_II0311
ko:K07102	bsuv:BSPT2_I1901
ko:K19689	bsuv:BSPT2_I1946
ko:K00992	bsuv:BSPT2_I1902
ko:K01977	bsuv:BSPT2_I1664
ko:K01977	bsuv:BSPT2_II1302
ko:K01977	bsuv:BSPT2_II1080
ko:K17722	bsuv:BSPT2_I0302
ko:K19777	bsuv:BSPT2_II0302
ko:K14218	bsuv:BSPT2_I1792
ko:K14237	bsuv:BSPT2_II0011
ko:K14229	bsuv:BSPT2_II0543
ko:K14222	bsuv:BSPT2_II0574
ko:K14220	bsuv:BSPT2_II0581
ko:K14233	bsuv:BSPT2_II1026
ko:K00799	bsuv:BSPT2_I0749
ko:K08744	bsuv:BSPT2_I1009
ko:K07147	bsuv:BSPT2_II0943
ko:K19802	bsuv:BSPT2_I0683
ko:K07497	bsuv:BSPT2_I1171
ko:K14221	bsuv:BSPT2_I0904
ko:K14221	bsuv:BSPT2_II0285
ko:K14229	bsuv:BSPT2_I1354
ko:K14230	bsuv:BSPT2_I1490
ko:K14230	bsuv:BSPT2_I1619
ko:K14230	bsuv:BSPT2_I1658
ko:K09796	bsuv:BSPT2_I0049
ko:K20265	bsuv:BSPT2_II0300
ko:K20266	bsuv:BSPT2_II0324
ko:K02483	bsuv:BSPT2_II0435
ko:K14219	bsuv:BSPT2_I0736
ko:K14219	bsuv:BSPT2_I0980
ko:K14219	bsuv:BSPT2_I1838
ko:K14228	bsuv:BSPT2_I0805
ko:K14228	bsuv:BSPT2_I1750
ko:K14237	bsuv:BSPT2_I0906
ko:K14223	bsuv:BSPT2_I1187
ko:K14231	bsuv:BSPT2_I0270
ko:K14225	bsuv:BSPT2_I0445
ko:K14232	bsuv:BSPT2_I0196
ko:K14236	bsuv:BSPT2_I0444
ko:K14232	bsuv:BSPT2_I0926
ko:K00526	bsuv:BSPT2_II0279
ko:K14234	bsuv:BSPT2_I0763
ko:K14234	bsuv:BSPT2_II0776
ko:K14223	bsuv:BSPT2_I1637
ko:K14233	bsuv:BSPT2_II1287
ko:K14228	bsuv:BSPT2_II1006
ko:K14224	bsuv:BSPT2_I0417
ko:K14225	bsuv:BSPT2_II0839
ko:K14225	bsuv:BSPT2_II0973
ko:K14235	bsuv:BSPT2_I0448
ko:K14228	bsuv:BSPT2_I0614
ko:K14228	bsuv:BSPT2_I0620
ko:K14228	bsuv:BSPT2_I0651
