ko:K08744	mbx:BCGT_1653
ko:K04781	mbx:BCGT_2210
ko:K07086	mbx:BCGT_2212
ko:K03924	mbx:BCGT_3021
ko:K01426	mbx:BCGT_3031
ko:K07133	mbx:BCGT_3038
ko:K09118	mbx:BCGT_3054
ko:K07177	mbx:BCGT_3055
ko:K18958	mbx:BCGT_3061
ko:K03657	mbx:BCGT_3062
ko:K18917	mbx:BCGT_3063
ko:K03426	mbx:BCGT_3064
ko:K10716	mbx:BCGT_3065
ko:K03657	mbx:BCGT_3066
ko:K12140	mbx:BCGT_3881
ko:K12141	mbx:BCGT_3882
ko:K01243	mbx:BCGT_3887
ko:K12949	mbx:BCGT_3888
ko:K12422	mbx:BCGT_3894
ko:K02351	mbx:BCGT_3897
ko:K07245	mbx:BCGT_3897
ko:K12949	mbx:BCGT_3898
ko:K02902	mbx:BCGT_3900
ko:K12955	mbx:BCGT_3902
ko:K03271	mbx:BCGT_3910
ko:K07031	mbx:BCGT_3912
ko:K01577	mbx:BCGT_3916
ko:K02355	mbx:BCGT_3919
ko:K05343	mbx:BCGT_3926
ko:K16146	mbx:BCGT_3927
ko:K18851	mbx:BCGT_3929
ko:K16048	mbx:BCGT_3434
ko:K00020	mbx:BCGT_0541
ko:K00020	mbx:BCGT_0551
ko:K07497	mbx:BCGT_2645
ko:K07497	mbx:BCGT_2647
ko:K03722	mbx:BCGT_1164
ko:K07496	mbx:BCGT_2622
ko:K07496	mbx:BCGT_2721
ko:K07496	mbx:BCGT_2818
ko:K07496	mbx:BCGT_3692
ko:K07496	mbx:BCGT_0734
ko:K01992	mbx:BCGT_1499
ko:K01822	mbx:BCGT_0561
ko:K07065	mbx:BCGT_2393
ko:K00091	mbx:BCGT_3939
ko:K07068	mbx:BCGT_3408
ko:K12952	mbx:BCGT_0716
ko:K12954	mbx:BCGT_1805
ko:K07485	mbx:BCGT_0537
ko:K07064	mbx:BCGT_1924
ko:K07064	mbx:BCGT_0005
ko:K07064	mbx:BCGT_0042
ko:K07496	mbx:BCGT_0392
ko:K07065	mbx:BCGT_0369
ko:K07098	mbx:BCGT_3545
ko:K06881	mbx:BCGT_2670
ko:K19092	mbx:BCGT_1790
ko:K15856	mbx:BCGT_3909
ko:K08884	mbx:BCGT_1560
ko:K14237	mbx:BCGT_4069
ko:K19686	mbx:BCGT_0411
ko:K19686	mbx:BCGT_0394
ko:K19687	mbx:BCGT_0410
ko:K19687	mbx:BCGT_1554
ko:K19710	mbx:BCGT_2459
ko:K19687	mbx:BCGT_0393
ko:K19686	mbx:BCGT_1555
ko:K19686	mbx:BCGT_2589
ko:K01977	mbx:BCGT_4054
ko:K01980	mbx:BCGT_4055
ko:K15510	mbx:BCGT_0178
ko:K07682	mbx:BCGT_2984
ko:K17483	mbx:BCGT_2100
ko:K12132	mbx:BCGT_3805
ko:K12132	mbx:BCGT_3806
ko:K20074	mbx:BCGT_3809
ko:K20467	mbx:BCGT_4005
ko:K01985	mbx:BCGT_4056
ko:K22552	mbx:BCGT_0652
ko:K03636	mbx:BCGT_1170
ko:K20469	mbx:BCGT_4007
ko:K20497	mbx:BCGT_2089
ko:K00525	mbx:BCGT_2899
ko:K20470	mbx:BCGT_4008
ko:K20466	mbx:BCGT_4004
ko:K07695	mbx:BCGT_2985
ko:K20468	mbx:BCGT_4006
ko:K19094	mbx:BCGT_1964
ko:K14230	mbx:BCGT_4062
ko:K14228	mbx:BCGT_4058
ko:K14226	mbx:BCGT_4067
ko:K14227	mbx:BCGT_4084
ko:K05375	mbx:BCGT_2201
ko:K14236	mbx:BCGT_4040
ko:K01179	mbx:BCGT_0915
ko:K01214	mbx:BCGT_1393
ko:K07100	mbx:BCGT_1965
ko:K07100	mbx:BCGT_0354
ko:K20814	mbx:BCGT_1932
ko:K14219	mbx:BCGT_4053
ko:K21059	mbx:BCGT_2786
ko:K00249	mbx:BCGT_3955
ko:K14237	mbx:BCGT_4061
ko:K21071	mbx:BCGT_2853
ko:K14234	mbx:BCGT_4044
ko:K01768	mbx:BCGT_3503
ko:K01768	mbx:BCGT_1094
ko:K01768	mbx:BCGT_1151
ko:K01768	mbx:BCGT_1152
ko:K01768	mbx:BCGT_1153
ko:K01768	mbx:BCGT_1438
ko:K21140	mbx:BCGT_1169
ko:K21014	mbx:BCGT_0065
ko:K00821	mbx:BCGT_1470
ko:K21147	mbx:BCGT_3072
ko:K14228	mbx:BCGT_4052
ko:K14224	mbx:BCGT_4046
ko:K21199	mbx:BCGT_2091
ko:K03465	mbx:BCGT_2586
ko:K00287	mbx:BCGT_2592
ko:K00560	mbx:BCGT_2593
ko:K18955	mbx:BCGT_3543
ko:K07465	mbx:BCGT_1939
ko:K06191	mbx:BCGT_2901
ko:K10747	mbx:BCGT_2911
ko:K01865	mbx:BCGT_2928
ko:K02314	mbx:BCGT_3849
ko:K02316	mbx:BCGT_2176
ko:K06217	mbx:BCGT_2192
ko:K18955	mbx:BCGT_3086
ko:K18955	mbx:BCGT_3127
ko:K18955	mbx:BCGT_3288
ko:K01520	mbx:BCGT_2530
ko:K03553	mbx:BCGT_2566
ko:K00526	mbx:BCGT_2896
ko:K00526	mbx:BCGT_4035
ko:K02335	mbx:BCGT_1442
ko:K22468	mbx:BCGT_3099
ko:K05364	mbx:BCGT_3807
ko:K21142	mbx:BCGT_3187
ko:K00525	mbx:BCGT_0353
ko:K21302	mbx:BCGT_3172
ko:K08884	mbx:BCGT_1995
ko:K06954	mbx:BCGT_0221
ko:K00257	mbx:BCGT_1181
ko:K08884	mbx:BCGT_1557
ko:K00632	mbx:BCGT_2621
ko:K21147	mbx:BCGT_2967
ko:K00249	mbx:BCGT_0789
ko:K21148	mbx:BCGT_1171
ko:K00249	mbx:BCGT_2994
ko:K00249	mbx:BCGT_3932
ko:K00249	mbx:BCGT_4033
ko:K03636	mbx:BCGT_0673
ko:K00529	mbx:BCGT_1702
ko:K07133	mbx:BCGT_3157
ko:K21200	mbx:BCGT_1606
ko:K21310	mbx:BCGT_3104
ko:K07054	mbx:BCGT_0191
ko:K07027	mbx:BCGT_0372
ko:K21397	mbx:BCGT_1561
ko:K22044	mbx:BCGT_2956
ko:K21473	mbx:BCGT_1315
ko:K21474	mbx:BCGT_1316
ko:K21401	mbx:BCGT_0344
ko:K21481	mbx:BCGT_3463
ko:K02483	mbx:BCGT_0388
ko:K02483	mbx:BCGT_0558
ko:K21609	mbx:BCGT_3986
ko:K21687	mbx:BCGT_0672
ko:K21495	mbx:BCGT_1783
ko:K21600	mbx:BCGT_0781
ko:K21600	mbx:BCGT_3990
ko:K10914	mbx:BCGT_3537
ko:K21608	mbx:BCGT_0653
ko:K21691	mbx:BCGT_2281
ko:K21672	mbx:BCGT_0877
ko:K21686	mbx:BCGT_0957
ko:K21689	mbx:BCGT_1718
ko:K21690	mbx:BCGT_2214
ko:K00344	mbx:BCGT_1291
ko:K17484	mbx:BCGT_2099
ko:K21885	mbx:BCGT_1807
ko:K21886	mbx:BCGT_3607
ko:K14237	mbx:BCGT_4072
ko:K21929	mbx:BCGT_1089
ko:K21887	mbx:BCGT_3606
ko:K21961	mbx:BCGT_3725
ko:K21962	mbx:BCGT_1312
ko:K14229	mbx:BCGT_4045
ko:K14225	mbx:BCGT_4039
ko:K22027	mbx:BCGT_2945
ko:K00936	mbx:BCGT_3087
ko:K22010	mbx:BCGT_1439
ko:K14229	mbx:BCGT_4068
ko:K03325	mbx:BCGT_2491
ko:K03741	mbx:BCGT_2491
ko:K14223	mbx:BCGT_4051
ko:K14225	mbx:BCGT_4070
ko:K14222	mbx:BCGT_4071
ko:K14234	mbx:BCGT_4041
ko:K14221	mbx:BCGT_4047
ko:K14231	mbx:BCGT_4048
ko:K14234	mbx:BCGT_4077
ko:K22107	mbx:BCGT_3442
ko:K14224	mbx:BCGT_4073
ko:K14218	mbx:BCGT_4075
ko:K03595	mbx:BCGT_2188
ko:K14233	mbx:BCGT_4082
ko:K14228	mbx:BCGT_4086
ko:K22108	mbx:BCGT_3423
ko:K14233	mbx:BCGT_4079
ko:K14232	mbx:BCGT_4078
ko:K14232	mbx:BCGT_4059
ko:K03892	mbx:BCGT_2490
ko:K14223	mbx:BCGT_4074
ko:K14232	mbx:BCGT_4064
ko:K14235	mbx:BCGT_4043
ko:K14230	mbx:BCGT_4076
ko:K14225	mbx:BCGT_4065
ko:K14219	mbx:BCGT_4066
ko:K14219	mbx:BCGT_4081
ko:K14218	mbx:BCGT_4050
ko:K14233	mbx:BCGT_4080
ko:K14218	mbx:BCGT_4085
ko:K14230	mbx:BCGT_4042
ko:K14228	mbx:BCGT_4057
ko:K14220	mbx:BCGT_4063
ko:K01046	mbx:BCGT_2948
ko:K12436	mbx:BCGT_1868
ko:K12436	mbx:BCGT_1869
ko:K12436	mbx:BCGT_1870
ko:K22306	mbx:BCGT_2249
ko:K02257	mbx:BCGT_1287
ko:K02257	mbx:BCGT_1288
ko:K22336	mbx:BCGT_3705
ko:K01563	mbx:BCGT_2423
ko:K01563	mbx:BCGT_2118
ko:K19302	mbx:BCGT_0077
ko:K05606	mbx:BCGT_1155
ko:K13775	mbx:BCGT_3091
ko:K15510	mbx:BCGT_3933
ko:K01934	mbx:BCGT_0808
ko:K01563	mbx:BCGT_1664
ko:K22295	mbx:BCGT_3277
ko:K22298	mbx:BCGT_2182
ko:K01551	mbx:BCGT_2003
ko:K22303	mbx:BCGT_3278
ko:K11206	mbx:BCGT_0255
ko:K22476	mbx:BCGT_0200
ko:K00728	mbx:BCGT_0818
ko:K08300	mbx:BCGT_2275
ko:K08301	mbx:BCGT_2275
ko:K17759	mbx:BCGT_3301
ko:K07566	mbx:BCGT_1134
