ko:K18928	bpsm:BBQ_5878
ko:K02623	bpsm:BBQ_4857
ko:K01626	bpsm:BBQ_4863
ko:K16263	bpsm:BBQ_4866
ko:K03724	bpsm:BBQ_4867
ko:K12340	bpsm:BBQ_4871
ko:K13409	bpsm:BBQ_4874
ko:K13408	bpsm:BBQ_4876
ko:K01754	bpsm:BBQ_4881
ko:K11904	bpsm:BBQ_5672
ko:K11904	bpsm:BBQ_5673
ko:K11907	bpsm:BBQ_5674
ko:K11895	bpsm:BBQ_5675
ko:K11896	bpsm:BBQ_5676
ko:K11897	bpsm:BBQ_5677
ko:K11903	bpsm:BBQ_5678
ko:K11900	bpsm:BBQ_5679
ko:K11902	bpsm:BBQ_5681
ko:K18118	bpsm:BBQ_5682
ko:K01841	bpsm:BBQ_5687
ko:K03430	bpsm:BBQ_5689
ko:K07552	bpsm:BBQ_5693
ko:K00375	bpsm:BBQ_5694
ko:K03386	bpsm:BBQ_5704
ko:K03387	bpsm:BBQ_5705
ko:K00648	bpsm:BBQ_5712
ko:K08295	bpsm:BBQ_5715
ko:K04077	bpsm:BBQ_5718
ko:K04078	bpsm:BBQ_5719
ko:K01480	bpsm:BBQ_5721
ko:K00231	bpsm:BBQ_4882
ko:K03088	bpsm:BBQ_4886
ko:K04780	bpsm:BBQ_4896
ko:K08325	bpsm:BBQ_4905
ko:K00059	bpsm:BBQ_4909
ko:K01495	bpsm:BBQ_4917
ko:K02303	bpsm:BBQ_4920
ko:K02575	bpsm:BBQ_4922
ko:K00362	bpsm:BBQ_4923
ko:K00363	bpsm:BBQ_4924
ko:K00380	bpsm:BBQ_4925
ko:K03587	bpsm:BBQ_4927
ko:K07258	bpsm:BBQ_4928
ko:K00854	bpsm:BBQ_4929
ko:K10112	bpsm:BBQ_4931
ko:K05351	bpsm:BBQ_4932
ko:K02026	bpsm:BBQ_4933
ko:K02025	bpsm:BBQ_4934
ko:K07010	bpsm:BBQ_5724
ko:K01915	bpsm:BBQ_5725
ko:K12256	bpsm:BBQ_5726
ko:K11073	bpsm:BBQ_5727
ko:K11076	bpsm:BBQ_5728
ko:K11075	bpsm:BBQ_5729
ko:K11074	bpsm:BBQ_5730
ko:K09471	bpsm:BBQ_5733
ko:K03406	bpsm:BBQ_5734
ko:K07245	bpsm:BBQ_5735
ko:K07156	bpsm:BBQ_5736
ko:K02347	bpsm:BBQ_5742
ko:K07262	bpsm:BBQ_5743
ko:K06911	bpsm:BBQ_5764
ko:K12452	bpsm:BBQ_5776
ko:K02027	bpsm:BBQ_4935
ko:K16074	bpsm:BBQ_4940
ko:K07044	bpsm:BBQ_4945
ko:K03455	bpsm:BBQ_4946
ko:K02058	bpsm:BBQ_4948
ko:K03587	bpsm:BBQ_4949
ko:K03406	bpsm:BBQ_4950
ko:K07141	bpsm:BBQ_4952
ko:K03762	bpsm:BBQ_4953
ko:K07126	bpsm:BBQ_4962
ko:K16090	bpsm:BBQ_4963
ko:K00609	bpsm:BBQ_4964
ko:K00375	bpsm:BBQ_4968
ko:K01709	bpsm:BBQ_5777
ko:K00978	bpsm:BBQ_5778
ko:K01652	bpsm:BBQ_5784
ko:K09803	bpsm:BBQ_5798
ko:K14393	bpsm:BBQ_5815
ko:K01895	bpsm:BBQ_5817
ko:K01676	bpsm:BBQ_5820
ko:K03594	bpsm:BBQ_5821
ko:K01776	bpsm:BBQ_5822
ko:K02192	bpsm:BBQ_5823
ko:K03832	bpsm:BBQ_5824
ko:K03561	bpsm:BBQ_5825
ko:K03559	bpsm:BBQ_5826
ko:K06911	bpsm:BBQ_5828
ko:K01414	bpsm:BBQ_4993
ko:K03119	bpsm:BBQ_5003
ko:K00370	bpsm:BBQ_5010
ko:K00373	bpsm:BBQ_5013
ko:K00374	bpsm:BBQ_5014
ko:K03769	bpsm:BBQ_5015
ko:K02575	bpsm:BBQ_5016
ko:K00797	bpsm:BBQ_5019
ko:K11189	bpsm:BBQ_5020
ko:K12140	bpsm:BBQ_5025
ko:K12141	bpsm:BBQ_5026
ko:K07088	bpsm:BBQ_5033
ko:K16841	bpsm:BBQ_1217
ko:K13485	bpsm:BBQ_1219
ko:K01477	bpsm:BBQ_1220
ko:K01483	bpsm:BBQ_1222
ko:K07127	bpsm:BBQ_1224
ko:K09165	bpsm:BBQ_1227
ko:K03282	bpsm:BBQ_1230
ko:K03969	bpsm:BBQ_1232
ko:K05366	bpsm:BBQ_1233
ko:K01754	bpsm:BBQ_1235
ko:K01438	bpsm:BBQ_1236
ko:K03723	bpsm:BBQ_1238
ko:K00991	bpsm:BBQ_1239
ko:K01770	bpsm:BBQ_1240
ko:K03762	bpsm:BBQ_2046
ko:K01524	bpsm:BBQ_2075
ko:K00937	bpsm:BBQ_2076
ko:K07636	bpsm:BBQ_2077
ko:K07657	bpsm:BBQ_2078
ko:K02039	bpsm:BBQ_2079
ko:K02036	bpsm:BBQ_2080
ko:K02038	bpsm:BBQ_2081
ko:K02037	bpsm:BBQ_2082
ko:K02040	bpsm:BBQ_2083
ko:K03431	bpsm:BBQ_2084
ko:K00796	bpsm:BBQ_2085
ko:K03798	bpsm:BBQ_2086
ko:K02427	bpsm:BBQ_2087
ko:K03624	bpsm:BBQ_2090
ko:K01955	bpsm:BBQ_2091
ko:K11250	bpsm:BBQ_2092
ko:K01956	bpsm:BBQ_2093
ko:K00919	bpsm:BBQ_2882
ko:K00948	bpsm:BBQ_2884
ko:K02897	bpsm:BBQ_2885
ko:K01056	bpsm:BBQ_2886
ko:K00817	bpsm:BBQ_2887
ko:K00954	bpsm:BBQ_2889
ko:K03110	bpsm:BBQ_2891
ko:K00362	bpsm:BBQ_2893
ko:K00363	bpsm:BBQ_2894
ko:K00372	bpsm:BBQ_2895
ko:K01649	bpsm:BBQ_2898
ko:K03089	bpsm:BBQ_2901
ko:K00425	bpsm:BBQ_2903
ko:K00426	bpsm:BBQ_2904
ko:K12373	bpsm:BBQ_2907
ko:K02803	bpsm:BBQ_2908
ko:K02804	bpsm:BBQ_2908
ko:K02768	bpsm:BBQ_2909
ko:K08483	bpsm:BBQ_2909
ko:K11183	bpsm:BBQ_2909
ko:K01443	bpsm:BBQ_2911
ko:K03710	bpsm:BBQ_2912
ko:K01586	bpsm:BBQ_2921
ko:K01990	bpsm:BBQ_2928
ko:K01992	bpsm:BBQ_2929
ko:K00836	bpsm:BBQ_2931
ko:K00007	bpsm:BBQ_2608
ko:K00854	bpsm:BBQ_2609
ko:K10111	bpsm:BBQ_2615
ko:K10229	bpsm:BBQ_2617
ko:K10228	bpsm:BBQ_2618
ko:K00500	bpsm:BBQ_3413
ko:K00140	bpsm:BBQ_3417
ko:K01995	bpsm:BBQ_3419
ko:K01996	bpsm:BBQ_3420
ko:K01999	bpsm:BBQ_3421
ko:K01997	bpsm:BBQ_3422
ko:K01998	bpsm:BBQ_3423
ko:K01999	bpsm:BBQ_3425
ko:K01997	bpsm:BBQ_3426
ko:K01995	bpsm:BBQ_3427
ko:K01998	bpsm:BBQ_3427
ko:K01996	bpsm:BBQ_3428
ko:K03495	bpsm:BBQ_3429
ko:K03501	bpsm:BBQ_3430
ko:K02116	bpsm:BBQ_3434
ko:K02108	bpsm:BBQ_3435
ko:K02110	bpsm:BBQ_3436
ko:K02109	bpsm:BBQ_3437
ko:K02113	bpsm:BBQ_3438
ko:K02111	bpsm:BBQ_3439
ko:K02115	bpsm:BBQ_3440
ko:K02112	bpsm:BBQ_3441
ko:K02114	bpsm:BBQ_3442
ko:K00666	bpsm:BBQ_3443
ko:K06929	bpsm:BBQ_3444
ko:K01713	bpsm:BBQ_3445
ko:K01599	bpsm:BBQ_3446
ko:K04066	bpsm:BBQ_3447
ko:K13821	bpsm:BBQ_3449
ko:K01999	bpsm:BBQ_3450
ko:K12508	bpsm:BBQ_3451
ko:K09456	bpsm:BBQ_3452
ko:K10013	bpsm:BBQ_3455
ko:K01534	bpsm:BBQ_3460
ko:K00878	bpsm:BBQ_5035
ko:K00219	bpsm:BBQ_5037
ko:K07243	bpsm:BBQ_5833
ko:K07230	bpsm:BBQ_5835
ko:K03702	bpsm:BBQ_5836
ko:K00832	bpsm:BBQ_5837
ko:K00019	bpsm:BBQ_5838
ko:K07115	bpsm:BBQ_5840
ko:K11082	bpsm:BBQ_5852
ko:K11083	bpsm:BBQ_5853
ko:K11084	bpsm:BBQ_5854
ko:K11081	bpsm:BBQ_5855
ko:K03430	bpsm:BBQ_5856
ko:K08194	bpsm:BBQ_5857
ko:K00014	bpsm:BBQ_5858
ko:K03786	bpsm:BBQ_5859
ko:K00457	bpsm:BBQ_5860
ko:K12658	bpsm:BBQ_5867
ko:K15977	bpsm:BBQ_5874
ko:K03303	bpsm:BBQ_5875
ko:K00782	bpsm:BBQ_5876
ko:K02072	bpsm:BBQ_5883
ko:K11752	bpsm:BBQ_5045
ko:K01497	bpsm:BBQ_5049
ko:K18139	bpsm:BBQ_5050
ko:K18307	bpsm:BBQ_5051
ko:K18306	bpsm:BBQ_5052
ko:K03798	bpsm:BBQ_5056
ko:K03758	bpsm:BBQ_5058
ko:K00471	bpsm:BBQ_5061
ko:K00941	bpsm:BBQ_5067
ko:K01537	bpsm:BBQ_5071
ko:K07282	bpsm:BBQ_5075
ko:K03607	bpsm:BBQ_5080
ko:K00259	bpsm:BBQ_5082
ko:K09129	bpsm:BBQ_5084
ko:K15725	bpsm:BBQ_5087
ko:K15727	bpsm:BBQ_5088
ko:K15726	bpsm:BBQ_5089
ko:K07665	bpsm:BBQ_5090
ko:K07644	bpsm:BBQ_5091
ko:K02071	bpsm:BBQ_5884
ko:K02073	bpsm:BBQ_5886
ko:K00137	bpsm:BBQ_5893
ko:K00053	bpsm:BBQ_5895
ko:K01586	bpsm:BBQ_5897
ko:K00645	bpsm:BBQ_5900
ko:K07088	bpsm:BBQ_5902
ko:K01821	bpsm:BBQ_5917
ko:K01008	bpsm:BBQ_5919
ko:K00375	bpsm:BBQ_5925
ko:K00823	bpsm:BBQ_5926
ko:K00135	bpsm:BBQ_5927
ko:K03776	bpsm:BBQ_5932
ko:K02624	bpsm:BBQ_5934
ko:K10439	bpsm:BBQ_5098
ko:K10441	bpsm:BBQ_5099
ko:K10440	bpsm:BBQ_5100
ko:K02014	bpsm:BBQ_5101
ko:K07165	bpsm:BBQ_5102
ko:K03088	bpsm:BBQ_5103
ko:K03088	bpsm:BBQ_5108
ko:K16165	bpsm:BBQ_5111
ko:K07052	bpsm:BBQ_5112
ko:K05595	bpsm:BBQ_5113
ko:K07300	bpsm:BBQ_5115
ko:K07168	bpsm:BBQ_5117
ko:K14257	bpsm:BBQ_5121
ko:K15311	bpsm:BBQ_5132
ko:K15312	bpsm:BBQ_5133
ko:K15313	bpsm:BBQ_5134
ko:K15337	bpsm:BBQ_5135
ko:K00646	bpsm:BBQ_5136
ko:K03781	bpsm:BBQ_5141
ko:K00790	bpsm:BBQ_5149
ko:K03762	bpsm:BBQ_5936
ko:K10013	bpsm:BBQ_5939
ko:K06987	bpsm:BBQ_5942
ko:K02073	bpsm:BBQ_5943
ko:K05879	bpsm:BBQ_5948
ko:K05878	bpsm:BBQ_5949
ko:K00065	bpsm:BBQ_5951
ko:K17205	bpsm:BBQ_5952
ko:K17206	bpsm:BBQ_5953
ko:K17207	bpsm:BBQ_5954
ko:K01808	bpsm:BBQ_5955
ko:K06966	bpsm:BBQ_5958
ko:K02053	bpsm:BBQ_5959
ko:K02055	bpsm:BBQ_5960
ko:K02052	bpsm:BBQ_5961
ko:K02053	bpsm:BBQ_5962
ko:K16087	bpsm:BBQ_5965
ko:K07225	bpsm:BBQ_5966
ko:K02016	bpsm:BBQ_5967
ko:K02015	bpsm:BBQ_5969
ko:K02013	bpsm:BBQ_5970
ko:K05366	bpsm:BBQ_5972
ko:K05596	bpsm:BBQ_5974
ko:K01620	bpsm:BBQ_5973
ko:K00425	bpsm:BBQ_5975
ko:K00426	bpsm:BBQ_5976
ko:K00801	bpsm:BBQ_5979
ko:K17686	bpsm:BBQ_5987
ko:K10017	bpsm:BBQ_5150
ko:K10015	bpsm:BBQ_5151
ko:K10016	bpsm:BBQ_5152
ko:K15977	bpsm:BBQ_5155
ko:K14645	bpsm:BBQ_5160
ko:K01531	bpsm:BBQ_5162
ko:K03322	bpsm:BBQ_5169
ko:K01569	bpsm:BBQ_5170
ko:K02035	bpsm:BBQ_5171
ko:K07394	bpsm:BBQ_5172
ko:K12685	bpsm:BBQ_5173
ko:K11904	bpsm:BBQ_5177
ko:K08641	bpsm:BBQ_5181
ko:K02035	bpsm:BBQ_5182
ko:K02033	bpsm:BBQ_5183
ko:K02034	bpsm:BBQ_5184
ko:K03566	bpsm:BBQ_5189
ko:K17836	bpsm:BBQ_5190
ko:K06194	bpsm:BBQ_5191
ko:K01607	bpsm:BBQ_5198
ko:K10716	bpsm:BBQ_5200
ko:K07507	bpsm:BBQ_5993
ko:K01659	bpsm:BBQ_6005
ko:K03417	bpsm:BBQ_6006
ko:K02688	bpsm:BBQ_6007
ko:K01259	bpsm:BBQ_6011
ko:K01434	bpsm:BBQ_6012
ko:K07160	bpsm:BBQ_6014
ko:K01961	bpsm:BBQ_6016
ko:K01941	bpsm:BBQ_6017
ko:K01740	bpsm:BBQ_6023
ko:K00355	bpsm:BBQ_6026
ko:K11904	bpsm:BBQ_6033
ko:K11902	bpsm:BBQ_6034
ko:K11895	bpsm:BBQ_6035
ko:K11896	bpsm:BBQ_6036
ko:K11897	bpsm:BBQ_6037
ko:K11898	bpsm:BBQ_6038
ko:K11907	bpsm:BBQ_6040
ko:K02558	bpsm:BBQ_326
ko:K00033	bpsm:BBQ_4388
ko:K06194	bpsm:BBQ_4391
ko:K12262	bpsm:BBQ_4393
ko:K02014	bpsm:BBQ_4395
ko:K00375	bpsm:BBQ_4399
ko:K02052	bpsm:BBQ_4400
ko:K02055	bpsm:BBQ_4401
ko:K03406	bpsm:BBQ_5204
ko:K03823	bpsm:BBQ_5207
ko:K15553	bpsm:BBQ_5209
ko:K07044	bpsm:BBQ_5213
ko:K03762	bpsm:BBQ_5215
ko:K09957	bpsm:BBQ_5220
ko:K00675	bpsm:BBQ_5221
ko:K01761	bpsm:BBQ_5224
ko:K01426	bpsm:BBQ_5226
ko:K06989	bpsm:BBQ_5234
ko:K01652	bpsm:BBQ_5235
ko:K09019	bpsm:BBQ_5247
ko:K07098	bpsm:BBQ_5248
ko:K07507	bpsm:BBQ_5249
ko:K11901	bpsm:BBQ_6041
ko:K11903	bpsm:BBQ_6043
ko:K11906	bpsm:BBQ_6044
ko:K11893	bpsm:BBQ_6045
ko:K11892	bpsm:BBQ_6046
ko:K11891	bpsm:BBQ_6047
ko:K01953	bpsm:BBQ_6051
ko:K00285	bpsm:BBQ_6060
ko:K10001	bpsm:BBQ_6061
ko:K02054	bpsm:BBQ_4402
ko:K02053	bpsm:BBQ_4403
ko:K05998	bpsm:BBQ_4404
ko:K15125	bpsm:BBQ_4413
ko:K01681	bpsm:BBQ_4414
ko:K01720	bpsm:BBQ_4415
ko:K01644	bpsm:BBQ_4417
ko:K00024	bpsm:BBQ_4418
ko:K03710	bpsm:BBQ_4419
ko:K00241	bpsm:BBQ_4420
ko:K00242	bpsm:BBQ_4421
ko:K00239	bpsm:BBQ_4422
ko:K00240	bpsm:BBQ_4423
ko:K09159	bpsm:BBQ_4424
ko:K01647	bpsm:BBQ_4425
ko:K00163	bpsm:BBQ_4429
ko:K01703	bpsm:BBQ_4434
ko:K01704	bpsm:BBQ_4436
ko:K00052	bpsm:BBQ_4437
ko:K00133	bpsm:BBQ_4439
ko:K06173	bpsm:BBQ_4441
ko:K01817	bpsm:BBQ_4442
ko:K01696	bpsm:BBQ_4443
ko:K01695	bpsm:BBQ_4445
ko:K01963	bpsm:BBQ_4446
ko:K11754	bpsm:BBQ_4447
ko:K03749	bpsm:BBQ_4448
ko:K03558	bpsm:BBQ_4449
ko:K00764	bpsm:BBQ_4450
ko:K10764	bpsm:BBQ_4451
ko:K01497	bpsm:BBQ_5253
ko:K06140	bpsm:BBQ_5257
ko:K00059	bpsm:BBQ_5271
ko:K07396	bpsm:BBQ_5274
ko:K02407	bpsm:BBQ_5276
ko:K00852	bpsm:BBQ_5283
ko:K07044	bpsm:BBQ_5287
ko:K18369	bpsm:BBQ_5297
ko:K00261	bpsm:BBQ_380
ko:K10001	bpsm:BBQ_381
ko:K10003	bpsm:BBQ_382
ko:K10002	bpsm:BBQ_383
ko:K10004	bpsm:BBQ_384
ko:K04078	bpsm:BBQ_387
ko:K13993	bpsm:BBQ_388
ko:K01465	bpsm:BBQ_392
ko:K07397	bpsm:BBQ_394
ko:K02871	bpsm:BBQ_395
ko:K02996	bpsm:BBQ_396
ko:K15724	bpsm:BBQ_397
ko:K09001	bpsm:BBQ_403
ko:K01866	bpsm:BBQ_404
ko:K07560	bpsm:BBQ_405
ko:K03551	bpsm:BBQ_409
ko:K03550	bpsm:BBQ_410
ko:K01159	bpsm:BBQ_411
ko:K00602	bpsm:BBQ_412
ko:K03557	bpsm:BBQ_413
ko:K05540	bpsm:BBQ_414
ko:K03185	bpsm:BBQ_415
ko:K01262	bpsm:BBQ_416
ko:K00799	bpsm:BBQ_417
ko:K00566	bpsm:BBQ_419
ko:K00324	bpsm:BBQ_421
ko:K00324	bpsm:BBQ_422
ko:K00325	bpsm:BBQ_423
ko:K06996	bpsm:BBQ_425
ko:K07444	bpsm:BBQ_427
ko:K09857	bpsm:BBQ_429
ko:K06192	bpsm:BBQ_430
ko:K03808	bpsm:BBQ_431
ko:K03808	bpsm:BBQ_432
ko:K04756	bpsm:BBQ_1241
ko:K03386	bpsm:BBQ_1242
ko:K07638	bpsm:BBQ_1243
ko:K07659	bpsm:BBQ_1244
ko:K02291	bpsm:BBQ_1248
ko:K00077	bpsm:BBQ_1262
ko:K00865	bpsm:BBQ_1264
ko:K03545	bpsm:BBQ_1265
ko:K01358	bpsm:BBQ_1266
ko:K03544	bpsm:BBQ_1267
ko:K01338	bpsm:BBQ_1268
ko:K03770	bpsm:BBQ_1277
ko:K10804	bpsm:BBQ_1278
ko:K02003	bpsm:BBQ_1279
ko:K01810	bpsm:BBQ_1280
ko:K00285	bpsm:BBQ_1282
ko:K01952	bpsm:BBQ_1283
ko:K03824	bpsm:BBQ_1284
ko:K03769	bpsm:BBQ_1285
ko:K05527	bpsm:BBQ_1286
ko:K06190	bpsm:BBQ_1287
ko:K07305	bpsm:BBQ_1288
ko:K07516	bpsm:BBQ_1291
ko:K08281	bpsm:BBQ_1292
ko:K00626	bpsm:BBQ_1293
ko:K08307	bpsm:BBQ_2097
ko:K01069	bpsm:BBQ_2098
ko:K03469	bpsm:BBQ_2100
ko:K02342	bpsm:BBQ_2101
ko:K09771	bpsm:BBQ_2102
ko:K03762	bpsm:BBQ_2103
ko:K00645	bpsm:BBQ_2108
ko:K13930	bpsm:BBQ_2109
ko:K13934	bpsm:BBQ_2110
ko:K13933	bpsm:BBQ_2111
ko:K13932	bpsm:BBQ_2112
ko:K13931	bpsm:BBQ_2113
ko:K13929	bpsm:BBQ_2114
ko:K01596	bpsm:BBQ_2120
ko:K00381	bpsm:BBQ_2127
ko:K09965	bpsm:BBQ_2132
ko:K11159	bpsm:BBQ_2133
ko:K00820	bpsm:BBQ_2134
ko:K00375	bpsm:BBQ_2137
ko:K07734	bpsm:BBQ_2138
ko:K02055	bpsm:BBQ_2146
ko:K02053	bpsm:BBQ_2147
ko:K14162	bpsm:BBQ_2935
ko:K14161	bpsm:BBQ_2936
ko:K14160	bpsm:BBQ_2937
ko:K05833	bpsm:BBQ_2938
ko:K05832	bpsm:BBQ_2939
ko:K01989	bpsm:BBQ_2940
ko:K02073	bpsm:BBQ_2941
ko:K03406	bpsm:BBQ_2943
ko:K07152	bpsm:BBQ_2945
ko:K02259	bpsm:BBQ_2947
ko:K02276	bpsm:BBQ_2951
ko:K02258	bpsm:BBQ_2953
ko:K02274	bpsm:BBQ_2954
ko:K02275	bpsm:BBQ_2955
ko:K02169	bpsm:BBQ_2957
ko:K03216	bpsm:BBQ_2959
ko:K00057	bpsm:BBQ_2961
ko:K03071	bpsm:BBQ_2962
ko:K01834	bpsm:BBQ_2965
ko:K03797	bpsm:BBQ_2966
ko:K08483	bpsm:BBQ_2968
ko:K11189	bpsm:BBQ_2969
ko:K02821	bpsm:BBQ_2970
ko:K01920	bpsm:BBQ_2971
ko:K01919	bpsm:BBQ_2972
ko:K03320	bpsm:BBQ_2973
ko:K04752	bpsm:BBQ_2974
ko:K09806	bpsm:BBQ_2975
ko:K07391	bpsm:BBQ_2976
ko:K10126	bpsm:BBQ_2982
ko:K10125	bpsm:BBQ_2983
ko:K11103	bpsm:BBQ_2984
ko:K14393	bpsm:BBQ_2985
ko:K14257	bpsm:BBQ_4119
ko:K10001	bpsm:BBQ_4124
ko:K07243	bpsm:BBQ_4128
ko:K07644	bpsm:BBQ_4133
ko:K07665	bpsm:BBQ_4134
ko:K14645	bpsm:BBQ_4135
ko:K01281	bpsm:BBQ_4136
ko:K01158	bpsm:BBQ_4145
ko:K16692	bpsm:BBQ_4150
ko:K00799	bpsm:BBQ_4163
ko:K07006	bpsm:BBQ_4164
ko:K03317	bpsm:BBQ_4165
ko:K01619	bpsm:BBQ_4166
ko:K00758	bpsm:BBQ_4168
ko:K01489	bpsm:BBQ_4170
ko:K00673	bpsm:BBQ_924
ko:K06447	bpsm:BBQ_925
ko:K01484	bpsm:BBQ_926
ko:K05526	bpsm:BBQ_927
ko:K00799	bpsm:BBQ_928
ko:K10013	bpsm:BBQ_929
ko:K10255	bpsm:BBQ_930
ko:K02300	bpsm:BBQ_931
ko:K02299	bpsm:BBQ_932
ko:K02298	bpsm:BBQ_933
ko:K02297	bpsm:BBQ_934
ko:K13771	bpsm:BBQ_936
ko:K04488	bpsm:BBQ_939
ko:K11717	bpsm:BBQ_940
ko:K09015	bpsm:BBQ_941
ko:K09013	bpsm:BBQ_942
ko:K09014	bpsm:BBQ_943
ko:K07234	bpsm:BBQ_944
ko:K00459	bpsm:BBQ_949
ko:K08303	bpsm:BBQ_950
ko:K04561	bpsm:BBQ_960
ko:K00496	bpsm:BBQ_961
ko:K01669	bpsm:BBQ_962
ko:K00860	bpsm:BBQ_963
ko:K07782	bpsm:BBQ_964
ko:K06133	bpsm:BBQ_966
ko:K01745	bpsm:BBQ_967
ko:K05836	bpsm:BBQ_968
ko:K01712	bpsm:BBQ_969
ko:K09975	bpsm:BBQ_970
ko:K01468	bpsm:BBQ_971
ko:K05603	bpsm:BBQ_972
ko:K07010	bpsm:BBQ_974
ko:K01915	bpsm:BBQ_975
ko:K12256	bpsm:BBQ_976
ko:K06916	bpsm:BBQ_1775
ko:K00382	bpsm:BBQ_1776
ko:K00658	bpsm:BBQ_1777
ko:K00164	bpsm:BBQ_1778
ko:K06207	bpsm:BBQ_1779
ko:K03543	bpsm:BBQ_1782
ko:K03446	bpsm:BBQ_1783
ko:K03177	bpsm:BBQ_1784
ko:K02834	bpsm:BBQ_1785
ko:K02519	bpsm:BBQ_1786
ko:K09748	bpsm:BBQ_1788
ko:K06178	bpsm:BBQ_1789
ko:K06024	bpsm:BBQ_1790
ko:K07287	bpsm:BBQ_1799
ko:K04764	bpsm:BBQ_1806
ko:K01890	bpsm:BBQ_1807
ko:K01889	bpsm:BBQ_1808
ko:K02887	bpsm:BBQ_1809
ko:K02916	bpsm:BBQ_1810
ko:K02520	bpsm:BBQ_1811
ko:K01868	bpsm:BBQ_1812
ko:K00951	bpsm:BBQ_1814
ko:K01029	bpsm:BBQ_1822
ko:K01028	bpsm:BBQ_1823
ko:K10227	bpsm:BBQ_2619
ko:K16371	bpsm:BBQ_2620
ko:K00847	bpsm:BBQ_2621
ko:K09823	bpsm:BBQ_2623
ko:K02077	bpsm:BBQ_2624
ko:K02074	bpsm:BBQ_2625
ko:K02075	bpsm:BBQ_2626
ko:K01070	bpsm:BBQ_2627
ko:K00121	bpsm:BBQ_2628
ko:K00854	bpsm:BBQ_2630
ko:K18139	bpsm:BBQ_2632
ko:K03585	bpsm:BBQ_2635
ko:K03577	bpsm:BBQ_2636
ko:K02484	bpsm:BBQ_2641
ko:K07259	bpsm:BBQ_2643
ko:K07566	bpsm:BBQ_2646
ko:K01589	bpsm:BBQ_2648
ko:K01588	bpsm:BBQ_2649
ko:K01923	bpsm:BBQ_2650
ko:K01624	bpsm:BBQ_2651
ko:K00873	bpsm:BBQ_2652
ko:K00927	bpsm:BBQ_2653
ko:K00826	bpsm:BBQ_2656
ko:K02843	bpsm:BBQ_2658
ko:K07019	bpsm:BBQ_2660
ko:K03637	bpsm:BBQ_2663
ko:K03832	bpsm:BBQ_2664
ko:K03735	bpsm:BBQ_3466
ko:K03736	bpsm:BBQ_3467
ko:K00138	bpsm:BBQ_3469
ko:K04033	bpsm:BBQ_3470
ko:K01652	bpsm:BBQ_3472
ko:K01752	bpsm:BBQ_3474
ko:K00281	bpsm:BBQ_3476
ko:K02437	bpsm:BBQ_3477
ko:K00605	bpsm:BBQ_3478
ko:K03656	bpsm:BBQ_3483
ko:K03406	bpsm:BBQ_3496
ko:K02407	bpsm:BBQ_3513
ko:K02406	bpsm:BBQ_3514
ko:K02970	bpsm:BBQ_3515
ko:K01246	bpsm:BBQ_3516
ko:K06188	bpsm:BBQ_3519
ko:K16370	bpsm:BBQ_4172
ko:K00925	bpsm:BBQ_4173
ko:K00625	bpsm:BBQ_4174
ko:K03821	bpsm:BBQ_4175
ko:K02112	bpsm:BBQ_4176
ko:K02114	bpsm:BBQ_4177
ko:K02116	bpsm:BBQ_4178
ko:K02108	bpsm:BBQ_4180
ko:K02110	bpsm:BBQ_4181
ko:K02109	bpsm:BBQ_4182
ko:K02111	bpsm:BBQ_4183
ko:K02115	bpsm:BBQ_4184
ko:K13953	bpsm:BBQ_4185
ko:K03406	bpsm:BBQ_4188
ko:K13926	bpsm:BBQ_4191
ko:K01993	bpsm:BBQ_4192
ko:K02004	bpsm:BBQ_4197
ko:K02003	bpsm:BBQ_4198
ko:K02005	bpsm:BBQ_4199
ko:K03406	bpsm:BBQ_4202
ko:K00860	bpsm:BBQ_4203
ko:K06966	bpsm:BBQ_4208
ko:K13953	bpsm:BBQ_4212
ko:K00023	bpsm:BBQ_4214
ko:K07576	bpsm:BBQ_4215
ko:K07044	bpsm:BBQ_4216
ko:K11733	bpsm:BBQ_4217
ko:K05783	bpsm:BBQ_4224
ko:K05784	bpsm:BBQ_4225
ko:K14682	bpsm:BBQ_987
ko:K03578	bpsm:BBQ_988
ko:K01915	bpsm:BBQ_994
ko:K07708	bpsm:BBQ_995
ko:K07712	bpsm:BBQ_996
ko:K01142	bpsm:BBQ_997
ko:K07684	bpsm:BBQ_998
ko:K07673	bpsm:BBQ_999
ko:K00374	bpsm:BBQ_1000
ko:K00373	bpsm:BBQ_1001
ko:K00371	bpsm:BBQ_1002
ko:K00370	bpsm:BBQ_1003
ko:K02575	bpsm:BBQ_1004
ko:K02575	bpsm:BBQ_1005
ko:K02346	bpsm:BBQ_1007
ko:K01414	bpsm:BBQ_1008
ko:K01491	bpsm:BBQ_1009
ko:K00163	bpsm:BBQ_1012
ko:K00627	bpsm:BBQ_1013
ko:K00382	bpsm:BBQ_1014
ko:K07262	bpsm:BBQ_1016
ko:K01104	bpsm:BBQ_1022
ko:K13643	bpsm:BBQ_1023
ko:K04487	bpsm:BBQ_1024
ko:K04488	bpsm:BBQ_1025
ko:K13628	bpsm:BBQ_1026
ko:K04082	bpsm:BBQ_1027
ko:K04044	bpsm:BBQ_1028
ko:K04755	bpsm:BBQ_1029
ko:K07107	bpsm:BBQ_1827
ko:K00311	bpsm:BBQ_1829
ko:K01736	bpsm:BBQ_1832
ko:K07058	bpsm:BBQ_1836
